Orthogroup	Mus_musculus	Microcebus_murinus
OG0005265	sp|Q99ML9|RN111_MOUSE	tr|A0A8B7HMY6|A0A8B7HMY6_MICMU
OG0005266	sp|Q5U4E2|REPI1_MOUSE	tr|A0A8B7HU32|A0A8B7HU32_MICMU
OG0005267	sp|Q8BSN3|ODAD3_MOUSE	tr|A0A8B7I560|A0A8B7I560_MICMU
OG0005268	sp|Q8CBG9|RN170_MOUSE	tr|A0A8B7WRX2|A0A8B7WRX2_MICMU
OG0005269	sp|O54791|MAFF_MOUSE	tr|A0A8B7X6F8|A0A8B7X6F8_MICMU
OG0005270	sp|Q6DFW0|CI072_MOUSE	tr|A0A8B7XAY5|A0A8B7XAY5_MICMU
OG0005271	sp|Q9EQG3|SCEL_MOUSE	tr|A0A8B7XFT5|A0A8B7XFT5_MICMU
OG0005272	tr|A0A0B4J1G4|A0A0B4J1G4_MOUSE	tr|A0A8C5UQA5|A0A8C5UQA5_MICMU
OG0005273	sp|Q64455|PTPRJ_MOUSE	tr|A0A8C5URH8|A0A8C5URH8_MICMU
OG0005274	sp|Q8BUM3|PTN7_MOUSE	tr|A0A8C5UT95|A0A8C5UT95_MICMU
OG0005275	sp|P70217|HXD13_MOUSE	tr|A0A8C5UTH8|A0A8C5UTH8_MICMU
OG0005276	sp|Q922M5|CDA7L_MOUSE	tr|A0A8C5UUY8|A0A8C5UUY8_MICMU
OG0005277	sp|P06880|SOMA_MOUSE	tr|A0A8C5UWT4|A0A8C5UWT4_MICMU
OG0005278	sp|Q7TNK1|RFX4_MOUSE	tr|A0A8C5UZ76|A0A8C5UZ76_MICMU
OG0005279	sp|Q99P91|GPNMB_MOUSE	tr|A0A8C5V0K1|A0A8C5V0K1_MICMU
OG0005280	sp|Q9D518|F227B_MOUSE	tr|A0A8C5V0K2|A0A8C5V0K2_MICMU
OG0005281	sp|Q80U95|UBE3C_MOUSE	tr|A0A8C5V1E0|A0A8C5V1E0_MICMU
OG0005282	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A8C5V1H9|A0A8C5V1H9_MICMU
OG0005283	sp|Q0VG85|CC162_MOUSE	tr|A0A8C5V4R0|A0A8C5V4R0_MICMU
OG0005284	sp|Q8VIH7|CYYR1_MOUSE	tr|A0A8C5V803|A0A8C5V803_MICMU
OG0005285	sp|B2RX14|TUT4_MOUSE	tr|A0A8C5V8H9|A0A8C5V8H9_MICMU
OG0005286	sp|Q8BZI6|GUCD1_MOUSE	tr|A0A8C5VAL1|A0A8C5VAL1_MICMU
OG0005287	sp|Q921T2|TOIP1_MOUSE	tr|A0A8C5VCZ2|A0A8C5VCZ2_MICMU
OG0005288	sp|Q9QXT1|DAPP1_MOUSE	tr|A0A8C5VE33|A0A8C5VE33_MICMU
OG0005289	sp|Q99LE3|LYSM3_MOUSE	tr|A0A8C5VNA3|A0A8C5VNA3_MICMU
OG0005290	sp|Q03173|ENAH_MOUSE	tr|A0A8C5VQI7|A0A8C5VQI7_MICMU
OG0005291	sp|P16951|ATF2_MOUSE	tr|A0A8C5VSF4|A0A8C5VSF4_MICMU
OG0005292	sp|D3YY23|LONF1_MOUSE	tr|A0A8C5VT89|A0A8C5VT89_MICMU
OG0005293	sp|Q9DCH4|EIF3F_MOUSE	tr|A0A8C5VX54|A0A8C5VX54_MICMU
OG0005294	sp|Q68FL6|SYMC_MOUSE	tr|A0A8C5VY74|A0A8C5VY74_MICMU
OG0005295	sp|Q9CQ89|CUTA_MOUSE	tr|A0A8C5VZJ2|A0A8C5VZJ2_MICMU
OG0005296	sp|Q8CI66|STML1_MOUSE	tr|A0A8C5W0D7|A0A8C5W0D7_MICMU
OG0005297	sp|O88910|MPP3_MOUSE	tr|A0A8C5W0K3|A0A8C5W0K3_MICMU
OG0005298	sp|P43027|GDF5_MOUSE	tr|A0A8C5W4E9|A0A8C5W4E9_MICMU
OG0005299	sp|O54951|SEM6B_MOUSE	tr|A0A8C5W5S9|A0A8C5W5S9_MICMU
OG0005300	sp|Q6P560|ZN182_MOUSE	tr|A0A8C5W918|A0A8C5W918_MICMU
OG0005301	sp|Q99ME7|TBX19_MOUSE	tr|A0A8C5XCQ5|A0A8C5XCQ5_MICMU
OG0005302	sp|Q3U3T8|WDR62_MOUSE	tr|A0A8C5XD84|A0A8C5XD84_MICMU
OG0005303	sp|Q6RI63|F120B_MOUSE	tr|A0A8C5XI30|A0A8C5XI30_MICMU
OG0005304	sp|Q8BKG3|PTK7_MOUSE	tr|A0A8C5XIE7|A0A8C5XIE7_MICMU
OG0005305	sp|Q80Y73|HOATZ_MOUSE	tr|A0A8C5XQG9|A0A8C5XQG9_MICMU
OG0005306	sp|Q8BG21|FLOWR_MOUSE	tr|A0A8C5Y202|A0A8C5Y202_MICMU
OG0005307	sp|Q8BJ25|THAP3_MOUSE	tr|A0A8C5Y4J1|A0A8C5Y4J1_MICMU
OG0005308	sp|Q8C0L0|TMX4_MOUSE	tr|A0A8C5Y6T3|A0A8C5Y6T3_MICMU
OG0005309	sp|O35903|CCL25_MOUSE	tr|A0A8C5Y9Y2|A0A8C5Y9Y2_MICMU
OG0005310	sp|Q9CY94|PSF3_MOUSE	tr|A0A8C5YB91|A0A8C5YB91_MICMU
OG0005311	sp|Q3TZ89|SC31B_MOUSE	tr|A0A8C5YDQ9|A0A8C5YDQ9_MICMU
OG0005312	sp|Q9JJ48|ZC3H8_MOUSE	tr|A0A8C5YDV8|A0A8C5YDV8_MICMU
OG0005313	sp|Q6PGK7|CHSTA_MOUSE	tr|A0A8C5YES9|A0A8C5YES9_MICMU
OG0005314	sp|Q6NV72|WDCP_MOUSE	tr|A0A8C5YGS8|A0A8C5YGS8_MICMU
OG0005315	sp|O35683|NDUA1_MOUSE	tr|A0A8C6EHL5|A0A8C6EHL5_MICMU
OG0005316	sp|Q9CXI5|MANF_MOUSE	tr|A0A8C6EI72|A0A8C6EI72_MICMU
OG0005317	sp|Q7TPD6|RAVR2_MOUSE	tr|A0A8C6EJ87|A0A8C6EJ87_MICMU
OG0005318	sp|Q8BM55|TM214_MOUSE	tr|A0A8C6EKT9|A0A8C6EKT9_MICMU
OG0005319	sp|Q99LS0|AUGN_MOUSE	tr|A0A8B7EF21|A0A8B7EF21_MICMU
OG0005320	sp|Q9Z309|CIB2_MOUSE	tr|A0A8B7EH05|A0A8B7EH05_MICMU
OG0005321	sp|Q9CPQ3|TOM22_MOUSE	tr|A0A8B7ERW0|A0A8B7ERW0_MICMU
OG0005322	sp|Q8VCU0|ANGE1_MOUSE	tr|A0A8B7ESM2|A0A8B7ESM2_MICMU
OG0005323	sp|Q8VEB4|PAG15_MOUSE	tr|A0A8B7ETS5|A0A8B7ETS5_MICMU
OG0005324	sp|Q99KQ4|NAMPT_MOUSE	tr|A0A8B7F207|A0A8B7F207_MICMU
OG0005325	sp|Q920A5|RISC_MOUSE	tr|A0A8B7F7Y7|A0A8B7F7Y7_MICMU
OG0005326	sp|Q80TB8|VAT1L_MOUSE	tr|A0A8B7F9Q9|A0A8B7F9Q9_MICMU
OG0005327	sp|P70380|IL18_MOUSE	tr|A0A8B7FAA5|A0A8B7FAA5_MICMU
OG0005328	sp|O35646|CAN6_MOUSE	tr|A0A8B7FAY6|A0A8B7FAY6_MICMU
OG0005329	sp|Q9ERZ6|FIGN_MOUSE	tr|A0A8B7FBF0|A0A8B7FBF0_MICMU
OG0005330	sp|Q8BTJ4|ENPP4_MOUSE	tr|A0A8B7FT71|A0A8B7FT71_MICMU
OG0005331	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A8B7FUR3|A0A8B7FUR3_MICMU
OG0005332	sp|Q9Z0G2|SRPK3_MOUSE	tr|A0A8B7FUS6|A0A8B7FUS6_MICMU
OG0005333	sp|Q01776|GNRHR_MOUSE	tr|A0A8B7G3Q3|A0A8B7G3Q3_MICMU
OG0005334	sp|Q01065|PDE1B_MOUSE	tr|A0A8B7GBQ1|A0A8B7GBQ1_MICMU
OG0005335	sp|Q6PHS9|CA2D2_MOUSE	tr|A0A8B7GTV2|A0A8B7GTV2_MICMU
OG0005336	sp|Q80ZK0|RT10_MOUSE	tr|A0A8B7GYD2|A0A8B7GYD2_MICMU
OG0005337	sp|Q91YJ5|IF2M_MOUSE	tr|A0A8B7HC39|A0A8B7HC39_MICMU
OG0005338	sp|Q5RKZ7|MOCS1_MOUSE	tr|A0A8B7HD83|A0A8B7HD83_MICMU
OG0005339	sp|Q9EPL4|METL9_MOUSE	tr|A0A8B7HF40|A0A8B7HF40_MICMU
OG0005340	sp|Q8BFQ2|T229B_MOUSE	tr|A0A8B7HI12|A0A8B7HI12_MICMU
OG0005341	sp|Q6NS86|ZN366_MOUSE	tr|A0A8B7HM93|A0A8B7HM93_MICMU
OG0005342	sp|Q8BUJ9|LRP12_MOUSE	tr|A0A8B7HPI7|A0A8B7HPI7_MICMU
OG0005343	sp|O88992|C1QRF_MOUSE	tr|A0A8B7HYA9|A0A8B7HYA9_MICMU
OG0005344	sp|Q812G0|MGT4A_MOUSE	tr|A0A8B7HYT9|A0A8B7HYT9_MICMU
OG0005345	sp|Q9EQT6|SYT13_MOUSE	tr|A0A8B7I4P9|A0A8B7I4P9_MICMU
OG0005346	sp|P59913|PCMD1_MOUSE	tr|A0A8B7I6Z4|A0A8B7I6Z4_MICMU
OG0005347	sp|Q80VC9|CAMP3_MOUSE	tr|A0A8B7I8U3|A0A8B7I8U3_MICMU
OG0005348	sp|Q7TML3|S35F2_MOUSE	tr|A0A8C5UKS9|A0A8C5UKS9_MICMU
OG0005349	tr|V9GX81|V9GX81_MOUSE	tr|A0A8C5ULB4|A0A8C5ULB4_MICMU
OG0005350	sp|Q9DAQ9|SPT19_MOUSE	tr|A0A8C5UQ55|A0A8C5UQ55_MICMU
OG0005351	sp|Q8R332|NUP58_MOUSE	tr|A0A8C5URB6|A0A8C5URB6_MICMU
OG0005352	sp|Q9QYH6|MAGD1_MOUSE	tr|A0A8C5URU2|A0A8C5URU2_MICMU
OG0005353	sp|Q8BSV3|BEND7_MOUSE	tr|A0A8C5UU40|A0A8C5UU40_MICMU
OG0005354	sp|Q91WJ0|FRS3_MOUSE	tr|A0A8C5UW32|A0A8C5UW32_MICMU
OG0005355	sp|Q8BHW6|SPT21_MOUSE	tr|A0A8C5UWB9|A0A8C5UWB9_MICMU
OG0005356	sp|Q9DCE5|PK1IP_MOUSE	tr|A0A8C5UWI3|A0A8C5UWI3_MICMU
OG0005357	sp|P48036|ANXA5_MOUSE	tr|A0A8C5UWZ1|A0A8C5UWZ1_MICMU
OG0005358	sp|Q61398|PCOC1_MOUSE	tr|A0A8C5V007|A0A8C5V007_MICMU
OG0005359	sp|P13864|DNMT1_MOUSE	tr|A0A8C5V152|A0A8C5V152_MICMU
OG0005360	sp|Q8C4J0|CCD60_MOUSE	tr|A0A8C5V400|A0A8C5V400_MICMU
OG0005361	sp|P58058|NADK_MOUSE	tr|A0A8C5V4Z8|A0A8C5V4Z8_MICMU
OG0005362	sp|Q9D2U5|LSMD1_MOUSE	tr|A0A8C5V7H9|A0A8C5V7H9_MICMU
OG0005363	sp|Q6P6J4|ALKB2_MOUSE	tr|A0A8C5VAU8|A0A8C5VAU8_MICMU
OG0005364	sp|P09671|SODM_MOUSE	tr|A0A8C5VEZ7|A0A8C5VEZ7_MICMU
OG0005365	sp|Q9JHC0|GPX2_MOUSE	tr|A0A8C5VM83|A0A8C5VM83_MICMU
OG0005366	sp|P16305|GBRA6_MOUSE	tr|A0A8C5VQR7|A0A8C5VQR7_MICMU
OG0005367	sp|Q8VI59|PCX3_MOUSE	tr|A0A8C5XCW4|A0A8C5XCW4_MICMU
OG0005368	sp|Q9WVL4|GRK1_MOUSE	tr|A0A8C5XDD9|A0A8C5XDD9_MICMU
OG0005369	sp|O08537|ESR2_MOUSE	tr|A0A8C5XE02|A0A8C5XE02_MICMU
OG0005370	sp|Q3U0L2|AN33B_MOUSE	tr|A0A8C5XF21|A0A8C5XF21_MICMU
OG0005371	sp|Q9D967|MGDP1_MOUSE	tr|A0A8C5XFS4|A0A8C5XFS4_MICMU
OG0005372	sp|P09450|JUNB_MOUSE	tr|A0A8C5XFV8|A0A8C5XFV8_MICMU
OG0005373	sp|P01592|IGJ_MOUSE	tr|A0A8C5XIZ4|A0A8C5XIZ4_MICMU
OG0005374	sp|Q9DBR7|MYPT1_MOUSE	tr|A0A8C5XLI0|A0A8C5XLI0_MICMU
OG0005375	sp|Q9JHF9|LY96_MOUSE	tr|A0A8C5XNJ4|A0A8C5XNJ4_MICMU
OG0005376	sp|D3Z2X2|DNHD1_MOUSE	tr|A0A8C5XP77|A0A8C5XP77_MICMU
OG0005377	sp|B1AWL2|ZN462_MOUSE	tr|A0A8C5XP91|A0A8C5XP91_MICMU
OG0005378	sp|Q61835|FXYD3_MOUSE	tr|A0A8C5XUK2|A0A8C5XUK2_MICMU
OG0005379	sp|Q9R0X2|ADEC1_MOUSE	tr|A0A8C5XW45|A0A8C5XW45_MICMU
OG0005381	sp|Q6AW46|EST5A_MOUSE	tr|A0A8C5Y3F3|A0A8C5Y3F3_MICMU
OG0005382	sp|P56392|CX7A1_MOUSE	tr|A0A8C5YDP3|A0A8C5YDP3_MICMU
OG0005383	sp|P03911|NU4M_MOUSE	tr|A0A0U2I1K9|A0A0U2I1K9_MICMU
OG0005384	sp|P83940|ELOC_MOUSE	tr|A0A8B7E9K7|A0A8B7E9K7_MICMU
OG0005385	sp|P0C8B4|GON7_MOUSE	tr|A0A8B7EHG8|A0A8B7EHG8_MICMU
OG0005386	sp|Q9DCT5|SDF2_MOUSE	tr|A0A8B7EML8|A0A8B7EML8_MICMU
OG0005387	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A8B7EN37|A0A8B7EN37_MICMU
OG0005388	sp|Q9WTP5|CAD22_MOUSE	tr|A0A8B7EV98|A0A8B7EV98_MICMU
OG0005389	sp|Q9WVG7|OSR1_MOUSE	tr|A0A8B7FX57|A0A8B7FX57_MICMU
OG0005390	sp|Q6P4S8|INT1_MOUSE	tr|A0A8B7G051|A0A8B7G051_MICMU
OG0005391	sp|Q5XKN4|JAGN1_MOUSE	tr|A0A8B7G3L3|A0A8B7G3L3_MICMU
OG0005392	sp|Q3UMR5|MCU_MOUSE	tr|A0A8B7G6R0|A0A8B7G6R0_MICMU
OG0005393	sp|Q08642|PADI2_MOUSE	tr|A0A8B7G995|A0A8B7G995_MICMU
OG0005394	sp|Q07475|NREP_MOUSE	tr|A0A8B7G9P9|A0A8B7G9P9_MICMU
OG0005395	sp|Q5SW46|PERL_MOUSE	tr|A0A8B7GAC6|A0A8B7GAC6_MICMU
OG0005396	sp|Q08624|HXC4_MOUSE	tr|A0A8B7GB34|A0A8B7GB34_MICMU
OG0005397	sp|Q6PFD5|DLGP3_MOUSE	tr|A0A8B7GDK3|A0A8B7GDK3_MICMU
OG0005398	sp|Q80WE4|KI20B_MOUSE	tr|A0A8B7GEI9|A0A8B7GEI9_MICMU
OG0005399	sp|Q9QZN3|FBX8_MOUSE	tr|A0A8B7GTV6|A0A8B7GTV6_MICMU
OG0005400	sp|Q99NG0|ARIP4_MOUSE	tr|A0A8B7GU51|A0A8B7GU51_MICMU
OG0005401	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A8B7H327|A0A8B7H327_MICMU
OG0005402	sp|Q3UZP0|MALD2_MOUSE	tr|A0A8B7HN46|A0A8B7HN46_MICMU
OG0005403	sp|Q9R1R2|TRIM3_MOUSE	tr|A0A8B7HV81|A0A8B7HV81_MICMU
OG0005404	sp|Q9CZ16|T178A_MOUSE	tr|A0A8B7I309|A0A8B7I309_MICMU
OG0005405	sp|Q8C784|MOSMO_MOUSE	tr|A0A8B7I437|A0A8B7I437_MICMU
OG0005406	sp|O35730|RING1_MOUSE	tr|A0A8B7I750|A0A8B7I750_MICMU
OG0005407	sp|Q5NBU5|FBX39_MOUSE	tr|A0A8C5UTA4|A0A8C5UTA4_MICMU
OG0005408	sp|Q60974|NCOR1_MOUSE	tr|A0A8C5UUY7|A0A8C5UUY7_MICMU
OG0005409	sp|Q8VCD3|LMA1L_MOUSE	tr|A0A8C5UYA1|A0A8C5UYA1_MICMU
OG0005410	sp|P81068|IRX1_MOUSE	tr|A0A8C5UYJ8|A0A8C5UYJ8_MICMU
OG0005411	sp|Q8CHI8|EP400_MOUSE	tr|A0A8C5UZA1|A0A8C5UZA1_MICMU
OG0005412	sp|Q6NZQ2|DDX31_MOUSE	tr|A0A8C5UZJ9|A0A8C5UZJ9_MICMU
OG0005413	sp|Q14CH1|MOCOS_MOUSE	tr|A0A8C5UZN1|A0A8C5UZN1_MICMU
OG0005414	sp|G3X939|SL9A3_MOUSE	tr|A0A8C5V5H8|A0A8C5V5H8_MICMU
OG0005415	sp|Q9JIQ8|TMPS2_MOUSE	tr|A0A8C5V9K5|A0A8C5V9K5_MICMU
OG0005416	sp|Q9D081|ALG14_MOUSE	tr|A0A8C5VGL8|A0A8C5VGL8_MICMU
OG0005417	sp|Q3UFQ8|CARL3_MOUSE	tr|A0A8C5VJ93|A0A8C5VJ93_MICMU
OG0005418	sp|P49935|CATH_MOUSE	tr|A0A8C5VLY4|A0A8C5VLY4_MICMU
OG0005419	sp|Q9JM58|CRLF1_MOUSE	tr|A0A8C5VNU2|A0A8C5VNU2_MICMU
OG0005420	sp|D3YYI7|RN217_MOUSE	tr|A0A8C5VQ65|A0A8C5VQ65_MICMU
OG0005421	sp|D3YZF7|VS10L_MOUSE	tr|A0A8C5VQL8|A0A8C5VQL8_MICMU
OG0005422	sp|Q9QYC3|BHA15_MOUSE	tr|A0A8C5VRE2|A0A8C5VRE2_MICMU
OG0005423	sp|Q8CE47|S49A3_MOUSE	tr|A0A8C5VX60|A0A8C5VX60_MICMU
OG0005424	sp|P46460|NSF_MOUSE	tr|A0A8C5VZ88|A0A8C5VZ88_MICMU
OG0005425	sp|Q91YD4|TRPM2_MOUSE	tr|A0A8C5W0C5|A0A8C5W0C5_MICMU
OG0005426	tr|F6RXI4|F6RXI4_MOUSE	tr|A0A8C5W5Q5|A0A8C5W5Q5_MICMU
OG0005427	sp|Q9CZL2|F241A_MOUSE	tr|A0A8C5W632|A0A8C5W632_MICMU
OG0005428	sp|Q6NZR2|MSD2_MOUSE	tr|A0A8C5W8K0|A0A8C5W8K0_MICMU
OG0005429	sp|Q9D1R1|T126B_MOUSE	tr|A0A8C5W8R9|A0A8C5W8R9_MICMU
OG0005430	sp|Q6PAR0|KLD10_MOUSE	tr|A0A8C5XCZ4|A0A8C5XCZ4_MICMU
OG0005431	sp|Q8JZR4|EAA5_MOUSE	tr|A0A8C5XD23|A0A8C5XD23_MICMU
OG0005432	sp|Q91YE3|EGLN1_MOUSE	tr|A0A8C5XD97|A0A8C5XD97_MICMU
OG0005433	sp|B2RRE7|OTUD4_MOUSE	tr|A0A8C5XKA1|A0A8C5XKA1_MICMU
OG0005434	sp|P35455|NEU2_MOUSE	tr|A0A8C5XR14|A0A8C5XR14_MICMU
OG0005435	sp|Q9D563|TM114_MOUSE	tr|A0A8C5XSX2|A0A8C5XSX2_MICMU
OG0005436	sp|Q9EP64|TNMD_MOUSE	tr|A0A8C5XZ41|A0A8C5XZ41_MICMU
OG0005437	sp|B7ZNG0|KIF7_MOUSE	tr|A0A8C5Y0N3|A0A8C5Y0N3_MICMU
OG0005438	sp|Q69ZF3|GBA2_MOUSE	tr|A0A8C5Y5F4|A0A8C5Y5F4_MICMU
OG0005439	sp|Q9Z261|CLD7_MOUSE	tr|A0A8C5Y660|A0A8C5Y660_MICMU
OG0005440	sp|Q8R526|PK1L1_MOUSE	tr|A0A8C5Y820|A0A8C5Y820_MICMU
OG0005441	sp|Q925F2|ESAM_MOUSE	tr|A0A8C5Y8V5|A0A8C5Y8V5_MICMU
OG0005442	sp|Q7TQ69|TMC3_MOUSE	tr|A0A8C5YDK4|A0A8C5YDK4_MICMU
OG0005443	sp|Q3U145|TMM64_MOUSE	tr|A0A8C6EEJ0|A0A8C6EEJ0_MICMU
OG0005444	sp|Q9CYA0|CREL2_MOUSE	tr|A0A8C6EHL2|A0A8C6EHL2_MICMU
OG0005445	sp|Q9JME7|TPC2L_MOUSE	tr|A0A8B7EED5|A0A8B7EED5_MICMU
OG0005446	sp|O09113|OTP_MOUSE	tr|A0A8B7EHD3|A0A8B7EHD3_MICMU
OG0005447	sp|Q8K3E5|AHI1_MOUSE	tr|A0A8B7EM40|A0A8B7EM40_MICMU
OG0005448	sp|Q61382|TRAF4_MOUSE	tr|A0A8B7EMF8|A0A8B7EMF8_MICMU
OG0005449	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A8B7EU48|A0A8B7EU48_MICMU
OG0005450	sp|Q9QZ47|TNNT3_MOUSE	tr|A0A8B7EVY0|A0A8B7EVY0_MICMU
OG0005451	sp|Q9CWU4|CA052_MOUSE	tr|A0A8B7F5P5|A0A8B7F5P5_MICMU
OG0005452	sp|P97329|KI20A_MOUSE	tr|A0A8B7F9I9|A0A8B7F9I9_MICMU
OG0005453	sp|Q8R2N0|TAP26_MOUSE	tr|A0A8B7FA74|A0A8B7FA74_MICMU
OG0005454	sp|Q8R2Y9|SOSB1_MOUSE	tr|A0A8B7FKJ7|A0A8B7FKJ7_MICMU
OG0005455	sp|O35367|KERA_MOUSE	tr|A0A8B7FL42|A0A8B7FL42_MICMU
OG0005456	sp|Q8R4V2|DUS15_MOUSE	tr|A0A8B7FPB0|A0A8B7FPB0_MICMU
OG0005457	sp|Q8R216|SIR4_MOUSE	tr|A0A8B7FSD7|A0A8B7FSD7_MICMU
OG0005458	sp|O09130|NF2IP_MOUSE	tr|A0A8B7FZ67|A0A8B7FZ67_MICMU
OG0005459	sp|Q9CZX7|PP4P2_MOUSE	tr|A0A8B7G2A3|A0A8B7G2A3_MICMU
OG0005460	sp|Q9R207|NBN_MOUSE	tr|A0A8B7G8D0|A0A8B7G8D0_MICMU
OG0005461	sp|Q8BXA0|LRFN5_MOUSE	tr|A0A8B7GI33|A0A8B7GI33_MICMU
OG0005462	sp|F6VAN0|ATF6A_MOUSE	tr|A0A8B7GNA8|A0A8B7GNA8_MICMU
OG0005463	sp|Q8K1X1|WDR11_MOUSE	tr|A0A8B7H0R8|A0A8B7H0R8_MICMU
OG0005464	sp|O88472|TNR17_MOUSE	tr|A0A8B7HQ44|A0A8B7HQ44_MICMU
OG0005465	sp|Q8K0T0|RTN1_MOUSE	tr|A0A8B7HT04|A0A8B7HT04_MICMU
OG0005466	sp|Q9D404|OXSM_MOUSE	tr|A0A8B7HUK8|A0A8B7HUK8_MICMU
OG0005467	sp|Q8VCE2|GPN1_MOUSE	tr|A0A8B7I2E8|A0A8B7I2E8_MICMU
OG0005468	sp|Q80TI0|ASTRB_MOUSE	tr|A0A8B7I3G7|A0A8B7I3G7_MICMU
OG0005469	sp|Q9D5Y0|CG031_MOUSE	tr|A0A8C5UKV5|A0A8C5UKV5_MICMU
OG0005470	tr|E9Q545|E9Q545_MOUSE	tr|A0A8C5UN94|A0A8C5UN94_MICMU
OG0005471	sp|A2AFE9|PRR32_MOUSE	tr|A0A8C5UNJ1|A0A8C5UNJ1_MICMU
OG0005472	sp|Q3UK37|TEDC1_MOUSE	tr|A0A8C5URZ0|A0A8C5URZ0_MICMU
OG0005473	sp|Q3TLD5|RMP_MOUSE	tr|A0A8C5USN8|A0A8C5USN8_MICMU
OG0005474	sp|Q91YY2|B4GT3_MOUSE	tr|A0A8C5UV46|A0A8C5UV46_MICMU
OG0005475	sp|Q91WR6|GINM1_MOUSE	tr|A0A8C5UYW6|A0A8C5UYW6_MICMU
OG0005476	sp|Q60739|BAG1_MOUSE	tr|A0A8C5UZ92|A0A8C5UZ92_MICMU
OG0005477	sp|P41163|ETV2_MOUSE	tr|A0A8C5V0P7|A0A8C5V0P7_MICMU
OG0005478	sp|Q9WVR4|FXR2_MOUSE	tr|A0A8C5V2R3|A0A8C5V2R3_MICMU
OG0005479	sp|Q9DA75|NLS1_MOUSE	tr|A0A8C5V4N0|A0A8C5V4N0_MICMU
OG0005480	sp|A0A0B4J1G0|FCG3A_MOUSE	tr|A0A8C5V8B9|A0A8C5V8B9_MICMU
OG0005481	sp|Q9QY06|MYO9B_MOUSE	tr|A0A8C5V8I6|A0A8C5V8I6_MICMU
OG0005482	sp|O88574|SAP30_MOUSE	tr|A0A8C5V918|A0A8C5V918_MICMU
OG0005483	sp|Q9CXP4|RHG08_MOUSE	tr|A0A8C5VBG1|A0A8C5VBG1_MICMU
OG0005484	sp|P25206|MCM3_MOUSE	tr|A0A8C5VEJ6|A0A8C5VEJ6_MICMU
OG0005485	sp|P82350|SGCA_MOUSE	tr|A0A8C5VGP5|A0A8C5VGP5_MICMU
OG0005486	sp|O89013|OBRG_MOUSE	tr|A0A8C5VI39|A0A8C5VI39_MICMU
OG0005487	sp|Q9D2R4|TMD11_MOUSE	tr|A0A8C5VIF6|A0A8C5VIF6_MICMU
OG0005488	sp|Q8R3G9|TSN8_MOUSE	tr|A0A8C5VMS8|A0A8C5VMS8_MICMU
OG0005489	sp|Q9D6J3|YJU2_MOUSE	tr|A0A8C5VQH8|A0A8C5VQH8_MICMU
OG0005490	sp|Q8CF94|RHD_MOUSE	tr|A0A8C5VRW7|A0A8C5VRW7_MICMU
OG0005491	sp|Q8BGC3|MOT12_MOUSE	tr|A0A8C5VXW9|A0A8C5VXW9_MICMU
OG0005492	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A8C5VY35|A0A8C5VY35_MICMU
OG0005493	sp|Q60688|FOXD4_MOUSE	tr|A0A8C5W0G2|A0A8C5W0G2_MICMU
OG0005494	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A8C5W163|A0A8C5W163_MICMU
OG0005495	sp|Q8C708|CP054_MOUSE	tr|A0A8C5W8L2|A0A8C5W8L2_MICMU
OG0005496	sp|Q8K2G4|BBS7_MOUSE	tr|A0A8C5XCF6|A0A8C5XCF6_MICMU
OG0005497	tr|G3X942|G3X942_MOUSE	tr|A0A8C5XF80|A0A8C5XF80_MICMU
OG0005498	sp|Q8K3C3|LZIC_MOUSE	tr|A0A8C5XHU0|A0A8C5XHU0_MICMU
OG0005499	sp|Q64127|TIF1A_MOUSE	tr|A0A8C5XIJ6|A0A8C5XIJ6_MICMU
OG0005500	sp|O89100|GRAP2_MOUSE	tr|A0A8C5XKT9|A0A8C5XKT9_MICMU
OG0005501	sp|P43688|NKX26_MOUSE	tr|A0A8C5XRX5|A0A8C5XRX5_MICMU
OG0005502	sp|Q3UZ01|RNPC3_MOUSE	tr|A0A8C5XSA6|A0A8C5XSA6_MICMU
OG0005503	sp|Q9WTP3|SPDEF_MOUSE	tr|A0A8C5XUQ2|A0A8C5XUQ2_MICMU
OG0005504	sp|Q91Z58|CF132_MOUSE	tr|A0A8C5XZK7|A0A8C5XZK7_MICMU
OG0005505	sp|Q8K243|TRI68_MOUSE	tr|A0A8C5Y0J1|A0A8C5Y0J1_MICMU
OG0005506	sp|O35710|NOCT_MOUSE	tr|A0A8C5Y141|A0A8C5Y141_MICMU
OG0005507	sp|Q9QWY8|ASAP1_MOUSE	tr|A0A8C5Y3D9|A0A8C5Y3D9_MICMU
OG0005508	sp|Q8BGZ2|F168A_MOUSE	tr|A0A8C5Y5Z3|A0A8C5Y5Z3_MICMU
OG0005509	sp|P29533|VCAM1_MOUSE	tr|A0A8C5YGV9|A0A8C5YGV9_MICMU
OG0005510	sp|Q8BU14|SEC62_MOUSE	tr|A0A8C5YH52|A0A8C5YH52_MICMU
OG0005511	sp|P50540|MXI1_MOUSE	tr|A0A8C6EL48|A0A8C6EL48_MICMU
OG0005512	sp|Q8VC65|NRM_MOUSE	tr|A0A8B7EC80|A0A8B7EC80_MICMU
