Orthogroup	Mus_musculus	Molossus_molossus
OG0007843	sp|P98192|GNPAT_MOUSE	tr|A0A7J8BMS1|A0A7J8BMS1_MOLMO
OG0007844	sp|A6H5Y3|METH_MOUSE	tr|A0A7J8BN97|A0A7J8BN97_MOLMO
OG0007845	sp|Q9D1F4|AKTS1_MOUSE	tr|A0A7J8C5E1|A0A7J8C5E1_MOLMO
OG0007846	sp|Q9WTR5|CAD13_MOUSE	tr|A0A7J8C681|A0A7J8C681_MOLMO
OG0007847	sp|P51658|DHB2_MOUSE	tr|A0A7J8C7U5|A0A7J8C7U5_MOLMO
OG0007848	sp|Q9CX30|YIF1B_MOUSE	tr|A0A7J8CCB4|A0A7J8CCB4_MOLMO
OG0007849	sp|Q99MY8|ASH1L_MOUSE	tr|A0A7J8CPE4|A0A7J8CPE4_MOLMO
OG0007850	tr|G5E8Z3|G5E8Z3_MOUSE	tr|A0A7J8CPL4|A0A7J8CPL4_MOLMO
OG0007851	sp|Q922U1|PRPF3_MOUSE	tr|A0A7J8CT71|A0A7J8CT71_MOLMO
OG0007852	sp|Q8K0H7|S45A3_MOUSE	tr|A0A7J8CU63|A0A7J8CU63_MOLMO
OG0007853	sp|O54991|CNTP1_MOUSE	tr|A0A7J8CWS8|A0A7J8CWS8_MOLMO
OG0007854	sp|Q8CHS7|DRS7C_MOUSE	tr|A0A7J8CX74|A0A7J8CX74_MOLMO
OG0007855	tr|Q99NB3|Q99NB3_MOUSE	tr|A0A7J8CYS6|A0A7J8CYS6_MOLMO
OG0007856	sp|P26928|HGFL_MOUSE	tr|A0A7J8DCG4|A0A7J8DCG4_MOLMO
OG0007857	sp|Q69ZR9|TASOR_MOUSE	tr|A0A7J8DDT9|A0A7J8DDT9_MOLMO
OG0007858	sp|Q9CR42|ANKR1_MOUSE	tr|A0A7J8DMU7|A0A7J8DMU7_MOLMO
OG0007859	sp|P54751|SIA4A_MOUSE	tr|A0A7J8DV25|A0A7J8DV25_MOLMO
OG0007860	sp|Q99JT9|MTND_MOUSE	tr|A0A7J8E0C6|A0A7J8E0C6_MOLMO
OG0007861	tr|A0A1W2P6U8|A0A1W2P6U8_MOUSE	tr|A0A7J8E0R4|A0A7J8E0R4_MOLMO
OG0007862	sp|Q64FW2|RETST_MOUSE	tr|A0A7J8E433|A0A7J8E433_MOLMO
OG0007863	tr|L7N244|L7N244_MOUSE	tr|A0A7J8EBR9|A0A7J8EBR9_MOLMO
OG0007864	sp|A2AV25|FBCD1_MOUSE	tr|A0A7J8EE75|A0A7J8EE75_MOLMO
OG0007865	sp|Q8BNY6|NCS1_MOUSE	tr|A0A7J8EF28|A0A7J8EF28_MOLMO
OG0007866	sp|O55242|SGMR1_MOUSE	tr|A0A7J8EGE0|A0A7J8EGE0_MOLMO
OG0007867	sp|O54804|CHKA_MOUSE	tr|A0A7J8EP69|A0A7J8EP69_MOLMO
OG0007868	sp|Q80W94|MOGT2_MOUSE	tr|A0A7J8ESE1|A0A7J8ESE1_MOLMO
OG0007869	sp|Q8C7X2|EMC1_MOUSE	tr|A0A7J8F7U2|A0A7J8F7U2_MOLMO
OG0007870	sp|P33587|PROC_MOUSE	tr|A0A7J8FUW4|A0A7J8FUW4_MOLMO
OG0007871	sp|Q9D920|BORC5_MOUSE	tr|A0A7J8FVY1|A0A7J8FVY1_MOLMO
OG0007872	sp|Q69ZC8|GPAM1_MOUSE	tr|A0A7J8GKA5|A0A7J8GKA5_MOLMO
OG0007873	sp|Q8BXR5|NALCN_MOUSE	tr|A0A7J8GLA7|A0A7J8GLA7_MOLMO
OG0007874	sp|Q32MG2|CBY2_MOUSE	tr|A0A7J8GNA1|A0A7J8GNA1_MOLMO
OG0007875	sp|P59808|SASH1_MOUSE	tr|A0A7J8GST4|A0A7J8GST4_MOLMO
OG0007876	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A7J8GU34|A0A7J8GU34_MOLMO
OG0007877	sp|O35382|EXOC4_MOUSE	tr|A0A7J8HAQ6|A0A7J8HAQ6_MOLMO
OG0007878	sp|Q8VE19|MIO_MOUSE	tr|A0A7J8HCB4|A0A7J8HCB4_MOLMO
OG0007879	sp|Q8BYK5|PHAR3_MOUSE	tr|A0A7J8HIA0|A0A7J8HIA0_MOLMO
OG0007880	sp|Q8VDM4|PSMD2_MOUSE	tr|A0A7J8I182|A0A7J8I182_MOLMO
OG0007881	sp|P48967|MPIP3_MOUSE	tr|A0A7J8I458|A0A7J8I458_MOLMO
OG0007882	sp|Q9JI08|BIN3_MOUSE	tr|A0A7J8I4I4|A0A7J8I4I4_MOLMO
OG0007883	sp|O89094|CASPE_MOUSE	tr|A0A7J8I4V9|A0A7J8I4V9_MOLMO
OG0007884	sp|Q9CPT4|MYDGF_MOUSE	tr|A0A7J8IA36|A0A7J8IA36_MOLMO
OG0007885	sp|Q9JMA2|TGT_MOUSE	tr|A0A7J8ICK9|A0A7J8ICK9_MOLMO
OG0007886	sp|Q9D869|CHP2_MOUSE	tr|A0A7J8IY80|A0A7J8IY80_MOLMO
OG0007887	sp|Q8C784|MOSMO_MOUSE	tr|A0A7J8J1I4|A0A7J8J1I4_MOLMO
OG0007888	sp|Q8VD33|SGTB_MOUSE	tr|A0A7J8J360|A0A7J8J360_MOLMO
OG0007889	sp|A2AG58|BCLA3_MOUSE	tr|A0A7J8J4K0|A0A7J8J4K0_MOLMO
OG0007890	sp|O55176|PJA1_MOUSE	tr|A0A7J8J7D6|A0A7J8J7D6_MOLMO
OG0007891	sp|P62702|RS4X_MOUSE	tr|A0A7J8J949|A0A7J8J949_MOLMO
OG0007892	sp|Q9R1A9|TREX2_MOUSE	tr|A0A7J8J9M7|A0A7J8J9M7_MOLMO
OG0007893	sp|E9Q6B2|CC85C_MOUSE	tr|A0A7J8JR97|A0A7J8JR97_MOLMO
OG0007895	sp|Q8BJ63|AP5M1_MOUSE	tr|A0A7J8JS79|A0A7J8JS79_MOLMO
OG0007896	sp|P70429|EVL_MOUSE	tr|A0A7J8JT00|A0A7J8JT00_MOLMO
OG0007897	sp|A3KGF7|PLCB2_MOUSE	tr|A0A7J8JZK9|A0A7J8JZK9_MOLMO
OG0007898	sp|Q8C5R2|PRSR2_MOUSE	tr|A0A7J8K0H0|A0A7J8K0H0_MOLMO
OG0007899	sp|Q80TF6|STAR9_MOUSE	tr|A0A7J8K3C2|A0A7J8K3C2_MOLMO
OG0007900	sp|E9PVD3|PCD16_MOUSE	tr|A0A7J8B7X7|A0A7J8B7X7_MOLMO
OG0007901	tr|S4R181|S4R181_MOUSE	tr|A0A7J8BAM3|A0A7J8BAM3_MOLMO
OG0007902	sp|Q4U2R1|HERC2_MOUSE	tr|A0A7J8BK44|A0A7J8BK44_MOLMO
OG0007903	sp|Q80X53|CC116_MOUSE	tr|A0A7J8BWJ0|A0A7J8BWJ0_MOLMO
OG0007904	sp|Q8CDV6|CCD63_MOUSE	tr|A0A7J8BXM7|A0A7J8BXM7_MOLMO
OG0007905	sp|O89109|KCNN4_MOUSE	tr|A0A7J8C807|A0A7J8C807_MOLMO
OG0007906	sp|Q8BVG8|NAT14_MOUSE	tr|A0A7J8C9M6|A0A7J8C9M6_MOLMO
OG0007907	sp|Q3UW53|NIBA1_MOUSE	tr|A0A7J8CQM5|A0A7J8CQM5_MOLMO
OG0007908	tr|A0A087WP46|A0A087WP46_MOUSE	tr|A0A7J8CRA3|A0A7J8CRA3_MOLMO
OG0007909	sp|P32261|ANT3_MOUSE	tr|A0A7J8CUA0|A0A7J8CUA0_MOLMO
OG0007910	sp|P70169|DOC2B_MOUSE	tr|A0A7J8CXA3|A0A7J8CXA3_MOLMO
OG0007911	sp|Q9JLY7|DUS14_MOUSE	tr|A0A7J8CXG6|A0A7J8CXG6_MOLMO
OG0007912	sp|B1AT66|MOT7_MOUSE	tr|A0A7J8D2G5|A0A7J8D2G5_MOLMO
OG0007913	sp|P02340|P53_MOUSE	tr|A0A7J8D2P7|A0A7J8D2P7_MOLMO
OG0007914	sp|Q8CCB4|VPS53_MOUSE	tr|A0A7J8D2Z4|A0A7J8D2Z4_MOLMO
OG0007915	sp|Q8BL48|UNK_MOUSE	tr|A0A7J8D3I2|A0A7J8D3I2_MOLMO
OG0007916	sp|Q8BMG1|ATRIP_MOUSE	tr|A0A7J8DAJ0|A0A7J8DAJ0_MOLMO
OG0007917	sp|Q80V72|IP6K2_MOUSE	tr|A0A7J8DB69|A0A7J8DB69_MOLMO
OG0007918	sp|Q91ZJ9|HYAL1_MOUSE	tr|A0A7J8DBP7|A0A7J8DBP7_MOLMO
OG0007919	sp|Q0KK55|KNDC1_MOUSE	tr|A0A7J8DQ18|A0A7J8DQ18_MOLMO
OG0007920	sp|A6X942|SH24B_MOUSE	tr|A0A7J8DS22|A0A7J8DS22_MOLMO
OG0007921	sp|Q8BGW2|WBP1L_MOUSE	tr|A0A7J8DS54|A0A7J8DS54_MOLMO
OG0007922	sp|Q9DAC7|TTC32_MOUSE	tr|A0A7J8E4S9|A0A7J8E4S9_MOLMO
OG0007923	sp|B1AZA5|TM245_MOUSE	tr|A0A7J8EGK2|A0A7J8EGK2_MOLMO
OG0007924	sp|P0C090|RC3H2_MOUSE	tr|A0A7J8EGN6|A0A7J8EGN6_MOLMO
OG0007925	sp|Q8BW00|PTH_MOUSE	tr|A0A7J8EGS9|A0A7J8EGS9_MOLMO
OG0007926	sp|Q640M6|GDPD5_MOUSE	tr|A0A7J8EQJ0|A0A7J8EQJ0_MOLMO
OG0007927	sp|Q924X7|STK33_MOUSE	tr|A0A7J8EUT7|A0A7J8EUT7_MOLMO
OG0007928	tr|Q9DAC6|Q9DAC6_MOUSE	tr|A0A7J8F9Q0|A0A7J8F9Q0_MOLMO
OG0007929	sp|Q9D1J1|NECP2_MOUSE	tr|A0A7J8FB22|A0A7J8FB22_MOLMO
OG0007930	sp|A2AGA4|RHBL2_MOUSE	tr|A0A7J8FBG0|A0A7J8FBG0_MOLMO
OG0007931	sp|Q4ZJM9|C1QL4_MOUSE	tr|A0A7J8FVH6|A0A7J8FVH6_MOLMO
OG0007932	sp|P47801|EMP1_MOUSE	tr|A0A7J8FXS4|A0A7J8FXS4_MOLMO
OG0007933	sp|O09008|MFNG_MOUSE	tr|A0A7J8FZH2|A0A7J8FZH2_MOLMO
OG0007934	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A7J8GK88|A0A7J8GK88_MOLMO
OG0007935	sp|Q91ZA3|PCCA_MOUSE	tr|A0A7J8GMM7|A0A7J8GMM7_MOLMO
OG0007936	sp|P48771|CX7A2_MOUSE	tr|A0A7J8GP19|A0A7J8GP19_MOLMO
OG0007937	sp|Q61176|ARGI1_MOUSE	tr|A0A7J8GP93|A0A7J8GP93_MOLMO
OG0007938	sp|P46718|PDCD2_MOUSE	tr|A0A7J8GRW1|A0A7J8GRW1_MOLMO
OG0007939	sp|Q3U2A8|SYVM_MOUSE	tr|A0A7J8GV51|A0A7J8GV51_MOLMO
OG0007940	sp|P31311|HXA11_MOUSE	tr|A0A7J8HC17|A0A7J8HC17_MOLMO
OG0007941	sp|Q8BME9|CBLN4_MOUSE	tr|A0A7J8HG39|A0A7J8HG39_MOLMO
OG0007942	sp|Q2TBA3|MALT1_MOUSE	tr|A0A7J8HHH2|A0A7J8HHH2_MOLMO
OG0007943	sp|Q8CIV7|OVOL2_MOUSE	tr|A0A7J8HI62|A0A7J8HI62_MOLMO
OG0007944	tr|Q3V460|Q3V460_MOUSE	tr|A0A7J8HKY4|A0A7J8HKY4_MOLMO
OG0007945	sp|Q8R143|PTTG_MOUSE	tr|A0A7J8I194|A0A7J8I194_MOLMO
OG0007946	sp|Q8BZ00|SL9A9_MOUSE	tr|A0A7J8I2N5|A0A7J8I2N5_MOLMO
OG0007947	sp|O89101|FGF18_MOUSE	tr|A0A7J8I609|A0A7J8I609_MOLMO
OG0007948	sp|P86049|RBM46_MOUSE	tr|A0A7J8IB24|A0A7J8IB24_MOLMO
OG0007949	sp|P54279|PMS2_MOUSE	tr|A0A7J8IB66|A0A7J8IB66_MOLMO
OG0007950	sp|Q9QUH0|GLRX1_MOUSE	tr|A0A7J8IY28|A0A7J8IY28_MOLMO
OG0007951	sp|Q9CQ92|FIS1_MOUSE	tr|A0A7J8IZD3|A0A7J8IZD3_MOLMO
OG0007952	sp|Q9D1B9|RM28_MOUSE	tr|A0A7J8J066|A0A7J8J066_MOLMO
OG0007953	sp|Q6NXW6|RAD17_MOUSE	tr|A0A7J8J1L1|A0A7J8J1L1_MOLMO
OG0007954	sp|Q8R550|SH3K1_MOUSE	tr|A0A7J8J7Y4|A0A7J8J7Y4_MOLMO
OG0007955	sp|Q3UFQ8|CARL3_MOUSE	tr|A0A7J8JR05|A0A7J8JR05_MOLMO
OG0007956	sp|P21614|VTDB_MOUSE	tr|A0A7J8JV54|A0A7J8JV54_MOLMO
OG0007957	sp|Q80XC6|NRDE2_MOUSE	tr|A0A7J8JZ86|A0A7J8JZ86_MOLMO
OG0007958	sp|Q8VBT0|TMX1_MOUSE	tr|A0A7J8K1Q9|A0A7J8K1Q9_MOLMO
OG0007959	sp|Q922Q9|CHID1_MOUSE	tr|A0A7J8BIB1|A0A7J8BIB1_MOLMO
OG0007960	sp|Q7TNC6|KI26B_MOUSE	tr|A0A7J8BM53|A0A7J8BM53_MOLMO
OG0007961	sp|Q3TY86|AIFM3_MOUSE	tr|A0A7J8BX22|A0A7J8BX22_MOLMO
OG0007962	sp|Q99KR6|RNF34_MOUSE	tr|A0A7J8BZH6|A0A7J8BZH6_MOLMO
OG0007963	sp|P70665|SIAE_MOUSE	tr|A0A7J8BZS0|A0A7J8BZS0_MOLMO
OG0007964	sp|Q04863|RELB_MOUSE	tr|A0A7J8CAL2|A0A7J8CAL2_MOLMO
OG0007965	sp|Q3U1J1|TFPT_MOUSE	tr|A0A7J8CBK5|A0A7J8CBK5_MOLMO
OG0007966	sp|Q6P8X9|FLTOP_MOUSE	tr|A0A7J8CQ00|A0A7J8CQ00_MOLMO
OG0007967	sp|O70624|MYOC_MOUSE	tr|A0A7J8CSL8|A0A7J8CSL8_MOLMO
OG0007968	sp|Q3UZA1|CPZIP_MOUSE	tr|A0A7J8CTG5|A0A7J8CTG5_MOLMO
OG0007969	sp|Q3KNY5|RIAD1_MOUSE	tr|A0A7J8CTX6|A0A7J8CTX6_MOLMO
OG0007970	sp|Q08AU9|CQ058_MOUSE	tr|A0A7J8CVX0|A0A7J8CVX0_MOLMO
OG0007971	sp|Q810M6|LIAT1_MOUSE	tr|A0A7J8CWI9|A0A7J8CWI9_MOLMO
OG0007972	sp|A2A6A1|GPTC8_MOUSE	tr|A0A7J8CY28|A0A7J8CY28_MOLMO
OG0007973	sp|Q8BGB5|LIMD2_MOUSE	tr|A0A7J8CYW9|A0A7J8CYW9_MOLMO
OG0007974	sp|Q9D8W5|PSD12_MOUSE	tr|A0A7J8D167|A0A7J8D167_MOLMO
OG0007975	sp|Q6PE13|PRRT3_MOUSE	tr|A0A7J8DD47|A0A7J8DD47_MOLMO
OG0007976	sp|Q8C3L1|SSUH2_MOUSE	tr|A0A7J8DDS5|A0A7J8DDS5_MOLMO
OG0007977	sp|Q9CQA6|CHCH1_MOUSE	tr|A0A7J8DN31|A0A7J8DN31_MOLMO
OG0007978	sp|Q99P27|PG12B_MOUSE	tr|A0A7J8DQK1|A0A7J8DQK1_MOLMO
OG0007979	sp|Q6P9P0|SLF2_MOUSE	tr|A0A7J8DRA0|A0A7J8DRA0_MOLMO
OG0007980	sp|Q80V86|INT8_MOUSE	tr|A0A7J8DTA9|A0A7J8DTA9_MOLMO
OG0007981	sp|Q9DB29|IAH1_MOUSE	tr|A0A7J8E213|A0A7J8E213_MOLMO
OG0007982	sp|Q8BQZ8|KCNS3_MOUSE	tr|A0A7J8E2N4|A0A7J8E2N4_MOLMO
OG0007983	sp|Q9R0D8|WDR54_MOUSE	tr|A0A7J8E514|A0A7J8E514_MOLMO
OG0007984	sp|P35438|NMDZ1_MOUSE	tr|A0A7J8EDQ8|A0A7J8EDQ8_MOLMO
OG0007985	sp|Q9D531|NXNL2_MOUSE	tr|A0A7J8EFZ1|A0A7J8EFZ1_MOLMO
OG0007986	tr|Q3UHC1|Q3UHC1_MOUSE	tr|A0A7J8EGB4|A0A7J8EGB4_MOLMO
OG0007987	sp|Q9R0P4|SMAP_MOUSE	tr|A0A7J8ENT3|A0A7J8ENT3_MOLMO
OG0007988	sp|Q99NF1|BCDO2_MOUSE	tr|A0A7J8ENU6|A0A7J8ENU6_MOLMO
OG0007989	sp|O35711|LIPB2_MOUSE	tr|A0A7J8ETJ1|A0A7J8ETJ1_MOLMO
OG0007990	sp|Q8K1A5|TM41B_MOUSE	tr|A0A7J8EUY4|A0A7J8EUY4_MOLMO
OG0007991	sp|P54731|FAF1_MOUSE	tr|A0A7J8F7N5|A0A7J8F7N5_MOLMO
OG0007992	sp|Q9R059|FHL3_MOUSE	tr|A0A7J8F894|A0A7J8F894_MOLMO
OG0007993	sp|Q9WTR2|M3K6_MOUSE	tr|A0A7J8F9R6|A0A7J8F9R6_MOLMO
OG0007994	sp|Q8VHI4|CARTF_MOUSE	tr|A0A7J8FPW0|A0A7J8FPW0_MOLMO
OG0007995	sp|Q91W92|BORG5_MOUSE	tr|A0A7J8FW74|A0A7J8FW74_MOLMO
OG0007996	sp|Q60943|I17RA_MOUSE	tr|A0A7J8FY13|A0A7J8FY13_MOLMO
OG0007997	sp|Q9ERB5|SO1C1_MOUSE	tr|A0A7J8G1J7|A0A7J8G1J7_MOLMO
OG0007998	sp|Q9JM55|TOB2_MOUSE	tr|A0A7J8G2P7|A0A7J8G2P7_MOLMO
OG0007999	sp|Q9Z0Z7|KLF5_MOUSE	tr|A0A7J8GKI7|A0A7J8GKI7_MOLMO
OG0008000	sp|Q9CQW3|PROZ_MOUSE	tr|A0A7J8GLW3|A0A7J8GLW3_MOLMO
OG0008001	sp|Q8CE93|CAHM4_MOUSE	tr|A0A7J8GN56|A0A7J8GN56_MOLMO
OG0008002	sp|Q9QUM7|MSH5_MOUSE	tr|A0A7J8GR01|A0A7J8GR01_MOLMO
OG0008003	sp|Q8BHY8|SNX14_MOUSE	tr|A0A7J8GUB6|A0A7J8GUB6_MOLMO
OG0008004	sp|Q99PN3|TRI26_MOUSE	tr|A0A7J8GUW5|A0A7J8GUW5_MOLMO
OG0008005	sp|Q00731|VEGFA_MOUSE	tr|A0A7J8GVB4|A0A7J8GVB4_MOLMO
OG0008006	sp|Q7TQE7|MACA2_MOUSE	tr|A0A7J8HDC0|A0A7J8HDC0_MOLMO
OG0008007	sp|Q3UKC1|TAXB1_MOUSE	tr|A0A7J8HDQ1|A0A7J8HDQ1_MOLMO
OG0008008	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A7J8HHA6|A0A7J8HHA6_MOLMO
OG0008009	sp|Q8C0L9|GPCP1_MOUSE	tr|A0A7J8HHF6|A0A7J8HHF6_MOLMO
OG0008010	sp|Q91Y63|S13A3_MOUSE	tr|A0A7J8HJE1|A0A7J8HJE1_MOLMO
OG0008011	sp|P62932|FBX40_MOUSE	tr|A0A7J8HYR6|A0A7J8HYR6_MOLMO
OG0008012	sp|Q9D6Y9|GLGB_MOUSE	tr|A0A7J8HYV5|A0A7J8HYV5_MOLMO
OG0008013	sp|Q9R1Q8|TAGL3_MOUSE	tr|A0A7J8I3C2|A0A7J8I3C2_MOLMO
OG0008014	sp|Q8BR90|RIMC1_MOUSE	tr|A0A7J8IXP2|A0A7J8IXP2_MOLMO
OG0008015	sp|Q8CEK7|FATE1_MOUSE	tr|A0A7J8J5E9|A0A7J8J5E9_MOLMO
OG0008016	sp|A2BDP1|NALF2_MOUSE	tr|A0A7J8J6J1|A0A7J8J6J1_MOLMO
OG0008017	sp|O35639|ANXA3_MOUSE	tr|A0A7J8JQ45|A0A7J8JQ45_MOLMO
OG0008018	sp|Q7TQH7|LRP10_MOUSE	tr|A0A7J8JXF2|A0A7J8JXF2_MOLMO
OG0008019	sp|Q8R121|ZPI_MOUSE	tr|A0A7J8K1R4|A0A7J8K1R4_MOLMO
OG0008020	sp|Q8CGB3|UACA_MOUSE	tr|A0A7J8K2I4|A0A7J8K2I4_MOLMO
OG0008021	sp|Q8BHH9|T179A_MOUSE	tr|A0A7J8K3A4|A0A7J8K3A4_MOLMO
OG0008022	sp|P16879|FES_MOUSE	tr|A0A7J8BKE9|A0A7J8BKE9_MOLMO
OG0008023	sp|Q9JL62|GLTP_MOUSE	tr|A0A7J8BY79|A0A7J8BY79_MOLMO
OG0008024	sp|Q7TMJ8|P3IP1_MOUSE	tr|A0A7J8BZ79|A0A7J8BZ79_MOLMO
OG0008025	sp|P70324|TBX3_MOUSE	tr|A0A7J8C065|A0A7J8C065_MOLMO
OG0008026	sp|Q3UX62|ODAD1_MOUSE	tr|A0A7J8C627|A0A7J8C627_MOLMO
OG0008027	sp|Q91YE2|EGLN2_MOUSE	tr|A0A7J8C740|A0A7J8C740_MOLMO
OG0008028	sp|Q9JL70|FANCA_MOUSE	tr|A0A7J8C773|A0A7J8C773_MOLMO
OG0008029	sp|O88593|PGRP1_MOUSE	tr|A0A7J8CA32|A0A7J8CA32_MOLMO
OG0008030	sp|Q7TQ65|TMC4_MOUSE	tr|A0A7J8CBM1|A0A7J8CBM1_MOLMO
OG0008031	sp|Q02496|MUC1_MOUSE	tr|A0A7J8CSA4|A0A7J8CSA4_MOLMO
OG0008032	sp|Q1ERP8|CLM9_MOUSE	tr|A0A7J8CWC9|A0A7J8CWC9_MOLMO
OG0008033	sp|Q8CEC0|NUP88_MOUSE	tr|A0A7J8D133|A0A7J8D133_MOLMO
OG0008034	sp|Q8VCH9|LRC3B_MOUSE	tr|A0A7J8DC42|A0A7J8DC42_MOLMO
OG0008035	sp|Q8K3F2|MMP21_MOUSE	tr|A0A7J8DQ41|A0A7J8DQ41_MOLMO
OG0008036	sp|Q91ZD1|OSR2_MOUSE	tr|A0A7J8DTV4|A0A7J8DTV4_MOLMO
OG0008037	sp|P55098|PEX2_MOUSE	tr|A0A7J8DTY0|A0A7J8DTY0_MOLMO
OG0008038	sp|Q61999|ODFP1_MOUSE	tr|A0A7J8DU64|A0A7J8DU64_MOLMO
OG0008039	sp|Q3U0M1|TPPC9_MOUSE	tr|A0A7J8DV47|A0A7J8DV47_MOLMO
OG0008040	sp|O88609|LMX1B_MOUSE	tr|A0A7J8EDU7|A0A7J8EDU7_MOLMO
OG0008041	sp|Q8BZT5|LRC19_MOUSE	tr|A0A7J8EEW4|A0A7J8EEW4_MOLMO
OG0008042	sp|Q7M6Z4|KIF27_MOUSE	tr|A0A7J8EF00|A0A7J8EF00_MOLMO
OG0008043	sp|P97297|ADML_MOUSE	tr|A0A7J8EN76|A0A7J8EN76_MOLMO
OG0008044	sp|Q62066|PHX2A_MOUSE	tr|A0A7J8ET34|A0A7J8ET34_MOLMO
OG0008045	sp|Q9D6G5|TM138_MOUSE	tr|A0A7J8EW70|A0A7J8EW70_MOLMO
OG0008046	sp|Q923X1|AGRL4_MOUSE	tr|A0A7J8F5Y3|A0A7J8F5Y3_MOLMO
OG0008047	sp|P97318|DAB1_MOUSE	tr|A0A7J8F6T3|A0A7J8F6T3_MOLMO
OG0008048	sp|P34056|AP2A_MOUSE	tr|A0A7J8FC88|A0A7J8FC88_MOLMO
OG0008049	sp|A4Q9F0|TTLL7_MOUSE	tr|A0A7J8FCL8|A0A7J8FCL8_MOLMO
OG0008050	sp|Q9CZJ1|UTP11_MOUSE	tr|A0A7J8FDX6|A0A7J8FDX6_MOLMO
OG0008051	sp|Q91VY6|CYTIP_MOUSE	tr|A0A7J8FQD5|A0A7J8FQD5_MOLMO
OG0008052	sp|Q8R4D5|TRPM8_MOUSE	tr|A0A7J8FUK3|A0A7J8FUK3_MOLMO
OG0008053	sp|Q80Y61|BI2L2_MOUSE	tr|A0A7J8FVT0|A0A7J8FVT0_MOLMO
OG0008054	sp|Q09200|B4GN1_MOUSE	tr|A0A7J8FW41|A0A7J8FW41_MOLMO
OG0008055	sp|Q9D4C1|LMTD1_MOUSE	tr|A0A7J8FYI6|A0A7J8FYI6_MOLMO
OG0008056	sp|Q8JZS6|N42L2_MOUSE	tr|A0A7J8G0P1|A0A7J8G0P1_MOLMO
OG0008057	sp|Q8VHI6|WASF3_MOUSE	tr|A0A7J8G3K3|A0A7J8G3K3_MOLMO
OG0008058	sp|Q8CD78|SRTM1_MOUSE	tr|A0A7J8GN25|A0A7J8GN25_MOLMO
OG0008059	sp|Q5DU31|ICEF1_MOUSE	tr|A0A7J8GQ78|A0A7J8GQ78_MOLMO
OG0008060	sp|Q9ET66|PI16_MOUSE	tr|A0A7J8GRN2|A0A7J8GRN2_MOLMO
OG0008061	sp|Q9JJN0|POLH_MOUSE	tr|A0A7J8GSA3|A0A7J8GSA3_MOLMO
OG0008062	sp|Q99N48|SYTL3_MOUSE	tr|A0A7J8GTS8|A0A7J8GTS8_MOLMO
OG0008063	sp|Q8C790|F221A_MOUSE	tr|A0A7J8HB65|A0A7J8HB65_MOLMO
OG0008064	sp|P09092|HXA6_MOUSE	tr|A0A7J8HBR8|A0A7J8HBR8_MOLMO
OG0008065	sp|Q3U133|ZN746_MOUSE	tr|A0A7J8HF06|A0A7J8HF06_MOLMO
OG0008066	sp|P51855|GSHB_MOUSE	tr|A0A7J8HGE5|A0A7J8HGE5_MOLMO
OG0008067	sp|Q80W49|CRBG3_MOUSE	tr|A0A7J8HZ92|A0A7J8HZ92_MOLMO
OG0008068	sp|Q3U3F9|GP160_MOUSE	tr|A0A7J8I012|A0A7J8I012_MOLMO
OG0008069	sp|Q8JZM8|MUC4_MOUSE	tr|A0A7J8I1U0|A0A7J8I1U0_MOLMO
OG0008070	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A7J8I325|A0A7J8I325_MOLMO
OG0008071	tr|A0A571BDQ7|A0A571BDQ7_MOUSE	tr|A0A7J8I7B0|A0A7J8I7B0_MOLMO
OG0008072	sp|Q08EJ0|PL8L1_MOUSE	tr|A0A7J8IB25|A0A7J8IB25_MOLMO
OG0008073	sp|Q62288|TICN1_MOUSE	tr|A0A7J8IC37|A0A7J8IC37_MOLMO
OG0008074	sp|Q9JJG7|CABP8_MOUSE	tr|A0A7J8IWD5|A0A7J8IWD5_MOLMO
OG0008075	sp|Q80TH2|ERBIN_MOUSE	tr|A0A7J8IXJ5|A0A7J8IXJ5_MOLMO
OG0008076	sp|Q8R1G2|CMBL_MOUSE	tr|A0A7J8IYW4|A0A7J8IYW4_MOLMO
OG0008077	sp|O54957|LAT_MOUSE	tr|A0A7J8IZW4|A0A7J8IZW4_MOLMO
OG0008078	sp|Q8BUI3|LRWD1_MOUSE	tr|A0A7J8J0C2|A0A7J8J0C2_MOLMO
OG0008079	sp|Q6KCD5|NIPBL_MOUSE	tr|A0A7J8J0J4|A0A7J8J0J4_MOLMO
OG0008080	sp|B2RS91|RRN3_MOUSE	tr|A0A7J8J202|A0A7J8J202_MOLMO
OG0008081	sp|Q9QUG2|POLK_MOUSE	tr|A0A7J8J2G8|A0A7J8J2G8_MOLMO
OG0008082	sp|P16294|FA9_MOUSE	tr|A0A7J8J551|A0A7J8J551_MOLMO
OG0008083	sp|A2AUM9|CE152_MOUSE	tr|A0A7J8JRG7|A0A7J8JRG7_MOLMO
OG0008084	sp|Q9ER97|NGB_MOUSE	tr|A0A7J8JXK5|A0A7J8JXK5_MOLMO
OG0008085	sp|Q9WV52|PLEK2_MOUSE	tr|A0A7J8K031|A0A7J8K031_MOLMO
OG0008086	sp|Q3TYP4|TM88B_MOUSE	tr|A0A7J8B8B8|A0A7J8B8B8_MOLMO
