Orthogroup	Mus_musculus	Panthera_leo
OG0008182	sp|Q80UX8|ABHDD_MOUSE	tr|A0A8C8WLK9|A0A8C8WLK9_PANLE
OG0008183	sp|Q8BG80|FBX46_MOUSE	tr|A0A8C8Y310|A0A8C8Y310_PANLE
OG0008184	sp|Q8BH60|GOPC_MOUSE	tr|A0A8C8XD31|A0A8C8XD31_PANLE
OG0008185	sp|Q8C8N2|SCAI_MOUSE	tr|A0A8C8XN03|A0A8C8XN03_PANLE
OG0008186	sp|Q8CCX5|KT222_MOUSE	tr|A0A8C9D774|A0A8C9D774_PANLE
OG0008187	sp|Q8CGI1|F193A_MOUSE	tr|A0A8C8WMK7|A0A8C8WMK7_PANLE
OG0008188	sp|Q8CHY7|TTC23_MOUSE	tr|A0A8C8WC46|A0A8C8WC46_PANLE
OG0008189	sp|Q8K0C8|COX19_MOUSE	tr|A0A8C8Y916|A0A8C8Y916_PANLE
OG0008190	sp|Q8K4K4|TRIB1_MOUSE	tr|A0A8C8WHK8|A0A8C8WHK8_PANLE
OG0008191	sp|Q8R4C2|RUFY2_MOUSE	tr|A0A8C8Y0Q5|A0A8C8Y0Q5_PANLE
OG0008192	sp|Q8VDU5|SNRK_MOUSE	tr|A0A8C9D1G0|A0A8C9D1G0_PANLE
OG0008193	sp|Q91WL0|ES8L3_MOUSE	tr|A0A8C8WTD1|A0A8C8WTD1_PANLE
OG0008194	sp|Q99KK2|NEUA_MOUSE	tr|A0A8C9D5J9|A0A8C9D5J9_PANLE
OG0008195	sp|Q99LH1|NOG2_MOUSE	tr|A0A8C8Y0X5|A0A8C8Y0X5_PANLE
OG0008196	sp|Q9CPY4|CDKA2_MOUSE	tr|A0A8C8XF76|A0A8C8XF76_PANLE
OG0008197	sp|Q9CRG1|TM7S3_MOUSE	tr|A0A8C8XI39|A0A8C8XI39_PANLE
OG0008198	sp|Q9CYU6|DPH7_MOUSE	tr|A0A8C8Y9P1|A0A8C8Y9P1_PANLE
OG0008199	sp|Q9D379|HYEP_MOUSE	tr|A0A8C8WTI8|A0A8C8WTI8_PANLE
OG0008200	sp|Q9D600|PSF2_MOUSE	tr|A0A8C8WXW9|A0A8C8WXW9_PANLE
OG0008201	sp|Q9D7X8|GGCT_MOUSE	tr|A0A8C8XPH5|A0A8C8XPH5_PANLE
OG0008202	sp|Q9D8X2|CC124_MOUSE	tr|A0A8C9D0I3|A0A8C9D0I3_PANLE
OG0008203	sp|Q9DBI0|TMPS6_MOUSE	tr|A0A8C9CZM2|A0A8C9CZM2_PANLE
OG0008204	sp|Q9EP64|TNMD_MOUSE	tr|A0A8C8YBV4|A0A8C8YBV4_PANLE
OG0008205	sp|Q9ERI5|JMJD6_MOUSE	tr|A0A8C8WVM4|A0A8C8WVM4_PANLE
OG0008206	sp|Q9QZL9|DKKL1_MOUSE	tr|A0A8C8XGW5|A0A8C8XGW5_PANLE
OG0008207	sp|Q9QZQ0|NPAS3_MOUSE	tr|A0A8C8WCU0|A0A8C8WCU0_PANLE
OG0008208	sp|Q9R061|NUBP2_MOUSE	tr|A0A8C9D753|A0A8C9D753_PANLE
OG0008209	tr|A0A1B0GRB6|A0A1B0GRB6_MOUSE	tr|A0A8C8Y7L9|A0A8C8Y7L9_PANLE
OG0008210	tr|A0A1L1SR01|A0A1L1SR01_MOUSE	tr|A0A8C8Y2C7|A0A8C8Y2C7_PANLE
OG0008211	tr|B1AUN2|B1AUN2_MOUSE	tr|A0A8C8X429|A0A8C8X429_PANLE
OG0008212	sp|D3Z2R5|SELN_MOUSE	tr|A0A8C8XID9|A0A8C8XID9_PANLE
OG0008213	tr|E9Q7M2|E9Q7M2_MOUSE	tr|A0A8C8Y314|A0A8C8Y314_PANLE
OG0008214	sp|O70279|ESS2_MOUSE	tr|A0A8C9D8W9|A0A8C9D8W9_PANLE
OG0008215	sp|O70373|XIRP1_MOUSE	tr|A0A8C8XJ61|A0A8C8XJ61_PANLE
OG0008216	sp|O70557|SPR2F_MOUSE	tr|A0A8C8Y9Q4|A0A8C8Y9Q4_PANLE
OG0008217	sp|P10284|HXB4_MOUSE	tr|A0A8C9DC56|A0A8C9DC56_PANLE
OG0008218	sp|P10518|HEM2_MOUSE	tr|A0A8C8XR68|A0A8C8XR68_PANLE
OG0008219	sp|P24288|BCAT1_MOUSE	tr|A0A8C8XF91|A0A8C8XF91_PANLE
OG0008220	sp|P25916|BMI1_MOUSE	tr|A0A8C8Y7S1|A0A8C8Y7S1_PANLE
OG0008221	sp|P26339|CMGA_MOUSE	tr|A0A8C8XZ96|A0A8C8XZ96_PANLE
OG0008222	sp|P31230|AIMP1_MOUSE	tr|A0A8C8X2R7|A0A8C8X2R7_PANLE
OG0008223	sp|P52194|CLGN_MOUSE	tr|A0A8C8XM57|A0A8C8XM57_PANLE
OG0008224	sp|P56400|GP1BB_MOUSE	tr|A0A8C9D9X6|A0A8C9D9X6_PANLE
OG0008225	sp|P56857|CLD18_MOUSE	tr|A0A8C8X9W4|A0A8C8X9W4_PANLE
OG0008226	sp|P58710|GGLO_MOUSE	tr|A0A8C8WNL0|A0A8C8WNL0_PANLE
OG0008227	sp|P70121|ZHX1_MOUSE	tr|A0A8C8WQ84|A0A8C8WQ84_PANLE
OG0008228	sp|P97328|KHK_MOUSE	tr|A0A8C8WIG6|A0A8C8WIG6_PANLE
OG0008229	sp|P97751|VIPR1_MOUSE	tr|A0A8C8XVA4|A0A8C8XVA4_PANLE
OG0008230	sp|Q01338|ADA2A_MOUSE	tr|A0A8C8X5R6|A0A8C8X5R6_PANLE
OG0008231	tr|Q14AF1|Q14AF1_MOUSE	tr|A0A8C9CW00|A0A8C9CW00_PANLE
OG0008232	sp|Q1HKZ5|M3K13_MOUSE	tr|A0A8C8WTZ6|A0A8C8WTZ6_PANLE
OG0008233	sp|Q3THG9|AASD1_MOUSE	tr|A0A8C8X879|A0A8C8X879_PANLE
OG0008234	sp|Q3U0V1|FUBP2_MOUSE	tr|A0A8C8WZW8|A0A8C8WZW8_PANLE
OG0008235	sp|Q3URQ7|MTHSD_MOUSE	tr|A0A8C8WV93|A0A8C8WV93_PANLE
OG0008236	sp|Q3V1L6|MTMRB_MOUSE	tr|A0A8C8XYX5|A0A8C8XYX5_PANLE
OG0008237	sp|Q5SVD0|RFLB_MOUSE	tr|A0A8C8XM34|A0A8C8XM34_PANLE
OG0008238	sp|Q60775|ELF1_MOUSE	tr|A0A8C8XH60|A0A8C8XH60_PANLE
OG0008239	sp|Q60787|LCP2_MOUSE	tr|A0A8C8X8J4|A0A8C8X8J4_PANLE
OG0008240	sp|Q62523|ZYX_MOUSE	tr|A0A8C9D6G8|A0A8C9D6G8_PANLE
OG0008241	sp|Q64237|DOPO_MOUSE	tr|A0A8C8Y4A5|A0A8C8Y4A5_PANLE
OG0008242	sp|Q64347|CLCN1_MOUSE	tr|A0A8C8XF62|A0A8C8XF62_PANLE
OG0008243	sp|Q6P8Y7|SNX31_MOUSE	tr|A0A8C8X631|A0A8C8X631_PANLE
OG0008244	sp|Q78YZ6|SCOC_MOUSE	tr|A0A8C8WZW3|A0A8C8WZW3_PANLE
OG0008245	sp|Q7TN73|CASD1_MOUSE	tr|A0A8C8XPT9|A0A8C8XPT9_PANLE
OG0008246	sp|Q810K3|SGPP2_MOUSE	tr|A0A8C8X9H3|A0A8C8X9H3_PANLE
OG0008247	sp|Q8BFX3|KCTD3_MOUSE	tr|A0A8C8Y403|A0A8C8Y403_PANLE
OG0008248	sp|Q8BVC4|CCD68_MOUSE	tr|A0A8C8XCH8|A0A8C8XCH8_PANLE
OG0008249	sp|Q8C5Q4|GRSF1_MOUSE	tr|A0A8C8WKY2|A0A8C8WKY2_PANLE
OG0008250	sp|Q8C753|KATIP_MOUSE	tr|A0A8C8YFI9|A0A8C8YFI9_PANLE
OG0008251	sp|Q8C9S4|CC186_MOUSE	tr|A0A8C9D2M1|A0A8C9D2M1_PANLE
OG0008252	sp|Q8CC36|CDNF_MOUSE	tr|A0A8C8XA79|A0A8C8XA79_PANLE
OG0008253	sp|Q8K1H7|T11L2_MOUSE	tr|A0A8C8Y8K9|A0A8C8Y8K9_PANLE
OG0008254	sp|Q8K4K3|TRIB2_MOUSE	tr|A0A8C8WME7|A0A8C8WME7_PANLE
OG0008255	sp|Q91VA1|CTL4_MOUSE	tr|A0A8C8WYH6|A0A8C8WYH6_PANLE
OG0008256	sp|Q91VY9|ZN622_MOUSE	tr|A0A8C8XK13|A0A8C8XK13_PANLE
OG0008257	sp|Q91YN5|UAP1_MOUSE	tr|A0A8C8XTD0|A0A8C8XTD0_PANLE
OG0008258	sp|Q91YR7|PRP6_MOUSE	tr|A0A8C8XM71|A0A8C8XM71_PANLE
OG0008259	sp|Q91ZV3|DCBD2_MOUSE	tr|A0A8C8YAZ4|A0A8C8YAZ4_PANLE
OG0008260	sp|Q9CZU4|ERAL1_MOUSE	tr|A0A8C8X171|A0A8C8X171_PANLE
OG0008261	sp|Q9D099|ACER3_MOUSE	tr|A0A8C8WPL0|A0A8C8WPL0_PANLE
OG0008262	sp|Q9D0C1|RN115_MOUSE	tr|A0A8C8XQA6|A0A8C8XQA6_PANLE
OG0008263	sp|Q9D258|ACBD7_MOUSE	tr|A0A8C8XHW8|A0A8C8XHW8_PANLE
OG0008264	sp|Q9D3X5|PACRL_MOUSE	tr|A0A8C8XRJ1|A0A8C8XRJ1_PANLE
OG0008265	sp|Q9D4J7|PHF6_MOUSE	tr|A0A8C8X448|A0A8C8X448_PANLE
OG0008266	sp|Q9D5Q8|CA141_MOUSE	tr|A0A8C9D5V6|A0A8C9D5V6_PANLE
OG0008267	sp|Q9D6J5|NDUB8_MOUSE	tr|A0A8C8WT31|A0A8C8WT31_PANLE
OG0008268	sp|Q9D7H4|AVPI1_MOUSE	tr|A0A8C9D325|A0A8C9D325_PANLE
OG0008269	sp|Q9D7J6|DNSL1_MOUSE	tr|A0A8C8WYT4|A0A8C8WYT4_PANLE
OG0008270	sp|Q9D8N2|DEN10_MOUSE	tr|A0A8C9DCD1|A0A8C9DCD1_PANLE
OG0008271	sp|Q9JJT2|GFRA4_MOUSE	tr|A0A8C8WEQ5|A0A8C8WEQ5_PANLE
OG0008272	sp|Q9JL70|FANCA_MOUSE	tr|A0A8C8XHL7|A0A8C8XHL7_PANLE
OG0008273	sp|Q9R1N9|CODA1_MOUSE	tr|A0A8C9D8L9|A0A8C9D8L9_PANLE
OG0008274	tr|Q9Z150|Q9Z150_MOUSE	tr|A0A8C8WWJ0|A0A8C8WWJ0_PANLE
OG0008275	sp|Q9Z1P4|LGR5_MOUSE	tr|A0A8C9CX51|A0A8C9CX51_PANLE
OG0008276	tr|A0A087WQY2|A0A087WQY2_MOUSE	tr|A0A8C8WJW2|A0A8C8WJW2_PANLE
OG0008277	tr|A0A1D5RMN0|A0A1D5RMN0_MOUSE	tr|A0A8C8XHJ1|A0A8C8XHJ1_PANLE
OG0008278	sp|B2RUR8|OTU7B_MOUSE	tr|A0A8C8XUP0|A0A8C8XUP0_PANLE
OG0008279	sp|E9Q137|TX264_MOUSE	tr|A0A8C8W8U8|A0A8C8W8U8_PANLE
OG0008280	sp|O08715|AKAP1_MOUSE	tr|A0A8C8XNX4|A0A8C8XNX4_PANLE
OG0008281	sp|O35284|BATF_MOUSE	tr|A0A8C8WG05|A0A8C8WG05_PANLE
OG0008282	sp|O35857|TIM44_MOUSE	tr|A0A8C8WDJ0|A0A8C8WDJ0_PANLE
OG0008283	sp|O54865|GCYB1_MOUSE	tr|A0A8C8WXL2|A0A8C8WXL2_PANLE
OG0008284	sp|P04186|CFAB_MOUSE	tr|A0A8C8WSC1|A0A8C8WSC1_PANLE
OG0008285	sp|P14602|HSPB1_MOUSE	tr|A0A8C8YC90|A0A8C8YC90_PANLE
OG0008286	sp|P27773|PDIA3_MOUSE	tr|A0A8C9D7J5|A0A8C9D7J5_PANLE
OG0008287	sp|P45448|NR5A2_MOUSE	tr|A0A8C9D7T2|A0A8C9D7T2_PANLE
OG0008288	sp|P55065|PLTP_MOUSE	tr|A0A8C8WC68|A0A8C8WC68_PANLE
OG0008289	sp|P63058|THA_MOUSE	tr|A0A8C8XAA8|A0A8C8XAA8_PANLE
OG0008290	sp|P97953|VEGFC_MOUSE	tr|A0A8C8XCE9|A0A8C8XCE9_PANLE
OG0008291	sp|Q07813|BAX_MOUSE	tr|A0A8C8X8D3|A0A8C8X8D3_PANLE
OG0008292	sp|Q0P557|MIEAP_MOUSE	tr|A0A8C8WI77|A0A8C8WI77_PANLE
OG0008293	sp|Q0VET5|LMTD2_MOUSE	tr|A0A8C9DB74|A0A8C9DB74_PANLE
OG0008294	sp|Q14AT5|ANO7_MOUSE	tr|A0A8C8XE28|A0A8C8XE28_PANLE
OG0008295	sp|Q60715|P4HA1_MOUSE	tr|A0A8C8Y094|A0A8C8Y094_PANLE
OG0008296	sp|Q61247|A2AP_MOUSE	tr|A0A8C8XC55|A0A8C8XC55_PANLE
OG0008297	sp|Q640P4|GL8D2_MOUSE	tr|A0A8C8Y619|A0A8C8Y619_PANLE
OG0008298	sp|Q64264|5HT1A_MOUSE	tr|A0A8C8WR25|A0A8C8WR25_PANLE
OG0008299	sp|Q64462|CP4B1_MOUSE	tr|A0A8C8WXV4|A0A8C8WXV4_PANLE
OG0008300	sp|Q6AXC6|DDX11_MOUSE	tr|A0A8C8XAD2|A0A8C8XAD2_PANLE
OG0008301	sp|Q6RFH4|GCSAM_MOUSE	tr|A0A8C8XKG8|A0A8C8XKG8_PANLE
OG0008302	sp|Q6ZQ03|FNBP4_MOUSE	tr|A0A8C8X1M7|A0A8C8X1M7_PANLE
OG0008303	sp|Q7TN75|PEG10_MOUSE	tr|A0A8C8XNB0|A0A8C8XNB0_PANLE
OG0008304	sp|Q7TQK4|EXOS3_MOUSE	tr|A0A8C9D4J8|A0A8C9D4J8_PANLE
OG0008305	sp|Q810A5|MACAP_MOUSE	tr|A0A8C8XMU3|A0A8C8XMU3_PANLE
OG0008306	sp|Q8BHB0|NOD1_MOUSE	tr|A0A8C9D3Y2|A0A8C9D3Y2_PANLE
OG0008307	sp|Q8BMZ5|SEN34_MOUSE	tr|A0A8C8YD15|A0A8C8YD15_PANLE
OG0008308	sp|Q8BWH0|S38A7_MOUSE	tr|A0A8C9D7S5|A0A8C9D7S5_PANLE
OG0008309	sp|Q8BWT1|THIM_MOUSE	tr|A0A8C8XGE0|A0A8C8XGE0_PANLE
OG0008310	sp|Q8BYK8|ZC3H6_MOUSE	tr|A0A8C8W9N2|A0A8C8W9N2_PANLE
OG0008311	sp|Q8BZ97|PRDM8_MOUSE	tr|A0A8C8XIQ8|A0A8C8XIQ8_PANLE
OG0008312	sp|Q8C796|RCOR2_MOUSE	tr|A0A8C9D4V5|A0A8C9D4V5_PANLE
OG0008313	sp|Q8CII9|CRLF2_MOUSE	tr|A0A8C9D9A6|A0A8C9D9A6_PANLE
OG0008314	sp|Q8CIT9|SBSN_MOUSE	tr|A0A8C8XS68|A0A8C8XS68_PANLE
OG0008315	sp|Q8K2W6|PHF13_MOUSE	tr|A0A8C9D1L1|A0A8C9D1L1_PANLE
OG0008316	sp|Q8R0J1|PKHG6_MOUSE	tr|A0A8C9CVX5|A0A8C9CVX5_PANLE
OG0008317	sp|Q8R0X7|SGPL1_MOUSE	tr|A0A8C8YDI5|A0A8C8YDI5_PANLE
OG0008318	sp|Q8R3F5|FABD_MOUSE	tr|A0A8C8XP56|A0A8C8XP56_PANLE
OG0008319	sp|Q8R3I2|MBOA2_MOUSE	tr|A0A8C8WH67|A0A8C8WH67_PANLE
OG0008320	sp|Q8VC42|RMC1_MOUSE	tr|A0A8C8Y4I6|A0A8C8Y4I6_PANLE
OG0008321	sp|Q91YD9|WASL_MOUSE	tr|A0A8C8WWC0|A0A8C8WWC0_PANLE
OG0008322	sp|Q921N7|TMM70_MOUSE	tr|A0A8C8WNP6|A0A8C8WNP6_PANLE
OG0008323	sp|Q99JP4|CDC26_MOUSE	tr|A0A8C8XRY6|A0A8C8XRY6_PANLE
OG0008324	sp|Q99LE1|RIPL2_MOUSE	tr|A0A8C8XJ86|A0A8C8XJ86_PANLE
OG0008325	sp|Q99LX0|PARK7_MOUSE	tr|A0A8C8XD82|A0A8C8XD82_PANLE
OG0008326	sp|Q9CZ05|AT7L1_MOUSE	tr|A0A8C8WYS6|A0A8C8WYS6_PANLE
OG0008327	sp|Q9D2A5|CR3L4_MOUSE	tr|A0A8C8X6A4|A0A8C8X6A4_PANLE
OG0008328	sp|Q9D321|S35A4_MOUSE	tr|A0A8C8WE29|A0A8C8WE29_PANLE
OG0008329	sp|Q9D5R4|SPAT1_MOUSE	tr|A0A8C8WQR6|A0A8C8WQR6_PANLE
OG0008330	sp|Q9D7F2|LPD6B_MOUSE	tr|A0A8C8YB79|A0A8C8YB79_PANLE
OG0008331	sp|Q9D7S7|RL22L_MOUSE	tr|A0A8C8XC08|A0A8C8XC08_PANLE
OG0008332	sp|Q9D8I2|P2Y13_MOUSE	tr|A0A8C8X3J6|A0A8C8X3J6_PANLE
OG0008333	sp|Q9DBR7|MYPT1_MOUSE	tr|A0A8C8WHK4|A0A8C8WHK4_PANLE
OG0008334	sp|Q9DCN2|NB5R3_MOUSE	tr|A0A8C8XSB6|A0A8C8XSB6_PANLE
OG0008335	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A8C8WSU7|A0A8C8WSU7_PANLE
OG0008336	sp|Q9EPU0|RENT1_MOUSE	tr|A0A8C8WA90|A0A8C8WA90_PANLE
OG0008337	sp|Q9EQW6|OLIG2_MOUSE	tr|A0A8C8WXG8|A0A8C8WXG8_PANLE
OG0008338	sp|Q9WTT4|VATG2_MOUSE	tr|A0A8C8X3S6|A0A8C8X3S6_PANLE
OG0008339	sp|A0A0B4J1F4|ARRD4_MOUSE	tr|A0A8C8WAR5|A0A8C8WAR5_PANLE
OG0008340	tr|B2RTN3|B2RTN3_MOUSE	tr|A0A8C8XJ48|A0A8C8XJ48_PANLE
OG0008341	sp|C8YR32|LOXH1_MOUSE	tr|A0A8C8XS45|A0A8C8XS45_PANLE
OG0008342	tr|D3YYZ1|D3YYZ1_MOUSE	tr|A0A8C8XQE1|A0A8C8XQE1_PANLE
OG0008343	sp|O08674|RBPJL_MOUSE	tr|A0A8C8WN94|A0A8C8WN94_PANLE
OG0008344	sp|O08707|ACKR2_MOUSE	tr|A0A8C9D9E7|A0A8C9D9E7_PANLE
OG0008345	sp|O09047|C3AR_MOUSE	tr|A0A8C8WLT1|A0A8C8WLT1_PANLE
OG0008346	sp|O09101|PIGF_MOUSE	tr|A0A8C8WL67|A0A8C8WL67_PANLE
OG0008347	sp|O35448|PPT2_MOUSE	tr|A0A8C8Y2Y2|A0A8C8Y2Y2_PANLE
OG0008348	sp|O35465|FKBP8_MOUSE	tr|A0A8C8W9E3|A0A8C8W9E3_PANLE
OG0008349	sp|O70273|EHF_MOUSE	tr|A0A8C9D2B7|A0A8C9D2B7_PANLE
OG0008350	sp|O70337|BIK_MOUSE	tr|A0A8C9D8E2|A0A8C9D8E2_PANLE
OG0008351	sp|P01590|IL2RA_MOUSE	tr|A0A8C8X7W9|A0A8C8X7W9_PANLE
OG0008352	sp|P09025|HXC8_MOUSE	tr|A0A8C8WNB9|A0A8C8WNB9_PANLE
OG0008353	sp|P27106|MIS_MOUSE	tr|A0A8C8WPN0|A0A8C8WPN0_PANLE
OG0008354	sp|P30282|CCND3_MOUSE	tr|A0A8C8WJJ1|A0A8C8WJJ1_PANLE
OG0008355	sp|P38575|UPK2_MOUSE	tr|A0A8C8WND8|A0A8C8WND8_PANLE
OG0008356	sp|P60334|CDO1_MOUSE	tr|A0A8C8WCF6|A0A8C8WCF6_PANLE
OG0008357	sp|P62192|PRS4_MOUSE	tr|A0A8C8XPH7|A0A8C8XPH7_PANLE
OG0008358	sp|Q04744|EMX2_MOUSE	tr|A0A8C8Y9P6|A0A8C8Y9P6_PANLE
OG0008359	sp|Q14C59|TM11B_MOUSE	tr|A0A8C8X4P7|A0A8C8X4P7_PANLE
OG0008360	sp|Q3TCT4|ENTP7_MOUSE	tr|A0A8C9D2F9|A0A8C9D2F9_PANLE
OG0008361	sp|Q3U1Y4|DEN4B_MOUSE	tr|A0A8C8X2N0|A0A8C8X2N0_PANLE
OG0008362	sp|Q3V188|ENDOU_MOUSE	tr|A0A8C8WVA3|A0A8C8WVA3_PANLE
OG0008363	sp|Q61423|KCNA4_MOUSE	tr|A0A8C8WNY2|A0A8C8WNY2_PANLE
OG0008364	sp|Q62187|TTF1_MOUSE	tr|A0A8C8YBX1|A0A8C8YBX1_PANLE
OG0008365	sp|Q640P2|ANGL1_MOUSE	tr|A0A8C8Y1G7|A0A8C8Y1G7_PANLE
OG0008366	sp|Q6P6M5|PX11C_MOUSE	tr|A0A8C8WH32|A0A8C8WH32_PANLE
OG0008367	sp|Q7TNS7|ASIC4_MOUSE	tr|A0A8C8XJW9|A0A8C8XJW9_PANLE
OG0008368	tr|Q80ZT1|Q80ZT1_MOUSE	tr|A0A8C8X822|A0A8C8X822_PANLE
OG0008369	sp|Q810L3|CHFR_MOUSE	tr|A0A8C8XNU8|A0A8C8XNU8_PANLE
OG0008370	sp|Q810U5|CCD50_MOUSE	tr|A0A8C8Y0L9|A0A8C8Y0L9_PANLE
OG0008371	sp|Q8BGC0|HTSF1_MOUSE	tr|A0A8C8X1C0|A0A8C8X1C0_PANLE
OG0008372	sp|Q8BHK9|ERC6L_MOUSE	tr|A0A8C8Y9J2|A0A8C8Y9J2_PANLE
OG0008373	sp|Q8BHY3|ANO1_MOUSE	tr|A0A8C8Y2V0|A0A8C8Y2V0_PANLE
OG0008374	sp|Q8BUH8|SENP7_MOUSE	tr|A0A8C8Y164|A0A8C8Y164_PANLE
OG0008375	sp|Q8BXB6|SO2B1_MOUSE	tr|A0A8C8WWB0|A0A8C8WWB0_PANLE
OG0008376	sp|Q8BZ64|TECT1_MOUSE	tr|A0A8C8WWG7|A0A8C8WWG7_PANLE
OG0008377	sp|Q8CCF0|PRP31_MOUSE	tr|A0A8C8Y6K4|A0A8C8Y6K4_PANLE
OG0008378	sp|Q8CGF6|WDR47_MOUSE	tr|A0A8C8X2Y4|A0A8C8X2Y4_PANLE
OG0008379	sp|Q8K479|C1QT5_MOUSE	tr|A0A8C8WUK2|A0A8C8WUK2_PANLE
OG0008380	sp|Q8R527|RHOQ_MOUSE	tr|A0A8C8WMC2|A0A8C8WMC2_PANLE
OG0008381	sp|Q8VBW5|BBX_MOUSE	tr|A0A8C9D9H7|A0A8C9D9H7_PANLE
OG0008382	sp|Q8VHK5|MLC1_MOUSE	tr|A0A8C8X6A1|A0A8C8X6A1_PANLE
OG0008383	sp|Q8VIM5|MYCD_MOUSE	tr|A0A8C8YDT2|A0A8C8YDT2_PANLE
OG0008384	sp|Q91WM6|EVA1A_MOUSE	tr|A0A8C9CZJ4|A0A8C9CZJ4_PANLE
OG0008385	sp|Q99JR5|TINAL_MOUSE	tr|A0A8C8WZQ1|A0A8C8WZQ1_PANLE
OG0008386	sp|Q9CPW5|SSRB_MOUSE	tr|A0A8C8WZ94|A0A8C8WZ94_PANLE
OG0008388	sp|Q9CX48|ZCH10_MOUSE	tr|A0A8C8WCX1|A0A8C8WCX1_PANLE
OG0008389	sp|Q9CZL5|PHS2_MOUSE	tr|A0A8C8WAB8|A0A8C8WAB8_PANLE
OG0008390	sp|Q9D5T7|HORM1_MOUSE	tr|A0A8C9DAW4|A0A8C9DAW4_PANLE
OG0008391	sp|Q9D7Z3|NOL7_MOUSE	tr|A0A8C9D8M4|A0A8C9D8M4_PANLE
OG0008392	sp|Q9EQ61|PESC_MOUSE	tr|A0A8C8X1B5|A0A8C8X1B5_PANLE
OG0008393	sp|Q9JMD0|ZN207_MOUSE	tr|A0A8C8XQI2|A0A8C8XQI2_PANLE
OG0008394	sp|Q9QUJ0|HCST_MOUSE	tr|A0A8C8XCG6|A0A8C8XCG6_PANLE
OG0008395	sp|Q9QXN3|TRIP4_MOUSE	tr|A0A8C8XF71|A0A8C8XF71_PANLE
OG0008396	sp|Q9R123|NAA80_MOUSE	tr|A0A8C9DBT8|A0A8C9DBT8_PANLE
OG0008397	sp|Q9WVL0|MAAI_MOUSE	tr|A0A8C8WIG0|A0A8C8WIG0_PANLE
OG0008398	sp|Q9Z1J3|NFS1_MOUSE	tr|A0A8C8WA93|A0A8C8WA93_PANLE
OG0008399	sp|Q9Z2A0|PDPK1_MOUSE	tr|A0A8C8Y751|A0A8C8Y751_PANLE
OG0008400	sp|A2TJV2|PALM3_MOUSE	tr|A0A8C8YEQ8|A0A8C8YEQ8_PANLE
OG0008401	sp|B1AZA5|TM245_MOUSE	tr|A0A8C8Y1I9|A0A8C8Y1I9_PANLE
OG0008402	sp|G5E8P0|GCP6_MOUSE	tr|A0A8C8X2F4|A0A8C8X2F4_PANLE
OG0008403	sp|O08738|CASP6_MOUSE	tr|A0A8C8WRR6|A0A8C8WRR6_PANLE
OG0008404	sp|O55242|SGMR1_MOUSE	tr|A0A8C8XPQ7|A0A8C8XPQ7_PANLE
OG0008405	sp|O89053|COR1A_MOUSE	tr|A0A8C8XNV9|A0A8C8XNV9_PANLE
OG0008406	sp|P11378|STP2_MOUSE	tr|A0A8C8XN59|A0A8C8XN59_PANLE
OG0008407	sp|P30280|CCND2_MOUSE	tr|A0A8C8XF35|A0A8C8XF35_PANLE
OG0008408	sp|P31955|AREG_MOUSE	tr|A0A8C8WI69|A0A8C8WI69_PANLE
OG0008409	sp|P48320|DCE2_MOUSE	tr|A0A8C8YEL8|A0A8C8YEL8_PANLE
OG0008410	sp|P52592|S1PR2_MOUSE	tr|A0A8C8WK53|A0A8C8WK53_PANLE
OG0008411	sp|P54761|EPHB4_MOUSE	tr|A0A8C8XQZ9|A0A8C8XQZ9_PANLE
OG0008412	sp|P55821|STMN2_MOUSE	tr|A0A8C8WMP6|A0A8C8WMP6_PANLE
OG0008413	sp|P57716|NICA_MOUSE	tr|A0A8C9D981|A0A8C9D981_PANLE
OG0008414	sp|P60322|NANO2_MOUSE	tr|A0A8C8YBN5|A0A8C8YBN5_PANLE
OG0008415	sp|P70166|CPEB1_MOUSE	tr|A0A8C8XN63|A0A8C8XN63_PANLE
OG0008416	sp|P97465|DOK1_MOUSE	tr|A0A8C8WJ81|A0A8C8WJ81_PANLE
OG0008417	sp|P97807|FUMH_MOUSE	tr|A0A8C8X3I9|A0A8C8X3I9_PANLE
OG0008418	tr|Q3TWH3|Q3TWH3_MOUSE	tr|A0A8C8XM43|A0A8C8XM43_PANLE
OG0008419	sp|Q3UMC0|SPAT5_MOUSE	tr|A0A8C8X5B9|A0A8C8X5B9_PANLE
OG0008420	sp|Q497P3|NUPR2_MOUSE	tr|A0A8C9D7X9|A0A8C9D7X9_PANLE
OG0008421	sp|Q4KUS1|WFDC8_MOUSE	tr|A0A8C8W9K2|A0A8C8W9K2_PANLE
OG0008422	sp|Q56A06|TMTC2_MOUSE	tr|A0A8C8WN72|A0A8C8WN72_PANLE
OG0008423	sp|Q5HZI9|S2551_MOUSE	tr|A0A8C8X7X1|A0A8C8X7X1_PANLE
OG0008424	sp|Q5NCQ5|DPH1_MOUSE	tr|A0A8C8XB25|A0A8C8XB25_PANLE
OG0008425	sp|Q61026|NCOA2_MOUSE	tr|A0A8C9D1U5|A0A8C9D1U5_PANLE
OG0008426	sp|Q6A058|ARMX2_MOUSE	tr|A0A8C8XZR1|A0A8C8XZR1_PANLE
OG0008427	sp|Q6NS52|DGKB_MOUSE	tr|A0A8C8Y266|A0A8C8Y266_PANLE
OG0008428	sp|Q7TME0|PLPR4_MOUSE	tr|A0A8C9D149|A0A8C9D149_PANLE
