Orthogroup	Mus_musculus	Callithrix_jacchus
OG0012771	sp|Q8VCI7|SWAP1_MOUSE	tr|F7ISG3|F7ISG3_CALJA
OG0012772	sp|P27512|TNR5_MOUSE	sp|Q3LRP1|TNR5_CALJA
OG0012773	sp|Q9QY81|PO210_MOUSE	tr|U3BEE1|U3BEE1_CALJA
OG0012774	sp|Q91XD7|CREL1_MOUSE	tr|U3CMD9|U3CMD9_CALJA
OG0012775	sp|P10493|NID1_MOUSE	tr|U3CX36|U3CX36_CALJA
OG0012776	sp|Q3UVK0|ERMP1_MOUSE	tr|U3DYC6|U3DYC6_CALJA
OG0012777	sp|Q9ER39|TOR1A_MOUSE	tr|U3E098|U3E098_CALJA
OG0012778	sp|Q8C142|ARH_MOUSE	tr|U3E6V4|U3E6V4_CALJA
OG0012779	sp|Q8BGN8|SYNPR_MOUSE	tr|U3EN47|U3EN47_CALJA
OG0012780	sp|Q8BUK6|HOOK3_MOUSE	tr|U3FRZ0|U3FRZ0_CALJA
OG0012781	sp|Q9WU62|INCE_MOUSE	tr|A0A2R8MDU7|A0A2R8MDU7_CALJA
OG0012782	sp|A0A140LIT1|CC194_MOUSE	tr|A0A2R8MGB5|A0A2R8MGB5_CALJA
OG0012783	sp|O35719|RA51B_MOUSE	tr|A0A2R8MKH9|A0A2R8MKH9_CALJA
OG0012784	sp|Q60837|I12R1_MOUSE	tr|A0A2R8P7D4|A0A2R8P7D4_CALJA
OG0012785	sp|Q810S2|CB074_MOUSE	tr|A0A2R8PAZ0|A0A2R8PAZ0_CALJA
OG0012786	sp|Q04736|YES_MOUSE	tr|A0A2R8PDZ9|A0A2R8PDZ9_CALJA
OG0012787	sp|Q3UMF0|COBL1_MOUSE	tr|A0A5F4VQN0|A0A5F4VQN0_CALJA
OG0012788	sp|Q8CDT7|CBCO1_MOUSE	tr|A0A5F4VR96|A0A5F4VR96_CALJA
OG0012789	sp|Q9DAU9|ZN654_MOUSE	tr|A0A5F4W3H2|A0A5F4W3H2_CALJA
OG0012790	tr|B2RVL9|B2RVL9_MOUSE	tr|A0A5F4WFX4|A0A5F4WFX4_CALJA
OG0012791	sp|Q6P1B1|XPP1_MOUSE	tr|A0A5K1UX56|A0A5K1UX56_CALJA
OG0012792	sp|Q8R4U7|LUZP1_MOUSE	tr|A0A8I3W438|A0A8I3W438_CALJA
OG0012793	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A8I3W950|A0A8I3W950_CALJA
OG0012794	sp|Q8CHZ8|LEU7_MOUSE	tr|A0A8I3WF60|A0A8I3WF60_CALJA
OG0012795	sp|Q91YD4|TRPM2_MOUSE	tr|A0A8I3WJG1|A0A8I3WJG1_CALJA
OG0012796	sp|Q9DC04|RGS3_MOUSE	tr|A0A8I3WTG9|A0A8I3WTG9_CALJA
OG0012797	sp|P16301|LCAT_MOUSE	tr|A0A8I3WUV1|A0A8I3WUV1_CALJA
OG0012798	sp|O08663|MAP2_MOUSE	tr|A0A8I3WV67|A0A8I3WV67_CALJA
OG0012799	sp|O88792|JAM1_MOUSE	tr|A0A8I3WY31|A0A8I3WY31_CALJA
OG0012800	sp|P59438|HPS5_MOUSE	tr|A0A8I3WZT9|A0A8I3WZT9_CALJA
OG0012801	sp|Q9R0A5|NEK3_MOUSE	tr|A0A8I4A1S4|A0A8I4A1S4_CALJA
OG0012802	sp|Q8BTR5|DUS28_MOUSE	tr|A0A8J8XBR6|A0A8J8XBR6_CALJA
OG0012803	sp|Q9WU00|NRF1_MOUSE	tr|A0A8J8XPM0|A0A8J8XPM0_CALJA
OG0012804	sp|Q8K2C7|OS9_MOUSE	tr|A0A8J8YQC0|A0A8J8YQC0_CALJA
OG0012805	tr|E9Q407|E9Q407_MOUSE	tr|B0VX95|B0VX95_CALJA
OG0012806	sp|Q9JJR7|ASCL3_MOUSE	tr|F6R0L6|F6R0L6_CALJA
OG0012807	sp|Q9D2H9|DAAF1_MOUSE	tr|F6RAD1|F6RAD1_CALJA
OG0012808	sp|Q8K3G5|VRK3_MOUSE	tr|F6T1J9|F6T1J9_CALJA
OG0012809	sp|Q8K3D6|S35E4_MOUSE	tr|F6TN73|F6TN73_CALJA
OG0012810	sp|O55055|TRDMT_MOUSE	tr|F6URL6|F6URL6_CALJA
OG0012811	sp|P10078|ZFP28_MOUSE	tr|F6VX47|F6VX47_CALJA
OG0012812	sp|Q9WV04|KIF9_MOUSE	tr|F6W9H9|F6W9H9_CALJA
OG0012813	sp|P40764|DLX2_MOUSE	tr|F6WHW1|F6WHW1_CALJA
OG0012814	sp|P53702|CCHL_MOUSE	tr|F6XSM6|F6XSM6_CALJA
OG0012815	sp|A2AVQ5|LEXM_MOUSE	tr|F6XZM1|F6XZM1_CALJA
OG0012816	sp|D3YZG8|MTD2L_MOUSE	sp|F6ZFR0|MTD2L_CALJA
OG0012817	sp|Q8VC65|NRM_MOUSE	tr|F7A2F7|F7A2F7_CALJA
OG0012818	sp|Q9JIS5|SV2A_MOUSE	tr|F7C0F3|F7C0F3_CALJA
OG0012819	sp|O55192|SC6A2_MOUSE	tr|F7HID2|F7HID2_CALJA
OG0012820	sp|Q810U5|CCD50_MOUSE	tr|F7HK83|F7HK83_CALJA
OG0012821	sp|Q99K41|EMIL1_MOUSE	tr|F7HXP5|F7HXP5_CALJA
OG0012822	sp|Q8VE70|PDC10_MOUSE	tr|F7I396|F7I396_CALJA
OG0012823	sp|Q08857|CD36_MOUSE	tr|F7I9Q6|F7I9Q6_CALJA
OG0012824	sp|Q64700|RBL2_MOUSE	tr|F7IDQ1|F7IDQ1_CALJA
OG0012825	sp|Q01097|NMDE2_MOUSE	tr|F7ILH5|F7ILH5_CALJA
OG0012826	tr|Q3TJB1|Q3TJB1_MOUSE	tr|F7INE3|F7INE3_CALJA
OG0012827	sp|Q8C3X4|GUF1_MOUSE	tr|F7IQ52|F7IQ52_CALJA
OG0012828	sp|Q7TQ62|PODN_MOUSE	tr|U3BEY0|U3BEY0_CALJA
OG0012829	tr|Q80X98|Q80X98_MOUSE	tr|U3BMD0|U3BMD0_CALJA
OG0012830	sp|Q8VDP4|CCAR2_MOUSE	tr|U3CR60|U3CR60_CALJA
OG0012831	sp|Q8CG50|RAB43_MOUSE	tr|U3D1F9|U3D1F9_CALJA
OG0012832	sp|Q9DBG7|SRPRA_MOUSE	tr|U3E4N1|U3E4N1_CALJA
OG0012833	sp|Q7TS72|IP3KC_MOUSE	tr|U3EC46|U3EC46_CALJA
OG0012834	sp|Q8VI56|LRP4_MOUSE	tr|U3EE40|U3EE40_CALJA
OG0012835	sp|Q7TMY4|THOC7_MOUSE	tr|U3EI93|U3EI93_CALJA
OG0012836	sp|Q61324|ARNT2_MOUSE	tr|U3EQI0|U3EQI0_CALJA
OG0012837	sp|Q8R4L0|SLAP2_MOUSE	tr|A0A2R8MT87|A0A2R8MT87_CALJA
OG0012838	sp|Q4KKZ1|CF107_MOUSE	tr|A0A5F4W1W3|A0A5F4W1W3_CALJA
OG0012839	sp|Q00731|VEGFA_MOUSE	tr|A0A5F4W3C5|A0A5F4W3C5_CALJA
OG0012840	tr|G3X972|G3X972_MOUSE	tr|A0A5F4W819|A0A5F4W819_CALJA
OG0012841	sp|P10605|CATB_MOUSE	tr|A0A5F4W883|A0A5F4W883_CALJA
OG0012842	sp|Q9QZE2|CLNK_MOUSE	tr|A0A5F4WD28|A0A5F4WD28_CALJA
OG0012843	sp|P28653|PGS1_MOUSE	tr|A0A5F4WEK9|A0A5F4WEK9_CALJA
OG0012844	sp|O70583|TRI18_MOUSE	tr|A0A5K1UJ45|A0A5K1UJ45_CALJA
OG0012845	sp|P36552|HEM6_MOUSE	tr|A0A8I3VYR3|A0A8I3VYR3_CALJA
OG0012846	sp|Q9Z2M7|PMM2_MOUSE	tr|A0A8I3WEB1|A0A8I3WEB1_CALJA
OG0012847	sp|Q9JL70|FANCA_MOUSE	tr|A0A8I3WKI5|A0A8I3WKI5_CALJA
OG0012848	sp|Q5SUV5|MYLK4_MOUSE	tr|A0A8I3WMC3|A0A8I3WMC3_CALJA
OG0012849	sp|Q9CZL2|F241A_MOUSE	tr|A0A8I3X7U0|A0A8I3X7U0_CALJA
OG0012850	sp|Q8BMS9|RASF2_MOUSE	tr|A0A8I4A1K1|A0A8I4A1K1_CALJA
OG0012851	sp|A2AIV2|VIR_MOUSE	tr|A0A8I4A3M5|A0A8I4A3M5_CALJA
OG0012852	sp|Q8BH16|FBXL2_MOUSE	tr|A0A8J8XBH9|A0A8J8XBH9_CALJA
OG0012853	sp|P03899|NU3M_MOUSE	tr|E1CJB6|E1CJB6_CALJA
OG0012854	sp|A2RT67|DEND3_MOUSE	tr|F6PJ85|F6PJ85_CALJA
OG0012855	sp|Q921W8|SCT1A_MOUSE	tr|F6RZQ7|F6RZQ7_CALJA
OG0012856	sp|P43006|EAA2_MOUSE	tr|F6SWJ0|F6SWJ0_CALJA
OG0012857	sp|P37913|DNLI1_MOUSE	tr|F6TWV5|F6TWV5_CALJA
OG0012858	sp|Q7TN22|TXD16_MOUSE	tr|F6UYM0|F6UYM0_CALJA
OG0012859	tr|A2APZ1|A2APZ1_MOUSE	tr|F6VD54|F6VD54_CALJA
OG0012860	sp|P32240|PE2R4_MOUSE	tr|F6VDJ8|F6VDJ8_CALJA
OG0012861	sp|Q3UGM2|NEK10_MOUSE	tr|F6VNU9|F6VNU9_CALJA
OG0012862	sp|Q9QXT1|DAPP1_MOUSE	tr|F6Y658|F6Y658_CALJA
OG0012863	sp|Q8VHA6|ASB18_MOUSE	tr|F6ZSL7|F6ZSL7_CALJA
OG0012864	tr|C3VD30|C3VD30_MOUSE	tr|F7BC83|F7BC83_CALJA
OG0012865	sp|Q99PF4|CAD23_MOUSE	tr|F7BI73|F7BI73_CALJA
OG0012866	sp|Q8C4J7|TBL3_MOUSE	tr|F7BRP9|F7BRP9_CALJA
OG0012867	sp|Q64514|TPP2_MOUSE	tr|F7BZ13|F7BZ13_CALJA
OG0012868	sp|P61982|1433G_MOUSE	tr|F7DNK1|F7DNK1_CALJA
OG0012869	sp|Q80XU3|NUCKS_MOUSE	tr|F7ET31|F7ET31_CALJA
OG0012870	sp|A6H6Q4|TKTI1_MOUSE	tr|F7GUG9|F7GUG9_CALJA
OG0012871	sp|Q02395|MTF2_MOUSE	tr|F7GVT8|F7GVT8_CALJA
OG0012872	sp|Q69ZB8|ZCHC2_MOUSE	tr|F7H1T1|F7H1T1_CALJA
OG0012873	sp|P27600|GNA12_MOUSE	tr|F7HMM5|F7HMM5_CALJA
OG0012874	sp|Q9D4K7|CC105_MOUSE	tr|F7HU58|F7HU58_CALJA
OG0012875	sp|P06798|HXA4_MOUSE	tr|F7HXA4|F7HXA4_CALJA
OG0012876	sp|Q3TX08|TRM1_MOUSE	tr|F7HZ06|F7HZ06_CALJA
OG0012877	sp|P49891|ST1E1_MOUSE	tr|F7I2I0|F7I2I0_CALJA
OG0012878	sp|G5E8A8|TEKT5_MOUSE	tr|F7I5J8|F7I5J8_CALJA
OG0012879	sp|Q9D416|AR13A_MOUSE	tr|F7I8H9|F7I8H9_CALJA
OG0012880	sp|A2ADU9|AWAT1_MOUSE	tr|F7IFD8|F7IFD8_CALJA
OG0012881	sp|P55144|TYRO3_MOUSE	tr|F7IGC0|F7IGC0_CALJA
OG0012882	sp|Q9QZ67|PPM1D_MOUSE	tr|F7IIZ4|F7IIZ4_CALJA
OG0012883	sp|Q8BV57|SRCRL_MOUSE	tr|F7IJN8|F7IJN8_CALJA
OG0012884	sp|P01731|CD8A_MOUSE	tr|Q3LRP5|Q3LRP5_CALJA
OG0012885	sp|P33610|PRI2_MOUSE	tr|U3BC63|U3BC63_CALJA
OG0012886	sp|Q9D1C9|RRP7A_MOUSE	tr|U3BYA6|U3BYA6_CALJA
OG0012887	sp|Q99J36|THUM1_MOUSE	tr|U3CQY4|U3CQY4_CALJA
OG0012888	sp|Q8BIX9|FICD_MOUSE	tr|U3D3E3|U3D3E3_CALJA
OG0012889	sp|O35955|PSB10_MOUSE	tr|U3DF12|U3DF12_CALJA
OG0012890	sp|Q4VBD9|GZF1_MOUSE	tr|U3EGX4|U3EGX4_CALJA
OG0012891	sp|Q80UN9|MOD5_MOUSE	tr|U3FSI0|U3FSI0_CALJA
OG0012892	sp|Q9EQY0|ERN1_MOUSE	tr|A0A2R8M4S3|A0A2R8M4S3_CALJA
OG0012893	sp|Q8VIH9|UR2R_MOUSE	tr|A0A2R8MIZ2|A0A2R8MIZ2_CALJA
OG0012894	sp|Q61080|FOXF1_MOUSE	tr|A0A2R8N5W2|A0A2R8N5W2_CALJA
OG0012895	tr|G3X952|G3X952_MOUSE	tr|A0A2R8NAQ1|A0A2R8NAQ1_CALJA
OG0012896	sp|Q64343|ABCG1_MOUSE	tr|A0A2R8NE30|A0A2R8NE30_CALJA
OG0012897	sp|Q9D5D8|CDYL2_MOUSE	tr|A0A2R8P6S8|A0A2R8P6S8_CALJA
OG0012898	sp|Q8BM13|NOE2_MOUSE	tr|A0A2R8PDX8|A0A2R8PDX8_CALJA
OG0012899	sp|Q7TNR6|IGS21_MOUSE	tr|A0A5F4VZW3|A0A5F4VZW3_CALJA
OG0012900	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A5F4W294|A0A5F4W294_CALJA
OG0012901	tr|Q6PGF5|Q6PGF5_MOUSE	tr|A0A5F4W299|A0A5F4W299_CALJA
OG0012902	sp|Q14B80|KCNC2_MOUSE	tr|A0A5F4W2U6|A0A5F4W2U6_CALJA
OG0012903	sp|Q9JMI0|ECEL1_MOUSE	tr|A0A5F4W9N0|A0A5F4W9N0_CALJA
OG0012904	sp|Q14B71|CDCA2_MOUSE	tr|A0A5F4WBF0|A0A5F4WBF0_CALJA
OG0012905	sp|Q64364|ARF_MOUSE	tr|A0A5F4WBH5|A0A5F4WBH5_CALJA
OG0012906	sp|Q9QUK0|CDKL2_MOUSE	tr|A0A5K1UR13|A0A5K1UR13_CALJA
OG0012907	sp|Q61102|ABCB7_MOUSE	tr|A0A8I3W3D1|A0A8I3W3D1_CALJA
OG0012908	sp|Q80TS5|ZN423_MOUSE	tr|A0A8I3WGR4|A0A8I3WGR4_CALJA
OG0012909	sp|P48722|HS74L_MOUSE	tr|A0A8I3WMV3|A0A8I3WMV3_CALJA
OG0012910	sp|Q9D0T2|DUS12_MOUSE	tr|A0A8I3WN32|A0A8I3WN32_CALJA
OG0012911	sp|Q8QZW2|FEV_MOUSE	tr|A0A8I3WNL8|A0A8I3WNL8_CALJA
OG0012912	sp|Q91XT4|SC16B_MOUSE	tr|A0A8I3WSY3|A0A8I3WSY3_CALJA
OG0012913	sp|P30557|PE2R3_MOUSE	tr|A0A8I3WXN2|A0A8I3WXN2_CALJA
OG0012914	sp|Q8VBU8|BANP_MOUSE	tr|A0A8I4A520|A0A8I4A520_CALJA
OG0012915	sp|Q08642|PADI2_MOUSE	tr|A0A8J8XQU1|A0A8J8XQU1_CALJA
OG0012916	sp|Q923Y8|TAAR1_MOUSE	tr|D2X5Q2|D2X5Q2_CALJA
OG0012917	sp|Q64205|DLX3_MOUSE	tr|F6REF2|F6REF2_CALJA
OG0012918	sp|Q99M73|KRT84_MOUSE	tr|F6SVN4|F6SVN4_CALJA
OG0012919	sp|Q6P253|DMKN_MOUSE	tr|F6SVV4|F6SVV4_CALJA
OG0012920	sp|Q571C7|BDP1_MOUSE	tr|F6T6Y6|F6T6Y6_CALJA
OG0012921	sp|Q8BQ86|CHST8_MOUSE	tr|F6TTK4|F6TTK4_CALJA
OG0012922	sp|Q3U3F9|GP160_MOUSE	tr|F6WRP2|F6WRP2_CALJA
OG0012923	sp|Q5RJI5|BRSK1_MOUSE	tr|F6X7E2|F6X7E2_CALJA
OG0012924	sp|Q5F293|ZBTB4_MOUSE	tr|F6XWV8|F6XWV8_CALJA
OG0012925	sp|Q9ERA6|TFP11_MOUSE	tr|F6YQH7|F6YQH7_CALJA
OG0012926	sp|Q8VDM6|HNRL1_MOUSE	tr|F7BZ79|F7BZ79_CALJA
OG0012927	sp|Q6XP49|GLIS3_MOUSE	tr|F7D115|F7D115_CALJA
OG0012928	sp|Q6DFV1|CNDG2_MOUSE	tr|F7DS06|F7DS06_CALJA
OG0012929	sp|Q9DC29|ABCB6_MOUSE	tr|F7E473|F7E473_CALJA
OG0012930	sp|Q75UR0|ANO5_MOUSE	tr|F7EUG3|F7EUG3_CALJA
OG0012931	sp|Q8CDU5|EFHB_MOUSE	tr|F7F2W6|F7F2W6_CALJA
OG0012932	sp|Q8BP07|TM220_MOUSE	tr|F7GN25|F7GN25_CALJA
OG0012933	sp|A2ALV5|SHOC1_MOUSE	tr|F7GWB0|F7GWB0_CALJA
OG0012934	sp|Q3UZA1|CPZIP_MOUSE	tr|F7HYP1|F7HYP1_CALJA
OG0012935	sp|Q6NZQ0|CF119_MOUSE	tr|F7I349|F7I349_CALJA
OG0012936	sp|Q80XH4|WSCD1_MOUSE	tr|F7I403|F7I403_CALJA
OG0012937	sp|Q6ZPY2|SMG5_MOUSE	tr|F7ID90|F7ID90_CALJA
OG0012938	sp|Q9WUB0|HOIL1_MOUSE	tr|F7IDR9|F7IDR9_CALJA
OG0012939	sp|Q99KK7|DPP3_MOUSE	tr|F7IIS0|F7IIS0_CALJA
OG0012940	sp|Q9D2Q2|TRM44_MOUSE	tr|F7ILM5|F7ILM5_CALJA
OG0012941	sp|Q80SY6|ADAL_MOUSE	tr|F7ILW9|F7ILW9_CALJA
OG0012942	sp|Q8VE99|CC115_MOUSE	tr|F7IPU7|F7IPU7_CALJA
OG0012943	sp|Q3UZP0|MALD2_MOUSE	tr|F7IR90|F7IR90_CALJA
OG0012944	sp|Q8C025|CHPT1_MOUSE	tr|F7ISX5|F7ISX5_CALJA
OG0012945	sp|Q5NBU8|XAF1_MOUSE	tr|H9KX90|H9KX90_CALJA
OG0012946	sp|P01590|IL2RA_MOUSE	tr|Q19LH5|Q19LH5_CALJA
OG0012947	tr|Q8VBZ2|Q8VBZ2_MOUSE	tr|U3BK90|U3BK90_CALJA
OG0012948	sp|Q6PDX6|RN220_MOUSE	tr|U3CBL6|U3CBL6_CALJA
OG0012949	sp|Q9D7R2|PMEPA_MOUSE	tr|U3CP80|U3CP80_CALJA
OG0012950	sp|Q9CX56|PSMD8_MOUSE	tr|U3DPY5|U3DPY5_CALJA
OG0012951	sp|Q80TE3|MARH4_MOUSE	tr|U3DXK9|U3DXK9_CALJA
OG0012952	sp|Q80YE7|DAPK1_MOUSE	tr|U3EA50|U3EA50_CALJA
OG0012953	sp|Q9CQT7|DESI1_MOUSE	tr|U3EEA7|U3EEA7_CALJA
OG0012954	sp|Q8K3A6|ARMX6_MOUSE	tr|U3F0X7|U3F0X7_CALJA
OG0012955	sp|Q9CQY7|PAQRB_MOUSE	tr|A0A2R8MEW0|A0A2R8MEW0_CALJA
OG0012956	sp|A2VDH3|LRC38_MOUSE	tr|A0A2R8MTD9|A0A2R8MTD9_CALJA
OG0012957	sp|Q3UPR9|SBSPO_MOUSE	tr|A0A2R8P0V2|A0A2R8P0V2_CALJA
OG0012958	sp|Q8K4K6|PANK1_MOUSE	tr|A0A5F4VT16|A0A5F4VT16_CALJA
OG0012959	sp|Q80U59|K0232_MOUSE	tr|A0A5F4VU74|A0A5F4VU74_CALJA
OG0012960	sp|P69525|TMPS9_MOUSE	tr|A0A5F4W131|A0A5F4W131_CALJA
OG0012961	tr|G5E8K1|G5E8K1_MOUSE	tr|A0A5F4WAR7|A0A5F4WAR7_CALJA
OG0012962	sp|Q80VM3|TTC29_MOUSE	tr|A0A5F4WDX0|A0A5F4WDX0_CALJA
OG0012963	sp|Q7TPG6|TAFA3_MOUSE	tr|A0A5F4WKE9|A0A5F4WKE9_CALJA
OG0012964	sp|Q9WV34|MPP2_MOUSE	tr|A0A5F4WME0|A0A5F4WME0_CALJA
OG0012965	sp|Q6PGC1|DHX29_MOUSE	tr|A0A5K1UVN2|A0A5K1UVN2_CALJA
OG0012966	sp|P52801|EFNA2_MOUSE	tr|A0A8I3W6D3|A0A8I3W6D3_CALJA
OG0012967	sp|Q6P6I6|GRL1A_MOUSE	tr|A0A8I3WDP6|A0A8I3WDP6_CALJA
OG0012968	sp|Q8R2F2|DEGS2_MOUSE	tr|A0A8I3WE19|A0A8I3WE19_CALJA
OG0012969	sp|Q8R1B4|EIF3C_MOUSE	tr|A0A8I3WJN3|A0A8I3WJN3_CALJA
OG0012970	sp|Q3UH93|PLXD1_MOUSE	tr|A0A8I3WKA7|A0A8I3WKA7_CALJA
OG0012971	sp|Q9QY48|DNS2B_MOUSE	tr|A0A8I3WKY6|A0A8I3WKY6_CALJA
OG0012972	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A8I3WLW1|A0A8I3WLW1_CALJA
OG0012973	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A8I3WRB8|A0A8I3WRB8_CALJA
OG0012974	sp|Q8BYK8|ZC3H6_MOUSE	tr|A0A8I3WVW0|A0A8I3WVW0_CALJA
OG0012975	sp|Q80T32|AGRD1_MOUSE	tr|A0A8I3WX61|A0A8I3WX61_CALJA
OG0012976	sp|Q8CFV4|NRN1_MOUSE	tr|A0A8I3WY63|A0A8I3WY63_CALJA
OG0012977	sp|P41731|CD63_MOUSE	tr|A0A8I4A1A2|A0A8I4A1A2_CALJA
OG0012978	sp|Q7TPW1|NEXN_MOUSE	tr|A0A8J8XWC5|A0A8J8XWC5_CALJA
OG0012979	sp|Q8BGT0|OSTM1_MOUSE	tr|B0KWH3|B0KWH3_CALJA
OG0012980	sp|P00848|ATP6_MOUSE	tr|E1CJB4|E1CJB4_CALJA
OG0012981	sp|O35400|ST2B1_MOUSE	tr|F6QAS4|F6QAS4_CALJA
OG0012982	sp|A2AJA7|AEGP_MOUSE	tr|F6QRN8|F6QRN8_CALJA
OG0012983	sp|Q80TF3|PCD19_MOUSE	tr|F6R5X0|F6R5X0_CALJA
OG0012984	sp|Q3URK1|CC190_MOUSE	tr|F6R7S4|F6R7S4_CALJA
OG0012985	sp|Q9DC40|TELO2_MOUSE	tr|F6RHQ8|F6RHQ8_CALJA
OG0012986	sp|Q8CE46|PUS7L_MOUSE	tr|F6S2V2|F6S2V2_CALJA
OG0012987	sp|Q9CYR0|SSBP_MOUSE	tr|F6UY73|F6UY73_CALJA
OG0012988	sp|Q99J25|MRM1_MOUSE	tr|F6XRY9|F6XRY9_CALJA
OG0012989	sp|Q99JB8|PACN3_MOUSE	tr|F6YHC0|F6YHC0_CALJA
OG0012990	sp|Q8BGF9|S2544_MOUSE	tr|F7BUC7|F7BUC7_CALJA
OG0012991	sp|Q8CI71|VPS50_MOUSE	tr|F7DIS6|F7DIS6_CALJA
OG0012992	sp|Q61457|CCNE1_MOUSE	tr|F7EA63|F7EA63_CALJA
OG0012993	sp|Q80UG5|SEPT9_MOUSE	tr|F7EI46|F7EI46_CALJA
OG0012994	sp|Q01822|HXD1_MOUSE	tr|F7EML3|F7EML3_CALJA
OG0012995	sp|Q9CQT6|CJ082_MOUSE	tr|F7FBU4|F7FBU4_CALJA
OG0012996	sp|P04235|CD3D_MOUSE	tr|F7FPY7|F7FPY7_CALJA
OG0012997	sp|O35874|SATT_MOUSE	tr|F7FQH5|F7FQH5_CALJA
OG0012998	sp|Q80U38|KHNYN_MOUSE	tr|F7G0B9|F7G0B9_CALJA
OG0012999	sp|Q8BSK8|KS6B1_MOUSE	tr|F7GCV0|F7GCV0_CALJA
OG0013000	sp|Q9ER65|CSTN2_MOUSE	tr|F7GNK3|F7GNK3_CALJA
OG0013001	sp|Q64505|CP7A1_MOUSE	tr|F7HJP5|F7HJP5_CALJA
OG0013002	sp|Q5XG73|ACBD5_MOUSE	tr|F7HMA4|F7HMA4_CALJA
OG0013003	sp|Q924Z6|XPO6_MOUSE	tr|F7HX34|F7HX34_CALJA
OG0013004	sp|Q80V94|AP4E1_MOUSE	tr|F7HXS2|F7HXS2_CALJA
OG0013005	sp|O35973|PER1_MOUSE	tr|F7I4E0|F7I4E0_CALJA
OG0013006	sp|P55271|CDN2B_MOUSE	tr|F7I6R0|F7I6R0_CALJA
OG0013007	sp|P00536|MOS_MOUSE	tr|F7INI9|F7INI9_CALJA
OG0013008	sp|Q9CR25|DPH2_MOUSE	tr|H9KWK0|H9KWK0_CALJA
OG0013009	sp|P59470|RPC2_MOUSE	tr|U3FGH0|U3FGH0_CALJA
OG0013010	sp|Q9JM99|PRG4_MOUSE	tr|A0A2R8M4U2|A0A2R8M4U2_CALJA
OG0013011	sp|Q8C176|TAF2_MOUSE	tr|A0A2R8M5E1|A0A2R8M5E1_CALJA
OG0013012	sp|Q9JLC3|MSRB1_MOUSE	tr|A0A2R8MDY4|A0A2R8MDY4_CALJA
OG0013013	sp|P80560|PTPR2_MOUSE	tr|A0A2R8N2Z0|A0A2R8N2Z0_CALJA
OG0013014	sp|P35969|VGFR1_MOUSE	tr|A0A2R8NAM6|A0A2R8NAM6_CALJA
OG0013015	sp|Q9D6Z0|ALKB7_MOUSE	tr|A0A2R8PEI9|A0A2R8PEI9_CALJA
OG0013016	tr|Q9DAY6|Q9DAY6_MOUSE	tr|A0A5F4VWK2|A0A5F4VWK2_CALJA
OG0013017	sp|A2AKB4|FRPD1_MOUSE	tr|A0A5F4W251|A0A5F4W251_CALJA
OG0013018	sp|Q00724|RET4_MOUSE	tr|A0A5F4W2Z1|A0A5F4W2Z1_CALJA
OG0013019	sp|O70468|MYPC3_MOUSE	tr|A0A5F4W6M3|A0A5F4W6M3_CALJA
OG0013020	sp|Q99MT6|SUCR1_MOUSE	tr|A0A5F4W8U5|A0A5F4W8U5_CALJA
OG0013021	tr|Q8VGB4|Q8VGB4_MOUSE	tr|A0A5F4WEG5|A0A5F4WEG5_CALJA
OG0013022	sp|Q6NT99|DUS23_MOUSE	tr|A0A8I3VVX3|A0A8I3VVX3_CALJA
OG0013023	sp|Q61409|PDE3B_MOUSE	tr|A0A8I3VXE6|A0A8I3VXE6_CALJA
OG0013024	sp|Q5SSW2|PSME4_MOUSE	tr|A0A8I3VY39|A0A8I3VY39_CALJA
OG0013025	sp|O09061|PSB1_MOUSE	tr|A0A8I3W5Y8|A0A8I3W5Y8_CALJA
OG0013026	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A8I3WIV6|A0A8I3WIV6_CALJA
OG0013027	sp|Q9JJF9|SPP2A_MOUSE	tr|A0A8I3WJM1|A0A8I3WJM1_CALJA
OG0013028	sp|A0JNT9|BICL1_MOUSE	tr|A0A8I3WNP5|A0A8I3WNP5_CALJA
OG0013029	sp|Q9Z109|VSIG2_MOUSE	tr|A0A8I3X208|A0A8I3X208_CALJA
OG0013030	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A8I3X5T3|A0A8I3X5T3_CALJA
OG0013031	sp|F6XLV1|CRCC2_MOUSE	tr|A0A8I3X8T3|A0A8I3X8T3_CALJA
OG0013032	sp|Q8BH50|CR025_MOUSE	tr|A0A8I4A5C2|A0A8I4A5C2_CALJA
OG0013033	sp|P54265|DMPK_MOUSE	tr|A0A8J8XVY9|A0A8J8XVY9_CALJA
OG0013034	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A8J8YA72|A0A8J8YA72_CALJA
OG0013035	tr|Q9Z0L6|Q9Z0L6_MOUSE	tr|F6SNK6|F6SNK6_CALJA
OG0013036	sp|A2AA28|MET23_MOUSE	tr|F6TLR1|F6TLR1_CALJA
OG0013037	sp|O08650|HYAS3_MOUSE	tr|F6UGG5|F6UGG5_CALJA
OG0013038	sp|Q5EBP3|ARMC5_MOUSE	tr|F6WK11|F6WK11_CALJA
OG0013039	sp|P59268|ZDHC9_MOUSE	tr|F6WQ06|F6WQ06_CALJA
