Orthogroup	Mus_musculus	Ursus_americanus
OG0005740	sp|Q8BFT2|HAUS4_MOUSE	tr|A0A452QX67|A0A452QX67_URSAM
OG0005741	sp|Q8BIZ6|SNIP1_MOUSE	tr|A0A452RG33|A0A452RG33_URSAM
OG0005742	sp|Q8BKF1|RPOM_MOUSE	tr|A0A452S012|A0A452S012_URSAM
OG0005743	sp|Q8BYR1|TYW4_MOUSE	tr|A0A452SEX8|A0A452SEX8_URSAM
OG0005744	sp|Q8C0E2|VP26B_MOUSE	tr|A0A452SGF3|A0A452SGF3_URSAM
OG0005745	sp|Q8C7G5|APOA5_MOUSE	tr|A0A452S106|A0A452S106_URSAM
OG0005746	sp|Q8CDM4|CCD73_MOUSE	tr|A0A452QSY5|A0A452QSY5_URSAM
OG0005747	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A452RNR4|A0A452RNR4_URSAM
OG0005748	sp|Q8CI66|STML1_MOUSE	tr|A0A452SKZ7|A0A452SKZ7_URSAM
OG0005749	sp|Q8K0G8|ESRP2_MOUSE	tr|A0A452RMA7|A0A452RMA7_URSAM
OG0005750	sp|Q8K0L9|ZBT20_MOUSE	tr|A0A452QKC6|A0A452QKC6_URSAM
OG0005751	sp|Q8K1N2|PHLB2_MOUSE	tr|A0A452Q7X6|A0A452Q7X6_URSAM
OG0005752	sp|Q8K2B3|SDHA_MOUSE	tr|A0A452S969|A0A452S969_URSAM
OG0005753	sp|Q8K327|CHAP1_MOUSE	tr|A0A452RIZ8|A0A452RIZ8_URSAM
OG0005754	sp|Q8R3A2|CDPF1_MOUSE	tr|A0A452QEF2|A0A452QEF2_URSAM
OG0005755	sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A452SCS4|A0A452SCS4_URSAM
OG0005756	sp|Q8R4F1|NTNG2_MOUSE	tr|A0A452QJH0|A0A452QJH0_URSAM
OG0005757	sp|Q8VCH6|DHC24_MOUSE	tr|A0A452R5S0|A0A452R5S0_URSAM
OG0005758	sp|Q91V01|MBOA5_MOUSE	tr|A0A452SRN6|A0A452SRN6_URSAM
OG0005759	sp|Q99N92|RM27_MOUSE	tr|A0A452R6N3|A0A452R6N3_URSAM
OG0005760	sp|Q99PG6|TS1R1_MOUSE	tr|A0A452QV94|A0A452QV94_URSAM
OG0005761	sp|Q9CR98|F136A_MOUSE	tr|A0A452SMT6|A0A452SMT6_URSAM
OG0005762	sp|Q9CWQ2|ZSWM7_MOUSE	tr|A0A452S084|A0A452S084_URSAM
OG0005763	sp|Q9D4H7|LONF3_MOUSE	tr|A0A452SRQ6|A0A452SRQ6_URSAM
OG0005764	sp|Q9D7X3|DUS3_MOUSE	tr|A0A452RUC6|A0A452RUC6_URSAM
OG0005765	sp|Q9D9I1|TEX43_MOUSE	tr|A0A452QQG0|A0A452QQG0_URSAM
OG0005766	sp|Q9ERG0|LIMA1_MOUSE	tr|A0A452S640|A0A452S640_URSAM
OG0005767	sp|Q9JHX6|ALLC_MOUSE	tr|A0A452QQW1|A0A452QQW1_URSAM
OG0005768	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A452STC0|A0A452STC0_URSAM
OG0005769	sp|Q9Z0H3|SNF5_MOUSE	tr|A0A452R4V6|A0A452R4V6_URSAM
OG0005770	sp|A0A5K7RLP0|MEIOS_MOUSE	tr|A0A452S942|A0A452S942_URSAM
OG0005771	sp|A2A5N8|LMBL1_MOUSE	tr|A0A452R7T6|A0A452R7T6_URSAM
OG0005772	sp|A2A863|ITB4_MOUSE	tr|A0A452QFU7|A0A452QFU7_URSAM
OG0005773	sp|A4Q9F3|TTL10_MOUSE	tr|A0A452RTL4|A0A452RTL4_URSAM
OG0005774	sp|E9Q343|G137C_MOUSE	tr|A0A452SCI2|A0A452SCI2_URSAM
OG0005775	tr|E9Q3G8|E9Q3G8_MOUSE	tr|A0A452RK29|A0A452RK29_URSAM
OG0005776	sp|E9QA62|LMOD3_MOUSE	tr|A0A452RVR8|A0A452RVR8_URSAM
OG0005777	sp|O08633|KRA81_MOUSE	tr|A0A452R8L3|A0A452R8L3_URSAM
OG0005778	sp|O54910|IKBE_MOUSE	tr|A0A452RPM4|A0A452RPM4_URSAM
OG0005779	sp|O89101|FGF18_MOUSE	tr|A0A452SE71|A0A452SE71_URSAM
OG0005780	sp|O89114|DNJB5_MOUSE	tr|A0A452SGT1|A0A452SGT1_URSAM
OG0005781	sp|P03940|CP21A_MOUSE	tr|A0A452SA56|A0A452SA56_URSAM
OG0005782	sp|P0C673|IGS11_MOUSE	tr|A0A452RYR5|A0A452RYR5_URSAM
OG0005783	sp|P23299|KCNE1_MOUSE	tr|A0A452RIH6|A0A452RIH6_URSAM
OG0005784	sp|P46660|AINX_MOUSE	tr|A0A452SW43|A0A452SW43_URSAM
OG0005785	sp|P62852|RS25_MOUSE	tr|A0A452SUE6|A0A452SUE6_URSAM
OG0005786	sp|P63216|GBG3_MOUSE	tr|A0A452SN70|A0A452SN70_URSAM
OG0005787	sp|P70362|UFD1_MOUSE	tr|A0A452QU71|A0A452QU71_URSAM
OG0005788	sp|P70399|TP53B_MOUSE	tr|A0A452S6Q1|A0A452S6Q1_URSAM
OG0005789	sp|Q08639|TFDP1_MOUSE	tr|A0A452QPX2|A0A452QPX2_URSAM
OG0005790	sp|Q11011|PSA_MOUSE	tr|A0A452SKU3|A0A452SKU3_URSAM
OG0005791	sp|Q149C2|MIPT3_MOUSE	tr|A0A452RB41|A0A452RB41_URSAM
OG0005792	sp|Q3TDN0|DISP1_MOUSE	tr|A0A452S6L6|A0A452S6L6_URSAM
OG0005793	sp|Q3UW31|PATE2_MOUSE	tr|A0A452R4L2|A0A452R4L2_URSAM
OG0005794	sp|Q61124|CLN3_MOUSE	tr|A0A452R2L3|A0A452R2L3_URSAM
OG0005795	sp|Q6PHB0|I20RA_MOUSE	tr|A0A452RSH0|A0A452RSH0_URSAM
OG0005796	sp|Q6PIX5|RHDF1_MOUSE	tr|A0A452RFA3|A0A452RFA3_URSAM
OG0005797	sp|Q8BHE0|PRR11_MOUSE	tr|A0A452QI60|A0A452QI60_URSAM
OG0005798	sp|Q8BLJ3|PLCX3_MOUSE	tr|A0A452SD86|A0A452SD86_URSAM
OG0005799	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A452QS29|A0A452QS29_URSAM
OG0005800	sp|Q8C6S9|CFA54_MOUSE	tr|A0A452QVD9|A0A452QVD9_URSAM
OG0005801	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A452QVX1|A0A452QVX1_URSAM
OG0005802	sp|Q8K0L0|ASB2_MOUSE	tr|A0A452SI96|A0A452SI96_URSAM
OG0005803	sp|Q8K3X6|ANS4B_MOUSE	tr|A0A452QKK9|A0A452QKK9_URSAM
OG0005804	sp|Q8R4E6|PURG_MOUSE	tr|A0A452S647|A0A452S647_URSAM
OG0005805	sp|Q8VBW8|TTC36_MOUSE	tr|A0A452QVS5|A0A452QVS5_URSAM
OG0005806	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A452SRP0|A0A452SRP0_URSAM
OG0005807	sp|Q8VCU0|ANGE1_MOUSE	tr|A0A452R8D6|A0A452R8D6_URSAM
OG0005808	tr|Q8VF69|Q8VF69_MOUSE	tr|A0A452RHH4|A0A452RHH4_URSAM
OG0005809	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A452R4A6|A0A452R4A6_URSAM
OG0005810	sp|Q91WJ8|FUBP1_MOUSE	tr|A0A452QLK5|A0A452QLK5_URSAM
OG0005811	sp|Q91WU4|TMCO4_MOUSE	tr|A0A452QNI3|A0A452QNI3_URSAM
OG0005812	sp|Q99KW3|TARA_MOUSE	tr|A0A452S383|A0A452S383_URSAM
OG0005813	tr|Q9CQ14|Q9CQ14_MOUSE	tr|A0A452RED6|A0A452RED6_URSAM
OG0005814	sp|Q9CQE7|ERGI3_MOUSE	tr|A0A452QVA2|A0A452QVA2_URSAM
OG0005815	sp|Q9CQQ4|GEMI2_MOUSE	tr|A0A452S7P5|A0A452S7P5_URSAM
OG0005816	sp|Q9CRB8|MTFP1_MOUSE	tr|A0A452QR09|A0A452QR09_URSAM
OG0005817	sp|Q9D0A3|ARPIN_MOUSE	tr|A0A452QNW2|A0A452QNW2_URSAM
OG0005818	sp|Q9D3V1|DRC10_MOUSE	tr|A0A452SWU3|A0A452SWU3_URSAM
OG0005819	sp|Q9EQ16|CXCR6_MOUSE	tr|A0A452QC39|A0A452QC39_URSAM
OG0005820	sp|Q9JJ80|RPF2_MOUSE	tr|A0A452RE05|A0A452RE05_URSAM
OG0005821	sp|Q9QXT0|CNPY2_MOUSE	tr|A0A452SQV8|A0A452SQV8_URSAM
OG0005822	sp|Q9WTX6|CUL1_MOUSE	tr|A0A452S9D3|A0A452S9D3_URSAM
OG0005823	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A452R0U0|A0A452R0U0_URSAM
OG0005824	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A452R7K2|A0A452R7K2_URSAM
OG0005825	sp|A2RSY6|TRM1L_MOUSE	tr|A0A452S4U0|A0A452S4U0_URSAM
OG0005827	sp|E9Q309|CE350_MOUSE	tr|A0A452S122|A0A452S122_URSAM
OG0005828	tr|E9Q545|E9Q545_MOUSE	tr|A0A452SG52|A0A452SG52_URSAM
OG0005829	sp|O54692|ZW10_MOUSE	tr|A0A452RU95|A0A452RU95_URSAM
OG0005830	sp|P01582|IL1A_MOUSE	tr|A0A452SK12|A0A452SK12_URSAM
OG0005831	sp|P0C5K0|SBK3_MOUSE	tr|A0A452RZ74|A0A452RZ74_URSAM
OG0005832	sp|P23506|PIMT_MOUSE	tr|A0A452QNF9|A0A452QNF9_URSAM
OG0005833	sp|P23683|EVX1_MOUSE	tr|A0A452RQS7|A0A452RQS7_URSAM
OG0005834	sp|P40630|TFAM_MOUSE	tr|A0A452Q8H7|A0A452Q8H7_URSAM
OG0005835	sp|P51949|MAT1_MOUSE	tr|A0A452RS21|A0A452RS21_URSAM
OG0005836	sp|Q3UW12|CNGA4_MOUSE	tr|A0A452SFU2|A0A452SFU2_URSAM
OG0005837	sp|Q64213|SF01_MOUSE	tr|A0A452R8D9|A0A452R8D9_URSAM
OG0005838	sp|Q6IRU7|CEP78_MOUSE	tr|A0A452QVY8|A0A452QVY8_URSAM
OG0005839	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A452S9B4|A0A452S9B4_URSAM
OG0005840	sp|Q6PFD6|KI18B_MOUSE	tr|A0A452Q7U6|A0A452Q7U6_URSAM
OG0005841	sp|Q80U38|KHNYN_MOUSE	tr|A0A452QRS0|A0A452QRS0_URSAM
OG0005842	sp|Q8BGB8|COQ4_MOUSE	tr|A0A452S234|A0A452S234_URSAM
OG0005843	sp|Q8BW11|PRS58_MOUSE	tr|A0A452RWI8|A0A452RWI8_URSAM
OG0005844	sp|Q8C854|MYEF2_MOUSE	tr|A0A452S1G0|A0A452S1G0_URSAM
OG0005845	tr|Q8CFX3|Q8CFX3_MOUSE	tr|A0A452SGY6|A0A452SGY6_URSAM
OG0005846	sp|Q8CG65|SSPO_MOUSE	tr|A0A452SD83|A0A452SD83_URSAM
OG0005847	sp|Q8CI71|VPS50_MOUSE	tr|A0A452R4S7|A0A452R4S7_URSAM
OG0005848	sp|Q8K0B3|LRC66_MOUSE	tr|A0A452SID4|A0A452SID4_URSAM
OG0005849	sp|Q8K2X2|RBM48_MOUSE	tr|A0A452Q7K5|A0A452Q7K5_URSAM
OG0005850	sp|Q8K3W3|CASC3_MOUSE	tr|A0A452RJU3|A0A452RJU3_URSAM
OG0005851	sp|Q8VC56|RNF8_MOUSE	tr|A0A452Q7D1|A0A452Q7D1_URSAM
OG0005852	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A452RF20|A0A452RF20_URSAM
OG0005853	sp|Q91VC7|PP14A_MOUSE	tr|A0A452RFM5|A0A452RFM5_URSAM
OG0005854	tr|Q91XW9|Q91XW9_MOUSE	tr|A0A452SWQ6|A0A452SWQ6_URSAM
OG0005855	sp|Q91ZF0|DJC24_MOUSE	tr|A0A452SL25|A0A452SL25_URSAM
OG0005856	sp|Q99JF8|PSIP1_MOUSE	tr|A0A452RAT9|A0A452RAT9_URSAM
OG0005857	sp|Q99JX1|TAF11_MOUSE	tr|A0A452RG09|A0A452RG09_URSAM
OG0005858	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A452RB96|A0A452RB96_URSAM
OG0005859	sp|Q99L48|NMD3_MOUSE	tr|A0A452QZR7|A0A452QZR7_URSAM
OG0005860	sp|Q99LC3|NDUAA_MOUSE	tr|A0A452SC63|A0A452SC63_URSAM
OG0005861	sp|Q99MK9|RASF1_MOUSE	tr|A0A452SWL6|A0A452SWL6_URSAM
OG0005862	sp|Q99P21|MUTYH_MOUSE	tr|A0A452RT92|A0A452RT92_URSAM
OG0005863	sp|Q9CQR2|RS21_MOUSE	tr|A0A452SWS3|A0A452SWS3_URSAM
OG0005864	sp|Q9CR59|G45IP_MOUSE	tr|A0A452R340|A0A452R340_URSAM
OG0005865	sp|Q9CWB5|PGPIL_MOUSE	tr|A0A452R7V9|A0A452R7V9_URSAM
OG0005866	sp|Q9D270|ZDH21_MOUSE	tr|A0A452SBH3|A0A452SBH3_URSAM
OG0005867	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A452SRQ5|A0A452SRQ5_URSAM
OG0005868	sp|Q9DAM9|FANK1_MOUSE	tr|A0A452RP05|A0A452RP05_URSAM
OG0005869	sp|Q9ER75|IRX6_MOUSE	tr|A0A452SBT0|A0A452SBT0_URSAM
OG0005870	sp|Q9ESL4|M3K20_MOUSE	tr|A0A452SG48|A0A452SG48_URSAM
OG0005871	sp|Q9JHF7|HPGDS_MOUSE	tr|A0A452S9X9|A0A452S9X9_URSAM
OG0005872	sp|Q9JIX8|ACINU_MOUSE	tr|A0A452SHH3|A0A452SHH3_URSAM
OG0005873	sp|Q9QXP4|DONS_MOUSE	tr|A0A452RJ06|A0A452RJ06_URSAM
OG0005874	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A452QIQ0|A0A452QIQ0_URSAM
OG0005875	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A452SFF1|A0A452SFF1_URSAM
OG0005876	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A452SUY4|A0A452SUY4_URSAM
OG0005877	tr|A0A1B0GRV7|A0A1B0GRV7_MOUSE	tr|A0A452Q9H4|A0A452Q9H4_URSAM
OG0005878	tr|A0A1W2P740|A0A1W2P740_MOUSE	tr|A0A452S6D3|A0A452S6D3_URSAM
OG0005879	sp|A3KGA4|TCAL7_MOUSE	tr|A0A452QWJ9|A0A452QWJ9_URSAM
OG0005880	sp|B5TVM2|ILDR2_MOUSE	tr|A0A452RVN7|A0A452RVN7_URSAM
OG0005881	sp|O89032|SPD2A_MOUSE	tr|A0A452RUK8|A0A452RUK8_URSAM
OG0005882	sp|P33587|PROC_MOUSE	tr|A0A452R9Y6|A0A452R9Y6_URSAM
OG0005883	sp|P36916|GNL1_MOUSE	tr|A0A452QU73|A0A452QU73_URSAM
OG0005884	sp|P47877|IBP2_MOUSE	tr|A0A452QLB5|A0A452QLB5_URSAM
OG0005885	sp|P63157|BARH1_MOUSE	tr|A0A452SIZ8|A0A452SIZ8_URSAM
OG0005886	sp|P70315|WASP_MOUSE	tr|A0A452S8M8|A0A452S8M8_URSAM
OG0005887	sp|P81269|ATF1_MOUSE	tr|A0A452RCF6|A0A452RCF6_URSAM
OG0005888	sp|P97386|DNLI3_MOUSE	tr|A0A452SDN0|A0A452SDN0_URSAM
OG0005889	sp|P97461|RS5_MOUSE	tr|A0A452RZ82|A0A452RZ82_URSAM
OG0005890	sp|Q0VDT2|ZN367_MOUSE	tr|A0A452QVC4|A0A452QVC4_URSAM
OG0005891	sp|Q1H9T6|TZAP_MOUSE	tr|A0A452QVH3|A0A452QVH3_URSAM
OG0005892	sp|Q3UW43|SG11B_MOUSE	tr|A0A452RP61|A0A452RP61_URSAM
OG0005893	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A452RCC6|A0A452RCC6_URSAM
OG0005894	tr|Q497Y9|Q497Y9_MOUSE	tr|A0A452SRE2|A0A452SRE2_URSAM
OG0005895	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A452RJN8|A0A452RJN8_URSAM
OG0005896	sp|Q5ND52|MRM3_MOUSE	tr|A0A452REP6|A0A452REP6_URSAM
OG0005897	sp|Q64092|TFE3_MOUSE	tr|A0A452SQA9|A0A452SQA9_URSAM
OG0005898	sp|Q6PE87|CF206_MOUSE	tr|A0A452RD18|A0A452RD18_URSAM
OG0005899	sp|Q762D5|S35D2_MOUSE	tr|A0A452QSE8|A0A452QSE8_URSAM
OG0005900	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A452QYW5|A0A452QYW5_URSAM
OG0005901	sp|Q8BLG2|LPAR4_MOUSE	tr|A0A452RYY4|A0A452RYY4_URSAM
OG0005902	sp|Q8BVE3|VATH_MOUSE	tr|A0A452SKG9|A0A452SKG9_URSAM
OG0005903	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A452QZB1|A0A452QZB1_URSAM
OG0005904	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A452QYX7|A0A452QYX7_URSAM
OG0005905	sp|Q8K004|SPAT2_MOUSE	tr|A0A452SQF0|A0A452SQF0_URSAM
OG0005906	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A452SQM4|A0A452SQM4_URSAM
OG0005907	sp|Q8VCC1|PGDH_MOUSE	tr|A0A452S7M0|A0A452S7M0_URSAM
OG0005908	sp|Q8VIM6|STRC_MOUSE	tr|A0A452RIT4|A0A452RIT4_URSAM
OG0005909	sp|Q91W61|FXL15_MOUSE	tr|A0A452QWF2|A0A452QWF2_URSAM
OG0005910	sp|Q922L6|NELFD_MOUSE	tr|A0A452S8G5|A0A452S8G5_URSAM
OG0005911	sp|Q99JY1|TIRAP_MOUSE	tr|A0A452QLU2|A0A452QLU2_URSAM
OG0005912	sp|Q99ME6|AT1B4_MOUSE	tr|A0A452QIL8|A0A452QIL8_URSAM
OG0005913	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A452QXA3|A0A452QXA3_URSAM
OG0005914	sp|Q9CQS6|GKN2_MOUSE	tr|A0A452RB75|A0A452RB75_URSAM
OG0005915	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A452R9U1|A0A452R9U1_URSAM
OG0005916	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A452S6R3|A0A452S6R3_URSAM
OG0005917	sp|Q9D1P0|RM13_MOUSE	tr|A0A452R153|A0A452R153_URSAM
OG0005918	sp|Q9D304|RN128_MOUSE	tr|A0A452RSA0|A0A452RSA0_URSAM
OG0005919	sp|Q9D9D5|TMC5A_MOUSE	tr|A0A452RS64|A0A452RS64_URSAM
OG0005920	sp|Q9D9S2|TM225_MOUSE	tr|A0A452RZD6|A0A452RZD6_URSAM
OG0005921	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A452R3X9|A0A452R3X9_URSAM
OG0005922	sp|Q9DCU6|RM04_MOUSE	tr|A0A452S2L3|A0A452S2L3_URSAM
OG0005923	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A452QR93|A0A452QR93_URSAM
OG0005924	sp|Q9ERR8|ZN319_MOUSE	tr|A0A452RQA4|A0A452RQA4_URSAM
OG0005925	sp|Q9ET30|TM9S3_MOUSE	tr|A0A452S455|A0A452S455_URSAM
OG0005926	sp|Q9JHS4|CLPX_MOUSE	tr|A0A452RQQ1|A0A452RQQ1_URSAM
OG0005927	sp|Q9JJ93|CN119_MOUSE	tr|A0A452SHK0|A0A452SHK0_URSAM
OG0005928	sp|Q9QWI6|SRCN1_MOUSE	tr|A0A452SWB3|A0A452SWB3_URSAM
OG0005929	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A452QBM1|A0A452QBM1_URSAM
OG0005930	sp|Q9QYX7|PCLO_MOUSE	tr|A0A452QZD5|A0A452QZD5_URSAM
OG0005931	sp|Q9WUT7|CCR9_MOUSE	tr|A0A452QCW6|A0A452QCW6_URSAM
OG0005932	sp|Q9WV69|DEMA_MOUSE	tr|A0A452QEA3|A0A452QEA3_URSAM
OG0005933	sp|Q9Z0J1|RECK_MOUSE	tr|A0A452SPD9|A0A452SPD9_URSAM
OG0005934	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A452RWL1|A0A452RWL1_URSAM
OG0005935	sp|E9Q816|CP2W1_MOUSE	tr|A0A452SR91|A0A452SR91_URSAM
OG0005936	sp|O08811|ERCC2_MOUSE	tr|A0A452S230|A0A452S230_URSAM
OG0005937	sp|O09108|LSHB_MOUSE	tr|A0A452R4M1|A0A452R4M1_URSAM
OG0005938	sp|P29594|CASP2_MOUSE	tr|A0A452S1N1|A0A452S1N1_URSAM
OG0005939	sp|P30355|AL5AP_MOUSE	tr|A0A452S1Z2|A0A452S1Z2_URSAM
OG0005940	sp|P55194|3BP1_MOUSE	tr|A0A452S341|A0A452S341_URSAM
OG0005941	sp|P56873|ZNRD2_MOUSE	tr|A0A452S4H6|A0A452S4H6_URSAM
OG0005942	sp|P97372|PSME2_MOUSE	tr|A0A452SFW8|A0A452SFW8_URSAM
OG0005943	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A452QBT3|A0A452QBT3_URSAM
OG0005944	sp|Q3UHG7|DEN11_MOUSE	tr|A0A452S417|A0A452S417_URSAM
OG0005945	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A452QNR3|A0A452QNR3_URSAM
OG0005946	sp|Q3URE8|CTXN2_MOUSE	tr|A0A452S1E7|A0A452S1E7_URSAM
OG0005947	sp|Q3V125|CC110_MOUSE	tr|A0A452RHU6|A0A452RHU6_URSAM
OG0005948	sp|Q4JK59|TET2_MOUSE	tr|A0A452ST96|A0A452ST96_URSAM
OG0005950	sp|Q61670|HLX_MOUSE	tr|A0A452SN17|A0A452SN17_URSAM
OG0005951	sp|Q66JT1|LRC8E_MOUSE	tr|A0A452S6M4|A0A452S6M4_URSAM
OG0005952	sp|Q68ED7|CRTC1_MOUSE	tr|A0A452SUM4|A0A452SUM4_URSAM
OG0005953	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A452RSQ7|A0A452RSQ7_URSAM
OG0005954	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A452QSY4|A0A452QSY4_URSAM
OG0005955	sp|Q80VN0|CP100_MOUSE	tr|A0A452QMV7|A0A452QMV7_URSAM
OG0005957	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A452SIW5|A0A452SIW5_URSAM
OG0005958	sp|Q8BK72|RT27_MOUSE	tr|A0A452QTX0|A0A452QTX0_URSAM
OG0005959	sp|Q8BLI4|DSE_MOUSE	tr|A0A452SIN1|A0A452SIN1_URSAM
OG0005960	sp|Q8BUH1|TXN4B_MOUSE	tr|A0A452S2X0|A0A452S2X0_URSAM
OG0005961	sp|Q8CD60|INSY1_MOUSE	tr|A0A452SL17|A0A452SL17_URSAM
OG0005962	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A452QEI5|A0A452QEI5_URSAM
OG0005963	sp|Q99J95|CDK9_MOUSE	tr|A0A452SBL8|A0A452SBL8_URSAM
OG0005964	sp|Q9CX62|INKA1_MOUSE	tr|A0A452QS70|A0A452QS70_URSAM
OG0005965	sp|Q9CZD3|GARS_MOUSE	tr|A0A452RPZ0|A0A452RPZ0_URSAM
OG0005966	sp|Q9CZW2|CENPN_MOUSE	tr|A0A452QQJ5|A0A452QQJ5_URSAM
OG0005967	sp|Q9D0F6|RFC5_MOUSE	tr|A0A452SSQ3|A0A452SSQ3_URSAM
OG0005968	sp|Q9JKS5|HABP4_MOUSE	tr|A0A452QVC7|A0A452QVC7_URSAM
OG0005969	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A452Q968|A0A452Q968_URSAM
OG0005970	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A452QAP2|A0A452QAP2_URSAM
OG0005971	sp|Q9R0G8|NRK_MOUSE	tr|A0A452SUF1|A0A452SUF1_URSAM
OG0005972	sp|Q9R0N0|GALK1_MOUSE	tr|A0A452QFV4|A0A452QFV4_URSAM
OG0005973	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A452RTY6|A0A452RTY6_URSAM
OG0005974	sp|A2AH22|AMRA1_MOUSE	tr|A0A452SQP0|A0A452SQP0_URSAM
OG0005975	sp|B2RY71|DNAI3_MOUSE	tr|A0A452QDV4|A0A452QDV4_URSAM
OG0005976	sp|O35298|AOAH_MOUSE	tr|A0A452QN52|A0A452QN52_URSAM
OG0005977	sp|O88662|EMP2_MOUSE	tr|A0A452QXZ6|A0A452QXZ6_URSAM
OG0005978	sp|P10601|PAHO_MOUSE	tr|A0A452QP66|A0A452QP66_URSAM
OG0005979	sp|P32020|SCP2_MOUSE	tr|A0A452RMS8|A0A452RMS8_URSAM
OG0005980	sp|P42567|EPS15_MOUSE	tr|A0A452SRW1|A0A452SRW1_URSAM
OG0005981	sp|P49660|SSR4_MOUSE	tr|A0A452QDG3|A0A452QDG3_URSAM
OG0005982	sp|P97310|MCM2_MOUSE	tr|A0A452S6R8|A0A452S6R8_URSAM
OG0005983	sp|Q04888|SOX10_MOUSE	tr|A0A452S375|A0A452S375_URSAM
OG0005984	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A452SDP5|A0A452SDP5_URSAM
OG0005986	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A452RAG4|A0A452RAG4_URSAM
OG0005987	sp|Q571C7|BDP1_MOUSE	tr|A0A452SJD6|A0A452SJD6_URSAM
OG0005988	sp|Q61088|FZD4_MOUSE	tr|A0A452QYK1|A0A452QYK1_URSAM
OG0005989	sp|Q62311|TAF6_MOUSE	tr|A0A452QYI3|A0A452QYI3_URSAM
OG0005990	sp|Q64336|TBR1_MOUSE	tr|A0A452S1W1|A0A452S1W1_URSAM
OG0005991	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A452RZS7|A0A452RZS7_URSAM
OG0005992	sp|Q6S7F2|E2F7_MOUSE	tr|A0A452SVI9|A0A452SVI9_URSAM
OG0005993	sp|Q6V595|KLHL6_MOUSE	tr|A0A452SUF0|A0A452SUF0_URSAM
OG0005994	sp|Q78KK3|S22AI_MOUSE	tr|A0A452QX99|A0A452QX99_URSAM
OG0005995	sp|Q80WC7|AGFG2_MOUSE	tr|A0A452SWD1|A0A452SWD1_URSAM
OG0005996	sp|Q80Y73|HOATZ_MOUSE	tr|A0A452SJ78|A0A452SJ78_URSAM
OG0005997	sp|Q80YQ8|RMD5A_MOUSE	tr|A0A452RYU3|A0A452RYU3_URSAM
OG0005998	sp|Q810F8|TBX10_MOUSE	tr|A0A452R1H4|A0A452R1H4_URSAM
OG0005999	sp|Q8BJ90|ZN771_MOUSE	tr|A0A452QIS0|A0A452QIS0_URSAM
OG0006000	sp|Q8BQP9|R7BP_MOUSE	tr|A0A452RFE5|A0A452RFE5_URSAM
OG0006001	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A452QF19|A0A452QF19_URSAM
OG0006002	sp|Q8C3X8|LMF2_MOUSE	tr|A0A452QC06|A0A452QC06_URSAM
OG0006003	sp|Q8R5A6|TB22A_MOUSE	tr|A0A452RX65|A0A452RX65_URSAM
OG0006004	sp|Q8VD26|TM143_MOUSE	tr|A0A452R692|A0A452R692_URSAM
OG0006005	sp|Q91XA2|GOLM1_MOUSE	tr|A0A452R409|A0A452R409_URSAM
OG0006006	sp|Q924A4|UCN3_MOUSE	tr|A0A452QSQ8|A0A452QSQ8_URSAM
OG0006007	sp|Q924H2|MED15_MOUSE	tr|A0A452QU55|A0A452QU55_URSAM
