Orthogroup	Mus_musculus	Neotoma_lepida
OG0009606	sp|Q8BGX3|LRTM2_MOUSE	tr|A0A1A6G1U0|A0A1A6G1U0_NEOLE
OG0009607	sp|Q8BP00|IQCB1_MOUSE	tr|A0A1A6GS08|A0A1A6GS08_NEOLE
OG0009608	sp|Q8BXX9|CC169_MOUSE	tr|A0A1A6H0Z4|A0A1A6H0Z4_NEOLE
OG0009609	sp|Q8C0C7|SYFA_MOUSE	tr|A0A1A6HE78|A0A1A6HE78_NEOLE
OG0009610	sp|Q8C7V8|CC134_MOUSE	tr|A0A1A6GSG6|A0A1A6GSG6_NEOLE
OG0009611	sp|Q8CB65|NEMP2_MOUSE	tr|A0A1A6HGK1|A0A1A6HGK1_NEOLE
OG0009612	tr|Q8CFE8|Q8CFE8_MOUSE	tr|A0A1A6GMP1|A0A1A6GMP1_NEOLE
OG0009613	sp|Q8K0E8|FIBB_MOUSE	tr|A0A1A6FUB3|A0A1A6FUB3_NEOLE
OG0009614	sp|Q8R3H7|HS2ST_MOUSE	tr|A0A1A6GKC2|A0A1A6GKC2_NEOLE
OG0009615	sp|Q8VBT6|APOBR_MOUSE	tr|A0A1A6HIX6|A0A1A6HIX6_NEOLE
OG0009616	sp|Q8VE70|PDC10_MOUSE	tr|A0A1A6HC45|A0A1A6HC45_NEOLE
OG0009617	sp|Q8VEB6|RNZ1_MOUSE	tr|A0A1A6G1J8|A0A1A6G1J8_NEOLE
OG0009618	sp|Q921X9|PDIA5_MOUSE	tr|A0A1A6HSM2|A0A1A6HSM2_NEOLE
OG0009619	sp|Q99KN1|ARRD1_MOUSE	tr|A0A1A6GUF3|A0A1A6GUF3_NEOLE
OG0009620	sp|Q9CXY1|TM175_MOUSE	tr|A0A1A6GJT6|A0A1A6GJT6_NEOLE
OG0009621	sp|Q9D4I2|MEII1_MOUSE	tr|A0A1A6GRL8|A0A1A6GRL8_NEOLE
OG0009622	sp|Q9D8K8|S2539_MOUSE	tr|A0A1A6FXE1|A0A1A6FXE1_NEOLE
OG0009623	sp|Q9DAY5|CF120_MOUSE	tr|A0A1A6HNB4|A0A1A6HNB4_NEOLE
OG0009624	sp|Q9DB26|PHYD1_MOUSE	tr|A0A1A6HS10|A0A1A6HS10_NEOLE
OG0009625	sp|Q9DB60|PXL2B_MOUSE	tr|A0A1A6H3W0|A0A1A6H3W0_NEOLE
OG0009626	sp|Q9DC69|NDUA9_MOUSE	tr|A0A1A6GDG5|A0A1A6GDG5_NEOLE
OG0009627	sp|Q9EQ00|ROP1L_MOUSE	tr|A0A1A6H9I0|A0A1A6H9I0_NEOLE
OG0009628	sp|Q9JLG4|PK2L2_MOUSE	tr|A0A1A6HRW0|A0A1A6HRW0_NEOLE
OG0009629	sp|Q9QZD9|EIF3I_MOUSE	tr|A0A1A6HAN1|A0A1A6HAN1_NEOLE
OG0009630	sp|Q9Z120|TRMB_MOUSE	tr|A0A1A6FWC6|A0A1A6FWC6_NEOLE
OG0009631	tr|A0A0U1RNG7|A0A0U1RNG7_MOUSE	tr|A0A1A6H4N5|A0A1A6H4N5_NEOLE
OG0009632	tr|A0A1B0GSG7|A0A1B0GSG7_MOUSE	tr|A0A1A6H4I5|A0A1A6H4I5_NEOLE
OG0009633	tr|A0A2R8VJU7|A0A2R8VJU7_MOUSE	tr|A0A1A6GL98|A0A1A6GL98_NEOLE
OG0009634	sp|A2A761|ZFP69_MOUSE	tr|A0A1A6HL55|A0A1A6HL55_NEOLE
OG0009635	sp|A2AD83|FRMD7_MOUSE	tr|A0A1A6GH38|A0A1A6GH38_NEOLE
OG0009636	sp|A2AIV8|CARD9_MOUSE	tr|A0A1A6H9J1|A0A1A6H9J1_NEOLE
OG0009637	tr|E9Q9U8|E9Q9U8_MOUSE	tr|A0A1A6GCR7|A0A1A6GCR7_NEOLE
OG0009638	tr|J3KMK8|J3KMK8_MOUSE	tr|A0A1A6HSW8|A0A1A6HSW8_NEOLE
OG0009639	sp|O88454|KCNK4_MOUSE	tr|A0A1A6HUY7|A0A1A6HUY7_NEOLE
OG0009640	sp|P06803|PIM1_MOUSE	tr|A0A1A6I0H1|A0A1A6I0H1_NEOLE
OG0009641	sp|P06804|TNFA_MOUSE	tr|A0A1A6G1P0|A0A1A6G1P0_NEOLE
OG0009642	sp|P16331|PH4H_MOUSE	tr|A0A1A6H664|A0A1A6H664_NEOLE
OG0009643	sp|P35377|OPRX_MOUSE	tr|A0A1A6HKT0|A0A1A6HKT0_NEOLE
OG0009644	sp|P50580|PA2G4_MOUSE	tr|A0A1A6GXG5|A0A1A6GXG5_NEOLE
OG0009645	sp|P50608|FMOD_MOUSE	tr|A0A1A6HBX7|A0A1A6HBX7_NEOLE
OG0009646	sp|P51829|ADCY7_MOUSE	tr|A0A1A6GPF6|A0A1A6GPF6_NEOLE
OG0009647	sp|P59222|SREC2_MOUSE	tr|A0A1A6GCD7|A0A1A6GCD7_NEOLE
OG0009648	sp|P61600|NAA20_MOUSE	tr|A0A1A6HWM1|A0A1A6HWM1_NEOLE
OG0009649	sp|P61971|NTF2_MOUSE	tr|A0A1A6FWI8|A0A1A6FWI8_NEOLE
OG0009650	sp|P68037|UB2L3_MOUSE	tr|A0A1A6GCM4|A0A1A6GCM4_NEOLE
OG0009651	sp|P70270|RAD54_MOUSE	tr|A0A1A6GW06|A0A1A6GW06_NEOLE
OG0009652	sp|P82343|RENBP_MOUSE	tr|A0A1A6GJK7|A0A1A6GJK7_NEOLE
OG0009653	sp|Q07231|ZSC21_MOUSE	tr|A0A1A6HR63|A0A1A6HR63_NEOLE
OG0009654	sp|Q3MI48|JSPR1_MOUSE	tr|A0A1A6G2B3|A0A1A6G2B3_NEOLE
OG0009655	sp|Q3UGS4|MCRI1_MOUSE	tr|A0A1A6H021|A0A1A6H021_NEOLE
OG0009656	tr|Q3UWL8|Q3UWL8_MOUSE	tr|A0A1A6H486|A0A1A6H486_NEOLE
OG0009657	sp|Q3V3K7|GCNT7_MOUSE	tr|A0A1A6FXN0|A0A1A6FXN0_NEOLE
OG0009658	sp|Q571H0|NPA1P_MOUSE	tr|A0A1A6HWC9|A0A1A6HWC9_NEOLE
OG0009659	sp|Q62165|DAG1_MOUSE	tr|A0A1A6GYQ1|A0A1A6GYQ1_NEOLE
OG0009660	sp|Q75N62|GIMA8_MOUSE	tr|A0A1A6HNJ3|A0A1A6HNJ3_NEOLE
OG0009661	sp|Q793I8|TIFA_MOUSE	tr|A0A1A6HBI2|A0A1A6HBI2_NEOLE
OG0009662	sp|Q8BGW3|BHE23_MOUSE	tr|A0A1A6FTM1|A0A1A6FTM1_NEOLE
OG0009663	sp|Q8BMK5|CC184_MOUSE	tr|A0A1A6HMI2|A0A1A6HMI2_NEOLE
OG0009664	sp|Q8BMN4|LMLN_MOUSE	tr|A0A1A6HB07|A0A1A6HB07_NEOLE
OG0009665	sp|Q8BVF7|APH1A_MOUSE	tr|A0A1A6HMI3|A0A1A6HMI3_NEOLE
OG0009666	sp|Q8BYA0|TBCD_MOUSE	tr|A0A1A6FTB6|A0A1A6FTB6_NEOLE
OG0009667	sp|Q8C2A2|SEN54_MOUSE	tr|A0A1A6G310|A0A1A6G310_NEOLE
OG0009668	sp|Q8C567|NCTR1_MOUSE	tr|A0A1A6HEM0|A0A1A6HEM0_NEOLE
OG0009669	sp|Q8C5L6|INP5K_MOUSE	tr|A0A1A6I0V7|A0A1A6I0V7_NEOLE
OG0009670	sp|Q8CC12|CDAN1_MOUSE	tr|A0A1A6G4W6|A0A1A6G4W6_NEOLE
OG0009671	sp|Q8CFW7|C2D2A_MOUSE	tr|A0A1A6HUC9|A0A1A6HUC9_NEOLE
OG0009672	sp|Q8K1E0|STX5_MOUSE	tr|A0A1A6FXY2|A0A1A6FXY2_NEOLE
OG0009673	sp|Q8VBX4|CLC4K_MOUSE	tr|A0A1A6HFW4|A0A1A6HFW4_NEOLE
OG0009674	sp|Q8VCE2|GPN1_MOUSE	tr|A0A1A6H6P9|A0A1A6H6P9_NEOLE
OG0009675	sp|Q91WB4|PKHF2_MOUSE	tr|A0A1A6FXD9|A0A1A6FXD9_NEOLE
OG0009676	sp|Q91WK7|ANR54_MOUSE	tr|A0A1A6GTB2|A0A1A6GTB2_NEOLE
OG0009677	sp|Q99K41|EMIL1_MOUSE	tr|A0A1A6GZA9|A0A1A6GZA9_NEOLE
OG0009678	sp|Q9D3F7|DDIT4_MOUSE	tr|A0A1A6GS44|A0A1A6GS44_NEOLE
OG0009679	sp|Q9DBS8|POC5_MOUSE	tr|A0A1A6HC94|A0A1A6HC94_NEOLE
OG0009680	sp|Q9ESB3|HRG_MOUSE	tr|A0A1A6G0B2|A0A1A6G0B2_NEOLE
OG0009681	sp|Q9JJV3|CCGL_MOUSE	tr|A0A1A6GWP5|A0A1A6GWP5_NEOLE
OG0009682	sp|Q9JKM7|RAB37_MOUSE	tr|A0A1A6GEJ6|A0A1A6GEJ6_NEOLE
OG0009683	sp|Q9JL10|SRTD1_MOUSE	tr|A0A1A6FVD2|A0A1A6FVD2_NEOLE
OG0009684	sp|Q9JMD3|STA10_MOUSE	tr|A0A1A6GY51|A0A1A6GY51_NEOLE
OG0009685	sp|Q9JMG7|HDGR3_MOUSE	tr|A0A1A6FYQ4|A0A1A6FYQ4_NEOLE
OG0009686	sp|Q9QUM7|MSH5_MOUSE	tr|A0A1A6G2W5|A0A1A6G2W5_NEOLE
OG0009687	sp|Q9WVQ5|MTNB_MOUSE	tr|A0A1A6HC43|A0A1A6HC43_NEOLE
OG0009688	sp|Q9Z1M4|KS6B2_MOUSE	tr|A0A1A6H3J7|A0A1A6H3J7_NEOLE
OG0009689	tr|A0A1Y7VMI0|A0A1Y7VMI0_MOUSE	tr|A0A1A6GJR0|A0A1A6GJR0_NEOLE
OG0009690	tr|A2BHR2|A2BHR2_MOUSE	tr|A0A1A6GQH2|A0A1A6GQH2_NEOLE
OG0009691	tr|B1AYM9|B1AYM9_MOUSE	tr|A0A1A6GRT6|A0A1A6GRT6_NEOLE
OG0009692	sp|E9PXB6|SFTA2_MOUSE	tr|A0A1A6H8E4|A0A1A6H8E4_NEOLE
OG0009693	tr|E9Q8I7|E9Q8I7_MOUSE	tr|A0A1A6G1A0|A0A1A6G1A0_NEOLE
OG0009694	tr|E9Q9B7|E9Q9B7_MOUSE	tr|A0A1A6HSL6|A0A1A6HSL6_NEOLE
OG0009695	tr|F8VPX2|F8VPX2_MOUSE	tr|A0A1A6H6U1|A0A1A6H6U1_NEOLE
OG0009696	sp|O55057|PDE6D_MOUSE	tr|A0A1A6H346|A0A1A6H346_NEOLE
OG0009697	sp|P18340|CXCL9_MOUSE	tr|A0A1A6GRS5|A0A1A6GRS5_NEOLE
OG0009698	sp|P33033|MC3R_MOUSE	tr|A0A1A6FYJ5|A0A1A6FYJ5_NEOLE
OG0009699	sp|P35456|UPAR_MOUSE	tr|A0A1A6HWV9|A0A1A6HWV9_NEOLE
OG0009700	sp|P40338|VHL_MOUSE	tr|A0A1A6HM83|A0A1A6HM83_NEOLE
OG0009701	sp|P41274|TNFL9_MOUSE	tr|A0A1A6H9Z6|A0A1A6H9Z6_NEOLE
OG0009702	sp|P54987|IRG1_MOUSE	tr|A0A1A6HUM1|A0A1A6HUM1_NEOLE
OG0009703	sp|P55772|ENTP1_MOUSE	tr|A0A1A6HHF3|A0A1A6HHF3_NEOLE
OG0009704	sp|P56203|CATW_MOUSE	tr|A0A1A6GSQ5|A0A1A6GSQ5_NEOLE
OG0009705	sp|P63042|STMN4_MOUSE	tr|A0A1A6GSC5|A0A1A6GSC5_NEOLE
OG0009706	sp|Q08857|CD36_MOUSE	tr|A0A1A6G3F1|A0A1A6G3F1_NEOLE
OG0009707	sp|Q2HXL6|EDEM3_MOUSE	tr|A0A1A6HP25|A0A1A6HP25_NEOLE
OG0009708	sp|Q2M3X8|PHAR1_MOUSE	tr|A0A1A6HYK4|A0A1A6HYK4_NEOLE
OG0009709	sp|Q3TES0|IQEC3_MOUSE	tr|A0A1A6HF52|A0A1A6HF52_NEOLE
OG0009710	tr|Q3V2K7|Q3V2K7_MOUSE	tr|A0A1A6GF03|A0A1A6GF03_NEOLE
OG0009711	sp|Q497L9|S22AE_MOUSE	tr|A0A1A6H9Y9|A0A1A6H9Y9_NEOLE
OG0009712	sp|Q5NCY0|KDM6B_MOUSE	tr|A0A1A6GP91|A0A1A6GP91_NEOLE
OG0009713	sp|Q5SU73|COIL_MOUSE	tr|A0A1A6I044|A0A1A6I044_NEOLE
OG0009714	sp|Q61120|SHC3_MOUSE	tr|A0A1A6HFR5|A0A1A6HFR5_NEOLE
OG0009715	sp|Q61263|SOAT1_MOUSE	tr|A0A1A6GEH8|A0A1A6GEH8_NEOLE
OG0009716	sp|Q62170|SELPL_MOUSE	tr|A0A1A6GZ03|A0A1A6GZ03_NEOLE
OG0009717	sp|Q7TSL0|IFNK_MOUSE	tr|A0A1A6FZR6|A0A1A6FZR6_NEOLE
OG0009718	sp|Q80ZE5|PAQR8_MOUSE	tr|A0A1A6GYI5|A0A1A6GYI5_NEOLE
OG0009719	tr|Q80ZM5|Q80ZM5_MOUSE	tr|A0A1A6GNQ6|A0A1A6GNQ6_NEOLE
OG0009720	sp|Q811P8|RHG32_MOUSE	tr|A0A1A6GNU0|A0A1A6GNU0_NEOLE
OG0009721	sp|Q8BG58|P4HTM_MOUSE	tr|A0A1A6GYC3|A0A1A6GYC3_NEOLE
OG0009722	sp|Q8BL48|UNK_MOUSE	tr|A0A1A6G2V9|A0A1A6G2V9_NEOLE
OG0009723	sp|Q8BP31|RN122_MOUSE	tr|A0A1A6H6Z3|A0A1A6H6Z3_NEOLE
OG0009724	sp|Q8C145|S39A6_MOUSE	tr|A0A1A6GFB5|A0A1A6GFB5_NEOLE
OG0009725	sp|Q8CG72|ADPRS_MOUSE	tr|A0A1A6HRL3|A0A1A6HRL3_NEOLE
OG0009726	tr|Q8K0M7|Q8K0M7_MOUSE	tr|A0A1A6GGZ7|A0A1A6GGZ7_NEOLE
OG0009727	sp|Q8K299|SCAR5_MOUSE	tr|A0A1A6HNW9|A0A1A6HNW9_NEOLE
OG0009728	sp|Q8R331|ZNHI1_MOUSE	tr|A0A1A6GH20|A0A1A6GH20_NEOLE
OG0009729	sp|Q8VC31|CCDC9_MOUSE	tr|A0A1A6HPA8|A0A1A6HPA8_NEOLE
OG0009730	sp|Q91ZQ5|RPE65_MOUSE	tr|A0A1A6HIJ2|A0A1A6HIJ2_NEOLE
OG0009731	sp|Q99LD8|DDAH2_MOUSE	tr|A0A1A6G421|A0A1A6G421_NEOLE
OG0009732	sp|Q99N94|RM09_MOUSE	tr|A0A1A6HMK8|A0A1A6HMK8_NEOLE
OG0009733	sp|Q9CR63|COX16_MOUSE	tr|A0A1A6GK02|A0A1A6GK02_NEOLE
OG0009734	sp|Q9CZQ9|BBS5_MOUSE	tr|A0A1A6GX84|A0A1A6GX84_NEOLE
OG0009735	sp|Q9D5R3|CEP83_MOUSE	tr|A0A1A6GIC3|A0A1A6GIC3_NEOLE
OG0009736	tr|Q9D654|Q9D654_MOUSE	tr|A0A1A6G262|A0A1A6G262_NEOLE
OG0009737	tr|Q9D9Y8|Q9D9Y8_MOUSE	tr|A0A1A6HK82|A0A1A6HK82_NEOLE
OG0009738	sp|Q9DAZ9|ANCHR_MOUSE	tr|A0A1A6H4T0|A0A1A6H4T0_NEOLE
OG0009739	sp|Q9EPX2|PPN_MOUSE	tr|A0A1A6HLU5|A0A1A6HLU5_NEOLE
OG0009740	sp|Q9ESW8|PGPI_MOUSE	tr|A0A1A6HEA6|A0A1A6HEA6_NEOLE
OG0009741	sp|Q9JLC8|SACS_MOUSE	tr|A0A1A6HHM2|A0A1A6HHM2_NEOLE
OG0009742	sp|Q9QXD1|ACOX2_MOUSE	tr|A0A1A6GPV8|A0A1A6GPV8_NEOLE
OG0009743	sp|Q9QZS5|SGK2_MOUSE	tr|A0A1A6HB93|A0A1A6HB93_NEOLE
OG0009744	sp|Q9R117|TYK2_MOUSE	tr|A0A1A6HMC7|A0A1A6HMC7_NEOLE
OG0009745	sp|Q9WUK4|RFC2_MOUSE	tr|A0A1A6GTG5|A0A1A6GTG5_NEOLE
OG0009746	tr|A0A571BEN1|A0A571BEN1_MOUSE	tr|A0A1A6GT16|A0A1A6GT16_NEOLE
OG0009747	sp|A2ADF7|S2534_MOUSE	tr|A0A1A6GMW2|A0A1A6GMW2_NEOLE
OG0009748	sp|B1AXH1|NHSL2_MOUSE	tr|A0A1A6FX60|A0A1A6FX60_NEOLE
OG0009749	tr|G3X992|G3X992_MOUSE	tr|A0A1A6FSJ9|A0A1A6FSJ9_NEOLE
OG0009750	sp|O54887|TSKS_MOUSE	tr|A0A1A6HA28|A0A1A6HA28_NEOLE
OG0009751	sp|O88597|BECN1_MOUSE	tr|A0A1A6GKZ0|A0A1A6GKZ0_NEOLE
OG0009752	sp|P13379|CD5_MOUSE	tr|A0A1A6FXV3|A0A1A6FXV3_NEOLE
OG0009753	sp|P14404|MECOM_MOUSE	tr|A0A1A6HZF1|A0A1A6HZF1_NEOLE
OG0009754	sp|P20152|VIME_MOUSE	tr|A0A1A6HIS1|A0A1A6HIS1_NEOLE
OG0009755	sp|P51880|FABP7_MOUSE	tr|A0A1A6G112|A0A1A6G112_NEOLE
OG0009756	sp|P53347|ONCM_MOUSE	tr|A0A1A6HRS6|A0A1A6HRS6_NEOLE
OG0009757	sp|P54310|LIPS_MOUSE	tr|A0A1A6H4T2|A0A1A6H4T2_NEOLE
OG0009758	sp|P61237|YPEL3_MOUSE	tr|A0A1A6FUE7|A0A1A6FUE7_NEOLE
OG0009759	sp|P70380|IL18_MOUSE	tr|A0A1A6HZD4|A0A1A6HZD4_NEOLE
OG0009760	sp|P84096|RHOG_MOUSE	tr|A0A1A6H9T6|A0A1A6H9T6_NEOLE
OG0009761	sp|P97434|MPRIP_MOUSE	tr|A0A1A6FU10|A0A1A6FU10_NEOLE
OG0009762	sp|Q3TEW6|MPZL1_MOUSE	tr|A0A1A6GZ88|A0A1A6GZ88_NEOLE
OG0009763	sp|Q3THK3|T2FA_MOUSE	tr|A0A1A6H8S0|A0A1A6H8S0_NEOLE
OG0009764	sp|Q3U1N2|SRBP2_MOUSE	tr|A0A1A6GU08|A0A1A6GU08_NEOLE
OG0009765	sp|Q3UGX3|NAT8L_MOUSE	tr|A0A1A6GZN8|A0A1A6GZN8_NEOLE
OG0009766	tr|Q3ULJ3|Q3ULJ3_MOUSE	tr|A0A1A6GFK0|A0A1A6GFK0_NEOLE
OG0009767	sp|Q3UPH7|ARH40_MOUSE	tr|A0A1A6H9M1|A0A1A6H9M1_NEOLE
OG0009768	sp|Q505B7|ARCH_MOUSE	tr|A0A1A6HP19|A0A1A6HP19_NEOLE
OG0009769	sp|Q5DTH5|TSH1_MOUSE	tr|A0A1A6GQX3|A0A1A6GQX3_NEOLE
OG0009770	sp|Q5XFZ0|CR021_MOUSE	tr|A0A1A6H1P5|A0A1A6H1P5_NEOLE
OG0009771	sp|Q60875|ARHG2_MOUSE	tr|A0A1A6GFH7|A0A1A6GFH7_NEOLE
OG0009772	sp|Q6NXJ0|WWC2_MOUSE	tr|A0A1A6HY37|A0A1A6HY37_NEOLE
OG0009773	sp|Q6NXM3|TM130_MOUSE	tr|A0A1A6G4B4|A0A1A6G4B4_NEOLE
OG0009774	sp|Q6ZPG2|WDR90_MOUSE	tr|A0A1A6HY97|A0A1A6HY97_NEOLE
OG0009775	sp|Q80W94|MOGT2_MOUSE	tr|A0A1A6H3P9|A0A1A6H3P9_NEOLE
OG0009776	sp|Q8BTU1|CFA20_MOUSE	tr|A0A1A6HC83|A0A1A6HC83_NEOLE
OG0009777	sp|Q8BU91|S26A9_MOUSE	tr|A0A1A6H103|A0A1A6H103_NEOLE
OG0009778	sp|Q8K2X3|STN1_MOUSE	tr|A0A1A6GV84|A0A1A6GV84_NEOLE
OG0009779	sp|Q8R2N0|TAP26_MOUSE	tr|A0A1A6HPK5|A0A1A6HPK5_NEOLE
OG0009780	sp|Q8VCG3|WDR74_MOUSE	tr|A0A1A6FXW7|A0A1A6FXW7_NEOLE
OG0009781	sp|Q8VCK6|FFAR2_MOUSE	tr|A0A1A6H3A8|A0A1A6H3A8_NEOLE
OG0009782	sp|Q8VEE1|LMCD1_MOUSE	tr|A0A1A6FUR9|A0A1A6FUR9_NEOLE
OG0009783	sp|Q91VW5|GOGA4_MOUSE	tr|A0A1A6GQB9|A0A1A6GQB9_NEOLE
OG0009784	sp|Q91WB7|UBTD1_MOUSE	tr|A0A1A6GFY6|A0A1A6GFY6_NEOLE
OG0009786	sp|Q9CQA0|CENPM_MOUSE	tr|A0A1A6GU26|A0A1A6GU26_NEOLE
OG0009787	sp|Q9CQR4|ACO13_MOUSE	tr|A0A1A6HEM7|A0A1A6HEM7_NEOLE
OG0009788	sp|Q9CXX9|CUED2_MOUSE	tr|A0A1A6GVX6|A0A1A6GVX6_NEOLE
OG0009789	sp|Q9CZ69|CKLF6_MOUSE	tr|A0A1A6HV18|A0A1A6HV18_NEOLE
OG0009790	sp|Q9D0P7|PSRC1_MOUSE	tr|A0A1A6GGC1|A0A1A6GGC1_NEOLE
OG0009791	sp|Q9D269|CST11_MOUSE	tr|A0A1A6HCI5|A0A1A6HCI5_NEOLE
OG0009792	sp|Q9D786|HAUS5_MOUSE	tr|A0A1A6H577|A0A1A6H577_NEOLE
OG0009793	sp|Q9EPB7|GPR88_MOUSE	tr|A0A1A6FWW9|A0A1A6FWW9_NEOLE
OG0009794	sp|Q9EPC2|FGF23_MOUSE	tr|A0A1A6HS85|A0A1A6HS85_NEOLE
OG0009795	sp|Q9QYB5|ADDG_MOUSE	tr|A0A1A6H4A5|A0A1A6H4A5_NEOLE
OG0009796	tr|S4R1W5|S4R1W5_MOUSE	tr|A0A1A6H122|A0A1A6H122_NEOLE
OG0009797	tr|S4R299|S4R299_MOUSE	tr|A0A1A6HYW0|A0A1A6HYW0_NEOLE
OG0009798	sp|A2AAX3|KLH15_MOUSE	tr|A0A1A6H4Z1|A0A1A6H4Z1_NEOLE
OG0009799	tr|A2BGJ5|A2BGJ5_MOUSE	tr|A0A1A6HM74|A0A1A6HM74_NEOLE
OG0009800	sp|D3Z070|CS081_MOUSE	tr|A0A1A6HZA8|A0A1A6HZA8_NEOLE
OG0009801	tr|D3Z757|D3Z757_MOUSE	tr|A0A1A6HLW5|A0A1A6HLW5_NEOLE
OG0009802	tr|E0CZ26|E0CZ26_MOUSE	tr|A0A1A6HHS6|A0A1A6HHS6_NEOLE
OG0009803	tr|E9Q3R6|E9Q3R6_MOUSE	tr|A0A1A6H2H4|A0A1A6H2H4_NEOLE
OG0009804	sp|E9Q555|RN213_MOUSE	tr|A0A1A6I058|A0A1A6I058_NEOLE
OG0009805	sp|O35127|C10_MOUSE	tr|A0A1A6HEF8|A0A1A6HEF8_NEOLE
OG0009806	sp|O35740|CITE2_MOUSE	tr|A0A1A6HVR9|A0A1A6HVR9_NEOLE
OG0009807	sp|O54791|MAFF_MOUSE	tr|A0A1A6GVQ6|A0A1A6GVQ6_NEOLE
OG0009808	sp|O70475|UGDH_MOUSE	tr|A0A1A6GL33|A0A1A6GL33_NEOLE
OG0009809	sp|O89093|CCL20_MOUSE	tr|A0A1A6HZ02|A0A1A6HZ02_NEOLE
OG0009810	sp|P22727|WNT6_MOUSE	tr|A0A1A6G303|A0A1A6G303_NEOLE
OG0009811	sp|P39429|TRAF2_MOUSE	tr|A0A1A6GS30|A0A1A6GS30_NEOLE
OG0009812	sp|P46694|IEX1_MOUSE	tr|A0A1A6H8F4|A0A1A6H8F4_NEOLE
OG0009813	sp|Q0QWG9|GRD2I_MOUSE	tr|A0A1A6GFF9|A0A1A6GFF9_NEOLE
OG0009814	sp|Q10470|MGAT3_MOUSE	tr|A0A1A6GSZ6|A0A1A6GSZ6_NEOLE
OG0009815	sp|Q32M00|CRBL2_MOUSE	tr|A0A1A6HXY4|A0A1A6HXY4_NEOLE
OG0009816	tr|Q3UHC1|Q3UHC1_MOUSE	tr|A0A1A6H1X3|A0A1A6H1X3_NEOLE
OG0009817	sp|Q3UJP5|CF418_MOUSE	tr|A0A1A6FV44|A0A1A6FV44_NEOLE
OG0009818	tr|Q3V3A3|Q3V3A3_MOUSE	tr|A0A1A6HSK8|A0A1A6HSK8_NEOLE
OG0009819	sp|Q5GH64|XKR7_MOUSE	tr|A0A1A6GT69|A0A1A6GT69_NEOLE
OG0009820	sp|Q61464|ZN638_MOUSE	tr|A0A1A6HD85|A0A1A6HD85_NEOLE
OG0009821	sp|Q62481|VPS72_MOUSE	tr|A0A1A6HNC7|A0A1A6HNC7_NEOLE
OG0009822	sp|Q640R3|HECAM_MOUSE	tr|A0A1A6HT77|A0A1A6HT77_NEOLE
OG0009823	sp|Q6NSV7|F149B_MOUSE	tr|A0A1A6HBZ7|A0A1A6HBZ7_NEOLE
OG0009824	sp|Q80V63|PRDM4_MOUSE	tr|A0A1A6HJ96|A0A1A6HJ96_NEOLE
OG0009825	sp|Q80X73|PELO_MOUSE	tr|A0A1A6GWS1|A0A1A6GWS1_NEOLE
OG0009826	sp|Q8BHB4|WDR3_MOUSE	tr|A0A1A6GQA6|A0A1A6GQA6_NEOLE
OG0009827	sp|Q8BUV6|LSM11_MOUSE	tr|A0A1A6HZ80|A0A1A6HZ80_NEOLE
OG0009828	sp|Q8BVP1|TRIML_MOUSE	tr|A0A1A6FVG2|A0A1A6FVG2_NEOLE
OG0009829	sp|Q8BX37|ACP7_MOUSE	tr|A0A1A6HIW6|A0A1A6HIW6_NEOLE
OG0009830	sp|Q8BYN3|ITPK1_MOUSE	tr|A0A1A6HL84|A0A1A6HL84_NEOLE
OG0009831	sp|Q8K1C0|ANGE2_MOUSE	tr|A0A1A6GRY5|A0A1A6GRY5_NEOLE
OG0009832	sp|Q8QZY3|DPPA3_MOUSE	tr|A0A1A6FV43|A0A1A6FV43_NEOLE
OG0009833	sp|Q8R2Y9|SOSB1_MOUSE	tr|A0A1A6GYJ9|A0A1A6GYJ9_NEOLE
OG0009834	sp|Q8VDS3|CBX7_MOUSE	tr|A0A1A6GSV0|A0A1A6GSV0_NEOLE
OG0009835	sp|Q8VHS2|CRUM1_MOUSE	tr|A0A1A6GUM7|A0A1A6GUM7_NEOLE
OG0009836	sp|Q91X17|UROM_MOUSE	tr|A0A1A6HVQ3|A0A1A6HVQ3_NEOLE
OG0009837	sp|Q921X6|RPC6_MOUSE	tr|A0A1A6HEY1|A0A1A6HEY1_NEOLE
OG0009838	sp|Q9D1H0|RITA1_MOUSE	tr|A0A1A6G0A1|A0A1A6G0A1_NEOLE
OG0009839	tr|Q9DAR2|Q9DAR2_MOUSE	tr|A0A1A6GRM6|A0A1A6GRM6_NEOLE
OG0009840	sp|Q9EQR6|FANCG_MOUSE	tr|A0A1A6GPJ2|A0A1A6GPJ2_NEOLE
OG0009841	sp|Q9R1P0|PSA4_MOUSE	tr|A0A1A6HQT9|A0A1A6HQT9_NEOLE
OG0009842	sp|Q9WTJ2|OVOL1_MOUSE	tr|A0A1A6GTP7|A0A1A6GTP7_NEOLE
OG0009843	sp|Q9WUE3|C56D2_MOUSE	tr|A0A1A6H0H6|A0A1A6H0H6_NEOLE
OG0009844	sp|Q9WUF3|C8AP2_MOUSE	tr|A0A1A6GVG8|A0A1A6GVG8_NEOLE
OG0009845	sp|Q9Z2W0|DNPEP_MOUSE	tr|A0A1A6G301|A0A1A6G301_NEOLE
OG0009846	sp|B2RXB0|GAR1A_MOUSE	tr|A0A1A6H273|A0A1A6H273_NEOLE
OG0009848	tr|E9PXF0|E9PXF0_MOUSE	tr|A0A1A6G0M2|A0A1A6G0M2_NEOLE
