Orthogroup	Mus_musculus	Jaculus_jaculus
OG0006727	tr|D3Z6E3|D3Z6E3_MOUSE	tr|A0A8C5K6D6|A0A8C5K6D6_JACJA
OG0006728	sp|Q61216|MRE11_MOUSE	tr|A0A8C5K759|A0A8C5K759_JACJA
OG0006729	sp|Q61333|TNAP2_MOUSE	tr|A0A8C5K8S9|A0A8C5K8S9_JACJA
OG0006730	sp|P70380|IL18_MOUSE	tr|A0A8C5K9F8|A0A8C5K9F8_JACJA
OG0006731	tr|A0A1L1SU27|A0A1L1SU27_MOUSE	tr|A0A8C5K9Q7|A0A8C5K9Q7_JACJA
OG0006732	sp|Q60631|GRB2_MOUSE	tr|A0A8C5KA83|A0A8C5KA83_JACJA
OG0006733	sp|Q8BHI7|ELOV5_MOUSE	tr|A0A8C5KAI4|A0A8C5KAI4_JACJA
OG0006734	sp|Q921Q7|RIN1_MOUSE	tr|A0A8C5KB35|A0A8C5KB35_JACJA
OG0006735	sp|Q9D9N5|CIB4_MOUSE	tr|A0A8C5KBW3|A0A8C5KBW3_JACJA
OG0006736	sp|Q6P1B1|XPP1_MOUSE	tr|A0A8C5KF07|A0A8C5KF07_JACJA
OG0006737	tr|E9PX79|E9PX79_MOUSE	tr|A0A8C5KF59|A0A8C5KF59_JACJA
OG0006738	sp|P43346|DCK_MOUSE	tr|A0A8C5KFI5|A0A8C5KFI5_JACJA
OG0006739	sp|Q9CXB8|ALPK1_MOUSE	tr|A0A8C5KGD0|A0A8C5KGD0_JACJA
OG0006740	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A8C5KGZ5|A0A8C5KGZ5_JACJA
OG0006741	sp|Q5NCM1|S17A4_MOUSE	tr|A0A8C5KJ39|A0A8C5KJ39_JACJA
OG0006742	sp|P12979|MYOG_MOUSE	tr|A0A8C5KJR6|A0A8C5KJR6_JACJA
OG0006743	tr|Q8C084|Q8C084_MOUSE	tr|A0A8C5KK03|A0A8C5KK03_JACJA
OG0006744	sp|Q91WZ8|DTBP1_MOUSE	tr|A0A8C5KM97|A0A8C5KM97_JACJA
OG0006745	sp|A0JNT9|BICL1_MOUSE	tr|A0A8C5KN81|A0A8C5KN81_JACJA
OG0006746	sp|P12657|ACM1_MOUSE	tr|A0A8C5KND0|A0A8C5KND0_JACJA
OG0006747	sp|Q9JIL5|TULP4_MOUSE	tr|A0A8C5KNT7|A0A8C5KNT7_JACJA
OG0006748	sp|E9Q2Z1|CECR2_MOUSE	tr|A0A8C5KP53|A0A8C5KP53_JACJA
OG0006749	sp|Q9D099|ACER3_MOUSE	tr|A0A8C5KPD5|A0A8C5KPD5_JACJA
OG0006750	sp|P41588|VIPR2_MOUSE	tr|A0A8C5KPN2|A0A8C5KPN2_JACJA
OG0006751	sp|Q02248|CTNB1_MOUSE	tr|A0A8C5KRP4|A0A8C5KRP4_JACJA
OG0006752	sp|Q9WTR1|TRPV2_MOUSE	tr|A0A8C5KSG6|A0A8C5KSG6_JACJA
OG0006753	sp|Q9JMJ2|FBXW4_MOUSE	tr|A0A8C5KSZ4|A0A8C5KSZ4_JACJA
OG0006754	sp|Q3UMB5|SMCR8_MOUSE	tr|A0A8C5KUM8|A0A8C5KUM8_JACJA
OG0006755	sp|P42703|LIFR_MOUSE	tr|A0A8C5KWU1|A0A8C5KWU1_JACJA
OG0006756	sp|Q61120|SHC3_MOUSE	tr|A0A8C5KZG3|A0A8C5KZG3_JACJA
OG0006757	sp|O08712|TR11B_MOUSE	tr|A0A8C5L0L7|A0A8C5L0L7_JACJA
OG0006758	sp|Q8BFY6|PEF1_MOUSE	tr|A0A8C5L1Q0|A0A8C5L1Q0_JACJA
OG0006759	sp|Q5SX79|SHRM1_MOUSE	tr|A0A8C5L4R6|A0A8C5L4R6_JACJA
OG0006760	sp|P23204|PPARA_MOUSE	tr|A0A8C5L7V8|A0A8C5L7V8_JACJA
OG0006761	sp|Q3UMW8|CLN5_MOUSE	tr|A0A8C5L896|A0A8C5L896_JACJA
OG0006762	sp|Q9ER73|ELP4_MOUSE	tr|A0A8C5L8B3|A0A8C5L8B3_JACJA
OG0006763	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A8C5L9I6|A0A8C5L9I6_JACJA
OG0006764	sp|Q0VF22|CC138_MOUSE	tr|A0A8C5L9Z8|A0A8C5L9Z8_JACJA
OG0006765	sp|Q91W20|LRC26_MOUSE	tr|A0A8C5LD40|A0A8C5LD40_JACJA
OG0006766	sp|Q3UDR8|YIPF3_MOUSE	tr|A0A8C5LE01|A0A8C5LE01_JACJA
OG0006767	sp|Q8VCF5|TSN10_MOUSE	tr|A0A8C5LEW3|A0A8C5LEW3_JACJA
OG0006768	sp|Q8R1N4|NUDC3_MOUSE	tr|A0A8C5LIC4|A0A8C5LIC4_JACJA
OG0006769	sp|Q8R1J1|TM6S2_MOUSE	tr|A0A8C5LII5|A0A8C5LII5_JACJA
OG0006770	tr|A0A1D5RM95|A0A1D5RM95_MOUSE	tr|A0A8C5LL42|A0A8C5LL42_JACJA
OG0006771	sp|Q7TSH8|TMM94_MOUSE	tr|A0A8C5NW83|A0A8C5NW83_JACJA
OG0006772	sp|O88196|TTC3_MOUSE	tr|A0A8C5NX81|A0A8C5NX81_JACJA
OG0006773	sp|Q9CXF0|KYNU_MOUSE	tr|A0A8C5NXA1|A0A8C5NXA1_JACJA
OG0006774	sp|Q9D106|PEPA5_MOUSE	tr|A0A8C5NYP2|A0A8C5NYP2_JACJA
OG0006775	sp|Q8R239|TM268_MOUSE	tr|A0A8C5P2U5|A0A8C5P2U5_JACJA
OG0006776	sp|Q8C4G9|AGRA1_MOUSE	tr|A0A8C5P3K5|A0A8C5P3K5_JACJA
OG0006777	sp|Q02257|PLAK_MOUSE	tr|A0A8C5P483|A0A8C5P483_JACJA
OG0006778	sp|Q7TPG5|TAFA4_MOUSE	tr|A0A8C5P5N8|A0A8C5P5N8_JACJA
OG0006779	sp|Q8R1X6|SPART_MOUSE	tr|A0A8C5P605|A0A8C5P605_JACJA
OG0006780	sp|Q8BJ34|MARF1_MOUSE	tr|A0A8C5P643|A0A8C5P643_JACJA
OG0006781	sp|Q9QZB6|NR4A3_MOUSE	tr|A0A8C5JZ89|A0A8C5JZ89_JACJA
OG0006782	sp|Q924A2|CIC_MOUSE	tr|A0A8C5K0U6|A0A8C5K0U6_JACJA
OG0006783	sp|Q8R4K2|IRAK4_MOUSE	tr|A0A8C5K1C3|A0A8C5K1C3_JACJA
OG0006784	sp|Q9DC16|ERGI1_MOUSE	tr|A0A8C5K1E9|A0A8C5K1E9_JACJA
OG0006785	tr|A0A286YDU8|A0A286YDU8_MOUSE	tr|A0A8C5K5K3|A0A8C5K5K3_JACJA
OG0006786	sp|Q9D979|CQ064_MOUSE	tr|A0A8C5K5M9|A0A8C5K5M9_JACJA
OG0006787	sp|P97311|MCM6_MOUSE	tr|A0A8C5K5U6|A0A8C5K5U6_JACJA
OG0006788	sp|Q8R054|SRPX2_MOUSE	tr|A0A8C5K611|A0A8C5K611_JACJA
OG0006789	sp|Q8BTF7|DNLI4_MOUSE	tr|A0A8C5K712|A0A8C5K712_JACJA
OG0006790	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A8C5K7I6|A0A8C5K7I6_JACJA
OG0006791	sp|Q9QZQ1|AFAD_MOUSE	tr|A0A8C5KB41|A0A8C5KB41_JACJA
OG0006792	sp|P33215|NEDD1_MOUSE	tr|A0A8C5KBE7|A0A8C5KBE7_JACJA
OG0006793	sp|Q9JLN9|MTOR_MOUSE	tr|A0A8C5KDC6|A0A8C5KDC6_JACJA
OG0006794	sp|P05208|CEL2A_MOUSE	tr|A0A8C5KEP8|A0A8C5KEP8_JACJA
OG0006795	sp|Q6IQX8|ZN219_MOUSE	tr|A0A8C5KF41|A0A8C5KF41_JACJA
OG0006796	sp|Q9JM90|STAP1_MOUSE	tr|A0A8C5KFD0|A0A8C5KFD0_JACJA
OG0006797	sp|Q3V1V3|ESF1_MOUSE	tr|A0A8C5KFU3|A0A8C5KFU3_JACJA
OG0006798	sp|A2AA28|MET23_MOUSE	tr|A0A8C5KHL1|A0A8C5KHL1_JACJA
OG0006799	sp|P56212|ARP19_MOUSE	tr|A0A8C5KHR0|A0A8C5KHR0_JACJA
OG0006800	sp|Q8CC21|TTC19_MOUSE	tr|A0A8C5KJ36|A0A8C5KJ36_JACJA
OG0006801	sp|Q9D305|THAP2_MOUSE	tr|A0A8C5KJZ1|A0A8C5KJZ1_JACJA
OG0006802	sp|Q99MV1|TDRD1_MOUSE	tr|A0A8C5KK42|A0A8C5KK42_JACJA
OG0006803	sp|Q8CD54|PIEZ2_MOUSE	tr|A0A8C5KKR2|A0A8C5KKR2_JACJA
OG0006804	sp|Q99MQ1|BICC1_MOUSE	tr|A0A8C5KL83|A0A8C5KL83_JACJA
OG0006805	tr|B9EKF4|B9EKF4_MOUSE	tr|A0A8C5KLJ1|A0A8C5KLJ1_JACJA
OG0006806	sp|Q8BIV7|S45A1_MOUSE	tr|A0A8C5KP66|A0A8C5KP66_JACJA
OG0006807	sp|A2ARA8|ITA8_MOUSE	tr|A0A8C5KVN7|A0A8C5KVN7_JACJA
OG0006808	sp|O88531|PPT1_MOUSE	tr|A0A8C5KVV0|A0A8C5KVV0_JACJA
OG0006809	sp|Q9D7X3|DUS3_MOUSE	tr|A0A8C5KWG1|A0A8C5KWG1_JACJA
OG0006810	sp|Q8K078|SO4A1_MOUSE	tr|A0A8C5L373|A0A8C5L373_JACJA
OG0006811	sp|Q91VS7|MGST1_MOUSE	tr|A0A8C5L4H5|A0A8C5L4H5_JACJA
OG0006812	sp|Q62384|ZPR1_MOUSE	tr|A0A8C5L4U8|A0A8C5L4U8_JACJA
OG0006813	sp|Q3TVP5|OTULL_MOUSE	tr|A0A8C5L4Y5|A0A8C5L4Y5_JACJA
OG0006814	sp|Q04887|SOX9_MOUSE	tr|A0A8C5L5A8|A0A8C5L5A8_JACJA
OG0006815	sp|P19973|LSP1_MOUSE	tr|A0A8C5L6N8|A0A8C5L6N8_JACJA
OG0006816	sp|P13705|MSH3_MOUSE	tr|A0A8C5L7S5|A0A8C5L7S5_JACJA
OG0006817	sp|Q8BHX3|BOREA_MOUSE	tr|A0A8C5L7Y5|A0A8C5L7Y5_JACJA
OG0006818	tr|A2A5F7|A2A5F7_MOUSE	tr|A0A8C5LA19|A0A8C5LA19_JACJA
OG0006819	sp|Q9CWF6|BBS2_MOUSE	tr|A0A8C5LA60|A0A8C5LA60_JACJA
OG0006820	sp|Q62252|SP17_MOUSE	tr|A0A8C5LA95|A0A8C5LA95_JACJA
OG0006821	sp|Q810N6|ANR45_MOUSE	tr|A0A8C5LDZ2|A0A8C5LDZ2_JACJA
OG0006822	sp|P70210|TEAD3_MOUSE	tr|A0A8C5LEJ7|A0A8C5LEJ7_JACJA
OG0006823	sp|Q99JZ0|SDCB2_MOUSE	tr|A0A8C5LEL0|A0A8C5LEL0_JACJA
OG0006824	sp|Q9DBR1|XRN2_MOUSE	tr|A0A8C5LEZ7|A0A8C5LEZ7_JACJA
OG0006825	sp|Q8R066|C1QT4_MOUSE	tr|A0A8C5LFM6|A0A8C5LFM6_JACJA
OG0006826	sp|Q8R3C0|MCMBP_MOUSE	tr|A0A8C5LHW9|A0A8C5LHW9_JACJA
OG0006827	sp|Q3TGF2|F107B_MOUSE	tr|A0A8C5LJ29|A0A8C5LJ29_JACJA
OG0006828	sp|O35207|CDKA1_MOUSE	tr|A0A8C5LK21|A0A8C5LK21_JACJA
OG0006829	sp|P06537|GCR_MOUSE	tr|A0A8C5LL81|A0A8C5LL81_JACJA
OG0006830	sp|P81270|ERG_MOUSE	tr|A0A8C5LMP6|A0A8C5LMP6_JACJA
OG0006831	sp|Q8CH72|TRI32_MOUSE	tr|A0A8C5NVL8|A0A8C5NVL8_JACJA
OG0006832	sp|P52189|KCNJ4_MOUSE	tr|A0A8C5NWA7|A0A8C5NWA7_JACJA
OG0006833	sp|O88273|GREM2_MOUSE	tr|A0A8C5NX14|A0A8C5NX14_JACJA
OG0006834	sp|P56959|FUS_MOUSE	tr|A0A8C5NXC8|A0A8C5NXC8_JACJA
OG0006835	sp|Q91YE8|SYNP2_MOUSE	tr|A0A8C5NYE4|A0A8C5NYE4_JACJA
OG0006836	tr|G3X8Q1|G3X8Q1_MOUSE	tr|A0A8C5NYG2|A0A8C5NYG2_JACJA
OG0006837	sp|Q9ESN5|CENPK_MOUSE	tr|A0A8C5P1F1|A0A8C5P1F1_JACJA
OG0006838	sp|Q8R0L9|TADA3_MOUSE	tr|A0A8C5P2Y2|A0A8C5P2Y2_JACJA
OG0006839	sp|O89116|VTI1A_MOUSE	tr|A0A8C5P3H9|A0A8C5P3H9_JACJA
OG0006840	sp|Q6S5L9|SHC4_MOUSE	tr|A0A8C5P409|A0A8C5P409_JACJA
OG0006841	sp|P62274|RS29_MOUSE	tr|A0A8C5P494|A0A8C5P494_JACJA
OG0006842	sp|Q9WTP6|KAD2_MOUSE	tr|A0A8C5P4B0|A0A8C5P4B0_JACJA
OG0006843	sp|P14246|GTR2_MOUSE	tr|A0A8C5P4U6|A0A8C5P4U6_JACJA
OG0006844	tr|Q3U466|Q3U466_MOUSE	tr|A0A8C5P698|A0A8C5P698_JACJA
OG0006845	sp|Q7TST3|SAM10_MOUSE	tr|A0A8C5JVN4|A0A8C5JVN4_JACJA
OG0006846	sp|Q059U7|INTU_MOUSE	tr|A0A8C5JYU6|A0A8C5JYU6_JACJA
OG0006847	sp|Q9CQQ8|LSM7_MOUSE	tr|A0A8C5K1M3|A0A8C5K1M3_JACJA
OG0006848	tr|A6PWY0|A6PWY0_MOUSE	tr|A0A8C5K1W4|A0A8C5K1W4_JACJA
OG0006849	sp|Q80YD6|SRGEF_MOUSE	tr|A0A8C5K317|A0A8C5K317_JACJA
OG0006850	sp|P59108|CPNE2_MOUSE	tr|A0A8C5K3U2|A0A8C5K3U2_JACJA
OG0006851	sp|O54774|AP3D1_MOUSE	tr|A0A8C5K3V5|A0A8C5K3V5_JACJA
OG0006852	sp|P52963|E41LA_MOUSE	tr|A0A8C5K4I1|A0A8C5K4I1_JACJA
OG0006853	sp|P29416|HEXA_MOUSE	tr|A0A8C5K4J5|A0A8C5K4J5_JACJA
OG0006854	sp|Q9QY48|DNS2B_MOUSE	tr|A0A8C5K5H4|A0A8C5K5H4_JACJA
OG0006855	sp|Q8R3P2|DTX2_MOUSE	tr|A0A8C5K5Y4|A0A8C5K5Y4_JACJA
OG0006856	tr|B2RUQ2|B2RUQ2_MOUSE	tr|A0A8C5K767|A0A8C5K767_JACJA
OG0006857	sp|Q8R1W2|GSG1_MOUSE	tr|A0A8C5K7J0|A0A8C5K7J0_JACJA
OG0006858	sp|Q9DB52|PBIR1_MOUSE	tr|A0A8C5K8Q3|A0A8C5K8Q3_JACJA
OG0006860	sp|P24161|CD3Z_MOUSE	tr|A0A8C5KBI1|A0A8C5KBI1_JACJA
OG0006861	sp|Q99JX4|EIF3M_MOUSE	tr|A0A8C5KCI8|A0A8C5KCI8_JACJA
OG0006862	sp|Q9JHX3|IL21R_MOUSE	tr|A0A8C5KDC8|A0A8C5KDC8_JACJA
OG0006863	sp|Q920G8|MFRN1_MOUSE	tr|A0A8C5KDT6|A0A8C5KDT6_JACJA
OG0006864	tr|Q5U4H9|Q5U4H9_MOUSE	tr|A0A8C5KEV5|A0A8C5KEV5_JACJA
OG0006865	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A8C5KEZ6|A0A8C5KEZ6_JACJA
OG0006866	sp|Q8C7H1|MMAA_MOUSE	tr|A0A8C5KF38|A0A8C5KF38_JACJA
OG0006867	sp|Q5DU25|IQEC2_MOUSE	tr|A0A8C5KFC7|A0A8C5KFC7_JACJA
OG0006868	sp|Q9WV08|APJ_MOUSE	tr|A0A8C5KGQ0|A0A8C5KGQ0_JACJA
OG0006869	sp|P35459|LY6D_MOUSE	tr|A0A8C5KHE8|A0A8C5KHE8_JACJA
OG0006870	sp|Q3UYV8|DAAF3_MOUSE	tr|A0A8C5KI89|A0A8C5KI89_JACJA
OG0006871	sp|Q8VDI7|UBAC1_MOUSE	tr|A0A8C5KKG3|A0A8C5KKG3_JACJA
OG0006872	sp|P23116|EIF3A_MOUSE	tr|A0A8C5KLD5|A0A8C5KLD5_JACJA
OG0006873	sp|Q80TY0|FNBP1_MOUSE	tr|A0A8C5KMQ5|A0A8C5KMQ5_JACJA
OG0006874	sp|A2AAY5|SPD2B_MOUSE	tr|A0A8C5KN33|A0A8C5KN33_JACJA
OG0006875	sp|Q91VE3|KLK7_MOUSE	tr|A0A8C5KNG7|A0A8C5KNG7_JACJA
OG0006876	sp|Q80TT2|BAIP3_MOUSE	tr|A0A8C5KPD2|A0A8C5KPD2_JACJA
OG0006877	sp|P97926|OXYR_MOUSE	tr|A0A8C5KQK2|A0A8C5KQK2_JACJA
OG0006878	sp|Q80V91|DTX3_MOUSE	tr|A0A8C5KRK5|A0A8C5KRK5_JACJA
OG0006879	sp|Q5ND34|WDR81_MOUSE	tr|A0A8C5KSI9|A0A8C5KSI9_JACJA
OG0006880	sp|Q80WK2|OSTB_MOUSE	tr|A0A8C5KSN4|A0A8C5KSN4_JACJA
OG0006881	sp|Q62523|ZYX_MOUSE	tr|A0A8C5KT89|A0A8C5KT89_JACJA
OG0006882	sp|O09100|GATA2_MOUSE	tr|A0A8C5KTS4|A0A8C5KTS4_JACJA
OG0006883	sp|Q7TSK7|ATL2_MOUSE	tr|A0A8C5KV55|A0A8C5KV55_JACJA
OG0006884	sp|Q3TC33|CC127_MOUSE	tr|A0A8C5KVF7|A0A8C5KVF7_JACJA
OG0006885	sp|Q9JJG6|TMM47_MOUSE	tr|A0A8C5KXG6|A0A8C5KXG6_JACJA
OG0006886	sp|O35652|LHX8_MOUSE	tr|A0A8C5KXJ9|A0A8C5KXJ9_JACJA
OG0006887	sp|O35083|PLCA_MOUSE	tr|A0A8C5KXN4|A0A8C5KXN4_JACJA
OG0006888	sp|Q62181|SEM3C_MOUSE	tr|A0A8C5KXY6|A0A8C5KXY6_JACJA
OG0006889	sp|Q8K039|K1143_MOUSE	tr|A0A8C5L0N4|A0A8C5L0N4_JACJA
OG0006890	sp|Q8K3F2|MMP21_MOUSE	tr|A0A8C5L1T5|A0A8C5L1T5_JACJA
OG0006891	sp|Q64687|SIA8A_MOUSE	tr|A0A8C5L257|A0A8C5L257_JACJA
OG0006892	sp|P52840|ST1A1_MOUSE	tr|A0A8C5L258|A0A8C5L258_JACJA
OG0006893	sp|Q6ZPZ3|ZC3H4_MOUSE	tr|A0A8C5L3H2|A0A8C5L3H2_JACJA
OG0006894	sp|Q61210|ARHG1_MOUSE	tr|A0A8C5L4X3|A0A8C5L4X3_JACJA
OG0006895	sp|Q8BXX9|CC169_MOUSE	tr|A0A8C5L5K8|A0A8C5L5K8_JACJA
OG0006896	sp|Q0VGT4|ZGRF1_MOUSE	tr|A0A8C5L682|A0A8C5L682_JACJA
OG0006897	sp|Q9D720|NSE1_MOUSE	tr|A0A8C5L6N2|A0A8C5L6N2_JACJA
OG0006898	sp|Q3V3V9|CARL2_MOUSE	tr|A0A8C5L9B5|A0A8C5L9B5_JACJA
OG0006899	sp|Q9D711|PIR_MOUSE	tr|A0A8C5L9V8|A0A8C5L9V8_JACJA
OG0006900	tr|Q6NVH0|Q6NVH0_MOUSE	tr|A0A8C5L9W4|A0A8C5L9W4_JACJA
OG0006901	sp|Q8R1G6|PDLI2_MOUSE	tr|A0A8C5LAF9|A0A8C5LAF9_JACJA
OG0006902	sp|Q3U497|CLM7_MOUSE	tr|A0A8C5LCD8|A0A8C5LCD8_JACJA
OG0006903	tr|F6U5V1|F6U5V1_MOUSE	tr|A0A8C5LCS6|A0A8C5LCS6_JACJA
OG0006904	sp|Q9CR26|VTA1_MOUSE	tr|A0A8C5LJ80|A0A8C5LJ80_JACJA
OG0006905	sp|Q921Q3|ALG1_MOUSE	tr|A0A8C5LP47|A0A8C5LP47_JACJA
OG0006906	sp|P51491|OPSB_MOUSE	tr|A0A8C5NU16|A0A8C5NU16_JACJA
OG0006907	sp|Q64012|RALY_MOUSE	tr|A0A8C5NVU3|A0A8C5NVU3_JACJA
OG0006908	sp|Q5SWW4|MED13_MOUSE	tr|A0A8C5NW87|A0A8C5NW87_JACJA
OG0006909	sp|Q8K114|INT9_MOUSE	tr|A0A8C5NZ82|A0A8C5NZ82_JACJA
OG0006910	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A8C5NZJ3|A0A8C5NZJ3_JACJA
OG0006911	sp|Q9D956|MALD3_MOUSE	tr|A0A8C5P0A3|A0A8C5P0A3_JACJA
OG0006912	sp|Q7TPM3|TRI17_MOUSE	tr|A0A8C5P1R9|A0A8C5P1R9_JACJA
OG0006913	tr|M0QWD8|M0QWD8_MOUSE	tr|A0A8C5P266|A0A8C5P266_JACJA
OG0006914	sp|Q61575|FOXN1_MOUSE	tr|A0A8C5P4S4|A0A8C5P4S4_JACJA
OG0006915	sp|Q99N43|KREM1_MOUSE	tr|A0A8C5JWB9|A0A8C5JWB9_JACJA
OG0006916	sp|Q8BQ48|CE295_MOUSE	tr|A0A8C5JYT2|A0A8C5JYT2_JACJA
OG0006917	sp|Q9D9S2|TM225_MOUSE	tr|A0A8C5K0Y9|A0A8C5K0Y9_JACJA
OG0006918	sp|P97452|BOP1_MOUSE	tr|A0A8C5K1I3|A0A8C5K1I3_JACJA
OG0006919	sp|Q5DTW7|RESF1_MOUSE	tr|A0A8C5K207|A0A8C5K207_JACJA
OG0006920	sp|Q61790|LAG3_MOUSE	tr|A0A8C5K2Z4|A0A8C5K2Z4_JACJA
OG0006921	sp|Q9D9F8|MIPO1_MOUSE	tr|A0A8C5K3W0|A0A8C5K3W0_JACJA
OG0006922	sp|Q63912|OMGP_MOUSE	tr|A0A8C5K502|A0A8C5K502_JACJA
OG0006923	sp|Q8VCK6|FFAR2_MOUSE	tr|A0A8C5K5W6|A0A8C5K5W6_JACJA
OG0006924	sp|Q9JLR5|TCF23_MOUSE	tr|A0A8C5K7K5|A0A8C5K7K5_JACJA
OG0006925	sp|Q8C1R3|CQ050_MOUSE	tr|A0A8C5K8B7|A0A8C5K8B7_JACJA
OG0006926	sp|Q9R0P5|DEST_MOUSE	tr|A0A8C5K8X0|A0A8C5K8X0_JACJA
OG0006927	sp|Q80VN0|CP100_MOUSE	tr|A0A8C5K9M3|A0A8C5K9M3_JACJA
OG0006928	sp|Q61412|VSX2_MOUSE	tr|A0A8C5K9U8|A0A8C5K9U8_JACJA
OG0006929	sp|Q00286|PIT1_MOUSE	tr|A0A8C5KAW4|A0A8C5KAW4_JACJA
OG0006930	sp|Q9QYI4|DJB12_MOUSE	tr|A0A8C5KBJ8|A0A8C5KBJ8_JACJA
OG0006931	tr|A2AKE5|A2AKE5_MOUSE	tr|A0A8C5KC21|A0A8C5KC21_JACJA
OG0006932	sp|Q80UP8|S20A2_MOUSE	tr|A0A8C5KDA2|A0A8C5KDA2_JACJA
OG0006933	sp|O70458|OSMR_MOUSE	tr|A0A8C5KDI0|A0A8C5KDI0_JACJA
OG0006934	sp|Q9JKZ2|SC5A3_MOUSE	tr|A0A8C5KE11|A0A8C5KE11_JACJA
OG0006935	sp|Q9Z206|ARHG8_MOUSE	tr|A0A8C5KE91|A0A8C5KE91_JACJA
OG0006936	sp|Q8CFE6|S38A2_MOUSE	tr|A0A8C5KF90|A0A8C5KF90_JACJA
OG0006937	sp|Q3UH93|PLXD1_MOUSE	tr|A0A8C5KI87|A0A8C5KI87_JACJA
OG0006938	sp|Q640Q5|PAN3_MOUSE	tr|A0A8C5KJV9|A0A8C5KJV9_JACJA
OG0006939	sp|Q8K1E3|DLK2_MOUSE	tr|A0A8C5KJX2|A0A8C5KJX2_JACJA
OG0006940	tr|D3Z7A9|D3Z7A9_MOUSE	tr|A0A8C5KJZ7|A0A8C5KJZ7_JACJA
OG0006941	tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE	tr|A0A8C5KKY9|A0A8C5KKY9_JACJA
OG0006942	sp|Q9D024|CCD47_MOUSE	tr|A0A8C5KL06|A0A8C5KL06_JACJA
OG0006943	sp|Q9WV71|ASB4_MOUSE	tr|A0A8C5KND1|A0A8C5KND1_JACJA
OG0006944	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A8C5KQ40|A0A8C5KQ40_JACJA
OG0006945	sp|Q8BMD5|CDAC1_MOUSE	tr|A0A8C5KTH4|A0A8C5KTH4_JACJA
OG0006946	sp|Q9CSU0|RPR1B_MOUSE	tr|A0A8C5KXR2|A0A8C5KXR2_JACJA
OG0006947	sp|Q921D9|GRHL1_MOUSE	tr|A0A8C5KZH8|A0A8C5KZH8_JACJA
OG0006948	tr|Q505F4|Q505F4_MOUSE	tr|A0A8C5KZR2|A0A8C5KZR2_JACJA
OG0006949	sp|Q9D8N6|LIN37_MOUSE	tr|A0A8C5L0B3|A0A8C5L0B3_JACJA
OG0006950	sp|O35127|C10_MOUSE	tr|A0A8C5L1P4|A0A8C5L1P4_JACJA
OG0006951	sp|Q99K82|SMOX_MOUSE	tr|A0A8C5L2I0|A0A8C5L2I0_JACJA
OG0006952	sp|Q3UN04|UBP30_MOUSE	tr|A0A8C5L3R2|A0A8C5L3R2_JACJA
OG0006953	sp|P04235|CD3D_MOUSE	tr|A0A8C5L3Y9|A0A8C5L3Y9_JACJA
OG0006954	sp|P59270|B3GA2_MOUSE	tr|A0A8C5L4V4|A0A8C5L4V4_JACJA
OG0006955	sp|Q99P58|RB27B_MOUSE	tr|A0A8C5L5D6|A0A8C5L5D6_JACJA
OG0006956	sp|P97378|I12R2_MOUSE	tr|A0A8C5L5T4|A0A8C5L5T4_JACJA
OG0006957	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A8C5L7G0|A0A8C5L7G0_JACJA
OG0006958	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A8C5LAH6|A0A8C5LAH6_JACJA
OG0006959	sp|Q61810|LTBP3_MOUSE	tr|A0A8C5LC40|A0A8C5LC40_JACJA
OG0006960	sp|Q9JLM9|GRB14_MOUSE	tr|A0A8C5LCE9|A0A8C5LCE9_JACJA
OG0006961	sp|Q9D281|NXP20_MOUSE	tr|A0A8C5LD74|A0A8C5LD74_JACJA
OG0006962	sp|Q8VCM7|FIBG_MOUSE	tr|A0A8C5LDR5|A0A8C5LDR5_JACJA
OG0006963	sp|P10855|CCL3_MOUSE	tr|A0A8C5LDY5|A0A8C5LDY5_JACJA
OG0006964	sp|Q9Z2H5|E41L1_MOUSE	tr|A0A8C5LE83|A0A8C5LE83_JACJA
OG0006965	sp|P30115|GSTA3_MOUSE	tr|A0A8C5LED3|A0A8C5LED3_JACJA
OG0006966	sp|Q80WQ8|M18BP_MOUSE	tr|A0A8C5LES9|A0A8C5LES9_JACJA
OG0006967	sp|Q922H4|GMPPA_MOUSE	tr|A0A8C5LF81|A0A8C5LF81_JACJA
OG0006968	sp|O88786|I13R2_MOUSE	tr|A0A8C5LHA9|A0A8C5LHA9_JACJA
OG0006969	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A8C5LI55|A0A8C5LI55_JACJA
OG0006970	sp|Q99NB1|ACS2L_MOUSE	tr|A0A8C5LKD7|A0A8C5LKD7_JACJA
OG0006971	sp|Q9D4H2|GCC1_MOUSE	tr|A0A8C5NUP1|A0A8C5NUP1_JACJA
OG0006972	sp|Q3V3F6|MPZL3_MOUSE	tr|A0A8C5NUT2|A0A8C5NUT2_JACJA
OG0006973	sp|Q8K3I6|IL27A_MOUSE	tr|A0A8C5NW68|A0A8C5NW68_JACJA
OG0006974	sp|Q5DU14|MYO16_MOUSE	tr|A0A8C5NWR4|A0A8C5NWR4_JACJA
