Orthogroup	Mus_musculus	Myotis_myotis
OG0010478	sp|Q8C1B2|PARPT_MOUSE	tr|A0A7J8A2V6|A0A7J8A2V6_MYOMY
OG0010479	sp|Q8CAM5|RAB36_MOUSE	tr|A0A7J7QWR3|A0A7J7QWR3_MYOMY
OG0010480	sp|Q8CE72|CPLN1_MOUSE	tr|A0A7J7XZW9|A0A7J7XZW9_MYOMY
OG0010481	sp|Q8K0L2|ENTP8_MOUSE	tr|A0A7J7QYM3|A0A7J7QYM3_MYOMY
OG0010482	sp|Q8VI67|SP7_MOUSE	tr|A0A7J7YZP1|A0A7J7YZP1_MYOMY
OG0010483	sp|Q91YK2|RRP1B_MOUSE	tr|A0A7J8A2D9|A0A7J8A2D9_MYOMY
OG0010484	sp|Q91ZV0|MIA2_MOUSE	tr|A0A7J8APB9|A0A7J8APB9_MYOMY
OG0010485	sp|Q920A1|CLTR2_MOUSE	tr|A0A7J7Z1K9|A0A7J7Z1K9_MYOMY
OG0010486	sp|Q99JN2|KLH22_MOUSE	tr|A0A7J7S1V5|A0A7J7S1V5_MYOMY
OG0010487	sp|Q99JW5|EPCAM_MOUSE	tr|A0A7J7U4U7|A0A7J7U4U7_MYOMY
OG0010488	sp|Q9CPP0|NPM3_MOUSE	tr|A0A7J7TU39|A0A7J7TU39_MYOMY
OG0010489	sp|Q9D0J4|ARL2_MOUSE	tr|A0A7J7VFZ7|A0A7J7VFZ7_MYOMY
OG0010490	sp|Q9D3W1|RSP14_MOUSE	tr|A0A7J7QX25|A0A7J7QX25_MYOMY
OG0010491	sp|Q9D6Y4|BORC8_MOUSE	tr|A0A7J7XDY9|A0A7J7XDY9_MYOMY
OG0010492	sp|Q9D787|PPIL2_MOUSE	tr|A0A7J7S320|A0A7J7S320_MYOMY
OG0010493	sp|Q9D7V1|SH24A_MOUSE	tr|A0A7J7Z8A1|A0A7J7Z8A1_MYOMY
OG0010494	sp|Q9D8X0|MANBL_MOUSE	tr|A0A7J7VZ21|A0A7J7VZ21_MYOMY
OG0010495	sp|Q9DAU1|CNPY3_MOUSE	tr|A0A7J7WUU4|A0A7J7WUU4_MYOMY
OG0010496	sp|Q9EQG3|SCEL_MOUSE	tr|A0A7J7Z8N0|A0A7J7Z8N0_MYOMY
OG0010497	sp|Q9ER72|SYCC_MOUSE	tr|A0A7J7RGU1|A0A7J7RGU1_MYOMY
OG0010498	sp|Q9JHU2|PALMD_MOUSE	tr|A0A7J7SS56|A0A7J7SS56_MYOMY
OG0010499	sp|Q9JI78|NGLY1_MOUSE	tr|A0A7J7UDC7|A0A7J7UDC7_MYOMY
OG0010500	sp|Q9JIZ9|PLS3_MOUSE	tr|A0A7J7T7G2|A0A7J7T7G2_MYOMY
OG0010501	sp|Q9JLT2|TREA_MOUSE	tr|A0A7J7VL13|A0A7J7VL13_MYOMY
OG0010502	sp|Q9R1A8|COP1_MOUSE	tr|A0A7J7SPR4|A0A7J7SPR4_MYOMY
OG0010503	sp|Q9Z1P8|ANGL4_MOUSE	tr|A0A7J7XDI4|A0A7J7XDI4_MYOMY
OG0010504	sp|A0JLY1|CF210_MOUSE	tr|A0A7J7WGA9|A0A7J7WGA9_MYOMY
OG0010505	tr|A2A5F7|A2A5F7_MOUSE	tr|A0A7J7T5H7|A0A7J7T5H7_MYOMY
OG0010507	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A7J7VXH7|A0A7J7VXH7_MYOMY
OG0010508	tr|E9QAS1|E9QAS1_MOUSE	tr|A0A7J7YDB2|A0A7J7YDB2_MYOMY
OG0010509	tr|G3XA30|G3XA30_MOUSE	tr|A0A7J7QW08|A0A7J7QW08_MYOMY
OG0010510	sp|O35295|PURB_MOUSE	tr|A0A7J7V4J9|A0A7J7V4J9_MYOMY
OG0010511	sp|O35714|TNR18_MOUSE	tr|A0A7J7QWJ2|A0A7J7QWJ2_MYOMY
OG0010512	sp|O88851|RBBP9_MOUSE	tr|A0A7J7W0F9|A0A7J7W0F9_MYOMY
OG0010513	sp|P07214|SPRC_MOUSE	tr|A0A7J7XLJ2|A0A7J7XLJ2_MYOMY
OG0010514	sp|P23475|XRCC6_MOUSE	tr|A0A7J7ZA86|A0A7J7ZA86_MYOMY
OG0010515	sp|P46718|PDCD2_MOUSE	tr|A0A7J7WX46|A0A7J7WX46_MYOMY
OG0010516	sp|P58281|OPA1_MOUSE	tr|A0A7J7ZZS8|A0A7J7ZZS8_MYOMY
OG0010517	sp|P58854|GCP3_MOUSE	tr|A0A7J7ZA43|A0A7J7ZA43_MYOMY
OG0010519	sp|Q3TB48|TM104_MOUSE	tr|A0A7J7T8X3|A0A7J7T8X3_MYOMY
OG0010520	sp|Q3TC72|FAHD2_MOUSE	tr|A0A7J7R0C3|A0A7J7R0C3_MYOMY
OG0010521	sp|Q3U1V6|UEVLD_MOUSE	tr|A0A7J7VL75|A0A7J7VL75_MYOMY
OG0010522	sp|Q3U595|CV039_MOUSE	tr|A0A7J7S123|A0A7J7S123_MYOMY
OG0010523	sp|Q3UMZ3|PLPP5_MOUSE	tr|A0A7J7Z7C7|A0A7J7Z7C7_MYOMY
OG0010524	sp|Q3URY0|RTL4_MOUSE	tr|A0A7J7YG73|A0A7J7YG73_MYOMY
OG0010525	tr|Q3V118|Q3V118_MOUSE	tr|A0A7J7RU01|A0A7J7RU01_MYOMY
OG0010526	sp|Q5EBH1|RASF5_MOUSE	tr|A0A7J7STE6|A0A7J7STE6_MYOMY
OG0010527	sp|Q5U4E2|REPI1_MOUSE	tr|A0A7J7V4S6|A0A7J7V4S6_MYOMY
OG0010528	sp|Q60931|VDAC3_MOUSE	tr|A0A7J7ZAZ9|A0A7J7ZAZ9_MYOMY
OG0010529	sp|Q61743|KCJ11_MOUSE	tr|A0A7J7VHK4|A0A7J7VHK4_MYOMY
OG0010530	sp|Q62132|PTPRR_MOUSE	tr|A0A7J7Z7J9|A0A7J7Z7J9_MYOMY
OG0010531	sp|Q64441|CP24A_MOUSE	tr|A0A7J7VXB5|A0A7J7VXB5_MYOMY
OG0010532	sp|Q64739|COBA2_MOUSE	tr|A0A7J7RKK8|A0A7J7RKK8_MYOMY
OG0010533	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A7J7V1Q8|A0A7J7V1Q8_MYOMY
OG0010534	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A7J7WWI8|A0A7J7WWI8_MYOMY
OG0010535	sp|Q6PFH3|DCA15_MOUSE	tr|A0A7J7R9R0|A0A7J7R9R0_MYOMY
OG0010536	sp|Q769J6|ATS13_MOUSE	tr|A0A7J7UMH8|A0A7J7UMH8_MYOMY
OG0010537	sp|Q7TNG8|LDHD_MOUSE	tr|A0A7J7SCH6|A0A7J7SCH6_MYOMY
OG0010538	sp|Q7TQF7|AMPH_MOUSE	tr|A0A7J7V234|A0A7J7V234_MYOMY
OG0010539	sp|Q8BRH0|TMTC3_MOUSE	tr|A0A7J7Z9R2|A0A7J7Z9R2_MYOMY
OG0010540	sp|Q8CE23|OX26_MOUSE	tr|A0A7J7UR61|A0A7J7UR61_MYOMY
OG0010541	sp|Q8CH36|S36A4_MOUSE	tr|A0A7J7VL30|A0A7J7VL30_MYOMY
OG0010542	sp|Q8JZL1|I17RD_MOUSE	tr|A0A7J7UCC2|A0A7J7UCC2_MYOMY
OG0010543	sp|Q8JZM4|DNER_MOUSE	tr|A0A7J7WGK2|A0A7J7WGK2_MYOMY
OG0010544	sp|Q8R033|LYRM2_MOUSE	tr|A0A7J7WWK7|A0A7J7WWK7_MYOMY
OG0010545	sp|Q8R4H7|NAGS_MOUSE	tr|A0A7J7T7N9|A0A7J7T7N9_MYOMY
OG0010547	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A7J7VWA7|A0A7J7VWA7_MYOMY
OG0010548	sp|Q99MS8|TPGS1_MOUSE	tr|A0A7J7XL99|A0A7J7XL99_MYOMY
OG0010549	sp|Q99PQ2|TRI11_MOUSE	tr|A0A7J7XLN3|A0A7J7XLN3_MYOMY
OG0010550	sp|Q99PW8|KIF17_MOUSE	tr|A0A7J7ZWL0|A0A7J7ZWL0_MYOMY
OG0010551	sp|Q9CR09|UFC1_MOUSE	tr|A0A7J7SU11|A0A7J7SU11_MYOMY
OG0010552	sp|Q9CR16|PPID_MOUSE	tr|A0A7J7XKG5|A0A7J7XKG5_MYOMY
OG0010553	sp|Q9CR53|NMB_MOUSE	tr|A0A7J7RS22|A0A7J7RS22_MYOMY
OG0010554	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A7J7U5X7|A0A7J7U5X7_MYOMY
OG0010555	sp|Q9CY18|SNX7_MOUSE	tr|A0A7J7STT3|A0A7J7STT3_MYOMY
OG0010556	sp|Q9D0F1|NDC80_MOUSE	tr|A0A7J7VZY0|A0A7J7VZY0_MYOMY
OG0010557	sp|Q9DA37|SAMD8_MOUSE	tr|A0A7J7TUL9|A0A7J7TUL9_MYOMY
OG0010559	sp|Q9DCM2|GSTK1_MOUSE	tr|A0A7J7V3H8|A0A7J7V3H8_MYOMY
OG0010560	sp|Q9EPB5|SERHL_MOUSE	tr|A0A7J7Z9Y0|A0A7J7Z9Y0_MYOMY
OG0010561	sp|Q9EQ32|BCAP_MOUSE	tr|A0A7J7TUC0|A0A7J7TUC0_MYOMY
OG0010562	sp|Q9JIP3|I17RB_MOUSE	tr|A0A7J7UCD5|A0A7J7UCD5_MYOMY
OG0010563	sp|Q9JJG7|CABP8_MOUSE	tr|A0A7J7XXM5|A0A7J7XXM5_MYOMY
OG0010564	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A7J7S1P0|A0A7J7S1P0_MYOMY
OG0010565	sp|A0A087WPF7|AUTS2_MOUSE	tr|A0A7J7XXB4|A0A7J7XXB4_MYOMY
OG0010566	sp|B2RPY5|GP161_MOUSE	tr|A0A7J7SRI6|A0A7J7SRI6_MYOMY
OG0010567	tr|E9Q368|E9Q368_MOUSE	tr|A0A7J7RV46|A0A7J7RV46_MYOMY
OG0010568	sp|E9Q3S4|M3K19_MOUSE	tr|A0A7J7WI24|A0A7J7WI24_MYOMY
OG0010569	sp|J3S6Y1|TSEAR_MOUSE	tr|A0A7J8A2E2|A0A7J8A2E2_MYOMY
OG0010570	sp|O35348|COLQ_MOUSE	tr|A0A7J7UC06|A0A7J7UC06_MYOMY
OG0010571	sp|O88559|MEN1_MOUSE	tr|A0A7J7VIQ1|A0A7J7VIQ1_MYOMY
OG0010572	sp|P07321|EPO_MOUSE	tr|A0A7J7XYL8|A0A7J7XYL8_MYOMY
OG0010573	sp|P10598|CASB_MOUSE	tr|A0A7J8AJC3|A0A7J8AJC3_MYOMY
OG0010574	sp|P19437|CD20_MOUSE	tr|A0A7J7VJH3|A0A7J7VJH3_MYOMY
OG0010576	sp|P56388|CART_MOUSE	tr|A0A7J7XXP3|A0A7J7XXP3_MYOMY
OG0010577	sp|P62500|T22D1_MOUSE	tr|A0A7J7ZA17|A0A7J7ZA17_MYOMY
OG0010578	sp|Q03963|E2AK2_MOUSE	tr|A0A7J7U4Q1|A0A7J7U4Q1_MYOMY
OG0010579	sp|Q05910|ADAM8_MOUSE	tr|A0A7J7TRQ5|A0A7J7TRQ5_MYOMY
OG0010580	sp|Q3U2E2|ZMYM5_MOUSE	tr|A0A7J7ZC34|A0A7J7ZC34_MYOMY
OG0010581	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A7J7ZTF9|A0A7J7ZTF9_MYOMY
OG0010582	sp|Q3V2A7|QRIC2_MOUSE	tr|A0A7J7T8H5|A0A7J7T8H5_MYOMY
OG0010583	sp|Q5SFM8|RBM27_MOUSE	tr|A0A7J7XJN3|A0A7J7XJN3_MYOMY
OG0010584	sp|Q5SW28|PI3R5_MOUSE	tr|A0A7J7T7H9|A0A7J7T7H9_MYOMY
OG0010585	sp|Q60680|IKKA_MOUSE	tr|A0A7J7TSG0|A0A7J7TSG0_MYOMY
OG0010586	sp|Q61850|FOXC2_MOUSE	tr|A0A7J7SBB9|A0A7J7SBB9_MYOMY
OG0010588	sp|Q6NS65|GPR17_MOUSE	tr|A0A7J7WGW5|A0A7J7WGW5_MYOMY
OG0010589	sp|Q6PB75|PAPD7_MOUSE	tr|A0A7J7Y2F9|A0A7J7Y2F9_MYOMY
OG0010590	sp|Q7TMF5|SPA12_MOUSE	tr|A0A7J7QTV1|A0A7J7QTV1_MYOMY
OG0010591	sp|Q7TPD2|F185A_MOUSE	tr|A0A7J7V2Y4|A0A7J7V2Y4_MYOMY
OG0010592	sp|Q8BG40|KTNB1_MOUSE	tr|A0A7J7SBQ9|A0A7J7SBQ9_MYOMY
OG0010593	sp|Q8BHK2|SCN3B_MOUSE	tr|A0A7J7S3C4|A0A7J7S3C4_MYOMY
OG0010594	sp|Q8BRG6|KLH24_MOUSE	tr|A0A7J7ZXH8|A0A7J7ZXH8_MYOMY
OG0010595	sp|Q8BYJ6|TBCD4_MOUSE	tr|A0A7J7Z995|A0A7J7Z995_MYOMY
OG0010596	sp|Q8CEF1|FEM1C_MOUSE	tr|A0A7J7XYT7|A0A7J7XYT7_MYOMY
OG0010597	sp|Q8CHX6|MBTP2_MOUSE	tr|A0A7J7YEL3|A0A7J7YEL3_MYOMY
OG0010598	sp|Q8R0F6|ILKAP_MOUSE	tr|A0A7J7WHL8|A0A7J7WHL8_MYOMY
OG0010599	sp|Q8R0Z6|ANGL6_MOUSE	tr|A0A7J7XEJ6|A0A7J7XEJ6_MYOMY
OG0010600	sp|Q8R1Q8|DC1L1_MOUSE	tr|A0A7J7UBV5|A0A7J7UBV5_MYOMY
OG0010601	sp|Q8VCF0|MAVS_MOUSE	tr|A0A7J7VZ93|A0A7J7VZ93_MYOMY
OG0010602	sp|Q8VDV0|ITGBL_MOUSE	tr|A0A7J7Z3C9|A0A7J7Z3C9_MYOMY
OG0010603	sp|Q91W78|USB1_MOUSE	tr|A0A7J7SDP4|A0A7J7SDP4_MYOMY
OG0010604	sp|Q91YP6|ELMD3_MOUSE	tr|A0A7J7U4N7|A0A7J7U4N7_MYOMY
OG0010605	sp|Q99JG3|ANX13_MOUSE	tr|A0A7J7THM7|A0A7J7THM7_MYOMY
OG0010606	sp|Q99KE8|ZFP64_MOUSE	tr|A0A7J7W255|A0A7J7W255_MYOMY
OG0010607	sp|Q9D1C8|VPS28_MOUSE	tr|A0A7J7R432|A0A7J7R432_MYOMY
OG0010608	sp|Q9DCT8|CRIP2_MOUSE	tr|A0A7J7R1R4|A0A7J7R1R4_MYOMY
OG0010609	sp|Q9JIG7|CCD22_MOUSE	tr|A0A7J7YC91|A0A7J7YC91_MYOMY
OG0010610	sp|Q9JJ78|TOPK_MOUSE	tr|A0A7J7XIQ4|A0A7J7XIQ4_MYOMY
OG0010611	sp|Q9JK95|PERP_MOUSE	tr|A0A7J7WWV1|A0A7J7WWV1_MYOMY
OG0010612	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A7J7ZV70|A0A7J7ZV70_MYOMY
OG0010613	sp|Q9QYJ1|SIA7E_MOUSE	tr|A0A7J8A2G6|A0A7J8A2G6_MYOMY
OG0010614	sp|Q9QZN3|FBX8_MOUSE	tr|A0A7J7XGG5|A0A7J7XGG5_MYOMY
OG0010615	sp|Q9R0S2|MMP24_MOUSE	tr|A0A7J7VZ44|A0A7J7VZ44_MYOMY
OG0010616	sp|Q9Z0L0|TPBG_MOUSE	tr|A0A7J7WYL6|A0A7J7WYL6_MYOMY
OG0010617	sp|A2AKB4|FRPD1_MOUSE	tr|A0A7J7UNT0|A0A7J7UNT0_MYOMY
OG0010618	sp|B2RRE7|OTUD4_MOUSE	tr|A0A7J7XIN7|A0A7J7XIN7_MYOMY
OG0010619	sp|B2RWJ3|TM240_MOUSE	tr|A0A7J7QWF4|A0A7J7QWF4_MYOMY
OG0010620	tr|F8VQK3|F8VQK3_MOUSE	tr|A0A7J7VHV5|A0A7J7VHV5_MYOMY
OG0010621	sp|O08795|GLU2B_MOUSE	tr|A0A7J7XJD8|A0A7J7XJD8_MYOMY
OG0010622	sp|O09172|GSH0_MOUSE	tr|A0A7J7ZVP1|A0A7J7ZVP1_MYOMY
OG0010623	sp|O35681|SYT3_MOUSE	tr|A0A7J7RG02|A0A7J7RG02_MYOMY
OG0010624	sp|O70433|FHL2_MOUSE	tr|A0A7J7RT59|A0A7J7RT59_MYOMY
OG0010625	sp|P09021|HXA5_MOUSE	tr|A0A7J7V3M0|A0A7J7V3M0_MYOMY
OG0010626	sp|P16305|GBRA6_MOUSE	tr|A0A7J7XFW6|A0A7J7XFW6_MYOMY
OG0010627	sp|P31313|HXC11_MOUSE	tr|A0A7J7Z315|A0A7J7Z315_MYOMY
OG0010628	sp|P47806|GLI1_MOUSE	tr|A0A7J7Z364|A0A7J7Z364_MYOMY
OG0010629	sp|P54099|DPOG1_MOUSE	tr|A0A7J7RSV5|A0A7J7RSV5_MYOMY
OG0010630	sp|P59438|HPS5_MOUSE	tr|A0A7J7VHW7|A0A7J7VHW7_MYOMY
OG0010631	sp|P97864|CASP7_MOUSE	tr|A0A7J7TSJ7|A0A7J7TSJ7_MYOMY
OG0010632	sp|Q00422|GABPA_MOUSE	tr|A0A7J7ZV59|A0A7J7ZV59_MYOMY
OG0010633	sp|Q03526|ITK_MOUSE	tr|A0A7J7XHU3|A0A7J7XHU3_MYOMY
OG0010634	sp|Q07076|ANXA7_MOUSE	tr|A0A7J7TSA7|A0A7J7TSA7_MYOMY
OG0010635	sp|Q07235|GDN_MOUSE	tr|A0A7J7WJB1|A0A7J7WJB1_MYOMY
OG0010636	sp|Q08376|ZBT14_MOUSE	tr|A0A7J7W1T8|A0A7J7W1T8_MYOMY
OG0010637	sp|Q0P5V9|S45A4_MOUSE	tr|A0A7J7TK43|A0A7J7TK43_MYOMY
OG0010639	sp|Q3TMH2|SCRN3_MOUSE	tr|A0A7J7WJ31|A0A7J7WJ31_MYOMY
OG0010640	sp|Q3UQ84|SYTM_MOUSE	tr|A0A7J7SUB4|A0A7J7SUB4_MYOMY
OG0010641	sp|Q4VAH7|HECA2_MOUSE	tr|A0A7J7V3K0|A0A7J7V3K0_MYOMY
OG0010642	sp|Q60571|CRHBP_MOUSE	tr|A0A7J7XYE8|A0A7J7XYE8_MYOMY
OG0010643	sp|Q60865|CAPR1_MOUSE	tr|A0A7J7VGE7|A0A7J7VGE7_MYOMY
OG0010644	sp|Q61221|HIF1A_MOUSE	tr|A0A7J8AL83|A0A7J8AL83_MYOMY
OG0010645	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A7J7RSP7|A0A7J7RSP7_MYOMY
OG0010646	sp|Q6NZE7|PBIR2_MOUSE	tr|A0A7J7YDH5|A0A7J7YDH5_MYOMY
OG0010647	sp|Q6P8J2|SAT2_MOUSE	tr|A0A7J7T828|A0A7J7T828_MYOMY
OG0010648	sp|Q76LL6|FHOD3_MOUSE	tr|A0A7J7VXT6|A0A7J7VXT6_MYOMY
OG0010649	sp|Q80WQ2|VAC14_MOUSE	tr|A0A7J7SDY2|A0A7J7SDY2_MYOMY
OG0010650	sp|Q80XU8|LRFN4_MOUSE	tr|A0A7J7VIY8|A0A7J7VIY8_MYOMY
OG0010651	sp|Q812G0|MGT4A_MOUSE	tr|A0A7J7RCX3|A0A7J7RCX3_MYOMY
OG0010652	sp|Q8BMS4|COQ3_MOUSE	tr|A0A7J7WUP0|A0A7J7WUP0_MYOMY
OG0010653	sp|Q8C0L0|TMX4_MOUSE	tr|A0A7J7W123|A0A7J7W123_MYOMY
OG0010654	sp|Q8CHS4|PLCX1_MOUSE	tr|A0A7J7QVE5|A0A7J7QVE5_MYOMY
OG0010655	sp|Q8CI19|PDGFC_MOUSE	tr|A0A7J7XIX3|A0A7J7XIX3_MYOMY
OG0010656	sp|Q8K045|PKN3_MOUSE	tr|A0A7J7UQF9|A0A7J7UQF9_MYOMY
OG0010657	sp|Q8K2L8|TPC12_MOUSE	tr|A0A7J7U6Z7|A0A7J7U6Z7_MYOMY
OG0010658	sp|Q8K3X4|I2BPL_MOUSE	tr|A0A7J8AL20|A0A7J8AL20_MYOMY
OG0010659	sp|Q8QZR8|CCNQ_MOUSE	tr|A0A7J7YCL5|A0A7J7YCL5_MYOMY
OG0010660	sp|Q8R1B5|CPLX3_MOUSE	tr|A0A7J8AIS2|A0A7J8AIS2_MYOMY
OG0010661	sp|Q8R4T1|CYS1_MOUSE	tr|A0A7J7U4H4|A0A7J7U4H4_MYOMY
OG0010662	sp|Q8VHH8|IL25_MOUSE	tr|A0A7J8AKK7|A0A7J8AKK7_MYOMY
OG0010663	sp|Q99K90|TAB2_MOUSE	tr|A0A7J7WXL4|A0A7J7WXL4_MYOMY
OG0010664	sp|Q99LG4|TTC5_MOUSE	tr|A0A7J8ASS9|A0A7J8ASS9_MYOMY
OG0010665	sp|Q9CQK1|ZNHI3_MOUSE	tr|A0A7J7T9I6|A0A7J7T9I6_MYOMY
OG0010666	sp|Q9CQX0|OTUB2_MOUSE	tr|A0A7J8ANR8|A0A7J8ANR8_MYOMY
OG0010667	sp|Q9CR96|TM208_MOUSE	tr|A0A7J7SDS7|A0A7J7SDS7_MYOMY
OG0010668	sp|Q9CSN1|SNW1_MOUSE	tr|A0A7J8ARE0|A0A7J8ARE0_MYOMY
OG0010669	sp|Q9D6K7|TTC33_MOUSE	tr|A0A7J7Y368|A0A7J7Y368_MYOMY
OG0010670	sp|Q9DAI4|ZBT43_MOUSE	tr|A0A7J7USE7|A0A7J7USE7_MYOMY
OG0010671	sp|Q9QXM0|ABHD2_MOUSE	tr|A0A7J7RRG0|A0A7J7RRG0_MYOMY
OG0010672	sp|Q9R1A9|TREX2_MOUSE	tr|A0A7J7YFR1|A0A7J7YFR1_MYOMY
OG0010673	sp|Q9WTK7|STK11_MOUSE	tr|A0A7J7XKU1|A0A7J7XKU1_MYOMY
OG0010674	sp|Q9WTX2|PRKRA_MOUSE	tr|A0A7J7WIY4|A0A7J7WIY4_MYOMY
OG0010676	sp|D3Z7Q2|SIM20_MOUSE	tr|A0A7J8ARY1|A0A7J8ARY1_MYOMY
OG0010677	sp|O08740|RPB11_MOUSE	tr|A0A7J7Y1U2|A0A7J7Y1U2_MYOMY
OG0010678	sp|O88816|SNAT_MOUSE	tr|A0A7J7T2R0|A0A7J7T2R0_MYOMY
OG0010679	sp|O88986|KBL_MOUSE	tr|A0A7J7Z2V9|A0A7J7Z2V9_MYOMY
OG0010680	sp|P23906|IRF2_MOUSE	tr|A0A7J7Z3E6|A0A7J7Z3E6_MYOMY
OG0010681	sp|P28653|PGS1_MOUSE	tr|A0A7J7YC68|A0A7J7YC68_MYOMY
OG0010682	sp|P49135|ERCC3_MOUSE	tr|A0A7J7WH12|A0A7J7WH12_MYOMY
OG0010683	sp|P49194|RET3_MOUSE	tr|A0A7J7RMR7|A0A7J7RMR7_MYOMY
OG0010684	sp|P55104|INHBC_MOUSE	tr|A0A7J7Z3D9|A0A7J7Z3D9_MYOMY
OG0010685	sp|P60766|CDC42_MOUSE	tr|A0A7J7ZTY3|A0A7J7ZTY3_MYOMY
OG0010686	sp|P62254|UB2G1_MOUSE	tr|A0A7J7T9T0|A0A7J7T9T0_MYOMY
OG0010687	sp|P97298|PEDF_MOUSE	tr|A0A7J7T631|A0A7J7T631_MYOMY
OG0010688	sp|P97350|PKP1_MOUSE	tr|A0A7J7RVF6|A0A7J7RVF6_MYOMY
OG0010689	sp|Q0VBL3|RBM15_MOUSE	tr|A0A7J7STR8|A0A7J7STR8_MYOMY
OG0010690	sp|Q3U6B2|GP183_MOUSE	tr|A0A7J7Z313|A0A7J7Z313_MYOMY
OG0010691	sp|Q3UFB7|NTRK1_MOUSE	tr|A0A7J7SSK1|A0A7J7SSK1_MYOMY
OG0010692	sp|Q3UQ41|TM11A_MOUSE	tr|A0A7J8ARK3|A0A7J8ARK3_MYOMY
OG0010693	sp|Q4FZD7|PLK5_MOUSE	tr|A0A7J7XJ18|A0A7J7XJ18_MYOMY
OG0010694	sp|Q5XG69|F169A_MOUSE	tr|A0A7J7XYQ0|A0A7J7XYQ0_MYOMY
OG0010695	sp|Q61089|FZD6_MOUSE	tr|A0A7J7TIX5|A0A7J7TIX5_MYOMY
OG0010696	sp|Q6IQY5|CEP70_MOUSE	tr|A0A7J7UBP2|A0A7J7UBP2_MYOMY
OG0010697	sp|Q6IRU5|CLCB_MOUSE	tr|A0A7J7XEE6|A0A7J7XEE6_MYOMY
OG0010698	sp|Q80T11|USH1G_MOUSE	tr|A0A7J7T9A0|A0A7J7T9A0_MYOMY
OG0010699	sp|Q80WM5|HPLN3_MOUSE	tr|A0A7J7RRU8|A0A7J7RRU8_MYOMY
OG0010700	sp|Q80WT5|AFTIN_MOUSE	tr|A0A7J7U409|A0A7J7U409_MYOMY
OG0010701	sp|Q8BGX0|TRI23_MOUSE	tr|A0A7J7Y3B2|A0A7J7Y3B2_MYOMY
OG0010702	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A7J8AS66|A0A7J8AS66_MYOMY
OG0010703	sp|Q8BSL4|HS3S5_MOUSE	tr|A0A7J7WVB9|A0A7J7WVB9_MYOMY
OG0010704	sp|Q8BWP5|TTPA_MOUSE	tr|A0A7J7TKX1|A0A7J7TKX1_MYOMY
OG0010705	sp|Q8BWU1|SPRN_MOUSE	tr|A0A7J7TUY7|A0A7J7TUY7_MYOMY
OG0010706	sp|Q8C767|PPR3B_MOUSE	tr|A0A7J7Z7Q0|A0A7J7Z7Q0_MYOMY
OG0010707	sp|Q8C7U1|N4BP3_MOUSE	tr|A0A7J7XIB9|A0A7J7XIB9_MYOMY
OG0010708	sp|Q8CDN6|TXNL1_MOUSE	tr|A0A7J7W1X4|A0A7J7W1X4_MYOMY
OG0010709	sp|Q8K064|F174B_MOUSE	tr|A0A7J7RRK5|A0A7J7RRK5_MYOMY
OG0010710	sp|Q8K4K1|CETN4_MOUSE	tr|A0A7J7XF80|A0A7J7XF80_MYOMY
OG0010711	sp|Q8K4L4|POF1B_MOUSE	tr|A0A7J7YF08|A0A7J7YF08_MYOMY
OG0010713	sp|Q8VCY8|PLPR2_MOUSE	tr|A0A7J7XJ36|A0A7J7XJ36_MYOMY
OG0010714	sp|Q8VD72|TTC8_MOUSE	tr|A0A7J8ART5|A0A7J8ART5_MYOMY
OG0010715	sp|Q8VDS8|STX18_MOUSE	tr|A0A7J8ARB2|A0A7J8ARB2_MYOMY
OG0010716	sp|Q8VDY9|CAAP1_MOUSE	tr|A0A7J7UMY7|A0A7J7UMY7_MYOMY
OG0010717	sp|Q8VE22|RT23_MOUSE	tr|A0A7J7T7G6|A0A7J7T7G6_MYOMY
OG0010718	sp|Q91VJ2|CAVN3_MOUSE	tr|A0A7J7VGG5|A0A7J7VGG5_MYOMY
OG0010719	sp|Q91W86|VPS11_MOUSE	tr|A0A7J7VLA5|A0A7J7VLA5_MYOMY
OG0010720	sp|Q91YL2|RN126_MOUSE	tr|A0A7J7XL05|A0A7J7XL05_MYOMY
OG0010721	sp|Q921E6|EED_MOUSE	tr|A0A7J7VHI0|A0A7J7VHI0_MYOMY
OG0010722	sp|Q99M54|CDCA3_MOUSE	tr|A0A7J7Z180|A0A7J7Z180_MYOMY
OG0010723	sp|Q9CQW3|PROZ_MOUSE	tr|A0A7J7Z7H2|A0A7J7Z7H2_MYOMY
OG0010724	sp|Q9CRC8|LRC40_MOUSE	tr|A0A7J7ZY89|A0A7J7ZY89_MYOMY
OG0010725	sp|Q9CX13|CNIH4_MOUSE	tr|A0A7J7RU96|A0A7J7RU96_MYOMY
OG0010726	sp|Q9D882|F241B_MOUSE	tr|A0A7J7TT28|A0A7J7TT28_MYOMY
OG0010727	sp|Q9DBR2|FA13C_MOUSE	tr|A0A7J7TT30|A0A7J7TT30_MYOMY
