Orthogroup	Mus_musculus	Homo_sapiens
OG0008111	sp|P43883|PLIN2_MOUSE	sp|Q99541|PLIN2_HUMAN
OG0008112	sp|Q9CWV7|ZSWM1_MOUSE	sp|Q9BR11|ZSWM1_HUMAN
OG0008113	sp|Q9QYT7|PIGQ_MOUSE	sp|Q9BRB3|PIGQ_HUMAN
OG0008114	sp|Q9JMG3|TMUB1_MOUSE	sp|Q9BVT8|TMUB1_HUMAN
OG0008115	sp|Q9ESM3|HPLN2_MOUSE	sp|Q9GZV7|HPLN2_HUMAN
OG0008116	sp|Q6PGB6|NAA50_MOUSE	sp|Q9GZZ1|NAA50_HUMAN
OG0008117	sp|Q9CWE0|MFR1L_MOUSE	sp|Q9H019|MFR1L_HUMAN
OG0008118	sp|Q8BKW4|ZCHC4_MOUSE	sp|Q9H5U6|ZCHC4_HUMAN
OG0008119	sp|Q3SYK4|VRTN_MOUSE	sp|Q9H8Y1|VRTN_HUMAN
OG0008120	sp|Q9QZS5|SGK2_MOUSE	sp|Q9HBY8|SGK2_HUMAN
OG0008121	sp|Q9JHI9|S40A1_MOUSE	sp|Q9NP59|S40A1_HUMAN
OG0008122	tr|Q148R4|Q148R4_MOUSE	sp|Q9NQ38|ISK5_HUMAN
OG0008123	sp|Q8K4L6|MEPE_MOUSE	sp|Q9NQ76|MEPE_HUMAN
OG0008124	sp|Q8BI72|CARF_MOUSE	sp|Q9NXV6|CARF_HUMAN
OG0008125	sp|Q8BK35|NOP53_MOUSE	sp|Q9NZM5|NOP53_HUMAN
OG0008126	sp|Q9JLL0|CRIM1_MOUSE	sp|Q9NZV1|CRIM1_HUMAN
OG0008127	sp|Q8CBX0|CSC1_MOUSE	sp|Q9P1W3|CSC1_HUMAN
OG0008128	sp|Q8C1A3|MTRR_MOUSE	sp|Q9UBK8|MTRR_HUMAN
OG0008129	sp|Q9Z120|TRMB_MOUSE	sp|Q9UBP6|TRMB_HUMAN
OG0008130	sp|P59267|ZDHC2_MOUSE	sp|Q9UIJ5|ZDHC2_HUMAN
OG0008131	sp|Q8BGB2|TTC7A_MOUSE	sp|Q9ULT0|TTC7A_HUMAN
OG0008132	sp|Q9R1S0|B9D1_MOUSE	sp|Q9UPM9|B9D1_HUMAN
OG0008133	sp|Q7TMB3|PPR3C_MOUSE	sp|Q9UQK1|PPR3C_HUMAN
OG0008134	sp|Q9D600|PSF2_MOUSE	sp|Q9Y248|PSF2_HUMAN
OG0008135	sp|Q8C6M1|UBP20_MOUSE	sp|Q9Y2K6|UBP20_HUMAN
OG0008136	sp|Q8R0F5|RBMX2_MOUSE	sp|Q9Y388|RBMX2_HUMAN
OG0008137	sp|A0JP43|EFCB5_MOUSE	sp|A4FU69|EFCB5_HUMAN
OG0008138	sp|Q3TTI8|TEX52_MOUSE	sp|A6NCN8|TEX52_HUMAN
OG0008139	sp|O55201|SPT5H_MOUSE	sp|O00267|SPT5H_HUMAN
OG0008140	sp|Q9JIQ8|TMPS2_MOUSE	sp|O15393|TMPS2_HUMAN
OG0008141	sp|Q8BS03|PI15_MOUSE	sp|O43692|PI15_HUMAN
OG0008142	sp|Q9D1X0|NOL3_MOUSE	sp|O60936|NOL3_HUMAN
OG0008143	sp|Q9EPU5|TNR21_MOUSE	sp|O75509|TNR21_HUMAN
OG0008144	sp|Q9WTW5|S22A3_MOUSE	sp|O75751|S22A3_HUMAN
OG0008145	sp|P21180|CO2_MOUSE	sp|P06681|CO2_HUMAN
OG0008146	sp|P10923|OSTP_MOUSE	sp|P10451|OSTP_HUMAN
OG0008147	sp|P10287|CADH3_MOUSE	sp|P22223|CADH3_HUMAN
OG0008148	sp|O09100|GATA2_MOUSE	sp|P23769|GATA2_HUMAN
OG0008149	sp|P99026|PSB4_MOUSE	sp|P28070|PSB4_HUMAN
OG0008150	sp|Q64701|RBL1_MOUSE	sp|P28749|RBL1_HUMAN
OG0008151	tr|D3Z3N4|D3Z3N4_MOUSE	sp|P31942|HNRH3_HUMAN
OG0008152	sp|Q05928|BTC_MOUSE	sp|P35070|BTC_HUMAN
OG0008153	sp|P97953|VEGFC_MOUSE	sp|P49767|VEGFC_HUMAN
OG0008154	sp|P59532|T2R41_MOUSE	sp|P59536|T2R41_HUMAN
OG0008155	sp|P62267|RS23_MOUSE	sp|P62266|RS23_HUMAN
OG0008156	sp|P35436|NMDE1_MOUSE	sp|Q12879|NMDE1_HUMAN
OG0008157	sp|Q9WUH1|TM115_MOUSE	sp|Q12893|TM115_HUMAN
OG0008158	sp|Q07916|PO6F1_MOUSE	sp|Q14863|PO6F1_HUMAN
OG0008159	sp|Q922H2|PDK3_MOUSE	sp|Q15120|PDK3_HUMAN
OG0008160	sp|Q64676|CGT_MOUSE	sp|Q16880|CGT_HUMAN
OG0008161	sp|Q62513|ZN260_MOUSE	sp|Q3ZCT1|ZN260_HUMAN
OG0008162	sp|Q8BHW9|SLNL1_MOUSE	sp|Q499Z3|SLNL1_HUMAN
OG0008163	tr|H3BKP8|H3BKP8_MOUSE	sp|Q5HYC2|K2026_HUMAN
OG0008164	sp|Q3UUI3|THEM4_MOUSE	sp|Q5T1C6|THEM4_HUMAN
OG0008165	sp|Q6AW46|EST5A_MOUSE	sp|Q6NT32|EST5A_HUMAN
OG0008166	sp|Q6Y7W8|GGYF2_MOUSE	sp|Q6Y7W6|GGYF2_HUMAN
OG0008167	sp|Q8BGA2|LHPL2_MOUSE	sp|Q6ZUX7|LHPL2_HUMAN
OG0008168	sp|Q6QWF9|CK2N1_MOUSE	sp|Q7Z7J9|CK2N1_HUMAN
OG0008169	sp|Q91ZM8|CABP7_MOUSE	sp|Q86V35|CABP7_HUMAN
OG0008170	sp|Q9CZY2|TCAL8_MOUSE	sp|Q8IYN2|TCAL8_HUMAN
OG0008171	sp|Q3U288|ZN710_MOUSE	sp|Q8N1W2|ZN710_HUMAN
OG0008172	sp|Q8BXR6|PELI3_MOUSE	sp|Q8N2H9|PELI3_HUMAN
OG0008173	sp|P48543|KCNJ9_MOUSE	sp|Q92806|KCNJ9_HUMAN
OG0008174	sp|P70660|NGN1_MOUSE	sp|Q92886|NGN1_HUMAN
OG0008175	sp|Q9DCS1|T176A_MOUSE	sp|Q96HP8|T176A_HUMAN
OG0008176	sp|Q8K0H7|S45A3_MOUSE	sp|Q96JT2|S45A3_HUMAN
OG0008177	sp|Q8C5V0|SPT32_MOUSE	sp|Q96LK8|SPT32_HUMAN
OG0008178	sp|A6X8Z9|TEX55_MOUSE	sp|Q96M34|TEX55_HUMAN
OG0008179	sp|Q8C6S9|CFA54_MOUSE	sp|Q96N23|CFA54_HUMAN
OG0008180	sp|Q7TN73|CASD1_MOUSE	sp|Q96PB1|CASD1_HUMAN
OG0008181	sp|Q91VT8|SIM14_MOUSE	sp|Q96QK8|SIM14_HUMAN
OG0008182	sp|Q8R0C3|S26A8_MOUSE	sp|Q96RN1|S26A8_HUMAN
OG0008183	sp|P59054|CSRN1_MOUSE	sp|Q96S65|CSRN1_HUMAN
OG0008184	sp|P70186|EPYC_MOUSE	sp|Q99645|EPYC_HUMAN
OG0008185	sp|Q8K396|MND1_MOUSE	sp|Q9BWT6|MND1_HUMAN
OG0008186	sp|P0C8B4|GON7_MOUSE	sp|Q9BXV9|GON7_HUMAN
OG0008187	sp|Q99MZ7|PECR_MOUSE	sp|Q9BY49|PECR_HUMAN
OG0008188	sp|Q9CPT0|B2L14_MOUSE	sp|Q9BZR8|B2L14_HUMAN
OG0008189	sp|Q91VC9|GHITM_MOUSE	sp|Q9H3K2|GHITM_HUMAN
OG0008190	sp|P70700|RPA2_MOUSE	sp|Q9H9Y6|RPA2_HUMAN
OG0008191	sp|Q9DAP7|ASF1B_MOUSE	sp|Q9NVP2|ASF1B_HUMAN
OG0008192	tr|E9Q8M1|E9Q8M1_MOUSE	sp|Q9NW07|ZN358_HUMAN
OG0008193	sp|Q8BIL5|HOOK1_MOUSE	sp|Q9UJC3|HOOK1_HUMAN
OG0008194	sp|P53808|PPCT_MOUSE	sp|Q9UKL6|PPCT_HUMAN
OG0008195	sp|O09039|SH2B3_MOUSE	sp|Q9UQQ2|SH2B3_HUMAN
OG0008196	sp|Q8VCM4|LIPT_MOUSE	sp|Q9Y234|LIPT_HUMAN
OG0008197	sp|P28660|NCKP1_MOUSE	sp|Q9Y2A7|NCKP1_HUMAN
OG0008198	sp|Q91VL9|ZBTB1_MOUSE	sp|Q9Y2K1|ZBTB1_HUMAN
OG0008199	tr|Q9Z150|Q9Z150_MOUSE	sp|Q9Y330|ZBT12_HUMAN
OG0008200	sp|Q9CZD0|MMAC_MOUSE	sp|Q9Y4U1|MMAC_HUMAN
OG0008201	sp|Q9CQT2|RBM7_MOUSE	sp|Q9Y580|RBM7_HUMAN
OG0008202	sp|Q78YY6|DJC15_MOUSE	sp|Q9Y5T4|DJC15_HUMAN
OG0008204	sp|Q8VCZ7|ZBT7C_MOUSE	sp|A1YPR0|ZBT7C_HUMAN
OG0008205	sp|Q8BSN3|ODAD3_MOUSE	sp|A5D8V7|ODAD3_HUMAN
OG0008206	sp|O54943|PER2_MOUSE	sp|O15055|PER2_HUMAN
OG0008207	sp|O70302|CIDEA_MOUSE	sp|O60543|CIDEA_HUMAN
OG0008208	tr|B1AVP0|B1AVP0_MOUSE	sp|O75167|PHAR2_HUMAN
OG0008209	sp|Q7TNE3|SPAG7_MOUSE	sp|O75391|SPAG7_HUMAN
OG0008210	sp|Q04892|SOX14_MOUSE	sp|O95416|SOX14_HUMAN
OG0008211	sp|P12246|SAMP_MOUSE	sp|P02743|SAMP_HUMAN
OG0008212	sp|P33609|DPOLA_MOUSE	sp|P09884|DPOLA_HUMAN
OG0008213	sp|P18337|LYAM1_MOUSE	sp|P14151|LYAM1_HUMAN
OG0008214	sp|P16297|IL2RB_MOUSE	sp|P14784|IL2RB_HUMAN
OG0008215	sp|Q9DB30|PHKG2_MOUSE	sp|P15735|PHKG2_HUMAN
OG0008216	sp|P07742|RIR1_MOUSE	sp|P23921|RIR1_HUMAN
OG0008217	sp|P25318|CO8A2_MOUSE	sp|P25067|CO8A2_HUMAN
OG0008218	sp|Q9R1P4|PSA1_MOUSE	sp|P25786|PSA1_HUMAN
OG0008219	sp|P54823|DDX6_MOUSE	sp|P26196|DDX6_HUMAN
OG0008220	sp|Q91VD9|NDUS1_MOUSE	sp|P28331|NDUS1_HUMAN
OG0008221	sp|P49769|PSN1_MOUSE	sp|P49768|PSN1_HUMAN
OG0008222	sp|P49919|CDN1C_MOUSE	sp|P49918|CDN1C_HUMAN
OG0008223	sp|P59648|FXYD7_MOUSE	sp|P58549|FXYD7_HUMAN
OG0008224	sp|P61957|SUMO2_MOUSE	sp|P61956|SUMO2_HUMAN
OG0008225	sp|Q61206|PA1B2_MOUSE	sp|P68402|PA1B2_HUMAN
OG0008226	sp|Q8R3Z5|CACB1_MOUSE	sp|Q02641|CACB1_HUMAN
OG0008227	sp|Q02819|NUCB1_MOUSE	sp|Q02818|NUCB1_HUMAN
OG0008228	sp|Q9JHG2|RCAN2_MOUSE	sp|Q14206|RCAN2_HUMAN
OG0008229	sp|A6X935|ITIH4_MOUSE	sp|Q14624|ITIH4_HUMAN
OG0008230	sp|A1A535|MELT_MOUSE	sp|Q14D04|MELT_HUMAN
OG0008231	sp|Q8BL66|EEA1_MOUSE	sp|Q15075|EEA1_HUMAN
OG0008232	sp|Q91X60|ACHA2_MOUSE	sp|Q15822|ACHA2_HUMAN
OG0008233	sp|Q9Z2Q2|KNOP1_MOUSE	sp|Q1ED39|KNOP1_HUMAN
OG0008234	sp|Q9CVW4|SPT45_MOUSE	sp|Q537H7|SPT45_HUMAN
OG0008235	sp|Q6NZP1|ZRAB3_MOUSE	sp|Q5FWF4|ZRAB3_HUMAN
OG0008236	sp|E9Q6X9|RHG40_MOUSE	sp|Q5TG30|RHG40_HUMAN
OG0008237	sp|Q8K4H1|KFA_MOUSE	sp|Q63HM1|KFA_HUMAN
OG0008238	sp|Q8BHP7|OLM2A_MOUSE	sp|Q68BL7|OLM2A_HUMAN
OG0008239	sp|Q80SY6|ADAL_MOUSE	sp|Q6DHV7|ADAL_HUMAN
OG0008240	sp|Q32M26|CK087_MOUSE	sp|Q6NUJ2|CK087_HUMAN
OG0008241	sp|Q9D6K7|TTC33_MOUSE	sp|Q6PID6|TTC33_HUMAN
OG0008242	sp|Q8CB49|TPRG1_MOUSE	sp|Q6ZUI0|TPRG1_HUMAN
OG0008243	sp|P69525|TMPS9_MOUSE	sp|Q7Z410|TMPS9_HUMAN
OG0008244	sp|Q3U2J5|CMKMT_MOUSE	sp|Q7Z624|CMKMT_HUMAN
OG0008245	sp|Q8R0N6|HOT_MOUSE	sp|Q8IWW8|HOT_HUMAN
OG0008246	sp|P97799|NRSN1_MOUSE	sp|Q8IZ57|NRSN1_HUMAN
OG0008247	sp|Q8K3F2|MMP21_MOUSE	sp|Q8N119|MMP21_HUMAN
OG0008248	tr|Q9CZP3|Q9CZP3_MOUSE	sp|Q8N720|ZN655_HUMAN
OG0008249	sp|Q9D9H8|CB069_MOUSE	sp|Q8N8R5|CB069_HUMAN
OG0008250	sp|Q8K3X6|ANS4B_MOUSE	sp|Q8N8V4|ANS4B_HUMAN
OG0008251	sp|Q8K0T7|UN13C_MOUSE	sp|Q8NB66|UN13C_HUMAN
OG0008252	sp|Q9D5T0|ATAD1_MOUSE	sp|Q8NBU5|ATAD1_HUMAN
OG0008253	sp|Q8BZI0|AF1L1_MOUSE	sp|Q8TED9|AF1L1_HUMAN
OG0008254	sp|Q3TIV5|ZC3HF_MOUSE	sp|Q8WU90|ZC3HF_HUMAN
OG0008255	sp|Q8R3W5|SEN15_MOUSE	sp|Q8WW01|SEN15_HUMAN
OG0008256	sp|Q8R5H6|WASF1_MOUSE	sp|Q92558|WASF1_HUMAN
OG0008257	sp|Q9QX66|DPF1_MOUSE	sp|Q92782|DPF1_HUMAN
OG0008258	sp|Q8BSU7|MOB3A_MOUSE	sp|Q96BX8|MOB3A_HUMAN
OG0008259	sp|Q7TNR6|IGS21_MOUSE	sp|Q96ID5|IGS21_HUMAN
OG0008260	sp|Q4LDD4|ARAP1_MOUSE	sp|Q96P48|ARAP1_HUMAN
OG0008261	sp|Q9JLN5|ERMAP_MOUSE	sp|Q96PL5|ERMAP_HUMAN
OG0008262	sp|Q920R0|ALS2_MOUSE	sp|Q96Q42|ALS2_HUMAN
OG0008263	sp|Q9EQS3|MYCBP_MOUSE	sp|Q99417|MYCBP_HUMAN
OG0008264	sp|Q9CWZ7|SNAG_MOUSE	sp|Q99747|SNAG_HUMAN
OG0008265	sp|O70220|FOXQ1_MOUSE	sp|Q9C009|FOXQ1_HUMAN
OG0008266	sp|P60904|DNJC5_MOUSE	sp|Q9H3Z4|DNJC5_HUMAN
OG0008267	sp|P23249|MOV10_MOUSE	sp|Q9HCE1|MOV10_HUMAN
OG0008268	sp|Q9JJX8|ST32B_MOUSE	sp|Q9NY57|ST32B_HUMAN
OG0008269	sp|Q6P5E6|GGA2_MOUSE	sp|Q9UJY4|GGA2_HUMAN
OG0008270	sp|Q9QZ09|PHTF1_MOUSE	sp|Q9UMS5|PHTF1_HUMAN
OG0008271	tr|Q925T4|Q925T4_MOUSE	sp|Q9UPG8|PLAL2_HUMAN
OG0008272	sp|Q91XC9|PEX16_MOUSE	sp|Q9Y5Y5|PEX16_HUMAN
OG0008273	sp|Q9D1U0|GRIFN_MOUSE	sp|A4D1Z8|GRIFN_HUMAN
OG0008274	sp|D3Z750|MRO2A_MOUSE	sp|A6NES4|MRO2A_HUMAN
OG0008275	sp|A0A0A6YY25|BTBDI_MOUSE	sp|B2RXH4|BTBDI_HUMAN
OG0008276	sp|Q3UV31|RN223_MOUSE	sp|E7ERA6|RN223_HUMAN
OG0008277	sp|O54910|IKBE_MOUSE	sp|O00221|IKBE_HUMAN
OG0008278	sp|Q9D132|UPK1A_MOUSE	sp|O00322|UPK1A_HUMAN
OG0008279	sp|O35185|BHE40_MOUSE	sp|O14503|BHE40_HUMAN
OG0008280	sp|Q9QY33|TSN3_MOUSE	sp|O60637|TSN3_HUMAN
OG0008281	sp|Q8R1F9|RPP40_MOUSE	sp|O75818|RPP40_HUMAN
OG0008282	sp|O88630|GOSR1_MOUSE	sp|O95249|GOSR1_HUMAN
OG0008283	tr|Q9JK62|Q9JK62_MOUSE	sp|O95279|KCNK5_HUMAN
OG0008284	sp|Q9JHK5|PLEK_MOUSE	sp|P08567|PLEK_HUMAN
OG0008285	sp|P70375|FA7_MOUSE	sp|P08709|FA7_HUMAN
OG0008286	tr|A0A1D5RM53|A0A1D5RM53_MOUSE	sp|P0DO92|ENOL_HUMAN
OG0008287	sp|P04627|ARAF_MOUSE	sp|P10398|ARAF_HUMAN
OG0008288	sp|O08811|ERCC2_MOUSE	sp|P18074|ERCC2_HUMAN
OG0008289	sp|P51125|ICAL_MOUSE	sp|P20810|ICAL_HUMAN
OG0008290	tr|E9PWI3|E9PWI3_MOUSE	sp|P23508|CRCM_HUMAN
OG0008291	sp|Q63912|OMGP_MOUSE	sp|P23515|OMGP_HUMAN
OG0008292	sp|Q571E4|GALNS_MOUSE	sp|P34059|GALNS_HUMAN
OG0008293	sp|Q91WG7|DGKG_MOUSE	sp|P49619|DGKG_HUMAN
OG0008294	sp|Q91VF2|HNMT_MOUSE	sp|P50135|HNMT_HUMAN
OG0008295	sp|O08762|NETR_MOUSE	sp|P56730|NETR_HUMAN
OG0008296	sp|Q60634|FLOT2_MOUSE	sp|Q14254|FLOT2_HUMAN
OG0008297	sp|Q91X91|NADC_MOUSE	sp|Q15274|NADC_HUMAN
OG0008298	sp|Q8C0I4|EPC2_MOUSE	sp|Q52LR7|EPC2_HUMAN
OG0008299	sp|Q91VE0|S27A4_MOUSE	sp|Q6P1M0|S27A4_HUMAN
OG0008300	sp|Q6P8Y0|CF161_MOUSE	sp|Q6P656|CF161_HUMAN
OG0008301	sp|Q3UN04|UBP30_MOUSE	sp|Q70CQ3|UBP30_HUMAN
OG0008302	sp|Q8K2W6|PHF13_MOUSE	sp|Q86YI8|PHF13_HUMAN
OG0008303	sp|Q8QZR8|CCNQ_MOUSE	sp|Q8N1B3|CCNQ_HUMAN
OG0008304	sp|Q8K4M5|COMD1_MOUSE	sp|Q8N668|COMD1_HUMAN
OG0008305	sp|Q8C1F4|CGAT2_MOUSE	sp|Q8N6G5|CGAT2_HUMAN
OG0008306	sp|Q9CR95|NECP1_MOUSE	sp|Q8NC96|NECP1_HUMAN
OG0008307	sp|Q8VHX2|EDAD_MOUSE	sp|Q8WWZ3|EDAD_HUMAN
OG0008308	sp|Q80XQ2|TBCD5_MOUSE	sp|Q92609|TBCD5_HUMAN
OG0008309	sp|Q9JL16|ISG20_MOUSE	sp|Q96AZ6|ISG20_HUMAN
OG0008310	sp|Q9D1D6|CTHR1_MOUSE	sp|Q96CG8|CTHR1_HUMAN
OG0008311	sp|Q8BR70|YIPF6_MOUSE	sp|Q96EC8|YIPF6_HUMAN
OG0008312	sp|Q8VCY8|PLPR2_MOUSE	sp|Q96GM1|PLPR2_HUMAN
OG0008313	sp|Q925B0|PAWR_MOUSE	sp|Q96IZ0|PAWR_HUMAN
OG0008314	sp|Q6P1I3|KICS2_MOUSE	sp|Q96MD2|KICS2_HUMAN
OG0008315	sp|Q9CX11|UTP23_MOUSE	sp|Q9BRU9|UTP23_HUMAN
OG0008316	sp|Q9CZB3|THUM2_MOUSE	sp|Q9BTF0|THUM2_HUMAN
OG0008317	sp|Q8VDZ4|ZDHC5_MOUSE	sp|Q9C0B5|ZDHC5_HUMAN
OG0008318	sp|Q8R395|COMD5_MOUSE	sp|Q9GZQ3|COMD5_HUMAN
OG0008319	tr|E9PX29|E9PX29_MOUSE	sp|Q9H254|SPTN4_HUMAN
OG0008320	sp|Q9D9B4|LRMDA_MOUSE	sp|Q9H2I8|LRMDA_HUMAN
OG0008321	sp|Q8K174|TMM60_MOUSE	sp|Q9H2L4|TMM60_HUMAN
OG0008322	sp|Q9D771|PACC1_MOUSE	sp|Q9H813|PACC1_HUMAN
OG0008323	sp|Q8BFT6|JMJD4_MOUSE	sp|Q9H9V9|JMJD4_HUMAN
OG0008324	sp|Q9ERD8|PARVG_MOUSE	sp|Q9HBI0|PARVG_HUMAN
OG0008325	sp|Q672J9|NOX3_MOUSE	sp|Q9HBY0|NOX3_HUMAN
OG0008326	sp|Q6PCZ4|MAGE1_MOUSE	sp|Q9HCI5|MAGE1_HUMAN
OG0008327	sp|Q9D7C9|NRK2_MOUSE	sp|Q9NPI5|NRK2_HUMAN
OG0008328	sp|Q80WG7|TRI36_MOUSE	sp|Q9NQ86|TRI36_HUMAN
OG0008329	sp|P58467|SETD4_MOUSE	sp|Q9NVD3|SETD4_HUMAN
OG0008330	sp|Q99K82|SMOX_MOUSE	sp|Q9NWM0|SMOX_HUMAN
OG0008331	tr|Q8C9M8|Q8C9M8_MOUSE	sp|Q9NWS9|ZN446_HUMAN
OG0008332	sp|Q9JLC8|SACS_MOUSE	sp|Q9NZJ4|SACS_HUMAN
OG0008333	sp|Q91YJ3|THYN1_MOUSE	sp|Q9P016|THYN1_HUMAN
OG0008334	sp|Q8VDS8|STX18_MOUSE	sp|Q9P2W9|STX18_HUMAN
OG0008335	sp|P57080|UBP25_MOUSE	sp|Q9UHP3|UBP25_HUMAN
OG0008336	sp|Q80TI1|PKHH1_MOUSE	sp|Q9ULM0|PKHH1_HUMAN
OG0008337	sp|O88343|S4A4_MOUSE	sp|Q9Y6R1|S4A4_HUMAN
OG0008338	sp|Q8K1T6|LY66E_MOUSE	tr|A0A0B4J1T7|A0A0B4J1T7_HUMAN
OG0008339	sp|A0A140LHV9|SIM27_MOUSE	sp|A0A1B0GUW7|SIM27_HUMAN
OG0008340	sp|Q8BWY4|MBLC1_MOUSE	sp|A4D2B0|MBLC1_HUMAN
OG0008341	sp|Q0VG49|CO061_MOUSE	sp|A6NNL5|CO061_HUMAN
OG0008342	sp|Q91YQ1|RAB7L_MOUSE	sp|O14966|RAB7L_HUMAN
OG0008343	sp|Q0VGU4|VGF_MOUSE	sp|O15240|VGF_HUMAN
OG0008344	sp|Q8BGI3|INSI1_MOUSE	sp|O15503|INSI1_HUMAN
OG0008345	sp|Q9JIY5|HTRA2_MOUSE	sp|O43464|HTRA2_HUMAN
OG0008346	sp|Q8K0C5|ZG16_MOUSE	sp|O60844|ZG16_HUMAN
OG0008347	sp|Q99MR1|GGYF1_MOUSE	sp|O75420|GGYF1_HUMAN
OG0008348	sp|Q99P88|NU155_MOUSE	sp|O75694|NU155_HUMAN
OG0008349	sp|A2BDX3|MOCS3_MOUSE	sp|O95396|MOCS3_HUMAN
OG0008350	sp|Q63918|CAVN2_MOUSE	sp|O95810|CAVN2_HUMAN
OG0008351	sp|P16294|FA9_MOUSE	sp|P00740|FA9_HUMAN
OG0008352	sp|P33622|APOC3_MOUSE	sp|P02656|APOC3_HUMAN
OG0008353	sp|P16879|FES_MOUSE	sp|P07332|FES_HUMAN
OG0008354	sp|Q8VCG4|CO8G_MOUSE	sp|P07360|CO8G_HUMAN
OG0008355	sp|Q7TNU6|ZN250_MOUSE	sp|P15622|ZN250_HUMAN
OG0008356	sp|P48377|RFX1_MOUSE	sp|P22670|RFX1_HUMAN
OG0008357	sp|Q64444|CAH4_MOUSE	sp|P22748|CAH4_HUMAN
OG0008358	sp|P22935|RABP2_MOUSE	sp|P29373|RABP2_HUMAN
OG0008359	sp|Q8BHJ7|GBRA5_MOUSE	sp|P31644|GBRA5_HUMAN
OG0008360	sp|O55239|NNMT_MOUSE	sp|P40261|NNMT_HUMAN
OG0008361	sp|Q9WVC8|S26A3_MOUSE	sp|P40879|S26A3_HUMAN
OG0008362	sp|Q5FWI2|SCTR_MOUSE	sp|P47872|SCTR_HUMAN
OG0008363	sp|Q9QUR6|PPCE_MOUSE	sp|P48147|PPCE_HUMAN
OG0008364	sp|Q9JL61|RFX5_MOUSE	sp|P48382|RFX5_HUMAN
OG0008365	sp|P15388|KCNC1_MOUSE	sp|P48547|KCNC1_HUMAN
OG0008366	sp|Q8R143|PTTG_MOUSE	sp|P53801|PTTG_HUMAN
OG0008367	sp|O70361|PER3_MOUSE	sp|P56645|PER3_HUMAN
OG0008368	sp|Q9JK97|KCNQ4_MOUSE	sp|P56696|KCNQ4_HUMAN
OG0008369	sp|Q9R0M8|S35A2_MOUSE	sp|P78381|S35A2_HUMAN
OG0008370	sp|P58059|RT21_MOUSE	sp|P82921|RT21_HUMAN
OG0008371	sp|P52734|FGD1_MOUSE	sp|P98174|FGD1_HUMAN
OG0008372	tr|E9QA15|E9QA15_MOUSE	sp|Q05682|CALD1_HUMAN
OG0008373	sp|P20334|TNR9_MOUSE	sp|Q07011|TNR9_HUMAN
OG0008374	sp|Q9WV80|SNX1_MOUSE	sp|Q13596|SNX1_HUMAN
OG0008375	tr|E9Q512|E9Q512_MOUSE	sp|Q15643|TRIPB_HUMAN
OG0008376	sp|O88693|CEGT_MOUSE	sp|Q16739|CEGT_HUMAN
OG0008377	sp|Q3U308|CTU2_MOUSE	sp|Q2VPK5|CTU2_HUMAN
OG0008378	sp|Q5D1E7|ZC12A_MOUSE	sp|Q5D1E8|ZC12A_HUMAN
OG0008379	sp|A2AU72|ARMC3_MOUSE	sp|Q5W041|ARMC3_HUMAN
OG0008380	sp|A2ARJ3|TM236_MOUSE	sp|Q5W0B7|TM236_HUMAN
OG0008381	sp|P54797|TNG2_MOUSE	sp|Q6ICL3|TNG2_HUMAN
OG0008382	tr|Q8VF03|Q8VF03_MOUSE	sp|Q6IF63|O52W1_HUMAN
OG0008383	sp|Q8BSA9|TYW3_MOUSE	sp|Q6IPR3|TYW3_HUMAN
OG0008384	sp|Q7TQ33|RGMB_MOUSE	sp|Q6NW40|RGMB_HUMAN
OG0008385	sp|Q6TXD4|DNMBP_MOUSE	sp|Q6XZF7|DNMBP_HUMAN
OG0008386	sp|E9QAU8|RN165_MOUSE	sp|Q6ZSG1|RN165_HUMAN
OG0008387	sp|Q9WVQ1|MAGI2_MOUSE	sp|Q86UL8|MAGI2_HUMAN
OG0008388	sp|Q80WR5|CA174_MOUSE	sp|Q8IYL3|CA174_HUMAN
OG0008389	sp|Q8CI52|ASTRC_MOUSE	sp|Q8IYS0|ASTRC_HUMAN
OG0008390	sp|Q9CSB4|PAR3L_MOUSE	sp|Q8TEW8|PAR3L_HUMAN
OG0008391	sp|Q5RJH6|SMG7_MOUSE	sp|Q92540|SMG7_HUMAN
OG0008392	tr|B2RQG2|B2RQG2_MOUSE	sp|Q92576|PHF3_HUMAN
OG0008393	sp|Q920Q6|MSI2H_MOUSE	sp|Q96DH6|MSI2H_HUMAN
OG0008394	sp|Q9DAK8|LRC51_MOUSE	sp|Q96E66|LRC51_HUMAN
OG0008395	sp|Q91W34|RUSF1_MOUSE	sp|Q96GQ5|RUSF1_HUMAN
OG0008396	sp|Q9D7J7|CPNS2_MOUSE	sp|Q96L46|CPNS2_HUMAN
OG0008397	sp|Q5SUE7|ADAD1_MOUSE	sp|Q96M93|ADAD1_HUMAN
OG0008398	sp|Q8BMS2|SPON2_MOUSE	sp|Q9BUD6|SPON2_HUMAN
OG0008399	tr|D3Z4R4|D3Z4R4_MOUSE	sp|Q9C056|NKX62_HUMAN
OG0008400	sp|Q8BGY2|IF5A2_MOUSE	sp|Q9GZV4|IF5A2_HUMAN
OG0008401	sp|Q8K1N1|PLPL8_MOUSE	sp|Q9NP80|PLPL8_HUMAN
OG0008402	sp|Q91XS1|MTMR4_MOUSE	sp|Q9NYA4|MTMR4_HUMAN
OG0008403	sp|Q9CWI3|BCCIP_MOUSE	sp|Q9P287|BCCIP_HUMAN
