Orthogroup	Mus_musculus	Delphinapterus_leucas
OG0008570	sp|Q9EPU5|TNR21_MOUSE	tr|A0A2Y9P6H3|A0A2Y9P6H3_DELLE
OG0008571	sp|Q810A5|MACAP_MOUSE	tr|A0A2Y9P776|A0A2Y9P776_DELLE
OG0008572	sp|Q0VF94|NKPD1_MOUSE	tr|A0A2Y9P788|A0A2Y9P788_DELLE
OG0008573	sp|O70481|UBR1_MOUSE	tr|A0A2Y9PAF3|A0A2Y9PAF3_DELLE
OG0008574	sp|Q66JQ7|KNL1_MOUSE	tr|A0A2Y9PAW1|A0A2Y9PAW1_DELLE
OG0008575	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A2Y9PDZ7|A0A2Y9PDZ7_DELLE
OG0008576	sp|Q8VEK2|RHBD2_MOUSE	tr|A0A2Y9PEP6|A0A2Y9PEP6_DELLE
OG0008577	sp|Q8BX32|SLX1_MOUSE	tr|A0A2Y9PFM2|A0A2Y9PFM2_DELLE
OG0008578	sp|Q6P253|DMKN_MOUSE	tr|A0A2Y9PFW6|A0A2Y9PFW6_DELLE
OG0008579	sp|Q8R035|ICT1_MOUSE	tr|A0A2Y9PHV7|A0A2Y9PHV7_DELLE
OG0008580	sp|Q9DB72|BTBDH_MOUSE	tr|A0A2Y9PI15|A0A2Y9PI15_DELLE
OG0008581	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A2Y9PLG6|A0A2Y9PLG6_DELLE
OG0008582	sp|Q8BWY4|MBLC1_MOUSE	tr|A0A2Y9PLM7|A0A2Y9PLM7_DELLE
OG0008583	sp|Q8BGS2|BOLA2_MOUSE	tr|A0A2Y9PMX4|A0A2Y9PMX4_DELLE
OG0008584	sp|Q3UQA7|SELH_MOUSE	tr|A0A2Y9PQV8|A0A2Y9PQV8_DELLE
OG0008585	sp|A2AHG0|LZTS3_MOUSE	tr|A0A2Y9PSM0|A0A2Y9PSM0_DELLE
OG0008586	sp|Q9JJT2|GFRA4_MOUSE	tr|A0A2Y9PSP3|A0A2Y9PSP3_DELLE
OG0008587	tr|A0A494BAR6|A0A494BAR6_MOUSE	tr|A0A2Y9PXX3|A0A2Y9PXX3_DELLE
OG0008588	sp|Q9WUP1|RAMP3_MOUSE	tr|A0A2Y9PZW2|A0A2Y9PZW2_DELLE
OG0008589	sp|O08789|MNT_MOUSE	tr|A0A2Y9Q0V0|A0A2Y9Q0V0_DELLE
OG0008590	sp|Q9D7E3|OVCA2_MOUSE	tr|A0A2Y9Q282|A0A2Y9Q282_DELLE
OG0008591	sp|Q8CHP8|PGP_MOUSE	tr|A0A2Y9Q4B1|A0A2Y9Q4B1_DELLE
OG0008592	sp|Q5XG69|F169A_MOUSE	tr|A0A2Y9Q5A9|A0A2Y9Q5A9_DELLE
OG0008593	sp|Q9D2Y9|ELOV7_MOUSE	tr|A0A2Y9Q5C7|A0A2Y9Q5C7_DELLE
OG0008594	sp|Q9QY24|ZBP1_MOUSE	tr|A0A2Y9Q6R6|A0A2Y9Q6R6_DELLE
OG0008595	sp|Q61033|LAP2A_MOUSE	tr|A0A2Y9QDD6|A0A2Y9QDD6_DELLE
OG0008596	sp|Q3V3V9|CARL2_MOUSE	tr|A0A7F8KB60|A0A7F8KB60_DELLE
OG0008597	sp|P10749|IL1B_MOUSE	sp|Q8WNR2|IL1B_DELLE
OG0008598	sp|Q8C0M8|DNAI1_MOUSE	tr|A0A2Y9LJN3|A0A2Y9LJN3_DELLE
OG0008599	sp|Q3UIL6|PKHA7_MOUSE	tr|A0A2Y9LQ23|A0A2Y9LQ23_DELLE
OG0008600	sp|Q8BVA2|TM222_MOUSE	tr|A0A2Y9LR14|A0A2Y9LR14_DELLE
OG0008601	sp|A9Z1V5|VW5B1_MOUSE	tr|A0A2Y9LRA8|A0A2Y9LRA8_DELLE
OG0008602	sp|P58735|S26A1_MOUSE	tr|A0A2Y9LTW6|A0A2Y9LTW6_DELLE
OG0008603	sp|P0C673|IGS11_MOUSE	tr|A0A2Y9LZ18|A0A2Y9LZ18_DELLE
OG0008604	tr|Q68FM7|Q68FM7_MOUSE	tr|A0A2Y9LZW0|A0A2Y9LZW0_DELLE
OG0008605	sp|Q3UMB5|SMCR8_MOUSE	tr|A0A2Y9M6J1|A0A2Y9M6J1_DELLE
OG0008606	sp|P97463|NRTN_MOUSE	tr|A0A2Y9M6J4|A0A2Y9M6J4_DELLE
OG0008607	sp|Q91W18|TDRD3_MOUSE	tr|A0A2Y9M728|A0A2Y9M728_DELLE
OG0008608	sp|Q9CZR3|TM40L_MOUSE	tr|A0A2Y9M7U6|A0A2Y9M7U6_DELLE
OG0008609	sp|Q8C4V1|RHG24_MOUSE	tr|A0A2Y9M8J6|A0A2Y9M8J6_DELLE
OG0008610	sp|O35711|LIPB2_MOUSE	tr|A0A2Y9M9S7|A0A2Y9M9S7_DELLE
OG0008611	sp|Q9D8S4|ORN_MOUSE	tr|A0A2Y9MBT6|A0A2Y9MBT6_DELLE
OG0008612	sp|Q9CRB2|NHP2_MOUSE	tr|A0A2Y9ME02|A0A2Y9ME02_DELLE
OG0008613	sp|Q80Y44|DDX10_MOUSE	tr|A0A2Y9ME45|A0A2Y9ME45_DELLE
OG0008614	sp|Q6NSQ9|G6PC3_MOUSE	tr|A0A2Y9MEU5|A0A2Y9MEU5_DELLE
OG0008615	sp|Q0VGT2|GLI2_MOUSE	tr|A0A2Y9MG11|A0A2Y9MG11_DELLE
OG0008616	sp|Q61041|NPY4R_MOUSE	tr|A0A2Y9MGJ3|A0A2Y9MGJ3_DELLE
OG0008617	sp|Q9D176|SUSD3_MOUSE	tr|A0A2Y9MGZ8|A0A2Y9MGZ8_DELLE
OG0008618	sp|Q80XA6|REPS2_MOUSE	tr|A0A2Y9MH34|A0A2Y9MH34_DELLE
OG0008619	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A2Y9MLM9|A0A2Y9MLM9_DELLE
OG0008620	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A2Y9MN34|A0A2Y9MN34_DELLE
OG0008621	sp|P42225|STAT1_MOUSE	tr|A0A2Y9MPV2|A0A2Y9MPV2_DELLE
OG0008622	sp|Q9DAD6|PROF3_MOUSE	tr|A0A2Y9MSK0|A0A2Y9MSK0_DELLE
OG0008623	sp|Q62186|SSRD_MOUSE	tr|A0A2Y9MWK3|A0A2Y9MWK3_DELLE
OG0008624	sp|Q8BGE5|FANCM_MOUSE	tr|A0A2Y9MZR3|A0A2Y9MZR3_DELLE
OG0008625	tr|Q8CFU0|Q8CFU0_MOUSE	tr|A0A2Y9N3C2|A0A2Y9N3C2_DELLE
OG0008626	sp|Q8BG58|P4HTM_MOUSE	tr|A0A2Y9N3Y1|A0A2Y9N3Y1_DELLE
OG0008627	sp|Q8K2H1|PPHLN_MOUSE	tr|A0A2Y9N4V2|A0A2Y9N4V2_DELLE
OG0008628	sp|Q9JLL3|TNR19_MOUSE	tr|A0A2Y9N675|A0A2Y9N675_DELLE
OG0008629	sp|Q9R123|NAA80_MOUSE	tr|A0A2Y9N6S6|A0A2Y9N6S6_DELLE
OG0008630	sp|Q3U0X8|TACT_MOUSE	tr|A0A2Y9N703|A0A2Y9N703_DELLE
OG0008631	sp|B2RU80|PTPRB_MOUSE	tr|A0A2Y9N771|A0A2Y9N771_DELLE
OG0008632	sp|Q70KY4|FOXO6_MOUSE	tr|A0A2Y9NDV7|A0A2Y9NDV7_DELLE
OG0008633	sp|Q9D4Y8|TM269_MOUSE	tr|A0A2Y9NDY1|A0A2Y9NDY1_DELLE
OG0008634	sp|Q9D2H2|KAD7_MOUSE	tr|A0A2Y9NF36|A0A2Y9NF36_DELLE
OG0008635	sp|Q8BGB8|COQ4_MOUSE	tr|A0A2Y9NHA0|A0A2Y9NHA0_DELLE
OG0008636	sp|Q9WU01|KHDR2_MOUSE	tr|A0A2Y9NT18|A0A2Y9NT18_DELLE
OG0008637	sp|G5E8F4|FPGT_MOUSE	tr|A0A2Y9NV16|A0A2Y9NV16_DELLE
OG0008638	sp|Q8BGQ7|SYAC_MOUSE	tr|A0A2Y9NY24|A0A2Y9NY24_DELLE
OG0008639	sp|Q7TNC6|KI26B_MOUSE	tr|A0A2Y9NZ99|A0A2Y9NZ99_DELLE
OG0008640	sp|Q3TFD2|PCAT1_MOUSE	tr|A0A2Y9P159|A0A2Y9P159_DELLE
OG0008641	sp|Q6X7S9|EID2_MOUSE	tr|A0A2Y9P327|A0A2Y9P327_DELLE
OG0008642	sp|Q62376|RU17_MOUSE	tr|A0A2Y9P3W4|A0A2Y9P3W4_DELLE
OG0008643	sp|Q61789|LAMA3_MOUSE	tr|A0A2Y9P616|A0A2Y9P616_DELLE
OG0008644	sp|P01910|HA2K_MOUSE	tr|A0A2Y9P6P1|A0A2Y9P6P1_DELLE
OG0008645	sp|O08547|SC22B_MOUSE	tr|A0A2Y9P8H9|A0A2Y9P8H9_DELLE
OG0008646	sp|Q9R088|KITM_MOUSE	tr|A0A2Y9PA18|A0A2Y9PA18_DELLE
OG0008647	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A2Y9PAZ3|A0A2Y9PAZ3_DELLE
OG0008648	tr|Q9D592|Q9D592_MOUSE	tr|A0A2Y9PFQ2|A0A2Y9PFQ2_DELLE
OG0008649	sp|Q8BHL6|FAP24_MOUSE	tr|A0A2Y9PFX7|A0A2Y9PFX7_DELLE
OG0008650	sp|Q71B07|D19L3_MOUSE	tr|A0A2Y9PG06|A0A2Y9PG06_DELLE
OG0008651	sp|Q61315|APC_MOUSE	tr|A0A2Y9PNP0|A0A2Y9PNP0_DELLE
OG0008652	sp|Q8BNJ3|NMNA2_MOUSE	tr|A0A2Y9PQ92|A0A2Y9PQ92_DELLE
OG0008653	sp|Q9CZB6|MED7_MOUSE	tr|A0A2Y9PRF0|A0A2Y9PRF0_DELLE
OG0008654	sp|Q8R3F9|STPAP_MOUSE	tr|A0A2Y9PVX2|A0A2Y9PVX2_DELLE
OG0008655	sp|Q8BGT1|FLRT3_MOUSE	tr|A0A2Y9PWH9|A0A2Y9PWH9_DELLE
OG0008656	sp|Q9D8X0|MANBL_MOUSE	tr|A0A2Y9PXV1|A0A2Y9PXV1_DELLE
OG0008657	sp|O35393|EFNB3_MOUSE	tr|A0A2Y9PXY2|A0A2Y9PXY2_DELLE
OG0008658	sp|Q6R2P8|NEIL2_MOUSE	tr|A0A2Y9PYQ2|A0A2Y9PYQ2_DELLE
OG0008659	sp|P58022|LOXL2_MOUSE	tr|A0A2Y9PZ42|A0A2Y9PZ42_DELLE
OG0008660	sp|Q4KL18|TM171_MOUSE	tr|A0A2Y9PZI1|A0A2Y9PZI1_DELLE
OG0008661	sp|Q9JHF9|LY96_MOUSE	tr|A0A2Y9PZM1|A0A2Y9PZM1_DELLE
OG0008662	sp|Q62059|CSPG2_MOUSE	tr|A0A2Y9Q0B4|A0A2Y9Q0B4_DELLE
OG0008663	sp|Q5NBX1|COBL_MOUSE	tr|A0A2Y9Q0G0|A0A2Y9Q0G0_DELLE
OG0008664	tr|A0A286YDB2|A0A286YDB2_MOUSE	tr|A0A2Y9Q5Z3|A0A2Y9Q5Z3_DELLE
OG0008665	sp|Q8R2Z0|ADIPL_MOUSE	tr|A0A2Y9Q9A9|A0A2Y9Q9A9_DELLE
OG0008666	sp|Q9JKX8|UPK3A_MOUSE	tr|A0A2Y9QB32|A0A2Y9QB32_DELLE
OG0008667	tr|G5E8K1|G5E8K1_MOUSE	tr|A0A7F8K2P3|A0A7F8K2P3_DELLE
OG0008668	sp|Q58Y74|TRCG1_MOUSE	tr|A0A7F8K4A0|A0A7F8K4A0_DELLE
OG0008669	sp|Q9EQX0|GHRL_MOUSE	tr|A0A7F8K576|A0A7F8K576_DELLE
OG0008670	sp|Q61224|5HT1D_MOUSE	tr|A0A2Y9LDJ6|A0A2Y9LDJ6_DELLE
OG0008671	sp|Q9QZD4|XPF_MOUSE	tr|A0A2Y9LE17|A0A2Y9LE17_DELLE
OG0008672	sp|Q6P5D8|SMHD1_MOUSE	tr|A0A2Y9LET0|A0A2Y9LET0_DELLE
OG0008673	sp|Q9D871|CEA18_MOUSE	tr|A0A2Y9LNB8|A0A2Y9LNB8_DELLE
OG0008674	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|A0A2Y9LUP9|A0A2Y9LUP9_DELLE
OG0008675	sp|Q9CPW3|RM54_MOUSE	tr|A0A2Y9LVQ9|A0A2Y9LVQ9_DELLE
OG0008676	sp|Q9ESF4|LFG1_MOUSE	tr|A0A2Y9LVT7|A0A2Y9LVT7_DELLE
OG0008677	sp|Q8BJW7|EME1_MOUSE	tr|A0A2Y9LW05|A0A2Y9LW05_DELLE
OG0008678	sp|Q7TMK6|HOOK2_MOUSE	tr|A0A2Y9M035|A0A2Y9M035_DELLE
OG0008679	sp|Q9Z2I4|ROBO3_MOUSE	tr|A0A2Y9M1S6|A0A2Y9M1S6_DELLE
OG0008680	sp|Q8BGG7|UBS3B_MOUSE	tr|A0A2Y9M324|A0A2Y9M324_DELLE
OG0008681	sp|Q8CH77|NAV1_MOUSE	tr|A0A2Y9M6C2|A0A2Y9M6C2_DELLE
OG0008682	sp|O70338|RNH1_MOUSE	tr|A0A2Y9M7Z9|A0A2Y9M7Z9_DELLE
OG0008683	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A2Y9M9Y5|A0A2Y9M9Y5_DELLE
OG0008684	sp|Q924W6|TRI66_MOUSE	tr|A0A2Y9MAX1|A0A2Y9MAX1_DELLE
OG0008685	sp|Q8K243|TRI68_MOUSE	tr|A0A2Y9MAZ9|A0A2Y9MAZ9_DELLE
OG0008686	sp|Q91WD5|NDUS2_MOUSE	tr|A0A2Y9MC99|A0A2Y9MC99_DELLE
OG0008687	sp|P32442|MEOX1_MOUSE	tr|A0A2Y9MF73|A0A2Y9MF73_DELLE
OG0008688	sp|Q9CQJ1|HIG2A_MOUSE	tr|A0A2Y9MGB4|A0A2Y9MGB4_DELLE
OG0008689	sp|Q9D2N8|GLT15_MOUSE	tr|A0A2Y9MJX6|A0A2Y9MJX6_DELLE
OG0008690	sp|P27782|LEF1_MOUSE	tr|A0A2Y9MLC4|A0A2Y9MLC4_DELLE
OG0008691	sp|P20108|PRDX3_MOUSE	tr|A0A2Y9MPW1|A0A2Y9MPW1_DELLE
OG0008692	tr|Q3TMP1|Q3TMP1_MOUSE	tr|A0A2Y9MPY9|A0A2Y9MPY9_DELLE
OG0008693	sp|Q9WVA3|BUB3_MOUSE	tr|A0A2Y9MTG6|A0A2Y9MTG6_DELLE
OG0008694	sp|Q9ESK4|ING2_MOUSE	tr|A0A2Y9MW35|A0A2Y9MW35_DELLE
OG0008695	sp|Q8CI75|DI3L2_MOUSE	tr|A0A2Y9MXB0|A0A2Y9MXB0_DELLE
OG0008696	sp|Q8CII0|ZBT8B_MOUSE	tr|A0A2Y9N979|A0A2Y9N979_DELLE
OG0008697	sp|Q14BI7|TDRD9_MOUSE	tr|A0A2Y9NBW4|A0A2Y9NBW4_DELLE
OG0008698	sp|Q6PE55|PGFRL_MOUSE	tr|A0A2Y9NC18|A0A2Y9NC18_DELLE
OG0008699	sp|E9Q349|WDR25_MOUSE	tr|A0A2Y9NFP3|A0A2Y9NFP3_DELLE
OG0008700	sp|A2AJ15|MA1B1_MOUSE	tr|A0A2Y9NFU3|A0A2Y9NFU3_DELLE
OG0008701	sp|Q8BH26|TM251_MOUSE	tr|A0A2Y9NG49|A0A2Y9NG49_DELLE
OG0008702	sp|Q9WUL8|CITE4_MOUSE	tr|A0A2Y9NGT2|A0A2Y9NGT2_DELLE
OG0008703	sp|O35943|FRDA_MOUSE	tr|A0A2Y9NJ10|A0A2Y9NJ10_DELLE
OG0008704	sp|Q8BJU2|TSN9_MOUSE	tr|A0A2Y9NJE2|A0A2Y9NJE2_DELLE
OG0008705	sp|Q8BXA5|CLP1L_MOUSE	tr|A0A2Y9NPF4|A0A2Y9NPF4_DELLE
OG0008706	sp|P58686|BBLN_MOUSE	tr|A0A2Y9NSY0|A0A2Y9NSY0_DELLE
OG0008707	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A2Y9NVA8|A0A2Y9NVA8_DELLE
OG0008708	sp|A2AR95|LRAD3_MOUSE	tr|A0A2Y9NWE5|A0A2Y9NWE5_DELLE
OG0008709	sp|Q3UA06|PCH2_MOUSE	tr|A0A2Y9P144|A0A2Y9P144_DELLE
OG0008710	tr|E9Q9D8|E9Q9D8_MOUSE	tr|A0A2Y9P2V2|A0A2Y9P2V2_DELLE
OG0008711	sp|Q8VCN5|CGL_MOUSE	tr|A0A2Y9P3Q5|A0A2Y9P3Q5_DELLE
OG0008712	sp|A2AQ19|RTF1_MOUSE	tr|A0A2Y9PAS4|A0A2Y9PAS4_DELLE
OG0008713	sp|Q8K2C6|SIR5_MOUSE	tr|A0A2Y9PAX4|A0A2Y9PAX4_DELLE
OG0008714	sp|Q8BGA7|INT15_MOUSE	tr|A0A2Y9PBM6|A0A2Y9PBM6_DELLE
OG0008715	sp|Q9JHU2|PALMD_MOUSE	tr|A0A2Y9PBW2|A0A2Y9PBW2_DELLE
OG0008716	sp|Q569Z5|DDX46_MOUSE	tr|A0A2Y9PCB2|A0A2Y9PCB2_DELLE
OG0008717	sp|Q9CX97|WDR55_MOUSE	tr|A0A2Y9PCQ3|A0A2Y9PCQ3_DELLE
OG0008718	sp|Q9DBM1|GPTC1_MOUSE	tr|A0A2Y9PE81|A0A2Y9PE81_DELLE
OG0008719	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A2Y9PEQ1|A0A2Y9PEQ1_DELLE
OG0008720	sp|P15247|IL9_MOUSE	tr|A0A2Y9PFB0|A0A2Y9PFB0_DELLE
OG0008721	sp|O35623|BET1_MOUSE	tr|A0A2Y9PGN7|A0A2Y9PGN7_DELLE
OG0008722	sp|O35250|EXOC7_MOUSE	tr|A0A2Y9PHE0|A0A2Y9PHE0_DELLE
OG0008723	sp|Q8K4H1|KFA_MOUSE	tr|A0A2Y9PIS0|A0A2Y9PIS0_DELLE
OG0008724	sp|Q9D8N1|CK024_MOUSE	tr|A0A2Y9PNS3|A0A2Y9PNS3_DELLE
OG0008725	tr|A2AU34|A2AU34_MOUSE	tr|A0A2Y9PTG1|A0A2Y9PTG1_DELLE
OG0008726	sp|O70570|PIGR_MOUSE	tr|A0A2Y9Q1L2|A0A2Y9Q1L2_DELLE
OG0008727	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A2Y9Q2P6|A0A2Y9Q2P6_DELLE
OG0008728	sp|Q99PE2|ANRA2_MOUSE	tr|A0A2Y9Q5U0|A0A2Y9Q5U0_DELLE
OG0008729	sp|P70371|TERF1_MOUSE	tr|A0A2Y9Q6A3|A0A2Y9Q6A3_DELLE
OG0008730	sp|Q8BHI9|NIM1_MOUSE	tr|A0A2Y9Q882|A0A2Y9Q882_DELLE
OG0008731	sp|O08585|CLCA_MOUSE	tr|A0A2Y9QAA4|A0A2Y9QAA4_DELLE
OG0008732	sp|A2RSY1|KANL3_MOUSE	tr|A0A2Y9QBC1|A0A2Y9QBC1_DELLE
OG0008733	sp|Q5DTM8|BRE1A_MOUSE	tr|A0A2Y9QE33|A0A2Y9QE33_DELLE
OG0008734	sp|P58058|NADK_MOUSE	tr|A0A2Y9QFA7|A0A2Y9QFA7_DELLE
OG0008735	sp|O35114|SCRB2_MOUSE	tr|A0A2Y9QI03|A0A2Y9QI03_DELLE
OG0008737	sp|Q8K4K1|CETN4_MOUSE	tr|A0A7F8K3T3|A0A7F8K3T3_DELLE
OG0008738	sp|O09102|GCM2_MOUSE	tr|A0A7F8K444|A0A7F8K444_DELLE
OG0008739	sp|Q6ZQA6|IGSF3_MOUSE	tr|A0A7F8K7T3|A0A7F8K7T3_DELLE
OG0008740	sp|Q3UVV9|VWA3A_MOUSE	tr|A0A7F8K9D9|A0A7F8K9D9_DELLE
OG0008741	sp|Q2MH31|SMRP1_MOUSE	tr|A0A7F8KA73|A0A7F8KA73_DELLE
OG0008742	sp|Q80Y86|MK15_MOUSE	tr|A0A7F8KHY1|A0A7F8KHY1_DELLE
OG0008743	sp|O88472|TNR17_MOUSE	tr|A0A2Y9LEA4|A0A2Y9LEA4_DELLE
OG0008744	sp|Q6GQT9|NOMO1_MOUSE	tr|A0A2Y9LLH8|A0A2Y9LLH8_DELLE
OG0008745	sp|Q8QZT2|CCSAP_MOUSE	tr|A0A2Y9LPG1|A0A2Y9LPG1_DELLE
OG0008746	sp|Q91VR5|DDX1_MOUSE	tr|A0A2Y9LXA5|A0A2Y9LXA5_DELLE
OG0008747	sp|Q8BGF9|S2544_MOUSE	tr|A0A2Y9M0Q6|A0A2Y9M0Q6_DELLE
OG0008748	sp|Q7TNM2|TRI46_MOUSE	tr|A0A2Y9M822|A0A2Y9M822_DELLE
OG0008749	sp|Q61982|NOTC3_MOUSE	tr|A0A2Y9M9I9|A0A2Y9M9I9_DELLE
OG0008750	sp|Q8C341|SUCO_MOUSE	tr|A0A2Y9M9X0|A0A2Y9M9X0_DELLE
OG0008751	sp|Q8BMP4|GPER1_MOUSE	tr|A0A2Y9ME19|A0A2Y9ME19_DELLE
OG0008752	sp|Q9D906|ATG7_MOUSE	tr|A0A2Y9MHI4|A0A2Y9MHI4_DELLE
OG0008753	sp|Q8C7R4|UBA6_MOUSE	tr|A0A2Y9MJQ6|A0A2Y9MJQ6_DELLE
OG0008754	sp|Q9CWR1|WDR73_MOUSE	tr|A0A2Y9ML40|A0A2Y9ML40_DELLE
OG0008755	sp|Q8BM15|CF015_MOUSE	tr|A0A2Y9MLE3|A0A2Y9MLE3_DELLE
OG0008756	sp|Q9D8T0|FAM3A_MOUSE	tr|A0A2Y9MMZ7|A0A2Y9MMZ7_DELLE
OG0008757	sp|A2A699|F1712_MOUSE	tr|A0A2Y9MPA2|A0A2Y9MPA2_DELLE
OG0008758	sp|Q99LE2|GP146_MOUSE	tr|A0A2Y9MPZ1|A0A2Y9MPZ1_DELLE
OG0008759	sp|Q9DCU9|HOGA1_MOUSE	tr|A0A2Y9MV86|A0A2Y9MV86_DELLE
OG0008760	sp|P63038|CH60_MOUSE	tr|A0A2Y9MVG8|A0A2Y9MVG8_DELLE
OG0008761	sp|P55104|INHBC_MOUSE	tr|A0A2Y9N1Y2|A0A2Y9N1Y2_DELLE
OG0008762	sp|Q8CI95|OSB11_MOUSE	tr|A0A2Y9N2N3|A0A2Y9N2N3_DELLE
OG0008763	sp|Q9ESK3|CAN10_MOUSE	tr|A0A2Y9N3N0|A0A2Y9N3N0_DELLE
OG0008764	sp|Q8C263|SKA3_MOUSE	tr|A0A2Y9N7E9|A0A2Y9N7E9_DELLE
OG0008765	sp|P51949|MAT1_MOUSE	tr|A0A2Y9NA75|A0A2Y9NA75_DELLE
OG0008766	sp|Q9D1A4|ASB5_MOUSE	tr|A0A2Y9NBA7|A0A2Y9NBA7_DELLE
OG0008767	sp|Q6XP49|GLIS3_MOUSE	tr|A0A2Y9NCZ5|A0A2Y9NCZ5_DELLE
OG0008768	sp|P23804|MDM2_MOUSE	tr|A0A2Y9NDG7|A0A2Y9NDG7_DELLE
OG0008769	sp|Q3TJZ6|FA98A_MOUSE	tr|A0A2Y9NEC4|A0A2Y9NEC4_DELLE
OG0008770	sp|Q9CXI5|MANF_MOUSE	tr|A0A2Y9NHC5|A0A2Y9NHC5_DELLE
OG0008771	sp|Q80WT2|DMRT3_MOUSE	tr|A0A2Y9NIM4|A0A2Y9NIM4_DELLE
OG0008772	sp|P43247|MSH2_MOUSE	tr|A0A2Y9NJZ7|A0A2Y9NJZ7_DELLE
OG0008773	sp|A2AKX3|SETX_MOUSE	tr|A0A2Y9NMF6|A0A2Y9NMF6_DELLE
OG0008774	sp|Q9D1D1|TSN11_MOUSE	tr|A0A2Y9NNW9|A0A2Y9NNW9_DELLE
OG0008775	sp|Q3SYK4|VRTN_MOUSE	tr|A0A2Y9NQG7|A0A2Y9NQG7_DELLE
OG0008776	sp|P59729|RIN3_MOUSE	tr|A0A2Y9NRI7|A0A2Y9NRI7_DELLE
OG0008777	sp|P35710|SOX5_MOUSE	tr|A0A2Y9NVD5|A0A2Y9NVD5_DELLE
OG0008778	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A2Y9NW48|A0A2Y9NW48_DELLE
OG0008779	sp|Q8BTG3|T11L1_MOUSE	tr|A0A2Y9NWJ7|A0A2Y9NWJ7_DELLE
OG0008780	sp|Q791T5|MTCH1_MOUSE	tr|A0A2Y9P5P8|A0A2Y9P5P8_DELLE
OG0008781	sp|O54851|CXD2_MOUSE	tr|A0A2Y9P6T6|A0A2Y9P6T6_DELLE
OG0008782	sp|P70122|SBDS_MOUSE	tr|A0A2Y9PA76|A0A2Y9PA76_DELLE
OG0008783	sp|Q9WTM5|RUVB2_MOUSE	tr|A0A2Y9PE22|A0A2Y9PE22_DELLE
OG0008784	sp|Q3TLD5|RMP_MOUSE	tr|A0A2Y9PED9|A0A2Y9PED9_DELLE
OG0008785	sp|A2AC93|DNAI2_MOUSE	tr|A0A2Y9PIJ7|A0A2Y9PIJ7_DELLE
OG0008786	sp|Q61881|MCM7_MOUSE	tr|A0A2Y9PJX7|A0A2Y9PJX7_DELLE
OG0008787	sp|Q8BGP6|S2540_MOUSE	tr|A0A2Y9PKV1|A0A2Y9PKV1_DELLE
OG0008788	sp|O08543|EFNA5_MOUSE	tr|A0A2Y9PNT8|A0A2Y9PNT8_DELLE
OG0008789	sp|Q8R3W7|AGR3_MOUSE	tr|A0A2Y9PPJ7|A0A2Y9PPJ7_DELLE
OG0008790	sp|P35761|TTK_MOUSE	tr|A0A2Y9PSW5|A0A2Y9PSW5_DELLE
OG0008791	sp|Q9DA47|TM239_MOUSE	tr|A0A2Y9PTZ7|A0A2Y9PTZ7_DELLE
OG0008792	sp|Q922I5|FOXI1_MOUSE	tr|A0A2Y9PVK1|A0A2Y9PVK1_DELLE
OG0008793	sp|Q61039|HAND2_MOUSE	tr|A0A2Y9PZH1|A0A2Y9PZH1_DELLE
OG0008794	sp|Q923A2|SPDLY_MOUSE	tr|A0A2Y9PZK6|A0A2Y9PZK6_DELLE
OG0008795	sp|Q8QZW7|GBRP_MOUSE	tr|A0A2Y9Q0C5|A0A2Y9Q0C5_DELLE
OG0008796	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A2Y9Q3E9|A0A2Y9Q3E9_DELLE
OG0008797	sp|Q9EQK7|ICMT_MOUSE	tr|A0A2Y9Q5A7|A0A2Y9Q5A7_DELLE
OG0008798	sp|Q04690|NF1_MOUSE	tr|A0A2Y9Q715|A0A2Y9Q715_DELLE
OG0008799	sp|Q9ERU9|RBP2_MOUSE	tr|A0A2Y9QBP6|A0A2Y9QBP6_DELLE
OG0008800	sp|Q9ES30|C1QT3_MOUSE	tr|A0A2Y9QCW1|A0A2Y9QCW1_DELLE
OG0008801	sp|Q2MV57|TECT2_MOUSE	tr|A0A2Y9QED8|A0A2Y9QED8_DELLE
OG0008802	sp|Q1A3B0|CERS3_MOUSE	tr|A0A2Y9QH16|A0A2Y9QH16_DELLE
OG0008803	sp|A2AKB4|FRPD1_MOUSE	tr|A0A2Y9QLC4|A0A2Y9QLC4_DELLE
OG0008804	sp|P70211|DCC_MOUSE	tr|A0A7F8K564|A0A7F8K564_DELLE
OG0008805	sp|Q9Z0F3|B2L10_MOUSE	tr|A0A7F8KA81|A0A7F8KA81_DELLE
OG0008806	sp|Q80T74|KLH29_MOUSE	tr|A0A7F8KG74|A0A7F8KG74_DELLE
OG0008807	tr|A0A338P6G2|A0A338P6G2_MOUSE	tr|A0A7F8KIZ4|A0A7F8KIZ4_DELLE
