Orthogroup	Mus_musculus	Monodon_monoceros
OG0010916	sp|Q6J9G1|STYK1_MOUSE	tr|A0A4U1FPJ7|A0A4U1FPJ7_MONMO
OG0010917	sp|Q8BS03|PI15_MOUSE	tr|A0A4U1FQ25|A0A4U1FQ25_MONMO
OG0010918	sp|P52431|DPOD1_MOUSE	tr|A0A4U1FTJ5|A0A4U1FTJ5_MONMO
OG0010919	sp|E9Q735|UBE4A_MOUSE	tr|A0A4V5P6J5|A0A4V5P6J5_MONMO
OG0010920	sp|P59110|SENP1_MOUSE	tr|A0A4V5P7E8|A0A4V5P7E8_MONMO
OG0010921	sp|E9Q286|ICE1_MOUSE	tr|A0A4V5P949|A0A4V5P949_MONMO
OG0010922	sp|Q9EQT6|SYT13_MOUSE	tr|A0A4V5P995|A0A4V5P995_MONMO
OG0010923	sp|O89109|KCNN4_MOUSE	tr|A0A4V5PB88|A0A4V5PB88_MONMO
OG0010924	sp|Q8K2B3|SDHA_MOUSE	tr|A0A4U1EDE4|A0A4U1EDE4_MONMO
OG0010925	sp|Q9CQA1|TPPC5_MOUSE	tr|A0A4U1EE80|A0A4U1EE80_MONMO
OG0010926	sp|Q8VD75|HIP1_MOUSE	tr|A0A4U1EEY8|A0A4U1EEY8_MONMO
OG0010927	sp|P62881|GNB5_MOUSE	tr|A0A4U1EG40|A0A4U1EG40_MONMO
OG0010928	sp|Q8VIK5|PEAR1_MOUSE	tr|A0A4U1EGB4|A0A4U1EGB4_MONMO
OG0010929	sp|Q3TTP0|SHP1L_MOUSE	tr|A0A4U1EH75|A0A4U1EH75_MONMO
OG0010930	sp|Q9JHI4|S13A1_MOUSE	tr|A0A4U1EHM3|A0A4U1EHM3_MONMO
OG0010931	sp|E9Q793|JHY_MOUSE	tr|A0A4U1EIB9|A0A4U1EIB9_MONMO
OG0010932	sp|A2ARJ3|TM236_MOUSE	tr|A0A4U1ENB6|A0A4U1ENB6_MONMO
OG0010933	sp|Q9QY14|FOXE3_MOUSE	tr|A0A4U1EQJ8|A0A4U1EQJ8_MONMO
OG0010934	sp|A2ASS6|TITIN_MOUSE	tr|A0A4U1ET22|A0A4U1ET22_MONMO
OG0010935	sp|Q8BFT2|HAUS4_MOUSE	tr|A0A4U1ETB7|A0A4U1ETB7_MONMO
OG0010936	sp|P35363|5HT2A_MOUSE	tr|A0A4U1EXM3|A0A4U1EXM3_MONMO
OG0010937	sp|Q9R0L6|PCM1_MOUSE	tr|A0A4U1EYD3|A0A4U1EYD3_MONMO
OG0010938	sp|Q9Z2C8|YBOX2_MOUSE	tr|A0A4U1EZZ1|A0A4U1EZZ1_MONMO
OG0010939	sp|Q8BG17|NOL12_MOUSE	tr|A0A4U1F093|A0A4U1F093_MONMO
OG0010940	sp|Q9JKR6|HYOU1_MOUSE	tr|A0A4U1F2H6|A0A4U1F2H6_MONMO
OG0010941	sp|Q812A3|ANR23_MOUSE	tr|A0A4U1F4Q3|A0A4U1F4Q3_MONMO
OG0010942	sp|Q8K1L6|CP074_MOUSE	tr|A0A4U1F4Y3|A0A4U1F4Y3_MONMO
OG0010943	sp|Q9CQY8|T4S20_MOUSE	tr|A0A4U1F6E0|A0A4U1F6E0_MONMO
OG0010944	sp|Q3UVR3|TTBK2_MOUSE	tr|A0A4U1F8X3|A0A4U1F8X3_MONMO
OG0010945	sp|Q80UY2|KCMF1_MOUSE	tr|A0A4U1F9N4|A0A4U1F9N4_MONMO
OG0010946	sp|P50405|PSPB_MOUSE	tr|A0A4U1F9U1|A0A4U1F9U1_MONMO
OG0010947	sp|Q922S4|PDE2A_MOUSE	tr|A0A4U1FAF8|A0A4U1FAF8_MONMO
OG0010948	sp|Q8BX17|GEMI5_MOUSE	tr|A0A4U1FBJ0|A0A4U1FBJ0_MONMO
OG0010949	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A4U1FC02|A0A4U1FC02_MONMO
OG0010950	sp|Q5SSH7|ZZEF1_MOUSE	tr|A0A4U1FCE9|A0A4U1FCE9_MONMO
OG0010951	sp|Q9ESZ8|GTF2I_MOUSE	tr|A0A4U1FEF5|A0A4U1FEF5_MONMO
OG0010952	sp|Q60677|ITAE_MOUSE	tr|A0A4U1FEK2|A0A4U1FEK2_MONMO
OG0010953	sp|P54276|MSH6_MOUSE	tr|A0A4U1FEN2|A0A4U1FEN2_MONMO
OG0010954	sp|B9EJ80|PDZD8_MOUSE	tr|A0A4U1FFJ7|A0A4U1FFJ7_MONMO
OG0010955	sp|Q8VE42|ANR49_MOUSE	tr|A0A4U1FGC2|A0A4U1FGC2_MONMO
OG0010956	sp|Q7TPD1|FBX11_MOUSE	tr|A0A4U1FGL1|A0A4U1FGL1_MONMO
OG0010957	sp|Q8BG71|TYW2_MOUSE	tr|A0A4U1FGM2|A0A4U1FGM2_MONMO
OG0010958	sp|Q9CQQ4|GEMI2_MOUSE	tr|A0A4U1FK65|A0A4U1FK65_MONMO
OG0010959	sp|A2VDH3|LRC38_MOUSE	tr|A0A4U1FLX8|A0A4U1FLX8_MONMO
OG0010960	sp|Q8R3F9|STPAP_MOUSE	tr|A0A4U1FN98|A0A4U1FN98_MONMO
OG0010961	sp|Q9CZW6|RN146_MOUSE	tr|A0A4U1FP11|A0A4U1FP11_MONMO
OG0010962	sp|P50580|PA2G4_MOUSE	tr|A0A4U1FRC6|A0A4U1FRC6_MONMO
OG0010963	sp|Q9R0L1|HSF4_MOUSE	tr|A0A4U1FRK1|A0A4U1FRK1_MONMO
OG0010964	sp|Q8K3H0|DP13A_MOUSE	tr|A0A4U1FSH7|A0A4U1FSH7_MONMO
OG0010965	sp|P97311|MCM6_MOUSE	tr|A0A4U1FT81|A0A4U1FT81_MONMO
OG0010966	sp|Q99ML1|BBC3_MOUSE	tr|A0A4U1FV41|A0A4U1FV41_MONMO
OG0010967	tr|S4R1W5|S4R1W5_MOUSE	tr|A0A4V5P752|A0A4V5P752_MONMO
OG0010968	sp|Q8R1F5|HYI_MOUSE	tr|A0A4V5P7M2|A0A4V5P7M2_MONMO
OG0010969	sp|Q9Z1P5|CD320_MOUSE	tr|A0A4V5P7X1|A0A4V5P7X1_MONMO
OG0010970	sp|Q8VCH5|RABEK_MOUSE	tr|A0A4V5P9L7|A0A4V5P9L7_MONMO
OG0010971	sp|Q3UXZ6|FA81A_MOUSE	tr|A0A4V5P9X1|A0A4V5P9X1_MONMO
OG0010972	sp|P56213|ALR_MOUSE	tr|A0A4V5PAK0|A0A4V5PAK0_MONMO
OG0010973	sp|Q78TU8|F107A_MOUSE	tr|A0A4V5PCF4|A0A4V5PCF4_MONMO
OG0010974	sp|O08738|CASP6_MOUSE	tr|A0A4V6WP94|A0A4V6WP94_MONMO
OG0010975	sp|Q8K0E8|FIBB_MOUSE	tr|A0A4V6WPA9|A0A4V6WPA9_MONMO
OG0010976	sp|Q9CRA8|EXOS5_MOUSE	tr|A0A4U1EBG7|A0A4U1EBG7_MONMO
OG0010977	sp|Q3TC33|CC127_MOUSE	tr|A0A4U1EDH0|A0A4U1EDH0_MONMO
OG0010978	sp|Q8R3C1|CB042_MOUSE	tr|A0A4U1EFN2|A0A4U1EFN2_MONMO
OG0010979	sp|P70700|RPA2_MOUSE	tr|A0A4U1EH13|A0A4U1EH13_MONMO
OG0010980	sp|P01216|GLHA_MOUSE	tr|A0A4U1EHM1|A0A4U1EHM1_MONMO
OG0010981	sp|Q8BW41|PMGT2_MOUSE	tr|A0A4U1EHP1|A0A4U1EHP1_MONMO
OG0010982	sp|Q8BGN9|CA115_MOUSE	tr|A0A4U1EHU8|A0A4U1EHU8_MONMO
OG0010983	sp|Q99LY9|NDUS5_MOUSE	tr|A0A4U1EIE4|A0A4U1EIE4_MONMO
OG0010984	sp|Q61066|NR0B1_MOUSE	tr|A0A4U1EJE0|A0A4U1EJE0_MONMO
OG0010985	sp|Q9Z129|RECQ1_MOUSE	tr|A0A4U1EJE9|A0A4U1EJE9_MONMO
OG0010986	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A4U1EN20|A0A4U1EN20_MONMO
OG0010987	sp|Q8BYW1|RHG25_MOUSE	tr|A0A4U1ER17|A0A4U1ER17_MONMO
OG0010988	sp|Q64321|ZBT7B_MOUSE	tr|A0A4U1ERF5|A0A4U1ERF5_MONMO
OG0010989	sp|Q9D8S3|ARFG3_MOUSE	tr|A0A4U1ERR6|A0A4U1ERR6_MONMO
OG0010990	sp|P08553|NFM_MOUSE	tr|A0A4U1EWB9|A0A4U1EWB9_MONMO
OG0010991	sp|G3UWD5|AKAI1_MOUSE	tr|A0A4U1EYJ1|A0A4U1EYJ1_MONMO
OG0010992	sp|Q6PE54|DHX40_MOUSE	tr|A0A4U1EYN4|A0A4U1EYN4_MONMO
OG0010993	sp|B1AYB6|MBD5_MOUSE	tr|A0A4U1EZF0|A0A4U1EZF0_MONMO
OG0010994	sp|G5E870|TRIPC_MOUSE	tr|A0A4U1F0S1|A0A4U1F0S1_MONMO
OG0010995	sp|P97814|PPIP1_MOUSE	tr|A0A4U1F2D9|A0A4U1F2D9_MONMO
OG0010996	sp|Q9DA57|SPT25_MOUSE	tr|A0A4U1F2Y0|A0A4U1F2Y0_MONMO
OG0010997	sp|O35685|NUDC_MOUSE	tr|A0A4U1F463|A0A4U1F463_MONMO
OG0010998	sp|Q99K01|PDXD1_MOUSE	tr|A0A4U1F672|A0A4U1F672_MONMO
OG0010999	sp|Q921J2|RHEB_MOUSE	tr|A0A4U1F7H6|A0A4U1F7H6_MONMO
OG0011000	tr|B2RVL1|B2RVL1_MOUSE	tr|A0A4U1FA06|A0A4U1FA06_MONMO
OG0011001	sp|Q3URF8|KCD21_MOUSE	tr|A0A4U1FA49|A0A4U1FA49_MONMO
OG0011002	sp|O55222|ILK_MOUSE	tr|A0A4U1FAJ8|A0A4U1FAJ8_MONMO
OG0011003	sp|Q9WV96|T10B_MOUSE	tr|A0A4U1FAQ8|A0A4U1FAQ8_MONMO
OG0011004	sp|P35283|RAB12_MOUSE	tr|A0A4U1FB83|A0A4U1FB83_MONMO
OG0011005	sp|A2AED3|FNDC7_MOUSE	tr|A0A4U1FBK0|A0A4U1FBK0_MONMO
OG0011006	tr|Q8C8S0|Q8C8S0_MOUSE	tr|A0A4U1FCH9|A0A4U1FCH9_MONMO
OG0011007	sp|Q9DCI9|RM32_MOUSE	tr|A0A4U1FCL0|A0A4U1FCL0_MONMO
OG0011008	sp|Q5SUC9|SCO1_MOUSE	tr|A0A4U1FDX6|A0A4U1FDX6_MONMO
OG0011009	sp|B2RPY5|GP161_MOUSE	tr|A0A4U1FE32|A0A4U1FE32_MONMO
OG0011010	sp|Q9D6Y1|CCDC3_MOUSE	tr|A0A4U1FF44|A0A4U1FF44_MONMO
OG0011011	sp|Q9D6Z1|NOP56_MOUSE	tr|A0A4U1FF83|A0A4U1FF83_MONMO
OG0011012	sp|Q99PE2|ANRA2_MOUSE	tr|A0A4U1FFD6|A0A4U1FFD6_MONMO
OG0011013	sp|Q99J62|RFC4_MOUSE	tr|A0A4U1FFP2|A0A4U1FFP2_MONMO
OG0011014	sp|O70548|TELT_MOUSE	tr|A0A4U1FHK9|A0A4U1FHK9_MONMO
OG0011015	sp|Q9CQ89|CUTA_MOUSE	tr|A0A4U1FI34|A0A4U1FI34_MONMO
OG0011016	sp|Q7TN02|MED26_MOUSE	tr|A0A4U1FJI2|A0A4U1FJI2_MONMO
OG0011017	sp|Q91ZM2|SH2B1_MOUSE	tr|A0A4U1FL27|A0A4U1FL27_MONMO
OG0011018	sp|Q9JI60|LRAT_MOUSE	tr|A0A4U1FLG5|A0A4U1FLG5_MONMO
OG0011019	sp|P70298|CUX2_MOUSE	tr|A0A4U1FM23|A0A4U1FM23_MONMO
OG0011020	sp|Q6PDH4|RNB3L_MOUSE	tr|A0A4U1FMQ1|A0A4U1FMQ1_MONMO
OG0011021	sp|Q9DCS9|NDUBA_MOUSE	tr|A0A4U1FMR7|A0A4U1FMR7_MONMO
OG0011022	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A4U1FN18|A0A4U1FN18_MONMO
OG0011023	sp|Q6P1D5|SE6L1_MOUSE	tr|A0A4U1FQE5|A0A4U1FQE5_MONMO
OG0011024	sp|Q8BH75|RNF41_MOUSE	tr|A0A4U1FRZ2|A0A4U1FRZ2_MONMO
OG0011025	sp|Q5XJY4|PARL_MOUSE	tr|A0A4U1FS62|A0A4U1FS62_MONMO
OG0011026	sp|Q8BT42|SMIM5_MOUSE	tr|A0A4U1FT68|A0A4U1FT68_MONMO
OG0011027	sp|P08551|NFL_MOUSE	tr|A0A4V5P7T0|A0A4V5P7T0_MONMO
OG0011028	sp|E9Q2Z1|CECR2_MOUSE	tr|A0A4V5P912|A0A4V5P912_MONMO
OG0011030	sp|Q8R526|PK1L1_MOUSE	tr|A0A4U1EEX4|A0A4U1EEX4_MONMO
OG0011031	sp|Q99JY1|TIRAP_MOUSE	tr|A0A4U1EFP8|A0A4U1EFP8_MONMO
OG0011032	sp|P12710|FABPL_MOUSE	tr|A0A4U1EGS3|A0A4U1EGS3_MONMO
OG0011033	sp|A2ANX9|ZN711_MOUSE	tr|A0A4U1EIQ6|A0A4U1EIQ6_MONMO
OG0011034	sp|Q04742|EMX1_MOUSE	tr|A0A4U1EJR3|A0A4U1EJR3_MONMO
OG0011035	sp|Q9JLT2|TREA_MOUSE	tr|A0A4U1EKC0|A0A4U1EKC0_MONMO
OG0011036	sp|P50615|BTG3_MOUSE	tr|A0A4U1EKX0|A0A4U1EKX0_MONMO
OG0011037	sp|Q0VG62|RBIS_MOUSE	tr|A0A4U1EN04|A0A4U1EN04_MONMO
OG0011038	tr|F8VQK3|F8VQK3_MOUSE	tr|A0A4U1ENV2|A0A4U1ENV2_MONMO
OG0011039	sp|Q9JMA1|UBP14_MOUSE	tr|A0A4U1EPR0|A0A4U1EPR0_MONMO
OG0011040	sp|Q6PDY2|AEDO_MOUSE	tr|A0A4U1EQA8|A0A4U1EQA8_MONMO
OG0011041	sp|Q8BK06|FBX9_MOUSE	tr|A0A4U1EQN0|A0A4U1EQN0_MONMO
OG0011042	sp|Q8BH60|GOPC_MOUSE	tr|A0A4U1EQZ6|A0A4U1EQZ6_MONMO
OG0011043	sp|Q3U5C7|PRIC1_MOUSE	tr|A0A4U1ESN8|A0A4U1ESN8_MONMO
OG0011044	sp|Q8K1A0|METL5_MOUSE	tr|A0A4U1EV98|A0A4U1EV98_MONMO
OG0011045	sp|Q9DAZ5|F174C_MOUSE	tr|A0A4U1EVU3|A0A4U1EVU3_MONMO
OG0011046	sp|Q920D3|MED28_MOUSE	tr|A0A4U1EW41|A0A4U1EW41_MONMO
OG0011047	tr|D3Z393|D3Z393_MOUSE	tr|A0A4U1EXR2|A0A4U1EXR2_MONMO
OG0011048	sp|Q80YC5|FA12_MOUSE	tr|A0A4U1F0F5|A0A4U1F0F5_MONMO
OG0011049	sp|Q60953|PML_MOUSE	tr|A0A4U1F0P6|A0A4U1F0P6_MONMO
OG0011050	sp|Q8VDP3|MICA1_MOUSE	tr|A0A4U1F447|A0A4U1F447_MONMO
OG0011051	sp|Q8CC35|SYNPO_MOUSE	tr|A0A4U1F5E3|A0A4U1F5E3_MONMO
OG0011052	sp|Q8K4Z5|SF3A1_MOUSE	tr|A0A4U1F7N3|A0A4U1F7N3_MONMO
OG0011053	sp|O88700|BLM_MOUSE	tr|A0A4U1F867|A0A4U1F867_MONMO
OG0011054	sp|Q64279|HAND1_MOUSE	tr|A0A4U1FBY4|A0A4U1FBY4_MONMO
OG0011055	sp|O88834|SHD_MOUSE	tr|A0A4U1FC24|A0A4U1FC24_MONMO
OG0011056	tr|A0A0J9YTR2|A0A0J9YTR2_MOUSE	tr|A0A4U1FC35|A0A4U1FC35_MONMO
OG0011057	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A4U1FD86|A0A4U1FD86_MONMO
OG0011058	sp|Q6Q899|DDX58_MOUSE	tr|A0A4U1FF34|A0A4U1FF34_MONMO
OG0011059	sp|Q9QXY7|XK_MOUSE	tr|A0A4U1FFJ0|A0A4U1FFJ0_MONMO
OG0011060	sp|Q9JL89|NINJ2_MOUSE	tr|A0A4U1FFS8|A0A4U1FFS8_MONMO
OG0011061	sp|Q9JJA4|WDR12_MOUSE	tr|A0A4U1FIX6|A0A4U1FIX6_MONMO
OG0011062	sp|Q99MW1|STK31_MOUSE	tr|A0A4U1FMA9|A0A4U1FMA9_MONMO
OG0011063	sp|Q61337|BAD_MOUSE	tr|A0A4U1FMC3|A0A4U1FMC3_MONMO
OG0011064	sp|Q8R4P9|MRP7_MOUSE	tr|A0A4U1FQG5|A0A4U1FQG5_MONMO
OG0011065	tr|B2RWC4|B2RWC4_MOUSE	tr|A0A4U1FRD2|A0A4U1FRD2_MONMO
OG0011066	sp|Q9Z0E2|CHRD_MOUSE	tr|A0A4U1FRQ2|A0A4U1FRQ2_MONMO
OG0011067	tr|S4R213|S4R213_MOUSE	tr|A0A4U1FRV1|A0A4U1FRV1_MONMO
OG0011068	sp|Q8R2G4|NAR3_MOUSE	tr|A0A4V5P6H7|A0A4V5P6H7_MONMO
OG0011069	sp|Q3U0K8|OGFD1_MOUSE	tr|A0A4V5P827|A0A4V5P827_MONMO
OG0011070	sp|Q4VBE8|WDR18_MOUSE	tr|A0A4V5P843|A0A4V5P843_MONMO
OG0011071	sp|Q64674|SPEE_MOUSE	tr|A0A4V5P988|A0A4V5P988_MONMO
OG0011072	sp|Q60710|SAMH1_MOUSE	tr|A0A4V5P9R8|A0A4V5P9R8_MONMO
OG0011073	sp|Q8K411|PREP_MOUSE	tr|A0A4U1ECE1|A0A4U1ECE1_MONMO
OG0011074	sp|Q9DBY4|TRIL_MOUSE	tr|A0A4U1EEU5|A0A4U1EEU5_MONMO
OG0011075	sp|A0A140LHF2|VSXL2_MOUSE	tr|A0A4U1EFS7|A0A4U1EFS7_MONMO
OG0011076	tr|G3UW63|G3UW63_MOUSE	tr|A0A4U1EIB5|A0A4U1EIB5_MONMO
OG0011077	sp|A2ARM1|PATL2_MOUSE	tr|A0A4U1EIT3|A0A4U1EIT3_MONMO
OG0011078	sp|Q8K0V2|DCNL3_MOUSE	tr|A0A4U1EJ09|A0A4U1EJ09_MONMO
OG0011079	sp|Q9CWZ7|SNAG_MOUSE	tr|A0A4U1EKR0|A0A4U1EKR0_MONMO
OG0011080	sp|Q6PD10|IP6K1_MOUSE	tr|A0A4U1EMD2|A0A4U1EMD2_MONMO
OG0011081	sp|Q91VH2|SNX9_MOUSE	tr|A0A4U1EPB4|A0A4U1EPB4_MONMO
OG0011082	sp|Q8CC96|BNIP5_MOUSE	tr|A0A4U1EPJ5|A0A4U1EPJ5_MONMO
OG0011083	sp|Q9DAP7|ASF1B_MOUSE	tr|A0A4U1EQF7|A0A4U1EQF7_MONMO
OG0011084	sp|P61087|UBE2K_MOUSE	tr|A0A4U1ETG5|A0A4U1ETG5_MONMO
OG0011085	sp|O89101|FGF18_MOUSE	tr|A0A4U1ETI0|A0A4U1ETI0_MONMO
OG0011086	sp|Q9R0Q1|SYTL4_MOUSE	tr|A0A4U1EUR3|A0A4U1EUR3_MONMO
OG0011087	sp|Q01339|APOH_MOUSE	tr|A0A4U1EXH2|A0A4U1EXH2_MONMO
OG0011088	sp|Q922H4|GMPPA_MOUSE	tr|A0A4U1EZ48|A0A4U1EZ48_MONMO
OG0011089	sp|Q64733|FOXB2_MOUSE	tr|A0A4U1EZN7|A0A4U1EZN7_MONMO
OG0011090	sp|P50544|ACADV_MOUSE	tr|A0A4U1EZX1|A0A4U1EZX1_MONMO
OG0011091	sp|P56974|NRG2_MOUSE	tr|A0A4U1F0J7|A0A4U1F0J7_MONMO
OG0011092	sp|Q9CYS6|CB072_MOUSE	tr|A0A4U1F0K3|A0A4U1F0K3_MONMO
OG0011093	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A4U1F178|A0A4U1F178_MONMO
OG0011094	sp|P23299|KCNE1_MOUSE	tr|A0A4U1F1P9|A0A4U1F1P9_MONMO
OG0011095	sp|Q80W37|SPN1_MOUSE	tr|A0A4U1F2J0|A0A4U1F2J0_MONMO
OG0011096	sp|Q9Z0L1|S1PR4_MOUSE	tr|A0A4U1F309|A0A4U1F309_MONMO
OG0011097	sp|Q8VDG5|PPCS_MOUSE	tr|A0A4U1F3H1|A0A4U1F3H1_MONMO
OG0011098	sp|P49764|PLGF_MOUSE	tr|A0A4U1F6C8|A0A4U1F6C8_MONMO
OG0011099	sp|Q9EQ80|NIF3L_MOUSE	tr|A0A4U1F6P1|A0A4U1F6P1_MONMO
OG0011100	sp|A0PJN4|U2QL1_MOUSE	tr|A0A4U1F9M4|A0A4U1F9M4_MONMO
OG0011101	sp|G5E861|SCLT1_MOUSE	tr|A0A4U1FAM6|A0A4U1FAM6_MONMO
OG0011102	sp|Q78JW9|UBFD1_MOUSE	tr|A0A4U1FCL8|A0A4U1FCL8_MONMO
OG0011103	sp|Q3V0E1|CI131_MOUSE	tr|A0A4U1FDD2|A0A4U1FDD2_MONMO
OG0011104	sp|P23950|TISB_MOUSE	tr|A0A4U1FFN4|A0A4U1FFN4_MONMO
OG0011105	sp|Q9R0M3|SRPX_MOUSE	tr|A0A4U1FFV9|A0A4U1FFV9_MONMO
OG0011106	sp|Q8CFP6|DJC27_MOUSE	tr|A0A4U1FGX4|A0A4U1FGX4_MONMO
OG0011107	sp|P52332|JAK1_MOUSE	tr|A0A4U1FH19|A0A4U1FH19_MONMO
OG0011108	sp|P97299|SFRP2_MOUSE	tr|A0A4U1FKZ4|A0A4U1FKZ4_MONMO
OG0011109	sp|Q812B2|GPHB5_MOUSE	tr|A0A4U1FL99|A0A4U1FL99_MONMO
OG0011110	sp|Q921F2|TADBP_MOUSE	tr|A0A4U1FMQ3|A0A4U1FMQ3_MONMO
OG0011111	sp|Q8CJ67|STAU2_MOUSE	tr|A0A4U1FQB0|A0A4U1FQB0_MONMO
OG0011112	sp|P70232|NCHL1_MOUSE	tr|A0A4U1FRJ2|A0A4U1FRJ2_MONMO
OG0011113	sp|A2ABU4|MYOM3_MOUSE	tr|A0A4U1FRU1|A0A4U1FRU1_MONMO
OG0011114	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A4U1FSF1|A0A4U1FSF1_MONMO
OG0011115	sp|Q80T11|USH1G_MOUSE	tr|A0A4U1FSV8|A0A4U1FSV8_MONMO
OG0011116	sp|Q6ZPJ3|UBE2O_MOUSE	tr|A0A4U1FT85|A0A4U1FT85_MONMO
OG0011117	sp|Q68FM6|PPR29_MOUSE	tr|A0A4V5P6R2|A0A4V5P6R2_MONMO
OG0011118	sp|O35618|MDM4_MOUSE	tr|A0A4V5P9B0|A0A4V5P9B0_MONMO
OG0011119	sp|Q50H32|GRCR1_MOUSE	tr|A0A4V6WNU3|A0A4V6WNU3_MONMO
OG0011120	sp|Q5DU05|CE164_MOUSE	tr|A0A4V6WNY9|A0A4V6WNY9_MONMO
OG0011121	sp|Q60I26|AL2CL_MOUSE	tr|A0A4U1EDC4|A0A4U1EDC4_MONMO
OG0011122	sp|Q9JJK2|LANC2_MOUSE	tr|A0A4U1EFG1|A0A4U1EFG1_MONMO
OG0011123	tr|G3X8X0|G3X8X0_MOUSE	tr|A0A4U1EGI4|A0A4U1EGI4_MONMO
OG0011124	sp|Q80WQ2|VAC14_MOUSE	tr|A0A4U1EH22|A0A4U1EH22_MONMO
OG0011125	sp|Q8CFZ4|GPC3_MOUSE	tr|A0A4U1EH66|A0A4U1EH66_MONMO
OG0011126	sp|Q6P5D3|DHX57_MOUSE	tr|A0A4U1EIK1|A0A4U1EIK1_MONMO
OG0011127	sp|Q8R1G6|PDLI2_MOUSE	tr|A0A4U1EIP7|A0A4U1EIP7_MONMO
OG0011128	sp|Q99P31|HPBP1_MOUSE	tr|A0A4U1EJG3|A0A4U1EJG3_MONMO
OG0011129	sp|Q3U507|GP174_MOUSE	tr|A0A4U1EKA9|A0A4U1EKA9_MONMO
OG0011130	sp|Q921L7|HEMK1_MOUSE	tr|A0A4U1EKZ5|A0A4U1EKZ5_MONMO
OG0011131	sp|Q91ZZ3|SYUB_MOUSE	tr|A0A4U1ELR6|A0A4U1ELR6_MONMO
OG0011132	sp|Q5GAM7|RNS13_MOUSE	tr|A0A4U1ENT1|A0A4U1ENT1_MONMO
OG0011133	sp|Q9D708|S10AG_MOUSE	tr|A0A4U1ENT7|A0A4U1ENT7_MONMO
OG0011134	sp|P35802|GPM6A_MOUSE	tr|A0A4U1EPL2|A0A4U1EPL2_MONMO
OG0011135	sp|D3YXK1|SAMD1_MOUSE	tr|A0A4U1EQE4|A0A4U1EQE4_MONMO
OG0011136	sp|A2TJV2|PALM3_MOUSE	tr|A0A4U1ERK0|A0A4U1ERK0_MONMO
OG0011137	sp|Q810L3|CHFR_MOUSE	tr|A0A4U1ERV6|A0A4U1ERV6_MONMO
OG0011138	sp|O35623|BET1_MOUSE	tr|A0A4U1EU01|A0A4U1EU01_MONMO
OG0011139	sp|P14404|MECOM_MOUSE	tr|A0A4U1EVA5|A0A4U1EVA5_MONMO
OG0011140	sp|Q3UN70|MRFL_MOUSE	tr|A0A4U1EWE7|A0A4U1EWE7_MONMO
OG0011141	sp|Q80V24|VGLL4_MOUSE	tr|A0A4U1EXU9|A0A4U1EXU9_MONMO
OG0011142	sp|P97816|S100G_MOUSE	tr|A0A4U1EY34|A0A4U1EY34_MONMO
OG0011143	sp|P42082|CD86_MOUSE	tr|A0A4U1F0T3|A0A4U1F0T3_MONMO
OG0011144	sp|Q9Z260|CLD8_MOUSE	tr|A0A4U1F120|A0A4U1F120_MONMO
OG0011145	sp|Q99LG0|UBP16_MOUSE	tr|A0A4U1F167|A0A4U1F167_MONMO
OG0011146	sp|Q5NC05|TTF2_MOUSE	tr|A0A4U1F3C4|A0A4U1F3C4_MONMO
OG0011147	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A4U1F4E2|A0A4U1F4E2_MONMO
OG0011148	sp|A2A699|F1712_MOUSE	tr|A0A4U1F4Z5|A0A4U1F4Z5_MONMO
OG0011149	sp|Q9DCQ3|GOT1A_MOUSE	tr|A0A4U1F522|A0A4U1F522_MONMO
OG0011150	sp|E9PVB5|TTC17_MOUSE	tr|A0A4U1FAS1|A0A4U1FAS1_MONMO
OG0011151	sp|Q8K424|TRPV3_MOUSE	tr|A0A4U1FCF1|A0A4U1FCF1_MONMO
OG0011152	sp|Q9QXJ1|APBB1_MOUSE	tr|A0A4U1FCT1|A0A4U1FCT1_MONMO
OG0011153	sp|Q80XU3|NUCKS_MOUSE	tr|A0A4U1FFB6|A0A4U1FFB6_MONMO
OG0011154	sp|Q5HZH7|S38A8_MOUSE	tr|A0A4U1FFU7|A0A4U1FFU7_MONMO
OG0011155	sp|Q9D1M4|MCA3_MOUSE	tr|A0A4U1FGV9|A0A4U1FGV9_MONMO
OG0011156	sp|P05201|AATC_MOUSE	tr|A0A4U1FHY1|A0A4U1FHY1_MONMO
OG0011157	sp|Q64HY3|SP9_MOUSE	tr|A0A4U1FIS9|A0A4U1FIS9_MONMO
OG0011158	sp|Q9DBL9|ABHD5_MOUSE	tr|A0A4U1FIU1|A0A4U1FIU1_MONMO
OG0011159	sp|Q9DCV6|DELE1_MOUSE	tr|A0A4U1FLR6|A0A4U1FLR6_MONMO
OG0011160	sp|Q9WTP2|SPY4_MOUSE	tr|A0A4U1FM69|A0A4U1FM69_MONMO
OG0011161	sp|P30549|NK2R_MOUSE	tr|A0A4U1FN83|A0A4U1FN83_MONMO
OG0011162	tr|E9Q468|E9Q468_MOUSE	tr|A0A4U1FNC3|A0A4U1FNC3_MONMO
OG0011163	sp|Q8VBV4|FBXW7_MOUSE	tr|A0A4U1FNH3|A0A4U1FNH3_MONMO
