Orthogroup	Mus_musculus	Colobus_angolensis_palliatus
OG0005211	tr|E9Q8N6|E9Q8N6_MOUSE	tr|A0A2K5I2Y4|A0A2K5I2Y4_COLAP
OG0005212	sp|O88746|TOM1_MOUSE	tr|A0A2K5I4E1|A0A2K5I4E1_COLAP
OG0005213	sp|P97368|MEIS3_MOUSE	tr|A0A2K5I4F5|A0A2K5I4F5_COLAP
OG0005214	sp|Q99JX3|GORS2_MOUSE	tr|A0A2K5I4H9|A0A2K5I4H9_COLAP
OG0005215	sp|Q8VCE6|NT5M_MOUSE	tr|A0A2K5I777|A0A2K5I777_COLAP
OG0005216	sp|Q9ESD6|CKLF7_MOUSE	tr|A0A2K5I7Q2|A0A2K5I7Q2_COLAP
OG0005217	sp|Q91VC4|PLVAP_MOUSE	tr|A0A2K5I8M3|A0A2K5I8M3_COLAP
OG0005218	sp|Q9JJ80|RPF2_MOUSE	tr|A0A2K5ICQ5|A0A2K5ICQ5_COLAP
OG0005219	sp|Q9Z1R2|BAG6_MOUSE	tr|A0A2K5IGM7|A0A2K5IGM7_COLAP
OG0005220	tr|E9Q658|E9Q658_MOUSE	tr|A0A2K5IGQ5|A0A2K5IGQ5_COLAP
OG0005221	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A2K5IJX2|A0A2K5IJX2_COLAP
OG0005222	sp|O70157|TOP3A_MOUSE	tr|A0A2K5IKS4|A0A2K5IKS4_COLAP
OG0005223	sp|A2AQ25|SKT_MOUSE	tr|A0A2K5IM27|A0A2K5IM27_COLAP
OG0005224	sp|Q62446|FKBP3_MOUSE	tr|A0A2K5IMJ8|A0A2K5IMJ8_COLAP
OG0005225	sp|Q80Y50|CMTA2_MOUSE	tr|A0A2K5INM8|A0A2K5INM8_COLAP
OG0005226	sp|Q9JKK0|RCAN3_MOUSE	tr|A0A2K5INW4|A0A2K5INW4_COLAP
OG0005227	sp|P97470|PP4C_MOUSE	tr|A0A2K5IP00|A0A2K5IP00_COLAP
OG0005228	sp|Q8BR90|RIMC1_MOUSE	tr|A0A2K5IPU1|A0A2K5IPU1_COLAP
OG0005229	sp|Q8BPW0|IQCJ_MOUSE	tr|A0A2K5IUQ7|A0A2K5IUQ7_COLAP
OG0005230	tr|F6YQT7|F6YQT7_MOUSE	tr|A0A2K5IZS3|A0A2K5IZS3_COLAP
OG0005231	sp|Q62176|RBM38_MOUSE	tr|A0A2K5J0X7|A0A2K5J0X7_COLAP
OG0005232	tr|Q3TBV4|Q3TBV4_MOUSE	tr|A0A2K5J158|A0A2K5J158_COLAP
OG0005233	tr|B1ARY8|B1ARY8_MOUSE	tr|A0A2K5J1X4|A0A2K5J1X4_COLAP
OG0005234	sp|Q4G0F8|UBN1_MOUSE	tr|A0A2K5J2T9|A0A2K5J2T9_COLAP
OG0005235	sp|Q9CQ45|NENF_MOUSE	tr|A0A2K5J635|A0A2K5J635_COLAP
OG0005236	sp|Q8CI32|BAG5_MOUSE	tr|A0A2K5JBM5|A0A2K5JBM5_COLAP
OG0005237	sp|Q9D8C3|ALG13_MOUSE	tr|A0A2K5JKF4|A0A2K5JKF4_COLAP
OG0005238	sp|Q9D3I6|KRA71_MOUSE	tr|A0A2K5JL70|A0A2K5JL70_COLAP
OG0005239	tr|L7N480|L7N480_MOUSE	tr|A0A2K5JQ34|A0A2K5JQ34_COLAP
OG0005240	sp|Q6PHZ8|KCIP4_MOUSE	tr|A0A2K5JQ72|A0A2K5JQ72_COLAP
OG0005241	sp|Q9WUZ5|TNNI1_MOUSE	tr|A0A2K5JY55|A0A2K5JY55_COLAP
OG0005242	sp|Q9JIL6|GPC5D_MOUSE	tr|A0A2K5JYK9|A0A2K5JYK9_COLAP
OG0005243	sp|Q99PR8|HSPB2_MOUSE	tr|A0A2K5K084|A0A2K5K084_COLAP
OG0005244	sp|Q8K1S5|KLF11_MOUSE	tr|A0A2K5K1I7|A0A2K5K1I7_COLAP
OG0005245	sp|Q99LJ1|FUCO_MOUSE	tr|A0A2K5K2J0|A0A2K5K2J0_COLAP
OG0005246	sp|O54804|CHKA_MOUSE	tr|A0A2K5K904|A0A2K5K904_COLAP
OG0005247	sp|P62196|PRS8_MOUSE	tr|A0A2K5K9M9|A0A2K5K9M9_COLAP
OG0005248	sp|Q9R0C8|VAV3_MOUSE	tr|A0A2K5KAE1|A0A2K5KAE1_COLAP
OG0005249	sp|Q3UR85|MYRF_MOUSE	tr|A0A2K5KF78|A0A2K5KF78_COLAP
OG0005250	sp|Q8BIX9|FICD_MOUSE	tr|A0A2K5KFT8|A0A2K5KFT8_COLAP
OG0005251	sp|Q3U213|SRAC1_MOUSE	tr|A0A2K5H719|A0A2K5H719_COLAP
OG0005252	tr|G3UWF2|G3UWF2_MOUSE	tr|A0A2K5H971|A0A2K5H971_COLAP
OG0005253	sp|P01193|COLI_MOUSE	tr|A0A2K5HC98|A0A2K5HC98_COLAP
OG0005254	sp|Q91Z22|PORIM_MOUSE	tr|A0A2K5HCC6|A0A2K5HCC6_COLAP
OG0005255	sp|Q45KJ6|LN28B_MOUSE	tr|A0A2K5HFB1|A0A2K5HFB1_COLAP
OG0005256	tr|G3X8Z7|G3X8Z7_MOUSE	tr|A0A2K5HI62|A0A2K5HI62_COLAP
OG0005257	sp|Q8BGN8|SYNPR_MOUSE	tr|A0A2K5HIE8|A0A2K5HIE8_COLAP
OG0005258	sp|Q8BJG4|MOB3C_MOUSE	tr|A0A2K5HJ43|A0A2K5HJ43_COLAP
OG0005259	sp|Q8BH60|GOPC_MOUSE	tr|A0A2K5HKC0|A0A2K5HKC0_COLAP
OG0005260	sp|Q8BZR0|GPR82_MOUSE	tr|A0A2K5HLY0|A0A2K5HLY0_COLAP
OG0005261	sp|P32020|SCP2_MOUSE	tr|A0A2K5HLY1|A0A2K5HLY1_COLAP
OG0005262	sp|Q8C159|TTC22_MOUSE	tr|A0A2K5HM79|A0A2K5HM79_COLAP
OG0005263	sp|Q9ERP3|TRI54_MOUSE	tr|A0A2K5HQF1|A0A2K5HQF1_COLAP
OG0005264	sp|Q9WU39|SCNNG_MOUSE	tr|A0A2K5HTY0|A0A2K5HTY0_COLAP
OG0005265	sp|P83917|CBX1_MOUSE	tr|A0A2K5HVX8|A0A2K5HVX8_COLAP
OG0005266	tr|J3QPM6|J3QPM6_MOUSE	tr|A0A2K5HX01|A0A2K5HX01_COLAP
OG0005267	sp|O88662|EMP2_MOUSE	tr|A0A2K5HZC9|A0A2K5HZC9_COLAP
OG0005268	sp|Q922V4|PLRG1_MOUSE	tr|A0A2K5I2J4|A0A2K5I2J4_COLAP
OG0005269	sp|Q9CPW4|ARPC5_MOUSE	tr|A0A2K5I555|A0A2K5I555_COLAP
OG0005270	sp|P48024|EIF1_MOUSE	tr|A0A2K5I6J8|A0A2K5I6J8_COLAP
OG0005271	sp|Q76EC5|CHST9_MOUSE	tr|A0A2K5I7Q7|A0A2K5I7Q7_COLAP
OG0005272	sp|Q6NZK5|K1328_MOUSE	tr|A0A2K5I7V6|A0A2K5I7V6_COLAP
OG0005273	sp|Q91YQ1|RAB7L_MOUSE	tr|A0A2K5ICX5|A0A2K5ICX5_COLAP
OG0005274	sp|Q8R121|ZPI_MOUSE	tr|A0A2K5IDE6|A0A2K5IDE6_COLAP
OG0005275	sp|Q80U12|SGSM2_MOUSE	tr|A0A2K5IDW5|A0A2K5IDW5_COLAP
OG0005276	sp|Q80X80|C2C2L_MOUSE	tr|A0A2K5IFR0|A0A2K5IFR0_COLAP
OG0005277	sp|Q8BH27|MEGF9_MOUSE	tr|A0A2K5IHS3|A0A2K5IHS3_COLAP
OG0005278	sp|Q9D8L5|CCD91_MOUSE	tr|A0A2K5IJ67|A0A2K5IJ67_COLAP
OG0005279	sp|Q64441|CP24A_MOUSE	tr|A0A2K5INC8|A0A2K5INC8_COLAP
OG0005280	sp|Q8K3F2|MMP21_MOUSE	tr|A0A2K5IPA6|A0A2K5IPA6_COLAP
OG0005281	sp|Q9WV71|ASB4_MOUSE	tr|A0A2K5IS23|A0A2K5IS23_COLAP
OG0005282	sp|Q99M71|EPDR1_MOUSE	tr|A0A2K5ISL1|A0A2K5ISL1_COLAP
OG0005283	sp|Q8BFZ8|FA72A_MOUSE	tr|A0A2K5IUC6|A0A2K5IUC6_COLAP
OG0005284	sp|Q9Z0J0|NPC2_MOUSE	tr|A0A2K5J040|A0A2K5J040_COLAP
OG0005285	sp|Q9DCJ1|LST8_MOUSE	tr|A0A2K5J1Q3|A0A2K5J1Q3_COLAP
OG0005286	sp|Q9DA48|SACA1_MOUSE	tr|A0A2K5J4L9|A0A2K5J4L9_COLAP
OG0005287	sp|Q8CE94|MOT13_MOUSE	tr|A0A2K5J530|A0A2K5J530_COLAP
OG0005288	sp|Q8K202|RPA49_MOUSE	tr|A0A2K5J965|A0A2K5J965_COLAP
OG0005289	sp|O88396|GRPE2_MOUSE	tr|A0A2K5JDS8|A0A2K5JDS8_COLAP
OG0005290	sp|Q9WVA2|TIM8A_MOUSE	tr|A0A2K5JGV7|A0A2K5JGV7_COLAP
OG0005291	sp|Q80UY1|CARME_MOUSE	tr|A0A2K5JGW1|A0A2K5JGW1_COLAP
OG0005292	sp|Q6X632|GPR75_MOUSE	tr|A0A2K5JHF6|A0A2K5JHF6_COLAP
OG0005293	sp|P86044|ANO9_MOUSE	tr|A0A2K5JJ06|A0A2K5JJ06_COLAP
OG0005294	sp|Q9JKD3|SCAM5_MOUSE	tr|A0A2K5JJE4|A0A2K5JJE4_COLAP
OG0005295	sp|Q8R3T5|STXB6_MOUSE	tr|A0A2K5JJN5|A0A2K5JJN5_COLAP
OG0005296	sp|Q99JY4|TRABD_MOUSE	tr|A0A2K5JLY6|A0A2K5JLY6_COLAP
OG0005297	sp|Q8K2C9|HACD3_MOUSE	tr|A0A2K5JNP0|A0A2K5JNP0_COLAP
OG0005298	sp|Q9CQP3|CHCH5_MOUSE	tr|A0A2K5JQB7|A0A2K5JQB7_COLAP
OG0005299	sp|Q8BZ60|STON2_MOUSE	tr|A0A2K5JTM4|A0A2K5JTM4_COLAP
OG0005300	tr|E9Q2I4|E9Q2I4_MOUSE	tr|A0A2K5JWT1|A0A2K5JWT1_COLAP
OG0005301	sp|Q9CR81|TEX12_MOUSE	tr|A0A2K5JXF8|A0A2K5JXF8_COLAP
OG0005302	sp|Q66JT5|TPGS2_MOUSE	tr|A0A2K5JYW4|A0A2K5JYW4_COLAP
OG0005303	sp|Q9D5A0|SPESP_MOUSE	tr|A0A2K5JZN8|A0A2K5JZN8_COLAP
OG0005304	sp|Q8R197|SAST_MOUSE	tr|A0A2K5K0D9|A0A2K5K0D9_COLAP
OG0005305	sp|B2RXM4|NTM1B_MOUSE	tr|A0A2K5K0Y3|A0A2K5K0Y3_COLAP
OG0005306	sp|Q4VBD9|GZF1_MOUSE	tr|A0A2K5K224|A0A2K5K224_COLAP
OG0005307	sp|Q8BPX9|S15A3_MOUSE	tr|A0A2K5K431|A0A2K5K431_COLAP
OG0005308	sp|B2RXV4|FLVC1_MOUSE	tr|A0A2K5K4W2|A0A2K5K4W2_COLAP
OG0005309	sp|O09009|RFNG_MOUSE	tr|A0A2K5K7M5|A0A2K5K7M5_COLAP
OG0005310	sp|Q9CQV4|RETR3_MOUSE	tr|A0A2K5K8E7|A0A2K5K8E7_COLAP
OG0005311	sp|Q8JZS7|HMGC2_MOUSE	tr|A0A2K5K8L5|A0A2K5K8L5_COLAP
OG0005313	sp|Q8N7N6|CIKS_MOUSE	tr|A0A2K5KEI7|A0A2K5KEI7_COLAP
OG0005314	sp|Q8BY35|FGD2_MOUSE	tr|A0A2K5H7I9|A0A2K5H7I9_COLAP
OG0005315	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A2K5H9F3|A0A2K5H9F3_COLAP
OG0005316	sp|P97497|SHBG_MOUSE	tr|A0A2K5H9Q2|A0A2K5H9Q2_COLAP
OG0005317	sp|Q9CR13|FMC1_MOUSE	tr|A0A2K5HC25|A0A2K5HC25_COLAP
OG0005318	sp|Q80Y55|BSDC1_MOUSE	tr|A0A2K5HG21|A0A2K5HG21_COLAP
OG0005319	sp|Q8BTM9|GRP4_MOUSE	tr|A0A2K5HK12|A0A2K5HK12_COLAP
OG0005320	sp|E9PVX6|KI67_MOUSE	tr|A0A2K5HQ82|A0A2K5HQ82_COLAP
OG0005321	sp|Q8BU51|BPIB6_MOUSE	tr|A0A2K5HUK3|A0A2K5HUK3_COLAP
OG0005322	sp|Q80XJ3|TTC28_MOUSE	tr|A0A2K5HUW8|A0A2K5HUW8_COLAP
OG0005323	sp|Q9EPR5|SORC2_MOUSE	tr|A0A2K5HV08|A0A2K5HV08_COLAP
OG0005324	sp|P35951|LDLR_MOUSE	tr|A0A2K5HVM1|A0A2K5HVM1_COLAP
OG0005325	sp|Q8C996|TM163_MOUSE	tr|A0A2K5HW89|A0A2K5HW89_COLAP
OG0005326	sp|Q8K2D3|EDC3_MOUSE	tr|A0A2K5I247|A0A2K5I247_COLAP
OG0005327	sp|Q9WU81|G6PT3_MOUSE	tr|A0A2K5I2H2|A0A2K5I2H2_COLAP
OG0005328	sp|Q9CWW7|CXXC1_MOUSE	tr|A0A2K5I3D7|A0A2K5I3D7_COLAP
OG0005329	sp|Q99NH2|PARD3_MOUSE	tr|A0A2K5I5D8|A0A2K5I5D8_COLAP
OG0005330	sp|Q80U35|ARHGH_MOUSE	tr|A0A2K5I6A1|A0A2K5I6A1_COLAP
OG0005331	sp|Q8BGI3|INSI1_MOUSE	tr|A0A2K5I6Z5|A0A2K5I6Z5_COLAP
OG0005332	sp|Q9JJX6|P2RX4_MOUSE	tr|A0A2K5IAV6|A0A2K5IAV6_COLAP
OG0005333	sp|Q62066|PHX2A_MOUSE	tr|A0A2K5IBQ3|A0A2K5IBQ3_COLAP
OG0005334	sp|O54790|MAFG_MOUSE	tr|A0A2K5IBX9|A0A2K5IBX9_COLAP
OG0005335	sp|P42337|PK3CA_MOUSE	tr|A0A2K5IJ73|A0A2K5IJ73_COLAP
OG0005336	sp|Q810M6|LIAT1_MOUSE	tr|A0A2K5IJ80|A0A2K5IJ80_COLAP
OG0005337	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A2K5ITB1|A0A2K5ITB1_COLAP
OG0005338	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A2K5ITQ0|A0A2K5ITQ0_COLAP
OG0005339	sp|Q8K4Z5|SF3A1_MOUSE	tr|A0A2K5IU93|A0A2K5IU93_COLAP
OG0005340	sp|P54254|ATX1_MOUSE	tr|A0A2K5IVH7|A0A2K5IVH7_COLAP
OG0005341	sp|Q9D2K4|IQCH_MOUSE	tr|A0A2K5IVN2|A0A2K5IVN2_COLAP
OG0005342	sp|Q8BK62|OLFL3_MOUSE	tr|A0A2K5IWD2|A0A2K5IWD2_COLAP
OG0005343	sp|Q61830|MRC1_MOUSE	tr|A0A2K5J6G4|A0A2K5J6G4_COLAP
OG0005344	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A2K5J7E4|A0A2K5J7E4_COLAP
OG0005345	sp|Q91YY2|B4GT3_MOUSE	tr|A0A2K5J8D5|A0A2K5J8D5_COLAP
OG0005346	sp|Q99PG4|RGS18_MOUSE	tr|A0A2K5J9Q1|A0A2K5J9Q1_COLAP
OG0005347	sp|Q5DW34|EHMT1_MOUSE	tr|A0A2K5JFD6|A0A2K5JFD6_COLAP
OG0005348	sp|Q60943|I17RA_MOUSE	tr|A0A2K5JFL5|A0A2K5JFL5_COLAP
OG0005349	sp|Q7TSD4|TBATA_MOUSE	tr|A0A2K5JGC2|A0A2K5JGC2_COLAP
OG0005350	sp|Q9CZX9|EMC4_MOUSE	tr|A0A2K5JML5|A0A2K5JML5_COLAP
OG0005351	sp|Q9D2U5|LSMD1_MOUSE	tr|A0A2K5JPA5|A0A2K5JPA5_COLAP
OG0005352	sp|Q4JIM5|ABL2_MOUSE	tr|A0A2K5JSF0|A0A2K5JSF0_COLAP
OG0005353	sp|P97503|NKX32_MOUSE	tr|A0A2K5JUM9|A0A2K5JUM9_COLAP
OG0005354	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A2K5JV75|A0A2K5JV75_COLAP
OG0005355	sp|Q61194|P3C2A_MOUSE	tr|A0A2K5JVD8|A0A2K5JVD8_COLAP
OG0005356	sp|Q7TQ62|PODN_MOUSE	tr|A0A2K5JY53|A0A2K5JY53_COLAP
OG0005357	sp|Q6VY05|DND1_MOUSE	tr|A0A2K5JYD6|A0A2K5JYD6_COLAP
OG0005358	sp|Q9Z321|TOP3B_MOUSE	tr|A0A2K5JZ85|A0A2K5JZ85_COLAP
OG0005359	sp|Q80U57|RIMS3_MOUSE	tr|A0A2K5K114|A0A2K5K114_COLAP
OG0005360	sp|Q80YE7|DAPK1_MOUSE	tr|A0A2K5K1V3|A0A2K5K1V3_COLAP
OG0005361	sp|Q925Q5|GPHA2_MOUSE	tr|A0A2K5K637|A0A2K5K637_COLAP
OG0005362	sp|Q08AU9|CQ058_MOUSE	tr|A0A2K5K661|A0A2K5K661_COLAP
OG0005363	sp|P0C673|IGS11_MOUSE	tr|A0A2K5K7Z6|A0A2K5K7Z6_COLAP
OG0005364	sp|Q9JLN6|ADA28_MOUSE	tr|A0A2K5K9A2|A0A2K5K9A2_COLAP
OG0005365	sp|Q4ZJM7|OTOL1_MOUSE	tr|A0A2K5KBV9|A0A2K5KBV9_COLAP
OG0005366	sp|Q69ZS6|SV2C_MOUSE	tr|A0A2K5KC37|A0A2K5KC37_COLAP
OG0005367	sp|Q9QUM0|ITA2B_MOUSE	tr|A0A2K5KDA5|A0A2K5KDA5_COLAP
OG0005368	sp|P06803|PIM1_MOUSE	tr|A0A2K5KE27|A0A2K5KE27_COLAP
OG0005369	sp|P61168|DRD2_MOUSE	tr|A0A2K5KFY2|A0A2K5KFY2_COLAP
OG0005370	sp|Q9D845|TEX9_MOUSE	tr|A0A2K5KH02|A0A2K5KH02_COLAP
OG0005371	sp|Q8CB59|F161B_MOUSE	tr|A0A2K5KH08|A0A2K5KH08_COLAP
OG0005372	sp|Q80UG8|TTLL4_MOUSE	tr|A0A2K5H7F3|A0A2K5H7F3_COLAP
OG0005373	sp|Q8JZL0|ZN467_MOUSE	tr|A0A2K5H915|A0A2K5H915_COLAP
OG0005374	tr|Q504M2|Q504M2_MOUSE	tr|A0A2K5H9D0|A0A2K5H9D0_COLAP
OG0005375	sp|O54734|OST48_MOUSE	tr|A0A2K5HAU4|A0A2K5HAU4_COLAP
OG0005376	sp|Q8CE97|CO062_MOUSE	tr|A0A2K5HEH2|A0A2K5HEH2_COLAP
OG0005377	tr|Q8C8S0|Q8C8S0_MOUSE	tr|A0A2K5HES2|A0A2K5HES2_COLAP
OG0005378	sp|O08675|PAR3_MOUSE	tr|A0A2K5HHM3|A0A2K5HHM3_COLAP
OG0005379	sp|Q8VI63|MOB2_MOUSE	tr|A0A2K5HK51|A0A2K5HK51_COLAP
OG0005380	sp|Q9Z1N2|ORC1_MOUSE	tr|A0A2K5HQQ6|A0A2K5HQQ6_COLAP
OG0005381	sp|Q5NCY0|KDM6B_MOUSE	tr|A0A2K5HRX0|A0A2K5HRX0_COLAP
OG0005382	sp|P43247|MSH2_MOUSE	tr|A0A2K5HTU2|A0A2K5HTU2_COLAP
OG0005383	tr|E9PYD1|E9PYD1_MOUSE	tr|A0A2K5HUU7|A0A2K5HUU7_COLAP
OG0005384	sp|P63254|CRIP1_MOUSE	tr|A0A2K5HUV4|A0A2K5HUV4_COLAP
OG0005385	sp|Q8CIV3|LIPH_MOUSE	tr|A0A2K5HUW3|A0A2K5HUW3_COLAP
OG0005386	sp|Q62136|PTN21_MOUSE	tr|A0A2K5HVD9|A0A2K5HVD9_COLAP
OG0005387	sp|P58467|SETD4_MOUSE	tr|A0A2K5I057|A0A2K5I057_COLAP
OG0005388	sp|A9Q751|PCDP1_MOUSE	tr|A0A2K5I7Z5|A0A2K5I7Z5_COLAP
OG0005389	sp|Q8BNJ2|ATS4_MOUSE	tr|A0A2K5I7Z9|A0A2K5I7Z9_COLAP
OG0005390	sp|Q3UHL1|CAMKV_MOUSE	tr|A0A2K5IFU9|A0A2K5IFU9_COLAP
OG0005391	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A2K5IGI1|A0A2K5IGI1_COLAP
OG0005392	sp|Q99P88|NU155_MOUSE	tr|A0A2K5IJ98|A0A2K5IJ98_COLAP
OG0005393	sp|Q9CWJ3|KTBL1_MOUSE	tr|A0A2K5ILU1|A0A2K5ILU1_COLAP
OG0005394	sp|Q8BU25|PAMR1_MOUSE	tr|A0A2K5IP44|A0A2K5IP44_COLAP
OG0005395	sp|Q3UH06|RREB1_MOUSE	tr|A0A2K5IQC9|A0A2K5IQC9_COLAP
OG0005396	sp|Q99LW0|ANR10_MOUSE	tr|A0A2K5IXG4|A0A2K5IXG4_COLAP
OG0005397	sp|Q0P5V9|S45A4_MOUSE	tr|A0A2K5IXK9|A0A2K5IXK9_COLAP
OG0005398	sp|P17257|F167B_MOUSE	tr|A0A2K5IZ77|A0A2K5IZ77_COLAP
OG0005399	sp|Q9DB76|EMC9_MOUSE	tr|A0A2K5IZA4|A0A2K5IZA4_COLAP
OG0005400	sp|Q8BYI8|F234B_MOUSE	tr|A0A2K5J0E2|A0A2K5J0E2_COLAP
OG0005401	sp|Q91ZR2|SNX18_MOUSE	tr|A0A2K5J162|A0A2K5J162_COLAP
OG0005402	tr|E9PVZ8|E9PVZ8_MOUSE	tr|A0A2K5J3T5|A0A2K5J3T5_COLAP
OG0005403	sp|Q9CQG2|MET16_MOUSE	tr|A0A2K5J678|A0A2K5J678_COLAP
OG0005404	sp|P29812|TYRP2_MOUSE	tr|A0A2K5J8G5|A0A2K5J8G5_COLAP
OG0005405	sp|Q80V86|INT8_MOUSE	tr|A0A2K5J9D7|A0A2K5J9D7_COLAP
OG0005406	tr|E9PYP2|E9PYP2_MOUSE	tr|A0A2K5JB75|A0A2K5JB75_COLAP
OG0005407	sp|Q91VR8|BRK1_MOUSE	tr|A0A2K5JDT6|A0A2K5JDT6_COLAP
OG0005408	sp|Q8K177|KCP3_MOUSE	tr|A0A2K5JI72|A0A2K5JI72_COLAP
OG0005409	sp|Q8BRE0|RD3_MOUSE	tr|A0A2K5JK13|A0A2K5JK13_COLAP
OG0005410	sp|O35626|RASD1_MOUSE	tr|A0A2K5JKW4|A0A2K5JKW4_COLAP
OG0005411	sp|P06876|MYB_MOUSE	tr|A0A2K5JQQ9|A0A2K5JQQ9_COLAP
OG0005412	sp|Q3UWS6|MYCOS_MOUSE	tr|A0A2K5JQZ6|A0A2K5JQZ6_COLAP
OG0005413	sp|Q499E4|DZI1L_MOUSE	tr|A0A2K5JSG8|A0A2K5JSG8_COLAP
OG0005414	sp|Q99KS2|NGRN_MOUSE	tr|A0A2K5JT20|A0A2K5JT20_COLAP
OG0005415	sp|O35286|DHX15_MOUSE	tr|A0A2K5JW18|A0A2K5JW18_COLAP
OG0005416	sp|E9Q735|UBE4A_MOUSE	tr|A0A2K5JX01|A0A2K5JX01_COLAP
OG0005417	sp|Q9JIX9|FASTK_MOUSE	tr|A0A2K5JXU2|A0A2K5JXU2_COLAP
OG0005418	sp|Q6NS45|CCD66_MOUSE	tr|A0A2K5JY29|A0A2K5JY29_COLAP
OG0005419	sp|Q99LE6|ABCF2_MOUSE	tr|A0A2K5JZV9|A0A2K5JZV9_COLAP
OG0005420	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A2K5K0P4|A0A2K5K0P4_COLAP
OG0005421	sp|Q9CV28|MINY3_MOUSE	tr|A0A2K5K1T7|A0A2K5K1T7_COLAP
OG0005422	sp|P59648|FXYD7_MOUSE	tr|A0A2K5K272|A0A2K5K272_COLAP
OG0005423	sp|Q8BMN4|LMLN_MOUSE	tr|A0A2K5K303|A0A2K5K303_COLAP
OG0005424	sp|Q9CQP8|CTSRZ_MOUSE	tr|A0A2K5K5V9|A0A2K5K5V9_COLAP
OG0005425	sp|P58463|FOXP2_MOUSE	tr|A0A2K5K6K3|A0A2K5K6K3_COLAP
OG0005426	sp|Q60976|JERKY_MOUSE	tr|A0A2K5K8Q1|A0A2K5K8Q1_COLAP
OG0005427	sp|Q5SPL2|PHF12_MOUSE	tr|A0A2K5K9I0|A0A2K5K9I0_COLAP
OG0005428	sp|Q8BVT6|PP2D1_MOUSE	tr|A0A2K5K9Y2|A0A2K5K9Y2_COLAP
OG0005429	tr|Q3U466|Q3U466_MOUSE	tr|A0A2K5KAN4|A0A2K5KAN4_COLAP
OG0005430	sp|Q6EAL8|IL31_MOUSE	tr|A0A2K5KB44|A0A2K5KB44_COLAP
OG0005431	sp|D3YVL2|CFA70_MOUSE	tr|A0A2K5KB54|A0A2K5KB54_COLAP
OG0005432	sp|Q7M758|NALDL_MOUSE	tr|A0A2K5KBG8|A0A2K5KBG8_COLAP
OG0005433	sp|P59941|SIR6_MOUSE	tr|A0A2K5KCI2|A0A2K5KCI2_COLAP
OG0005434	sp|A2ALW5|DJC25_MOUSE	tr|A0A2K5KD00|A0A2K5KD00_COLAP
OG0005435	sp|Q3TT99|GDPD4_MOUSE	tr|A0A2K5HE24|A0A2K5HE24_COLAP
OG0005436	sp|A6X8Z9|TEX55_MOUSE	tr|A0A2K5HHZ5|A0A2K5HHZ5_COLAP
OG0005437	sp|Q8C6I2|SDHF2_MOUSE	tr|A0A2K5HIQ4|A0A2K5HIQ4_COLAP
OG0005438	sp|P41251|NRAM1_MOUSE	tr|A0A2K5HJJ3|A0A2K5HJJ3_COLAP
OG0005439	sp|Q9D8X2|CC124_MOUSE	tr|A0A2K5HL56|A0A2K5HL56_COLAP
OG0005440	sp|E1U8D0|SOGA1_MOUSE	tr|A0A2K5HQ92|A0A2K5HQ92_COLAP
OG0005441	sp|Q8CG70|P3H3_MOUSE	tr|A0A2K5HTE4|A0A2K5HTE4_COLAP
OG0005442	sp|Q9D384|U1SBP_MOUSE	tr|A0A2K5HTS0|A0A2K5HTS0_COLAP
OG0005443	sp|Q4FZD7|PLK5_MOUSE	tr|A0A2K5HUU6|A0A2K5HUU6_COLAP
OG0005444	sp|Q99LJ2|ABTB1_MOUSE	tr|A0A2K5HXE0|A0A2K5HXE0_COLAP
OG0005445	sp|Q8BVW3|TRI14_MOUSE	tr|A0A2K5HYC1|A0A2K5HYC1_COLAP
OG0005446	sp|Q9CZB9|TM128_MOUSE	tr|A0A2K5I173|A0A2K5I173_COLAP
OG0005447	sp|Q8R1L4|ERD23_MOUSE	tr|A0A2K5I1V5|A0A2K5I1V5_COLAP
OG0005448	sp|D3Z6S9|ERIP6_MOUSE	tr|A0A2K5I2T1|A0A2K5I2T1_COLAP
OG0005449	sp|Q9R0X0|MED20_MOUSE	tr|A0A2K5I316|A0A2K5I316_COLAP
OG0005450	sp|Q62070|PIM2_MOUSE	tr|A0A2K5I7N6|A0A2K5I7N6_COLAP
OG0005451	sp|B2RPU2|PLHD1_MOUSE	tr|A0A2K5I842|A0A2K5I842_COLAP
OG0005452	sp|P21275|BMP4_MOUSE	tr|A0A2K5IB58|A0A2K5IB58_COLAP
OG0005453	sp|Q3UW53|NIBA1_MOUSE	tr|A0A2K5ID75|A0A2K5ID75_COLAP
OG0005454	sp|Q9DB73|NB5R1_MOUSE	tr|A0A2K5IDG5|A0A2K5IDG5_COLAP
OG0005455	tr|E9PYG6|E9PYG6_MOUSE	tr|A0A2K5IFP5|A0A2K5IFP5_COLAP
OG0005456	tr|G3XA12|G3XA12_MOUSE	tr|A0A2K5IFV0|A0A2K5IFV0_COLAP
OG0005457	sp|Q9WV56|GDF2_MOUSE	tr|A0A2K5IHG2|A0A2K5IHG2_COLAP
