Orthogroup	Mus_musculus	Rattus_norvegicus
OG0008236	sp|Q01730|RSU1_MOUSE	tr|D4A8F2|D4A8F2_RAT
OG0008237	sp|Q18PE0|DOK7_MOUSE	tr|D3ZDW9|D3ZDW9_RAT
OG0008238	sp|Q32LZ8|PLPL5_MOUSE	tr|D3ZXU1|D3ZXU1_RAT
OG0008239	sp|Q3U6Q4|PI3R6_MOUSE	tr|A0A8I6G942|A0A8I6G942_RAT
OG0008240	sp|Q3UHD9|AGAP2_MOUSE	sp|Q8CGU4|AGAP2_RAT
OG0008241	sp|Q3UU35|OVOS_MOUSE	tr|A0A8I6A8Q1|A0A8I6A8Q1_RAT
OG0008242	sp|Q3UZ18|ICE2_MOUSE	tr|D3ZIQ8|D3ZIQ8_RAT
OG0008243	sp|Q505F1|NR2C1_MOUSE	sp|Q8VIJ4|NR2C1_RAT
OG0008244	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A8I6A502|A0A8I6A502_RAT
OG0008245	sp|Q5SUQ9|CTC1_MOUSE	tr|A0A8I6AE77|A0A8I6AE77_RAT
OG0008246	sp|Q60700|M3K12_MOUSE	sp|Q63796|M3K12_RAT
OG0008247	sp|Q61190|I10R2_MOUSE	tr|D3ZM36|D3ZM36_RAT
OG0008248	sp|Q68EF8|RPGFL_MOUSE	tr|A0A8J8XFA0|A0A8J8XFA0_RAT
OG0008249	sp|Q6P8U6|LIPP_MOUSE	sp|P27657|LIPP_RAT
OG0008250	sp|Q6PFX6|CAD24_MOUSE	tr|D3ZTI3|D3ZTI3_RAT
OG0008251	sp|Q6S5C2|GNPTG_MOUSE	tr|B0BNH1|B0BNH1_RAT
OG0008252	sp|Q7TMI3|UHRF2_MOUSE	tr|D3ZK36|D3ZK36_RAT
OG0008253	sp|Q80XC6|NRDE2_MOUSE	tr|A0A8I6AG13|A0A8I6AG13_RAT
OG0008254	sp|Q80ZU7|BPIB3_MOUSE	sp|Q05701|BPIB3_RAT
OG0008255	sp|Q8BFR1|ZCCHL_MOUSE	tr|D3ZIC9|D3ZIC9_RAT
OG0008256	sp|Q8BKT6|TSN12_MOUSE	sp|Q569A2|TSN12_RAT
OG0008257	sp|Q8BL65|ABLM2_MOUSE	sp|Q6KC51|ABLM2_RAT
OG0008258	sp|Q8BM89|ARSJ_MOUSE	tr|Q32KJ7|Q32KJ7_RAT
OG0008259	sp|Q8C1C8|PNMA1_MOUSE	sp|Q8VHZ4|PNMA1_RAT
OG0008260	sp|Q8C255|DPEP2_MOUSE	sp|Q5M872|DPEP2_RAT
OG0008261	sp|Q91YQ7|RMD5B_MOUSE	tr|Q566Q9|Q566Q9_RAT
OG0008262	sp|Q924W5|SMC6_MOUSE	tr|A0A8I5ZKI2|A0A8I5ZKI2_RAT
OG0008263	sp|Q99N23|CAH15_MOUSE	tr|D3ZBQ6|D3ZBQ6_RAT
OG0008264	sp|Q99PL5|RRBP1_MOUSE	tr|F1M853|F1M853_RAT
OG0008265	sp|Q9CX66|NOPC1_MOUSE	tr|A0A8I5ZN53|A0A8I5ZN53_RAT
OG0008266	tr|Q9D4D5|Q9D4D5_MOUSE	tr|A0A8I6ALB5|A0A8I6ALB5_RAT
OG0008267	tr|Q9D809|Q9D809_MOUSE	tr|G3V9N6|G3V9N6_RAT
OG0008268	sp|Q9D9G2|PEBP4_MOUSE	tr|A0A8I6GL87|A0A8I6GL87_RAT
OG0008269	sp|Q9DBG6|RPN2_MOUSE	sp|P25235|RPN2_RAT
OG0008270	sp|Q9ER80|RTP4_MOUSE	tr|D4A238|D4A238_RAT
OG0008271	sp|Q9JHN8|STK19_MOUSE	tr|A0A8I5ZJ96|A0A8I5ZJ96_RAT
OG0008272	sp|Q9QYZ8|DKK2_MOUSE	tr|D3ZN48|D3ZN48_RAT
OG0008273	sp|Q9QZS3|NUMB_MOUSE	sp|Q2LC84|NUMB_RAT
OG0008274	sp|Q9Z2C6|UPK1B_MOUSE	sp|Q566D0|UPK1B_RAT
OG0008275	sp|Q9Z2D6|MECP2_MOUSE	sp|Q00566|MECP2_RAT
OG0008276	sp|Q9Z2G6|SE1L1_MOUSE	sp|Q80Z70|SE1L1_RAT
OG0008277	tr|A0A0G2JEM5|A0A0G2JEM5_MOUSE	tr|A0A8I5ZJF6|A0A8I5ZJF6_RAT
OG0008278	tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE	tr|A0A8I6GJS5|A0A8I6GJS5_RAT
OG0008279	sp|A2A5E6|Z385C_MOUSE	tr|D3ZE95|D3ZE95_RAT
OG0008280	tr|A2A5N3|A2A5N3_MOUSE	tr|D3ZAS7|D3ZAS7_RAT
OG0008281	sp|E9PVB5|TTC17_MOUSE	sp|B5DEL3|TTC17_RAT
OG0008282	tr|G3X8Y1|G3X8Y1_MOUSE	sp|Q5PQN5|TRI55_RAT
OG0008283	tr|G3X904|G3X904_MOUSE	tr|D3ZRH5|D3ZRH5_RAT
OG0008284	tr|J3QNP2|J3QNP2_MOUSE	tr|M0R8L5|M0R8L5_RAT
OG0008285	sp|O70326|GREM1_MOUSE	sp|O35793|GREM1_RAT
OG0008286	sp|O70479|BACD2_MOUSE	sp|Q7TNY1|BACD2_RAT
OG0008287	sp|P0CG49|UBB_MOUSE	sp|P0CG51|UBB_RAT
OG0008288	sp|P19246|NFH_MOUSE	sp|P16884|NFH_RAT
OG0008289	sp|P34971|ADRB1_MOUSE	sp|P18090|ADRB1_RAT
OG0008290	sp|P35505|FAAA_MOUSE	sp|P25093|FAAA_RAT
OG0008291	sp|P47757|CAPZB_MOUSE	sp|Q5XI32|CAPZB_RAT
OG0008292	sp|P50516|VATA_MOUSE	tr|D4A133|D4A133_RAT
OG0008293	sp|P59808|SASH1_MOUSE	tr|A0A8I6GLI1|A0A8I6GLI1_RAT
OG0008294	sp|P62816|HRK_MOUSE	sp|P62817|HRK_RAT
OG0008295	sp|Q01755|TCP11_MOUSE	sp|Q5XI00|TCP11_RAT
OG0008296	sp|Q04998|INHBA_MOUSE	sp|P18331|INHBA_RAT
OG0008297	sp|Q3U3V8|XRRA1_MOUSE	tr|A0A0G2K0N1|A0A0G2K0N1_RAT
OG0008298	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A8I6ADY0|A0A8I6ADY0_RAT
OG0008299	sp|Q5F226|FAT2_MOUSE	sp|O88277|FAT2_RAT
OG0008300	sp|Q5RJG7|ISPD_MOUSE	sp|Q5S6T3|ISPD_RAT
OG0008301	sp|Q60779|DRC4_MOUSE	sp|Q499U4|DRC4_RAT
OG0008302	sp|Q61188|EZH2_MOUSE	tr|B5DFE2|B5DFE2_RAT
OG0008303	sp|Q64689|SIA8C_MOUSE	tr|G3V8D0|G3V8D0_RAT
OG0008304	sp|Q68FF7|SLAI1_MOUSE	tr|A0A8I5ZRS3|A0A8I5ZRS3_RAT
OG0008305	sp|Q6B9Z0|IGFL_MOUSE	tr|M0RC02|M0RC02_RAT
OG0008306	tr|Q6IMB2|Q6IMB2_MOUSE	tr|A0A8I6A3R6|A0A8I6A3R6_RAT
OG0008307	sp|Q6P2L6|NSD3_MOUSE	tr|A0A0G2K001|A0A0G2K001_RAT
OG0008308	sp|Q6Y4S4|KISS1_MOUSE	sp|Q7TSB7|KISS1_RAT
OG0008309	sp|Q7TMM8|PAR16_MOUSE	sp|Q5U2Q4|PAR16_RAT
OG0008310	sp|Q7TPD3|ROBO2_MOUSE	tr|F1M950|F1M950_RAT
OG0008311	sp|Q7TPM5|SACA9_MOUSE	sp|Q4V8P4|SACA9_RAT
OG0008312	sp|Q8BGZ1|HPCL4_MOUSE	sp|P35332|HPCL4_RAT
OG0008313	sp|Q8BHA0|IN80C_MOUSE	sp|Q5BJY3|IN80C_RAT
OG0008314	sp|Q8BI55|DYRK4_MOUSE	tr|A0A8I6AWX7|A0A8I6AWX7_RAT
OG0008315	sp|Q8BIL5|HOOK1_MOUSE	tr|A0A8I6AX65|A0A8I6AX65_RAT
OG0008316	sp|Q8BMI3|GGA3_MOUSE	sp|A0A0G2JV04|GGA3_RAT
OG0008317	sp|Q8BTF7|DNLI4_MOUSE	tr|D4A0U6|D4A0U6_RAT
OG0008318	sp|Q8BX90|FND3A_MOUSE	tr|A0A8I5ZVT2|A0A8I5ZVT2_RAT
OG0008319	sp|Q8CCE9|E4F1_MOUSE	tr|F1MAM9|F1MAM9_RAT
OG0008320	sp|Q8CDU5|EFHB_MOUSE	tr|D3ZTX5|D3ZTX5_RAT
OG0008321	sp|Q8JZX9|BORG1_MOUSE	sp|Q5PQP4|BORG1_RAT
OG0008322	sp|Q8K2A7|INT10_MOUSE	tr|A0A0G2K8E5|A0A0G2K8E5_RAT
OG0008323	sp|Q8R460|IL36G_MOUSE	tr|F7FNC4|F7FNC4_RAT
OG0008324	sp|Q8VHQ2|SOCS7_MOUSE	tr|A0A0G2K9S1|A0A0G2K9S1_RAT
OG0008325	sp|Q922S4|PDE2A_MOUSE	sp|Q01062|PDE2A_RAT
OG0008326	sp|Q924A2|CIC_MOUSE	tr|A0A8I6APH0|A0A8I6APH0_RAT
OG0008327	sp|Q924L1|LTMD1_MOUSE	tr|B0K026|B0K026_RAT
OG0008328	sp|Q99KS6|ADPRM_MOUSE	sp|Q5M886|ADPRM_RAT
OG0008329	sp|Q9CPX5|PLAT5_MOUSE	sp|Q4KLN5|PLAT5_RAT
OG0008330	sp|Q9CQ75|NDUA2_MOUSE	tr|A0A8I5ZKJ3|A0A8I5ZKJ3_RAT
OG0008331	sp|Q9CR27|WASC3_MOUSE	tr|A0A8I6ATX8|A0A8I6ATX8_RAT
OG0008332	sp|Q9CYD3|CRTAP_MOUSE	tr|A0A096MK61|A0A096MK61_RAT
OG0008333	sp|Q9D0L4|ADCK1_MOUSE	tr|A0A8I5Y874|A0A8I5Y874_RAT
OG0008334	sp|Q9D115|ZN706_MOUSE	tr|A0A0G2K1A1|A0A0G2K1A1_RAT
OG0008335	sp|Q9D1C9|RRP7A_MOUSE	tr|D4AE65|D4AE65_RAT
OG0008336	sp|Q9D2R6|COA3_MOUSE	tr|D3Z9I1|D3Z9I1_RAT
OG0008337	sp|Q9D4H1|EXOC2_MOUSE	sp|O54921|EXOC2_RAT
OG0008338	sp|Q9D5U0|PCT2B_MOUSE	sp|Q4V8A1|PCT2B_RAT
OG0008339	sp|Q9D8Y7|TP8L2_MOUSE	sp|Q6AYJ8|TP8L2_RAT
OG0008340	tr|Q9DA83|Q9DA83_MOUSE	tr|A0A8I6GLR4|A0A8I6GLR4_RAT
OG0008341	sp|Q9DAC0|CLF2B_MOUSE	tr|A0A0G2K5V0|A0A0G2K5V0_RAT
OG0008342	sp|Q9DCD5|TJAP1_MOUSE	tr|A0A8I6GDP5|A0A8I6GDP5_RAT
OG0008343	sp|Q9JJ57|KCIP1_MOUSE	sp|Q8R426|KCIP1_RAT
OG0008344	sp|Q9JLQ0|CD2AP_MOUSE	sp|F1LRS8|CD2AP_RAT
OG0008345	sp|Q9JM99|PRG4_MOUSE	tr|A0A8I6A1N7|A0A8I6A1N7_RAT
OG0008346	sp|Q9QYG0|NDRG2_MOUSE	sp|Q8VBU2|NDRG2_RAT
OG0008347	sp|Q9QZT4|PA2GF_MOUSE	tr|D3ZLB5|D3ZLB5_RAT
OG0008348	sp|Q9R0B9|PLOD2_MOUSE	sp|Q811A3|PLOD2_RAT
OG0008349	sp|Q9R0I7|YLPM1_MOUSE	sp|P0CB49|YLPM1_RAT
OG0008350	sp|Q9Z0L4|BMP15_MOUSE	tr|E9PTU9|E9PTU9_RAT
OG0008351	sp|Q9Z1D7|ZSC12_MOUSE	tr|A0A0G2K4Z9|A0A0G2K4Z9_RAT
OG0008352	sp|Q9Z1E3|IKBA_MOUSE	sp|Q63746|IKBA_RAT
OG0008353	sp|Q9Z2A9|GGT5_MOUSE	sp|Q9QWE9|GGT5_RAT
OG0008354	tr|A0A140LI28|A0A140LI28_MOUSE	tr|F1M276|F1M276_RAT
OG0008355	tr|A0A804C8T0|A0A804C8T0_MOUSE	tr|F1LW04|F1LW04_RAT
OG0008356	sp|A2A5H7|WFD11_MOUSE	tr|A0A8I6G3I7|A0A8I6G3I7_RAT
OG0008357	sp|A2A9Q0|FND10_MOUSE	sp|D4A2Q0|FND10_RAT
OG0008358	sp|A2ARP9|CTSR2_MOUSE	sp|Q6AXP6|CTSR2_RAT
OG0008359	tr|A2ATA0|A2ATA0_MOUSE	tr|M0RBX0|M0RBX0_RAT
OG0008360	sp|B1AWL2|ZN462_MOUSE	tr|D3ZFG7|D3ZFG7_RAT
OG0008361	sp|B2KFW1|ZSC20_MOUSE	tr|D3ZCC2|D3ZCC2_RAT
OG0008362	tr|B2RVX8|B2RVX8_MOUSE	tr|D3ZK10|D3ZK10_RAT
OG0008363	tr|D3YZZ2|D3YZZ2_MOUSE	tr|M0R3W3|M0R3W3_RAT
OG0008364	sp|D3Z0R2|PPR36_MOUSE	sp|Q68FW6|PPR36_RAT
OG0008365	sp|D3Z3K2|CIP1_MOUSE	tr|F7ETK5|F7ETK5_RAT
OG0008366	sp|E9Q0N2|PTPRH_MOUSE	tr|A0A8I5ZN56|A0A8I5ZN56_RAT
OG0008367	sp|E9Q3T6|PRD14_MOUSE	tr|D3ZI87|D3ZI87_RAT
OG0008368	tr|F6UUZ3|F6UUZ3_MOUSE	tr|F1LZW2|F1LZW2_RAT
OG0008369	tr|G3X9T2|G3X9T2_MOUSE	tr|A0A8I5ZY46|A0A8I5ZY46_RAT
OG0008370	sp|O08665|SEM3A_MOUSE	sp|Q63548|SEM3A_RAT
OG0008371	sp|O55087|MEF2B_MOUSE	tr|F7EZT3|F7EZT3_RAT
OG0008372	sp|O70230|ZN143_MOUSE	sp|Q5XIU2|ZN143_RAT
OG0008373	sp|O89113|IER5_MOUSE	tr|Q5BK73|Q5BK73_RAT
OG0008374	sp|P17809|GTR1_MOUSE	sp|P11167|GTR1_RAT
OG0008375	sp|P22646|CD3E_MOUSE	tr|A0A8I6AAG4|A0A8I6AAG4_RAT
OG0008376	sp|P51437|CAMP_MOUSE	tr|G3V8S9|G3V8S9_RAT
OG0008377	sp|P51944|CCNF_MOUSE	sp|Q8K4F8|CCNF_RAT
OG0008378	sp|P53569|CEBPZ_MOUSE	tr|D3ZNU1|D3ZNU1_RAT
OG0008379	sp|P62761|VISL1_MOUSE	sp|P62762|VISL1_RAT
OG0008380	sp|Q3TJ91|L2GL2_MOUSE	tr|A0A8I5Y153|A0A8I5Y153_RAT
OG0008381	sp|Q3UP44|NHLC4_MOUSE	tr|A0A8I5XV08|A0A8I5XV08_RAT
OG0008382	sp|Q3UZD7|GAR1B_MOUSE	sp|Q68FV5|GAR1B_RAT
OG0008383	sp|Q5NC05|TTF2_MOUSE	tr|A0A0G2K8A6|A0A0G2K8A6_RAT
OG0008384	sp|Q5NC32|MOT11_MOUSE	tr|A0A8I6ARJ5|A0A8I6ARJ5_RAT
OG0008385	sp|Q61387|COX7R_MOUSE	tr|A0A8I6AAY1|A0A8I6AAY1_RAT
OG0008386	sp|Q61823|PDCD4_MOUSE	sp|Q9JID1|PDCD4_RAT
OG0008387	sp|Q64267|XPA_MOUSE	tr|A0A8I6G6T5|A0A8I6G6T5_RAT
OG0008388	sp|Q68FF0|SANBR_MOUSE	sp|A1A5R8|SANBR_RAT
OG0008389	sp|Q6IRT3|PARI_MOUSE	sp|Q9EQ10|PARI_RAT
OG0008390	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A8I5ZWP1|A0A8I5ZWP1_RAT
OG0008391	sp|Q6ZPR5|NSMA3_MOUSE	tr|A0A8I6B4V4|A0A8I6B4V4_RAT
OG0008392	sp|Q7TQC5|APTX_MOUSE	sp|Q8K4H4|APTX_RAT
OG0008393	sp|Q7TSC3|NEK5_MOUSE	tr|D3ZSY9|D3ZSY9_RAT
OG0008394	sp|Q80U35|ARHGH_MOUSE	tr|A0A0G2JXT9|A0A0G2JXT9_RAT
OG0008395	sp|Q80V72|IP6K2_MOUSE	sp|Q9R0U1|IP6K2_RAT
OG0008396	sp|Q80Z38|SHAN2_MOUSE	sp|Q9QX74|SHAN2_RAT
OG0008397	sp|Q8BGL1|PPM1N_MOUSE	tr|D3ZP99|D3ZP99_RAT
OG0008398	sp|Q8BGZ4|CDC23_MOUSE	tr|A0A8I6ANL9|A0A8I6ANL9_RAT
OG0008399	sp|Q8BH15|CNO10_MOUSE	sp|Q5XIA4|CNO10_RAT
OG0008400	sp|Q8BXC6|COMD2_MOUSE	tr|D3ZLN7|D3ZLN7_RAT
OG0008401	sp|Q8CB19|PHTF2_MOUSE	tr|D3ZSS0|D3ZSS0_RAT
OG0008402	sp|Q8CDI2|FBX43_MOUSE	sp|Q66H04|FBX43_RAT
OG0008403	sp|Q8CE50|SNX30_MOUSE	tr|A0A0G2JUF2|A0A0G2JUF2_RAT
OG0008404	sp|Q8JZM2|PR15L_MOUSE	tr|M0RB72|M0RB72_RAT
OG0008405	sp|Q8R2I0|FOXE1_MOUSE	tr|O08771|O08771_RAT
OG0008406	sp|Q8R3C1|CB042_MOUSE	tr|B2RYC3|B2RYC3_RAT
OG0008407	sp|Q8VBV8|GUC1B_MOUSE	tr|D3ZID7|D3ZID7_RAT
OG0008408	sp|Q8VEJ4|NLE1_MOUSE	tr|F7FIP9|F7FIP9_RAT
OG0008409	sp|Q91VM9|IPYR2_MOUSE	tr|D4A830|D4A830_RAT
OG0008410	sp|Q923D2|BLVRB_MOUSE	tr|A0A8I6AHQ8|A0A8I6AHQ8_RAT
OG0008411	sp|Q923E4|SIR1_MOUSE	sp|A0A0G2JZ79|SIR1_RAT
OG0008412	sp|Q925K9|TSSK6_MOUSE	tr|D3ZEK4|D3ZEK4_RAT
OG0008413	sp|Q9CPX6|ATG3_MOUSE	sp|Q6AZ50|ATG3_RAT
OG0008414	sp|Q9CR14|FANCL_MOUSE	tr|D3ZAU3|D3ZAU3_RAT
OG0008415	sp|Q9CX63|IL40_MOUSE	tr|M0RB05|M0RB05_RAT
OG0008416	sp|Q9DB91|MED29_MOUSE	tr|D4A108|D4A108_RAT
OG0008417	sp|Q9ER04|TMPS5_MOUSE	tr|A0A8I6AS23|A0A8I6AS23_RAT
OG0008418	sp|Q9ERH4|NUSAP_MOUSE	tr|A0A0G2JXS3|A0A0G2JXS3_RAT
OG0008419	sp|Q9JIT0|LMBR1_MOUSE	tr|A0A0G2K4B6|A0A0G2K4B6_RAT
OG0008420	sp|Q9JJN0|POLH_MOUSE	tr|D4ADZ0|D4ADZ0_RAT
OG0008421	sp|Q9QZN4|FBX6_MOUSE	sp|Q923V4|FBX6_RAT
OG0008422	sp|Q9R069|BCAM_MOUSE	sp|Q9ESS6|BCAM_RAT
OG0008423	sp|Q9R0L1|HSF4_MOUSE	tr|A0A096MK39|A0A096MK39_RAT
OG0008424	sp|Q9R0M1|XCR1_MOUSE	tr|D3ZGG9|D3ZGG9_RAT
OG0008425	sp|Q9R1W5|CALRL_MOUSE	sp|Q63118|CALRL_RAT
OG0008426	sp|Q9Z0V8|TI17A_MOUSE	sp|O35092|TI17A_RAT
OG0008427	sp|Q9Z129|RECQ1_MOUSE	sp|Q6AYJ1|RECQ1_RAT
OG0008428	sp|Q9Z191|EYA4_MOUSE	tr|F1LX86|F1LX86_RAT
OG0008429	sp|Q9Z2V5|HDAC6_MOUSE	tr|D3ZVD8|D3ZVD8_RAT
OG0008431	tr|A0A494BAR6|A0A494BAR6_MOUSE	sp|Q66MI6|T10IP_RAT
OG0008432	sp|B1AQJ2|UBP36_MOUSE	tr|A0A0G2K033|A0A0G2K033_RAT
OG0008433	sp|D3Z1Q2|MRAP2_MOUSE	tr|A0A0G2K8R5|A0A0G2K8R5_RAT
OG0008434	sp|E9Q7R9|CFA43_MOUSE	tr|F1LN76|F1LN76_RAT
OG0008435	sp|O35492|CLK3_MOUSE	sp|Q63117|CLK3_RAT
OG0008436	sp|O35640|ANXA8_MOUSE	sp|Q4FZU6|ANXA8_RAT
OG0008437	sp|O35690|PHX2B_MOUSE	tr|A0A0G2JYE6|A0A0G2JYE6_RAT
OG0008438	sp|O54825|BYST_MOUSE	sp|Q80WL2|BYST_RAT
OG0008439	sp|O55229|CHKB_MOUSE	sp|O54783|CHKB_RAT
OG0008440	sp|O88623|UBP2_MOUSE	sp|Q5U349|UBP2_RAT
OG0008441	sp|P10810|CD14_MOUSE	sp|Q63691|CD14_RAT
OG0008442	sp|P15532|NDKA_MOUSE	sp|Q05982|NDKA_RAT
OG0008443	sp|P21129|P3_MOUSE	tr|Q5RJP6|Q5RJP6_RAT
OG0008444	sp|P42337|PK3CA_MOUSE	sp|A0A0G2K344|PK3CA_RAT
OG0008445	sp|P47708|RP3A_MOUSE	sp|P47709|RP3A_RAT
OG0008446	sp|P60670|NPL4_MOUSE	sp|Q9ES54|NPL4_RAT
OG0008447	sp|P61961|UFM1_MOUSE	sp|Q5BJP3|UFM1_RAT
OG0008448	sp|P70217|HXD13_MOUSE	tr|D4ACD0|D4ACD0_RAT
OG0008449	sp|P85442|VGLL3_MOUSE	tr|D3ZZ09|D3ZZ09_RAT
OG0008450	sp|Q02525|ZFP39_MOUSE	tr|D4A5T4|D4A5T4_RAT
OG0008451	sp|Q3TEI4|CO039_MOUSE	tr|D4A2S6|D4A2S6_RAT
OG0008452	sp|Q3TN34|MILK2_MOUSE	sp|D3ZEN0|MILK2_RAT
OG0008453	sp|Q3U3R4|LMF1_MOUSE	tr|A0A8I6ABF2|A0A8I6ABF2_RAT
OG0008454	sp|Q3UUI3|THEM4_MOUSE	sp|Q566R0|THEM4_RAT
OG0008455	sp|Q60625|ICAM5_MOUSE	tr|D4A435|D4A435_RAT
OG0008456	sp|Q60673|PTPRN_MOUSE	sp|Q63259|PTPRN_RAT
OG0008457	sp|Q61122|NAB1_MOUSE	sp|Q62722|NAB1_RAT
OG0008458	sp|Q62395|TFF3_MOUSE	sp|Q03191|TFF3_RAT
OG0008459	sp|Q62426|CYTB_MOUSE	sp|P01041|CYTB_RAT
OG0008460	sp|Q6PB44|PTN23_MOUSE	sp|O88902|PTN23_RAT
OG0008461	tr|Q6PFE1|Q6PFE1_MOUSE	tr|A0A8I6AAB1|A0A8I6AAB1_RAT
OG0008462	sp|Q80VC9|CAMP3_MOUSE	tr|A0A8I6AHT4|A0A8I6AHT4_RAT
OG0008463	sp|Q80WC9|ACSF4_MOUSE	tr|D4A5F5|D4A5F5_RAT
OG0008464	sp|Q80XP9|WNK3_MOUSE	tr|A0A1W2Q671|A0A1W2Q671_RAT
OG0008465	sp|Q811M1|RHG15_MOUSE	sp|Q6AYC5|RHG15_RAT
OG0008466	sp|Q8BH48|UBAP1_MOUSE	sp|Q5XIS7|UBAP1_RAT
OG0008467	sp|Q8BH50|CR025_MOUSE	tr|D4A3X1|D4A3X1_RAT
OG0008468	sp|Q8BH83|ANKR9_MOUSE	tr|Q6P755|Q6P755_RAT
OG0008469	sp|Q8BHC4|DCAKD_MOUSE	sp|Q6AY55|DCAKD_RAT
OG0008470	sp|Q8BHS6|ARMX3_MOUSE	sp|Q5XID7|ARMX3_RAT
OG0008471	sp|Q8BU11|TOX4_MOUSE	sp|Q99PM1|TOX4_RAT
OG0008472	sp|Q8BUZ3|TIGD4_MOUSE	tr|D4AC64|D4AC64_RAT
OG0008473	sp|Q8BWG9|CRCM1_MOUSE	sp|Q5M848|CRCM1_RAT
OG0008474	sp|Q8BZ71|STAC3_MOUSE	tr|D3ZQN6|D3ZQN6_RAT
OG0008475	sp|Q8C013|TPBGL_MOUSE	tr|F1LVQ8|F1LVQ8_RAT
OG0008476	sp|Q8CHY3|DYM_MOUSE	sp|B4F766|DYM_RAT
OG0008477	sp|Q8QZR4|OAF_MOUSE	sp|Q6AYE5|OAF_RAT
OG0008478	sp|Q8R3G1|PP1R8_MOUSE	tr|B1WC70|B1WC70_RAT
OG0008479	sp|Q8R570|SNP47_MOUSE	sp|Q6P6S0|SNP47_RAT
OG0008480	sp|Q8VDU1|RHOV_MOUSE	sp|Q9Z1Y0|RHOV_RAT
OG0008481	tr|Q8VFP5|Q8VFP5_MOUSE	tr|D3ZQ58|D3ZQ58_RAT
OG0008482	sp|Q99J23|GHDC_MOUSE	tr|D3ZX06|D3ZX06_RAT
OG0008483	sp|Q9CQE0|RN138_MOUSE	sp|Q99PD2|RN138_RAT
OG0008484	sp|Q9CQT5|POMP_MOUSE	tr|A0A8I5ZXX9|A0A8I5ZXX9_RAT
OG0008485	sp|Q9CSH3|RRP44_MOUSE	tr|F7EPZ4|F7EPZ4_RAT
OG0008486	sp|Q9D513|MEIOB_MOUSE	sp|B0BMX9|MEIOB_RAT
OG0008487	tr|Q9D549|Q9D549_MOUSE	tr|D3ZDN0|D3ZDN0_RAT
OG0008488	sp|Q9DBQ7|PACE1_MOUSE	tr|D3ZK09|D3ZK09_RAT
OG0008489	sp|Q9EPS2|PYY_MOUSE	sp|P10631|PYY_RAT
OG0008490	sp|Q9ERB0|SNP29_MOUSE	sp|Q9Z2P6|SNP29_RAT
OG0008491	sp|Q9JHC9|ELF2_MOUSE	tr|Q5XIT5|Q5XIT5_RAT
OG0008492	sp|Q9JL18|BACE2_MOUSE	sp|Q6IE75|BACE2_RAT
OG0008493	sp|Q9JM14|NT5C_MOUSE	tr|D3ZWR1|D3ZWR1_RAT
OG0008494	tr|S4R1I0|S4R1I0_MOUSE	tr|A0A8I5ZXT3|A0A8I5ZXT3_RAT
OG0008495	tr|A0A1L1SUA2|A0A1L1SUA2_MOUSE	tr|F1M4T5|F1M4T5_RAT
OG0008496	tr|A0A5F8MPF9|A0A5F8MPF9_MOUSE	tr|A0A8I5ZY33|A0A8I5ZY33_RAT
OG0008497	sp|A2A5X4|KR291_MOUSE	tr|A0A0G2JVF7|A0A0G2JVF7_RAT
OG0008498	sp|A3KFM7|CHD6_MOUSE	sp|D3ZA12|CHD6_RAT
OG0008499	sp|A9Q751|PCDP1_MOUSE	tr|A0A0G2K0U0|A0A0G2K0U0_RAT
OG0008500	tr|B1ATX6|B1ATX6_MOUSE	tr|D4A3M4|D4A3M4_RAT
OG0008501	tr|B8JJD3|B8JJD3_MOUSE	tr|F1M286|F1M286_RAT
OG0008502	sp|E9PV82|FA53A_MOUSE	tr|B5DF22|B5DF22_RAT
OG0008503	sp|G3UXB3|NKX11_MOUSE	tr|M0R5R8|M0R5R8_RAT
OG0008504	sp|O09111|NDUBB_MOUSE	tr|D4A7L4|D4A7L4_RAT
OG0008505	sp|O35405|PLD3_MOUSE	sp|Q5FVH2|PLD3_RAT
OG0008506	sp|O70191|ATF5_MOUSE	sp|Q6P788|ATF5_RAT
OG0008507	sp|P41241|CSK_MOUSE	sp|P32577|CSK_RAT
OG0008508	sp|P42925|PXMP2_MOUSE	sp|Q07066|PXMP2_RAT
OG0008509	sp|P61953|GBG11_MOUSE	sp|P61954|GBG11_RAT
OG0008510	sp|P70126|SIA8E_MOUSE	sp|Q6ZXC8|SIA8E_RAT
OG0008511	sp|P97873|LOXL1_MOUSE	tr|Q5FWS5|Q5FWS5_RAT
OG0008512	tr|Q1HDU4|Q1HDU4_MOUSE	tr|F7EUE3|F7EUE3_RAT
OG0008513	sp|Q3TYR5|GRCR2_MOUSE	tr|D4ABJ8|D4ABJ8_RAT
OG0008514	sp|Q3U492|KCP_MOUSE	tr|D3ZGP6|D3ZGP6_RAT
OG0008515	sp|Q3UA06|PCH2_MOUSE	sp|Q5XHZ9|PCH2_RAT
OG0008516	tr|Q3UWK9|Q3UWK9_MOUSE	tr|D4AC58|D4AC58_RAT
OG0008517	sp|Q569Z5|DDX46_MOUSE	sp|Q62780|DDX46_RAT
OG0008518	sp|Q58Y74|TRCG1_MOUSE	tr|D3ZAH0|D3ZAH0_RAT
