Orthogroup	Mus_musculus	Tupaia_chinensis
OG0009934	sp|P31786|ACBP_MOUSE	tr|L8Y1P3|L8Y1P3_TUPCH
OG0009935	sp|P43081|GUC1A_MOUSE	tr|L9KT17|L9KT17_TUPCH
OG0009936	sp|P59383|LRRN4_MOUSE	tr|L8YE93|L8YE93_TUPCH
OG0009937	sp|P62717|RL18A_MOUSE	tr|L9KWH9|L9KWH9_TUPCH
OG0009938	sp|P70441|NHRF1_MOUSE	tr|L9KZW4|L9KZW4_TUPCH
OG0009939	sp|Q00286|PIT1_MOUSE	tr|L9K7B5|L9K7B5_TUPCH
OG0009940	sp|Q06890|CLUS_MOUSE	tr|L9KN42|L9KN42_TUPCH
OG0009941	sp|Q08189|TGM3_MOUSE	tr|L8YEI0|L8YEI0_TUPCH
OG0009942	sp|Q0P5V2|SOBP_MOUSE	tr|L9JHS6|L9JHS6_TUPCH
OG0009943	sp|Q0ZCJ7|MASTR_MOUSE	tr|L9JDW0|L9JDW0_TUPCH
OG0009944	tr|Q3LR78|Q3LR78_MOUSE	tr|L8YF82|L8YF82_TUPCH
OG0009945	sp|Q3TL26|TFB2M_MOUSE	tr|L9JG34|L9JG34_TUPCH
OG0009946	sp|Q3UPC7|K0825_MOUSE	tr|L8YF07|L8YF07_TUPCH
OG0009947	sp|Q569E7|ZN697_MOUSE	tr|L8Y600|L8Y600_TUPCH
OG0009948	sp|Q60953|PML_MOUSE	tr|L9KIH6|L9KIH6_TUPCH
OG0009949	sp|Q61790|LAG3_MOUSE	tr|L8Y471|L8Y471_TUPCH
OG0009950	sp|Q62283|TSN7_MOUSE	tr|L9KSX4|L9KSX4_TUPCH
OG0009951	sp|Q6IR34|GPSM1_MOUSE	tr|L8YA77|L8YA77_TUPCH
OG0009952	sp|Q80YR2|FHI2B_MOUSE	tr|L9JR81|L9JR81_TUPCH
OG0009953	sp|Q8BGP5|TM127_MOUSE	tr|L8Y9A2|L8Y9A2_TUPCH
OG0009954	sp|Q8CIE6|COPA_MOUSE	tr|L8Y8B0|L8Y8B0_TUPCH
OG0009955	sp|Q8K2V6|IPO11_MOUSE	tr|L9KUV4|L9KUV4_TUPCH
OG0009956	sp|Q8QZW3|F151A_MOUSE	tr|L9KZ02|L9KZ02_TUPCH
OG0009957	sp|Q8R0V5|I23O2_MOUSE	tr|L8YDK6|L8YDK6_TUPCH
OG0009958	sp|Q8R2R1|POMT1_MOUSE	tr|L8YCI9|L8YCI9_TUPCH
OG0009959	sp|Q8VIM4|BSND_MOUSE	tr|L9KYZ8|L9KYZ8_TUPCH
OG0009960	sp|Q91WW7|PLPL3_MOUSE	tr|L9KNZ7|L9KNZ7_TUPCH
OG0009961	sp|Q9CQV1|TIM16_MOUSE	tr|L9LBD4|L9LBD4_TUPCH
OG0009962	sp|Q9CS00|CATIN_MOUSE	tr|L8Y2L9|L8Y2L9_TUPCH
OG0009963	sp|Q9CUB6|OTUD1_MOUSE	tr|L9LDJ5|L9LDJ5_TUPCH
OG0009964	sp|Q9D2I5|ARMC9_MOUSE	tr|L8Y5E5|L8Y5E5_TUPCH
OG0009965	sp|Q9D7M8|RPB4_MOUSE	tr|L9KH10|L9KH10_TUPCH
OG0009966	sp|Q9WTW3|KCNE4_MOUSE	tr|L8Y4I0|L8Y4I0_TUPCH
OG0009967	sp|Q9Z0H0|CDC7_MOUSE	tr|L9LC43|L9LC43_TUPCH
OG0009968	sp|A2AGA4|RHBL2_MOUSE	tr|L9JC92|L9JC92_TUPCH
OG0009969	sp|A2ARV4|LRP2_MOUSE	tr|L9KIF8|L9KIF8_TUPCH
OG0009970	sp|B2RQC2|UBP42_MOUSE	tr|L9KQ54|L9KQ54_TUPCH
OG0009971	tr|E9PVA0|E9PVA0_MOUSE	tr|L8YH31|L8YH31_TUPCH
OG0009972	sp|E9Q5G3|KIF23_MOUSE	tr|L9L3E6|L9L3E6_TUPCH
OG0009973	sp|O08997|ATOX1_MOUSE	tr|L9KNH6|L9KNH6_TUPCH
OG0009974	sp|O35130|NEP1_MOUSE	tr|L8Y0J2|L8Y0J2_TUPCH
OG0009975	sp|O35604|NPC1_MOUSE	tr|L9JF67|L9JF67_TUPCH
OG0009976	sp|O35914|BNC1_MOUSE	tr|L9KIT9|L9KIT9_TUPCH
OG0009977	sp|O88898|P63_MOUSE	tr|L9JK63|L9JK63_TUPCH
OG0009978	sp|O88962|CP8B1_MOUSE	tr|L9KA25|L9KA25_TUPCH
OG0009979	sp|P00397|COX1_MOUSE	tr|L9L2H1|L9L2H1_TUPCH
OG0009980	sp|P0C8B4|GON7_MOUSE	tr|L8YB08|L8YB08_TUPCH
OG0009981	sp|P37172|ACVR1_MOUSE	tr|L8Y612|L8Y612_TUPCH
OG0009982	sp|P59759|MRTFB_MOUSE	tr|L9KY79|L9KY79_TUPCH
OG0009983	sp|P60853|LZTS1_MOUSE	tr|L9JR66|L9JR66_TUPCH
OG0009984	sp|P61226|RAP2B_MOUSE	tr|L9KQE9|L9KQE9_TUPCH
OG0009985	sp|P97306|STAC_MOUSE	tr|L8Y6M8|L8Y6M8_TUPCH
OG0009986	sp|P97412|LYST_MOUSE	tr|L9KZA3|L9KZA3_TUPCH
OG0009987	sp|Q059U7|INTU_MOUSE	tr|L9KIA4|L9KIA4_TUPCH
OG0009988	sp|Q07832|PLK1_MOUSE	tr|L9KUX5|L9KUX5_TUPCH
OG0009989	sp|Q3TXU5|DHYS_MOUSE	tr|L8YGL6|L8YGL6_TUPCH
OG0009990	sp|Q3U2A8|SYVM_MOUSE	tr|L9KYR6|L9KYR6_TUPCH
OG0009991	sp|Q3UJB9|EDC4_MOUSE	tr|L9JME4|L9JME4_TUPCH
OG0009992	sp|Q3UZ57|AXDN1_MOUSE	tr|L9LAT6|L9LAT6_TUPCH
OG0009993	sp|Q400C8|AMZ2_MOUSE	tr|L9L242|L9L242_TUPCH
OG0009994	sp|Q5DU31|ICEF1_MOUSE	tr|L9LCU8|L9LCU8_TUPCH
OG0009995	sp|Q60614|AA2BR_MOUSE	tr|L9KIQ2|L9KIQ2_TUPCH
OG0009996	tr|Q6PHP6|Q6PHP6_MOUSE	tr|L9JBH7|L9JBH7_TUPCH
OG0009997	sp|Q80TL4|PHF24_MOUSE	tr|L9L5D9|L9L5D9_TUPCH
OG0009998	sp|Q80ZQ3|CH074_MOUSE	tr|L8YGD9|L8YGD9_TUPCH
OG0009999	sp|Q8BUK6|HOOK3_MOUSE	tr|L9L8U7|L9L8U7_TUPCH
OG0010000	sp|Q8BUN9|NCKX2_MOUSE	tr|L9LC54|L9LC54_TUPCH
OG0010001	sp|Q8C9A2|ENDOV_MOUSE	tr|L9KZT9|L9KZT9_TUPCH
OG0010002	sp|Q8CB67|LRP11_MOUSE	tr|L9LFX4|L9LFX4_TUPCH
OG0010003	sp|Q8QZT1|THIL_MOUSE	tr|L9KN90|L9KN90_TUPCH
OG0010004	sp|Q8R2Y0|ABHD6_MOUSE	tr|L8Y656|L8Y656_TUPCH
OG0010005	sp|Q91V81|RBM42_MOUSE	tr|L8Y361|L8Y361_TUPCH
OG0010006	sp|Q9CQT7|DESI1_MOUSE	tr|L9KNR3|L9KNR3_TUPCH
OG0010007	sp|Q9D6X5|S52A3_MOUSE	tr|L8YAY9|L8YAY9_TUPCH
OG0010008	sp|Q9D6Y1|CCDC3_MOUSE	tr|L9KQH9|L9KQH9_TUPCH
OG0010009	sp|Q9DAX2|PLPP2_MOUSE	tr|L8Y2Y8|L8Y2Y8_TUPCH
OG0010010	sp|Q9ESK9|RBCC1_MOUSE	tr|L9LF39|L9LF39_TUPCH
OG0010011	sp|Q9ESP5|FEZF2_MOUSE	tr|L9JE99|L9JE99_TUPCH
OG0010012	sp|Q9JHK4|PGTA_MOUSE	tr|L9L2K1|L9L2K1_TUPCH
OG0010013	sp|Q9JK81|MYG1_MOUSE	tr|L8Y5Z7|L8Y5Z7_TUPCH
OG0010014	sp|Q9JLM4|ZMYM3_MOUSE	tr|L9KZV3|L9KZV3_TUPCH
OG0010015	sp|Q9QXL8|NDK7_MOUSE	tr|L9JAE2|L9JAE2_TUPCH
OG0010016	sp|Q9WU63|HEBP2_MOUSE	tr|L9KNX6|L9KNX6_TUPCH
OG0010017	tr|A0A3Q4EHH0|A0A3Q4EHH0_MOUSE	tr|L9KTU1|L9KTU1_TUPCH
OG0010018	tr|A2AMD2|A2AMD2_MOUSE	tr|L9LBQ7|L9LBQ7_TUPCH
OG0010019	sp|B0QZF7|PRCA1_MOUSE	tr|L8Y6Q1|L8Y6Q1_TUPCH
OG0010020	sp|O09161|CASQ2_MOUSE	tr|L8YGG4|L8YGG4_TUPCH
OG0010021	sp|O35988|SDC4_MOUSE	tr|L9KG85|L9KG85_TUPCH
OG0010022	sp|P0C6A2|MAMD1_MOUSE	tr|L8Y5D7|L8Y5D7_TUPCH
OG0010023	sp|P28334|5HT1B_MOUSE	tr|L9L5V5|L9L5V5_TUPCH
OG0010024	sp|P32211|ACM4_MOUSE	tr|L9JE26|L9JE26_TUPCH
OG0010025	sp|P35295|RAB20_MOUSE	tr|L9JAB8|L9JAB8_TUPCH
OG0010026	sp|P50431|GLYC_MOUSE	tr|L8YFX2|L8YFX2_TUPCH
OG0010028	sp|P51910|APOD_MOUSE	tr|L9JKV0|L9JKV0_TUPCH
OG0010029	sp|Q08ED0|B2L15_MOUSE	tr|L9KRD7|L9KRD7_TUPCH
OG0010030	sp|Q09M05|CBPC4_MOUSE	tr|L9L7T5|L9L7T5_TUPCH
OG0010031	sp|Q3TPJ7|MIDN_MOUSE	tr|L8XZJ8|L8XZJ8_TUPCH
OG0010032	sp|Q3UN58|FAP20_MOUSE	tr|L8YCL4|L8YCL4_TUPCH
OG0010033	tr|Q3V061|Q3V061_MOUSE	tr|L9L4J4|L9L4J4_TUPCH
OG0010034	sp|Q60692|PSB6_MOUSE	tr|L9KLM9|L9KLM9_TUPCH
OG0010035	sp|Q6RI63|F120B_MOUSE	tr|L9L652|L9L652_TUPCH
OG0010036	sp|Q8BFS6|CPPED_MOUSE	tr|L9L2P1|L9L2P1_TUPCH
OG0010037	sp|Q8BKY8|MTEF2_MOUSE	tr|L8Y0X7|L8Y0X7_TUPCH
OG0010038	sp|Q8BRH3|RHG19_MOUSE	tr|L9JG72|L9JG72_TUPCH
OG0010039	sp|Q8C7X2|EMC1_MOUSE	tr|L9L034|L9L034_TUPCH
OG0010040	sp|Q8CIM5|GPR84_MOUSE	tr|L8Y834|L8Y834_TUPCH
OG0010041	sp|Q8R151|ZNFX1_MOUSE	tr|L9L9C7|L9L9C7_TUPCH
OG0010042	sp|Q8R314|S35F5_MOUSE	tr|L9KNL5|L9KNL5_TUPCH
OG0010043	sp|Q8VC34|RPAP2_MOUSE	tr|L9LCF9|L9LCF9_TUPCH
OG0010044	sp|Q8VC66|ADIP_MOUSE	tr|L9KRQ1|L9KRQ1_TUPCH
OG0010045	sp|Q91V64|ISOC1_MOUSE	tr|L9JF47|L9JF47_TUPCH
OG0010046	sp|Q921L7|HEMK1_MOUSE	tr|L8Y1Z2|L8Y1Z2_TUPCH
OG0010047	sp|Q922R1|PHAF1_MOUSE	tr|L9K266|L9K266_TUPCH
OG0010048	sp|Q99JB0|KLF7_MOUSE	tr|L9L734|L9L734_TUPCH
OG0010049	sp|Q99K95|RTF2_MOUSE	tr|L9L967|L9L967_TUPCH
OG0010050	sp|Q99LF4|RTCB_MOUSE	tr|L8Y4K2|L8Y4K2_TUPCH
OG0010051	sp|Q99ML8|UCN2_MOUSE	tr|L8Y3Z1|L8Y3Z1_TUPCH
OG0010052	sp|Q9CQ84|UBL4B_MOUSE	tr|L9KVZ7|L9KVZ7_TUPCH
OG0010053	sp|Q9CQ85|TIM22_MOUSE	tr|L8Y824|L8Y824_TUPCH
OG0010054	sp|Q9CR46|SKA2_MOUSE	tr|L8YDT0|L8YDT0_TUPCH
OG0010055	sp|Q9CRA4|MSMO1_MOUSE	tr|L9LBW8|L9LBW8_TUPCH
OG0010056	sp|Q9D1G2|PMVK_MOUSE	tr|L9KI85|L9KI85_TUPCH
OG0010057	sp|Q9D3N8|GRTP1_MOUSE	tr|L9JB65|L9JB65_TUPCH
OG0010058	sp|Q9D650|LRAT1_MOUSE	tr|L9LE52|L9LE52_TUPCH
OG0010059	sp|Q9D7I0|SHSA5_MOUSE	tr|L8Y0D4|L8Y0D4_TUPCH
OG0010060	sp|Q9DAK9|PHP14_MOUSE	tr|L8Y9N8|L8Y9N8_TUPCH
OG0010061	sp|Q9JHG6|RCAN1_MOUSE	tr|L9KLT0|L9KLT0_TUPCH
OG0010062	sp|Q9JIC3|DCR1A_MOUSE	tr|L8YAI7|L8YAI7_TUPCH
OG0010063	sp|Q9JKP7|DPOE3_MOUSE	tr|L9L6T9|L9L6T9_TUPCH
OG0010064	tr|A0A571BF63|A0A571BF63_MOUSE	tr|L9KG37|L9KG37_TUPCH
OG0010065	tr|A1E5L0|A1E5L0_MOUSE	tr|L8YFM4|L8YFM4_TUPCH
OG0010067	sp|B1AVZ0|UPP_MOUSE	tr|L8Y0U7|L8Y0U7_TUPCH
OG0010068	sp|E9Q2M9|WDFY4_MOUSE	tr|L9KVC9|L9KVC9_TUPCH
OG0010069	tr|E9Q7L6|E9Q7L6_MOUSE	tr|L9JBU8|L9JBU8_TUPCH
OG0010070	sp|O08584|KLF6_MOUSE	tr|L9L9K1|L9L9K1_TUPCH
OG0010071	sp|O35423|AGT1_MOUSE	tr|L8YAX5|L8YAX5_TUPCH
OG0010072	sp|O55106|STRN_MOUSE	tr|L9KMH6|L9KMH6_TUPCH
OG0010073	sp|P08042|ZFP1_MOUSE	tr|L9KJW5|L9KJW5_TUPCH
OG0010074	sp|P40936|INMT_MOUSE	tr|L9KZK8|L9KZK8_TUPCH
OG0010075	sp|P50586|TUB_MOUSE	tr|L8YAA8|L8YAA8_TUPCH
OG0010076	sp|P56716|RP1_MOUSE	tr|L9LA76|L9LA76_TUPCH
OG0010077	sp|P58659|EVA1C_MOUSE	tr|L9KHU1|L9KHU1_TUPCH
OG0010078	sp|P61219|RPAB2_MOUSE	tr|L8Y621|L8Y621_TUPCH
OG0010079	sp|P61249|CNCG_MOUSE	tr|L8Y6Z4|L8Y6Z4_TUPCH
OG0010080	sp|P80315|TCPD_MOUSE	tr|L9KQ79|L9KQ79_TUPCH
OG0010081	sp|P97858|S35B1_MOUSE	tr|L8Y9I1|L8Y9I1_TUPCH
OG0010082	sp|Q08652|RET2_MOUSE	tr|L9JE51|L9JE51_TUPCH
OG0010083	sp|Q08943|SSRP1_MOUSE	tr|L9J8M8|L9J8M8_TUPCH
OG0010084	sp|Q3URE1|ACSF3_MOUSE	tr|L9KIW5|L9KIW5_TUPCH
OG0010085	sp|Q3UV70|PDP1_MOUSE	tr|L8YI22|L8YI22_TUPCH
OG0010086	sp|Q3UW68|CAN13_MOUSE	tr|L8Y6V3|L8Y6V3_TUPCH
OG0010087	sp|Q499X9|SYMM_MOUSE	tr|L9KJ13|L9KJ13_TUPCH
OG0010088	sp|Q61826|MADCA_MOUSE	tr|L8Y2P3|L8Y2P3_TUPCH
OG0010089	sp|Q6J756|CAN11_MOUSE	tr|L9KS52|L9KS52_TUPCH
OG0010090	sp|Q6P5E6|GGA2_MOUSE	tr|L9KU01|L9KU01_TUPCH
OG0010091	sp|Q80T69|RSBN1_MOUSE	tr|L9KR76|L9KR76_TUPCH
OG0010092	sp|Q8BJQ4|TCAM2_MOUSE	tr|L9JDF9|L9JDF9_TUPCH
OG0010093	sp|Q8BMP4|GPER1_MOUSE	tr|L8Y9K6|L8Y9K6_TUPCH
OG0010094	sp|Q8BQX5|TMCO6_MOUSE	tr|L9JV60|L9JV60_TUPCH
OG0010095	sp|Q8BYH3|TRM13_MOUSE	tr|L8Y650|L8Y650_TUPCH
OG0010096	sp|Q8BYK5|PHAR3_MOUSE	tr|L9L938|L9L938_TUPCH
OG0010097	tr|Q8CBC7|Q8CBC7_MOUSE	tr|L8Y7B9|L8Y7B9_TUPCH
OG0010098	sp|Q8VCI5|PEX19_MOUSE	tr|L8Y2W1|L8Y2W1_TUPCH
OG0010099	tr|Q8VG78|Q8VG78_MOUSE	tr|L8YF92|L8YF92_TUPCH
OG0010100	sp|Q922M3|BACD3_MOUSE	tr|L8Y5B9|L8Y5B9_TUPCH
OG0010101	sp|Q925I4|TS1R2_MOUSE	tr|L9L592|L9L592_TUPCH
OG0010102	sp|Q99JY8|PLPP3_MOUSE	tr|L9KYZ3|L9KYZ3_TUPCH
OG0010103	sp|Q9CQU5|ZWINT_MOUSE	tr|L9L2V6|L9L2V6_TUPCH
OG0010104	sp|Q9D0M2|CDCA7_MOUSE	tr|L9KN02|L9KN02_TUPCH
OG0010105	sp|Q9D1K2|VATF_MOUSE	tr|L9KXG7|L9KXG7_TUPCH
OG0010106	sp|Q9D880|TIM50_MOUSE	tr|L9LBX2|L9LBX2_TUPCH
OG0010107	sp|Q9DBL7|COASY_MOUSE	tr|L9JWN4|L9JWN4_TUPCH
OG0010108	sp|Q9ESK3|CAN10_MOUSE	tr|L9KKQ4|L9KKQ4_TUPCH
OG0010109	sp|Q9QZV9|NXT1_MOUSE	tr|L8YDG7|L8YDG7_TUPCH
OG0010110	sp|Q9WTS2|FUT8_MOUSE	tr|L9LAR8|L9LAR8_TUPCH
OG0010111	tr|A0A571BEE2|A0A571BEE2_MOUSE	tr|L9L064|L9L064_TUPCH
OG0010112	sp|A2A8T7|TEX38_MOUSE	tr|L8YCL2|L8YCL2_TUPCH
OG0010114	sp|D3YYM4|WDR72_MOUSE	tr|L9JD36|L9JD36_TUPCH
OG0010116	tr|E9Q9D8|E9Q9D8_MOUSE	tr|L9JGP9|L9JGP9_TUPCH
OG0010117	tr|E9QAE1|E9QAE1_MOUSE	tr|L9KN79|L9KN79_TUPCH
OG0010118	sp|O08672|KIFC2_MOUSE	tr|L8YET0|L8YET0_TUPCH
OG0010119	sp|O08749|DLDH_MOUSE	tr|L8YCW1|L8YCW1_TUPCH
OG0010120	sp|O08999|LTBP2_MOUSE	tr|L8Y0Z0|L8Y0Z0_TUPCH
OG0010121	sp|P04760|ACHG_MOUSE	tr|L8Y3H5|L8Y3H5_TUPCH
OG0010122	sp|P0C7T6|ATX1L_MOUSE	tr|L9KPH2|L9KPH2_TUPCH
OG0010123	sp|P12672|RAPSN_MOUSE	tr|L9JES3|L9JES3_TUPCH
OG0010124	sp|P12787|COX5A_MOUSE	tr|L9LAZ2|L9LAZ2_TUPCH
OG0010125	sp|P24604|TEC_MOUSE	tr|L9L9I7|L9L9I7_TUPCH
OG0010126	sp|P97384|ANX11_MOUSE	tr|L9KFP1|L9KFP1_TUPCH
OG0010127	sp|P97765|WBP2_MOUSE	tr|L9KZA9|L9KZA9_TUPCH
OG0010128	sp|Q00780|CO8A1_MOUSE	tr|L9L4J1|L9L4J1_TUPCH
OG0010129	sp|Q0VAV2|EXPH5_MOUSE	tr|L9KSP4|L9KSP4_TUPCH
OG0010130	sp|Q3U3C9|GSE1_MOUSE	tr|L9KJK3|L9KJK3_TUPCH
OG0010131	sp|Q3U821|WDR75_MOUSE	tr|L9KUL1|L9KUL1_TUPCH
OG0010132	sp|Q3UK37|TEDC1_MOUSE	tr|L8Y8Y5|L8Y8Y5_TUPCH
OG0010133	sp|Q52KI8|SRRM1_MOUSE	tr|L9JBH8|L9JBH8_TUPCH
OG0010134	sp|Q61548|AP180_MOUSE	tr|L9L4Y4|L9L4Y4_TUPCH
OG0010135	sp|Q64287|IRF4_MOUSE	tr|L9L9E8|L9L9E8_TUPCH
OG0010136	sp|Q64317|DLX1_MOUSE	tr|L9LCT5|L9LCT5_TUPCH
OG0010137	sp|Q64445|COX8A_MOUSE	tr|L9KV71|L9KV71_TUPCH
OG0010138	sp|Q64676|CGT_MOUSE	tr|L8YEB4|L8YEB4_TUPCH
OG0010139	sp|Q6PR54|RIF1_MOUSE	tr|L9JEF4|L9JEF4_TUPCH
OG0010140	sp|Q7TSA3|BTLA_MOUSE	tr|L9KBD9|L9KBD9_TUPCH
OG0010141	sp|Q80YT7|MYOME_MOUSE	tr|L8Y5Z6|L8Y5Z6_TUPCH
OG0010142	sp|Q8BW88|PKHS1_MOUSE	tr|L8YEC3|L8YEC3_TUPCH
OG0010143	sp|Q8BWR4|UBP40_MOUSE	tr|L8XZX6|L8XZX6_TUPCH
OG0010144	sp|Q8C437|PEX5R_MOUSE	tr|L8YEP6|L8YEP6_TUPCH
OG0010145	sp|Q8CB59|F161B_MOUSE	tr|L8Y0Y1|L8Y0Y1_TUPCH
OG0010146	sp|Q8JZM8|MUC4_MOUSE	tr|L9JKH3|L9JKH3_TUPCH
OG0010147	sp|Q8R040|RPP21_MOUSE	tr|L9JJL9|L9JJL9_TUPCH
OG0010148	sp|Q8R059|GALE_MOUSE	tr|L9JAK5|L9JAK5_TUPCH
OG0010149	sp|Q8R1V4|TMED4_MOUSE	tr|L8YBQ9|L8YBQ9_TUPCH
OG0010150	sp|Q8R400|ADIG_MOUSE	tr|L9L3K0|L9L3K0_TUPCH
OG0010151	sp|Q8VCW4|UN93B_MOUSE	tr|L8Y3J6|L8Y3J6_TUPCH
OG0010152	sp|Q8VIG1|REST_MOUSE	tr|L8Y7Q3|L8Y7Q3_TUPCH
OG0010153	sp|Q99J39|DCMC_MOUSE	tr|L9KKE0|L9KKE0_TUPCH
OG0010154	sp|Q99MN1|SYK_MOUSE	tr|L9KPD0|L9KPD0_TUPCH
OG0010155	sp|Q99PE5|SMIM3_MOUSE	tr|L9KPH0|L9KPH0_TUPCH
OG0010156	sp|Q9CPT0|B2L14_MOUSE	tr|L8YDJ7|L8YDJ7_TUPCH
OG0010157	sp|Q9D572|UBX11_MOUSE	tr|L9JF91|L9JF91_TUPCH
OG0010158	sp|Q9DBR3|ARMC8_MOUSE	tr|L9JE09|L9JE09_TUPCH
OG0010159	sp|Q9ES88|S13A2_MOUSE	tr|L8YCK4|L8YCK4_TUPCH
OG0010160	sp|Q9R1S3|PIGN_MOUSE	tr|L9L9B6|L9L9B6_TUPCH
OG0010161	tr|S4R213|S4R213_MOUSE	tr|L9L199|L9L199_TUPCH
OG0010164	tr|E9Q6H8|E9Q6H8_MOUSE	tr|L9KGZ9|L9KGZ9_TUPCH
OG0010165	sp|O88174|MCP_MOUSE	tr|L9JBL6|L9JBL6_TUPCH
OG0010166	sp|P55088|AQP4_MOUSE	tr|L9KGP3|L9KGP3_TUPCH
OG0010167	sp|P57110|ATS8_MOUSE	tr|L9KP74|L9KP74_TUPCH
OG0010168	sp|P58681|TLR7_MOUSE	tr|L8XYR5|L8XYR5_TUPCH
OG0010169	sp|Q01231|CXA5_MOUSE	tr|L9JKN2|L9JKN2_TUPCH
OG0010170	sp|Q01887|RYK_MOUSE	tr|L9JD27|L9JD27_TUPCH
OG0010171	sp|Q3TUF7|YETS2_MOUSE	tr|L9KVW3|L9KVW3_TUPCH
OG0010172	sp|Q3ULM0|CC106_MOUSE	tr|L9KUA1|L9KUA1_TUPCH
OG0010173	sp|Q4FJU9|TMM40_MOUSE	tr|L9J8Q4|L9J8Q4_TUPCH
OG0010174	tr|Q4KXB6|Q4KXB6_MOUSE	tr|L9KVB6|L9KVB6_TUPCH
OG0010175	tr|Q504M2|Q504M2_MOUSE	tr|L9K1W4|L9K1W4_TUPCH
OG0010176	sp|Q60928|GGT1_MOUSE	tr|L9JH18|L9JH18_TUPCH
OG0010177	sp|Q61033|LAP2A_MOUSE	tr|L9LCW4|L9LCW4_TUPCH
OG0010178	sp|Q6P3A8|ODBB_MOUSE	tr|L9L8R3|L9L8R3_TUPCH
OG0010179	sp|Q6PGA0|RCOR3_MOUSE	tr|L8Y926|L8Y926_TUPCH
OG0010180	sp|Q6ZWV7|RL35_MOUSE	tr|L9JD70|L9JD70_TUPCH
OG0010181	sp|Q7TSJ2|MAP6_MOUSE	tr|L9LAH2|L9LAH2_TUPCH
OG0010182	sp|Q80U72|SCRIB_MOUSE	tr|L9KKW5|L9KKW5_TUPCH
OG0010183	sp|Q80US8|MAD3_MOUSE	tr|L9JCC3|L9JCC3_TUPCH
OG0010184	sp|Q80ZI2|RTP2_MOUSE	tr|L9JP17|L9JP17_TUPCH
OG0010185	sp|Q8BXL9|IFFO1_MOUSE	tr|L8Y0B0|L8Y0B0_TUPCH
OG0010187	sp|Q8CIV3|LIPH_MOUSE	tr|L9J8S4|L9J8S4_TUPCH
OG0010188	sp|Q8VCE1|DJC28_MOUSE	tr|L9KGP1|L9KGP1_TUPCH
OG0010189	sp|Q8VDC0|SYLM_MOUSE	tr|L8Y159|L8Y159_TUPCH
OG0010190	sp|Q8VEN2|PLET1_MOUSE	tr|L9KMR7|L9KMR7_TUPCH
OG0010191	tr|Q8VGX3|Q8VGX3_MOUSE	tr|L8YFC6|L8YFC6_TUPCH
OG0010192	sp|Q8VHW4|CCG5_MOUSE	tr|L9KX14|L9KX14_TUPCH
OG0010193	sp|Q91YE8|SYNP2_MOUSE	tr|L9KJF4|L9KJF4_TUPCH
OG0010194	sp|Q91Z96|BMP2K_MOUSE	tr|L9KLT9|L9KLT9_TUPCH
OG0010195	sp|Q91ZP3|LPIN1_MOUSE	tr|L9LAX0|L9LAX0_TUPCH
OG0010196	sp|Q922Q9|CHID1_MOUSE	tr|L8YE06|L8YE06_TUPCH
OG0010197	sp|Q924S9|DSCR6_MOUSE	tr|L9KYK8|L9KYK8_TUPCH
OG0010198	sp|Q99KF1|TMED9_MOUSE	tr|L9JCD5|L9JCD5_TUPCH
OG0010199	sp|Q99KR6|RNF34_MOUSE	tr|L9KS78|L9KS78_TUPCH
OG0010200	sp|Q99PP9|TRI16_MOUSE	tr|L8Y423|L8Y423_TUPCH
OG0010201	sp|Q9CR11|YETS4_MOUSE	tr|L9KYT5|L9KYT5_TUPCH
OG0010202	sp|Q9CWT3|SNX10_MOUSE	tr|L8YGP8|L8YGP8_TUPCH
OG0010203	sp|Q9D236|HTRA3_MOUSE	tr|L9KJ75|L9KJ75_TUPCH
OG0010204	sp|Q9D2E1|TSSK3_MOUSE	tr|L9JHR3|L9JHR3_TUPCH
OG0010205	sp|Q9D3J9|TASL_MOUSE	tr|L9JCG5|L9JCG5_TUPCH
OG0010206	sp|Q9ESL8|FGF16_MOUSE	tr|L9KT65|L9KT65_TUPCH
OG0010207	sp|Q9JJ94|SSNA1_MOUSE	tr|L8YA54|L8YA54_TUPCH
OG0010208	sp|Q9Z0F8|ADA17_MOUSE	tr|L9LBK9|L9LBK9_TUPCH
OG0010209	tr|A0A0J9YUD5|A0A0J9YUD5_MOUSE	tr|L9L0R1|L9L0R1_TUPCH
OG0010210	tr|A0A5F8MPL8|A0A5F8MPL8_MOUSE	tr|L9KZ91|L9KZ91_TUPCH
OG0010211	sp|A2ARA8|ITA8_MOUSE	tr|L9JA52|L9JA52_TUPCH
OG0010212	sp|A6H6E2|MMRN2_MOUSE	tr|L9KVF0|L9KVF0_TUPCH
OG0010213	sp|O70309|ITB5_MOUSE	tr|L9KFG4|L9KFG4_TUPCH
OG0010214	sp|O88452|STC2_MOUSE	tr|L9JBR8|L9JBR8_TUPCH
OG0010215	sp|P11352|GPX1_MOUSE	tr|L8Y5K0|L8Y5K0_TUPCH
OG0010216	sp|P13405|RB_MOUSE	tr|L9LEY5|L9LEY5_TUPCH
OG0010217	sp|P41438|S19A1_MOUSE	tr|L8Y5I0|L8Y5I0_TUPCH
OG0010218	sp|P49117|NR2C2_MOUSE	tr|L9J8R4|L9J8R4_TUPCH
OG0010219	sp|P49749|EVX2_MOUSE	tr|L9KMY3|L9KMY3_TUPCH
OG0010220	sp|Q08761|PROS_MOUSE	tr|L9LDU7|L9LDU7_TUPCH
