Orthogroup	Mus_musculus	Prolemur_simus
OG0006396	tr|E9PYD1|E9PYD1_MOUSE	tr|A0A8C9A7K1|A0A8C9A7K1_PROSS
OG0006397	sp|E9Q649|GCNT4_MOUSE	tr|A0A8C9A6J4|A0A8C9A6J4_PROSS
OG0006398	tr|H7BX78|H7BX78_MOUSE	tr|A0A8C8ZUQ0|A0A8C8ZUQ0_PROSS
OG0006399	sp|O35082|KLOT_MOUSE	tr|A0A8C8ZBT8|A0A8C8ZBT8_PROSS
OG0006400	sp|O70209|PDLI3_MOUSE	tr|A0A8C9ASZ3|A0A8C9ASZ3_PROSS
OG0006401	sp|O88513|GEMI_MOUSE	tr|A0A8C8ZGP1|A0A8C8ZGP1_PROSS
OG0006402	sp|O88895|HDAC3_MOUSE	tr|A0A8C9AQR3|A0A8C9AQR3_PROSS
OG0006403	sp|P05622|PGFRB_MOUSE	tr|A0A8C9AP78|A0A8C9AP78_PROSS
OG0006404	sp|P0C5K1|SBK2_MOUSE	tr|A0A8C8Z2Y4|A0A8C8Z2Y4_PROSS
OG0006405	sp|P18111|CDX1_MOUSE	tr|A0A8C9ASS6|A0A8C9ASS6_PROSS
OG0006406	sp|P22682|CBL_MOUSE	tr|A0A8C8YRF6|A0A8C8YRF6_PROSS
OG0006407	sp|P26323|FLI1_MOUSE	tr|A0A8C9DIP7|A0A8C9DIP7_PROSS
OG0006408	sp|P31695|NOTC4_MOUSE	tr|A0A8C9AK98|A0A8C9AK98_PROSS
OG0006409	sp|P47880|IBP6_MOUSE	tr|A0A8C9AAP5|A0A8C9AAP5_PROSS
OG0006410	sp|P63040|CPLX1_MOUSE	tr|A0A8C8YMZ2|A0A8C8YMZ2_PROSS
OG0006411	sp|P70271|PDLI4_MOUSE	tr|A0A8C9DTW8|A0A8C9DTW8_PROSS
OG0006412	sp|P97875|JDP2_MOUSE	tr|A0A8C8ZLP6|A0A8C8ZLP6_PROSS
OG0006413	sp|Q0VBD2|MCM10_MOUSE	tr|A0A8C9DCT7|A0A8C9DCT7_PROSS
OG0006414	sp|Q2WG76|RIPP2_MOUSE	tr|A0A8C9AVC9|A0A8C9AVC9_PROSS
OG0006415	sp|Q3U6K5|SPAT6_MOUSE	tr|A0A8C8ZNW2|A0A8C8ZNW2_PROSS
OG0006416	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A8C9B1R5|A0A8C9B1R5_PROSS
OG0006417	sp|Q3V1U8|ELMD1_MOUSE	tr|A0A8C8ZIR4|A0A8C8ZIR4_PROSS
OG0006418	sp|Q5EBP3|ARMC5_MOUSE	tr|A0A8C9A312|A0A8C9A312_PROSS
OG0006419	sp|Q5F204|MDH1B_MOUSE	tr|A0A8C9DHT7|A0A8C9DHT7_PROSS
OG0006420	sp|Q60805|MERTK_MOUSE	tr|A0A8C8ZUW3|A0A8C8ZUW3_PROSS
OG0006421	sp|Q61245|COBA1_MOUSE	tr|A0A8C9B0F8|A0A8C9B0F8_PROSS
OG0006422	sp|Q61425|HCDH_MOUSE	tr|A0A8C8Z8M6|A0A8C8Z8M6_PROSS
OG0006423	sp|Q69Z37|SAM9L_MOUSE	tr|A0A8C8ZGZ1|A0A8C8ZGZ1_PROSS
OG0006424	sp|Q6DI86|FAKD1_MOUSE	tr|A0A8C9AIC3|A0A8C9AIC3_PROSS
OG0006425	sp|Q6P9P0|SLF2_MOUSE	tr|A0A8C8Z789|A0A8C8Z789_PROSS
OG0006426	sp|Q7TMA4|FFAR4_MOUSE	tr|A0A8C8ZM80|A0A8C8ZM80_PROSS
OG0006427	sp|Q7TMJ8|P3IP1_MOUSE	tr|A0A8C9A9F6|A0A8C9A9F6_PROSS
OG0006428	sp|Q80VJ8|KASH5_MOUSE	tr|A0A8C9DSP0|A0A8C9DSP0_PROSS
OG0006429	sp|Q8BGQ1|SPE39_MOUSE	tr|A0A8C8ZH23|A0A8C8ZH23_PROSS
OG0006430	sp|Q8BGW5|SOSB2_MOUSE	tr|A0A8C8Z375|A0A8C8Z375_PROSS
OG0006431	sp|Q8BVN9|MAEL_MOUSE	tr|A0A8C8ZF65|A0A8C8ZF65_PROSS
OG0006432	sp|Q8C3B8|RFT1_MOUSE	tr|A0A8C8YV60|A0A8C8YV60_PROSS
OG0006433	sp|Q8C4G9|AGRA1_MOUSE	tr|A0A8C9A9D1|A0A8C9A9D1_PROSS
OG0006434	sp|Q8C5W3|TBCEL_MOUSE	tr|A0A8C8YPX9|A0A8C8YPX9_PROSS
OG0006435	sp|Q8CE93|CAHM4_MOUSE	tr|A0A8C9DV01|A0A8C9DV01_PROSS
OG0006436	sp|Q8CGM1|AGRB2_MOUSE	tr|A0A8C8YEL3|A0A8C8YEL3_PROSS
OG0006437	sp|Q8JZL0|ZN467_MOUSE	tr|A0A8C8ZQW5|A0A8C8ZQW5_PROSS
OG0006438	sp|Q8K4R4|PITC1_MOUSE	tr|A0A8C9A9E0|A0A8C9A9E0_PROSS
OG0006439	sp|Q8VC97|BUP1_MOUSE	tr|A0A8C8Z9R8|A0A8C8Z9R8_PROSS
OG0006440	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A8C8ZQZ3|A0A8C8ZQZ3_PROSS
OG0006441	sp|Q91VF5|EMID1_MOUSE	tr|A0A8C8ZUH9|A0A8C8ZUH9_PROSS
OG0006442	sp|Q91XD7|CREL1_MOUSE	tr|A0A8C8Z9D9|A0A8C8Z9D9_PROSS
OG0006443	sp|Q99LJ6|GPX7_MOUSE	tr|A0A8C9A6E9|A0A8C9A6E9_PROSS
OG0006444	sp|Q99ML1|BBC3_MOUSE	tr|A0A8C9AIW5|A0A8C9AIW5_PROSS
OG0006445	sp|Q9CQ33|LZTR1_MOUSE	tr|A0A8C9DMJ5|A0A8C9DMJ5_PROSS
OG0006446	sp|Q9CWD3|NUD17_MOUSE	tr|A0A8C8ZKS3|A0A8C8ZKS3_PROSS
OG0006447	sp|Q9D1F5|MRNIP_MOUSE	tr|A0A8C9DKD6|A0A8C9DKD6_PROSS
OG0006448	sp|Q9D1Q4|DPM3_MOUSE	tr|A0A8C9ASD2|A0A8C9ASD2_PROSS
OG0006449	sp|Q9D485|EFHC2_MOUSE	tr|A0A8C9AE34|A0A8C9AE34_PROSS
OG0006450	sp|Q9D9T6|SPTA3_MOUSE	tr|A0A8C9A8L8|A0A8C9A8L8_PROSS
OG0006451	sp|Q9DBZ9|SYDE1_MOUSE	tr|A0A8C8ZDE2|A0A8C8ZDE2_PROSS
OG0006452	sp|Q9JJR6|CK016_MOUSE	tr|A0A8C9AFV2|A0A8C9AFV2_PROSS
OG0006453	sp|Q9QUG2|POLK_MOUSE	tr|A0A8C8Z0M7|A0A8C8Z0M7_PROSS
OG0006454	sp|Q9WTP5|CAD22_MOUSE	tr|A0A8C9DI43|A0A8C9DI43_PROSS
OG0006455	sp|A2A9C3|SZT2_MOUSE	tr|A0A8C8YZH5|A0A8C8YZH5_PROSS
OG0006456	sp|A2AKE7|ACL10_MOUSE	tr|A0A8C9A1C4|A0A8C9A1C4_PROSS
OG0006457	sp|A3KFU9|DISP3_MOUSE	tr|A0A8C9AXN7|A0A8C9AXN7_PROSS
OG0006458	sp|B7ZNG4|TROAP_MOUSE	tr|A0A8C9A5M2|A0A8C9A5M2_PROSS
OG0006459	sp|H3BJG9|LY6L_MOUSE	tr|A0A8C8YDN7|A0A8C8YDN7_PROSS
OG0006460	tr|J3QPQ6|J3QPQ6_MOUSE	tr|A0A8C9AR13|A0A8C9AR13_PROSS
OG0006461	sp|O08601|MTP_MOUSE	tr|A0A8C9A538|A0A8C9A538_PROSS
OG0006462	sp|O08850|RGS5_MOUSE	tr|A0A8C8YS96|A0A8C8YS96_PROSS
OG0006463	sp|O54834|RHG06_MOUSE	tr|A0A8C9A9E4|A0A8C9A9E4_PROSS
OG0006464	sp|O55196|ENAM_MOUSE	tr|A0A8C8ZN24|A0A8C8ZN24_PROSS
OG0006465	sp|P27546|MAP4_MOUSE	tr|A0A8C8ZGE6|A0A8C8ZGE6_PROSS
OG0006466	sp|P33896|INAR1_MOUSE	tr|A0A8C8ZSN8|A0A8C8ZSN8_PROSS
OG0006467	sp|P35329|CD22_MOUSE	tr|A0A8C9B1Y1|A0A8C9B1Y1_PROSS
OG0006468	sp|P35980|RL18_MOUSE	tr|A0A8C8YCM6|A0A8C8YCM6_PROSS
OG0006469	sp|P97471|SMAD4_MOUSE	tr|A0A8C9A7I4|A0A8C9A7I4_PROSS
OG0006470	sp|Q02067|ASCL1_MOUSE	tr|A0A8C8ZHL6|A0A8C8ZHL6_PROSS
OG0006471	tr|Q0VF76|Q0VF76_MOUSE	tr|A0A8C8Z118|A0A8C8Z118_PROSS
OG0006472	sp|Q14B98|SESQ2_MOUSE	tr|A0A8C8Y839|A0A8C8Y839_PROSS
OG0006473	sp|Q3TZM9|ALG11_MOUSE	tr|A0A8C9DIM1|A0A8C9DIM1_PROSS
OG0006474	sp|Q3U4N7|IGFR1_MOUSE	tr|A0A8C8YDZ9|A0A8C8YDZ9_PROSS
OG0006475	sp|Q3U5F4|YRDC_MOUSE	tr|A0A8C8ZPC7|A0A8C8ZPC7_PROSS
OG0006476	sp|Q61839|ANFC_MOUSE	tr|A0A8C9B7S4|A0A8C9B7S4_PROSS
OG0006477	sp|Q6IMP4|PANX2_MOUSE	tr|A0A8C9A7S8|A0A8C9A7S8_PROSS
OG0006478	sp|Q6NXZ1|KRBA1_MOUSE	tr|A0A8C8ZW67|A0A8C8ZW67_PROSS
OG0006479	sp|Q6P8W9|HMGB4_MOUSE	tr|A0A8C9AQB6|A0A8C9AQB6_PROSS
OG0006480	sp|Q7TMF2|ERI1_MOUSE	tr|A0A8C8YQV7|A0A8C8YQV7_PROSS
OG0006481	sp|Q7TSG1|CE120_MOUSE	tr|A0A8C8ZM84|A0A8C8ZM84_PROSS
OG0006482	sp|Q80WC1|UBN2_MOUSE	tr|A0A8C9ACY8|A0A8C9ACY8_PROSS
OG0006483	sp|Q80WT2|DMRT3_MOUSE	tr|A0A8C9AWA3|A0A8C9AWA3_PROSS
OG0006484	sp|Q8BGR6|ARL15_MOUSE	tr|A0A8C8ZKA2|A0A8C8ZKA2_PROSS
OG0006485	sp|Q8BIK6|TMPS7_MOUSE	tr|A0A8C8ZTK2|A0A8C8ZTK2_PROSS
OG0006486	sp|Q8BVF9|AMZ1_MOUSE	tr|A0A8C8Z0K7|A0A8C8Z0K7_PROSS
OG0006487	sp|Q8BZW2|SWAHB_MOUSE	tr|A0A8C9DIX8|A0A8C9DIX8_PROSS
OG0006488	sp|Q8C0K5|GDC_MOUSE	tr|A0A8C9DJJ0|A0A8C9DJJ0_PROSS
OG0006489	sp|Q8C0P0|GWL_MOUSE	tr|A0A8C9DFD4|A0A8C9DFD4_PROSS
OG0006490	sp|Q8CHS7|DRS7C_MOUSE	tr|A0A8C8ZSY6|A0A8C8ZSY6_PROSS
OG0006491	sp|Q8CIE0|SPA11_MOUSE	tr|A0A8C9B145|A0A8C9B145_PROSS
OG0006492	sp|Q8CIP5|DISP2_MOUSE	tr|A0A8C8YMJ1|A0A8C8YMJ1_PROSS
OG0006493	sp|Q8JZL3|THTPA_MOUSE	tr|A0A8C9A2E6|A0A8C9A2E6_PROSS
OG0006494	sp|Q8K078|SO4A1_MOUSE	tr|A0A8C9A1V7|A0A8C9A1V7_PROSS
OG0006495	sp|Q8K0D5|EFGM_MOUSE	tr|A0A8C9DQC2|A0A8C9DQC2_PROSS
OG0006496	sp|Q8QZS1|HIBCH_MOUSE	tr|A0A8C9DGG3|A0A8C9DGG3_PROSS
OG0006497	sp|Q8R1U2|CGRE1_MOUSE	tr|A0A8C8YNQ1|A0A8C8YNQ1_PROSS
OG0006498	sp|Q8R3N6|THOC1_MOUSE	tr|A0A8C9ATY5|A0A8C9ATY5_PROSS
OG0006499	sp|Q8VIG0|ZCH14_MOUSE	tr|A0A8C8Z0G1|A0A8C8Z0G1_PROSS
OG0006500	sp|Q924C5|ALPK3_MOUSE	tr|A0A8C8ZGP3|A0A8C8ZGP3_PROSS
OG0006502	sp|Q99PP2|ZN318_MOUSE	tr|A0A8C9A5J4|A0A8C9A5J4_PROSS
OG0006503	sp|Q9CQ92|FIS1_MOUSE	tr|A0A8C8ZGU0|A0A8C8ZGU0_PROSS
OG0006504	sp|Q9CQL0|MT21A_MOUSE	tr|A0A8C9DHR2|A0A8C9DHR2_PROSS
OG0006505	sp|Q9CR20|IR3IP_MOUSE	tr|A0A8C9A8M0|A0A8C9A8M0_PROSS
OG0006506	sp|Q9CW73|B3GA1_MOUSE	tr|A0A8C9DG90|A0A8C9DG90_PROSS
OG0006507	sp|Q9D3S5|NXRD1_MOUSE	tr|A0A8C8ZD54|A0A8C8ZD54_PROSS
OG0006508	sp|Q9ERF3|WDR61_MOUSE	tr|A0A8C8Y9W2|A0A8C8Y9W2_PROSS
OG0006509	sp|Q9Z123|SEM4F_MOUSE	tr|A0A8C9AGJ0|A0A8C9AGJ0_PROSS
OG0006511	sp|B2RVW2|CLRN2_MOUSE	tr|A0A8C9AFF5|A0A8C9AFF5_PROSS
OG0006512	sp|D3YWJ0|SLIP_MOUSE	tr|A0A8C8ZDI8|A0A8C8ZDI8_PROSS
OG0006513	tr|E9PWG6|E9PWG6_MOUSE	tr|A0A8C9ANG0|A0A8C9ANG0_PROSS
OG0006514	tr|E9PYB4|E9PYB4_MOUSE	tr|A0A8C8YFX8|A0A8C8YFX8_PROSS
OG0006515	tr|E9Q1A5|E9Q1A5_MOUSE	tr|A0A8C8ZTV5|A0A8C8ZTV5_PROSS
OG0006516	sp|O35074|PTGIS_MOUSE	tr|A0A8C8ZHW9|A0A8C8ZHW9_PROSS
OG0006517	sp|O54904|B3GT1_MOUSE	tr|A0A8C9AUB4|A0A8C9AUB4_PROSS
OG0006518	sp|P0DJF2|PT117_MOUSE	tr|A0A8C9A2Z5|A0A8C9A2Z5_PROSS
OG0006519	sp|P0DP99|STMP1_MOUSE	tr|A0A8C9APG4|A0A8C9APG4_PROSS
OG0006520	sp|P22935|RABP2_MOUSE	tr|A0A8C8ZBD0|A0A8C8ZBD0_PROSS
OG0006521	sp|P32304|5HT7R_MOUSE	tr|A0A8C8ZPI0|A0A8C8ZPI0_PROSS
OG0006522	sp|P51830|ADCY9_MOUSE	tr|A0A8C8YPT0|A0A8C8YPT0_PROSS
OG0006523	sp|P53612|PGTB2_MOUSE	tr|A0A8C8ZZM7|A0A8C8ZZM7_PROSS
OG0006524	sp|P56959|FUS_MOUSE	tr|A0A8C8Z3G5|A0A8C8Z3G5_PROSS
OG0006525	sp|P62274|RS29_MOUSE	tr|A0A8C9AA49|A0A8C9AA49_PROSS
OG0006526	sp|P70447|NGN2_MOUSE	tr|A0A8C9DV66|A0A8C9DV66_PROSS
OG0006527	sp|Q3TVI8|PBIP1_MOUSE	tr|A0A8C9AFD1|A0A8C9AFD1_PROSS
OG0006528	sp|Q3TY65|ICA1L_MOUSE	tr|A0A8C9DV49|A0A8C9DV49_PROSS
OG0006529	sp|Q3TY86|AIFM3_MOUSE	tr|A0A8C9A032|A0A8C9A032_PROSS
OG0006530	sp|Q3U1T3|BRM1L_MOUSE	tr|A0A8C9A376|A0A8C9A376_PROSS
OG0006531	sp|Q4VA44|ZN664_MOUSE	tr|A0A8C8ZUK7|A0A8C8ZUK7_PROSS
OG0006532	sp|Q4VA45|ZFTA_MOUSE	tr|A0A8C9DDP7|A0A8C9DDP7_PROSS
OG0006533	sp|Q5M8M9|LRC52_MOUSE	tr|A0A8C8YMM7|A0A8C8YMM7_PROSS
OG0006534	sp|Q60838|DVL2_MOUSE	tr|A0A8C9A5Z5|A0A8C9A5Z5_PROSS
OG0006535	sp|Q61006|MUSK_MOUSE	tr|A0A8C8Z5T4|A0A8C8Z5T4_PROSS
OG0006536	sp|Q61483|DLL1_MOUSE	tr|A0A8C8ZFK3|A0A8C8ZFK3_PROSS
OG0006537	sp|Q64318|ZEB1_MOUSE	tr|A0A8C8ZSA7|A0A8C8ZSA7_PROSS
OG0006538	sp|Q6NWV3|IF122_MOUSE	tr|A0A8C8YFD2|A0A8C8YFD2_PROSS
OG0006539	sp|Q6NZP1|ZRAB3_MOUSE	tr|A0A8C9AGL4|A0A8C9AGL4_PROSS
OG0006540	sp|Q6PE15|ABHDA_MOUSE	tr|A0A8C8ZLC4|A0A8C8ZLC4_PROSS
OG0006541	sp|Q6PGK7|CHSTA_MOUSE	tr|A0A8C9A2H0|A0A8C9A2H0_PROSS
OG0006542	sp|Q80V24|VGLL4_MOUSE	tr|A0A8C8Y901|A0A8C8Y901_PROSS
OG0006543	sp|Q8BI06|CEMIP_MOUSE	tr|A0A8C9DEM7|A0A8C9DEM7_PROSS
OG0006544	sp|Q8BME9|CBLN4_MOUSE	tr|A0A8C9AN77|A0A8C9AN77_PROSS
OG0006545	sp|Q8BN59|LARP6_MOUSE	tr|A0A8C8ZJQ9|A0A8C8ZJQ9_PROSS
OG0006546	sp|Q8BQ86|CHST8_MOUSE	tr|A0A8C9A092|A0A8C9A092_PROSS
OG0006547	sp|Q8BU04|UBR7_MOUSE	tr|A0A8C8ZSQ7|A0A8C8ZSQ7_PROSS
OG0006548	sp|Q8BXA0|LRFN5_MOUSE	tr|A0A8C8ZD04|A0A8C8ZD04_PROSS
OG0006549	sp|Q8BY79|S35G1_MOUSE	tr|A0A8C8Z5R6|A0A8C8Z5R6_PROSS
OG0006550	sp|Q8CDI7|CC150_MOUSE	tr|A0A8C9DVC6|A0A8C9DVC6_PROSS
OG0006551	sp|Q8K3A9|MEPCE_MOUSE	tr|A0A8C9DDP8|A0A8C9DDP8_PROSS
OG0006552	sp|Q8R0J7|VP37B_MOUSE	tr|A0A8C9AB75|A0A8C9AB75_PROSS
OG0006553	sp|Q8R0L1|STAP2_MOUSE	tr|A0A8C9ACK4|A0A8C9ACK4_PROSS
OG0006554	sp|Q8R124|KLH36_MOUSE	tr|A0A8C9DHR8|A0A8C9DHR8_PROSS
OG0006555	sp|Q8R3Q2|PP6R2_MOUSE	tr|A0A8C8Z627|A0A8C8Z627_PROSS
OG0006556	sp|Q8R4V5|OIT3_MOUSE	tr|A0A8C8Z483|A0A8C8Z483_PROSS
OG0006557	sp|Q8VEL9|REM2_MOUSE	tr|A0A8C8YXF7|A0A8C8YXF7_PROSS
OG0006558	sp|Q8VHL5|CRGN_MOUSE	tr|A0A8C9DJG3|A0A8C9DJG3_PROSS
OG0006559	sp|Q91VH2|SNX9_MOUSE	tr|A0A8C9AEG2|A0A8C9AEG2_PROSS
OG0006560	sp|Q925N4|CLD16_MOUSE	tr|A0A8C9ABB9|A0A8C9ABB9_PROSS
OG0006561	sp|Q9CPS8|SMAKA_MOUSE	tr|A0A8C8YV82|A0A8C8YV82_PROSS
OG0006562	sp|Q9CXW2|RT22_MOUSE	tr|A0A8C9AEI2|A0A8C9AEI2_PROSS
OG0006563	sp|Q9D1X0|NOL3_MOUSE	tr|A0A8C8Z638|A0A8C8Z638_PROSS
OG0006564	sp|Q9D3A9|TTYH1_MOUSE	tr|A0A8C8YRT3|A0A8C8YRT3_PROSS
OG0006565	sp|Q9D4F2|PLPP6_MOUSE	tr|A0A8C9DUS0|A0A8C9DUS0_PROSS
OG0006566	sp|Q9D5V5|CUL5_MOUSE	tr|A0A8C8ZAA9|A0A8C8ZAA9_PROSS
OG0006567	sp|Q9DB34|CHM2A_MOUSE	tr|A0A8C8Z304|A0A8C8Z304_PROSS
OG0006568	sp|Q9DCA7|CALY_MOUSE	tr|A0A8C9A1W6|A0A8C9A1W6_PROSS
OG0006569	sp|Q9DCQ3|GOT1A_MOUSE	tr|A0A8C8YQ34|A0A8C8YQ34_PROSS
OG0006570	sp|Q9ET47|ESPN_MOUSE	tr|A0A8C9AKR0|A0A8C9AKR0_PROSS
OG0006571	sp|Q9JIE3|OTOR_MOUSE	tr|A0A8C8YIY7|A0A8C8YIY7_PROSS
OG0006572	sp|Q9JIL4|NHRF3_MOUSE	tr|A0A8C8ZQ91|A0A8C8ZQ91_PROSS
OG0006573	sp|Q9JJU9|CRBB3_MOUSE	tr|A0A8C9AX27|A0A8C9AX27_PROSS
OG0006574	sp|Q9QY06|MYO9B_MOUSE	tr|A0A8C9ASP9|A0A8C9ASP9_PROSS
OG0006575	sp|Q9QY73|TMM59_MOUSE	tr|A0A8C8YCY0|A0A8C8YCY0_PROSS
OG0006576	sp|Q9R1X4|TIM_MOUSE	tr|A0A8C9AJ84|A0A8C9AJ84_PROSS
OG0006577	tr|A0A140LIP2|A0A140LIP2_MOUSE	tr|A0A8C8YKB8|A0A8C8YKB8_PROSS
OG0006578	sp|A7MCT6|EKI2_MOUSE	tr|A0A8C8YTF4|A0A8C8YTF4_PROSS
OG0006579	sp|B1AY10|NFX1_MOUSE	tr|A0A8C9DPW8|A0A8C9DPW8_PROSS
OG0006580	sp|E9Q9R9|DLG5_MOUSE	tr|A0A8C8ZYB4|A0A8C8ZYB4_PROSS
OG0006581	sp|O08545|EFNA3_MOUSE	tr|A0A8C9AJA0|A0A8C9AJA0_PROSS
OG0006582	sp|O54693|EDA_MOUSE	tr|A0A8C9DDV6|A0A8C9DDV6_PROSS
OG0006583	sp|O54983|CRYM_MOUSE	tr|A0A8C8ZYB5|A0A8C8ZYB5_PROSS
OG0006584	sp|P08152|EGR2_MOUSE	tr|A0A8C8ZRP1|A0A8C8ZRP1_PROSS
OG0006585	sp|P10107|ANXA1_MOUSE	tr|A0A8C9DSG0|A0A8C9DSG0_PROSS
OG0006586	sp|P11859|ANGT_MOUSE	tr|A0A8C9DFX9|A0A8C9DFX9_PROSS
OG0006587	sp|P17679|GATA1_MOUSE	tr|A0A8C9A4F1|A0A8C9A4F1_PROSS
OG0006588	sp|P23738|DCHS_MOUSE	tr|A0A8C9A108|A0A8C9A108_PROSS
OG0006589	sp|P30875|SSR2_MOUSE	tr|A0A8C9ARI4|A0A8C9ARI4_PROSS
OG0006590	sp|P31360|PO3F2_MOUSE	tr|A0A8C9DI24|A0A8C9DI24_PROSS
OG0006591	sp|P35969|VGFR1_MOUSE	tr|A0A8C9A6S5|A0A8C9A6S5_PROSS
OG0006592	sp|P43120|HHEX_MOUSE	tr|A0A8C8ZMJ0|A0A8C8ZMJ0_PROSS
OG0006593	sp|P55302|AMRP_MOUSE	tr|A0A8C9DRZ6|A0A8C9DRZ6_PROSS
OG0006594	sp|P62876|RPAB5_MOUSE	tr|A0A8C8ZAU4|A0A8C8ZAU4_PROSS
OG0006595	sp|Q08AT1|RASLC_MOUSE	tr|A0A8C8YHZ7|A0A8C8YHZ7_PROSS
OG0006596	sp|Q2MHN3|ZFHX2_MOUSE	tr|A0A8C8ZTE4|A0A8C8ZTE4_PROSS
OG0006597	sp|Q30KP6|DFB41_MOUSE	tr|A0A8C8ZZT6|A0A8C8ZZT6_PROSS
OG0006598	sp|Q3UFM5|NOM1_MOUSE	tr|A0A8C8YTL2|A0A8C8YTL2_PROSS
OG0006599	sp|Q4KL18|TM171_MOUSE	tr|A0A8C9ABK9|A0A8C9ABK9_PROSS
OG0006600	sp|Q5PRE5|PRSR1_MOUSE	tr|A0A8C9DPG9|A0A8C9DPG9_PROSS
OG0006601	sp|Q5SUS0|FBW10_MOUSE	tr|A0A8C8ZTZ8|A0A8C8ZTZ8_PROSS
OG0006602	sp|Q61470|CD37_MOUSE	tr|A0A8C8YKF0|A0A8C8YKF0_PROSS
OG0006603	sp|Q62172|RBP1_MOUSE	tr|A0A8C9AFY4|A0A8C9AFY4_PROSS
OG0006604	sp|Q62230|SN_MOUSE	tr|A0A8C9ADY8|A0A8C9ADY8_PROSS
OG0006605	sp|Q64205|DLX3_MOUSE	tr|A0A8C9ATM8|A0A8C9ATM8_PROSS
OG0006606	sp|Q69ZA1|CDK13_MOUSE	tr|A0A8C9AL56|A0A8C9AL56_PROSS
OG0006607	sp|Q6NSQ9|G6PC3_MOUSE	tr|A0A8C8Z4U1|A0A8C8Z4U1_PROSS
OG0006608	sp|Q6PB93|GALT2_MOUSE	tr|A0A8C8YRU5|A0A8C8YRU5_PROSS
OG0006609	sp|Q6PG95|CRML_MOUSE	tr|A0A8C9AMP6|A0A8C9AMP6_PROSS
OG0006610	sp|Q6WBX7|RAD9B_MOUSE	tr|A0A8C8YEU3|A0A8C8YEU3_PROSS
OG0006611	sp|Q6ZPR6|IBTK_MOUSE	tr|A0A8C9DVC0|A0A8C9DVC0_PROSS
OG0006612	sp|Q76KJ5|RPA34_MOUSE	tr|A0A8C9AYX5|A0A8C9AYX5_PROSS
OG0006613	sp|Q7TMQ7|WDR91_MOUSE	tr|A0A8C9AN68|A0A8C9AN68_PROSS
OG0006614	sp|Q80WM3|CPLX4_MOUSE	tr|A0A8C9AI88|A0A8C9AI88_PROSS
OG0006615	sp|Q80XI6|M3K11_MOUSE	tr|A0A8C9AT13|A0A8C9AT13_PROSS
OG0006616	tr|Q80YT3|Q80YT3_MOUSE	tr|A0A8C8ZF58|A0A8C8ZF58_PROSS
OG0006617	sp|Q811T9|DISC1_MOUSE	tr|A0A8C9AHE6|A0A8C9AHE6_PROSS
OG0006618	sp|Q8BH05|ZN750_MOUSE	tr|A0A8C9DPL7|A0A8C9DPL7_PROSS
OG0006619	tr|Q8BJX2|Q8BJX2_MOUSE	tr|A0A8C8YHL4|A0A8C8YHL4_PROSS
OG0006620	sp|Q8BLA1|DLEC1_MOUSE	tr|A0A8C8ZW18|A0A8C8ZW18_PROSS
OG0006621	sp|Q8BMT4|LRC33_MOUSE	tr|A0A8C8Z1Y1|A0A8C8Z1Y1_PROSS
OG0006622	sp|Q8BPE4|TM177_MOUSE	tr|A0A8C9A315|A0A8C9A315_PROSS
OG0006623	sp|Q8VDQ9|KRI1_MOUSE	tr|A0A8C9A8Q8|A0A8C9A8Q8_PROSS
OG0006624	sp|Q99LD9|EI2BB_MOUSE	tr|A0A8C8ZS08|A0A8C8ZS08_PROSS
OG0006625	sp|Q9CZW6|RN146_MOUSE	tr|A0A8C8YLS0|A0A8C8YLS0_PROSS
OG0006626	sp|Q9D6J3|YJU2_MOUSE	tr|A0A8C9AEH7|A0A8C9AEH7_PROSS
OG0006627	sp|Q9D722|OSER1_MOUSE	tr|A0A8C8ZE12|A0A8C8ZE12_PROSS
OG0006628	sp|Q9D915|TCIM_MOUSE	tr|A0A8C8YT69|A0A8C8YT69_PROSS
OG0006629	sp|Q9DBA6|TYSD1_MOUSE	tr|A0A8C8Z6F2|A0A8C8Z6F2_PROSS
OG0006630	sp|Q9DCV4|RMD1_MOUSE	tr|A0A8C8ZIV2|A0A8C8ZIV2_PROSS
OG0006631	sp|Q9DD06|RARR2_MOUSE	tr|A0A8C8ZVV1|A0A8C8ZVV1_PROSS
OG0006632	sp|Q9ER58|TICN2_MOUSE	tr|A0A8C8YUB2|A0A8C8YUB2_PROSS
OG0006633	sp|Q9QZ05|E2AK4_MOUSE	tr|A0A8C9DIT9|A0A8C9DIT9_PROSS
OG0006634	sp|Q9R1K7|TBD_MOUSE	tr|A0A8C8ZJQ0|A0A8C8ZJQ0_PROSS
OG0006635	sp|Q9WUL5|PD1L2_MOUSE	tr|A0A8C9DV92|A0A8C9DV92_PROSS
OG0006636	sp|Q9WVR4|FXR2_MOUSE	tr|A0A8C9DQI8|A0A8C9DQI8_PROSS
OG0006637	sp|Q9Z280|PLD1_MOUSE	tr|A0A8C8ZTG2|A0A8C8ZTG2_PROSS
OG0006638	tr|A0A140T8J7|A0A140T8J7_MOUSE	tr|A0A8C8Z6K6|A0A8C8Z6K6_PROSS
OG0006639	tr|A2A7F4|A2A7F4_MOUSE	tr|A0A8C8ZJ83|A0A8C8ZJ83_PROSS
