Orthogroup	Mus_musculus	Acinonyx_jubatus
OG0008871	tr|Q80VT5|Q80VT5_MOUSE	tr|A0A6J0A9F9|A0A6J0A9F9_ACIJB
OG0008872	sp|Q8BW86|ARG33_MOUSE	tr|A0A6J1XA98|A0A6J1XA98_ACIJB
OG0008873	sp|Q9CZB3|THUM2_MOUSE	tr|A0A6J1XAB1|A0A6J1XAB1_ACIJB
OG0008874	sp|Q91ZV7|PLDX1_MOUSE	tr|A0A6J1XB50|A0A6J1XB50_ACIJB
OG0008875	sp|A4Q9F4|TTL11_MOUSE	tr|A0A6J1XEB5|A0A6J1XEB5_ACIJB
OG0008876	sp|Q99PV5|BHE41_MOUSE	tr|A0A6J1XGH0|A0A6J1XGH0_ACIJB
OG0008877	sp|E9Q0N2|PTPRH_MOUSE	tr|A0A6J1XKM8|A0A6J1XKM8_ACIJB
OG0008878	sp|Q8BW93|C5AR2_MOUSE	tr|A0A6J1XMG2|A0A6J1XMG2_ACIJB
OG0008879	sp|O08856|ELL_MOUSE	tr|A0A6J1XP39|A0A6J1XP39_ACIJB
OG0008880	sp|E9Q7G0|NUMA1_MOUSE	tr|A0A6J1XSG8|A0A6J1XSG8_ACIJB
OG0008881	sp|Q8C432|RN182_MOUSE	tr|A0A6J1XUK5|A0A6J1XUK5_ACIJB
OG0008882	sp|O35864|CSN5_MOUSE	tr|A0A6J1Y1Q4|A0A6J1Y1Q4_ACIJB
OG0008883	sp|Q9ESG9|PMYT1_MOUSE	tr|A0A6J1Y4L0|A0A6J1Y4L0_ACIJB
OG0008884	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A6J1Y607|A0A6J1Y607_ACIJB
OG0008885	sp|Q7TSH2|KPBB_MOUSE	tr|A0A6J1Y6D9|A0A6J1Y6D9_ACIJB
OG0008886	tr|E0CXC6|E0CXC6_MOUSE	tr|A0A6J1YBQ0|A0A6J1YBQ0_ACIJB
OG0008887	tr|G3UWC3|G3UWC3_MOUSE	tr|A0A6J1YEE5|A0A6J1YEE5_ACIJB
OG0008888	sp|P10493|NID1_MOUSE	tr|A0A6J1YER8|A0A6J1YER8_ACIJB
OG0008889	sp|Q8K2H4|ACAP1_MOUSE	tr|A0A6J1YG88|A0A6J1YG88_ACIJB
OG0008890	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A6J1YL95|A0A6J1YL95_ACIJB
OG0008891	sp|Q6DIA7|BRME1_MOUSE	tr|A0A6J1YNJ1|A0A6J1YNJ1_ACIJB
OG0008892	sp|Q3UGS4|MCRI1_MOUSE	tr|A0A6J1YS04|A0A6J1YS04_ACIJB
OG0008893	sp|P70327|TBX6_MOUSE	tr|A0A6J1YTK9|A0A6J1YTK9_ACIJB
OG0008894	sp|Q8R0K4|CC137_MOUSE	tr|A0A6J1YUG9|A0A6J1YUG9_ACIJB
OG0008895	sp|Q80YE4|LMTK1_MOUSE	tr|A0A6J1YVJ4|A0A6J1YVJ4_ACIJB
OG0008896	sp|A0A0G2JEB6|CFA47_MOUSE	tr|A0A6J1YY99|A0A6J1YY99_ACIJB
OG0008897	sp|Q80UV9|TAF1_MOUSE	tr|A0A6J1YZM4|A0A6J1YZM4_ACIJB
OG0008898	sp|Q9Z2X2|PSD10_MOUSE	tr|A0A6J1YZV1|A0A6J1YZV1_ACIJB
OG0008899	sp|Q9R1C7|PR40A_MOUSE	tr|A0A6J1Z462|A0A6J1Z462_ACIJB
OG0008900	sp|Q9QY30|ABCBB_MOUSE	tr|A0A6J1Z520|A0A6J1Z520_ACIJB
OG0008901	sp|Q60767|LY75_MOUSE	tr|A0A6J1Z5D2|A0A6J1Z5D2_ACIJB
OG0008902	sp|Q80WV3|CHST2_MOUSE	tr|A0A6J1ZJB0|A0A6J1ZJB0_ACIJB
OG0008903	sp|Q8C8J0|STPG2_MOUSE	tr|A0A6J1ZRU2|A0A6J1ZRU2_ACIJB
OG0008904	sp|P35412|GPR12_MOUSE	tr|A0A6J1ZTC0|A0A6J1ZTC0_ACIJB
OG0008905	sp|Q8R332|NUP58_MOUSE	tr|A0A6J1ZUS9|A0A6J1ZUS9_ACIJB
OG0008906	sp|Q8BLY1|SMOC1_MOUSE	tr|A0A6J1ZWA7|A0A6J1ZWA7_ACIJB
OG0008907	sp|Q80W35|TM202_MOUSE	tr|A0A6J2A1C6|A0A6J2A1C6_ACIJB
OG0008908	sp|Q99K82|SMOX_MOUSE	tr|A0A6J2A7A0|A0A6J2A7A0_ACIJB
OG0008909	sp|P0C5E4|PTPRQ_MOUSE	tr|A0A6J2AAM4|A0A6J2AAM4_ACIJB
OG0008910	sp|Q8BGH2|SAM50_MOUSE	tr|A0A6J2ACR9|A0A6J2ACR9_ACIJB
OG0008911	sp|Q8VDX6|RXLT1_MOUSE	tr|A0A6J2AF27|A0A6J2AF27_ACIJB
OG0008912	sp|Q8BGF7|PAN2_MOUSE	tr|A0A6J2AFF2|A0A6J2AFF2_ACIJB
OG0008913	sp|Q8R4V4|CBPZ_MOUSE	tr|A0A6J2AGX4|A0A6J2AGX4_ACIJB
OG0008914	sp|Q8BXA7|PHLP2_MOUSE	tr|A0A6J2ARJ5|A0A6J2ARJ5_ACIJB
OG0008915	sp|O55127|CP26A_MOUSE	tr|A0A6I9ZCW0|A0A6I9ZCW0_ACIJB
OG0008916	tr|Q8CDT9|Q8CDT9_MOUSE	tr|A0A6I9ZGK1|A0A6I9ZGK1_ACIJB
OG0008917	sp|Q9D1G5|LRC57_MOUSE	tr|A0A6I9ZI45|A0A6I9ZI45_ACIJB
OG0008918	sp|Q6V595|KLHL6_MOUSE	tr|A0A6I9ZI72|A0A6I9ZI72_ACIJB
OG0008919	sp|Q8CEE0|CEP57_MOUSE	tr|A0A6I9ZIJ7|A0A6I9ZIJ7_ACIJB
OG0008920	sp|Q8VEB4|PAG15_MOUSE	tr|A0A6I9ZK57|A0A6I9ZK57_ACIJB
OG0008921	sp|Q9DAC9|PO5F2_MOUSE	tr|A0A6I9ZKD3|A0A6I9ZKD3_ACIJB
OG0008922	sp|Q9D258|ACBD7_MOUSE	tr|A0A6I9ZKF7|A0A6I9ZKF7_ACIJB
OG0008923	sp|Q9CZJ1|UTP11_MOUSE	tr|A0A6I9ZLS6|A0A6I9ZLS6_ACIJB
OG0008924	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A6I9ZLU5|A0A6I9ZLU5_ACIJB
OG0008925	sp|Q8VFT4|OL734_MOUSE	tr|A0A6I9ZLZ1|A0A6I9ZLZ1_ACIJB
OG0008926	sp|Q8BTJ4|ENPP4_MOUSE	tr|A0A6I9ZMU6|A0A6I9ZMU6_ACIJB
OG0008927	sp|Q6WKZ8|UBR2_MOUSE	tr|A0A6I9ZMY9|A0A6I9ZMY9_ACIJB
OG0008928	sp|P97497|SHBG_MOUSE	tr|A0A6I9ZP12|A0A6I9ZP12_ACIJB
OG0008929	sp|Q0VBD2|MCM10_MOUSE	tr|A0A6I9ZP39|A0A6I9ZP39_ACIJB
OG0008930	sp|Q9CQV4|RETR3_MOUSE	tr|A0A6I9ZRG8|A0A6I9ZRG8_ACIJB
OG0008931	sp|Q9CX11|UTP23_MOUSE	tr|A0A6I9ZV91|A0A6I9ZV91_ACIJB
OG0008932	sp|Q8K4F0|CD226_MOUSE	tr|A0A6J0A3T2|A0A6J0A3T2_ACIJB
OG0008933	sp|P05784|K1C18_MOUSE	tr|A0A6J0A7S6|A0A6J0A7S6_ACIJB
OG0008934	sp|Q8VEJ3|DKK4_MOUSE	tr|A0A6J0ACY6|A0A6J0ACY6_ACIJB
OG0008935	sp|Q6PDS3|SARM1_MOUSE	tr|A0A6J1XCS1|A0A6J1XCS1_ACIJB
OG0008936	sp|Q9QZX7|SRR_MOUSE	tr|A0A6J1XDC1|A0A6J1XDC1_ACIJB
OG0008937	sp|Q99KK2|NEUA_MOUSE	tr|A0A6J1XGA4|A0A6J1XGA4_ACIJB
OG0008938	sp|F8VPY8|OCAT2_MOUSE	tr|A0A6J1XIL8|A0A6J1XIL8_ACIJB
OG0008939	sp|P60469|LIPA3_MOUSE	tr|A0A6J1XMV1|A0A6J1XMV1_ACIJB
OG0008940	sp|Q8CH09|SUGP2_MOUSE	tr|A0A6J1XNY4|A0A6J1XNY4_ACIJB
OG0008941	sp|Q8CHY6|P66A_MOUSE	tr|A0A6J1XPB5|A0A6J1XPB5_ACIJB
OG0008942	sp|Q01237|HMDH_MOUSE	tr|A0A6J1XT38|A0A6J1XT38_ACIJB
OG0008943	tr|Q148R4|Q148R4_MOUSE	tr|A0A6J1Y031|A0A6J1Y031_ACIJB
OG0008944	sp|P35329|CD22_MOUSE	tr|A0A6J1Y765|A0A6J1Y765_ACIJB
OG0008945	sp|Q9D8T4|TV23B_MOUSE	tr|A0A6J1YER6|A0A6J1YER6_ACIJB
OG0008946	sp|Q7TSS2|UB2Q1_MOUSE	tr|A0A6J1YGV9|A0A6J1YGV9_ACIJB
OG0008947	sp|P50652|FANCC_MOUSE	tr|A0A6J1YH00|A0A6J1YH00_ACIJB
OG0008948	sp|Q9D1Q4|DPM3_MOUSE	tr|A0A6J1YJ32|A0A6J1YJ32_ACIJB
OG0008949	sp|Q64324|STXB2_MOUSE	tr|A0A6J1YM70|A0A6J1YM70_ACIJB
OG0008950	sp|Q9R1R2|TRIM3_MOUSE	tr|A0A6J1YTS5|A0A6J1YTS5_ACIJB
OG0008951	sp|Q80SX5|OTOP2_MOUSE	tr|A0A6J1YU82|A0A6J1YU82_ACIJB
OG0008952	sp|Q62406|IRAK1_MOUSE	tr|A0A6J1YV50|A0A6J1YV50_ACIJB
OG0008953	tr|B1AUY3|B1AUY3_MOUSE	tr|A0A6J1YYC9|A0A6J1YYC9_ACIJB
OG0008954	sp|P70377|FGF13_MOUSE	tr|A0A6J1YZC3|A0A6J1YZC3_ACIJB
OG0008955	sp|E9Q9K5|TRDN_MOUSE	tr|A0A6J1Z5J8|A0A6J1Z5J8_ACIJB
OG0008956	sp|P39689|CDN1A_MOUSE	tr|A0A6J1Z8V8|A0A6J1Z8V8_ACIJB
OG0008957	sp|O35516|NOTC2_MOUSE	tr|A0A6J1Z950|A0A6J1Z950_ACIJB
OG0008958	sp|Q9DBY0|FOXP4_MOUSE	tr|A0A6J1Z960|A0A6J1Z960_ACIJB
OG0008959	sp|Q8CDY7|DYLT4_MOUSE	tr|A0A6J1ZCD8|A0A6J1ZCD8_ACIJB
OG0008960	sp|Q504N2|S22AF_MOUSE	tr|A0A6J1ZGK1|A0A6J1ZGK1_ACIJB
OG0008961	tr|A0A1W2P7H6|A0A1W2P7H6_MOUSE	tr|A0A6J1ZJW4|A0A6J1ZJW4_ACIJB
OG0008962	sp|Q9JKS4|LDB3_MOUSE	tr|A0A6J1ZLA4|A0A6J1ZLA4_ACIJB
OG0008963	sp|Q9DBU6|RSRC1_MOUSE	tr|A0A6J1ZM69|A0A6J1ZM69_ACIJB
OG0008964	sp|Q91YU6|LZTS2_MOUSE	tr|A0A6J1ZMG5|A0A6J1ZMG5_ACIJB
OG0008965	tr|A0A0N4SVR5|A0A0N4SVR5_MOUSE	tr|A0A6J1ZMR2|A0A6J1ZMR2_ACIJB
OG0008966	sp|Q80XB4|NRAP_MOUSE	tr|A0A6J1ZNE2|A0A6J1ZNE2_ACIJB
OG0008967	sp|Q924A0|TF7L2_MOUSE	tr|A0A6J1ZRS0|A0A6J1ZRS0_ACIJB
OG0008968	sp|Q9R100|CAD17_MOUSE	tr|A0A6J1ZTU8|A0A6J1ZTU8_ACIJB
OG0008969	sp|Q9JMC2|INSM2_MOUSE	tr|A0A6J1ZUY4|A0A6J1ZUY4_ACIJB
OG0008970	sp|Q921V5|MGAT2_MOUSE	tr|A0A6J1ZWF5|A0A6J1ZWF5_ACIJB
OG0008971	sp|Q9D7V2|LYSM2_MOUSE	tr|A0A6J2A0T1|A0A6J2A0T1_ACIJB
OG0008972	sp|Q61098|IL18R_MOUSE	tr|A0A6J2A5P3|A0A6J2A5P3_ACIJB
OG0008973	sp|Q3V172|SE1L2_MOUSE	tr|A0A6J2A649|A0A6J2A649_ACIJB
OG0008974	sp|Q9D529|WBP2L_MOUSE	tr|A0A6J2AA91|A0A6J2AA91_ACIJB
OG0008975	sp|Q3TY92|MBD6_MOUSE	tr|A0A6J2ABL6|A0A6J2ABL6_ACIJB
OG0008976	sp|P16045|LEG1_MOUSE	tr|A0A6J2ADI3|A0A6J2ADI3_ACIJB
OG0008977	tr|Q9D3V8|Q9D3V8_MOUSE	tr|A0A6J2ADQ1|A0A6J2ADQ1_ACIJB
OG0008978	tr|M0QW46|M0QW46_MOUSE	tr|A0A6J2ADU2|A0A6J2ADU2_ACIJB
OG0008979	sp|P54276|MSH6_MOUSE	tr|A0A6J2AEE6|A0A6J2AEE6_ACIJB
OG0008980	sp|P52927|HMGA2_MOUSE	tr|A0A6J2AEZ9|A0A6J2AEZ9_ACIJB
OG0008981	sp|Q9QYE3|BC11A_MOUSE	tr|A0A6J2AIH1|A0A6J2AIH1_ACIJB
OG0008982	sp|Q8BHI9|NIM1_MOUSE	tr|A0A6J2AQ75|A0A6J2AQ75_ACIJB
OG0008983	sp|Q8CGC6|RBM28_MOUSE	tr|A0A6J2ARN0|A0A6J2ARN0_ACIJB
OG0008984	sp|Q924W5|SMC6_MOUSE	tr|A0A6J2AV19|A0A6J2AV19_ACIJB
OG0008985	sp|P68040|RACK1_MOUSE	tr|A0A6I9ZH92|A0A6I9ZH92_ACIJB
OG0008986	sp|Q9D358|PPAC_MOUSE	tr|A0A6I9ZIL7|A0A6I9ZIL7_ACIJB
OG0008987	sp|Q9CXE7|TMED5_MOUSE	tr|A0A6I9ZJC8|A0A6I9ZJC8_ACIJB
OG0008988	sp|Q8BSL4|HS3S5_MOUSE	tr|A0A6I9ZKG6|A0A6I9ZKG6_ACIJB
OG0008989	sp|O08760|OGG1_MOUSE	tr|A0A6I9ZNX9|A0A6I9ZNX9_ACIJB
OG0008990	sp|Q8C3S2|TNG6_MOUSE	tr|A0A6I9ZPW2|A0A6I9ZPW2_ACIJB
OG0008991	tr|Q8VH09|Q8VH09_MOUSE	tr|A0A6I9ZT09|A0A6I9ZT09_ACIJB
OG0008992	tr|Q9CPU3|Q9CPU3_MOUSE	tr|A0A6I9ZUE1|A0A6I9ZUE1_ACIJB
OG0008993	sp|P17095|HMGA1_MOUSE	tr|A0A6I9ZVW0|A0A6I9ZVW0_ACIJB
OG0008994	sp|Q8BT51|COA4_MOUSE	tr|A0A6I9ZX63|A0A6I9ZX63_ACIJB
OG0008995	sp|P12672|RAPSN_MOUSE	tr|A0A6I9ZX82|A0A6I9ZX82_ACIJB
OG0008996	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A6I9ZYB4|A0A6I9ZYB4_ACIJB
OG0008997	sp|P0CC03|ST6B1_MOUSE	tr|A0A6I9ZYL0|A0A6I9ZYL0_ACIJB
OG0008998	sp|Q9WUA1|WIF1_MOUSE	tr|A0A6I9ZYY3|A0A6I9ZYY3_ACIJB
OG0008999	tr|B9EHG2|B9EHG2_MOUSE	tr|A0A6J0A0A1|A0A6J0A0A1_ACIJB
OG0009000	sp|Q3TRR0|MAP9_MOUSE	tr|A0A6J0A3P2|A0A6J0A3P2_ACIJB
OG0009001	sp|P35601|RFC1_MOUSE	tr|A0A6J0A641|A0A6J0A641_ACIJB
OG0009002	sp|Q0VB26|TEX26_MOUSE	tr|A0A6J0A6V5|A0A6J0A6V5_ACIJB
OG0009003	tr|Q78F42|Q78F42_MOUSE	tr|A0A6J0AA99|A0A6J0AA99_ACIJB
OG0009004	sp|Q5SV80|MYO19_MOUSE	tr|A0A6J1XC86|A0A6J1XC86_ACIJB
OG0009005	sp|Q3UHX9|CI114_MOUSE	tr|A0A6J1XF90|A0A6J1XF90_ACIJB
OG0009006	sp|Q7TPM1|PRC2B_MOUSE	tr|A0A6J1XFH2|A0A6J1XFH2_ACIJB
OG0009007	sp|P22858|PTHR_MOUSE	tr|A0A6J1XGK1|A0A6J1XGK1_ACIJB
OG0009008	sp|P09633|HXC9_MOUSE	tr|A0A6J1XI40|A0A6J1XI40_ACIJB
OG0009009	sp|Q9CQT2|RBM7_MOUSE	tr|A0A6J1XIT7|A0A6J1XIT7_ACIJB
OG0009010	sp|Q3UTB7|FOXR1_MOUSE	tr|A0A6J1XJ18|A0A6J1XJ18_ACIJB
OG0009011	tr|Q8CGR6|Q8CGR6_MOUSE	tr|A0A6J1XKC5|A0A6J1XKC5_ACIJB
OG0009012	sp|Q9D3L0|F174A_MOUSE	tr|A0A6J1XKS9|A0A6J1XKS9_ACIJB
OG0009013	sp|E9Q4F2|KLH18_MOUSE	tr|A0A6J1XPI8|A0A6J1XPI8_ACIJB
OG0009014	sp|Q9JI59|JAM2_MOUSE	tr|A0A6J1XYF6|A0A6J1XYF6_ACIJB
OG0009015	sp|Q9WU38|SCNNB_MOUSE	tr|A0A6J1Y2D9|A0A6J1Y2D9_ACIJB
OG0009016	sp|Q80TS5|ZN423_MOUSE	tr|A0A6J1Y5Q0|A0A6J1Y5Q0_ACIJB
OG0009017	sp|Q80UW3|RINL_MOUSE	tr|A0A6J1Y6K0|A0A6J1Y6K0_ACIJB
OG0009018	sp|P58158|B3GA3_MOUSE	tr|A0A6J1Y8X3|A0A6J1Y8X3_ACIJB
OG0009019	sp|Q8C735|LIN9_MOUSE	tr|A0A6J1YAC7|A0A6J1YAC7_ACIJB
OG0009020	sp|P50153|GBG4_MOUSE	tr|A0A6J1YCL1|A0A6J1YCL1_ACIJB
OG0009021	sp|Q9CY25|MIS12_MOUSE	tr|A0A6J1YEA3|A0A6J1YEA3_ACIJB
OG0009022	sp|P47809|MP2K4_MOUSE	tr|A0A6J1YG14|A0A6J1YG14_ACIJB
OG0009023	sp|Q9Z321|TOP3B_MOUSE	tr|A0A6J1YJZ8|A0A6J1YJZ8_ACIJB
OG0009024	sp|Q99K24|S39A3_MOUSE	tr|A0A6J1YL81|A0A6J1YL81_ACIJB
OG0009025	sp|Q62431|ARI3A_MOUSE	tr|A0A6J1YM22|A0A6J1YM22_ACIJB
OG0009026	sp|Q91ZE0|TMLH_MOUSE	tr|A0A6J1YUW1|A0A6J1YUW1_ACIJB
OG0009027	sp|Q9QY40|PLXB3_MOUSE	tr|A0A6J1YX70|A0A6J1YX70_ACIJB
OG0009028	tr|A0A494BB10|A0A494BB10_MOUSE	tr|A0A6J1Z0N4|A0A6J1Z0N4_ACIJB
OG0009029	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A6J1Z3U8|A0A6J1Z3U8_ACIJB
OG0009030	sp|Q61493|REV3L_MOUSE	tr|A0A6J1Z768|A0A6J1Z768_ACIJB
OG0009031	tr|Q8C5Y2|Q8C5Y2_MOUSE	tr|A0A6J1ZA44|A0A6J1ZA44_ACIJB
OG0009032	sp|P10166|MYCL_MOUSE	tr|A0A6J1ZF72|A0A6J1ZF72_ACIJB
OG0009033	sp|P25318|CO8A2_MOUSE	tr|A0A6J1ZGM9|A0A6J1ZGM9_ACIJB
OG0009034	sp|Q8CI17|MB213_MOUSE	tr|A0A6J1ZGW1|A0A6J1ZGW1_ACIJB
OG0009035	sp|Q6NZJ6|IF4G1_MOUSE	tr|A0A6J1ZI79|A0A6J1ZI79_ACIJB
OG0009036	sp|Q8BH95|ECHM_MOUSE	tr|A0A6J1ZQ47|A0A6J1ZQ47_ACIJB
OG0009037	sp|P0DN34|NDUB1_MOUSE	tr|A0A6J1ZXT1|A0A6J1ZXT1_ACIJB
OG0009038	sp|Q9JLB2|PALS1_MOUSE	tr|A0A6J1ZYW2|A0A6J1ZYW2_ACIJB
OG0009039	sp|Q6IS41|S2547_MOUSE	tr|A0A6J2A0U8|A0A6J2A0U8_ACIJB
OG0009040	sp|P13504|IL1R1_MOUSE	tr|A0A6J2A5M7|A0A6J2A5M7_ACIJB
OG0009041	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A6J2A829|A0A6J2A829_ACIJB
OG0009042	sp|Q9D8X0|MANBL_MOUSE	tr|A0A6J2A8I6|A0A6J2A8I6_ACIJB
OG0009043	sp|Q8VCF0|MAVS_MOUSE	tr|A0A6J2AA87|A0A6J2AA87_ACIJB
OG0009044	sp|P28656|NP1L1_MOUSE	tr|A0A6J2ABZ4|A0A6J2ABZ4_ACIJB
OG0009045	sp|Q8BN21|VRK2_MOUSE	tr|A0A6J2AE48|A0A6J2AE48_ACIJB
OG0009046	sp|Q9D1Z2|CK091_MOUSE	tr|A0A6J2AFY8|A0A6J2AFY8_ACIJB
OG0009047	sp|Q9D7J9|ECHD3_MOUSE	tr|A0A6J2AIH7|A0A6J2AIH7_ACIJB
OG0009048	sp|Q99ME3|SNCAP_MOUSE	tr|A0A6J2ARH9|A0A6J2ARH9_ACIJB
OG0009049	sp|O08644|EPHB6_MOUSE	tr|A0A6J2AST7|A0A6J2AST7_ACIJB
OG0009050	sp|O54732|MMP15_MOUSE	tr|A0A6J2AT07|A0A6J2AT07_ACIJB
OG0009051	sp|P0C7L0|WIPF3_MOUSE	tr|A0A6J2AT80|A0A6J2AT80_ACIJB
OG0009052	sp|Q8BSI6|R3HC1_MOUSE	tr|A0A6J2AXJ8|A0A6J2AXJ8_ACIJB
OG0009053	sp|Q80W49|CRBG3_MOUSE	tr|A0A6J2AYW3|A0A6J2AYW3_ACIJB
OG0009054	sp|Q8C0D7|ING4_MOUSE	tr|A0A6I9ZAM6|A0A6I9ZAM6_ACIJB
OG0009055	tr|Q8VFP4|Q8VFP4_MOUSE	tr|A0A6I9ZB70|A0A6I9ZB70_ACIJB
OG0009056	sp|Q8CJ96|RASF8_MOUSE	tr|A0A6I9ZK64|A0A6I9ZK64_ACIJB
OG0009057	sp|P16882|GHR_MOUSE	tr|A0A6I9ZK88|A0A6I9ZK88_ACIJB
OG0009058	sp|Q9Z247|FKBP9_MOUSE	tr|A0A6I9ZK94|A0A6I9ZK94_ACIJB
OG0009059	sp|Q8C4J0|CCD60_MOUSE	tr|A0A6I9ZMX6|A0A6I9ZMX6_ACIJB
OG0009060	sp|Q78PG9|CCD25_MOUSE	tr|A0A6I9ZN83|A0A6I9ZN83_ACIJB
OG0009061	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A6I9ZPU0|A0A6I9ZPU0_ACIJB
OG0009062	sp|P14869|RLA0_MOUSE	tr|A0A6I9ZQ55|A0A6I9ZQ55_ACIJB
OG0009063	sp|A2A825|CPLN2_MOUSE	tr|A0A6I9ZRH6|A0A6I9ZRH6_ACIJB
OG0009064	sp|Q6P8K8|CBPA4_MOUSE	tr|A0A6I9ZSC4|A0A6I9ZSC4_ACIJB
OG0009065	sp|Q9D5T0|ATAD1_MOUSE	tr|A0A6I9ZYY1|A0A6I9ZYY1_ACIJB
OG0009066	sp|Q80TL7|MON2_MOUSE	tr|A0A6I9ZZH8|A0A6I9ZZH8_ACIJB
OG0009067	sp|P97295|NPY2R_MOUSE	tr|A0A6J0A095|A0A6J0A095_ACIJB
OG0009068	sp|Q8BZ33|TENS4_MOUSE	tr|A0A6J0A1S3|A0A6J0A1S3_ACIJB
OG0009069	sp|Q9EPA7|NMNA1_MOUSE	tr|A0A6J0A379|A0A6J0A379_ACIJB
OG0009070	sp|P62751|RL23A_MOUSE	tr|A0A6J0A401|A0A6J0A401_ACIJB
OG0009071	sp|Q9Z1Q2|ABHGA_MOUSE	tr|A0A6J0A4X5|A0A6J0A4X5_ACIJB
OG0009072	sp|P70280|VAMP7_MOUSE	tr|A0A6J0A628|A0A6J0A628_ACIJB
OG0009073	tr|G3X9A2|G3X9A2_MOUSE	tr|A0A6J0A847|A0A6J0A847_ACIJB
OG0009074	tr|A0A1D5RMC2|A0A1D5RMC2_MOUSE	tr|A0A6J0A9F6|A0A6J0A9F6_ACIJB
OG0009075	sp|P97376|FRG1_MOUSE	tr|A0A6J0AA83|A0A6J0AA83_ACIJB
OG0009076	sp|Q8VHH7|ADCY3_MOUSE	tr|A0A6J1X710|A0A6J1X710_ACIJB
OG0009077	sp|Q8K1S4|UNC5A_MOUSE	tr|A0A6J1XF36|A0A6J1XF36_ACIJB
OG0009078	sp|Q8R2T8|TF3C5_MOUSE	tr|A0A6J1XFR3|A0A6J1XFR3_ACIJB
OG0009079	sp|Q8BFU3|RN214_MOUSE	tr|A0A6J1XIU1|A0A6J1XIU1_ACIJB
OG0009080	sp|Q8C310|ROBO4_MOUSE	tr|A0A6J1XJC2|A0A6J1XJC2_ACIJB
OG0009081	sp|Q9D668|ARRD2_MOUSE	tr|A0A6J1XNV9|A0A6J1XNV9_ACIJB
OG0009082	sp|Q6P3A1|STMD1_MOUSE	tr|A0A6J1XUX0|A0A6J1XUX0_ACIJB
OG0009083	sp|Q6XP49|GLIS3_MOUSE	tr|A0A6J1XWH7|A0A6J1XWH7_ACIJB
OG0009084	sp|Q91XD4|FTCD_MOUSE	tr|A0A6J1XXI7|A0A6J1XXI7_ACIJB
OG0009085	sp|Q9QXP4|DONS_MOUSE	tr|A0A6J1XY35|A0A6J1XY35_ACIJB
OG0009086	sp|Q8K4F6|NSUN5_MOUSE	tr|A0A6J1XYZ0|A0A6J1XYZ0_ACIJB
OG0009087	sp|Q8K3A9|MEPCE_MOUSE	tr|A0A6J1XZC4|A0A6J1XZC4_ACIJB
OG0009088	sp|Q6PE13|PRRT3_MOUSE	tr|A0A6J1Y0S2|A0A6J1Y0S2_ACIJB
OG0009089	sp|P59999|ARPC4_MOUSE	tr|A0A6J1Y0W1|A0A6J1Y0W1_ACIJB
OG0009090	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A6J1Y3M9|A0A6J1Y3M9_ACIJB
OG0009091	sp|Q6JPI3|MD13L_MOUSE	tr|A0A6J1Y733|A0A6J1Y733_ACIJB
OG0009092	sp|Q9D8Y8|ING5_MOUSE	tr|A0A6J1Y846|A0A6J1Y846_ACIJB
OG0009093	sp|Q9JK83|PAR6B_MOUSE	tr|A0A6J1YDS3|A0A6J1YDS3_ACIJB
OG0009094	sp|Q8CEF8|RN222_MOUSE	tr|A0A6J1YEU5|A0A6J1YEU5_ACIJB
OG0009095	sp|Q7TNM2|TRI46_MOUSE	tr|A0A6J1YJT9|A0A6J1YJT9_ACIJB
OG0009096	sp|Q9Z1P7|KANK3_MOUSE	tr|A0A6J1YNR2|A0A6J1YNR2_ACIJB
OG0009097	sp|Q91WG5|AAKG2_MOUSE	tr|A0A6J1YR05|A0A6J1YR05_ACIJB
OG0009098	sp|Q766D5|B4GN4_MOUSE	tr|A0A6J1YT36|A0A6J1YT36_ACIJB
OG0009099	sp|Q3UJZ3|ARMC7_MOUSE	tr|A0A6J1YV49|A0A6J1YV49_ACIJB
OG0009100	sp|Q9R0M3|SRPX_MOUSE	tr|A0A6J1YXI5|A0A6J1YXI5_ACIJB
OG0009101	sp|Q8CIZ9|NOX1_MOUSE	tr|A0A6J1YYT8|A0A6J1YYT8_ACIJB
OG0009102	sp|O88809|DCX_MOUSE	tr|A0A6J1YZS1|A0A6J1YZS1_ACIJB
OG0009103	sp|Q8BXR9|OSBL6_MOUSE	tr|A0A6J1Z4M7|A0A6J1Z4M7_ACIJB
OG0009104	sp|Q9JJV3|CCGL_MOUSE	tr|A0A6J1Z4T3|A0A6J1Z4T3_ACIJB
OG0009105	sp|Q9D4J3|DCBD1_MOUSE	tr|A0A6J1Z5U4|A0A6J1Z5U4_ACIJB
OG0009106	sp|Q6PAN7|PRR18_MOUSE	tr|A0A6J1Z765|A0A6J1Z765_ACIJB
OG0009107	sp|Q8CHH5|BICRL_MOUSE	tr|A0A6J1Z7P3|A0A6J1Z7P3_ACIJB
OG0009108	sp|D3Z1Q2|MRAP2_MOUSE	tr|A0A6J1Z8M1|A0A6J1Z8M1_ACIJB
