Orthogroup	Mus_musculus	Phascolarctos_cinereus
OG0008824	sp|Q9D1N4|MYMK_MOUSE	tr|A0A6P5JYJ8|A0A6P5JYJ8_PHACI
OG0008825	sp|Q9D311|DOXA2_MOUSE	tr|A0A6P5MA58|A0A6P5MA58_PHACI
OG0008826	sp|Q9D4V6|TO20L_MOUSE	tr|A0A6P5KAU2|A0A6P5KAU2_PHACI
OG0008827	sp|Q9D7P9|SPB12_MOUSE	tr|A0A6P5KZI6|A0A6P5KZI6_PHACI
OG0008828	sp|Q9DAQ4|CB081_MOUSE	tr|A0A6P5LRG3|A0A6P5LRG3_PHACI
OG0008829	sp|Q9JL19|NCOA6_MOUSE	tr|A0A6P5L845|A0A6P5L845_PHACI
OG0008830	sp|Q9QXA6|BAT1_MOUSE	tr|A0A6P5K6T9|A0A6P5K6T9_PHACI
OG0008831	sp|Q9QXF8|GNMT_MOUSE	tr|A0A6P5JE83|A0A6P5JE83_PHACI
OG0008832	sp|Q9QXQ1|PDE7B_MOUSE	tr|A0A6P5KCQ3|A0A6P5KCQ3_PHACI
OG0008833	sp|Q9R0N6|SYT8_MOUSE	tr|A0A6P5J651|A0A6P5J651_PHACI
OG0008834	tr|A2A716|A2A716_MOUSE	tr|A0A6P5L4T4|A0A6P5L4T4_PHACI
OG0008835	sp|A2A870|FBF1_MOUSE	tr|A0A6P5LNU5|A0A6P5LNU5_PHACI
OG0008836	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A6P5JMV3|A0A6P5JMV3_PHACI
OG0008837	sp|E9PUL5|PRRT2_MOUSE	tr|A0A6P5M1Y4|A0A6P5M1Y4_PHACI
OG0008838	tr|J3QNE4|J3QNE4_MOUSE	tr|A0A6P5JXX6|A0A6P5JXX6_PHACI
OG0008839	sp|O08581|KCNK1_MOUSE	tr|A0A6P5LJZ1|A0A6P5LJZ1_PHACI
OG0008840	sp|O35173|KCNS1_MOUSE	tr|A0A6P5K4X6|A0A6P5K4X6_PHACI
OG0008841	sp|O35679|ISK4_MOUSE	tr|A0A6P5IPG7|A0A6P5IPG7_PHACI
OG0008842	sp|O70579|PM34_MOUSE	tr|A0A6P5K042|A0A6P5K042_PHACI
OG0008843	sp|P24699|MYF5_MOUSE	tr|A0A6P5KTW2|A0A6P5KTW2_PHACI
OG0008844	sp|P28352|APEX1_MOUSE	tr|A0A6P5LFW8|A0A6P5LFW8_PHACI
OG0008845	sp|P48986|NDF6_MOUSE	tr|A0A6P5JLP7|A0A6P5JLP7_PHACI
OG0008846	sp|P58355|S45A2_MOUSE	tr|A0A6P5L6C1|A0A6P5L6C1_PHACI
OG0008847	sp|P98084|APBA2_MOUSE	tr|A0A6P5IQJ2|A0A6P5IQJ2_PHACI
OG0008848	sp|Q3U435|MMP25_MOUSE	tr|A0A6P5KZ04|A0A6P5KZ04_PHACI
OG0008849	sp|Q3UFS4|GPT11_MOUSE	tr|A0A6P5KY03|A0A6P5KY03_PHACI
OG0008850	sp|Q3V016|HIPK4_MOUSE	tr|A0A6P5JTK8|A0A6P5JTK8_PHACI
OG0008851	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A6P5ILX2|A0A6P5ILX2_PHACI
OG0008852	sp|Q5SV80|MYO19_MOUSE	tr|A0A6P5KPB5|A0A6P5KPB5_PHACI
OG0008853	sp|Q5U680|SAMC_MOUSE	tr|A0A6P5JUI0|A0A6P5JUI0_PHACI
OG0008854	sp|Q66JX5|CEP43_MOUSE	tr|A0A6P5IV88|A0A6P5IV88_PHACI
OG0008855	sp|Q69ZK7|F214A_MOUSE	tr|A0A6P5JTH4|A0A6P5JTH4_PHACI
OG0008856	sp|Q69ZK9|NLGN2_MOUSE	tr|A0A6P5IJ36|A0A6P5IJ36_PHACI
OG0008857	sp|Q6PFX2|BEND6_MOUSE	tr|A0A6P5LCV0|A0A6P5LCV0_PHACI
OG0008858	sp|Q6S5I3|S115A_MOUSE	tr|A0A6P5KQI3|A0A6P5KQI3_PHACI
OG0008859	sp|Q6ZPR1|CFA97_MOUSE	tr|A0A6P5LXU4|A0A6P5LXU4_PHACI
OG0008860	sp|Q80X59|TMC5B_MOUSE	tr|A0A6P5KXH8|A0A6P5KXH8_PHACI
OG0008861	sp|Q80X82|SYMPK_MOUSE	tr|A0A6P5JMD9|A0A6P5JMD9_PHACI
OG0008862	sp|Q80YR6|CTIP_MOUSE	tr|A0A6P5IQI0|A0A6P5IQI0_PHACI
OG0008863	tr|Q80ZP0|Q80ZP0_MOUSE	tr|A0A6P5KIQ8|A0A6P5KIQ8_PHACI
OG0008864	sp|Q810P3|CDKN3_MOUSE	tr|A0A6P5LWN2|A0A6P5LWN2_PHACI
OG0008865	sp|Q8BH32|SUSD4_MOUSE	tr|A0A6P5JY41|A0A6P5JY41_PHACI
OG0008866	sp|Q8BY98|SWAHD_MOUSE	tr|A0A6P5JI62|A0A6P5JI62_PHACI
OG0008867	sp|Q8C0J6|SWAHC_MOUSE	tr|A0A6P5IIB4|A0A6P5IIB4_PHACI
OG0008868	sp|Q8C190|VP9D1_MOUSE	tr|A0A6P5KID5|A0A6P5KID5_PHACI
OG0008869	sp|Q8CF31|CK094_MOUSE	tr|A0A6P5M433|A0A6P5M433_PHACI
OG0008870	sp|Q8CFT2|SET1B_MOUSE	tr|A0A6P5J4C5|A0A6P5J4C5_PHACI
OG0008871	sp|Q8K0V4|CNOT3_MOUSE	tr|A0A6P5LNT8|A0A6P5LNT8_PHACI
OG0008872	sp|Q8K1T4|LY65B_MOUSE	tr|A0A6P5JFZ1|A0A6P5JFZ1_PHACI
OG0008873	sp|Q8R218|T150B_MOUSE	tr|A0A6P5LLK3|A0A6P5LLK3_PHACI
OG0008874	sp|Q8R480|NUP85_MOUSE	tr|A0A6P5LIV8|A0A6P5LIV8_PHACI
OG0008875	sp|Q8VCK7|SYCN_MOUSE	tr|A0A6P5JAR7|A0A6P5JAR7_PHACI
OG0008876	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A6P5IYX6|A0A6P5IYX6_PHACI
OG0008877	sp|Q91VA6|PDIP2_MOUSE	tr|A0A6P5I9F2|A0A6P5I9F2_PHACI
OG0008878	sp|Q91WG5|AAKG2_MOUSE	tr|A0A6P5MAT2|A0A6P5MAT2_PHACI
OG0008879	sp|Q91ZD1|OSR2_MOUSE	tr|A0A6P5J0P9|A0A6P5J0P9_PHACI
OG0008880	sp|Q924S7|SPRE2_MOUSE	tr|A0A6P5K7Z4|A0A6P5K7Z4_PHACI
OG0008881	sp|Q99P25|TXIP1_MOUSE	tr|A0A6P5KH76|A0A6P5KH76_PHACI
OG0008882	sp|Q9CWK3|CD2B2_MOUSE	tr|A0A6P5M040|A0A6P5M040_PHACI
OG0008883	sp|Q9CWQ8|CAST1_MOUSE	tr|A0A6P5L667|A0A6P5L667_PHACI
OG0008884	sp|Q9CZ44|NSF1C_MOUSE	tr|A0A6P5KNI5|A0A6P5KNI5_PHACI
OG0008885	sp|Q9D4V0|EKI1_MOUSE	tr|A0A6P5KX06|A0A6P5KX06_PHACI
OG0008886	sp|Q9DAL3|CCD54_MOUSE	tr|A0A6P5LIP2|A0A6P5LIP2_PHACI
OG0008887	sp|Q9DBD5|PELP1_MOUSE	tr|A0A6P5ILR5|A0A6P5ILR5_PHACI
OG0008888	sp|Q9ES18|FOXJ2_MOUSE	tr|A0A6P5KVK7|A0A6P5KVK7_PHACI
OG0008889	sp|Q9JIB0|MOG1_MOUSE	tr|A0A6P5ITT6|A0A6P5ITT6_PHACI
OG0008890	sp|Q9QX60|DGUOK_MOUSE	tr|A0A6P5M5C3|A0A6P5M5C3_PHACI
OG0008891	sp|Q9WTM5|RUVB2_MOUSE	tr|A0A6P5LS05|A0A6P5LS05_PHACI
OG0008892	tr|V9GXH0|V9GXH0_MOUSE	tr|A0A6P5JWX3|A0A6P5JWX3_PHACI
OG0008893	sp|A2A699|F1712_MOUSE	tr|A0A6P5L5N4|A0A6P5L5N4_PHACI
OG0008894	sp|A2AT37|RENT2_MOUSE	tr|A0A6P5LAX5|A0A6P5LAX5_PHACI
OG0008895	sp|B2RQA1|KCA10_MOUSE	tr|A0A6P5LEV6|A0A6P5LEV6_PHACI
OG0008896	sp|B9EJ80|PDZD8_MOUSE	tr|A0A6P5KE64|A0A6P5KE64_PHACI
OG0008897	sp|D3YV10|CCD13_MOUSE	tr|A0A6P5LA36|A0A6P5LA36_PHACI
OG0008898	sp|O08734|BAK_MOUSE	tr|A0A6P5LBI2|A0A6P5LBI2_PHACI
OG0008899	sp|O55208|FIGLA_MOUSE	tr|A0A6P5K7C6|A0A6P5K7C6_PHACI
OG0008900	sp|P18608|HMGN1_MOUSE	tr|A0A6P5J5M1|A0A6P5J5M1_PHACI
OG0008901	sp|P37238|PPARG_MOUSE	tr|A0A6P5JR37|A0A6P5JR37_PHACI
OG0008902	sp|P39447|ZO1_MOUSE	tr|A0A6P5IK07|A0A6P5IK07_PHACI
OG0008903	sp|P70269|CATE_MOUSE	tr|A0A6P5LKN9|A0A6P5LKN9_PHACI
OG0008904	sp|P97300|NPTN_MOUSE	tr|A0A6P5KWE6|A0A6P5KWE6_PHACI
OG0008905	sp|Q14AE4|WFDC3_MOUSE	tr|A0A6P5IRS2|A0A6P5IRS2_PHACI
OG0008906	sp|Q14BT6|A4GCT_MOUSE	tr|A0A6P5K818|A0A6P5K818_PHACI
OG0008907	sp|Q2MKA5|ACHA5_MOUSE	tr|A0A6P5JKK2|A0A6P5JKK2_PHACI
OG0008908	sp|Q3U3E2|F117B_MOUSE	tr|A0A6P5JBH1|A0A6P5JBH1_PHACI
OG0008909	sp|Q5XKE0|MYPC2_MOUSE	tr|A0A6P5IZV6|A0A6P5IZV6_PHACI
OG0008910	sp|Q64012|RALY_MOUSE	tr|A0A6P5L8D6|A0A6P5L8D6_PHACI
OG0008911	sp|Q6NZK8|PTPC1_MOUSE	tr|A0A6P5JY32|A0A6P5JY32_PHACI
OG0008912	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A6P5JVS7|A0A6P5JVS7_PHACI
OG0008913	sp|Q7TN58|TMC8_MOUSE	tr|A0A6P5IRG7|A0A6P5IRG7_PHACI
OG0008914	sp|Q7TQK0|CCNT2_MOUSE	tr|A0A6P5M301|A0A6P5M301_PHACI
OG0008915	sp|Q80XK6|ATG2B_MOUSE	tr|A0A6P5M046|A0A6P5M046_PHACI
OG0008916	sp|Q8BZF8|PGM5_MOUSE	tr|A0A6P5LIA4|A0A6P5LIA4_PHACI
OG0008917	sp|Q8CII2|CD123_MOUSE	tr|A0A6P5LI30|A0A6P5LI30_PHACI
OG0008918	sp|Q8K450|SPG16_MOUSE	tr|A0A6P5M147|A0A6P5M147_PHACI
OG0008919	sp|Q8QZY1|EIF3L_MOUSE	tr|A0A6P5JZM8|A0A6P5JZM8_PHACI
OG0008920	sp|Q8R0K4|CC137_MOUSE	tr|A0A6P5LJ53|A0A6P5LJ53_PHACI
OG0008921	sp|Q8R1H0|HOP_MOUSE	tr|A0A6P5JC77|A0A6P5JC77_PHACI
OG0008922	sp|Q8R1M0|HMCES_MOUSE	tr|A0A6P5JTY4|A0A6P5JTY4_PHACI
OG0008923	sp|Q91YJ5|IF2M_MOUSE	tr|A0A6P5L588|A0A6P5L588_PHACI
OG0008924	sp|Q922C1|CS044_MOUSE	tr|A0A6P5IVP8|A0A6P5IVP8_PHACI
OG0008925	sp|Q9BCZ4|SELS_MOUSE	tr|A0A6P5IAP2|A0A6P5IAP2_PHACI
OG0008926	sp|Q9CQ00|DMAC1_MOUSE	tr|A0A6P5LTY3|A0A6P5LTY3_PHACI
OG0008927	sp|Q9CXE6|XRCC3_MOUSE	tr|A0A6P5IXG8|A0A6P5IXG8_PHACI
OG0008928	sp|Q9D2C2|SAAL1_MOUSE	tr|A0A6P5LRE8|A0A6P5LRE8_PHACI
OG0008929	sp|Q9D7B1|DUS2L_MOUSE	tr|A0A6P5KK26|A0A6P5KK26_PHACI
OG0008930	sp|Q9D806|VSTM5_MOUSE	tr|A0A6P5LE77|A0A6P5LE77_PHACI
OG0008931	sp|Q9DB25|ALG5_MOUSE	tr|A0A6P5IWX8|A0A6P5IWX8_PHACI
OG0008932	sp|Q9JJV5|CCG3_MOUSE	tr|A0A6P5KYM8|A0A6P5KYM8_PHACI
OG0008933	sp|Q9JL04|FMN2_MOUSE	tr|A0A6P5JVP4|A0A6P5JVP4_PHACI
OG0008934	sp|Q9JLF6|TGM1_MOUSE	tr|A0A6P5J3F9|A0A6P5J3F9_PHACI
OG0008935	sp|Q9QUP4|CHST5_MOUSE	tr|A0A6P5IDR5|A0A6P5IDR5_PHACI
OG0008936	sp|Q9WUD1|CHIP_MOUSE	tr|A0A6P5LVA3|A0A6P5LVA3_PHACI
OG0008937	sp|Q9WVF6|PA2GD_MOUSE	tr|A0A6P5J3I9|A0A6P5J3I9_PHACI
OG0008938	sp|Q9WVS6|PRKN_MOUSE	tr|A0A6P5KCE3|A0A6P5KCE3_PHACI
OG0008939	sp|Q9Z248|AEBP2_MOUSE	tr|A0A6P5KVS6|A0A6P5KVS6_PHACI
OG0008940	sp|Q9Z2P8|VAMP5_MOUSE	tr|A0A6P5ISN7|A0A6P5ISN7_PHACI
OG0008941	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A6P5IBK2|A0A6P5IBK2_PHACI
OG0008942	tr|A0A571BES4|A0A571BES4_MOUSE	tr|A0A6P5JXS7|A0A6P5JXS7_PHACI
OG0008943	sp|A6X942|SH24B_MOUSE	tr|A0A6P5JFN9|A0A6P5JFN9_PHACI
OG0008944	tr|G3UW60|G3UW60_MOUSE	tr|A0A6P5KC32|A0A6P5KC32_PHACI
OG0008945	sp|O08900|IKZF3_MOUSE	tr|A0A6P5LBA3|A0A6P5LBA3_PHACI
OG0008947	sp|P24063|ITAL_MOUSE	tr|A0A6P5M7H4|A0A6P5M7H4_PHACI
OG0008948	sp|P32082|GHRHR_MOUSE	tr|A0A6P5ID18|A0A6P5ID18_PHACI
OG0008949	sp|P35278|RAB5C_MOUSE	tr|A0A6P5J528|A0A6P5J528_PHACI
OG0008950	sp|P52483|UB2E3_MOUSE	tr|A0A6P5M0Q0|A0A6P5M0Q0_PHACI
OG0008951	sp|P61148|FGF1_MOUSE	tr|A0A6P5LQT0|A0A6P5LQT0_PHACI
OG0008952	sp|P62082|RS7_MOUSE	tr|A0A6P5ISE0|A0A6P5ISE0_PHACI
OG0008953	sp|P98156|VLDLR_MOUSE	tr|A0A6P5LND4|A0A6P5LND4_PHACI
OG0008954	sp|Q01102|LYAM3_MOUSE	tr|A0A6P5JGX3|A0A6P5JGX3_PHACI
OG0008955	sp|Q04999|INHBB_MOUSE	tr|A0A6P5IBZ9|A0A6P5IBZ9_PHACI
OG0008956	sp|Q0VGT4|ZGRF1_MOUSE	tr|A0A6P5LG05|A0A6P5LG05_PHACI
OG0008957	sp|Q148V7|RELCH_MOUSE	tr|A0A6P5KZK1|A0A6P5KZK1_PHACI
OG0008958	sp|Q3UYG1|CC160_MOUSE	tr|A0A6P5J2V3|A0A6P5J2V3_PHACI
OG0008959	sp|Q60687|FSHB_MOUSE	tr|A0A0D4D8I6|A0A0D4D8I6_PHACI
OG0008960	sp|Q61003|CD6_MOUSE	tr|A0A6P5JC41|A0A6P5JC41_PHACI
OG0008961	sp|Q65Z93|YPEL4_MOUSE	tr|A0A6P5J6U0|A0A6P5J6U0_PHACI
OG0008962	sp|Q6IE26|EPHX4_MOUSE	tr|A0A6P5JIZ1|A0A6P5JIZ1_PHACI
OG0008963	sp|Q6NSW3|SPKAP_MOUSE	tr|A0A6P5J5Z7|A0A6P5J5Z7_PHACI
OG0008964	sp|Q6P2K3|CF20D_MOUSE	tr|A0A6P5J154|A0A6P5J154_PHACI
OG0008965	sp|Q7TQQ0|O1509_MOUSE	tr|A0A6P5LXM3|A0A6P5LXM3_PHACI
OG0008966	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A6P5JP75|A0A6P5JP75_PHACI
OG0008967	sp|Q8BH55|THNS1_MOUSE	tr|A0A6P5JS90|A0A6P5JS90_PHACI
OG0008968	sp|Q8BU30|SYIC_MOUSE	tr|A0A6P5IG29|A0A6P5IG29_PHACI
OG0008969	sp|Q8BW70|UBP38_MOUSE	tr|A0A6P5KM43|A0A6P5KM43_PHACI
OG0008970	sp|Q8C0D9|CEP68_MOUSE	tr|A0A6P5K6Z4|A0A6P5K6Z4_PHACI
OG0008971	sp|Q8C4J7|TBL3_MOUSE	tr|A0A6P5LVB7|A0A6P5LVB7_PHACI
OG0008972	sp|Q8C838|TARG1_MOUSE	tr|A0A6P5LVS4|A0A6P5LVS4_PHACI
OG0008973	sp|Q8CCH7|FOG2_MOUSE	tr|A0A6P5J3H4|A0A6P5J3H4_PHACI
OG0008974	sp|Q8CGE9|RGS12_MOUSE	tr|A0A6P5KSK6|A0A6P5KSK6_PHACI
OG0008975	sp|Q8K2Y3|EVA1B_MOUSE	tr|A0A6P5K386|A0A6P5K386_PHACI
OG0008976	sp|Q8K352|SASH3_MOUSE	tr|A0A6P5IWT9|A0A6P5IWT9_PHACI
OG0008977	sp|Q8R207|SPTSA_MOUSE	tr|A0A6P5LWB9|A0A6P5LWB9_PHACI
OG0008978	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A6P5L2G7|A0A6P5L2G7_PHACI
OG0008979	sp|Q91V88|NPNT_MOUSE	tr|A0A6P5J7W8|A0A6P5J7W8_PHACI
OG0008980	sp|Q91W43|GCSP_MOUSE	tr|A0A6P5M1A0|A0A6P5M1A0_PHACI
OG0008981	sp|Q91WD1|RPC4_MOUSE	tr|A0A6P5JJT0|A0A6P5JJT0_PHACI
OG0008982	sp|Q91WK2|EIF3H_MOUSE	tr|A0A6P5IFX5|A0A6P5IFX5_PHACI
OG0008983	sp|Q91WZ8|DTBP1_MOUSE	tr|A0A6P5KCH2|A0A6P5KCH2_PHACI
OG0008984	sp|Q99K99|CD019_MOUSE	tr|A0A6P5KPY5|A0A6P5KPY5_PHACI
OG0008985	sp|Q99M07|COA5_MOUSE	tr|A0A6P5KYJ5|A0A6P5KYJ5_PHACI
OG0008986	sp|Q99MB1|TLR3_MOUSE	tr|A0A6P5LXV1|A0A6P5LXV1_PHACI
OG0008987	sp|Q9CWQ0|DPH5_MOUSE	tr|A0A6P5LG65|A0A6P5LG65_PHACI
OG0008988	sp|Q9CWY3|SETD6_MOUSE	tr|A0A6P5IA80|A0A6P5IA80_PHACI
OG0008989	sp|Q9CXW3|CYBP_MOUSE	tr|A0A6P5IVM8|A0A6P5IVM8_PHACI
OG0008990	sp|Q9D4C6|LR2BP_MOUSE	tr|A0A6P5LXP7|A0A6P5LXP7_PHACI
OG0008991	sp|Q9D9A7|PTG3L_MOUSE	tr|A0A6P5JB45|A0A6P5JB45_PHACI
OG0008992	sp|Q9QXS6|DREB_MOUSE	tr|A0A6P5LCL4|A0A6P5LCL4_PHACI
OG0008993	sp|Q9QYB8|ADDB_MOUSE	tr|A0A6P5K7W7|A0A6P5K7W7_PHACI
OG0008994	sp|Q9WV66|MARH7_MOUSE	tr|A0A6P5LWG7|A0A6P5LWG7_PHACI
OG0008995	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A6P5JFF1|A0A6P5JFF1_PHACI
OG0008996	tr|A2AM80|A2AM80_MOUSE	tr|A0A6P5J3J8|A0A6P5J3J8_PHACI
OG0008997	sp|D7PDD4|G6B_MOUSE	tr|A0A6P5JFY3|A0A6P5JFY3_PHACI
OG0008998	sp|E9Q7F2|RN169_MOUSE	tr|A0A6P5KL85|A0A6P5KL85_PHACI
OG0008999	sp|O08692|NGP_MOUSE	tr|A0A6P5LAL0|A0A6P5LAL0_PHACI
OG0009000	sp|O35144|TERF2_MOUSE	tr|A0A6P5KJY4|A0A6P5KJY4_PHACI
OG0009001	sp|P06683|CO9_MOUSE	tr|A0A6P5L275|A0A6P5L275_PHACI
OG0009002	sp|P12979|MYOG_MOUSE	tr|A0A6P5LRZ9|A0A6P5LRZ9_PHACI
OG0009003	sp|P20239|ZP2_MOUSE	tr|A0A6P5IQ40|A0A6P5IQ40_PHACI
OG0009004	sp|P24161|CD3Z_MOUSE	tr|A0A6P5JH07|A0A6P5JH07_PHACI
OG0009005	sp|P40646|SOX7_MOUSE	tr|A0A6P5KJE3|A0A6P5KJE3_PHACI
OG0009006	sp|P49586|PCY1A_MOUSE	tr|A0A6P5K8I6|A0A6P5K8I6_PHACI
OG0009007	sp|P51954|NEK1_MOUSE	tr|A0A6P5L6L9|A0A6P5L6L9_PHACI
OG0009008	sp|P55264|ADK_MOUSE	tr|A0A6P5LTC3|A0A6P5LTC3_PHACI
OG0009009	sp|P58158|B3GA3_MOUSE	tr|A0A6P5IYS2|A0A6P5IYS2_PHACI
OG0009010	sp|P58389|PTPA_MOUSE	tr|A0A6P5IS25|A0A6P5IS25_PHACI
OG0009011	sp|P62892|RL39_MOUSE	tr|A0A6P5J9I9|A0A6P5J9I9_PHACI
OG0009012	sp|P68510|1433F_MOUSE	tr|A0A6P5L9J5|A0A6P5L9J5_PHACI
OG0009013	sp|Q05860|FMN1_MOUSE	tr|A0A6P5KZZ1|A0A6P5KZZ1_PHACI
OG0009014	sp|Q07174|M3K8_MOUSE	tr|A0A6P5KKK4|A0A6P5KKK4_PHACI
OG0009015	sp|Q0VAX3|FS2P1_MOUSE	tr|A0A6P5J787|A0A6P5J787_PHACI
OG0009016	sp|Q3UCQ1|FOXK2_MOUSE	tr|A0A6P5KDY1|A0A6P5KDY1_PHACI
OG0009017	sp|Q3URV1|BROMI_MOUSE	tr|A0A6P5KDF7|A0A6P5KDF7_PHACI
OG0009018	sp|Q3UZP4|SVIP_MOUSE	tr|A0A6P5LHJ8|A0A6P5LHJ8_PHACI
OG0009019	sp|Q60974|NCOR1_MOUSE	tr|A0A6P5LZI9|A0A6P5LZI9_PHACI
OG0009020	sp|Q61070|EI24_MOUSE	tr|A0A6P5LE76|A0A6P5LE76_PHACI
OG0009021	sp|Q61081|CDC37_MOUSE	tr|A0A6P5KXF2|A0A6P5KXF2_PHACI
OG0009022	sp|Q6PB66|LPPRC_MOUSE	tr|A0A6P5LM11|A0A6P5LM11_PHACI
OG0009023	sp|Q6YNI2|GPR6_MOUSE	tr|A0A6P5M1Z7|A0A6P5M1Z7_PHACI
OG0009024	sp|Q704Y3|TRPV1_MOUSE	tr|A0A6P5IP00|A0A6P5IP00_PHACI
OG0009025	sp|Q7TNS8|EPOP_MOUSE	tr|A0A6P5L532|A0A6P5L532_PHACI
OG0009026	sp|Q80UG5|SEPT9_MOUSE	tr|A0A6P5IRP9|A0A6P5IRP9_PHACI
OG0009027	sp|Q80XP8|FA76B_MOUSE	tr|A0A6P5LDU8|A0A6P5LDU8_PHACI
OG0009028	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A6P5K1P7|A0A6P5K1P7_PHACI
OG0009029	sp|Q8BLU0|FLRT2_MOUSE	tr|A0A6P5LGZ6|A0A6P5LGZ6_PHACI
OG0009030	sp|Q8BMY7|ISK2_MOUSE	tr|A0A6P5JA84|A0A6P5JA84_PHACI
OG0009031	sp|Q8BN57|CC033_MOUSE	tr|A0A6P5KIX9|A0A6P5KIX9_PHACI
OG0009032	sp|Q8BUM3|PTN7_MOUSE	tr|A0A6P5LRZ5|A0A6P5LRZ5_PHACI
OG0009033	sp|Q8C9X6|EPC1_MOUSE	tr|A0A6P5KN61|A0A6P5KN61_PHACI
OG0009034	sp|Q8CBR1|ILDR1_MOUSE	tr|A0A6P5KAH2|A0A6P5KAH2_PHACI
OG0009035	sp|Q8CF94|RHD_MOUSE	tr|A0A6P5K0X9|A0A6P5K0X9_PHACI
OG0009036	sp|Q8CHC4|SYNJ1_MOUSE	tr|A0A6P5L0C1|A0A6P5L0C1_PHACI
OG0009037	sp|Q91WN2|T150A_MOUSE	tr|A0A6P5ISM0|A0A6P5ISM0_PHACI
OG0009038	sp|Q99JS0|NCMAP_MOUSE	tr|A0A6P5K0E4|A0A6P5K0E4_PHACI
OG0009039	sp|Q99LW6|YAF2_MOUSE	tr|A0A6P5JVC4|A0A6P5JVC4_PHACI
OG0009040	sp|Q9CWZ3|RBM8A_MOUSE	tr|A0A6P5LQB0|A0A6P5LQB0_PHACI
OG0009041	sp|Q9D486|CMIP_MOUSE	tr|A0A6P5KRD4|A0A6P5KRD4_PHACI
OG0009042	sp|Q9JIQ3|DBLOH_MOUSE	tr|A0A6P5IXL5|A0A6P5IXL5_PHACI
OG0009043	sp|Q9JME9|VTM2B_MOUSE	tr|A0A6P5K6X9|A0A6P5K6X9_PHACI
OG0009044	sp|Q9JMG1|EDF1_MOUSE	tr|A0A6P5JYH3|A0A6P5JYH3_PHACI
OG0009045	sp|Q9WVS8|MK07_MOUSE	tr|A0A6P5LV63|A0A6P5LV63_PHACI
OG0009046	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A6P5JLN1|A0A6P5JLN1_PHACI
OG0009047	sp|A2AGB2|CA087_MOUSE	tr|A0A6P5KSS8|A0A6P5KSS8_PHACI
OG0009048	sp|B2RXZ1|PNDC1_MOUSE	tr|A0A6P5KA63|A0A6P5KA63_PHACI
OG0009049	sp|E9PW74|GIMD1_MOUSE	tr|A0A6P5J8C1|A0A6P5J8C1_PHACI
OG0009050	sp|O08641|SH3Y1_MOUSE	tr|A0A6P5IHP6|A0A6P5IHP6_PHACI
OG0009051	sp|O35305|TNR11_MOUSE	tr|A0A6P5L778|A0A6P5L778_PHACI
OG0009052	sp|O35551|RABE1_MOUSE	tr|A0A6P5INB3|A0A6P5INB3_PHACI
OG0009053	sp|O54743|FOXF2_MOUSE	tr|A0A6P5JMR8|A0A6P5JMR8_PHACI
OG0009054	sp|O88384|VTI1B_MOUSE	tr|A0A6P5LWA5|A0A6P5LWA5_PHACI
OG0009055	sp|P14115|RL27A_MOUSE	tr|A0A6P5LNX9|A0A6P5LNX9_PHACI
OG0009056	sp|P17950|IER2_MOUSE	tr|A0A6P5L5D3|A0A6P5L5D3_PHACI
OG0009057	sp|P26361|CFTR_MOUSE	tr|A0A6P5JKM6|A0A6P5JKM6_PHACI
OG0009058	sp|P31245|HXA2_MOUSE	tr|A0A6P5KTA8|A0A6P5KTA8_PHACI
OG0009059	sp|P35762|CD81_MOUSE	tr|A0A6P5IW62|A0A6P5IW62_PHACI
OG0009060	sp|P54276|MSH6_MOUSE	tr|A0A6P5LFW4|A0A6P5LFW4_PHACI
OG0009061	sp|P58929|GMEB2_MOUSE	tr|A0A6P5JXH5|A0A6P5JXH5_PHACI
OG0009062	sp|P59941|SIR6_MOUSE	tr|A0A6P5J7R6|A0A6P5J7R6_PHACI
OG0009063	sp|P61804|DAD1_MOUSE	tr|A0A6P5M4M9|A0A6P5M4M9_PHACI
OG0009064	sp|P61922|GABT_MOUSE	tr|A0A6P5J2Q9|A0A6P5J2Q9_PHACI
OG0009065	sp|P63271|SPT4A_MOUSE	tr|A0A6P5KPK3|A0A6P5KPK3_PHACI
OG0009066	sp|P70259|GP143_MOUSE	tr|A0A6P5LXD4|A0A6P5LXD4_PHACI
OG0009067	sp|Q0VBP7|SHSL1_MOUSE	tr|A0A6P5K0K3|A0A6P5K0K3_PHACI
OG0009068	sp|Q5SPV6|CB073_MOUSE	tr|A0A6P5L180|A0A6P5L180_PHACI
OG0009069	sp|Q5SUV1|RSAD1_MOUSE	tr|A0A6P5JBE9|A0A6P5JBE9_PHACI
OG0009070	sp|Q62348|TSN_MOUSE	tr|A0A6P5IIY2|A0A6P5IIY2_PHACI
OG0009071	tr|Q63953|Q63953_MOUSE	tr|A0A6P5L7E1|A0A6P5L7E1_PHACI
OG0009072	sp|Q6EDY6|CARL1_MOUSE	tr|A0A6P5KD86|A0A6P5KD86_PHACI
