Orthogroup	Mus_musculus	Cavia_porcellus
OG0006993	sp|Q8BGT8|PHIPL_MOUSE	tr|A0A286XFD0|A0A286XFD0_CAVPO
OG0006994	sp|Q8CGC4|LS14B_MOUSE	tr|A0A286XMX3|A0A286XMX3_CAVPO
OG0006995	sp|O35454|CLCN6_MOUSE	tr|A0A286XNN3|A0A286XNN3_CAVPO
OG0006996	sp|Q9CQL7|MOFA1_MOUSE	tr|A0A286XNT5|A0A286XNT5_CAVPO
OG0006997	sp|Q3URK1|CC190_MOUSE	tr|A0A286XQJ0|A0A286XQJ0_CAVPO
OG0006998	sp|P97764|WBP1_MOUSE	tr|A0A286XQM4|A0A286XQM4_CAVPO
OG0006999	sp|Q9CUL5|DRC11_MOUSE	tr|A0A286XR78|A0A286XR78_CAVPO
OG0007000	sp|Q9JJP2|P73_MOUSE	tr|A0A286XSJ9|A0A286XSJ9_CAVPO
OG0007001	sp|Q921W4|QORL1_MOUSE	tr|A0A286XW94|A0A286XW94_CAVPO
OG0007002	sp|Q9CYY7|PLD3B_MOUSE	tr|A0A286XWC4|A0A286XWC4_CAVPO
OG0007003	sp|Q8BSU2|CXL16_MOUSE	tr|A0A286XY48|A0A286XY48_CAVPO
OG0007004	sp|Q62415|ASPP1_MOUSE	tr|A0A286XYS5|A0A286XYS5_CAVPO
OG0007005	sp|Q9CY21|BUD23_MOUSE	tr|A0A286XZB4|A0A286XZB4_CAVPO
OG0007006	sp|Q62425|NDUA4_MOUSE	tr|A0A286Y030|A0A286Y030_CAVPO
OG0007007	sp|Q91ZG2|MPPD1_MOUSE	tr|A0A286Y1E3|A0A286Y1E3_CAVPO
OG0007008	sp|Q8BK72|RT27_MOUSE	tr|A0A286Y1Q9|A0A286Y1Q9_CAVPO
OG0007009	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A286Y3K1|A0A286Y3K1_CAVPO
OG0007010	tr|E9QA22|E9QA22_MOUSE	tr|A0A286Y3Z0|A0A286Y3Z0_CAVPO
OG0007011	sp|Q8VDL9|GLIS2_MOUSE	tr|A0A286Y4G6|A0A286Y4G6_CAVPO
OG0007012	sp|Q8K4G2|CONA1_MOUSE	tr|A0A286Y4T9|A0A286Y4T9_CAVPO
OG0007013	sp|Q149B8|PERM1_MOUSE	tr|H0UVH8|H0UVH8_CAVPO
OG0007014	sp|P26049|GBRA3_MOUSE	tr|H0UVN7|H0UVN7_CAVPO
OG0007015	sp|Q3UFB2|BCD1_MOUSE	tr|H0UVT6|H0UVT6_CAVPO
OG0007016	sp|A2RSY6|TRM1L_MOUSE	tr|H0UWI2|H0UWI2_CAVPO
OG0007017	sp|Q99LD8|DDAH2_MOUSE	tr|H0UX52|H0UX52_CAVPO
OG0007018	sp|A6H619|PHRF1_MOUSE	tr|H0UXS9|H0UXS9_CAVPO
OG0007019	sp|P70362|UFD1_MOUSE	tr|H0UY57|H0UY57_CAVPO
OG0007020	sp|Q6P1E1|ZMIZ1_MOUSE	tr|H0UY58|H0UY58_CAVPO
OG0007021	sp|Q8VE91|RETR1_MOUSE	tr|H0UY68|H0UY68_CAVPO
OG0007022	sp|Q3KNK3|NB5R2_MOUSE	tr|H0UYI3|H0UYI3_CAVPO
OG0007023	sp|Q02248|CTNB1_MOUSE	tr|H0UZN6|H0UZN6_CAVPO
OG0007024	sp|Q91ZW2|OFUT1_MOUSE	tr|H0V0G2|H0V0G2_CAVPO
OG0007025	sp|Q8C8N3|VWC2_MOUSE	tr|H0V137|H0V137_CAVPO
OG0007026	sp|Q80VL1|TDRKH_MOUSE	tr|H0V154|H0V154_CAVPO
OG0007027	sp|Q5H8A1|NMS_MOUSE	tr|H0V2E1|H0V2E1_CAVPO
OG0007028	sp|Q3UU67|TRAT1_MOUSE	tr|H0V3P8|H0V3P8_CAVPO
OG0007029	sp|A2CE44|ZXDB_MOUSE	tr|H0V4G5|H0V4G5_CAVPO
OG0007030	sp|O35566|CD151_MOUSE	tr|H0V6H3|H0V6H3_CAVPO
OG0007031	sp|A2A5E6|Z385C_MOUSE	tr|H0V7R0|H0V7R0_CAVPO
OG0007032	sp|Q9D516|YJU2B_MOUSE	tr|H0V810|H0V810_CAVPO
OG0007033	sp|Q9Z0G2|SRPK3_MOUSE	tr|H0V8T9|H0V8T9_CAVPO
OG0007034	sp|Q64434|PTK6_MOUSE	tr|H0V8U3|H0V8U3_CAVPO
OG0007035	sp|Q8BPG6|SUMF2_MOUSE	tr|H0V928|H0V928_CAVPO
OG0007036	sp|P31266|SUH_MOUSE	tr|H0V973|H0V973_CAVPO
OG0007037	sp|Q80Y55|BSDC1_MOUSE	tr|H0V9D6|H0V9D6_CAVPO
OG0007038	sp|Q8BFY6|PEF1_MOUSE	tr|H0V9F8|H0V9F8_CAVPO
OG0007039	sp|Q811M1|RHG15_MOUSE	tr|H0VA67|H0VA67_CAVPO
OG0007040	sp|Q9Z0Y7|IRS4_MOUSE	tr|H0VAN4|H0VAN4_CAVPO
OG0007041	sp|P43006|EAA2_MOUSE	tr|H0VAW8|H0VAW8_CAVPO
OG0007042	sp|Q7TNS2|MIC10_MOUSE	tr|H0VBC6|H0VBC6_CAVPO
OG0007043	sp|O70174|ACHA4_MOUSE	tr|H0VH58|H0VH58_CAVPO
OG0007044	sp|P97478|COQ7_MOUSE	tr|H0VHI5|H0VHI5_CAVPO
OG0007045	sp|Q8BZT9|LACC1_MOUSE	tr|H0VIR7|H0VIR7_CAVPO
OG0007046	sp|Q9JJQ0|PIGB_MOUSE	tr|H0VJP5|H0VJP5_CAVPO
OG0007047	tr|E9PUR0|E9PUR0_MOUSE	tr|H0VK14|H0VK14_CAVPO
OG0007048	sp|Q9D8V7|SC11C_MOUSE	tr|H0VKA8|H0VKA8_CAVPO
OG0007049	sp|Q9ESK3|CAN10_MOUSE	tr|H0VLK9|H0VLK9_CAVPO
OG0007050	sp|Q3THK3|T2FA_MOUSE	tr|H0VLV9|H0VLV9_CAVPO
OG0007051	sp|P55099|TKNK_MOUSE	tr|H0VMK3|H0VMK3_CAVPO
OG0007052	tr|A0A1D5RLR8|A0A1D5RLR8_MOUSE	tr|H0VP06|H0VP06_CAVPO
OG0007053	sp|Q8C1E1|BPIB2_MOUSE	tr|H0VQG0|H0VQG0_CAVPO
OG0007054	sp|Q99KU0|VMP1_MOUSE	tr|H0VRP8|H0VRP8_CAVPO
OG0007055	sp|P06728|APOA4_MOUSE	tr|H0VUA6|H0VUA6_CAVPO
OG0007056	sp|Q99P25|TXIP1_MOUSE	tr|H0VYZ1|H0VYZ1_CAVPO
OG0007057	sp|Q6ZQ93|UBP34_MOUSE	tr|H0VZ98|H0VZ98_CAVPO
OG0007058	sp|Q61578|ADRO_MOUSE	tr|H0W190|H0W190_CAVPO
OG0007059	sp|Q8R4Y4|STAB1_MOUSE	tr|H0W1C8|H0W1C8_CAVPO
OG0007060	sp|Q8CHR9|PIHD2_MOUSE	tr|H0W309|H0W309_CAVPO
OG0007061	sp|Q9QY53|NPHP1_MOUSE	tr|H0W4V8|H0W4V8_CAVPO
OG0007062	sp|Q09324|GCNT1_MOUSE	tr|H0W5Q0|H0W5Q0_CAVPO
OG0007063	sp|Q8R3H9|TTC4_MOUSE	tr|H0W6F6|H0W6F6_CAVPO
OG0007064	sp|Q9WV31|ARC_MOUSE	tr|H0W8B8|H0W8B8_CAVPO
OG0007065	sp|P20782|ACHE_MOUSE	tr|H0W8Y5|H0W8Y5_CAVPO
OG0007066	sp|Q8R2H9|PHOP1_MOUSE	tr|H0WCI2|H0WCI2_CAVPO
OG0007067	sp|Q60749|KHDR1_MOUSE	tr|H0WE19|H0WE19_CAVPO
OG0007068	sp|Q8CB96|RASF4_MOUSE	tr|A0A286X8E0|A0A286X8E0_CAVPO
OG0007069	sp|Q99LP6|GRPE1_MOUSE	tr|A0A286X9H5|A0A286X9H5_CAVPO
OG0007070	sp|Q7M6Y3|PICAL_MOUSE	tr|A0A286XCR9|A0A286XCR9_CAVPO
OG0007071	sp|P0C913|OCC1_MOUSE	tr|A0A286XD68|A0A286XD68_CAVPO
OG0007072	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A286XDI4|A0A286XDI4_CAVPO
OG0007073	sp|O55128|SAP18_MOUSE	tr|A0A286XDZ6|A0A286XDZ6_CAVPO
OG0007074	sp|Q61471|TOB1_MOUSE	tr|A0A286XF09|A0A286XF09_CAVPO
OG0007075	sp|Q8VDN4|CCD92_MOUSE	tr|A0A286XLL4|A0A286XLL4_CAVPO
OG0007076	sp|Q8R087|B4GT7_MOUSE	tr|A0A286XPK8|A0A286XPK8_CAVPO
OG0007077	tr|F2Z3U3|F2Z3U3_MOUSE	tr|A0A286XSD0|A0A286XSD0_CAVPO
OG0007078	sp|P10833|RRAS_MOUSE	tr|A0A286XSE4|A0A286XSE4_CAVPO
OG0007079	sp|Q9QXF8|GNMT_MOUSE	tr|A0A286XSY9|A0A286XSY9_CAVPO
OG0007080	sp|Q8BG84|LAIR1_MOUSE	tr|A0A286XU47|A0A286XU47_CAVPO
OG0007081	sp|P61082|UBC12_MOUSE	tr|A0A286XVD2|A0A286XVD2_CAVPO
OG0007082	sp|Q8K479|C1QT5_MOUSE	tr|A0A286XW85|A0A286XW85_CAVPO
OG0007083	sp|Q9CZS3|CEP20_MOUSE	tr|A0A286XX91|A0A286XX91_CAVPO
OG0007084	sp|P14404|MECOM_MOUSE	tr|A0A286XYA7|A0A286XYA7_CAVPO
OG0007085	tr|E9Q598|E9Q598_MOUSE	tr|A0A286XYZ5|A0A286XYZ5_CAVPO
OG0007086	sp|P62915|TF2B_MOUSE	tr|A0A286Y0Y2|A0A286Y0Y2_CAVPO
OG0007087	tr|B9EKH0|B9EKH0_MOUSE	tr|A0A286Y238|A0A286Y238_CAVPO
OG0007088	sp|Q9QUK3|CLN8_MOUSE	tr|A0A286Y284|A0A286Y284_CAVPO
OG0007089	sp|P61327|MGN_MOUSE	tr|A0A286Y322|A0A286Y322_CAVPO
OG0007090	sp|Q99LH9|3BP5L_MOUSE	tr|A0A286Y361|A0A286Y361_CAVPO
OG0007091	sp|Q6NZL6|TONSL_MOUSE	tr|A0A286Y3F0|A0A286Y3F0_CAVPO
OG0007092	sp|Q9JI67|B3GT5_MOUSE	tr|A0A286Y471|A0A286Y471_CAVPO
OG0007093	sp|Q8VC04|T106A_MOUSE	tr|A0A286Y4C2|A0A286Y4C2_CAVPO
OG0007094	sp|Q8R1L8|ANGL8_MOUSE	tr|A0A286Y513|A0A286Y513_CAVPO
OG0007095	sp|Q9JHG2|RCAN2_MOUSE	tr|A0A286Y5J7|A0A286Y5J7_CAVPO
OG0007096	sp|Q9D2J7|ANKE1_MOUSE	tr|H0UVM3|H0UVM3_CAVPO
OG0007097	sp|Q8BK62|OLFL3_MOUSE	tr|H0UVW5|H0UVW5_CAVPO
OG0007098	tr|B2RS76|B2RS76_MOUSE	tr|H0UWA4|H0UWA4_CAVPO
OG0007099	sp|Q62273|S26A2_MOUSE	tr|H0UXF5|H0UXF5_CAVPO
OG0007100	sp|O35544|EAA4_MOUSE	tr|H0UXR1|H0UXR1_CAVPO
OG0007101	sp|Q8BX17|GEMI5_MOUSE	tr|H0V0Y1|H0V0Y1_CAVPO
OG0007102	sp|Q9D9R3|SPAT9_MOUSE	tr|H0V1A5|H0V1A5_CAVPO
OG0007103	sp|Q3UZD7|GAR1B_MOUSE	tr|H0V1G5|H0V1G5_CAVPO
OG0007104	sp|Q80V42|CBPM_MOUSE	tr|H0V2X2|H0V2X2_CAVPO
OG0007105	sp|Q9CX92|CXE1_MOUSE	tr|H0V3U1|H0V3U1_CAVPO
OG0007106	sp|Q9DB27|MCTS1_MOUSE	tr|H0V5M0|H0V5M0_CAVPO
OG0007107	sp|Q62217|SEM5A_MOUSE	tr|H0V7L8|H0V7L8_CAVPO
OG0007108	tr|E9Q9K8|E9Q9K8_MOUSE	tr|H0V964|H0V964_CAVPO
OG0007109	sp|Q8BND3|WDR35_MOUSE	tr|H0V982|H0V982_CAVPO
OG0007110	sp|Q8K2X2|RBM48_MOUSE	tr|H0V9Z3|H0V9Z3_CAVPO
OG0007111	sp|P62892|RL39_MOUSE	tr|H0VAC5|H0VAC5_CAVPO
OG0007112	sp|Q91V87|FGRL1_MOUSE	tr|H0VBE9|H0VBE9_CAVPO
OG0007113	sp|O35633|VIAAT_MOUSE	tr|H0VCS0|H0VCS0_CAVPO
OG0007114	sp|Q9R0T8|IKKE_MOUSE	tr|H0VDG7|H0VDG7_CAVPO
OG0007115	sp|Q9JLI3|MMEL1_MOUSE	tr|H0VFW5|H0VFW5_CAVPO
OG0007116	sp|Q9D4I2|MEII1_MOUSE	tr|H0VG60|H0VG60_CAVPO
OG0007117	sp|Q8K285|FCHO1_MOUSE	tr|H0VGU2|H0VGU2_CAVPO
OG0007118	sp|Q8JZM4|DNER_MOUSE	tr|H0VJG2|H0VJG2_CAVPO
OG0007119	sp|Q8CE50|SNX30_MOUSE	tr|H0VK69|H0VK69_CAVPO
OG0007120	sp|Q80UN9|MOD5_MOUSE	tr|H0VMB2|H0VMB2_CAVPO
OG0007121	tr|F8VPK0|F8VPK0_MOUSE	tr|H0VPF4|H0VPF4_CAVPO
OG0007122	sp|Q2TA57|ASPH1_MOUSE	tr|H0VPL7|H0VPL7_CAVPO
OG0007123	sp|Q91ZP6|NFIP2_MOUSE	tr|H0VRL7|H0VRL7_CAVPO
OG0007124	tr|Q925T4|Q925T4_MOUSE	tr|H0VW03|H0VW03_CAVPO
OG0007125	sp|Q99K82|SMOX_MOUSE	tr|H0VWJ3|H0VWJ3_CAVPO
OG0007126	sp|Q8C5T4|MORN3_MOUSE	tr|H0VZB0|H0VZB0_CAVPO
OG0007127	sp|Q8BRM6|MEI4_MOUSE	tr|H0VZB6|H0VZB6_CAVPO
OG0007128	sp|Q761V0|SC6A5_MOUSE	tr|H0W6Y1|H0W6Y1_CAVPO
OG0007129	sp|P03930|ATP8_MOUSE	sp|Q9TEG7|ATP8_CAVPO
OG0007130	sp|Q8R079|BFAR_MOUSE	tr|A0A286XAN3|A0A286XAN3_CAVPO
OG0007131	sp|Q9CXI0|COQ5_MOUSE	tr|A0A286XBK4|A0A286XBK4_CAVPO
OG0007132	tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A286XH43|A0A286XH43_CAVPO
OG0007133	sp|Q9CQZ7|RPC10_MOUSE	tr|A0A286XHR2|A0A286XHR2_CAVPO
OG0007134	sp|Q9EPL2|CSTN1_MOUSE	tr|A0A286XJT1|A0A286XJT1_CAVPO
OG0007135	sp|Q80T23|SYTL5_MOUSE	tr|A0A286XK38|A0A286XK38_CAVPO
OG0007136	sp|A2AJA9|AJM1_MOUSE	tr|A0A286XKS4|A0A286XKS4_CAVPO
OG0007137	sp|P70284|TGIF1_MOUSE	tr|A0A286XMA5|A0A286XMA5_CAVPO
OG0007138	sp|Q9CR51|VATG1_MOUSE	tr|A0A286XMG7|A0A286XMG7_CAVPO
OG0007139	sp|Q4FJU9|TMM40_MOUSE	tr|A0A286XMV3|A0A286XMV3_CAVPO
OG0007140	sp|P70429|EVL_MOUSE	tr|A0A286XND2|A0A286XND2_CAVPO
OG0007141	sp|Q7TSI1|PKHM1_MOUSE	tr|A0A286XNG1|A0A286XNG1_CAVPO
OG0007142	sp|Q9JK38|GNA1_MOUSE	tr|A0A286XTA2|A0A286XTA2_CAVPO
OG0007143	sp|Q80WJ1|GGN_MOUSE	tr|A0A286XWG1|A0A286XWG1_CAVPO
OG0007144	sp|Q99MH6|NKD1_MOUSE	tr|A0A286Y0H7|A0A286Y0H7_CAVPO
OG0007145	sp|Q80WR5|CA174_MOUSE	tr|A0A286Y253|A0A286Y253_CAVPO
OG0007146	sp|P97434|MPRIP_MOUSE	tr|A0A286Y569|A0A286Y569_CAVPO
OG0007147	sp|Q8CD92|TTC27_MOUSE	tr|H0UTB7|H0UTB7_CAVPO
OG0007148	sp|Q99PE9|ARL4D_MOUSE	tr|H0UTY0|H0UTY0_CAVPO
OG0007149	sp|Q9JHA8|VWA7_MOUSE	tr|H0UUX3|H0UUX3_CAVPO
OG0007150	sp|Q7TSQ1|CL18A_MOUSE	tr|H0UYE3|H0UYE3_CAVPO
OG0007151	sp|O70194|EIF3D_MOUSE	tr|H0UYS6|H0UYS6_CAVPO
OG0007152	sp|Q9D659|VISTA_MOUSE	tr|H0V028|H0V028_CAVPO
OG0007153	sp|Q9CZB3|THUM2_MOUSE	tr|H0V0Q2|H0V0Q2_CAVPO
OG0007154	sp|Q8R3J4|MTEF3_MOUSE	tr|H0V0Z7|H0V0Z7_CAVPO
OG0007155	sp|Q91WD1|RPC4_MOUSE	tr|H0V1F6|H0V1F6_CAVPO
OG0007156	sp|Q6AXC6|DDX11_MOUSE	tr|H0V1P8|H0V1P8_CAVPO
OG0007157	sp|P97343|UHMK1_MOUSE	tr|H0V3F1|H0V3F1_CAVPO
OG0007158	sp|Q920P3|BRNP1_MOUSE	tr|H0V836|H0V836_CAVPO
OG0007159	sp|Q8CJ40|CROCC_MOUSE	tr|H0VAM7|H0VAM7_CAVPO
OG0007160	sp|Q5GH64|XKR7_MOUSE	tr|H0VB11|H0VB11_CAVPO
OG0007161	sp|Q9JJR6|CK016_MOUSE	tr|H0VCI9|H0VCI9_CAVPO
OG0007162	sp|Q9D5P4|ADAD2_MOUSE	tr|H0VCW5|H0VCW5_CAVPO
OG0007163	sp|Q8BJ03|COX15_MOUSE	tr|H0VFE2|H0VFE2_CAVPO
OG0007164	sp|Q921W0|CHM1A_MOUSE	tr|H0VFI8|H0VFI8_CAVPO
OG0007165	tr|F7BAB2|F7BAB2_MOUSE	tr|H0VGN4|H0VGN4_CAVPO
OG0007166	sp|Q80V70|MEGF6_MOUSE	tr|H0VII6|H0VII6_CAVPO
OG0007167	sp|O70445|BARD1_MOUSE	tr|H0VJB3|H0VJB3_CAVPO
OG0007168	sp|Q61033|LAP2A_MOUSE	tr|H0VJJ8|H0VJJ8_CAVPO
OG0007169	sp|Q6PAM1|TXLNA_MOUSE	tr|H0VKE9|H0VKE9_CAVPO
OG0007170	sp|Q6PDX6|RN220_MOUSE	tr|H0VKG7|H0VKG7_CAVPO
OG0007171	sp|P97480|EYA3_MOUSE	tr|H0VLL5|H0VLL5_CAVPO
OG0007172	sp|Q7TT28|REXO1_MOUSE	tr|H0VLT3|H0VLT3_CAVPO
OG0007173	sp|Q9CR53|NMB_MOUSE	tr|H0VMK5|H0VMK5_CAVPO
OG0007174	sp|Q61490|CD166_MOUSE	tr|H0VN48|H0VN48_CAVPO
OG0007175	sp|Q3UVR3|TTBK2_MOUSE	tr|H0VN80|H0VN80_CAVPO
OG0007176	sp|Q2MH31|SMRP1_MOUSE	tr|H0VNI3|H0VNI3_CAVPO
OG0007177	sp|Q8C176|TAF2_MOUSE	tr|H0VQC0|H0VQC0_CAVPO
OG0007178	sp|Q9ES46|PARVB_MOUSE	tr|H0VUI1|H0VUI1_CAVPO
OG0007179	sp|Q7TQJ1|MALD1_MOUSE	tr|H0VYT2|H0VYT2_CAVPO
OG0007180	sp|Q99JT5|KRCC1_MOUSE	tr|H0VZ40|H0VZ40_CAVPO
OG0007181	sp|Q9DBZ9|SYDE1_MOUSE	tr|H0VZ67|H0VZ67_CAVPO
OG0007182	sp|Q8C0F9|PRS35_MOUSE	tr|H0W1X7|H0W1X7_CAVPO
OG0007183	sp|Q9Z0L0|TPBG_MOUSE	tr|H0W3J1|H0W3J1_CAVPO
OG0007184	sp|Q8CFA2|GCST_MOUSE	tr|H0W3X3|H0W3X3_CAVPO
OG0007185	sp|Q9WUD1|CHIP_MOUSE	tr|H0W5B3|H0W5B3_CAVPO
OG0007186	sp|P58459|ATS10_MOUSE	tr|H0W6A8|H0W6A8_CAVPO
OG0007187	sp|Q9JJ59|ABCB9_MOUSE	tr|H0W7H6|H0W7H6_CAVPO
OG0007188	sp|Q8VEB4|PAG15_MOUSE	tr|H0W7Y3|H0W7Y3_CAVPO
OG0007189	sp|Q8VEY3|OL958_MOUSE	tr|H0W8T4|H0W8T4_CAVPO
OG0007190	tr|Q8VFU5|Q8VFU5_MOUSE	tr|H0W926|H0W926_CAVPO
OG0007191	sp|Q9WTQ8|TIM23_MOUSE	tr|H0WAT7|H0WAT7_CAVPO
OG0007192	sp|Q6KAU7|PKHG2_MOUSE	tr|H0WBS7|H0WBS7_CAVPO
OG0007193	sp|P97414|KCNQ1_MOUSE	sp|O70344|KCNQ1_CAVPO
OG0007194	sp|Q8C0I1|ADAS_MOUSE	sp|P97275|ADAS_CAVPO
OG0007195	sp|P49817|CAV1_MOUSE	tr|Q07E12|Q07E12_CAVPO
OG0007196	sp|P97819|PLPL9_MOUSE	tr|A0A286X898|A0A286X898_CAVPO
OG0007197	sp|Q7SIG6|ASAP2_MOUSE	tr|A0A286X9B5|A0A286X9B5_CAVPO
OG0007198	sp|Q3U285|LCORL_MOUSE	tr|A0A286XA11|A0A286XA11_CAVPO
OG0007199	tr|Q8BGR1|Q8BGR1_MOUSE	tr|A0A286XC94|A0A286XC94_CAVPO
OG0007200	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A286XCQ9|A0A286XCQ9_CAVPO
OG0007201	sp|Q8BX07|CTDS2_MOUSE	tr|A0A286XD86|A0A286XD86_CAVPO
OG0007202	sp|Q8CIE6|COPA_MOUSE	tr|A0A286XE72|A0A286XE72_CAVPO
OG0007203	sp|Q80TL4|PHF24_MOUSE	tr|A0A286XFG7|A0A286XFG7_CAVPO
OG0007204	sp|Q99M03|RWD2B_MOUSE	tr|A0A286XFH9|A0A286XFH9_CAVPO
OG0007205	sp|Q8BH57|WDR48_MOUSE	tr|A0A286XGG0|A0A286XGG0_CAVPO
OG0007206	sp|A2AED3|FNDC7_MOUSE	tr|A0A286XGI6|A0A286XGI6_CAVPO
OG0007207	sp|O54829|RGS7_MOUSE	tr|A0A286XGT4|A0A286XGT4_CAVPO
OG0007208	sp|Q9JL04|FMN2_MOUSE	tr|A0A286XGZ9|A0A286XGZ9_CAVPO
OG0007209	sp|Q9EPW0|INP4A_MOUSE	tr|A0A286XJ00|A0A286XJ00_CAVPO
OG0007210	sp|Q8C8R3|ANK2_MOUSE	tr|A0A286XLB2|A0A286XLB2_CAVPO
OG0007211	sp|Q8R242|DIAC_MOUSE	tr|A0A286XM19|A0A286XM19_CAVPO
OG0007212	sp|Q6PB97|FXL19_MOUSE	tr|A0A286XMP9|A0A286XMP9_CAVPO
OG0007213	sp|Q9D9D9|CP141_MOUSE	tr|A0A286XNS7|A0A286XNS7_CAVPO
OG0007214	sp|Q9JM14|NT5C_MOUSE	tr|A0A286XPX3|A0A286XPX3_CAVPO
OG0007215	sp|Q7TPD6|RAVR2_MOUSE	tr|A0A286XPY9|A0A286XPY9_CAVPO
OG0007216	sp|Q8BKT6|TSN12_MOUSE	tr|A0A286XQ45|A0A286XQ45_CAVPO
OG0007217	sp|A2AVA0|SVEP1_MOUSE	tr|A0A286XSP5|A0A286XSP5_CAVPO
OG0007218	sp|Q8R4E4|MYOZ3_MOUSE	tr|A0A286XTR3|A0A286XTR3_CAVPO
OG0007219	tr|Q76M80|Q76M80_MOUSE	tr|A0A286XTW5|A0A286XTW5_CAVPO
OG0007220	sp|Q9CZL5|PHS2_MOUSE	tr|A0A286XV00|A0A286XV00_CAVPO
OG0007221	sp|P52592|S1PR2_MOUSE	tr|A0A286XVS7|A0A286XVS7_CAVPO
OG0007222	sp|Q5XG73|ACBD5_MOUSE	tr|A0A286XW89|A0A286XW89_CAVPO
OG0007223	sp|P08074|CBR2_MOUSE	tr|A0A286XZ75|A0A286XZ75_CAVPO
OG0007224	sp|Q8VC56|RNF8_MOUSE	tr|A0A286Y0Q7|A0A286Y0Q7_CAVPO
OG0007225	sp|Q9JJJ3|AQP9_MOUSE	tr|A0A286Y480|A0A286Y480_CAVPO
OG0007226	sp|Q8BM75|ARI5B_MOUSE	tr|A0A286Y4B8|A0A286Y4B8_CAVPO
OG0007227	tr|E9PXQ7|E9PXQ7_MOUSE	tr|A0A286Y4F6|A0A286Y4F6_CAVPO
OG0007228	sp|P62301|RS13_MOUSE	tr|H0UT04|H0UT04_CAVPO
OG0007229	sp|Q8BX70|VP13C_MOUSE	tr|H0UT67|H0UT67_CAVPO
OG0007230	sp|Q8C102|GALT5_MOUSE	tr|H0UV09|H0UV09_CAVPO
OG0007231	sp|A2AKX3|SETX_MOUSE	tr|H0UWB8|H0UWB8_CAVPO
OG0007232	sp|Q8R3P7|CLUA1_MOUSE	tr|H0UWD2|H0UWD2_CAVPO
OG0007233	sp|Q921E6|EED_MOUSE	tr|H0UX43|H0UX43_CAVPO
OG0007234	sp|Q9DC40|TELO2_MOUSE	tr|H0V0J5|H0V0J5_CAVPO
OG0007235	sp|Q9R1K7|TBD_MOUSE	tr|H0V4B6|H0V4B6_CAVPO
OG0007236	tr|Q9D3J3|Q9D3J3_MOUSE	tr|H0V4T3|H0V4T3_CAVPO
OG0007237	sp|Q8BSN9|FAKD3_MOUSE	tr|H0V862|H0V862_CAVPO
OG0007238	sp|Q9D9M4|PDZD9_MOUSE	tr|H0V8D2|H0V8D2_CAVPO
OG0007239	sp|Q8BMP6|GCP60_MOUSE	tr|H0V9I4|H0V9I4_CAVPO
OG0007240	sp|Q9CY64|BIEA_MOUSE	tr|H0VBM8|H0VBM8_CAVPO
OG0007241	sp|Q80U44|ZFY16_MOUSE	tr|H0VC59|H0VC59_CAVPO
OG0007242	sp|Q62028|PLA2R_MOUSE	tr|H0VC96|H0VC96_CAVPO
OG0007243	sp|Q9CWH5|TRM11_MOUSE	tr|H0VDW8|H0VDW8_CAVPO
OG0007244	sp|P70371|TERF1_MOUSE	tr|H0VF28|H0VF28_CAVPO
OG0007245	sp|P27548|CD40L_MOUSE	tr|H0VH17|H0VH17_CAVPO
OG0007246	tr|Q8C689|Q8C689_MOUSE	tr|H0VHV7|H0VHV7_CAVPO
OG0007247	sp|Q8BZ20|PAR12_MOUSE	tr|H0VIN7|H0VIN7_CAVPO
OG0007248	tr|Q5U4H9|Q5U4H9_MOUSE	tr|H0VIS1|H0VIS1_CAVPO
OG0007249	sp|P19437|CD20_MOUSE	tr|H0VLC6|H0VLC6_CAVPO
OG0007250	sp|Q9CWJ9|PUR9_MOUSE	tr|H0VM96|H0VM96_CAVPO
OG0007251	sp|Q9EPL0|XYLT2_MOUSE	tr|H0VNC9|H0VNC9_CAVPO
OG0007252	sp|Q9DC63|FBX3_MOUSE	tr|H0VP13|H0VP13_CAVPO
OG0007253	sp|P48320|DCE2_MOUSE	tr|H0VPE1|H0VPE1_CAVPO
OG0007254	sp|P56392|CX7A1_MOUSE	tr|H0VQC3|H0VQC3_CAVPO
OG0007255	sp|P70326|TBX5_MOUSE	tr|H0VRB3|H0VRB3_CAVPO
OG0007256	sp|O35594|IFT81_MOUSE	tr|H0VRW1|H0VRW1_CAVPO
OG0007257	sp|Q6GQV0|TEDC2_MOUSE	tr|H0VS90|H0VS90_CAVPO
OG0007258	sp|O54824|IL16_MOUSE	tr|H0VTH2|H0VTH2_CAVPO
OG0007259	sp|Q99ML4|DIK1B_MOUSE	tr|H0VUU1|H0VUU1_CAVPO
OG0007260	sp|Q61574|FOXS1_MOUSE	tr|H0VVA0|H0VVA0_CAVPO
OG0007261	sp|Q8VFV4|O1440_MOUSE	tr|H0VVL9|H0VVL9_CAVPO
OG0007262	sp|P60324|NANO3_MOUSE	tr|H0VXT1|H0VXT1_CAVPO
OG0007263	sp|Q7M6Y2|SOX11_MOUSE	tr|H0VXU7|H0VXU7_CAVPO
OG0007264	sp|A6H6E9|TT23L_MOUSE	tr|H0VYI9|H0VYI9_CAVPO
