Orthogroup	Mus_musculus	Lipotes_vexillifer
OG0005641	sp|Q8BG89|ZN365_MOUSE	tr|A0A340WBI5|A0A340WBI5_LIPVE
OG0005642	sp|Q9D7D7|CLD23_MOUSE	tr|A0A340WC72|A0A340WC72_LIPVE
OG0005643	sp|P70120|HES5_MOUSE	tr|A0A340WHA8|A0A340WHA8_LIPVE
OG0005644	sp|Q9EQS9|IGDC4_MOUSE	tr|A0A340WHM5|A0A340WHM5_LIPVE
OG0005645	sp|P48299|EDN3_MOUSE	tr|A0A340WIU1|A0A340WIU1_LIPVE
OG0005646	sp|Q9DC58|DRAM1_MOUSE	tr|A0A340WKJ9|A0A340WKJ9_LIPVE
OG0005647	sp|Q9JL19|NCOA6_MOUSE	tr|A0A340WL79|A0A340WL79_LIPVE
OG0005648	tr|G3X943|G3X943_MOUSE	tr|A0A340WLF5|A0A340WLF5_LIPVE
OG0005649	sp|P28574|MAX_MOUSE	tr|A0A340WN51|A0A340WN51_LIPVE
OG0005650	sp|P49710|HCLS1_MOUSE	tr|A0A340WP68|A0A340WP68_LIPVE
OG0005651	sp|Q7TT16|IPMK_MOUSE	tr|A0A340WQ14|A0A340WQ14_LIPVE
OG0005652	sp|Q9DAE8|CA074_MOUSE	tr|A0A340WS00|A0A340WS00_LIPVE
OG0005653	sp|Q8K072|REEP4_MOUSE	tr|A0A340WU84|A0A340WU84_LIPVE
OG0005654	sp|Q3UZB0|ARMX5_MOUSE	tr|A0A340WWS2|A0A340WWS2_LIPVE
OG0005655	sp|O08760|OGG1_MOUSE	tr|A0A340WWY4|A0A340WWY4_LIPVE
OG0005656	sp|P13595|NCAM1_MOUSE	tr|A0A340WXA6|A0A340WXA6_LIPVE
OG0005657	sp|P83940|ELOC_MOUSE	tr|A0A340WXJ8|A0A340WXJ8_LIPVE
OG0005658	sp|Q80XA0|TM121_MOUSE	tr|A0A340WYT4|A0A340WYT4_LIPVE
OG0005659	sp|Q5ND34|WDR81_MOUSE	tr|A0A340WYY2|A0A340WYY2_LIPVE
OG0005660	sp|P61168|DRD2_MOUSE	tr|A0A340WYZ9|A0A340WYZ9_LIPVE
OG0005661	sp|D3Z6P0|PDIA2_MOUSE	tr|A0A340X3F8|A0A340X3F8_LIPVE
OG0005662	sp|P22646|CD3E_MOUSE	tr|A0A340X4A2|A0A340X4A2_LIPVE
OG0005663	sp|O08983|HPS1_MOUSE	tr|A0A340X4R4|A0A340X4R4_LIPVE
OG0005664	sp|Q8C5L6|INP5K_MOUSE	tr|A0A340X4S8|A0A340X4S8_LIPVE
OG0005665	sp|A2AAJ9|OBSCN_MOUSE	tr|A0A340X4T0|A0A340X4T0_LIPVE
OG0005666	sp|Q60677|ITAE_MOUSE	tr|A0A340X4V1|A0A340X4V1_LIPVE
OG0005667	sp|Q9D3R5|F187A_MOUSE	tr|A0A340X5F0|A0A340X5F0_LIPVE
OG0005668	sp|Q3U5C7|PRIC1_MOUSE	tr|A0A340X6K6|A0A340X6K6_LIPVE
OG0005669	tr|D3Z4Z0|D3Z4Z0_MOUSE	tr|A0A340XA34|A0A340XA34_LIPVE
OG0005670	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A340XF98|A0A340XF98_LIPVE
OG0005671	sp|Q9DBV3|DHX34_MOUSE	tr|A0A340XGZ9|A0A340XGZ9_LIPVE
OG0005672	sp|Q99PT3|IN80B_MOUSE	tr|A0A340XHA6|A0A340XHA6_LIPVE
OG0005673	sp|Q8K0T2|DC2L1_MOUSE	tr|A0A340XIT4|A0A340XIT4_LIPVE
OG0005674	sp|O35228|IL27B_MOUSE	tr|A0A340XKE3|A0A340XKE3_LIPVE
OG0005675	sp|Q9R0L6|PCM1_MOUSE	tr|A0A340XLT2|A0A340XLT2_LIPVE
OG0005676	sp|Q9Z265|CHK2_MOUSE	tr|A0A340XM52|A0A340XM52_LIPVE
OG0005677	sp|A2AGB2|CA087_MOUSE	tr|A0A340XMM1|A0A340XMM1_LIPVE
OG0005678	sp|Q6PAL1|DRAXI_MOUSE	tr|A0A340XPA0|A0A340XPA0_LIPVE
OG0005679	sp|Q9CQC4|TM216_MOUSE	tr|A0A340XPX3|A0A340XPX3_LIPVE
OG0005680	sp|O54962|BAF_MOUSE	tr|A0A340XRQ1|A0A340XRQ1_LIPVE
OG0005681	sp|Q7TNR9|ARHG4_MOUSE	tr|A0A340XT33|A0A340XT33_LIPVE
OG0005682	sp|Q91ZK4|DMBX1_MOUSE	tr|A0A340XXR6|A0A340XXR6_LIPVE
OG0005683	sp|Q9JIT0|LMBR1_MOUSE	tr|A0A340XXV3|A0A340XXV3_LIPVE
OG0005684	sp|Q64337|SQSTM_MOUSE	tr|A0A340XZA0|A0A340XZA0_LIPVE
OG0005685	sp|A3KG59|P20D2_MOUSE	tr|A0A340Y1H0|A0A340Y1H0_LIPVE
OG0005686	sp|Q8VDP2|STEEP_MOUSE	tr|A0A340Y1J1|A0A340Y1J1_LIPVE
OG0005687	sp|Q64347|CLCN1_MOUSE	tr|A0A340Y2N2|A0A340Y2N2_LIPVE
OG0005688	tr|E9PY16|E9PY16_MOUSE	tr|A0A340Y428|A0A340Y428_LIPVE
OG0005689	sp|Q9JJK5|HERP1_MOUSE	tr|A0A340Y599|A0A340Y599_LIPVE
OG0005690	sp|Q8BY35|FGD2_MOUSE	tr|A0A340Y6K5|A0A340Y6K5_LIPVE
OG0005691	sp|Q9D701|UPK3L_MOUSE	tr|A0A340Y6V5|A0A340Y6V5_LIPVE
OG0005692	sp|Q5XJY4|PARL_MOUSE	tr|A0A340Y6Z5|A0A340Y6Z5_LIPVE
OG0005693	sp|Q9CY27|TECR_MOUSE	tr|A0A340Y7A4|A0A340Y7A4_LIPVE
OG0005694	sp|D3YUB6|BTBD8_MOUSE	tr|A0A340Y9S7|A0A340Y9S7_LIPVE
OG0005695	sp|Q8CIF4|BTD_MOUSE	tr|A0A340YAG4|A0A340YAG4_LIPVE
OG0005697	sp|P97351|RS3A_MOUSE	tr|A0A340YEV6|A0A340YEV6_LIPVE
OG0005698	sp|Q99KD5|UN45A_MOUSE	tr|A0A340YGN0|A0A340YGN0_LIPVE
OG0005699	sp|Q91ZY2|HRH4_MOUSE	tr|A0A340YGS9|A0A340YGS9_LIPVE
OG0005700	sp|Q8C0Q4|NEK11_MOUSE	tr|A0A340YJB7|A0A340YJB7_LIPVE
OG0005701	sp|Q3USW5|FXRD2_MOUSE	tr|A0A340WBC3|A0A340WBC3_LIPVE
OG0005702	sp|Q8VC48|PEX12_MOUSE	tr|A0A340WC38|A0A340WC38_LIPVE
OG0005703	sp|Q61387|COX7R_MOUSE	tr|A0A340WF67|A0A340WF67_LIPVE
OG0005704	sp|O88544|CSN4_MOUSE	tr|A0A340WG24|A0A340WG24_LIPVE
OG0005705	sp|P41047|TNFL6_MOUSE	tr|A0A340WH35|A0A340WH35_LIPVE
OG0005706	sp|Q80U62|RUBIC_MOUSE	tr|A0A340WHA0|A0A340WHA0_LIPVE
OG0005707	sp|Q9R0S2|MMP24_MOUSE	tr|A0A340WLA1|A0A340WLA1_LIPVE
OG0005708	sp|Q9D5E4|DRC3_MOUSE	tr|A0A340WMY5|A0A340WMY5_LIPVE
OG0005709	tr|A0A1B0GRJ3|A0A1B0GRJ3_MOUSE	tr|A0A340WQ28|A0A340WQ28_LIPVE
OG0005710	tr|A0A087WPJ1|A0A087WPJ1_MOUSE	tr|A0A340WQ43|A0A340WQ43_LIPVE
OG0005711	sp|Q9QY76|VAPB_MOUSE	tr|A0A340WR15|A0A340WR15_LIPVE
OG0005712	tr|Q3UQ17|Q3UQ17_MOUSE	tr|A0A340WRZ2|A0A340WRZ2_LIPVE
OG0005713	sp|P49182|HEP2_MOUSE	tr|A0A340WW43|A0A340WW43_LIPVE
OG0005714	sp|P43407|SDC2_MOUSE	tr|A0A340WZJ0|A0A340WZJ0_LIPVE
OG0005715	sp|O08543|EFNA5_MOUSE	tr|A0A340X0I3|A0A340X0I3_LIPVE
OG0005716	sp|Q9D7J9|ECHD3_MOUSE	tr|A0A340X0J9|A0A340X0J9_LIPVE
OG0005717	sp|P10493|NID1_MOUSE	tr|A0A340X108|A0A340X108_LIPVE
OG0005718	sp|P0C1V4|TMCO2_MOUSE	tr|A0A340X1L9|A0A340X1L9_LIPVE
OG0005719	sp|A2AVZ9|S43A3_MOUSE	tr|A0A340X2J7|A0A340X2J7_LIPVE
OG0005720	sp|A2A791|ZMYM4_MOUSE	tr|A0A340X3S1|A0A340X3S1_LIPVE
OG0005721	sp|O88854|GALR2_MOUSE	tr|A0A340X578|A0A340X578_LIPVE
OG0005722	sp|P51954|NEK1_MOUSE	tr|A0A340X7A4|A0A340X7A4_LIPVE
OG0005723	sp|O54828|RGS9_MOUSE	tr|A0A340X7Y8|A0A340X7Y8_LIPVE
OG0005724	sp|Q8R555|CRAC1_MOUSE	tr|A0A340X8E2|A0A340X8E2_LIPVE
OG0005726	sp|O70318|E41L2_MOUSE	tr|A0A340X986|A0A340X986_LIPVE
OG0005727	sp|Q8R066|C1QT4_MOUSE	tr|A0A340X9B1|A0A340X9B1_LIPVE
OG0005728	tr|E9PX57|E9PX57_MOUSE	tr|A0A340X9X0|A0A340X9X0_LIPVE
OG0005729	sp|Q9WUR9|KAD4_MOUSE	tr|A0A340XF82|A0A340XF82_LIPVE
OG0005730	sp|Q8R3I9|B3GN8_MOUSE	tr|A0A340XI31|A0A340XI31_LIPVE
OG0005731	sp|Q9D7P7|CLIC3_MOUSE	tr|A0A340XJ20|A0A340XJ20_LIPVE
OG0005732	sp|Q9JII1|INP5E_MOUSE	tr|A0A340XJ89|A0A340XJ89_LIPVE
OG0005733	sp|Q3U1Z5|GPSM3_MOUSE	tr|A0A340XKK3|A0A340XKK3_LIPVE
OG0005734	sp|P48543|KCNJ9_MOUSE	tr|A0A340XL42|A0A340XL42_LIPVE
OG0005735	sp|Q8BGB2|TTC7A_MOUSE	tr|A0A340XLY8|A0A340XLY8_LIPVE
OG0005736	sp|P68040|RACK1_MOUSE	tr|A0A340XNX6|A0A340XNX6_LIPVE
OG0005737	sp|Q8R0Y8|S2542_MOUSE	tr|A0A340XPA7|A0A340XPA7_LIPVE
OG0005738	sp|Q8BPX9|S15A3_MOUSE	tr|A0A340XPY5|A0A340XPY5_LIPVE
OG0005739	sp|A8VU90|ANKL1_MOUSE	tr|A0A340XPY7|A0A340XPY7_LIPVE
OG0005740	sp|A2AEY4|MA7D3_MOUSE	tr|A0A340XRZ7|A0A340XRZ7_LIPVE
OG0005741	sp|Q8C7W7|DCR1B_MOUSE	tr|A0A340XT76|A0A340XT76_LIPVE
OG0005742	tr|A2ABG4|A2ABG4_MOUSE	tr|A0A340XTI6|A0A340XTI6_LIPVE
OG0005743	sp|Q8BG50|TM169_MOUSE	tr|A0A340XU91|A0A340XU91_LIPVE
OG0005744	sp|Q9JJN1|FGF21_MOUSE	tr|A0A340XVK7|A0A340XVK7_LIPVE
OG0005745	sp|Q3UVY5|PCX4_MOUSE	tr|A0A340XXM3|A0A340XXM3_LIPVE
OG0005746	sp|Q8BHB0|NOD1_MOUSE	tr|A0A340XXU1|A0A340XXU1_LIPVE
OG0005747	sp|Q7TNF9|F117A_MOUSE	tr|A0A340XY31|A0A340XY31_LIPVE
OG0005748	sp|Q61086|FZD3_MOUSE	tr|A0A340XYK2|A0A340XYK2_LIPVE
OG0005749	sp|Q9JI78|NGLY1_MOUSE	tr|A0A340Y2B1|A0A340Y2B1_LIPVE
OG0005750	sp|O54967|ACK1_MOUSE	tr|A0A340Y385|A0A340Y385_LIPVE
OG0005751	sp|Q8BN59|LARP6_MOUSE	tr|A0A340Y3P9|A0A340Y3P9_LIPVE
OG0005752	sp|Q920C1|CRDL1_MOUSE	tr|A0A340Y3V9|A0A340Y3V9_LIPVE
OG0005753	sp|Q9CQM9|GLRX3_MOUSE	tr|A0A340Y4Q0|A0A340Y4Q0_LIPVE
OG0005754	sp|Q9D856|S39A5_MOUSE	tr|A0A340Y8J9|A0A340Y8J9_LIPVE
OG0005755	sp|Q9QZC2|PLXC1_MOUSE	tr|A0A340Y8Z1|A0A340Y8Z1_LIPVE
OG0005756	sp|P97325|SIAT6_MOUSE	tr|A0A340Y925|A0A340Y925_LIPVE
OG0005757	sp|O70273|EHF_MOUSE	tr|A0A340Y9H0|A0A340Y9H0_LIPVE
OG0005758	sp|Q9CZU3|MTREX_MOUSE	tr|A0A340YA66|A0A340YA66_LIPVE
OG0005759	sp|Q5F204|MDH1B_MOUSE	tr|A0A340YAF4|A0A340YAF4_LIPVE
OG0005760	sp|Q8VCE2|GPN1_MOUSE	tr|A0A340YB40|A0A340YB40_LIPVE
OG0005761	sp|Q3TYG6|TGRM2_MOUSE	tr|A0A340YB75|A0A340YB75_LIPVE
OG0005762	sp|B1ASB6|SPOC1_MOUSE	tr|A0A340YBG8|A0A340YBG8_LIPVE
OG0005763	sp|Q8BQB6|SAXO2_MOUSE	tr|A0A340YCG3|A0A340YCG3_LIPVE
OG0005764	sp|Q3ULM6|USPL1_MOUSE	tr|A0A340YCT6|A0A340YCT6_LIPVE
OG0005765	sp|Q62018|CTR9_MOUSE	tr|A0A340YEU1|A0A340YEU1_LIPVE
OG0005766	tr|Q6PHP6|Q6PHP6_MOUSE	tr|A0A340YFC8|A0A340YFC8_LIPVE
OG0005767	sp|Q66L44|CBARP_MOUSE	tr|A0A340YLD5|A0A340YLD5_LIPVE
OG0005768	sp|Q9JJF2|SPAG4_MOUSE	tr|A0A340WE29|A0A340WE29_LIPVE
OG0005769	sp|Q8R1N4|NUDC3_MOUSE	tr|A0A340WHU0|A0A340WHU0_LIPVE
OG0005770	sp|Q8VD76|TF2H3_MOUSE	tr|A0A340WJ27|A0A340WJ27_LIPVE
OG0005771	sp|Q08874|MITF_MOUSE	tr|A0A340WJG5|A0A340WJG5_LIPVE
OG0005772	sp|Q5DTZ6|RN150_MOUSE	tr|A0A340WKF8|A0A340WKF8_LIPVE
OG0005773	sp|Q3UN04|UBP30_MOUSE	tr|A0A340WKZ8|A0A340WKZ8_LIPVE
OG0005774	sp|Q9CSU0|RPR1B_MOUSE	tr|A0A340WL11|A0A340WL11_LIPVE
OG0005775	sp|O08691|ARGI2_MOUSE	tr|A0A340WQ13|A0A340WQ13_LIPVE
OG0005776	sp|Q8VDS8|STX18_MOUSE	tr|A0A340WVC4|A0A340WVC4_LIPVE
OG0005777	sp|Q9WV68|DECR2_MOUSE	tr|A0A340WWB0|A0A340WWB0_LIPVE
OG0005778	sp|Q99L47|F10A1_MOUSE	tr|A0A340WXG2|A0A340WXG2_LIPVE
OG0005779	sp|Q6A000|MOONR_MOUSE	tr|A0A340WXS9|A0A340WXS9_LIPVE
OG0005780	sp|Q91VA6|PDIP2_MOUSE	tr|A0A340WXT6|A0A340WXT6_LIPVE
OG0005781	sp|Q9D9M5|PHOP2_MOUSE	tr|A0A340WYH1|A0A340WYH1_LIPVE
OG0005782	sp|P43023|CX6A2_MOUSE	tr|A0A340WYL7|A0A340WYL7_LIPVE
OG0005783	sp|Q5BU09|EAPP_MOUSE	tr|A0A340WZI3|A0A340WZI3_LIPVE
OG0005784	sp|Q9QYS9|QKI_MOUSE	tr|A0A340WZL1|A0A340WZL1_LIPVE
OG0005785	sp|Q8R035|ICT1_MOUSE	tr|A0A340X3B6|A0A340X3B6_LIPVE
OG0005786	sp|Q9CQZ5|NDUA6_MOUSE	tr|A0A340X415|A0A340X415_LIPVE
OG0005787	sp|P51642|CNTF_MOUSE	tr|A0A340X6X4|A0A340X6X4_LIPVE
OG0005788	sp|P54265|DMPK_MOUSE	tr|A0A340XAV9|A0A340XAV9_LIPVE
OG0005789	sp|Q3U034|METL4_MOUSE	tr|A0A340XC62|A0A340XC62_LIPVE
OG0005790	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A340XCI3|A0A340XCI3_LIPVE
OG0005791	sp|P49935|CATH_MOUSE	tr|A0A340XE54|A0A340XE54_LIPVE
OG0005792	sp|Q8BY46|ZN574_MOUSE	tr|A0A340XEX2|A0A340XEX2_LIPVE
OG0005793	sp|O88839|ADA15_MOUSE	tr|A0A340XG69|A0A340XG69_LIPVE
OG0005794	sp|Q91XA5|SNPC2_MOUSE	tr|A0A340XGR1|A0A340XGR1_LIPVE
OG0005795	sp|Q9Z2F6|BCL3_MOUSE	tr|A0A340XH68|A0A340XH68_LIPVE
OG0005796	sp|P63325|RS10_MOUSE	tr|A0A340XHQ6|A0A340XHQ6_LIPVE
OG0005797	sp|P54227|STMN1_MOUSE	tr|A0A340XIU0|A0A340XIU0_LIPVE
OG0005798	sp|Q00623|APOA1_MOUSE	tr|A0A340XKE8|A0A340XKE8_LIPVE
OG0005799	sp|Q8VE10|NAA40_MOUSE	tr|A0A340XL70|A0A340XL70_LIPVE
OG0005800	sp|P28078|DMA_MOUSE	tr|A0A340XL73|A0A340XL73_LIPVE
OG0005801	sp|Q9EQM6|DGCR8_MOUSE	tr|A0A340XM49|A0A340XM49_LIPVE
OG0005802	sp|Q80UZ0|FGD5_MOUSE	tr|A0A340XNB7|A0A340XNB7_LIPVE
OG0005803	sp|Q4FZF3|DDX49_MOUSE	tr|A0A340XP97|A0A340XP97_LIPVE
OG0005804	sp|A2A995|FYB2_MOUSE	tr|A0A340XR04|A0A340XR04_LIPVE
OG0005805	sp|Q9Z126|PLF4_MOUSE	tr|A0A340XSW6|A0A340XSW6_LIPVE
OG0005806	sp|Q8BR63|F177A_MOUSE	tr|A0A340XU22|A0A340XU22_LIPVE
OG0005807	sp|Q45VK7|DYHC2_MOUSE	tr|A0A340XU51|A0A340XU51_LIPVE
OG0005808	sp|Q8CHK3|MBOA7_MOUSE	tr|A0A340XX87|A0A340XX87_LIPVE
OG0005809	sp|Q8C850|SCAR3_MOUSE	tr|A0A340XYL2|A0A340XYL2_LIPVE
OG0005810	sp|O35417|PDYN_MOUSE	tr|A0A340Y1D9|A0A340Y1D9_LIPVE
OG0005811	sp|Q9CZB0|C560_MOUSE	tr|A0A340Y497|A0A340Y497_LIPVE
OG0005812	sp|B1AUR6|MMS22_MOUSE	tr|A0A340Y4G4|A0A340Y4G4_LIPVE
OG0005813	sp|P57759|ERP29_MOUSE	tr|A0A340Y5Y6|A0A340Y5Y6_LIPVE
OG0005814	tr|Q80Y74|Q80Y74_MOUSE	tr|A0A340Y675|A0A340Y675_LIPVE
OG0005815	sp|Q9R1Q8|TAGL3_MOUSE	tr|A0A340Y6A3|A0A340Y6A3_LIPVE
OG0005816	sp|Q6A0A9|F120A_MOUSE	tr|A0A340Y775|A0A340Y775_LIPVE
OG0005817	sp|Q8K353|CYTM1_MOUSE	tr|A0A340Y873|A0A340Y873_LIPVE
OG0005818	sp|P42580|NKX12_MOUSE	tr|A0A340YBJ3|A0A340YBJ3_LIPVE
OG0005819	sp|Q91X44|GCKR_MOUSE	tr|A0A340YD81|A0A340YD81_LIPVE
OG0005820	sp|Q9Z131|3BP5_MOUSE	tr|A0A340YE39|A0A340YE39_LIPVE
OG0005821	sp|Q9ERP3|TRI54_MOUSE	tr|A0A340YES8|A0A340YES8_LIPVE
OG0005822	sp|Q80X66|BTBDA_MOUSE	tr|A0A340YEW2|A0A340YEW2_LIPVE
OG0005823	sp|Q9D9X6|ZSWM2_MOUSE	tr|A0A340YFA7|A0A340YFA7_LIPVE
OG0005824	sp|Q3UHX9|CI114_MOUSE	tr|A0A340YK45|A0A340YK45_LIPVE
OG0005825	sp|A2AKY4|Z804A_MOUSE	tr|A0A340YKC3|A0A340YKC3_LIPVE
OG0005826	sp|Q5HZG9|ZN488_MOUSE	tr|A0A340YKW1|A0A340YKW1_LIPVE
OG0005827	tr|G3X9X1|G3X9X1_MOUSE	tr|A0A340WD31|A0A340WD31_LIPVE
OG0005828	sp|Q8VEJ4|NLE1_MOUSE	tr|A0A340WDI8|A0A340WDI8_LIPVE
OG0005829	sp|Q9CYD3|CRTAP_MOUSE	tr|A0A340WDV5|A0A340WDV5_LIPVE
OG0005830	sp|Q8C1E1|BPIB2_MOUSE	tr|A0A340WEB8|A0A340WEB8_LIPVE
OG0005831	sp|Q9ERK4|XPO2_MOUSE	tr|A0A340WFU6|A0A340WFU6_LIPVE
OG0005832	sp|Q9Z1K6|ARI2_MOUSE	tr|A0A340WGD7|A0A340WGD7_LIPVE
OG0005833	sp|Q922I5|FOXI1_MOUSE	tr|A0A340WGT8|A0A340WGT8_LIPVE
OG0005834	sp|A2APC3|TTLL9_MOUSE	tr|A0A340WIL8|A0A340WIL8_LIPVE
OG0005835	sp|A2A5E6|Z385C_MOUSE	tr|A0A340WJD5|A0A340WJD5_LIPVE
OG0005836	sp|P59270|B3GA2_MOUSE	tr|A0A340WJI8|A0A340WJI8_LIPVE
OG0005837	sp|Q8VHQ3|PP16B_MOUSE	tr|A0A340WJM4|A0A340WJM4_LIPVE
OG0005838	sp|O88384|VTI1B_MOUSE	tr|A0A340WK26|A0A340WK26_LIPVE
OG0005839	sp|Q9D9A7|PTG3L_MOUSE	tr|A0A340WK43|A0A340WK43_LIPVE
OG0005840	sp|Q8R0J7|VP37B_MOUSE	tr|A0A340WM85|A0A340WM85_LIPVE
OG0005841	tr|D3YYQ8|D3YYQ8_MOUSE	tr|A0A340WNS3|A0A340WNS3_LIPVE
OG0005842	sp|Q9CZT4|RPC5_MOUSE	tr|A0A340WQW0|A0A340WQW0_LIPVE
OG0005843	sp|Q8JZU6|PXDC1_MOUSE	tr|A0A340WRL4|A0A340WRL4_LIPVE
OG0005844	sp|Q9CYI0|NJMU_MOUSE	tr|A0A340WSE7|A0A340WSE7_LIPVE
OG0005845	sp|Q5HZH7|S38A8_MOUSE	tr|A0A340WUD2|A0A340WUD2_LIPVE
OG0005846	tr|F6U238|F6U238_MOUSE	tr|A0A340WW51|A0A340WW51_LIPVE
OG0005847	sp|Q9D958|SPCS1_MOUSE	tr|A0A340WXW0|A0A340WXW0_LIPVE
OG0005848	sp|Q62386|IL17_MOUSE	tr|A0A340WY06|A0A340WY06_LIPVE
OG0005849	sp|P23475|XRCC6_MOUSE	tr|A0A340WY81|A0A340WY81_LIPVE
OG0005851	sp|E9PUL5|PRRT2_MOUSE	tr|A0A340WYS1|A0A340WYS1_LIPVE
OG0005852	sp|Q64279|HAND1_MOUSE	tr|A0A340X1B0|A0A340X1B0_LIPVE
OG0005853	sp|Q6P8X6|UBP50_MOUSE	tr|A0A340X1Y7|A0A340X1Y7_LIPVE
OG0005854	sp|Q812E0|CPEB2_MOUSE	tr|A0A340X274|A0A340X274_LIPVE
OG0005855	sp|Q5DU56|NLRC3_MOUSE	tr|A0A340X2P0|A0A340X2P0_LIPVE
OG0005856	sp|Q61247|A2AP_MOUSE	tr|A0A340X4R6|A0A340X4R6_LIPVE
OG0005857	sp|P86176|TIGIT_MOUSE	tr|A0A340X6G4|A0A340X6G4_LIPVE
OG0005858	sp|Q91XT6|TAC2N_MOUSE	tr|A0A340X6S0|A0A340X6S0_LIPVE
OG0005859	tr|F2Z3U3|F2Z3U3_MOUSE	tr|A0A340X7A0|A0A340X7A0_LIPVE
OG0005860	sp|Q91ZD1|OSR2_MOUSE	tr|A0A340X7B2|A0A340X7B2_LIPVE
OG0005861	sp|Q148V7|RELCH_MOUSE	tr|A0A340X870|A0A340X870_LIPVE
OG0005862	sp|Q9R0X0|MED20_MOUSE	tr|A0A340X9M3|A0A340X9M3_LIPVE
OG0005863	sp|Q6NS86|ZN366_MOUSE	tr|A0A340XAM0|A0A340XAM0_LIPVE
OG0005864	sp|Q3U269|TSTD2_MOUSE	tr|A0A340XB96|A0A340XB96_LIPVE
OG0005865	sp|Q8CD15|RIOX2_MOUSE	tr|A0A340XES5|A0A340XES5_LIPVE
OG0005866	sp|Q9WTL4|INSRR_MOUSE	tr|A0A340XFX3|A0A340XFX3_LIPVE
OG0005867	sp|Q3UUI3|THEM4_MOUSE	tr|A0A340XG11|A0A340XG11_LIPVE
OG0005868	sp|Q8BGX2|TIM29_MOUSE	tr|A0A340XH86|A0A340XH86_LIPVE
OG0005869	sp|Q6ZWR6|SYNE1_MOUSE	tr|A0A340XIE8|A0A340XIE8_LIPVE
OG0005870	sp|Q9R233|TPSN_MOUSE	tr|A0A340XLB5|A0A340XLB5_LIPVE
OG0005871	sp|Q8BGY4|KLH26_MOUSE	tr|A0A340XLX1|A0A340XLX1_LIPVE
OG0005872	sp|P97807|FUMH_MOUSE	tr|A0A340XMN9|A0A340XMN9_LIPVE
OG0005873	sp|P43136|NR2F6_MOUSE	tr|A0A340XP26|A0A340XP26_LIPVE
OG0005874	tr|D3YZZ2|D3YZZ2_MOUSE	tr|A0A340XP53|A0A340XP53_LIPVE
OG0005875	sp|Q9D8C2|TSN13_MOUSE	tr|A0A340XP58|A0A340XP58_LIPVE
OG0005876	sp|Q80T69|RSBN1_MOUSE	tr|A0A340XQP8|A0A340XQP8_LIPVE
OG0005877	sp|P43029|GDF7_MOUSE	tr|A0A340XR70|A0A340XR70_LIPVE
OG0005878	sp|Q3V188|ENDOU_MOUSE	tr|A0A340XRE5|A0A340XRE5_LIPVE
OG0005879	tr|S4R1W5|S4R1W5_MOUSE	tr|A0A340XY53|A0A340XY53_LIPVE
OG0005880	tr|A2ANY6|A2ANY6_MOUSE	tr|A0A340Y1H9|A0A340Y1H9_LIPVE
OG0005881	sp|P23589|CAH5A_MOUSE	tr|A0A340Y457|A0A340Y457_LIPVE
OG0005882	sp|O88792|JAM1_MOUSE	tr|A0A340Y464|A0A340Y464_LIPVE
OG0005883	sp|Q8VDK1|NIT1_MOUSE	tr|A0A340Y478|A0A340Y478_LIPVE
OG0005884	sp|Q9CWQ3|ATP23_MOUSE	tr|A0A340Y5Q7|A0A340Y5Q7_LIPVE
OG0005886	sp|Q3V1I0|LYG2_MOUSE	tr|A0A340Y620|A0A340Y620_LIPVE
OG0005887	sp|Q9CZG9|PDZ11_MOUSE	tr|A0A340Y948|A0A340Y948_LIPVE
OG0005888	sp|Q9WV04|KIF9_MOUSE	tr|A0A340YB87|A0A340YB87_LIPVE
OG0005889	sp|Q3UR50|VW5B2_MOUSE	tr|A0A340YC39|A0A340YC39_LIPVE
OG0005890	sp|Q7TQ62|PODN_MOUSE	tr|A0A340YE49|A0A340YE49_LIPVE
OG0005891	sp|Q6NZN1|PPRC1_MOUSE	tr|A0A340YEM4|A0A340YEM4_LIPVE
OG0005892	sp|Q3TPR7|T184C_MOUSE	tr|A0A340YGM8|A0A340YGM8_LIPVE
OG0005893	sp|Q8VCI0|PLBL1_MOUSE	tr|A0A340YH14|A0A340YH14_LIPVE
OG0005894	sp|Q9Z2M6|UBL3_MOUSE	tr|A0A340YHF2|A0A340YHF2_LIPVE
OG0005895	sp|D3Z5S8|TET5A_MOUSE	tr|A0A340W948|A0A340W948_LIPVE
OG0005896	sp|Q8BQP9|R7BP_MOUSE	tr|A0A340WB30|A0A340WB30_LIPVE
OG0005897	sp|Q6DFX2|ANTR2_MOUSE	tr|A0A340WDI1|A0A340WDI1_LIPVE
OG0005898	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A340WE13|A0A340WE13_LIPVE
OG0005899	sp|Q8BSD4|CXD4_MOUSE	tr|A0A340WED2|A0A340WED2_LIPVE
OG0005900	sp|Q9EST8|IKBZ_MOUSE	tr|A0A340WEY9|A0A340WEY9_LIPVE
OG0005901	sp|Q91WA1|TIPIN_MOUSE	tr|A0A340WF37|A0A340WF37_LIPVE
OG0005902	sp|Q6PGH4|F222A_MOUSE	tr|A0A340WFB2|A0A340WFB2_LIPVE
OG0005903	sp|Q9CYR6|AGM1_MOUSE	tr|A0A340WFJ3|A0A340WFJ3_LIPVE
OG0005904	sp|Q8BMT9|HHAT_MOUSE	tr|A0A340WFR4|A0A340WFR4_LIPVE
