Orthogroup	Mus_musculus	Pteropus_alecto
OG0005966	sp|P05622|PGFRB_MOUSE	tr|L5L0J3|L5L0J3_PTEAL
OG0005967	sp|P0C5K1|SBK2_MOUSE	tr|L5KF82|L5KF82_PTEAL
OG0005968	sp|P18111|CDX1_MOUSE	tr|L5L1F6|L5L1F6_PTEAL
OG0005969	sp|P22682|CBL_MOUSE	tr|L5KNA4|L5KNA4_PTEAL
OG0005970	sp|P31695|NOTC4_MOUSE	tr|L5L5A1|L5L5A1_PTEAL
OG0005971	sp|P47880|IBP6_MOUSE	tr|L5L5T6|L5L5T6_PTEAL
OG0005972	sp|P70271|PDLI4_MOUSE	tr|L5JUG7|L5JUG7_PTEAL
OG0005973	sp|P97875|JDP2_MOUSE	tr|L5JNS5|L5JNS5_PTEAL
OG0005974	sp|Q0VBD2|MCM10_MOUSE	tr|L5KZY9|L5KZY9_PTEAL
OG0005975	sp|Q2WG76|RIPP2_MOUSE	tr|L5JL75|L5JL75_PTEAL
OG0005976	sp|Q3U133|ZN746_MOUSE	tr|L5K360|L5K360_PTEAL
OG0005977	sp|Q3U6K5|SPAT6_MOUSE	tr|L5K462|L5K462_PTEAL
OG0005978	sp|Q3V1U8|ELMD1_MOUSE	tr|L5KI41|L5KI41_PTEAL
OG0005979	sp|Q5EBP3|ARMC5_MOUSE	tr|L5KBP8|L5KBP8_PTEAL
OG0005980	sp|Q5F204|MDH1B_MOUSE	tr|L5K0N8|L5K0N8_PTEAL
OG0005981	sp|Q60805|MERTK_MOUSE	tr|L5KTQ0|L5KTQ0_PTEAL
OG0005982	sp|Q61425|HCDH_MOUSE	tr|L5K3Y1|L5K3Y1_PTEAL
OG0005983	sp|Q69Z37|SAM9L_MOUSE	tr|L5KPE2|L5KPE2_PTEAL
OG0005984	sp|Q6DI86|FAKD1_MOUSE	tr|L5JZB7|L5JZB7_PTEAL
OG0005985	sp|Q6P9P0|SLF2_MOUSE	tr|L5JPH7|L5JPH7_PTEAL
OG0005986	sp|Q7TMA4|FFAR4_MOUSE	tr|L5JPQ1|L5JPQ1_PTEAL
OG0005987	sp|Q7TMJ8|P3IP1_MOUSE	tr|L5L4M5|L5L4M5_PTEAL
OG0005988	sp|Q80VJ8|KASH5_MOUSE	tr|L5L5J7|L5L5J7_PTEAL
OG0005989	sp|Q8BGQ1|SPE39_MOUSE	tr|L5JP05|L5JP05_PTEAL
OG0005990	sp|Q8BGW5|SOSB2_MOUSE	tr|L5K2S9|L5K2S9_PTEAL
OG0005991	sp|Q8BVN9|MAEL_MOUSE	tr|L5KYQ6|L5KYQ6_PTEAL
OG0005992	sp|Q8C4G9|AGRA1_MOUSE	tr|L5KLZ1|L5KLZ1_PTEAL
OG0005993	sp|Q8C5W3|TBCEL_MOUSE	tr|L5JRM6|L5JRM6_PTEAL
OG0005994	sp|Q8CE93|CAHM4_MOUSE	tr|L5JRA9|L5JRA9_PTEAL
OG0005995	sp|Q8JZL0|ZN467_MOUSE	tr|L5K3Y2|L5K3Y2_PTEAL
OG0005996	sp|Q8K4R4|PITC1_MOUSE	tr|L5KNJ5|L5KNJ5_PTEAL
OG0005997	sp|Q8VC97|BUP1_MOUSE	tr|L5KX89|L5KX89_PTEAL
OG0005998	sp|Q8VCW8|ACSF2_MOUSE	tr|L5JTR4|L5JTR4_PTEAL
OG0005999	sp|Q91VF5|EMID1_MOUSE	tr|L5L6H3|L5L6H3_PTEAL
OG0006000	sp|Q91XD7|CREL1_MOUSE	tr|L5KAS0|L5KAS0_PTEAL
OG0006001	sp|Q99LJ6|GPX7_MOUSE	tr|L5K3M3|L5K3M3_PTEAL
OG0006002	sp|Q99ML1|BBC3_MOUSE	tr|L5KMM8|L5KMM8_PTEAL
OG0006003	sp|Q9CQ33|LZTR1_MOUSE	tr|L5KVY1|L5KVY1_PTEAL
OG0006004	sp|Q9D1F5|MRNIP_MOUSE	tr|L5JVV9|L5JVV9_PTEAL
OG0006005	sp|Q9D1Q4|DPM3_MOUSE	tr|L5JTX7|L5JTX7_PTEAL
OG0006006	sp|Q9D485|EFHC2_MOUSE	tr|L5K6Y9|L5K6Y9_PTEAL
OG0006007	sp|Q9DAM7|TM263_MOUSE	tr|L5KFF9|L5KFF9_PTEAL
OG0006008	sp|Q9DBZ9|SYDE1_MOUSE	tr|L5JUF4|L5JUF4_PTEAL
OG0006009	sp|Q9QUG2|POLK_MOUSE	tr|L5KIG7|L5KIG7_PTEAL
OG0006010	sp|Q9WTP5|CAD22_MOUSE	tr|L5JXS2|L5JXS2_PTEAL
OG0006011	sp|A2A9C3|SZT2_MOUSE	tr|L5KN39|L5KN39_PTEAL
OG0006012	sp|A2AKE7|ACL10_MOUSE	tr|L5K027|L5K027_PTEAL
OG0006013	sp|A3KFU9|DISP3_MOUSE	tr|L5KGS8|L5KGS8_PTEAL
OG0006014	sp|B2RU80|PTPRB_MOUSE	tr|L5JT57|L5JT57_PTEAL
OG0006015	sp|B7ZNG4|TROAP_MOUSE	tr|L5K9P5|L5K9P5_PTEAL
OG0006016	tr|J3QPQ6|J3QPQ6_MOUSE	tr|L5KR59|L5KR59_PTEAL
OG0006017	sp|O08601|MTP_MOUSE	tr|L5K4W2|L5K4W2_PTEAL
OG0006018	sp|O08850|RGS5_MOUSE	tr|L5KY02|L5KY02_PTEAL
OG0006019	sp|O54834|RHG06_MOUSE	tr|L5L367|L5L367_PTEAL
OG0006020	sp|O55003|BNIP3_MOUSE	tr|L5KKD5|L5KKD5_PTEAL
OG0006021	sp|O55196|ENAM_MOUSE	tr|L5K8J3|L5K8J3_PTEAL
OG0006022	sp|O70167|P3C2G_MOUSE	tr|L5KKX9|L5KKX9_PTEAL
OG0006023	sp|P27546|MAP4_MOUSE	tr|L5KET1|L5KET1_PTEAL
OG0006024	sp|P33896|INAR1_MOUSE	tr|L5JYH6|L5JYH6_PTEAL
OG0006025	sp|P35329|CD22_MOUSE	tr|L5K241|L5K241_PTEAL
OG0006026	sp|P97471|SMAD4_MOUSE	tr|L5K1M8|L5K1M8_PTEAL
OG0006027	sp|Q02067|ASCL1_MOUSE	tr|L5KIH7|L5KIH7_PTEAL
OG0006028	tr|Q0VF76|Q0VF76_MOUSE	tr|L5KVB6|L5KVB6_PTEAL
OG0006029	sp|Q14B98|SESQ2_MOUSE	tr|L5KB23|L5KB23_PTEAL
OG0006030	sp|Q3TZM9|ALG11_MOUSE	tr|L5KW51|L5KW51_PTEAL
OG0006031	sp|Q3U4N7|IGFR1_MOUSE	tr|L5L414|L5L414_PTEAL
OG0006032	sp|Q3U5F4|YRDC_MOUSE	tr|L5JSM2|L5JSM2_PTEAL
OG0006033	sp|Q61839|ANFC_MOUSE	tr|L5L239|L5L239_PTEAL
OG0006034	sp|Q6NXZ1|KRBA1_MOUSE	tr|L5K0I1|L5K0I1_PTEAL
OG0006035	sp|Q7TMF2|ERI1_MOUSE	tr|L5KDC7|L5KDC7_PTEAL
OG0006036	sp|Q7TSG1|CE120_MOUSE	tr|L5KJT8|L5KJT8_PTEAL
OG0006037	sp|Q80WC1|UBN2_MOUSE	tr|L5KRD4|L5KRD4_PTEAL
OG0006038	sp|Q80WT2|DMRT3_MOUSE	tr|L5K6P9|L5K6P9_PTEAL
OG0006039	sp|Q80X19|COEA1_MOUSE	tr|L5KDL1|L5KDL1_PTEAL
OG0006040	sp|Q8BGR6|ARL15_MOUSE	tr|L5KKU4|L5KKU4_PTEAL
OG0006041	sp|Q8BIK6|TMPS7_MOUSE	tr|L5L401|L5L401_PTEAL
OG0006042	sp|Q8BZW2|SWAHB_MOUSE	tr|L5KYA4|L5KYA4_PTEAL
OG0006043	sp|Q8C0P0|GWL_MOUSE	tr|L5L159|L5L159_PTEAL
OG0006044	sp|Q8CHS7|DRS7C_MOUSE	tr|L5JXU3|L5JXU3_PTEAL
OG0006045	sp|Q8CIE0|SPA11_MOUSE	tr|L5JP84|L5JP84_PTEAL
OG0006046	sp|Q8CIP5|DISP2_MOUSE	tr|L5K1U8|L5K1U8_PTEAL
OG0006047	sp|Q8JZL3|THTPA_MOUSE	tr|L5KI16|L5KI16_PTEAL
OG0006048	sp|Q8K0D5|EFGM_MOUSE	tr|L5KYL8|L5KYL8_PTEAL
OG0006049	sp|Q8K2C8|GPAT4_MOUSE	tr|L5KBJ1|L5KBJ1_PTEAL
OG0006050	sp|Q8QZS1|HIBCH_MOUSE	tr|L5K2R7|L5K2R7_PTEAL
OG0006051	sp|Q8R1U2|CGRE1_MOUSE	tr|L5KTD3|L5KTD3_PTEAL
OG0006052	sp|Q8R3N6|THOC1_MOUSE	tr|L5K4L5|L5K4L5_PTEAL
OG0006053	sp|Q8VIG0|ZCH14_MOUSE	tr|L5JMB1|L5JMB1_PTEAL
OG0006054	sp|Q924C5|ALPK3_MOUSE	tr|L5L4V2|L5L4V2_PTEAL
OG0006055	sp|Q99PP2|ZN318_MOUSE	tr|L5JLP9|L5JLP9_PTEAL
OG0006056	sp|Q9CQ92|FIS1_MOUSE	tr|L5K8U5|L5K8U5_PTEAL
OG0006057	sp|Q9CQL0|MT21A_MOUSE	tr|L5K342|L5K342_PTEAL
OG0006058	sp|Q9CR20|IR3IP_MOUSE	tr|L5K229|L5K229_PTEAL
OG0006059	sp|Q9CSP9|TTC14_MOUSE	tr|L5JP81|L5JP81_PTEAL
OG0006060	sp|Q9CW73|B3GA1_MOUSE	tr|L5L2I5|L5L2I5_PTEAL
OG0006061	sp|Q9Z123|SEM4F_MOUSE	tr|L5L4T4|L5L4T4_PTEAL
OG0006063	sp|A3KGK3|FR1L4_MOUSE	tr|L5JYJ0|L5JYJ0_PTEAL
OG0006064	sp|B2RVW2|CLRN2_MOUSE	tr|L5K437|L5K437_PTEAL
OG0006065	sp|D3YWJ0|SLIP_MOUSE	tr|L5L2K1|L5L2K1_PTEAL
OG0006066	tr|E9PWG6|E9PWG6_MOUSE	tr|L5K433|L5K433_PTEAL
OG0006067	tr|E9PYB4|E9PYB4_MOUSE	tr|L5KF85|L5KF85_PTEAL
OG0006068	sp|O35074|PTGIS_MOUSE	tr|L5JY68|L5JY68_PTEAL
OG0006069	sp|P0DJF2|PT117_MOUSE	tr|L5JZM7|L5JZM7_PTEAL
OG0006070	sp|P22935|RABP2_MOUSE	tr|L5JTR5|L5JTR5_PTEAL
OG0006071	sp|P32304|5HT7R_MOUSE	tr|L5JS02|L5JS02_PTEAL
OG0006072	sp|P51830|ADCY9_MOUSE	tr|L5KG96|L5KG96_PTEAL
OG0006073	sp|P53612|PGTB2_MOUSE	tr|L5K716|L5K716_PTEAL
OG0006074	sp|P62046|LRCH1_MOUSE	tr|L5KBH4|L5KBH4_PTEAL
OG0006075	sp|Q3TVI8|PBIP1_MOUSE	tr|L5JU04|L5JU04_PTEAL
OG0006076	sp|Q3TY65|ICA1L_MOUSE	tr|L5K271|L5K271_PTEAL
OG0006077	sp|Q3TY86|AIFM3_MOUSE	tr|L5KXN1|L5KXN1_PTEAL
OG0006078	sp|Q3U1T3|BRM1L_MOUSE	tr|L5KKL5|L5KKL5_PTEAL
OG0006079	sp|Q3UWA4|TRI40_MOUSE	tr|L5KIK1|L5KIK1_PTEAL
OG0006080	sp|Q3V2Q8|N42L1_MOUSE	tr|L5KCN9|L5KCN9_PTEAL
OG0006081	sp|Q4VA45|ZFTA_MOUSE	tr|L5KNT4|L5KNT4_PTEAL
OG0006082	sp|Q5M8M9|LRC52_MOUSE	tr|L5KY47|L5KY47_PTEAL
OG0006083	sp|Q61006|MUSK_MOUSE	tr|L5L1Q5|L5L1Q5_PTEAL
OG0006084	sp|Q61483|DLL1_MOUSE	tr|L5KHM4|L5KHM4_PTEAL
OG0006085	sp|Q64318|ZEB1_MOUSE	tr|L5JVA2|L5JVA2_PTEAL
OG0006086	sp|Q6NWV3|IF122_MOUSE	tr|L5K988|L5K988_PTEAL
OG0006087	sp|Q6NZP1|ZRAB3_MOUSE	tr|L5JZ28|L5JZ28_PTEAL
OG0006088	sp|Q6PE15|ABHDA_MOUSE	tr|L5L537|L5L537_PTEAL
OG0006089	sp|Q6PGK7|CHSTA_MOUSE	tr|L5KEP8|L5KEP8_PTEAL
OG0006090	sp|Q80V24|VGLL4_MOUSE	tr|L5K874|L5K874_PTEAL
OG0006091	sp|Q8BI06|CEMIP_MOUSE	tr|L5L3W0|L5L3W0_PTEAL
OG0006092	sp|Q8BN59|LARP6_MOUSE	tr|L5JYF4|L5JYF4_PTEAL
OG0006093	sp|Q8BU04|UBR7_MOUSE	tr|L5JSH7|L5JSH7_PTEAL
OG0006094	sp|Q8BXA0|LRFN5_MOUSE	tr|L5KL60|L5KL60_PTEAL
OG0006095	sp|Q8BY79|S35G1_MOUSE	tr|L5JRY8|L5JRY8_PTEAL
OG0006096	sp|Q8C088|EGFEM_MOUSE	tr|L5KRK4|L5KRK4_PTEAL
OG0006097	sp|Q8CDI7|CC150_MOUSE	tr|L5JZN5|L5JZN5_PTEAL
OG0006098	sp|Q8K3A9|MEPCE_MOUSE	tr|L5K5I0|L5K5I0_PTEAL
OG0006099	sp|Q8R0J7|VP37B_MOUSE	tr|L5KSA2|L5KSA2_PTEAL
OG0006100	sp|Q8R0L1|STAP2_MOUSE	tr|L5L7N0|L5L7N0_PTEAL
OG0006101	sp|Q8R104|SIR3_MOUSE	tr|L5K7W9|L5K7W9_PTEAL
OG0006102	sp|Q8R4V5|OIT3_MOUSE	tr|L5KGC4|L5KGC4_PTEAL
OG0006103	sp|Q8VHL5|CRGN_MOUSE	tr|L5K323|L5K323_PTEAL
OG0006104	sp|Q925N4|CLD16_MOUSE	tr|L5JPW4|L5JPW4_PTEAL
OG0006105	sp|Q9CPS8|SMAKA_MOUSE	tr|L5K0C2|L5K0C2_PTEAL
OG0006106	sp|Q9CXW2|RT22_MOUSE	tr|L5KYY6|L5KYY6_PTEAL
OG0006107	sp|Q9D1X0|NOL3_MOUSE	tr|L5KUK4|L5KUK4_PTEAL
OG0006108	sp|Q9D3A9|TTYH1_MOUSE	tr|L5K7P2|L5K7P2_PTEAL
OG0006109	sp|Q9D4F2|PLPP6_MOUSE	tr|L5K678|L5K678_PTEAL
OG0006110	sp|Q9D5V5|CUL5_MOUSE	tr|L5KKP9|L5KKP9_PTEAL
OG0006111	sp|Q9DB34|CHM2A_MOUSE	tr|L5L6Y2|L5L6Y2_PTEAL
OG0006112	sp|Q9DCA7|CALY_MOUSE	tr|L5KMH9|L5KMH9_PTEAL
OG0006113	sp|Q9DCQ3|GOT1A_MOUSE	tr|L5JVJ2|L5JVJ2_PTEAL
OG0006114	sp|Q9JIE3|OTOR_MOUSE	tr|L5K0E5|L5K0E5_PTEAL
OG0006115	sp|Q9JIL4|NHRF3_MOUSE	tr|L5K5D6|L5K5D6_PTEAL
OG0006116	sp|Q9JJ06|C1GLT_MOUSE	tr|L5KLK3|L5KLK3_PTEAL
OG0006117	sp|Q9JJU9|CRBB3_MOUSE	tr|L5L5A4|L5L5A4_PTEAL
OG0006118	sp|Q9QY06|MYO9B_MOUSE	tr|L5L5Y0|L5L5Y0_PTEAL
OG0006119	sp|Q9QY73|TMM59_MOUSE	tr|L5K3P2|L5K3P2_PTEAL
OG0006120	sp|Q9R1X4|TIM_MOUSE	tr|L5KV04|L5KV04_PTEAL
OG0006121	tr|A0A140LIP2|A0A140LIP2_MOUSE	tr|L5KDA3|L5KDA3_PTEAL
OG0006122	sp|A7MCT6|EKI2_MOUSE	tr|L5JYM1|L5JYM1_PTEAL
OG0006123	sp|B1AY10|NFX1_MOUSE	tr|L5KBL4|L5KBL4_PTEAL
OG0006124	sp|E9Q9R9|DLG5_MOUSE	tr|L5KCV1|L5KCV1_PTEAL
OG0006125	tr|G3X8U3|G3X8U3_MOUSE	tr|L5KE91|L5KE91_PTEAL
OG0006126	sp|O08545|EFNA3_MOUSE	tr|L5JWX2|L5JWX2_PTEAL
OG0006127	sp|O54693|EDA_MOUSE	tr|L5KXB4|L5KXB4_PTEAL
OG0006128	sp|O54983|CRYM_MOUSE	tr|L5JTD2|L5JTD2_PTEAL
OG0006129	sp|P08152|EGR2_MOUSE	tr|L5KGH8|L5KGH8_PTEAL
OG0006130	sp|P10107|ANXA1_MOUSE	tr|L5K6B2|L5K6B2_PTEAL
OG0006131	sp|P11859|ANGT_MOUSE	tr|L5K3L1|L5K3L1_PTEAL
OG0006132	sp|P17679|GATA1_MOUSE	tr|L5JYY5|L5JYY5_PTEAL
OG0006133	sp|P23738|DCHS_MOUSE	tr|L5K289|L5K289_PTEAL
OG0006134	sp|P30875|SSR2_MOUSE	tr|L5KLA6|L5KLA6_PTEAL
OG0006135	sp|P35969|VGFR1_MOUSE	tr|L5L639|L5L639_PTEAL
OG0006136	sp|P43120|HHEX_MOUSE	tr|L5JNK1|L5JNK1_PTEAL
OG0006137	sp|P55302|AMRP_MOUSE	tr|L5K4A8|L5K4A8_PTEAL
OG0006138	sp|Q08AT1|RASLC_MOUSE	tr|L5K4C1|L5K4C1_PTEAL
OG0006139	sp|Q2MHN3|ZFHX2_MOUSE	tr|L5KKD1|L5KKD1_PTEAL
OG0006140	sp|Q3TA38|T120B_MOUSE	tr|L5KS93|L5KS93_PTEAL
OG0006141	sp|Q3UFM5|NOM1_MOUSE	tr|L5L7N1|L5L7N1_PTEAL
OG0006142	sp|Q3UTB7|FOXR1_MOUSE	tr|L5KMP7|L5KMP7_PTEAL
OG0006143	sp|Q4KL18|TM171_MOUSE	tr|L5KIF5|L5KIF5_PTEAL
OG0006144	sp|Q5PRE5|PRSR1_MOUSE	tr|L5KD33|L5KD33_PTEAL
OG0006145	sp|Q5SUS0|FBW10_MOUSE	tr|L5KXI5|L5KXI5_PTEAL
OG0006146	sp|Q61470|CD37_MOUSE	tr|L5L494|L5L494_PTEAL
OG0006147	sp|Q62172|RBP1_MOUSE	tr|L5K5J1|L5K5J1_PTEAL
OG0006148	sp|Q62230|SN_MOUSE	tr|L5JY60|L5JY60_PTEAL
OG0006149	sp|Q64205|DLX3_MOUSE	tr|L5JQL2|L5JQL2_PTEAL
OG0006150	sp|Q69ZA1|CDK13_MOUSE	tr|L5JQS3|L5JQS3_PTEAL
OG0006151	sp|Q6NSQ9|G6PC3_MOUSE	tr|L5KTM7|L5KTM7_PTEAL
OG0006152	sp|Q6PB93|GALT2_MOUSE	tr|L5K2T8|L5K2T8_PTEAL
OG0006153	sp|Q6PG95|CRML_MOUSE	tr|L5KGW3|L5KGW3_PTEAL
OG0006154	sp|Q6ZPR6|IBTK_MOUSE	tr|L5JL84|L5JL84_PTEAL
OG0006155	sp|Q76KJ5|RPA34_MOUSE	tr|L5KN54|L5KN54_PTEAL
OG0006156	sp|Q7TMQ7|WDR91_MOUSE	tr|L5KQX8|L5KQX8_PTEAL
OG0006157	tr|Q80YT3|Q80YT3_MOUSE	tr|L5K1D5|L5K1D5_PTEAL
OG0006158	tr|Q8BJX2|Q8BJX2_MOUSE	tr|L5JX86|L5JX86_PTEAL
OG0006159	sp|Q8BLA1|DLEC1_MOUSE	tr|L5L2M9|L5L2M9_PTEAL
OG0006160	sp|Q8BMT4|LRC33_MOUSE	tr|L5L3I5|L5L3I5_PTEAL
OG0006161	sp|Q8VDQ9|KRI1_MOUSE	tr|L5L460|L5L460_PTEAL
OG0006162	sp|Q99LD9|EI2BB_MOUSE	tr|L5JQ42|L5JQ42_PTEAL
OG0006163	sp|Q9CR57|RL14_MOUSE	tr|L5KHW2|L5KHW2_PTEAL
OG0006164	sp|Q9CZW6|RN146_MOUSE	tr|L5JMY7|L5JMY7_PTEAL
OG0006165	sp|Q9D6J3|YJU2_MOUSE	tr|L5JQ89|L5JQ89_PTEAL
OG0006166	sp|Q9D915|TCIM_MOUSE	tr|L5KE03|L5KE03_PTEAL
OG0006167	sp|Q9DBA6|TYSD1_MOUSE	tr|L5KFL2|L5KFL2_PTEAL
OG0006168	sp|Q9DCV4|RMD1_MOUSE	tr|L5JVD2|L5JVD2_PTEAL
OG0006169	sp|Q9DD06|RARR2_MOUSE	tr|L5K1H4|L5K1H4_PTEAL
OG0006170	sp|Q9ER58|TICN2_MOUSE	tr|L5KDC4|L5KDC4_PTEAL
OG0006171	sp|Q9QZ05|E2AK4_MOUSE	tr|L5K1I4|L5K1I4_PTEAL
OG0006172	sp|Q9R1K7|TBD_MOUSE	tr|L5JS25|L5JS25_PTEAL
OG0006173	sp|Q9WUL5|PD1L2_MOUSE	tr|L5K8C5|L5K8C5_PTEAL
OG0006174	sp|Q9Z280|PLD1_MOUSE	tr|L5KP96|L5KP96_PTEAL
OG0006176	tr|A0A140T8J7|A0A140T8J7_MOUSE	tr|L5KSF1|L5KSF1_PTEAL
OG0006177	tr|A2A7F4|A2A7F4_MOUSE	tr|L5L8X0|L5L8X0_PTEAL
OG0006178	sp|A2A884|ZEP3_MOUSE	tr|L5L8X9|L5L8X9_PTEAL
OG0006179	sp|B1AT66|MOT7_MOUSE	tr|L5KLC2|L5KLC2_PTEAL
OG0006180	tr|E9PX92|E9PX92_MOUSE	tr|L5KS35|L5KS35_PTEAL
OG0006181	tr|G3X8X0|G3X8X0_MOUSE	tr|L5KIL6|L5KIL6_PTEAL
OG0006182	sp|O88291|ZN326_MOUSE	tr|L5K3N6|L5K3N6_PTEAL
OG0006183	sp|P30993|C5AR1_MOUSE	tr|L5KND0|L5KND0_PTEAL
OG0006184	sp|P31001|DESM_MOUSE	tr|L5L1M5|L5L1M5_PTEAL
OG0006185	sp|P43027|GDF5_MOUSE	tr|L5K053|L5K053_PTEAL
OG0006186	sp|P43346|DCK_MOUSE	tr|L5K932|L5K932_PTEAL
OG0006187	sp|P49429|HPPD_MOUSE	tr|L5KS88|L5KS88_PTEAL
OG0006189	sp|P56213|ALR_MOUSE	tr|L5KGH1|L5KGH1_PTEAL
OG0006190	sp|P62878|RBX1_MOUSE	tr|L5K8G2|L5K8G2_PTEAL
OG0006191	sp|P97393|RHG05_MOUSE	tr|L5L1Z4|L5L1Z4_PTEAL
OG0006192	sp|P97401|SFRP3_MOUSE	tr|L5K093|L5K093_PTEAL
OG0006193	tr|Q3TBV4|Q3TBV4_MOUSE	tr|L5JTA6|L5JTA6_PTEAL
OG0006194	sp|Q3TT38|ILRUN_MOUSE	tr|L5KYY0|L5KYY0_PTEAL
OG0006195	sp|Q3TVC7|CCDB1_MOUSE	tr|L5K1Q1|L5K1Q1_PTEAL
OG0006196	sp|Q3TZW0|ECSCR_MOUSE	tr|L5JVF0|L5JVF0_PTEAL
OG0006197	sp|Q3UPH1|PRRC1_MOUSE	tr|L5KM24|L5KM24_PTEAL
OG0006198	sp|Q3V0J1|TM237_MOUSE	tr|L5JZS6|L5JZS6_PTEAL
OG0006199	sp|Q60929|MEF2A_MOUSE	tr|L5JSK5|L5JSK5_PTEAL
OG0006200	sp|Q61703|ITIH2_MOUSE	tr|L5KZX2|L5KZX2_PTEAL
OG0006202	sp|Q62424|HXA13_MOUSE	tr|L5KNW4|L5KNW4_PTEAL
OG0006203	sp|Q6P5D8|SMHD1_MOUSE	tr|L5K5F9|L5K5F9_PTEAL
OG0006204	sp|Q7TMA2|ZN503_MOUSE	tr|L5KFF4|L5KFF4_PTEAL
OG0006205	sp|Q80TC5|POGK_MOUSE	tr|L5KXY2|L5KXY2_PTEAL
OG0006206	tr|Q80Y32|Q80Y32_MOUSE	tr|L5KFE2|L5KFE2_PTEAL
OG0006207	sp|Q80ZJ8|EFC4A_MOUSE	tr|L5KQI7|L5KQI7_PTEAL
OG0006208	sp|Q8BRJ3|RELL2_MOUSE	tr|L5JWW4|L5JWW4_PTEAL
OG0006209	sp|Q8BZ05|ARAP2_MOUSE	tr|L5K522|L5K522_PTEAL
OG0006210	sp|Q8BZA9|TIGAR_MOUSE	tr|L5JT40|L5JT40_PTEAL
OG0006211	sp|Q8C4Y3|NELFB_MOUSE	tr|L5K7F3|L5K7F3_PTEAL
OG0006212	sp|Q8CDE2|CALI_MOUSE	tr|L5KQ10|L5KQ10_PTEAL
OG0006213	sp|Q8CE90|MP2K7_MOUSE	tr|L5K8P6|L5K8P6_PTEAL
OG0006214	sp|Q8K057|IFT80_MOUSE	tr|L5KWU3|L5KWU3_PTEAL
OG0006215	sp|Q8K1R7|NEK9_MOUSE	tr|L5JQM7|L5JQM7_PTEAL
OG0006216	sp|Q8R1C6|MET22_MOUSE	tr|L5KGH2|L5KGH2_PTEAL
OG0006217	sp|Q8R5M8|CADM1_MOUSE	tr|L5KKQ7|L5KKQ7_PTEAL
OG0006218	sp|Q8VBT0|TMX1_MOUSE	tr|L5K467|L5K467_PTEAL
OG0006219	sp|Q8VI75|IPO4_MOUSE	tr|L5KKY0|L5KKY0_PTEAL
OG0006220	sp|Q922G7|TEKT2_MOUSE	tr|L5JSQ1|L5JSQ1_PTEAL
OG0006221	sp|Q922P9|GLYR1_MOUSE	tr|L5KG67|L5KG67_PTEAL
OG0006222	sp|Q99L88|SNTB1_MOUSE	tr|L5KAL0|L5KAL0_PTEAL
OG0006223	sp|Q99LI5|ZN281_MOUSE	tr|L5L7R8|L5L7R8_PTEAL
OG0006224	sp|Q9CQC3|CFA95_MOUSE	tr|L5K6Q9|L5K6Q9_PTEAL
OG0006225	sp|Q9D067|MDM1_MOUSE	tr|L5JTW0|L5JTW0_PTEAL
OG0006226	sp|Q9D168|INT12_MOUSE	tr|L5K4Y8|L5K4Y8_PTEAL
OG0006227	sp|Q9D6E4|TTC9B_MOUSE	tr|L5L452|L5L452_PTEAL
OG0006228	sp|Q9D856|S39A5_MOUSE	tr|L5KWB1|L5KWB1_PTEAL
OG0006229	sp|Q9D8B4|NDUAB_MOUSE	tr|L5L858|L5L858_PTEAL
OG0006230	sp|Q9R1C6|DGKE_MOUSE	tr|L5JSF2|L5JSF2_PTEAL
OG0006231	sp|Q9Z1Z0|USO1_MOUSE	tr|L5KYI8|L5KYI8_PTEAL
OG0006232	sp|Q9Z324|DPM2_MOUSE	tr|L5K777|L5K777_PTEAL
OG0006233	sp|E9PYY5|DNAI4_MOUSE	tr|L5K4G0|L5K4G0_PTEAL
OG0006234	tr|E9Q2E9|E9Q2E9_MOUSE	tr|L5KXQ5|L5KXQ5_PTEAL
OG0006235	tr|I7HPW8|I7HPW8_MOUSE	tr|L5KL43|L5KL43_PTEAL
OG0006236	sp|P06332|CD4_MOUSE	tr|L5KFG2|L5KFG2_PTEAL
OG0006237	sp|P18893|IL10_MOUSE	tr|L5JYH4|L5JYH4_PTEAL
OG0006238	sp|P19426|NELFE_MOUSE	tr|L5L7A7|L5L7A7_PTEAL
OG0006239	sp|P19536|COX5B_MOUSE	tr|L5KTP6|L5KTP6_PTEAL
OG0006240	sp|P28571|SC6A9_MOUSE	tr|L5KPK3|L5KPK3_PTEAL
OG0006241	sp|P35803|GPM6B_MOUSE	tr|L5KPV1|L5KPV1_PTEAL
OG0006242	sp|P48540|GDNF_MOUSE	tr|L5K5L7|L5K5L7_PTEAL
OG0006243	sp|P56528|CD38_MOUSE	tr|L5K446|L5K446_PTEAL
OG0006244	sp|P62334|PRS10_MOUSE	tr|L5K0P1|L5K0P1_PTEAL
OG0006245	sp|P97785|GFRA1_MOUSE	tr|L5K393|L5K393_PTEAL
OG0006246	sp|Q0VDN7|RUND1_MOUSE	tr|L5JRA4|L5JRA4_PTEAL
OG0006247	sp|Q3TDD9|PPR21_MOUSE	tr|L5KUS1|L5KUS1_PTEAL
OG0006248	sp|Q3TYD6|LMTK2_MOUSE	tr|L5L2E1|L5L2E1_PTEAL
OG0006249	sp|Q3UA16|SPC25_MOUSE	tr|L5K2E0|L5K2E0_PTEAL
OG0006250	sp|Q4KKZ1|CF107_MOUSE	tr|L5KG30|L5KG30_PTEAL
OG0006251	sp|Q5NCY3|CB5D1_MOUSE	tr|L5JWY2|L5JWY2_PTEAL
