Orthogroup	Mus_musculus	Dipodomys_ordii
OG0007165	sp|Q9DCB8|ISCA2_MOUSE	tr|A0A1S3F8C1|A0A1S3F8C1_DIPOR
OG0007166	sp|Q9CWG9|BL1S2_MOUSE	tr|A0A1S3F8X3|A0A1S3F8X3_DIPOR
OG0007167	sp|P97864|CASP7_MOUSE	tr|A0A1S3F9W4|A0A1S3F9W4_DIPOR
OG0007168	sp|B1AVD1|XPP2_MOUSE	tr|A0A1S3FBH4|A0A1S3FBH4_DIPOR
OG0007169	sp|P24807|CD24_MOUSE	tr|A0A1S3FGM7|A0A1S3FGM7_DIPOR
OG0007170	sp|Q6PAM1|TXLNA_MOUSE	tr|A0A1S3FHI7|A0A1S3FHI7_DIPOR
OG0007171	sp|Q9D1N9|RM21_MOUSE	tr|A0A1S3FIJ6|A0A1S3FIJ6_DIPOR
OG0007172	sp|Q9D8H7|OMA1_MOUSE	tr|A0A1S3FML0|A0A1S3FML0_DIPOR
OG0007173	sp|Q9D7I5|LHPP_MOUSE	tr|A0A1S3FNB9|A0A1S3FNB9_DIPOR
OG0007174	sp|Q6YNI2|GPR6_MOUSE	tr|A0A1S3FP69|A0A1S3FP69_DIPOR
OG0007175	tr|A0A5F8MPV9|A0A5F8MPV9_MOUSE	tr|A0A1S3FRM2|A0A1S3FRM2_DIPOR
OG0007176	sp|Q61425|HCDH_MOUSE	tr|A0A1S3FRT1|A0A1S3FRT1_DIPOR
OG0007177	sp|P27782|LEF1_MOUSE	tr|A0A1S3FT43|A0A1S3FT43_DIPOR
OG0007178	tr|Q14BI5|Q14BI5_MOUSE	tr|A0A1S3FTH5|A0A1S3FTH5_DIPOR
OG0007179	sp|Q9D1C9|RRP7A_MOUSE	tr|A0A1S3FUN1|A0A1S3FUN1_DIPOR
OG0007180	sp|P32883|RASK_MOUSE	tr|A0A1S3FVZ2|A0A1S3FVZ2_DIPOR
OG0007181	sp|Q14B70|HDX_MOUSE	tr|A0A1S3FWP0|A0A1S3FWP0_DIPOR
OG0007182	sp|Q61066|NR0B1_MOUSE	tr|A0A1S3FZH1|A0A1S3FZH1_DIPOR
OG0007183	sp|Q8C627|F221B_MOUSE	tr|A0A1S3FZQ5|A0A1S3FZQ5_DIPOR
OG0007184	sp|Q6PFG8|OLIG3_MOUSE	tr|A0A1S3G0G2|A0A1S3G0G2_DIPOR
OG0007185	sp|Q9JK84|PAR6G_MOUSE	tr|A0A1S3G0H9|A0A1S3G0H9_DIPOR
OG0007186	sp|A2AIP0|F166B_MOUSE	tr|A0A1S3G1G2|A0A1S3G1G2_DIPOR
OG0007187	sp|Q9EST4|PSMG2_MOUSE	tr|A0A1S3G1T0|A0A1S3G1T0_DIPOR
OG0007188	tr|D3Z7A8|D3Z7A8_MOUSE	tr|A0A1S3G238|A0A1S3G238_DIPOR
OG0007189	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A1S3G255|A0A1S3G255_DIPOR
OG0007190	sp|Q920N2|BPL1_MOUSE	tr|A0A1S3G3K7|A0A1S3G3K7_DIPOR
OG0007191	sp|Q924S9|DSCR6_MOUSE	tr|A0A1S3G3L2|A0A1S3G3L2_DIPOR
OG0007192	sp|E9Q137|TX264_MOUSE	tr|A0A1S3G482|A0A1S3G482_DIPOR
OG0007193	sp|O35632|HYAL2_MOUSE	tr|A0A1S3G4D2|A0A1S3G4D2_DIPOR
OG0007194	sp|Q9WVL5|MORC1_MOUSE	tr|A0A1S3G565|A0A1S3G565_DIPOR
OG0007195	sp|Q8QZY2|GLCTK_MOUSE	tr|A0A1S3G6E5|A0A1S3G6E5_DIPOR
OG0007196	sp|Q8BP86|SNPC4_MOUSE	tr|A0A1S3G895|A0A1S3G895_DIPOR
OG0007197	sp|P09542|MYL3_MOUSE	tr|A0A1S3GAL4|A0A1S3GAL4_DIPOR
OG0007198	sp|Q9ET39|SLAF6_MOUSE	tr|A0A1S3GBB5|A0A1S3GBB5_DIPOR
OG0007199	sp|Q8BGF9|S2544_MOUSE	tr|A0A1S3GBE3|A0A1S3GBE3_DIPOR
OG0007200	sp|Q3USL1|KLDC9_MOUSE	tr|A0A1S3GBH2|A0A1S3GBH2_DIPOR
OG0007201	sp|Q9DB70|FUND1_MOUSE	tr|A0A1S3GBW9|A0A1S3GBW9_DIPOR
OG0007202	sp|P07750|IL4_MOUSE	tr|A0A1S3GBZ7|A0A1S3GBZ7_DIPOR
OG0007203	sp|Q6ZQA0|NBEL2_MOUSE	tr|A0A1S3GCK9|A0A1S3GCK9_DIPOR
OG0007204	sp|Q61666|HIRA_MOUSE	tr|A0A1S3GDM7|A0A1S3GDM7_DIPOR
OG0007205	sp|P98154|IDD_MOUSE	tr|A0A1S3GDX4|A0A1S3GDX4_DIPOR
OG0007206	sp|Q5Y5T5|ZDHC8_MOUSE	tr|A0A1S3GEC8|A0A1S3GEC8_DIPOR
OG0007207	sp|Q9DCH2|POP7_MOUSE	tr|A0A1S3GED1|A0A1S3GED1_DIPOR
OG0007208	sp|Q9QYM5|RND2_MOUSE	tr|A0A1S3GF04|A0A1S3GF04_DIPOR
OG0007209	sp|P50207|HXC13_MOUSE	tr|A0A1S3GIN9|A0A1S3GIN9_DIPOR
OG0007210	sp|Q91VW3|SH3L3_MOUSE	tr|A0A1S3GJP0|A0A1S3GJP0_DIPOR
OG0007211	sp|Q9DAJ4|WDR83_MOUSE	tr|A0A1S3GLD7|A0A1S3GLD7_DIPOR
OG0007212	sp|Q9DAP7|ASF1B_MOUSE	tr|A0A1S3GLJ1|A0A1S3GLJ1_DIPOR
OG0007213	sp|Q99MB2|MTFR1_MOUSE	tr|A0A1S3GNU7|A0A1S3GNU7_DIPOR
OG0007214	sp|Q6IQY5|CEP70_MOUSE	tr|A0A1S3GQ85|A0A1S3GQ85_DIPOR
OG0007215	sp|Q3TZM9|ALG11_MOUSE	tr|A0A1S3GQR4|A0A1S3GQR4_DIPOR
OG0007216	sp|O88522|NEMO_MOUSE	tr|A0A1S3GS96|A0A1S3GS96_DIPOR
OG0007217	sp|Q04519|ASM_MOUSE	tr|A0A1S3GT36|A0A1S3GT36_DIPOR
OG0007218	sp|Q9Z179|SHCBP_MOUSE	tr|A0A1S3GTC1|A0A1S3GTC1_DIPOR
OG0007219	tr|A2ABG4|A2ABG4_MOUSE	tr|A0A1S3GWN5|A0A1S3GWN5_DIPOR
OG0007220	sp|Q99LM2|CK5P3_MOUSE	tr|A0A1S3GZ75|A0A1S3GZ75_DIPOR
OG0007221	sp|Q6P0X2|ZN511_MOUSE	tr|A0A1S3ELS5|A0A1S3ELS5_DIPOR
OG0007222	sp|Q8R307|VPS18_MOUSE	tr|A0A1S3EMX8|A0A1S3EMX8_DIPOR
OG0007223	sp|Q9D6Z1|NOP56_MOUSE	tr|A0A1S3EPN4|A0A1S3EPN4_DIPOR
OG0007224	sp|Q78S06|SYS1_MOUSE	tr|A0A1S3EQH9|A0A1S3EQH9_DIPOR
OG0007225	sp|Q6GU68|ISLR_MOUSE	tr|A0A1S3ESS6|A0A1S3ESS6_DIPOR
OG0007226	sp|Q9R207|NBN_MOUSE	tr|A0A1S3ETW0|A0A1S3ETW0_DIPOR
OG0007227	sp|O35732|CFLAR_MOUSE	tr|A0A1S3ETZ1|A0A1S3ETZ1_DIPOR
OG0007228	sp|Q8R0N9|ZDHC1_MOUSE	tr|A0A1S3EUF8|A0A1S3EUF8_DIPOR
OG0007229	sp|Q61462|CY24A_MOUSE	tr|A0A1S3EUU3|A0A1S3EUU3_DIPOR
OG0007230	sp|Q8R079|BFAR_MOUSE	tr|A0A1S3EUX1|A0A1S3EUX1_DIPOR
OG0007231	sp|Q61502|E2F5_MOUSE	tr|A0A1S3EVH1|A0A1S3EVH1_DIPOR
OG0007232	sp|Q6P9S1|ATMIN_MOUSE	tr|A0A1S3EVM5|A0A1S3EVM5_DIPOR
OG0007233	sp|Q99KD5|UN45A_MOUSE	tr|A0A1S3EVQ6|A0A1S3EVQ6_DIPOR
OG0007234	sp|Q6PAC4|PCARE_MOUSE	tr|A0A1S3F028|A0A1S3F028_DIPOR
OG0007235	sp|Q5SPX1|CC157_MOUSE	tr|A0A1S3F0I1|A0A1S3F0I1_DIPOR
OG0007236	sp|Q8CII2|CD123_MOUSE	tr|A0A1S3F1I3|A0A1S3F1I3_DIPOR
OG0007237	sp|Q7TQK1|INT7_MOUSE	tr|A0A1S3F3E0|A0A1S3F3E0_DIPOR
OG0007238	sp|Q5SYL3|K0100_MOUSE	tr|A0A1S3F5H1|A0A1S3F5H1_DIPOR
OG0007239	sp|O88819|FUT9_MOUSE	tr|A0A1S3F632|A0A1S3F632_DIPOR
OG0007240	sp|Q70KY4|FOXO6_MOUSE	tr|A0A1S3F6J9|A0A1S3F6J9_DIPOR
OG0007241	sp|Q99MD8|MYNN_MOUSE	tr|A0A1S3F6R1|A0A1S3F6R1_DIPOR
OG0007242	sp|Q99LQ4|SVBP_MOUSE	tr|A0A1S3F715|A0A1S3F715_DIPOR
OG0007243	sp|Q5EBH1|RASF5_MOUSE	tr|A0A1S3FA00|A0A1S3FA00_DIPOR
OG0007244	sp|P52955|LBX1_MOUSE	tr|A0A1S3FB68|A0A1S3FB68_DIPOR
OG0007245	sp|P0C242|CCNO_MOUSE	tr|A0A1S3FBN1|A0A1S3FBN1_DIPOR
OG0007246	sp|Q9QXA7|TRI44_MOUSE	tr|A0A1S3FEQ5|A0A1S3FEQ5_DIPOR
OG0007247	sp|Q9CWR0|ARHGP_MOUSE	tr|A0A1S3FFS3|A0A1S3FFS3_DIPOR
OG0007248	sp|Q61624|ZN148_MOUSE	tr|A0A1S3FFZ9|A0A1S3FFZ9_DIPOR
OG0007249	sp|Q8VHZ7|IMP4_MOUSE	tr|A0A1S3FI47|A0A1S3FI47_DIPOR
OG0007250	sp|Q9WTJ2|OVOL1_MOUSE	tr|A0A1S3FJC7|A0A1S3FJC7_DIPOR
OG0007251	sp|Q9Z2T1|KCNK7_MOUSE	tr|A0A1S3FKG4|A0A1S3FKG4_DIPOR
OG0007252	sp|Q91YT0|NDUV1_MOUSE	tr|A0A1S3FKS0|A0A1S3FKS0_DIPOR
OG0007253	sp|Q9QZR5|HIPK2_MOUSE	tr|A0A1S3FLC6|A0A1S3FLC6_DIPOR
OG0007254	sp|Q8BWM0|PGES2_MOUSE	tr|A0A1S3FLD9|A0A1S3FLD9_DIPOR
OG0007255	sp|Q99J83|ATG5_MOUSE	tr|A0A1S3FMV7|A0A1S3FMV7_DIPOR
OG0007256	sp|Q8BVN7|S2541_MOUSE	tr|A0A1S3FNH8|A0A1S3FNH8_DIPOR
OG0007257	sp|P97429|ANXA4_MOUSE	tr|A0A1S3FNS1|A0A1S3FNS1_DIPOR
OG0007258	sp|Q8CFI5|SYPM_MOUSE	tr|A0A1S3FPD2|A0A1S3FPD2_DIPOR
OG0007259	sp|P70194|CLC4F_MOUSE	tr|A0A1S3FPI4|A0A1S3FPI4_DIPOR
OG0007260	sp|Q9CWU9|NUP37_MOUSE	tr|A0A1S3FPT9|A0A1S3FPT9_DIPOR
OG0007261	sp|Q5RL51|GSTCD_MOUSE	tr|A0A1S3FS58|A0A1S3FS58_DIPOR
OG0007262	sp|P97376|FRG1_MOUSE	tr|A0A1S3FSA1|A0A1S3FSA1_DIPOR
OG0007263	sp|Q9Z108|STAU1_MOUSE	tr|A0A1S3FVC4|A0A1S3FVC4_DIPOR
OG0007264	sp|P34152|FAK1_MOUSE	tr|A0A1S3FW28|A0A1S3FW28_DIPOR
OG0007265	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A1S3FX33|A0A1S3FX33_DIPOR
OG0007266	sp|O70460|CCL19_MOUSE	tr|A0A1S3G1Y3|A0A1S3G1Y3_DIPOR
OG0007267	sp|Q9CR02|TMA16_MOUSE	tr|A0A1S3G203|A0A1S3G203_DIPOR
OG0007268	sp|Q8C0X0|LCA5L_MOUSE	tr|A0A1S3G221|A0A1S3G221_DIPOR
OG0007269	sp|Q9CQ91|NDUA3_MOUSE	tr|A0A1S3G3M8|A0A1S3G3M8_DIPOR
OG0007270	sp|Q6ZQF0|TOPB1_MOUSE	tr|A0A1S3G466|A0A1S3G466_DIPOR
OG0007271	sp|O55087|MEF2B_MOUSE	tr|A0A1S3G4M4|A0A1S3G4M4_DIPOR
OG0007272	sp|P14148|RL7_MOUSE	tr|A0A1S3G4Z9|A0A1S3G4Z9_DIPOR
OG0007273	sp|P48318|DCE1_MOUSE	tr|A0A1S3G5H3|A0A1S3G5H3_DIPOR
OG0007274	sp|Q8C0C4|CCSE1_MOUSE	tr|A0A1S3G8L9|A0A1S3G8L9_DIPOR
OG0007275	sp|P48776|T23O_MOUSE	tr|A0A1S3G901|A0A1S3G901_DIPOR
OG0007276	sp|Q9EPK5|WWTR1_MOUSE	tr|A0A1S3G9F4|A0A1S3G9F4_DIPOR
OG0007277	sp|Q505G8|ZN827_MOUSE	tr|A0A1S3GA99|A0A1S3GA99_DIPOR
OG0007278	sp|P22437|PGH1_MOUSE	tr|A0A1S3GAD0|A0A1S3GAD0_DIPOR
OG0007279	sp|O70443|GNAZ_MOUSE	tr|A0A1S3GDU3|A0A1S3GDU3_DIPOR
OG0007280	sp|Q8JZU2|TXTP_MOUSE	tr|A0A1S3GFD2|A0A1S3GFD2_DIPOR
OG0007281	sp|Q8BH73|QPCTL_MOUSE	tr|A0A1S3GH07|A0A1S3GH07_DIPOR
OG0007282	sp|Q99PT1|GDIR1_MOUSE	tr|A0A1S3GK37|A0A1S3GK37_DIPOR
OG0007283	sp|O35295|PURB_MOUSE	tr|A0A1S3GK53|A0A1S3GK53_DIPOR
OG0007284	sp|Q9JI57|GT2D1_MOUSE	tr|A0A1S3GKW9|A0A1S3GKW9_DIPOR
OG0007285	sp|P56857|CLD18_MOUSE	tr|A0A1S3GMU3|A0A1S3GMU3_DIPOR
OG0007286	sp|Q8BT07|CEP55_MOUSE	tr|A0A1S3GP79|A0A1S3GP79_DIPOR
OG0007287	sp|Q9ESX5|DKC1_MOUSE	tr|A0A1S3GPV2|A0A1S3GPV2_DIPOR
OG0007288	sp|Q9R0Q1|SYTL4_MOUSE	tr|A0A1S3GQI0|A0A1S3GQI0_DIPOR
OG0007289	sp|Q03059|CLAT_MOUSE	tr|A0A1S3GRY0|A0A1S3GRY0_DIPOR
OG0007290	sp|Q99KF0|CAR14_MOUSE	tr|A0A1S3GS73|A0A1S3GS73_DIPOR
OG0007291	sp|Q9QZ39|SIA7A_MOUSE	tr|A0A1S3GSQ6|A0A1S3GSQ6_DIPOR
OG0007292	sp|Q504N0|CBPA2_MOUSE	tr|A0A1S3GUB9|A0A1S3GUB9_DIPOR
OG0007293	sp|Q8BJ90|ZN771_MOUSE	tr|A0A1S3GUG6|A0A1S3GUG6_DIPOR
OG0007294	sp|Q02496|MUC1_MOUSE	tr|A0A1S3GV61|A0A1S3GV61_DIPOR
OG0007295	sp|O70251|EF1B_MOUSE	tr|A0A1S3GWP5|A0A1S3GWP5_DIPOR
OG0007296	sp|Q9D3W4|GPN3_MOUSE	tr|A0A1S3GYT3|A0A1S3GYT3_DIPOR
OG0007297	sp|Q9D7A8|ARMC1_MOUSE	tr|A0A1S3EKE9|A0A1S3EKE9_DIPOR
OG0007298	sp|Q923W1|TGS1_MOUSE	tr|A0A1S3ELQ1|A0A1S3ELQ1_DIPOR
OG0007299	sp|Q8VEN2|PLET1_MOUSE	tr|A0A1S3ELQ6|A0A1S3ELQ6_DIPOR
OG0007300	sp|Q6AW69|CGNL1_MOUSE	tr|A0A1S3EM13|A0A1S3EM13_DIPOR
OG0007301	sp|Q5XKN4|JAGN1_MOUSE	tr|A0A1S3ENR9|A0A1S3ENR9_DIPOR
OG0007302	sp|Q9WVH6|ANGP4_MOUSE	tr|A0A1S3EPE9|A0A1S3EPE9_DIPOR
OG0007303	sp|Q80ZW0|STK35_MOUSE	tr|A0A1S3EQ80|A0A1S3EQ80_DIPOR
OG0007304	sp|Q9D074|MGRN1_MOUSE	tr|A0A1S3ETG0|A0A1S3ETG0_DIPOR
OG0007305	sp|Q8K2H2|OTU6B_MOUSE	tr|A0A1S3EUA0|A0A1S3EUA0_DIPOR
OG0007306	sp|Q9QUP4|CHST5_MOUSE	tr|A0A1S3EUR4|A0A1S3EUR4_DIPOR
OG0007307	sp|Q80VY9|DHX33_MOUSE	tr|A0A1S3EXF6|A0A1S3EXF6_DIPOR
OG0007308	sp|Q8VBU8|BANP_MOUSE	tr|A0A1S3EXN4|A0A1S3EXN4_DIPOR
OG0007309	sp|Q9CWG8|NDUF7_MOUSE	tr|A0A1S3EYH2|A0A1S3EYH2_DIPOR
OG0007310	sp|Q9D2G9|HIPL2_MOUSE	tr|A0A1S3F1E4|A0A1S3F1E4_DIPOR
OG0007311	sp|Q03265|ATPA_MOUSE	tr|A0A1S3F287|A0A1S3F287_DIPOR
OG0007312	sp|Q7TS55|TNF18_MOUSE	tr|A0A1S3F4J1|A0A1S3F4J1_DIPOR
OG0007313	sp|P14404|MECOM_MOUSE	tr|A0A1S3F6P6|A0A1S3F6P6_DIPOR
OG0007314	sp|Q9CR25|DPH2_MOUSE	tr|A0A1S3F6V5|A0A1S3F6V5_DIPOR
OG0007315	sp|Q8BG07|PLD4_MOUSE	tr|A0A1S3F741|A0A1S3F741_DIPOR
OG0007316	sp|Q9D0Z3|TMM53_MOUSE	tr|A0A1S3F7Z0|A0A1S3F7Z0_DIPOR
OG0007317	sp|F7BWT7|TSN15_MOUSE	tr|A0A1S3F8F1|A0A1S3F8F1_DIPOR
OG0007318	sp|Q91X88|PMGT1_MOUSE	tr|A0A1S3F986|A0A1S3F986_DIPOR
OG0007319	sp|Q61333|TNAP2_MOUSE	tr|A0A1S3F9H5|A0A1S3F9H5_DIPOR
OG0007320	sp|Q91X78|ERLN1_MOUSE	tr|A0A1S3FBG4|A0A1S3FBG4_DIPOR
OG0007321	sp|Q61271|ACV1B_MOUSE	tr|A0A1S3FCC3|A0A1S3FCC3_DIPOR
OG0007322	sp|Q8CG71|P3H2_MOUSE	tr|A0A1S3FEN6|A0A1S3FEN6_DIPOR
OG0007323	sp|Q8VDV8|MITD1_MOUSE	tr|A0A1S3FF14|A0A1S3FF14_DIPOR
OG0007324	sp|Q9DBS4|ACOXL_MOUSE	tr|A0A1S3FFB1|A0A1S3FFB1_DIPOR
OG0007325	sp|Q02862|CS2LA_MOUSE	tr|A0A1S3FGU9|A0A1S3FGU9_DIPOR
OG0007326	sp|Q924H0|NPFF2_MOUSE	tr|A0A1S3FI98|A0A1S3FI98_DIPOR
OG0007327	sp|O35622|FGF15_MOUSE	tr|A0A1S3FII7|A0A1S3FII7_DIPOR
OG0007328	sp|Q9DB43|ZFPL1_MOUSE	tr|A0A1S3FK31|A0A1S3FK31_DIPOR
OG0007329	sp|Q8R2R1|POMT1_MOUSE	tr|A0A1S3FK35|A0A1S3FK35_DIPOR
OG0007330	sp|P08003|PDIA4_MOUSE	tr|A0A1S3FKN8|A0A1S3FKN8_DIPOR
OG0007331	sp|Q9ERZ4|ACM2_MOUSE	tr|A0A1S3FM63|A0A1S3FM63_DIPOR
OG0007332	sp|Q8VDS7|CE57L_MOUSE	tr|A0A1S3FMK8|A0A1S3FMK8_DIPOR
OG0007333	sp|Q33DR3|DLP1_MOUSE	tr|A0A1S3FNG8|A0A1S3FNG8_DIPOR
OG0007334	sp|A2ADF7|S2534_MOUSE	tr|A0A1S3FP00|A0A1S3FP00_DIPOR
OG0007335	sp|Q80XE1|RIC8B_MOUSE	tr|A0A1S3FR61|A0A1S3FR61_DIPOR
OG0007336	sp|Q3TTL0|CC038_MOUSE	tr|A0A1S3FTA5|A0A1S3FTA5_DIPOR
OG0007337	sp|Q9DAY5|CF120_MOUSE	tr|A0A1S3FTS2|A0A1S3FTS2_DIPOR
OG0007338	sp|P62915|TF2B_MOUSE	tr|A0A1S3FUF3|A0A1S3FUF3_DIPOR
OG0007339	sp|Q8K2V6|IPO11_MOUSE	tr|A0A1S3FVZ6|A0A1S3FVZ6_DIPOR
OG0007340	sp|P33609|DPOLA_MOUSE	tr|A0A1S3FZD7|A0A1S3FZD7_DIPOR
OG0007341	sp|B1AWI6|MSMP_MOUSE	tr|A0A1S3G015|A0A1S3G015_DIPOR
OG0007342	sp|Q9D0S9|HINT2_MOUSE	tr|A0A1S3G123|A0A1S3G123_DIPOR
OG0007343	tr|E9Q3D4|E9Q3D4_MOUSE	tr|A0A1S3G2H8|A0A1S3G2H8_DIPOR
OG0007344	sp|Q8VEH5|EPMIP_MOUSE	tr|A0A1S3G2M2|A0A1S3G2M2_DIPOR
OG0007345	sp|Q60902|EP15R_MOUSE	tr|A0A1S3G4K9|A0A1S3G4K9_DIPOR
OG0007346	sp|P00015|CYC2_MOUSE	tr|A0A1S3G665|A0A1S3G665_DIPOR
OG0007347	sp|Q3UU67|TRAT1_MOUSE	tr|A0A1S3G7H1|A0A1S3G7H1_DIPOR
OG0007348	sp|Q62276|MED22_MOUSE	tr|A0A1S3G7S9|A0A1S3G7S9_DIPOR
OG0007349	sp|Q3V1D5|PLPL1_MOUSE	tr|A0A1S3G887|A0A1S3G887_DIPOR
OG0007350	sp|O35841|API5_MOUSE	tr|A0A1S3G9G5|A0A1S3G9G5_DIPOR
OG0007351	sp|Q6A025|PPR26_MOUSE	tr|A0A1S3GA05|A0A1S3GA05_DIPOR
OG0007352	sp|Q62028|PLA2R_MOUSE	tr|A0A1S3GBW4|A0A1S3GBW4_DIPOR
OG0007353	sp|Q8BXX9|CC169_MOUSE	tr|A0A1S3GDJ9|A0A1S3GDJ9_DIPOR
OG0007354	sp|P68037|UB2L3_MOUSE	tr|A0A1S3GEA1|A0A1S3GEA1_DIPOR
OG0007355	sp|Q03146|DDR1_MOUSE	tr|A0A1S3GF85|A0A1S3GF85_DIPOR
OG0007356	sp|Q8R3I3|COG6_MOUSE	tr|A0A1S3GFB7|A0A1S3GFB7_DIPOR
OG0007357	sp|Q9D702|TMM52_MOUSE	tr|A0A1S3GFV5|A0A1S3GFV5_DIPOR
OG0007358	sp|Q6NZQ6|ZN740_MOUSE	tr|A0A1S3GGH0|A0A1S3GGH0_DIPOR
OG0007359	sp|Q8C5V0|SPT32_MOUSE	tr|A0A1S3GGM6|A0A1S3GGM6_DIPOR
OG0007360	sp|Q8BH64|EHD2_MOUSE	tr|A0A1S3GGR8|A0A1S3GGR8_DIPOR
OG0007361	sp|Q3TX08|TRM1_MOUSE	tr|A0A1S3GLX8|A0A1S3GLX8_DIPOR
OG0007362	sp|Q8C3K5|TMM72_MOUSE	tr|A0A1S3GMG2|A0A1S3GMG2_DIPOR
OG0007363	sp|Q9Z123|SEM4F_MOUSE	tr|A0A1S3GMX1|A0A1S3GMX1_DIPOR
OG0007364	sp|Q8QZY4|RTBDN_MOUSE	tr|A0A1S3GN12|A0A1S3GN12_DIPOR
OG0007365	sp|Q9DC71|RT15_MOUSE	tr|A0A1S3GNG1|A0A1S3GNG1_DIPOR
OG0007366	sp|Q8BNN1|SPA2L_MOUSE	tr|A0A1S3GQF0|A0A1S3GQF0_DIPOR
OG0007367	sp|Q9WUM5|SUCA_MOUSE	tr|A0A1S3GRK5|A0A1S3GRK5_DIPOR
OG0007368	sp|Q05722|CO9A1_MOUSE	tr|A0A1S3GT71|A0A1S3GT71_DIPOR
OG0007369	sp|Q99N92|RM27_MOUSE	tr|A0A1S3GTG9|A0A1S3GTG9_DIPOR
OG0007370	sp|Q8VHK1|CSKI2_MOUSE	tr|A0A1S3GX36|A0A1S3GX36_DIPOR
OG0007371	sp|B2RUP2|UN13D_MOUSE	tr|A0A1S3GZ64|A0A1S3GZ64_DIPOR
OG0007372	sp|P82349|SGCB_MOUSE	tr|A0A1S3EJ34|A0A1S3EJ34_DIPOR
OG0007373	sp|Q6P5U7|NWD2_MOUSE	tr|A0A1S3EJC1|A0A1S3EJC1_DIPOR
OG0007374	sp|P63038|CH60_MOUSE	tr|A0A1S3EKA3|A0A1S3EKA3_DIPOR
OG0007375	tr|Q8VFN1|Q8VFN1_MOUSE	tr|A0A1S3EKQ6|A0A1S3EKQ6_DIPOR
OG0007376	sp|Q9D7I9|TGM5_MOUSE	tr|A0A1S3EP20|A0A1S3EP20_DIPOR
OG0007377	tr|E9Q8V6|E9Q8V6_MOUSE	tr|A0A1S3EPG3|A0A1S3EPG3_DIPOR
OG0007378	sp|Q8BM47|PKHM3_MOUSE	tr|A0A1S3ETI8|A0A1S3ETI8_DIPOR
OG0007379	sp|P60229|EIF3E_MOUSE	tr|A0A1S3EU52|A0A1S3EU52_DIPOR
OG0007380	sp|Q3URR7|ZSC10_MOUSE	tr|A0A1S3EU55|A0A1S3EU55_DIPOR
OG0007381	sp|P70166|CPEB1_MOUSE	tr|A0A1S3EV07|A0A1S3EV07_DIPOR
OG0007382	sp|Q7TMC8|FCSK_MOUSE	tr|A0A1S3EWW8|A0A1S3EWW8_DIPOR
OG0007383	sp|Q8K0R6|GLTD2_MOUSE	tr|A0A1S3EXM0|A0A1S3EXM0_DIPOR
OG0007384	sp|A0PJN4|U2QL1_MOUSE	tr|A0A1S3EZC7|A0A1S3EZC7_DIPOR
OG0007385	sp|P22361|HNF1A_MOUSE	tr|A0A1S3F1B9|A0A1S3F1B9_DIPOR
OG0007386	sp|O88824|JTB_MOUSE	tr|A0A1S3F2A0|A0A1S3F2A0_DIPOR
OG0007387	sp|Q3UME2|TM241_MOUSE	tr|A0A1S3F2E3|A0A1S3F2E3_DIPOR
OG0007388	sp|Q04690|NF1_MOUSE	tr|A0A1S3F5M7|A0A1S3F5M7_DIPOR
OG0007389	sp|Q8K057|IFT80_MOUSE	tr|A0A1S3F773|A0A1S3F773_DIPOR
OG0007390	sp|P22389|EDN2_MOUSE	tr|A0A1S3F905|A0A1S3F905_DIPOR
OG0007391	sp|Q9WU66|SFRP5_MOUSE	tr|A0A1S3FAU4|A0A1S3FAU4_DIPOR
OG0007392	sp|A2AQH4|BCORL_MOUSE	tr|A0A1S3FC06|A0A1S3FC06_DIPOR
OG0007393	sp|Q9DCA5|BRX1_MOUSE	tr|A0A1S3FC22|A0A1S3FC22_DIPOR
OG0007394	sp|P54869|HMCS2_MOUSE	tr|A0A1S3FC44|A0A1S3FC44_DIPOR
OG0007395	sp|Q8R242|DIAC_MOUSE	tr|A0A1S3FCU5|A0A1S3FCU5_DIPOR
OG0007396	sp|Q61033|LAP2A_MOUSE	tr|A0A1S3FEQ2|A0A1S3FEQ2_DIPOR
OG0007397	sp|Q99LV7|PIGX_MOUSE	tr|A0A1S3FEQ4|A0A1S3FEQ4_DIPOR
OG0007398	sp|Q9CQA8|CEP19_MOUSE	tr|A0A1S3FFJ3|A0A1S3FFJ3_DIPOR
OG0007399	sp|P54923|ADPRH_MOUSE	tr|A0A1S3FFK7|A0A1S3FFK7_DIPOR
OG0007400	sp|Q61609|S20A1_MOUSE	tr|A0A1S3FG56|A0A1S3FG56_DIPOR
OG0007401	sp|Q8JZM4|DNER_MOUSE	tr|A0A1S3FHC8|A0A1S3FHC8_DIPOR
OG0007402	sp|Q8VDY9|CAAP1_MOUSE	tr|A0A1S3FI90|A0A1S3FI90_DIPOR
OG0007403	sp|Q8BXS7|GP152_MOUSE	tr|A0A1S3FIZ4|A0A1S3FIZ4_DIPOR
OG0007404	sp|P30557|PE2R3_MOUSE	tr|A0A1S3FJ76|A0A1S3FJ76_DIPOR
OG0007405	sp|P97414|KCNQ1_MOUSE	tr|A0A1S3FJV6|A0A1S3FJV6_DIPOR
OG0007406	sp|Q63ZW7|INADL_MOUSE	tr|A0A1S3FMS8|A0A1S3FMS8_DIPOR
OG0007407	sp|P04351|IL2_MOUSE	tr|A0A1S3FNJ6|A0A1S3FNJ6_DIPOR
