Orthogroup	Mus_musculus	Pipistrellus_kuhlii
OG0004814	sp|O88491|NSD1_MOUSE	tr|A0A7J7XBR0|A0A7J7XBR0_PIPKU
OG0004815	sp|O88910|MPP3_MOUSE	tr|A0A7J7U8H4|A0A7J7U8H4_PIPKU
OG0004816	sp|P01592|IGJ_MOUSE	tr|A0A7J8B0E0|A0A7J8B0E0_PIPKU
OG0004817	sp|P25425|PO2F1_MOUSE	tr|A0A7J7UUG1|A0A7J7UUG1_PIPKU
OG0004818	sp|P27600|GNA12_MOUSE	tr|A0A7J7XB29|A0A7J7XB29_PIPKU
OG0004819	sp|P32240|PE2R4_MOUSE	tr|A0A7J7YY08|A0A7J7YY08_PIPKU
OG0004820	sp|P33680|GUC2A_MOUSE	tr|A0A7J8A811|A0A7J8A811_PIPKU
OG0004821	sp|P38647|GRP75_MOUSE	tr|A0A7J7XAN0|A0A7J7XAN0_PIPKU
OG0004822	sp|P49710|HCLS1_MOUSE	tr|A0A7J8A6E0|A0A7J8A6E0_PIPKU
OG0004823	sp|P56473|AGRP_MOUSE	tr|A0A7J7UZC6|A0A7J7UZC6_PIPKU
OG0004824	sp|P58269|DPF3_MOUSE	tr|A0A7J8AZJ9|A0A7J8AZJ9_PIPKU
OG0004825	sp|P60154|RNAS9_MOUSE	tr|A0A7J8B4A5|A0A7J8B4A5_PIPKU
OG0004826	sp|P70428|EXT2_MOUSE	tr|A0A7J7X0B2|A0A7J7X0B2_PIPKU
OG0004827	sp|Q00342|FLT3_MOUSE	tr|A0A7J7ZI20|A0A7J7ZI20_PIPKU
OG0004828	sp|Q14AI6|RUSD3_MOUSE	tr|A0A7J7WE68|A0A7J7WE68_PIPKU
OG0004829	sp|Q3UF64|RNFT2_MOUSE	tr|A0A7J7UGT6|A0A7J7UGT6_PIPKU
OG0004830	sp|Q3UU41|SCIMP_MOUSE	tr|A0A7J7TY44|A0A7J7TY44_PIPKU
OG0004831	sp|Q4KMM3|OXR1_MOUSE	tr|A0A7J7VNN8|A0A7J7VNN8_PIPKU
OG0004832	sp|Q62394|ZN185_MOUSE	tr|A0A7J7S5H3|A0A7J7S5H3_PIPKU
OG0004833	sp|Q6P4T1|SNX19_MOUSE	tr|A0A7J7UHJ1|A0A7J7UHJ1_PIPKU
OG0004834	sp|Q80XS7|FA83E_MOUSE	tr|A0A7J7QSU4|A0A7J7QSU4_PIPKU
OG0004835	sp|Q80Y55|BSDC1_MOUSE	tr|A0A7J8A4I3|A0A7J8A4I3_PIPKU
OG0004836	sp|Q80ZE4|PAQR7_MOUSE	tr|A0A7J8AAT7|A0A7J8AAT7_PIPKU
OG0004837	sp|Q8BH79|ANO10_MOUSE	tr|A0A7J7WBV0|A0A7J7WBV0_PIPKU
OG0004838	sp|Q8BJS8|MTBP_MOUSE	tr|A0A7J7VNH4|A0A7J7VNH4_PIPKU
OG0004839	sp|Q8BKV0|TICN3_MOUSE	tr|A0A7J7XCQ2|A0A7J7XCQ2_PIPKU
OG0004840	sp|Q8BYH0|DRGX_MOUSE	tr|A0A7J7T0C5|A0A7J7T0C5_PIPKU
OG0004841	sp|Q8CAE2|HENMT_MOUSE	tr|A0A7J7TVT6|A0A7J7TVT6_PIPKU
OG0004842	sp|Q8CB44|GRAM4_MOUSE	tr|A0A7J7RN21|A0A7J7RN21_PIPKU
OG0004843	sp|Q8CD10|MICU2_MOUSE	tr|A0A7J7ZKE7|A0A7J7ZKE7_PIPKU
OG0004844	sp|Q8K039|K1143_MOUSE	tr|A0A7J7WD86|A0A7J7WD86_PIPKU
OG0004845	sp|Q8VDR5|TM267_MOUSE	tr|A0A7J7YZF9|A0A7J7YZF9_PIPKU
OG0004846	sp|Q8VID5|RECQ5_MOUSE	tr|A0A7J7SFA8|A0A7J7SFA8_PIPKU
OG0004847	sp|Q921J2|RHEB_MOUSE	tr|A0A7J7S6X4|A0A7J7S6X4_PIPKU
OG0004848	sp|Q99LE2|GP146_MOUSE	tr|A0A7J7QZS6|A0A7J7QZS6_PIPKU
OG0004849	sp|Q99MB7|RN141_MOUSE	tr|A0A7J7X1W3|A0A7J7X1W3_PIPKU
OG0004850	sp|Q9CQX5|CLDN1_MOUSE	tr|A0A7J8A5W9|A0A7J8A5W9_PIPKU
OG0004851	sp|Q9CRW3|CB076_MOUSE	tr|A0A7J7XTE3|A0A7J7XTE3_PIPKU
OG0004852	sp|Q9CY58|PAIRB_MOUSE	tr|A0A7J8AB31|A0A7J8AB31_PIPKU
OG0004853	sp|Q9CZU3|MTREX_MOUSE	tr|A0A7J7YXS4|A0A7J7YXS4_PIPKU
OG0004854	sp|Q9D1D6|CTHR1_MOUSE	tr|A0A7J7VM40|A0A7J7VM40_PIPKU
OG0004855	sp|Q9D2H6|SP2_MOUSE	tr|A0A7J7QSX6|A0A7J7QSX6_PIPKU
OG0004856	sp|Q9D4H9|PHF14_MOUSE	tr|A0A7J7WLY7|A0A7J7WLY7_PIPKU
OG0004857	sp|Q9D994|WDR38_MOUSE	tr|A0A7J7SFI0|A0A7J7SFI0_PIPKU
OG0004858	sp|Q9D9S3|RWD2A_MOUSE	tr|A0A7J7YQ23|A0A7J7YQ23_PIPKU
OG0004859	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A7J8A4U0|A0A7J8A4U0_PIPKU
OG0004860	sp|Q9JKF7|RM39_MOUSE	tr|A0A7J8AA73|A0A7J8AA73_PIPKU
OG0004861	sp|Q9QUM0|ITA2B_MOUSE	tr|A0A7J7U833|A0A7J7U833_PIPKU
OG0004862	sp|Q9QYC1|PCX1_MOUSE	tr|A0A7J8B384|A0A7J8B384_PIPKU
OG0004863	sp|Q9R1E6|ENPP2_MOUSE	tr|A0A7J7VM76|A0A7J7VM76_PIPKU
OG0004864	sp|Q9WTN3|SRBP1_MOUSE	tr|A0A7J7TY49|A0A7J7TY49_PIPKU
OG0004865	sp|Q9WU19|HAOX1_MOUSE	tr|A0A7J7Y8L9|A0A7J7Y8L9_PIPKU
OG0004866	tr|A0A0B4J1G4|A0A0B4J1G4_MOUSE	tr|A0A7J7ZIH1|A0A7J7ZIH1_PIPKU
OG0004867	sp|A0A0U1RQ45|TM275_MOUSE	tr|A0A7J8ACH7|A0A7J8ACH7_PIPKU
OG0004868	tr|A0A140LJ72|A0A140LJ72_MOUSE	tr|A0A7J7TA81|A0A7J7TA81_PIPKU
OG0004869	sp|B1ASB6|SPOC1_MOUSE	tr|A0A7J8AB23|A0A7J8AB23_PIPKU
OG0004871	sp|F8VPY8|OCAT2_MOUSE	tr|A0A7J7WZ23|A0A7J7WZ23_PIPKU
OG0004872	sp|G3X9C2|FBX50_MOUSE	tr|A0A7J7SNW0|A0A7J7SNW0_PIPKU
OG0004873	sp|O08989|RASM_MOUSE	tr|A0A7J7WDU0|A0A7J7WDU0_PIPKU
OG0004874	sp|O35386|PAHX_MOUSE	tr|A0A7J8B442|A0A7J8B442_PIPKU
OG0004875	sp|O70394|I27RA_MOUSE	tr|A0A7J7TAL7|A0A7J7TAL7_PIPKU
OG0004876	sp|O70494|SP3_MOUSE	tr|A0A7J7XXA2|A0A7J7XXA2_PIPKU
OG0004877	sp|O88665|BRD7_MOUSE	tr|A0A7J7UZJ8|A0A7J7UZJ8_PIPKU
OG0004878	sp|P09092|HXA6_MOUSE	tr|A0A7J7TPJ4|A0A7J7TPJ4_PIPKU
OG0004879	sp|P18828|SDC1_MOUSE	tr|A0A7J7VVP3|A0A7J7VVP3_PIPKU
OG0004880	sp|P43028|GDF6_MOUSE	tr|A0A7J7VMT8|A0A7J7VMT8_PIPKU
OG0004881	sp|P97318|DAB1_MOUSE	tr|A0A7J8A5G3|A0A7J8A5G3_PIPKU
OG0004882	sp|Q05921|RN5A_MOUSE	tr|A0A7J7UUD5|A0A7J7UUD5_PIPKU
OG0004883	sp|Q3B807|TCRGL_MOUSE	tr|A0A7J7VD27|A0A7J7VD27_PIPKU
OG0004884	sp|Q3SXD3|HDDC2_MOUSE	tr|A0A7J7YLT7|A0A7J7YLT7_PIPKU
OG0004885	tr|Q3URQ4|Q3URQ4_MOUSE	tr|A0A7J8A6B1|A0A7J8A6B1_PIPKU
OG0004886	sp|Q569E4|MENT_MOUSE	tr|A0A7J7TVK1|A0A7J7TVK1_PIPKU
OG0004887	sp|Q571B6|WHAMM_MOUSE	tr|A0A7J7S571|A0A7J7S571_PIPKU
OG0004888	sp|Q60963|PAFA_MOUSE	tr|A0A7J7YN56|A0A7J7YN56_PIPKU
OG0004889	sp|Q61282|PGCA_MOUSE	tr|A0A7J7SFK8|A0A7J7SFK8_PIPKU
OG0004890	sp|Q61409|PDE3B_MOUSE	tr|A0A7J7X1Y3|A0A7J7X1Y3_PIPKU
OG0004891	sp|Q61462|CY24A_MOUSE	tr|A0A7J7V002|A0A7J7V002_PIPKU
OG0004892	sp|Q62425|NDUA4_MOUSE	tr|A0A7J7WLJ7|A0A7J7WLJ7_PIPKU
OG0004893	sp|Q64705|USF2_MOUSE	tr|A0A7J7V1M0|A0A7J7V1M0_PIPKU
OG0004894	sp|Q64HY3|SP9_MOUSE	tr|A0A7J7XW41|A0A7J7XW41_PIPKU
OG0004895	sp|Q66JY2|IN80D_MOUSE	tr|A0A7J7XV06|A0A7J7XV06_PIPKU
OG0004896	sp|Q6P542|ABCF1_MOUSE	tr|A0A7J7R5F8|A0A7J7R5F8_PIPKU
OG0004897	sp|Q6SP97|ENKUR_MOUSE	tr|A0A7J8AZN8|A0A7J8AZN8_PIPKU
OG0004898	sp|Q7TN83|SYT16_MOUSE	tr|A0A7J8B5F8|A0A7J8B5F8_PIPKU
OG0004899	sp|Q7TNV0|DEK_MOUSE	tr|A0A7J8A698|A0A7J8A698_PIPKU
OG0004900	sp|Q80SY4|MIB1_MOUSE	tr|A0A7J7Y9J0|A0A7J7Y9J0_PIPKU
OG0004901	sp|Q80V62|FACD2_MOUSE	tr|A0A7J7WCI6|A0A7J7WCI6_PIPKU
OG0004902	sp|Q8BMG7|RBGPR_MOUSE	tr|A0A7J7TP73|A0A7J7TP73_PIPKU
OG0004903	sp|Q8C0Q3|TTC34_MOUSE	tr|A0A7J7T185|A0A7J7T185_PIPKU
OG0004904	sp|Q8C129|LCAP_MOUSE	tr|A0A7J7YWI5|A0A7J7YWI5_PIPKU
OG0004905	sp|Q8CDT7|CBCO1_MOUSE	tr|A0A7J7VA66|A0A7J7VA66_PIPKU
OG0004906	sp|Q8K2K6|AGFG1_MOUSE	tr|A0A7J7XTB5|A0A7J7XTB5_PIPKU
OG0004907	sp|Q8K3I8|DFB19_MOUSE	tr|A0A7J7Y811|A0A7J7Y811_PIPKU
OG0004908	sp|Q8R1S9|S38A4_MOUSE	tr|A0A7J7ZMJ7|A0A7J7ZMJ7_PIPKU
OG0004909	sp|Q91VJ5|PQBP1_MOUSE	tr|A0A7J7T1V6|A0A7J7T1V6_PIPKU
OG0004910	sp|Q91W98|S15A4_MOUSE	tr|A0A7J7RGP0|A0A7J7RGP0_PIPKU
OG0004911	sp|Q99LI7|CSTF3_MOUSE	tr|A0A7J7WZ85|A0A7J7WZ85_PIPKU
OG0004912	sp|Q9CYR0|SSBP_MOUSE	tr|A0A7J7WM71|A0A7J7WM71_PIPKU
OG0004913	sp|Q9D4A5|CP086_MOUSE	tr|A0A7J7UZA1|A0A7J7UZA1_PIPKU
OG0004914	sp|Q9D752|MD2L2_MOUSE	tr|A0A7J7T0V0|A0A7J7T0V0_PIPKU
OG0004915	sp|Q9D956|MALD3_MOUSE	tr|A0A7J7V0T7|A0A7J7V0T7_PIPKU
OG0004916	sp|Q9ES64|USH1C_MOUSE	tr|A0A7J7X2D8|A0A7J7X2D8_PIPKU
OG0004917	sp|Q9JHL0|NTAL_MOUSE	tr|A0A7J7YX25|A0A7J7YX25_PIPKU
OG0004918	sp|Q9QXK2|RAD18_MOUSE	tr|A0A7J7WEA6|A0A7J7WEA6_PIPKU
OG0004919	sp|Q9QZM8|FBX17_MOUSE	tr|A0A7J7SPA2|A0A7J7SPA2_PIPKU
OG0004920	sp|Q9WU81|G6PT3_MOUSE	tr|A0A7J7UH93|A0A7J7UH93_PIPKU
OG0004921	sp|Q9Z0E1|M1AP_MOUSE	tr|A0A7J7VVF7|A0A7J7VVF7_PIPKU
OG0004922	tr|A0A087WQ44|A0A087WQ44_MOUSE	tr|A0A7J7S638|A0A7J7S638_PIPKU
OG0004923	tr|A0A0N4SW31|A0A0N4SW31_MOUSE	tr|A0A7J7Y9G9|A0A7J7Y9G9_PIPKU
OG0004924	sp|A2AS89|SPEB_MOUSE	tr|A0A7J8A446|A0A7J8A446_PIPKU
OG0004925	tr|B2RVB9|B2RVB9_MOUSE	tr|A0A7J7WMX7|A0A7J7WMX7_PIPKU
OG0004926	tr|J3QPC3|J3QPC3_MOUSE	tr|A0A7J7SNF7|A0A7J7SNF7_PIPKU
OG0004927	sp|O35468|WNT9B_MOUSE	tr|A0A7J7U974|A0A7J7U974_PIPKU
OG0004928	sp|P07742|RIR1_MOUSE	tr|A0A7J7X1Q1|A0A7J7X1Q1_PIPKU
OG0004929	sp|P09065|HME1_MOUSE	tr|A0A7J7XU78|A0A7J7XU78_PIPKU
OG0004930	sp|P13562|GON1_MOUSE	tr|A0A7J7U9U9|A0A7J7U9U9_PIPKU
OG0004931	sp|P19783|COX41_MOUSE	tr|A0A7J7V048|A0A7J7V048_PIPKU
OG0004932	sp|P22339|GA45B_MOUSE	tr|A0A7J7TAT5|A0A7J7TAT5_PIPKU
OG0004933	sp|P26350|PTMA_MOUSE	tr|A0A7J7XWA0|A0A7J7XWA0_PIPKU
OG0004934	sp|P63325|RS10_MOUSE	tr|A0A7J7YP16|A0A7J7YP16_PIPKU
OG0004935	sp|P98154|IDD_MOUSE	tr|A0A7J7UG08|A0A7J7UG08_PIPKU
OG0004936	sp|Q02496|MUC1_MOUSE	tr|A0A7J7UTT1|A0A7J7UTT1_PIPKU
OG0004937	sp|Q0VBF2|TM52B_MOUSE	tr|A0A7J7ZND7|A0A7J7ZND7_PIPKU
OG0004938	sp|Q3TA59|JMJD8_MOUSE	tr|A0A7J7T288|A0A7J7T288_PIPKU
OG0004939	sp|Q3TC46|PATL1_MOUSE	tr|A0A7J7X142|A0A7J7X142_PIPKU
OG0004940	sp|Q3TIU4|PDE12_MOUSE	tr|A0A7J7WEK9|A0A7J7WEK9_PIPKU
OG0004941	sp|Q3TZX8|NOL9_MOUSE	tr|A0A7J7T0Z6|A0A7J7T0Z6_PIPKU
OG0004942	sp|Q3U515|VWCE_MOUSE	tr|A0A7J7RUE6|A0A7J7RUE6_PIPKU
OG0004943	sp|Q3UDE2|TTL12_MOUSE	tr|A0A7J7RDG4|A0A7J7RDG4_PIPKU
OG0004944	sp|Q3UMR5|MCU_MOUSE	tr|A0A7J7VBZ6|A0A7J7VBZ6_PIPKU
OG0004945	sp|Q402B2|WDR93_MOUSE	tr|A0A7J7S5E2|A0A7J7S5E2_PIPKU
OG0004946	sp|Q4FZG9|NUA4L_MOUSE	tr|A0A7J7ZKN6|A0A7J7ZKN6_PIPKU
OG0004947	sp|Q4VAE3|TMM65_MOUSE	tr|A0A7J7VNL4|A0A7J7VNL4_PIPKU
OG0004948	sp|Q5FWH3|GRHL3_MOUSE	tr|A0A7J8A6B9|A0A7J8A6B9_PIPKU
OG0004949	sp|Q5U405|TMPSD_MOUSE	tr|A0A7J7X279|A0A7J7X279_PIPKU
OG0004950	sp|Q61735|CD47_MOUSE	tr|A0A7J8A5D2|A0A7J8A5D2_PIPKU
OG0004951	sp|Q68FD9|K1549_MOUSE	tr|A0A7J7WLB1|A0A7J7WLB1_PIPKU
OG0004952	sp|Q6VY05|DND1_MOUSE	tr|A0A7J7X9U5|A0A7J7X9U5_PIPKU
OG0004953	sp|Q7TS68|NSUN6_MOUSE	tr|A0A7J8B2P7|A0A7J8B2P7_PIPKU
OG0004954	sp|Q80ST9|LCA5_MOUSE	tr|A0A7J7YMA4|A0A7J7YMA4_PIPKU
OG0004955	sp|Q80TE7|LRRC7_MOUSE	tr|A0A7J8A8C4|A0A7J8A8C4_PIPKU
OG0004956	sp|Q8BGT1|FLRT3_MOUSE	tr|A0A7J7Y8K5|A0A7J7Y8K5_PIPKU
OG0004957	sp|Q8BM96|AGRG7_MOUSE	tr|A0A7J8A3F1|A0A7J8A3F1_PIPKU
OG0004958	sp|Q8BT42|SMIM5_MOUSE	tr|A0A7J7SEU9|A0A7J7SEU9_PIPKU
OG0004959	sp|Q8CFK6|DEN1C_MOUSE	tr|A0A7J7TAP4|A0A7J7TAP4_PIPKU
OG0004960	sp|Q8K1J6|TRNT1_MOUSE	tr|A0A7J7WET3|A0A7J7WET3_PIPKU
OG0004961	sp|Q8K330|SSH3_MOUSE	tr|A0A7J7S092|A0A7J7S092_PIPKU
OG0004962	sp|Q8K4X7|PLCD_MOUSE	tr|A0A7J7RMA3|A0A7J7RMA3_PIPKU
OG0004963	sp|Q91WD5|NDUS2_MOUSE	tr|A0A7J7QXQ3|A0A7J7QXQ3_PIPKU
OG0004964	sp|Q91WI7|ITFG2_MOUSE	tr|A0A7J7ZI79|A0A7J7ZI79_PIPKU
OG0004965	sp|Q91Z58|CF132_MOUSE	tr|A0A7J7YKX2|A0A7J7YKX2_PIPKU
OG0004966	sp|Q920H4|ACM5_MOUSE	tr|A0A7J8AZ54|A0A7J8AZ54_PIPKU
OG0004967	sp|Q99J27|ACATN_MOUSE	tr|A0A7J8ACA8|A0A7J8ACA8_PIPKU
OG0004968	sp|Q99J87|DHX58_MOUSE	tr|A0A7J7U7Q9|A0A7J7U7Q9_PIPKU
OG0004969	sp|Q9CPR4|RL17_MOUSE	tr|A0A7J7YAI4|A0A7J7YAI4_PIPKU
OG0004970	sp|Q9CQV4|RETR3_MOUSE	tr|A0A7J7U8K4|A0A7J7U8K4_PIPKU
OG0004971	sp|Q9CXX0|HYLS1_MOUSE	tr|A0A7J7UFZ0|A0A7J7UFZ0_PIPKU
OG0004972	sp|Q9CYQ5|HPIP_MOUSE	tr|A0A7J7YWW4|A0A7J7YWW4_PIPKU
OG0004973	sp|Q9D6T0|NOSIP_MOUSE	tr|A0A7J7RCI1|A0A7J7RCI1_PIPKU
OG0004975	sp|Q9DB28|POP5_MOUSE	tr|A0A7J7UH35|A0A7J7UH35_PIPKU
OG0004976	sp|Q9JHK5|PLEK_MOUSE	tr|A0A7J7VVL4|A0A7J7VVL4_PIPKU
OG0004977	sp|Q9JIS5|SV2A_MOUSE	tr|A0A7J7UV23|A0A7J7UV23_PIPKU
OG0004978	sp|Q9R078|AAKB1_MOUSE	tr|A0A7J7UGU3|A0A7J7UGU3_PIPKU
OG0004979	sp|Q9WU01|KHDR2_MOUSE	tr|A0A7J7YM10|A0A7J7YM10_PIPKU
OG0004980	sp|Q9WVL4|GRK1_MOUSE	tr|A0A7J7ZHQ1|A0A7J7ZHQ1_PIPKU
OG0004981	sp|Q9Z223|MOC2B_MOUSE	tr|A0A7J7YX93|A0A7J7YX93_PIPKU
OG0004982	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A7J8A3X4|A0A7J8A3X4_PIPKU
OG0004983	tr|A0A0N4SUS7|A0A0N4SUS7_MOUSE	tr|A0A7J7WDK2|A0A7J7WDK2_PIPKU
OG0004984	tr|A0A0U1RNU5|A0A0U1RNU5_MOUSE	tr|A0A7J8A3K4|A0A7J8A3K4_PIPKU
OG0004985	tr|A0A140LIX9|A0A140LIX9_MOUSE	tr|A0A7J7RVG7|A0A7J7RVG7_PIPKU
OG0004986	sp|A2ACJ2|FP100_MOUSE	tr|A0A7J7SED8|A0A7J7SED8_PIPKU
OG0004987	sp|A2CI98|DYTN_MOUSE	tr|A0A7J7XU03|A0A7J7XU03_PIPKU
OG0004988	sp|A7RDN6|RNLS_MOUSE	tr|A0A7J7VC85|A0A7J7VC85_PIPKU
OG0004989	tr|G5E8Z3|G5E8Z3_MOUSE	tr|A0A7J7TVH9|A0A7J7TVH9_PIPKU
OG0004990	sp|O35066|KIF3C_MOUSE	tr|A0A7J7VUI2|A0A7J7VUI2_PIPKU
OG0004991	sp|O70480|VAMP4_MOUSE	tr|A0A7J7UV84|A0A7J7UV84_PIPKU
OG0004992	tr|O88325|O88325_MOUSE	tr|A0A7J7U8F4|A0A7J7U8F4_PIPKU
OG0004993	sp|O88393|TGBR3_MOUSE	tr|A0A7J8ABU8|A0A7J8ABU8_PIPKU
OG0004994	sp|O88441|MTX2_MOUSE	tr|A0A7J7XVM5|A0A7J7XVM5_PIPKU
OG0004995	sp|P28063|PSB8_MOUSE	tr|A0A7J7YNU0|A0A7J7YNU0_PIPKU
OG0004996	sp|P28658|ATX10_MOUSE	tr|A0A7J7RNJ9|A0A7J7RNJ9_PIPKU
OG0004997	sp|P51175|PPOX_MOUSE	tr|A0A7J7QXD9|A0A7J7QXD9_PIPKU
OG0004998	sp|P54775|PRS6B_MOUSE	tr|A0A7J7SNM2|A0A7J7SNM2_PIPKU
OG0004999	sp|P70377|FGF13_MOUSE	tr|A0A7J7UM30|A0A7J7UM30_PIPKU
OG0005000	sp|P70663|SPRL1_MOUSE	tr|A0A7J8B695|A0A7J8B695_PIPKU
OG0005001	sp|Q3U564|DCP1B_MOUSE	tr|A0A7J7ZI74|A0A7J7ZI74_PIPKU
OG0005002	sp|Q3UPW2|ELF3_MOUSE	tr|A0A7J7RGM6|A0A7J7RGM6_PIPKU
OG0005004	sp|Q66JV7|CH058_MOUSE	tr|A0A7J7U9F5|A0A7J7U9F5_PIPKU
OG0005005	sp|Q6PHU5|SORT_MOUSE	tr|A0A7J7TWP4|A0A7J7TWP4_PIPKU
OG0005006	sp|Q6VZZ7|OPN5_MOUSE	tr|A0A7J7YN77|A0A7J7YN77_PIPKU
OG0005007	sp|Q80TN4|DJC16_MOUSE	tr|A0A7J8A6F9|A0A7J8A6F9_PIPKU
OG0005008	sp|Q8BJU2|TSN9_MOUSE	tr|A0A7J7ZN13|A0A7J7ZN13_PIPKU
OG0005009	sp|Q8BK06|FBX9_MOUSE	tr|A0A7J7YLG9|A0A7J7YLG9_PIPKU
OG0005010	sp|Q8BM65|NYAP2_MOUSE	tr|A0A7J7XVM3|A0A7J7XVM3_PIPKU
OG0005011	sp|Q8BQB4|FJX1_MOUSE	tr|A0A7J7WZJ6|A0A7J7WZJ6_PIPKU
OG0005012	sp|Q8BQM7|SMCO3_MOUSE	tr|A0A7J7ZM86|A0A7J7ZM86_PIPKU
OG0005013	sp|Q8BXZ0|CTXN3_MOUSE	tr|A0A7J7YWL1|A0A7J7YWL1_PIPKU
OG0005014	sp|Q8BYG9|EPHAA_MOUSE	tr|A0A7J8A694|A0A7J8A694_PIPKU
OG0005015	sp|Q8C8U0|LIPB1_MOUSE	tr|A0A7J7ZM76|A0A7J7ZM76_PIPKU
OG0005016	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A7J8AYX7|A0A7J8AYX7_PIPKU
OG0005017	sp|Q8K448|ABCA5_MOUSE	tr|A0A7J7SUA5|A0A7J7SUA5_PIPKU
OG0005018	sp|Q8R3K3|PTCD2_MOUSE	tr|A0A7J7YYG0|A0A7J7YYG0_PIPKU
OG0005019	sp|Q8VCT3|AMPB_MOUSE	tr|A0A7J7RGC4|A0A7J7RGC4_PIPKU
OG0005020	sp|Q8VCX2|S35C2_MOUSE	tr|A0A7J7YAT1|A0A7J7YAT1_PIPKU
OG0005021	sp|Q920C4|MS4A3_MOUSE	tr|A0A7J7X0Q0|A0A7J7X0Q0_PIPKU
OG0005022	sp|Q920I9|WDR7_MOUSE	tr|A0A7J7YBS0|A0A7J7YBS0_PIPKU
OG0005023	sp|Q921C5|BICD2_MOUSE	tr|A0A7J7RSZ1|A0A7J7RSZ1_PIPKU
OG0005024	sp|Q99JH1|RP25L_MOUSE	tr|A0A7J7W490|A0A7J7W490_PIPKU
OG0005025	sp|Q99KV1|DJB11_MOUSE	tr|A0A7J8A5D8|A0A7J8A5D8_PIPKU
OG0005026	sp|Q9CRA8|EXOS5_MOUSE	tr|A0A7J7SNH3|A0A7J7SNH3_PIPKU
OG0005027	sp|Q9CZP5|BCS1_MOUSE	tr|A0A7J7QWJ5|A0A7J7QWJ5_PIPKU
OG0005028	sp|Q9DAS9|GBG12_MOUSE	tr|A0A7J8A6E4|A0A7J8A6E4_PIPKU
OG0005029	sp|Q9DBR0|AKAP8_MOUSE	tr|A0A7J7S4B8|A0A7J7S4B8_PIPKU
OG0005030	sp|Q9DCA5|BRX1_MOUSE	tr|A0A7J7YVA8|A0A7J7YVA8_PIPKU
OG0005031	sp|Q9DCT1|AKCL2_MOUSE	tr|A0A7J8AYB7|A0A7J8AYB7_PIPKU
OG0005032	sp|Q9EQ14|IL23A_MOUSE	tr|A0A7J7ZID5|A0A7J7ZID5_PIPKU
OG0005033	tr|Q9JLQ4|Q9JLQ4_MOUSE	tr|A0A7J7YNG6|A0A7J7YNG6_PIPKU
OG0005034	sp|Q9R0A0|PEX14_MOUSE	tr|A0A7J7T1K1|A0A7J7T1K1_PIPKU
OG0005035	sp|Q9WUH7|SEM4G_MOUSE	tr|A0A7J7VCR0|A0A7J7VCR0_PIPKU
OG0005036	sp|Q9WV08|APJ_MOUSE	tr|A0A7J7WYT6|A0A7J7WYT6_PIPKU
OG0005037	sp|Q9WVA3|BUB3_MOUSE	tr|A0A7J7VAC4|A0A7J7VAC4_PIPKU
OG0005038	sp|Q9WVH4|FOXO3_MOUSE	tr|A0A7J7YLC8|A0A7J7YLC8_PIPKU
OG0005039	tr|A0A1D5RM98|A0A1D5RM98_MOUSE	tr|A0A7J8A532|A0A7J8A532_PIPKU
OG0005040	sp|A2A7S8|K1522_MOUSE	tr|A0A7J8A753|A0A7J8A753_PIPKU
OG0005041	sp|A2AAJ9|OBSCN_MOUSE	tr|A0A7J7UA81|A0A7J7UA81_PIPKU
OG0005042	sp|A6H630|ARMT1_MOUSE	tr|A0A7J7YL22|A0A7J7YL22_PIPKU
OG0005043	tr|E9PZ11|E9PZ11_MOUSE	tr|A0A7J7WF73|A0A7J7WF73_PIPKU
OG0005044	sp|O08675|PAR3_MOUSE	tr|A0A7J7YW53|A0A7J7YW53_PIPKU
OG0005045	sp|O35089|CNIH2_MOUSE	tr|A0A7J7RZR1|A0A7J7RZR1_PIPKU
OG0005046	sp|O35608|ANGP2_MOUSE	tr|A0A7J7RFX7|A0A7J7RFX7_PIPKU
OG0005047	sp|O35633|VIAAT_MOUSE	tr|A0A7J7YAP1|A0A7J7YAP1_PIPKU
OG0005048	sp|O54751|CRX_MOUSE	tr|A0A7J7QZC6|A0A7J7QZC6_PIPKU
OG0005049	sp|O70305|ATX2_MOUSE	tr|A0A7J7UFP1|A0A7J7UFP1_PIPKU
OG0005050	sp|P20863|GDF1_MOUSE	tr|A0A7J7UA36|A0A7J7UA36_PIPKU
OG0005051	sp|P30545|ADA2B_MOUSE	tr|A0A7J7VTZ6|A0A7J7VTZ6_PIPKU
OG0005052	sp|P50136|ODBA_MOUSE	tr|A0A7J7S0A5|A0A7J7S0A5_PIPKU
OG0005053	sp|P54227|STMN1_MOUSE	tr|A0A7J8ABL0|A0A7J8ABL0_PIPKU
OG0005054	sp|P56212|ARP19_MOUSE	tr|A0A7J8AY13|A0A7J8AY13_PIPKU
OG0005055	sp|P56484|CCR8_MOUSE	tr|A0A7J7WC00|A0A7J7WC00_PIPKU
OG0005056	sp|P81270|ERG_MOUSE	tr|A0A7J8A7D0|A0A7J8A7D0_PIPKU
OG0005057	sp|Q07230|ZSCA2_MOUSE	tr|A0A7J7S5F3|A0A7J7S5F3_PIPKU
OG0005058	sp|Q19LI2|A1BG_MOUSE	tr|A0A7J7R9B5|A0A7J7R9B5_PIPKU
