Orthogroup	Mus_musculus	Orycteropus_afer_afer
OG0005746	sp|E1U8D0|SOGA1_MOUSE	tr|A0A8B6ZB26|A0A8B6ZB26_ORYAF
OG0005747	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A8B6ZT95|A0A8B6ZT95_ORYAF
OG0005748	sp|O54851|CXD2_MOUSE	tr|A0A8B6ZSJ4|A0A8B6ZSJ4_ORYAF
OG0005749	sp|O88888|APBA3_MOUSE	tr|A0A8B7AMJ5|A0A8B7AMJ5_ORYAF
OG0005750	sp|O89109|KCNN4_MOUSE	tr|A0A8B7A4N7|A0A8B7A4N7_ORYAF
OG0005751	sp|P35347|CRFR1_MOUSE	tr|A0A8B7BET7|A0A8B7BET7_ORYAF
OG0005752	sp|P35991|BTK_MOUSE	tr|A0A8B7AQT0|A0A8B7AQT0_ORYAF
OG0005753	sp|P48997|INVO_MOUSE	tr|A0A8B7BAA1|A0A8B7BAA1_ORYAF
OG0005754	sp|P51906|EAA3_MOUSE	tr|A0A8B6ZPC9|A0A8B6ZPC9_ORYAF
OG0005755	sp|P70352|NAR5_MOUSE	tr|A0A8B6ZU73|A0A8B6ZU73_ORYAF
OG0005756	sp|P97329|KI20A_MOUSE	tr|A0A8B6ZPV8|A0A8B6ZPV8_ORYAF
OG0005757	sp|Q00731|VEGFA_MOUSE	tr|A0A8B6ZK26|A0A8B6ZK26_ORYAF
OG0005758	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A8B7A7K8|A0A8B7A7K8_ORYAF
OG0005759	sp|Q3UHX9|CI114_MOUSE	tr|A0A8B7A3M7|A0A8B7A3M7_ORYAF
OG0005760	sp|Q3UJF0|GPR55_MOUSE	tr|A0A8B7A7F6|A0A8B7A7F6_ORYAF
OG0005761	sp|Q3UW41|WFDC9_MOUSE	tr|A0A8B6ZLR2|A0A8B6ZLR2_ORYAF
OG0005762	sp|Q5DU28|PCX2_MOUSE	tr|A0A8B6ZS06|A0A8B6ZS06_ORYAF
OG0005763	sp|Q5EE38|ACD_MOUSE	tr|A0A8B6ZRX6|A0A8B6ZRX6_ORYAF
OG0005764	sp|Q5H8C4|VP13A_MOUSE	tr|A0A8B6ZM92|A0A8B6ZM92_ORYAF
OG0005765	sp|Q64010|CRK_MOUSE	tr|A0A8B6ZKL4|A0A8B6ZKL4_ORYAF
OG0005766	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A8B6ZWH3|A0A8B6ZWH3_ORYAF
OG0005767	sp|Q7TT79|MCPH1_MOUSE	tr|A0A8B7AE43|A0A8B7AE43_ORYAF
OG0005768	sp|Q80U40|RIMB2_MOUSE	tr|A0A8B7B019|A0A8B7B019_ORYAF
OG0005769	sp|Q810S2|CB074_MOUSE	tr|A0A8B6ZQJ8|A0A8B6ZQJ8_ORYAF
OG0005770	sp|Q8BGA7|INT15_MOUSE	tr|A0A8B6ZVU3|A0A8B6ZVU3_ORYAF
OG0005771	sp|Q8BJ05|ZC3HE_MOUSE	tr|A0A8B7B5Z9|A0A8B7B5Z9_ORYAF
OG0005772	sp|Q8BKK4|PPR1C_MOUSE	tr|A0A8B6ZD64|A0A8B6ZD64_ORYAF
OG0005773	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A8B7AHS9|A0A8B7AHS9_ORYAF
OG0005774	sp|Q8C5V8|CC187_MOUSE	tr|A0A8B7AB81|A0A8B7AB81_ORYAF
OG0005775	sp|Q8C6Y6|ASB14_MOUSE	tr|A0A8B6ZIG2|A0A8B6ZIG2_ORYAF
OG0005776	sp|Q8C7B6|FXL22_MOUSE	tr|A0A8B7B8A6|A0A8B7B8A6_ORYAF
OG0005777	sp|Q8CEQ0|CDKL1_MOUSE	tr|A0A8B7A1P8|A0A8B7A1P8_ORYAF
OG0005778	sp|Q8CJH3|PLXB1_MOUSE	tr|A0A8B7B113|A0A8B7B113_ORYAF
OG0005779	sp|Q8K207|CA021_MOUSE	tr|A0A8B6ZJP3|A0A8B6ZJP3_ORYAF
OG0005780	sp|Q8K3R3|PLCD4_MOUSE	tr|A0A8B7BCH9|A0A8B7BCH9_ORYAF
OG0005781	sp|Q8QZX0|SBK1_MOUSE	tr|A0A8B7AKF5|A0A8B7AKF5_ORYAF
OG0005782	sp|Q8R4N0|CLYBL_MOUSE	tr|A0A8B7AEF0|A0A8B7AEF0_ORYAF
OG0005783	sp|Q8VD57|SFT2B_MOUSE	tr|A0A8B6ZLE3|A0A8B6ZLE3_ORYAF
OG0005784	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A8B7A6L6|A0A8B7A6L6_ORYAF
OG0005785	sp|Q91YN1|F118A_MOUSE	tr|A0A8B7B241|A0A8B7B241_ORYAF
OG0005786	sp|Q91ZK4|DMBX1_MOUSE	tr|A0A8B7ABQ6|A0A8B7ABQ6_ORYAF
OG0005787	sp|Q921S7|RM37_MOUSE	tr|A0A8B7ADT0|A0A8B7ADT0_ORYAF
OG0005788	sp|Q922G2|FA76A_MOUSE	tr|A0A8B6ZE99|A0A8B6ZE99_ORYAF
OG0005789	sp|Q923B1|DBR1_MOUSE	tr|A0A8B7AI32|A0A8B7AI32_ORYAF
OG0005790	sp|Q99LP6|GRPE1_MOUSE	tr|A0A8B7B6Y5|A0A8B7B6Y5_ORYAF
OG0005791	sp|Q9CUX1|P52K_MOUSE	tr|A0A8B7AW54|A0A8B7AW54_ORYAF
OG0005792	sp|Q9D1H9|MFAP4_MOUSE	tr|A0A8B6ZVG9|A0A8B6ZVG9_ORYAF
OG0005793	sp|Q9D394|RUFY3_MOUSE	tr|A0A8B6ZZ36|A0A8B6ZZ36_ORYAF
OG0005794	sp|Q9D808|KCNE2_MOUSE	tr|A0A8B6ZZQ7|A0A8B6ZZQ7_ORYAF
OG0005795	sp|Q9D8B7|JAM3_MOUSE	tr|A0A8B7AHG4|A0A8B7AHG4_ORYAF
OG0005796	sp|Q9DAU7|WFDC2_MOUSE	tr|A0A8B6ZLK6|A0A8B6ZLK6_ORYAF
OG0005797	sp|Q9JHR9|NRIP2_MOUSE	tr|A0A8B6ZI82|A0A8B6ZI82_ORYAF
OG0005798	sp|Q9JHX3|IL21R_MOUSE	tr|A0A8B7AKE2|A0A8B7AKE2_ORYAF
OG0005799	sp|Q9JJA2|COG8_MOUSE	tr|A0A8B6ZTY7|A0A8B6ZTY7_ORYAF
OG0005800	sp|Q9JME2|CHSTB_MOUSE	tr|A0A8B7AEL4|A0A8B7AEL4_ORYAF
OG0005801	sp|Q9QXY9|PEX3_MOUSE	tr|A0A8B7AHM9|A0A8B7AHM9_ORYAF
OG0005802	sp|Q9QYS9|QKI_MOUSE	tr|A0A8B7ABP5|A0A8B7ABP5_ORYAF
OG0005803	sp|A0A0B4J1G0|FCG3A_MOUSE	tr|A0A8B6ZLM0|A0A8B6ZLM0_ORYAF
OG0005804	tr|E9Q3M9|E9Q3M9_MOUSE	tr|A0A8B7BDT2|A0A8B7BDT2_ORYAF
OG0005805	tr|E9Q9B3|E9Q9B3_MOUSE	tr|A0A8B7ANK1|A0A8B7ANK1_ORYAF
OG0005806	tr|G3UW87|G3UW87_MOUSE	tr|A0A8B6ZSZ2|A0A8B6ZSZ2_ORYAF
OG0005807	sp|G5E8K6|MOT6_MOUSE	tr|A0A8B7BEP9|A0A8B7BEP9_ORYAF
OG0005808	sp|O35682|MYADM_MOUSE	tr|A0A8B7B674|A0A8B7B674_ORYAF
OG0005809	sp|O35943|FRDA_MOUSE	tr|A0A8B7A3K4|A0A8B7A3K4_ORYAF
OG0005810	sp|O55033|NCK2_MOUSE	tr|A0A8B7BC08|A0A8B7BC08_ORYAF
OG0005811	sp|P09542|MYL3_MOUSE	tr|A0A8B7AQG1|A0A8B7AQG1_ORYAF
OG0005812	sp|P09793|CTLA4_MOUSE	tr|A0A8B6ZDG0|A0A8B6ZDG0_ORYAF
OG0005813	sp|P15037|ETS2_MOUSE	tr|A0A8B7A6Z9|A0A8B7A6Z9_ORYAF
OG0005814	sp|P21981|TGM2_MOUSE	tr|A0A8B6ZB40|A0A8B6ZB40_ORYAF
OG0005815	sp|P33435|MMP13_MOUSE	tr|A0A8B7A8A2|A0A8B7A8A2_ORYAF
OG0005816	sp|P55099|TKNK_MOUSE	tr|A0A8B7AJS6|A0A8B7AJS6_ORYAF
OG0005817	sp|P62342|SELT_MOUSE	tr|A0A8B6ZRM1|A0A8B6ZRM1_ORYAF
OG0005818	sp|P98086|C1QA_MOUSE	tr|A0A8B6ZG35|A0A8B6ZG35_ORYAF
OG0005819	sp|Q283N4|URAD_MOUSE	tr|A0A8B7BBB8|A0A8B7BBB8_ORYAF
OG0005820	sp|Q3TUH1|TAM41_MOUSE	tr|A0A8B7AXK5|A0A8B7AXK5_ORYAF
OG0005821	sp|Q5EBG8|CA050_MOUSE	tr|A0A8B7B1I9|A0A8B7B1I9_ORYAF
OG0005822	sp|Q5FWH6|ARHGF_MOUSE	tr|A0A8B7ARE7|A0A8B7ARE7_ORYAF
OG0005823	sp|Q60850|S23A3_MOUSE	tr|A0A8B6ZE09|A0A8B6ZE09_ORYAF
OG0005824	sp|Q61191|HCFC1_MOUSE	tr|A0A8B7B5C3|A0A8B7B5C3_ORYAF
OG0005825	sp|Q61330|CNTN2_MOUSE	tr|A0A8B7AUP4|A0A8B7AUP4_ORYAF
OG0005826	sp|Q6P1C6|LRIG3_MOUSE	tr|A0A8B7AL72|A0A8B7AL72_ORYAF
OG0005827	sp|Q6W3F0|P4HA3_MOUSE	tr|A0A8B6ZVI4|A0A8B6ZVI4_ORYAF
OG0005828	sp|Q6ZQ89|MARH6_MOUSE	tr|A0A8B7B2N9|A0A8B7B2N9_ORYAF
OG0005830	sp|Q80TL7|MON2_MOUSE	tr|A0A8B7A0P7|A0A8B7A0P7_ORYAF
OG0005831	sp|Q8BFW3|PR15B_MOUSE	tr|A0A8B7B3C9|A0A8B7B3C9_ORYAF
OG0005832	sp|Q8BG15|CTSL2_MOUSE	tr|A0A8B6ZCP9|A0A8B6ZCP9_ORYAF
OG0005833	sp|Q8BGE5|FANCM_MOUSE	tr|A0A8B7AQ62|A0A8B7AQ62_ORYAF
OG0005834	sp|Q8BKZ9|ODPX_MOUSE	tr|A0A8B7A0L7|A0A8B7A0L7_ORYAF
OG0005835	sp|Q8BUE7|MUC20_MOUSE	tr|A0A8B7ANA0|A0A8B7ANA0_ORYAF
OG0005836	sp|Q8BZG5|MT25B_MOUSE	tr|A0A8B7AFM4|A0A8B7AFM4_ORYAF
OG0005837	tr|Q8C879|Q8C879_MOUSE	tr|A0A8B7AJV0|A0A8B7AJV0_ORYAF
OG0005838	sp|Q8CFV2|F149A_MOUSE	tr|A0A8B7AF10|A0A8B7AF10_ORYAF
OG0005839	sp|Q8CII8|SYNE4_MOUSE	tr|A0A8B7B326|A0A8B7B326_ORYAF
OG0005840	sp|Q8R0A6|VTM2A_MOUSE	tr|A0A8B6ZUQ4|A0A8B6ZUQ4_ORYAF
OG0005841	sp|Q8R0P8|ABHD8_MOUSE	tr|A0A8B7A6D6|A0A8B7A6D6_ORYAF
OG0005842	sp|Q8R127|SCPDL_MOUSE	tr|A0A8B6ZHQ5|A0A8B6ZHQ5_ORYAF
OG0005843	sp|Q8R5F8|ES8L1_MOUSE	tr|A0A8B7B5J8|A0A8B7B5J8_ORYAF
OG0005844	tr|Q8VBZ2|Q8VBZ2_MOUSE	tr|A0A8B6ZKT6|A0A8B6ZKT6_ORYAF
OG0005845	tr|Q8VFP0|Q8VFP0_MOUSE	tr|A0A8B7B6H9|A0A8B7B6H9_ORYAF
OG0005846	sp|Q91X96|MSS4_MOUSE	tr|A0A8B6ZUD9|A0A8B6ZUD9_ORYAF
OG0005847	tr|Q925T4|Q925T4_MOUSE	tr|A0A8B6ZCE7|A0A8B6ZCE7_ORYAF
OG0005848	sp|Q99M31|HSP7E_MOUSE	tr|A0A8B7AZY6|A0A8B7AZY6_ORYAF
OG0005849	sp|Q9CR25|DPH2_MOUSE	tr|A0A8B7AUG1|A0A8B7AUG1_ORYAF
OG0005850	sp|Q9CWM2|CDCA4_MOUSE	tr|A0A8B7A5V5|A0A8B7A5V5_ORYAF
OG0005851	sp|Q9CX86|ROA0_MOUSE	tr|A0A8B6ZN51|A0A8B6ZN51_ORYAF
OG0005852	sp|Q9CXS4|CENPV_MOUSE	tr|A0A8B7A8M2|A0A8B7A8M2_ORYAF
OG0005853	sp|Q9CY24|T179B_MOUSE	tr|A0A8B7AAV5|A0A8B7AAV5_ORYAF
OG0005854	sp|Q9D123|TM219_MOUSE	tr|A0A8B7AK85|A0A8B7AK85_ORYAF
OG0005855	sp|Q9D2L5|CPXM2_MOUSE	tr|A0A8B6ZLU6|A0A8B6ZLU6_ORYAF
OG0005856	sp|Q9D8U3|ERP27_MOUSE	tr|A0A8B7A3X8|A0A8B7A3X8_ORYAF
OG0005857	sp|Q9DA48|SACA1_MOUSE	tr|A0A8B7AMC5|A0A8B7AMC5_ORYAF
OG0005858	sp|Q9DB94|WDR53_MOUSE	tr|A0A8B7AHX9|A0A8B7AHX9_ORYAF
OG0005859	sp|Q9ESG9|PMYT1_MOUSE	tr|A0A8B6ZRJ7|A0A8B6ZRJ7_ORYAF
OG0005860	sp|Q9JM96|BORG4_MOUSE	tr|A0A8B7BD48|A0A8B7BD48_ORYAF
OG0005861	sp|Q9NWG9|MAGH1_MOUSE	tr|A0A8B7B5I6|A0A8B7B5I6_ORYAF
OG0005862	sp|Q9WTW5|S22A3_MOUSE	tr|A0A8B7A690|A0A8B7A690_ORYAF
OG0005863	sp|Q9WU28|PFD5_MOUSE	tr|A0A8B7AI85|A0A8B7AI85_ORYAF
OG0005864	sp|Q9WU56|PUS1_MOUSE	tr|A0A8B7B041|A0A8B7B041_ORYAF
OG0005865	sp|Q9WUV0|ORC5_MOUSE	tr|A0A8B7A436|A0A8B7A436_ORYAF
OG0005866	sp|Q9Z222|B3GN2_MOUSE	tr|A0A8B6ZQI0|A0A8B6ZQI0_ORYAF
OG0005867	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A8B7A7P5|A0A8B7A7P5_ORYAF
OG0005868	tr|A0A286YCZ6|A0A286YCZ6_MOUSE	tr|A0A8B7AJ36|A0A8B7AJ36_ORYAF
OG0005869	tr|A0A571BEV3|A0A571BEV3_MOUSE	tr|A0A8B7ADG2|A0A8B7ADG2_ORYAF
OG0005870	sp|A2A5I3|CRSPL_MOUSE	tr|A0A8B6ZRQ1|A0A8B6ZRQ1_ORYAF
OG0005871	sp|A2A791|ZMYM4_MOUSE	tr|A0A8B7ACZ2|A0A8B7ACZ2_ORYAF
OG0005872	tr|B1ATY8|B1ATY8_MOUSE	tr|A0A8B7BCV8|A0A8B7BCV8_ORYAF
OG0005873	sp|B2RX88|CSPP1_MOUSE	tr|A0A8B7AKA4|A0A8B7AKA4_ORYAF
OG0005874	tr|B9EKK6|B9EKK6_MOUSE	tr|A0A8B7ADB1|A0A8B7ADB1_ORYAF
OG0005875	tr|E9Q5B4|E9Q5B4_MOUSE	tr|A0A8B6ZHC7|A0A8B6ZHC7_ORYAF
OG0005876	tr|E9Q9H8|E9Q9H8_MOUSE	tr|A0A8B7AIA1|A0A8B7AIA1_ORYAF
OG0005877	sp|E9QAM5|HELZ2_MOUSE	tr|A0A8B7AY72|A0A8B7AY72_ORYAF
OG0005878	sp|O08689|GDF8_MOUSE	tr|A0A8B7AF38|A0A8B7AF38_ORYAF
OG0005879	sp|O09061|PSB1_MOUSE	tr|A0A8B7AR30|A0A8B7AR30_ORYAF
OG0005880	sp|O35219|KCNH2_MOUSE	tr|A0A8B7AQ19|A0A8B7AQ19_ORYAF
OG0005881	sp|O35885|ASCL2_MOUSE	tr|A0A8B7AHJ5|A0A8B7AHJ5_ORYAF
OG0005882	sp|O54901|OX2G_MOUSE	tr|A0A8B7ACB5|A0A8B7ACB5_ORYAF
OG0005883	sp|O88746|TOM1_MOUSE	tr|A0A8B7B0K2|A0A8B7B0K2_ORYAF
OG0005884	sp|P11930|NUD19_MOUSE	tr|A0A8B7B1K5|A0A8B7B1K5_ORYAF
OG0005885	sp|P47810|WEE1_MOUSE	tr|A0A8B7AZ83|A0A8B7AZ83_ORYAF
OG0005886	sp|P51491|OPSB_MOUSE	tr|A0A8B7B143|A0A8B7B143_ORYAF
OG0005887	sp|P54751|SIA4A_MOUSE	tr|A0A8B6ZUB0|A0A8B6ZUB0_ORYAF
OG0005888	sp|P83882|RL36A_MOUSE	tr|A0A8B7A0W5|A0A8B7A0W5_ORYAF
OG0005889	sp|P97431|IRF6_MOUSE	tr|A0A8B7AXW0|A0A8B7AXW0_ORYAF
OG0005890	sp|P99028|QCR6_MOUSE	tr|A0A8B7AA79|A0A8B7AA79_ORYAF
OG0005891	sp|Q01721|GAS1_MOUSE	tr|A0A8B6ZNJ6|A0A8B6ZNJ6_ORYAF
OG0005892	sp|Q08351|TPOR_MOUSE	tr|A0A8B7AXZ0|A0A8B7AXZ0_ORYAF
OG0005893	sp|Q0GA42|CNNM1_MOUSE	tr|A0A8B6ZR26|A0A8B6ZR26_ORYAF
OG0005894	sp|Q2TPA8|HSDL2_MOUSE	tr|A0A8B6ZIH2|A0A8B6ZIH2_ORYAF
OG0005895	sp|Q3U4H6|HEXD_MOUSE	tr|A0A8B7BE58|A0A8B7BE58_ORYAF
OG0005896	sp|Q3UFB2|BCD1_MOUSE	tr|A0A8B7A8T8|A0A8B7A8T8_ORYAF
OG0005897	sp|Q3UIA2|RHG17_MOUSE	tr|A0A8B7AQL5|A0A8B7AQL5_ORYAF
OG0005898	sp|Q3USW5|FXRD2_MOUSE	tr|A0A8B7BAE0|A0A8B7BAE0_ORYAF
OG0005899	sp|Q3UUX7|CD046_MOUSE	tr|A0A8B7AQ42|A0A8B7AQ42_ORYAF
OG0005900	sp|Q3UZ01|RNPC3_MOUSE	tr|A0A8B7AU15|A0A8B7AU15_ORYAF
OG0005901	sp|Q497V5|SRBD1_MOUSE	tr|A0A8B7A3T2|A0A8B7A3T2_ORYAF
OG0005902	sp|Q5ND28|SREC_MOUSE	tr|A0A8B6ZIX5|A0A8B6ZIX5_ORYAF
OG0005903	sp|Q5QD15|TAAR4_MOUSE	tr|A0A8B7AC90|A0A8B7AC90_ORYAF
OG0005904	sp|Q60825|NPT2A_MOUSE	tr|A0A8B7AT77|A0A8B7AT77_ORYAF
OG0005905	sp|Q69ZF7|CNNM4_MOUSE	tr|A0A8B7BCA2|A0A8B7BCA2_ORYAF
OG0005906	sp|Q6NXH8|MET25_MOUSE	tr|A0A8B7B1A7|A0A8B7B1A7_ORYAF
OG0005907	sp|Q6NZP2|GPBL1_MOUSE	tr|A0A8B7AFV4|A0A8B7AFV4_ORYAF
OG0005908	sp|Q6ZWX0|ASTER_MOUSE	tr|A0A8B7AXE7|A0A8B7AXE7_ORYAF
OG0005909	sp|Q70FJ1|AKAP9_MOUSE	tr|A0A8B6ZQQ9|A0A8B6ZQQ9_ORYAF
OG0005910	sp|Q7TSN7|IGSF5_MOUSE	tr|A0A8B7A8K4|A0A8B7A8K4_ORYAF
OG0005911	sp|Q8BGN6|TMG4_MOUSE	tr|A0A8B7A267|A0A8B7A267_ORYAF
OG0005912	sp|Q8BH57|WDR48_MOUSE	tr|A0A8B7A7I3|A0A8B7A7I3_ORYAF
OG0005913	sp|Q8BL03|MCATL_MOUSE	tr|A0A8B7A467|A0A8B7A467_ORYAF
OG0005914	sp|Q8CA95|PDE10_MOUSE	tr|A0A8B7B532|A0A8B7B532_ORYAF
OG0005915	sp|Q8CDY7|DYLT4_MOUSE	tr|A0A8B7ATH2|A0A8B7ATH2_ORYAF
OG0005916	sp|Q8JZN7|MIRO2_MOUSE	tr|A0A8B7B7S1|A0A8B7B7S1_ORYAF
OG0005917	sp|Q8K124|PKHO2_MOUSE	tr|A0A8B7B8S5|A0A8B7B8S5_ORYAF
OG0005918	sp|Q8K3D6|S35E4_MOUSE	tr|A0A8B7AVX0|A0A8B7AVX0_ORYAF
OG0005919	sp|Q8R087|B4GT7_MOUSE	tr|A0A8B7AT46|A0A8B7AT46_ORYAF
OG0005920	sp|Q8R1W8|IMPG1_MOUSE	tr|A0A8B7AV13|A0A8B7AV13_ORYAF
OG0005921	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A8B6ZBM4|A0A8B6ZBM4_ORYAF
OG0005922	sp|Q8VCF5|TSN10_MOUSE	tr|A0A8B7BCV9|A0A8B7BCV9_ORYAF
OG0005923	sp|Q91VU1|YIPF1_MOUSE	tr|A0A8B7A831|A0A8B7A831_ORYAF
OG0005924	sp|Q91ZS8|RED1_MOUSE	tr|A0A8B7ALA3|A0A8B7ALA3_ORYAF
OG0005925	sp|Q920M7|SYT17_MOUSE	tr|A0A8B7AMP7|A0A8B7AMP7_ORYAF
OG0005926	sp|Q924K1|AIPL1_MOUSE	tr|A0A8B6ZJ43|A0A8B6ZJ43_ORYAF
OG0005927	sp|Q9CPW0|CNTP2_MOUSE	tr|A0A8B7B2M5|A0A8B7B2M5_ORYAF
OG0005928	sp|Q9CPW9|MAP12_MOUSE	tr|A0A8B7AT10|A0A8B7AT10_ORYAF
OG0005929	sp|Q9CPX9|APC11_MOUSE	tr|A0A8B7BC62|A0A8B7BC62_ORYAF
OG0005930	sp|Q9CXH7|SGO1_MOUSE	tr|A0A8B6ZK70|A0A8B6ZK70_ORYAF
OG0005931	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A8B7AS78|A0A8B7AS78_ORYAF
OG0005932	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A8B7A5C1|A0A8B7A5C1_ORYAF
OG0005933	sp|Q9D5T0|ATAD1_MOUSE	tr|A0A8B7A7Y0|A0A8B7A7Y0_ORYAF
OG0005934	sp|Q9D7I9|TGM5_MOUSE	tr|A0A8B6ZCT2|A0A8B6ZCT2_ORYAF
OG0005935	sp|Q9ERH8|S28A3_MOUSE	tr|A0A8B6ZS95|A0A8B6ZS95_ORYAF
OG0005936	sp|Q9ES90|GPR35_MOUSE	tr|A0A8B7A629|A0A8B7A629_ORYAF
OG0005937	sp|Q9JM95|SIA7F_MOUSE	tr|A0A8B7A3G2|A0A8B7A3G2_ORYAF
OG0005938	sp|Q9QUM9|PSA6_MOUSE	tr|A0A8B6ZM13|A0A8B6ZM13_ORYAF
OG0005939	sp|Q9QYY8|SPAST_MOUSE	tr|A0A8B6ZMR5|A0A8B6ZMR5_ORYAF
OG0005940	sp|Q9QZX7|SRR_MOUSE	tr|A0A8B6ZJ05|A0A8B6ZJ05_ORYAF
OG0005941	sp|A2RSX4|STPG3_MOUSE	tr|A0A8B7ACT6|A0A8B7ACT6_ORYAF
OG0005942	sp|F2YMG0|PRS56_MOUSE	tr|A0A8B7A205|A0A8B7A205_ORYAF
OG0005943	sp|O35696|SIA8B_MOUSE	tr|A0A8B7BDC0|A0A8B7BDC0_ORYAF
OG0005944	sp|O54714|PIAS3_MOUSE	tr|A0A8B7AG71|A0A8B7AG71_ORYAF
OG0005945	sp|O55127|CP26A_MOUSE	tr|A0A8B7AT52|A0A8B7AT52_ORYAF
OG0005946	sp|O70401|TSN6_MOUSE	tr|A0A8B7AQW6|A0A8B7AQW6_ORYAF
OG0005947	sp|O88653|LTOR3_MOUSE	tr|A0A8B7ALR7|A0A8B7ALR7_ORYAF
OG0005948	sp|P11627|L1CAM_MOUSE	tr|A0A8B7B5Y3|A0A8B7B5Y3_ORYAF
OG0005949	sp|P23780|BGAL_MOUSE	tr|A0A8B7AL79|A0A8B7AL79_ORYAF
OG0005950	sp|P53349|M3K1_MOUSE	tr|A0A8B7A4M8|A0A8B7A4M8_ORYAF
OG0005951	sp|P58283|RN216_MOUSE	tr|A0A8B6ZZ81|A0A8B6ZZ81_ORYAF
OG0005952	sp|P62627|DLRB1_MOUSE	tr|A0A8B7AC51|A0A8B7AC51_ORYAF
OG0005953	sp|P80205|OTX1_MOUSE	tr|A0A8B6ZMA1|A0A8B6ZMA1_ORYAF
OG0005954	sp|Q19A41|KLF14_MOUSE	tr|A0A8B7AUP2|A0A8B7AUP2_ORYAF
OG0005955	sp|Q3UC65|RSRP1_MOUSE	tr|A0A8B6ZE33|A0A8B6ZE33_ORYAF
OG0005956	sp|Q3UNA4|NXT2_MOUSE	tr|A0A8B7AS05|A0A8B7AS05_ORYAF
OG0005957	sp|Q3UND0|SKAP2_MOUSE	tr|A0A8B7A7I0|A0A8B7A7I0_ORYAF
OG0005958	sp|Q3UUF8|AN34B_MOUSE	tr|A0A8B7A686|A0A8B7A686_ORYAF
OG0005959	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A8B7B7D0|A0A8B7B7D0_ORYAF
OG0005960	sp|Q5ND29|RILP_MOUSE	tr|A0A8B6ZP62|A0A8B6ZP62_ORYAF
OG0005961	sp|Q5U4D9|THOC6_MOUSE	tr|A0A8B6ZPY6|A0A8B6ZPY6_ORYAF
OG0005962	sp|Q61451|CD53_MOUSE	tr|A0A8B7AHV7|A0A8B7AHV7_ORYAF
OG0005963	sp|Q62420|SH3G2_MOUSE	tr|A0A8B7AWU4|A0A8B7AWU4_ORYAF
OG0005964	sp|Q68FF9|S5A1_MOUSE	tr|A0A8B7AV18|A0A8B7AV18_ORYAF
OG0005965	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A8B6ZQY0|A0A8B6ZQY0_ORYAF
OG0005966	sp|Q6VNS1|NTRK3_MOUSE	tr|A0A8B7A8K5|A0A8B7A8K5_ORYAF
OG0005967	sp|Q810B9|SLIK3_MOUSE	tr|A0A8B7AFZ1|A0A8B7AFZ1_ORYAF
OG0005968	sp|Q8BG87|TET3_MOUSE	tr|A0A8B7ATI7|A0A8B7ATI7_ORYAF
OG0005969	sp|Q8BGF6|ELMD2_MOUSE	tr|A0A8B6ZUK3|A0A8B6ZUK3_ORYAF
OG0005970	sp|Q8BJI4|PO6F2_MOUSE	tr|A0A8B7B4Q7|A0A8B7B4Q7_ORYAF
OG0005971	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A8B7ADH7|A0A8B7ADH7_ORYAF
OG0005972	sp|Q8BTC1|BWNIN_MOUSE	tr|A0A8B7ARK3|A0A8B7ARK3_ORYAF
OG0005973	sp|Q8BVN4|MTEF4_MOUSE	tr|A0A8B7A5T5|A0A8B7A5T5_ORYAF
OG0005974	sp|Q8BVQ5|PPME1_MOUSE	tr|A0A8B6ZTY0|A0A8B6ZTY0_ORYAF
OG0005975	sp|Q8BWA5|KLH31_MOUSE	tr|A0A8B6ZF74|A0A8B6ZF74_ORYAF
OG0005976	sp|Q8BYN5|FSD1L_MOUSE	tr|A0A8B7AWI4|A0A8B7AWI4_ORYAF
OG0005977	sp|Q8BZM0|KLH12_MOUSE	tr|A0A8B6ZZD1|A0A8B6ZZD1_ORYAF
OG0005978	sp|Q8C828|KBTBD_MOUSE	tr|A0A8B7B9V7|A0A8B7B9V7_ORYAF
OG0005979	sp|Q8CFI5|SYPM_MOUSE	tr|A0A8B7ADR5|A0A8B7ADR5_ORYAF
OG0005980	sp|Q8CHX7|RFTN2_MOUSE	tr|A0A8B6ZD45|A0A8B6ZD45_ORYAF
OG0005981	sp|Q8K0W3|RN208_MOUSE	tr|A0A8B7AGM7|A0A8B7AGM7_ORYAF
OG0005982	sp|Q8K1S4|UNC5A_MOUSE	tr|A0A8B7AT13|A0A8B7AT13_ORYAF
OG0005983	sp|Q8K209|AGRG1_MOUSE	tr|A0A8B7ACI0|A0A8B7ACI0_ORYAF
OG0005984	sp|Q8K558|TRML1_MOUSE	tr|A0A8B6ZFU0|A0A8B6ZFU0_ORYAF
OG0005985	sp|Q8K5B1|IL31R_MOUSE	tr|A0A8B7A333|A0A8B7A333_ORYAF
