Orthogroup	Mus_musculus	Panthera_tigris_altaica
OG0005609	sp|Q9CQR2|RS21_MOUSE	tr|A0A8C9J792|A0A8C9J792_PANTA
OG0005610	sp|Q9CR59|G45IP_MOUSE	tr|A0A8C9JME8|A0A8C9JME8_PANTA
OG0005611	sp|Q9CZY2|TCAL8_MOUSE	tr|A0A8C9JB60|A0A8C9JB60_PANTA
OG0005612	sp|Q9D270|ZDH21_MOUSE	tr|A0A8C9K7R8|A0A8C9K7R8_PANTA
OG0005613	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A8C9KSZ1|A0A8C9KSZ1_PANTA
OG0005614	sp|Q9DAM9|FANK1_MOUSE	tr|A0A8C9JXQ0|A0A8C9JXQ0_PANTA
OG0005615	sp|Q9ESL4|M3K20_MOUSE	tr|A0A8C9KXN2|A0A8C9KXN2_PANTA
OG0005616	sp|Q9JHF7|HPGDS_MOUSE	tr|A0A8C9MB39|A0A8C9MB39_PANTA
OG0005617	sp|Q9JIF3|GTR8_MOUSE	tr|A0A8C9K9X8|A0A8C9K9X8_PANTA
OG0005618	sp|Q9JIX8|ACINU_MOUSE	tr|A0A8C9KLL2|A0A8C9KLL2_PANTA
OG0005619	sp|Q9QXP4|DONS_MOUSE	tr|A0A8C9KYH7|A0A8C9KYH7_PANTA
OG0005620	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A8C9MC44|A0A8C9MC44_PANTA
OG0005621	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A8C9M0X4|A0A8C9M0X4_PANTA
OG0005622	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A8C9M2D8|A0A8C9M2D8_PANTA
OG0005623	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A8C9KQ64|A0A8C9KQ64_PANTA
OG0005624	tr|A0A1W2P740|A0A1W2P740_MOUSE	tr|A0A8C9JC95|A0A8C9JC95_PANTA
OG0005625	sp|A3KGA4|TCAL7_MOUSE	tr|A0A8C9JT18|A0A8C9JT18_PANTA
OG0005626	sp|B5TVM2|ILDR2_MOUSE	tr|A0A8C9JEE7|A0A8C9JEE7_PANTA
OG0005627	sp|O70435|PSA3_MOUSE	tr|A0A8C9JAG3|A0A8C9JAG3_PANTA
OG0005628	sp|O89032|SPD2A_MOUSE	tr|A0A8C9KFP9|A0A8C9KFP9_PANTA
OG0005629	sp|P33587|PROC_MOUSE	tr|A0A8C9KKX6|A0A8C9KKX6_PANTA
OG0005630	sp|P36916|GNL1_MOUSE	tr|A0A8C9K4Q6|A0A8C9K4Q6_PANTA
OG0005631	sp|P47877|IBP2_MOUSE	tr|A0A8C9KZX5|A0A8C9KZX5_PANTA
OG0005632	sp|P59096|STAR6_MOUSE	tr|A0A8C9JKV3|A0A8C9JKV3_PANTA
OG0005633	sp|P63157|BARH1_MOUSE	tr|A0A8C9JR68|A0A8C9JR68_PANTA
OG0005634	sp|P70315|WASP_MOUSE	tr|A0A8C9JAX3|A0A8C9JAX3_PANTA
OG0005635	sp|P81269|ATF1_MOUSE	tr|A0A8C9J7Q6|A0A8C9J7Q6_PANTA
OG0005636	sp|P97386|DNLI3_MOUSE	tr|A0A8C9KWQ2|A0A8C9KWQ2_PANTA
OG0005637	sp|P97461|RS5_MOUSE	tr|A0A8C9KK00|A0A8C9KK00_PANTA
OG0005638	sp|Q0Q236|BSPH2_MOUSE	tr|A0A8C9KYU2|A0A8C9KYU2_PANTA
OG0005639	sp|Q0VDT2|ZN367_MOUSE	tr|A0A8C9JPR4|A0A8C9JPR4_PANTA
OG0005640	sp|Q1H9T6|TZAP_MOUSE	tr|A0A8C9MBS7|A0A8C9MBS7_PANTA
OG0005641	sp|Q3UW43|SG11B_MOUSE	tr|A0A8C9JKQ2|A0A8C9JKQ2_PANTA
OG0005642	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A8C9J9U5|A0A8C9J9U5_PANTA
OG0005643	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A8C9J3L2|A0A8C9J3L2_PANTA
OG0005644	sp|Q5ND52|MRM3_MOUSE	tr|A0A8C9KQK2|A0A8C9KQK2_PANTA
OG0005645	sp|Q64092|TFE3_MOUSE	tr|A0A8C9JZ19|A0A8C9JZ19_PANTA
OG0005646	sp|Q672J9|NOX3_MOUSE	tr|A0A8C9JHD4|A0A8C9JHD4_PANTA
OG0005647	sp|Q6PE87|CF206_MOUSE	tr|A0A8C9K4A9|A0A8C9K4A9_PANTA
OG0005648	sp|Q762D5|S35D2_MOUSE	tr|A0A8C9JK97|A0A8C9JK97_PANTA
OG0005649	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A8C9JRV0|A0A8C9JRV0_PANTA
OG0005650	sp|Q8BS39|CCD32_MOUSE	tr|A0A8C9JKF3|A0A8C9JKF3_PANTA
OG0005651	sp|Q8BVE3|VATH_MOUSE	tr|A0A8C9K3E3|A0A8C9K3E3_PANTA
OG0005652	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A8C9KUP7|A0A8C9KUP7_PANTA
OG0005653	sp|Q8K004|SPAT2_MOUSE	tr|A0A8C9JZG5|A0A8C9JZG5_PANTA
OG0005654	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A8C9JWP4|A0A8C9JWP4_PANTA
OG0005655	sp|Q8VCC1|PGDH_MOUSE	tr|A0A8C9JFA4|A0A8C9JFA4_PANTA
OG0005656	sp|Q8VIM6|STRC_MOUSE	tr|A0A8C9KPD6|A0A8C9KPD6_PANTA
OG0005657	sp|Q91V95|PTH2R_MOUSE	tr|A0A8C9JMC6|A0A8C9JMC6_PANTA
OG0005658	sp|Q922L6|NELFD_MOUSE	tr|A0A8C9K8Q3|A0A8C9K8Q3_PANTA
OG0005659	sp|Q99JY1|TIRAP_MOUSE	tr|A0A8C9J284|A0A8C9J284_PANTA
OG0005660	sp|Q99ME6|AT1B4_MOUSE	tr|A0A8C9M5S0|A0A8C9M5S0_PANTA
OG0005661	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A8C9JH34|A0A8C9JH34_PANTA
OG0005662	sp|Q9CQS6|GKN2_MOUSE	tr|A0A8C9JA63|A0A8C9JA63_PANTA
OG0005663	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A8C9JYG4|A0A8C9JYG4_PANTA
OG0005664	sp|Q9D1H7|GET4_MOUSE	tr|A0A8C9KI99|A0A8C9KI99_PANTA
OG0005665	sp|Q9D1P0|RM13_MOUSE	tr|A0A8C9L3Y1|A0A8C9L3Y1_PANTA
OG0005666	sp|Q9D305|THAP2_MOUSE	tr|A0A8C9JPM1|A0A8C9JPM1_PANTA
OG0005667	sp|Q9D7J4|COX20_MOUSE	tr|A0A8C9JYL8|A0A8C9JYL8_PANTA
OG0005668	sp|Q9D9D5|TMC5A_MOUSE	tr|A0A8C9KGS4|A0A8C9KGS4_PANTA
OG0005669	sp|Q9D9S2|TM225_MOUSE	tr|A0A8C9M465|A0A8C9M465_PANTA
OG0005670	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8C9L0M7|A0A8C9L0M7_PANTA
OG0005671	sp|Q9DCU6|RM04_MOUSE	tr|A0A8C9JML7|A0A8C9JML7_PANTA
OG0005672	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A8C9K7I8|A0A8C9K7I8_PANTA
OG0005673	sp|Q9ET30|TM9S3_MOUSE	tr|A0A8C9JFT6|A0A8C9JFT6_PANTA
OG0005674	sp|Q9JHS4|CLPX_MOUSE	tr|A0A8C9KSX5|A0A8C9KSX5_PANTA
OG0005675	sp|Q9JJ93|CN119_MOUSE	tr|A0A8C9J7V9|A0A8C9J7V9_PANTA
OG0005676	sp|Q9QWI6|SRCN1_MOUSE	tr|A0A8C9L0C2|A0A8C9L0C2_PANTA
OG0005677	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A8C9KE08|A0A8C9KE08_PANTA
OG0005678	sp|Q9WUT7|CCR9_MOUSE	tr|A0A8C9M7W9|A0A8C9M7W9_PANTA
OG0005679	sp|Q9WV69|DEMA_MOUSE	tr|A0A8C9KFJ2|A0A8C9KFJ2_PANTA
OG0005680	sp|Q9Z0J1|RECK_MOUSE	tr|A0A8C9JML6|A0A8C9JML6_PANTA
OG0005682	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A8C9K751|A0A8C9K751_PANTA
OG0005683	sp|O08811|ERCC2_MOUSE	tr|A0A8C9M682|A0A8C9M682_PANTA
OG0005684	sp|O09108|LSHB_MOUSE	sp|Q9BDI9|LSHB_PANTA
OG0005685	sp|P06796|CASK_MOUSE	tr|A0A8C9JZB4|A0A8C9JZB4_PANTA
OG0005686	sp|P29594|CASP2_MOUSE	tr|A0A8C9M3T1|A0A8C9M3T1_PANTA
OG0005687	sp|P30355|AL5AP_MOUSE	tr|A0A8C9KII7|A0A8C9KII7_PANTA
OG0005688	sp|P47867|SCG3_MOUSE	tr|A0A8C9JPL0|A0A8C9JPL0_PANTA
OG0005689	sp|P55194|3BP1_MOUSE	tr|A0A8C9M7K5|A0A8C9M7K5_PANTA
OG0005690	sp|P56873|ZNRD2_MOUSE	tr|A0A8C9J408|A0A8C9J408_PANTA
OG0005691	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A8C9K792|A0A8C9K792_PANTA
OG0005692	sp|Q3UHG7|DEN11_MOUSE	tr|A0A8C9JR38|A0A8C9JR38_PANTA
OG0005693	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A8C9KD74|A0A8C9KD74_PANTA
OG0005694	sp|Q3URE8|CTXN2_MOUSE	tr|A0A8C9JJF8|A0A8C9JJF8_PANTA
OG0005695	sp|Q3V125|CC110_MOUSE	tr|A0A8C9KX99|A0A8C9KX99_PANTA
OG0005696	sp|Q4JK59|TET2_MOUSE	tr|A0A8C9L2V3|A0A8C9L2V3_PANTA
OG0005697	sp|Q61900|SMR3A_MOUSE	tr|A0A8C9K3B1|A0A8C9K3B1_PANTA
OG0005698	sp|Q68ED7|CRTC1_MOUSE	tr|A0A8C9JHT8|A0A8C9JHT8_PANTA
OG0005699	sp|Q69AB2|TXND8_MOUSE	tr|A0A8C9JTZ0|A0A8C9JTZ0_PANTA
OG0005700	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A8C9M844|A0A8C9M844_PANTA
OG0005701	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A8C9J307|A0A8C9J307_PANTA
OG0005702	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A8C9IZ74|A0A8C9IZ74_PANTA
OG0005704	sp|Q80VN0|CP100_MOUSE	tr|A0A8C9KFF9|A0A8C9KFF9_PANTA
OG0005706	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A8C9K7L7|A0A8C9K7L7_PANTA
OG0005707	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A8C9JJN6|A0A8C9JJN6_PANTA
OG0005708	sp|Q8BK72|RT27_MOUSE	tr|A0A8C9L0X2|A0A8C9L0X2_PANTA
OG0005709	sp|Q8CD60|INSY1_MOUSE	tr|A0A8C9K506|A0A8C9K506_PANTA
OG0005710	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A8C9KHY0|A0A8C9KHY0_PANTA
OG0005711	sp|Q99J95|CDK9_MOUSE	tr|A0A8C9J2X2|A0A8C9J2X2_PANTA
OG0005712	sp|Q9CWH4|RE114_MOUSE	tr|A0A8C9JNK4|A0A8C9JNK4_PANTA
OG0005713	sp|Q9CX62|INKA1_MOUSE	tr|A0A8C9KI06|A0A8C9KI06_PANTA
OG0005714	sp|Q9CZD3|GARS_MOUSE	tr|A0A8C9KEC3|A0A8C9KEC3_PANTA
OG0005715	sp|Q9CZW2|CENPN_MOUSE	tr|A0A8C9KJ88|A0A8C9KJ88_PANTA
OG0005716	sp|Q9D020|5NT3A_MOUSE	tr|A0A8C9K4N8|A0A8C9K4N8_PANTA
OG0005717	sp|Q9D0F6|RFC5_MOUSE	tr|A0A8C9JN91|A0A8C9JN91_PANTA
OG0005718	sp|Q9D281|NXP20_MOUSE	tr|A0A8C9M8E5|A0A8C9M8E5_PANTA
OG0005719	sp|Q9JKS5|HABP4_MOUSE	tr|A0A8C9JU47|A0A8C9JU47_PANTA
OG0005720	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A8C9KEW1|A0A8C9KEW1_PANTA
OG0005721	sp|Q9R0N0|GALK1_MOUSE	tr|A0A8C9J9R8|A0A8C9J9R8_PANTA
OG0005722	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A8C9KTM4|A0A8C9KTM4_PANTA
OG0005723	sp|A2AH22|AMRA1_MOUSE	tr|A0A8C9JUG5|A0A8C9JUG5_PANTA
OG0005724	sp|B2RY71|DNAI3_MOUSE	tr|A0A8C9K485|A0A8C9K485_PANTA
OG0005725	sp|O35298|AOAH_MOUSE	tr|A0A8C9K8Z7|A0A8C9K8Z7_PANTA
OG0005726	sp|O88662|EMP2_MOUSE	tr|A0A8C9K680|A0A8C9K680_PANTA
OG0005728	sp|P10601|PAHO_MOUSE	tr|A0A8C9JZB9|A0A8C9JZB9_PANTA
OG0005729	sp|P31725|S10A9_MOUSE	tr|A0A8C9KRJ3|A0A8C9KRJ3_PANTA
OG0005730	sp|P32020|SCP2_MOUSE	tr|A0A8C9M4A8|A0A8C9M4A8_PANTA
OG0005731	sp|P42567|EPS15_MOUSE	tr|A0A8C9KLH7|A0A8C9KLH7_PANTA
OG0005732	sp|P51827|AFF3_MOUSE	tr|A0A8C9KVN5|A0A8C9KVN5_PANTA
OG0005733	sp|P97310|MCM2_MOUSE	tr|A0A8C9JZ23|A0A8C9JZ23_PANTA
OG0005734	sp|Q04888|SOX10_MOUSE	tr|A0A8C9J361|A0A8C9J361_PANTA
OG0005735	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A8C9KS87|A0A8C9KS87_PANTA
OG0005736	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A8C9KB90|A0A8C9KB90_PANTA
OG0005738	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A8C9JKT1|A0A8C9JKT1_PANTA
OG0005739	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A8C9KDN4|A0A8C9KDN4_PANTA
OG0005740	tr|Q505F4|Q505F4_MOUSE	tr|A0A8C9JI75|A0A8C9JI75_PANTA
OG0005741	sp|Q571C7|BDP1_MOUSE	tr|A0A8C9J8K3|A0A8C9J8K3_PANTA
OG0005742	sp|Q61088|FZD4_MOUSE	tr|A0A8C9M8P7|A0A8C9M8P7_PANTA
OG0005743	sp|Q62311|TAF6_MOUSE	tr|A0A8C9JGP6|A0A8C9JGP6_PANTA
OG0005744	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A8C9MB61|A0A8C9MB61_PANTA
OG0005745	sp|Q6S7F2|E2F7_MOUSE	tr|A0A8C9KAE5|A0A8C9KAE5_PANTA
OG0005746	sp|Q6V595|KLHL6_MOUSE	tr|A0A8C9JJI2|A0A8C9JJI2_PANTA
OG0005747	sp|Q78KK3|S22AI_MOUSE	tr|A0A8C9M2Y0|A0A8C9M2Y0_PANTA
OG0005748	sp|Q80WC7|AGFG2_MOUSE	tr|A0A8C9K471|A0A8C9K471_PANTA
OG0005749	sp|Q80Y73|HOATZ_MOUSE	tr|A0A8C9J9L2|A0A8C9J9L2_PANTA
OG0005750	sp|Q8BH47|SC22A_MOUSE	tr|A0A8C9JD56|A0A8C9JD56_PANTA
OG0005751	sp|Q8BJ90|ZN771_MOUSE	tr|A0A8C9JEM9|A0A8C9JEM9_PANTA
OG0005752	sp|Q8BQP9|R7BP_MOUSE	tr|A0A8C9KBA2|A0A8C9KBA2_PANTA
OG0005753	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A8C9J9N7|A0A8C9J9N7_PANTA
OG0005754	sp|Q8CCG4|DPPA4_MOUSE	tr|A0A8C9JBI5|A0A8C9JBI5_PANTA
OG0005755	sp|Q8CE46|PUS7L_MOUSE	tr|A0A8C9K1H8|A0A8C9K1H8_PANTA
OG0005756	sp|Q8VD26|TM143_MOUSE	tr|A0A8C9KCJ9|A0A8C9KCJ9_PANTA
OG0005757	sp|Q8VD53|ACER2_MOUSE	tr|A0A8C9JNM6|A0A8C9JNM6_PANTA
OG0005758	sp|Q91XA2|GOLM1_MOUSE	tr|A0A8C9JV64|A0A8C9JV64_PANTA
OG0005759	sp|Q924H2|MED15_MOUSE	tr|A0A8C9JIG4|A0A8C9JIG4_PANTA
OG0005760	sp|Q925N2|SFXN2_MOUSE	tr|A0A8C9J1U0|A0A8C9J1U0_PANTA
OG0005761	sp|Q9CZ83|RM55_MOUSE	tr|A0A8C9JGX0|A0A8C9JGX0_PANTA
OG0005762	sp|Q9D2F5|STPG1_MOUSE	tr|A0A8C9KFJ6|A0A8C9KFJ6_PANTA
OG0005763	tr|Q9D3J3|Q9D3J3_MOUSE	tr|A0A8C9KD69|A0A8C9KD69_PANTA
OG0005764	sp|Q9D753|EXOS8_MOUSE	tr|A0A8C9M137|A0A8C9M137_PANTA
OG0005765	sp|Q9D967|MGDP1_MOUSE	tr|A0A8C9JTB0|A0A8C9JTB0_PANTA
OG0005766	sp|Q9DAG9|PHF7_MOUSE	tr|A0A8C9KQZ1|A0A8C9KQZ1_PANTA
OG0005767	sp|Q9DAI9|MORN5_MOUSE	tr|A0A8C9JCF4|A0A8C9JCF4_PANTA
OG0005768	sp|Q9DCC3|CC107_MOUSE	tr|A0A8C9K0J8|A0A8C9K0J8_PANTA
OG0005769	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A8C9MC64|A0A8C9MC64_PANTA
OG0005770	sp|Q9QX66|DPF1_MOUSE	tr|A0A8C9JW95|A0A8C9JW95_PANTA
OG0005771	sp|Q9WVG5|LIPE_MOUSE	tr|A0A8C9J891|A0A8C9J891_PANTA
OG0005772	tr|A0A1L1SUI3|A0A1L1SUI3_MOUSE	tr|A0A8C9K8H5|A0A8C9K8H5_PANTA
OG0005773	tr|D3YWC7|D3YWC7_MOUSE	tr|A0A8C9MCS7|A0A8C9MCS7_PANTA
OG0005774	sp|E9Q349|WDR25_MOUSE	tr|A0A8C9K4Z2|A0A8C9K4Z2_PANTA
OG0005775	tr|G3XA12|G3XA12_MOUSE	tr|A0A8C9IZZ3|A0A8C9IZZ3_PANTA
OG0005776	sp|O35235|TNF11_MOUSE	tr|A0A8C9JH07|A0A8C9JH07_PANTA
OG0005777	sp|O35594|IFT81_MOUSE	tr|A0A8C9KK06|A0A8C9KK06_PANTA
OG0005778	sp|P15105|GLNA_MOUSE	tr|A0A8C9JRS0|A0A8C9JRS0_PANTA
OG0005779	sp|P49222|EPB42_MOUSE	tr|A0A8C9J5W2|A0A8C9J5W2_PANTA
OG0005780	sp|P59481|LMA2L_MOUSE	tr|A0A8C9JPR3|A0A8C9JPR3_PANTA
OG0005781	sp|P97352|S10AD_MOUSE	tr|A0A8C9KKE4|A0A8C9KKE4_PANTA
OG0005782	sp|Q04690|NF1_MOUSE	tr|A0A8C9KXG0|A0A8C9KXG0_PANTA
OG0005783	sp|Q14B48|ITPI1_MOUSE	tr|A0A8C9K2V0|A0A8C9K2V0_PANTA
OG0005784	sp|Q3TAE8|ALG6_MOUSE	tr|A0A8C9JG77|A0A8C9JG77_PANTA
OG0005785	sp|Q5SUV2|MYBPP_MOUSE	tr|A0A8C9JYL5|A0A8C9JYL5_PANTA
OG0005786	sp|Q64299|CCN3_MOUSE	tr|A0A8C9JYB1|A0A8C9JYB1_PANTA
OG0005787	sp|Q64321|ZBT7B_MOUSE	tr|A0A8C9M8B2|A0A8C9M8B2_PANTA
OG0005788	sp|Q68FH0|PKP4_MOUSE	tr|A0A8C9M4B8|A0A8C9M4B8_PANTA
OG0005789	sp|Q7TPD0|INT3_MOUSE	tr|A0A8C9JTU3|A0A8C9JTU3_PANTA
OG0005790	sp|Q80W22|THNS2_MOUSE	tr|A0A8C9JTR3|A0A8C9JTR3_PANTA
OG0005791	sp|Q80Z64|NANOG_MOUSE	tr|A0A8C9MCM9|A0A8C9MCM9_PANTA
OG0005792	sp|Q8BK03|MIGA2_MOUSE	tr|A0A8C9MD15|A0A8C9MD15_PANTA
OG0005793	sp|Q8BWM0|PGES2_MOUSE	tr|A0A8C9JFP9|A0A8C9JFP9_PANTA
OG0005794	sp|Q8BZW8|NHLC2_MOUSE	tr|A0A8C9JHI3|A0A8C9JHI3_PANTA
OG0005795	sp|Q8C5T8|CC113_MOUSE	tr|A0A8C9M4W3|A0A8C9M4W3_PANTA
OG0005796	sp|Q8C963|CC159_MOUSE	tr|A0A8C9JZC6|A0A8C9JZC6_PANTA
OG0005797	sp|Q8R0A7|K0513_MOUSE	tr|A0A8C9KMG9|A0A8C9KMG9_PANTA
OG0005798	sp|Q8VCR3|TM242_MOUSE	tr|A0A8C9JVB9|A0A8C9JVB9_PANTA
OG0005799	sp|Q91WJ7|SPS2L_MOUSE	tr|A0A8C9JU14|A0A8C9JU14_PANTA
OG0005800	sp|Q91WS0|CISD1_MOUSE	tr|A0A8C9MCH3|A0A8C9MCH3_PANTA
OG0005801	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A8C9JEF7|A0A8C9JEF7_PANTA
OG0005802	sp|Q924Z4|CERS2_MOUSE	tr|A0A8C9KCM6|A0A8C9KCM6_PANTA
OG0005803	sp|Q99LS0|AUGN_MOUSE	tr|A0A8C9JWB4|A0A8C9JWB4_PANTA
OG0005804	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A8C9JBQ9|A0A8C9JBQ9_PANTA
OG0005805	sp|Q9CXP4|RHG08_MOUSE	tr|A0A8C9M3R1|A0A8C9M3R1_PANTA
OG0005806	sp|Q9CZ49|KLH35_MOUSE	tr|A0A8C9JZ73|A0A8C9JZ73_PANTA
OG0005807	sp|Q9D581|EFC10_MOUSE	tr|A0A8C9KI56|A0A8C9KI56_PANTA
OG0005808	sp|Q9D772|F219A_MOUSE	tr|A0A8C9JFN1|A0A8C9JFN1_PANTA
OG0005809	sp|Q9DA57|SPT25_MOUSE	tr|A0A8C9K9Z5|A0A8C9K9Z5_PANTA
OG0005810	sp|Q9DAW9|CNN3_MOUSE	tr|A0A8C9KHK5|A0A8C9KHK5_PANTA
OG0005811	sp|Q9ER71|RHOJ_MOUSE	tr|A0A8C9JEX3|A0A8C9JEX3_PANTA
OG0005812	sp|Q9ERS4|PKHA3_MOUSE	tr|A0A8C9JFT5|A0A8C9JFT5_PANTA
OG0005813	sp|Q9ESP1|SDF2L_MOUSE	tr|A0A8C9KY59|A0A8C9KY59_PANTA
OG0005814	sp|Q9R0Z9|RHG07_MOUSE	tr|A0A8C9J3F8|A0A8C9J3F8_PANTA
OG0005815	sp|Q9Z0H7|BCL10_MOUSE	tr|A0A8C9K0J0|A0A8C9K0J0_PANTA
OG0005816	sp|Q9Z131|3BP5_MOUSE	tr|A0A8C9MA16|A0A8C9MA16_PANTA
OG0005817	sp|Q9Z1R3|APOM_MOUSE	tr|A0A8C9M9M8|A0A8C9M9M8_PANTA
OG0005818	sp|A2A6A1|GPTC8_MOUSE	tr|A0A8C9MD39|A0A8C9MD39_PANTA
OG0005819	sp|B1AX39|ZCHC7_MOUSE	tr|A0A8C9JQV4|A0A8C9JQV4_PANTA
OG0005820	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A8C9JUL4|A0A8C9JUL4_PANTA
OG0005821	tr|E9Q050|E9Q050_MOUSE	tr|A0A8C9J5B2|A0A8C9J5B2_PANTA
OG0005822	sp|F7BWT7|TSN15_MOUSE	tr|A0A8C9KDC4|A0A8C9KDC4_PANTA
OG0005823	tr|F7C950|F7C950_MOUSE	tr|A0A8C9KCV1|A0A8C9KCV1_PANTA
OG0005824	sp|O08917|FLOT1_MOUSE	tr|A0A8C9JJT2|A0A8C9JJT2_PANTA
OG0005825	sp|O35083|PLCA_MOUSE	tr|A0A8C9JB25|A0A8C9JB25_PANTA
OG0005826	sp|O35125|LRC23_MOUSE	tr|A0A8C9KH96|A0A8C9KH96_PANTA
OG0005827	sp|O35864|CSN5_MOUSE	tr|A0A8C9KQZ4|A0A8C9KQZ4_PANTA
OG0005828	sp|O35955|PSB10_MOUSE	tr|A0A8C9KGU9|A0A8C9KGU9_PANTA
OG0005829	sp|O70201|BIRC5_MOUSE	tr|A0A8C9JWG3|A0A8C9JWG3_PANTA
OG0005830	sp|P35821|PTN1_MOUSE	tr|A0A8C9JQ08|A0A8C9JQ08_PANTA
OG0005831	sp|P81615|UCN1_MOUSE	tr|A0A8C9JHF1|A0A8C9JHF1_PANTA
OG0005832	sp|P86046|KCJ13_MOUSE	tr|A0A8C9J1V7|A0A8C9J1V7_PANTA
OG0005833	sp|Q08423|TFF1_MOUSE	tr|A0A8C9M7Z0|A0A8C9M7Z0_PANTA
OG0005834	sp|Q14DK4|GPAT2_MOUSE	tr|A0A8C9KK40|A0A8C9KK40_PANTA
OG0005835	sp|Q2TL60|ZN667_MOUSE	tr|A0A8C9JYZ2|A0A8C9JYZ2_PANTA
OG0005836	sp|Q3TUL7|DCA17_MOUSE	tr|A0A8C9JZ68|A0A8C9JZ68_PANTA
OG0005838	sp|Q5SUR0|PUR4_MOUSE	tr|A0A8C9JDG7|A0A8C9JDG7_PANTA
OG0005839	sp|Q5SWD9|TSR1_MOUSE	tr|A0A8C9M6G0|A0A8C9M6G0_PANTA
OG0005840	sp|Q61017|GBGT2_MOUSE	tr|A0A8C9M668|A0A8C9M668_PANTA
OG0005841	sp|Q6P253|DMKN_MOUSE	tr|A0A8C9KC08|A0A8C9KC08_PANTA
OG0005842	sp|Q6PAQ4|REXO4_MOUSE	tr|A0A8C9K7H1|A0A8C9K7H1_PANTA
OG0005843	tr|Q7TS30|Q7TS30_MOUSE	tr|A0A8C9J4C5|A0A8C9J4C5_PANTA
OG0005844	sp|Q80T14|FRAS1_MOUSE	tr|A0A8C9JNU4|A0A8C9JNU4_PANTA
OG0005845	sp|Q8BHA9|PXYP1_MOUSE	tr|A0A8C9JYQ6|A0A8C9JYQ6_PANTA
OG0005846	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A8C9MAL4|A0A8C9MAL4_PANTA
OG0005847	sp|Q8BMA5|NPAT_MOUSE	tr|A0A8C9JMM1|A0A8C9JMM1_PANTA
OG0005848	tr|Q8BUW1|Q8BUW1_MOUSE	tr|A0A8C9JWH8|A0A8C9JWH8_PANTA
OG0005849	sp|Q8BV42|ZN786_MOUSE	tr|A0A8C9M583|A0A8C9M583_PANTA
OG0005850	sp|Q8BX05|GLPK5_MOUSE	tr|A0A8C9J2M9|A0A8C9J2M9_PANTA
OG0005851	sp|Q8C5W0|CLMN_MOUSE	tr|A0A8C9JBH7|A0A8C9JBH7_PANTA
OG0005852	sp|Q8CCN1|NAL10_MOUSE	tr|A0A8C9JMU2|A0A8C9JMU2_PANTA
OG0005853	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A8C9KNZ6|A0A8C9KNZ6_PANTA
OG0005854	sp|Q8K3W0|BABA2_MOUSE	tr|A0A8C9KQ01|A0A8C9KQ01_PANTA
OG0005855	sp|Q8R448|OTOSP_MOUSE	tr|A0A8C9JY73|A0A8C9JY73_PANTA
OG0005856	sp|Q91WD9|SEGN_MOUSE	tr|A0A8C9K5Y5|A0A8C9K5Y5_PANTA
OG0005857	sp|Q91YE7|RBM5_MOUSE	tr|A0A8C9J236|A0A8C9J236_PANTA
OG0005858	sp|Q9CXC9|ETV5_MOUSE	tr|A0A8C9JP68|A0A8C9JP68_PANTA
OG0005859	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A8C9JD69|A0A8C9JD69_PANTA
OG0005860	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A8C9JL18|A0A8C9JL18_PANTA
