Orthogroup	Mus_musculus	Peromyscus_maniculatus_bairdii
OG0006963	sp|Q5U462|CDCP1_MOUSE	tr|A0A6I9MB48|A0A6I9MB48_PERMB
OG0006964	sp|Q61420|S35A1_MOUSE	tr|A0A6I9L1Q2|A0A6I9L1Q2_PERMB
OG0006965	sp|Q641K1|CBPC1_MOUSE	tr|A0A6J0DL00|A0A6J0DL00_PERMB
OG0006966	sp|Q68EF0|RAB3I_MOUSE	tr|A0A6J0E595|A0A6J0E595_PERMB
OG0006967	sp|Q6A4J8|UBP7_MOUSE	tr|A0A6I9M3A8|A0A6I9M3A8_PERMB
OG0006968	sp|Q6PE65|GPT2L_MOUSE	tr|A0A6J0ECU3|A0A6J0ECU3_PERMB
OG0006969	sp|Q6PEB6|PHOCN_MOUSE	tr|A0A6I9LCD5|A0A6I9LCD5_PERMB
OG0006970	sp|Q6UJB9|TM270_MOUSE	tr|A0A6J0DPA3|A0A6J0DPA3_PERMB
OG0006971	sp|Q78JE5|FBX22_MOUSE	tr|A0A6I9L1V7|A0A6I9L1V7_PERMB
OG0006972	tr|Q7TRM4|Q7TRM4_MOUSE	tr|A0A6I9MB35|A0A6I9MB35_PERMB
OG0006973	sp|Q80SZ7|GBG5_MOUSE	tr|A0A6J0D1D5|A0A6J0D1D5_PERMB
OG0006974	sp|Q80TY4|ST18_MOUSE	tr|A0A6J0CL62|A0A6J0CL62_PERMB
OG0006975	tr|Q80ZQ7|Q80ZQ7_MOUSE	tr|A0A6I9L8I6|A0A6I9L8I6_PERMB
OG0006976	sp|Q80ZU0|ARL5A_MOUSE	tr|A0A6I9L022|A0A6I9L022_PERMB
OG0006977	sp|Q8BH00|AL8A1_MOUSE	tr|A0A6I9LK89|A0A6I9LK89_PERMB
OG0006978	sp|Q8BXR5|NALCN_MOUSE	tr|A0A6J0DDU6|A0A6J0DDU6_PERMB
OG0006979	sp|Q8BZT7|PA2G3_MOUSE	tr|A0A6I9L4M8|A0A6I9L4M8_PERMB
OG0006980	sp|Q8C7M3|TRIM9_MOUSE	tr|A0A6I9LMV7|A0A6I9LMV7_PERMB
OG0006981	sp|Q8CDJ8|STON1_MOUSE	tr|A0A6J0DYW1|A0A6J0DYW1_PERMB
OG0006982	sp|Q8K4Z3|NNRE_MOUSE	tr|A0A6I9LBV4|A0A6I9LBV4_PERMB
OG0006983	sp|Q8VBT1|TXLNB_MOUSE	tr|A0A6I9LP88|A0A6I9LP88_PERMB
OG0006984	sp|Q8VC85|LSM1_MOUSE	tr|A0A6I9LHH6|A0A6I9LHH6_PERMB
OG0006985	sp|Q99PR8|HSPB2_MOUSE	tr|A0A6I9L3G0|A0A6I9L3G0_PERMB
OG0006986	sp|Q9CPQ1|COX6C_MOUSE	tr|A0A6I9LEB4|A0A6I9LEB4_PERMB
OG0006987	sp|Q9CWU5|KHDC3_MOUSE	tr|A0A6I9MHG9|A0A6I9MHG9_PERMB
OG0006988	sp|Q9CZ15|PSF1_MOUSE	tr|A0A6I9LVH3|A0A6I9LVH3_PERMB
OG0006989	sp|Q9D2X8|CH076_MOUSE	tr|A0A6I9LUP3|A0A6I9LUP3_PERMB
OG0006990	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A6J0DZ21|A0A6J0DZ21_PERMB
OG0006991	sp|Q9D7S1|TMM54_MOUSE	tr|A0A6I9MKH5|A0A6I9MKH5_PERMB
OG0006992	sp|Q9DAF8|CD051_MOUSE	tr|A0A6I9L1T5|A0A6I9L1T5_PERMB
OG0006993	sp|Q9DC60|UBIA1_MOUSE	tr|A0A6I9L9H1|A0A6I9L9H1_PERMB
OG0006994	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A6I9L2Q4|A0A6I9L2Q4_PERMB
OG0006995	sp|Q9EQR5|LIME1_MOUSE	tr|A0A6J0CK40|A0A6J0CK40_PERMB
OG0006996	sp|Q9ESS2|FGF22_MOUSE	tr|A0A6I9L872|A0A6I9L872_PERMB
OG0006997	sp|Q9JHE3|ASAH2_MOUSE	tr|A0A6I9L2K5|A0A6I9L2K5_PERMB
OG0006998	sp|Q9JHR7|IDE_MOUSE	tr|A0A6I9L4Y8|A0A6I9L4Y8_PERMB
OG0006999	sp|Q9JIX0|ENY2_MOUSE	tr|A0A6J0DDK1|A0A6J0DDK1_PERMB
OG0007000	sp|Q9R0E1|PLOD3_MOUSE	tr|A0A6I9KUD5|A0A6I9KUD5_PERMB
OG0007001	sp|Q9WVA4|TAGL2_MOUSE	tr|A0A6I9MAS7|A0A6I9MAS7_PERMB
OG0007002	sp|Q9Z1F6|CNMD_MOUSE	tr|A0A6I9LSK0|A0A6I9LSK0_PERMB
OG0007003	tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|A0A6I9LGC9|A0A6I9LGC9_PERMB
OG0007004	sp|B1ARI9|PRR29_MOUSE	tr|A0A6J0D8T2|A0A6J0D8T2_PERMB
OG0007005	tr|B1AUY3|B1AUY3_MOUSE	tr|A0A6J0CEB5|A0A6J0CEB5_PERMB
OG0007006	sp|D3YY23|LONF1_MOUSE	tr|A0A6J0CYL2|A0A6J0CYL2_PERMB
OG0007007	sp|D3Z1D3|CEFIP_MOUSE	tr|A0A6I9LGE4|A0A6I9LGE4_PERMB
OG0007008	tr|D3Z4R4|D3Z4R4_MOUSE	tr|A0A6I9LP57|A0A6I9LP57_PERMB
OG0007009	sp|O35668|HAP1_MOUSE	tr|A0A6J0CI26|A0A6J0CI26_PERMB
OG0007010	sp|O35927|CTND2_MOUSE	tr|A0A6I9LIV5|A0A6I9LIV5_PERMB
OG0007011	sp|O35942|NEK2_MOUSE	tr|A0A6J0CUF0|A0A6J0CUF0_PERMB
OG0007012	sp|P0C7L0|WIPF3_MOUSE	tr|A0A6J0CHG9|A0A6J0CHG9_PERMB
OG0007013	sp|P13595|NCAM1_MOUSE	tr|A0A6J0CHE4|A0A6J0CHE4_PERMB
OG0007014	sp|P20029|BIP_MOUSE	tr|A0A6J0E4R1|A0A6J0E4R1_PERMB
OG0007015	sp|P22726|WNT5B_MOUSE	tr|A0A6J0E3N3|A0A6J0E3N3_PERMB
OG0007016	sp|P28028|BRAF_MOUSE	tr|A0A6J0ED80|A0A6J0ED80_PERMB
OG0007017	sp|P28235|CXA4_MOUSE	tr|A0A6J0E4B7|A0A6J0E4B7_PERMB
OG0007018	sp|P49769|PSN1_MOUSE	tr|A0A6J0CW18|A0A6J0CW18_PERMB
OG0007019	sp|P54729|NUB1_MOUSE	tr|A0A6I9M990|A0A6I9M990_PERMB
OG0007020	sp|P60060|SC61G_MOUSE	tr|A0A6I9LVA9|A0A6I9LVA9_PERMB
OG0007021	sp|P70186|EPYC_MOUSE	tr|A0A6I9LW24|A0A6I9LW24_PERMB
OG0007022	sp|P70696|H2B1A_MOUSE	tr|A0A6I9M5V6|A0A6I9M5V6_PERMB
OG0007023	sp|P84091|AP2M1_MOUSE	tr|A0A6I9LZZ0|A0A6I9LZZ0_PERMB
OG0007024	sp|P97347|RPTN_MOUSE	tr|A0A6I9L432|A0A6I9L432_PERMB
OG0007025	sp|P97718|ADA1A_MOUSE	tr|A0A6J0EAP6|A0A6J0EAP6_PERMB
OG0007026	sp|P98191|CDS1_MOUSE	tr|A0A6I9L9S4|A0A6I9L9S4_PERMB
OG0007027	sp|Q14AM7|HAPR1_MOUSE	tr|A0A6I9M9U6|A0A6I9M9U6_PERMB
OG0007028	sp|Q3TBN1|TM248_MOUSE	tr|A0A6I9L1C2|A0A6I9L1C2_PERMB
OG0007029	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A6J0CHW8|A0A6J0CHW8_PERMB
OG0007030	sp|Q3TXT3|SOSSC_MOUSE	tr|A0A6I9M0Q7|A0A6I9M0Q7_PERMB
OG0007031	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A6I9M8W0|A0A6I9M8W0_PERMB
OG0007032	sp|Q3UHX8|NKX63_MOUSE	tr|A0A6I9LVN9|A0A6I9LVN9_PERMB
OG0007033	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A6J0CYC1|A0A6J0CYC1_PERMB
OG0007034	sp|Q4QRL3|CC88B_MOUSE	tr|A0A6I9LBI3|A0A6I9LBI3_PERMB
OG0007035	sp|Q5STT6|GAR3_MOUSE	tr|A0A6I9MEH0|A0A6I9MEH0_PERMB
OG0007036	sp|Q60846|TNR8_MOUSE	tr|A0A6I9M7W7|A0A6I9M7W7_PERMB
OG0007037	sp|Q61521|EREG_MOUSE	tr|A0A6J0CIX5|A0A6J0CIX5_PERMB
OG0007038	sp|Q61712|DNJC1_MOUSE	tr|A0A6I9L957|A0A6I9L957_PERMB
OG0007039	sp|Q6IFX3|K1C40_MOUSE	tr|A0A6I9L5F1|A0A6I9L5F1_PERMB
OG0007040	sp|Q6P9Q4|FHOD1_MOUSE	tr|A0A6J0E291|A0A6J0E291_PERMB
OG0007041	sp|Q6PCX9|TRI37_MOUSE	tr|A0A6J0DWG7|A0A6J0DWG7_PERMB
OG0007042	sp|Q7TQG0|ZBTB5_MOUSE	tr|A0A6J0E435|A0A6J0E435_PERMB
OG0007043	tr|Q7TQQ3|Q7TQQ3_MOUSE	tr|A0A6I9MJ38|A0A6I9MJ38_PERMB
OG0007044	tr|Q7TRG0|Q7TRG0_MOUSE	tr|A0A6I9LRG6|A0A6I9LRG6_PERMB
OG0007045	sp|Q80UP8|S20A2_MOUSE	tr|A0A6I9LR36|A0A6I9LR36_PERMB
OG0007046	sp|Q80X50|UBP2L_MOUSE	tr|A0A6J0D7C9|A0A6J0D7C9_PERMB
OG0007047	sp|Q8BGV3|TACD2_MOUSE	tr|A0A6I9M1Y4|A0A6I9M1Y4_PERMB
OG0007048	sp|Q8BH95|ECHM_MOUSE	tr|A0A6I9LSS8|A0A6I9LSS8_PERMB
OG0007049	sp|Q8BH98|MBOA1_MOUSE	tr|A0A6I9L3A5|A0A6I9L3A5_PERMB
OG0007050	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A6J0DFI9|A0A6J0DFI9_PERMB
OG0007051	sp|Q8BL43|RASFA_MOUSE	tr|A0A6I9LGX1|A0A6I9LGX1_PERMB
OG0007052	sp|Q8BMC0|LPAR6_MOUSE	tr|A0A6I9M8D8|A0A6I9M8D8_PERMB
OG0007053	sp|Q8BTZ4|APC5_MOUSE	tr|A0A6I9KZU8|A0A6I9KZU8_PERMB
OG0007054	tr|Q8BZ82|Q8BZ82_MOUSE	tr|A0A6I9MAI0|A0A6I9MAI0_PERMB
OG0007055	sp|Q8C008|DZAN1_MOUSE	tr|A0A6I9LKL9|A0A6I9LKL9_PERMB
OG0007056	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A6J0EBP6|A0A6J0EBP6_PERMB
OG0007057	sp|Q8K087|CML2_MOUSE	tr|A0A6I9L903|A0A6I9L903_PERMB
OG0007058	sp|Q8K2C7|OS9_MOUSE	tr|A0A6I9L5G4|A0A6I9L5G4_PERMB
OG0007059	sp|Q8K342|RASF9_MOUSE	tr|A0A6I9LAF8|A0A6I9LAF8_PERMB
OG0007060	sp|Q8K4H1|KFA_MOUSE	tr|A0A6I9LTU8|A0A6I9LTU8_PERMB
OG0007061	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A6J0DCF8|A0A6J0DCF8_PERMB
OG0007062	sp|Q8R519|ACMSD_MOUSE	tr|A0A6I9LYW4|A0A6I9LYW4_PERMB
OG0007063	sp|Q8VCR2|DHB13_MOUSE	tr|A0A6I9L2I5|A0A6I9L2I5_PERMB
OG0007064	sp|Q91WU6|ZDHC7_MOUSE	tr|A0A6I9LYS4|A0A6I9LYS4_PERMB
OG0007065	sp|Q9CR29|CCD43_MOUSE	tr|A0A6J0D5K8|A0A6J0D5K8_PERMB
OG0007066	sp|Q9CWU2|ZDH13_MOUSE	tr|A0A6J0CXD4|A0A6J0CXD4_PERMB
OG0007067	sp|Q9D8U2|TM41A_MOUSE	tr|A0A6I9M196|A0A6I9M196_PERMB
OG0007068	sp|Q9DBP5|KCY_MOUSE	tr|A0A6J0DZ00|A0A6J0DZ00_PERMB
OG0007069	sp|Q9JHJ5|5HT3B_MOUSE	tr|A0A6I9LB87|A0A6I9LB87_PERMB
OG0007070	sp|Q9JJB1|T191C_MOUSE	tr|A0A6J0CFJ2|A0A6J0CFJ2_PERMB
OG0007071	sp|Q9QXX3|PA2GX_MOUSE	tr|A0A6I9LHL4|A0A6I9LHL4_PERMB
OG0007072	sp|Q9QYP6|AZI2_MOUSE	tr|A0A6J0CSI4|A0A6J0CSI4_PERMB
OG0007073	sp|Q9R049|AMFR_MOUSE	tr|A0A6J0DX57|A0A6J0DX57_PERMB
OG0007074	sp|Q9R1Q6|T176B_MOUSE	tr|A0A6J0CUA3|A0A6J0CUA3_PERMB
OG0007075	sp|Q9Z1D9|ZN394_MOUSE	tr|A0A6I9LPC1|A0A6I9LPC1_PERMB
OG0007076	sp|Q9Z1J1|TF7L1_MOUSE	tr|A0A6I9MBQ2|A0A6I9MBQ2_PERMB
OG0007077	sp|Q9Z266|SNAPN_MOUSE	tr|A0A6I9LBJ8|A0A6I9LBJ8_PERMB
OG0007078	sp|A6H8H5|KCNB2_MOUSE	tr|A0A6J0D1L7|A0A6J0D1L7_PERMB
OG0007079	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A6J0D934|A0A6J0D934_PERMB
OG0007080	sp|E9Q4P1|WDFY1_MOUSE	tr|A0A6I9L659|A0A6I9L659_PERMB
OG0007081	tr|G3UW55|G3UW55_MOUSE	tr|A0A6J0E0W9|A0A6J0E0W9_PERMB
OG0007082	sp|O08908|P85B_MOUSE	tr|A0A6I9LW91|A0A6I9LW91_PERMB
OG0007083	sp|O88522|NEMO_MOUSE	tr|A0A6J0CGB2|A0A6J0CGB2_PERMB
OG0007084	sp|P08226|APOE_MOUSE	tr|A0A6I9M236|A0A6I9M236_PERMB
OG0007085	sp|P23881|TCEA3_MOUSE	tr|A0A6I9LKU4|A0A6I9LKU4_PERMB
OG0007086	sp|P24860|CCNB1_MOUSE	tr|A0A6I9LFD0|A0A6I9LFD0_PERMB
OG0007087	sp|P34057|RECO_MOUSE	tr|A0A6I9KZ15|A0A6I9KZ15_PERMB
OG0007088	sp|P49615|CDK5_MOUSE	tr|A0A6I9MJS7|A0A6I9MJS7_PERMB
OG0007089	sp|P52793|EFNA1_MOUSE	tr|A0A6I9L3G7|A0A6I9L3G7_PERMB
OG0007090	sp|P61202|CSN2_MOUSE	tr|A0A6I9MEV5|A0A6I9MEV5_PERMB
OG0007091	sp|Q00560|IL6RB_MOUSE	tr|A0A6I9LWX2|A0A6I9LWX2_PERMB
OG0007092	sp|Q08642|PADI2_MOUSE	tr|A0A6I9L2N5|A0A6I9L2N5_PERMB
OG0007093	sp|Q3U2S8|HVCN1_MOUSE	tr|A0A6J0DBB9|A0A6J0DBB9_PERMB
OG0007094	sp|Q3UYI5|RGL3_MOUSE	tr|A0A6J0DNG2|A0A6J0DNG2_PERMB
OG0007095	sp|Q3V0C3|NUTM2_MOUSE	tr|A0A6I9M8L5|A0A6I9M8L5_PERMB
OG0007096	sp|Q3V3V9|CARL2_MOUSE	tr|A0A6J0DZL9|A0A6J0DZL9_PERMB
OG0007097	sp|Q5BU09|EAPP_MOUSE	tr|A0A6I9LD84|A0A6I9LD84_PERMB
OG0007098	sp|Q60932|VDAC1_MOUSE	tr|A0A6I9M807|A0A6I9M807_PERMB
OG0007099	sp|Q60988|STIL_MOUSE	tr|A0A6J0E1P2|A0A6J0E1P2_PERMB
OG0007100	sp|Q64471|GSTT1_MOUSE	tr|A0A6I9L9W3|A0A6I9L9W3_PERMB
OG0007101	sp|Q6DFW0|CI072_MOUSE	tr|A0A6J0D2J5|A0A6J0D2J5_PERMB
OG0007102	sp|Q6P566|LIX1_MOUSE	tr|A0A6I9LEM4|A0A6I9LEM4_PERMB
OG0007103	sp|Q6P9J9|ANO6_MOUSE	tr|A0A6J0D1Z9|A0A6J0D1Z9_PERMB
OG0007104	sp|Q6PDS3|SARM1_MOUSE	tr|A0A6I9L6Q4|A0A6I9L6Q4_PERMB
OG0007105	sp|Q6ZQ18|EFR3B_MOUSE	tr|A0A6I9LSB0|A0A6I9LSB0_PERMB
OG0007106	sp|Q80ZK0|RT10_MOUSE	tr|A0A6I9M3X6|A0A6I9M3X6_PERMB
OG0007107	tr|Q80ZX9|Q80ZX9_MOUSE	tr|A0A6I9M1N9|A0A6I9M1N9_PERMB
OG0007108	sp|Q8BGW9|DFB29_MOUSE	tr|A0A6J0DXP7|A0A6J0DXP7_PERMB
OG0007109	sp|Q8BGX7|SPIDR_MOUSE	tr|A0A6J0CS64|A0A6J0CS64_PERMB
OG0007110	sp|Q8BI79|CCD40_MOUSE	tr|A0A6J0E6Q4|A0A6J0E6Q4_PERMB
OG0007111	sp|Q8BMC1|VATG3_MOUSE	tr|A0A6I9LUM0|A0A6I9LUM0_PERMB
OG0007112	sp|Q8BPB5|FBLN3_MOUSE	tr|A0A6J0CNP3|A0A6J0CNP3_PERMB
OG0007113	sp|Q8BW10|NOB1_MOUSE	tr|A0A6I9LAQ8|A0A6I9LAQ8_PERMB
OG0007114	sp|Q8BXN9|TM87A_MOUSE	tr|A0A6J0CTK5|A0A6J0CTK5_PERMB
OG0007115	sp|Q8C196|CPSM_MOUSE	tr|A0A6I9L146|A0A6I9L146_PERMB
OG0007116	sp|Q8C351|LAYN_MOUSE	tr|A0A6J0CJ86|A0A6J0CJ86_PERMB
OG0007117	sp|Q8CC21|TTC19_MOUSE	tr|A0A6J0D2V0|A0A6J0D2V0_PERMB
OG0007118	sp|Q8R0W6|NFIP1_MOUSE	tr|A0A6I9M2N3|A0A6I9M2N3_PERMB
OG0007119	sp|Q8R1C9|APBB3_MOUSE	tr|A0A6I9MK27|A0A6I9MK27_PERMB
OG0007120	sp|Q8VDM4|PSMD2_MOUSE	tr|A0A6I9M5D5|A0A6I9M5D5_PERMB
OG0007121	sp|Q8VEJ1|GPN2_MOUSE	tr|A0A6I9LA95|A0A6I9LA95_PERMB
OG0007122	sp|Q91ZU1|ASB6_MOUSE	tr|A0A6J0DQE7|A0A6J0DQE7_PERMB
OG0007123	sp|Q923Z4|FER3L_MOUSE	tr|A0A6I9MGE1|A0A6I9MGE1_PERMB
OG0007124	sp|Q924C1|XPO5_MOUSE	tr|A0A6I9LZ97|A0A6I9LZ97_PERMB
OG0007125	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A6I9LM67|A0A6I9LM67_PERMB
OG0007126	sp|Q99P58|RB27B_MOUSE	tr|A0A6J0DMS7|A0A6J0DMS7_PERMB
OG0007127	sp|Q9CPT4|MYDGF_MOUSE	tr|A0A6I9LUA5|A0A6I9LUA5_PERMB
OG0007128	sp|Q9CS72|FLIP1_MOUSE	tr|A0A6I9LIY6|A0A6I9LIY6_PERMB
OG0007129	sp|Q9CYL5|GAPR1_MOUSE	tr|A0A6I9LP45|A0A6I9LP45_PERMB
OG0007130	sp|Q9CYY7|PLD3B_MOUSE	tr|A0A6I9L2X8|A0A6I9L2X8_PERMB
OG0007131	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A6I9LRX6|A0A6I9LRX6_PERMB
OG0007132	sp|Q9D3G9|RHOH_MOUSE	tr|A0A6I9L0Y9|A0A6I9L0Y9_PERMB
OG0007133	sp|Q9D3U0|PUS10_MOUSE	tr|A0A6I9L8I5|A0A6I9L8I5_PERMB
OG0007134	sp|Q9D6J6|NDUV2_MOUSE	tr|A0A6I9MF19|A0A6I9MF19_PERMB
OG0007135	sp|Q9D9U4|TEX22_MOUSE	tr|A0A6I9M5Z0|A0A6I9M5Z0_PERMB
OG0007136	sp|Q9DAE8|CA074_MOUSE	tr|A0A6J0E1F8|A0A6J0E1F8_PERMB
OG0007137	sp|Q9DB96|NGDN_MOUSE	tr|A0A6I9LUT4|A0A6I9LUT4_PERMB
OG0007138	sp|Q9EP53|TSC1_MOUSE	tr|A0A6J0DWS3|A0A6J0DWS3_PERMB
OG0007139	sp|Q9EPQ2|RPGR1_MOUSE	tr|A0A6J0CI19|A0A6J0CI19_PERMB
OG0007140	sp|Q9ERS6|IRPL2_MOUSE	tr|A0A6I9MCJ5|A0A6I9MCJ5_PERMB
OG0007141	sp|Q9JLQ2|GIT2_MOUSE	tr|A0A6J0CKQ1|A0A6J0CKQ1_PERMB
OG0007142	sp|Q9QZ88|VPS29_MOUSE	tr|A0A6I9KZW3|A0A6I9KZW3_PERMB
OG0007143	sp|Q9QZW0|AT11C_MOUSE	tr|A0A6J0CHY2|A0A6J0CHY2_PERMB
OG0007144	sp|Q9R0Q1|SYTL4_MOUSE	tr|A0A6I9LXU7|A0A6I9LXU7_PERMB
OG0007145	sp|Q9WUP7|UCHL5_MOUSE	tr|A0A6J0D8H7|A0A6J0D8H7_PERMB
OG0007146	sp|Q9Z186|G6PC2_MOUSE	tr|A0A6J0CIH9|A0A6J0CIH9_PERMB
OG0007147	tr|A2ADM8|A2ADM8_MOUSE	tr|A0A6I9LET9|A0A6I9LET9_PERMB
OG0007148	sp|E9Q6X9|RHG40_MOUSE	tr|A0A6I9L0N9|A0A6I9L0N9_PERMB
OG0007149	sp|E9Q784|ZC3HD_MOUSE	tr|A0A6J0EBN1|A0A6J0EBN1_PERMB
OG0007150	tr|J3QMJ4|J3QMJ4_MOUSE	tr|A0A6I9M345|A0A6I9M345_PERMB
OG0007151	sp|O54890|ITB3_MOUSE	tr|A0A6I9KZI8|A0A6I9KZI8_PERMB
OG0007152	sp|O70157|TOP3A_MOUSE	tr|A0A6I9L9G7|A0A6I9L9G7_PERMB
OG0007153	sp|P10287|CADH3_MOUSE	tr|A0A6J0E639|A0A6J0E639_PERMB
OG0007154	sp|P15331|PERI_MOUSE	tr|A0A6I9LBB2|A0A6I9LBB2_PERMB
OG0007155	sp|P16646|PMP22_MOUSE	tr|A0A6J0D2R8|A0A6J0D2R8_PERMB
OG0007156	sp|P20065|TYB4_MOUSE	tr|A0A6I9KY83|A0A6I9KY83_PERMB
OG0007157	sp|P28574|MAX_MOUSE	tr|A0A6I9L4U3|A0A6I9L4U3_PERMB
OG0007158	sp|P43252|PI2R_MOUSE	tr|A0A6I9M8D0|A0A6I9M8D0_PERMB
OG0007159	sp|P43267|SOX15_MOUSE	tr|A0A6I9L5J1|A0A6I9L5J1_PERMB
OG0007160	sp|P47963|RL13_MOUSE	tr|A0A6I9LNU4|A0A6I9LNU4_PERMB
OG0007161	sp|P48030|TGFA_MOUSE	tr|A0A6I9LT86|A0A6I9LT86_PERMB
OG0007162	sp|P50228|CXCL5_MOUSE	tr|A0A6I9MB26|A0A6I9MB26_PERMB
OG0007163	sp|P58873|RHBL3_MOUSE	tr|A0A6I9LE59|A0A6I9LE59_PERMB
OG0007164	sp|Q00LT2|PRCD_MOUSE	tr|A0A6I9M090|A0A6I9M090_PERMB
OG0007165	sp|Q09098|PATE4_MOUSE	tr|A0A6I9LJN5|A0A6I9LJN5_PERMB
OG0007166	sp|Q3ULB5|PAK6_MOUSE	tr|A0A6J0DJR8|A0A6J0DJR8_PERMB
OG0007167	sp|Q3V3R1|C1TM_MOUSE	tr|A0A6J0DBW1|A0A6J0DBW1_PERMB
OG0007168	sp|Q3ZT31|SNX25_MOUSE	tr|A0A6J0DEM2|A0A6J0DEM2_PERMB
OG0007169	sp|Q4QQM4|P5I11_MOUSE	tr|A0A6I9M381|A0A6I9M381_PERMB
OG0007170	sp|Q5DTX6|JCAD_MOUSE	tr|A0A6J0EBU6|A0A6J0EBU6_PERMB
OG0007171	sp|Q5RJ54|ZSC26_MOUSE	tr|A0A6J0EAW0|A0A6J0EAW0_PERMB
OG0007172	sp|Q5Y5T2|ZDH18_MOUSE	tr|A0A6J0D4A3|A0A6J0D4A3_PERMB
OG0007173	sp|Q60819|I15RA_MOUSE	tr|A0A6I9LTP3|A0A6I9LTP3_PERMB
OG0007174	sp|Q60841|RELN_MOUSE	tr|A0A6J0E0K7|A0A6J0E0K7_PERMB
OG0007175	sp|Q69Z89|RADIL_MOUSE	tr|A0A6J0CGI0|A0A6J0CGI0_PERMB
OG0007176	sp|Q6P7W2|SHKB1_MOUSE	tr|A0A6I9MBD7|A0A6I9MBD7_PERMB
OG0007177	sp|Q7TMK6|HOOK2_MOUSE	tr|A0A6J0CVU6|A0A6J0CVU6_PERMB
OG0007178	sp|Q7TN60|TMC6_MOUSE	tr|A0A6J0E6P4|A0A6J0E6P4_PERMB
OG0007179	sp|Q7TS72|IP3KC_MOUSE	tr|A0A6I9MKS0|A0A6I9MKS0_PERMB
OG0007180	sp|Q7TS73|RFLA_MOUSE	tr|A0A6I9KTI6|A0A6I9KTI6_PERMB
OG0007181	sp|Q8BG89|ZN365_MOUSE	tr|A0A6I9L4A1|A0A6I9L4A1_PERMB
OG0007182	sp|Q8BG93|NUD15_MOUSE	tr|A0A6I9MDJ2|A0A6I9MDJ2_PERMB
OG0007183	sp|Q8BGU2|CBLN2_MOUSE	tr|A0A6J0CR08|A0A6J0CR08_PERMB
OG0007184	sp|Q8BHK6|SLAF7_MOUSE	tr|A0A6I9LUJ0|A0A6I9LUJ0_PERMB
OG0007185	sp|Q8BZ36|RINT1_MOUSE	tr|A0A6J0E983|A0A6J0E983_PERMB
OG0007186	sp|Q8C6N3|SYT15_MOUSE	tr|A0A6I9L436|A0A6I9L436_PERMB
OG0007187	sp|Q8CBB2|S15A5_MOUSE	tr|A0A6I9LC14|A0A6I9LC14_PERMB
OG0007188	sp|Q8CDV0|CC178_MOUSE	tr|A0A6I9KYW8|A0A6I9KYW8_PERMB
OG0007189	sp|Q8CHW1|THAP1_MOUSE	tr|A0A6J0DPR7|A0A6J0DPR7_PERMB
OG0007190	sp|Q8K4T5|DUS19_MOUSE	tr|A0A6I9MDP8|A0A6I9MDP8_PERMB
OG0007191	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A6I9KUQ3|A0A6I9KUQ3_PERMB
OG0007192	sp|Q8R3L0|MMGT2_MOUSE	tr|A0A6J0D2S7|A0A6J0D2S7_PERMB
OG0007193	sp|Q8VEH5|EPMIP_MOUSE	tr|A0A6I9L2P9|A0A6I9L2P9_PERMB
OG0007194	sp|Q91ZB0|ALPK2_MOUSE	tr|A0A6I9LMA4|A0A6I9LMA4_PERMB
OG0007195	sp|Q924C6|LOXL4_MOUSE	tr|A0A6I9LUB5|A0A6I9LUB5_PERMB
OG0007196	sp|Q96DY5|RN112_MOUSE	tr|A0A6J0CXI4|A0A6J0CXI4_PERMB
OG0007197	sp|Q99J45|NRBP_MOUSE	tr|A0A6J0CS81|A0A6J0CS81_PERMB
OG0007198	sp|Q99KD5|UN45A_MOUSE	tr|A0A6J0D166|A0A6J0D166_PERMB
OG0007199	sp|Q99L20|GSTT3_MOUSE	tr|A0A6J0DE16|A0A6J0DE16_PERMB
OG0007200	sp|Q99NH0|ANR17_MOUSE	tr|A0A6I9M294|A0A6I9M294_PERMB
OG0007201	sp|Q99PV5|BHE41_MOUSE	tr|A0A6I9LYA3|A0A6I9LYA3_PERMB
OG0007202	sp|Q9CQ94|DNJ5B_MOUSE	tr|A0A6I9L0N2|A0A6I9L0N2_PERMB
OG0007203	sp|Q9CQJ7|PTTG1_MOUSE	tr|A0A6I9L507|A0A6I9L507_PERMB
OG0007204	sp|Q9CR61|NDUB7_MOUSE	tr|A0A6I9MA83|A0A6I9MA83_PERMB
OG0007205	sp|Q9CR95|NECP1_MOUSE	tr|A0A6I9M4W7|A0A6I9M4W7_PERMB
OG0007206	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A6I9M447|A0A6I9M447_PERMB
OG0007207	sp|Q9D0V7|RCAS1_MOUSE	tr|A0A6J0DI99|A0A6J0DI99_PERMB
