Orthogroup	Mus_musculus	Fukomys_damarensis
OG0004488	sp|P35294|RAB19_MOUSE	tr|A0A091DDA2|A0A091DDA2_FUKDA
OG0004489	sp|Q0VBN2|DSEL_MOUSE	tr|A0A091DE70|A0A091DE70_FUKDA
OG0004490	sp|Q8K592|AMHR2_MOUSE	tr|A0A091DER9|A0A091DER9_FUKDA
OG0004491	sp|Q91V76|CK054_MOUSE	tr|A0A091DG60|A0A091DG60_FUKDA
OG0004492	sp|Q8C4S8|DEN2A_MOUSE	tr|A0A091DGC9|A0A091DGC9_FUKDA
OG0004493	sp|Q3TY60|F131B_MOUSE	tr|A0A091DH34|A0A091DH34_FUKDA
OG0004494	sp|Q9D2M8|UB2V2_MOUSE	tr|A0A091DHI9|A0A091DHI9_FUKDA
OG0004495	sp|Q8BHI9|NIM1_MOUSE	tr|A0A091DIC8|A0A091DIC8_FUKDA
OG0004496	sp|Q67FY2|BCL9L_MOUSE	tr|A0A091DIZ8|A0A091DIZ8_FUKDA
OG0004497	sp|Q9CXT7|TM192_MOUSE	tr|A0A091DK63|A0A091DK63_FUKDA
OG0004498	sp|A6H5Y1|MPP9_MOUSE	tr|A0A091DL27|A0A091DL27_FUKDA
OG0004499	sp|Q9DB60|PXL2B_MOUSE	tr|A0A091DL32|A0A091DL32_FUKDA
OG0004500	sp|P52624|UPP1_MOUSE	tr|A0A091DLM5|A0A091DLM5_FUKDA
OG0004501	sp|O35453|HEPS_MOUSE	tr|A0A091DMP9|A0A091DMP9_FUKDA
OG0004502	sp|Q78JW9|UBFD1_MOUSE	tr|A0A091DMZ4|A0A091DMZ4_FUKDA
OG0004503	sp|Q8R2U4|NTM1A_MOUSE	tr|A0A091DNQ3|A0A091DNQ3_FUKDA
OG0004504	sp|Q8BGK5|S35F1_MOUSE	tr|A0A091DNQ9|A0A091DNQ9_FUKDA
OG0004505	sp|P70166|CPEB1_MOUSE	tr|A0A091DR64|A0A091DR64_FUKDA
OG0004506	sp|Q3TBN1|TM248_MOUSE	tr|A0A091DRI3|A0A091DRI3_FUKDA
OG0004507	sp|Q8VHT7|TF3A_MOUSE	tr|A0A091DST5|A0A091DST5_FUKDA
OG0004508	sp|Q9D7S9|CHMP5_MOUSE	tr|A0A091DT61|A0A091DT61_FUKDA
OG0004509	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A091DT88|A0A091DT88_FUKDA
OG0004510	sp|O35516|NOTC2_MOUSE	tr|A0A091DTX2|A0A091DTX2_FUKDA
OG0004511	sp|Q3TTP0|SHP1L_MOUSE	tr|A0A091DU56|A0A091DU56_FUKDA
OG0004512	sp|P47759|NSG2_MOUSE	tr|A0A091DUF0|A0A091DUF0_FUKDA
OG0004513	sp|P97461|RS5_MOUSE	tr|A0A091DWD4|A0A091DWD4_FUKDA
OG0004514	sp|E9Q793|JHY_MOUSE	tr|A0A091DXZ4|A0A091DXZ4_FUKDA
OG0004515	sp|Q4V9Z5|SE6L2_MOUSE	tr|A0A091E0T2|A0A091E0T2_FUKDA
OG0004516	sp|Q62419|SH3G1_MOUSE	tr|A0A091E191|A0A091E191_FUKDA
OG0004517	sp|Q2VPA6|HELQ_MOUSE	tr|A0A091E4U6|A0A091E4U6_FUKDA
OG0004518	sp|Q8K2B3|SDHA_MOUSE	tr|A0A091E555|A0A091E555_FUKDA
OG0004519	sp|Q9CZ69|CKLF6_MOUSE	tr|A0A091E714|A0A091E714_FUKDA
OG0004520	sp|Q61033|LAP2A_MOUSE	tr|A0A091E7L8|A0A091E7L8_FUKDA
OG0004521	sp|Q99M74|KRT82_MOUSE	tr|A0A091E8F5|A0A091E8F5_FUKDA
OG0004522	sp|Q9DBR3|ARMC8_MOUSE	tr|A0A091EBT8|A0A091EBT8_FUKDA
OG0004523	sp|Q9EQC4|ELOV4_MOUSE	tr|A0A091EKL3|A0A091EKL3_FUKDA
OG0004524	sp|O09172|GSH0_MOUSE	tr|A0A091EQL5|A0A091EQL5_FUKDA
OG0004525	sp|Q61084|M3K3_MOUSE	tr|A0A091CL51|A0A091CL51_FUKDA
OG0004526	sp|Q8K1A6|C2D1A_MOUSE	tr|A0A091CL97|A0A091CL97_FUKDA
OG0004527	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A091CMN2|A0A091CMN2_FUKDA
OG0004528	sp|Q8CB62|CNTRB_MOUSE	tr|A0A091CMZ6|A0A091CMZ6_FUKDA
OG0004529	sp|P51960|MYBA_MOUSE	tr|A0A091CN40|A0A091CN40_FUKDA
OG0004530	sp|Q9QUM7|MSH5_MOUSE	tr|A0A091CPQ6|A0A091CPQ6_FUKDA
OG0004531	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A091CPT7|A0A091CPT7_FUKDA
OG0004532	sp|E9PVB5|TTC17_MOUSE	tr|A0A091CQD8|A0A091CQD8_FUKDA
OG0004533	sp|Q6NXK5|DUS11_MOUSE	tr|A0A091CU16|A0A091CU16_FUKDA
OG0004534	sp|P0C605|KGP1_MOUSE	tr|A0A091CVV7|A0A091CVV7_FUKDA
OG0004535	sp|Q6DIA2|EX3L4_MOUSE	tr|A0A091CWS4|A0A091CWS4_FUKDA
OG0004536	tr|A0A140T8J7|A0A140T8J7_MOUSE	tr|A0A091CYV7|A0A091CYV7_FUKDA
OG0004537	sp|Q9WUZ9|ENTP5_MOUSE	tr|A0A091CZW0|A0A091CZW0_FUKDA
OG0004538	sp|Q8BQU3|SDHF3_MOUSE	tr|A0A091D115|A0A091D115_FUKDA
OG0004539	sp|Q08535|SECR_MOUSE	tr|A0A091D2R1|A0A091D2R1_FUKDA
OG0004540	sp|Q91YQ7|RMD5B_MOUSE	tr|A0A091D3H3|A0A091D3H3_FUKDA
OG0004541	sp|Q5ND56|TLC3A_MOUSE	tr|A0A091D4U8|A0A091D4U8_FUKDA
OG0004542	sp|Q8CJC5|NEUL3_MOUSE	tr|A0A091D5F9|A0A091D5F9_FUKDA
OG0004543	sp|Q80WT2|DMRT3_MOUSE	tr|A0A091D614|A0A091D614_FUKDA
OG0004544	sp|Q9D304|RN128_MOUSE	tr|A0A091D8W0|A0A091D8W0_FUKDA
OG0004545	sp|Q8R4X1|ACER1_MOUSE	tr|A0A091D9K5|A0A091D9K5_FUKDA
OG0004546	sp|Q62192|CD180_MOUSE	tr|A0A091DBB0|A0A091DBB0_FUKDA
OG0004547	sp|Q3U1T9|DEN1B_MOUSE	tr|A0A091DDN5|A0A091DDN5_FUKDA
OG0004548	tr|A0A5F8MPH2|A0A5F8MPH2_MOUSE	tr|A0A091DEZ9|A0A091DEZ9_FUKDA
OG0004549	sp|Q8BU14|SEC62_MOUSE	tr|A0A091DH38|A0A091DH38_FUKDA
OG0004550	sp|P61089|UBE2N_MOUSE	tr|A0A091DL30|A0A091DL30_FUKDA
OG0004551	sp|Q99N48|SYTL3_MOUSE	tr|A0A091DQU6|A0A091DQU6_FUKDA
OG0004552	sp|Q8JZS6|N42L2_MOUSE	tr|A0A091DSB4|A0A091DSB4_FUKDA
OG0004553	sp|Q7TPH6|MYCB2_MOUSE	tr|A0A091DSH3|A0A091DSH3_FUKDA
OG0004554	sp|Q9CQX4|PAF15_MOUSE	tr|A0A091DT82|A0A091DT82_FUKDA
OG0004555	sp|Q8VCF1|CANT1_MOUSE	tr|A0A091DX82|A0A091DX82_FUKDA
OG0004556	sp|Q80YT5|SPT20_MOUSE	tr|A0A091DXC7|A0A091DXC7_FUKDA
OG0004557	sp|Q8BMJ3|IF1AX_MOUSE	tr|A0A091DXK0|A0A091DXK0_FUKDA
OG0004558	sp|Q9ESH5|WFDC1_MOUSE	tr|A0A091DZB0|A0A091DZB0_FUKDA
OG0004559	sp|Q9Z2Y2|B4GT2_MOUSE	tr|A0A091E096|A0A091E096_FUKDA
OG0004560	sp|B2RQL2|STOX1_MOUSE	tr|A0A091E0R4|A0A091E0R4_FUKDA
OG0004561	sp|Q8K2C8|GPAT4_MOUSE	tr|A0A091E1I1|A0A091E1I1_FUKDA
OG0004562	sp|P60154|RNAS9_MOUSE	tr|A0A091E3H2|A0A091E3H2_FUKDA
OG0004563	sp|Q8VE09|TT39C_MOUSE	tr|A0A091E3Z2|A0A091E3Z2_FUKDA
OG0004564	sp|Q3TNA1|XYLB_MOUSE	tr|A0A091E4P8|A0A091E4P8_FUKDA
OG0004565	sp|O08688|CAN5_MOUSE	tr|A0A091E4X5|A0A091E4X5_FUKDA
OG0004566	sp|Q8C1Z7|BBS4_MOUSE	tr|A0A091E5J9|A0A091E5J9_FUKDA
OG0004567	sp|P43352|RAD52_MOUSE	tr|A0A091E641|A0A091E641_FUKDA
OG0004568	sp|Q9JLF1|GBRT_MOUSE	tr|A0A091EAG2|A0A091EAG2_FUKDA
OG0004569	sp|Q9CPT3|NANP_MOUSE	tr|A0A091EBL6|A0A091EBL6_FUKDA
OG0004570	sp|Q9WUH1|TM115_MOUSE	tr|A0A091CMB0|A0A091CMB0_FUKDA
OG0004571	sp|Q8R007|NECT4_MOUSE	tr|A0A091CMB5|A0A091CMB5_FUKDA
OG0004573	sp|Q64368|DAZL_MOUSE	tr|A0A091CR45|A0A091CR45_FUKDA
OG0004574	sp|P56473|AGRP_MOUSE	tr|A0A091CRJ6|A0A091CRJ6_FUKDA
OG0004575	sp|Q6DI86|FAKD1_MOUSE	tr|A0A091CVA5|A0A091CVA5_FUKDA
OG0004576	sp|Q08501|PRLR_MOUSE	tr|A0A091CWM1|A0A091CWM1_FUKDA
OG0004577	sp|Q2QI47|USH2A_MOUSE	tr|A0A091CZZ9|A0A091CZZ9_FUKDA
OG0004578	sp|Q6PD05|ZN821_MOUSE	tr|A0A091D0Z7|A0A091D0Z7_FUKDA
OG0004579	sp|Q9D6T0|NOSIP_MOUSE	tr|A0A091D2B6|A0A091D2B6_FUKDA
OG0004580	sp|Q9D7H3|RTCA_MOUSE	tr|A0A091D736|A0A091D736_FUKDA
OG0004581	sp|P59438|HPS5_MOUSE	tr|A0A091D763|A0A091D763_FUKDA
OG0004582	sp|Q8BGA5|KRR1_MOUSE	tr|A0A091D8B4|A0A091D8B4_FUKDA
OG0004583	sp|Q8VIG3|RSPH1_MOUSE	tr|A0A091DAN6|A0A091DAN6_FUKDA
OG0004584	sp|Q8C156|CND2_MOUSE	tr|A0A091DAQ7|A0A091DAQ7_FUKDA
OG0004585	sp|Q9DAC9|PO5F2_MOUSE	tr|A0A091DBF6|A0A091DBF6_FUKDA
OG0004586	sp|Q9CQH3|NDUB5_MOUSE	tr|A0A091DCG8|A0A091DCG8_FUKDA
OG0004587	sp|Q9CY64|BIEA_MOUSE	tr|A0A091DCS2|A0A091DCS2_FUKDA
OG0004588	sp|Q64213|SF01_MOUSE	tr|A0A091DD55|A0A091DD55_FUKDA
OG0004589	sp|A2AVQ5|LEXM_MOUSE	tr|A0A091DDR6|A0A091DDR6_FUKDA
OG0004590	sp|Q0VG85|CC162_MOUSE	tr|A0A091DDT7|A0A091DDT7_FUKDA
OG0004591	sp|Q9CPX5|PLAT5_MOUSE	tr|A0A091DEB8|A0A091DEB8_FUKDA
OG0004592	sp|P58006|SESN1_MOUSE	tr|A0A091DEH6|A0A091DEH6_FUKDA
OG0004593	sp|Q8BUY5|TIDC1_MOUSE	tr|A0A091DF43|A0A091DF43_FUKDA
OG0004594	sp|Q62386|IL17_MOUSE	tr|A0A091DIQ5|A0A091DIQ5_FUKDA
OG0004595	sp|P97863|NFIB_MOUSE	tr|A0A091DIW6|A0A091DIW6_FUKDA
OG0004596	sp|Q76N33|STALP_MOUSE	tr|A0A091DKH3|A0A091DKH3_FUKDA
OG0004597	sp|O70281|TPST1_MOUSE	tr|A0A091DLR8|A0A091DLR8_FUKDA
OG0004598	sp|Q6PEM6|GRM2B_MOUSE	tr|A0A091DP18|A0A091DP18_FUKDA
OG0004599	sp|Q5SV85|SYNRG_MOUSE	tr|A0A091DPK5|A0A091DPK5_FUKDA
OG0004600	sp|Q5DTI8|ESYT3_MOUSE	tr|A0A091DQM0|A0A091DQM0_FUKDA
OG0004601	sp|Q5HZH2|TSR3_MOUSE	tr|A0A091DRK2|A0A091DRK2_FUKDA
OG0004602	sp|Q9Z2E1|MBD2_MOUSE	tr|A0A091DSN5|A0A091DSN5_FUKDA
OG0004603	sp|Q9DCE5|PK1IP_MOUSE	tr|A0A091DU52|A0A091DU52_FUKDA
OG0004604	sp|Q3UUV5|SKAP1_MOUSE	tr|A0A091DX97|A0A091DX97_FUKDA
OG0004605	sp|Q6GQR8|ZN329_MOUSE	tr|A0A091DZD6|A0A091DZD6_FUKDA
OG0004606	sp|Q8JZV4|RBM41_MOUSE	tr|A0A091E0A8|A0A091E0A8_FUKDA
OG0004607	sp|Q9JKD3|SCAM5_MOUSE	tr|A0A091E0S0|A0A091E0S0_FUKDA
OG0004608	sp|Q9CR55|CP087_MOUSE	tr|A0A091E0Z4|A0A091E0Z4_FUKDA
OG0004609	sp|P36536|SAR1A_MOUSE	tr|A0A091E304|A0A091E304_FUKDA
OG0004610	sp|Q8BIF0|C99L2_MOUSE	tr|A0A091E3Z8|A0A091E3Z8_FUKDA
OG0004611	sp|Q8R5F3|OARD1_MOUSE	tr|A0A091E5N8|A0A091E5N8_FUKDA
OG0004612	sp|Q8C784|MOSMO_MOUSE	tr|A0A091EDQ7|A0A091EDQ7_FUKDA
OG0004613	sp|Q8BWF0|SSDH_MOUSE	tr|A0A091EEN7|A0A091EEN7_FUKDA
OG0004614	sp|P24063|ITAL_MOUSE	tr|A0A091EL58|A0A091EL58_FUKDA
OG0004615	sp|Q9EQQ4|GPR45_MOUSE	tr|A0A091ENJ8|A0A091ENJ8_FUKDA
OG0004616	sp|Q99NC0|VGLL1_MOUSE	tr|A0A091ENR7|A0A091ENR7_FUKDA
OG0004617	sp|Q8BU33|HACL2_MOUSE	tr|A0A091ENZ8|A0A091ENZ8_FUKDA
OG0004618	sp|O70578|CCG1_MOUSE	tr|A0A091CI61|A0A091CI61_FUKDA
OG0004619	sp|Q925I4|TS1R2_MOUSE	tr|A0A091CKI1|A0A091CKI1_FUKDA
OG0004620	sp|Q8CJ70|IL19_MOUSE	tr|A0A091CLJ3|A0A091CLJ3_FUKDA
OG0004621	sp|Q8C196|CPSM_MOUSE	tr|A0A091CLQ3|A0A091CLQ3_FUKDA
OG0004622	tr|Q8CFX3|Q8CFX3_MOUSE	tr|A0A091CN42|A0A091CN42_FUKDA
OG0004623	sp|Q9JI44|DMAP1_MOUSE	tr|A0A091CRK8|A0A091CRK8_FUKDA
OG0004624	sp|Q80Z64|NANOG_MOUSE	tr|A0A091CRZ7|A0A091CRZ7_FUKDA
OG0004625	sp|Q8VC88|GRAN_MOUSE	tr|A0A091CSV4|A0A091CSV4_FUKDA
OG0004626	sp|Q99KR3|LACB2_MOUSE	tr|A0A091CSW1|A0A091CSW1_FUKDA
OG0004627	sp|A0A1B0GQX2|TUNAR_MOUSE	tr|A0A091CTR2|A0A091CTR2_FUKDA
OG0004628	sp|Q91YT2|RN185_MOUSE	tr|A0A091CY57|A0A091CY57_FUKDA
OG0004629	sp|P12660|PCP2_MOUSE	tr|A0A091CYH9|A0A091CYH9_FUKDA
OG0004630	sp|Q0VG49|CO061_MOUSE	tr|A0A091CZA0|A0A091CZA0_FUKDA
OG0004631	sp|P34884|MIF_MOUSE	tr|A0A091CZQ6|A0A091CZQ6_FUKDA
OG0004632	sp|Q8BZ71|STAC3_MOUSE	tr|A0A091D0M0|A0A091D0M0_FUKDA
OG0004633	sp|Q8BM85|TBCK_MOUSE	tr|A0A091D170|A0A091D170_FUKDA
OG0004634	sp|B2RXC1|TPC11_MOUSE	tr|A0A091D4Y6|A0A091D4Y6_FUKDA
OG0004635	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A091D6D2|A0A091D6D2_FUKDA
OG0004636	sp|B1AZA5|TM245_MOUSE	tr|A0A091D6Q9|A0A091D6Q9_FUKDA
OG0004637	sp|Q3TAS6|EMC10_MOUSE	tr|A0A091D7G6|A0A091D7G6_FUKDA
OG0004638	sp|P38585|TTL_MOUSE	tr|A0A091D917|A0A091D917_FUKDA
OG0004639	sp|Q9WVH4|FOXO3_MOUSE	tr|A0A091DC64|A0A091DC64_FUKDA
OG0004640	sp|P97927|LAMA4_MOUSE	tr|A0A091DCX8|A0A091DCX8_FUKDA
OG0004641	sp|Q8R1Y2|MERB1_MOUSE	tr|A0A091DD20|A0A091DD20_FUKDA
OG0004642	tr|A2A472|A2A472_MOUSE	tr|A0A091DDP4|A0A091DDP4_FUKDA
OG0004643	sp|Q99PP7|TRI33_MOUSE	tr|A0A091DDX2|A0A091DDX2_FUKDA
OG0004644	sp|P41971|ELK3_MOUSE	tr|A0A091DG75|A0A091DG75_FUKDA
OG0004645	sp|Q6NVF0|OCRL_MOUSE	tr|A0A091DGM4|A0A091DGM4_FUKDA
OG0004646	sp|Q8K2Y7|RM47_MOUSE	tr|A0A091DH66|A0A091DH66_FUKDA
OG0004647	sp|Q9D722|OSER1_MOUSE	tr|A0A091DJ09|A0A091DJ09_FUKDA
OG0004648	tr|F2Z3Y9|F2Z3Y9_MOUSE	tr|A0A091DLZ9|A0A091DLZ9_FUKDA
OG0004649	sp|Q91WP0|MASP2_MOUSE	tr|A0A091DM87|A0A091DM87_FUKDA
OG0004650	sp|Q9EQG9|CERT_MOUSE	tr|A0A091DTG5|A0A091DTG5_FUKDA
OG0004651	sp|Q8BI06|CEMIP_MOUSE	tr|A0A091DU93|A0A091DU93_FUKDA
OG0004652	sp|O88947|FA10_MOUSE	tr|A0A091DVA5|A0A091DVA5_FUKDA
OG0004653	sp|P43081|GUC1A_MOUSE	tr|A0A091DVM7|A0A091DVM7_FUKDA
OG0004654	sp|Q99KE1|MAOM_MOUSE	tr|A0A091DVS6|A0A091DVS6_FUKDA
OG0004655	sp|Q91WF0|TAZ_MOUSE	tr|A0A091DW33|A0A091DW33_FUKDA
OG0004656	sp|Q14BU0|UCMA_MOUSE	tr|A0A091DW57|A0A091DW57_FUKDA
OG0004657	sp|Q80YR4|ZN598_MOUSE	tr|A0A091DWC4|A0A091DWC4_FUKDA
OG0004658	sp|Q9Z0S5|CLD15_MOUSE	tr|A0A091DYS0|A0A091DYS0_FUKDA
OG0004659	tr|Q8C3U9|Q8C3U9_MOUSE	tr|A0A091E070|A0A091E070_FUKDA
OG0004660	sp|Q8VCS0|PGRP2_MOUSE	tr|A0A091E3V0|A0A091E3V0_FUKDA
OG0004661	sp|O09100|GATA2_MOUSE	tr|A0A091E4T2|A0A091E4T2_FUKDA
OG0004662	sp|Q8R035|ICT1_MOUSE	tr|A0A091E606|A0A091E606_FUKDA
OG0004663	sp|P02831|HXA3_MOUSE	tr|A0A091E8N0|A0A091E8N0_FUKDA
OG0004664	sp|Q9JJN6|CNBP1_MOUSE	tr|A0A091E8S6|A0A091E8S6_FUKDA
OG0004665	sp|Q922H1|ANM3_MOUSE	tr|A0A091EHD0|A0A091EHD0_FUKDA
OG0004666	sp|O88816|SNAT_MOUSE	tr|A0A091EJG0|A0A091EJG0_FUKDA
OG0004667	sp|Q99KU1|DHDDS_MOUSE	tr|A0A091EPV2|A0A091EPV2_FUKDA
OG0004668	sp|Q5H8C4|VP13A_MOUSE	tr|A0A091EQC8|A0A091EQC8_FUKDA
OG0004669	sp|P99026|PSB4_MOUSE	tr|A0A091CIJ0|A0A091CIJ0_FUKDA
OG0004670	sp|Q9JL61|RFX5_MOUSE	tr|A0A091CKM0|A0A091CKM0_FUKDA
OG0004671	sp|Q8BHJ7|GBRA5_MOUSE	tr|A0A091CLT8|A0A091CLT8_FUKDA
OG0004672	sp|P62774|MTPN_MOUSE	tr|A0A091CLV4|A0A091CLV4_FUKDA
OG0004673	sp|Q9D6W8|BORC6_MOUSE	tr|A0A091CN04|A0A091CN04_FUKDA
OG0004674	sp|Q62165|DAG1_MOUSE	tr|A0A091CNC2|A0A091CNC2_FUKDA
OG0004675	tr|J3QN89|J3QN89_MOUSE	tr|A0A091CQ24|A0A091CQ24_FUKDA
OG0004676	sp|Q6A0D4|RFTN1_MOUSE	tr|A0A091CQ69|A0A091CQ69_FUKDA
OG0004677	sp|P26883|FKB1A_MOUSE	tr|A0A091CR06|A0A091CR06_FUKDA
OG0004678	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A091CSF2|A0A091CSF2_FUKDA
OG0004679	sp|Q6NZP1|ZRAB3_MOUSE	tr|A0A091CTI4|A0A091CTI4_FUKDA
OG0004680	sp|Q8C5H8|NAKD2_MOUSE	tr|A0A091CU95|A0A091CU95_FUKDA
OG0004681	tr|E9PUU5|E9PUU5_MOUSE	tr|A0A091CUV9|A0A091CUV9_FUKDA
OG0004682	sp|Q9QZS3|NUMB_MOUSE	tr|A0A091CWW9|A0A091CWW9_FUKDA
OG0004683	sp|Q91WL0|ES8L3_MOUSE	tr|A0A091CX73|A0A091CX73_FUKDA
OG0004684	sp|Q91XF4|RN167_MOUSE	tr|A0A091CYD0|A0A091CYD0_FUKDA
OG0004685	sp|Q3UF64|RNFT2_MOUSE	tr|A0A091CYL3|A0A091CYL3_FUKDA
OG0004686	sp|Q3UZW7|EF2KT_MOUSE	tr|A0A091D2T0|A0A091D2T0_FUKDA
OG0004687	sp|Q3UNN8|PLD5_MOUSE	tr|A0A091D346|A0A091D346_FUKDA
OG0004688	sp|Q9D552|SPT17_MOUSE	tr|A0A091D4H3|A0A091D4H3_FUKDA
OG0004689	sp|Q0VBL6|HIF3A_MOUSE	tr|A0A091D5G7|A0A091D5G7_FUKDA
OG0004690	sp|Q62383|SPT6H_MOUSE	tr|A0A091D5N0|A0A091D5N0_FUKDA
OG0004691	sp|Q7TS75|AMER1_MOUSE	tr|A0A091DFQ3|A0A091DFQ3_FUKDA
OG0004692	sp|Q9WUF3|C8AP2_MOUSE	tr|A0A091DFW9|A0A091DFW9_FUKDA
OG0004693	sp|Q61263|SOAT1_MOUSE	tr|A0A091DHY1|A0A091DHY1_FUKDA
OG0004694	sp|Q00609|CD80_MOUSE	tr|A0A091DJU1|A0A091DJU1_FUKDA
OG0004695	sp|Q497L9|S22AE_MOUSE	tr|A0A091DKC9|A0A091DKC9_FUKDA
OG0004696	sp|Q80VA0|GALT7_MOUSE	tr|A0A091DKP9|A0A091DKP9_FUKDA
OG0004697	sp|Q9QXQ1|PDE7B_MOUSE	tr|A0A091DPQ7|A0A091DPQ7_FUKDA
OG0004698	tr|A2A484|A2A484_MOUSE	tr|A0A091DQ70|A0A091DQ70_FUKDA
OG0004699	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A091DQU7|A0A091DQU7_FUKDA
OG0004700	sp|O08852|PKD1_MOUSE	tr|A0A091DRI4|A0A091DRI4_FUKDA
OG0004701	sp|Q9CWX2|CIA30_MOUSE	tr|A0A091DRP8|A0A091DRP8_FUKDA
OG0004702	sp|Q8R2V5|ADAP2_MOUSE	tr|A0A091DS33|A0A091DS33_FUKDA
OG0004703	sp|B1AXP6|TOM5_MOUSE	tr|A0A091DTC7|A0A091DTC7_FUKDA
OG0004704	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|A0A091DTK1|A0A091DTK1_FUKDA
OG0004705	sp|Q9D2H9|DAAF1_MOUSE	tr|A0A091DUI3|A0A091DUI3_FUKDA
OG0004706	sp|D3YZI9|PGBD5_MOUSE	tr|A0A091DVC9|A0A091DVC9_FUKDA
OG0004707	sp|P98192|GNPAT_MOUSE	tr|A0A091DVD8|A0A091DVD8_FUKDA
OG0004708	sp|A2ASA8|IPIL1_MOUSE	tr|A0A091DX04|A0A091DX04_FUKDA
OG0004709	sp|Q8BI79|CCD40_MOUSE	tr|A0A091DX91|A0A091DX91_FUKDA
OG0004710	sp|O08715|AKAP1_MOUSE	tr|A0A091DXG8|A0A091DXG8_FUKDA
OG0004711	sp|Q9R0X5|RPGR_MOUSE	tr|A0A091DZM2|A0A091DZM2_FUKDA
OG0004712	sp|Q8C739|F110B_MOUSE	tr|A0A091E208|A0A091E208_FUKDA
OG0004713	sp|O88738|BIRC6_MOUSE	tr|A0A091E3R2|A0A091E3R2_FUKDA
OG0004714	sp|Q9QY31|SNAI3_MOUSE	tr|A0A091E9H5|A0A091E9H5_FUKDA
OG0004715	sp|Q8BYM8|SYCM_MOUSE	tr|A0A091EHU6|A0A091EHU6_FUKDA
OG0004717	sp|Q99KI3|EMC3_MOUSE	tr|A0A091ERF2|A0A091ERF2_FUKDA
OG0004718	sp|P08207|S10AA_MOUSE	tr|A0A091CML6|A0A091CML6_FUKDA
OG0004719	sp|Q8VCC9|SPON1_MOUSE	tr|A0A091CMP3|A0A091CMP3_FUKDA
OG0004720	sp|Q2KHK3|AMPQ_MOUSE	tr|A0A091CMT6|A0A091CMT6_FUKDA
OG0004722	sp|O09012|PEX5_MOUSE	tr|A0A091CS81|A0A091CS81_FUKDA
OG0004723	sp|Q99ML4|DIK1B_MOUSE	tr|A0A091CSZ6|A0A091CSZ6_FUKDA
OG0004724	sp|Q8BWR4|UBP40_MOUSE	tr|A0A091CU78|A0A091CU78_FUKDA
OG0004725	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A091CUL5|A0A091CUL5_FUKDA
OG0004726	sp|P51180|MIP_MOUSE	tr|A0A091CXN9|A0A091CXN9_FUKDA
OG0004727	sp|P60897|SEM1_MOUSE	tr|A0A091D061|A0A091D061_FUKDA
OG0004728	tr|A0A1B0GRJ3|A0A1B0GRJ3_MOUSE	tr|A0A091D117|A0A091D117_FUKDA
OG0004729	sp|Q9JHT5|AMMR1_MOUSE	tr|A0A091D1M4|A0A091D1M4_FUKDA
OG0004730	sp|Q9CZX2|CEP89_MOUSE	tr|A0A091D1Z5|A0A091D1Z5_FUKDA
OG0004731	sp|Q6PE65|GPT2L_MOUSE	tr|A0A091D281|A0A091D281_FUKDA
OG0004732	sp|Q9JJ26|MEFV_MOUSE	tr|A0A091D3L1|A0A091D3L1_FUKDA
OG0004733	sp|Q791T5|MTCH1_MOUSE	tr|A0A091D7B8|A0A091D7B8_FUKDA
OG0004736	sp|O88783|FA5_MOUSE	tr|A0A091DAI4|A0A091DAI4_FUKDA
OG0004737	sp|Q9Z1F6|CNMD_MOUSE	tr|A0A091DBM2|A0A091DBM2_FUKDA
OG0004738	sp|Q99MD8|MYNN_MOUSE	tr|A0A091DCD4|A0A091DCD4_FUKDA
OG0004739	sp|Q9D6N5|NC2A_MOUSE	tr|A0A091DD18|A0A091DD18_FUKDA
OG0004740	sp|Q9CY28|GTPB8_MOUSE	tr|A0A091DF61|A0A091DF61_FUKDA
OG0004741	sp|Q9D2R8|RT33_MOUSE	tr|A0A091DHY4|A0A091DHY4_FUKDA
OG0004742	sp|Q8VBW5|BBX_MOUSE	tr|A0A091DI99|A0A091DI99_FUKDA
OG0004743	sp|P97469|SNAI2_MOUSE	tr|A0A091DJW5|A0A091DJW5_FUKDA
OG0004744	sp|Q9CR88|RT14_MOUSE	tr|A0A091DK65|A0A091DK65_FUKDA
OG0004745	sp|Q6P073|UB2J2_MOUSE	tr|A0A091DL09|A0A091DL09_FUKDA
OG0004746	sp|Q9CWZ3|RBM8A_MOUSE	tr|A0A091DL65|A0A091DL65_FUKDA
OG0004747	sp|Q9D1G0|DNSL2_MOUSE	tr|A0A091DM26|A0A091DM26_FUKDA
OG0004748	sp|Q9Z2D3|GSDME_MOUSE	tr|A0A091DMK9|A0A091DMK9_FUKDA
OG0004749	sp|Q9D611|OCSTP_MOUSE	tr|A0A091DMU3|A0A091DMU3_FUKDA
OG0004750	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A091DPM5|A0A091DPM5_FUKDA
OG0004751	sp|Q6J9G1|STYK1_MOUSE	tr|A0A091DQB9|A0A091DQB9_FUKDA
