Orthogroup	Mus_musculus	Ursus_maritimus
OG0008514	sp|P70166|CPEB1_MOUSE	tr|A0A8M1GST2|A0A8M1GST2_URSMA
OG0008515	sp|P97465|DOK1_MOUSE	tr|A0A384CUU9|A0A384CUU9_URSMA
OG0008516	sp|P97807|FUMH_MOUSE	tr|A0A8M1G8L7|A0A8M1G8L7_URSMA
OG0008517	sp|Q307W7|KNCN_MOUSE	tr|A0A8M1FIR6|A0A8M1FIR6_URSMA
OG0008518	tr|Q3TWH3|Q3TWH3_MOUSE	tr|A0A8M1FSY3|A0A8M1FSY3_URSMA
OG0008519	sp|Q3UMC0|SPAT5_MOUSE	tr|A0A384BYQ4|A0A384BYQ4_URSMA
OG0008520	sp|Q3UW53|NIBA1_MOUSE	tr|A0A8M1GBZ7|A0A8M1GBZ7_URSMA
OG0008521	sp|Q497P3|NUPR2_MOUSE	tr|A0A8M1GG93|A0A8M1GG93_URSMA
OG0008522	sp|Q56A06|TMTC2_MOUSE	tr|A0A384BGV9|A0A384BGV9_URSMA
OG0008523	sp|Q5HZI9|S2551_MOUSE	tr|A0A384DGG3|A0A384DGG3_URSMA
OG0008524	sp|Q5NCQ5|DPH1_MOUSE	tr|A0A8M1GMZ6|A0A8M1GMZ6_URSMA
OG0008525	sp|Q61026|NCOA2_MOUSE	tr|A0A8M1FDP3|A0A8M1FDP3_URSMA
OG0008526	sp|Q6A058|ARMX2_MOUSE	tr|A0A8M1F0X8|A0A8M1F0X8_URSMA
OG0008527	sp|Q6NS52|DGKB_MOUSE	tr|A0A8M1GWP8|A0A8M1GWP8_URSMA
OG0008528	sp|Q7TME0|PLPR4_MOUSE	tr|A0A8M1FKT1|A0A8M1FKT1_URSMA
OG0008529	sp|Q8BGF9|S2544_MOUSE	tr|A0A384CJX7|A0A384CJX7_URSMA
OG0008530	sp|Q8BGK2|ARHL1_MOUSE	tr|A0A384BLL1|A0A384BLL1_URSMA
OG0008531	sp|Q8BGZ3|DCA12_MOUSE	tr|A0A384CFV4|A0A384CFV4_URSMA
OG0008532	sp|Q8BQJ6|TRM2B_MOUSE	tr|A0A8M1FV27|A0A8M1FV27_URSMA
OG0008533	sp|Q8C5S3|CC022_MOUSE	tr|A0A384CNW8|A0A384CNW8_URSMA
OG0008534	sp|Q8CAB8|CAST2_MOUSE	tr|A0A8M1G5L1|A0A8M1G5L1_URSMA
OG0008535	sp|Q8CH02|SUGP1_MOUSE	tr|A0A8M1FNE4|A0A8M1FNE4_URSMA
OG0008536	tr|Q8K205|Q8K205_MOUSE	tr|A0A384BZ38|A0A384BZ38_URSMA
OG0008537	sp|Q8R326|PSPC1_MOUSE	tr|A0A384C673|A0A384C673_URSMA
OG0008538	sp|Q8VC10|OSGI1_MOUSE	tr|A0A8M1G1U1|A0A8M1G1U1_URSMA
OG0008539	sp|Q8VE99|CC115_MOUSE	tr|A0A384C672|A0A384C672_URSMA
OG0008540	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A384CKZ8|A0A384CKZ8_URSMA
OG0008541	sp|Q91VY6|CYTIP_MOUSE	tr|A0A384BRL6|A0A384BRL6_URSMA
OG0008542	sp|Q91X60|ACHA2_MOUSE	tr|A0A384D8Q4|A0A384D8Q4_URSMA
OG0008543	sp|Q91ZR3|ZHANG_MOUSE	tr|A0A384D6B6|A0A384D6B6_URSMA
OG0008544	sp|Q922H4|GMPPA_MOUSE	tr|A0A8M1GLY3|A0A8M1GLY3_URSMA
OG0008545	sp|Q99K43|PRC1_MOUSE	tr|A0A8M1H3Q0|A0A8M1H3Q0_URSMA
OG0008546	sp|Q9CWJ9|PUR9_MOUSE	tr|A0A8M1GMR5|A0A8M1GMR5_URSMA
OG0008547	sp|Q9D035|NKAI1_MOUSE	tr|A0A8M1EW63|A0A8M1EW63_URSMA
OG0008548	sp|Q9D309|FAM3B_MOUSE	tr|A0A8M1F3C9|A0A8M1F3C9_URSMA
OG0008549	sp|Q9D6L8|PPIL3_MOUSE	tr|A0A8M1GSK6|A0A8M1GSK6_URSMA
OG0008550	sp|Q9D8C3|ALG13_MOUSE	tr|A0A8M1FNK5|A0A8M1FNK5_URSMA
OG0008551	sp|Q9DCH2|POP7_MOUSE	tr|A0A384CQA2|A0A384CQA2_URSMA
OG0008552	sp|Q9ESN5|CENPK_MOUSE	tr|A0A8M1F7M1|A0A8M1F7M1_URSMA
OG0008553	sp|Q9JIF7|COPB_MOUSE	tr|A0A384DT12|A0A384DT12_URSMA
OG0008554	sp|Q9JJH1|RNAS4_MOUSE	tr|A0A384BI01|A0A384BI01_URSMA
OG0008555	sp|Q9QUG9|GRP2_MOUSE	tr|A0A8M1GKF9|A0A8M1GKF9_URSMA
OG0008556	sp|Q9R0Q4|MO4L2_MOUSE	tr|A0A384D601|A0A384D601_URSMA
OG0008557	sp|Q9R1S7|MRP6_MOUSE	tr|A0A8M1G8R4|A0A8M1G8R4_URSMA
OG0008558	sp|Q9WTK2|CDYL_MOUSE	tr|A0A8M1H1H3|A0A8M1H1H3_URSMA
OG0008559	sp|D3YTS9|PPAT_MOUSE	tr|A0A8M1FZV5|A0A8M1FZV5_URSMA
OG0008560	tr|D3Z286|D3Z286_MOUSE	tr|A0A384DPP7|A0A384DPP7_URSMA
OG0008561	tr|E9Q2E4|E9Q2E4_MOUSE	tr|A0A8M1F4K0|A0A8M1F4K0_URSMA
OG0008562	sp|O35719|RA51B_MOUSE	tr|A0A384CV21|A0A384CV21_URSMA
OG0008563	sp|O55226|CHAD_MOUSE	tr|A0A8M1GM24|A0A8M1GM24_URSMA
OG0008564	sp|O88282|BCL6B_MOUSE	tr|A0A8M1FR39|A0A8M1FR39_URSMA
OG0008565	sp|O88824|JTB_MOUSE	tr|A0A384CKA0|A0A384CKA0_URSMA
OG0008566	sp|O88843|CRADD_MOUSE	tr|A0A384BTK1|A0A384BTK1_URSMA
OG0008567	sp|O88875|BY55_MOUSE	tr|A0A384DG20|A0A384DG20_URSMA
OG0008568	sp|P11983|TCPA_MOUSE	tr|A0A384BVU7|A0A384BVU7_URSMA
OG0008569	sp|P59270|B3GA2_MOUSE	tr|A0A8M1GWJ5|A0A8M1GWJ5_URSMA
OG0008570	tr|Q149I8|Q149I8_MOUSE	tr|A0A8M1FGK4|A0A8M1FGK4_URSMA
OG0008571	sp|Q14AK4|ZDH11_MOUSE	tr|A0A8M1G2H1|A0A8M1G2H1_URSMA
OG0008572	sp|Q3ULZ2|FHDC1_MOUSE	tr|A0A8M1FG03|A0A8M1FG03_URSMA
OG0008573	sp|Q5SUF2|LC7L3_MOUSE	tr|A0A384BVG6|A0A384BVG6_URSMA
OG0008574	sp|Q5SXA9|KIBRA_MOUSE	tr|A0A384C7S4|A0A384C7S4_URSMA
OG0008575	sp|Q5VCS6|TDRD5_MOUSE	tr|A0A8M1GKA7|A0A8M1GKA7_URSMA
OG0008576	sp|Q60773|CDN2D_MOUSE	tr|A0A8M1FPH7|A0A8M1FPH7_URSMA
OG0008577	sp|Q61024|ASNS_MOUSE	tr|A0A384BPI0|A0A384BPI0_URSMA
OG0008578	sp|Q61165|SL9A1_MOUSE	tr|A0A8M1EZ69|A0A8M1EZ69_URSMA
OG0008579	sp|Q62264|THRSP_MOUSE	tr|A0A384DFM4|A0A384DFM4_URSMA
OG0008580	sp|Q64355|EFS_MOUSE	tr|A0A8M1F4A7|A0A8M1F4A7_URSMA
OG0008581	sp|Q6DIB4|NOL4L_MOUSE	tr|A0A8M1GH63|A0A8M1GH63_URSMA
OG0008582	sp|Q6DR98|NRG1_MOUSE	tr|A0A8M1GVN3|A0A8M1GVN3_URSMA
OG0008583	sp|Q6P1E1|ZMIZ1_MOUSE	tr|A0A8M1FD91|A0A8M1FD91_URSMA
OG0008584	sp|Q6PDC8|MFD4A_MOUSE	tr|A0A8M1GL36|A0A8M1GL36_URSMA
OG0008585	sp|Q80T85|DCAF5_MOUSE	tr|A0A8M1GRE3|A0A8M1GRE3_URSMA
OG0008586	sp|Q80UE6|WNK4_MOUSE	tr|A0A8M1GP21|A0A8M1GP21_URSMA
OG0008587	sp|Q80UY1|CARME_MOUSE	tr|A0A8M1EYB3|A0A8M1EYB3_URSMA
OG0008588	sp|Q80XS6|SMAG2_MOUSE	tr|A0A384BXM9|A0A384BXM9_URSMA
OG0008589	sp|Q8BG51|MIRO1_MOUSE	tr|A0A8M1H065|A0A8M1H065_URSMA
OG0008590	sp|Q8BHH8|CLRN3_MOUSE	tr|A0A384BP46|A0A384BP46_URSMA
OG0008591	sp|Q8BIE6|FRM4A_MOUSE	tr|A0A8M1H2C3|A0A8M1H2C3_URSMA
OG0008592	sp|Q8BMJ2|SYLC_MOUSE	tr|A0A384C478|A0A384C478_URSMA
OG0008593	sp|Q8BZL4|GPR22_MOUSE	tr|A0A384D443|A0A384D443_URSMA
OG0008594	sp|Q8C2S0|UBP44_MOUSE	tr|A0A384BTN6|A0A384BTN6_URSMA
OG0008595	sp|Q8C5P5|NT5D1_MOUSE	tr|A0A8M1FMP1|A0A8M1FMP1_URSMA
OG0008596	sp|Q8CAI1|CC142_MOUSE	tr|A0A384CW59|A0A384CW59_URSMA
OG0008597	sp|Q8CB93|GAPT_MOUSE	tr|A0A384C439|A0A384C439_URSMA
OG0008598	sp|Q8CIT0|CRF_MOUSE	tr|A0A8M1FFE7|A0A8M1FFE7_URSMA
OG0008599	sp|Q8R0T6|AGRG3_MOUSE	tr|A0A384D221|A0A384D221_URSMA
OG0008600	sp|Q8VHB5|CAH9_MOUSE	tr|A0A8M1G5K6|A0A8M1G5K6_URSMA
OG0008601	sp|Q91XT4|SC16B_MOUSE	tr|A0A384CJF1|A0A384CJF1_URSMA
OG0008602	sp|Q91YX0|THMS2_MOUSE	tr|A0A8M1F1Z8|A0A8M1F1Z8_URSMA
OG0008603	sp|Q99MA9|NKX61_MOUSE	tr|A0A384C9U6|A0A384C9U6_URSMA
OG0008604	sp|Q9CQ06|RM24_MOUSE	tr|A0A384CIX9|A0A384CIX9_URSMA
OG0008605	sp|Q9CQ18|RNH2C_MOUSE	tr|A0A384DKC9|A0A384DKC9_URSMA
OG0008606	sp|Q9CQ46|DRC8_MOUSE	tr|A0A8M1G473|A0A8M1G473_URSMA
OG0008607	sp|Q9CZD0|MMAC_MOUSE	tr|A0A384CRT3|A0A384CRT3_URSMA
OG0008608	sp|Q9D1E8|PLCE_MOUSE	tr|A0A384DBI2|A0A384DBI2_URSMA
OG0008609	sp|Q9D3N2|CLXN_MOUSE	tr|A0A384DCZ6|A0A384DCZ6_URSMA
OG0008610	sp|Q9D6Y9|GLGB_MOUSE	tr|A0A8M1F899|A0A8M1F899_URSMA
OG0008611	sp|Q9D7Y9|SLX4I_MOUSE	tr|A0A384D456|A0A384D456_URSMA
OG0008612	tr|Q9DA81|Q9DA81_MOUSE	tr|A0A384CRR6|A0A384CRR6_URSMA
OG0008613	sp|Q9DCC4|P5CR3_MOUSE	tr|A0A8M1FN03|A0A8M1FN03_URSMA
OG0008614	sp|Q9ERS7|ILRL2_MOUSE	tr|A0A384CS79|A0A384CS79_URSMA
OG0008615	sp|Q9ES17|IL21_MOUSE	tr|A0A384BYP9|A0A384BYP9_URSMA
OG0008616	sp|Q9JJN5|CBPN_MOUSE	tr|A0A384DA75|A0A384DA75_URSMA
OG0008617	sp|Q9JK92|HSPB8_MOUSE	tr|A0A384DFX0|A0A384DFX0_URSMA
OG0008618	sp|Q9JM13|RABX5_MOUSE	tr|A0A8M1G5M2|A0A8M1G5M2_URSMA
OG0008619	sp|Q9QYH9|TNF14_MOUSE	tr|A0A8M1FYY8|A0A8M1FYY8_URSMA
OG0008620	sp|Q9QZR5|HIPK2_MOUSE	tr|A0A8M1H4C7|A0A8M1H4C7_URSMA
OG0008621	sp|Q9WV96|T10B_MOUSE	tr|A0A384DQ54|A0A384DQ54_URSMA
OG0008622	tr|A0A087WRU1|A0A087WRU1_MOUSE	tr|A0A8M1GQ80|A0A8M1GQ80_URSMA
OG0008623	sp|A1A535|MELT_MOUSE	tr|A0A384DD76|A0A384DD76_URSMA
OG0008624	sp|A2A9T0|TBKB1_MOUSE	tr|A0A8M1GLU2|A0A8M1GLU2_URSMA
OG0008625	sp|A2CG63|ARI4B_MOUSE	tr|A0A8M1FAA6|A0A8M1FAA6_URSMA
OG0008626	tr|D3Z3I0|D3Z3I0_MOUSE	tr|A0A384C5C7|A0A384C5C7_URSMA
OG0008627	sp|E9Q2Z6|SIM35_MOUSE	tr|A0A8M1G4A9|A0A8M1G4A9_URSMA
OG0008628	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A384C6M1|A0A384C6M1_URSMA
OG0008629	tr|F8VPK0|F8VPK0_MOUSE	tr|A0A384CWD9|A0A384CWD9_URSMA
OG0008630	sp|G3X912|SPRTN_MOUSE	tr|A0A384C012|A0A384C012_URSMA
OG0008631	sp|O35639|ANXA3_MOUSE	tr|A0A384C9H2|A0A384C9H2_URSMA
OG0008632	sp|O88543|CSN3_MOUSE	tr|A0A384BPY2|A0A384BPY2_URSMA
OG0008633	sp|P11103|PARP1_MOUSE	tr|A0A8M1GJS6|A0A8M1GJS6_URSMA
OG0008634	sp|P43406|ITAV_MOUSE	tr|A0A8M1GV50|A0A8M1GV50_URSMA
OG0008635	sp|P50284|TNR3_MOUSE	tr|A0A384BGW2|A0A384BGW2_URSMA
OG0008636	sp|P51855|GSHB_MOUSE	tr|A0A384CNK5|A0A384CNK5_URSMA
OG0008637	sp|P52955|LBX1_MOUSE	tr|A0A8M1F9U6|A0A8M1F9U6_URSMA
OG0008638	sp|P57759|ERP29_MOUSE	tr|A0A384BY03|A0A384BY03_URSMA
OG0008639	sp|P62309|RUXG_MOUSE	tr|A0A384CUM2|A0A384CUM2_URSMA
OG0008640	sp|P70310|NTR2_MOUSE	tr|A0A8M1F841|A0A8M1F841_URSMA
OG0008641	sp|P97452|BOP1_MOUSE	tr|A0A8M1FMU5|A0A8M1FMU5_URSMA
OG0008642	sp|Q3TGW2|EEPD1_MOUSE	tr|A0A384BR35|A0A384BR35_URSMA
OG0008643	sp|Q3U5C7|PRIC1_MOUSE	tr|A0A384D7E9|A0A384D7E9_URSMA
OG0008644	sp|Q3UH93|PLXD1_MOUSE	tr|A0A8M1FPR5|A0A8M1FPR5_URSMA
OG0008645	sp|Q3UM29|COG7_MOUSE	tr|A0A384CKM4|A0A384CKM4_URSMA
OG0008646	sp|Q3UMB5|SMCR8_MOUSE	tr|A0A8M1FUD7|A0A8M1FUD7_URSMA
OG0008647	sp|Q5HZJ5|EREP3_MOUSE	tr|A0A8M1GA20|A0A8M1GA20_URSMA
OG0008648	tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A8M1GM48|A0A8M1GM48_URSMA
OG0008649	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A384BUS3|A0A384BUS3_URSMA
OG0008650	sp|Q61083|M3K2_MOUSE	tr|A0A384BPV5|A0A384BPV5_URSMA
OG0008651	sp|Q61087|LAMB3_MOUSE	tr|A0A8M1GKP3|A0A8M1GKP3_URSMA
OG0008652	sp|Q62181|SEM3C_MOUSE	tr|A0A384BQ67|A0A384BQ67_URSMA
OG0008654	sp|Q6AW46|EST5A_MOUSE	tr|A0A384D1G2|A0A384D1G2_URSMA
OG0008655	sp|Q6AXF6|SIDT1_MOUSE	tr|A0A8M1F5R4|A0A8M1F5R4_URSMA
OG0008656	sp|Q6DIA7|BRME1_MOUSE	tr|A0A384DSC0|A0A384DSC0_URSMA
OG0008657	sp|Q6PAC3|DCA13_MOUSE	tr|A0A384BXZ8|A0A384BXZ8_URSMA
OG0008658	sp|Q6PIJ4|NFRKB_MOUSE	tr|A0A8M1FUD1|A0A8M1FUD1_URSMA
OG0008659	sp|Q7TMV3|FAKD5_MOUSE	tr|A0A384D440|A0A384D440_URSMA
OG0008660	sp|Q7TQE6|MACOI_MOUSE	tr|A0A8M1EVX5|A0A8M1EVX5_URSMA
OG0008661	sp|Q80W00|PP1RA_MOUSE	tr|A0A8M1H095|A0A8M1H095_URSMA
OG0008662	sp|Q810C0|SLIK2_MOUSE	tr|A0A384C213|A0A384C213_URSMA
OG0008663	sp|Q8BGC4|PTGR3_MOUSE	tr|A0A8M1G0S9|A0A8M1G0S9_URSMA
OG0008664	sp|Q8BH65|DEN6A_MOUSE	tr|A0A8M1FMH6|A0A8M1FMH6_URSMA
OG0008665	sp|Q8BIA4|FBXW8_MOUSE	tr|A0A8M1F1V8|A0A8M1F1V8_URSMA
OG0008666	sp|Q8BNJ3|NMNA2_MOUSE	tr|A0A384CXX2|A0A384CXX2_URSMA
OG0008667	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A8M1FKM3|A0A8M1FKM3_URSMA
OG0008668	sp|Q8BWQ5|DCLK3_MOUSE	tr|A0A384DNI1|A0A384DNI1_URSMA
OG0008669	sp|Q8BWR8|RHPN2_MOUSE	tr|A0A8M1G1Z2|A0A8M1G1Z2_URSMA
OG0008670	sp|Q8BXT9|SC22C_MOUSE	tr|A0A384DM28|A0A384DM28_URSMA
OG0008671	sp|Q8BZR0|GPR82_MOUSE	tr|A0A384DIW4|A0A384DIW4_URSMA
OG0008672	sp|Q8C6D4|BEND5_MOUSE	tr|A0A8M1FSA2|A0A8M1FSA2_URSMA
OG0008673	sp|Q8C779|RADX_MOUSE	tr|A0A8M1H4T0|A0A8M1H4T0_URSMA
OG0008674	sp|Q8CC88|VWA8_MOUSE	tr|A0A8M1FB98|A0A8M1FB98_URSMA
OG0008675	sp|Q8CDI6|CD158_MOUSE	tr|A0A384CAI4|A0A384CAI4_URSMA
OG0008676	sp|Q8R3H9|TTC4_MOUSE	tr|A0A8M1FMC7|A0A8M1FMC7_URSMA
OG0008677	sp|Q8R409|HEXI1_MOUSE	tr|A0A384CBK2|A0A384CBK2_URSMA
OG0008678	sp|Q8VHN7|AGRV1_MOUSE	tr|A0A384CWA3|A0A384CWA3_URSMA
OG0008679	sp|Q91V51|TTLL1_MOUSE	tr|A0A8M1GD75|A0A8M1GD75_URSMA
OG0008680	sp|Q91X88|PMGT1_MOUSE	tr|A0A8M1FLS8|A0A8M1FLS8_URSMA
OG0008681	sp|Q9CR22|TMM42_MOUSE	tr|A0A8M1FR57|A0A8M1FR57_URSMA
OG0008682	sp|Q9CRB6|TPPP3_MOUSE	tr|A0A384D0Z2|A0A384D0Z2_URSMA
OG0008683	sp|Q9CXY9|GPI8_MOUSE	tr|A0A384C3E3|A0A384C3E3_URSMA
OG0008684	sp|Q9CZ42|NNRD_MOUSE	tr|A0A8M1FE45|A0A8M1FE45_URSMA
OG0008685	sp|Q9D9F8|MIPO1_MOUSE	tr|A0A384CBE8|A0A384CBE8_URSMA
OG0008686	sp|Q9DBN9|DDX59_MOUSE	tr|A0A384BM25|A0A384BM25_URSMA
OG0008687	sp|Q9EP52|TWSG1_MOUSE	tr|A0A8M1FZ63|A0A8M1FZ63_URSMA
OG0008688	sp|Q9QY30|ABCBB_MOUSE	tr|A0A8M1GAE8|A0A8M1GAE8_URSMA
OG0008689	sp|Q9R0N3|SYT11_MOUSE	tr|A0A8M1G7U7|A0A8M1G7U7_URSMA
OG0008690	sp|Q9WV68|DECR2_MOUSE	tr|A0A8M1GI98|A0A8M1GI98_URSMA
OG0008691	sp|A2AJK6|CHD7_MOUSE	tr|A0A8M1FEZ9|A0A8M1FEZ9_URSMA
OG0008692	sp|B9EJA2|CTTB2_MOUSE	tr|A0A384DBH5|A0A384DBH5_URSMA
OG0008693	tr|D3Z0M9|D3Z0M9_MOUSE	tr|A0A384D6R4|A0A384D6R4_URSMA
OG0008694	tr|E9PY43|E9PY43_MOUSE	tr|A0A384DJ62|A0A384DJ62_URSMA
OG0008695	tr|G3X9I0|G3X9I0_MOUSE	tr|A0A384CMH8|A0A384CMH8_URSMA
OG0008696	sp|J3QMI4|CAHM3_MOUSE	tr|A0A384BQG6|A0A384BQG6_URSMA
OG0008697	sp|O08807|PRDX4_MOUSE	tr|A0A8M1G1C3|A0A8M1G1C3_URSMA
OG0008698	sp|O54943|PER2_MOUSE	tr|A0A8M1GSI0|A0A8M1GSI0_URSMA
OG0008699	sp|O70152|DPM1_MOUSE	tr|A0A384CP49|A0A384CP49_URSMA
OG0008700	sp|O70362|PHLD_MOUSE	tr|A0A8M1H189|A0A8M1H189_URSMA
OG0008701	sp|O70445|BARD1_MOUSE	tr|A0A8M1GPN0|A0A8M1GPN0_URSMA
OG0008702	sp|O88516|DLL3_MOUSE	tr|A0A8M1G348|A0A8M1G348_URSMA
OG0008703	sp|P35285|RB22A_MOUSE	tr|A0A8M1GHP8|A0A8M1GHP8_URSMA
OG0008704	sp|P47746|CNR1_MOUSE	tr|A0A384BSY5|A0A384BSY5_URSMA
OG0008705	sp|P51557|STAR_MOUSE	tr|A0A384BRE7|A0A384BRE7_URSMA
OG0008706	sp|P56960|EXOSX_MOUSE	tr|A0A8M1H304|A0A8M1H304_URSMA
OG0008707	sp|P57096|PSCA_MOUSE	tr|A0A8M1FFB3|A0A8M1FFB3_URSMA
OG0008708	sp|P97714|ADA1D_MOUSE	tr|A0A8M1GQ58|A0A8M1GQ58_URSMA
OG0008709	sp|Q3TBL6|TP8L3_MOUSE	tr|A0A8M1F3C0|A0A8M1F3C0_URSMA
OG0008710	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A384CDV3|A0A384CDV3_URSMA
OG0008711	sp|Q3TV70|NR2CA_MOUSE	tr|A0A384D4X7|A0A384D4X7_URSMA
OG0008712	sp|Q3UZW7|EF2KT_MOUSE	tr|A0A8M1G8Y3|A0A8M1G8Y3_URSMA
OG0008713	sp|Q497J1|TM86B_MOUSE	tr|A0A384DMM4|A0A384DMM4_URSMA
OG0008714	sp|Q571F5|SPSB3_MOUSE	tr|A0A8M1GI04|A0A8M1GI04_URSMA
OG0008715	sp|Q5DTZ0|NYNRI_MOUSE	tr|A0A8M1F002|A0A8M1F002_URSMA
OG0008716	tr|Q5SUF7|Q5SUF7_MOUSE	tr|A0A8M1GM40|A0A8M1GM40_URSMA
OG0008717	sp|Q61362|CH3L1_MOUSE	tr|A0A384BMK6|A0A384BMK6_URSMA
OG0008718	sp|Q62312|TGFR2_MOUSE	tr|A0A8M1GDP9|A0A8M1GDP9_URSMA
OG0008719	tr|Q6PCP3|Q6PCP3_MOUSE	tr|A0A384DDY0|A0A384DDY0_URSMA
OG0008720	sp|Q70KY4|FOXO6_MOUSE	tr|A0A8M1FGY5|A0A8M1FGY5_URSMA
OG0008721	sp|Q7TQF2|FBX10_MOUSE	tr|A0A384DGE8|A0A384DGE8_URSMA
OG0008722	sp|Q80Y86|MK15_MOUSE	tr|A0A8M1FGU1|A0A8M1FGU1_URSMA
OG0008723	sp|Q8BHM9|TM11F_MOUSE	tr|A0A8M1FG01|A0A8M1FG01_URSMA
OG0008724	sp|Q8BJU0|SGTA_MOUSE	tr|A0A8M1FTZ5|A0A8M1FTZ5_URSMA
OG0008725	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A8M1GG04|A0A8M1GG04_URSMA
OG0008726	sp|Q8BSV3|BEND7_MOUSE	tr|A0A8M1H1G4|A0A8M1H1G4_URSMA
OG0008727	sp|Q8BVL3|SNX17_MOUSE	tr|A0A8M1F693|A0A8M1F693_URSMA
OG0008728	sp|Q8BWP8|B4GA1_MOUSE	tr|A0A384DKE8|A0A384DKE8_URSMA
OG0008729	sp|Q8BZ89|ZN322_MOUSE	tr|A0A384C8Q8|A0A384C8Q8_URSMA
OG0008730	sp|Q8CFK2|TF3B_MOUSE	tr|A0A8M1GNF1|A0A8M1GNF1_URSMA
OG0008731	sp|Q8CH18|CCAR1_MOUSE	tr|A0A8M1FHM5|A0A8M1FHM5_URSMA
OG0008732	sp|Q8CIG3|KDM1B_MOUSE	tr|A0A8M1GZ54|A0A8M1GZ54_URSMA
OG0008733	sp|Q8K003|TMA7_MOUSE	tr|A0A8M1GFZ1|A0A8M1GFZ1_URSMA
OG0008734	sp|Q8K296|MTMR3_MOUSE	tr|A0A384BRS5|A0A384BRS5_URSMA
OG0008735	sp|Q8K358|PIGU_MOUSE	tr|A0A452TFN3|A0A452TFN3_URSMA
OG0008736	sp|Q8R043|SIM29_MOUSE	tr|A0A384CBE7|A0A384CBE7_URSMA
OG0008737	sp|Q8R0X2|CACL1_MOUSE	tr|A0A8M1F8X0|A0A8M1F8X0_URSMA
OG0008738	sp|Q8R1X6|SPART_MOUSE	tr|A0A384C7K7|A0A384C7K7_URSMA
OG0008739	sp|Q8VEG0|CCD71_MOUSE	tr|A0A384D5E9|A0A384D5E9_URSMA
OG0008740	sp|Q91WN1|DNJC9_MOUSE	tr|A0A384CHB4|A0A384CHB4_URSMA
OG0008741	sp|Q91X52|DCXR_MOUSE	tr|A0A8M1GWW1|A0A8M1GWW1_URSMA
OG0008742	sp|Q91YM2|RHG35_MOUSE	tr|A0A384BKR6|A0A384BKR6_URSMA
OG0008743	sp|Q922Z0|OXDD_MOUSE	tr|A0A384DBP1|A0A384DBP1_URSMA
OG0008744	sp|Q99K30|ES8L2_MOUSE	tr|A0A8M1GGE4|A0A8M1GGE4_URSMA
OG0008745	sp|Q9CQB5|CISD2_MOUSE	tr|A0A8M1FG58|A0A8M1FG58_URSMA
OG0008746	sp|Q9CXV9|DCNL5_MOUSE	tr|A0A8M1FV31|A0A8M1FV31_URSMA
OG0008747	sp|Q9D180|CFA57_MOUSE	tr|A0A384CST8|A0A384CST8_URSMA
OG0008748	sp|Q9D4C5|EAF1_MOUSE	tr|A0A8M1GDI7|A0A8M1GDI7_URSMA
OG0008749	sp|Q9EQQ0|SUV92_MOUSE	tr|A0A8M1H2B9|A0A8M1H2B9_URSMA
OG0008750	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A384CWI4|A0A384CWI4_URSMA
OG0008751	sp|Q9JJV2|PROF2_MOUSE	tr|A0A8M1GAF3|A0A8M1GAF3_URSMA
OG0008752	sp|Q9JLM9|GRB14_MOUSE	tr|A0A8M1GXI4|A0A8M1GXI4_URSMA
OG0008753	sp|Q9R099|TBL2_MOUSE	tr|A0A8M1G7R6|A0A8M1G7R6_URSMA
OG0008754	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A384BVL7|A0A384BVL7_URSMA
OG0008755	sp|Q9WTU0|PHF2_MOUSE	tr|A0A8M1F380|A0A8M1F380_URSMA
OG0008756	sp|Q9WTZ2|MBTP1_MOUSE	tr|A0A384BZG3|A0A384BZG3_URSMA
OG0008757	sp|Q9WV31|ARC_MOUSE	tr|A0A8M1FF34|A0A8M1FF34_URSMA
OG0008758	sp|Q9WV80|SNX1_MOUSE	tr|A0A8M1H3W4|A0A8M1H3W4_URSMA
OG0008759	sp|Q9Z108|STAU1_MOUSE	tr|A0A8M1GFD4|A0A8M1GFD4_URSMA
OG0008760	tr|V9GX04|V9GX04_MOUSE	tr|A0A8M1GY78|A0A8M1GY78_URSMA
OG0008761	sp|A0JNU3|LPP60_MOUSE	tr|A0A8M1GN86|A0A8M1GN86_URSMA
OG0008762	sp|A2BE28|LAS1L_MOUSE	tr|A0A8M1G2N3|A0A8M1G2N3_URSMA
OG0008763	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A384D7W8|A0A384D7W8_URSMA
OG0008764	tr|E9Q963|E9Q963_MOUSE	tr|A0A8M1FIU0|A0A8M1FIU0_URSMA
OG0008765	tr|G3UW63|G3UW63_MOUSE	tr|A0A384CUV0|A0A384CUV0_URSMA
OG0008766	sp|O88803|LECT2_MOUSE	tr|A0A384C4P3|A0A384C4P3_URSMA
OG0008767	sp|P14733|LMNB1_MOUSE	tr|A0A8M1F540|A0A8M1F540_URSMA
OG0008768	sp|P22561|WT1_MOUSE	tr|A0A8M1GGQ7|A0A8M1GGQ7_URSMA
