Orthogroup	Mus_musculus	Sus_scrofa
OG0008593	sp|P25916|BMI1_MOUSE	tr|F2Z5D1|F2Z5D1_PIG
OG0008594	sp|P31230|AIMP1_MOUSE	tr|A0A5G2R7V9|A0A5G2R7V9_PIG
OG0008595	sp|P52194|CLGN_MOUSE	tr|I3LQ01|I3LQ01_PIG
OG0008596	sp|P56400|GP1BB_MOUSE	tr|B7TY21|B7TY21_PIG
OG0008597	sp|P56857|CLD18_MOUSE	tr|C3VMW4|C3VMW4_PIG
OG0008598	sp|P70121|ZHX1_MOUSE	tr|F1RR15|F1RR15_PIG
OG0008599	sp|P97328|KHK_MOUSE	tr|A0A5G2QFH3|A0A5G2QFH3_PIG
OG0008600	sp|Q01338|ADA2A_MOUSE	sp|P18871|ADA2A_PIG
OG0008601	tr|Q14AF1|Q14AF1_MOUSE	tr|F1RVS4|F1RVS4_PIG
OG0008602	sp|Q1HKZ5|M3K13_MOUSE	tr|A0A287ANR6|A0A287ANR6_PIG
OG0008603	sp|Q3THG9|AASD1_MOUSE	tr|A0A287BF30|A0A287BF30_PIG
OG0008604	sp|Q3U0V1|FUBP2_MOUSE	tr|A0A5G2QF76|A0A5G2QF76_PIG
OG0008605	sp|Q3URQ7|MTHSD_MOUSE	tr|A0A287APY9|A0A287APY9_PIG
OG0008606	tr|Q3UU21|Q3UU21_MOUSE	tr|A0A5G2QPD6|A0A5G2QPD6_PIG
OG0008607	sp|Q3V1L6|MTMRB_MOUSE	tr|F1SDG2|F1SDG2_PIG
OG0008608	sp|Q5SVD0|RFLB_MOUSE	tr|A0A287AN30|A0A287AN30_PIG
OG0008609	sp|Q60775|ELF1_MOUSE	tr|A0A5K1UL10|A0A5K1UL10_PIG
OG0008610	sp|Q60787|LCP2_MOUSE	tr|F1RRX4|F1RRX4_PIG
OG0008611	sp|Q62523|ZYX_MOUSE	tr|F1SRU2|F1SRU2_PIG
OG0008612	sp|Q64237|DOPO_MOUSE	tr|F1S041|F1S041_PIG
OG0008613	sp|Q64347|CLCN1_MOUSE	tr|F1SRV8|F1SRV8_PIG
OG0008614	sp|Q6DFY8|BRNP2_MOUSE	tr|F1S6Z1|F1S6Z1_PIG
OG0008615	sp|Q6P8Y7|SNX31_MOUSE	tr|F1S0Q5|F1S0Q5_PIG
OG0008616	sp|Q78YZ6|SCOC_MOUSE	tr|A0A5G2QJR4|A0A5G2QJR4_PIG
OG0008617	sp|Q7TN73|CASD1_MOUSE	tr|F1SFA6|F1SFA6_PIG
OG0008618	sp|Q7TQA3|RDHE2_MOUSE	tr|D3K5L0|D3K5L0_PIG
OG0008619	sp|Q810K3|SGPP2_MOUSE	tr|A0A5G2QIU3|A0A5G2QIU3_PIG
OG0008620	sp|Q8BFX3|KCTD3_MOUSE	tr|F1SA91|F1SA91_PIG
OG0008621	sp|Q8BVC4|CCD68_MOUSE	tr|F1S1Z2|F1S1Z2_PIG
OG0008622	sp|Q8BVK9|SP110_MOUSE	tr|A0A287BJT6|A0A287BJT6_PIG
OG0008623	sp|Q8C5Q4|GRSF1_MOUSE	tr|F1RUP2|F1RUP2_PIG
OG0008624	sp|Q8C753|KATIP_MOUSE	tr|A0A287AW92|A0A287AW92_PIG
OG0008625	sp|Q8C9S4|CC186_MOUSE	tr|F1S5H4|F1S5H4_PIG
OG0008626	sp|Q8K1H7|T11L2_MOUSE	tr|F1SPQ0|F1SPQ0_PIG
OG0008627	sp|Q8K4K3|TRIB2_MOUSE	tr|A0A287BA06|A0A287BA06_PIG
OG0008628	sp|Q8R2Z5|VWA1_MOUSE	tr|F1RJE3|F1RJE3_PIG
OG0008629	sp|Q91VA1|CTL4_MOUSE	sp|A5PF08|CTL4_PIG
OG0008630	sp|Q91VY9|ZN622_MOUSE	tr|F1SRM2|F1SRM2_PIG
OG0008631	sp|Q91YN5|UAP1_MOUSE	tr|A0A480KKH4|A0A480KKH4_PIG
OG0008632	sp|Q91YR7|PRP6_MOUSE	tr|A0A287ATC4|A0A287ATC4_PIG
OG0008633	sp|Q91ZV3|DCBD2_MOUSE	tr|A0A287AXX3|A0A287AXX3_PIG
OG0008634	sp|Q9CZU4|ERAL1_MOUSE	tr|F1RNA7|F1RNA7_PIG
OG0008635	sp|Q9D099|ACER3_MOUSE	tr|A0A287AYG1|A0A287AYG1_PIG
OG0008636	sp|Q9D0C1|RN115_MOUSE	tr|A0A287B0T0|A0A287B0T0_PIG
OG0008637	sp|Q9D258|ACBD7_MOUSE	tr|A0A286ZJN9|A0A286ZJN9_PIG
OG0008638	sp|Q9D3X5|PACRL_MOUSE	tr|A0A5G2R2U2|A0A5G2R2U2_PIG
OG0008639	sp|Q9D4J7|PHF6_MOUSE	tr|A0A287AC52|A0A287AC52_PIG
OG0008640	sp|Q9D5Q8|CA141_MOUSE	tr|F1S823|F1S823_PIG
OG0008641	sp|Q9D7H4|AVPI1_MOUSE	tr|A0A286ZYA1|A0A286ZYA1_PIG
OG0008642	sp|Q9D8N2|DEN10_MOUSE	tr|F1S4P4|F1S4P4_PIG
OG0008643	sp|Q9JJT2|GFRA4_MOUSE	tr|A0A5G2QY14|A0A5G2QY14_PIG
OG0008644	sp|Q9JL70|FANCA_MOUSE	tr|I3LKC7|I3LKC7_PIG
OG0008645	sp|Q9R1N9|CODA1_MOUSE	tr|A0A5G2RNE8|A0A5G2RNE8_PIG
OG0008646	tr|Q9Z150|Q9Z150_MOUSE	tr|A5PF04|A5PF04_PIG
OG0008647	sp|Q9Z1P4|LGR5_MOUSE	tr|A0A0H4J9E9|A0A0H4J9E9_PIG
OG0008648	tr|A0A1D5RMN0|A0A1D5RMN0_MOUSE	tr|A0A287B0A1|A0A287B0A1_PIG
OG0008649	sp|B2RUR8|OTU7B_MOUSE	tr|F1SDG3|F1SDG3_PIG
OG0008650	sp|E9Q137|TX264_MOUSE	tr|F1SIZ6|F1SIZ6_PIG
OG0008651	tr|F8VPK8|F8VPK8_MOUSE	tr|A0A287A6I7|A0A287A6I7_PIG
OG0008652	sp|O08715|AKAP1_MOUSE	tr|A0A287BLS6|A0A287BLS6_PIG
OG0008653	sp|O35857|TIM44_MOUSE	tr|A0A5G2R894|A0A5G2R894_PIG
OG0008654	sp|O54865|GCYB1_MOUSE	tr|A0A287AUB7|A0A287AUB7_PIG
OG0008655	sp|P27773|PDIA3_MOUSE	tr|F6QA08|F6QA08_PIG
OG0008656	sp|P45448|NR5A2_MOUSE	tr|A0A287BCG5|A0A287BCG5_PIG
OG0008657	sp|P55065|PLTP_MOUSE	tr|F1SC57|F1SC57_PIG
OG0008658	sp|P63058|THA_MOUSE	sp|O97716|THA_PIG
OG0008659	sp|P63137|GBRB2_MOUSE	tr|A0A5G2R2C5|A0A5G2R2C5_PIG
OG0008660	sp|P97953|VEGFC_MOUSE	tr|F1RT19|F1RT19_PIG
OG0008661	sp|Q0VET5|LMTD2_MOUSE	tr|A0A287BM73|A0A287BM73_PIG
OG0008662	sp|Q60715|P4HA1_MOUSE	tr|A0A286ZUW5|A0A286ZUW5_PIG
OG0008663	sp|Q61247|A2AP_MOUSE	tr|A0A287B9B3|A0A287B9B3_PIG
OG0008664	sp|Q640P4|GL8D2_MOUSE	tr|A0A286ZY69|A0A286ZY69_PIG
OG0008665	sp|Q64462|CP4B1_MOUSE	tr|A0A287AJX4|A0A287AJX4_PIG
OG0008666	sp|Q66PY1|SCUB3_MOUSE	tr|A0A287ABH5|A0A287ABH5_PIG
OG0008667	sp|Q6AXC6|DDX11_MOUSE	tr|A0A287B3C0|A0A287B3C0_PIG
OG0008668	sp|Q6PGH2|JUPI2_MOUSE	tr|J9JIM0|J9JIM0_PIG
OG0008669	sp|Q6ZQ03|FNBP4_MOUSE	tr|A0A286ZYE8|A0A286ZYE8_PIG
OG0008670	sp|Q7TN75|PEG10_MOUSE	tr|A0A287BK84|A0A287BK84_PIG
OG0008671	sp|Q7TQK4|EXOS3_MOUSE	tr|F1ST67|F1ST67_PIG
OG0008672	sp|Q810A5|MACAP_MOUSE	tr|A0A286ZY40|A0A286ZY40_PIG
OG0008673	sp|Q8BMZ5|SEN34_MOUSE	tr|A0A287B1K2|A0A287B1K2_PIG
OG0008674	sp|Q8BNI4|DERL2_MOUSE	tr|A0A286ZJW9|A0A286ZJW9_PIG
OG0008675	sp|Q8BWH0|S38A7_MOUSE	tr|A0A286ZLF4|A0A286ZLF4_PIG
OG0008676	sp|Q8BWT1|THIM_MOUSE	tr|F6PZX4|F6PZX4_PIG
OG0008677	sp|Q8BYK8|ZC3H6_MOUSE	tr|A0A287AXB3|A0A287AXB3_PIG
OG0008678	sp|Q8BZ97|PRDM8_MOUSE	tr|A0A287A5C2|A0A287A5C2_PIG
OG0008679	sp|Q8C796|RCOR2_MOUSE	tr|A0A287AST3|A0A287AST3_PIG
OG0008680	sp|Q8CII9|CRLF2_MOUSE	tr|A0A287ARN1|A0A287ARN1_PIG
OG0008681	sp|Q8CIT9|SBSN_MOUSE	tr|A0A287AR98|A0A287AR98_PIG
OG0008682	sp|Q8K2W6|PHF13_MOUSE	tr|I3LFL1|I3LFL1_PIG
OG0008683	sp|Q8R0J1|PKHG6_MOUSE	tr|A0A287BPH9|A0A287BPH9_PIG
OG0008684	sp|Q8R0X7|SGPL1_MOUSE	tr|A0A287BEZ7|A0A287BEZ7_PIG
OG0008685	sp|Q8R3F5|FABD_MOUSE	tr|K7GQG9|K7GQG9_PIG
OG0008686	sp|Q8R3I2|MBOA2_MOUSE	tr|I3L5U1|I3L5U1_PIG
OG0008687	sp|Q8VC42|RMC1_MOUSE	tr|A0A5G2QME9|A0A5G2QME9_PIG
OG0008688	sp|Q8VEA4|MIA40_MOUSE	tr|F1SPI0|F1SPI0_PIG
OG0008689	sp|Q91YD9|WASL_MOUSE	tr|A0A5G2QSR4|A0A5G2QSR4_PIG
OG0008690	sp|Q921N7|TMM70_MOUSE	tr|I3LPM1|I3LPM1_PIG
OG0008691	sp|Q99JP4|CDC26_MOUSE	tr|A0A286ZWQ3|A0A286ZWQ3_PIG
OG0008692	sp|Q99LE1|RIPL2_MOUSE	tr|A0A286ZQM9|A0A286ZQM9_PIG
OG0008693	sp|Q99LX0|PARK7_MOUSE	tr|Q0R678|Q0R678_PIG
OG0008694	sp|Q9CZ05|AT7L1_MOUSE	tr|A0A287AIA5|A0A287AIA5_PIG
OG0008695	sp|Q9D198|SYF2_MOUSE	tr|A0A287AZF3|A0A287AZF3_PIG
OG0008696	sp|Q9D2A5|CR3L4_MOUSE	tr|F1RFX3|F1RFX3_PIG
OG0008697	sp|Q9D321|S35A4_MOUSE	sp|Q8MIA3|S35A4_PIG
OG0008698	sp|Q9D5R4|SPAT1_MOUSE	tr|I3LKU1|I3LKU1_PIG
OG0008699	sp|Q9D7S7|RL22L_MOUSE	tr|A0A287AGH0|A0A287AGH0_PIG
OG0008700	sp|Q9D8I2|P2Y13_MOUSE	tr|A0A287A083|A0A287A083_PIG
OG0008701	sp|Q9DBR7|MYPT1_MOUSE	tr|A0A5G2R8E1|A0A5G2R8E1_PIG
OG0008702	sp|Q9EPM5|SYNCI_MOUSE	tr|A0A287B4H0|A0A287B4H0_PIG
OG0008703	sp|Q9EPU0|RENT1_MOUSE	tr|A0A286ZYJ8|A0A286ZYJ8_PIG
OG0008704	sp|Q9EQW6|OLIG2_MOUSE	tr|A0A286ZMG5|A0A286ZMG5_PIG
OG0008705	sp|Q9WTT4|VATG2_MOUSE	sp|Q9TSV6|VATG2_PIG
OG0008706	sp|A0A0B4J1F4|ARRD4_MOUSE	tr|F1SCJ8|F1SCJ8_PIG
OG0008707	tr|D3YYZ1|D3YYZ1_MOUSE	tr|I3L8C8|I3L8C8_PIG
OG0008708	sp|O08674|RBPJL_MOUSE	tr|A0A287BMW1|A0A287BMW1_PIG
OG0008709	sp|O08707|ACKR2_MOUSE	tr|A0A287BKA0|A0A287BKA0_PIG
OG0008710	sp|O09101|PIGF_MOUSE	tr|F1S5M1|F1S5M1_PIG
OG0008711	sp|O35448|PPT2_MOUSE	tr|A5A8Z8|A5A8Z8_PIG
OG0008712	sp|O35465|FKBP8_MOUSE	tr|A0A287AWK4|A0A287AWK4_PIG
OG0008713	sp|O70273|EHF_MOUSE	tr|A0A287B5C6|A0A287B5C6_PIG
OG0008714	sp|P09025|HXC8_MOUSE	tr|A0A286ZRS6|A0A286ZRS6_PIG
OG0008715	sp|P30282|CCND3_MOUSE	tr|A0A5G2QGU7|A0A5G2QGU7_PIG
OG0008716	sp|P60334|CDO1_MOUSE	tr|D0G6R7|D0G6R7_PIG
OG0008717	sp|P62192|PRS4_MOUSE	tr|F2Z5J1|F2Z5J1_PIG
OG0008718	sp|Q04744|EMX2_MOUSE	tr|A0A287ADM1|A0A287ADM1_PIG
OG0008719	sp|Q3TCT4|ENTP7_MOUSE	tr|F1S8W2|F1S8W2_PIG
OG0008720	sp|Q3U1Y4|DEN4B_MOUSE	tr|A0A287A5Y5|A0A287A5Y5_PIG
OG0008721	sp|Q3V188|ENDOU_MOUSE	tr|A0A286ZPB4|A0A286ZPB4_PIG
OG0008722	sp|Q61423|KCNA4_MOUSE	tr|F1SGM9|F1SGM9_PIG
OG0008723	sp|Q62187|TTF1_MOUSE	tr|A0A287B670|A0A287B670_PIG
OG0008724	sp|Q640P2|ANGL1_MOUSE	tr|A0A286ZJ76|A0A286ZJ76_PIG
OG0008725	sp|Q6P6M5|PX11C_MOUSE	tr|A0A287B469|A0A287B469_PIG
OG0008726	sp|Q7TNS7|ASIC4_MOUSE	tr|A0A287AK49|A0A287AK49_PIG
OG0008727	tr|Q80ZT1|Q80ZT1_MOUSE	tr|F1S9Z0|F1S9Z0_PIG
OG0008728	sp|Q810L3|CHFR_MOUSE	tr|A0A287A5C0|A0A287A5C0_PIG
OG0008729	tr|Q810M4|Q810M4_MOUSE	tr|A0A5G2R2A0|A0A5G2R2A0_PIG
OG0008730	sp|Q810U5|CCD50_MOUSE	tr|A0A286ZUX4|A0A286ZUX4_PIG
OG0008731	sp|Q8BGC0|HTSF1_MOUSE	tr|I3LC46|I3LC46_PIG
OG0008732	sp|Q8BHK9|ERC6L_MOUSE	tr|I3LFY4|I3LFY4_PIG
OG0008733	sp|Q8BUH8|SENP7_MOUSE	tr|I3LG40|I3LG40_PIG
OG0008734	sp|Q8BXB6|SO2B1_MOUSE	tr|A0A5G2QGB8|A0A5G2QGB8_PIG
OG0008735	sp|Q8BZ64|TECT1_MOUSE	tr|A0A287A243|A0A287A243_PIG
OG0008736	sp|Q8CCF0|PRP31_MOUSE	tr|A0A287AMS8|A0A287AMS8_PIG
OG0008737	sp|Q8CGF6|WDR47_MOUSE	tr|A0A5G2QLE0|A0A5G2QLE0_PIG
OG0008738	sp|Q8CGK3|LONM_MOUSE	tr|I3L7T4|I3L7T4_PIG
OG0008739	sp|Q8R527|RHOQ_MOUSE	tr|K9IWC9|K9IWC9_PIG
OG0008740	sp|Q8VBW5|BBX_MOUSE	tr|F1SL36|F1SL36_PIG
OG0008741	sp|Q8VHK5|MLC1_MOUSE	tr|F1RXR5|F1RXR5_PIG
OG0008742	sp|Q91WM6|EVA1A_MOUSE	tr|A0A287B6L2|A0A287B6L2_PIG
OG0008743	sp|Q99JR5|TINAL_MOUSE	tr|F1SVA2|F1SVA2_PIG
OG0008744	tr|Q9CPR6|Q9CPR6_MOUSE	tr|A0A5G2RDL4|A0A5G2RDL4_PIG
OG0008745	sp|Q9CPW5|SSRB_MOUSE	tr|A0A480W8D2|A0A480W8D2_PIG
OG0008747	sp|Q9D7P6|ISCU_MOUSE	tr|I3LR64|I3LR64_PIG
OG0008748	sp|Q9D7Z3|NOL7_MOUSE	tr|A0A286ZTF6|A0A286ZTF6_PIG
OG0008749	sp|Q9EQ61|PESC_MOUSE	tr|F1RPE5|F1RPE5_PIG
OG0008750	sp|Q9JMD0|ZN207_MOUSE	tr|A0A287AA44|A0A287AA44_PIG
OG0008751	sp|Q9QXN3|TRIP4_MOUSE	tr|A0A287A486|A0A287A486_PIG
OG0008752	sp|Q9WVE0|AICDA_MOUSE	tr|A0A5G2QSX4|A0A5G2QSX4_PIG
OG0008753	sp|Q9WVL0|MAAI_MOUSE	tr|A0A5G2R9S6|A0A5G2R9S6_PIG
OG0008754	sp|Q9Z1J3|NFS1_MOUSE	tr|B6UV57|B6UV57_PIG
OG0008755	sp|Q9Z2A0|PDPK1_MOUSE	tr|A0A286ZV67|A0A286ZV67_PIG
OG0008756	sp|A2TJV2|PALM3_MOUSE	tr|F1SD58|F1SD58_PIG
OG0008757	sp|B1AZA5|TM245_MOUSE	tr|A0A287BNX8|A0A287BNX8_PIG
OG0008758	tr|G5E8L9|G5E8L9_MOUSE	tr|I3LVC9|I3LVC9_PIG
OG0008759	sp|G5E8P0|GCP6_MOUSE	tr|F1RXS1|F1RXS1_PIG
OG0008760	sp|O08738|CASP6_MOUSE	tr|A0A5G2QXI3|A0A5G2QXI3_PIG
OG0008761	sp|O55242|SGMR1_MOUSE	tr|A0A287BCF9|A0A287BCF9_PIG
OG0008762	sp|O89053|COR1A_MOUSE	tr|A0A286ZUJ1|A0A286ZUJ1_PIG
OG0008763	sp|P24383|WNT7A_MOUSE	tr|A0A287AGQ6|A0A287AGQ6_PIG
OG0008764	sp|P30280|CCND2_MOUSE	sp|Q8WNW2|CCND2_PIG
OG0008765	sp|P31955|AREG_MOUSE	tr|Q9BDH4|Q9BDH4_PIG
OG0008766	sp|P32883|RASK_MOUSE	tr|I3LCQ9|I3LCQ9_PIG
OG0008767	sp|P52592|S1PR2_MOUSE	tr|F1S3I6|F1S3I6_PIG
OG0008768	sp|P54761|EPHB4_MOUSE	tr|F1RMX5|F1RMX5_PIG
OG0008769	sp|P55821|STMN2_MOUSE	tr|K7GNQ0|K7GNQ0_PIG
OG0008770	sp|P57716|NICA_MOUSE	tr|A0A286ZSI3|A0A286ZSI3_PIG
OG0008771	sp|P60322|NANO2_MOUSE	tr|F1RM27|F1RM27_PIG
OG0008772	sp|P70166|CPEB1_MOUSE	tr|F1RI95|F1RI95_PIG
OG0008773	sp|P70419|GALT3_MOUSE	tr|A0A286ZJR1|A0A286ZJR1_PIG
OG0008774	sp|P97465|DOK1_MOUSE	tr|A0A287A4N7|A0A287A4N7_PIG
OG0008775	sp|Q307W7|KNCN_MOUSE	tr|A0A5G2QBR3|A0A5G2QBR3_PIG
OG0008776	tr|Q3TWH3|Q3TWH3_MOUSE	tr|A0A287A2S5|A0A287A2S5_PIG
OG0008777	sp|Q3UMC0|SPAT5_MOUSE	tr|F1RQN5|F1RQN5_PIG
OG0008778	sp|Q4KUS1|WFDC8_MOUSE	tr|F1SD27|F1SD27_PIG
OG0008779	sp|Q56A06|TMTC2_MOUSE	tr|A0A5G2QN86|A0A5G2QN86_PIG
OG0008780	sp|Q5HZI9|S2551_MOUSE	tr|A0A286ZPD0|A0A286ZPD0_PIG
OG0008781	sp|Q5NCQ5|DPH1_MOUSE	tr|I3LHP0|I3LHP0_PIG
OG0008782	sp|Q61026|NCOA2_MOUSE	tr|A0A480DMK4|A0A480DMK4_PIG
OG0008783	sp|Q6A058|ARMX2_MOUSE	tr|K7GNG5|K7GNG5_PIG
OG0008784	sp|Q6NS52|DGKB_MOUSE	tr|A0A480ERR1|A0A480ERR1_PIG
OG0008785	sp|Q7TME0|PLPR4_MOUSE	tr|F1S553|F1S553_PIG
OG0008786	tr|Q7TQV4|Q7TQV4_MOUSE	tr|F1SFB3|F1SFB3_PIG
OG0008787	sp|Q8BGF9|S2544_MOUSE	tr|A0A5G2QCY9|A0A5G2QCY9_PIG
OG0008788	sp|Q8BGK2|ARHL1_MOUSE	tr|I3L9N1|I3L9N1_PIG
OG0008789	sp|Q8BGZ3|DCA12_MOUSE	tr|I3L8P2|I3L8P2_PIG
OG0008790	sp|Q8BQJ6|TRM2B_MOUSE	tr|A0A5G2RKC0|A0A5G2RKC0_PIG
OG0008791	sp|Q8C5S3|CC022_MOUSE	tr|F1SPF1|F1SPF1_PIG
OG0008792	sp|Q8CAB8|CAST2_MOUSE	tr|A0A287AYQ5|A0A287AYQ5_PIG
OG0008793	sp|Q8CH02|SUGP1_MOUSE	tr|A0A287BK52|A0A287BK52_PIG
OG0008794	sp|Q8CHH9|SEPT8_MOUSE	tr|A0A287AWW1|A0A287AWW1_PIG
OG0008795	tr|Q8K205|Q8K205_MOUSE	tr|F1S0M3|F1S0M3_PIG
OG0008796	sp|Q8R326|PSPC1_MOUSE	tr|A0A286ZKW2|A0A286ZKW2_PIG
OG0008797	sp|Q8VC10|OSGI1_MOUSE	tr|A0A286ZK77|A0A286ZK77_PIG
OG0008798	sp|Q8VE99|CC115_MOUSE	tr|A0A287A361|A0A287A361_PIG
OG0008799	sp|Q91VY6|CYTIP_MOUSE	tr|A0A287B989|A0A287B989_PIG
OG0008800	sp|Q91X60|ACHA2_MOUSE	tr|F1RJS5|F1RJS5_PIG
OG0008801	sp|Q91ZR3|ZHANG_MOUSE	tr|F1STU2|F1STU2_PIG
OG0008802	sp|Q99K43|PRC1_MOUSE	tr|A0A5G2RAX3|A0A5G2RAX3_PIG
OG0008803	sp|Q9CWJ9|PUR9_MOUSE	tr|B3VMR0|B3VMR0_PIG
OG0008804	sp|Q9D035|NKAI1_MOUSE	tr|A0A286ZY57|A0A286ZY57_PIG
OG0008805	sp|Q9D309|FAM3B_MOUSE	tr|A0A287BQE5|A0A287BQE5_PIG
OG0008806	sp|Q9D6L8|PPIL3_MOUSE	tr|F2Z5T7|F2Z5T7_PIG
OG0008807	sp|Q9D8C3|ALG13_MOUSE	tr|A0A5G2QB80|A0A5G2QB80_PIG
OG0008808	sp|Q9DCH2|POP7_MOUSE	tr|F1RMX8|F1RMX8_PIG
OG0008809	sp|Q9EPL2|CSTN1_MOUSE	tr|I3LIF2|I3LIF2_PIG
OG0008810	sp|Q9ESN5|CENPK_MOUSE	tr|F1SKT7|F1SKT7_PIG
OG0008811	sp|Q9QUG9|GRP2_MOUSE	tr|A0A287AFQ0|A0A287AFQ0_PIG
OG0008812	sp|Q9R0Q4|MO4L2_MOUSE	tr|K7GMX2|K7GMX2_PIG
OG0008813	sp|Q9WTK2|CDYL_MOUSE	tr|A0A5G2QP81|A0A5G2QP81_PIG
OG0008814	tr|A0A1B0GT72|A0A1B0GT72_MOUSE	tr|A0A287BS76|A0A287BS76_PIG
OG0008815	sp|D3YTS9|PPAT_MOUSE	tr|A0A287B1Z1|A0A287B1Z1_PIG
OG0008816	tr|D3Z286|D3Z286_MOUSE	tr|A0A287ATG0|A0A287ATG0_PIG
OG0008817	tr|E9Q2E4|E9Q2E4_MOUSE	tr|A0A287BJY5|A0A287BJY5_PIG
OG0008818	sp|O35719|RA51B_MOUSE	tr|A0A5G2R7V0|A0A5G2R7V0_PIG
OG0008819	sp|O55226|CHAD_MOUSE	tr|A0A287A461|A0A287A461_PIG
OG0008820	sp|O88282|BCL6B_MOUSE	tr|F1RFR9|F1RFR9_PIG
OG0008821	sp|O88824|JTB_MOUSE	tr|A0A287AGK4|A0A287AGK4_PIG
OG0008822	sp|P11983|TCPA_MOUSE	tr|F1SB63|F1SB63_PIG
OG0008823	sp|P59270|B3GA2_MOUSE	tr|I3LR31|I3LR31_PIG
OG0008824	tr|Q149I8|Q149I8_MOUSE	tr|A0A287BAA8|A0A287BAA8_PIG
OG0008825	sp|Q3ULZ2|FHDC1_MOUSE	tr|A0A287B6A0|A0A287B6A0_PIG
OG0008826	sp|Q5SUF2|LC7L3_MOUSE	tr|A0A5G2R8L2|A0A5G2R8L2_PIG
OG0008827	sp|Q5VCS6|TDRD5_MOUSE	tr|F1S6A1|F1S6A1_PIG
OG0008828	sp|Q60773|CDN2D_MOUSE	tr|F1S492|F1S492_PIG
OG0008829	sp|Q61024|ASNS_MOUSE	tr|F6Q1M2|F6Q1M2_PIG
OG0008830	sp|Q62264|THRSP_MOUSE	tr|A0A286ZQX5|A0A286ZQX5_PIG
OG0008831	sp|Q64355|EFS_MOUSE	tr|A0A5G2R068|A0A5G2R068_PIG
OG0008832	sp|Q69ZB3|TSYL5_MOUSE	tr|A0A287AMU2|A0A287AMU2_PIG
OG0008833	sp|Q6DIB4|NOL4L_MOUSE	tr|F1S517|F1S517_PIG
OG0008834	sp|Q6DR98|NRG1_MOUSE	tr|A0A287AE01|A0A287AE01_PIG
OG0008835	sp|Q6P1E1|ZMIZ1_MOUSE	tr|F1S2E4|F1S2E4_PIG
OG0008836	sp|Q6PDC8|MFD4A_MOUSE	tr|A0A480JH82|A0A480JH82_PIG
OG0008837	sp|Q80T85|DCAF5_MOUSE	tr|A0A287BI06|A0A287BI06_PIG
OG0008838	sp|Q80UE6|WNK4_MOUSE	tr|A0A5G2QXZ6|A0A5G2QXZ6_PIG
OG0008839	sp|Q80UY1|CARME_MOUSE	tr|F1SJA3|F1SJA3_PIG
OG0008840	sp|Q80X95|RRAGA_MOUSE	tr|F2Z5Q5|F2Z5Q5_PIG
OG0008841	sp|Q80XS6|SMAG2_MOUSE	tr|K7GPV1|K7GPV1_PIG
OG0008842	sp|Q8BHH8|CLRN3_MOUSE	tr|F1SDK6|F1SDK6_PIG
OG0008843	sp|Q8BIE6|FRM4A_MOUSE	tr|A0A287BR56|A0A287BR56_PIG
OG0008844	sp|Q8BMJ2|SYLC_MOUSE	tr|A0A5G2R6F2|A0A5G2R6F2_PIG
OG0008845	sp|Q8BZL4|GPR22_MOUSE	tr|A0A286ZVM0|A0A286ZVM0_PIG
OG0008846	sp|Q8C2S0|UBP44_MOUSE	tr|A0A287AMI4|A0A287AMI4_PIG
OG0008847	sp|Q8C5P5|NT5D1_MOUSE	tr|K7GPB8|K7GPB8_PIG
OG0008848	sp|Q8CAI1|CC142_MOUSE	tr|F1SLH8|F1SLH8_PIG
OG0008849	sp|Q8CB93|GAPT_MOUSE	tr|A0A287BDS6|A0A287BDS6_PIG
OG0008850	sp|Q8CEG8|UBP27_MOUSE	tr|F1RW22|F1RW22_PIG
OG0008851	sp|Q8CIT0|CRF_MOUSE	sp|P06296|CRF_PIG
OG0008852	sp|Q8R0T6|AGRG3_MOUSE	tr|F1RF37|F1RF37_PIG
OG0008853	sp|Q8VHB5|CAH9_MOUSE	tr|A0A5G2QGY0|A0A5G2QGY0_PIG
OG0008854	sp|Q91XT4|SC16B_MOUSE	tr|A0A286ZXB1|A0A286ZXB1_PIG
OG0008855	sp|Q91YX0|THMS2_MOUSE	tr|I3LIN3|I3LIN3_PIG
OG0008856	sp|Q920E5|FPPS_MOUSE	tr|D0G6X4|D0G6X4_PIG
OG0008857	sp|Q99MA9|NKX61_MOUSE	tr|F1RW12|F1RW12_PIG
OG0008858	sp|Q9CQ06|RM24_MOUSE	tr|A0A287B305|A0A287B305_PIG
OG0008859	sp|Q9CQ18|RNH2C_MOUSE	tr|F1RRK5|F1RRK5_PIG
OG0008860	sp|Q9CQ46|DRC8_MOUSE	tr|F1S8L8|F1S8L8_PIG
OG0008861	sp|Q9CZD0|MMAC_MOUSE	tr|A0A287A359|A0A287A359_PIG
OG0008862	sp|Q9D1E8|PLCE_MOUSE	tr|A0A5K1UHC4|A0A5K1UHC4_PIG
OG0008863	sp|Q9D3N2|CLXN_MOUSE	tr|A0A5G2R615|A0A5G2R615_PIG
OG0008864	sp|Q9D6Y9|GLGB_MOUSE	tr|A0A480PP98|A0A480PP98_PIG
OG0008865	tr|Q9DA81|Q9DA81_MOUSE	tr|A0A5G2QRM6|A0A5G2QRM6_PIG
OG0008866	sp|Q9DCC4|P5CR3_MOUSE	tr|A0A287A3W3|A0A287A3W3_PIG
OG0008867	sp|Q9ERS7|ILRL2_MOUSE	tr|I3LBR2|I3LBR2_PIG
OG0008868	sp|Q9JJN5|CBPN_MOUSE	tr|F1S8V7|F1S8V7_PIG
