Orthogroup	Mus_musculus	Lynx_canadensis
OG0008227	sp|Q8VC23|CK086_MOUSE	tr|A0A667HJN4|A0A667HJN4_LYNCA
OG0008228	sp|Q8K2F8|LS14A_MOUSE	tr|A0A667HKF9|A0A667HKF9_LYNCA
OG0008229	tr|Q8VGJ1|Q8VGJ1_MOUSE	tr|A0A667HPB8|A0A667HPB8_LYNCA
OG0008230	sp|Q9Z2G9|HTAI2_MOUSE	tr|A0A667HQ91|A0A667HQ91_LYNCA
OG0008231	sp|Q8VCH8|UBXN4_MOUSE	tr|A0A667HQB5|A0A667HQB5_LYNCA
OG0008232	sp|Q33DR2|DPS1_MOUSE	tr|A0A667HSY3|A0A667HSY3_LYNCA
OG0008233	sp|Q80U28|MADD_MOUSE	tr|A0A667HUP3|A0A667HUP3_LYNCA
OG0008234	sp|Q3TYE7|TLCD5_MOUSE	tr|A0A667HY01|A0A667HY01_LYNCA
OG0008235	sp|Q6ZWZ2|UB2R2_MOUSE	tr|A0A667I259|A0A667I259_LYNCA
OG0008236	sp|P20615|HXB9_MOUSE	tr|A0A667I648|A0A667I648_LYNCA
OG0008237	sp|Q8C6I2|SDHF2_MOUSE	tr|A0A667I6B2|A0A667I6B2_LYNCA
OG0008238	sp|Q923D4|SF3B5_MOUSE	tr|A0A667I8N4|A0A667I8N4_LYNCA
OG0008239	sp|Q8BIX9|FICD_MOUSE	tr|A0A667I902|A0A667I902_LYNCA
OG0008240	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A667IDF8|A0A667IDF8_LYNCA
OG0008241	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A667IEH2|A0A667IEH2_LYNCA
OG0008242	sp|Q9CQ80|VPS25_MOUSE	tr|A0A667IEY9|A0A667IEY9_LYNCA
OG0008243	sp|Q3UPR7|TM102_MOUSE	tr|A0A667IKB7|A0A667IKB7_LYNCA
OG0008244	sp|Q60989|XIAP_MOUSE	tr|A0A667IKQ7|A0A667IKQ7_LYNCA
OG0008245	sp|P47873|IL11_MOUSE	tr|A0A667IN01|A0A667IN01_LYNCA
OG0008246	sp|P62858|RS28_MOUSE	tr|A0A667IP52|A0A667IP52_LYNCA
OG0008247	sp|Q9CS74|ECD_MOUSE	tr|A0A667IQC2|A0A667IQC2_LYNCA
OG0008248	sp|Q148A4|PPR32_MOUSE	tr|A0A667IRR8|A0A667IRR8_LYNCA
OG0008249	sp|Q6P7W5|SEN2_MOUSE	tr|A0A667FPV5|A0A667FPV5_LYNCA
OG0008250	sp|Q76K27|SIAT2_MOUSE	tr|A0A667FQU3|A0A667FQU3_LYNCA
OG0008251	sp|Q80TZ9|RERE_MOUSE	tr|A0A667FZY9|A0A667FZY9_LYNCA
OG0008252	sp|Q8BZW2|SWAHB_MOUSE	tr|A0A667G1F9|A0A667G1F9_LYNCA
OG0008253	sp|P48985|ATOH1_MOUSE	tr|A0A667G1L1|A0A667G1L1_LYNCA
OG0008254	sp|Q8BM55|TM214_MOUSE	tr|A0A667G201|A0A667G201_LYNCA
OG0008255	sp|Q5SUV5|MYLK4_MOUSE	tr|A0A667G379|A0A667G379_LYNCA
OG0008256	sp|Q78J03|MSRB2_MOUSE	tr|A0A667G6R3|A0A667G6R3_LYNCA
OG0008257	tr|E9Q166|E9Q166_MOUSE	tr|A0A667G818|A0A667G818_LYNCA
OG0008258	sp|Q99KJ8|DCTN2_MOUSE	tr|A0A667G9I8|A0A667G9I8_LYNCA
OG0008259	sp|D3YY91|LLR1_MOUSE	tr|A0A667GCL2|A0A667GCL2_LYNCA
OG0008260	sp|Q9DAC7|TTC32_MOUSE	tr|A0A667GFW3|A0A667GFW3_LYNCA
OG0008261	sp|B2RPU2|PLHD1_MOUSE	tr|A0A667GHB3|A0A667GHB3_LYNCA
OG0008262	sp|Q8BUV6|LSM11_MOUSE	tr|A0A667GIV8|A0A667GIV8_LYNCA
OG0008263	sp|Q8C5U9|UBQL3_MOUSE	tr|A0A667GJR6|A0A667GJR6_LYNCA
OG0008264	sp|Q8BV13|CSN7B_MOUSE	tr|A0A667GLC0|A0A667GLC0_LYNCA
OG0008265	sp|Q505K2|FHI1A_MOUSE	tr|A0A667GMI5|A0A667GMI5_LYNCA
OG0008266	sp|Q9QXV8|SPY2_MOUSE	tr|A0A667GNU7|A0A667GNU7_LYNCA
OG0008267	sp|Q3UUF8|AN34B_MOUSE	tr|A0A667GQ47|A0A667GQ47_LYNCA
OG0008268	sp|A2RST1|MGST2_MOUSE	tr|A0A667GQS1|A0A667GQS1_LYNCA
OG0008269	sp|Q9JM62|REEP6_MOUSE	tr|A0A667GRJ5|A0A667GRJ5_LYNCA
OG0008270	sp|Q80ZK0|RT10_MOUSE	tr|A0A667GRP1|A0A667GRP1_LYNCA
OG0008271	sp|Q8BSL4|HS3S5_MOUSE	tr|A0A667GSX0|A0A667GSX0_LYNCA
OG0008272	sp|Q6P1E8|EFCB6_MOUSE	tr|A0A667GVQ1|A0A667GVQ1_LYNCA
OG0008273	sp|Q8K2L8|TPC12_MOUSE	tr|A0A667GXR4|A0A667GXR4_LYNCA
OG0008274	sp|Q8VC66|ADIP_MOUSE	tr|A0A667H0A3|A0A667H0A3_LYNCA
OG0008275	sp|Q9WU01|KHDR2_MOUSE	tr|A0A667H1B7|A0A667H1B7_LYNCA
OG0008276	sp|Q9CY25|MIS12_MOUSE	tr|A0A667H1R5|A0A667H1R5_LYNCA
OG0008277	sp|Q61464|ZN638_MOUSE	tr|A0A667H2Z2|A0A667H2Z2_LYNCA
OG0008278	sp|Q9JJT0|RCL1_MOUSE	tr|A0A667H3P2|A0A667H3P2_LYNCA
OG0008279	sp|Q9CWT3|SNX10_MOUSE	tr|A0A667H4G6|A0A667H4G6_LYNCA
OG0008280	tr|Q32NY8|Q32NY8_MOUSE	tr|A0A667H5S9|A0A667H5S9_LYNCA
OG0008281	sp|Q9QWF0|CAF1A_MOUSE	tr|A0A667H770|A0A667H770_LYNCA
OG0008282	sp|Q8C152|TET5B_MOUSE	tr|A0A667H831|A0A667H831_LYNCA
OG0008283	sp|Q923B1|DBR1_MOUSE	tr|A0A667HC83|A0A667HC83_LYNCA
OG0008284	sp|A2AQ25|SKT_MOUSE	tr|A0A667HCP6|A0A667HCP6_LYNCA
OG0008285	tr|E9Q3H4|E9Q3H4_MOUSE	tr|A0A667HCY0|A0A667HCY0_LYNCA
OG0008286	sp|Q9CQH0|PDZ1I_MOUSE	tr|A0A667HDV3|A0A667HDV3_LYNCA
OG0008287	sp|O88455|DHCR7_MOUSE	tr|A0A667HDX4|A0A667HDX4_LYNCA
OG0008288	sp|Q8BLN6|UNC80_MOUSE	tr|A0A667HM34|A0A667HM34_LYNCA
OG0008289	sp|Q8VDC1|FYCO1_MOUSE	tr|A0A667HND5|A0A667HND5_LYNCA
OG0008290	sp|Q8CAS9|PARP9_MOUSE	tr|A0A667HNQ7|A0A667HNQ7_LYNCA
OG0008291	sp|Q80WQ2|VAC14_MOUSE	tr|A0A667HS07|A0A667HS07_LYNCA
OG0008292	sp|Q64131|RUNX3_MOUSE	tr|A0A667HSZ9|A0A667HSZ9_LYNCA
OG0008293	sp|Q4VAE3|TMM65_MOUSE	tr|A0A667HU00|A0A667HU00_LYNCA
OG0008294	sp|Q64449|MRC2_MOUSE	tr|A0A667HX25|A0A667HX25_LYNCA
OG0008295	sp|Q8C3W1|CA198_MOUSE	tr|A0A667HX28|A0A667HX28_LYNCA
OG0008296	sp|Q3UYV8|DAAF3_MOUSE	tr|A0A667HXK2|A0A667HXK2_LYNCA
OG0008297	sp|P16646|PMP22_MOUSE	tr|A0A667HYF1|A0A667HYF1_LYNCA
OG0008298	sp|Q6TCG5|PAQR6_MOUSE	tr|A0A667I0K1|A0A667I0K1_LYNCA
OG0008299	sp|Q8R0P4|AAMDC_MOUSE	tr|A0A667I0R7|A0A667I0R7_LYNCA
OG0008300	sp|Q99N28|CADM3_MOUSE	tr|A0A667I1D8|A0A667I1D8_LYNCA
OG0008301	sp|P63248|IPKA_MOUSE	tr|A0A667I1Y3|A0A667I1Y3_LYNCA
OG0008302	sp|Q8CF98|COL10_MOUSE	tr|A0A667I289|A0A667I289_LYNCA
OG0008303	sp|Q61164|CTCF_MOUSE	tr|A0A667I2N8|A0A667I2N8_LYNCA
OG0008304	sp|Q56A07|SCN2B_MOUSE	tr|A0A667I357|A0A667I357_LYNCA
OG0008305	sp|Q7TME0|PLPR4_MOUSE	tr|A0A667I5H9|A0A667I5H9_LYNCA
OG0008306	sp|Q4KML4|ABRAL_MOUSE	tr|A0A667I5N8|A0A667I5N8_LYNCA
OG0008307	sp|Q9JHH9|COPZ2_MOUSE	tr|A0A667I6D3|A0A667I6D3_LYNCA
OG0008308	sp|Q8BUE4|FSP1_MOUSE	tr|A0A667I8L4|A0A667I8L4_LYNCA
OG0008309	sp|Q9EPA7|NMNA1_MOUSE	tr|A0A667I9J2|A0A667I9J2_LYNCA
OG0008310	sp|Q8VDP2|STEEP_MOUSE	tr|A0A667IGN6|A0A667IGN6_LYNCA
OG0008311	sp|P05524|FGF3_MOUSE	tr|A0A667IIE6|A0A667IIE6_LYNCA
OG0008312	sp|O88470|FOXL2_MOUSE	tr|A0A667IJJ5|A0A667IJJ5_LYNCA
OG0008313	sp|Q8C1F5|TTC16_MOUSE	tr|A0A667IKE7|A0A667IKE7_LYNCA
OG0008314	sp|Q8C156|CND2_MOUSE	tr|A0A667IKY8|A0A667IKY8_LYNCA
OG0008315	sp|Q9D4A5|CP086_MOUSE	tr|A0A667IN34|A0A667IN34_LYNCA
OG0008316	sp|P47945|MT4_MOUSE	tr|A0A667IQU6|A0A667IQU6_LYNCA
OG0008317	sp|Q7TQP3|GP119_MOUSE	tr|A0A667IRL5|A0A667IRL5_LYNCA
OG0008318	sp|Q9D273|MMAB_MOUSE	tr|A0A667IS13|A0A667IS13_LYNCA
OG0008319	sp|A2AE20|LYZL5_MOUSE	tr|A0A667IWE8|A0A667IWE8_LYNCA
OG0008320	sp|P45448|NR5A2_MOUSE	tr|A0A667IY63|A0A667IY63_LYNCA
OG0008321	tr|A0A571BEG0|A0A571BEG0_MOUSE	tr|A0A667IZ59|A0A667IZ59_LYNCA
OG0008322	sp|Q9ER35|FN3K_MOUSE	tr|A0A667IZV9|A0A667IZV9_LYNCA
OG0008323	sp|Q8BH61|F13A_MOUSE	tr|A0A667J027|A0A667J027_LYNCA
OG0008324	sp|P62500|T22D1_MOUSE	tr|A0A667FEU3|A0A667FEU3_LYNCA
OG0008325	sp|Q3V009|TMED1_MOUSE	tr|A0A667FWT8|A0A667FWT8_LYNCA
OG0008326	sp|Q99KN9|EPN4_MOUSE	tr|A0A667FXH2|A0A667FXH2_LYNCA
OG0008327	sp|Q7TNK8|ADM2_MOUSE	tr|A0A667FY30|A0A667FY30_LYNCA
OG0008328	sp|Q4VAA7|SNX33_MOUSE	tr|A0A667G134|A0A667G134_LYNCA
OG0008329	sp|Q9CZG3|COMD8_MOUSE	tr|A0A667G2E7|A0A667G2E7_LYNCA
OG0008330	tr|E9PX57|E9PX57_MOUSE	tr|A0A667G3W4|A0A667G3W4_LYNCA
OG0008331	sp|P16043|SLIB_MOUSE	tr|A0A667G445|A0A667G445_LYNCA
OG0008332	sp|Q8BH74|NU107_MOUSE	tr|A0A667G790|A0A667G790_LYNCA
OG0008333	sp|Q3UHD9|AGAP2_MOUSE	tr|A0A667G7I1|A0A667G7I1_LYNCA
OG0008334	sp|Q3U821|WDR75_MOUSE	tr|A0A667G8W2|A0A667G8W2_LYNCA
OG0008335	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A667G9J5|A0A667G9J5_LYNCA
OG0008336	sp|O70433|FHL2_MOUSE	tr|A0A667GA44|A0A667GA44_LYNCA
OG0008337	sp|A4Q9F1|TTLL8_MOUSE	tr|A0A667GDU6|A0A667GDU6_LYNCA
OG0008338	sp|Q8C790|F221A_MOUSE	tr|A0A667GEV5|A0A667GEV5_LYNCA
OG0008339	sp|Q80Y83|DIXC1_MOUSE	tr|A0A667GFB3|A0A667GFB3_LYNCA
OG0008340	sp|Q9WUL8|CITE4_MOUSE	tr|A0A667GIH8|A0A667GIH8_LYNCA
OG0008341	sp|Q3UA16|SPC25_MOUSE	tr|A0A667GJN6|A0A667GJN6_LYNCA
OG0008342	sp|P56480|ATPB_MOUSE	tr|A0A667GJY5|A0A667GJY5_LYNCA
OG0008343	sp|Q8BLA1|DLEC1_MOUSE	tr|A0A667GKP9|A0A667GKP9_LYNCA
OG0008344	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A667GL30|A0A667GL30_LYNCA
OG0008345	sp|P28563|DUS1_MOUSE	tr|A0A667GUC1|A0A667GUC1_LYNCA
OG0008346	sp|Q9JKB3|YBOX3_MOUSE	tr|A0A667GWB8|A0A667GWB8_LYNCA
OG0008347	sp|Q9ES64|USH1C_MOUSE	tr|A0A667GX21|A0A667GX21_LYNCA
OG0008348	sp|Q6PFX2|BEND6_MOUSE	tr|A0A667GZ37|A0A667GZ37_LYNCA
OG0008349	tr|Q3U1C4|Q3U1C4_MOUSE	tr|A0A667H020|A0A667H020_LYNCA
OG0008350	sp|Q9JIS3|SMCO4_MOUSE	tr|A0A667H1H4|A0A667H1H4_LYNCA
OG0008351	sp|Q810B9|SLIK3_MOUSE	tr|A0A667H1R0|A0A667H1R0_LYNCA
OG0008352	sp|Q52KG4|ZBT45_MOUSE	tr|A0A667H299|A0A667H299_LYNCA
OG0008353	sp|Q8BMK0|CEP85_MOUSE	tr|A0A667H3L3|A0A667H3L3_LYNCA
OG0008354	sp|Q9D9V3|ECHD1_MOUSE	tr|A0A667H4W3|A0A667H4W3_LYNCA
OG0008355	sp|Q8BIH0|SP130_MOUSE	tr|A0A667H5Y3|A0A667H5Y3_LYNCA
OG0008356	sp|Q03267|IKZF1_MOUSE	tr|A0A667H6S3|A0A667H6S3_LYNCA
OG0008357	sp|Q9D7L8|TMIG1_MOUSE	tr|A0A667H7U2|A0A667H7U2_LYNCA
OG0008358	sp|Q9CYU6|DPH7_MOUSE	tr|A0A667H853|A0A667H853_LYNCA
OG0008359	sp|A2AJT4|PNISR_MOUSE	tr|A0A667H912|A0A667H912_LYNCA
OG0008360	sp|Q9D0D5|T2EA_MOUSE	tr|A0A667H9Q3|A0A667H9Q3_LYNCA
OG0008361	sp|P58801|RIPK2_MOUSE	tr|A0A667HCJ7|A0A667HCJ7_LYNCA
OG0008362	sp|Q3USH1|INSY2_MOUSE	tr|A0A667HDC9|A0A667HDC9_LYNCA
OG0008363	sp|A2AGB2|CA087_MOUSE	tr|A0A667HEW5|A0A667HEW5_LYNCA
OG0008364	sp|Q5FWH6|ARHGF_MOUSE	tr|A0A667HJS7|A0A667HJS7_LYNCA
OG0008365	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A667HNE2|A0A667HNE2_LYNCA
OG0008366	sp|P23611|IRF8_MOUSE	tr|A0A667HP20|A0A667HP20_LYNCA
OG0008367	sp|Q99M15|PPIP2_MOUSE	tr|A0A667HPF3|A0A667HPF3_LYNCA
OG0008368	sp|Q9WVQ0|PMFBP_MOUSE	tr|A0A667HWW8|A0A667HWW8_LYNCA
OG0008369	sp|Q9CXK8|NIP7_MOUSE	tr|A0A667HY80|A0A667HY80_LYNCA
OG0008370	sp|O88898|P63_MOUSE	tr|A0A667HYV9|A0A667HYV9_LYNCA
OG0008371	sp|Q9CQ07|LRC18_MOUSE	tr|A0A667I0I9|A0A667I0I9_LYNCA
OG0008372	sp|Q9CZ69|CKLF6_MOUSE	tr|A0A667I0X7|A0A667I0X7_LYNCA
OG0008373	sp|Q923D2|BLVRB_MOUSE	tr|A0A667I264|A0A667I264_LYNCA
OG0008374	sp|Q8CIV8|TBCE_MOUSE	tr|A0A667I316|A0A667I316_LYNCA
OG0008375	sp|P70232|NCHL1_MOUSE	tr|A0A667I3P1|A0A667I3P1_LYNCA
OG0008376	sp|Q61532|MK06_MOUSE	tr|A0A667I3Y0|A0A667I3Y0_LYNCA
OG0008377	sp|Q69Z69|ESCO1_MOUSE	tr|A0A667I754|A0A667I754_LYNCA
OG0008378	sp|Q8VC90|ZDH12_MOUSE	tr|A0A667IBI1|A0A667IBI1_LYNCA
OG0008379	sp|Q9CR09|UFC1_MOUSE	tr|A0A667IEQ7|A0A667IEQ7_LYNCA
OG0008380	sp|Q3UMU9|HDGR2_MOUSE	tr|A0A667IF69|A0A667IF69_LYNCA
OG0008381	sp|Q8BQP8|RFIP4_MOUSE	tr|A0A667IGW0|A0A667IGW0_LYNCA
OG0008382	sp|J3KML8|GFY_MOUSE	tr|A0A667IH67|A0A667IH67_LYNCA
OG0008383	sp|P62488|RPB7_MOUSE	tr|A0A667IHI0|A0A667IHI0_LYNCA
OG0008384	sp|O35604|NPC1_MOUSE	tr|A0A667II62|A0A667II62_LYNCA
OG0008385	sp|Q8C4J7|TBL3_MOUSE	tr|A0A667IRD6|A0A667IRD6_LYNCA
OG0008386	sp|Q7TS55|TNF18_MOUSE	tr|A0A667ITQ5|A0A667ITQ5_LYNCA
OG0008387	sp|P43028|GDF6_MOUSE	tr|A0A667IXZ0|A0A667IXZ0_LYNCA
OG0008388	sp|Q9DB73|NB5R1_MOUSE	tr|A0A667J4E2|A0A667J4E2_LYNCA
OG0008389	sp|Q9D211|C2AIL_MOUSE	tr|A0A667FS32|A0A667FS32_LYNCA
OG0008390	sp|Q9R0X2|ADEC1_MOUSE	tr|A0A667FU00|A0A667FU00_LYNCA
OG0008391	sp|Q3UH93|PLXD1_MOUSE	tr|A0A667FVN5|A0A667FVN5_LYNCA
OG0008392	sp|Q8BH75|RNF41_MOUSE	tr|A0A667FYB4|A0A667FYB4_LYNCA
OG0008393	sp|Q64191|ASPG_MOUSE	tr|A0A667G1W7|A0A667G1W7_LYNCA
OG0008394	sp|Q8BGK9|CC018_MOUSE	tr|A0A667G2H9|A0A667G2H9_LYNCA
OG0008395	sp|P0C1Z5|U730_MOUSE	tr|A0A667G4P6|A0A667G4P6_LYNCA
OG0008396	sp|Q8BGK5|S35F1_MOUSE	tr|A0A667G8L2|A0A667G8L2_LYNCA
OG0008397	sp|Q3TY92|MBD6_MOUSE	tr|A0A667G930|A0A667G930_LYNCA
OG0008398	sp|E9Q6E9|SIMC1_MOUSE	tr|A0A667GAX1|A0A667GAX1_LYNCA
OG0008399	sp|Q8VFK7|O1020_MOUSE	tr|A0A667GCQ1|A0A667GCQ1_LYNCA
OG0008400	sp|Q68EF0|RAB3I_MOUSE	tr|A0A667GDC6|A0A667GDC6_LYNCA
OG0008401	sp|P30987|TA2R_MOUSE	tr|A0A667GDW8|A0A667GDW8_LYNCA
OG0008402	sp|Q9D650|LRAT1_MOUSE	tr|A0A667GEZ7|A0A667GEZ7_LYNCA
OG0008403	sp|Q3UTD9|SIM15_MOUSE	tr|A0A667GFC2|A0A667GFC2_LYNCA
OG0008404	sp|Q8R4G6|MGT5A_MOUSE	tr|A0A667GFN8|A0A667GFN8_LYNCA
OG0008405	sp|Q0PMG2|MDGA1_MOUSE	tr|A0A667GLJ9|A0A667GLJ9_LYNCA
OG0008406	sp|Q9CQI3|GMFB_MOUSE	tr|A0A667GMQ2|A0A667GMQ2_LYNCA
OG0008407	sp|Q8K387|UBP45_MOUSE	tr|A0A667GP96|A0A667GP96_LYNCA
OG0008408	sp|P22315|HEMH_MOUSE	tr|A0A667GPR7|A0A667GPR7_LYNCA
OG0008409	sp|Q9CYA6|ZCHC8_MOUSE	tr|A0A667GXY0|A0A667GXY0_LYNCA
OG0008410	sp|Q3UHX8|NKX63_MOUSE	tr|A0A667GYC7|A0A667GYC7_LYNCA
OG0008411	sp|Q8CHS7|DRS7C_MOUSE	tr|A0A667H1G4|A0A667H1G4_LYNCA
OG0008412	sp|E9Q7R9|CFA43_MOUSE	tr|A0A667H419|A0A667H419_LYNCA
OG0008413	sp|P57784|RU2A_MOUSE	tr|A0A667H443|A0A667H443_LYNCA
OG0008414	sp|Q9CQH8|RPP14_MOUSE	tr|A0A667H4N5|A0A667H4N5_LYNCA
OG0008415	sp|O35930|GP1BA_MOUSE	tr|A0A667H503|A0A667H503_LYNCA
OG0008416	sp|O35652|LHX8_MOUSE	tr|A0A667H7I7|A0A667H7I7_LYNCA
OG0008417	tr|Q91XF2|Q91XF2_MOUSE	tr|A0A667H8T6|A0A667H8T6_LYNCA
OG0008418	sp|P35576|G6PC1_MOUSE	tr|A0A667H9M0|A0A667H9M0_LYNCA
OG0008419	sp|P50544|ACADV_MOUSE	tr|A0A667HB18|A0A667HB18_LYNCA
OG0008420	sp|Q14AW5|NSUN7_MOUSE	tr|A0A667HCD0|A0A667HCD0_LYNCA
OG0008421	sp|O88543|CSN3_MOUSE	tr|A0A667HCJ9|A0A667HCJ9_LYNCA
OG0008422	sp|Q80W15|IBPL1_MOUSE	tr|A0A667HFI6|A0A667HFI6_LYNCA
OG0008423	tr|G3X8Q1|G3X8Q1_MOUSE	tr|A0A667HG31|A0A667HG31_LYNCA
OG0008424	sp|O08581|KCNK1_MOUSE	tr|A0A667HHU8|A0A667HHU8_LYNCA
OG0008425	sp|Q9Z218|DPP6_MOUSE	tr|A0A667HIE0|A0A667HIE0_LYNCA
OG0008426	sp|Q6A000|MOONR_MOUSE	tr|A0A667HLK9|A0A667HLK9_LYNCA
OG0008427	sp|Q9D173|TOM7_MOUSE	tr|A0A667HQ03|A0A667HQ03_LYNCA
OG0008428	tr|Q8VF34|Q8VF34_MOUSE	tr|A0A667HR25|A0A667HR25_LYNCA
OG0008429	sp|A6H6A9|RBG1L_MOUSE	tr|A0A667HU23|A0A667HU23_LYNCA
OG0008430	sp|Q8CHP8|PGP_MOUSE	tr|A0A667HU91|A0A667HU91_LYNCA
OG0008431	sp|Q32P12|HROB_MOUSE	tr|A0A667HW27|A0A667HW27_LYNCA
OG0008432	sp|Q8BMC4|NOP9_MOUSE	tr|A0A667HX52|A0A667HX52_LYNCA
OG0008433	sp|Q9D5J6|SHPK_MOUSE	tr|A0A667I092|A0A667I092_LYNCA
OG0008434	sp|Q8C176|TAF2_MOUSE	tr|A0A667I0J0|A0A667I0J0_LYNCA
OG0008435	sp|Q60772|CDN2C_MOUSE	tr|A0A667I293|A0A667I293_LYNCA
OG0008436	sp|Q9D3R5|F187A_MOUSE	tr|A0A667I351|A0A667I351_LYNCA
OG0008437	sp|Q9D415|DLGP1_MOUSE	tr|A0A667I599|A0A667I599_LYNCA
OG0008438	sp|Q8R001|MARE2_MOUSE	tr|A0A667I7A0|A0A667I7A0_LYNCA
OG0008439	sp|Q8CGR5|KLK14_MOUSE	tr|A0A667I972|A0A667I972_LYNCA
OG0008440	sp|P14685|PSMD3_MOUSE	tr|A0A667I9N1|A0A667I9N1_LYNCA
OG0008441	sp|Q61179|IRF9_MOUSE	tr|A0A667IAN8|A0A667IAN8_LYNCA
OG0008442	sp|Q9Z1D8|ZKSC5_MOUSE	tr|A0A667IHR5|A0A667IHR5_LYNCA
OG0008443	sp|O35599|OPSG_MOUSE	tr|A0A667IJB8|A0A667IJB8_LYNCA
OG0008444	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|A0A667IK36|A0A667IK36_LYNCA
OG0008445	sp|Q71FD7|FBLI1_MOUSE	tr|A0A667ILT9|A0A667ILT9_LYNCA
OG0008446	sp|P97469|SNAI2_MOUSE	tr|A0A667ILU5|A0A667ILU5_LYNCA
OG0008447	sp|Q60662|AKAP4_MOUSE	tr|A0A667IMD7|A0A667IMD7_LYNCA
OG0008448	sp|Q9R061|NUBP2_MOUSE	tr|A0A667IP81|A0A667IP81_LYNCA
OG0008449	sp|Q5GH68|XKR2_MOUSE	tr|A0A667IR79|A0A667IR79_LYNCA
OG0008450	tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|A0A667IRL3|A0A667IRL3_LYNCA
OG0008451	sp|Q8K2T8|PAF1_MOUSE	tr|A0A667J0J1|A0A667J0J1_LYNCA
OG0008452	sp|P50992|ATP4B_MOUSE	tr|A0A667FFR5|A0A667FFR5_LYNCA
OG0008453	sp|Q7TSN6|GP151_MOUSE	tr|A0A667FIZ0|A0A667FIZ0_LYNCA
OG0008454	sp|O35214|OPSX_MOUSE	tr|A0A667FPZ8|A0A667FPZ8_LYNCA
OG0008455	sp|Q62442|VAMP1_MOUSE	tr|A0A667FQ94|A0A667FQ94_LYNCA
OG0008456	sp|Q9D7X8|GGCT_MOUSE	tr|A0A667FQC7|A0A667FQC7_LYNCA
OG0008457	sp|Q9CS00|CATIN_MOUSE	tr|A0A667FSS7|A0A667FSS7_LYNCA
OG0008458	sp|Q8VE98|CD276_MOUSE	tr|A0A667FUT6|A0A667FUT6_LYNCA
OG0008459	sp|Q8C129|LCAP_MOUSE	tr|A0A667FWN7|A0A667FWN7_LYNCA
OG0008460	sp|Q9CWB7|YD286_MOUSE	tr|A0A667G0C6|A0A667G0C6_LYNCA
OG0008461	sp|Q9D8M7|PHF10_MOUSE	tr|A0A667G5U1|A0A667G5U1_LYNCA
OG0008462	sp|A2APF3|CTCFL_MOUSE	tr|A0A667G9D5|A0A667G9D5_LYNCA
OG0008463	sp|Q8K348|ACV1C_MOUSE	tr|A0A667GAL8|A0A667GAL8_LYNCA
OG0008464	sp|P56564|EAA1_MOUSE	tr|A0A667GD52|A0A667GD52_LYNCA
OG0008465	sp|Q8C0P7|ZN451_MOUSE	tr|A0A667GDC4|A0A667GDC4_LYNCA
OG0008466	sp|Q9D2G2|ODO2_MOUSE	tr|A0A667GDM2|A0A667GDM2_LYNCA
OG0008467	sp|Q3UJB3|LR14B_MOUSE	tr|A0A667GEE1|A0A667GEE1_LYNCA
OG0008468	sp|Q5FWH7|S39AC_MOUSE	tr|A0A667GGL0|A0A667GGL0_LYNCA
OG0008469	sp|Q99M08|CD003_MOUSE	tr|A0A667GGY9|A0A667GGY9_LYNCA
OG0008470	sp|Q69ZA1|CDK13_MOUSE	tr|A0A667GI85|A0A667GI85_LYNCA
OG0008471	sp|Q61334|BAP29_MOUSE	tr|A0A667GKN9|A0A667GKN9_LYNCA
OG0008472	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A667GLG1|A0A667GLG1_LYNCA
OG0008474	sp|Q9ESY9|GILT_MOUSE	tr|A0A667GNT7|A0A667GNT7_LYNCA
OG0008475	sp|O08788|DCTN1_MOUSE	tr|A0A667GPE0|A0A667GPE0_LYNCA
OG0008476	sp|Q8BGV8|MID51_MOUSE	tr|A0A667GSC5|A0A667GSC5_LYNCA
OG0008477	sp|Q3TBL6|TP8L3_MOUSE	tr|A0A667GTA6|A0A667GTA6_LYNCA
OG0008478	sp|Q6P9J5|KANK4_MOUSE	tr|A0A667GTU3|A0A667GTU3_LYNCA
OG0008479	sp|Q80UY2|KCMF1_MOUSE	tr|A0A667GTU8|A0A667GTU8_LYNCA
OG0008480	sp|Q9ES17|IL21_MOUSE	tr|A0A667GWZ9|A0A667GWZ9_LYNCA
OG0008481	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A667GX97|A0A667GX97_LYNCA
OG0008482	sp|O54956|DPOE2_MOUSE	tr|A0A667GXQ7|A0A667GXQ7_LYNCA
OG0008483	sp|P04351|IL2_MOUSE	tr|A0A667GZ20|A0A667GZ20_LYNCA
OG0008484	sp|P09055|ITB1_MOUSE	tr|A0A667H0P9|A0A667H0P9_LYNCA
OG0008485	sp|Q8K389|CK5P2_MOUSE	tr|A0A667H2I0|A0A667H2I0_LYNCA
OG0008486	sp|P40749|SYT4_MOUSE	tr|A0A667H554|A0A667H554_LYNCA
OG0008487	sp|Q8BML1|MICA2_MOUSE	tr|A0A667H633|A0A667H633_LYNCA
OG0008488	sp|Q5F2F2|ABH15_MOUSE	tr|A0A667H7H3|A0A667H7H3_LYNCA
