Orthogroup	Mus_musculus	Marmota_monax
OG0011445	sp|P16382|IL4RA_MOUSE	tr|A0A5E4BEC9|A0A5E4BEC9_MARMO
OG0011446	sp|Q91WL0|ES8L3_MOUSE	tr|A0A5E4BGE9|A0A5E4BGE9_MARMO
OG0011447	sp|Q8JZS9|RM48_MOUSE	tr|A0A5E4BH39|A0A5E4BH39_MARMO
OG0011448	sp|Q9WUU9|GANP_MOUSE	tr|A0A5E4BJ89|A0A5E4BJ89_MARMO
OG0011449	sp|Q9Z1K7|APCL_MOUSE	tr|A0A5E4BJU2|A0A5E4BJU2_MARMO
OG0011450	sp|Q99J25|MRM1_MOUSE	tr|A0A5E4BLI3|A0A5E4BLI3_MARMO
OG0011451	sp|Q91W40|KLC3_MOUSE	tr|A0A5E4BN73|A0A5E4BN73_MARMO
OG0011452	sp|P41242|MATK_MOUSE	tr|A0A5E4BV35|A0A5E4BV35_MARMO
OG0011453	sp|Q3U4G0|CDIN1_MOUSE	tr|A0A5E4C185|A0A5E4C185_MARMO
OG0011454	sp|Q3UP24|NLRC4_MOUSE	tr|A0A5E4C2P0|A0A5E4C2P0_MARMO
OG0011455	sp|Q8C3F2|F120C_MOUSE	tr|A0A5E4C4E4|A0A5E4C4E4_MARMO
OG0011456	sp|P57748|MMP20_MOUSE	tr|A0A5E4C4G0|A0A5E4C4G0_MARMO
OG0011457	sp|Q9JHH5|CXL11_MOUSE	tr|A0A5E4CGC9|A0A5E4CGC9_MARMO
OG0011458	sp|Q99MV5|M10L1_MOUSE	tr|A0A5E4CHL3|A0A5E4CHL3_MARMO
OG0011459	sp|Q9ESJ7|IKBP1_MOUSE	tr|A0A5E4CMI7|A0A5E4CMI7_MARMO
OG0011460	sp|O88532|ZFR_MOUSE	tr|A0A5E4CMW8|A0A5E4CMW8_MARMO
OG0011461	sp|Q8BNX7|NRAC_MOUSE	tr|A0A5E4CSY1|A0A5E4CSY1_MARMO
OG0011462	sp|P17141|ZFP37_MOUSE	tr|A0A5E4D7V8|A0A5E4D7V8_MARMO
OG0011463	sp|Q61239|FNTA_MOUSE	tr|A0A5E4DAM9|A0A5E4DAM9_MARMO
OG0011464	sp|Q04207|TF65_MOUSE	tr|A0A5E4A1J2|A0A5E4A1J2_MARMO
OG0011465	sp|P98086|C1QA_MOUSE	tr|A0A5E4A2C1|A0A5E4A2C1_MARMO
OG0011466	sp|Q9JL16|ISG20_MOUSE	tr|A0A5E4A4T4|A0A5E4A4T4_MARMO
OG0011467	sp|P09450|JUNB_MOUSE	tr|A0A5E4AA90|A0A5E4AA90_MARMO
OG0011468	sp|P14404|MECOM_MOUSE	tr|A0A5E4ACM8|A0A5E4ACM8_MARMO
OG0011469	sp|Q8R089|FBRS_MOUSE	tr|A0A5E4AEJ8|A0A5E4AEJ8_MARMO
OG0011470	tr|Q9D809|Q9D809_MOUSE	tr|A0A5E4AHI4|A0A5E4AHI4_MARMO
OG0011471	sp|P57016|LAD1_MOUSE	tr|A0A5E4AHS8|A0A5E4AHS8_MARMO
OG0011472	sp|P59999|ARPC4_MOUSE	tr|A0A5E4AK55|A0A5E4AK55_MARMO
OG0011473	sp|Q99PT1|GDIR1_MOUSE	tr|A0A5E4AM29|A0A5E4AM29_MARMO
OG0011474	sp|Q69ZK6|JHD2C_MOUSE	tr|A0A5E4AMV6|A0A5E4AMV6_MARMO
OG0011475	sp|Q9Z321|TOP3B_MOUSE	tr|A0A5E4ASW1|A0A5E4ASW1_MARMO
OG0011476	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A5E4AWU2|A0A5E4AWU2_MARMO
OG0011477	sp|Q9CR26|VTA1_MOUSE	tr|A0A5E4AY05|A0A5E4AY05_MARMO
OG0011478	sp|Q8BG75|TM198_MOUSE	tr|A0A5E4AYS0|A0A5E4AYS0_MARMO
OG0011479	sp|Q9D8T0|FAM3A_MOUSE	tr|A0A5E4B0E0|A0A5E4B0E0_MARMO
OG0011480	sp|Q7TMM8|PAR16_MOUSE	tr|A0A5E4B0R8|A0A5E4B0R8_MARMO
OG0011481	sp|Q3UMR0|ANR27_MOUSE	tr|A0A5E4B1I2|A0A5E4B1I2_MARMO
OG0011482	sp|P86174|BEND4_MOUSE	tr|A0A5E4B520|A0A5E4B520_MARMO
OG0011483	sp|Q8BGN6|TMG4_MOUSE	tr|A0A5E4B7B9|A0A5E4B7B9_MARMO
OG0011484	sp|Q9WTM5|RUVB2_MOUSE	tr|A0A5E4BBH0|A0A5E4BBH0_MARMO
OG0011485	sp|Q8R2N2|UTP4_MOUSE	tr|A0A5E4BBT8|A0A5E4BBT8_MARMO
OG0011486	sp|Q17ST2|KCNA7_MOUSE	tr|A0A5E4BCP0|A0A5E4BCP0_MARMO
OG0011487	sp|A2A9Q0|FND10_MOUSE	tr|A0A5E4BDE7|A0A5E4BDE7_MARMO
OG0011488	sp|Q9D964|GATM_MOUSE	tr|A0A5E4BII0|A0A5E4BII0_MARMO
OG0011489	sp|Q07231|ZSC21_MOUSE	tr|A0A5E4BLZ0|A0A5E4BLZ0_MARMO
OG0011490	sp|O70443|GNAZ_MOUSE	tr|A0A5E4BMZ7|A0A5E4BMZ7_MARMO
OG0011491	sp|A0A5K7RLP0|MEIOS_MOUSE	tr|A0A5E4BNB1|A0A5E4BNB1_MARMO
OG0011492	sp|Q9QY30|ABCBB_MOUSE	tr|A0A5E4BRR2|A0A5E4BRR2_MARMO
OG0011493	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A5E4C0E0|A0A5E4C0E0_MARMO
OG0011494	sp|Q8CHS8|VP37A_MOUSE	tr|A0A5E4C0U6|A0A5E4C0U6_MARMO
OG0011495	sp|Q6PDC0|RUN3B_MOUSE	tr|A0A5E4C0Z0|A0A5E4C0Z0_MARMO
OG0011496	sp|Q8BGD0|CC014_MOUSE	tr|A0A5E4C1R4|A0A5E4C1R4_MARMO
OG0011497	sp|Q8VCC8|RPGF3_MOUSE	tr|A0A5E4C244|A0A5E4C244_MARMO
OG0011498	sp|Q9DCC8|TOM20_MOUSE	tr|A0A5E4C3X3|A0A5E4C3X3_MARMO
OG0011499	sp|Q99K67|AASS_MOUSE	tr|A0A5E4CBJ7|A0A5E4CBJ7_MARMO
OG0011500	sp|Q8R0J8|GNTK_MOUSE	tr|A0A5E4CC18|A0A5E4CC18_MARMO
OG0011501	sp|Q811I0|ATPF1_MOUSE	tr|A0A5E4CCL3|A0A5E4CCL3_MARMO
OG0011502	sp|Q8QZV6|F161A_MOUSE	tr|A0A5E4CD54|A0A5E4CD54_MARMO
OG0011503	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A5E4CGG4|A0A5E4CGG4_MARMO
OG0011504	sp|Q3TNH5|F172A_MOUSE	tr|A0A5E4CHU3|A0A5E4CHU3_MARMO
OG0011505	sp|Q6W8Q3|PC4L1_MOUSE	tr|A0A5E4CJ56|A0A5E4CJ56_MARMO
OG0011506	sp|Q8C8N3|VWC2_MOUSE	tr|A0A5E4CLS6|A0A5E4CLS6_MARMO
OG0011507	sp|Q8JZM0|TFB1M_MOUSE	tr|A0A5E4CLU0|A0A5E4CLU0_MARMO
OG0011508	sp|Q99N48|SYTL3_MOUSE	tr|A0A5E4CRU7|A0A5E4CRU7_MARMO
OG0011509	sp|Q8CII9|CRLF2_MOUSE	tr|A0A5E4CXB0|A0A5E4CXB0_MARMO
OG0011510	sp|Q8R526|PK1L1_MOUSE	tr|A0A5E4CXX4|A0A5E4CXX4_MARMO
OG0011511	sp|P61588|RND3_MOUSE	tr|A0A5E4D0W5|A0A5E4D0W5_MARMO
OG0011512	sp|Q9QY53|NPHP1_MOUSE	tr|A0A5E4D2Q8|A0A5E4D2Q8_MARMO
OG0011513	sp|A4QPC6|BT2A2_MOUSE	tr|A0A5E4A4B2|A0A5E4A4B2_MARMO
OG0011514	sp|Q99LH1|NOG2_MOUSE	tr|A0A5E4A5S2|A0A5E4A5S2_MARMO
OG0011515	sp|P31313|HXC11_MOUSE	tr|A0A5E4A8U4|A0A5E4A8U4_MARMO
OG0011516	tr|A0A1L1STL9|A0A1L1STL9_MOUSE	tr|A0A5E4ABE1|A0A5E4ABE1_MARMO
OG0011517	sp|Q3TBN1|TM248_MOUSE	tr|A0A5E4ACL3|A0A5E4ACL3_MARMO
OG0011518	sp|Q6NZQ0|CF119_MOUSE	tr|A0A5E4AFA4|A0A5E4AFA4_MARMO
OG0011519	sp|Q64277|BST1_MOUSE	tr|A0A5E4AGR5|A0A5E4AGR5_MARMO
OG0011520	tr|A2AF28|A2AF28_MOUSE	tr|A0A5E4ANZ3|A0A5E4ANZ3_MARMO
OG0011521	tr|J3QP37|J3QP37_MOUSE	tr|A0A5E4AXF8|A0A5E4AXF8_MARMO
OG0011522	sp|Q91UZ4|EGLN3_MOUSE	tr|A0A5E4AXK3|A0A5E4AXK3_MARMO
OG0011523	sp|Q9D9R0|RN125_MOUSE	tr|A0A5E4AZ78|A0A5E4AZ78_MARMO
OG0011524	sp|P09581|CSF1R_MOUSE	tr|A0A5E4B132|A0A5E4B132_MARMO
OG0011525	sp|E9Q5G3|KIF23_MOUSE	tr|A0A5E4B1W7|A0A5E4B1W7_MARMO
OG0011526	sp|Q66K08|CILP1_MOUSE	tr|A0A5E4B274|A0A5E4B274_MARMO
OG0011527	sp|Q812F8|MGT4B_MOUSE	tr|A0A5E4B3E1|A0A5E4B3E1_MARMO
OG0011528	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A5E4B3Y5|A0A5E4B3Y5_MARMO
OG0011529	tr|E9PZ11|E9PZ11_MOUSE	tr|A0A5E4BA16|A0A5E4BA16_MARMO
OG0011530	sp|Q9D6J5|NDUB8_MOUSE	tr|A0A5E4BB55|A0A5E4BB55_MARMO
OG0011531	sp|Q99ML9|RN111_MOUSE	tr|A0A5E4BDE1|A0A5E4BDE1_MARMO
OG0011532	sp|Q9CQL7|MOFA1_MOUSE	tr|A0A5E4BFJ7|A0A5E4BFJ7_MARMO
OG0011533	sp|Q9CT10|RANB3_MOUSE	tr|A0A5E4BHW0|A0A5E4BHW0_MARMO
OG0011534	sp|Q0KK55|KNDC1_MOUSE	tr|A0A5E4BMV6|A0A5E4BMV6_MARMO
OG0011535	tr|Q63953|Q63953_MOUSE	tr|A0A5E4BPW5|A0A5E4BPW5_MARMO
OG0011536	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A5E4BQL2|A0A5E4BQL2_MARMO
OG0011537	sp|Q9CQV5|RT24_MOUSE	tr|A0A5E4BVJ5|A0A5E4BVJ5_MARMO
OG0011538	sp|Q9Z1R3|APOM_MOUSE	tr|A0A5E4C1E9|A0A5E4C1E9_MARMO
OG0011539	sp|Q9CY86|SAPC1_MOUSE	tr|A0A5E4C1I4|A0A5E4C1I4_MARMO
OG0011540	sp|Q6ZQI3|MLEC_MOUSE	tr|A0A5E4C224|A0A5E4C224_MARMO
OG0011541	sp|Q8BM75|ARI5B_MOUSE	tr|A0A5E4C4B9|A0A5E4C4B9_MARMO
OG0011542	sp|Q9R0M5|TPK1_MOUSE	tr|A0A5E4C724|A0A5E4C724_MARMO
OG0011543	tr|G3X8U3|G3X8U3_MOUSE	tr|A0A5E4CC04|A0A5E4CC04_MARMO
OG0011544	sp|Q8VCR8|MYLK2_MOUSE	tr|A0A5E4CFQ8|A0A5E4CFQ8_MARMO
OG0011545	sp|Q64429|CP1B1_MOUSE	tr|A0A5E4CMA2|A0A5E4CMA2_MARMO
OG0011546	sp|P43025|TETN_MOUSE	tr|A0A5E4CPM1|A0A5E4CPM1_MARMO
OG0011547	sp|Q8BXA5|CLP1L_MOUSE	tr|A0A5E4CRV1|A0A5E4CRV1_MARMO
OG0011548	sp|Q8BRX9|MARH3_MOUSE	tr|A0A5E4CRW1|A0A5E4CRW1_MARMO
OG0011549	sp|Q6QLQ4|CLC7A_MOUSE	tr|A0A5E4CS84|A0A5E4CS84_MARMO
OG0011550	sp|Q5SXG7|VMO1_MOUSE	tr|A0A5E4CWF5|A0A5E4CWF5_MARMO
OG0011551	sp|Q3TYA6|MPP8_MOUSE	tr|A0A5E4CY99|A0A5E4CY99_MARMO
OG0011552	sp|O88273|GREM2_MOUSE	tr|A0A5E4D040|A0A5E4D040_MARMO
OG0011553	sp|Q9WTM4|NF2L3_MOUSE	tr|A0A5E4D341|A0A5E4D341_MARMO
OG0011554	sp|Q8BGA5|KRR1_MOUSE	tr|A0A5E4D4S4|A0A5E4D4S4_MARMO
OG0011555	sp|P48428|TBCA_MOUSE	tr|A0A5E4D6B8|A0A5E4D6B8_MARMO
OG0011556	sp|Q64213|SF01_MOUSE	tr|A0A5E4A184|A0A5E4A184_MARMO
OG0011557	sp|Q3TQF0|FBX31_MOUSE	tr|A0A5E4A255|A0A5E4A255_MARMO
OG0011558	sp|Q9D992|MAJIN_MOUSE	tr|A0A5E4A2L7|A0A5E4A2L7_MARMO
OG0011559	sp|Q9WU84|CCS_MOUSE	tr|A0A5E4A306|A0A5E4A306_MARMO
OG0011560	sp|Q9ER00|STX12_MOUSE	tr|A0A5E4AD37|A0A5E4AD37_MARMO
OG0011561	tr|J3QMQ6|J3QMQ6_MOUSE	tr|A0A5E4ADS9|A0A5E4ADS9_MARMO
OG0011562	sp|Q2TB02|IKBD_MOUSE	tr|A0A5E4AF74|A0A5E4AF74_MARMO
OG0011563	sp|Q9D8N6|LIN37_MOUSE	tr|A0A5E4AF93|A0A5E4AF93_MARMO
OG0011564	sp|Q5ND34|WDR81_MOUSE	tr|A0A5E4AFA0|A0A5E4AFA0_MARMO
OG0011565	sp|Q8BJS8|MTBP_MOUSE	tr|A0A5E4AGL2|A0A5E4AGL2_MARMO
OG0011566	sp|P97926|OXYR_MOUSE	tr|A0A5E4ALT4|A0A5E4ALT4_MARMO
OG0011567	sp|P52332|JAK1_MOUSE	tr|A0A5E4ALU8|A0A5E4ALU8_MARMO
OG0011568	sp|Q3V125|CC110_MOUSE	tr|A0A5E4ALX1|A0A5E4ALX1_MARMO
OG0011569	sp|P46694|IEX1_MOUSE	tr|A0A5E4AU44|A0A5E4AU44_MARMO
OG0011570	sp|P62309|RUXG_MOUSE	tr|A0A5E4B1G1|A0A5E4B1G1_MARMO
OG0011571	sp|Q8BTZ7|GMPPB_MOUSE	tr|A0A5E4B3Y1|A0A5E4B3Y1_MARMO
OG0011572	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A5E4B4R2|A0A5E4B4R2_MARMO
OG0011573	sp|P08553|NFM_MOUSE	tr|A0A5E4BA15|A0A5E4BA15_MARMO
OG0011574	sp|Q8K1D8|ENHO_MOUSE	tr|A0A5E4BA45|A0A5E4BA45_MARMO
OG0011575	sp|Q8BH79|ANO10_MOUSE	tr|A0A5E4BAN0|A0A5E4BAN0_MARMO
OG0011576	sp|Q3UTY6|THSD4_MOUSE	tr|A0A5E4BFH3|A0A5E4BFH3_MARMO
OG0011577	sp|Q8BNN1|SPA2L_MOUSE	tr|A0A5E4BHA6|A0A5E4BHA6_MARMO
OG0011578	sp|P08030|APT_MOUSE	tr|A0A5E4BHC9|A0A5E4BHC9_MARMO
OG0011579	sp|Q3UHC7|DAB2P_MOUSE	tr|A0A5E4BHL1|A0A5E4BHL1_MARMO
OG0011580	sp|Q9CPU0|LGUL_MOUSE	tr|A0A5E4BL17|A0A5E4BL17_MARMO
OG0011581	sp|Q9QY15|DDX25_MOUSE	tr|A0A5E4BQU5|A0A5E4BQU5_MARMO
OG0011582	sp|Q9WVH4|FOXO3_MOUSE	tr|A0A5E4BSL1|A0A5E4BSL1_MARMO
OG0011583	sp|Q9D6J3|YJU2_MOUSE	tr|A0A5E4BV33|A0A5E4BV33_MARMO
OG0011584	sp|Q8BRB7|KAT6B_MOUSE	tr|A0A5E4BVY6|A0A5E4BVY6_MARMO
OG0011585	sp|P15261|INGR1_MOUSE	tr|A0A5E4C1S7|A0A5E4C1S7_MARMO
OG0011586	sp|Q9ESK4|ING2_MOUSE	tr|A0A5E4C517|A0A5E4C517_MARMO
OG0011587	sp|Q6TCG2|PAQR9_MOUSE	tr|A0A5E4C946|A0A5E4C946_MARMO
OG0011588	sp|Q8BL43|RASFA_MOUSE	tr|A0A5E4CC80|A0A5E4CC80_MARMO
OG0011589	sp|Q62394|ZN185_MOUSE	tr|A0A5E4CE05|A0A5E4CE05_MARMO
OG0011590	tr|D3YY33|D3YY33_MOUSE	tr|A0A5E4CE43|A0A5E4CE43_MARMO
OG0011591	sp|O35181|NRG3_MOUSE	tr|A0A5E4CFI5|A0A5E4CFI5_MARMO
OG0011592	sp|P80205|OTX1_MOUSE	tr|A0A5E4CHX7|A0A5E4CHX7_MARMO
OG0011593	sp|Q3TH73|TTYH2_MOUSE	tr|A0A5E4CKP7|A0A5E4CKP7_MARMO
OG0011595	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A5E4D0D4|A0A5E4D0D4_MARMO
OG0011597	sp|Q7M756|PRS54_MOUSE	tr|A0A5E4A5J7|A0A5E4A5J7_MARMO
OG0011598	sp|Q61646|HPT_MOUSE	tr|A0A5E4A659|A0A5E4A659_MARMO
OG0011599	sp|Q01065|PDE1B_MOUSE	tr|A0A5E4A8W6|A0A5E4A8W6_MARMO
OG0011600	sp|Q80XH1|KXDL1_MOUSE	tr|A0A5E4ADJ8|A0A5E4ADJ8_MARMO
OG0011601	sp|Q566J8|COQ8B_MOUSE	tr|A0A5E4AGD5|A0A5E4AGD5_MARMO
OG0011602	sp|Q9D7K2|TEN1L_MOUSE	tr|A0A5E4APJ6|A0A5E4APJ6_MARMO
OG0011603	sp|Q5NBU5|FBX39_MOUSE	tr|A0A5E4AQ69|A0A5E4AQ69_MARMO
OG0011604	sp|Q8K1R7|NEK9_MOUSE	tr|A0A5E4AYM7|A0A5E4AYM7_MARMO
OG0011605	sp|Q8K099|LRIT1_MOUSE	tr|A0A5E4AZR8|A0A5E4AZR8_MARMO
OG0011606	sp|Q9QZB9|DCTN5_MOUSE	tr|A0A5E4B348|A0A5E4B348_MARMO
OG0011607	sp|Q6NZJ6|IF4G1_MOUSE	tr|A0A5E4B3R1|A0A5E4B3R1_MARMO
OG0011608	sp|Q6P9P0|SLF2_MOUSE	tr|A0A5E4B807|A0A5E4B807_MARMO
OG0011609	sp|Q9JJ69|KCIP2_MOUSE	tr|A0A5E4BAC9|A0A5E4BAC9_MARMO
OG0011610	sp|Q8QZY6|TSN14_MOUSE	tr|A0A5E4BDE2|A0A5E4BDE2_MARMO
OG0011611	sp|P35279|RAB6A_MOUSE	tr|A0A5E4BF65|A0A5E4BF65_MARMO
OG0011612	sp|Q8R0X2|CACL1_MOUSE	tr|A0A5E4BKL8|A0A5E4BKL8_MARMO
OG0011613	sp|P97469|SNAI2_MOUSE	tr|A0A5E4BRC9|A0A5E4BRC9_MARMO
OG0011614	sp|Q91XU0|WRIP1_MOUSE	tr|A0A5E4BUH0|A0A5E4BUH0_MARMO
OG0011615	sp|P51678|CCR3_MOUSE	tr|A0A5E4BV53|A0A5E4BV53_MARMO
OG0011616	sp|Q62470|ITA3_MOUSE	tr|A0A5E4BVJ6|A0A5E4BVJ6_MARMO
OG0011617	sp|P34022|RANG_MOUSE	tr|A0A5E4C6F8|A0A5E4C6F8_MARMO
OG0011618	tr|A0A804C8T0|A0A804C8T0_MOUSE	tr|A0A5E4CBN3|A0A5E4CBN3_MARMO
OG0011619	sp|P47774|CCR7_MOUSE	tr|A0A5E4CD53|A0A5E4CD53_MARMO
OG0011620	sp|P63046|ST4A1_MOUSE	tr|A0A5E4CJ00|A0A5E4CJ00_MARMO
OG0011621	sp|Q9CXE0|PRDM5_MOUSE	tr|A0A5E4CLS2|A0A5E4CLS2_MARMO
OG0011622	sp|P08152|EGR2_MOUSE	tr|A0A5E4CM63|A0A5E4CM63_MARMO
OG0011623	sp|Q922V4|PLRG1_MOUSE	tr|A0A5E4CP36|A0A5E4CP36_MARMO
OG0011624	sp|Q9D8U3|ERP27_MOUSE	tr|A0A5E4CPC1|A0A5E4CPC1_MARMO
OG0011625	sp|Q8K012|FBP1L_MOUSE	tr|A0A5E4CSU7|A0A5E4CSU7_MARMO
OG0011626	sp|Q8BHE5|BMP3_MOUSE	tr|A0A5E4CTA7|A0A5E4CTA7_MARMO
OG0011627	sp|Q3U1T3|BRM1L_MOUSE	tr|A0A5E4CTH6|A0A5E4CTH6_MARMO
OG0011628	sp|Q80ZC9|PS1C2_MOUSE	tr|A0A5E4CZI1|A0A5E4CZI1_MARMO
OG0011629	sp|Q99J87|DHX58_MOUSE	tr|A0A5E4D340|A0A5E4D340_MARMO
OG0011630	sp|Q3U2C5|RN149_MOUSE	tr|A0A5E4D628|A0A5E4D628_MARMO
OG0011631	sp|Q3V009|TMED1_MOUSE	tr|A0A5E4A9U0|A0A5E4A9U0_MARMO
OG0011632	sp|Q6GQT6|SCAP_MOUSE	tr|A0A5E4ACB7|A0A5E4ACB7_MARMO
OG0011633	sp|Q62035|PTAFR_MOUSE	tr|A0A5E4AEA7|A0A5E4AEA7_MARMO
OG0011634	sp|Q8BGV3|TACD2_MOUSE	tr|A0A5E4AGV8|A0A5E4AGV8_MARMO
OG0011635	sp|P70121|ZHX1_MOUSE	tr|A0A5E4AHY0|A0A5E4AHY0_MARMO
OG0011636	sp|Q80YX1|TENA_MOUSE	tr|A0A5E4AMR8|A0A5E4AMR8_MARMO
OG0011637	sp|Q66JT0|WEE2_MOUSE	tr|A0A5E4ANC8|A0A5E4ANC8_MARMO
OG0011638	sp|O35594|IFT81_MOUSE	tr|A0A5E4AR87|A0A5E4AR87_MARMO
OG0011639	sp|Q8C0E3|TRI47_MOUSE	tr|A0A5E4ARN4|A0A5E4ARN4_MARMO
OG0011640	sp|Q9QXX0|JAG1_MOUSE	tr|A0A5E4AUJ2|A0A5E4AUJ2_MARMO
OG0011641	sp|Q9Z0Z3|SKP2_MOUSE	tr|A0A5E4AWQ2|A0A5E4AWQ2_MARMO
OG0011643	sp|Q9WTZ1|RBX2_MOUSE	tr|A0A5E4B4K2|A0A5E4B4K2_MARMO
OG0011644	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|A0A5E4B814|A0A5E4B814_MARMO
OG0011645	sp|Q6ZQM0|RFFL_MOUSE	tr|A0A5E4B9D8|A0A5E4B9D8_MARMO
OG0011646	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A5E4BJQ0|A0A5E4BJQ0_MARMO
OG0011647	sp|Q9JLI8|SART3_MOUSE	tr|A0A5E4BWV3|A0A5E4BWV3_MARMO
OG0011648	sp|Q8C3B8|RFT1_MOUSE	tr|A0A5E4BXY3|A0A5E4BXY3_MARMO
OG0011649	sp|Q8BZF2|NIPA4_MOUSE	tr|A0A5E4C025|A0A5E4C025_MARMO
OG0011650	sp|Q9ER58|TICN2_MOUSE	tr|A0A5E4C5W8|A0A5E4C5W8_MARMO
OG0011651	sp|Q03288|ASIP_MOUSE	tr|A0A5E4C6B6|A0A5E4C6B6_MARMO
OG0011652	sp|O09010|LFNG_MOUSE	tr|A0A5E4C857|A0A5E4C857_MARMO
OG0011653	sp|P80315|TCPD_MOUSE	tr|A0A5E4CAA2|A0A5E4CAA2_MARMO
OG0011654	sp|Q9JHR9|NRIP2_MOUSE	tr|A0A5E4CFA0|A0A5E4CFA0_MARMO
OG0011655	sp|P13405|RB_MOUSE	tr|A0A5E4CIG3|A0A5E4CIG3_MARMO
OG0011656	sp|Q8R007|NECT4_MOUSE	tr|A0A5E4CIW2|A0A5E4CIW2_MARMO
OG0011657	sp|Q9WV96|T10B_MOUSE	tr|A0A5E4CJC1|A0A5E4CJC1_MARMO
OG0011658	sp|P0DJE0|PT100_MOUSE	tr|A0A5E4CKX0|A0A5E4CKX0_MARMO
OG0011659	sp|Q9DCB1|HMGN3_MOUSE	tr|A0A5E4CL03|A0A5E4CL03_MARMO
OG0011660	sp|Q8BG89|ZN365_MOUSE	tr|A0A5E4D2M2|A0A5E4D2M2_MARMO
OG0011661	sp|Q80U44|ZFY16_MOUSE	tr|A0A5E4D317|A0A5E4D317_MARMO
OG0011662	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A5E4D372|A0A5E4D372_MARMO
OG0011663	sp|P35293|RAB18_MOUSE	tr|A0A5E4D3C3|A0A5E4D3C3_MARMO
OG0011664	tr|B2RVE2|B2RVE2_MOUSE	tr|A0A5E4D5Y1|A0A5E4D5Y1_MARMO
OG0011665	sp|Q9QXM0|ABHD2_MOUSE	tr|A0A5E4A474|A0A5E4A474_MARMO
OG0011666	sp|P19258|MPV17_MOUSE	tr|A0A5E4A8T6|A0A5E4A8T6_MARMO
OG0011667	sp|Q6X786|ZPBP2_MOUSE	tr|A0A5E4AD68|A0A5E4AD68_MARMO
OG0011668	sp|Q0PD08|RAB42_MOUSE	tr|A0A5E4AD88|A0A5E4AD88_MARMO
OG0011669	sp|Q9WUK2|IF4H_MOUSE	tr|A0A5E4AGR3|A0A5E4AGR3_MARMO
OG0011670	sp|A2ASZ8|SCMC2_MOUSE	tr|A0A5E4AMH3|A0A5E4AMH3_MARMO
OG0011671	sp|P27600|GNA12_MOUSE	tr|A0A5E4AMR1|A0A5E4AMR1_MARMO
OG0011672	sp|Q8C078|KKCC2_MOUSE	tr|A0A5E4AQU1|A0A5E4AQU1_MARMO
OG0011673	sp|E9Q4N7|ARI1B_MOUSE	tr|A0A5E4ASI1|A0A5E4ASI1_MARMO
OG0011674	sp|Q9ER74|SALL1_MOUSE	tr|A0A5E4AZ29|A0A5E4AZ29_MARMO
OG0011675	sp|Q8CAS9|PARP9_MOUSE	tr|A0A5E4B0Z3|A0A5E4B0Z3_MARMO
OG0011676	sp|Q6P6M7|SPCS_MOUSE	tr|A0A5E4B155|A0A5E4B155_MARMO
OG0011677	sp|A4FUP9|GL1D1_MOUSE	tr|A0A5E4B1E4|A0A5E4B1E4_MARMO
OG0011678	sp|Q99ML2|TNK1_MOUSE	tr|A0A5E4BAU1|A0A5E4BAU1_MARMO
OG0011679	sp|P61963|DCAF7_MOUSE	tr|A0A5E4BBV4|A0A5E4BBV4_MARMO
OG0011680	sp|Q5SUR0|PUR4_MOUSE	tr|A0A5E4BC11|A0A5E4BC11_MARMO
OG0011681	sp|Q6W3F0|P4HA3_MOUSE	tr|A0A5E4BG50|A0A5E4BG50_MARMO
OG0011682	sp|Q91WM3|U3IP2_MOUSE	tr|A0A5E4BM99|A0A5E4BM99_MARMO
OG0011683	sp|Q9QZQ1|AFAD_MOUSE	tr|A0A5E4BUD7|A0A5E4BUD7_MARMO
OG0011684	sp|P58252|EF2_MOUSE	tr|A0A5E4BW38|A0A5E4BW38_MARMO
OG0011685	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A5E4BX23|A0A5E4BX23_MARMO
OG0011686	sp|Q8K3G5|VRK3_MOUSE	tr|A0A5E4BY55|A0A5E4BY55_MARMO
OG0011687	sp|Q8VDG7|PAFA2_MOUSE	tr|A0A5E4C9X4|A0A5E4C9X4_MARMO
OG0011688	sp|Q8BXR1|S7A14_MOUSE	tr|A0A5E4CDV9|A0A5E4CDV9_MARMO
OG0011689	sp|Q9CWT3|SNX10_MOUSE	tr|A0A5E4CGI3|A0A5E4CGI3_MARMO
OG0011690	tr|E9Q9D8|E9Q9D8_MOUSE	tr|A0A5E4CQ91|A0A5E4CQ91_MARMO
OG0011691	sp|O54926|SIVA_MOUSE	tr|A0A5E4CQS7|A0A5E4CQS7_MARMO
OG0011692	sp|Q9D3N8|GRTP1_MOUSE	tr|A0A5E4CRZ4|A0A5E4CRZ4_MARMO
OG0011693	sp|Q8VFT4|OL734_MOUSE	tr|A0A5E4D0D0|A0A5E4D0D0_MARMO
OG0011694	sp|O35089|CNIH2_MOUSE	tr|A0A5E4A321|A0A5E4A321_MARMO
