Orthogroup	Mus_musculus	Mus_spicilegus
OG0007547	sp|Q5QNS5|HAVR1_MOUSE	tr|A0A8C6G5A3|A0A8C6G5A3_MUSSI
OG0007548	sp|Q61657|HES3_MOUSE	tr|A0A8C6H2I5|A0A8C6H2I5_MUSSI
OG0007549	sp|Q69ZT9|TBC30_MOUSE	tr|A0A8C6HQ57|A0A8C6HQ57_MUSSI
OG0007550	sp|Q6A065|CE170_MOUSE	tr|A0A8C6GNV3|A0A8C6GNV3_MUSSI
OG0007551	sp|Q6NS86|ZN366_MOUSE	tr|A0A8C6N412|A0A8C6N412_MUSSI
OG0007552	sp|Q6NWW5|KIF24_MOUSE	tr|A0A8C6GJ93|A0A8C6GJ93_MUSSI
OG0007553	sp|Q6WKZ8|UBR2_MOUSE	tr|A0A8C6IM55|A0A8C6IM55_MUSSI
OG0007554	sp|Q791T5|MTCH1_MOUSE	tr|A0A8C6GVF8|A0A8C6GVF8_MUSSI
OG0007555	tr|Q7TRV1|Q7TRV1_MOUSE	tr|A0A8C6I5I5|A0A8C6I5I5_MUSSI
OG0007556	sp|Q80U56|AVL9_MOUSE	tr|A0A8C6G4R1|A0A8C6G4R1_MUSSI
OG0007557	sp|Q80XL1|CBLC_MOUSE	tr|A0A8C6MRX6|A0A8C6MRX6_MUSSI
OG0007558	sp|Q80YY7|ZN618_MOUSE	tr|A0A8C6MYW1|A0A8C6MYW1_MUSSI
OG0007559	sp|Q8BFV2|PCID2_MOUSE	tr|A0A8C6MRH1|A0A8C6MRH1_MUSSI
OG0007560	sp|Q8BHI9|NIM1_MOUSE	tr|A0A8C6I1P7|A0A8C6I1P7_MUSSI
OG0007561	sp|Q8BTP0|PIGZ_MOUSE	tr|A0A8C6GA12|A0A8C6GA12_MUSSI
OG0007562	sp|Q8BTX9|HSDL1_MOUSE	tr|A0A8C6HKB6|A0A8C6HKB6_MUSSI
OG0007563	sp|Q8C138|ADTRP_MOUSE	tr|A0A8C6MQC0|A0A8C6MQC0_MUSSI
OG0007564	sp|Q8C2E7|WASC5_MOUSE	tr|A0A8C6H8P3|A0A8C6H8P3_MUSSI
OG0007565	sp|Q8C8M1|SHCAF_MOUSE	tr|A0A8C6HZP5|A0A8C6HZP5_MUSSI
OG0007566	sp|Q8CGM2|RP1L1_MOUSE	tr|A0A8C6H752|A0A8C6H752_MUSSI
OG0007567	sp|Q8VCN5|CGL_MOUSE	tr|A0A8C6GIQ9|A0A8C6GIQ9_MUSSI
OG0007568	sp|Q8VDK1|NIT1_MOUSE	tr|A0A8C6N1R1|A0A8C6N1R1_MUSSI
OG0007569	sp|Q920Q8|NS1BP_MOUSE	tr|A0A8C6MT00|A0A8C6MT00_MUSSI
OG0007570	sp|Q9CR86|CHSP1_MOUSE	tr|A0A8C6HY29|A0A8C6HY29_MUSSI
OG0007571	sp|Q9CXP8|GBG10_MOUSE	tr|A0A8C6HPF9|A0A8C6HPF9_MUSSI
OG0007572	sp|Q9CZB9|TM128_MOUSE	tr|A0A8C6I243|A0A8C6I243_MUSSI
OG0007573	sp|Q9D0F3|LMAN1_MOUSE	tr|A0A8C6HNV7|A0A8C6HNV7_MUSSI
OG0007574	sp|Q9D820|PRXD1_MOUSE	tr|A0A8C6HV07|A0A8C6HV07_MUSSI
OG0007575	sp|Q9JI76|ADA21_MOUSE	tr|A0A8C6I326|A0A8C6I326_MUSSI
OG0007576	sp|Q9JKT3|TA2R4_MOUSE	tr|A0A8C6GAI8|A0A8C6GAI8_MUSSI
OG0007577	sp|Q9QZ06|TOLIP_MOUSE	tr|A0A8C6G8T4|A0A8C6G8T4_MUSSI
OG0007578	sp|Q9R0G6|COMP_MOUSE	tr|A0A8C6IM22|A0A8C6IM22_MUSSI
OG0007579	sp|Q9WTP3|SPDEF_MOUSE	tr|A0A8C6MR97|A0A8C6MR97_MUSSI
OG0007580	sp|Q9WUB0|HOIL1_MOUSE	tr|A0A8C6I3V4|A0A8C6I3V4_MUSSI
OG0007581	tr|A0A286YDM5|A0A286YDM5_MOUSE	tr|A0A8C6G4Q1|A0A8C6G4Q1_MUSSI
OG0007582	tr|A2A592|A2A592_MOUSE	tr|A0A8C6I2F5|A0A8C6I2F5_MUSSI
OG0007583	sp|A2A6H3|FBX47_MOUSE	tr|A0A8C6HCY5|A0A8C6HCY5_MUSSI
OG0007584	sp|A2ALU4|SHRM2_MOUSE	tr|A0A8C6IE19|A0A8C6IE19_MUSSI
OG0007585	tr|A2AMW4|A2AMW4_MOUSE	tr|A0A8C6I8U4|A0A8C6I8U4_MUSSI
OG0007586	sp|B1AR13|CISD3_MOUSE	tr|A0A8C6HH42|A0A8C6HH42_MUSSI
OG0007587	sp|B9EJV3|GRB1L_MOUSE	tr|A0A8C6HVL6|A0A8C6HVL6_MUSSI
OG0007588	tr|E9PUZ9|E9PUZ9_MOUSE	tr|A0A8C6HGF4|A0A8C6HGF4_MUSSI
OG0007589	sp|E9Q4S1|PDE8B_MOUSE	tr|A0A8C6MUF3|A0A8C6MUF3_MUSSI
OG0007590	tr|E9Q7P1|E9Q7P1_MOUSE	tr|A0A8C6GK27|A0A8C6GK27_MUSSI
OG0007591	sp|F6XZJ7|SAM15_MOUSE	tr|A0A8C6H102|A0A8C6H102_MUSSI
OG0007592	sp|G3XA59|LRC32_MOUSE	tr|A0A8C6N2W8|A0A8C6N2W8_MUSSI
OG0007593	tr|J3QJY3|J3QJY3_MOUSE	tr|A0A8C6HTY2|A0A8C6HTY2_MUSSI
OG0007594	sp|O08911|MK12_MOUSE	tr|A0A8C6HTI5|A0A8C6HTI5_MUSSI
OG0007595	sp|O08983|HPS1_MOUSE	tr|A0A8C6HFH1|A0A8C6HFH1_MUSSI
OG0007596	sp|O09035|DBIL5_MOUSE	tr|A0A8C6I1I1|A0A8C6I1I1_MUSSI
OG0007597	sp|O88632|SEM3F_MOUSE	tr|A0A8C6HYD9|A0A8C6HYD9_MUSSI
OG0007598	sp|O88855|LT4R1_MOUSE	tr|A0A8C6IHI4|A0A8C6IHI4_MUSSI
OG0007599	sp|O89016|ABCD4_MOUSE	tr|A0A8C6GDR2|A0A8C6GDR2_MUSSI
OG0007600	sp|P01731|CD8A_MOUSE	tr|A0A8C6GSA2|A0A8C6GSA2_MUSSI
OG0007601	sp|P02104|HBE_MOUSE	tr|A0A8C6MVF8|A0A8C6MVF8_MUSSI
OG0007602	sp|P0C242|CCNO_MOUSE	tr|A0A8C6MXK5|A0A8C6MXK5_MUSSI
OG0007603	sp|P16382|IL4RA_MOUSE	tr|A0A8C6HGR0|A0A8C6HGR0_MUSSI
OG0007604	sp|P18761|CAH6_MOUSE	tr|A0A8C6I107|A0A8C6I107_MUSSI
OG0007605	sp|P41539|TKN1_MOUSE	tr|A0A8C6GSJ1|A0A8C6GSJ1_MUSSI
OG0007606	sp|P48787|TNNI3_MOUSE	tr|A0A8C6GB83|A0A8C6GB83_MUSSI
OG0007607	sp|P55284|CADH5_MOUSE	tr|A0A8C6HWW8|A0A8C6HWW8_MUSSI
OG0007608	sp|P58749|TM6S1_MOUSE	tr|A0A8C6GCA1|A0A8C6GCA1_MUSSI
OG0007609	sp|P60469|LIPA3_MOUSE	tr|A0A8C6HKG6|A0A8C6HKG6_MUSSI
OG0007610	sp|P70677|CASP3_MOUSE	tr|A0A8C6N3F8|A0A8C6N3F8_MUSSI
OG0007611	sp|P83626|TNR26_MOUSE	tr|A0A8C6ICK4|A0A8C6ICK4_MUSSI
OG0007612	sp|P85094|ISC2A_MOUSE	tr|A0A8C6H3N1|A0A8C6H3N1_MUSSI
OG0007613	sp|Q3TY92|MBD6_MOUSE	tr|A0A8C6G6U8|A0A8C6G6U8_MUSSI
OG0007614	tr|Q4TU81|Q4TU81_MOUSE	tr|A0A8C6G6D4|A0A8C6G6D4_MUSSI
OG0007615	sp|Q505D1|ANR28_MOUSE	tr|A0A8C6GZB9|A0A8C6GZB9_MUSSI
OG0007616	sp|Q5QNQ6|OSBP2_MOUSE	tr|A0A8C6GBG3|A0A8C6GBG3_MUSSI
OG0007617	sp|Q60793|KLF4_MOUSE	tr|A0A8C6GJG2|A0A8C6GJG2_MUSSI
OG0007618	sp|Q61010|DTX1_MOUSE	tr|A0A8C6ID69|A0A8C6ID69_MUSSI
OG0007619	sp|Q62431|ARI3A_MOUSE	tr|A0A8C6G9G6|A0A8C6G9G6_MUSSI
OG0007620	sp|Q6DFX2|ANTR2_MOUSE	tr|A0A8C6GDS6|A0A8C6GDS6_MUSSI
OG0007621	sp|Q6P5F9|XPO1_MOUSE	tr|A0A8C6IKA1|A0A8C6IKA1_MUSSI
OG0007622	tr|Q7TRL9|Q7TRL9_MOUSE	tr|A0A8C6HIG9|A0A8C6HIG9_MUSSI
OG0007623	sp|Q7TSF4|LR75A_MOUSE	tr|A0A8C6HEU6|A0A8C6HEU6_MUSSI
OG0007624	sp|Q80SW5|ETD_MOUSE	tr|A0A8C6GLJ1|A0A8C6GLJ1_MUSSI
OG0007625	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A8C6I2Y5|A0A8C6I2Y5_MUSSI
OG0007626	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A8C6GHB5|A0A8C6GHB5_MUSSI
OG0007627	sp|Q8BX65|MDFIC_MOUSE	tr|A0A8C6GCU9|A0A8C6GCU9_MUSSI
OG0007628	sp|Q8BYH7|TBC17_MOUSE	tr|A0A8C6HRT4|A0A8C6HRT4_MUSSI
OG0007629	sp|Q8C0N2|GPAT3_MOUSE	tr|A0A8C6G862|A0A8C6G862_MUSSI
OG0007630	sp|Q8C2S7|AMGO3_MOUSE	tr|A0A8C6HXD9|A0A8C6HXD9_MUSSI
OG0007631	sp|Q8C7R4|UBA6_MOUSE	tr|A0A8C6GJI6|A0A8C6GJI6_MUSSI
OG0007632	sp|Q8CG03|PDE5A_MOUSE	tr|A0A8C6MX89|A0A8C6MX89_MUSSI
OG0007633	sp|Q8K013|GTPBA_MOUSE	tr|A0A8C6H9N2|A0A8C6H9N2_MUSSI
OG0007634	sp|Q8K1L0|CREB5_MOUSE	tr|A0A8C6HW70|A0A8C6HW70_MUSSI
OG0007635	sp|Q8R5A3|AB1IP_MOUSE	tr|A0A8C6IC04|A0A8C6IC04_MUSSI
OG0007636	sp|Q8VD75|HIP1_MOUSE	tr|A0A8C6H2S9|A0A8C6H2S9_MUSSI
OG0007637	tr|Q8VGH2|Q8VGH2_MOUSE	tr|A0A8C6G9V8|A0A8C6G9V8_MUSSI
OG0007638	sp|Q91VM4|SPNS2_MOUSE	tr|A0A8C6H653|A0A8C6H653_MUSSI
OG0007639	sp|Q922T2|MFAP3_MOUSE	tr|A0A8C6IJV4|A0A8C6IJV4_MUSSI
OG0007640	sp|Q99LI8|HGS_MOUSE	tr|A0A8C6H7H5|A0A8C6H7H5_MUSSI
OG0007641	tr|Q99NB3|Q99NB3_MOUSE	tr|A0A8C6I260|A0A8C6I260_MUSSI
OG0007642	sp|Q9D0T2|DUS12_MOUSE	tr|A0A8C6H4F9|A0A8C6H4F9_MUSSI
OG0007643	sp|Q9D176|SUSD3_MOUSE	tr|A0A8C6ICA0|A0A8C6ICA0_MUSSI
OG0007644	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A8C6N106|A0A8C6N106_MUSSI
OG0007645	sp|Q9D7Q1|CHIT1_MOUSE	tr|A0A8C6HJ73|A0A8C6HJ73_MUSSI
OG0007646	sp|Q9D975|SRXN1_MOUSE	tr|A0A8C6I221|A0A8C6I221_MUSSI
OG0007647	tr|Q9EPN9|Q9EPN9_MOUSE	tr|A0A8C6H6K0|A0A8C6H6K0_MUSSI
OG0007648	sp|Q9JIW4|DPOLM_MOUSE	tr|A0A8C6HIK7|A0A8C6HIK7_MUSSI
OG0007649	sp|Q9JKK7|TMOD2_MOUSE	tr|A0A8C6N4X2|A0A8C6N4X2_MUSSI
OG0007650	sp|Q9QYI4|DJB12_MOUSE	tr|A0A8C6MTS5|A0A8C6MTS5_MUSSI
OG0007651	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A8C6IHF5|A0A8C6IHF5_MUSSI
OG0007652	tr|Q9Z1A1|Q9Z1A1_MOUSE	tr|A0A8C6HDA9|A0A8C6HDA9_MUSSI
OG0007653	sp|Q9Z277|BAZ1B_MOUSE	tr|A0A8C6GYW1|A0A8C6GYW1_MUSSI
OG0007654	sp|Q9Z2B3|RGR_MOUSE	tr|A0A8C6H605|A0A8C6H605_MUSSI
OG0007655	tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE	tr|A0A8C6ICD6|A0A8C6ICD6_MUSSI
OG0007656	sp|A0A1B0GST9|CTXD1_MOUSE	tr|A0A8C6HPW4|A0A8C6HPW4_MUSSI
OG0007657	tr|A2AVB5|A2AVB5_MOUSE	tr|A0A8C6HWT4|A0A8C6HWT4_MUSSI
OG0007658	tr|B0V2W5|B0V2W5_MOUSE	tr|A0A8C6HS76|A0A8C6HS76_MUSSI
OG0007659	tr|B1AX30|B1AX30_MOUSE	tr|A0A8C6HUD2|A0A8C6HUD2_MUSSI
OG0007660	tr|D3Z4D4|D3Z4D4_MOUSE	tr|A0A8C6G9P6|A0A8C6G9P6_MUSSI
OG0007661	tr|E9PZM7|E9PZM7_MOUSE	tr|A0A8C6I7A5|A0A8C6I7A5_MUSSI
OG0007662	tr|E9Q6E5|E9Q6E5_MOUSE	tr|A0A8C6GI89|A0A8C6GI89_MUSSI
OG0007663	tr|F6U238|F6U238_MOUSE	tr|A0A8C6IB15|A0A8C6IB15_MUSSI
OG0007664	tr|G3X9X1|G3X9X1_MOUSE	tr|A0A8C6G583|A0A8C6G583_MUSSI
OG0007665	tr|J3QK56|J3QK56_MOUSE	tr|A0A8C6MZY6|A0A8C6MZY6_MUSSI
OG0007666	sp|O08705|NTCP_MOUSE	tr|A0A8C6HEE6|A0A8C6HEE6_MUSSI
OG0007667	sp|O54782|MA2B2_MOUSE	tr|A0A8C6HZV8|A0A8C6HZV8_MUSSI
OG0007668	sp|O70237|GFI1B_MOUSE	tr|A0A8C6HN17|A0A8C6HN17_MUSSI
OG0007669	sp|O88207|CO5A1_MOUSE	tr|A0A8C6HP34|A0A8C6HP34_MUSSI
OG0007670	sp|P11680|PROP_MOUSE	tr|A0A8C6HJ20|A0A8C6HJ20_MUSSI
OG0007671	sp|P16882|GHR_MOUSE	tr|A0A8C6I2B5|A0A8C6I2B5_MUSSI
OG0007672	sp|P23611|IRF8_MOUSE	tr|A0A8C6MX44|A0A8C6MX44_MUSSI
OG0007673	sp|P25962|ADRB3_MOUSE	tr|A0A8C6IGK5|A0A8C6IGK5_MUSSI
OG0007674	sp|P41234|ABCA2_MOUSE	tr|A0A8C6N0N6|A0A8C6N0N6_MUSSI
OG0007675	sp|P43029|GDF7_MOUSE	tr|A0A8C6HEG3|A0A8C6HEG3_MUSSI
OG0007676	sp|P45952|ACADM_MOUSE	tr|A0A8C6GNK9|A0A8C6GNK9_MUSSI
OG0007677	sp|P51612|XPC_MOUSE	tr|A0A8C6GQV7|A0A8C6GQV7_MUSSI
OG0007678	sp|P63054|PCP4_MOUSE	tr|A0A8C6H815|A0A8C6H815_MUSSI
OG0007679	sp|P79621|C2TA_MOUSE	tr|A0A8C6GMW7|A0A8C6GMW7_MUSSI
OG0007680	sp|P80314|TCPB_MOUSE	tr|A0A8C6GR66|A0A8C6GR66_MUSSI
OG0007681	sp|Q14BI7|TDRD9_MOUSE	tr|A0A8C6IAP2|A0A8C6IAP2_MUSSI
OG0007682	sp|Q2LA85|TRML2_MOUSE	tr|A0A8C6GKY5|A0A8C6GKY5_MUSSI
OG0007683	sp|Q3V0C5|UBP48_MOUSE	tr|A0A8C6IJE0|A0A8C6IJE0_MUSSI
OG0007684	sp|Q3V0I2|PRR7_MOUSE	tr|A0A8C6HJT8|A0A8C6HJT8_MUSSI
OG0007685	sp|Q5DTJ9|MYPN_MOUSE	tr|A0A8C6HCE5|A0A8C6HCE5_MUSSI
OG0007686	sp|Q5FWH2|UNKL_MOUSE	tr|A0A8C6GWS0|A0A8C6GWS0_MUSSI
OG0007687	sp|Q64729|TGFR1_MOUSE	tr|A0A8C6HT98|A0A8C6HT98_MUSSI
OG0007688	sp|Q80ZW2|THEM6_MOUSE	tr|A0A8C6MYH8|A0A8C6MYH8_MUSSI
OG0007689	sp|Q8BH10|ORAI2_MOUSE	tr|A0A8C6GZD8|A0A8C6GZD8_MUSSI
OG0007690	sp|Q8BJK1|KCTD7_MOUSE	tr|A0A8C6HQR7|A0A8C6HQR7_MUSSI
OG0007691	sp|Q8BK58|HBAP1_MOUSE	tr|A0A8C6GT91|A0A8C6GT91_MUSSI
OG0007692	sp|Q8BTG3|T11L1_MOUSE	tr|A0A8C6G5K5|A0A8C6G5K5_MUSSI
OG0007693	sp|Q8CC14|F216B_MOUSE	tr|A0A8C6GDE8|A0A8C6GDE8_MUSSI
OG0007694	sp|Q8CIX8|LGSN_MOUSE	tr|A0A8C6HQ27|A0A8C6HQ27_MUSSI
OG0007695	sp|Q8K3K8|OPTN_MOUSE	tr|A0A8C6MUP4|A0A8C6MUP4_MUSSI
OG0007696	sp|Q8R526|PK1L1_MOUSE	tr|A0A8C6GVM6|A0A8C6GVM6_MUSSI
OG0007697	sp|Q8VC16|LRC14_MOUSE	tr|A0A8C6N1N9|A0A8C6N1N9_MUSSI
OG0007698	sp|Q8VDS7|CE57L_MOUSE	tr|A0A8C6N4Z4|A0A8C6N4Z4_MUSSI
OG0007699	sp|Q8VE88|F1142_MOUSE	tr|A0A8C6IK39|A0A8C6IK39_MUSSI
OG0007700	tr|Q8VFN6|Q8VFN6_MOUSE	tr|A0A8C6HFX1|A0A8C6HFX1_MUSSI
OG0007701	tr|Q8VG26|Q8VG26_MOUSE	tr|A0A8C6N567|A0A8C6N567_MUSSI
OG0007702	sp|Q922Q5|S35B3_MOUSE	tr|A0A8C6GBF2|A0A8C6GBF2_MUSSI
OG0007703	sp|Q99M08|CD003_MOUSE	tr|A0A8C6HCC4|A0A8C6HCC4_MUSSI
OG0007704	sp|Q99NB8|UBQL4_MOUSE	tr|A0A8C6ID93|A0A8C6ID93_MUSSI
OG0007705	tr|Q9CY99|Q9CY99_MOUSE	tr|A0A8C6HQH3|A0A8C6HQH3_MUSSI
OG0007706	sp|Q9CYZ6|REX1B_MOUSE	tr|A0A8C6IP29|A0A8C6IP29_MUSSI
OG0007707	sp|Q9D4H4|AMOL1_MOUSE	tr|A0A8C6HF62|A0A8C6HF62_MUSSI
OG0007708	sp|Q9D8H7|OMA1_MOUSE	tr|A0A8C6GRR9|A0A8C6GRR9_MUSSI
OG0007709	sp|Q9D9D3|TBC21_MOUSE	tr|A0A8C6GKQ9|A0A8C6GKQ9_MUSSI
OG0007710	sp|Q9D9M5|PHOP2_MOUSE	tr|A0A8C6GI71|A0A8C6GI71_MUSSI
OG0007711	sp|Q9DA44|TSACC_MOUSE	tr|A0A8C6IFY4|A0A8C6IFY4_MUSSI
OG0007712	sp|Q9DBS4|ACOXL_MOUSE	tr|A0A8C6HJP8|A0A8C6HJP8_MUSSI
OG0007713	sp|Q9JJC6|RIPL1_MOUSE	tr|A0A8C6GQC0|A0A8C6GQC0_MUSSI
OG0007714	sp|Q9R1P3|PSB2_MOUSE	tr|A0A8C6MXG9|A0A8C6MXG9_MUSSI
OG0007715	sp|A2A935|PRD16_MOUSE	tr|A0A8C6HC13|A0A8C6HC13_MUSSI
OG0007716	sp|A2AMZ4|NDUF8_MOUSE	tr|A0A8C6H9G2|A0A8C6H9G2_MUSSI
OG0007717	tr|B1AXU1|B1AXU1_MOUSE	tr|A0A8C6MVR5|A0A8C6MVR5_MUSSI
OG0007718	tr|E9Q732|E9Q732_MOUSE	tr|A0A8C6I2Z8|A0A8C6I2Z8_MUSSI
OG0007719	sp|E9Q9M8|PWP2B_MOUSE	tr|A0A8C6I2D5|A0A8C6I2D5_MUSSI
OG0007720	sp|O70624|MYOC_MOUSE	tr|A0A8C6HWA2|A0A8C6HWA2_MUSSI
OG0007721	sp|P09024|HXB7_MOUSE	tr|A0A8C6HI46|A0A8C6HI46_MUSSI
OG0007722	sp|P17141|ZFP37_MOUSE	tr|A0A8C6HJV4|A0A8C6HJV4_MUSSI
OG0007723	sp|P29788|VTNC_MOUSE	tr|A0A8C6GUM6|A0A8C6GUM6_MUSSI
OG0007724	sp|P30561|AHR_MOUSE	sp|Q8R4S4|AHR_MUSSI
OG0007725	sp|P35412|GPR12_MOUSE	tr|A0A8C6HZQ5|A0A8C6HZQ5_MUSSI
OG0007726	sp|P40694|SMBP2_MOUSE	tr|A0A8C6H766|A0A8C6H766_MUSSI
OG0007727	sp|P42125|ECI1_MOUSE	tr|A0A8C6MRL4|A0A8C6MRL4_MUSSI
OG0007728	sp|P49935|CATH_MOUSE	tr|A0A8C6I4H7|A0A8C6I4H7_MUSSI
OG0007729	sp|P51658|DHB2_MOUSE	tr|A0A8C6HQY3|A0A8C6HQY3_MUSSI
OG0007730	sp|P56931|E2F2_MOUSE	tr|A0A8C6MQE6|A0A8C6MQE6_MUSSI
OG0007731	sp|P59158|S12A3_MOUSE	tr|A0A8C6MPP1|A0A8C6MPP1_MUSSI
OG0007732	sp|P59384|ATS15_MOUSE	tr|A0A8C6GYR0|A0A8C6GYR0_MUSSI
OG0007733	sp|P60041|SMS_MOUSE	tr|A0A8C6I757|A0A8C6I757_MUSSI
OG0007734	sp|P61514|RL37A_MOUSE	tr|A0A8C6MQL3|A0A8C6MQL3_MUSSI
OG0007735	sp|Q00993|UFO_MOUSE	tr|A0A8C6I419|A0A8C6I419_MUSSI
OG0007736	sp|Q04692|SMRCD_MOUSE	tr|A0A8C6GG02|A0A8C6GG02_MUSSI
OG0007737	sp|Q3T9M1|MFS2B_MOUSE	tr|A0A8C6HU17|A0A8C6HU17_MUSSI
OG0007738	sp|Q3TDE8|ZN691_MOUSE	tr|A0A8C6GYE5|A0A8C6GYE5_MUSSI
OG0007739	sp|Q3TS39|SIM33_MOUSE	tr|A0A8C6GUJ1|A0A8C6GUJ1_MUSSI
OG0007740	sp|Q3TWN3|CNNM2_MOUSE	tr|A0A8C6IJH3|A0A8C6IJH3_MUSSI
OG0007741	tr|Q3UYI1|Q3UYI1_MOUSE	tr|A0A8C6H065|A0A8C6H065_MUSSI
OG0007742	sp|Q4FZF2|SPT46_MOUSE	tr|A0A8C6H3P2|A0A8C6H3P2_MUSSI
OG0007743	sp|Q64702|PLK4_MOUSE	tr|A0A8C6GSY2|A0A8C6GSY2_MUSSI
OG0007744	sp|Q64732|FOXB1_MOUSE	tr|A0A8C6I0V8|A0A8C6I0V8_MUSSI
OG0007745	sp|Q66JW3|TOX_MOUSE	tr|A0A8C6HC63|A0A8C6HC63_MUSSI
OG0007746	sp|Q6DFV5|HELZ_MOUSE	tr|A0A8C6HVD1|A0A8C6HVD1_MUSSI
OG0007747	sp|Q6P3Y5|Z280C_MOUSE	tr|A0A8C6H2G1|A0A8C6H2G1_MUSSI
OG0007748	sp|Q6PAL1|DRAXI_MOUSE	tr|A0A8C6GYX6|A0A8C6GYX6_MUSSI
OG0007749	sp|Q6PD21|SHB_MOUSE	tr|A0A8C6HN19|A0A8C6HN19_MUSSI
OG0007750	sp|Q6VV64|KCNKI_MOUSE	tr|A0A8C6IAN0|A0A8C6IAN0_MUSSI
OG0007751	sp|Q6ZQL4|WDR43_MOUSE	tr|A0A8C6I3H6|A0A8C6I3H6_MUSSI
OG0007752	tr|Q7TMN8|Q7TMN8_MOUSE	tr|A0A8C6GBS8|A0A8C6GBS8_MUSSI
OG0007753	tr|Q7TQU8|Q7TQU8_MOUSE	tr|A0A8C6G5E4|A0A8C6G5E4_MUSSI
OG0007754	tr|Q7TR59|Q7TR59_MOUSE	tr|A0A8C6N0Y6|A0A8C6N0Y6_MUSSI
OG0007755	sp|Q80U44|ZFY16_MOUSE	tr|A0A8C6H291|A0A8C6H291_MUSSI
OG0007756	sp|Q8BKI2|TNR6B_MOUSE	tr|A0A8C6IBY8|A0A8C6IBY8_MUSSI
OG0007757	sp|Q8BLH7|HIRP3_MOUSE	tr|A0A8C6I752|A0A8C6I752_MUSSI
OG0007758	sp|Q8BM86|LHPL6_MOUSE	tr|A0A8C6GZQ3|A0A8C6GZQ3_MUSSI
OG0007759	sp|Q8BQZ8|KCNS3_MOUSE	tr|A0A8C6GC36|A0A8C6GC36_MUSSI
OG0007760	sp|Q8BTE0|SDHF4_MOUSE	tr|A0A8C6IC29|A0A8C6IC29_MUSSI
OG0007761	sp|Q8C341|SUCO_MOUSE	tr|A0A8C6MZI1|A0A8C6MZI1_MUSSI
OG0007762	sp|Q8C4S8|DEN2A_MOUSE	tr|A0A8C6GCT3|A0A8C6GCT3_MUSSI
OG0007763	sp|Q8CFE3|RCOR1_MOUSE	tr|A0A8C6GR69|A0A8C6GR69_MUSSI
OG0007764	sp|Q8CGK7|GNAL_MOUSE	tr|A0A8C6HLY6|A0A8C6HLY6_MUSSI
OG0007765	sp|Q8K0Z7|TACO1_MOUSE	tr|A0A8C6I2P3|A0A8C6I2P3_MUSSI
OG0007766	sp|Q8K1N4|SPAS2_MOUSE	tr|A0A8C6G9X4|A0A8C6G9X4_MUSSI
OG0007767	sp|Q8K1T1|LRC25_MOUSE	tr|A0A8C6IK23|A0A8C6IK23_MUSSI
OG0007768	sp|Q8R123|FAD1_MOUSE	tr|A0A8C6I6L8|A0A8C6I6L8_MUSSI
OG0007769	sp|Q8R3P0|ACY2_MOUSE	tr|A0A8C6H061|A0A8C6H061_MUSSI
OG0007770	sp|Q8VBT9|ASPC1_MOUSE	tr|A0A8C6I373|A0A8C6I373_MUSSI
OG0007771	sp|Q8WUR0|CS012_MOUSE	tr|A0A8C6ID04|A0A8C6ID04_MUSSI
OG0007772	sp|Q99JG7|TNIP2_MOUSE	tr|A0A8C6N074|A0A8C6N074_MUSSI
OG0007773	sp|Q99K01|PDXD1_MOUSE	tr|A0A8C6MZW6|A0A8C6MZW6_MUSSI
OG0007774	sp|Q99KC7|SMAGP_MOUSE	tr|A0A8C6HS85|A0A8C6HS85_MUSSI
OG0007775	sp|Q99MU3|DSRAD_MOUSE	tr|A0A8C6I9U1|A0A8C6I9U1_MUSSI
OG0007776	sp|Q99PT3|IN80B_MOUSE	tr|A0A8C6N5X6|A0A8C6N5X6_MUSSI
OG0007777	sp|Q9CQA9|NTPCR_MOUSE	tr|A0A8C6GJS9|A0A8C6GJS9_MUSSI
OG0007778	sp|Q9D0M0|EXOS7_MOUSE	tr|A0A8C6N0A9|A0A8C6N0A9_MUSSI
OG0007779	sp|Q9D5E4|DRC3_MOUSE	tr|A0A8C6HNE0|A0A8C6HNE0_MUSSI
OG0007780	sp|Q9D8E6|RL4_MOUSE	tr|A0A8C6GEA5|A0A8C6GEA5_MUSSI
OG0007781	sp|Q9D925|LYZL4_MOUSE	tr|A0A8C6HWK6|A0A8C6HWK6_MUSSI
OG0007782	sp|Q9DBM2|ECHP_MOUSE	tr|A0A8C6G692|A0A8C6G692_MUSSI
OG0007783	sp|Q9JK53|PRELP_MOUSE	tr|A0A8C6HGS1|A0A8C6HGS1_MUSSI
OG0007784	sp|Q9JMG3|TMUB1_MOUSE	tr|A0A8C6HCY9|A0A8C6HCY9_MUSSI
OG0007785	sp|Q9QXK8|NMU_MOUSE	tr|A0A8C6HMP2|A0A8C6HMP2_MUSSI
OG0007786	sp|Q9QZ26|KCNE5_MOUSE	tr|A0A8C6HUH7|A0A8C6HUH7_MUSSI
OG0007787	sp|Q9WTN0|GGPPS_MOUSE	tr|A0A8C6HDN3|A0A8C6HDN3_MUSSI
OG0007788	sp|Q9Z261|CLD7_MOUSE	tr|A0A8C6HIC4|A0A8C6HIC4_MUSSI
