Orthogroup	Mus_musculus	Sciurus_vulgaris
OG0009102	sp|Q5SVQ0|KAT7_MOUSE	tr|A0A8D2AII0|A0A8D2AII0_SCIVU
OG0009103	sp|Q61083|M3K2_MOUSE	tr|A0A8D2DR85|A0A8D2DR85_SCIVU
OG0009104	sp|Q61087|LAMB3_MOUSE	tr|A0A8D2DLV8|A0A8D2DLV8_SCIVU
OG0009105	sp|Q62181|SEM3C_MOUSE	tr|A0A8D2D765|A0A8D2D765_SCIVU
OG0009107	sp|Q6AW46|EST5A_MOUSE	tr|A0A8D2DYE9|A0A8D2DYE9_SCIVU
OG0009108	sp|Q6AXF6|SIDT1_MOUSE	tr|A0A8D2B6J7|A0A8D2B6J7_SCIVU
OG0009109	sp|Q6DIA7|BRME1_MOUSE	tr|A0A8D2DZQ9|A0A8D2DZQ9_SCIVU
OG0009110	sp|Q6PAC3|DCA13_MOUSE	tr|A0A8D2CK18|A0A8D2CK18_SCIVU
OG0009111	sp|Q6PIJ4|NFRKB_MOUSE	tr|A0A8D2DMY0|A0A8D2DMY0_SCIVU
OG0009112	sp|Q7TQE6|MACOI_MOUSE	tr|A0A8D2AH47|A0A8D2AH47_SCIVU
OG0009113	sp|Q810C0|SLIK2_MOUSE	tr|A0A8D2DSF9|A0A8D2DSF9_SCIVU
OG0009114	sp|Q8BH65|DEN6A_MOUSE	tr|A0A8D2JEQ2|A0A8D2JEQ2_SCIVU
OG0009115	sp|Q8BIA4|FBXW8_MOUSE	tr|A0A8D2CTY8|A0A8D2CTY8_SCIVU
OG0009116	sp|Q8BNJ3|NMNA2_MOUSE	tr|A0A8D2CSS1|A0A8D2CSS1_SCIVU
OG0009117	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A8D2DFF9|A0A8D2DFF9_SCIVU
OG0009118	sp|Q8BWQ5|DCLK3_MOUSE	tr|A0A8D2D287|A0A8D2D287_SCIVU
OG0009119	sp|Q8BXT9|SC22C_MOUSE	tr|A0A8D2JNY3|A0A8D2JNY3_SCIVU
OG0009120	sp|Q8BZR0|GPR82_MOUSE	tr|A0A8D2D7M7|A0A8D2D7M7_SCIVU
OG0009121	sp|Q8C6D4|BEND5_MOUSE	tr|A0A8D2CYM7|A0A8D2CYM7_SCIVU
OG0009122	sp|Q8C779|RADX_MOUSE	tr|A0A8D2DNM8|A0A8D2DNM8_SCIVU
OG0009123	sp|Q8CC88|VWA8_MOUSE	tr|A0A8D2ATD3|A0A8D2ATD3_SCIVU
OG0009124	sp|Q8CDI6|CD158_MOUSE	tr|A0A8D2JSE5|A0A8D2JSE5_SCIVU
OG0009126	sp|Q8R3H9|TTC4_MOUSE	tr|A0A8D2AUT8|A0A8D2AUT8_SCIVU
OG0009127	sp|Q8R409|HEXI1_MOUSE	tr|A0A8D2B422|A0A8D2B422_SCIVU
OG0009128	sp|Q8VHN7|AGRV1_MOUSE	tr|A0A8D2B1Z7|A0A8D2B1Z7_SCIVU
OG0009129	sp|Q91V51|TTLL1_MOUSE	tr|A0A8D2ASR6|A0A8D2ASR6_SCIVU
OG0009130	sp|Q91X88|PMGT1_MOUSE	tr|A0A8D2CNV0|A0A8D2CNV0_SCIVU
OG0009131	sp|Q9CQ74|LERL1_MOUSE	tr|A0A8D2D8Q1|A0A8D2D8Q1_SCIVU
OG0009132	sp|Q9CR22|TMM42_MOUSE	tr|A0A8D2D4G6|A0A8D2D4G6_SCIVU
OG0009133	sp|Q9CRB6|TPPP3_MOUSE	tr|A0A8D2JRX6|A0A8D2JRX6_SCIVU
OG0009134	sp|Q9CXY9|GPI8_MOUSE	tr|A0A8D2DNC0|A0A8D2DNC0_SCIVU
OG0009135	sp|Q9CZ42|NNRD_MOUSE	tr|A0A8D2AXW6|A0A8D2AXW6_SCIVU
OG0009136	sp|Q9D9F8|MIPO1_MOUSE	tr|A0A8D2CKL7|A0A8D2CKL7_SCIVU
OG0009137	sp|Q9DBN9|DDX59_MOUSE	tr|A0A8D2D6J1|A0A8D2D6J1_SCIVU
OG0009138	sp|Q9EP52|TWSG1_MOUSE	tr|A0A8D2CRN1|A0A8D2CRN1_SCIVU
OG0009139	sp|Q9QY30|ABCBB_MOUSE	tr|A0A8D2DRM4|A0A8D2DRM4_SCIVU
OG0009140	sp|Q9WV68|DECR2_MOUSE	tr|A0A8D2DMH4|A0A8D2DMH4_SCIVU
OG0009141	sp|A2AJK6|CHD7_MOUSE	tr|A0A8D2JHS6|A0A8D2JHS6_SCIVU
OG0009142	sp|B9EJA2|CTTB2_MOUSE	tr|A0A8D2D1X1|A0A8D2D1X1_SCIVU
OG0009143	tr|D3Z0M9|D3Z0M9_MOUSE	tr|A0A8D2CVK7|A0A8D2CVK7_SCIVU
OG0009144	tr|E9PY43|E9PY43_MOUSE	tr|A0A8D2AT17|A0A8D2AT17_SCIVU
OG0009145	sp|J3QMI4|CAHM3_MOUSE	tr|A0A8D2CLM3|A0A8D2CLM3_SCIVU
OG0009146	sp|O08807|PRDX4_MOUSE	tr|A0A8D2DSB8|A0A8D2DSB8_SCIVU
OG0009147	sp|O54943|PER2_MOUSE	tr|A0A8D2DYQ8|A0A8D2DYQ8_SCIVU
OG0009148	sp|O70152|DPM1_MOUSE	tr|A0A8D2AKN7|A0A8D2AKN7_SCIVU
OG0009149	sp|O70362|PHLD_MOUSE	tr|A0A8D2CUT8|A0A8D2CUT8_SCIVU
OG0009150	sp|O70445|BARD1_MOUSE	tr|A0A8D2B0X8|A0A8D2B0X8_SCIVU
OG0009151	sp|O88516|DLL3_MOUSE	tr|A0A8D2E4A3|A0A8D2E4A3_SCIVU
OG0009152	sp|P0C1Z5|U730_MOUSE	tr|A0A8D2ANV0|A0A8D2ANV0_SCIVU
OG0009153	sp|P35285|RB22A_MOUSE	tr|A0A8D2AHX7|A0A8D2AHX7_SCIVU
OG0009154	sp|P41251|NRAM1_MOUSE	tr|A0A8D2CTF2|A0A8D2CTF2_SCIVU
OG0009155	sp|P50207|HXC13_MOUSE	tr|A0A8D2JSK4|A0A8D2JSK4_SCIVU
OG0009156	sp|P51557|STAR_MOUSE	tr|A0A8D2D0H4|A0A8D2D0H4_SCIVU
OG0009157	sp|P56960|EXOSX_MOUSE	tr|A0A8D2CMT6|A0A8D2CMT6_SCIVU
OG0009158	sp|P57096|PSCA_MOUSE	tr|A0A8D2DSQ6|A0A8D2DSQ6_SCIVU
OG0009159	sp|P97714|ADA1D_MOUSE	tr|A0A8D2B190|A0A8D2B190_SCIVU
OG0009160	sp|Q3TBL6|TP8L3_MOUSE	tr|A0A8D2AXD8|A0A8D2AXD8_SCIVU
OG0009161	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A8D2AIY9|A0A8D2AIY9_SCIVU
OG0009162	sp|Q3TV70|NR2CA_MOUSE	tr|A0A8D2DAA6|A0A8D2DAA6_SCIVU
OG0009163	sp|Q3UZW7|EF2KT_MOUSE	tr|A0A8D2DKR8|A0A8D2DKR8_SCIVU
OG0009164	sp|Q497J1|TM86B_MOUSE	tr|A0A8D2DUP7|A0A8D2DUP7_SCIVU
OG0009165	sp|Q5DTZ0|NYNRI_MOUSE	tr|A0A8D2CMS5|A0A8D2CMS5_SCIVU
OG0009166	tr|Q5SUF7|Q5SUF7_MOUSE	tr|A0A8D2B678|A0A8D2B678_SCIVU
OG0009167	sp|Q60714|S27A1_MOUSE	tr|A0A8D2DYS1|A0A8D2DYS1_SCIVU
OG0009168	sp|Q61362|CH3L1_MOUSE	tr|A0A8D2B8P8|A0A8D2B8P8_SCIVU
OG0009169	sp|Q62312|TGFR2_MOUSE	tr|A0A8D2DET9|A0A8D2DET9_SCIVU
OG0009170	tr|Q6PCP3|Q6PCP3_MOUSE	tr|A0A8D2D1F9|A0A8D2D1F9_SCIVU
OG0009171	sp|Q70KY4|FOXO6_MOUSE	tr|A0A8D2B8W0|A0A8D2B8W0_SCIVU
OG0009172	sp|Q7TQF2|FBX10_MOUSE	tr|A0A8D2D9W0|A0A8D2D9W0_SCIVU
OG0009173	sp|Q80Y86|MK15_MOUSE	tr|A0A8D2DZC7|A0A8D2DZC7_SCIVU
OG0009174	sp|Q8BHM9|TM11F_MOUSE	tr|A0A8D2E0A7|A0A8D2E0A7_SCIVU
OG0009175	sp|Q8BJU0|SGTA_MOUSE	tr|A0A8D2DM24|A0A8D2DM24_SCIVU
OG0009176	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A8D2BD96|A0A8D2BD96_SCIVU
OG0009177	sp|Q8BSV3|BEND7_MOUSE	tr|A0A8D2DEZ1|A0A8D2DEZ1_SCIVU
OG0009178	sp|Q8BVL3|SNX17_MOUSE	tr|A0A8D2E1F9|A0A8D2E1F9_SCIVU
OG0009179	sp|Q8BWP8|B4GA1_MOUSE	tr|A0A8D2B613|A0A8D2B613_SCIVU
OG0009180	sp|Q8BZ89|ZN322_MOUSE	tr|A0A8D2B075|A0A8D2B075_SCIVU
OG0009181	sp|Q8CFK2|TF3B_MOUSE	tr|A0A8D2BB77|A0A8D2BB77_SCIVU
OG0009182	sp|Q8CH18|CCAR1_MOUSE	tr|A0A8D2AQN0|A0A8D2AQN0_SCIVU
OG0009183	sp|Q8CIG3|KDM1B_MOUSE	tr|A0A8D2JM19|A0A8D2JM19_SCIVU
OG0009184	sp|Q8K003|TMA7_MOUSE	tr|A0A8D2D1Z5|A0A8D2D1Z5_SCIVU
OG0009185	sp|Q8K296|MTMR3_MOUSE	tr|A0A8D2DEQ8|A0A8D2DEQ8_SCIVU
OG0009186	sp|Q8K358|PIGU_MOUSE	tr|A0A8D2ASV0|A0A8D2ASV0_SCIVU
OG0009187	sp|Q8R043|SIM29_MOUSE	tr|A0A8D2CQF3|A0A8D2CQF3_SCIVU
OG0009188	sp|Q8R0X2|CACL1_MOUSE	tr|A0A8D2CLM6|A0A8D2CLM6_SCIVU
OG0009189	sp|Q8R1X6|SPART_MOUSE	tr|A0A8D2B674|A0A8D2B674_SCIVU
OG0009190	sp|Q8VEG0|CCD71_MOUSE	tr|A0A8D2DFJ8|A0A8D2DFJ8_SCIVU
OG0009191	sp|Q91YM2|RHG35_MOUSE	tr|A0A8D2CT69|A0A8D2CT69_SCIVU
OG0009192	sp|Q922Z0|OXDD_MOUSE	tr|A0A8D2CX71|A0A8D2CX71_SCIVU
OG0009193	sp|Q99K30|ES8L2_MOUSE	tr|A0A8D2JJ16|A0A8D2JJ16_SCIVU
OG0009194	sp|Q9CQB5|CISD2_MOUSE	tr|A0A8D2B0Q8|A0A8D2B0Q8_SCIVU
OG0009195	sp|Q9CXV9|DCNL5_MOUSE	tr|A0A8D2D3Z0|A0A8D2D3Z0_SCIVU
OG0009196	sp|Q9D180|CFA57_MOUSE	tr|A0A8D2CW93|A0A8D2CW93_SCIVU
OG0009197	sp|Q9D256|ISK12_MOUSE	tr|A0A8D2B7T4|A0A8D2B7T4_SCIVU
OG0009198	sp|Q9D4C5|EAF1_MOUSE	tr|A0A8D2DM18|A0A8D2DM18_SCIVU
OG0009199	sp|Q9DAK4|FBP12_MOUSE	tr|A0A8D2AMC5|A0A8D2AMC5_SCIVU
OG0009200	sp|Q9EQQ0|SUV92_MOUSE	tr|A0A8D2DBC2|A0A8D2DBC2_SCIVU
OG0009201	sp|Q9JJU8|SH3L1_MOUSE	tr|A0A8D2CQX8|A0A8D2CQX8_SCIVU
OG0009202	sp|Q9JJV2|PROF2_MOUSE	tr|A0A8D2B943|A0A8D2B943_SCIVU
OG0009203	sp|Q9JLM9|GRB14_MOUSE	tr|A0A8D2D3Q6|A0A8D2D3Q6_SCIVU
OG0009204	sp|Q9R099|TBL2_MOUSE	tr|A0A8D2DPT9|A0A8D2DPT9_SCIVU
OG0009205	sp|Q9R0Q9|MPU1_MOUSE	tr|A0A8D2JMR5|A0A8D2JMR5_SCIVU
OG0009206	sp|Q9WTU0|PHF2_MOUSE	tr|A0A8D2CZT8|A0A8D2CZT8_SCIVU
OG0009207	sp|Q9WTZ2|MBTP1_MOUSE	tr|A0A8D2JTC7|A0A8D2JTC7_SCIVU
OG0009208	sp|Q9WV31|ARC_MOUSE	tr|A0A8D2DSL4|A0A8D2DSL4_SCIVU
OG0009209	sp|Q9WV80|SNX1_MOUSE	tr|A0A8D2DMI3|A0A8D2DMI3_SCIVU
OG0009210	sp|Q9Z0H8|CLIP2_MOUSE	tr|A0A8D2JS91|A0A8D2JS91_SCIVU
OG0009211	sp|Q9Z108|STAU1_MOUSE	tr|A0A8D2AQI9|A0A8D2AQI9_SCIVU
OG0009212	tr|V9GX04|V9GX04_MOUSE	tr|A0A8D2CZE1|A0A8D2CZE1_SCIVU
OG0009213	sp|A0JNU3|LPP60_MOUSE	tr|A0A8D2CRN2|A0A8D2CRN2_SCIVU
OG0009214	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A8D2B9I5|A0A8D2B9I5_SCIVU
OG0009215	tr|E9Q963|E9Q963_MOUSE	tr|A0A8D2DCP2|A0A8D2DCP2_SCIVU
OG0009216	tr|G3UW63|G3UW63_MOUSE	tr|A0A8D2DZK4|A0A8D2DZK4_SCIVU
OG0009217	sp|O88803|LECT2_MOUSE	tr|A0A8D2B5I1|A0A8D2B5I1_SCIVU
OG0009218	sp|P14733|LMNB1_MOUSE	tr|A0A8D2ARV6|A0A8D2ARV6_SCIVU
OG0009219	sp|P22561|WT1_MOUSE	tr|A0A8D2AYW1|A0A8D2AYW1_SCIVU
OG0009220	sp|P35282|RAB21_MOUSE	tr|A0A8D2DQ95|A0A8D2DQ95_SCIVU
OG0009221	sp|P36371|TAP2_MOUSE	tr|A0A8D2B299|A0A8D2B299_SCIVU
OG0009222	sp|P42128|FOXK1_MOUSE	tr|A0A8D2DD21|A0A8D2DD21_SCIVU
OG0009223	sp|P57757|CTNS_MOUSE	tr|A0A8D2DEW0|A0A8D2DEW0_SCIVU
OG0009224	sp|P61957|SUMO2_MOUSE	tr|A0A8D2CXT5|A0A8D2CXT5_SCIVU
OG0009225	sp|P70268|PKN1_MOUSE	tr|A0A8D2E3N1|A0A8D2E3N1_SCIVU
OG0009226	sp|P83940|ELOC_MOUSE	tr|A0A8D2APY4|A0A8D2APY4_SCIVU
OG0009227	sp|P97494|GSH1_MOUSE	tr|A0A8D2CPI7|A0A8D2CPI7_SCIVU
OG0009228	sp|Q3TIX9|SNUT2_MOUSE	tr|A0A8D2JMN3|A0A8D2JMN3_SCIVU
OG0009229	sp|Q3UFD7|FFAR3_MOUSE	tr|A0A8D2E0V7|A0A8D2E0V7_SCIVU
OG0009230	sp|Q3UFJ6|T184A_MOUSE	tr|A0A8D2DUG4|A0A8D2DUG4_SCIVU
OG0009231	tr|Q50E62|Q50E62_MOUSE	tr|A0A8D2DTC9|A0A8D2DTC9_SCIVU
OG0009232	sp|Q5I043|UBP28_MOUSE	tr|A0A8D2DJK0|A0A8D2DJK0_SCIVU
OG0009233	sp|Q5RJB0|BHA09_MOUSE	tr|A0A8D2D122|A0A8D2D122_SCIVU
OG0009234	sp|Q60753|CTF1_MOUSE	tr|A0A8D2DYK5|A0A8D2DYK5_SCIVU
OG0009235	sp|Q64322|NPDC1_MOUSE	tr|A0A8D2DFR6|A0A8D2DFR6_SCIVU
OG0009236	sp|Q6GQU6|LIGO3_MOUSE	tr|A0A8D2DNH1|A0A8D2DNH1_SCIVU
OG0009237	sp|Q6TXD4|DNMBP_MOUSE	tr|A0A8D2CW96|A0A8D2CW96_SCIVU
OG0009238	sp|Q7M750|OPALI_MOUSE	tr|A0A8D2JQ75|A0A8D2JQ75_SCIVU
OG0009239	sp|Q7TQI3|OTUB1_MOUSE	tr|A0A8D2JPB8|A0A8D2JPB8_SCIVU
OG0009240	sp|Q80TS7|DEND_MOUSE	tr|A0A8D2CXV1|A0A8D2CXV1_SCIVU
OG0009241	sp|Q80VU4|NTF4_MOUSE	tr|A0A8D2D906|A0A8D2D906_SCIVU
OG0009242	sp|Q80Z25|OFD1_MOUSE	tr|A0A8D2DKM2|A0A8D2DKM2_SCIVU
OG0009243	sp|Q8BGR5|FA53B_MOUSE	tr|A0A8D2CJN1|A0A8D2CJN1_SCIVU
OG0009244	sp|Q8BRM6|MEI4_MOUSE	tr|A0A8D2AZG6|A0A8D2AZG6_SCIVU
OG0009245	sp|Q8BVE8|NSD2_MOUSE	tr|A0A8D2DER7|A0A8D2DER7_SCIVU
OG0009246	sp|Q8CFR0|C1QL2_MOUSE	tr|A0A8D2ADF2|A0A8D2ADF2_SCIVU
OG0009247	sp|Q8CIM3|D2HDH_MOUSE	tr|A0A8D2CVS2|A0A8D2CVS2_SCIVU
OG0009248	tr|Q8K0E4|Q8K0E4_MOUSE	tr|A0A8D2AN33|A0A8D2AN33_SCIVU
OG0009249	sp|Q8K215|LYRM4_MOUSE	tr|A0A8D2BC36|A0A8D2BC36_SCIVU
OG0009250	sp|Q8K4B2|IRAK3_MOUSE	tr|A0A8D2CWA1|A0A8D2CWA1_SCIVU
OG0009251	sp|Q8R100|CAHM5_MOUSE	tr|A0A8D2B8D3|A0A8D2B8D3_SCIVU
OG0009252	sp|Q8R3C0|MCMBP_MOUSE	tr|A0A8D2AN80|A0A8D2AN80_SCIVU
OG0009253	sp|Q921F4|HNRLL_MOUSE	tr|A0A8D2D882|A0A8D2D882_SCIVU
OG0009254	sp|Q924Z6|XPO6_MOUSE	tr|A0A8D2DCC6|A0A8D2DCC6_SCIVU
OG0009255	sp|Q9D5I4|DYLT5_MOUSE	tr|A0A8D2JIE1|A0A8D2JIE1_SCIVU
OG0009256	sp|Q9D711|PIR_MOUSE	tr|A0A8D2DFW6|A0A8D2DFW6_SCIVU
OG0009257	sp|Q9D735|TRIR_MOUSE	tr|A0A8D2DZP6|A0A8D2DZP6_SCIVU
OG0009258	sp|Q9D7E4|CS025_MOUSE	tr|A0A8D2DCV8|A0A8D2DCV8_SCIVU
OG0009259	sp|Q9DAN1|PDILT_MOUSE	tr|A0A8D2DXG1|A0A8D2DXG1_SCIVU
OG0009260	sp|Q9DBE9|SPB1_MOUSE	tr|A0A8D2ARZ8|A0A8D2ARZ8_SCIVU
OG0009261	sp|Q9DBQ9|SWT1_MOUSE	tr|A0A8D2B5E5|A0A8D2B5E5_SCIVU
OG0009262	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A8D2B3X7|A0A8D2B3X7_SCIVU
OG0009263	sp|Q9JJX8|ST32B_MOUSE	tr|A0A8D2B2L5|A0A8D2B2L5_SCIVU
OG0009264	sp|Q9QYF1|RDH11_MOUSE	tr|A0A8D2D0K8|A0A8D2D0K8_SCIVU
OG0009265	sp|Q9QYY0|GAB1_MOUSE	tr|A0A8D2B3I3|A0A8D2B3I3_SCIVU
OG0009266	sp|Q9QZE2|CLNK_MOUSE	tr|A0A8D2B014|A0A8D2B014_SCIVU
OG0009267	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A8D2DAA0|A0A8D2DAA0_SCIVU
OG0009268	tr|A0A1L1SR87|A0A1L1SR87_MOUSE	tr|A0A8D2DSX3|A0A8D2DSX3_SCIVU
OG0009269	sp|A1Y9I9|TOMT_MOUSE	tr|A0A8D2D198|A0A8D2D198_SCIVU
OG0009270	sp|A2AWP8|ARGAL_MOUSE	tr|A0A8D2CK83|A0A8D2CK83_SCIVU
OG0009271	sp|A8C756|THADA_MOUSE	tr|A0A8D2DZ33|A0A8D2DZ33_SCIVU
OG0009272	sp|D3YVL2|CFA70_MOUSE	tr|A0A8D2JML9|A0A8D2JML9_SCIVU
OG0009273	tr|D3Z7A5|D3Z7A5_MOUSE	tr|A0A8D2DS38|A0A8D2DS38_SCIVU
OG0009274	tr|E9PYF4|E9PYF4_MOUSE	tr|A0A8D2AIQ5|A0A8D2AIQ5_SCIVU
OG0009275	sp|G3X939|SL9A3_MOUSE	tr|A0A8D2BCR6|A0A8D2BCR6_SCIVU
OG0009276	tr|M0QWN7|M0QWN7_MOUSE	tr|A0A8D2D374|A0A8D2D374_SCIVU
OG0009277	sp|O35601|FYB1_MOUSE	tr|A0A8D2CMX6|A0A8D2CMX6_SCIVU
OG0009278	sp|O35627|NR1I3_MOUSE	tr|A0A8D2CW21|A0A8D2CW21_SCIVU
OG0009279	sp|O70342|NPY5R_MOUSE	tr|A0A8D2CJJ2|A0A8D2CJJ2_SCIVU
OG0009280	sp|P27889|HNF1B_MOUSE	tr|A0A8D2BCD4|A0A8D2BCD4_SCIVU
OG0009281	sp|P31428|DPEP1_MOUSE	tr|A0A8D2DGN8|A0A8D2DGN8_SCIVU
OG0009282	sp|P35374|AGTR2_MOUSE	tr|A0A8D2DBZ6|A0A8D2DBZ6_SCIVU
OG0009283	sp|P37889|FBLN2_MOUSE	tr|A0A8D2D2H7|A0A8D2D2H7_SCIVU
OG0009284	sp|P43024|CX6A1_MOUSE	tr|A0A8D2B7P1|A0A8D2B7P1_SCIVU
OG0009285	sp|P49446|PTPRE_MOUSE	tr|A0A8D2DL07|A0A8D2DL07_SCIVU
OG0009286	sp|P62331|ARF6_MOUSE	tr|A0A8D2CPI4|A0A8D2CPI4_SCIVU
OG0009287	sp|P70662|LDB1_MOUSE	tr|A0A8D2ASA4|A0A8D2ASA4_SCIVU
OG0009288	sp|P97793|ALK_MOUSE	tr|A0A8D2E2N1|A0A8D2E2N1_SCIVU
OG0009289	sp|P97794|KCNJ8_MOUSE	tr|A0A8D2DRP4|A0A8D2DRP4_SCIVU
OG0009290	sp|Q03142|FGFR4_MOUSE	tr|A0A8D2AW70|A0A8D2AW70_SCIVU
OG0009291	sp|Q3TIT8|SPX3_MOUSE	tr|A0A8D2CVB2|A0A8D2CVB2_SCIVU
OG0009292	sp|Q3U2U7|MET17_MOUSE	tr|A0A8D2AHJ6|A0A8D2AHJ6_SCIVU
OG0009293	sp|Q3U829|AP5Z1_MOUSE	tr|A0A8D2DDZ0|A0A8D2DDZ0_SCIVU
OG0009294	sp|Q3UIJ9|MYZAP_MOUSE	tr|A0A8D2BBB0|A0A8D2BBB0_SCIVU
OG0009295	sp|Q61144|PSN2_MOUSE	tr|A0A8D2B7F1|A0A8D2B7F1_SCIVU
OG0009296	sp|Q62442|VAMP1_MOUSE	tr|A0A8D2D120|A0A8D2D120_SCIVU
OG0009297	sp|Q6KAQ7|ZZZ3_MOUSE	tr|A0A8D2DM87|A0A8D2DM87_SCIVU
OG0009298	sp|Q6PCZ4|MAGE1_MOUSE	tr|A0A8D2CZ13|A0A8D2CZ13_SCIVU
OG0009299	sp|Q6PFE3|RA54B_MOUSE	tr|A0A8D2AGL3|A0A8D2AGL3_SCIVU
OG0009300	sp|Q6PJN8|DALD3_MOUSE	tr|A0A8D2DBE9|A0A8D2DBE9_SCIVU
OG0009301	sp|Q6R653|UN5CL_MOUSE	tr|A0A8D2CY34|A0A8D2CY34_SCIVU
OG0009302	sp|Q71M36|CSPG5_MOUSE	tr|A0A8D2DGE7|A0A8D2DGE7_SCIVU
OG0009303	sp|Q765I1|UTS2B_MOUSE	tr|A0A8D2AXE0|A0A8D2AXE0_SCIVU
OG0009304	sp|Q7M742|SG1C1_MOUSE	tr|A0A8D2B6U6|A0A8D2B6U6_SCIVU
OG0009305	sp|Q8BGW8|VGLL2_MOUSE	tr|A0A8D2B5I6|A0A8D2B5I6_SCIVU
OG0009306	sp|Q8BSU2|CXL16_MOUSE	tr|A0A8D2BAJ0|A0A8D2BAJ0_SCIVU
OG0009307	sp|Q8BUE4|FSP1_MOUSE	tr|A0A8D2AE61|A0A8D2AE61_SCIVU
OG0009308	sp|Q8BUL6|PKHA1_MOUSE	tr|A0A8D2AG31|A0A8D2AG31_SCIVU
OG0009309	sp|Q8BVR6|RSPRY_MOUSE	tr|A0A8D2JRP5|A0A8D2JRP5_SCIVU
OG0009310	sp|Q8BZ33|TENS4_MOUSE	tr|A0A8D2CL42|A0A8D2CL42_SCIVU
OG0009311	sp|Q8C3F2|F120C_MOUSE	tr|A0A8D2CWT9|A0A8D2CWT9_SCIVU
OG0009312	sp|Q8CBR6|TSK_MOUSE	tr|A0A8D2JS99|A0A8D2JS99_SCIVU
OG0009313	sp|Q8JZZ6|AMERL_MOUSE	tr|A0A8D2DNV3|A0A8D2DNV3_SCIVU
OG0009314	sp|Q8K010|OPLA_MOUSE	tr|A0A8D2CKB8|A0A8D2CKB8_SCIVU
OG0009315	sp|Q8K349|GIMA6_MOUSE	tr|A0A8D2B7L3|A0A8D2B7L3_SCIVU
OG0009316	sp|Q8K3A0|HSC20_MOUSE	tr|A0A8D2D0F3|A0A8D2D0F3_SCIVU
OG0009317	sp|Q8K3V7|MNAR1_MOUSE	tr|A0A8D2B9U5|A0A8D2B9U5_SCIVU
OG0009318	sp|Q8QZY2|GLCTK_MOUSE	tr|A0A8D2B781|A0A8D2B781_SCIVU
OG0009319	sp|Q8R080|GTSE1_MOUSE	tr|A0A8D2AYL9|A0A8D2AYL9_SCIVU
OG0009320	sp|Q8R3P9|SLF1_MOUSE	tr|A0A8D2B4H7|A0A8D2B4H7_SCIVU
OG0009321	sp|Q8VCE9|PKHH3_MOUSE	tr|A0A8D2AVT9|A0A8D2AVT9_SCIVU
OG0009322	sp|Q91UZ5|IMPA2_MOUSE	tr|A0A8D2CZU0|A0A8D2CZU0_SCIVU
OG0009323	sp|Q91V79|FITM1_MOUSE	tr|A0A8D2CKE3|A0A8D2CKE3_SCIVU
OG0009324	sp|Q99P65|S29A3_MOUSE	tr|A0A8D2DK15|A0A8D2DK15_SCIVU
OG0009325	sp|Q9CQ20|M1IP1_MOUSE	tr|A0A8D2DDK1|A0A8D2DDK1_SCIVU
OG0009326	sp|Q9CZ28|SNF8_MOUSE	tr|A0A8D2DLC2|A0A8D2DLC2_SCIVU
OG0009327	sp|Q9D5V2|KLH10_MOUSE	tr|A0A8D2AG27|A0A8D2AG27_SCIVU
OG0009328	sp|Q9EQ06|DHB11_MOUSE	tr|A0A8D2D2G1|A0A8D2D2G1_SCIVU
OG0009329	sp|Q9JLN6|ADA28_MOUSE	tr|A0A8D2ATM9|A0A8D2ATM9_SCIVU
OG0009330	sp|Q9Z205|RFXK_MOUSE	tr|A0A8D2DB70|A0A8D2DB70_SCIVU
OG0009331	tr|A0A1B0GT24|A0A1B0GT24_MOUSE	tr|A0A8D2JQ05|A0A8D2JQ05_SCIVU
OG0009332	sp|A2A9F4|KDF1_MOUSE	tr|A0A8D2AS64|A0A8D2AS64_SCIVU
OG0009333	sp|O08609|MLX_MOUSE	tr|A0A8D2AR72|A0A8D2AR72_SCIVU
OG0009334	sp|O35972|RM23_MOUSE	tr|A0A8D2DCM1|A0A8D2DCM1_SCIVU
OG0009335	sp|O70300|PSPN_MOUSE	tr|A0A8D2DW09|A0A8D2DW09_SCIVU
OG0009336	sp|O70400|PDLI1_MOUSE	tr|A0A8D2DZ99|A0A8D2DZ99_SCIVU
OG0009337	sp|O88346|TNNT1_MOUSE	tr|A0A8D2DS92|A0A8D2DS92_SCIVU
OG0009338	sp|O88838|SPSB2_MOUSE	tr|A0A8D2DFS1|A0A8D2DFS1_SCIVU
OG0009339	sp|P13346|FOSB_MOUSE	tr|A0A8D2DSF3|A0A8D2DSF3_SCIVU
OG0009340	sp|P62270|RS18_MOUSE	tr|A0A8D2ARY9|A0A8D2ARY9_SCIVU
OG0009341	sp|P62838|UB2D2_MOUSE	tr|A0A8D2DVZ2|A0A8D2DVZ2_SCIVU
OG0009342	sp|P70158|ASM3A_MOUSE	tr|A0A8D2DMR2|A0A8D2DMR2_SCIVU
OG0009343	sp|P70196|TRAF6_MOUSE	tr|A0A8D2DHA2|A0A8D2DHA2_SCIVU
OG0009344	sp|P70388|RAD50_MOUSE	tr|A0A8D2DLZ6|A0A8D2DLZ6_SCIVU
OG0009345	sp|P97378|I12R2_MOUSE	tr|A0A8D2D3U9|A0A8D2D3U9_SCIVU
