Orthogroup	Mus_musculus	Pan_paniscus
OG0004595	tr|G3X952|G3X952_MOUSE	tr|A0A2R9BG48|A0A2R9BG48_PANPA
OG0004596	sp|O08859|TSG6_MOUSE	tr|A0A2R9ACW6|A0A2R9ACW6_PANPA
OG0004597	sp|O35385|PPE2_MOUSE	tr|A0A2R9AD26|A0A2R9AD26_PANPA
OG0004598	sp|O35566|CD151_MOUSE	tr|A0A2R9AGJ8|A0A2R9AGJ8_PANPA
OG0004599	sp|O88186|GPIX_MOUSE	tr|A0A2R8ZEH9|A0A2R8ZEH9_PANPA
OG0004600	sp|O88455|DHCR7_MOUSE	tr|A0A2R9BUA6|A0A2R9BUA6_PANPA
OG0004601	sp|O88839|ADA15_MOUSE	tr|A0A2R9BM08|A0A2R9BM08_PANPA
OG0004602	sp|P08923|LTK_MOUSE	tr|A0A2R9AY33|A0A2R9AY33_PANPA
OG0004603	sp|P12657|ACM1_MOUSE	tr|A0A2R8ZHH8|A0A2R8ZHH8_PANPA
OG0004604	sp|P12658|CALB1_MOUSE	tr|A0A2R9CNG8|A0A2R9CNG8_PANPA
OG0004605	sp|P12660|PCP2_MOUSE	tr|A0A2R8ZVX8|A0A2R8ZVX8_PANPA
OG0004606	sp|P23298|KPCL_MOUSE	tr|A0A2R9AS27|A0A2R9AS27_PANPA
OG0004607	sp|P25446|TNR6_MOUSE	tr|A0A2R9B6U6|A0A2R9B6U6_PANPA
OG0004608	sp|P35917|VGFR3_MOUSE	tr|A0A2R9CAR8|A0A2R9CAR8_PANPA
OG0004609	sp|P61211|ARL1_MOUSE	tr|A0A2R9B1F7|A0A2R9B1F7_PANPA
OG0004610	sp|P62488|RPB7_MOUSE	tr|A0A2R9BWD8|A0A2R9BWD8_PANPA
OG0004611	sp|Q00288|PAX8_MOUSE	tr|A0A2R9AHH6|A0A2R9AHH6_PANPA
OG0004612	sp|Q30KN8|DFB25_MOUSE	tr|A0A2R9AAG7|A0A2R9AAG7_PANPA
OG0004613	sp|Q3SXC5|ARL14_MOUSE	tr|A0A2R8ZGM7|A0A2R8ZGM7_PANPA
OG0004614	sp|Q3UL36|ARGL1_MOUSE	tr|A0A2R9ACG3|A0A2R9ACG3_PANPA
OG0004615	sp|Q3URQ0|TEX10_MOUSE	tr|A0A2R9BF55|A0A2R9BF55_PANPA
OG0004616	sp|Q5DQQ6|WFD13_MOUSE	tr|A0A2R9C6I8|A0A2R9C6I8_PANPA
OG0004617	sp|Q5XKN4|JAGN1_MOUSE	tr|A0A2R9BJF1|A0A2R9BJF1_PANPA
OG0004618	sp|Q61043|NIN_MOUSE	tr|A0A2R9CBL8|A0A2R9CBL8_PANPA
OG0004619	sp|Q64291|K1C12_MOUSE	tr|A0A2R9B0H7|A0A2R9B0H7_PANPA
OG0004620	sp|Q69ZK6|JHD2C_MOUSE	tr|A0A2R9CJ42|A0A2R9CJ42_PANPA
OG0004621	sp|Q6NV72|WDCP_MOUSE	tr|A0A2R9AJM8|A0A2R9AJM8_PANPA
OG0004622	tr|Q6NZI9|Q6NZI9_MOUSE	tr|A0A2R9A1Z5|A0A2R9A1Z5_PANPA
OG0004623	sp|Q6P5G0|MK04_MOUSE	tr|A0A2R8ZAT0|A0A2R8ZAT0_PANPA
OG0004624	sp|Q76K27|SIAT2_MOUSE	tr|A0A2R9BBT5|A0A2R9BBT5_PANPA
OG0004625	sp|Q80TG1|KANL1_MOUSE	tr|A0A2R9B5E1|A0A2R9B5E1_PANPA
OG0004626	sp|Q80U16|RIPR2_MOUSE	tr|A0A2R9CLK7|A0A2R9CLK7_PANPA
OG0004627	sp|Q80W49|CRBG3_MOUSE	tr|A0A2R9BY08|A0A2R9BY08_PANPA
OG0004628	sp|Q80WJ1|GGN_MOUSE	tr|A0A2R8ZHQ1|A0A2R8ZHQ1_PANPA
OG0004630	sp|Q8BKD6|R144B_MOUSE	tr|A0A2R9CQB4|A0A2R9CQB4_PANPA
OG0004631	tr|Q8BUR5|Q8BUR5_MOUSE	tr|A0A2R8ZQR7|A0A2R8ZQR7_PANPA
OG0004632	sp|Q8BY02|NKRF_MOUSE	tr|A0A2R8ZAX6|A0A2R8ZAX6_PANPA
OG0004633	sp|Q8C3L1|SSUH2_MOUSE	tr|A0A2R9AYJ5|A0A2R9AYJ5_PANPA
OG0004634	sp|Q8CGF7|TCRG1_MOUSE	tr|A0A2R9B113|A0A2R9B113_PANPA
OG0004635	sp|Q8K0U4|HS12A_MOUSE	tr|A0A2R9CHZ4|A0A2R9CHZ4_PANPA
OG0004636	sp|Q8K1K6|SPB10_MOUSE	tr|A0A2R9CEW8|A0A2R9CEW8_PANPA
OG0004637	sp|Q8R316|HBP1_MOUSE	tr|A0A2R9CA39|A0A2R9CA39_PANPA
OG0004638	sp|Q91WF7|FIG4_MOUSE	tr|A0A2R8ZGB3|A0A2R8ZGB3_PANPA
OG0004639	sp|Q91WR6|GINM1_MOUSE	tr|A0A2R8ZY48|A0A2R8ZY48_PANPA
OG0004640	sp|Q99MV7|RNF17_MOUSE	tr|A0A2R9A1P8|A0A2R9A1P8_PANPA
OG0004641	sp|Q9D0K1|PEX13_MOUSE	tr|A0A2R8ZY76|A0A2R8ZY76_PANPA
OG0004642	sp|Q9D2C6|RPC8_MOUSE	tr|A0A2R9AEM1|A0A2R9AEM1_PANPA
OG0004643	sp|Q9D358|PPAC_MOUSE	tr|A0A2R9AGN1|A0A2R9AGN1_PANPA
OG0004644	sp|Q9D3B1|HACD2_MOUSE	tr|A0A2R9C576|A0A2R9C576_PANPA
OG0004645	sp|Q9DBL1|ACDSB_MOUSE	tr|A0A2R9BHF8|A0A2R9BHF8_PANPA
OG0004646	sp|Q9EQG9|CERT_MOUSE	tr|A0A2R9CD85|A0A2R9CD85_PANPA
OG0004647	sp|Q9ESQ8|NPVF_MOUSE	tr|A0A2R8ZFL5|A0A2R8ZFL5_PANPA
OG0004648	sp|Q9JHH5|CXL11_MOUSE	tr|A0A2R9AGS5|A0A2R9AGS5_PANPA
OG0004649	sp|Q9JI99|SGPP1_MOUSE	tr|A0A2R9C8L4|A0A2R9C8L4_PANPA
OG0004650	sp|Q9JJZ6|KLF13_MOUSE	tr|A0A2R9A617|A0A2R9A617_PANPA
OG0004651	sp|Q9JKC7|AP4M1_MOUSE	tr|A0A2R9CGR5|A0A2R9CGR5_PANPA
OG0004652	sp|Q9JMH9|MY18A_MOUSE	tr|A0A2R9AS83|A0A2R9AS83_PANPA
OG0004653	sp|Q9QXS1|PLEC_MOUSE	tr|A0A2R9CDC9|A0A2R9CDC9_PANPA
OG0004654	sp|Q9QZF2|GPC1_MOUSE	tr|A0A2R9BL44|A0A2R9BL44_PANPA
OG0004655	sp|Q9WVK0|ATRAP_MOUSE	tr|A0A2R9C934|A0A2R9C934_PANPA
OG0004656	tr|A0A0J9YTU8|A0A0J9YTU8_MOUSE	tr|A0A2R8ZIL9|A0A2R8ZIL9_PANPA
OG0004657	sp|A2A3V1|AK17B_MOUSE	tr|A0A2R9AGY4|A0A2R9AGY4_PANPA
OG0004658	sp|A2A9I7|DMRTB_MOUSE	tr|A0A2R9C952|A0A2R9C952_PANPA
OG0004659	tr|A2AQH1|A2AQH1_MOUSE	tr|A0A2R9BYF6|A0A2R9BYF6_PANPA
OG0004661	tr|G3UXC7|G3UXC7_MOUSE	tr|A0A2R9B8A0|A0A2R9B8A0_PANPA
OG0004662	sp|O35664|INAR2_MOUSE	tr|A0A2R9B9N5|A0A2R9B9N5_PANPA
OG0004663	sp|O54788|DFFB_MOUSE	tr|A0A2R8ZG37|A0A2R8ZG37_PANPA
OG0004664	sp|O70263|LNX1_MOUSE	tr|A0A2R9BHJ7|A0A2R9BHJ7_PANPA
OG0004665	sp|O70283|WNT2B_MOUSE	tr|A0A2R8ZR94|A0A2R8ZR94_PANPA
OG0004666	sp|P10300|CD8B_MOUSE	tr|A0A2R9C9Q2|A0A2R9C9Q2_PANPA
OG0004667	sp|P27792|LYL1_MOUSE	tr|A0A2R8ZXJ5|A0A2R8ZXJ5_PANPA
OG0004668	sp|P35385|HSPB7_MOUSE	tr|A0A2R9AL15|A0A2R9AL15_PANPA
OG0004669	sp|P41209|CETN1_MOUSE	tr|A0A2R9AQL0|A0A2R9AQL0_PANPA
OG0004670	sp|P48441|IDUA_MOUSE	tr|A0A2R9ALZ1|A0A2R9ALZ1_PANPA
OG0004671	sp|P59328|WDHD1_MOUSE	tr|A0A2R9B592|A0A2R9B592_PANPA
OG0004672	sp|Q3KNJ2|NHEJ1_MOUSE	tr|A0A2R9CEQ8|A0A2R9CEQ8_PANPA
OG0004673	sp|Q3TB82|PKHF1_MOUSE	tr|A0A2R9AA53|A0A2R9AA53_PANPA
OG0004674	sp|Q3TQI7|TLS1_MOUSE	tr|A0A2R9ATK9|A0A2R9ATK9_PANPA
OG0004675	sp|Q3U284|TM231_MOUSE	tr|A0A2R9BYA1|A0A2R9BYA1_PANPA
OG0004676	sp|Q3ULW6|CCD33_MOUSE	tr|A0A2R9B2C6|A0A2R9B2C6_PANPA
OG0004677	sp|Q3UN02|LCLT1_MOUSE	tr|A0A2R8ZVQ4|A0A2R8ZVQ4_PANPA
OG0004678	sp|Q3URK3|TET1_MOUSE	tr|A0A2R9BMN5|A0A2R9BMN5_PANPA
OG0004679	sp|Q61056|TRPC1_MOUSE	tr|A0A2R8ZC23|A0A2R8ZC23_PANPA
OG0004681	sp|Q63829|COMD3_MOUSE	tr|A0A2R8ZVK9|A0A2R8ZVK9_PANPA
OG0004682	sp|Q6P6P7|PARP6_MOUSE	tr|A0A2R9CPY3|A0A2R9CPY3_PANPA
OG0004683	sp|Q6PDF3|SVOPL_MOUSE	tr|A0A2R9AAU9|A0A2R9AAU9_PANPA
OG0004684	sp|Q6PDI6|MINY2_MOUSE	tr|A0A2R9C0C7|A0A2R9C0C7_PANPA
OG0004685	sp|Q6PE54|DHX40_MOUSE	tr|A0A2R9APC9|A0A2R9APC9_PANPA
OG0004686	sp|Q8BGG7|UBS3B_MOUSE	tr|A0A2R9AGA1|A0A2R9AGA1_PANPA
OG0004687	sp|Q8BSD4|CXD4_MOUSE	tr|A0A2R9C4A4|A0A2R9C4A4_PANPA
OG0004688	sp|Q8C3I9|DIK2B_MOUSE	tr|A0A2R9BES5|A0A2R9BES5_PANPA
OG0004689	sp|Q8C5R2|PRSR2_MOUSE	tr|A0A2R9CHI9|A0A2R9CHI9_PANPA
OG0004690	sp|Q8CFD4|SNX8_MOUSE	tr|A0A2R9B0H1|A0A2R9B0H1_PANPA
OG0004691	sp|Q8CG71|P3H2_MOUSE	tr|A0A2R9BXC4|A0A2R9BXC4_PANPA
OG0004692	sp|Q8K083|ZN536_MOUSE	tr|A0A2R9B2F3|A0A2R9B2F3_PANPA
OG0004694	sp|Q8R1K1|UBAC2_MOUSE	tr|A0A2R9A3K3|A0A2R9A3K3_PANPA
OG0004695	sp|Q8VD65|PI3R4_MOUSE	tr|A0A2R9AB07|A0A2R9AB07_PANPA
OG0004696	sp|Q8VIJ6|SFPQ_MOUSE	tr|A0A2R9A9B3|A0A2R9A9B3_PANPA
OG0004697	sp|Q91WE6|CDKAL_MOUSE	tr|A0A2R8ZMJ9|A0A2R8ZMJ9_PANPA
OG0004698	sp|Q91XD3|T4S4_MOUSE	tr|A0A2R9C7E3|A0A2R9C7E3_PANPA
OG0004699	sp|Q99J79|DDB2_MOUSE	tr|A0A2R8Z6C7|A0A2R8Z6C7_PANPA
OG0004700	sp|Q99KJ0|UBX2A_MOUSE	tr|A0A2R9BST8|A0A2R9BST8_PANPA
OG0004701	sp|Q99LV7|PIGX_MOUSE	tr|A0A2R8ZXE6|A0A2R8ZXE6_PANPA
OG0004702	sp|Q99N03|M4A10_MOUSE	tr|A0A2R9A9Y9|A0A2R9A9Y9_PANPA
OG0004703	sp|Q99PG0|AAAD_MOUSE	tr|A0A2R9AXS8|A0A2R9AXS8_PANPA
OG0004704	sp|Q9CQW0|EMC6_MOUSE	tr|A0A2R8ZPJ3|A0A2R8ZPJ3_PANPA
OG0004705	sp|Q9CR67|TMM33_MOUSE	tr|A0A2R8Z5N1|A0A2R8Z5N1_PANPA
OG0004706	sp|Q9D142|NUD14_MOUSE	tr|A0A2R8ZMF6|A0A2R8ZMF6_PANPA
OG0004707	sp|Q9D338|RM19_MOUSE	tr|A0A2R9C8M3|A0A2R9C8M3_PANPA
OG0004708	sp|Q9DC16|ERGI1_MOUSE	tr|A0A2R9ADL5|A0A2R9ADL5_PANPA
OG0004709	sp|Q9DC77|SMPX_MOUSE	tr|A0A2R9A9X5|A0A2R9A9X5_PANPA
OG0004710	sp|Q9DD16|NUD22_MOUSE	tr|A0A2R9BA90|A0A2R9BA90_PANPA
OG0004711	sp|Q9ESC8|AFF4_MOUSE	tr|A0A2R9CJU9|A0A2R9CJU9_PANPA
OG0004712	sp|Q9R098|HGFA_MOUSE	tr|A0A2R8ZHY9|A0A2R8ZHY9_PANPA
OG0004713	sp|Q9WTR6|XCT_MOUSE	tr|A0A2R9BUE9|A0A2R9BUE9_PANPA
OG0004714	tr|A0A1W2P8B8|A0A1W2P8B8_MOUSE	tr|A0A2R9BUW6|A0A2R9BUW6_PANPA
OG0004715	sp|A2AG50|MA7D2_MOUSE	tr|A0A2R9C2M0|A0A2R9C2M0_PANPA
OG0004716	sp|A9Z1V5|VW5B1_MOUSE	tr|A0A2R9C3G9|A0A2R9C3G9_PANPA
OG0004717	sp|G5E872|RNPL1_MOUSE	tr|A0A2R9B711|A0A2R9B711_PANPA
OG0004718	sp|O35710|NOCT_MOUSE	tr|A0A2R9CEL3|A0A2R9CEL3_PANPA
OG0004719	sp|O54940|BNIP2_MOUSE	tr|A0A2R9C0T9|A0A2R9C0T9_PANPA
OG0004720	sp|O70361|PER3_MOUSE	tr|A0A2R8ZYL2|A0A2R8ZYL2_PANPA
OG0004721	sp|P02716|ACHD_MOUSE	tr|A0A2R9BS42|A0A2R9BS42_PANPA
OG0004722	sp|P15920|VPP2_MOUSE	tr|A0A2R9BD05|A0A2R9BD05_PANPA
OG0004723	sp|P20782|ACHE_MOUSE	tr|A0A2R8ZRA2|A0A2R8ZRA2_PANPA
OG0004724	sp|P21995|EMB_MOUSE	tr|A0A2R9B690|A0A2R9B690_PANPA
OG0004725	sp|P35276|RAB3D_MOUSE	tr|A0A2R8ZZX9|A0A2R8ZZX9_PANPA
OG0004726	sp|P42209|SEPT1_MOUSE	tr|A0A2R9ANU7|A0A2R9ANU7_PANPA
OG0004727	sp|P49182|HEP2_MOUSE	tr|A0A2R9C4A0|A0A2R9C4A0_PANPA
OG0004728	sp|P60003|ELOF1_MOUSE	tr|A0A2R9BV90|A0A2R9BV90_PANPA
OG0004729	sp|P61793|LPAR1_MOUSE	tr|A0A2R9C422|A0A2R9C422_PANPA
OG0004730	sp|P70180|ANPRC_MOUSE	tr|A0A2R9AL31|A0A2R9AL31_PANPA
OG0004731	sp|P70385|DHB3_MOUSE	tr|A0A2R9C906|A0A2R9C906_PANPA
OG0004732	sp|P81183|IKZF2_MOUSE	tr|A0A2R9C8Y7|A0A2R9C8Y7_PANPA
OG0004733	sp|P97443|SMYD1_MOUSE	tr|A0A2R9AYV4|A0A2R9AYV4_PANPA
OG0004734	sp|P97460|NPAS2_MOUSE	tr|A0A2R9ALR5|A0A2R9ALR5_PANPA
OG0004735	sp|P97825|JUPI1_MOUSE	tr|A0A2R8ZS58|A0A2R8ZS58_PANPA
OG0004736	sp|Q03146|DDR1_MOUSE	tr|A0A2R8ZRG9|A0A2R8ZRG9_PANPA
OG0004737	sp|Q08501|PRLR_MOUSE	tr|A0A2R9CSZ3|A0A2R9CSZ3_PANPA
OG0004738	tr|Q3U0X6|Q3U0X6_MOUSE	tr|A0A2R9ASX6|A0A2R9ASX6_PANPA
OG0004739	sp|Q3U381|ZN692_MOUSE	tr|A0A2R8Z6C6|A0A2R8Z6C6_PANPA
OG0004740	sp|Q3UR78|CD048_MOUSE	tr|A0A2R9C9L1|A0A2R9C9L1_PANPA
OG0004742	sp|Q61184|MTR1A_MOUSE	tr|A0A2R8ZWV5|A0A2R8ZWV5_PANPA
OG0004743	sp|Q6A078|CE290_MOUSE	tr|A0A2R8ZTN1|A0A2R8ZTN1_PANPA
OG0004744	sp|Q6P3Z3|THAP4_MOUSE	tr|A0A2R9ARD4|A0A2R9ARD4_PANPA
OG0004745	sp|Q80V85|TRI62_MOUSE	tr|A0A2R9A2G4|A0A2R9A2G4_PANPA
OG0004746	sp|Q80W47|WIPI2_MOUSE	tr|A0A2R9B946|A0A2R9B946_PANPA
OG0004747	sp|Q80Y98|DDHD2_MOUSE	tr|A0A2R8ZVM6|A0A2R8ZVM6_PANPA
OG0004748	sp|Q8BMD7|MORC4_MOUSE	tr|A0A2R9AU15|A0A2R9AU15_PANPA
OG0004749	sp|Q8BMQ8|MON1B_MOUSE	tr|A0A2R9A9T8|A0A2R9A9T8_PANPA
OG0004750	sp|Q8BSF4|PISD_MOUSE	tr|A0A2R9CH99|A0A2R9CH99_PANPA
OG0004751	sp|Q8BTV2|CPSF7_MOUSE	tr|A0A2R8ZYG9|A0A2R8ZYG9_PANPA
OG0004752	sp|Q8C262|IIGP5_MOUSE	tr|A0A2R8ZKF0|A0A2R8ZKF0_PANPA
OG0004753	sp|Q8K2T4|UQCC3_MOUSE	tr|A0A2R8ZCN8|A0A2R8ZCN8_PANPA
OG0004754	sp|Q8K4Q0|RPTOR_MOUSE	tr|A0A2R9CM07|A0A2R9CM07_PANPA
OG0004755	sp|Q8R189|PAQRA_MOUSE	tr|A0A2R9C9Q3|A0A2R9C9Q3_PANPA
OG0004756	sp|Q91ZP9|NECA2_MOUSE	tr|A0A2R8ZHW8|A0A2R8ZHW8_PANPA
OG0004757	sp|Q921R4|DJC14_MOUSE	tr|A0A2R8ZRK1|A0A2R8ZRK1_PANPA
OG0004758	sp|Q9CQG6|TM147_MOUSE	tr|A0A2R9BXH2|A0A2R9BXH2_PANPA
OG0004759	sp|Q9CTG6|AT132_MOUSE	tr|A0A2R9B900|A0A2R9B900_PANPA
OG0004760	sp|Q9CWX9|DDX47_MOUSE	tr|A0A2R9C5R5|A0A2R9C5R5_PANPA
OG0004761	sp|Q9CY27|TECR_MOUSE	tr|A0A2R9AIJ9|A0A2R9AIJ9_PANPA
OG0004762	sp|Q9DAP0|LRC46_MOUSE	tr|A0A2R9BRX6|A0A2R9BRX6_PANPA
OG0004763	sp|Q9ERK4|XPO2_MOUSE	tr|A0A2R9BNT4|A0A2R9BNT4_PANPA
OG0004764	sp|Q9JHI5|IVD_MOUSE	tr|A0A2R9A7H7|A0A2R9A7H7_PANPA
OG0004765	sp|Q9JHQ5|LZTL1_MOUSE	tr|A0A2R8Z981|A0A2R8Z981_PANPA
OG0004766	sp|Q9QY61|IRX4_MOUSE	tr|A0A2R8ZH23|A0A2R8ZH23_PANPA
OG0004767	sp|Q9R1Q8|TAGL3_MOUSE	tr|A0A2R9BVW7|A0A2R9BVW7_PANPA
OG0004768	sp|Q9WVL1|AP4S1_MOUSE	tr|A0A2R9C6K9|A0A2R9C6K9_PANPA
OG0004769	sp|Q9Z2Y8|PLPHP_MOUSE	tr|A0A2R9BH12|A0A2R9BH12_PANPA
OG0004770	sp|A0A5F8MPU3|CTSRT_MOUSE	tr|A0A2R9CG11|A0A2R9CG11_PANPA
OG0004771	sp|A2ARK0|FA83C_MOUSE	tr|A0A2R9BT29|A0A2R9BT29_PANPA
OG0004772	sp|E9Q9K5|TRDN_MOUSE	tr|A0A2R9AEB5|A0A2R9AEB5_PANPA
OG0004773	sp|O88188|LY86_MOUSE	tr|A0A2R9AM31|A0A2R9AM31_PANPA
OG0004774	sp|P20443|ARRS_MOUSE	tr|A0A2R8ZJA7|A0A2R8ZJA7_PANPA
OG0004775	sp|P21658|FGF6_MOUSE	tr|A0A2R9C1N8|A0A2R9C1N8_PANPA
OG0004776	sp|P23188|FURIN_MOUSE	tr|A0A2R9B4W5|A0A2R9B4W5_PANPA
OG0004777	sp|P25318|CO8A2_MOUSE	tr|A0A2R9AIY2|A0A2R9AIY2_PANPA
OG0004778	sp|P54103|DNJC2_MOUSE	tr|A0A2R9ABM4|A0A2R9ABM4_PANPA
OG0004779	sp|P56393|COX7B_MOUSE	tr|A0A2R9BUP8|A0A2R9BUP8_PANPA
OG0004780	sp|P97770|THUM3_MOUSE	tr|A0A2R8ZQS5|A0A2R8ZQS5_PANPA
OG0004781	sp|Q05117|PPA5_MOUSE	tr|A0A2R8ZRI1|A0A2R8ZRI1_PANPA
OG0004782	sp|Q3TZ65|OD3L2_MOUSE	tr|A0A2R8ZYQ9|A0A2R8ZYQ9_PANPA
OG0004783	sp|Q3UHF3|MIER3_MOUSE	tr|A0A2R9CLC0|A0A2R9CLC0_PANPA
OG0004784	sp|Q3UN90|LYRM9_MOUSE	tr|A0A2R9BRY7|A0A2R9BRY7_PANPA
OG0004785	sp|Q3URD2|RPRML_MOUSE	tr|A0A2R8ZME7|A0A2R8ZME7_PANPA
OG0004786	sp|Q3UU94|MANS4_MOUSE	tr|A0A2R8Z6Z9|A0A2R8Z6Z9_PANPA
OG0004787	sp|Q3V1N1|MFHA1_MOUSE	tr|A0A2R9B173|A0A2R9B173_PANPA
OG0004788	sp|Q61847|MEP1B_MOUSE	tr|A0A2R8ZFM8|A0A2R8ZFM8_PANPA
OG0004789	sp|Q68ED3|PAPD5_MOUSE	tr|A0A2R9AYF9|A0A2R9AYF9_PANPA
OG0004790	sp|Q6P1Y8|INP4B_MOUSE	tr|A0A2R9CP95|A0A2R9CP95_PANPA
OG0004791	sp|Q6PAJ3|GARE2_MOUSE	tr|A0A2R9CIJ4|A0A2R9CIJ4_PANPA
OG0004792	sp|Q6X786|ZPBP2_MOUSE	tr|A0A2R9A489|A0A2R9A489_PANPA
OG0004793	sp|Q6ZQ82|RHG26_MOUSE	tr|A0A2R8ZMY6|A0A2R8ZMY6_PANPA
OG0004794	sp|Q78Y63|PDCL2_MOUSE	tr|A0A2R9BN33|A0A2R9BN33_PANPA
OG0004795	sp|Q7TSD4|TBATA_MOUSE	tr|A0A2R9C6Q5|A0A2R9C6Q5_PANPA
OG0004796	sp|Q7TSZ8|NACC1_MOUSE	tr|A0A2R9B064|A0A2R9B064_PANPA
OG0004797	sp|Q80TB8|VAT1L_MOUSE	tr|A0A2R9A0E9|A0A2R9A0E9_PANPA
OG0004798	sp|Q80VY9|DHX33_MOUSE	tr|A0A2R9BQV8|A0A2R9BQV8_PANPA
OG0004799	sp|Q80Y17|L2GL1_MOUSE	tr|A0A2R8ZTR3|A0A2R8ZTR3_PANPA
OG0004800	sp|Q80ZV0|RNH2B_MOUSE	tr|A0A2R8ZQJ7|A0A2R8ZQJ7_PANPA
OG0004801	sp|Q8BP97|RHBD3_MOUSE	tr|A0A2R9BIW6|A0A2R9BIW6_PANPA
OG0004802	sp|Q8BUD0|GPR4_MOUSE	tr|A0A2R8Z9Z0|A0A2R8Z9Z0_PANPA
OG0004803	sp|Q8C3K5|TMM72_MOUSE	tr|A0A2R9BGI4|A0A2R9BGI4_PANPA
OG0004804	sp|Q8CDU6|HECD2_MOUSE	tr|A0A2R9AED9|A0A2R9AED9_PANPA
OG0004805	sp|Q8CGQ8|NCKX4_MOUSE	tr|A0A2R9C5V7|A0A2R9C5V7_PANPA
OG0004806	sp|Q8CHH5|BICRL_MOUSE	tr|A0A2R9C8G8|A0A2R9C8G8_PANPA
OG0004807	tr|Q8K119|Q8K119_MOUSE	tr|A0A2R8ZD19|A0A2R8ZD19_PANPA
OG0004808	sp|Q8K3H5|MYO3A_MOUSE	tr|A0A2R9CG26|A0A2R9CG26_PANPA
OG0004809	sp|Q8QZV0|DEDD2_MOUSE	tr|A0A2R9CE11|A0A2R9CE11_PANPA
OG0004810	sp|Q8R1T1|CHMP7_MOUSE	tr|A0A2R9CMM0|A0A2R9CMM0_PANPA
OG0004811	tr|Q8R379|Q8R379_MOUSE	tr|A0A2R8ZHS2|A0A2R8ZHS2_PANPA
OG0004812	sp|Q8R422|CD109_MOUSE	tr|A0A2R9A5Q9|A0A2R9A5Q9_PANPA
OG0004813	sp|Q91VN2|CK071_MOUSE	tr|A0A2R8ZRU0|A0A2R8ZRU0_PANPA
OG0004814	sp|Q91XC8|DAP1_MOUSE	tr|A0A2R9CBL2|A0A2R9CBL2_PANPA
OG0004815	sp|Q99J77|SIAS_MOUSE	tr|A0A2R8ZUY3|A0A2R8ZUY3_PANPA
OG0004816	sp|Q9CQL2|CCER1_MOUSE	tr|A0A2R8Z7G4|A0A2R8Z7G4_PANPA
OG0004817	sp|Q9CQV3|SPB11_MOUSE	tr|A0A2R8ZYQ0|A0A2R8ZYQ0_PANPA
OG0004818	sp|Q9D1B9|RM28_MOUSE	tr|A0A2R9B317|A0A2R9B317_PANPA
OG0004819	sp|Q9D2D9|KLD8B_MOUSE	tr|A0A2R9CJX7|A0A2R9CJX7_PANPA
OG0004820	sp|Q9D3S9|CPVL_MOUSE	tr|A0A2R9BS66|A0A2R9BS66_PANPA
OG0004821	sp|Q9D8N1|CK024_MOUSE	tr|A0A2R9AAU4|A0A2R9AAU4_PANPA
OG0004822	sp|Q9D8W7|OCAD2_MOUSE	tr|A0A2R9BPX8|A0A2R9BPX8_PANPA
OG0004823	sp|Q9D9H2|CLDN2_MOUSE	tr|A0A2R9AAC1|A0A2R9AAC1_PANPA
OG0004824	sp|Q9DC63|FBX3_MOUSE	tr|A0A2R9ALV4|A0A2R9ALV4_PANPA
OG0004825	sp|Q9ER35|FN3K_MOUSE	tr|A0A2R9CI92|A0A2R9CI92_PANPA
OG0004826	sp|Q9ERC3|SRTD3_MOUSE	tr|A0A2R8ZD46|A0A2R8ZD46_PANPA
OG0004827	sp|Q9JI20|RED2_MOUSE	tr|A0A2R9BSC7|A0A2R9BSC7_PANPA
OG0004828	sp|Q9QYT7|PIGQ_MOUSE	tr|A0A2R9C2H4|A0A2R9C2H4_PANPA
OG0004829	sp|Q9R1E0|FOXO1_MOUSE	tr|A0A2R9AE62|A0A2R9AE62_PANPA
OG0004830	sp|Q9WVA8|NPFF_MOUSE	tr|A0A2R8Z723|A0A2R8Z723_PANPA
OG0004831	sp|Q9WVH3|FOXO4_MOUSE	tr|A0A2R9ANH7|A0A2R9ANH7_PANPA
OG0004832	tr|A0A0G2JGH6|A0A0G2JGH6_MOUSE	tr|A0A2R9AFB4|A0A2R9AFB4_PANPA
OG0004833	sp|B1AWJ5|TMM8B_MOUSE	tr|A0A2R8ZSK0|A0A2R8ZSK0_PANPA
OG0004834	sp|E5FYH1|TOPZ1_MOUSE	tr|A0A2R9AGJ4|A0A2R9AGJ4_PANPA
OG0004835	sp|E9Q5K9|YTDC1_MOUSE	tr|A0A2R9CG49|A0A2R9CG49_PANPA
OG0004836	sp|O08970|TUFT1_MOUSE	tr|A0A2R9BX46|A0A2R9BX46_PANPA
OG0004837	sp|O09102|GCM2_MOUSE	tr|A0A2R9BES7|A0A2R9BES7_PANPA
OG0004838	sp|O09126|SEM4D_MOUSE	tr|A0A2R8Z765|A0A2R8Z765_PANPA
OG0004839	sp|P04919|B3AT_MOUSE	tr|A0A2R9BY36|A0A2R9BY36_PANPA
OG0004840	sp|P12032|TIMP1_MOUSE	tr|A0A2R9A894|A0A2R9A894_PANPA
OG0004841	sp|P13705|MSH3_MOUSE	tr|A0A2R9B289|A0A2R9B289_PANPA
OG0004842	sp|P22892|AP1G1_MOUSE	tr|A0A2R9AGU4|A0A2R9AGU4_PANPA
OG0004843	sp|P30882|CCL5_MOUSE	tr|A0A2R9CSX1|A0A2R9CSX1_PANPA
OG0004844	sp|P47741|TNR4_MOUSE	tr|A0A2R9A0Y5|A0A2R9A0Y5_PANPA
