Orthogroup	Mus_musculus	Diceros_bicornis_minor
OG0006098	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A7J7FJP2|A0A7J7FJP2_DICBM
OG0006099	sp|O54908|DKK1_MOUSE	tr|A0A7J7E628|A0A7J7E628_DICBM
OG0006100	sp|Q3U4I7|PYRD2_MOUSE	tr|A0A7J7E7C0|A0A7J7E7C0_DICBM
OG0006101	sp|P08775|RPB1_MOUSE	tr|A0A7J7E821|A0A7J7E821_DICBM
OG0006102	sp|Q91YP3|DEOC_MOUSE	tr|A0A7J7EA09|A0A7J7EA09_DICBM
OG0006103	sp|Q8CG46|SMC5_MOUSE	tr|A0A7J7EBG0|A0A7J7EBG0_DICBM
OG0006104	sp|Q8BWD2|IP6K3_MOUSE	tr|A0A7J7EES3|A0A7J7EES3_DICBM
OG0006105	sp|Q8K4C5|IL17C_MOUSE	tr|A0A7J7EFV5|A0A7J7EFV5_DICBM
OG0006106	sp|P35412|GPR12_MOUSE	tr|A0A7J7EKN4|A0A7J7EKN4_DICBM
OG0006107	sp|Q8BZH4|POGZ_MOUSE	tr|A0A7J7EKQ8|A0A7J7EKQ8_DICBM
OG0006108	sp|Q8K1E6|ALKB3_MOUSE	tr|A0A7J7EKS4|A0A7J7EKS4_DICBM
OG0006109	sp|Q80ZQ9|ABITM_MOUSE	tr|A0A7J7EPS2|A0A7J7EPS2_DICBM
OG0006110	sp|Q9CPS7|PNO1_MOUSE	tr|A0A7J7EQ93|A0A7J7EQ93_DICBM
OG0006111	sp|Q8BQ47|CNPY4_MOUSE	tr|A0A7J7ER13|A0A7J7ER13_DICBM
OG0006112	tr|E9Q545|E9Q545_MOUSE	tr|A0A7J7ES46|A0A7J7ES46_DICBM
OG0006113	sp|P07607|TYSY_MOUSE	tr|A0A7J7EUT3|A0A7J7EUT3_DICBM
OG0006114	sp|P11103|PARP1_MOUSE	tr|A0A7J7EV41|A0A7J7EV41_DICBM
OG0006115	sp|Q9JM93|AR6P4_MOUSE	tr|A0A7J7EVQ1|A0A7J7EVQ1_DICBM
OG0006116	sp|Q922Z0|OXDD_MOUSE	tr|A0A7J7EW54|A0A7J7EW54_DICBM
OG0006117	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A7J7EY03|A0A7J7EY03_DICBM
OG0006118	sp|Q32M07|KAD8_MOUSE	tr|A0A7J7EZA6|A0A7J7EZA6_DICBM
OG0006119	sp|Q8R4H2|ARHGC_MOUSE	tr|A0A7J7EZP0|A0A7J7EZP0_DICBM
OG0006120	sp|Q32M26|CK087_MOUSE	tr|A0A7J7F028|A0A7J7F028_DICBM
OG0006121	sp|Q3UY23|FDXA1_MOUSE	tr|A0A7J7F047|A0A7J7F047_DICBM
OG0006122	sp|Q8CHS8|VP37A_MOUSE	tr|A0A7J7F310|A0A7J7F310_DICBM
OG0006123	sp|Q68FE2|ATG9A_MOUSE	tr|A0A7J7F3W1|A0A7J7F3W1_DICBM
OG0006124	sp|O88384|VTI1B_MOUSE	tr|A0A7J7F4B8|A0A7J7F4B8_DICBM
OG0006125	sp|Q9QXV9|SPY1_MOUSE	tr|A0A7J7F659|A0A7J7F659_DICBM
OG0006126	sp|A4Q9F0|TTLL7_MOUSE	tr|A0A7J7F6E4|A0A7J7F6E4_DICBM
OG0006127	sp|Q9D7E4|CS025_MOUSE	tr|A0A7J7F6W1|A0A7J7F6W1_DICBM
OG0006128	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A7J7F7E0|A0A7J7F7E0_DICBM
OG0006129	sp|Q6AZB0|BOC_MOUSE	tr|A0A7J7F7I9|A0A7J7F7I9_DICBM
OG0006130	sp|Q9CY57|CHTOP_MOUSE	tr|A0A7J7F873|A0A7J7F873_DICBM
OG0006131	sp|Q8VDG7|PAFA2_MOUSE	tr|A0A7J7F970|A0A7J7F970_DICBM
OG0006132	sp|P28798|GRN_MOUSE	tr|A0A7J7F9B1|A0A7J7F9B1_DICBM
OG0006133	sp|Q8CIG3|KDM1B_MOUSE	tr|A0A7J7FAJ2|A0A7J7FAJ2_DICBM
OG0006134	sp|Q9CPT3|NANP_MOUSE	tr|A0A7J7FAM7|A0A7J7FAM7_DICBM
OG0006135	sp|Q8VBT0|TMX1_MOUSE	tr|A0A7J7FD32|A0A7J7FD32_DICBM
OG0006136	sp|Q8VCM4|LIPT_MOUSE	tr|A0A7J7FDP0|A0A7J7FDP0_DICBM
OG0006137	sp|Q9WV93|HEY1_MOUSE	tr|A0A7J7FE49|A0A7J7FE49_DICBM
OG0006138	sp|O35680|RT12_MOUSE	tr|A0A7J7FEA5|A0A7J7FEA5_DICBM
OG0006139	sp|Q3UQA7|SELH_MOUSE	tr|A0A7J7FH75|A0A7J7FH75_DICBM
OG0006140	sp|Q8VIG3|RSPH1_MOUSE	tr|A0A7J7FHN4|A0A7J7FHN4_DICBM
OG0006141	sp|Q9CWR7|STEA1_MOUSE	tr|A0A7J7FIB9|A0A7J7FIB9_DICBM
OG0006142	sp|Q8BW88|PKHS1_MOUSE	tr|A0A7J7FJ32|A0A7J7FJ32_DICBM
OG0006143	sp|Q7TQE7|MACA2_MOUSE	tr|A0A7J7FJ49|A0A7J7FJ49_DICBM
OG0006144	sp|Q9D2C7|BI1_MOUSE	tr|A0A7J7FKE9|A0A7J7FKE9_DICBM
OG0006145	sp|Q9D773|RM02_MOUSE	tr|A0A7J7FP14|A0A7J7FP14_DICBM
OG0006146	sp|Q6P549|SHIP2_MOUSE	tr|A0A7J7FP74|A0A7J7FP74_DICBM
OG0006148	sp|Q07243|MTF1_MOUSE	tr|A0A7J7E3Q3|A0A7J7E3Q3_DICBM
OG0006149	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A7J7E6J8|A0A7J7E6J8_DICBM
OG0006150	sp|Q9JJ69|KCIP2_MOUSE	tr|A0A7J7E6K8|A0A7J7E6K8_DICBM
OG0006151	sp|Q32M02|FSCN2_MOUSE	tr|A0A7J7E6Z1|A0A7J7E6Z1_DICBM
OG0006152	sp|P02340|P53_MOUSE	tr|A0A7J7E7P1|A0A7J7E7P1_DICBM
OG0006153	sp|Q80YE7|DAPK1_MOUSE	tr|A0A7J7EA57|A0A7J7EA57_DICBM
OG0006154	tr|L7N244|L7N244_MOUSE	tr|A0A7J7EB31|A0A7J7EB31_DICBM
OG0006155	sp|Q3UNH4|GRIN1_MOUSE	tr|A0A7J7EBI6|A0A7J7EBI6_DICBM
OG0006157	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A7J7EBM8|A0A7J7EBM8_DICBM
OG0006158	sp|Q7TQ33|RGMB_MOUSE	tr|A0A7J7ECM8|A0A7J7ECM8_DICBM
OG0006159	sp|Q9ESY9|GILT_MOUSE	tr|A0A7J7ED58|A0A7J7ED58_DICBM
OG0006160	sp|Q571F5|SPSB3_MOUSE	tr|A0A7J7EDA8|A0A7J7EDA8_DICBM
OG0006161	sp|Q8CJ78|ZN628_MOUSE	tr|A0A7J7EEN2|A0A7J7EEN2_DICBM
OG0006162	sp|Q3UWM4|KDM7A_MOUSE	tr|A0A7J7EFY1|A0A7J7EFY1_DICBM
OG0006163	sp|Q9EQK5|MVP_MOUSE	tr|A0A7J7EGH5|A0A7J7EGH5_DICBM
OG0006164	sp|Q9CQ10|CHMP3_MOUSE	tr|A0A7J7EHD9|A0A7J7EHD9_DICBM
OG0006165	sp|Q61025|IFT20_MOUSE	tr|A0A7J7EKB2|A0A7J7EKB2_DICBM
OG0006166	sp|P43241|CDX2_MOUSE	tr|A0A7J7EKP5|A0A7J7EKP5_DICBM
OG0006167	sp|P30355|AL5AP_MOUSE	tr|A0A7J7EL48|A0A7J7EL48_DICBM
OG0006168	sp|B1AVH7|TBD2A_MOUSE	tr|A0A7J7EPN1|A0A7J7EPN1_DICBM
OG0006169	sp|Q6P3B9|RBFA_MOUSE	tr|A0A7J7ETI1|A0A7J7ETI1_DICBM
OG0006170	sp|Q9DB60|PXL2B_MOUSE	tr|A0A7J7EU23|A0A7J7EU23_DICBM
OG0006171	sp|Q9D956|MALD3_MOUSE	tr|A0A7J7EV01|A0A7J7EV01_DICBM
OG0006172	sp|Q3U186|SYRM_MOUSE	tr|A0A7J7EVK0|A0A7J7EVK0_DICBM
OG0006173	sp|Q9QYJ0|DNJA2_MOUSE	tr|A0A7J7EVP1|A0A7J7EVP1_DICBM
OG0006174	sp|Q8R087|B4GT7_MOUSE	tr|A0A7J7EY06|A0A7J7EY06_DICBM
OG0006175	sp|Q6PAT0|ADAT3_MOUSE	tr|A0A7J7EY79|A0A7J7EY79_DICBM
OG0006176	sp|Q60759|GCDH_MOUSE	tr|A0A7J7EZ50|A0A7J7EZ50_DICBM
OG0006177	sp|A2AKX3|SETX_MOUSE	tr|A0A7J7EZM1|A0A7J7EZM1_DICBM
OG0006178	sp|Q3V0F0|RIMB3_MOUSE	tr|A0A7J7F0C5|A0A7J7F0C5_DICBM
OG0006179	sp|Q91X51|GORS1_MOUSE	tr|A0A7J7F170|A0A7J7F170_DICBM
OG0006180	sp|P30415|NKTR_MOUSE	tr|A0A7J7F1B6|A0A7J7F1B6_DICBM
OG0006181	sp|Q8BG50|TM169_MOUSE	tr|A0A7J7F4A9|A0A7J7F4A9_DICBM
OG0006182	sp|Q9D3W1|RSP14_MOUSE	tr|A0A7J7F539|A0A7J7F539_DICBM
OG0006183	sp|Q99JT1|GATB_MOUSE	tr|A0A7J7F6W6|A0A7J7F6W6_DICBM
OG0006184	sp|Q9QYZ8|DKK2_MOUSE	tr|A0A7J7F7U6|A0A7J7F7U6_DICBM
OG0006185	sp|Q76JU9|FFAR1_MOUSE	tr|A0A7J7F9F8|A0A7J7F9F8_DICBM
OG0006186	sp|Q8C4N4|LAAT1_MOUSE	tr|A0A7J7F9J3|A0A7J7F9J3_DICBM
OG0006187	sp|Q9WUK4|RFC2_MOUSE	tr|A0A7J7F9Q0|A0A7J7F9Q0_DICBM
OG0006188	sp|Q9EQM3|NKX24_MOUSE	tr|A0A7J7FA61|A0A7J7FA61_DICBM
OG0006189	sp|Q80WK2|OSTB_MOUSE	tr|A0A7J7FB90|A0A7J7FB90_DICBM
OG0006190	sp|Q99LG4|TTC5_MOUSE	tr|A0A7J7FCE1|A0A7J7FCE1_DICBM
OG0006191	sp|Q3U0S6|RAIN_MOUSE	tr|A0A7J7FDY3|A0A7J7FDY3_DICBM
OG0006192	sp|Q64737|PUR2_MOUSE	tr|A0A7J7FHM4|A0A7J7FHM4_DICBM
OG0006193	sp|P70205|PACR_MOUSE	tr|A0A7J7FIB3|A0A7J7FIB3_DICBM
OG0006194	tr|A0A0G2JGH6|A0A0G2JGH6_MOUSE	tr|A0A7J7FIW9|A0A7J7FIW9_DICBM
OG0006195	sp|Q04207|TF65_MOUSE	tr|A0A7J7FJN3|A0A7J7FJN3_DICBM
OG0006196	sp|P04426|WNT1_MOUSE	tr|A0A7J7FKH5|A0A7J7FKH5_DICBM
OG0006197	sp|P60330|ESPL1_MOUSE	tr|A0A7J7FKM4|A0A7J7FKM4_DICBM
OG0006198	sp|Q9CPV2|APC16_MOUSE	tr|A0A7J7FLX5|A0A7J7FLX5_DICBM
OG0006199	sp|Q5SQP1|HORM2_MOUSE	tr|A0A7J7FME1|A0A7J7FME1_DICBM
OG0006200	sp|E9Q7G0|NUMA1_MOUSE	tr|A0A7J7FN96|A0A7J7FN96_DICBM
OG0006201	sp|Q8CEG5|CC28B_MOUSE	tr|A0A7J7E3R8|A0A7J7E3R8_DICBM
OG0006202	sp|Q922B2|SYDC_MOUSE	tr|A0A7J7E4V0|A0A7J7E4V0_DICBM
OG0006203	sp|Q569E7|ZN697_MOUSE	tr|A0A7J7E569|A0A7J7E569_DICBM
OG0006204	sp|Q9Z309|CIB2_MOUSE	tr|A0A7J7E6S1|A0A7J7E6S1_DICBM
OG0006205	sp|P13864|DNMT1_MOUSE	tr|A0A7J7E784|A0A7J7E784_DICBM
OG0006206	sp|Q9R1S0|B9D1_MOUSE	tr|A0A7J7E880|A0A7J7E880_DICBM
OG0006207	sp|Q9JM58|CRLF1_MOUSE	tr|A0A7J7EFA4|A0A7J7EFA4_DICBM
OG0006208	sp|P61226|RAP2B_MOUSE	tr|A0A7J7EFP8|A0A7J7EFP8_DICBM
OG0006209	sp|Q9Z0T6|PKDRE_MOUSE	tr|A0A7J7EIV2|A0A7J7EIV2_DICBM
OG0006210	sp|Q8VE18|SMG8_MOUSE	tr|A0A7J7EK51|A0A7J7EK51_DICBM
OG0006211	sp|Q91YX5|LGAT1_MOUSE	tr|A0A7J7EMS1|A0A7J7EMS1_DICBM
OG0006212	sp|Q3TAS6|EMC10_MOUSE	tr|A0A7J7ENZ6|A0A7J7ENZ6_DICBM
OG0006213	sp|P97452|BOP1_MOUSE	tr|A0A7J7EP61|A0A7J7EP61_DICBM
OG0006214	sp|B1AWL2|ZN462_MOUSE	tr|A0A7J7EPJ8|A0A7J7EPJ8_DICBM
OG0006215	tr|Q6PGC9|Q6PGC9_MOUSE	tr|A0A7J7EPY3|A0A7J7EPY3_DICBM
OG0006216	sp|Q9QXG4|ACSA_MOUSE	tr|A0A7J7EQ62|A0A7J7EQ62_DICBM
OG0006217	sp|P80315|TCPD_MOUSE	tr|A0A7J7EQE4|A0A7J7EQE4_DICBM
OG0006218	sp|P54279|PMS2_MOUSE	tr|A0A7J7ERQ9|A0A7J7ERQ9_DICBM
OG0006219	sp|Q9CR76|TM186_MOUSE	tr|A0A7J7ES52|A0A7J7ES52_DICBM
OG0006220	sp|Q9D1Q1|MPH6_MOUSE	tr|A0A7J7ESC6|A0A7J7ESC6_DICBM
OG0006221	tr|Q9D4I8|Q9D4I8_MOUSE	tr|A0A7J7ESE3|A0A7J7ESE3_DICBM
OG0006222	sp|O88942|NFAC1_MOUSE	tr|A0A7J7ETM4|A0A7J7ETM4_DICBM
OG0006223	tr|Q3TWH3|Q3TWH3_MOUSE	tr|A0A7J7EVY3|A0A7J7EVY3_DICBM
OG0006224	sp|Q9JKV5|SCAM4_MOUSE	tr|A0A7J7EY50|A0A7J7EY50_DICBM
OG0006226	sp|Q91YU3|MSD4_MOUSE	tr|A0A7J7EZI2|A0A7J7EZI2_DICBM
OG0006227	sp|P0C7Q1|CC153_MOUSE	tr|A0A7J7EZT9|A0A7J7EZT9_DICBM
OG0006228	sp|Q7TST3|SAM10_MOUSE	tr|A0A7J7F0A5|A0A7J7F0A5_DICBM
OG0006229	sp|O54839|EOMES_MOUSE	tr|A0A7J7F1A3|A0A7J7F1A3_DICBM
OG0006230	sp|Q99MD8|MYNN_MOUSE	tr|A0A7J7F271|A0A7J7F271_DICBM
OG0006231	sp|Q3UM18|LSG1_MOUSE	tr|A0A7J7F2N2|A0A7J7F2N2_DICBM
OG0006232	sp|Q923G2|RPAB3_MOUSE	tr|A0A7J7F368|A0A7J7F368_DICBM
OG0006233	tr|E9Q4M0|E9Q4M0_MOUSE	tr|A0A7J7F3C7|A0A7J7F3C7_DICBM
OG0006234	sp|Q9DBG1|CP27A_MOUSE	tr|A0A7J7F3E5|A0A7J7F3E5_DICBM
OG0006235	sp|B2RPU2|PLHD1_MOUSE	tr|A0A7J7F493|A0A7J7F493_DICBM
OG0006236	sp|Q8BYN3|ITPK1_MOUSE	tr|A0A7J7F4U5|A0A7J7F4U5_DICBM
OG0006237	sp|Q8R1F5|HYI_MOUSE	tr|A0A7J7F5E8|A0A7J7F5E8_DICBM
OG0006238	sp|Q8K182|CO8A_MOUSE	tr|A0A7J7F615|A0A7J7F615_DICBM
OG0006239	sp|A2AJA7|AEGP_MOUSE	tr|A0A7J7F6U7|A0A7J7F6U7_DICBM
OG0006240	sp|Q8K0L9|ZBT20_MOUSE	tr|A0A7J7F7H1|A0A7J7F7H1_DICBM
OG0006241	sp|Q8R3Q6|MIX23_MOUSE	tr|A0A7J7F7U2|A0A7J7F7U2_DICBM
OG0006242	sp|E9QAT4|SC16A_MOUSE	tr|A0A7J7F7Z6|A0A7J7F7Z6_DICBM
OG0006243	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A7J7F9E1|A0A7J7F9E1_DICBM
OG0006244	sp|Q9CR73|PNRC2_MOUSE	tr|A0A7J7F9F6|A0A7J7F9F6_DICBM
OG0006245	sp|Q08AU9|CQ058_MOUSE	tr|A0A7J7F9M0|A0A7J7F9M0_DICBM
OG0006246	sp|O70491|STRA6_MOUSE	tr|A0A7J7FB32|A0A7J7FB32_DICBM
OG0006247	sp|Q8R164|BPHL_MOUSE	tr|A0A7J7FBB8|A0A7J7FBB8_DICBM
OG0006248	sp|P27656|LIPC_MOUSE	tr|A0A7J7FBQ2|A0A7J7FBQ2_DICBM
OG0006249	sp|Q9QXG9|TINF2_MOUSE	tr|A0A7J7FCN2|A0A7J7FCN2_DICBM
OG0006250	sp|Q3U1T3|BRM1L_MOUSE	tr|A0A7J7FCN9|A0A7J7FCN9_DICBM
OG0006251	sp|P19253|RL13A_MOUSE	tr|A0A7J7FDY0|A0A7J7FDY0_DICBM
OG0006252	sp|P54099|DPOG1_MOUSE	tr|A0A7J7FHZ9|A0A7J7FHZ9_DICBM
OG0006253	sp|Q6ZPG2|WDR90_MOUSE	tr|A0A7J7FKM7|A0A7J7FKM7_DICBM
OG0006254	sp|Q91ZT9|ASB8_MOUSE	tr|A0A7J7FKR9|A0A7J7FKR9_DICBM
OG0006255	sp|Q99KU6|CF089_MOUSE	tr|A0A7J7FNN5|A0A7J7FNN5_DICBM
OG0006256	sp|Q9WUL8|CITE4_MOUSE	tr|A0A7J7E3E7|A0A7J7E3E7_DICBM
OG0006257	sp|Q8QZX5|LSM10_MOUSE	tr|A0A7J7E3I0|A0A7J7E3I0_DICBM
OG0006258	sp|Q9CRW3|CB076_MOUSE	tr|A0A7J7E520|A0A7J7E520_DICBM
OG0006259	sp|Q9JJV3|CCGL_MOUSE	tr|A0A7J7E5A5|A0A7J7E5A5_DICBM
OG0006260	sp|Q4VAB4|CNPY1_MOUSE	tr|A0A7J7E6K5|A0A7J7E6K5_DICBM
OG0006261	sp|Q68FM6|PPR29_MOUSE	tr|A0A7J7EA85|A0A7J7EA85_DICBM
OG0006263	sp|Q62000|MIME_MOUSE	tr|A0A7J7EB03|A0A7J7EB03_DICBM
OG0006264	sp|Q9QZN4|FBX6_MOUSE	tr|A0A7J7EDT6|A0A7J7EDT6_DICBM
OG0006265	sp|Q8R089|FBRS_MOUSE	tr|A0A7J7EFX4|A0A7J7EFX4_DICBM
OG0006266	sp|A2AA28|MET23_MOUSE	tr|A0A7J7EGJ4|A0A7J7EGJ4_DICBM
OG0006267	sp|Q64285|CEL_MOUSE	tr|A0A7J7EGR0|A0A7J7EGR0_DICBM
OG0006268	sp|Q9JHA8|VWA7_MOUSE	tr|A0A7J7EJG6|A0A7J7EJG6_DICBM
OG0006269	sp|P70120|HES5_MOUSE	tr|A0A7J7EL04|A0A7J7EL04_DICBM
OG0006270	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A7J7ELU8|A0A7J7ELU8_DICBM
OG0006271	sp|Q8C3Q5|SHSA7_MOUSE	tr|A0A7J7EM93|A0A7J7EM93_DICBM
OG0006272	sp|Q8VCK5|KLH20_MOUSE	tr|A0A7J7EMH5|A0A7J7EMH5_DICBM
OG0006273	sp|Q8K305|NSL1_MOUSE	tr|A0A7J7EMR2|A0A7J7EMR2_DICBM
OG0006274	sp|Q9D1B8|DCD2C_MOUSE	tr|A0A7J7ENU9|A0A7J7ENU9_DICBM
OG0006275	tr|Q9CZP3|Q9CZP3_MOUSE	tr|A0A7J7ERD0|A0A7J7ERD0_DICBM
OG0006276	sp|O55222|ILK_MOUSE	tr|A0A7J7ET73|A0A7J7ET73_DICBM
OG0006277	sp|Q8BY87|UBP47_MOUSE	tr|A0A7J7ETQ4|A0A7J7ETQ4_DICBM
OG0006278	tr|E9Q4Y4|E9Q4Y4_MOUSE	tr|A0A7J7ETV4|A0A7J7ETV4_DICBM
OG0006279	sp|Q9DA48|SACA1_MOUSE	tr|A0A7J7EW47|A0A7J7EW47_DICBM
OG0006280	sp|Q9CQA5|MED4_MOUSE	tr|A0A7J7EXS8|A0A7J7EXS8_DICBM
OG0006281	sp|Q9D0P0|EBPL_MOUSE	tr|A0A7J7EY72|A0A7J7EY72_DICBM
OG0006282	sp|Q61660|FOXJ1_MOUSE	tr|A0A7J7EZB3|A0A7J7EZB3_DICBM
OG0006283	sp|Q80X80|C2C2L_MOUSE	tr|A0A7J7EZM2|A0A7J7EZM2_DICBM
OG0006284	sp|P97412|LYST_MOUSE	tr|A0A7J7F2K3|A0A7J7F2K3_DICBM
OG0006285	sp|Q9JKY0|CNOT9_MOUSE	tr|A0A7J7F3Q0|A0A7J7F3Q0_DICBM
OG0006286	sp|Q80ZQ3|CH074_MOUSE	tr|A0A7J7F6K8|A0A7J7F6K8_DICBM
OG0006287	sp|Q923X1|AGRL4_MOUSE	tr|A0A7J7F6W4|A0A7J7F6W4_DICBM
OG0006288	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A7J7F713|A0A7J7F713_DICBM
OG0006289	sp|Q9ERR7|SEP15_MOUSE	tr|A0A7J7F7E3|A0A7J7F7E3_DICBM
OG0006290	sp|Q8BVU0|LRCH3_MOUSE	tr|A0A7J7F8M4|A0A7J7F8M4_DICBM
OG0006291	sp|Q80X91|F110D_MOUSE	tr|A0A7J7F937|A0A7J7F937_DICBM
OG0006292	sp|Q9DA11|LYZL6_MOUSE	tr|A0A7J7F9R7|A0A7J7F9R7_DICBM
OG0006293	sp|Q9Z2E9|BSCL2_MOUSE	tr|A0A7J7FD82|A0A7J7FD82_DICBM
OG0006294	sp|Q9QZL9|DKKL1_MOUSE	tr|A0A7J7FDF0|A0A7J7FDF0_DICBM
OG0006295	sp|Q5XG71|UTP20_MOUSE	tr|A0A7J7FF39|A0A7J7FF39_DICBM
OG0006296	sp|E9Q912|GDS1_MOUSE	tr|A0A7J7FF83|A0A7J7FF83_DICBM
OG0006297	sp|Q60949|TBCD1_MOUSE	tr|A0A7J7FG96|A0A7J7FG96_DICBM
OG0006298	sp|Q64237|DOPO_MOUSE	tr|A0A7J7FGF1|A0A7J7FGF1_DICBM
OG0006299	sp|P57680|EVC_MOUSE	tr|A0A7J7FGI2|A0A7J7FGI2_DICBM
OG0006300	sp|Q9D1I5|MCEE_MOUSE	tr|A0A7J7FGQ5|A0A7J7FGQ5_DICBM
OG0006301	sp|Q7TSK7|ATL2_MOUSE	tr|A0A7J7FGV0|A0A7J7FGV0_DICBM
OG0006302	sp|Q08093|CNN2_MOUSE	tr|A0A7J7FJA1|A0A7J7FJA1_DICBM
OG0006303	sp|D3YWP0|EFMT3_MOUSE	tr|A0A7J7FKV2|A0A7J7FKV2_DICBM
OG0006304	sp|Q9R244|TRPC2_MOUSE	tr|A0A7J7FN69|A0A7J7FN69_DICBM
OG0006305	sp|Q8K1T1|LRC25_MOUSE	tr|A0A7J7E415|A0A7J7E415_DICBM
OG0006306	sp|O09172|GSH0_MOUSE	tr|A0A7J7E5M8|A0A7J7E5M8_DICBM
OG0006307	sp|Q9WUL7|ARL3_MOUSE	tr|A0A7J7E6B2|A0A7J7E6B2_DICBM
OG0006308	sp|Q9JIX9|FASTK_MOUSE	tr|A0A7J7E6N4|A0A7J7E6N4_DICBM
OG0006309	sp|Q8CJ53|CIP4_MOUSE	tr|A0A7J7E7A6|A0A7J7E7A6_DICBM
OG0006310	sp|Q5ND34|WDR81_MOUSE	tr|A0A7J7E7M1|A0A7J7E7M1_DICBM
OG0006311	sp|P20782|ACHE_MOUSE	tr|A0A7J7E7Q9|A0A7J7E7Q9_DICBM
OG0006312	sp|Q8CFD5|ERCC8_MOUSE	tr|A0A7J7E889|A0A7J7E889_DICBM
OG0006313	sp|Q9WUL5|PD1L2_MOUSE	tr|A0A7J7EAK3|A0A7J7EAK3_DICBM
OG0006314	sp|O70460|CCL19_MOUSE	tr|A0A7J7EAR8|A0A7J7EAR8_DICBM
OG0006315	sp|Q6PHN1|CCD57_MOUSE	tr|A0A7J7EAU2|A0A7J7EAU2_DICBM
OG0006316	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A7J7ECJ7|A0A7J7ECJ7_DICBM
OG0006317	sp|Q99LE3|LYSM3_MOUSE	tr|A0A7J7ECR6|A0A7J7ECR6_DICBM
OG0006318	sp|Q9JLG4|PK2L2_MOUSE	tr|A0A7J7EDD3|A0A7J7EDD3_DICBM
OG0006319	sp|Q61125|BKRB1_MOUSE	tr|A0A7J7EEY2|A0A7J7EEY2_DICBM
OG0006320	sp|O88995|IKBL1_MOUSE	tr|A0A7J7EJD7|A0A7J7EJD7_DICBM
OG0006321	sp|Q9CRY7|GDPD1_MOUSE	tr|A0A7J7EK75|A0A7J7EK75_DICBM
OG0006322	sp|O55241|OREX_MOUSE	tr|A0A7J7EQX9|A0A7J7EQX9_DICBM
OG0006323	sp|P52479|UBP10_MOUSE	tr|A0A7J7ERX5|A0A7J7ERX5_DICBM
OG0006324	sp|P61208|ARL4C_MOUSE	tr|A0A7J7EUI4|A0A7J7EUI4_DICBM
OG0006325	sp|Q9JJK5|HERP1_MOUSE	tr|A0A7J7EVG2|A0A7J7EVG2_DICBM
OG0006326	sp|Q8BTU1|CFA20_MOUSE	tr|A0A7J7EVG7|A0A7J7EVG7_DICBM
OG0006327	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A7J7EVJ7|A0A7J7EVJ7_DICBM
OG0006328	sp|P15261|INGR1_MOUSE	tr|A0A7J7EXB0|A0A7J7EXB0_DICBM
OG0006329	tr|Q8BXH3|Q8BXH3_MOUSE	tr|A0A7J7EXH4|A0A7J7EXH4_DICBM
OG0006330	sp|P40935|PNMT_MOUSE	tr|A0A7J7EYU4|A0A7J7EYU4_DICBM
OG0006331	sp|Q8VE47|UBA5_MOUSE	tr|A0A7J7F1M0|A0A7J7F1M0_DICBM
OG0006332	sp|Q60771|CLD11_MOUSE	tr|A0A7J7F2G4|A0A7J7F2G4_DICBM
OG0006333	sp|Q9CQ49|NCBP2_MOUSE	tr|A0A7J7F2S6|A0A7J7F2S6_DICBM
OG0006334	sp|Q9WV98|TIM9_MOUSE	tr|A0A7J7F419|A0A7J7F419_DICBM
OG0006335	sp|Q9R0Y1|ASIC5_MOUSE	tr|A0A7J7F657|A0A7J7F657_DICBM
OG0006336	sp|D3Z2R5|SELN_MOUSE	tr|A0A7J7F9H3|A0A7J7F9H3_DICBM
OG0006337	sp|Q9DA17|TSG13_MOUSE	tr|A0A7J7F9N5|A0A7J7F9N5_DICBM
OG0006338	sp|Q8CIB6|TM230_MOUSE	tr|A0A7J7FA59|A0A7J7FA59_DICBM
OG0006339	sp|Q9CWU9|NUP37_MOUSE	tr|A0A7J7FET6|A0A7J7FET6_DICBM
OG0006340	sp|E9Q6J5|BD1L1_MOUSE	tr|A0A7J7FG61|A0A7J7FG61_DICBM
OG0006341	tr|A2AJW5|A2AJW5_MOUSE	tr|A0A7J7FGH5|A0A7J7FGH5_DICBM
OG0006342	sp|Q3UPL6|M4A15_MOUSE	tr|A0A7J7FH45|A0A7J7FH45_DICBM
OG0006343	sp|Q8CFJ9|WDR24_MOUSE	tr|A0A7J7FKN1|A0A7J7FKN1_DICBM
OG0006344	sp|Q810I0|VP37D_MOUSE	tr|A0A7J7FLA7|A0A7J7FLA7_DICBM
OG0006345	sp|Q5I1X5|IASPP_MOUSE	tr|A0A7J7E444|A0A7J7E444_DICBM
OG0006346	sp|P10628|HXD4_MOUSE	tr|A0A7J7E4E2|A0A7J7E4E2_DICBM
OG0006347	sp|Q60848|HELLS_MOUSE	tr|A0A7J7E6I1|A0A7J7E6I1_DICBM
OG0006348	sp|Q9CPV4|GLOD4_MOUSE	tr|A0A7J7E7J7|A0A7J7E7J7_DICBM
