Orthogroup	Mus_musculus	Camelus_dromedarius
OG0007550	sp|A0JLY1|CF210_MOUSE	tr|A0A5N4E6A3|A0A5N4E6A3_CAMDR
OG0007551	sp|Q8R2Y3|DOLK_MOUSE	tr|A0A5N4E8F6|A0A5N4E8F6_CAMDR
OG0007552	sp|Q02858|TIE2_MOUSE	tr|A0A5N4EAM2|A0A5N4EAM2_CAMDR
OG0007553	sp|Q8BZI0|AF1L1_MOUSE	tr|A0A5N4EC49|A0A5N4EC49_CAMDR
OG0007554	sp|Q8K2V6|IPO11_MOUSE	tr|A0A5N4EDE5|A0A5N4EDE5_CAMDR
OG0007555	sp|Q3U3W5|ANM9_MOUSE	tr|A0A5N4EFZ0|A0A5N4EFZ0_CAMDR
OG0007556	sp|Q0KK56|F184B_MOUSE	tr|A0A5N4EH28|A0A5N4EH28_CAMDR
OG0007557	sp|Q6P1H6|ANKL2_MOUSE	tr|A0A5N4C8F9|A0A5N4C8F9_CAMDR
OG0007558	sp|P55937|GOGA3_MOUSE	tr|A0A5N4C8I1|A0A5N4C8I1_CAMDR
OG0007559	sp|Q9JLZ6|HIC2_MOUSE	tr|A0A5N4C9B9|A0A5N4C9B9_CAMDR
OG0007560	sp|Q8K4Z5|SF3A1_MOUSE	tr|A0A5N4C9L3|A0A5N4C9L3_CAMDR
OG0007561	sp|Q6ZPL9|DDX55_MOUSE	tr|A0A5N4CA16|A0A5N4CA16_CAMDR
OG0007562	sp|P51667|MLRV_MOUSE	tr|A0A5N4CA22|A0A5N4CA22_CAMDR
OG0007563	sp|Q9CPR5|RM15_MOUSE	tr|A0A5N4CCF0|A0A5N4CCF0_CAMDR
OG0007564	sp|Q91WK2|EIF3H_MOUSE	tr|A0A5N4CI91|A0A5N4CI91_CAMDR
OG0007565	sp|O55087|MEF2B_MOUSE	tr|A0A5N4CMH6|A0A5N4CMH6_CAMDR
OG0007566	sp|Q9CXD6|MCUR1_MOUSE	tr|A0A5N4CSB8|A0A5N4CSB8_CAMDR
OG0007567	tr|G3X8X0|G3X8X0_MOUSE	tr|A0A5N4CSJ5|A0A5N4CSJ5_CAMDR
OG0007568	tr|Q8VFE2|Q8VFE2_MOUSE	tr|A0A5N4CT26|A0A5N4CT26_CAMDR
OG0007569	sp|Q8BLH5|TSP50_MOUSE	tr|A0A5N4CYG3|A0A5N4CYG3_CAMDR
OG0007570	sp|Q3ULW8|PARP3_MOUSE	tr|A0A5N4CYW4|A0A5N4CYW4_CAMDR
OG0007571	sp|Q9ERV1|MKRN2_MOUSE	tr|A0A5N4CZ36|A0A5N4CZ36_CAMDR
OG0007572	sp|Q64008|RAB34_MOUSE	tr|A0A5N4D3H3|A0A5N4D3H3_CAMDR
OG0007573	sp|Q5SUE8|ANR40_MOUSE	tr|A0A5N4D5H2|A0A5N4D5H2_CAMDR
OG0007574	sp|Q9Z0W1|TNR16_MOUSE	tr|A0A5N4D5P7|A0A5N4D5P7_CAMDR
OG0007575	sp|Q00519|XDH_MOUSE	tr|A0A5N4D7Q4|A0A5N4D7Q4_CAMDR
OG0007576	sp|Q8K327|CHAP1_MOUSE	tr|A0A5N4D9V0|A0A5N4D9V0_CAMDR
OG0007577	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A5N4DBD2|A0A5N4DBD2_CAMDR
OG0007578	tr|A0A2I3BQG2|A0A2I3BQG2_MOUSE	tr|A0A5N4DC66|A0A5N4DC66_CAMDR
OG0007579	sp|Q9ESX4|ZCC17_MOUSE	tr|A0A5N4DDE6|A0A5N4DDE6_CAMDR
OG0007580	sp|A2A9G7|SHL2A_MOUSE	tr|A0A5N4DEH7|A0A5N4DEH7_CAMDR
OG0007581	sp|Q62392|PHLA1_MOUSE	tr|A0A5N4DEK0|A0A5N4DEK0_CAMDR
OG0007582	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A5N4DEQ7|A0A5N4DEQ7_CAMDR
OG0007583	sp|Q8C2B3|HDAC7_MOUSE	tr|A0A5N4DH69|A0A5N4DH69_CAMDR
OG0007584	sp|P50153|GBG4_MOUSE	tr|A0A5N4DHY4|A0A5N4DHY4_CAMDR
OG0007585	sp|Q99MV1|TDRD1_MOUSE	tr|A0A5N4DL02|A0A5N4DL02_CAMDR
OG0007586	tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE	tr|A0A5N4DP74|A0A5N4DP74_CAMDR
OG0007587	sp|Q9R0N9|SYT9_MOUSE	tr|A0A5N4DPD6|A0A5N4DPD6_CAMDR
OG0007588	tr|D3YUP5|D3YUP5_MOUSE	tr|A0A5N4DPP8|A0A5N4DPP8_CAMDR
OG0007589	sp|Q5U5M8|BL1S3_MOUSE	tr|A0A5N4DPQ9|A0A5N4DPQ9_CAMDR
OG0007590	sp|Q5DU41|LRC8B_MOUSE	tr|A0A5N4DV13|A0A5N4DV13_CAMDR
OG0007591	sp|Q9R0M4|PODXL_MOUSE	tr|A0A5N4DY96|A0A5N4DY96_CAMDR
OG0007592	sp|Q3TY60|F131B_MOUSE	tr|A0A5N4DZS5|A0A5N4DZS5_CAMDR
OG0007593	sp|Q62523|ZYX_MOUSE	tr|A0A5N4E043|A0A5N4E043_CAMDR
OG0007594	sp|P01101|FOS_MOUSE	tr|A0A5N4E205|A0A5N4E205_CAMDR
OG0007595	sp|Q8BJ37|TYDP1_MOUSE	tr|A0A5N4E2H8|A0A5N4E2H8_CAMDR
OG0007596	sp|O35309|NMI_MOUSE	tr|A0A5N4E558|A0A5N4E558_CAMDR
OG0007597	sp|O88697|STK16_MOUSE	tr|A0A5N4E747|A0A5N4E747_CAMDR
OG0007598	sp|P31786|ACBP_MOUSE	tr|A0A5N4E7I5|A0A5N4E7I5_CAMDR
OG0007599	sp|P09925|SURF1_MOUSE	tr|A0A5N4E8I4|A0A5N4E8I4_CAMDR
OG0007600	tr|Q8VGJ8|Q8VGJ8_MOUSE	tr|A0A5N4EAI5|A0A5N4EAI5_CAMDR
OG0007601	sp|Q14AK4|ZDH11_MOUSE	tr|A0A5N4EBH4|A0A5N4EBH4_CAMDR
OG0007602	sp|Q91XC8|DAP1_MOUSE	tr|A0A5N4EBZ6|A0A5N4EBZ6_CAMDR
OG0007603	sp|Q3UD82|PARP8_MOUSE	tr|A0A5N4EDU6|A0A5N4EDU6_CAMDR
OG0007604	sp|Q2PZL6|FAT4_MOUSE	tr|A0A5N4EHE4|A0A5N4EHE4_CAMDR
OG0007605	sp|Q8BQJ6|TRM2B_MOUSE	tr|A0A5N4C159|A0A5N4C159_CAMDR
OG0007606	sp|Q1W617|SHRM4_MOUSE	tr|A0A5N4C362|A0A5N4C362_CAMDR
OG0007607	sp|Q9CRA0|NAR4_MOUSE	tr|A0A5N4C5X4|A0A5N4C5X4_CAMDR
OG0007608	sp|Q3TES0|IQEC3_MOUSE	tr|A0A5N4C6H5|A0A5N4C6H5_CAMDR
OG0007609	sp|Q9D8S4|ORN_MOUSE	tr|A0A5N4C706|A0A5N4C706_CAMDR
OG0007610	sp|Q9R1Z8|VINEX_MOUSE	tr|A0A5N4CAJ5|A0A5N4CAJ5_CAMDR
OG0007611	sp|P12658|CALB1_MOUSE	tr|A0A5N4CCN6|A0A5N4CCN6_CAMDR
OG0007612	sp|Q9R187|EDAR_MOUSE	tr|A0A5N4CD91|A0A5N4CD91_CAMDR
OG0007613	sp|P19536|COX5B_MOUSE	tr|A0A5N4CDV7|A0A5N4CDV7_CAMDR
OG0007614	sp|Q6PE55|PGFRL_MOUSE	tr|A0A5N4CFT3|A0A5N4CFT3_CAMDR
OG0007615	sp|Q8BGS0|MAK16_MOUSE	tr|A0A5N4CGQ8|A0A5N4CGQ8_CAMDR
OG0007616	sp|Q80Y84|KDM5B_MOUSE	tr|A0A5N4CHZ6|A0A5N4CHZ6_CAMDR
OG0007617	sp|Q91XA8|KLD8A_MOUSE	tr|A0A5N4CIV1|A0A5N4CIV1_CAMDR
OG0007618	sp|E9Q6E9|SIMC1_MOUSE	tr|A0A5N4CKR9|A0A5N4CKR9_CAMDR
OG0007619	sp|Q3TFK5|GPTC4_MOUSE	tr|A0A5N4CPG9|A0A5N4CPG9_CAMDR
OG0007620	sp|Q99PP2|ZN318_MOUSE	tr|A0A5N4CS19|A0A5N4CS19_CAMDR
OG0007621	sp|Q9DBY0|FOXP4_MOUSE	tr|A0A5N4CSD7|A0A5N4CSD7_CAMDR
OG0007622	sp|Q9WUK4|RFC2_MOUSE	tr|A0A5N4CY12|A0A5N4CY12_CAMDR
OG0007623	sp|Q8R331|ZNHI1_MOUSE	tr|A0A5N4CY32|A0A5N4CY32_CAMDR
OG0007624	sp|P43025|TETN_MOUSE	tr|A0A5N4CYC9|A0A5N4CYC9_CAMDR
OG0007625	sp|P83917|CBX1_MOUSE	tr|A0A5N4D4D7|A0A5N4D4D7_CAMDR
OG0007626	sp|Q9JIY5|HTRA2_MOUSE	tr|A0A5N4D6I2|A0A5N4D6I2_CAMDR
OG0007627	sp|Q9CZ42|NNRD_MOUSE	tr|A0A5N4DA80|A0A5N4DA80_CAMDR
OG0007628	sp|Q7TPN3|PIGV_MOUSE	tr|A0A5N4DDD4|A0A5N4DDD4_CAMDR
OG0007629	sp|Q8VCM5|MUL1_MOUSE	tr|A0A5N4DDF3|A0A5N4DDF3_CAMDR
OG0007630	sp|Q9CZR8|EFTS_MOUSE	tr|A0A5N4DFV9|A0A5N4DFV9_CAMDR
OG0007631	sp|P97297|ADML_MOUSE	tr|A0A5N4DLA2|A0A5N4DLA2_CAMDR
OG0007632	sp|Q99N03|M4A10_MOUSE	tr|A0A5N4DM71|A0A5N4DM71_CAMDR
OG0007633	sp|P22893|TTP_MOUSE	tr|A0A5N4DR12|A0A5N4DR12_CAMDR
OG0007634	sp|Q562E2|KCD19_MOUSE	tr|A0A5N4DR61|A0A5N4DR61_CAMDR
OG0007635	tr|Q8BHX0|Q8BHX0_MOUSE	tr|A0A5N4DTW1|A0A5N4DTW1_CAMDR
OG0007636	sp|P97303|BACH2_MOUSE	tr|A0A5N4DVI1|A0A5N4DVI1_CAMDR
OG0007637	sp|Q8BGT0|OSTM1_MOUSE	tr|A0A5N4DXL5|A0A5N4DXL5_CAMDR
OG0007638	sp|Q8K0C4|CP51A_MOUSE	tr|A0A5N4DXP1|A0A5N4DXP1_CAMDR
OG0007639	sp|Q4FZC9|SYNE3_MOUSE	tr|A0A5N4E2K5|A0A5N4E2K5_CAMDR
OG0007640	tr|A2ART8|A2ART8_MOUSE	tr|A0A5N4E2T0|A0A5N4E2T0_CAMDR
OG0007641	sp|Q5DU37|ZFY26_MOUSE	tr|A0A5N4E388|A0A5N4E388_CAMDR
OG0007642	sp|Q8R4D5|TRPM8_MOUSE	tr|A0A5N4E5W0|A0A5N4E5W0_CAMDR
OG0007643	sp|Q07105|GDF9_MOUSE	tr|A0A5N4ECK9|A0A5N4ECK9_CAMDR
OG0007644	sp|Q8BZ39|NMUR2_MOUSE	tr|A0A5N4EEA9|A0A5N4EEA9_CAMDR
OG0007645	sp|Q8K0D7|GET1_MOUSE	tr|A0A5N4EHU4|A0A5N4EHU4_CAMDR
OG0007646	sp|Q9CZM9|KCMB2_MOUSE	tr|A0A5N4EI81|A0A5N4EI81_CAMDR
OG0007647	tr|J3QM92|J3QM92_MOUSE	tr|A0A5N4EJW8|A0A5N4EJW8_CAMDR
OG0007648	sp|Q62351|TFR1_MOUSE	tr|A0A5N4EKL6|A0A5N4EKL6_CAMDR
OG0007649	sp|P97950|RB33A_MOUSE	tr|A0A5N4C3Z9|A0A5N4C3Z9_CAMDR
OG0007650	sp|Q91ZT5|FGD4_MOUSE	tr|A0A5N4C6T0|A0A5N4C6T0_CAMDR
OG0007651	sp|P37804|TAGL_MOUSE	tr|A0A5N4C822|A0A5N4C822_CAMDR
OG0007652	sp|Q91XL3|UXS1_MOUSE	tr|A0A5N4CD50|A0A5N4CD50_CAMDR
OG0007653	sp|Q8K2D3|EDC3_MOUSE	tr|A0A5N4CEI4|A0A5N4CEI4_CAMDR
OG0007654	sp|Q8C145|S39A6_MOUSE	tr|A0A5N4CHM9|A0A5N4CHM9_CAMDR
OG0007655	sp|Q925S4|IL24_MOUSE	tr|A0A5N4CIF6|A0A5N4CIF6_CAMDR
OG0007656	sp|Q9JII5|DAZP1_MOUSE	tr|A0A5N4CL49|A0A5N4CL49_CAMDR
OG0007657	tr|Q91XL1|Q91XL1_MOUSE	tr|A0A5N4CLT2|A0A5N4CLT2_CAMDR
OG0007658	sp|Q9D6J1|CERS4_MOUSE	tr|A0A5N4CM47|A0A5N4CM47_CAMDR
OG0007659	sp|Q9CZB0|C560_MOUSE	tr|A0A5N4CNR1|A0A5N4CNR1_CAMDR
OG0007660	sp|Q03958|PFD6_MOUSE	tr|A0A5N4CSQ5|A0A5N4CSQ5_CAMDR
OG0007661	sp|Q61771|KIF3B_MOUSE	tr|A0A5N4CU12|A0A5N4CU12_CAMDR
OG0007662	sp|P61922|GABT_MOUSE	tr|A0A5N4CWA1|A0A5N4CWA1_CAMDR
OG0007663	sp|P97457|MYL11_MOUSE	tr|A0A5N4CXK6|A0A5N4CXK6_CAMDR
OG0007664	tr|A0A1B0GRK0|A0A1B0GRK0_MOUSE	tr|A0A5N4CZ30|A0A5N4CZ30_CAMDR
OG0007665	sp|Q9D1H9|MFAP4_MOUSE	tr|A0A5N4D1I0|A0A5N4D1I0_CAMDR
OG0007666	sp|P04184|KITH_MOUSE	tr|A0A5N4D538|A0A5N4D538_CAMDR
OG0007667	sp|Q9DBD5|PELP1_MOUSE	tr|A0A5N4D5G4|A0A5N4D5G4_CAMDR
OG0007668	sp|Q8R361|RFIP5_MOUSE	tr|A0A5N4D6M1|A0A5N4D6M1_CAMDR
OG0007669	sp|Q8BW86|ARG33_MOUSE	tr|A0A5N4D886|A0A5N4D886_CAMDR
OG0007670	tr|Q8BXH3|Q8BXH3_MOUSE	tr|A0A5N4D9N9|A0A5N4D9N9_CAMDR
OG0007671	sp|Q91ZQ5|RPE65_MOUSE	tr|A0A5N4DCS3|A0A5N4DCS3_CAMDR
OG0007672	sp|Q8CHP5|PYM1_MOUSE	tr|A0A5N4DEE4|A0A5N4DEE4_CAMDR
OG0007673	sp|P48614|WN10B_MOUSE	tr|A0A5N4DEE5|A0A5N4DEE5_CAMDR
OG0007674	sp|Q4FZG9|NUA4L_MOUSE	tr|A0A5N4DEL1|A0A5N4DEL1_CAMDR
OG0007675	sp|Q6IMP4|PANX2_MOUSE	tr|A0A5N4DGW2|A0A5N4DGW2_CAMDR
OG0007676	sp|Q99NA9|PCGF6_MOUSE	tr|A0A5N4DIC6|A0A5N4DIC6_CAMDR
OG0007677	sp|P11440|CDK1_MOUSE	tr|A0A5N4DJD8|A0A5N4DJD8_CAMDR
OG0007678	sp|Q80XB4|NRAP_MOUSE	tr|A0A5N4DJL3|A0A5N4DJL3_CAMDR
OG0007679	tr|E9Q545|E9Q545_MOUSE	tr|A0A5N4DLH2|A0A5N4DLH2_CAMDR
OG0007680	sp|Q45VK7|DYHC2_MOUSE	tr|A0A5N4DLN5|A0A5N4DLN5_CAMDR
OG0007681	sp|Q9D938|TM160_MOUSE	tr|A0A5N4DU71|A0A5N4DU71_CAMDR
OG0007682	sp|Q9CYR6|AGM1_MOUSE	tr|A0A5N4DVW8|A0A5N4DVW8_CAMDR
OG0007683	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A5N4E2H1|A0A5N4E2H1_CAMDR
OG0007684	sp|Q8R3J5|CHAC1_MOUSE	tr|A0A5N4E3E2|A0A5N4E3E2_CAMDR
OG0007685	tr|A6H634|A6H634_MOUSE	tr|A0A5N4E423|A0A5N4E423_CAMDR
OG0007686	sp|Q8BFQ2|T229B_MOUSE	tr|A0A5N4E4S9|A0A5N4E4S9_CAMDR
OG0007687	sp|P11276|FINC_MOUSE	tr|A0A5N4E636|A0A5N4E636_CAMDR
OG0007688	sp|Q3U898|CSN9_MOUSE	tr|A0A5N4E798|A0A5N4E798_CAMDR
OG0007689	sp|Q7TN31|AGGF1_MOUSE	tr|A0A5N4ECE5|A0A5N4ECE5_CAMDR
OG0007690	sp|Q8BMJ2|SYLC_MOUSE	tr|A0A5N4EDQ7|A0A5N4EDQ7_CAMDR
OG0007691	sp|Q03311|CHLE_MOUSE	tr|A0A5N4EI88|A0A5N4EI88_CAMDR
OG0007692	tr|B2RUQ2|B2RUQ2_MOUSE	tr|A0A5N4EKG0|A0A5N4EKG0_CAMDR
OG0007693	sp|Q8R5A3|AB1IP_MOUSE	tr|A0A5N4C4T8|A0A5N4C4T8_CAMDR
OG0007694	sp|Q8BXL9|IFFO1_MOUSE	tr|A0A5N4C6Q8|A0A5N4C6Q8_CAMDR
OG0007695	sp|Q6J9G1|STYK1_MOUSE	tr|A0A5N4C7M4|A0A5N4C7M4_CAMDR
OG0007696	sp|P53347|ONCM_MOUSE	tr|A0A5N4C9V3|A0A5N4C9V3_CAMDR
OG0007697	sp|Q80VA0|GALT7_MOUSE	tr|A0A5N4CAI0|A0A5N4CAI0_CAMDR
OG0007698	sp|P49717|MCM4_MOUSE	tr|A0A5N4CCK3|A0A5N4CCK3_CAMDR
OG0007699	sp|Q91YP6|ELMD3_MOUSE	tr|A0A5N4CCR7|A0A5N4CCR7_CAMDR
OG0007700	sp|Q8K377|LRRT1_MOUSE	tr|A0A5N4CEJ6|A0A5N4CEJ6_CAMDR
OG0007701	sp|Q6P6P7|PARP6_MOUSE	tr|A0A5N4CEN1|A0A5N4CEN1_CAMDR
OG0007702	sp|Q6P2L6|NSD3_MOUSE	tr|A0A5N4CET9|A0A5N4CET9_CAMDR
OG0007703	sp|P50636|RN19A_MOUSE	tr|A0A5N4CGE8|A0A5N4CGE8_CAMDR
OG0007704	sp|Q91WB4|PKHF2_MOUSE	tr|A0A5N4CHZ2|A0A5N4CHZ2_CAMDR
OG0007705	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A5N4CI63|A0A5N4CI63_CAMDR
OG0007706	sp|Q8BS95|GPHR_MOUSE	tr|A0A5N4CN68|A0A5N4CN68_CAMDR
OG0007707	sp|P25425|PO2F1_MOUSE	tr|A0A5N4CNT5|A0A5N4CNT5_CAMDR
OG0007708	sp|Q3TQF0|FBX31_MOUSE	tr|A0A5N4CPH2|A0A5N4CPH2_CAMDR
OG0007709	sp|Q9QYL7|ABT1_MOUSE	tr|A0A5N4CQK0|A0A5N4CQK0_CAMDR
OG0007710	sp|Q9CPU0|LGUL_MOUSE	tr|A0A5N4CS73|A0A5N4CS73_CAMDR
OG0007711	sp|O70355|BTNL2_MOUSE	tr|A0A5N4CT21|A0A5N4CT21_CAMDR
OG0007712	sp|A2BGH0|BPIB4_MOUSE	tr|A0A5N4CUJ4|A0A5N4CUJ4_CAMDR
OG0007713	sp|Q80WW9|DDRGK_MOUSE	tr|A0A5N4CUV6|A0A5N4CUV6_CAMDR
OG0007714	sp|P35821|PTN1_MOUSE	tr|A0A5N4CVB4|A0A5N4CVB4_CAMDR
OG0007715	sp|Q9JII7|ZFN2A_MOUSE	tr|A0A5N4CY58|A0A5N4CY58_CAMDR
OG0007716	sp|Q9Z0D9|CX3C1_MOUSE	tr|A0A5N4CZN3|A0A5N4CZN3_CAMDR
OG0007717	sp|Q8VC57|KCTD5_MOUSE	tr|A0A5N4D0X0|A0A5N4D0X0_CAMDR
OG0007718	sp|A2A995|FYB2_MOUSE	tr|A0A5N4DBM3|A0A5N4DBM3_CAMDR
OG0007720	sp|O89013|OBRG_MOUSE	tr|A0A5N4DCM0|A0A5N4DCM0_CAMDR
OG0007721	sp|Q99LQ4|SVBP_MOUSE	tr|A0A5N4DCP6|A0A5N4DCP6_CAMDR
OG0007722	tr|A2AM80|A2AM80_MOUSE	tr|A0A5N4DDN2|A0A5N4DDN2_CAMDR
OG0007723	sp|Q8C966|PF21B_MOUSE	tr|A0A5N4DHE6|A0A5N4DHE6_CAMDR
OG0007724	sp|Q8CB44|GRAM4_MOUSE	tr|A0A5N4DHF8|A0A5N4DHF8_CAMDR
OG0007725	sp|P49194|RET3_MOUSE	tr|A0A5N4DJM2|A0A5N4DJM2_CAMDR
OG0007726	sp|P37237|FGF8_MOUSE	tr|A0A5N4DJZ1|A0A5N4DJZ1_CAMDR
OG0007727	sp|Q6NS46|RRP5_MOUSE	tr|A0A5N4DKQ6|A0A5N4DKQ6_CAMDR
OG0007728	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A5N4DKW7|A0A5N4DKW7_CAMDR
OG0007729	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A5N4DPK0|A0A5N4DPK0_CAMDR
OG0007730	sp|Q00175|PRGR_MOUSE	tr|A0A5N4DPN4|A0A5N4DPN4_CAMDR
OG0007731	sp|Q8VCZ9|HYPDH_MOUSE	tr|A0A5N4DS43|A0A5N4DS43_CAMDR
OG0007732	sp|Q8R1R4|IL34_MOUSE	tr|A0A5N4DSC7|A0A5N4DSC7_CAMDR
OG0007733	sp|P28334|5HT1B_MOUSE	tr|A0A5N4DW03|A0A5N4DW03_CAMDR
OG0007734	sp|O35536|TFPI2_MOUSE	tr|A0A5N4DYL0|A0A5N4DYL0_CAMDR
OG0007735	tr|Q9D4E9|Q9D4E9_MOUSE	tr|A0A5N4DZ65|A0A5N4DZ65_CAMDR
OG0007736	sp|Q8VDU1|RHOV_MOUSE	tr|A0A5N4E3D1|A0A5N4E3D1_CAMDR
OG0007737	sp|Q80YA8|CRUM2_MOUSE	tr|A0A5N4E8T5|A0A5N4E8T5_CAMDR
OG0007738	sp|O88342|WDR1_MOUSE	tr|A0A5N4EF17|A0A5N4EF17_CAMDR
OG0007739	sp|Q8VIM0|HAVR2_MOUSE	tr|A0A5N4EF74|A0A5N4EF74_CAMDR
OG0007740	sp|Q8CBQ5|P4K2B_MOUSE	tr|A0A5N4EGP5|A0A5N4EGP5_CAMDR
OG0007741	sp|O55196|ENAM_MOUSE	tr|A0A5N4EGV2|A0A5N4EGV2_CAMDR
OG0007742	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A5N4EI75|A0A5N4EI75_CAMDR
OG0007743	tr|D4AFX7|D4AFX7_MOUSE	tr|A0A5N4EJ04|A0A5N4EJ04_CAMDR
OG0007744	sp|O08989|RASM_MOUSE	tr|A0A5N4EJC0|A0A5N4EJC0_CAMDR
OG0007746	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A5N4EKH9|A0A5N4EKH9_CAMDR
OG0007747	sp|Q8CD19|LANC3_MOUSE	tr|A0A5N4C0L8|A0A5N4C0L8_CAMDR
OG0007748	sp|Q3UZB0|ARMX5_MOUSE	tr|A0A5N4C300|A0A5N4C300_CAMDR
OG0007750	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A5N4C825|A0A5N4C825_CAMDR
OG0007751	sp|Q80XJ3|TTC28_MOUSE	tr|A0A5N4C8Q1|A0A5N4C8Q1_CAMDR
OG0007752	sp|Q8CCM6|TIM21_MOUSE	tr|A0A5N4CBH9|A0A5N4CBH9_CAMDR
OG0007753	sp|Q99KN2|CIAO1_MOUSE	tr|A0A5N4CD64|A0A5N4CD64_CAMDR
OG0007754	sp|Q3V1N1|MFHA1_MOUSE	tr|A0A5N4CF33|A0A5N4CF33_CAMDR
OG0007755	sp|Q9CQJ8|NDUB9_MOUSE	tr|A0A5N4CGW6|A0A5N4CGW6_CAMDR
OG0007756	sp|Q9CQ45|NENF_MOUSE	tr|A0A5N4CIJ2|A0A5N4CIJ2_CAMDR
OG0007757	sp|P49138|MAPK2_MOUSE	tr|A0A5N4CJ36|A0A5N4CJ36_CAMDR
OG0007758	sp|Q9CR80|FA32A_MOUSE	tr|A0A5N4CLR7|A0A5N4CLR7_CAMDR
OG0007759	tr|A0A087WP46|A0A087WP46_MOUSE	tr|A0A5N4CPT0|A0A5N4CPT0_CAMDR
OG0007760	sp|Q9JKK1|STX6_MOUSE	tr|A0A5N4CPU4|A0A5N4CPU4_CAMDR
OG0007761	sp|O08899|RGS4_MOUSE	tr|A0A5N4CQW9|A0A5N4CQW9_CAMDR
OG0007762	tr|Q9D976|Q9D976_MOUSE	tr|A0A5N4CTM3|A0A5N4CTM3_CAMDR
OG0007763	sp|Q9D7I8|FA83D_MOUSE	tr|A0A5N4CVG3|A0A5N4CVG3_CAMDR
OG0007764	sp|Q80VI1|TRI56_MOUSE	tr|A0A5N4CWK9|A0A5N4CWK9_CAMDR
OG0007765	sp|Q3TAE8|ALG6_MOUSE	tr|A0A5N4DAZ4|A0A5N4DAZ4_CAMDR
OG0007766	sp|Q8R4V1|NFAM1_MOUSE	tr|A0A5N4DEX9|A0A5N4DEX9_CAMDR
OG0007767	sp|B7ZNG4|TROAP_MOUSE	tr|A0A5N4DFI2|A0A5N4DFI2_CAMDR
OG0007768	sp|P48281|VDR_MOUSE	tr|A0A5N4DGM9|A0A5N4DGM9_CAMDR
OG0007769	sp|Q8CHS2|DJC22_MOUSE	tr|A0A5N4DGS1|A0A5N4DGS1_CAMDR
OG0007770	sp|Q8BQ48|CE295_MOUSE	tr|A0A5N4DLN7|A0A5N4DLN7_CAMDR
OG0007771	sp|Q9CYP7|SESN3_MOUSE	tr|A0A5N4DMG8|A0A5N4DMG8_CAMDR
OG0007772	sp|O89023|TPP1_MOUSE	tr|A0A5N4DMU0|A0A5N4DMU0_CAMDR
OG0007773	sp|P51642|CNTF_MOUSE	tr|A0A5N4DN00|A0A5N4DN00_CAMDR
OG0007774	sp|P51661|DHI2_MOUSE	tr|A0A5N4DQV6|A0A5N4DQV6_CAMDR
OG0007775	sp|Q9R049|AMFR_MOUSE	tr|A0A5N4DS60|A0A5N4DS60_CAMDR
OG0007776	sp|Q922X9|ANM7_MOUSE	tr|A0A5N4DTM2|A0A5N4DTM2_CAMDR
OG0007777	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A5N4DUI7|A0A5N4DUI7_CAMDR
OG0007778	sp|Q8BTG7|NDRG4_MOUSE	tr|A0A5N4DV23|A0A5N4DV23_CAMDR
OG0007779	sp|Q8R2R5|LRC61_MOUSE	tr|A0A5N4DY35|A0A5N4DY35_CAMDR
OG0007780	sp|Q80YG3|KLDC1_MOUSE	tr|A0A5N4E1D6|A0A5N4E1D6_CAMDR
OG0007781	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A5N4E1F6|A0A5N4E1F6_CAMDR
OG0007782	tr|A0A7N9VR94|A0A7N9VR94_MOUSE	tr|A0A5N4E1U4|A0A5N4E1U4_CAMDR
OG0007783	sp|O35326|SRSF5_MOUSE	tr|A0A5N4E1Z8|A0A5N4E1Z8_CAMDR
OG0007784	sp|D3Z750|MRO2A_MOUSE	tr|A0A5N4E6L4|A0A5N4E6L4_CAMDR
OG0007785	sp|P97321|SEPR_MOUSE	tr|A0A5N4E728|A0A5N4E728_CAMDR
OG0007786	sp|O08585|CLCA_MOUSE	tr|A0A5N4E852|A0A5N4E852_CAMDR
OG0007787	sp|P11031|TCP4_MOUSE	tr|A0A5N4EB04|A0A5N4EB04_CAMDR
OG0007788	sp|Q9EQQ2|YIPF5_MOUSE	tr|A0A5N4ECI2|A0A5N4ECI2_CAMDR
OG0007789	sp|Q3TBT3|STING_MOUSE	tr|A0A5N4ED63|A0A5N4ED63_CAMDR
OG0007790	sp|P14873|MAP1B_MOUSE	tr|A0A5N4EDJ0|A0A5N4EDJ0_CAMDR
OG0007791	sp|E9PV24|FIBA_MOUSE	tr|A0A5N4EFL2|A0A5N4EFL2_CAMDR
OG0007792	sp|Q8C8J0|STPG2_MOUSE	tr|A0A5N4EHL6|A0A5N4EHL6_CAMDR
OG0007793	sp|P42337|PK3CA_MOUSE	tr|A0A5N4EIA6|A0A5N4EIA6_CAMDR
