Orthogroup	Mus_musculus	Equus_asinus_asinus
OG0006927	tr|D3Z3H0|D3Z3H0_MOUSE	tr|A0A8C4MD73|A0A8C4MD73_EQUAS
OG0006928	sp|Q5SXI5|ZN496_MOUSE	tr|A0A8C4MF75|A0A8C4MF75_EQUAS
OG0006929	sp|Q5SWZ9|PLD6_MOUSE	tr|A0A8C4MFI7|A0A8C4MFI7_EQUAS
OG0006930	sp|Q99NH7|S26A5_MOUSE	tr|A0A8C4MFP8|A0A8C4MFP8_EQUAS
OG0006931	sp|Q8BX90|FND3A_MOUSE	tr|A0A8C4MGZ3|A0A8C4MGZ3_EQUAS
OG0006932	sp|P00920|CAH2_MOUSE	tr|A0A8C4MJ01|A0A8C4MJ01_EQUAS
OG0006933	sp|Q9JIG4|PPR3F_MOUSE	tr|A0A8C4MPN9|A0A8C4MPN9_EQUAS
OG0006934	sp|Q9DAI9|MORN5_MOUSE	tr|A0A8C4MRS3|A0A8C4MRS3_EQUAS
OG0006935	sp|Q8CDD8|KCD20_MOUSE	tr|A0A8C4MTB4|A0A8C4MTB4_EQUAS
OG0006936	sp|Q7TT28|REXO1_MOUSE	tr|A0A8C4MTJ3|A0A8C4MTJ3_EQUAS
OG0006937	sp|P49718|MCM5_MOUSE	tr|A0A8C4MTM3|A0A8C4MTM3_EQUAS
OG0006938	sp|Q921C1|CXG3_MOUSE	tr|A0A8C4MTR8|A0A8C4MTR8_EQUAS
OG0006939	sp|O08648|M3K4_MOUSE	tr|A0A8C4MU50|A0A8C4MU50_EQUAS
OG0006940	sp|Q05AH6|SPNDC_MOUSE	tr|A0A8C4MYY5|A0A8C4MYY5_EQUAS
OG0006941	sp|Q923P0|COKA1_MOUSE	tr|A0A8C4MZH8|A0A8C4MZH8_EQUAS
OG0006942	sp|Q91Y97|ALDOB_MOUSE	tr|A0A8C4N028|A0A8C4N028_EQUAS
OG0006943	sp|Q8C2K1|DEFI6_MOUSE	tr|A0A8C4N1N6|A0A8C4N1N6_EQUAS
OG0006944	sp|Q8R4T1|CYS1_MOUSE	tr|A0A8C4PHT7|A0A8C4PHT7_EQUAS
OG0006945	sp|Q8CGC6|RBM28_MOUSE	tr|A0A8C4PKE3|A0A8C4PKE3_EQUAS
OG0006946	tr|G3UY57|G3UY57_MOUSE	tr|A0A8C4PKR0|A0A8C4PKR0_EQUAS
OG0006947	sp|Q9CX92|CXE1_MOUSE	tr|A0A8C4PL25|A0A8C4PL25_EQUAS
OG0006948	sp|Q6ZPR1|CFA97_MOUSE	tr|A0A8C4PSL2|A0A8C4PSL2_EQUAS
OG0006949	sp|Q501J6|DDX17_MOUSE	tr|A0A8C4PSW0|A0A8C4PSW0_EQUAS
OG0006950	sp|Q6A078|CE290_MOUSE	tr|A0A8C4PT95|A0A8C4PT95_EQUAS
OG0006951	sp|P98083|SHC1_MOUSE	tr|A0A8C4KR07|A0A8C4KR07_EQUAS
OG0006952	sp|Q99N69|LPXN_MOUSE	tr|A0A8C4KWG4|A0A8C4KWG4_EQUAS
OG0006953	sp|Q5EBG8|CA050_MOUSE	tr|A0A8C4KWS9|A0A8C4KWS9_EQUAS
OG0006954	sp|Q8BGY7|F210A_MOUSE	tr|A0A8C4KXM0|A0A8C4KXM0_EQUAS
OG0006955	sp|Q99LQ4|SVBP_MOUSE	tr|A0A8C4KZY1|A0A8C4KZY1_EQUAS
OG0006956	sp|O35857|TIM44_MOUSE	tr|A0A8C4L209|A0A8C4L209_EQUAS
OG0006957	sp|Q8BHH9|T179A_MOUSE	tr|A0A8C4L2J4|A0A8C4L2J4_EQUAS
OG0006958	sp|Q9R0Q1|SYTL4_MOUSE	tr|A0A8C4L3K5|A0A8C4L3K5_EQUAS
OG0006959	sp|P47945|MT4_MOUSE	tr|A0A8C4L4E5|A0A8C4L4E5_EQUAS
OG0006960	sp|P15499|PRPH2_MOUSE	tr|A0A8C4L5J1|A0A8C4L5J1_EQUAS
OG0006961	sp|Q5I012|S38AA_MOUSE	tr|A0A8C4L992|A0A8C4L992_EQUAS
OG0006962	sp|Q9CZ69|CKLF6_MOUSE	tr|A0A8C4L9X3|A0A8C4L9X3_EQUAS
OG0006963	tr|A2AGD7|A2AGD7_MOUSE	tr|A0A8C4LA56|A0A8C4LA56_EQUAS
OG0006964	sp|P51448|RORA_MOUSE	tr|A0A8C4LAU0|A0A8C4LAU0_EQUAS
OG0006965	sp|Q80VL1|TDRKH_MOUSE	tr|A0A8C4LBA6|A0A8C4LBA6_EQUAS
OG0006966	sp|Q3TY92|MBD6_MOUSE	tr|A0A8C4LDC3|A0A8C4LDC3_EQUAS
OG0006967	sp|Q8VCE1|DJC28_MOUSE	tr|A0A8C4LFU9|A0A8C4LFU9_EQUAS
OG0006969	sp|Q8K4I7|PRS45_MOUSE	tr|A0A8C4LHZ1|A0A8C4LHZ1_EQUAS
OG0006970	sp|Q8BVG5|GLT14_MOUSE	tr|A0A8C4LIA9|A0A8C4LIA9_EQUAS
OG0006971	sp|Q5RJH6|SMG7_MOUSE	tr|A0A8C4LIB2|A0A8C4LIB2_EQUAS
OG0006972	tr|E9PXQ7|E9PXQ7_MOUSE	tr|A0A8C4LK79|A0A8C4LK79_EQUAS
OG0006973	sp|Q61003|CD6_MOUSE	tr|A0A8C4LMA2|A0A8C4LMA2_EQUAS
OG0006974	sp|P42682|TXK_MOUSE	tr|A0A8C4LNM2|A0A8C4LNM2_EQUAS
OG0006975	sp|P30548|NK1R_MOUSE	tr|A0A8C4LRU2|A0A8C4LRU2_EQUAS
OG0006976	sp|Q9ERQ8|CAH7_MOUSE	tr|A0A8C4LRU9|A0A8C4LRU9_EQUAS
OG0006977	sp|Q8R0K9|E2F4_MOUSE	tr|A0A8C4LU94|A0A8C4LU94_EQUAS
OG0006978	sp|Q8BWS5|GRIN3_MOUSE	tr|A0A8C4LWP2|A0A8C4LWP2_EQUAS
OG0006979	sp|Q9QUM0|ITA2B_MOUSE	tr|A0A8C4LWU0|A0A8C4LWU0_EQUAS
OG0006980	sp|Q812F8|MGT4B_MOUSE	tr|A0A8C4LX00|A0A8C4LX00_EQUAS
OG0006981	sp|Q03142|FGFR4_MOUSE	tr|A0A8C4LXA4|A0A8C4LXA4_EQUAS
OG0006982	sp|P30412|PPIC_MOUSE	tr|A0A8C4M0K5|A0A8C4M0K5_EQUAS
OG0006983	tr|J3QQ27|J3QQ27_MOUSE	tr|A0A8C4M2X5|A0A8C4M2X5_EQUAS
OG0006984	sp|P61963|DCAF7_MOUSE	tr|A0A8C4M4G2|A0A8C4M4G2_EQUAS
OG0006985	sp|Q921L5|COG2_MOUSE	tr|A0A8C4M4Y4|A0A8C4M4Y4_EQUAS
OG0006986	sp|Q3UHE1|PITM3_MOUSE	tr|A0A8C4M987|A0A8C4M987_EQUAS
OG0006987	sp|Q923D3|PARM1_MOUSE	tr|A0A8C4MAK2|A0A8C4MAK2_EQUAS
OG0006988	sp|Q91WU6|ZDHC7_MOUSE	tr|A0A8C4MB44|A0A8C4MB44_EQUAS
OG0006989	sp|Q8K595|MCLN2_MOUSE	tr|A0A8C4MCG1|A0A8C4MCG1_EQUAS
OG0006990	sp|Q9CSP9|TTC14_MOUSE	tr|A0A8C4MCU3|A0A8C4MCU3_EQUAS
OG0006992	sp|Q8C0N1|KIF2B_MOUSE	tr|A0A8C4MFS5|A0A8C4MFS5_EQUAS
OG0006993	sp|Q8R1L4|ERD23_MOUSE	tr|A0A8C4MI36|A0A8C4MI36_EQUAS
OG0006994	sp|Q99NI3|GT2D2_MOUSE	tr|A0A8C4MIY3|A0A8C4MIY3_EQUAS
OG0006995	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A8C4MLJ2|A0A8C4MLJ2_EQUAS
OG0006996	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A8C4MLM9|A0A8C4MLM9_EQUAS
OG0006997	sp|Q99MY8|ASH1L_MOUSE	tr|A0A8C4MNM2|A0A8C4MNM2_EQUAS
OG0006998	sp|Q9CX48|ZCH10_MOUSE	tr|A0A8C4MPL0|A0A8C4MPL0_EQUAS
OG0006999	sp|Q8BQB4|FJX1_MOUSE	tr|A0A8C4MPN4|A0A8C4MPN4_EQUAS
OG0007000	sp|O88602|CCG2_MOUSE	tr|A0A8C4MRI1|A0A8C4MRI1_EQUAS
OG0007001	sp|Q922M3|BACD3_MOUSE	tr|A0A8C4MT54|A0A8C4MT54_EQUAS
OG0007002	sp|Q8CBX9|BIVM_MOUSE	tr|A0A8C4MV70|A0A8C4MV70_EQUAS
OG0007003	sp|Q8R2X8|GO45_MOUSE	tr|A0A8C4MVH4|A0A8C4MVH4_EQUAS
OG0007004	tr|J3QPM6|J3QPM6_MOUSE	tr|A0A8C4MVK7|A0A8C4MVK7_EQUAS
OG0007005	tr|F6ZR08|F6ZR08_MOUSE	tr|A0A8C4MVV6|A0A8C4MVV6_EQUAS
OG0007006	sp|Q80UF7|TCAM1_MOUSE	tr|A0A8C4MYZ3|A0A8C4MYZ3_EQUAS
OG0007007	sp|Q6GQR8|ZN329_MOUSE	tr|A0A8C4MZL5|A0A8C4MZL5_EQUAS
OG0007008	sp|Q9D9U4|TEX22_MOUSE	tr|A0A8C4PHM4|A0A8C4PHM4_EQUAS
OG0007009	sp|O55203|LDB2_MOUSE	tr|A0A8C4PI97|A0A8C4PI97_EQUAS
OG0007010	sp|Q80U38|KHNYN_MOUSE	tr|A0A8C4PN96|A0A8C4PN96_EQUAS
OG0007012	sp|Q9WTX4|NRG4_MOUSE	tr|A0A8C4PQE0|A0A8C4PQE0_EQUAS
OG0007013	sp|P67871|CSK2B_MOUSE	tr|A0A8C4PR73|A0A8C4PR73_EQUAS
OG0007014	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A8C4PS40|A0A8C4PS40_EQUAS
OG0007015	sp|Q9JHI7|EXOS9_MOUSE	tr|A0A8C4PS83|A0A8C4PS83_EQUAS
OG0007016	sp|Q6IR34|GPSM1_MOUSE	tr|A0A8C4PS99|A0A8C4PS99_EQUAS
OG0007017	sp|Q8BP86|SNPC4_MOUSE	tr|A0A8C4PSL4|A0A8C4PSL4_EQUAS
OG0007018	sp|Q9ES52|SHIP1_MOUSE	tr|A0A8C4PTM6|A0A8C4PTM6_EQUAS
OG0007019	sp|P27106|MIS_MOUSE	tr|A0A8C4PUQ3|A0A8C4PUQ3_EQUAS
OG0007020	sp|Q9CX84|RGS19_MOUSE	tr|A0A8C4PVR8|A0A8C4PVR8_EQUAS
OG0007021	sp|P09535|IGF2_MOUSE	tr|A0A8C4KRE0|A0A8C4KRE0_EQUAS
OG0007022	sp|Q3V2T4|KTDAP_MOUSE	tr|A0A8C4KT34|A0A8C4KT34_EQUAS
OG0007023	sp|Q8BML2|OACYL_MOUSE	tr|A0A8C4KZR8|A0A8C4KZR8_EQUAS
OG0007024	sp|O55091|IMPCT_MOUSE	tr|A0A8C4L539|A0A8C4L539_EQUAS
OG0007025	sp|Q69ZR2|HECD1_MOUSE	tr|A0A8C4L6G7|A0A8C4L6G7_EQUAS
OG0007026	sp|Q80YS6|AFAP1_MOUSE	tr|A0A8C4L7T2|A0A8C4L7T2_EQUAS
OG0007027	sp|Q8C581|TMM91_MOUSE	tr|A0A8C4L9D6|A0A8C4L9D6_EQUAS
OG0007028	sp|Q9D5K1|TMM81_MOUSE	tr|A0A8C4LBX3|A0A8C4LBX3_EQUAS
OG0007029	sp|Q8K3P0|DR9C7_MOUSE	tr|A0A8C4LC28|A0A8C4LC28_EQUAS
OG0007030	sp|Q9WTJ6|MTL5_MOUSE	tr|A0A8C4LGM4|A0A8C4LGM4_EQUAS
OG0007031	sp|Q8R3I9|B3GN8_MOUSE	tr|A0A8C4LHL9|A0A8C4LHL9_EQUAS
OG0007032	sp|Q8VC30|TKFC_MOUSE	tr|A0A8C4LI53|A0A8C4LI53_EQUAS
OG0007033	sp|Q6PD31|TRAK1_MOUSE	tr|A0A8C4LID2|A0A8C4LID2_EQUAS
OG0007034	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A8C4LKU1|A0A8C4LKU1_EQUAS
OG0007035	tr|Q6NXL1|Q6NXL1_MOUSE	tr|A0A8C4LM49|A0A8C4LM49_EQUAS
OG0007036	sp|Q2EY15|PRTG_MOUSE	tr|A0A8C4LME0|A0A8C4LME0_EQUAS
OG0007037	sp|Q3UEB3|PUF60_MOUSE	tr|A0A8C4LN60|A0A8C4LN60_EQUAS
OG0007038	sp|Q9D534|ZC21B_MOUSE	tr|A0A8C4LNI8|A0A8C4LNI8_EQUAS
OG0007039	sp|Q8CG46|SMC5_MOUSE	tr|A0A8C4LPE2|A0A8C4LPE2_EQUAS
OG0007040	sp|Q8CGU1|CACO1_MOUSE	tr|A0A8C4LQ09|A0A8C4LQ09_EQUAS
OG0007041	sp|Q6GQT6|SCAP_MOUSE	tr|A0A8C4LS40|A0A8C4LS40_EQUAS
OG0007042	sp|Q8CII0|ZBT8B_MOUSE	tr|A0A8C4LU45|A0A8C4LU45_EQUAS
OG0007043	sp|O88735|MAP7_MOUSE	tr|A0A8C4LVL4|A0A8C4LVL4_EQUAS
OG0007044	sp|Q9Z110|P5CS_MOUSE	tr|A0A8C4LW97|A0A8C4LW97_EQUAS
OG0007045	sp|P22091|TAL1_MOUSE	tr|A0A8C4LY49|A0A8C4LY49_EQUAS
OG0007046	sp|Q9Z0E2|CHRD_MOUSE	tr|A0A8C4LZP0|A0A8C4LZP0_EQUAS
OG0007047	sp|P70178|SIX5_MOUSE	tr|A0A8C4M288|A0A8C4M288_EQUAS
OG0007048	sp|Q3UR50|VW5B2_MOUSE	tr|A0A8C4M573|A0A8C4M573_EQUAS
OG0007049	sp|Q8C503|SIT1_MOUSE	tr|A0A8C4M5J5|A0A8C4M5J5_EQUAS
OG0007050	sp|Q04742|EMX1_MOUSE	tr|A0A8C4M6V4|A0A8C4M6V4_EQUAS
OG0007051	sp|Q9CWS4|INT11_MOUSE	tr|A0A8C4M906|A0A8C4M906_EQUAS
OG0007052	sp|Q9JJZ5|EGFL6_MOUSE	tr|A0A8C4MAG5|A0A8C4MAG5_EQUAS
OG0007053	sp|P60322|NANO2_MOUSE	tr|A0A8C4MBR1|A0A8C4MBR1_EQUAS
OG0007054	sp|Q3UIR3|DTX3L_MOUSE	tr|A0A8C4MBW0|A0A8C4MBW0_EQUAS
OG0007055	sp|Q99M54|CDCA3_MOUSE	tr|A0A8C4MD13|A0A8C4MD13_EQUAS
OG0007056	tr|Q1HL35|Q1HL35_MOUSE	tr|A0A8C4MED2|A0A8C4MED2_EQUAS
OG0007057	sp|Q9JHX3|IL21R_MOUSE	tr|A0A8C4MED6|A0A8C4MED6_EQUAS
OG0007058	sp|B2RPU2|PLHD1_MOUSE	tr|A0A8C4MIS0|A0A8C4MIS0_EQUAS
OG0007059	sp|Q6P3D7|SPIC_MOUSE	tr|A0A8C4MMP3|A0A8C4MMP3_EQUAS
OG0007060	sp|Q9CWU9|NUP37_MOUSE	tr|A0A8C4MP56|A0A8C4MP56_EQUAS
OG0007061	sp|Q8BZL4|GPR22_MOUSE	tr|A0A8C4MPV2|A0A8C4MPV2_EQUAS
OG0007062	sp|Q9DBA8|HUTI_MOUSE	tr|A0A8C4MTM1|A0A8C4MTM1_EQUAS
OG0007063	sp|O70338|RNH1_MOUSE	tr|A0A8C4MUQ2|A0A8C4MUQ2_EQUAS
OG0007064	sp|Q99MW1|STK31_MOUSE	tr|A0A8C4MVR3|A0A8C4MVR3_EQUAS
OG0007065	sp|Q6DFV8|VWDE_MOUSE	tr|A0A8C4MYQ9|A0A8C4MYQ9_EQUAS
OG0007066	sp|Q91Y74|SIA4C_MOUSE	tr|A0A8C4MZ57|A0A8C4MZ57_EQUAS
OG0007067	sp|Q60867|NDF1_MOUSE	tr|A0A8C4N288|A0A8C4N288_EQUAS
OG0007068	sp|Q80VW7|AKNA_MOUSE	tr|A0A8C4N6M6|A0A8C4N6M6_EQUAS
OG0007069	sp|Q5HZK2|NRSN2_MOUSE	tr|A0A8C4PGZ3|A0A8C4PGZ3_EQUAS
OG0007070	sp|Q91WU2|S22A7_MOUSE	tr|A0A8C4PH02|A0A8C4PH02_EQUAS
OG0007071	sp|Q8K0B3|LRC66_MOUSE	tr|A0A8C4PHP7|A0A8C4PHP7_EQUAS
OG0007072	sp|A0A5F8MPE6|CX058_MOUSE	tr|A0A8C4PHR0|A0A8C4PHR0_EQUAS
OG0007073	sp|Q8BZ05|ARAP2_MOUSE	tr|A0A8C4PK27|A0A8C4PK27_EQUAS
OG0007074	sp|Q8BUV8|GP107_MOUSE	tr|A0A8C4PKA4|A0A8C4PKA4_EQUAS
OG0007075	sp|Q5U4D8|SC5A6_MOUSE	tr|A0A8C4PNH0|A0A8C4PNH0_EQUAS
OG0007076	sp|Q8BFW7|LPP_MOUSE	tr|A0A8C4PP96|A0A8C4PP96_EQUAS
OG0007077	sp|Q9D1I2|CAR19_MOUSE	tr|A0A8C4PP99|A0A8C4PP99_EQUAS
OG0007078	sp|Q9CWQ2|ZSWM7_MOUSE	tr|A0A8C4PS05|A0A8C4PS05_EQUAS
OG0007079	sp|B9EKI3|TMF1_MOUSE	tr|A0A8C4KWD7|A0A8C4KWD7_EQUAS
OG0007081	sp|Q7TQK1|INT7_MOUSE	tr|A0A8C4KZ41|A0A8C4KZ41_EQUAS
OG0007082	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A8C4L010|A0A8C4L010_EQUAS
OG0007083	sp|P63325|RS10_MOUSE	tr|A0A8C4L0A5|A0A8C4L0A5_EQUAS
OG0007084	sp|Q8CFA7|KLF17_MOUSE	tr|A0A8C4L0N9|A0A8C4L0N9_EQUAS
OG0007085	sp|Q9CR14|FANCL_MOUSE	tr|A0A8C4L0X1|A0A8C4L0X1_EQUAS
OG0007086	sp|P60229|EIF3E_MOUSE	tr|A0A8C4L155|A0A8C4L155_EQUAS
OG0007087	sp|Q99P21|MUTYH_MOUSE	tr|A0A8C4L4T4|A0A8C4L4T4_EQUAS
OG0007088	sp|O08807|PRDX4_MOUSE	tr|A0A8C4L561|A0A8C4L561_EQUAS
OG0007089	sp|Q99LJ0|CT2NL_MOUSE	tr|A0A8C4L9G2|A0A8C4L9G2_EQUAS
OG0007090	sp|P56931|E2F2_MOUSE	tr|A0A8C4LAU3|A0A8C4LAU3_EQUAS
OG0007091	sp|Q9ESN1|DOC2G_MOUSE	tr|A0A8C4LBB0|A0A8C4LBB0_EQUAS
OG0007092	sp|Q9DC48|PRP17_MOUSE	tr|A0A8C4LBN9|A0A8C4LBN9_EQUAS
OG0007093	sp|Q9CZN7|GLYM_MOUSE	tr|A0A8C4LCB2|A0A8C4LCB2_EQUAS
OG0007094	sp|Q9DB15|RM12_MOUSE	tr|A0A8C4LFK0|A0A8C4LFK0_EQUAS
OG0007095	sp|Q9JI59|JAM2_MOUSE	tr|A0A8C4LGK0|A0A8C4LGK0_EQUAS
OG0007096	sp|Q64704|STX3_MOUSE	tr|A0A8C4LHZ8|A0A8C4LHZ8_EQUAS
OG0007097	sp|P57746|VATD_MOUSE	tr|A0A8C4LIJ4|A0A8C4LIJ4_EQUAS
OG0007098	sp|Q9ES64|USH1C_MOUSE	tr|A0A8C4LJ28|A0A8C4LJ28_EQUAS
OG0007099	sp|P59235|NUP43_MOUSE	tr|A0A8C4LJ60|A0A8C4LJ60_EQUAS
OG0007100	tr|A0A571BG01|A0A571BG01_MOUSE	tr|A0A8C4LJ76|A0A8C4LJ76_EQUAS
OG0007101	sp|Q9R0N7|SYT7_MOUSE	tr|A0A8C4LL95|A0A8C4LL95_EQUAS
OG0007102	tr|Q1HDU4|Q1HDU4_MOUSE	tr|A0A8C4LMC6|A0A8C4LMC6_EQUAS
OG0007103	sp|Q6PDS3|SARM1_MOUSE	tr|A0A8C4LMX2|A0A8C4LMX2_EQUAS
OG0007104	tr|Q8VGW8|Q8VGW8_MOUSE	tr|A0A8C4LN28|A0A8C4LN28_EQUAS
OG0007105	sp|Q69ZK7|F214A_MOUSE	tr|A0A8C4LQR1|A0A8C4LQR1_EQUAS
OG0007106	sp|Q80WT2|DMRT3_MOUSE	tr|A0A8C4LRD0|A0A8C4LRD0_EQUAS
OG0007107	sp|Q8BZH0|S39AD_MOUSE	tr|A0A8C4LT56|A0A8C4LT56_EQUAS
OG0007108	sp|O88455|DHCR7_MOUSE	tr|A0A8C4LUG1|A0A8C4LUG1_EQUAS
OG0007109	sp|Q5SSG5|RSLAB_MOUSE	tr|A0A8C4LV37|A0A8C4LV37_EQUAS
OG0007110	sp|P62305|RUXE_MOUSE	tr|A0A8C4LVX8|A0A8C4LVX8_EQUAS
OG0007111	sp|Q9EP73|PD1L1_MOUSE	tr|A0A8C4LWJ8|A0A8C4LWJ8_EQUAS
OG0007112	sp|Q8R087|B4GT7_MOUSE	tr|A0A8C4LXS6|A0A8C4LXS6_EQUAS
OG0007113	sp|Q60936|COQ8A_MOUSE	tr|A0A8C4LZH9|A0A8C4LZH9_EQUAS
OG0007114	sp|Q9JI75|NQO2_MOUSE	tr|A0A8C4LZL3|A0A8C4LZL3_EQUAS
OG0007115	sp|Q9CWK3|CD2B2_MOUSE	tr|A0A8C4LZX7|A0A8C4LZX7_EQUAS
OG0007116	sp|Q8K3F2|MMP21_MOUSE	tr|A0A8C4M1K5|A0A8C4M1K5_EQUAS
OG0007117	sp|Q8R4F0|MCLN3_MOUSE	tr|A0A8C4M257|A0A8C4M257_EQUAS
OG0007118	sp|O88573|AFF1_MOUSE	tr|A0A8C4M4B2|A0A8C4M4B2_EQUAS
OG0007119	sp|O35841|API5_MOUSE	tr|A0A8C4M4W9|A0A8C4M4W9_EQUAS
OG0007120	sp|P70663|SPRL1_MOUSE	tr|A0A8C4M7F0|A0A8C4M7F0_EQUAS
OG0007121	sp|Q9CWS0|DDAH1_MOUSE	tr|A0A8C4MB75|A0A8C4MB75_EQUAS
OG0007122	sp|O08749|DLDH_MOUSE	tr|A0A8C4MF13|A0A8C4MF13_EQUAS
OG0007123	sp|Q6PI62|GP173_MOUSE	tr|A0A8C4MH10|A0A8C4MH10_EQUAS
OG0007124	tr|A0A1L1STD6|A0A1L1STD6_MOUSE	tr|A0A8C4MIB3|A0A8C4MIB3_EQUAS
OG0007125	sp|Q8VCT3|AMPB_MOUSE	tr|A0A8C4MN70|A0A8C4MN70_EQUAS
OG0007126	sp|Q3UFK8|FRMD8_MOUSE	tr|A0A8C4MPX5|A0A8C4MPX5_EQUAS
OG0007127	sp|O88559|MEN1_MOUSE	tr|A0A8C4MSJ1|A0A8C4MSJ1_EQUAS
OG0007128	sp|Q80TN5|ZDH17_MOUSE	tr|A0A8C4MUM1|A0A8C4MUM1_EQUAS
OG0007129	sp|P09027|HXD3_MOUSE	tr|A0A8C4MVM0|A0A8C4MVM0_EQUAS
OG0007130	sp|Q3ZK22|VEZA_MOUSE	tr|A0A8C4MWP1|A0A8C4MWP1_EQUAS
OG0007131	sp|Q6NY15|TSG10_MOUSE	tr|A0A8C4MWQ2|A0A8C4MWQ2_EQUAS
OG0007132	sp|Q3V0G7|GARL3_MOUSE	tr|A0A8C4MWZ3|A0A8C4MWZ3_EQUAS
OG0007133	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A8C4MYF4|A0A8C4MYF4_EQUAS
OG0007134	sp|Q6P7F1|MPP4_MOUSE	tr|A0A8C4PGD4|A0A8C4PGD4_EQUAS
OG0007135	sp|Q6PDM1|MSL1_MOUSE	tr|A0A8C4PGR4|A0A8C4PGR4_EQUAS
OG0007136	sp|Q9DBR0|AKAP8_MOUSE	tr|A0A8C4PH80|A0A8C4PH80_EQUAS
OG0007137	sp|Q9D735|TRIR_MOUSE	tr|A0A8C4PHL7|A0A8C4PHL7_EQUAS
OG0007138	sp|Q8BG73|SH3L2_MOUSE	tr|A0A8C4PI71|A0A8C4PI71_EQUAS
OG0007139	sp|A2AGA4|RHBL2_MOUSE	tr|A0A8C4PP06|A0A8C4PP06_EQUAS
OG0007140	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A8C4PT89|A0A8C4PT89_EQUAS
OG0007141	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A8C4PUZ9|A0A8C4PUZ9_EQUAS
OG0007142	sp|O54951|SEM6B_MOUSE	tr|A0A8C4PVD5|A0A8C4PVD5_EQUAS
OG0007143	sp|Q8BK08|TMM11_MOUSE	tr|A0A8C4PVE9|A0A8C4PVE9_EQUAS
OG0007144	sp|P58281|OPA1_MOUSE	tr|A0A8C4KRX2|A0A8C4KRX2_EQUAS
OG0007145	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A8C4KSK7|A0A8C4KSK7_EQUAS
OG0007146	sp|A2APB8|TPX2_MOUSE	tr|A0A8C4L064|A0A8C4L064_EQUAS
OG0007147	sp|Q9DBF7|CWC25_MOUSE	tr|A0A8C4L0F0|A0A8C4L0F0_EQUAS
OG0007148	sp|O35298|AOAH_MOUSE	tr|A0A8C4L1F3|A0A8C4L1F3_EQUAS
OG0007149	sp|Q8CDN6|TXNL1_MOUSE	tr|A0A8C4L1T7|A0A8C4L1T7_EQUAS
OG0007150	sp|Q8VCM2|NOXO1_MOUSE	tr|A0A8C4L4P9|A0A8C4L4P9_EQUAS
OG0007151	sp|Q8K1E3|DLK2_MOUSE	tr|A0A8C4L8U2|A0A8C4L8U2_EQUAS
OG0007152	sp|P47937|NK3R_MOUSE	tr|A0A8C4L8X3|A0A8C4L8X3_EQUAS
OG0007153	sp|Q99LP6|GRPE1_MOUSE	tr|A0A8C4LB47|A0A8C4LB47_EQUAS
OG0007154	sp|Q9DB20|ATPO_MOUSE	tr|A0A8C4LBG0|A0A8C4LBG0_EQUAS
OG0007155	sp|Q8CDL9|CCD87_MOUSE	tr|A0A8C4LCW3|A0A8C4LCW3_EQUAS
OG0007156	sp|Q924C5|ALPK3_MOUSE	tr|A0A8C4LE23|A0A8C4LE23_EQUAS
OG0007157	sp|O09164|SODE_MOUSE	tr|A0A8C4LHI1|A0A8C4LHI1_EQUAS
OG0007158	sp|Q8BSA9|TYW3_MOUSE	tr|A0A8C4LI57|A0A8C4LI57_EQUAS
OG0007159	sp|Q9ESW8|PGPI_MOUSE	tr|A0A8C4LIX4|A0A8C4LIX4_EQUAS
OG0007160	sp|Q07646|MEST_MOUSE	tr|A0A8C4LJ73|A0A8C4LJ73_EQUAS
OG0007161	sp|P97772|GRM1_MOUSE	tr|A0A8C4LJB3|A0A8C4LJB3_EQUAS
OG0007162	sp|A1EGX6|FSCB_MOUSE	tr|A0A8C4LJE6|A0A8C4LJE6_EQUAS
OG0007163	sp|Q9QUS4|HEY2_MOUSE	tr|A0A8C4LKW8|A0A8C4LKW8_EQUAS
OG0007164	sp|Q3UWA4|TRI40_MOUSE	tr|A0A8C4LLF2|A0A8C4LLF2_EQUAS
OG0007165	sp|Q62219|TGFI1_MOUSE	tr|A0A8C4LQD9|A0A8C4LQD9_EQUAS
OG0007166	sp|Q922R0|PRKX_MOUSE	tr|A0A8C4LQV4|A0A8C4LQV4_EQUAS
OG0007167	sp|Q00PI9|HNRL2_MOUSE	tr|A0A8C4LU60|A0A8C4LU60_EQUAS
OG0007168	sp|O88472|TNR17_MOUSE	tr|A0A8C4LUN3|A0A8C4LUN3_EQUAS
OG0007169	sp|Q8R0G9|NU133_MOUSE	tr|A0A8C4LV74|A0A8C4LV74_EQUAS
OG0007170	sp|Q03385|GNDS_MOUSE	tr|A0A8C4LWX3|A0A8C4LWX3_EQUAS
OG0007171	sp|Q91VF5|EMID1_MOUSE	tr|A0A8C4LXK9|A0A8C4LXK9_EQUAS
OG0007172	sp|Q8BHI4|KBTB3_MOUSE	tr|A0A8C4LXU9|A0A8C4LXU9_EQUAS
