Orthogroup	Mus_musculus	Ictidomys_tridecemlineatus
OG0006275	sp|Q80UK8|INT2_MOUSE	tr|I3MGP5|I3MGP5_ICTTR
OG0006276	sp|Q80Y50|CMTA2_MOUSE	tr|I3MGV0|I3MGV0_ICTTR
OG0006277	sp|Q52KE7|CCNL1_MOUSE	tr|I3MI04|I3MI04_ICTTR
OG0006278	sp|Q8R059|GALE_MOUSE	tr|I3MI82|I3MI82_ICTTR
OG0006279	sp|Q8BFU1|S39A9_MOUSE	tr|I3MIF9|I3MIF9_ICTTR
OG0006280	sp|P99026|PSB4_MOUSE	tr|I3MIG7|I3MIG7_ICTTR
OG0006281	sp|P99027|RLA2_MOUSE	tr|I3MKZ5|I3MKZ5_ICTTR
OG0006282	sp|Q9ET47|ESPN_MOUSE	tr|I3MLE7|I3MLE7_ICTTR
OG0006283	sp|Q8R0C0|RPC7L_MOUSE	tr|I3MLX5|I3MLX5_ICTTR
OG0006284	sp|Q80ZD3|S2611_MOUSE	tr|I3MNN0|I3MNN0_ICTTR
OG0006285	sp|P97813|PLD2_MOUSE	tr|I3MNR8|I3MNR8_ICTTR
OG0006286	sp|Q9D485|EFHC2_MOUSE	tr|I3MNT6|I3MNT6_ICTTR
OG0006287	sp|O35103|OMD_MOUSE	tr|I3MPD6|I3MPD6_ICTTR
OG0006288	sp|F2Z461|HERC6_MOUSE	tr|I3MQB1|I3MQB1_ICTTR
OG0006289	sp|Q9WUH1|TM115_MOUSE	tr|I3MR54|I3MR54_ICTTR
OG0006290	sp|P32972|TNFL8_MOUSE	tr|I3MRH2|I3MRH2_ICTTR
OG0006291	sp|P35459|LY6D_MOUSE	tr|I3MRR0|I3MRR0_ICTTR
OG0006292	sp|Q6PCW6|CNFN_MOUSE	tr|I3MSE9|I3MSE9_ICTTR
OG0006293	tr|Q3KPB0|Q3KPB0_MOUSE	tr|I3MSG1|I3MSG1_ICTTR
OG0006294	sp|E9Q4F2|KLH18_MOUSE	tr|I3MUD1|I3MUD1_ICTTR
OG0006295	sp|Q3LS21|KCNK9_MOUSE	tr|I3MUN7|I3MUN7_ICTTR
OG0006296	sp|P31725|S10A9_MOUSE	tr|I3MVD9|I3MVD9_ICTTR
OG0006297	sp|Q8K1L2|SPIN4_MOUSE	tr|I3MVG9|I3MVG9_ICTTR
OG0006298	sp|P28357|HXD9_MOUSE	tr|I3MVS9|I3MVS9_ICTTR
OG0006299	sp|Q9QYY0|GAB1_MOUSE	tr|I3MVW1|I3MVW1_ICTTR
OG0006300	sp|P70178|SIX5_MOUSE	tr|I3MXR8|I3MXR8_ICTTR
OG0006301	sp|Q6P9N1|HYCCI_MOUSE	tr|I3N0F8|I3N0F8_ICTTR
OG0006302	sp|Q8BTM9|GRP4_MOUSE	tr|I3N190|I3N190_ICTTR
OG0006303	sp|Q7TPQ9|ARRD3_MOUSE	tr|I3N3K8|I3N3K8_ICTTR
OG0006304	sp|Q8C9J3|SPEF2_MOUSE	tr|I3N4P4|I3N4P4_ICTTR
OG0006305	sp|Q80Y81|RNZ2_MOUSE	tr|I3N5C8|I3N5C8_ICTTR
OG0006306	sp|Q80XL6|ACD11_MOUSE	tr|I3N7I5|I3N7I5_ICTTR
OG0006307	sp|Q8CI15|SPHK1_MOUSE	tr|I3NB89|I3NB89_ICTTR
OG0006308	sp|P08003|PDIA4_MOUSE	tr|I3NCT3|I3NCT3_ICTTR
OG0006309	sp|Q9WUZ7|SH3BG_MOUSE	tr|I3NDK2|I3NDK2_ICTTR
OG0006310	sp|Q8K3J9|GPC5C_MOUSE	tr|I3NEF0|I3NEF0_ICTTR
OG0006311	sp|Q9Z1W4|GDF11_MOUSE	tr|I3NGF4|I3NGF4_ICTTR
OG0006312	sp|O88962|CP8B1_MOUSE	tr|I3NHL3|I3NHL3_ICTTR
OG0006313	sp|Q3TUL7|DCA17_MOUSE	tr|A0A287CSM8|A0A287CSM8_ICTTR
OG0006314	sp|Q8BMB3|IF4E2_MOUSE	tr|A0A287CV25|A0A287CV25_ICTTR
OG0006315	sp|P55096|ABCD3_MOUSE	tr|A0A287CXF6|A0A287CXF6_ICTTR
OG0006316	sp|Q9CZN4|SHSA9_MOUSE	tr|A0A287D1F9|A0A287D1F9_ICTTR
OG0006317	sp|Q8BGI4|FA13A_MOUSE	tr|A0A287D2L3|A0A287D2L3_ICTTR
OG0006318	sp|Q8C1Z7|BBS4_MOUSE	tr|A0A287D478|A0A287D478_ICTTR
OG0006320	sp|Q99PE5|SMIM3_MOUSE	tr|A0A287D9T5|A0A287D9T5_ICTTR
OG0006321	sp|Q9DBN1|STR6L_MOUSE	tr|A0A287DCD6|A0A287DCD6_ICTTR
OG0006322	sp|Q4VBE4|EGFLA_MOUSE	tr|A0A287DCM4|A0A287DCM4_ICTTR
OG0006323	sp|Q05910|ADAM8_MOUSE	tr|I3LVT4|I3LVT4_ICTTR
OG0006324	sp|Q9D8Z6|ATGA1_MOUSE	tr|I3LWQ9|I3LWQ9_ICTTR
OG0006325	sp|Q9D2R8|RT33_MOUSE	tr|I3LXT3|I3LXT3_ICTTR
OG0006326	sp|Q9D281|NXP20_MOUSE	tr|I3LY41|I3LY41_ICTTR
OG0006327	sp|Q9WTR0|MMP16_MOUSE	tr|I3LZT7|I3LZT7_ICTTR
OG0006328	sp|Q9D805|CAN9_MOUSE	tr|I3M2A0|I3M2A0_ICTTR
OG0006329	sp|Q9DB32|HAGHL_MOUSE	tr|I3M3R1|I3M3R1_ICTTR
OG0006330	sp|Q9Z1F6|CNMD_MOUSE	tr|I3M3R3|I3M3R3_ICTTR
OG0006331	sp|P82198|BGH3_MOUSE	tr|I3M6R2|I3M6R2_ICTTR
OG0006332	sp|O54714|PIAS3_MOUSE	tr|I3M795|I3M795_ICTTR
OG0006333	sp|Q9CQS5|RIOK2_MOUSE	tr|I3M8B2|I3M8B2_ICTTR
OG0006334	sp|Q8BGQ7|SYAC_MOUSE	tr|I3M8P9|I3M8P9_ICTTR
OG0006335	sp|Q62230|SN_MOUSE	tr|I3M9V3|I3M9V3_ICTTR
OG0006336	sp|Q8C6I2|SDHF2_MOUSE	tr|I3MAC1|I3MAC1_ICTTR
OG0006337	sp|Q8BVQ5|PPME1_MOUSE	tr|I3MAL9|I3MAL9_ICTTR
OG0006338	sp|Q7TT36|AGRA3_MOUSE	tr|I3MBD3|I3MBD3_ICTTR
OG0006339	sp|Q8BXQ8|FA53C_MOUSE	tr|I3MC41|I3MC41_ICTTR
OG0006340	sp|Q5SUC9|SCO1_MOUSE	tr|I3MCM4|I3MCM4_ICTTR
OG0006341	sp|Q9CZN8|GATA_MOUSE	tr|I3MD29|I3MD29_ICTTR
OG0006342	sp|Q91ZE9|BMF_MOUSE	tr|I3MDS9|I3MDS9_ICTTR
OG0006343	sp|Q6NZL6|TONSL_MOUSE	tr|I3MEP9|I3MEP9_ICTTR
OG0006344	sp|P70390|SHOX2_MOUSE	tr|I3MEV9|I3MEV9_ICTTR
OG0006345	sp|Q62445|SP4_MOUSE	tr|I3MF99|I3MF99_ICTTR
OG0006346	sp|Q8K396|MND1_MOUSE	tr|I3MFY5|I3MFY5_ICTTR
OG0006347	sp|Q91YN9|BAG2_MOUSE	tr|I3MGF3|I3MGF3_ICTTR
OG0006348	sp|Q3U3N0|MIER2_MOUSE	tr|I3MIT1|I3MIT1_ICTTR
OG0006349	sp|Q9Z125|CR3L1_MOUSE	tr|I3MJM9|I3MJM9_ICTTR
OG0006350	sp|P28740|KIF2A_MOUSE	tr|I3MJP0|I3MJP0_ICTTR
OG0006351	sp|Q8R3L5|SO3A1_MOUSE	tr|I3MK55|I3MK55_ICTTR
OG0006352	sp|Q569N2|ANR37_MOUSE	tr|I3MK84|I3MK84_ICTTR
OG0006353	sp|Q8R4E4|MYOZ3_MOUSE	tr|I3ML01|I3ML01_ICTTR
OG0006354	sp|Q8BVH9|METL6_MOUSE	tr|I3MNX2|I3MNX2_ICTTR
OG0006355	sp|Q9ER75|IRX6_MOUSE	tr|I3MP67|I3MP67_ICTTR
OG0006356	sp|Q99P88|NU155_MOUSE	tr|I3MP94|I3MP94_ICTTR
OG0006357	sp|Q6NZR2|MSD2_MOUSE	tr|I3MR93|I3MR93_ICTTR
OG0006358	sp|P32043|HXC5_MOUSE	tr|I3MRD0|I3MRD0_ICTTR
OG0006359	sp|Q76LW6|DAND5_MOUSE	tr|I3MRI0|I3MRI0_ICTTR
OG0006360	sp|Q8BYA0|TBCD_MOUSE	tr|I3MSY6|I3MSY6_ICTTR
OG0006361	sp|Q8BR65|SDS3_MOUSE	tr|I3MU68|I3MU68_ICTTR
OG0006362	sp|Q9CWR8|DNM3L_MOUSE	tr|I3MY12|I3MY12_ICTTR
OG0006363	sp|Q8VCE1|DJC28_MOUSE	tr|I3MZF8|I3MZF8_ICTTR
OG0006364	sp|Q63870|CO7A1_MOUSE	tr|I3MZN5|I3MZN5_ICTTR
OG0006365	sp|Q3UBZ5|MI4GD_MOUSE	tr|I3MZS2|I3MZS2_ICTTR
OG0006366	sp|P56392|CX7A1_MOUSE	tr|I3N004|I3N004_ICTTR
OG0006367	sp|Q9D806|VSTM5_MOUSE	tr|I3N0Y8|I3N0Y8_ICTTR
OG0006368	sp|Q9QXY1|ZO3_MOUSE	tr|I3N1K7|I3N1K7_ICTTR
OG0006369	sp|P54751|SIA4A_MOUSE	tr|I3N1U1|I3N1U1_ICTTR
OG0006370	sp|E9PYQ0|RS10B_MOUSE	tr|I3N3I4|I3N3I4_ICTTR
OG0006371	sp|P97817|CDR2_MOUSE	tr|I3N5L3|I3N5L3_ICTTR
OG0006372	sp|Q8JZR4|EAA5_MOUSE	tr|I3N5S3|I3N5S3_ICTTR
OG0006373	sp|Q8BUM3|PTN7_MOUSE	tr|I3N6L5|I3N6L5_ICTTR
OG0006374	sp|P35428|HES1_MOUSE	tr|I3N6Q5|I3N6Q5_ICTTR
OG0006375	sp|B2RPV6|MMRN1_MOUSE	tr|I3N809|I3N809_ICTTR
OG0006376	sp|Q8BTU7|RCCD1_MOUSE	tr|I3N917|I3N917_ICTTR
OG0006377	sp|Q8VBT9|ASPC1_MOUSE	tr|I3N9U4|I3N9U4_ICTTR
OG0006378	sp|Q8BTR5|DUS28_MOUSE	tr|I3NAN6|I3NAN6_ICTTR
OG0006379	sp|P51150|RAB7A_MOUSE	tr|I3NCD1|I3NCD1_ICTTR
OG0006380	sp|Q8BXT9|SC22C_MOUSE	tr|I3NDP6|I3NDP6_ICTTR
OG0006381	sp|Q80VJ3|DNPH1_MOUSE	tr|I3NFT0|I3NFT0_ICTTR
OG0006382	sp|P35396|PPARD_MOUSE	tr|I3NFW7|I3NFW7_ICTTR
OG0006383	tr|A2AHM8|A2AHM8_MOUSE	tr|I3NG02|I3NG02_ICTTR
OG0006384	sp|Q8R4U7|LUZP1_MOUSE	tr|I3NHV7|I3NHV7_ICTTR
OG0006385	sp|Q62011|PDPN_MOUSE	tr|A0A287CTT3|A0A287CTT3_ICTTR
OG0006386	sp|O09159|MA2B1_MOUSE	tr|A0A287CTY8|A0A287CTY8_ICTTR
OG0006387	tr|S4R299|S4R299_MOUSE	tr|A0A287CYQ9|A0A287CYQ9_ICTTR
OG0006388	sp|Q8R3I2|MBOA2_MOUSE	tr|A0A287D5S6|A0A287D5S6_ICTTR
OG0006389	sp|O88792|JAM1_MOUSE	tr|A0A287DAV7|A0A287DAV7_ICTTR
OG0006390	sp|Q8CH77|NAV1_MOUSE	tr|A0A287DBL2|A0A287DBL2_ICTTR
OG0006391	sp|Q8BLK9|KS6C1_MOUSE	tr|I3LXZ3|I3LXZ3_ICTTR
OG0006392	sp|O54693|EDA_MOUSE	tr|I3LYD7|I3LYD7_ICTTR
OG0006393	sp|Q62446|FKBP3_MOUSE	tr|I3M015|I3M015_ICTTR
OG0006394	sp|Q3TYR5|GRCR2_MOUSE	tr|I3M0E3|I3M0E3_ICTTR
OG0006395	sp|Q9JJR6|CK016_MOUSE	tr|I3M0I3|I3M0I3_ICTTR
OG0006396	sp|P58158|B3GA3_MOUSE	tr|I3M1D2|I3M1D2_ICTTR
OG0006397	sp|Q9QY66|ZNHI2_MOUSE	tr|I3M226|I3M226_ICTTR
OG0006398	sp|Q9CQ40|RM49_MOUSE	tr|I3M238|I3M238_ICTTR
OG0006399	sp|Q9D1L9|LTOR5_MOUSE	tr|I3M276|I3M276_ICTTR
OG0006400	sp|Q8BJ25|THAP3_MOUSE	tr|I3M2N9|I3M2N9_ICTTR
OG0006401	sp|Q3U308|CTU2_MOUSE	tr|I3M3D9|I3M3D9_ICTTR
OG0006402	sp|Q9JJK2|LANC2_MOUSE	tr|I3M3G2|I3M3G2_ICTTR
OG0006403	sp|Q1A3B0|CERS3_MOUSE	tr|I3M4F7|I3M4F7_ICTTR
OG0006404	sp|Q8BTC1|BWNIN_MOUSE	tr|I3M5W1|I3M5W1_ICTTR
OG0006405	sp|Q9WVR4|FXR2_MOUSE	tr|I3M6H4|I3M6H4_ICTTR
OG0006406	sp|Q8VD46|ASZ1_MOUSE	tr|I3M6I5|I3M6I5_ICTTR
OG0006407	sp|Q497H0|ZFAN3_MOUSE	tr|I3M6M9|I3M6M9_ICTTR
OG0006408	sp|P28649|CP19A_MOUSE	tr|I3M742|I3M742_ICTTR
OG0006409	sp|Q6P9P6|KIF11_MOUSE	tr|I3M7H6|I3M7H6_ICTTR
OG0006410	sp|Q2TBE6|P4K2A_MOUSE	tr|I3M8F7|I3M8F7_ICTTR
OG0006411	sp|Q9JJV3|CCGL_MOUSE	tr|I3M8H4|I3M8H4_ICTTR
OG0006412	sp|P41438|S19A1_MOUSE	tr|I3M941|I3M941_ICTTR
OG0006413	sp|Q9D780|SLAF9_MOUSE	tr|I3M9R8|I3M9R8_ICTTR
OG0006414	sp|P70194|CLC4F_MOUSE	tr|I3MA03|I3MA03_ICTTR
OG0006415	sp|Q8BGS0|MAK16_MOUSE	tr|I3MAG8|I3MAG8_ICTTR
OG0006416	sp|Q9CQF9|PCYOX_MOUSE	tr|I3MBF5|I3MBF5_ICTTR
OG0006417	sp|Q9JK83|PAR6B_MOUSE	tr|I3MDC4|I3MDC4_ICTTR
OG0006418	sp|Q61165|SL9A1_MOUSE	tr|I3MEA3|I3MEA3_ICTTR
OG0006419	sp|Q8VCY8|PLPR2_MOUSE	tr|I3MEV5|I3MEV5_ICTTR
OG0006420	sp|Q99MR8|MCCA_MOUSE	tr|I3MFC7|I3MFC7_ICTTR
OG0006421	sp|Q9JM93|AR6P4_MOUSE	tr|I3MFE9|I3MFE9_ICTTR
OG0006422	sp|Q9D8X1|CUTC_MOUSE	tr|I3MFJ6|I3MFJ6_ICTTR
OG0006423	sp|P35288|RAB23_MOUSE	tr|I3MGF5|I3MGF5_ICTTR
OG0006424	sp|Q91XA8|KLD8A_MOUSE	tr|I3MH08|I3MH08_ICTTR
OG0006425	sp|O70194|EIF3D_MOUSE	tr|I3MH45|I3MH45_ICTTR
OG0006426	sp|Q8BVT6|PP2D1_MOUSE	tr|I3MJ22|I3MJ22_ICTTR
OG0006427	sp|Q8R4P4|TMC2_MOUSE	tr|I3MJ94|I3MJ94_ICTTR
OG0006428	sp|Q6EDY6|CARL1_MOUSE	tr|I3MJV1|I3MJV1_ICTTR
OG0006429	sp|O54988|SLK_MOUSE	tr|I3MKU0|I3MKU0_ICTTR
OG0006430	sp|Q9Z248|AEBP2_MOUSE	tr|I3MKW1|I3MKW1_ICTTR
OG0006431	sp|Q922X9|ANM7_MOUSE	tr|I3MLJ8|I3MLJ8_ICTTR
OG0006432	sp|Q8R3P9|SLF1_MOUSE	tr|I3MM70|I3MM70_ICTTR
OG0006433	sp|Q9DCF1|TMM25_MOUSE	tr|I3MMX1|I3MMX1_ICTTR
OG0006434	sp|Q99PJ1|PCD15_MOUSE	tr|I3MNS5|I3MNS5_ICTTR
OG0006435	sp|P22935|RABP2_MOUSE	tr|I3MNX9|I3MNX9_ICTTR
OG0006436	sp|O88632|SEM3F_MOUSE	tr|I3MR25|I3MR25_ICTTR
OG0006437	sp|Q9ERI6|RDH14_MOUSE	tr|I3MTK6|I3MTK6_ICTTR
OG0006438	sp|P48759|PTX3_MOUSE	tr|I3MTM3|I3MTM3_ICTTR
OG0006439	sp|Q9JKE1|TREM3_MOUSE	tr|I3N173|I3N173_ICTTR
OG0006440	sp|Q8K1T6|LY66E_MOUSE	tr|I3N1T4|I3N1T4_ICTTR
OG0006441	sp|Q8BHA1|LRC24_MOUSE	tr|I3N595|I3N595_ICTTR
OG0006442	sp|Q8BV57|SRCRL_MOUSE	tr|I3N5B9|I3N5B9_ICTTR
OG0006443	sp|E9Q7D5|ARHG5_MOUSE	tr|I3N6G4|I3N6G4_ICTTR
OG0006444	sp|Q3U6B2|GP183_MOUSE	tr|I3N7Q9|I3N7Q9_ICTTR
OG0006445	sp|Q9CPY3|CDCA5_MOUSE	tr|I3N7X7|I3N7X7_ICTTR
OG0006446	sp|B9EJI9|T229A_MOUSE	tr|I3N8C6|I3N8C6_ICTTR
OG0006447	sp|E9Q414|APOB_MOUSE	tr|I3N8H0|I3N8H0_ICTTR
OG0006448	sp|Q9ESF4|LFG1_MOUSE	tr|I3N8K6|I3N8K6_ICTTR
OG0006449	sp|Q6P1H6|ANKL2_MOUSE	tr|I3N9F2|I3N9F2_ICTTR
OG0006450	tr|A0A1B0GQY9|A0A1B0GQY9_MOUSE	tr|I3N9V1|I3N9V1_ICTTR
OG0006451	sp|Q8R0M8|MOT5_MOUSE	tr|I3NAC1|I3NAC1_ICTTR
OG0006452	sp|Q8CB59|F161B_MOUSE	tr|I3NAE8|I3NAE8_ICTTR
OG0006453	sp|Q8CGK5|INLR1_MOUSE	tr|I3NAX0|I3NAX0_ICTTR
OG0006454	sp|Q91ZM9|DOK5_MOUSE	tr|I3NBP6|I3NBP6_ICTTR
OG0006455	sp|Q62361|TRH_MOUSE	tr|I3NCI2|I3NCI2_ICTTR
OG0006456	sp|Q99MX7|T121B_MOUSE	tr|I3ND01|I3ND01_ICTTR
OG0006457	sp|Q8BGY3|LUZP2_MOUSE	tr|I3NDS9|I3NDS9_ICTTR
OG0006458	sp|Q64705|USF2_MOUSE	tr|I3NE55|I3NE55_ICTTR
OG0006459	sp|Q9D1C8|VPS28_MOUSE	tr|I3NFG6|I3NFG6_ICTTR
OG0006460	sp|Q8BL66|EEA1_MOUSE	tr|A0A287CTT6|A0A287CTT6_ICTTR
OG0006461	sp|P97371|PSME1_MOUSE	tr|A0A287CWV2|A0A287CWV2_ICTTR
OG0006462	sp|P41164|ETV1_MOUSE	tr|A0A287CX09|A0A287CX09_ICTTR
OG0006463	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A287CXP0|A0A287CXP0_ICTTR
OG0006464	sp|O88491|NSD1_MOUSE	tr|A0A287CYD9|A0A287CYD9_ICTTR
OG0006465	sp|Q9D6Z0|ALKB7_MOUSE	tr|A0A287CZV1|A0A287CZV1_ICTTR
OG0006466	sp|P12023|A4_MOUSE	tr|A0A287D078|A0A287D078_ICTTR
OG0006467	sp|Q8K021|SCAM1_MOUSE	tr|A0A287D108|A0A287D108_ICTTR
OG0006469	sp|Q9CPP6|NDUA5_MOUSE	tr|A0A287D399|A0A287D399_ICTTR
OG0006470	sp|Q8C6B2|RTKN_MOUSE	tr|A0A287D3W9|A0A287D3W9_ICTTR
OG0006471	sp|P97452|BOP1_MOUSE	tr|A0A287DCT0|A0A287DCT0_ICTTR
OG0006472	sp|Q8K2K6|AGFG1_MOUSE	tr|A0A287DEG3|A0A287DEG3_ICTTR
OG0006473	sp|Q8VCF5|TSN10_MOUSE	tr|I3LVY0|I3LVY0_ICTTR
OG0006474	sp|Q8C3F2|F120C_MOUSE	tr|I3LWB9|I3LWB9_ICTTR
OG0006475	sp|Q8CIB9|ESCO2_MOUSE	tr|I3LWR5|I3LWR5_ICTTR
OG0006476	sp|Q6P7W5|SEN2_MOUSE	tr|I3LWU7|I3LWU7_ICTTR
OG0006477	sp|P22387|EDN1_MOUSE	tr|I3LWV9|I3LWV9_ICTTR
OG0006478	sp|Q9DCT2|NDUS3_MOUSE	tr|I3LX23|I3LX23_ICTTR
OG0006479	sp|Q8CDV6|CCD63_MOUSE	tr|I3LZZ0|I3LZZ0_ICTTR
OG0006480	sp|Q924T7|RNF31_MOUSE	tr|I3M035|I3M035_ICTTR
OG0006481	sp|Q9JJW0|PXMP4_MOUSE	tr|I3M108|I3M108_ICTTR
OG0006482	sp|Q9D845|TEX9_MOUSE	tr|I3M1K4|I3M1K4_ICTTR
OG0006483	sp|P61168|DRD2_MOUSE	tr|I3M2I3|I3M2I3_ICTTR
OG0006484	sp|Q5SSI6|UTP18_MOUSE	tr|I3M3T6|I3M3T6_ICTTR
OG0006485	sp|P97929|BRCA2_MOUSE	tr|I3M6A8|I3M6A8_ICTTR
OG0006486	sp|Q3U9G9|LBR_MOUSE	tr|I3M6Z5|I3M6Z5_ICTTR
OG0006487	sp|P62340|TBPL1_MOUSE	tr|I3M8I5|I3M8I5_ICTTR
OG0006488	sp|Q61337|BAD_MOUSE	tr|I3MBM5|I3MBM5_ICTTR
OG0006489	sp|O08716|FABP9_MOUSE	tr|I3MBT2|I3MBT2_ICTTR
OG0006490	sp|Q8BJW7|EME1_MOUSE	tr|I3MCI3|I3MCI3_ICTTR
OG0006491	sp|Q8R2V2|IFFO2_MOUSE	tr|I3MCV9|I3MCV9_ICTTR
OG0006492	sp|Q9DCX7|TM174_MOUSE	tr|I3MDI2|I3MDI2_ICTTR
OG0006493	sp|P09036|ISK1_MOUSE	tr|I3ME93|I3ME93_ICTTR
OG0006494	sp|Q9CQ28|DPH6_MOUSE	tr|I3MFN2|I3MFN2_ICTTR
OG0006495	sp|Q6PKN7|INCA1_MOUSE	tr|I3MGV3|I3MGV3_ICTTR
OG0006496	tr|E9PYF7|E9PYF7_MOUSE	tr|I3MHW1|I3MHW1_ICTTR
OG0006497	sp|Q80XL7|MPPE1_MOUSE	tr|I3MHZ6|I3MHZ6_ICTTR
OG0006498	sp|Q8BZT5|LRC19_MOUSE	tr|I3MKN4|I3MKN4_ICTTR
OG0006499	sp|Q8BL48|UNK_MOUSE	tr|I3MKU6|I3MKU6_ICTTR
OG0006500	sp|Q6TDP3|KLH17_MOUSE	tr|I3MMS1|I3MMS1_ICTTR
OG0006501	sp|Q8CE72|CPLN1_MOUSE	tr|I3MPM3|I3MPM3_ICTTR
OG0006502	sp|Q8C9V1|TB10C_MOUSE	tr|I3MQ78|I3MQ78_ICTTR
OG0006503	sp|Q91ZS8|RED1_MOUSE	tr|I3MQD3|I3MQD3_ICTTR
OG0006504	sp|Q80V63|PRDM4_MOUSE	tr|I3MR13|I3MR13_ICTTR
OG0006505	sp|Q3V1H1|CKAP2_MOUSE	tr|I3MTD9|I3MTD9_ICTTR
OG0006506	sp|Q60862|ORC2_MOUSE	tr|I3MV76|I3MV76_ICTTR
OG0006507	sp|P54276|MSH6_MOUSE	tr|I3MWV5|I3MWV5_ICTTR
OG0006508	sp|Q9Z1Q5|CLIC1_MOUSE	tr|I3MX96|I3MX96_ICTTR
OG0006509	sp|Q8C811|S35E2_MOUSE	tr|I3MYU7|I3MYU7_ICTTR
OG0006510	sp|Q6NZK8|PTPC1_MOUSE	tr|I3N0V9|I3N0V9_ICTTR
OG0006511	sp|Q64314|CD34_MOUSE	tr|I3N175|I3N175_ICTTR
OG0006512	sp|P43252|PI2R_MOUSE	tr|I3N269|I3N269_ICTTR
OG0006513	sp|O88552|CLD2_MOUSE	tr|I3N275|I3N275_ICTTR
OG0006514	tr|A0A5F8MQ13|A0A5F8MQ13_MOUSE	tr|I3N419|I3N419_ICTTR
OG0006515	sp|Q6A0A9|F120A_MOUSE	tr|I3N4E5|I3N4E5_ICTTR
OG0006516	sp|O88738|BIRC6_MOUSE	tr|I3N5J3|I3N5J3_ICTTR
OG0006517	sp|Q9JKD9|ZBT32_MOUSE	tr|I3N7X8|I3N7X8_ICTTR
OG0006518	sp|Q61039|HAND2_MOUSE	tr|I3N8C3|I3N8C3_ICTTR
OG0006519	sp|Q9ES90|GPR35_MOUSE	tr|I3N908|I3N908_ICTTR
OG0006521	sp|Q9D0L1|ZBED3_MOUSE	tr|I3NAJ1|I3NAJ1_ICTTR
OG0006522	sp|Q9D4C5|EAF1_MOUSE	tr|I3NAN5|I3NAN5_ICTTR
OG0006523	sp|Q6ZPS2|CRNS1_MOUSE	tr|I3NCC7|I3NCC7_ICTTR
OG0006524	sp|P11679|K2C8_MOUSE	tr|I3ND60|I3ND60_ICTTR
OG0006525	sp|Q3UGS4|MCRI1_MOUSE	tr|I3NF07|I3NF07_ICTTR
OG0006526	sp|Q06185|ATP5I_MOUSE	tr|I3NFX8|I3NFX8_ICTTR
OG0006527	sp|O08918|CCNG2_MOUSE	tr|I3NG38|I3NG38_ICTTR
OG0006528	sp|Q99J56|DERL1_MOUSE	tr|I3NHR1|I3NHR1_ICTTR
OG0006529	tr|E9Q616|E9Q616_MOUSE	tr|A0A287CVG5|A0A287CVG5_ICTTR
OG0006530	tr|B1AUC4|B1AUC4_MOUSE	tr|A0A287CZU3|A0A287CZU3_ICTTR
OG0006531	sp|Q8VI75|IPO4_MOUSE	tr|A0A287CZW8|A0A287CZW8_ICTTR
OG0006532	sp|Q9JKM7|RAB37_MOUSE	tr|A0A287D6B2|A0A287D6B2_ICTTR
OG0006533	sp|Q8VDR5|TM267_MOUSE	tr|A0A287D7I1|A0A287D7I1_ICTTR
OG0006534	sp|B1AXP6|TOM5_MOUSE	tr|A0A287DAN0|A0A287DAN0_ICTTR
OG0006535	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A287DBZ0|A0A287DBZ0_ICTTR
OG0006536	sp|Q7TPD3|ROBO2_MOUSE	tr|A0A287DCH3|A0A287DCH3_ICTTR
OG0006537	tr|E9PWI3|E9PWI3_MOUSE	tr|A0A287DE99|A0A287DE99_ICTTR
OG0006538	sp|O08739|AMPD3_MOUSE	tr|A0A287DFE6|A0A287DFE6_ICTTR
OG0006539	sp|Q14B46|RTKN2_MOUSE	tr|I3LX72|I3LX72_ICTTR
OG0006540	sp|Q3UU41|SCIMP_MOUSE	tr|I3LXV9|I3LXV9_ICTTR
OG0006541	sp|Q8R139|S29A4_MOUSE	tr|I3LYI0|I3LYI0_ICTTR
OG0006542	sp|Q91WS0|CISD1_MOUSE	tr|I3LYX4|I3LYX4_ICTTR
OG0006543	sp|Q99M51|NCK1_MOUSE	tr|I3LZC8|I3LZC8_ICTTR
OG0006544	sp|Q8BU11|TOX4_MOUSE	tr|I3LZE4|I3LZE4_ICTTR
OG0006545	sp|Q9CPT3|NANP_MOUSE	tr|I3LZN8|I3LZN8_ICTTR
OG0006546	sp|Q6PCM1|KDM3A_MOUSE	tr|I3M0S1|I3M0S1_ICTTR
OG0006547	sp|O35640|ANXA8_MOUSE	tr|I3M195|I3M195_ICTTR
OG0006548	sp|Q9Z0Y2|PA21B_MOUSE	tr|I3M3V7|I3M3V7_ICTTR
OG0006549	sp|Q62388|ATM_MOUSE	tr|I3M4C5|I3M4C5_ICTTR
OG0006550	tr|Q3UH45|Q3UH45_MOUSE	tr|I3M5J6|I3M5J6_ICTTR
OG0006551	sp|Q80UP8|S20A2_MOUSE	tr|I3M6W7|I3M6W7_ICTTR
OG0006552	sp|Q8BFT6|JMJD4_MOUSE	tr|I3M7E3|I3M7E3_ICTTR
OG0006553	sp|P41272|CD27_MOUSE	tr|I3M9Q7|I3M9Q7_ICTTR
OG0006554	sp|Q6DID7|WLS_MOUSE	tr|I3MB51|I3MB51_ICTTR
OG0006555	sp|Q62311|TAF6_MOUSE	tr|I3MCV8|I3MCV8_ICTTR
