Orthogroup	Mus_musculus	Bos_mutus
OG0006958	sp|P56563|LMIP_MOUSE	tr|L8HN77|L8HN77_9CETA
OG0006959	sp|P61793|LPAR1_MOUSE	tr|L8HNM0|L8HNM0_9CETA
OG0006960	sp|Q7TN60|TMC6_MOUSE	tr|L8HP37|L8HP37_9CETA
OG0006961	sp|O35486|CRYGS_MOUSE	tr|L8HPQ5|L8HPQ5_9CETA
OG0006962	sp|Q6VVW9|CP2R1_MOUSE	tr|L8HQ38|L8HQ38_9CETA
OG0006963	sp|Q9Z218|DPP6_MOUSE	tr|L8HQP5|L8HQP5_9CETA
OG0006964	sp|Q8C7V8|CC134_MOUSE	tr|L8HR02|L8HR02_9CETA
OG0006965	tr|S4R299|S4R299_MOUSE	tr|L8HSP3|L8HSP3_9CETA
OG0006966	sp|Q8VCR9|OCEL1_MOUSE	tr|L8HSU2|L8HSU2_9CETA
OG0006967	sp|Q8C4H2|SAMD3_MOUSE	tr|L8HVE9|L8HVE9_9CETA
OG0006968	sp|P70368|SEBOX_MOUSE	tr|L8HVR4|L8HVR4_9CETA
OG0006969	sp|Q8CGW4|SOX30_MOUSE	tr|L8HVW8|L8HVW8_9CETA
OG0006970	sp|P25976|UBF1_MOUSE	tr|L8HWG7|L8HWG7_9CETA
OG0006971	tr|Q80VT5|Q80VT5_MOUSE	tr|L8HXW7|L8HXW7_9CETA
OG0006972	sp|J3KML8|GFY_MOUSE	tr|L8HZD4|L8HZD4_9CETA
OG0006973	tr|A0A0U1RPM1|A0A0U1RPM1_MOUSE	tr|L8HZF6|L8HZF6_9CETA
OG0006974	sp|O88879|APAF_MOUSE	tr|L8I0W5|L8I0W5_9CETA
OG0006975	sp|Q14BU0|UCMA_MOUSE	tr|L8I122|L8I122_9CETA
OG0006976	tr|E9PYB4|E9PYB4_MOUSE	tr|L8I159|L8I159_9CETA
OG0006977	sp|Q9CXW2|RT22_MOUSE	tr|L8I1M0|L8I1M0_9CETA
OG0006978	sp|Q6PHN1|CCD57_MOUSE	tr|L8I232|L8I232_9CETA
OG0006979	sp|Q8K396|MND1_MOUSE	tr|L8I324|L8I324_9CETA
OG0006980	sp|Q5RJH3|CAD12_MOUSE	tr|L8I373|L8I373_9CETA
OG0006981	sp|Q8BVW0|GANC_MOUSE	tr|L8I4C1|L8I4C1_9CETA
OG0006982	sp|B2RXC1|TPC11_MOUSE	tr|L8I4E4|L8I4E4_9CETA
OG0006983	sp|Q3V1G4|OLM2B_MOUSE	tr|L8I4L7|L8I4L7_9CETA
OG0006984	tr|A2A6P4|A2A6P4_MOUSE	tr|L8I4S9|L8I4S9_9CETA
OG0006985	sp|Q60613|AA2AR_MOUSE	tr|L8I6T6|L8I6T6_9CETA
OG0006986	sp|Q925N0|SFXN5_MOUSE	tr|L8I7C7|L8I7C7_9CETA
OG0006987	tr|E9Q0Y7|E9Q0Y7_MOUSE	tr|L8I8K6|L8I8K6_9CETA
OG0006988	sp|Q9DAA4|PRS37_MOUSE	tr|L8I8M7|L8I8M7_9CETA
OG0006989	sp|O08584|KLF6_MOUSE	tr|L8I8X8|L8I8X8_9CETA
OG0006990	sp|O89026|ROBO1_MOUSE	tr|L8I916|L8I916_9CETA
OG0006991	sp|E9PXT9|F170B_MOUSE	tr|L8I9L3|L8I9L3_9CETA
OG0006992	sp|Q9ERS6|IRPL2_MOUSE	tr|L8ICG1|L8ICG1_9CETA
OG0006993	sp|Q921N6|DDX27_MOUSE	tr|L8IDH7|L8IDH7_9CETA
OG0006995	sp|P81117|NUCB2_MOUSE	tr|L8IHA4|L8IHA4_9CETA
OG0006996	sp|P17095|HMGA1_MOUSE	tr|L8IHR8|L8IHR8_9CETA
OG0006997	sp|Q9ERZ4|ACM2_MOUSE	tr|L8IIT9|L8IIT9_9CETA
OG0006998	sp|Q8BZ64|TECT1_MOUSE	tr|L8IJB5|L8IJB5_9CETA
OG0006999	sp|P70298|CUX2_MOUSE	tr|L8IJB8|L8IJB8_9CETA
OG0007000	sp|Q8BH82|NAPEP_MOUSE	tr|L8IKX3|L8IKX3_9CETA
OG0007001	sp|A2AAJ9|OBSCN_MOUSE	tr|L8IMB3|L8IMB3_9CETA
OG0007002	sp|Q6UL01|MORN2_MOUSE	tr|L8IMN9|L8IMN9_9CETA
OG0007003	sp|P97401|SFRP3_MOUSE	tr|L8INB5|L8INB5_9CETA
OG0007004	sp|Q9CZJ6|MS18A_MOUSE	tr|L8IND2|L8IND2_9CETA
OG0007005	sp|P97314|CSRP2_MOUSE	tr|L8IPC5|L8IPC5_9CETA
OG0007006	sp|Q9CY50|SSRA_MOUSE	tr|L8IR10|L8IR10_9CETA
OG0007007	sp|P81269|ATF1_MOUSE	tr|L8IR32|L8IR32_9CETA
OG0007008	sp|Q9CXV0|ISL2_MOUSE	tr|L8IT52|L8IT52_9CETA
OG0007009	sp|Q14DK4|GPAT2_MOUSE	tr|L8ITG9|L8ITG9_9CETA
OG0007010	sp|Q8C156|CND2_MOUSE	tr|L8ITH9|L8ITH9_9CETA
OG0007011	sp|E9Q9K5|TRDN_MOUSE	tr|L8IUY8|L8IUY8_9CETA
OG0007012	sp|Q91X78|ERLN1_MOUSE	tr|L8IUZ2|L8IUZ2_9CETA
OG0007013	sp|Q9D920|BORC5_MOUSE	tr|L8IVN7|L8IVN7_9CETA
OG0007014	sp|O88416|GPR33_MOUSE	tr|L8IWR0|L8IWR0_9CETA
OG0007015	sp|O88472|TNR17_MOUSE	tr|L8IWS1|L8IWS1_9CETA
OG0007016	sp|P14869|RLA0_MOUSE	tr|L8IWX6|L8IWX6_9CETA
OG0007017	sp|Q6PCP5|MFF_MOUSE	tr|L8IYZ0|L8IYZ0_9CETA
OG0007018	sp|P0C6A2|MAMD1_MOUSE	tr|L8IZ14|L8IZ14_9CETA
OG0007019	sp|Q8BJM7|TYW1_MOUSE	tr|L8IZI2|L8IZI2_9CETA
OG0007020	sp|Q9WUD6|WNT8B_MOUSE	tr|L8IZY1|L8IZY1_9CETA
OG0007021	sp|Q9JIG8|PRAF2_MOUSE	tr|L8J095|L8J095_9CETA
OG0007022	sp|P25233|NECD_MOUSE	tr|L8J229|L8J229_9CETA
OG0007023	sp|Q56A08|GPKOW_MOUSE	tr|L8J4F9|L8J4F9_9CETA
OG0007024	sp|O08641|SH3Y1_MOUSE	tr|L8J695|L8J695_9CETA
OG0007025	sp|Q9DCW4|ETFB_MOUSE	tr|L8HM30|L8HM30_9CETA
OG0007026	sp|A2AE20|LYZL5_MOUSE	tr|L8HME0|L8HME0_9CETA
OG0007027	sp|Q810K9|GXLT2_MOUSE	tr|L8HMK9|L8HMK9_9CETA
OG0007028	sp|Q3U0P1|PALB2_MOUSE	tr|L8HPA0|L8HPA0_9CETA
OG0007029	sp|Q99MR6|SRRT_MOUSE	tr|L8HQC7|L8HQC7_9CETA
OG0007030	sp|Q9DBB5|IF4E3_MOUSE	tr|L8HSD9|L8HSD9_9CETA
OG0007031	sp|Q9R1C8|5HT6R_MOUSE	tr|L8HST4|L8HST4_9CETA
OG0007032	sp|Q61120|SHC3_MOUSE	tr|L8HTA1|L8HTA1_9CETA
OG0007033	sp|P27808|MGAT1_MOUSE	tr|L8HUF9|L8HUF9_9CETA
OG0007034	sp|A3KMN5|LARGN_MOUSE	tr|L8HUZ9|L8HUZ9_9CETA
OG0007035	sp|Q3UHH2|S22AN_MOUSE	tr|L8HXS4|L8HXS4_9CETA
OG0007036	sp|Q3UVU3|ZNT10_MOUSE	tr|L8HZ59|L8HZ59_9CETA
OG0007037	sp|P62254|UB2G1_MOUSE	tr|L8HZA1|L8HZA1_9CETA
OG0007038	sp|Q9JM93|AR6P4_MOUSE	tr|L8I030|L8I030_9CETA
OG0007039	sp|Q9CR62|M2OM_MOUSE	tr|L8I0N6|L8I0N6_9CETA
OG0007040	sp|Q9D0I9|SYRC_MOUSE	tr|L8I316|L8I316_9CETA
OG0007041	tr|E9Q295|E9Q295_MOUSE	tr|L8I3N0|L8I3N0_9CETA
OG0007042	sp|O55029|COPB2_MOUSE	tr|L8I471|L8I471_9CETA
OG0007043	sp|Q920R0|ALS2_MOUSE	tr|L8I4E7|L8I4E7_9CETA
OG0007044	sp|Q9CWE6|OOEP_MOUSE	tr|L8I517|L8I517_9CETA
OG0007045	sp|Q01065|PDE1B_MOUSE	tr|L8I6H0|L8I6H0_9CETA
OG0007046	sp|Q9JKK0|RCAN3_MOUSE	tr|L8IBB4|L8IBB4_9CETA
OG0007047	sp|P47941|CRKL_MOUSE	tr|L8IBP1|L8IBP1_9CETA
OG0007048	sp|P54822|PUR8_MOUSE	tr|L8IC32|L8IC32_9CETA
OG0007049	sp|Q8K262|PLAC9_MOUSE	tr|L8IC84|L8IC84_9CETA
OG0007050	sp|Q00558|HAP40_MOUSE	tr|L8IDN2|L8IDN2_9CETA
OG0007051	sp|Q61139|PCSK7_MOUSE	tr|L8IFS3|L8IFS3_9CETA
OG0007052	sp|Q99LV7|PIGX_MOUSE	tr|L8IIK1|L8IIK1_9CETA
OG0007053	sp|Q68FF9|S5A1_MOUSE	tr|L8IJ29|L8IJ29_9CETA
OG0007054	sp|P54823|DDX6_MOUSE	tr|L8IJT5|L8IJT5_9CETA
OG0007055	sp|P21841|PSPC_MOUSE	tr|L8IKR8|L8IKR8_9CETA
OG0007056	sp|Q8BGC3|MOT12_MOUSE	tr|L8IKY2|L8IKY2_9CETA
OG0007057	sp|Q8R1H8|BATF2_MOUSE	tr|L8ILZ4|L8ILZ4_9CETA
OG0007058	sp|Q9D342|T170A_MOUSE	tr|L8IM30|L8IM30_9CETA
OG0007059	sp|P70263|PD2R_MOUSE	tr|L8IMD1|L8IMD1_9CETA
OG0007060	sp|Q4QRL3|CC88B_MOUSE	tr|L8IMI7|L8IMI7_9CETA
OG0007061	sp|B1AZA5|TM245_MOUSE	tr|L8ING7|L8ING7_9CETA
OG0007062	sp|Q69ZK5|KLH14_MOUSE	tr|L8IP64|L8IP64_9CETA
OG0007063	sp|A9Q751|PCDP1_MOUSE	tr|L8IP68|L8IP68_9CETA
OG0007064	sp|Q3TGF2|F107B_MOUSE	tr|L8IPF5|L8IPF5_9CETA
OG0007065	sp|Q9CZ83|RM55_MOUSE	tr|L8IQ92|L8IQ92_9CETA
OG0007066	sp|O54786|DFFA_MOUSE	tr|L8IQE4|L8IQE4_9CETA
OG0007067	sp|Q8BQP9|R7BP_MOUSE	tr|L8IR00|L8IR00_9CETA
OG0007068	sp|Q8BFQ3|OGR1_MOUSE	tr|L8IRG5|L8IRG5_9CETA
OG0007069	sp|Q2VPQ9|EAF6_MOUSE	tr|L8IRR1|L8IRR1_9CETA
OG0007070	sp|Q8K013|GTPBA_MOUSE	tr|L8IS11|L8IS11_9CETA
OG0007071	sp|P35276|RAB3D_MOUSE	tr|L8ITS0|L8ITS0_9CETA
OG0007072	sp|Q5FW53|MBPHL_MOUSE	tr|L8IVV0|L8IVV0_9CETA
OG0007073	sp|Q9D275|BATF3_MOUSE	tr|L8J053|L8J053_9CETA
OG0007074	tr|A0A1L1SR01|A0A1L1SR01_MOUSE	tr|L8J0D6|L8J0D6_9CETA
OG0007075	sp|Q5NCQ5|DPH1_MOUSE	tr|L8J2P2|L8J2P2_9CETA
OG0007076	tr|Q80ZP0|Q80ZP0_MOUSE	tr|L8J4C0|L8J4C0_9CETA
OG0007077	sp|Q02650|PAX5_MOUSE	tr|L8HLZ8|L8HLZ8_9CETA
OG0007078	sp|P28574|MAX_MOUSE	tr|L8HP50|L8HP50_9CETA
OG0007079	sp|Q2KN98|CYTSA_MOUSE	tr|L8HPC6|L8HPC6_9CETA
OG0007080	sp|Q8CHT0|AL4A1_MOUSE	tr|L8HQZ0|L8HQZ0_9CETA
OG0007081	sp|P54729|NUB1_MOUSE	tr|L8HRE3|L8HRE3_9CETA
OG0007082	sp|Q8BZT7|PA2G3_MOUSE	tr|L8HT67|L8HT67_9CETA
OG0007083	sp|Q8CII8|SYNE4_MOUSE	tr|L8HTP4|L8HTP4_9CETA
OG0007084	sp|Q8BTF8|RALYL_MOUSE	tr|L8HU28|L8HU28_9CETA
OG0007085	sp|Q02614|S30BP_MOUSE	tr|L8HU64|L8HU64_9CETA
OG0007086	sp|Q9CWR8|DNM3L_MOUSE	tr|L8HV47|L8HV47_9CETA
OG0007087	sp|Q9WUZ7|SH3BG_MOUSE	tr|L8HV81|L8HV81_9CETA
OG0007088	sp|Q8CD78|SRTM1_MOUSE	tr|L8HWX4|L8HWX4_9CETA
OG0007089	sp|Q8CGR7|UPP2_MOUSE	tr|L8HXF3|L8HXF3_9CETA
OG0007091	sp|Q8BFU1|S39A9_MOUSE	tr|L8HXT6|L8HXT6_9CETA
OG0007092	tr|J3QQ27|J3QQ27_MOUSE	tr|L8HXU2|L8HXU2_9CETA
OG0007093	sp|Q810M1|CF299_MOUSE	tr|L8HYI6|L8HYI6_9CETA
OG0007094	sp|Q7TS73|RFLA_MOUSE	tr|L8I053|L8I053_9CETA
OG0007095	sp|Q8K0S2|ERIC5_MOUSE	tr|L8I0P1|L8I0P1_9CETA
OG0007096	sp|Q9D819|IPYR_MOUSE	tr|L8I244|L8I244_9CETA
OG0007097	sp|E9Q5M6|CFA44_MOUSE	tr|L8I3Z9|L8I3Z9_9CETA
OG0007098	sp|Q62447|CCNC_MOUSE	tr|L8I5D9|L8I5D9_9CETA
OG0007099	sp|Q03385|GNDS_MOUSE	tr|L8I729|L8I729_9CETA
OG0007100	sp|Q99LD9|EI2BB_MOUSE	tr|L8I826|L8I826_9CETA
OG0007101	sp|Q8HWB0|HMR1_MOUSE	tr|L8IAI4|L8IAI4_9CETA
OG0007102	sp|P60603|ROMO1_MOUSE	tr|L8IAR1|L8IAR1_9CETA
OG0007103	sp|Q8BX22|SALL4_MOUSE	tr|L8IAR2|L8IAR2_9CETA
OG0007104	tr|E9Q6R1|E9Q6R1_MOUSE	tr|L8ID44|L8ID44_9CETA
OG0007105	sp|Q9ESF4|LFG1_MOUSE	tr|L8IEE0|L8IEE0_9CETA
OG0007106	sp|Q91YN9|BAG2_MOUSE	tr|L8IEE8|L8IEE8_9CETA
OG0007107	sp|O88746|TOM1_MOUSE	tr|L8IEH4|L8IEH4_9CETA
OG0007108	sp|Q3UW41|WFDC9_MOUSE	tr|L8IFU8|L8IFU8_9CETA
OG0007109	sp|Q9D7Z7|LYPD5_MOUSE	tr|L8IGA7|L8IGA7_9CETA
OG0007110	sp|Q91WA3|HDA11_MOUSE	tr|L8IGF0|L8IGF0_9CETA
OG0007111	sp|Q32MG2|CBY2_MOUSE	tr|L8IHP8|L8IHP8_9CETA
OG0007112	sp|Q8R5A6|TB22A_MOUSE	tr|L8IHX3|L8IHX3_9CETA
OG0007113	sp|Q3TV65|MPND_MOUSE	tr|L8IIX0|L8IIX0_9CETA
OG0007114	sp|Q7TQH7|LRP10_MOUSE	tr|L8IKD7|L8IKD7_9CETA
OG0007115	sp|Q8BKX7|ZN410_MOUSE	tr|L8IMG3|L8IMG3_9CETA
OG0007116	sp|E9Q9R9|DLG5_MOUSE	tr|L8IMM2|L8IMM2_9CETA
OG0007117	sp|Q8BFX1|RN187_MOUSE	tr|L8IMV6|L8IMV6_9CETA
OG0007118	sp|Q8R4V4|CBPZ_MOUSE	tr|L8IP34|L8IP34_9CETA
OG0007119	sp|Q8K1L6|CP074_MOUSE	tr|L8IQD3|L8IQD3_9CETA
OG0007120	sp|Q3U410|KLH21_MOUSE	tr|L8IQJ2|L8IQJ2_9CETA
OG0007121	sp|Q9CR40|KLH28_MOUSE	tr|L8IQL1|L8IQL1_9CETA
OG0007122	sp|P52503|NDUS6_MOUSE	tr|L8IQL7|L8IQL7_9CETA
OG0007123	sp|Q8BH53|CFA69_MOUSE	tr|L8IRF4|L8IRF4_9CETA
OG0007124	sp|Q64737|PUR2_MOUSE	tr|L8IRF7|L8IRF7_9CETA
OG0007125	sp|Q9CQT2|RBM7_MOUSE	tr|L8IRY6|L8IRY6_9CETA
OG0007126	sp|Q8BYG9|EPHAA_MOUSE	tr|L8ISN2|L8ISN2_9CETA
OG0007127	sp|Q5XK03|SERC4_MOUSE	tr|L8IT32|L8IT32_9CETA
OG0007128	sp|Q8BZB2|COAC_MOUSE	tr|L8IT61|L8IT61_9CETA
OG0007129	sp|Q8BNN1|SPA2L_MOUSE	tr|L8IUC8|L8IUC8_9CETA
OG0007130	sp|Q8R3Y5|CS047_MOUSE	tr|L8IUJ2|L8IUJ2_9CETA
OG0007131	sp|Q8R2H9|PHOP1_MOUSE	tr|L8IV63|L8IV63_9CETA
OG0007132	sp|Q91W18|TDRD3_MOUSE	tr|L8IW41|L8IW41_9CETA
OG0007133	sp|D3Z5L9|CCN6_MOUSE	tr|L8IWI7|L8IWI7_9CETA
OG0007134	sp|Q9D820|PRXD1_MOUSE	tr|L8IWT2|L8IWT2_9CETA
OG0007135	sp|B2RQE8|RHG42_MOUSE	tr|L8IXP7|L8IXP7_9CETA
OG0007136	sp|Q5M6W3|CLHC1_MOUSE	tr|L8IY59|L8IY59_9CETA
OG0007137	sp|Q811Q9|PCY1B_MOUSE	tr|L8IYC5|L8IYC5_9CETA
OG0007138	sp|Q9JJ69|KCIP2_MOUSE	tr|L8IZW3|L8IZW3_9CETA
OG0007139	sp|Q9ESL9|FGF20_MOUSE	tr|L8J165|L8J165_9CETA
OG0007140	sp|Q91YU6|LZTS2_MOUSE	tr|L8J191|L8J191_9CETA
OG0007141	sp|Q61084|M3K3_MOUSE	tr|L8HM40|L8HM40_9CETA
OG0007142	sp|O88792|JAM1_MOUSE	tr|L8HQA4|L8HQA4_9CETA
OG0007143	sp|Q5XJY4|PARL_MOUSE	tr|L8HR04|L8HR04_9CETA
OG0007144	sp|O88522|NEMO_MOUSE	tr|L8HS51|L8HS51_9CETA
OG0007145	sp|Q9DBR3|ARMC8_MOUSE	tr|L8HS74|L8HS74_9CETA
OG0007146	sp|Q9Z0Z3|SKP2_MOUSE	tr|L8HTE4|L8HTE4_9CETA
OG0007147	sp|Q91WG8|GLCNE_MOUSE	tr|L8HV86|L8HV86_9CETA
OG0007148	sp|O88838|SPSB2_MOUSE	tr|L8HVB3|L8HVB3_9CETA
OG0007149	sp|P11672|NGAL_MOUSE	tr|L8HVH6|L8HVH6_9CETA
OG0007150	sp|Q9JHE6|HES6_MOUSE	tr|L8HWT3|L8HWT3_9CETA
OG0007151	sp|Q9D1D1|TSN11_MOUSE	tr|L8HXF9|L8HXF9_9CETA
OG0007152	sp|O35127|C10_MOUSE	tr|L8HXQ1|L8HXQ1_9CETA
OG0007153	sp|Q61025|IFT20_MOUSE	tr|L8HY17|L8HY17_9CETA
OG0007154	sp|P97813|PLD2_MOUSE	tr|L8HY30|L8HY30_9CETA
OG0007155	sp|O55240|RDH5_MOUSE	tr|L8HYG5|L8HYG5_9CETA
OG0007156	sp|O88384|VTI1B_MOUSE	tr|L8HYP5|L8HYP5_9CETA
OG0007157	tr|B1ATY8|B1ATY8_MOUSE	tr|L8HYR3|L8HYR3_9CETA
OG0007158	sp|Q8BVR0|BAFL_MOUSE	tr|L8I149|L8I149_9CETA
OG0007159	sp|Q9D9P2|CC103_MOUSE	tr|L8I3S3|L8I3S3_9CETA
OG0007160	sp|Q80VP1|EPN1_MOUSE	tr|L8I5G3|L8I5G3_9CETA
OG0007161	sp|Q61387|COX7R_MOUSE	tr|L8I5R7|L8I5R7_9CETA
OG0007162	sp|Q8VEH6|ZNG1_MOUSE	tr|L8IAX0|L8IAX0_9CETA
OG0007163	sp|Q9D1P0|RM13_MOUSE	tr|L8ICA3|L8ICA3_9CETA
OG0007164	sp|Q80V94|AP4E1_MOUSE	tr|L8ICS2|L8ICS2_9CETA
OG0007165	sp|Q8BYG0|TTC24_MOUSE	tr|L8IDM4|L8IDM4_9CETA
OG0007166	sp|Q91WE6|CDKAL_MOUSE	tr|L8IDN4|L8IDN4_9CETA
OG0007167	sp|Q8VDY4|EFCB7_MOUSE	tr|L8IE40|L8IE40_9CETA
OG0007168	sp|Q8BGF9|S2544_MOUSE	tr|L8IFH9|L8IFH9_9CETA
OG0007169	sp|P0DP60|LYNX1_MOUSE	tr|L8IFN6|L8IFN6_9CETA
OG0007170	sp|P11942|CD3G_MOUSE	tr|L8IGJ4|L8IGJ4_9CETA
OG0007171	sp|Q9Z0L4|BMP15_MOUSE	tr|L8IH15|L8IH15_9CETA
OG0007173	sp|Q8VCQ3|NRBF2_MOUSE	tr|L8IH34|L8IH34_9CETA
OG0007174	sp|P15066|JUND_MOUSE	tr|L8IHH2|L8IHH2_9CETA
OG0007175	sp|Q9D7G4|EURL_MOUSE	tr|L8IHW1|L8IHW1_9CETA
OG0007176	sp|P56402|AQP2_MOUSE	tr|L8IIF8|L8IIF8_9CETA
OG0007177	sp|P17564|PR15A_MOUSE	tr|L8IKH8|L8IKH8_9CETA
OG0007178	tr|E9Q6K3|E9Q6K3_MOUSE	tr|L8ILZ6|L8ILZ6_9CETA
OG0007179	sp|Q8BLQ9|CADM2_MOUSE	tr|L8IMX7|L8IMX7_9CETA
OG0007180	sp|Q8BSE0|RMD2_MOUSE	tr|L8IN57|L8IN57_9CETA
OG0007181	sp|Q3URE8|CTXN2_MOUSE	tr|L8IQU0|L8IQU0_9CETA
OG0007182	sp|Q8VCD5|MED17_MOUSE	tr|L8IR18|L8IR18_9CETA
OG0007183	sp|Q9JK24|P2R3C_MOUSE	tr|L8IRK5|L8IRK5_9CETA
OG0007184	sp|Q5SXI5|ZN496_MOUSE	tr|L8IT50|L8IT50_9CETA
OG0007185	sp|P20065|TYB4_MOUSE	tr|L8IUZ0|L8IUZ0_9CETA
OG0007187	sp|P19785|ESR1_MOUSE	tr|L8IW51|L8IW51_9CETA
OG0007188	sp|Q9DAZ5|F174C_MOUSE	tr|L8IW54|L8IW54_9CETA
OG0007189	sp|P70158|ASM3A_MOUSE	tr|L8IWP6|L8IWP6_9CETA
OG0007190	sp|Q9D1B8|DCD2C_MOUSE	tr|L8IWR7|L8IWR7_9CETA
OG0007191	sp|Q9JHW2|NIT2_MOUSE	tr|L8IWU2|L8IWU2_9CETA
OG0007192	sp|Q7TQA3|RDHE2_MOUSE	tr|L8IWY6|L8IWY6_9CETA
OG0007193	sp|B2RY71|DNAI3_MOUSE	tr|L8IYJ9|L8IYJ9_9CETA
OG0007194	sp|P38585|TTL_MOUSE	tr|L8IYR0|L8IYR0_9CETA
OG0007195	sp|Q3TBN1|TM248_MOUSE	tr|L8IYZ8|L8IYZ8_9CETA
OG0007196	sp|Q9JJV0|CRBA4_MOUSE	tr|L8IZM2|L8IZM2_9CETA
OG0007197	sp|Q9R0M6|RAB9A_MOUSE	tr|L8J084|L8J084_9CETA
OG0007198	sp|P63323|RS12_MOUSE	tr|L8J0N7|L8J0N7_9CETA
OG0007199	sp|Q8VEE0|RPE_MOUSE	tr|L8J0Z7|L8J0Z7_9CETA
OG0007200	tr|Q208S0|Q208S0_MOUSE	tr|L8HND2|L8HND2_9CETA
OG0007201	sp|O70445|BARD1_MOUSE	tr|L8HPI2|L8HPI2_9CETA
OG0007202	sp|Q60930|VDAC2_MOUSE	tr|L8HQE7|L8HQE7_9CETA
OG0007203	sp|Q91VT1|NSE2_MOUSE	tr|L8HRM2|L8HRM2_9CETA
OG0007204	sp|P61460|DEPD5_MOUSE	tr|L8HT56|L8HT56_9CETA
OG0007205	sp|Q6R6I7|RXFP1_MOUSE	tr|L8HTI9|L8HTI9_9CETA
OG0007206	sp|Q9CY52|THG1_MOUSE	tr|L8HTL6|L8HTL6_9CETA
OG0007207	sp|Q99MD8|MYNN_MOUSE	tr|L8HVF7|L8HVF7_9CETA
OG0007208	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|L8HWV6|L8HWV6_9CETA
OG0007209	sp|Q7TNE3|SPAG7_MOUSE	tr|L8HX82|L8HX82_9CETA
OG0007210	tr|D3YYL3|D3YYL3_MOUSE	tr|L8HZC8|L8HZC8_9CETA
OG0007211	sp|Q6PE01|SNR40_MOUSE	tr|L8I0B4|L8I0B4_9CETA
OG0007212	sp|Q78IK4|MIC27_MOUSE	tr|L8I0J4|L8I0J4_9CETA
OG0007213	sp|Q9CR86|CHSP1_MOUSE	tr|L8I1T9|L8I1T9_9CETA
OG0007214	sp|O35474|EDIL3_MOUSE	tr|L8I200|L8I200_9CETA
OG0007215	sp|Q8BXN9|TM87A_MOUSE	tr|L8I2F2|L8I2F2_9CETA
OG0007216	sp|Q64323|PIGA_MOUSE	tr|L8I3C4|L8I3C4_9CETA
OG0007217	sp|Q9QZW9|MNX1_MOUSE	tr|L8I576|L8I576_9CETA
OG0007218	sp|Q9DB34|CHM2A_MOUSE	tr|L8I5R6|L8I5R6_9CETA
OG0007219	sp|Q8K245|UVRAG_MOUSE	tr|L8I5V1|L8I5V1_9CETA
OG0007220	sp|Q8CAA7|PGM2L_MOUSE	tr|L8I6M8|L8I6M8_9CETA
OG0007221	sp|Q922P8|T132A_MOUSE	tr|L8I782|L8I782_9CETA
OG0007222	sp|P23299|KCNE1_MOUSE	tr|L8I7G3|L8I7G3_9CETA
OG0007223	sp|Q7TMK6|HOOK2_MOUSE	tr|L8I9N3|L8I9N3_9CETA
OG0007224	sp|Q8C1R3|CQ050_MOUSE	tr|L8IAM2|L8IAM2_9CETA
OG0007225	sp|P47945|MT4_MOUSE	tr|L8IB23|L8IB23_9CETA
OG0007226	sp|Q5GAM7|RNS13_MOUSE	tr|L8IBN5|L8IBN5_9CETA
OG0007227	sp|Q9R0N3|SYT11_MOUSE	tr|L8IDK7|L8IDK7_9CETA
OG0007228	sp|Q7TN29|SMAP2_MOUSE	tr|L8IDQ2|L8IDQ2_9CETA
OG0007229	sp|P70211|DCC_MOUSE	tr|L8IE23|L8IE23_9CETA
OG0007230	sp|E9Q3T6|PRD14_MOUSE	tr|L8IF63|L8IF63_9CETA
OG0007231	sp|P62830|RL23_MOUSE	tr|L8IGX3|L8IGX3_9CETA
OG0007232	sp|P40935|PNMT_MOUSE	tr|L8IGY6|L8IGY6_9CETA
OG0007233	sp|Q9CZ69|CKLF6_MOUSE	tr|L8IHX7|L8IHX7_9CETA
OG0007234	tr|A0A1Y7VMI0|A0A1Y7VMI0_MOUSE	tr|L8IIB8|L8IIB8_9CETA
OG0007235	tr|F6YNI8|F6YNI8_MOUSE	tr|L8IIQ4|L8IIQ4_9CETA
OG0007236	sp|Q8CIF6|SIDT2_MOUSE	tr|L8IJQ7|L8IJQ7_9CETA
OG0007237	sp|Q9CQG0|TMED6_MOUSE	tr|L8IKY1|L8IKY1_9CETA
OG0007238	sp|P16301|LCAT_MOUSE	tr|L8IL04|L8IL04_9CETA
OG0007239	sp|Q766D5|B4GN4_MOUSE	tr|L8IL60|L8IL60_9CETA
OG0007240	sp|Q8CGP0|H2B3B_MOUSE	tr|L8IMB9|L8IMB9_9CETA
OG0007241	sp|Q78S06|SYS1_MOUSE	tr|L8IMX4|L8IMX4_9CETA
OG0007242	sp|Q7TNJ0|DCSTP_MOUSE	tr|L8IPV5|L8IPV5_9CETA
OG0007243	sp|Q9JHN8|STK19_MOUSE	tr|L8IQI3|L8IQI3_9CETA
OG0007244	sp|Q99NI3|GT2D2_MOUSE	tr|L8IQZ2|L8IQZ2_9CETA
OG0007245	sp|P49138|MAPK2_MOUSE	tr|L8IRX7|L8IRX7_9CETA
OG0007246	sp|Q5RJH2|MCTP2_MOUSE	tr|L8ITK9|L8ITK9_9CETA
OG0007247	sp|Q9QZU9|UB2L6_MOUSE	tr|L8IUM1|L8IUM1_9CETA
OG0007248	sp|Q14DQ1|F219B_MOUSE	tr|L8IUV9|L8IUV9_9CETA
OG0007249	sp|Q69ZM6|STK36_MOUSE	tr|L8IW10|L8IW10_9CETA
