Orthogroup	Mus_musculus	Erinaceus_europaeus
OG0005379	sp|Q80SZ7|GBG5_MOUSE	tr|A0A1S2ZUL5|A0A1S2ZUL5_ERIEU
OG0005380	sp|Q3UMU9|HDGR2_MOUSE	tr|A0A1S2ZUU7|A0A1S2ZUU7_ERIEU
OG0005381	sp|Q3TBN1|TM248_MOUSE	tr|A0A1S2ZVA0|A0A1S2ZVA0_ERIEU
OG0005382	sp|Q2QI47|USH2A_MOUSE	tr|A0A1S3A0E9|A0A1S3A0E9_ERIEU
OG0005383	sp|P32443|MEOX2_MOUSE	tr|A0A1S3A1A1|A0A1S3A1A1_ERIEU
OG0005384	sp|P63139|NFYB_MOUSE	tr|A0A1S3A1Q3|A0A1S3A1Q3_ERIEU
OG0005385	sp|P63280|UBC9_MOUSE	tr|A0A1S3A204|A0A1S3A204_ERIEU
OG0005386	sp|Q05722|CO9A1_MOUSE	tr|A0A1S3A484|A0A1S3A484_ERIEU
OG0005387	sp|Q8BVH9|METL6_MOUSE	tr|A0A1S3A6E8|A0A1S3A6E8_ERIEU
OG0005388	sp|Q9Z1E3|IKBA_MOUSE	tr|A0A1S3A6S9|A0A1S3A6S9_ERIEU
OG0005389	sp|J3QMI4|CAHM3_MOUSE	tr|A0A1S3A7J6|A0A1S3A7J6_ERIEU
OG0005390	sp|Q8VCT9|TESK2_MOUSE	tr|A0A1S3A8J2|A0A1S3A8J2_ERIEU
OG0005391	sp|Q9D7J7|CPNS2_MOUSE	tr|A0A1S3ACA3|A0A1S3ACA3_ERIEU
OG0005392	sp|Q61205|PA1B3_MOUSE	tr|A0A1S3ACW3|A0A1S3ACW3_ERIEU
OG0005393	sp|Q9Z248|AEBP2_MOUSE	tr|A0A1S3ADK9|A0A1S3ADK9_ERIEU
OG0005394	tr|A2A472|A2A472_MOUSE	tr|A0A1S3AHQ9|A0A1S3AHQ9_ERIEU
OG0005395	sp|Q9D7X8|GGCT_MOUSE	tr|A0A1S3AIJ6|A0A1S3AIJ6_ERIEU
OG0005396	sp|P50136|ODBA_MOUSE	tr|A0A1S3AKN6|A0A1S3AKN6_ERIEU
OG0005397	sp|Q9QY23|PKP3_MOUSE	tr|A0A1S3AKP2|A0A1S3AKP2_ERIEU
OG0005398	sp|Q8R2V2|IFFO2_MOUSE	tr|A0A1S3ALU9|A0A1S3ALU9_ERIEU
OG0005399	sp|O35125|LRC23_MOUSE	tr|A0A1S3AM27|A0A1S3AM27_ERIEU
OG0005400	sp|Q149F1|RUSD2_MOUSE	tr|A0A1S3ANR9|A0A1S3ANR9_ERIEU
OG0005401	sp|Q9D5V6|SYAP1_MOUSE	tr|A0A1S3AQE4|A0A1S3AQE4_ERIEU
OG0005402	sp|Q9CRD0|OCAD1_MOUSE	tr|A0A1S3AS54|A0A1S3AS54_ERIEU
OG0005403	sp|Q9CQR6|PPP6_MOUSE	tr|A0A1S3ASQ1|A0A1S3ASQ1_ERIEU
OG0005404	sp|Q9D1A0|PXL2C_MOUSE	tr|A0A1S3ASZ8|A0A1S3ASZ8_ERIEU
OG0005405	sp|Q8VC56|RNF8_MOUSE	tr|A0A1S3W5Y1|A0A1S3W5Y1_ERIEU
OG0005406	sp|Q8R0S1|ATF7_MOUSE	tr|A0A1S3W6D8|A0A1S3W6D8_ERIEU
OG0005407	sp|Q8VCT3|AMPB_MOUSE	tr|A0A1S3WAS2|A0A1S3WAS2_ERIEU
OG0005408	sp|Q8R023|PCGF1_MOUSE	tr|A0A1S3WBP9|A0A1S3WBP9_ERIEU
OG0005409	sp|Q8K3J9|GPC5C_MOUSE	tr|A0A1S3WEC9|A0A1S3WEC9_ERIEU
OG0005410	sp|Q9D8B1|AIG1_MOUSE	tr|A0A1S3WFB6|A0A1S3WFB6_ERIEU
OG0005411	sp|Q8CAM5|RAB36_MOUSE	tr|A0A1S3WIJ8|A0A1S3WIJ8_ERIEU
OG0005412	sp|F6VAN0|ATF6A_MOUSE	tr|A0A1S3WP53|A0A1S3WP53_ERIEU
OG0005413	sp|Q9Z2Q6|SEPT5_MOUSE	tr|A0A1S3WPZ4|A0A1S3WPZ4_ERIEU
OG0005414	sp|Q8BYM8|SYCM_MOUSE	tr|A0A1S3WSS3|A0A1S3WSS3_ERIEU
OG0005415	sp|Q3U276|SDHF1_MOUSE	tr|A0A1S3WTN6|A0A1S3WTN6_ERIEU
OG0005416	sp|O08550|KMT2B_MOUSE	tr|A0A1S3WTV2|A0A1S3WTV2_ERIEU
OG0005417	sp|Q9Z1L3|DEDD_MOUSE	tr|A0A1S3WUG8|A0A1S3WUG8_ERIEU
OG0005418	sp|P05532|KIT_MOUSE	tr|A0A1S3WW47|A0A1S3WW47_ERIEU
OG0005419	sp|Q8CJC7|KLRE1_MOUSE	tr|A0A1S2Z9B8|A0A1S2Z9B8_ERIEU
OG0005420	sp|Q9CR33|MANS1_MOUSE	tr|A0A1S2Z9D7|A0A1S2Z9D7_ERIEU
OG0005421	sp|Q8BHI7|ELOV5_MOUSE	tr|A0A1S2ZAW9|A0A1S2ZAW9_ERIEU
OG0005422	sp|Q9D1G3|HHATL_MOUSE	tr|A0A1S2ZCV0|A0A1S2ZCV0_ERIEU
OG0005423	sp|Q6P1E7|PRIPO_MOUSE	tr|A0A1S2ZDH5|A0A1S2ZDH5_ERIEU
OG0005424	sp|Q2NKI2|VAX1_MOUSE	tr|A0A1S2ZFD9|A0A1S2ZFD9_ERIEU
OG0005425	sp|Q80ZU9|G137A_MOUSE	tr|A0A1S2ZFL2|A0A1S2ZFL2_ERIEU
OG0005426	sp|Q8BTI9|PK3CB_MOUSE	tr|A0A1S2ZG88|A0A1S2ZG88_ERIEU
OG0005427	sp|Q8BGW8|VGLL2_MOUSE	tr|A0A1S2ZL70|A0A1S2ZL70_ERIEU
OG0005428	sp|O35633|VIAAT_MOUSE	tr|A0A1S2ZML0|A0A1S2ZML0_ERIEU
OG0005429	sp|P59900|EMIL3_MOUSE	tr|A0A1S2ZMM1|A0A1S2ZMM1_ERIEU
OG0005430	sp|Q8BGC9|CREG2_MOUSE	tr|A0A1S2ZN61|A0A1S2ZN61_ERIEU
OG0005431	sp|O70252|HMOX2_MOUSE	tr|A0A1S2ZNF5|A0A1S2ZNF5_ERIEU
OG0005432	sp|Q8BFY0|PIRT_MOUSE	tr|A0A1S2ZS31|A0A1S2ZS31_ERIEU
OG0005433	sp|Q04683|CXCR5_MOUSE	tr|A0A1S2ZS53|A0A1S2ZS53_ERIEU
OG0005434	sp|Q99N99|S5A2_MOUSE	tr|A0A1S2ZSP1|A0A1S2ZSP1_ERIEU
OG0005435	sp|Q9R1K5|FZR1_MOUSE	tr|A0A1S2ZUU2|A0A1S2ZUU2_ERIEU
OG0005436	sp|Q99PH1|LRRC4_MOUSE	tr|A0A1S2ZXZ0|A0A1S2ZXZ0_ERIEU
OG0005437	sp|Q8R1Z4|PPR42_MOUSE	tr|A0A1S2ZZU6|A0A1S2ZZU6_ERIEU
OG0005438	sp|Q62191|RO52_MOUSE	tr|A0A1S3A0U6|A0A1S3A0U6_ERIEU
OG0005439	sp|P63157|BARH1_MOUSE	tr|A0A1S3A1Q4|A0A1S3A1Q4_ERIEU
OG0005440	sp|Q8BML2|OACYL_MOUSE	tr|A0A1S3A4B4|A0A1S3A4B4_ERIEU
OG0005441	sp|Q8BHY2|NOC4L_MOUSE	tr|A0A1S3A4V1|A0A1S3A4V1_ERIEU
OG0005442	sp|Q91W34|RUSF1_MOUSE	tr|A0A1S3A6F8|A0A1S3A6F8_ERIEU
OG0005443	sp|Q8C2R7|PIGM_MOUSE	tr|A0A1S3A7M4|A0A1S3A7M4_ERIEU
OG0005444	sp|Q9CXD9|LRC17_MOUSE	tr|A0A1S3A892|A0A1S3A892_ERIEU
OG0005445	sp|Q64291|K1C12_MOUSE	tr|A0A1S3A8P7|A0A1S3A8P7_ERIEU
OG0005446	sp|Q8R1M0|HMCES_MOUSE	tr|A0A1S3A9Z1|A0A1S3A9Z1_ERIEU
OG0005447	sp|Q99LS0|AUGN_MOUSE	tr|A0A1S3AAH4|A0A1S3AAH4_ERIEU
OG0005448	sp|P63072|UBD_MOUSE	tr|A0A1S3ABB9|A0A1S3ABB9_ERIEU
OG0005449	sp|P81270|ERG_MOUSE	tr|A0A1S3ABD0|A0A1S3ABD0_ERIEU
OG0005450	sp|O09159|MA2B1_MOUSE	tr|A0A1S3ABY4|A0A1S3ABY4_ERIEU
OG0005451	sp|Q9Z0S9|PRAF1_MOUSE	tr|A0A1S3ACK7|A0A1S3ACK7_ERIEU
OG0005452	sp|Q9EQ14|IL23A_MOUSE	tr|A0A1S3ADS1|A0A1S3ADS1_ERIEU
OG0005453	sp|Q61133|GSTT2_MOUSE	tr|A0A1S3AEE2|A0A1S3AEE2_ERIEU
OG0005454	sp|P30561|AHR_MOUSE	tr|A0A1S3AG96|A0A1S3AG96_ERIEU
OG0005455	sp|Q99J31|OPHN1_MOUSE	tr|A0A1S3AGD9|A0A1S3AGD9_ERIEU
OG0005456	sp|Q91WV0|NC2B_MOUSE	tr|A0A1S3AHV9|A0A1S3AHV9_ERIEU
OG0005457	sp|Q6P6M7|SPCS_MOUSE	tr|A0A1S3AHW5|A0A1S3AHW5_ERIEU
OG0005458	sp|Q69ZF7|CNNM4_MOUSE	tr|A0A1S3AIV6|A0A1S3AIV6_ERIEU
OG0005459	sp|D3YYI7|RN217_MOUSE	tr|A0A1S3AK05|A0A1S3AK05_ERIEU
OG0005460	sp|O70191|ATF5_MOUSE	tr|A0A1S3AK23|A0A1S3AK23_ERIEU
OG0005461	sp|Q8CIG8|ANM5_MOUSE	tr|A0A1S3ALD5|A0A1S3ALD5_ERIEU
OG0005462	tr|E9Q3P4|E9Q3P4_MOUSE	tr|A0A1S3AM78|A0A1S3AM78_ERIEU
OG0005463	sp|O88554|PARP2_MOUSE	tr|A0A1S3AMA0|A0A1S3AMA0_ERIEU
OG0005464	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A1S3AP03|A0A1S3AP03_ERIEU
OG0005465	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A1S3AQE6|A0A1S3AQE6_ERIEU
OG0005466	sp|Q8VED9|LEGL_MOUSE	tr|A0A1S3ASC2|A0A1S3ASC2_ERIEU
OG0005467	sp|P47801|EMP1_MOUSE	tr|A0A1S3W2E3|A0A1S3W2E3_ERIEU
OG0005468	sp|Q61458|CCNH_MOUSE	tr|A0A1S3W692|A0A1S3W692_ERIEU
OG0005469	sp|Q8BV13|CSN7B_MOUSE	tr|A0A1S3W7R1|A0A1S3W7R1_ERIEU
OG0005470	sp|Q9CPV4|GLOD4_MOUSE	tr|A0A1S3W903|A0A1S3W903_ERIEU
OG0005471	sp|Q3UKC1|TAXB1_MOUSE	tr|A0A1S3W948|A0A1S3W948_ERIEU
OG0005472	sp|Q8BMC3|SHC2_MOUSE	tr|A0A1S3WDI9|A0A1S3WDI9_ERIEU
OG0005473	sp|Q922B6|TRAF7_MOUSE	tr|A0A1S3WIE3|A0A1S3WIE3_ERIEU
OG0005474	sp|P48302|EDNRB_MOUSE	tr|A0A1S3WIY3|A0A1S3WIY3_ERIEU
OG0005475	sp|Q8BH32|SUSD4_MOUSE	tr|A0A1S3WKA7|A0A1S3WKA7_ERIEU
OG0005476	sp|Q8JZM2|PR15L_MOUSE	tr|A0A1S3WKT1|A0A1S3WKT1_ERIEU
OG0005477	sp|Q921W0|CHM1A_MOUSE	tr|A0A1S3WM52|A0A1S3WM52_ERIEU
OG0005478	sp|O35066|KIF3C_MOUSE	tr|A0A1S3WNW7|A0A1S3WNW7_ERIEU
OG0005479	sp|Q9D489|SOLH2_MOUSE	tr|A0A1S3WPW9|A0A1S3WPW9_ERIEU
OG0005481	sp|P62918|RL8_MOUSE	tr|A0A1S2Z9V3|A0A1S2Z9V3_ERIEU
OG0005482	sp|P59267|ZDHC2_MOUSE	tr|A0A1S2ZAD1|A0A1S2ZAD1_ERIEU
OG0005483	sp|Q8VCR3|TM242_MOUSE	tr|A0A1S2ZBH3|A0A1S2ZBH3_ERIEU
OG0005484	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A1S2ZBL7|A0A1S2ZBL7_ERIEU
OG0005485	sp|Q5QNV8|HEAT9_MOUSE	tr|A0A1S2ZC06|A0A1S2ZC06_ERIEU
OG0005486	sp|Q9D925|LYZL4_MOUSE	tr|A0A1S2ZDS7|A0A1S2ZDS7_ERIEU
OG0005487	sp|Q8K0U4|HS12A_MOUSE	tr|A0A1S2ZFB6|A0A1S2ZFB6_ERIEU
OG0005488	sp|D3Z750|MRO2A_MOUSE	tr|A0A1S2ZK45|A0A1S2ZK45_ERIEU
OG0005489	sp|Q8BSF5|KLH38_MOUSE	tr|A0A1S2ZKR4|A0A1S2ZKR4_ERIEU
OG0005490	sp|P54841|MAFB_MOUSE	tr|A0A1S2ZML2|A0A1S2ZML2_ERIEU
OG0005491	sp|Q61362|CH3L1_MOUSE	tr|A0A1S2ZNN8|A0A1S2ZNN8_ERIEU
OG0005492	sp|Q9D9W6|F217A_MOUSE	tr|A0A1S2ZNU4|A0A1S2ZNU4_ERIEU
OG0005493	sp|Q5U405|TMPSD_MOUSE	tr|A0A1S2ZQN1|A0A1S2ZQN1_ERIEU
OG0005494	sp|Q9CZ44|NSF1C_MOUSE	tr|A0A1S2ZQR3|A0A1S2ZQR3_ERIEU
OG0005495	sp|P59048|PDRG1_MOUSE	tr|A0A1S2ZQW5|A0A1S2ZQW5_ERIEU
OG0005496	sp|Q5IXF8|GLP2R_MOUSE	tr|A0A1S2ZRY2|A0A1S2ZRY2_ERIEU
OG0005497	sp|O70255|MPZL2_MOUSE	tr|A0A1S2ZS47|A0A1S2ZS47_ERIEU
OG0005498	sp|A2APT9|KLD7A_MOUSE	tr|A0A1S2ZSC5|A0A1S2ZSC5_ERIEU
OG0005499	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A1S2ZTR7|A0A1S2ZTR7_ERIEU
OG0005500	sp|Q9JKX6|NUDT5_MOUSE	tr|A0A1S2ZUD4|A0A1S2ZUD4_ERIEU
OG0005501	sp|Q9CWU4|CA052_MOUSE	tr|A0A1S2ZUM5|A0A1S2ZUM5_ERIEU
OG0005502	sp|Q8CIS0|CAR11_MOUSE	tr|A0A1S2ZVA8|A0A1S2ZVA8_ERIEU
OG0005503	sp|Q5RL79|KTAP2_MOUSE	tr|A0A1S2ZVU3|A0A1S2ZVU3_ERIEU
OG0005504	sp|Q9DBE8|ALG2_MOUSE	tr|A0A1S2ZW95|A0A1S2ZW95_ERIEU
OG0005505	sp|Q9CQR4|ACO13_MOUSE	tr|A0A1S2ZX98|A0A1S2ZX98_ERIEU
OG0005506	sp|Q99MU1|TPRA1_MOUSE	tr|A0A1S2ZZC9|A0A1S2ZZC9_ERIEU
OG0005507	sp|P10166|MYCL_MOUSE	tr|A0A1S2ZZS8|A0A1S2ZZS8_ERIEU
OG0005508	sp|P84096|RHOG_MOUSE	tr|A0A1S3A0R9|A0A1S3A0R9_ERIEU
OG0005509	sp|Q61084|M3K3_MOUSE	tr|A0A1S3A141|A0A1S3A141_ERIEU
OG0005510	sp|O08858|SSR5_MOUSE	tr|A0A1S3A227|A0A1S3A227_ERIEU
OG0005511	tr|F6QRE9|F6QRE9_MOUSE	tr|A0A1S3A261|A0A1S3A261_ERIEU
OG0005512	sp|Q8K2H6|APC10_MOUSE	tr|A0A1S3A2H7|A0A1S3A2H7_ERIEU
OG0005513	sp|P62876|RPAB5_MOUSE	tr|A0A1S3A396|A0A1S3A396_ERIEU
OG0005514	sp|O35348|COLQ_MOUSE	tr|A0A1S3A6G3|A0A1S3A6G3_ERIEU
OG0005515	sp|Q9CZJ0|MPPD2_MOUSE	tr|A0A1S3A7E7|A0A1S3A7E7_ERIEU
OG0005516	sp|Q99JF5|MVD1_MOUSE	tr|A0A1S3AAS8|A0A1S3AAS8_ERIEU
OG0005517	sp|P43407|SDC2_MOUSE	tr|A0A1S3AB93|A0A1S3AB93_ERIEU
OG0005518	sp|O88273|GREM2_MOUSE	tr|A0A1S3AC13|A0A1S3AC13_ERIEU
OG0005519	sp|O08908|P85B_MOUSE	tr|A0A1S3ADG5|A0A1S3ADG5_ERIEU
OG0005520	sp|Q9Z2D6|MECP2_MOUSE	tr|A0A1S3AH32|A0A1S3AH32_ERIEU
OG0005521	sp|O89106|FHIT_MOUSE	tr|A0A1S3AJ94|A0A1S3AJ94_ERIEU
OG0005522	sp|Q9JK97|KCNQ4_MOUSE	tr|A0A1S3AJF0|A0A1S3AJF0_ERIEU
OG0005523	sp|Q9CWK3|CD2B2_MOUSE	tr|A0A1S3AJJ4|A0A1S3AJJ4_ERIEU
OG0005524	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A1S3AJR0|A0A1S3AJR0_ERIEU
OG0005525	sp|Q8K2G4|BBS7_MOUSE	tr|A0A1S3AKA6|A0A1S3AKA6_ERIEU
OG0005526	sp|Q8R3Y5|CS047_MOUSE	tr|A0A1S3AL15|A0A1S3AL15_ERIEU
OG0005527	sp|Q3UZV7|ELAP2_MOUSE	tr|A0A1S3ANE1|A0A1S3ANE1_ERIEU
OG0005528	sp|Q8BYK8|ZC3H6_MOUSE	tr|A0A1S3AQT7|A0A1S3AQT7_ERIEU
OG0005529	sp|Q8R0J7|VP37B_MOUSE	tr|A0A1S3ASD9|A0A1S3ASD9_ERIEU
OG0005530	sp|P59470|RPC2_MOUSE	tr|A0A1S3W270|A0A1S3W270_ERIEU
OG0005531	sp|P32848|PRVA_MOUSE	tr|A0A1S3W690|A0A1S3W690_ERIEU
OG0005532	sp|Q9Z1T6|FYV1_MOUSE	tr|A0A1S3W7P5|A0A1S3W7P5_ERIEU
OG0005533	sp|Q80UG8|TTLL4_MOUSE	tr|A0A1S3W913|A0A1S3W913_ERIEU
OG0005534	sp|Q8VDQ1|PTGR2_MOUSE	tr|A0A1S3W9J9|A0A1S3W9J9_ERIEU
OG0005535	sp|Q8BGD8|COA6_MOUSE	tr|A0A1S3WB53|A0A1S3WB53_ERIEU
OG0005536	sp|A2AIP0|F166B_MOUSE	tr|A0A1S3WBP3|A0A1S3WBP3_ERIEU
OG0005537	sp|Q8CI70|LRC20_MOUSE	tr|A0A1S3WD63|A0A1S3WD63_ERIEU
OG0005538	sp|Q8BXT1|RGS8_MOUSE	tr|A0A1S3WEZ8|A0A1S3WEZ8_ERIEU
OG0005539	sp|Q80WQ2|VAC14_MOUSE	tr|A0A1S3WFY4|A0A1S3WFY4_ERIEU
OG0005540	sp|Q06806|TIE1_MOUSE	tr|A0A1S3WFZ8|A0A1S3WFZ8_ERIEU
OG0005541	sp|Q8K2J4|CCD14_MOUSE	tr|A0A1S3WIK9|A0A1S3WIK9_ERIEU
OG0005542	sp|E9PYK3|PARP4_MOUSE	tr|A0A1S3WIX3|A0A1S3WIX3_ERIEU
OG0005543	sp|Q14C51|PTCD3_MOUSE	tr|A0A1S3WJX1|A0A1S3WJX1_ERIEU
OG0005544	sp|Q9D1T5|PRR15_MOUSE	tr|A0A1S3WMT4|A0A1S3WMT4_ERIEU
OG0005545	sp|P70372|ELAV1_MOUSE	tr|A0A1S3WP55|A0A1S3WP55_ERIEU
OG0005546	tr|E9Q289|E9Q289_MOUSE	tr|A0A1S3WSD6|A0A1S3WSD6_ERIEU
OG0005547	sp|Q9JJ11|TACC3_MOUSE	tr|A0A1S3WUP1|A0A1S3WUP1_ERIEU
OG0005548	sp|Q99MP3|CALCB_MOUSE	tr|A0A1S3WW41|A0A1S3WW41_ERIEU
OG0005549	sp|Q80ZM8|CRLS1_MOUSE	tr|A0A1S3WXF2|A0A1S3WXF2_ERIEU
OG0005550	sp|Q8BWT1|THIM_MOUSE	tr|A0A1S2Z9N4|A0A1S2Z9N4_ERIEU
OG0005551	sp|Q8BJU9|RF1ML_MOUSE	tr|A0A1S2Z9Z6|A0A1S2Z9Z6_ERIEU
OG0005552	sp|Q6P9P6|KIF11_MOUSE	tr|A0A1S2ZBJ8|A0A1S2ZBJ8_ERIEU
OG0005553	sp|Q9D2H8|FNDC8_MOUSE	tr|A0A1S2ZBW6|A0A1S2ZBW6_ERIEU
OG0005554	sp|Q61282|PGCA_MOUSE	tr|A0A1S2ZBZ3|A0A1S2ZBZ3_ERIEU
OG0005555	sp|Q9CQ43|DUT_MOUSE	tr|A0A1S2ZCR3|A0A1S2ZCR3_ERIEU
OG0005556	sp|P42703|LIFR_MOUSE	tr|A0A1S2ZDF4|A0A1S2ZDF4_ERIEU
OG0005557	sp|Q9D8F1|ALKB4_MOUSE	tr|A0A1S2ZE47|A0A1S2ZE47_ERIEU
OG0005558	sp|O35205|GRAK_MOUSE	tr|A0A1S2ZGD3|A0A1S2ZGD3_ERIEU
OG0005559	sp|Q69ZS6|SV2C_MOUSE	tr|A0A1S2ZGI9|A0A1S2ZGI9_ERIEU
OG0005560	sp|Q9Z125|CR3L1_MOUSE	tr|A0A1S2ZGT2|A0A1S2ZGT2_ERIEU
OG0005561	sp|Q8R1L4|ERD23_MOUSE	tr|A0A1S2ZHA2|A0A1S2ZHA2_ERIEU
OG0005562	sp|Q0VBU9|PLPP4_MOUSE	tr|A0A1S2ZI57|A0A1S2ZI57_ERIEU
OG0005563	tr|J3QK46|J3QK46_MOUSE	tr|A0A1S2ZIK6|A0A1S2ZIK6_ERIEU
OG0005564	sp|Q07076|ANXA7_MOUSE	tr|A0A1S2ZJT1|A0A1S2ZJT1_ERIEU
OG0005565	sp|O09061|PSB1_MOUSE	tr|A0A1S2ZMI6|A0A1S2ZMI6_ERIEU
OG0005566	tr|B2RXC8|B2RXC8_MOUSE	tr|A0A1S2ZMY1|A0A1S2ZMY1_ERIEU
OG0005567	sp|A2AR95|LRAD3_MOUSE	tr|A0A1S2ZN05|A0A1S2ZN05_ERIEU
OG0005568	sp|O08644|EPHB6_MOUSE	tr|A0A1S2ZP34|A0A1S2ZP34_ERIEU
OG0005569	sp|Q9D2F5|STPG1_MOUSE	tr|A0A1S2ZPP6|A0A1S2ZPP6_ERIEU
OG0005570	sp|Q9D6X5|S52A3_MOUSE	tr|A0A1S2ZQW0|A0A1S2ZQW0_ERIEU
OG0005571	sp|Q61663|TLX2_MOUSE	tr|A0A1S2ZRG7|A0A1S2ZRG7_ERIEU
OG0005572	sp|Q9CQA3|SDHB_MOUSE	tr|A0A1S2ZSA7|A0A1S2ZSA7_ERIEU
OG0005573	sp|Q80WC9|ACSF4_MOUSE	tr|A0A1S2ZSK3|A0A1S2ZSK3_ERIEU
OG0005574	sp|P56450|MC4R_MOUSE	tr|A0A1S2ZSY5|A0A1S2ZSY5_ERIEU
OG0005575	sp|Q9D8G5|REG4_MOUSE	tr|A0A1S2ZUF2|A0A1S2ZUF2_ERIEU
OG0005576	sp|Q6P5F7|TTYH3_MOUSE	tr|A0A1S2ZV89|A0A1S2ZV89_ERIEU
OG0005577	sp|Q6PDF3|SVOPL_MOUSE	tr|A0A1S2ZVG5|A0A1S2ZVG5_ERIEU
OG0005578	sp|Q9CZH8|CCD77_MOUSE	tr|A0A1S2ZXY1|A0A1S2ZXY1_ERIEU
OG0005579	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A1S2ZYF9|A0A1S2ZYF9_ERIEU
OG0005580	sp|Q61510|TRI25_MOUSE	tr|A0A1S2ZZ21|A0A1S2ZZ21_ERIEU
OG0005581	sp|P16460|ASSY_MOUSE	tr|A0A1S2ZZL8|A0A1S2ZZL8_ERIEU
OG0005582	sp|Q8R2U4|NTM1A_MOUSE	tr|A0A1S2ZZN2|A0A1S2ZZN2_ERIEU
OG0005583	sp|Q80WG5|LRC8A_MOUSE	tr|A0A1S2ZZQ4|A0A1S2ZZQ4_ERIEU
OG0005584	sp|Q9Z1B8|PHF1_MOUSE	tr|A0A1S3A0L1|A0A1S3A0L1_ERIEU
OG0005585	sp|Q99KR3|LACB2_MOUSE	tr|A0A1S3A0P0|A0A1S3A0P0_ERIEU
OG0005586	sp|Q9JJT9|PHAX_MOUSE	tr|A0A1S3A1D9|A0A1S3A1D9_ERIEU
OG0005587	sp|Q8CAE2|HENMT_MOUSE	tr|A0A1S3A2I6|A0A1S3A2I6_ERIEU
OG0005588	sp|O08599|STXB1_MOUSE	tr|A0A1S3A3R7|A0A1S3A3R7_ERIEU
OG0005589	sp|Q8CFE5|BTBD7_MOUSE	tr|A0A1S3A485|A0A1S3A485_ERIEU
OG0005590	sp|O08842|GFRA2_MOUSE	tr|A0A1S3A4H5|A0A1S3A4H5_ERIEU
OG0005591	sp|B2RPV6|MMRN1_MOUSE	tr|A0A1S3A5B6|A0A1S3A5B6_ERIEU
OG0005592	tr|E9Q8G3|E9Q8G3_MOUSE	tr|A0A1S3A6B1|A0A1S3A6B1_ERIEU
OG0005593	sp|Q9WUF3|C8AP2_MOUSE	tr|A0A1S3A7P0|A0A1S3A7P0_ERIEU
OG0005594	sp|Q8CCB5|MET24_MOUSE	tr|A0A1S3A925|A0A1S3A925_ERIEU
OG0005595	sp|Q8R0A7|K0513_MOUSE	tr|A0A1S3A9T4|A0A1S3A9T4_ERIEU
OG0005596	sp|P46694|IEX1_MOUSE	tr|A0A1S3ABE7|A0A1S3ABE7_ERIEU
OG0005597	sp|Q9JLR5|TCF23_MOUSE	tr|A0A1S3ABU7|A0A1S3ABU7_ERIEU
OG0005598	sp|Q8BH95|ECHM_MOUSE	tr|A0A1S3AER2|A0A1S3AER2_ERIEU
OG0005599	sp|Q4V9W2|SR1IP_MOUSE	tr|A0A1S3AF96|A0A1S3AF96_ERIEU
OG0005600	sp|A2ACJ2|FP100_MOUSE	tr|A0A1S3AGW8|A0A1S3AGW8_ERIEU
OG0005601	tr|Q8VDV7|Q8VDV7_MOUSE	tr|A0A1S3AHE5|A0A1S3AHE5_ERIEU
OG0005602	sp|Q5QD17|TAAR2_MOUSE	tr|A0A1S3AIE0|A0A1S3AIE0_ERIEU
OG0005603	sp|Q91ZS8|RED1_MOUSE	tr|A0A1S3AL09|A0A1S3AL09_ERIEU
OG0005604	sp|Q9D1E6|TBCB_MOUSE	tr|A0A1S3ALC0|A0A1S3ALC0_ERIEU
OG0005605	sp|E9PVB5|TTC17_MOUSE	tr|A0A1S3AN24|A0A1S3AN24_ERIEU
OG0005606	sp|Q9D786|HAUS5_MOUSE	tr|A0A1S3AQF2|A0A1S3AQF2_ERIEU
OG0005607	sp|P0C090|RC3H2_MOUSE	tr|A0A1S3AS99|A0A1S3AS99_ERIEU
OG0005608	sp|Q9CWX4|RUSD4_MOUSE	tr|A0A1S3ASM5|A0A1S3ASM5_ERIEU
OG0005609	sp|Q7TNK1|RFX4_MOUSE	tr|A0A1S3ASY4|A0A1S3ASY4_ERIEU
OG0005610	sp|P32648|VIP_MOUSE	tr|A0A1S3W300|A0A1S3W300_ERIEU
OG0005611	sp|Q9D8N1|CK024_MOUSE	tr|A0A1S3W5A8|A0A1S3W5A8_ERIEU
OG0005612	sp|Q3U145|TMM64_MOUSE	tr|A0A1S3W5A9|A0A1S3W5A9_ERIEU
OG0005613	sp|Q05AH6|SPNDC_MOUSE	tr|A0A1S3W5M7|A0A1S3W5M7_ERIEU
OG0005614	sp|Q0P5V2|SOBP_MOUSE	tr|A0A1S3WCZ0|A0A1S3WCZ0_ERIEU
OG0005615	sp|Q9QZV9|NXT1_MOUSE	tr|A0A1S3WF80|A0A1S3WF80_ERIEU
OG0005616	sp|Q8VD37|SGIP1_MOUSE	tr|A0A1S3WHZ8|A0A1S3WHZ8_ERIEU
OG0005617	sp|Q924S8|SPRE1_MOUSE	tr|A0A1S3WIK6|A0A1S3WIK6_ERIEU
OG0005618	tr|Q3LR78|Q3LR78_MOUSE	tr|A0A1S3WKB3|A0A1S3WKB3_ERIEU
