Orthogroup	Mus_musculus	Rhinolophus_ferrumequinum
OG0007272	sp|P22907|HEM3_MOUSE	tr|A0A671FMP3|A0A671FMP3_RHIFE
OG0007273	sp|P38585|TTL_MOUSE	tr|A0A671FGN9|A0A671FGN9_RHIFE
OG0007274	sp|P97343|UHMK1_MOUSE	tr|A0A671FD76|A0A671FD76_RHIFE
OG0007275	sp|Q09LZ8|CBPC6_MOUSE	tr|A0A671DQQ9|A0A671DQQ9_RHIFE
OG0007276	sp|Q3TW96|UAP1L_MOUSE	tr|A0A671EAN8|A0A671EAN8_RHIFE
OG0007277	sp|Q3USZ8|DIK2A_MOUSE	tr|A0A671E2Y9|A0A671E2Y9_RHIFE
OG0007278	sp|Q3V079|BBOF1_MOUSE	tr|A0A671DRB6|A0A671DRB6_RHIFE
OG0007279	sp|Q501J7|PHAR4_MOUSE	tr|A0A671EJX2|A0A671EJX2_RHIFE
OG0007280	sp|Q5HZI2|C2C4C_MOUSE	tr|A0A671E4C6|A0A671E4C6_RHIFE
OG0007281	sp|Q61062|DVL3_MOUSE	tr|A0A671G7H1|A0A671G7H1_RHIFE
OG0007282	sp|Q61216|MRE11_MOUSE	tr|A0A671G740|A0A671G740_RHIFE
OG0007283	sp|Q66JT0|WEE2_MOUSE	tr|A0A671G085|A0A671G085_RHIFE
OG0007284	sp|Q6DFV3|RHG21_MOUSE	tr|A0A671ET69|A0A671ET69_RHIFE
OG0007285	sp|Q6DI92|ZSWM9_MOUSE	tr|A0A671E3Y0|A0A671E3Y0_RHIFE
OG0007286	sp|Q6P6J9|TXD15_MOUSE	tr|A0A671E9V4|A0A671E9V4_RHIFE
OG0007287	sp|Q6ZQH8|NU188_MOUSE	tr|A0A671G3E2|A0A671G3E2_RHIFE
OG0007288	sp|Q8BGN3|ENPP6_MOUSE	tr|A0A671FG58|A0A671FG58_RHIFE
OG0007289	sp|Q8BHC1|RB39B_MOUSE	tr|A0A671DI11|A0A671DI11_RHIFE
OG0007290	sp|Q8BLF1|NCEH1_MOUSE	tr|A0A671DIM9|A0A671DIM9_RHIFE
OG0007291	sp|Q8BM55|TM214_MOUSE	tr|A0A671FH64|A0A671FH64_RHIFE
OG0007292	sp|Q8BMJ7|CGRF1_MOUSE	tr|A0A671DU28|A0A671DU28_RHIFE
OG0007293	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A671DW04|A0A671DW04_RHIFE
OG0007294	sp|Q8C0D7|ING4_MOUSE	tr|A0A671DXC6|A0A671DXC6_RHIFE
OG0007295	sp|Q8C0G2|T3JAM_MOUSE	tr|A0A671FPN8|A0A671FPN8_RHIFE
OG0007296	sp|Q8C6U2|S66A3_MOUSE	tr|A0A671EFP9|A0A671EFP9_RHIFE
OG0007297	sp|Q8CBY0|GATC_MOUSE	tr|A0A671F967|A0A671F967_RHIFE
OG0007298	sp|Q8CHP8|PGP_MOUSE	tr|A0A671G4T2|A0A671G4T2_RHIFE
OG0007299	sp|Q8CIZ8|VWF_MOUSE	tr|A0A671DL01|A0A671DL01_RHIFE
OG0007300	sp|Q8K182|CO8A_MOUSE	tr|A0A671DJU7|A0A671DJU7_RHIFE
OG0007301	sp|Q8K1C7|MOT14_MOUSE	tr|A0A671F914|A0A671F914_RHIFE
OG0007302	sp|Q8K1S1|LGI4_MOUSE	tr|A0A671EFP6|A0A671EFP6_RHIFE
OG0007303	sp|Q8K4C2|I17RC_MOUSE	tr|A0A671FAH0|A0A671FAH0_RHIFE
OG0007304	sp|Q8R0L9|TADA3_MOUSE	tr|A0A671FB43|A0A671FB43_RHIFE
OG0007305	sp|Q8R361|RFIP5_MOUSE	tr|A0A671EUT6|A0A671EUT6_RHIFE
OG0007306	sp|Q8R366|IGSF8_MOUSE	tr|A0A671FYN1|A0A671FYN1_RHIFE
OG0007307	sp|Q8VE47|UBA5_MOUSE	tr|A0A671FQQ3|A0A671FQQ3_RHIFE
OG0007308	sp|Q920A5|RISC_MOUSE	tr|A0A671FHT0|A0A671FHT0_RHIFE
OG0007309	sp|Q99J56|DERL1_MOUSE	tr|A0A671EZT4|A0A671EZT4_RHIFE
OG0007310	sp|Q99KY4|GAK_MOUSE	tr|A0A671F0N7|A0A671F0N7_RHIFE
OG0007311	sp|Q99LD4|CSN1_MOUSE	tr|A0A671E9T2|A0A671E9T2_RHIFE
OG0007312	sp|Q99LS1|MMAD_MOUSE	tr|A0A671E2J7|A0A671E2J7_RHIFE
OG0007313	sp|Q9CQ62|DECR_MOUSE	tr|A0A671EBK2|A0A671EBK2_RHIFE
OG0007314	sp|Q9CQJ4|RING2_MOUSE	tr|A0A671F2H5|A0A671F2H5_RHIFE
OG0007315	sp|Q9D658|TP4A3_MOUSE	tr|A0A671F7L4|A0A671F7L4_RHIFE
OG0007316	sp|Q9D6W8|BORC6_MOUSE	tr|A0A671EDT3|A0A671EDT3_RHIFE
OG0007317	sp|Q9DAN6|GTSF1_MOUSE	tr|A0A671DW28|A0A671DW28_RHIFE
OG0007318	sp|Q9EPK6|SIL1_MOUSE	tr|A0A671EU33|A0A671EU33_RHIFE
OG0007319	sp|Q9ER65|CSTN2_MOUSE	tr|A0A671FDE9|A0A671FDE9_RHIFE
OG0007320	sp|Q9Z1R2|BAG6_MOUSE	tr|A0A671DNS1|A0A671DNS1_RHIFE
OG0007321	tr|A0A075B6C4|A0A075B6C4_MOUSE	tr|A0A671DJ49|A0A671DJ49_RHIFE
OG0007322	tr|A0A140LI11|A0A140LI11_MOUSE	tr|A0A671GB42|A0A671GB42_RHIFE
OG0007323	sp|B2RPU2|PLHD1_MOUSE	tr|A0A671E8M6|A0A671E8M6_RHIFE
OG0007324	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|A0A671GB73|A0A671GB73_RHIFE
OG0007325	tr|G3X9M9|G3X9M9_MOUSE	tr|A0A671EV51|A0A671EV51_RHIFE
OG0007326	sp|O35375|NRP2_MOUSE	tr|A0A671EZF5|A0A671EZF5_RHIFE
OG0007327	sp|O35426|XBP1_MOUSE	tr|A0A671G3Y7|A0A671G3Y7_RHIFE
OG0007328	sp|O35716|SOCS1_MOUSE	tr|A0A671F6A3|A0A671F6A3_RHIFE
OG0007330	sp|P0C605|KGP1_MOUSE	tr|A0A671FYS6|A0A671FYS6_RHIFE
OG0007331	sp|P23772|GATA3_MOUSE	tr|A0A671FLG0|A0A671FLG0_RHIFE
OG0007332	sp|P29595|NEDD8_MOUSE	tr|A0A671E100|A0A671E100_RHIFE
OG0007333	sp|P47212|GALA_MOUSE	tr|A0A671G1V1|A0A671G1V1_RHIFE
OG0007334	sp|P54822|PUR8_MOUSE	tr|A0A671DJX5|A0A671DJX5_RHIFE
OG0007335	sp|P58735|S26A1_MOUSE	tr|A0A671F6K6|A0A671F6K6_RHIFE
OG0007336	sp|Q04592|PCSK5_MOUSE	tr|A0A671ETQ4|A0A671ETQ4_RHIFE
OG0007337	sp|Q07113|MPRI_MOUSE	tr|A0A671E9E8|A0A671E9E8_RHIFE
OG0007338	sp|Q0VBV7|CE126_MOUSE	tr|A0A671EE17|A0A671EE17_RHIFE
OG0007339	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A671F4X2|A0A671F4X2_RHIFE
OG0007340	sp|Q571G4|LIN54_MOUSE	tr|A0A671DZ02|A0A671DZ02_RHIFE
OG0007341	sp|Q61214|DYR1A_MOUSE	tr|A0A671DTZ0|A0A671DTZ0_RHIFE
OG0007342	sp|Q61858|GPAN1_MOUSE	tr|A0A671DNH9|A0A671DNH9_RHIFE
OG0007343	sp|Q63961|EGLN_MOUSE	tr|A0A671FCN4|A0A671FCN4_RHIFE
OG0007344	sp|Q6PGG6|GNL3L_MOUSE	tr|A0A671DN39|A0A671DN39_RHIFE
OG0007345	sp|Q7TQ62|PODN_MOUSE	tr|A0A671DZD5|A0A671DZD5_RHIFE
OG0007346	sp|Q7TQJ8|WTIP_MOUSE	tr|A0A671EJA4|A0A671EJA4_RHIFE
OG0007347	sp|Q80SS6|GPBAR_MOUSE	tr|A0A671EXF4|A0A671EXF4_RHIFE
OG0007348	sp|Q80YT5|SPT20_MOUSE	tr|A0A671G1J1|A0A671G1J1_RHIFE
OG0007349	sp|Q8BH58|TIPRL_MOUSE	tr|A0A671FZN7|A0A671FZN7_RHIFE
OG0007350	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A671EKV4|A0A671EKV4_RHIFE
OG0007351	sp|Q8BQ48|CE295_MOUSE	tr|A0A671FZY1|A0A671FZY1_RHIFE
OG0007352	sp|Q8BR86|KIRR3_MOUSE	tr|A0A671EYH8|A0A671EYH8_RHIFE
OG0007353	sp|Q8C2K1|DEFI6_MOUSE	tr|A0A671FUE8|A0A671FUE8_RHIFE
OG0007354	sp|Q8C2K5|RASL3_MOUSE	tr|A0A671ETD5|A0A671ETD5_RHIFE
OG0007355	sp|Q8CD15|RIOX2_MOUSE	tr|A0A671E425|A0A671E425_RHIFE
OG0007356	sp|Q8CEE0|CEP57_MOUSE	tr|A0A671G1D6|A0A671G1D6_RHIFE
OG0007357	sp|Q8CG47|SMC4_MOUSE	tr|A0A671E1N6|A0A671E1N6_RHIFE
OG0007358	sp|Q8K158|CNPD1_MOUSE	tr|A0A671EHI2|A0A671EHI2_RHIFE
OG0007359	sp|Q8K2Q7|BROX_MOUSE	tr|A0A671G2Q4|A0A671G2Q4_RHIFE
OG0007360	sp|Q8K3W2|LRC10_MOUSE	tr|A0A671E2H9|A0A671E2H9_RHIFE
OG0007361	sp|Q8K445|CLRN1_MOUSE	tr|A0A671EG80|A0A671EG80_RHIFE
OG0007362	sp|Q8R2Q0|TRI29_MOUSE	tr|A0A671FBT0|A0A671FBT0_RHIFE
OG0007363	sp|Q8VC52|RBPS2_MOUSE	tr|A0A671ELV1|A0A671ELV1_RHIFE
OG0007364	sp|Q8VD76|TF2H3_MOUSE	tr|A0A671FZT9|A0A671FZT9_RHIFE
OG0007365	sp|Q8VDI7|UBAC1_MOUSE	tr|A0A671FZR7|A0A671FZR7_RHIFE
OG0007366	sp|Q99JX3|GORS2_MOUSE	tr|A0A671DQV2|A0A671DQV2_RHIFE
OG0007367	sp|Q99NH8|TREM2_MOUSE	tr|A0A671DS78|A0A671DS78_RHIFE
OG0007368	sp|Q9CQF0|RM11_MOUSE	tr|A0A671DQ17|A0A671DQ17_RHIFE
OG0007369	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A671FCX0|A0A671FCX0_RHIFE
OG0007370	sp|Q9D742|AP5S1_MOUSE	tr|A0A671FQ07|A0A671FQ07_RHIFE
OG0007371	sp|Q9D9V4|RSPH9_MOUSE	tr|A0A671E2Z9|A0A671E2Z9_RHIFE
OG0007372	sp|Q9DBY0|FOXP4_MOUSE	tr|A0A671DT40|A0A671DT40_RHIFE
OG0007373	sp|Q9ERK0|RIPK4_MOUSE	tr|A0A671DYX9|A0A671DYX9_RHIFE
OG0007374	sp|Q9ES82|POPD2_MOUSE	tr|A0A671DUH0|A0A671DUH0_RHIFE
OG0007375	sp|Q9JMG4|NKAI4_MOUSE	tr|A0A671FGM4|A0A671FGM4_RHIFE
OG0007376	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A671G7M2|A0A671G7M2_RHIFE
OG0007377	tr|A2ABX0|A2ABX0_MOUSE	tr|A0A671FWA0|A0A671FWA0_RHIFE
OG0007378	sp|B1ARW8|CA122_MOUSE	tr|A0A671DYG2|A0A671DYG2_RHIFE
OG0007379	sp|B2RUP2|UN13D_MOUSE	tr|A0A671FLQ9|A0A671FLQ9_RHIFE
OG0007380	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A671F905|A0A671F905_RHIFE
OG0007381	tr|E9Q407|E9Q407_MOUSE	tr|B2KHX6|B2KHX6_RHIFE
OG0007382	sp|O35730|RING1_MOUSE	tr|A0A671FCM3|A0A671FCM3_RHIFE
OG0007383	sp|O55013|TPPC3_MOUSE	tr|A0A671DTQ4|A0A671DTQ4_RHIFE
OG0007384	sp|O55029|COPB2_MOUSE	tr|A0A671FAQ6|A0A671FAQ6_RHIFE
OG0007385	sp|O70200|AIF1_MOUSE	tr|A0A671DVG9|A0A671DVG9_RHIFE
OG0007386	sp|O70492|SNX3_MOUSE	tr|B2KI93|B2KI93_RHIFE
OG0007387	sp|P0C7A3|MBOA4_MOUSE	tr|A0A671DX97|A0A671DX97_RHIFE
OG0007388	sp|P18181|CD48_MOUSE	tr|A0A671FQ67|A0A671FQ67_RHIFE
OG0007389	sp|P20490|FCERB_MOUSE	tr|A0A671DZX3|A0A671DZX3_RHIFE
OG0007390	sp|P32958|ROM1_MOUSE	tr|A0A671F4F4|A0A671F4F4_RHIFE
OG0007391	sp|P56390|CKS2_MOUSE	tr|A0A671F269|A0A671F269_RHIFE
OG0007392	sp|P62830|RL23_MOUSE	tr|A0A671EX73|A0A671EX73_RHIFE
OG0007393	sp|Q07243|MTF1_MOUSE	tr|A0A671DU73|A0A671DU73_RHIFE
OG0007394	sp|Q08EA8|TM213_MOUSE	tr|A0A671EIQ2|A0A671EIQ2_RHIFE
OG0007395	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A671DZY7|A0A671DZY7_RHIFE
OG0007396	sp|Q4LFA9|SEM3G_MOUSE	tr|A0A671FPL6|A0A671FPL6_RHIFE
OG0007397	sp|Q5M8N4|D39U1_MOUSE	tr|A0A671DKB1|A0A671DKB1_RHIFE
OG0007398	sp|Q5S003|SPG17_MOUSE	tr|A0A671FSE7|A0A671FSE7_RHIFE
OG0007399	sp|Q60611|SATB1_MOUSE	tr|A0A671F4Y4|A0A671F4Y4_RHIFE
OG0007400	sp|Q61271|ACV1B_MOUSE	tr|A0A671FVX5|A0A671FVX5_RHIFE
OG0007401	sp|Q6KAU8|A16L2_MOUSE	tr|A0A671F632|A0A671F632_RHIFE
OG0007402	sp|Q6NT99|DUS23_MOUSE	tr|A0A671FXJ0|A0A671FXJ0_RHIFE
OG0007403	tr|Q6NVH0|Q6NVH0_MOUSE	tr|A0A671F9S1|A0A671F9S1_RHIFE
OG0007404	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A671G7L5|A0A671G7L5_RHIFE
OG0007405	sp|Q7TNI7|IL17F_MOUSE	tr|A0A671F0C6|A0A671F0C6_RHIFE
OG0007406	sp|Q811W0|SOX21_MOUSE	tr|A0A671E0Y5|A0A671E0Y5_RHIFE
OG0007407	sp|Q8BHD0|RB39A_MOUSE	tr|A0A671EUM8|A0A671EUM8_RHIFE
OG0007408	sp|Q8BL80|RHG22_MOUSE	tr|A0A671G3K1|A0A671G3K1_RHIFE
OG0007409	sp|Q8BMF8|GLDN_MOUSE	tr|A0A671DU38|A0A671DU38_RHIFE
OG0007410	sp|Q8C0L6|PAOX_MOUSE	tr|A0A671EIX1|A0A671EIX1_RHIFE
OG0007411	sp|Q8C9V1|TB10C_MOUSE	tr|A0A671DMN9|A0A671DMN9_RHIFE
OG0007412	sp|Q8CDP0|CBPC3_MOUSE	tr|A0A671EV38|A0A671EV38_RHIFE
OG0007413	sp|Q8CG76|ARK72_MOUSE	tr|A0A671FV36|A0A671FV36_RHIFE
OG0007414	sp|Q8CHZ8|LEU7_MOUSE	tr|A0A671G6J2|A0A671G6J2_RHIFE
OG0007415	sp|Q8K2F3|DEPP1_MOUSE	tr|A0A671EPB4|A0A671EPB4_RHIFE
OG0007416	sp|Q8QZX2|HAUS3_MOUSE	tr|A0A671EMH5|A0A671EMH5_RHIFE
OG0007417	sp|Q8R1B8|RORB_MOUSE	tr|A0A671EMA5|A0A671EMA5_RHIFE
OG0007418	sp|Q8VHC5|CABP4_MOUSE	tr|A0A671G9H5|A0A671G9H5_RHIFE
OG0007419	sp|Q91YD6|VILL_MOUSE	tr|A0A671G805|A0A671G805_RHIFE
OG0007420	sp|Q99KP6|PRP19_MOUSE	tr|A0A671DPE9|A0A671DPE9_RHIFE
OG0007421	sp|Q99MB2|MTFR1_MOUSE	tr|A0A671ECZ5|A0A671ECZ5_RHIFE
OG0007422	sp|Q9CQD4|CH1B2_MOUSE	tr|A0A671E303|A0A671E303_RHIFE
OG0007423	sp|Q9D083|SPC24_MOUSE	tr|A0A671F907|A0A671F907_RHIFE
OG0007424	sp|Q9D8T4|TV23B_MOUSE	tr|A0A671F0V3|A0A671F0V3_RHIFE
OG0007425	sp|Q9D8X1|CUTC_MOUSE	tr|A0A671ERG0|A0A671ERG0_RHIFE
OG0007426	sp|Q9EPL9|ACOX3_MOUSE	tr|A0A671EA36|A0A671EA36_RHIFE
OG0007427	sp|Q9ERI2|RB27A_MOUSE	tr|A0A671FNA5|A0A671FNA5_RHIFE
OG0007428	sp|Q9ERR7|SEP15_MOUSE	tr|A0A671ERQ5|A0A671ERQ5_RHIFE
OG0007429	sp|Q9JHE6|HES6_MOUSE	tr|A0A671DSL5|A0A671DSL5_RHIFE
OG0007430	sp|Q9JHZ2|ANKH_MOUSE	tr|A0A671DY70|A0A671DY70_RHIFE
OG0007431	sp|Q9JJA7|CCNL2_MOUSE	tr|A0A671F484|A0A671F484_RHIFE
OG0007432	sp|Q9JLV5|CUL3_MOUSE	tr|A0A671FQQ6|A0A671FQQ6_RHIFE
OG0007433	sp|Q9Z0S6|CLD10_MOUSE	tr|A0A671E1T0|A0A671E1T0_RHIFE
OG0007434	tr|B2RXE2|B2RXE2_MOUSE	tr|A0A671FDI6|A0A671FDI6_RHIFE
OG0007435	sp|P09838|TDT_MOUSE	tr|A0A671F647|A0A671F647_RHIFE
OG0007436	sp|P14873|MAP1B_MOUSE	tr|A0A671G9J0|A0A671G9J0_RHIFE
OG0007437	sp|P16054|KPCE_MOUSE	tr|A0A671E5Q0|A0A671E5Q0_RHIFE
OG0007438	sp|P17257|F167B_MOUSE	tr|A0A671F948|A0A671F948_RHIFE
OG0007439	sp|P48193|EPB41_MOUSE	tr|A0A671EFQ2|A0A671EFQ2_RHIFE
OG0007440	sp|P50220|NKX21_MOUSE	tr|A0A671E2I8|A0A671E2I8_RHIFE
OG0007441	sp|P54130|FGF9_MOUSE	tr|A0A671E1W2|A0A671E1W2_RHIFE
OG0007442	sp|Q08624|HXC4_MOUSE	tr|A0A671DYA3|A0A671DYA3_RHIFE
OG0007443	sp|Q3TY60|F131B_MOUSE	tr|A0A671EPL9|A0A671EPL9_RHIFE
OG0007444	sp|Q3UH66|WNK2_MOUSE	tr|A0A671EU88|A0A671EU88_RHIFE
OG0007445	sp|Q505K2|FHI1A_MOUSE	tr|A0A671E917|A0A671E917_RHIFE
OG0007446	sp|Q60641|NR1H4_MOUSE	tr|A0A671FIT7|A0A671FIT7_RHIFE
OG0007447	sp|Q60676|PPP5_MOUSE	tr|A0A671EU25|A0A671EU25_RHIFE
OG0007448	sp|Q60739|BAG1_MOUSE	tr|A0A671E2L7|A0A671E2L7_RHIFE
OG0007449	sp|Q640P7|TBCC1_MOUSE	tr|A0A671EW96|A0A671EW96_RHIFE
OG0007450	sp|Q6A039|TBC12_MOUSE	tr|A0A671FT97|A0A671FT97_RHIFE
OG0007451	sp|Q6PEM6|GRM2B_MOUSE	tr|A0A671DRN5|A0A671DRN5_RHIFE
OG0007452	sp|Q6PFY8|TRI45_MOUSE	tr|A0A671FP09|A0A671FP09_RHIFE
OG0007453	sp|Q6PGH4|F222A_MOUSE	tr|A0A671FRY3|A0A671FRY3_RHIFE
OG0007454	tr|Q7TNL7|Q7TNL7_MOUSE	tr|A0A671EAX0|A0A671EAX0_RHIFE
OG0007455	sp|Q7TPN9|PRR14_MOUSE	tr|A0A671F8D9|A0A671F8D9_RHIFE
OG0007456	sp|Q80VM4|ZN579_MOUSE	tr|A0A671FTN1|A0A671FTN1_RHIFE
OG0007457	sp|Q810U4|NRCAM_MOUSE	tr|A0A671FXJ2|A0A671FXJ2_RHIFE
OG0007458	sp|Q8BGF3|DAA10_MOUSE	tr|A0A671EIH3|A0A671EIH3_RHIFE
OG0007459	sp|Q8BK84|DUS29_MOUSE	tr|A0A671E521|A0A671E521_RHIFE
OG0007460	sp|Q8BU14|SEC62_MOUSE	tr|A0A671DMZ2|A0A671DMZ2_RHIFE
OG0007461	sp|Q8C0T0|XKR8_MOUSE	tr|A0A671EDX3|A0A671EDX3_RHIFE
OG0007462	sp|Q8CDW1|F228A_MOUSE	tr|A0A671FSM7|A0A671FSM7_RHIFE
OG0007463	sp|Q8CG85|MAMC2_MOUSE	tr|A0A671EE19|A0A671EE19_RHIFE
OG0007464	sp|Q8R3G9|TSN8_MOUSE	tr|A0A671DYC9|A0A671DYC9_RHIFE
OG0007465	sp|Q8R411|MYCT1_MOUSE	tr|A0A671FPF4|A0A671FPF4_RHIFE
OG0007466	sp|Q8VEH6|ZNG1_MOUSE	tr|A0A671E8Y8|A0A671E8Y8_RHIFE
OG0007467	sp|Q8WTY4|CPIN1_MOUSE	tr|A0A671EBJ1|A0A671EBJ1_RHIFE
OG0007468	sp|Q91ZV4|MOGT1_MOUSE	tr|A0A671FTG5|A0A671FTG5_RHIFE
OG0007469	sp|Q9CPS7|PNO1_MOUSE	tr|A0A671EI88|A0A671EI88_RHIFE
OG0007470	sp|Q9CQV6|MLP3B_MOUSE	tr|A0A671EZE6|A0A671EZE6_RHIFE
OG0007471	sp|Q9CY94|PSF3_MOUSE	tr|A0A671EQZ8|A0A671EQZ8_RHIFE
OG0007472	sp|Q9CZB0|C560_MOUSE	tr|A0A671F8P0|A0A671F8P0_RHIFE
OG0007473	sp|Q9D0E5|EFC11_MOUSE	tr|A0A671EM97|A0A671EM97_RHIFE
OG0007474	sp|Q9D0Q7|RM45_MOUSE	tr|A0A671EHA7|A0A671EHA7_RHIFE
OG0007475	sp|Q9D174|S18L2_MOUSE	tr|A0A671F9Z1|A0A671F9Z1_RHIFE
OG0007476	sp|Q9DB15|RM12_MOUSE	tr|A0A671GAX5|A0A671GAX5_RHIFE
OG0007477	sp|Q9ERZ3|ACM3_MOUSE	tr|A0A671G738|A0A671G738_RHIFE
OG0007478	sp|Q9R0C0|BL1S6_MOUSE	tr|A0A671DV92|A0A671DV92_RHIFE
OG0007479	sp|Q9R257|HEBP1_MOUSE	tr|A0A671FPU0|A0A671FPU0_RHIFE
OG0007480	sp|Q9Z218|DPP6_MOUSE	tr|A0A671FL34|A0A671FL34_RHIFE
OG0007481	tr|E9PVC2|E9PVC2_MOUSE	tr|A0A671ECN9|A0A671ECN9_RHIFE
OG0007482	sp|O08899|RGS4_MOUSE	tr|A0A671FFR8|A0A671FFR8_RHIFE
OG0007483	sp|O08969|PHLA2_MOUSE	tr|A0A671FT28|A0A671FT28_RHIFE
OG0007484	sp|P06745|G6PI_MOUSE	tr|A0A671EE42|A0A671EE42_RHIFE
OG0007485	sp|P10629|HXC6_MOUSE	tr|A0A671DTL0|A0A671DTL0_RHIFE
OG0007486	sp|P11725|OTC_MOUSE	tr|A0A671E581|A0A671E581_RHIFE
OG0007487	sp|P15655|FGF2_MOUSE	tr|A0A671ETV3|A0A671ETV3_RHIFE
OG0007488	sp|P27545|CERS1_MOUSE	tr|A0A671E4N9|A0A671E4N9_RHIFE
OG0007489	sp|P42859|HD_MOUSE	tr|A0A671EFR6|A0A671EFR6_RHIFE
OG0007490	sp|P49717|MCM4_MOUSE	tr|A0A671F0I6|A0A671F0I6_RHIFE
OG0007491	sp|P52633|STAT6_MOUSE	tr|A0A671F378|A0A671F378_RHIFE
OG0007492	sp|P97459|NPAS1_MOUSE	tr|A0A671FAX6|A0A671FAX6_RHIFE
OG0007493	sp|Q02650|PAX5_MOUSE	tr|A0A671FNZ8|A0A671FNZ8_RHIFE
OG0007494	sp|Q0GGX2|ZN541_MOUSE	tr|A0A671F899|A0A671F899_RHIFE
OG0007495	sp|Q3U213|SRAC1_MOUSE	tr|A0A671G0E9|A0A671G0E9_RHIFE
OG0007496	tr|Q3UQ24|Q3UQ24_MOUSE	tr|A0A671FP89|A0A671FP89_RHIFE
OG0007497	sp|Q3UR32|P2RX3_MOUSE	tr|A0A671EA88|A0A671EA88_RHIFE
OG0007498	sp|Q3USQ7|SYN1L_MOUSE	tr|A0A671DPW4|A0A671DPW4_RHIFE
OG0007499	sp|Q3V0F0|RIMB3_MOUSE	tr|A0A671FP24|A0A671FP24_RHIFE
OG0007500	sp|Q4VAA2|CDV3_MOUSE	tr|A0A671FMB7|A0A671FMB7_RHIFE
OG0007501	sp|Q569Z6|TR150_MOUSE	tr|A0A671DQV3|A0A671DQV3_RHIFE
OG0007502	sp|Q5U4D8|SC5A6_MOUSE	tr|A0A671F2E4|A0A671F2E4_RHIFE
OG0007503	sp|Q61880|DMC1_MOUSE	tr|A0A671DQN3|A0A671DQN3_RHIFE
OG0007504	sp|Q64669|NQO1_MOUSE	tr|A0A671EJ94|A0A671EJ94_RHIFE
OG0007505	sp|Q673H1|TUSC1_MOUSE	tr|A0A671EFB8|A0A671EFB8_RHIFE
OG0007506	sp|Q6KAS7|ZN521_MOUSE	tr|A0A671G4H8|A0A671G4H8_RHIFE
OG0007507	tr|Q6P9N8|Q6P9N8_MOUSE	tr|A0A671FJ09|A0A671FJ09_RHIFE
OG0007508	sp|Q8BG21|FLOWR_MOUSE	tr|A0A671FG51|A0A671FG51_RHIFE
OG0007509	sp|Q8BH02|TOR4A_MOUSE	tr|A0A671EGI4|A0A671EGI4_RHIFE
OG0007510	sp|Q8BP56|PGGHG_MOUSE	tr|A0A671DYK4|A0A671DYK4_RHIFE
OG0007511	sp|Q8CDD8|KCD20_MOUSE	tr|A0A671G743|A0A671G743_RHIFE
OG0007512	sp|Q8CDG3|VCIP1_MOUSE	tr|A0A671F7J3|A0A671F7J3_RHIFE
OG0007513	sp|Q8CFJ7|S2545_MOUSE	tr|A0A671DZN2|A0A671DZN2_RHIFE
OG0007514	sp|Q8CGC6|RBM28_MOUSE	tr|A0A671FYH1|A0A671FYH1_RHIFE
OG0007515	sp|Q8K2J0|PLCD3_MOUSE	tr|A0A671EB07|A0A671EB07_RHIFE
OG0007516	sp|Q8R3L5|SO3A1_MOUSE	tr|A0A671EPC0|A0A671EPC0_RHIFE
OG0007517	sp|Q8R3P2|DTX2_MOUSE	tr|A0A671EI35|A0A671EI35_RHIFE
OG0007518	sp|Q8VE42|ANR49_MOUSE	tr|A0A671G786|A0A671G786_RHIFE
OG0007519	sp|Q91V27|MELPH_MOUSE	tr|A0A671E3J0|A0A671E3J0_RHIFE
OG0007520	sp|Q91WC9|DGLB_MOUSE	tr|A0A671ENJ4|A0A671ENJ4_RHIFE
OG0007521	sp|Q91XD8|S2538_MOUSE	tr|A0A671FKJ4|A0A671FKJ4_RHIFE
OG0007522	sp|Q91YR9|PTGR1_MOUSE	tr|A0A671FUH4|A0A671FUH4_RHIFE
OG0007523	sp|Q920B9|SP16H_MOUSE	tr|A0A671FSZ9|A0A671FSZ9_RHIFE
OG0007524	sp|Q99JW2|ACY1_MOUSE	tr|A0A671FD81|A0A671FD81_RHIFE
OG0007525	sp|Q99JY4|TRABD_MOUSE	tr|A0A671DWT0|A0A671DWT0_RHIFE
OG0007526	sp|Q99MX7|T121B_MOUSE	tr|A0A671DWZ2|A0A671DWZ2_RHIFE
OG0007527	sp|Q99N42|TYPH_MOUSE	tr|A0A671DRI0|A0A671DRI0_RHIFE
OG0007528	sp|Q9CQ71|RFA3_MOUSE	tr|A0A671FQR1|A0A671FQR1_RHIFE
OG0007529	sp|Q9CZX2|CEP89_MOUSE	tr|A0A671ECV0|A0A671ECV0_RHIFE
OG0007530	sp|Q9DBX1|RGCC_MOUSE	tr|A0A671FQ01|A0A671FQ01_RHIFE
OG0007531	sp|Q9DCC8|TOM20_MOUSE	tr|A0A671GD14|A0A671GD14_RHIFE
OG0007532	sp|Q9DCJ7|AKIP_MOUSE	tr|A0A671EY06|A0A671EY06_RHIFE
