Orthogroup	Mus_musculus	Vulpes_vulpes
OG0008900	sp|Q9QXQ1|PDE7B_MOUSE	tr|A0A3Q7TEJ7|A0A3Q7TEJ7_VULVU
OG0008901	sp|Q9R0N6|SYT8_MOUSE	tr|A0A3Q7SFU8|A0A3Q7SFU8_VULVU
OG0008902	tr|A2A716|A2A716_MOUSE	tr|A0A3Q7T9A8|A0A3Q7T9A8_VULVU
OG0008903	sp|A2A870|FBF1_MOUSE	tr|A0A3Q7S7Y1|A0A3Q7S7Y1_VULVU
OG0008904	sp|A2ASQ1|AGRIN_MOUSE	tr|A0A3Q7SLN4|A0A3Q7SLN4_VULVU
OG0008905	sp|E9PUL5|PRRT2_MOUSE	tr|A0A3Q7U0M4|A0A3Q7U0M4_VULVU
OG0008906	tr|J3QNE4|J3QNE4_MOUSE	tr|A0A3Q7TH06|A0A3Q7TH06_VULVU
OG0008907	sp|O08581|KCNK1_MOUSE	tr|A0A3Q7UAJ4|A0A3Q7UAJ4_VULVU
OG0008908	sp|O35173|KCNS1_MOUSE	tr|A0A3Q7SFX8|A0A3Q7SFX8_VULVU
OG0008909	sp|O35227|ADAM7_MOUSE	tr|A0A3Q7TDC4|A0A3Q7TDC4_VULVU
OG0008910	sp|O35679|ISK4_MOUSE	tr|A0A3Q7T5U1|A0A3Q7T5U1_VULVU
OG0008911	sp|O70579|PM34_MOUSE	tr|A0A3Q7TTK2|A0A3Q7TTK2_VULVU
OG0008912	sp|P24699|MYF5_MOUSE	tr|A0A3Q7RQN4|A0A3Q7RQN4_VULVU
OG0008913	sp|P28352|APEX1_MOUSE	tr|A0A3Q7RQL0|A0A3Q7RQL0_VULVU
OG0008914	sp|P48986|NDF6_MOUSE	tr|A0A3Q7UNU7|A0A3Q7UNU7_VULVU
OG0008915	sp|P58355|S45A2_MOUSE	tr|A0A3Q7R2W5|A0A3Q7R2W5_VULVU
OG0008916	sp|P98084|APBA2_MOUSE	tr|A0A3Q7SC90|A0A3Q7SC90_VULVU
OG0008917	sp|Q3U435|MMP25_MOUSE	tr|A0A3Q7REZ8|A0A3Q7REZ8_VULVU
OG0008918	sp|Q3UFS4|GPT11_MOUSE	tr|A0A3Q7UA18|A0A3Q7UA18_VULVU
OG0008919	sp|Q3V016|HIPK4_MOUSE	tr|A0A3Q7T8I0|A0A3Q7T8I0_VULVU
OG0008920	sp|Q5SRX1|TM1L2_MOUSE	tr|A0A3Q7TJB7|A0A3Q7TJB7_VULVU
OG0008921	sp|Q5SV80|MYO19_MOUSE	tr|A0A3Q7SA51|A0A3Q7SA51_VULVU
OG0008922	sp|Q5U680|SAMC_MOUSE	tr|A0A3Q7SGI1|A0A3Q7SGI1_VULVU
OG0008923	sp|Q66JX5|CEP43_MOUSE	tr|A0A3Q7UET5|A0A3Q7UET5_VULVU
OG0008924	sp|Q69ZK7|F214A_MOUSE	tr|A0A3Q7S2Z1|A0A3Q7S2Z1_VULVU
OG0008925	sp|Q6PFX2|BEND6_MOUSE	tr|A0A3Q7SWT2|A0A3Q7SWT2_VULVU
OG0008926	sp|Q6ZPR1|CFA97_MOUSE	tr|A0A3Q7V313|A0A3Q7V313_VULVU
OG0008927	sp|Q80X59|TMC5B_MOUSE	tr|A0A3Q7T2D3|A0A3Q7T2D3_VULVU
OG0008928	sp|Q80X82|SYMPK_MOUSE	tr|A0A3Q7URW8|A0A3Q7URW8_VULVU
OG0008929	sp|Q80YR6|CTIP_MOUSE	tr|A0A3Q7U4T9|A0A3Q7U4T9_VULVU
OG0008930	sp|Q810P3|CDKN3_MOUSE	tr|A0A3Q7T7H9|A0A3Q7T7H9_VULVU
OG0008931	sp|Q8BH32|SUSD4_MOUSE	tr|A0A3Q7RFM1|A0A3Q7RFM1_VULVU
OG0008932	sp|Q8BY98|SWAHD_MOUSE	tr|A0A3Q7RAZ3|A0A3Q7RAZ3_VULVU
OG0008933	sp|Q8C0J6|SWAHC_MOUSE	tr|A0A3Q7TB00|A0A3Q7TB00_VULVU
OG0008934	sp|Q8C190|VP9D1_MOUSE	tr|A0A3Q7SHV2|A0A3Q7SHV2_VULVU
OG0008935	sp|Q8CF31|CK094_MOUSE	tr|A0A3Q7SVR1|A0A3Q7SVR1_VULVU
OG0008936	sp|Q8CFT2|SET1B_MOUSE	tr|A0A3Q7U9J2|A0A3Q7U9J2_VULVU
OG0008937	sp|Q8K0V4|CNOT3_MOUSE	tr|A0A3Q7R6S3|A0A3Q7R6S3_VULVU
OG0008938	sp|Q8K1T4|LY65B_MOUSE	tr|A0A3Q7RKQ3|A0A3Q7RKQ3_VULVU
OG0008939	sp|Q8K3V4|PADI6_MOUSE	tr|A0A3Q7TCZ4|A0A3Q7TCZ4_VULVU
OG0008940	sp|Q8R218|T150B_MOUSE	tr|A0A3Q7R6M3|A0A3Q7R6M3_VULVU
OG0008941	sp|Q8R3S6|EXOC1_MOUSE	tr|A0A3Q7SF85|A0A3Q7SF85_VULVU
OG0008942	sp|Q8R480|NUP85_MOUSE	tr|A0A3Q7T5S5|A0A3Q7T5S5_VULVU
OG0008943	sp|Q8VCK7|SYCN_MOUSE	tr|A0A3Q7UE46|A0A3Q7UE46_VULVU
OG0008944	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A3Q7UD66|A0A3Q7UD66_VULVU
OG0008945	sp|Q8VEL0|MSPD1_MOUSE	tr|A0A3Q7R0T4|A0A3Q7R0T4_VULVU
OG0008946	sp|Q91VA6|PDIP2_MOUSE	tr|A0A3Q7UWN1|A0A3Q7UWN1_VULVU
OG0008947	sp|Q91WG5|AAKG2_MOUSE	tr|A0A3Q7RTX4|A0A3Q7RTX4_VULVU
OG0008948	sp|Q91ZD1|OSR2_MOUSE	tr|A0A3Q7RYD1|A0A3Q7RYD1_VULVU
OG0008949	sp|Q924S7|SPRE2_MOUSE	tr|A0A3Q7U6R0|A0A3Q7U6R0_VULVU
OG0008950	sp|Q99P25|TXIP1_MOUSE	tr|A0A3Q7UIX5|A0A3Q7UIX5_VULVU
OG0008951	sp|Q9CQ66|DYT2B_MOUSE	tr|A0A3Q7SUQ2|A0A3Q7SUQ2_VULVU
OG0008952	sp|Q9CWK3|CD2B2_MOUSE	tr|A0A3Q7SU48|A0A3Q7SU48_VULVU
OG0008953	sp|Q9CWQ8|CAST1_MOUSE	tr|A0A3Q7RHM5|A0A3Q7RHM5_VULVU
OG0008954	sp|Q9CZ44|NSF1C_MOUSE	tr|A0A3Q7R8Y6|A0A3Q7R8Y6_VULVU
OG0008955	sp|Q9D4V0|EKI1_MOUSE	tr|A0A3Q7S4V1|A0A3Q7S4V1_VULVU
OG0008956	sp|Q9DAL3|CCD54_MOUSE	tr|A0A3Q7RMI2|A0A3Q7RMI2_VULVU
OG0008957	sp|Q9DBD5|PELP1_MOUSE	tr|A0A3Q7SVY9|A0A3Q7SVY9_VULVU
OG0008958	sp|Q9ER99|RSCA1_MOUSE	tr|A0A3Q7SVK9|A0A3Q7SVK9_VULVU
OG0008959	sp|Q9ES18|FOXJ2_MOUSE	tr|A0A3Q7S5B5|A0A3Q7S5B5_VULVU
OG0008960	sp|Q9JIB0|MOG1_MOUSE	tr|A0A3Q7SZ20|A0A3Q7SZ20_VULVU
OG0008961	sp|Q9QX60|DGUOK_MOUSE	tr|A0A3Q7S3E6|A0A3Q7S3E6_VULVU
OG0008962	sp|Q9WTM5|RUVB2_MOUSE	tr|A0A3Q7U9X6|A0A3Q7U9X6_VULVU
OG0008963	tr|V9GXH0|V9GXH0_MOUSE	tr|A0A3Q7U4C1|A0A3Q7U4C1_VULVU
OG0008964	tr|A0A140LIV7|A0A140LIV7_MOUSE	tr|A0A3Q7U1I4|A0A3Q7U1I4_VULVU
OG0008965	sp|A2A699|F1712_MOUSE	tr|A0A3Q7RBE2|A0A3Q7RBE2_VULVU
OG0008966	sp|A2AT37|RENT2_MOUSE	tr|A0A3Q7UXJ3|A0A3Q7UXJ3_VULVU
OG0008967	sp|B2RQA1|KCA10_MOUSE	tr|A0A3Q7S8H9|A0A3Q7S8H9_VULVU
OG0008968	sp|B9EJ80|PDZD8_MOUSE	tr|A0A3Q7RWT0|A0A3Q7RWT0_VULVU
OG0008969	tr|D3YUU6|D3YUU6_MOUSE	tr|A0A3Q7R0T3|A0A3Q7R0T3_VULVU
OG0008970	sp|O08734|BAK_MOUSE	tr|A0A3Q7RWR7|A0A3Q7RWR7_VULVU
OG0008971	sp|O55208|FIGLA_MOUSE	tr|A0A3Q7U6U0|A0A3Q7U6U0_VULVU
OG0008972	sp|P18608|HMGN1_MOUSE	tr|A0A3Q7SQA3|A0A3Q7SQA3_VULVU
OG0008973	sp|P37238|PPARG_MOUSE	tr|A0A3Q7TS70|A0A3Q7TS70_VULVU
OG0008974	sp|P39447|ZO1_MOUSE	tr|A0A3Q7SMF4|A0A3Q7SMF4_VULVU
OG0008975	sp|P70269|CATE_MOUSE	tr|A0A3Q7RNP8|A0A3Q7RNP8_VULVU
OG0008976	sp|P97300|NPTN_MOUSE	tr|A0A3Q7S7L9|A0A3Q7S7L9_VULVU
OG0008977	sp|Q14BT6|A4GCT_MOUSE	tr|A0A3Q7TB12|A0A3Q7TB12_VULVU
OG0008978	sp|Q3U3E2|F117B_MOUSE	tr|A0A3Q7SRD1|A0A3Q7SRD1_VULVU
OG0008979	sp|Q5XKE0|MYPC2_MOUSE	tr|A0A3Q7UR29|A0A3Q7UR29_VULVU
OG0008980	sp|Q60695|RGL1_MOUSE	tr|A0A3Q7SAN7|A0A3Q7SAN7_VULVU
OG0008981	sp|Q64012|RALY_MOUSE	tr|A0A3Q7TK15|A0A3Q7TK15_VULVU
OG0008982	sp|Q6GQR8|ZN329_MOUSE	tr|A0A3Q7SF20|A0A3Q7SF20_VULVU
OG0008983	sp|Q6NZK8|PTPC1_MOUSE	tr|A0A3Q7R4D0|A0A3Q7R4D0_VULVU
OG0008984	sp|Q7TMY8|HUWE1_MOUSE	tr|A0A3Q7RFF8|A0A3Q7RFF8_VULVU
OG0008985	sp|Q7TN58|TMC8_MOUSE	tr|A0A3Q7SJR5|A0A3Q7SJR5_VULVU
OG0008986	sp|Q7TQK0|CCNT2_MOUSE	tr|A0A3Q7U151|A0A3Q7U151_VULVU
OG0008987	sp|Q80XK6|ATG2B_MOUSE	tr|A0A3Q7U4L9|A0A3Q7U4L9_VULVU
OG0008988	sp|Q8CII2|CD123_MOUSE	tr|A0A3Q7UGH8|A0A3Q7UGH8_VULVU
OG0008989	sp|Q8K450|SPG16_MOUSE	tr|A0A3Q7SN43|A0A3Q7SN43_VULVU
OG0008990	sp|Q8QZY1|EIF3L_MOUSE	tr|A0A3Q7STV2|A0A3Q7STV2_VULVU
OG0008991	sp|Q8R003|MBNL3_MOUSE	tr|A0A3Q7QXR2|A0A3Q7QXR2_VULVU
OG0008992	sp|Q8R0K4|CC137_MOUSE	tr|A0A3Q7TKQ9|A0A3Q7TKQ9_VULVU
OG0008993	sp|Q8R1H0|HOP_MOUSE	tr|A0A3Q7SF74|A0A3Q7SF74_VULVU
OG0008994	sp|Q8R1M0|HMCES_MOUSE	tr|A0A3Q7SY00|A0A3Q7SY00_VULVU
OG0008995	sp|Q8VBZ0|DHRSX_MOUSE	tr|A0A3Q7R212|A0A3Q7R212_VULVU
OG0008996	sp|Q91VT4|CBR4_MOUSE	tr|A0A3Q7S8W0|A0A3Q7S8W0_VULVU
OG0008997	sp|Q91XD4|FTCD_MOUSE	tr|A0A3Q7R7C4|A0A3Q7R7C4_VULVU
OG0008998	sp|Q91YJ5|IF2M_MOUSE	tr|A0A3Q7RRJ9|A0A3Q7RRJ9_VULVU
OG0008999	sp|Q922C1|CS044_MOUSE	tr|A0A3Q7RTT0|A0A3Q7RTT0_VULVU
OG0009000	sp|Q9BCZ4|SELS_MOUSE	tr|A0A3Q7SC20|A0A3Q7SC20_VULVU
OG0009001	sp|Q9CQ00|DMAC1_MOUSE	tr|A0A3Q7TPR0|A0A3Q7TPR0_VULVU
OG0009002	sp|Q9CXE6|XRCC3_MOUSE	tr|A0A3Q7SWY5|A0A3Q7SWY5_VULVU
OG0009003	sp|Q9D291|DESI2_MOUSE	tr|A0A3Q7STU5|A0A3Q7STU5_VULVU
OG0009004	sp|Q9D2C2|SAAL1_MOUSE	tr|A0A3Q7U902|A0A3Q7U902_VULVU
OG0009005	sp|Q9D7B1|DUS2L_MOUSE	tr|A0A3Q7TC74|A0A3Q7TC74_VULVU
OG0009006	sp|Q9D806|VSTM5_MOUSE	tr|A0A3Q7S304|A0A3Q7S304_VULVU
OG0009007	sp|Q9DB25|ALG5_MOUSE	tr|A0A3Q7S9F5|A0A3Q7S9F5_VULVU
OG0009008	sp|Q9EQF4|JUNO_MOUSE	tr|A0A3Q7RSV4|A0A3Q7RSV4_VULVU
OG0009009	sp|Q9EQP6|ARRC_MOUSE	tr|A0A3Q7QZN9|A0A3Q7QZN9_VULVU
OG0009010	sp|Q9JJV5|CCG3_MOUSE	tr|A0A3Q7R2M7|A0A3Q7R2M7_VULVU
OG0009011	sp|Q9JL04|FMN2_MOUSE	tr|A0A3Q7SEU6|A0A3Q7SEU6_VULVU
OG0009012	sp|Q9JLF6|TGM1_MOUSE	tr|A0A3Q7SMP2|A0A3Q7SMP2_VULVU
OG0009013	sp|Q9JLJ0|LITAF_MOUSE	tr|A0A3Q7TC58|A0A3Q7TC58_VULVU
OG0009014	sp|Q9QUP4|CHST5_MOUSE	tr|A0A3Q7T1V7|A0A3Q7T1V7_VULVU
OG0009015	sp|Q9QZD8|DIC_MOUSE	tr|A0A3Q7S8A9|A0A3Q7S8A9_VULVU
OG0009016	sp|Q9WUD1|CHIP_MOUSE	tr|A0A3Q7REV4|A0A3Q7REV4_VULVU
OG0009017	sp|Q9WVF6|PA2GD_MOUSE	tr|A0A3Q7U2N6|A0A3Q7U2N6_VULVU
OG0009018	sp|Q9WVS6|PRKN_MOUSE	tr|A0A3Q7T449|A0A3Q7T449_VULVU
OG0009019	sp|Q9Z248|AEBP2_MOUSE	tr|A0A3Q7S7V4|A0A3Q7S7V4_VULVU
OG0009020	sp|Q9Z2P8|VAMP5_MOUSE	tr|A0A3Q7T6L4|A0A3Q7T6L4_VULVU
OG0009021	sp|Q9Z2W1|STK25_MOUSE	tr|A0A3Q7RML6|A0A3Q7RML6_VULVU
OG0009022	sp|A0A338P6K9|QSER1_MOUSE	tr|A0A3Q7TTT5|A0A3Q7TTT5_VULVU
OG0009023	tr|A0A571BES4|A0A571BES4_MOUSE	tr|A0A3Q7QUT7|A0A3Q7QUT7_VULVU
OG0009024	tr|A2A5X6|A2A5X6_MOUSE	tr|A0A3Q7RKV6|A0A3Q7RKV6_VULVU
OG0009025	sp|A6X942|SH24B_MOUSE	tr|A0A3Q7TXM0|A0A3Q7TXM0_VULVU
OG0009027	tr|G3UW60|G3UW60_MOUSE	tr|A0A3Q7UX63|A0A3Q7UX63_VULVU
OG0009028	sp|O08900|IKZF3_MOUSE	tr|A0A3Q7S7W5|A0A3Q7S7W5_VULVU
OG0009030	sp|P24063|ITAL_MOUSE	tr|A0A3Q7TBD0|A0A3Q7TBD0_VULVU
OG0009031	sp|P32082|GHRHR_MOUSE	tr|A0A3Q7V5K6|A0A3Q7V5K6_VULVU
OG0009032	sp|P52483|UB2E3_MOUSE	tr|A0A3Q7TWK1|A0A3Q7TWK1_VULVU
OG0009033	sp|P61148|FGF1_MOUSE	tr|A0A3Q7ULK2|A0A3Q7ULK2_VULVU
OG0009034	sp|P62082|RS7_MOUSE	tr|A0A3Q7TUM1|A0A3Q7TUM1_VULVU
OG0009035	sp|P70699|LYAG_MOUSE	tr|A0A3Q7SH83|A0A3Q7SH83_VULVU
OG0009036	sp|P98156|VLDLR_MOUSE	tr|A0A3Q7SLA6|A0A3Q7SLA6_VULVU
OG0009037	sp|Q01102|LYAM3_MOUSE	tr|A0A3Q7TV07|A0A3Q7TV07_VULVU
OG0009038	sp|Q04999|INHBB_MOUSE	tr|A0A3Q7V1G1|A0A3Q7V1G1_VULVU
OG0009039	sp|Q0VGT4|ZGRF1_MOUSE	tr|A0A3Q7UPU4|A0A3Q7UPU4_VULVU
OG0009040	sp|Q148V7|RELCH_MOUSE	tr|A0A3Q7SBN6|A0A3Q7SBN6_VULVU
OG0009041	sp|Q3UYG1|CC160_MOUSE	tr|A0A3Q7R0V0|A0A3Q7R0V0_VULVU
OG0009042	sp|Q60687|FSHB_MOUSE	tr|A0A3Q7TB65|A0A3Q7TB65_VULVU
OG0009043	sp|Q61003|CD6_MOUSE	tr|A0A3Q7SMK5|A0A3Q7SMK5_VULVU
OG0009044	sp|Q65Z93|YPEL4_MOUSE	tr|A0A3Q7TU86|A0A3Q7TU86_VULVU
OG0009045	sp|Q6IE26|EPHX4_MOUSE	tr|A0A3Q7RYX5|A0A3Q7RYX5_VULVU
OG0009046	sp|Q6NSW3|SPKAP_MOUSE	tr|A0A3Q7U4A1|A0A3Q7U4A1_VULVU
OG0009047	sp|Q6P2K3|CF20D_MOUSE	tr|A0A3Q7RGB2|A0A3Q7RGB2_VULVU
OG0009048	sp|Q6PKN7|INCA1_MOUSE	tr|A0A3Q7U099|A0A3Q7U099_VULVU
OG0009049	sp|Q7TQQ0|O1509_MOUSE	tr|A0A3Q7RRA6|A0A3Q7RRA6_VULVU
OG0009050	sp|Q7TSA6|PRSR3_MOUSE	tr|A0A3Q7T9E5|A0A3Q7T9E5_VULVU
OG0009051	sp|Q8BH55|THNS1_MOUSE	tr|A0A3Q7TIC8|A0A3Q7TIC8_VULVU
OG0009052	sp|Q8BPZ8|ABRX1_MOUSE	tr|A0A3Q7TFH1|A0A3Q7TFH1_VULVU
OG0009053	sp|Q8BU30|SYIC_MOUSE	tr|A0A3Q7RDQ9|A0A3Q7RDQ9_VULVU
OG0009054	sp|Q8BW70|UBP38_MOUSE	tr|A0A3Q7RE33|A0A3Q7RE33_VULVU
OG0009055	sp|Q8C0D9|CEP68_MOUSE	tr|A0A3Q7T943|A0A3Q7T943_VULVU
OG0009056	sp|Q8C4J7|TBL3_MOUSE	tr|A0A3Q7RE82|A0A3Q7RE82_VULVU
OG0009057	sp|Q8C838|TARG1_MOUSE	tr|A0A3Q7UFQ3|A0A3Q7UFQ3_VULVU
OG0009058	sp|Q8CCH7|FOG2_MOUSE	tr|A0A3Q7S737|A0A3Q7S737_VULVU
OG0009059	sp|Q8CGE9|RGS12_MOUSE	tr|A0A3Q7SI74|A0A3Q7SI74_VULVU
OG0009060	sp|Q8K2Q9|SHOT1_MOUSE	tr|A0A3Q7RWN4|A0A3Q7RWN4_VULVU
OG0009061	sp|Q8K2Y3|EVA1B_MOUSE	tr|A0A3Q7RQG7|A0A3Q7RQG7_VULVU
OG0009062	sp|Q8K352|SASH3_MOUSE	tr|A0A3Q7TVT2|A0A3Q7TVT2_VULVU
OG0009063	sp|Q8K4I7|PRS45_MOUSE	tr|A0A3Q7SEW6|A0A3Q7SEW6_VULVU
OG0009065	sp|Q8VEH8|ERLEC_MOUSE	tr|A0A3Q7RTL4|A0A3Q7RTL4_VULVU
OG0009066	sp|Q91V88|NPNT_MOUSE	tr|A0A3Q7V0T7|A0A3Q7V0T7_VULVU
OG0009067	sp|Q91W43|GCSP_MOUSE	tr|A0A3Q7SL06|A0A3Q7SL06_VULVU
OG0009068	sp|Q91WD1|RPC4_MOUSE	tr|A0A3Q7U8H5|A0A3Q7U8H5_VULVU
OG0009069	sp|Q91WK2|EIF3H_MOUSE	tr|A0A3Q7RSY8|A0A3Q7RSY8_VULVU
OG0009070	sp|Q91WZ8|DTBP1_MOUSE	tr|A0A3Q7TIY4|A0A3Q7TIY4_VULVU
OG0009071	sp|Q99M07|COA5_MOUSE	tr|A0A3Q7T097|A0A3Q7T097_VULVU
OG0009072	sp|Q99MB1|TLR3_MOUSE	tr|A0A3Q7ULL1|A0A3Q7ULL1_VULVU
OG0009073	sp|Q9CWQ0|DPH5_MOUSE	tr|A0A3Q7S1Z7|A0A3Q7S1Z7_VULVU
OG0009074	sp|Q9CWY3|SETD6_MOUSE	tr|A0A3Q7U2K5|A0A3Q7U2K5_VULVU
OG0009075	sp|Q9CXW3|CYBP_MOUSE	tr|A0A3Q7T8L7|A0A3Q7T8L7_VULVU
OG0009076	sp|Q9D275|BATF3_MOUSE	tr|A0A3Q7SMR8|A0A3Q7SMR8_VULVU
OG0009077	sp|Q9D4C6|LR2BP_MOUSE	tr|A0A3Q7V2Y5|A0A3Q7V2Y5_VULVU
OG0009078	sp|Q9D8T2|GSDMD_MOUSE	tr|A0A3Q7RDB2|A0A3Q7RDB2_VULVU
OG0009079	sp|Q9D9A7|PTG3L_MOUSE	tr|A0A3Q7SLP3|A0A3Q7SLP3_VULVU
OG0009080	sp|Q9QXS6|DREB_MOUSE	tr|A0A3Q7SK28|A0A3Q7SK28_VULVU
OG0009081	sp|Q9QYB8|ADDB_MOUSE	tr|A0A3Q7UKA6|A0A3Q7UKA6_VULVU
OG0009082	sp|Q9Z0V7|TI17B_MOUSE	tr|A0A3Q7QYR8|A0A3Q7QYR8_VULVU
OG0009083	sp|A0A140LIT1|CC194_MOUSE	tr|A0A3Q7RIY1|A0A3Q7RIY1_VULVU
OG0009084	tr|A2AM80|A2AM80_MOUSE	tr|A0A3Q7UK11|A0A3Q7UK11_VULVU
OG0009085	tr|B2RTN2|B2RTN2_MOUSE	tr|A0A3Q7SZL5|A0A3Q7SZL5_VULVU
OG0009086	sp|D7PDD4|G6B_MOUSE	tr|A0A3Q7RM36|A0A3Q7RM36_VULVU
OG0009087	sp|E9Q7F2|RN169_MOUSE	tr|A0A3Q7T9Z3|A0A3Q7T9Z3_VULVU
OG0009089	sp|O35144|TERF2_MOUSE	tr|A0A3Q7UJ42|A0A3Q7UJ42_VULVU
OG0009090	sp|P06683|CO9_MOUSE	tr|A0A3Q7TRS5|A0A3Q7TRS5_VULVU
OG0009091	sp|P12979|MYOG_MOUSE	tr|A0A3Q7V205|A0A3Q7V205_VULVU
OG0009092	sp|P24161|CD3Z_MOUSE	tr|A0A3Q7TCG9|A0A3Q7TCG9_VULVU
OG0009093	sp|P40646|SOX7_MOUSE	tr|A0A3Q7T2L1|A0A3Q7T2L1_VULVU
OG0009094	sp|P49586|PCY1A_MOUSE	tr|A0A3Q7RJU3|A0A3Q7RJU3_VULVU
OG0009095	sp|P55264|ADK_MOUSE	tr|A0A3Q7SHV7|A0A3Q7SHV7_VULVU
OG0009096	sp|P58158|B3GA3_MOUSE	tr|A0A3Q7TYN2|A0A3Q7TYN2_VULVU
OG0009097	sp|P58389|PTPA_MOUSE	tr|A0A3Q7TVK8|A0A3Q7TVK8_VULVU
OG0009098	sp|P62892|RL39_MOUSE	tr|A0A3Q7TPE4|A0A3Q7TPE4_VULVU
OG0009099	sp|Q05860|FMN1_MOUSE	tr|A0A3Q7T2F4|A0A3Q7T2F4_VULVU
OG0009100	sp|Q07174|M3K8_MOUSE	tr|A0A3Q7TND8|A0A3Q7TND8_VULVU
OG0009101	sp|Q3UCQ1|FOXK2_MOUSE	tr|A0A3Q7TJ66|A0A3Q7TJ66_VULVU
OG0009102	sp|Q3URV1|BROMI_MOUSE	tr|A0A3Q7SNE1|A0A3Q7SNE1_VULVU
OG0009103	sp|Q3UZP4|SVIP_MOUSE	tr|A0A3Q7V2T7|A0A3Q7V2T7_VULVU
OG0009104	sp|Q60974|NCOR1_MOUSE	tr|A0A3Q7SWK7|A0A3Q7SWK7_VULVU
OG0009105	sp|Q61070|EI24_MOUSE	tr|A0A3Q7SEV3|A0A3Q7SEV3_VULVU
OG0009106	sp|Q61081|CDC37_MOUSE	tr|A0A3Q7R113|A0A3Q7R113_VULVU
OG0009107	sp|Q6PB66|LPPRC_MOUSE	tr|A0A3Q7RRA8|A0A3Q7RRA8_VULVU
OG0009108	sp|Q6YNI2|GPR6_MOUSE	tr|A0A3Q7SX56|A0A3Q7SX56_VULVU
OG0009109	sp|Q704Y3|TRPV1_MOUSE	tr|A0A3Q7RDM1|A0A3Q7RDM1_VULVU
OG0009110	sp|Q7TNS8|EPOP_MOUSE	tr|A0A3Q7RXR6|A0A3Q7RXR6_VULVU
OG0009111	sp|Q80UG5|SEPT9_MOUSE	tr|A0A3Q7T611|A0A3Q7T611_VULVU
OG0009112	sp|Q80XP8|FA76B_MOUSE	tr|A0A3Q7S064|A0A3Q7S064_VULVU
OG0009113	sp|Q8BIY1|GPTC3_MOUSE	tr|A0A3Q7TKD2|A0A3Q7TKD2_VULVU
OG0009114	sp|Q8BLU0|FLRT2_MOUSE	tr|A0A3Q7TSY1|A0A3Q7TSY1_VULVU
OG0009115	sp|Q8BMY7|ISK2_MOUSE	tr|A0A3Q7TVH6|A0A3Q7TVH6_VULVU
OG0009116	sp|Q8BUM3|PTN7_MOUSE	tr|A0A3Q7TVA9|A0A3Q7TVA9_VULVU
OG0009117	sp|Q8C5V0|SPT32_MOUSE	tr|A0A3Q7RBE7|A0A3Q7RBE7_VULVU
OG0009118	sp|Q8C9X6|EPC1_MOUSE	tr|A0A3Q7SMD7|A0A3Q7SMD7_VULVU
OG0009119	sp|Q8CBR1|ILDR1_MOUSE	tr|A0A3Q7RL56|A0A3Q7RL56_VULVU
OG0009120	sp|Q8CF94|RHD_MOUSE	tr|A0A3Q7ULT1|A0A3Q7ULT1_VULVU
OG0009121	sp|Q8CHC4|SYNJ1_MOUSE	tr|A0A3Q7SGW3|A0A3Q7SGW3_VULVU
OG0009122	sp|Q91WN2|T150A_MOUSE	tr|A0A3Q7S600|A0A3Q7S600_VULVU
OG0009123	sp|Q99JS0|NCMAP_MOUSE	tr|A0A3Q7ULZ9|A0A3Q7ULZ9_VULVU
OG0009124	sp|Q99LW6|YAF2_MOUSE	tr|A0A3Q7TM95|A0A3Q7TM95_VULVU
OG0009125	sp|Q9CWZ3|RBM8A_MOUSE	tr|A0A3Q7R0Q4|A0A3Q7R0Q4_VULVU
OG0009126	sp|Q9D486|CMIP_MOUSE	tr|A0A3Q7RGF3|A0A3Q7RGF3_VULVU
OG0009127	sp|Q9DD23|LYPD2_MOUSE	tr|A0A3Q7RFA1|A0A3Q7RFA1_VULVU
OG0009128	sp|Q9JIQ3|DBLOH_MOUSE	tr|A0A3Q7V4X1|A0A3Q7V4X1_VULVU
OG0009129	sp|Q9JME9|VTM2B_MOUSE	tr|A0A3Q7RIH1|A0A3Q7RIH1_VULVU
OG0009130	sp|Q9JMG1|EDF1_MOUSE	tr|A0A3Q7QWW6|A0A3Q7QWW6_VULVU
OG0009131	sp|Q9WVS8|MK07_MOUSE	tr|A0A3Q7U147|A0A3Q7U147_VULVU
OG0009132	sp|Q9Z1Y9|IOD2_MOUSE	tr|A0A3Q7U8K4|A0A3Q7U8K4_VULVU
OG0009133	tr|A0A1D5RMC2|A0A1D5RMC2_MOUSE	tr|A0A3Q7UJF5|A0A3Q7UJF5_VULVU
OG0009134	sp|A2AGB2|CA087_MOUSE	tr|A0A3Q7U5T1|A0A3Q7U5T1_VULVU
OG0009135	sp|B2RXZ1|PNDC1_MOUSE	tr|A0A3Q7TXL8|A0A3Q7TXL8_VULVU
OG0009136	sp|E9PW74|GIMD1_MOUSE	tr|A0A3Q7UJM5|A0A3Q7UJM5_VULVU
OG0009137	sp|O08641|SH3Y1_MOUSE	tr|A0A3Q7T6E5|A0A3Q7T6E5_VULVU
OG0009138	sp|O35305|TNR11_MOUSE	tr|A0A3Q7S3R3|A0A3Q7S3R3_VULVU
OG0009139	sp|O35551|RABE1_MOUSE	tr|A0A3Q7U080|A0A3Q7U080_VULVU
OG0009140	sp|O54743|FOXF2_MOUSE	tr|A0A3Q7SQA6|A0A3Q7SQA6_VULVU
OG0009141	sp|O88384|VTI1B_MOUSE	tr|A0A3Q7TFI3|A0A3Q7TFI3_VULVU
