Orthogroup	Mus_musculus	Puma_concolor
OG0005567	sp|Q8BK72|RT27_MOUSE	tr|A0A6P6HWI3|A0A6P6HWI3_PUMCO
OG0005568	sp|Q8BLI4|DSE_MOUSE	tr|A0A6P6I068|A0A6P6I068_PUMCO
OG0005569	sp|Q8BUH1|TXN4B_MOUSE	tr|A0A6P6HM51|A0A6P6HM51_PUMCO
OG0005570	sp|Q8BX94|OSBL2_MOUSE	tr|A0A6P6IIC3|A0A6P6IIC3_PUMCO
OG0005571	sp|Q8CD60|INSY1_MOUSE	tr|A0A6P6HK76|A0A6P6HK76_PUMCO
OG0005572	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A6P6HVI4|A0A6P6HVI4_PUMCO
OG0005573	sp|Q99J95|CDK9_MOUSE	tr|A0A6P6H2R0|A0A6P6H2R0_PUMCO
OG0005574	sp|Q9CWH4|RE114_MOUSE	tr|A0A6P6HES5|A0A6P6HES5_PUMCO
OG0005575	sp|Q9CX62|INKA1_MOUSE	tr|A0A6P6H7V4|A0A6P6H7V4_PUMCO
OG0005576	sp|Q9CZD3|GARS_MOUSE	tr|A0A6P6IBU9|A0A6P6IBU9_PUMCO
OG0005577	sp|Q9CZW2|CENPN_MOUSE	tr|A0A6P6HMH9|A0A6P6HMH9_PUMCO
OG0005578	sp|Q9D020|5NT3A_MOUSE	tr|A0A6P6IF07|A0A6P6IF07_PUMCO
OG0005579	sp|Q9D0F6|RFC5_MOUSE	tr|A0A6P6ILS5|A0A6P6ILS5_PUMCO
OG0005580	sp|Q9D1R2|KTI12_MOUSE	tr|A0A6P6IQZ9|A0A6P6IQZ9_PUMCO
OG0005581	sp|Q9D281|NXP20_MOUSE	tr|A0A6P6HQT1|A0A6P6HQT1_PUMCO
OG0005582	sp|Q9JKS5|HABP4_MOUSE	tr|A0A6P6IGT0|A0A6P6IGT0_PUMCO
OG0005583	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A6P6IF68|A0A6P6IF68_PUMCO
OG0005584	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A6P6IE23|A0A6P6IE23_PUMCO
OG0005585	sp|Q9R0G8|NRK_MOUSE	tr|A0A6P6IP29|A0A6P6IP29_PUMCO
OG0005586	sp|Q9R0N0|GALK1_MOUSE	tr|A0A6P6I5A7|A0A6P6I5A7_PUMCO
OG0005587	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A6P6GYF8|A0A6P6GYF8_PUMCO
OG0005588	sp|A2AH22|AMRA1_MOUSE	tr|A0A6P6I853|A0A6P6I853_PUMCO
OG0005589	sp|B2RY71|DNAI3_MOUSE	tr|A0A6P6ISK7|A0A6P6ISK7_PUMCO
OG0005590	sp|O35298|AOAH_MOUSE	tr|A0A6P6IA28|A0A6P6IA28_PUMCO
OG0005591	sp|O88662|EMP2_MOUSE	tr|A0A6P6HAC7|A0A6P6HAC7_PUMCO
OG0005593	sp|P10601|PAHO_MOUSE	tr|A0A6P6HCB2|A0A6P6HCB2_PUMCO
OG0005594	sp|P31725|S10A9_MOUSE	tr|A0A6P6H5R0|A0A6P6H5R0_PUMCO
OG0005595	sp|P42567|EPS15_MOUSE	tr|A0A6P6ISH4|A0A6P6ISH4_PUMCO
OG0005596	sp|P49660|SSR4_MOUSE	tr|A0A6P6IIN8|A0A6P6IIN8_PUMCO
OG0005597	sp|P51827|AFF3_MOUSE	tr|A0A6P6IKC4|A0A6P6IKC4_PUMCO
OG0005598	sp|P97310|MCM2_MOUSE	tr|A0A6P6HP41|A0A6P6HP41_PUMCO
OG0005599	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A6P6I5J0|A0A6P6I5J0_PUMCO
OG0005600	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A6P6HWQ9|A0A6P6HWQ9_PUMCO
OG0005601	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A6P6H193|A0A6P6H193_PUMCO
OG0005602	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A6P6I1J3|A0A6P6I1J3_PUMCO
OG0005603	sp|Q571C7|BDP1_MOUSE	tr|A0A6P6HWW9|A0A6P6HWW9_PUMCO
OG0005604	sp|Q61088|FZD4_MOUSE	tr|A0A6P6I8B9|A0A6P6I8B9_PUMCO
OG0005605	sp|Q64336|TBR1_MOUSE	tr|A0A6P6ICU3|A0A6P6ICU3_PUMCO
OG0005606	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A6P6HTT5|A0A6P6HTT5_PUMCO
OG0005607	sp|Q6S7F2|E2F7_MOUSE	tr|A0A6P6I6L3|A0A6P6I6L3_PUMCO
OG0005608	sp|Q6V595|KLHL6_MOUSE	tr|A0A6P6H1R8|A0A6P6H1R8_PUMCO
OG0005609	sp|Q78KK3|S22AI_MOUSE	tr|A0A6P6H6K4|A0A6P6H6K4_PUMCO
OG0005610	sp|Q80WC7|AGFG2_MOUSE	tr|A0A6P6HUL6|A0A6P6HUL6_PUMCO
OG0005611	sp|Q80Y73|HOATZ_MOUSE	tr|A0A6P6IB81|A0A6P6IB81_PUMCO
OG0005612	sp|Q8BH47|SC22A_MOUSE	tr|A0A6P6H0I5|A0A6P6H0I5_PUMCO
OG0005613	sp|Q8BI21|RNF38_MOUSE	tr|A0A6P6HCB0|A0A6P6HCB0_PUMCO
OG0005614	sp|Q8BJ90|ZN771_MOUSE	tr|A0A6P6HLR2|A0A6P6HLR2_PUMCO
OG0005615	sp|Q8BQP9|R7BP_MOUSE	tr|A0A6P6HXU9|A0A6P6HXU9_PUMCO
OG0005616	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A6P6HNE1|A0A6P6HNE1_PUMCO
OG0005617	sp|Q8C3X8|LMF2_MOUSE	tr|A0A6P6I424|A0A6P6I424_PUMCO
OG0005618	sp|Q8C8B0|ALX1_MOUSE	tr|A0A6P6I4G2|A0A6P6I4G2_PUMCO
OG0005619	sp|Q8CE46|PUS7L_MOUSE	tr|A0A6P6IH82|A0A6P6IH82_PUMCO
OG0005620	sp|Q8VD26|TM143_MOUSE	tr|A0A6P6H2X4|A0A6P6H2X4_PUMCO
OG0005621	sp|Q8VD53|ACER2_MOUSE	tr|A0A6P6HLH5|A0A6P6HLH5_PUMCO
OG0005622	sp|Q91XA2|GOLM1_MOUSE	tr|A0A6P6IGV7|A0A6P6IGV7_PUMCO
OG0005623	sp|Q924A4|UCN3_MOUSE	tr|A0A6P6IFL9|A0A6P6IFL9_PUMCO
OG0005624	sp|Q924H2|MED15_MOUSE	tr|A0A6P6IMD4|A0A6P6IMD4_PUMCO
OG0005625	sp|Q925N2|SFXN2_MOUSE	tr|A0A6P6HDG7|A0A6P6HDG7_PUMCO
OG0005626	sp|Q9CZ83|RM55_MOUSE	tr|A0A6P6HKV3|A0A6P6HKV3_PUMCO
OG0005627	sp|Q9D2F5|STPG1_MOUSE	tr|A0A6P6I0F9|A0A6P6I0F9_PUMCO
OG0005628	tr|Q9D3J3|Q9D3J3_MOUSE	tr|A0A6P6H301|A0A6P6H301_PUMCO
OG0005629	sp|Q9D753|EXOS8_MOUSE	tr|A0A6P6HX80|A0A6P6HX80_PUMCO
OG0005630	sp|Q9D967|MGDP1_MOUSE	tr|A0A6P6HER5|A0A6P6HER5_PUMCO
OG0005631	sp|Q9DAG9|PHF7_MOUSE	tr|A0A6P6HA76|A0A6P6HA76_PUMCO
OG0005632	sp|Q9DAI9|MORN5_MOUSE	tr|A0A6P6GZR7|A0A6P6GZR7_PUMCO
OG0005633	sp|Q9DCC3|CC107_MOUSE	tr|A0A6P6IT32|A0A6P6IT32_PUMCO
OG0005634	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A6P6IM51|A0A6P6IM51_PUMCO
OG0005635	sp|Q9JM55|TOB2_MOUSE	tr|A0A6P6I5U8|A0A6P6I5U8_PUMCO
OG0005636	sp|Q9JM63|KCJ10_MOUSE	tr|A0A6P6H5V0|A0A6P6H5V0_PUMCO
OG0005637	sp|Q9WVG5|LIPE_MOUSE	tr|A0A6P6IFT6|A0A6P6IFT6_PUMCO
OG0005638	tr|A0A1L1SUI3|A0A1L1SUI3_MOUSE	tr|A0A6P6I707|A0A6P6I707_PUMCO
OG0005639	tr|D3YWC7|D3YWC7_MOUSE	tr|A0A6P6HRS7|A0A6P6HRS7_PUMCO
OG0005640	sp|E9Q349|WDR25_MOUSE	tr|A0A6P6HI24|A0A6P6HI24_PUMCO
OG0005641	tr|G3XA12|G3XA12_MOUSE	tr|A0A6P6HM04|A0A6P6HM04_PUMCO
OG0005642	sp|O35235|TNF11_MOUSE	tr|A0A6P6HVG3|A0A6P6HVG3_PUMCO
OG0005643	sp|O35594|IFT81_MOUSE	tr|A0A6P6ILU7|A0A6P6ILU7_PUMCO
OG0005644	sp|P15105|GLNA_MOUSE	tr|A0A6P6HMJ2|A0A6P6HMJ2_PUMCO
OG0005645	sp|P29352|PTN22_MOUSE	tr|A0A6P6IS33|A0A6P6IS33_PUMCO
OG0005646	sp|P49222|EPB42_MOUSE	tr|A0A6P6HIS9|A0A6P6HIS9_PUMCO
OG0005647	sp|P59481|LMA2L_MOUSE	tr|A0A6P6IJ04|A0A6P6IJ04_PUMCO
OG0005648	sp|P61965|WDR5_MOUSE	tr|A0A6P6HWE6|A0A6P6HWE6_PUMCO
OG0005649	sp|P97352|S10AD_MOUSE	tr|A0A6P6H693|A0A6P6H693_PUMCO
OG0005650	sp|Q04690|NF1_MOUSE	tr|A0A6P6HFT9|A0A6P6HFT9_PUMCO
OG0005651	sp|Q14B48|ITPI1_MOUSE	tr|A0A6P6IAA7|A0A6P6IAA7_PUMCO
OG0005652	sp|Q3TAE8|ALG6_MOUSE	tr|A0A6P6IRK5|A0A6P6IRK5_PUMCO
OG0005653	sp|Q5SUV2|MYBPP_MOUSE	tr|A0A6P6H8N1|A0A6P6H8N1_PUMCO
OG0005654	sp|Q64299|CCN3_MOUSE	tr|A0A6P6HTJ3|A0A6P6HTJ3_PUMCO
OG0005655	sp|Q68FH0|PKP4_MOUSE	tr|A0A6P6IGG1|A0A6P6IGG1_PUMCO
OG0005656	sp|Q6P3D0|NUD16_MOUSE	tr|A0A6P6H082|A0A6P6H082_PUMCO
OG0005657	sp|Q6PIU9|YJ005_MOUSE	tr|A0A6P6IK10|A0A6P6IK10_PUMCO
OG0005658	sp|Q6VGS5|DAPLE_MOUSE	tr|A0A6P6HH89|A0A6P6HH89_PUMCO
OG0005659	sp|Q7TPD0|INT3_MOUSE	tr|A0A6P6H623|A0A6P6H623_PUMCO
OG0005660	sp|Q80W22|THNS2_MOUSE	tr|A0A6P6I4R0|A0A6P6I4R0_PUMCO
OG0005661	sp|Q80Z64|NANOG_MOUSE	tr|A0A6P6IIE0|A0A6P6IIE0_PUMCO
OG0005662	sp|Q8BIY3|ZC12D_MOUSE	tr|A0A6P6I0Y2|A0A6P6I0Y2_PUMCO
OG0005663	sp|Q8BK03|MIGA2_MOUSE	tr|A0A6P6GWM9|A0A6P6GWM9_PUMCO
OG0005664	sp|Q8BP74|PSTK_MOUSE	tr|A0A6P6HER9|A0A6P6HER9_PUMCO
OG0005665	sp|Q8BWM0|PGES2_MOUSE	tr|A0A6P6H1J2|A0A6P6H1J2_PUMCO
OG0005666	sp|Q8BZW8|NHLC2_MOUSE	tr|A0A6P6HES8|A0A6P6HES8_PUMCO
OG0005667	sp|Q8C5T8|CC113_MOUSE	tr|A0A6P6HMJ1|A0A6P6HMJ1_PUMCO
OG0005668	sp|Q8R0A7|K0513_MOUSE	tr|A0A6P6HLI2|A0A6P6HLI2_PUMCO
OG0005669	sp|Q8VCR3|TM242_MOUSE	tr|A0A6P6HYV1|A0A6P6HYV1_PUMCO
OG0005670	sp|Q91WJ7|SPS2L_MOUSE	tr|A0A6P6IRA6|A0A6P6IRA6_PUMCO
OG0005671	sp|Q91WS0|CISD1_MOUSE	tr|A0A6P6HEL5|A0A6P6HEL5_PUMCO
OG0005672	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A6P6HJ12|A0A6P6HJ12_PUMCO
OG0005673	sp|Q924Z4|CERS2_MOUSE	tr|A0A6P6IQ72|A0A6P6IQ72_PUMCO
OG0005674	sp|Q99LS0|AUGN_MOUSE	tr|A0A6P6IJ42|A0A6P6IJ42_PUMCO
OG0005675	sp|Q9CWP8|DPOD4_MOUSE	tr|A0A6P6H6F2|A0A6P6H6F2_PUMCO
OG0005676	sp|Q9CXP4|RHG08_MOUSE	tr|A0A6P6I3V0|A0A6P6I3V0_PUMCO
OG0005677	sp|Q9CZ49|KLH35_MOUSE	tr|A0A6P6I921|A0A6P6I921_PUMCO
OG0005678	sp|Q9D581|EFC10_MOUSE	tr|A0A6P6ID01|A0A6P6ID01_PUMCO
OG0005679	sp|Q9D772|F219A_MOUSE	tr|A0A6P6GXR3|A0A6P6GXR3_PUMCO
OG0005680	sp|Q9DA57|SPT25_MOUSE	tr|A0A6P6IJN4|A0A6P6IJN4_PUMCO
OG0005681	sp|Q9DAW9|CNN3_MOUSE	tr|A0A6P6GYV9|A0A6P6GYV9_PUMCO
OG0005682	sp|Q9ER71|RHOJ_MOUSE	tr|A0A6P6HFP5|A0A6P6HFP5_PUMCO
OG0005683	sp|Q9ERS4|PKHA3_MOUSE	tr|A0A6P6IDL2|A0A6P6IDL2_PUMCO
OG0005684	sp|Q9ESP1|SDF2L_MOUSE	tr|A0A6P6IMN4|A0A6P6IMN4_PUMCO
OG0005685	sp|Q9R0Z9|RHG07_MOUSE	tr|A0A6P6IL49|A0A6P6IL49_PUMCO
OG0005686	sp|Q9WUL8|CITE4_MOUSE	tr|A0A6P6GYP0|A0A6P6GYP0_PUMCO
OG0005687	sp|Q9Z0H7|BCL10_MOUSE	tr|A0A6P6IRU8|A0A6P6IRU8_PUMCO
OG0005688	sp|Q9Z131|3BP5_MOUSE	tr|A0A6P6H0I0|A0A6P6H0I0_PUMCO
OG0005689	sp|Q9Z1R3|APOM_MOUSE	tr|A0A6P6HBD0|A0A6P6HBD0_PUMCO
OG0005690	sp|A2A6A1|GPTC8_MOUSE	tr|A0A6P6HBR1|A0A6P6HBR1_PUMCO
OG0005691	sp|A2AUC9|KLH41_MOUSE	tr|A0A6P6GY82|A0A6P6GY82_PUMCO
OG0005692	sp|A4Q9F1|TTLL8_MOUSE	tr|A0A6P6I2M7|A0A6P6I2M7_PUMCO
OG0005693	sp|B1AX39|ZCHC7_MOUSE	tr|A0A6P6GZ70|A0A6P6GZ70_PUMCO
OG0005694	tr|B9EJP9|B9EJP9_MOUSE	tr|A0A6P6HUX3|A0A6P6HUX3_PUMCO
OG0005695	tr|E9Q050|E9Q050_MOUSE	tr|A0A6P6H5U3|A0A6P6H5U3_PUMCO
OG0005696	sp|F7BWT7|TSN15_MOUSE	tr|A0A6P6HES4|A0A6P6HES4_PUMCO
OG0005697	tr|F7C950|F7C950_MOUSE	tr|A0A6P6HCA5|A0A6P6HCA5_PUMCO
OG0005698	sp|O08917|FLOT1_MOUSE	tr|A0A6P6HC94|A0A6P6HC94_PUMCO
OG0005699	sp|O35083|PLCA_MOUSE	tr|A0A6P6HBC0|A0A6P6HBC0_PUMCO
OG0005700	sp|O35125|LRC23_MOUSE	tr|A0A6P6ICX2|A0A6P6ICX2_PUMCO
OG0005701	sp|O35864|CSN5_MOUSE	tr|A0A6P6HR53|A0A6P6HR53_PUMCO
OG0005702	sp|O35955|PSB10_MOUSE	tr|A0A6P6HKY9|A0A6P6HKY9_PUMCO
OG0005703	sp|O70201|BIRC5_MOUSE	tr|A0A6P6I5B1|A0A6P6I5B1_PUMCO
OG0005704	sp|P35821|PTN1_MOUSE	tr|A0A6P6IHN4|A0A6P6IHN4_PUMCO
OG0005705	sp|P81615|UCN1_MOUSE	tr|A0A6P6I4N6|A0A6P6I4N6_PUMCO
OG0005706	sp|P86046|KCJ13_MOUSE	tr|A0A6P6INV5|A0A6P6INV5_PUMCO
OG0005707	sp|Q14BX2|PRS55_MOUSE	tr|A0A6P6HS35|A0A6P6HS35_PUMCO
OG0005708	sp|Q14DK4|GPAT2_MOUSE	tr|A0A6P6I4H3|A0A6P6I4H3_PUMCO
OG0005709	sp|Q2TL60|ZN667_MOUSE	tr|A0A6P6H3W6|A0A6P6H3W6_PUMCO
OG0005710	sp|Q3TUL7|DCA17_MOUSE	tr|A0A6P6IA02|A0A6P6IA02_PUMCO
OG0005712	sp|Q5SUR0|PUR4_MOUSE	tr|A0A6P6HL54|A0A6P6HL54_PUMCO
OG0005713	sp|Q5SWD9|TSR1_MOUSE	tr|A0A6P6HEU2|A0A6P6HEU2_PUMCO
OG0005714	sp|Q61017|GBGT2_MOUSE	tr|A0A6P6HC25|A0A6P6HC25_PUMCO
OG0005715	tr|Q7TS30|Q7TS30_MOUSE	tr|A0A6P6HJM3|A0A6P6HJM3_PUMCO
OG0005716	sp|Q80T14|FRAS1_MOUSE	tr|A0A6P6HQ60|A0A6P6HQ60_PUMCO
OG0005717	sp|Q80TF6|STAR9_MOUSE	tr|A0A6P6HI50|A0A6P6HI50_PUMCO
OG0005718	sp|Q80UC6|GPR62_MOUSE	tr|A0A6P6HA10|A0A6P6HA10_PUMCO
OG0005719	sp|Q8BHA9|PXYP1_MOUSE	tr|A0A6P6H1Y3|A0A6P6H1Y3_PUMCO
OG0005720	sp|Q8BHN1|TXLNG_MOUSE	tr|A0A6P6IQF0|A0A6P6IQF0_PUMCO
OG0005721	sp|Q8BMA5|NPAT_MOUSE	tr|A0A6P6IAK6|A0A6P6IAK6_PUMCO
OG0005722	tr|Q8BUW1|Q8BUW1_MOUSE	tr|A0A6P6HHI9|A0A6P6HHI9_PUMCO
OG0005723	sp|Q8BV42|ZN786_MOUSE	tr|A0A6P6IDF9|A0A6P6IDF9_PUMCO
OG0005724	sp|Q8BX05|GLPK5_MOUSE	tr|A0A6P6H164|A0A6P6H164_PUMCO
OG0005725	sp|Q8C5W0|CLMN_MOUSE	tr|A0A6P6HIL7|A0A6P6HIL7_PUMCO
OG0005726	sp|Q8CCN1|NAL10_MOUSE	tr|A0A6P6I9V9|A0A6P6I9V9_PUMCO
OG0005727	sp|Q8CIE2|ZMIZ2_MOUSE	tr|A0A6P6HT01|A0A6P6HT01_PUMCO
OG0005728	sp|Q8K2Y0|OBI1_MOUSE	tr|A0A6P6HZY2|A0A6P6HZY2_PUMCO
OG0005729	sp|Q8K3W0|BABA2_MOUSE	tr|A0A6P6I493|A0A6P6I493_PUMCO
OG0005730	sp|Q8R448|OTOSP_MOUSE	tr|A0A6P6GYS3|A0A6P6GYS3_PUMCO
OG0005731	tr|Q8VGX9|Q8VGX9_MOUSE	tr|A0A6P6I9L5|A0A6P6I9L5_PUMCO
OG0005732	sp|Q91WD9|SEGN_MOUSE	tr|A0A6P6HBQ4|A0A6P6HBQ4_PUMCO
OG0005733	sp|Q91YE7|RBM5_MOUSE	tr|A0A6P6H806|A0A6P6H806_PUMCO
OG0005734	sp|Q9CXC9|ETV5_MOUSE	tr|A0A6P6H084|A0A6P6H084_PUMCO
OG0005735	sp|Q9D0B8|RIBC1_MOUSE	tr|A0A6P6IRY2|A0A6P6IRY2_PUMCO
OG0005736	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A6P6I9A2|A0A6P6I9A2_PUMCO
OG0005737	sp|Q9D9M4|PDZD9_MOUSE	tr|A0A6P6HA74|A0A6P6HA74_PUMCO
OG0005738	sp|Q9DBF7|CWC25_MOUSE	tr|A0A6P6HDN5|A0A6P6HDN5_PUMCO
OG0005739	sp|Q9ESJ1|CABL1_MOUSE	tr|A0A6P6IJ39|A0A6P6IJ39_PUMCO
OG0005740	sp|Q9Z0P7|SUFU_MOUSE	tr|A0A6P6HE63|A0A6P6HE63_PUMCO
OG0005741	tr|A0A571BE33|A0A571BE33_MOUSE	tr|A0A6P6IK15|A0A6P6IK15_PUMCO
OG0005742	sp|A2A9G7|SHL2A_MOUSE	tr|A0A6P6GZ28|A0A6P6GZ28_PUMCO
OG0005743	tr|D3YTP3|D3YTP3_MOUSE	tr|A0A6P6HY26|A0A6P6HY26_PUMCO
OG0005744	tr|D3Z0K6|D3Z0K6_MOUSE	tr|A0A6P6ICU9|A0A6P6ICU9_PUMCO
OG0005745	sp|E1U8D0|SOGA1_MOUSE	tr|A0A6P6IJQ3|A0A6P6IJQ3_PUMCO
OG0005746	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A6P6HQV5|A0A6P6HQV5_PUMCO
OG0005747	sp|O54851|CXD2_MOUSE	tr|A0A6P6HJA8|A0A6P6HJA8_PUMCO
OG0005748	sp|O89109|KCNN4_MOUSE	tr|A0A6P6H5Q1|A0A6P6H5Q1_PUMCO
OG0005749	sp|P35991|BTK_MOUSE	tr|A0A6P6IPK7|A0A6P6IPK7_PUMCO
OG0005750	sp|P48997|INVO_MOUSE	tr|A0A6P6GYL3|A0A6P6GYL3_PUMCO
OG0005751	sp|P51906|EAA3_MOUSE	tr|A0A6P6IHN2|A0A6P6IHN2_PUMCO
OG0005752	sp|P70352|NAR5_MOUSE	tr|A0A6P6I972|A0A6P6I972_PUMCO
OG0005753	sp|P97329|KI20A_MOUSE	tr|A0A6P6HV71|A0A6P6HV71_PUMCO
OG0005754	sp|Q00731|VEGFA_MOUSE	tr|A0A6P6I1D2|A0A6P6I1D2_PUMCO
OG0005755	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A6P6HWU5|A0A6P6HWU5_PUMCO
OG0005756	sp|Q3UHX9|CI114_MOUSE	tr|A0A6P6H1J7|A0A6P6H1J7_PUMCO
OG0005757	sp|Q3UIW8|RN224_MOUSE	tr|A0A6P6HVC5|A0A6P6HVC5_PUMCO
OG0005758	sp|Q3UJF0|GPR55_MOUSE	tr|A0A6P6GY54|A0A6P6GY54_PUMCO
OG0005759	sp|Q3UW41|WFDC9_MOUSE	tr|A0A6P6IJL1|A0A6P6IJL1_PUMCO
OG0005760	sp|Q5DU28|PCX2_MOUSE	tr|A0A6P6H4Z2|A0A6P6H4Z2_PUMCO
OG0005761	sp|Q5EE38|ACD_MOUSE	tr|A0A6P6HL50|A0A6P6HL50_PUMCO
OG0005762	sp|Q5H8C4|VP13A_MOUSE	tr|A0A6P6IGM5|A0A6P6IGM5_PUMCO
OG0005763	sp|Q64010|CRK_MOUSE	tr|A0A6P6HD53|A0A6P6HD53_PUMCO
OG0005764	sp|Q6P5G3|MBTD1_MOUSE	tr|A0A6P6HBR9|A0A6P6HBR9_PUMCO
OG0005765	sp|Q7TT79|MCPH1_MOUSE	tr|A0A6P6IKS6|A0A6P6IKS6_PUMCO
OG0005766	sp|Q80U40|RIMB2_MOUSE	tr|A0A6P6HF70|A0A6P6HF70_PUMCO
OG0005767	sp|Q810S2|CB074_MOUSE	tr|A0A6P6IL72|A0A6P6IL72_PUMCO
OG0005768	sp|Q8BGA7|INT15_MOUSE	tr|A0A6P6HSY3|A0A6P6HSY3_PUMCO
OG0005769	sp|Q8BJ05|ZC3HE_MOUSE	tr|A0A6P6HHB2|A0A6P6HHB2_PUMCO
OG0005770	sp|Q8BKK4|PPR1C_MOUSE	tr|A0A6P6IVV8|A0A6P6IVV8_PUMCO
OG0005771	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A6P6HVH3|A0A6P6HVH3_PUMCO
OG0005772	sp|Q8C4H2|SAMD3_MOUSE	tr|A0A6P6I0K0|A0A6P6I0K0_PUMCO
OG0005773	sp|Q8C6Y6|ASB14_MOUSE	tr|A0A6P6H9B1|A0A6P6H9B1_PUMCO
OG0005774	sp|Q8C7B6|FXL22_MOUSE	tr|A0A6P6HK57|A0A6P6HK57_PUMCO
OG0005775	sp|Q8K207|CA021_MOUSE	tr|A0A6P6HML0|A0A6P6HML0_PUMCO
OG0005776	sp|Q8QZX0|SBK1_MOUSE	tr|A0A6P6HKG6|A0A6P6HKG6_PUMCO
OG0005777	sp|Q8R4N0|CLYBL_MOUSE	tr|A0A6P6HXJ9|A0A6P6HXJ9_PUMCO
OG0005778	sp|Q8VD57|SFT2B_MOUSE	tr|A0A6P6I240|A0A6P6I240_PUMCO
OG0005779	sp|Q8VHJ7|PRGC2_MOUSE	tr|A0A6P6HUP5|A0A6P6HUP5_PUMCO
OG0005780	sp|Q91YN1|F118A_MOUSE	tr|A0A6P6I3Y4|A0A6P6I3Y4_PUMCO
OG0005781	sp|Q91ZK4|DMBX1_MOUSE	tr|A0A6P6GVH6|A0A6P6GVH6_PUMCO
OG0005782	sp|Q921S7|RM37_MOUSE	tr|A0A6P6IRK4|A0A6P6IRK4_PUMCO
OG0005783	sp|Q922G2|FA76A_MOUSE	tr|A0A6P6I0U9|A0A6P6I0U9_PUMCO
OG0005784	sp|Q923B1|DBR1_MOUSE	tr|A0A6P6H2T8|A0A6P6H2T8_PUMCO
OG0005785	sp|Q99LP6|GRPE1_MOUSE	tr|A0A6P6HNT3|A0A6P6HNT3_PUMCO
OG0005786	sp|Q99N13|HDAC9_MOUSE	tr|A0A6P6IAL8|A0A6P6IAL8_PUMCO
OG0005787	sp|Q9CUX1|P52K_MOUSE	tr|A0A6P6IA96|A0A6P6IA96_PUMCO
OG0005788	sp|Q9D394|RUFY3_MOUSE	tr|A0A6P6HN33|A0A6P6HN33_PUMCO
OG0005790	sp|Q9D808|KCNE2_MOUSE	tr|A0A6P6H2P8|A0A6P6H2P8_PUMCO
OG0005791	sp|Q9JHR9|NRIP2_MOUSE	tr|A0A6P6IEW4|A0A6P6IEW4_PUMCO
OG0005792	sp|Q9JHX3|IL21R_MOUSE	tr|A0A6P6HKN1|A0A6P6HKN1_PUMCO
OG0005793	sp|Q9JJA2|COG8_MOUSE	tr|A0A6P6HKX7|A0A6P6HKX7_PUMCO
OG0005794	sp|Q9QXY9|PEX3_MOUSE	tr|A0A6P6I021|A0A6P6I021_PUMCO
OG0005795	sp|Q9QYS9|QKI_MOUSE	tr|A0A6P6HZ83|A0A6P6HZ83_PUMCO
OG0005796	tr|E9Q3M9|E9Q3M9_MOUSE	tr|A0A6P6IL56|A0A6P6IL56_PUMCO
OG0005797	tr|E9Q9B3|E9Q9B3_MOUSE	tr|A0A6P6IDM0|A0A6P6IDM0_PUMCO
OG0005798	tr|G3UW87|G3UW87_MOUSE	tr|A0A6P6HD28|A0A6P6HD28_PUMCO
OG0005799	sp|G5E8K6|MOT6_MOUSE	tr|A0A6P6I5E0|A0A6P6I5E0_PUMCO
OG0005800	sp|O35682|MYADM_MOUSE	tr|A0A6P6H3X9|A0A6P6H3X9_PUMCO
OG0005801	sp|P09793|CTLA4_MOUSE	tr|A0A6P6IRG9|A0A6P6IRG9_PUMCO
OG0005802	sp|P15037|ETS2_MOUSE	tr|A0A6P6GZY1|A0A6P6GZY1_PUMCO
OG0005803	sp|P21981|TGM2_MOUSE	tr|A0A6P6IJP0|A0A6P6IJP0_PUMCO
OG0005804	sp|P33435|MMP13_MOUSE	tr|A0A6P6I9X4|A0A6P6I9X4_PUMCO
OG0005805	sp|P55099|TKNK_MOUSE	tr|A0A6P6I3Y8|A0A6P6I3Y8_PUMCO
OG0005806	sp|P62342|SELT_MOUSE	tr|A0A6P6H0W6|A0A6P6H0W6_PUMCO
OG0005807	sp|P98086|C1QA_MOUSE	tr|A0A6P6I038|A0A6P6I038_PUMCO
OG0005808	sp|Q3TUH1|TAM41_MOUSE	tr|A0A6P6HMT3|A0A6P6HMT3_PUMCO
OG0005809	sp|Q52KE7|CCNL1_MOUSE	tr|A0A6P6GZR1|A0A6P6GZR1_PUMCO
OG0005810	sp|Q5EBG8|CA050_MOUSE	tr|A0A6P6I2M1|A0A6P6I2M1_PUMCO
OG0005811	sp|Q60850|S23A3_MOUSE	tr|A0A6P6ICH5|A0A6P6ICH5_PUMCO
