Orthogroup	Mus_musculus	Myotis_lucifugus
OG0007371	sp|Q9CQF0|RM11_MOUSE	tr|G1P1J3|G1P1J3_MYOLU
OG0007372	sp|Q9CWR2|SMYD3_MOUSE	tr|G1P191|G1P191_MYOLU
OG0007373	sp|Q9D4C9|CLVS1_MOUSE	tr|G1PT21|G1PT21_MYOLU
OG0007374	sp|Q9D742|AP5S1_MOUSE	tr|G1PAZ3|G1PAZ3_MYOLU
OG0007375	sp|Q9D9V4|RSPH9_MOUSE	tr|G1PXL9|G1PXL9_MYOLU
OG0007376	sp|Q9DBY0|FOXP4_MOUSE	tr|G1P1V3|G1P1V3_MYOLU
OG0007377	sp|Q9ES82|POPD2_MOUSE	tr|G1QCI5|G1QCI5_MYOLU
OG0007378	sp|Q9Z140|CPNE6_MOUSE	tr|G1PE34|G1PE34_MYOLU
OG0007379	sp|Q9Z1S8|GAB2_MOUSE	tr|G1PTI9|G1PTI9_MYOLU
OG0007380	tr|A2ABX0|A2ABX0_MOUSE	tr|G1NT44|G1NT44_MYOLU
OG0007381	sp|A2AUU0|METL8_MOUSE	tr|G1PIF0|G1PIF0_MYOLU
OG0007382	sp|B1ARW8|CA122_MOUSE	tr|G1NUH3|G1NUH3_MYOLU
OG0007383	tr|E9PYI4|E9PYI4_MOUSE	tr|G1NXG2|G1NXG2_MYOLU
OG0007384	sp|O35730|RING1_MOUSE	tr|G1Q6U5|G1Q6U5_MYOLU
OG0007385	sp|O55013|TPPC3_MOUSE	tr|G1NX64|G1NX64_MYOLU
OG0007386	sp|O55029|COPB2_MOUSE	tr|G1PSS8|G1PSS8_MYOLU
OG0007387	sp|O70200|AIF1_MOUSE	tr|G1Q9Y8|G1Q9Y8_MYOLU
OG0007388	sp|O70492|SNX3_MOUSE	tr|G1PX31|G1PX31_MYOLU
OG0007389	sp|P0C7A3|MBOA4_MOUSE	tr|G1PSS3|G1PSS3_MYOLU
OG0007390	sp|P18181|CD48_MOUSE	tr|G1PPJ4|G1PPJ4_MYOLU
OG0007391	sp|P20490|FCERB_MOUSE	tr|G1PFX9|G1PFX9_MYOLU
OG0007392	sp|P51912|AAAT_MOUSE	tr|G1P3F8|G1P3F8_MYOLU
OG0007393	sp|P62830|RL23_MOUSE	tr|G1PSV9|G1PSV9_MYOLU
OG0007394	sp|Q07243|MTF1_MOUSE	tr|G1NUH8|G1NUH8_MYOLU
OG0007395	sp|Q08EA8|TM213_MOUSE	tr|G1QB41|G1QB41_MYOLU
OG0007396	sp|Q3LAC4|PREX2_MOUSE	tr|G1NYL3|G1NYL3_MYOLU
OG0007397	sp|Q3UHD3|MTUS2_MOUSE	tr|G1PQF4|G1PQF4_MYOLU
OG0007398	sp|Q4LFA9|SEM3G_MOUSE	tr|G1PS51|G1PS51_MYOLU
OG0007399	sp|Q5M8N4|D39U1_MOUSE	tr|G1PXG4|G1PXG4_MYOLU
OG0007400	sp|Q5S003|SPG17_MOUSE	tr|G1NTX6|G1NTX6_MYOLU
OG0007401	sp|Q60611|SATB1_MOUSE	tr|G1NWI9|G1NWI9_MYOLU
OG0007402	sp|Q61271|ACV1B_MOUSE	tr|G1P2J4|G1P2J4_MYOLU
OG0007403	sp|Q6DYE8|ENPP3_MOUSE	tr|G1PVH5|G1PVH5_MYOLU
OG0007404	sp|Q6KAU8|A16L2_MOUSE	tr|G1NSS9|G1NSS9_MYOLU
OG0007405	sp|Q6NT99|DUS23_MOUSE	tr|G1PTX9|G1PTX9_MYOLU
OG0007406	tr|Q6NVH0|Q6NVH0_MOUSE	tr|G1P1I0|G1P1I0_MYOLU
OG0007407	sp|Q7TNE1|SUCHY_MOUSE	tr|G1P1A7|G1P1A7_MYOLU
OG0007408	sp|Q7TNI7|IL17F_MOUSE	tr|G1NWA2|G1NWA2_MYOLU
OG0007409	sp|Q8BHD0|RB39A_MOUSE	tr|G1QBS2|G1QBS2_MYOLU
OG0007410	sp|Q8BL80|RHG22_MOUSE	tr|G1PDL1|G1PDL1_MYOLU
OG0007411	sp|Q8BMF8|GLDN_MOUSE	tr|G1PEQ6|G1PEQ6_MYOLU
OG0007412	sp|Q8C0L6|PAOX_MOUSE	tr|G1P4K9|G1P4K9_MYOLU
OG0007413	sp|Q8C436|MT21D_MOUSE	tr|G1P003|G1P003_MYOLU
OG0007414	sp|Q8C9V1|TB10C_MOUSE	tr|G1P401|G1P401_MYOLU
OG0007415	sp|Q8CB27|OTU1_MOUSE	tr|G1P966|G1P966_MYOLU
OG0007416	sp|Q8CG76|ARK72_MOUSE	tr|G1NVW8|G1NVW8_MYOLU
OG0007417	sp|Q8CHZ8|LEU7_MOUSE	tr|G1PZE6|G1PZE6_MYOLU
OG0007418	sp|Q8K2F3|DEPP1_MOUSE	tr|G1QBQ9|G1QBQ9_MYOLU
OG0007419	sp|Q8QZX2|HAUS3_MOUSE	tr|G1Q134|G1Q134_MYOLU
OG0007420	sp|Q8R1B8|RORB_MOUSE	tr|G1P710|G1P710_MYOLU
OG0007421	sp|Q8VHC5|CABP4_MOUSE	tr|L7N181|L7N181_MYOLU
OG0007422	sp|Q91YD6|VILL_MOUSE	tr|G1PFU1|G1PFU1_MYOLU
OG0007423	sp|Q99KP6|PRP19_MOUSE	tr|G1PX87|G1PX87_MYOLU
OG0007424	sp|Q99MB2|MTFR1_MOUSE	tr|G1PTR5|G1PTR5_MYOLU
OG0007425	sp|Q9CQD4|CH1B2_MOUSE	tr|G1PZK4|G1PZK4_MYOLU
OG0007426	sp|Q9D083|SPC24_MOUSE	tr|G1PEP5|G1PEP5_MYOLU
OG0007427	sp|Q9D8T4|TV23B_MOUSE	tr|G1NYS0|G1NYS0_MYOLU
OG0007428	sp|Q9D8X1|CUTC_MOUSE	tr|G1PLT5|G1PLT5_MYOLU
OG0007430	sp|Q9ERI2|RB27A_MOUSE	tr|G1PD13|G1PD13_MYOLU
OG0007431	sp|Q9ERR7|SEP15_MOUSE	tr|G1PQH4|G1PQH4_MYOLU
OG0007432	sp|Q9JHZ2|ANKH_MOUSE	tr|G1P455|G1P455_MYOLU
OG0007433	sp|Q9JJA7|CCNL2_MOUSE	tr|G1P246|G1P246_MYOLU
OG0007434	sp|Q9JLV5|CUL3_MOUSE	tr|G1PAS2|G1PAS2_MYOLU
OG0007435	sp|Q9Z0S6|CLD10_MOUSE	tr|G1Q1L5|G1Q1L5_MYOLU
OG0007436	tr|B2RXE2|B2RXE2_MOUSE	tr|G1NUZ7|G1NUZ7_MYOLU
OG0007437	sp|P09838|TDT_MOUSE	tr|G1PDC9|G1PDC9_MYOLU
OG0007438	sp|P14873|MAP1B_MOUSE	tr|G1P4P5|G1P4P5_MYOLU
OG0007439	sp|P16054|KPCE_MOUSE	tr|G1P8G3|G1P8G3_MYOLU
OG0007442	sp|P18527|HVM56_MOUSE	tr|G1PZF7|G1PZF7_MYOLU
OG0007443	sp|P23589|CAH5A_MOUSE	tr|G1PMM7|G1PMM7_MYOLU
OG0007444	sp|P39098|MA1A2_MOUSE	tr|G1PPK4|G1PPK4_MYOLU
OG0007445	sp|P48193|EPB41_MOUSE	tr|G1PQR0|G1PQR0_MYOLU
OG0007446	sp|P54130|FGF9_MOUSE	tr|G1P287|G1P287_MYOLU
OG0007447	sp|Q08624|HXC4_MOUSE	tr|G1PXH9|G1PXH9_MYOLU
OG0007448	sp|Q08775|RUNX2_MOUSE	tr|G1NTH1|G1NTH1_MYOLU
OG0007449	sp|Q3TY60|F131B_MOUSE	tr|G1PRJ9|G1PRJ9_MYOLU
OG0007450	sp|Q504N0|CBPA2_MOUSE	tr|G1PS90|G1PS90_MYOLU
OG0007451	sp|Q505K2|FHI1A_MOUSE	tr|G1PAW6|G1PAW6_MYOLU
OG0007452	sp|Q60739|BAG1_MOUSE	tr|G1PH96|G1PH96_MYOLU
OG0007453	sp|Q640P7|TBCC1_MOUSE	tr|G1P5T9|G1P5T9_MYOLU
OG0007454	sp|Q6A039|TBC12_MOUSE	tr|G1PUT3|G1PUT3_MYOLU
OG0007455	sp|Q6PEM6|GRM2B_MOUSE	tr|G1NZ02|G1NZ02_MYOLU
OG0007456	sp|Q6PFY8|TRI45_MOUSE	tr|G1PNX1|G1PNX1_MYOLU
OG0007457	tr|Q7TNL7|Q7TNL7_MOUSE	tr|G1PBX9|G1PBX9_MYOLU
OG0007458	sp|Q7TNT2|FACR2_MOUSE	tr|G1PQ96|G1PQ96_MYOLU
OG0007459	sp|Q7TPN9|PRR14_MOUSE	tr|G1PDD3|G1PDD3_MYOLU
OG0007460	sp|Q8BGF3|DAA10_MOUSE	tr|G1Q4Q2|G1Q4Q2_MYOLU
OG0007461	sp|Q8BK84|DUS29_MOUSE	tr|G1P9B5|G1P9B5_MYOLU
OG0007462	sp|Q8BU14|SEC62_MOUSE	tr|G1NY48|G1NY48_MYOLU
OG0007463	sp|Q8C0T0|XKR8_MOUSE	tr|G1NSM4|G1NSM4_MYOLU
OG0007464	sp|Q8CG85|MAMC2_MOUSE	tr|G1P9U5|G1P9U5_MYOLU
OG0007465	sp|Q8R3G9|TSN8_MOUSE	tr|G1Q4U9|G1Q4U9_MYOLU
OG0007466	sp|Q8R411|MYCT1_MOUSE	tr|G1PPK5|G1PPK5_MYOLU
OG0007467	sp|Q8VEH6|ZNG1_MOUSE	tr|G1PPX0|G1PPX0_MYOLU
OG0007468	sp|Q8WTY4|CPIN1_MOUSE	tr|G1PT62|G1PT62_MYOLU
OG0007469	sp|Q91ZV4|MOGT1_MOUSE	tr|G1PH27|G1PH27_MYOLU
OG0007470	sp|Q9CPS7|PNO1_MOUSE	tr|G1PGW2|G1PGW2_MYOLU
OG0007471	sp|Q9CY94|PSF3_MOUSE	tr|G1NSZ1|G1NSZ1_MYOLU
OG0007472	sp|Q9CZB0|C560_MOUSE	tr|G1P9Z7|G1P9Z7_MYOLU
OG0007473	sp|Q9D0E5|EFC11_MOUSE	tr|G1PX77|G1PX77_MYOLU
OG0007474	sp|Q9D0Q7|RM45_MOUSE	tr|G1NYU3|G1NYU3_MYOLU
OG0007475	sp|Q9D174|S18L2_MOUSE	tr|G1PLV1|G1PLV1_MYOLU
OG0007476	sp|Q9DB15|RM12_MOUSE	tr|G1NZV1|G1NZV1_MYOLU
OG0007477	sp|Q9ERZ3|ACM3_MOUSE	tr|G1Q9Z8|G1Q9Z8_MYOLU
OG0007478	sp|Q9R257|HEBP1_MOUSE	tr|G1NZJ3|G1NZJ3_MYOLU
OG0007479	sp|Q9Z239|PLM_MOUSE	tr|G1P709|G1P709_MYOLU
OG0007480	sp|D3YZG8|MTD2L_MOUSE	tr|G1NTQ8|G1NTQ8_MYOLU
OG0007481	tr|E9PVC2|E9PVC2_MOUSE	tr|G1PGC6|G1PGC6_MYOLU
OG0007482	sp|O08899|RGS4_MOUSE	tr|G1NW83|G1NW83_MYOLU
OG0007483	sp|P10629|HXC6_MOUSE	tr|G1NTE8|G1NTE8_MYOLU
OG0007484	sp|P11725|OTC_MOUSE	tr|G1PCR1|G1PCR1_MYOLU
OG0007485	sp|P12025|MK_MOUSE	tr|G1Q5Q7|G1Q5Q7_MYOLU
OG0007486	sp|P15655|FGF2_MOUSE	tr|G1Q2C6|G1Q2C6_MYOLU
OG0007487	sp|P27038|AVR2A_MOUSE	tr|G1P750|G1P750_MYOLU
OG0007488	sp|P27545|CERS1_MOUSE	tr|G1PZV1|G1PZV1_MYOLU
OG0007489	sp|P42859|HD_MOUSE	tr|G1P179|G1P179_MYOLU
OG0007490	sp|P49717|MCM4_MOUSE	tr|G1P268|G1P268_MYOLU
OG0007491	sp|P52633|STAT6_MOUSE	tr|G1P7M3|G1P7M3_MYOLU
OG0007492	sp|Q02650|PAX5_MOUSE	tr|G1PL05|G1PL05_MYOLU
OG0007493	sp|Q0GGX2|ZN541_MOUSE	tr|G1P9U9|G1P9U9_MYOLU
OG0007494	sp|Q3THF9|CQ10B_MOUSE	tr|G1NUA5|G1NUA5_MYOLU
OG0007495	sp|Q3U213|SRAC1_MOUSE	tr|G1NT22|G1NT22_MYOLU
OG0007496	sp|Q3UR32|P2RX3_MOUSE	tr|G1P8Q2|G1P8Q2_MYOLU
OG0007497	sp|Q3USQ7|SYN1L_MOUSE	tr|G1P2P1|G1P2P1_MYOLU
OG0007498	sp|Q3V0F0|RIMB3_MOUSE	tr|G1PZK2|G1PZK2_MYOLU
OG0007499	sp|Q4VAA2|CDV3_MOUSE	tr|G1PEN4|G1PEN4_MYOLU
OG0007500	sp|Q569Z6|TR150_MOUSE	tr|G1P720|G1P720_MYOLU
OG0007501	sp|Q5U4D8|SC5A6_MOUSE	tr|G1PX51|G1PX51_MYOLU
OG0007502	sp|Q61880|DMC1_MOUSE	tr|G1PM66|G1PM66_MYOLU
OG0007503	sp|Q62010|OVGP1_MOUSE	tr|G1PKH3|G1PKH3_MYOLU
OG0007504	sp|Q64669|NQO1_MOUSE	tr|G1PPF1|G1PPF1_MYOLU
OG0007505	sp|Q6KAS7|ZN521_MOUSE	tr|G1PDU7|G1PDU7_MYOLU
OG0007506	tr|Q6P9N8|Q6P9N8_MOUSE	tr|G1P3I6|G1P3I6_MYOLU
OG0007507	sp|Q8BG21|FLOWR_MOUSE	tr|G1P328|G1P328_MYOLU
OG0007508	sp|Q8BVI5|STX16_MOUSE	tr|G1Q6U7|G1Q6U7_MYOLU
OG0007509	sp|Q8BX35|TNR27_MOUSE	tr|G1PT74|G1PT74_MYOLU
OG0007510	sp|Q8CDD8|KCD20_MOUSE	tr|G1P8K2|G1P8K2_MYOLU
OG0007511	sp|Q8CDG3|VCIP1_MOUSE	tr|G1PZY1|G1PZY1_MYOLU
OG0007512	sp|Q8CFJ7|S2545_MOUSE	tr|G1P173|G1P173_MYOLU
OG0007513	sp|Q8CGC6|RBM28_MOUSE	tr|G1NXA6|G1NXA6_MYOLU
OG0007514	sp|Q8K2J0|PLCD3_MOUSE	tr|L7N0X5|L7N0X5_MYOLU
OG0007515	sp|Q8R3L5|SO3A1_MOUSE	tr|G1Q9P3|G1Q9P3_MYOLU
OG0007516	sp|Q8R3P2|DTX2_MOUSE	tr|G1P6Q8|G1P6Q8_MYOLU
OG0007517	sp|Q8VE42|ANR49_MOUSE	tr|G1NWV7|G1NWV7_MYOLU
OG0007518	sp|Q91V27|MELPH_MOUSE	tr|G1NTB0|G1NTB0_MYOLU
OG0007519	sp|Q91XD8|S2538_MOUSE	tr|G1QGC4|G1QGC4_MYOLU
OG0007520	sp|Q91YP2|NEUL_MOUSE	tr|G1PSX7|G1PSX7_MYOLU
OG0007521	sp|Q920B9|SP16H_MOUSE	tr|G1PAD7|G1PAD7_MYOLU
OG0007522	sp|Q99JW2|ACY1_MOUSE	tr|G1PRH0|G1PRH0_MYOLU
OG0007523	sp|Q99MX7|T121B_MOUSE	tr|G1QBW8|G1QBW8_MYOLU
OG0007524	sp|Q99N42|TYPH_MOUSE	tr|G1PGF2|G1PGF2_MYOLU
OG0007525	sp|Q9CPR5|RM15_MOUSE	tr|G1NVQ0|G1NVQ0_MYOLU
OG0007526	sp|Q9CQ71|RFA3_MOUSE	tr|G1P976|G1P976_MYOLU
OG0007527	sp|Q9CZX2|CEP89_MOUSE	tr|G1PMF8|G1PMF8_MYOLU
OG0007528	sp|Q9DBX1|RGCC_MOUSE	tr|G1NTW2|G1NTW2_MYOLU
OG0007529	sp|Q9DCC8|TOM20_MOUSE	tr|G1PU30|G1PU30_MYOLU
OG0007530	sp|Q9ER73|ELP4_MOUSE	tr|G1Q9C9|G1Q9C9_MYOLU
OG0007531	tr|Q9ERL0|Q9ERL0_MOUSE	tr|G1PPK3|G1PPK3_MYOLU
OG0007532	tr|Q9R0U9|Q9R0U9_MOUSE	tr|G1PZA9|G1PZA9_MYOLU
OG0007533	sp|Q9WTY1|PDCD7_MOUSE	tr|G1Q851|G1Q851_MYOLU
OG0007534	tr|A0A494BAC1|A0A494BAC1_MOUSE	tr|G1PYW3|G1PYW3_MYOLU
OG0007535	sp|D3Z338|TM262_MOUSE	tr|G1QEY9|G1QEY9_MYOLU
OG0007536	sp|E9Q557|DESP_MOUSE	tr|G1PCP0|G1PCP0_MYOLU
OG0007537	sp|E9Q7E2|ARID2_MOUSE	tr|G1P845|G1P845_MYOLU
OG0007538	sp|O09105|NDF4_MOUSE	tr|G1QA85|G1QA85_MYOLU
OG0007539	sp|O35136|NCAM2_MOUSE	tr|G1NYQ1|G1NYQ1_MYOLU
OG0007540	sp|O35393|EFNB3_MOUSE	tr|G1PYJ3|G1PYJ3_MYOLU
OG0007541	sp|O55042|SYUA_MOUSE	tr|G1QE56|G1QE56_MYOLU
OG0007542	sp|O55188|DMP1_MOUSE	tr|G1P5E5|G1P5E5_MYOLU
OG0007543	sp|O88273|GREM2_MOUSE	tr|G1QAZ6|G1QAZ6_MYOLU
OG0007544	sp|P0C5E4|PTPRQ_MOUSE	tr|G1P680|G1P680_MYOLU
OG0007545	sp|P24622|CRYAA_MOUSE	tr|G1Q3F1|G1Q3F1_MYOLU
OG0007546	sp|P43883|PLIN2_MOUSE	tr|G1PH01|G1PH01_MYOLU
OG0007547	sp|P61329|FGF12_MOUSE	tr|G1PFZ2|G1PFZ2_MYOLU
OG0007548	sp|P70255|NFIC_MOUSE	tr|G1P744|G1P744_MYOLU
OG0007549	sp|P97348|RHOD_MOUSE	tr|G1PIM6|G1PIM6_MYOLU
OG0007550	sp|P97504|BMX_MOUSE	tr|G1PXH6|G1PXH6_MYOLU
OG0007551	sp|Q0VEE6|ZN800_MOUSE	tr|G1PIQ1|G1PIQ1_MYOLU
OG0007552	sp|Q14BU0|UCMA_MOUSE	tr|G1NWR3|G1NWR3_MYOLU
OG0007553	sp|Q3UZZ4|OLFM4_MOUSE	tr|G1PNZ8|G1PNZ8_MYOLU
OG0007554	sp|Q5RKZ7|MOCS1_MOUSE	tr|G1Q3N4|G1Q3N4_MYOLU
OG0007555	sp|Q5SPW0|VPS54_MOUSE	tr|G1NZG6|G1NZG6_MYOLU
OG0007556	sp|Q5SS91|SUN3_MOUSE	tr|G1PE41|G1PE41_MYOLU
OG0007557	sp|Q5SSF7|TET5C_MOUSE	tr|G1PPK8|G1PPK8_MYOLU
OG0007558	sp|Q61586|GPAT1_MOUSE	tr|G1PAY1|G1PAY1_MYOLU
OG0007559	sp|Q64018|GLRA1_MOUSE	tr|G1NVY3|G1NVY3_MYOLU
OG0007560	sp|Q6A044|EREP2_MOUSE	tr|G1PST6|G1PST6_MYOLU
OG0007561	sp|Q6J1H4|UTF1_MOUSE	tr|G1P4G6|G1P4G6_MYOLU
OG0007562	sp|Q6SJE0|GFRAL_MOUSE	tr|G1Q4B5|G1Q4B5_MYOLU
OG0007563	sp|Q7TSP5|VTCN1_MOUSE	tr|G1PNX4|G1PNX4_MYOLU
OG0007564	sp|Q80W68|KIRR1_MOUSE	tr|G1PZ87|G1PZ87_MYOLU
OG0007565	sp|Q8BGM7|AAKG3_MOUSE	tr|G1P1P2|G1P1P2_MYOLU
OG0007566	tr|Q8BQ46|Q8BQ46_MOUSE	tr|G1NYV0|G1NYV0_MYOLU
OG0007567	sp|Q8BTH8|KC1G1_MOUSE	tr|G1PTL2|G1PTL2_MYOLU
OG0007568	sp|Q8BVA2|TM222_MOUSE	tr|G1P1R7|G1P1R7_MYOLU
OG0007569	sp|Q8BVW3|TRI14_MOUSE	tr|G1P3D0|G1P3D0_MYOLU
OG0007570	sp|Q8C119|NDNF_MOUSE	tr|G1P5K7|G1P5K7_MYOLU
OG0007571	sp|Q8C2R7|PIGM_MOUSE	tr|G1NV44|G1NV44_MYOLU
OG0007572	sp|Q8CDC0|SPB13_MOUSE	tr|G1P8R5|G1P8R5_MYOLU
OG0007573	sp|Q8JZR4|EAA5_MOUSE	tr|G1NXU2|G1NXU2_MYOLU
OG0007574	sp|Q8K1T6|LY66E_MOUSE	tr|G1Q8M1|G1Q8M1_MYOLU
OG0007575	sp|Q8K2Z4|CND1_MOUSE	tr|G1PPS2|G1PPS2_MYOLU
OG0007576	sp|Q8K4Q6|NEIL1_MOUSE	tr|G1PE15|G1PE15_MYOLU
OG0007577	sp|Q8VCM4|LIPT_MOUSE	tr|G1PIJ1|G1PIJ1_MYOLU
OG0007578	sp|Q91VS7|MGST1_MOUSE	tr|G1NXN0|G1NXN0_MYOLU
OG0007579	sp|Q91WE1|SNX15_MOUSE	tr|G1PE59|G1PE59_MYOLU
OG0007580	sp|Q91WG3|TRUB2_MOUSE	tr|G1P4C6|G1P4C6_MYOLU
OG0007581	sp|Q921F2|TADBP_MOUSE	tr|G1P208|G1P208_MYOLU
OG0007582	sp|Q99K28|ARFG2_MOUSE	tr|G1Q8T8|G1Q8T8_MYOLU
OG0007583	sp|Q9CQA6|CHCH1_MOUSE	tr|G1QBI2|G1QBI2_MYOLU
OG0007584	sp|Q9CR64|KISHA_MOUSE	tr|G1PCH9|G1PCH9_MYOLU
OG0007585	sp|Q9CWU0|TDR12_MOUSE	tr|G1PGM0|G1PGM0_MYOLU
OG0007586	sp|Q9D2C9|SNPC3_MOUSE	tr|G1PWC9|G1PWC9_MYOLU
OG0007587	sp|Q9D2J7|ANKE1_MOUSE	tr|G1PCP2|G1PCP2_MYOLU
OG0007588	sp|Q9DBG1|CP27A_MOUSE	tr|G1P1N5|G1P1N5_MYOLU
OG0007589	sp|Q9EP82|WDR4_MOUSE	tr|G1P3G7|G1P3G7_MYOLU
OG0007590	sp|Q9EQH3|VPS35_MOUSE	tr|G1PPL9|G1PPL9_MYOLU
OG0007591	sp|Q9JKD8|TBX21_MOUSE	tr|G1PQ93|G1PQ93_MYOLU
OG0007592	sp|Q9JM90|STAP1_MOUSE	tr|G1PVX4|G1PVX4_MYOLU
OG0007593	sp|Q9R1A3|NET3_MOUSE	tr|G1PVJ7|G1PVJ7_MYOLU
OG0007594	sp|Q9Z275|RLBP1_MOUSE	tr|G1Q874|G1Q874_MYOLU
OG0007595	sp|Q9Z2G0|FEM1B_MOUSE	tr|G1PCN0|G1PCN0_MYOLU
OG0007596	sp|A2A259|PK2L1_MOUSE	tr|G1PUU7|G1PUU7_MYOLU
OG0007597	sp|A2AKX3|SETX_MOUSE	tr|G1P3D1|G1P3D1_MYOLU
OG0007598	sp|B2RW88|PRR19_MOUSE	tr|G1PV55|G1PV55_MYOLU
OG0007599	sp|D3YY91|LLR1_MOUSE	tr|G1PNT9|G1PNT9_MYOLU
OG0007600	sp|O09160|FUT1_MOUSE	tr|G1P6T9|G1P6T9_MYOLU
OG0007601	sp|O70578|CCG1_MOUSE	tr|G1PPH7|G1PPH7_MYOLU
OG0007602	sp|P15261|INGR1_MOUSE	tr|G1PBU1|G1PBU1_MYOLU
OG0007603	sp|P15375|MYF6_MOUSE	tr|G1P3K1|G1P3K1_MYOLU
OG0007604	sp|P15620|ZN271_MOUSE	tr|G1PQ76|G1PQ76_MYOLU
OG0007605	sp|P22366|MYD88_MOUSE	tr|G1PIX3|G1PIX3_MYOLU
OG0007606	sp|P30416|FKBP4_MOUSE	tr|G1PFT1|G1PFT1_MYOLU
OG0007607	sp|P49452|CENPC_MOUSE	tr|G1QE22|G1QE22_MYOLU
OG0007608	sp|P50615|BTG3_MOUSE	tr|G1PLV9|G1PLV9_MYOLU
OG0007609	sp|P51162|FABP6_MOUSE	tr|G1NZA8|G1NZA8_MYOLU
OG0007610	sp|P55014|S12A1_MOUSE	tr|G1P7W7|G1P7W7_MYOLU
OG0007611	sp|P59267|ZDHC2_MOUSE	tr|G1NW00|G1NW00_MYOLU
OG0007612	sp|P70245|EBP_MOUSE	tr|G1Q8W1|G1Q8W1_MYOLU
OG0007613	sp|P97399|DSPP_MOUSE	tr|G1Q8Y5|G1Q8Y5_MYOLU
OG0007614	sp|P97814|PPIP1_MOUSE	tr|G1PFY1|G1PFY1_MYOLU
OG0007615	sp|Q01730|RSU1_MOUSE	tr|G1PVL6|G1PVL6_MYOLU
OG0007616	sp|Q32LZ8|PLPL5_MOUSE	tr|G1PL89|G1PL89_MYOLU
OG0007617	sp|Q3U6Q4|PI3R6_MOUSE	tr|G1NVY4|G1NVY4_MYOLU
OG0007618	sp|Q3UHD9|AGAP2_MOUSE	tr|G1PCC8|G1PCC8_MYOLU
OG0007619	sp|Q3UZ18|ICE2_MOUSE	tr|G1NXY6|G1NXY6_MYOLU
OG0007620	sp|Q505F1|NR2C1_MOUSE	tr|G1PT64|G1PT64_MYOLU
OG0007621	sp|Q5SUQ9|CTC1_MOUSE	tr|G1P0M5|G1P0M5_MYOLU
OG0007622	sp|Q60700|M3K12_MOUSE	tr|G1PF07|G1PF07_MYOLU
OG0007623	sp|Q61190|I10R2_MOUSE	tr|G1P5B2|G1P5B2_MYOLU
OG0007624	sp|Q62241|RU1C_MOUSE	tr|G1NXZ0|G1NXZ0_MYOLU
OG0007625	sp|Q68EF8|RPGFL_MOUSE	tr|G1PG76|G1PG76_MYOLU
OG0007626	sp|Q6PFX6|CAD24_MOUSE	tr|G1P3F6|G1P3F6_MYOLU
OG0007627	sp|Q6S5C2|GNPTG_MOUSE	tr|G1PHT3|G1PHT3_MYOLU
OG0007628	sp|Q7TMI3|UHRF2_MOUSE	tr|G1NTF4|G1NTF4_MYOLU
OG0007629	sp|Q80XC6|NRDE2_MOUSE	tr|G1P9E1|G1P9E1_MYOLU
OG0007630	sp|Q8BKT6|TSN12_MOUSE	tr|G1PGK2|G1PGK2_MYOLU
OG0007631	sp|Q8BL65|ABLM2_MOUSE	tr|G1P3J4|G1P3J4_MYOLU
OG0007632	sp|Q8CGB6|TNS2_MOUSE	tr|G1PLW2|G1PLW2_MYOLU
OG0007633	sp|Q91YQ7|RMD5B_MOUSE	tr|G1NZZ9|G1NZZ9_MYOLU
OG0007634	sp|Q924W5|SMC6_MOUSE	tr|G1PQQ5|G1PQQ5_MYOLU
OG0007635	sp|Q99PL5|RRBP1_MOUSE	tr|G1PK11|G1PK11_MYOLU
OG0007636	sp|Q9D9G2|PEBP4_MOUSE	tr|G1NWJ1|G1NWJ1_MYOLU
OG0007637	sp|Q9DBG6|RPN2_MOUSE	tr|G1NXH2|G1NXH2_MYOLU
OG0007638	sp|Q9JHN8|STK19_MOUSE	tr|G1Q749|G1Q749_MYOLU
OG0007639	sp|Q9QYZ8|DKK2_MOUSE	tr|G1NZ36|G1NZ36_MYOLU
OG0007640	sp|Q9QZS3|NUMB_MOUSE	tr|G1PSE9|G1PSE9_MYOLU
OG0007641	sp|Q9Z2C6|UPK1B_MOUSE	tr|G1NYA9|G1NYA9_MYOLU
OG0007642	sp|Q9Z2D6|MECP2_MOUSE	tr|G1PPQ5|G1PPQ5_MYOLU
OG0007643	sp|Q9Z2G6|SE1L1_MOUSE	tr|G1PGS4|G1PGS4_MYOLU
OG0007645	tr|A0A2R8VKG2|A0A2R8VKG2_MOUSE	tr|G1PRB5|G1PRB5_MYOLU
OG0007646	sp|A2A5E6|Z385C_MOUSE	tr|G1PJI2|G1PJI2_MYOLU
OG0007647	sp|E9PVB5|TTC17_MOUSE	tr|G1PN49|G1PN49_MYOLU
OG0007648	tr|G3X8Y1|G3X8Y1_MOUSE	tr|G1PFE3|G1PFE3_MYOLU
OG0007649	tr|G3X904|G3X904_MOUSE	tr|G1P7W0|G1P7W0_MYOLU
OG0007650	sp|O70326|GREM1_MOUSE	tr|G1PZV5|G1PZV5_MYOLU
OG0007651	sp|O70479|BACD2_MOUSE	tr|G1PC21|G1PC21_MYOLU
OG0007652	sp|P19246|NFH_MOUSE	tr|G1PJV6|G1PJV6_MYOLU
OG0007653	sp|P47757|CAPZB_MOUSE	tr|G1PJU6|G1PJU6_MYOLU
OG0007654	sp|P50516|VATA_MOUSE	tr|G1P105|G1P105_MYOLU
OG0007655	sp|P58391|KCNN3_MOUSE	tr|G1NXP9|G1NXP9_MYOLU
