Orthogroup	Mus_musculus	Macaca_nemestrina
OG0005055	sp|Q9D2L1|ARSK_MOUSE	tr|A0A2K6DSS8|A0A2K6DSS8_MACNE
OG0005056	sp|P41242|MATK_MOUSE	tr|A0A2K6DVQ9|A0A2K6DVQ9_MACNE
OG0005057	sp|Q148V8|FA83H_MOUSE	tr|A0A2K6DXT7|A0A2K6DXT7_MACNE
OG0005058	sp|Q91V51|TTLL1_MOUSE	tr|A0A2K6DYM6|A0A2K6DYM6_MACNE
OG0005059	sp|Q9JMA1|UBP14_MOUSE	tr|A0A2K6DZC1|A0A2K6DZC1_MACNE
OG0005060	sp|Q9JHH5|CXL11_MOUSE	tr|A0A2K6E0Z4|A0A2K6E0Z4_MACNE
OG0005061	sp|P10085|MYOD1_MOUSE	tr|A0A2K6E368|A0A2K6E368_MACNE
OG0005062	sp|Q8R5J9|PRAF3_MOUSE	tr|A0A2K6E4E4|A0A2K6E4E4_MACNE
OG0005063	sp|P18406|CCN1_MOUSE	tr|A0A2K6E524|A0A2K6E524_MACNE
OG0005064	sp|P48543|KCNJ9_MOUSE	tr|A0A2K6E7D5|A0A2K6E7D5_MACNE
OG0005065	sp|Q8VD33|SGTB_MOUSE	tr|A0A2K6E7U0|A0A2K6E7U0_MACNE
OG0005066	sp|Q6P539|F222B_MOUSE	tr|A0A2K6E9I1|A0A2K6E9I1_MACNE
OG0005067	sp|Q60870|REEP5_MOUSE	tr|A0A2K6E9S9|A0A2K6E9S9_MACNE
OG0005068	sp|Q8K2Z2|PRP39_MOUSE	tr|A0A2K6EAM4|A0A2K6EAM4_MACNE
OG0005069	tr|A2BGJ5|A2BGJ5_MOUSE	tr|A0A2K6EAM5|A0A2K6EAM5_MACNE
OG0005070	sp|P41139|ID4_MOUSE	tr|A0A2K6ECM8|A0A2K6ECM8_MACNE
OG0005071	sp|P48678|LMNA_MOUSE	tr|A0A2K6ED46|A0A2K6ED46_MACNE
OG0005072	sp|Q99JX4|EIF3M_MOUSE	tr|A0A2K6ANI1|A0A2K6ANI1_MACNE
OG0005073	sp|Q8CDC7|ZBTB9_MOUSE	tr|A0A2K6AP31|A0A2K6AP31_MACNE
OG0005074	sp|Q3UD01|A7L3B_MOUSE	tr|A0A2K6AQI5|A0A2K6AQI5_MACNE
OG0005075	sp|Q8C1W1|VASH1_MOUSE	tr|A0A2K6AUA7|A0A2K6AUA7_MACNE
OG0005076	sp|Q3UJF0|GPR55_MOUSE	tr|A0A2K6AUB6|A0A2K6AUB6_MACNE
OG0005077	sp|Q9JLG4|PK2L2_MOUSE	tr|A0A2K6AUQ9|A0A2K6AUQ9_MACNE
OG0005078	sp|O55013|TPPC3_MOUSE	tr|A0A2K6AVI7|A0A2K6AVI7_MACNE
OG0005079	sp|Q793I8|TIFA_MOUSE	tr|A0A2K6AY01|A0A2K6AY01_MACNE
OG0005080	sp|O08524|TECTB_MOUSE	tr|A0A2K6B291|A0A2K6B291_MACNE
OG0005081	sp|Q9DB26|PHYD1_MOUSE	tr|A0A2K6B3K7|A0A2K6B3K7_MACNE
OG0005082	sp|Q62446|FKBP3_MOUSE	tr|A0A2K6B3L1|A0A2K6B3L1_MACNE
OG0005083	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A2K6B4H4|A0A2K6B4H4_MACNE
OG0005084	sp|Q14BK3|TEX35_MOUSE	tr|A0A2K6B625|A0A2K6B625_MACNE
OG0005085	tr|F8VQG7|F8VQG7_MOUSE	tr|A0A2K6B9X9|A0A2K6B9X9_MACNE
OG0005086	sp|Q8BXN9|TM87A_MOUSE	tr|A0A2K6BDM7|A0A2K6BDM7_MACNE
OG0005087	sp|Q8CEG0|PANX3_MOUSE	tr|A0A2K6BEN2|A0A2K6BEN2_MACNE
OG0005088	sp|Q06186|HBEGF_MOUSE	tr|A0A2K6BF90|A0A2K6BF90_MACNE
OG0005089	sp|Q9D869|CHP2_MOUSE	tr|A0A2K6BHX6|A0A2K6BHX6_MACNE
OG0005090	sp|Q08501|PRLR_MOUSE	tr|A0A2K6BK51|A0A2K6BK51_MACNE
OG0005091	sp|Q3UUG6|TBC24_MOUSE	tr|A0A2K6BKV0|A0A2K6BKV0_MACNE
OG0005092	sp|Q8R2U4|NTM1A_MOUSE	tr|A0A2K6BLS0|A0A2K6BLS0_MACNE
OG0005093	sp|Q8BVE8|NSD2_MOUSE	tr|A0A2K6BMC0|A0A2K6BMC0_MACNE
OG0005094	sp|Q8C6N3|SYT15_MOUSE	tr|A0A2K6BPI9|A0A2K6BPI9_MACNE
OG0005095	sp|Q8BGA9|OXA1L_MOUSE	tr|A0A2K6BS70|A0A2K6BS70_MACNE
OG0005096	sp|Q3UM18|LSG1_MOUSE	tr|A0A2K6BTW0|A0A2K6BTW0_MACNE
OG0005097	sp|E9PYH6|SET1A_MOUSE	tr|A0A2K6C0I5|A0A2K6C0I5_MACNE
OG0005098	sp|Q80US8|MAD3_MOUSE	tr|A0A2K6C0L2|A0A2K6C0L2_MACNE
OG0005099	sp|Q9QXD1|ACOX2_MOUSE	tr|A0A2K6C0N1|A0A2K6C0N1_MACNE
OG0005100	tr|G3X9I0|G3X9I0_MOUSE	tr|A0A2K6C230|A0A2K6C230_MACNE
OG0005101	sp|Q9Z1S3|GRP1_MOUSE	tr|A0A2K6C3G5|A0A2K6C3G5_MACNE
OG0005102	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|A0A2K6C3Q4|A0A2K6C3Q4_MACNE
OG0005103	tr|J3KML0|J3KML0_MOUSE	tr|A0A2K6C5E9|A0A2K6C5E9_MACNE
OG0005104	sp|Q8CJF7|ELYS_MOUSE	tr|A0A2K6C7S7|A0A2K6C7S7_MACNE
OG0005105	sp|Q8R422|CD109_MOUSE	tr|A0A2K6C8K0|A0A2K6C8K0_MACNE
OG0005106	sp|Q6P7F1|MPP4_MOUSE	tr|A0A2K6C9T4|A0A2K6C9T4_MACNE
OG0005107	sp|Q8R1W8|IMPG1_MOUSE	tr|A0A2K6CB37|A0A2K6CB37_MACNE
OG0005108	sp|Q9D1A2|CNDP2_MOUSE	tr|A0A2K6CC46|A0A2K6CC46_MACNE
OG0005109	sp|Q5SYL1|KS6R_MOUSE	tr|A0A2K6CCM2|A0A2K6CCM2_MACNE
OG0005110	sp|Q8BKN5|GCP5_MOUSE	tr|A0A2K6CD52|A0A2K6CD52_MACNE
OG0005111	sp|O09114|PTGDS_MOUSE	tr|A0A2K6CDH7|A0A2K6CDH7_MACNE
OG0005113	sp|P34152|FAK1_MOUSE	tr|A0A2K6CLS8|A0A2K6CLS8_MACNE
OG0005114	sp|Q61189|ICLN_MOUSE	tr|A0A2K6CN69|A0A2K6CN69_MACNE
OG0005115	sp|Q6PGL7|WASC2_MOUSE	tr|A0A2K6CPH9|A0A2K6CPH9_MACNE
OG0005116	sp|Q8R179|KBTB4_MOUSE	tr|A0A2K6CQE4|A0A2K6CQE4_MACNE
OG0005117	sp|Q8VDK3|ELF5_MOUSE	tr|A0A2K6CRP1|A0A2K6CRP1_MACNE
OG0005118	sp|Q9CWS1|RN135_MOUSE	tr|A0A2K6CV57|A0A2K6CV57_MACNE
OG0005119	sp|A2A995|FYB2_MOUSE	tr|A0A2K6CWK4|A0A2K6CWK4_MACNE
OG0005120	sp|Q91WK7|ANR54_MOUSE	tr|A0A2K6CYF6|A0A2K6CYF6_MACNE
OG0005121	sp|Q3TX08|TRM1_MOUSE	tr|A0A2K6CYS9|A0A2K6CYS9_MACNE
OG0005122	tr|B1AUC4|B1AUC4_MOUSE	tr|A0A2K6CYZ8|A0A2K6CYZ8_MACNE
OG0005123	sp|Q91WG8|GLCNE_MOUSE	tr|A0A2K6D0T9|A0A2K6D0T9_MACNE
OG0005124	sp|Q60739|BAG1_MOUSE	tr|A0A2K6D9J8|A0A2K6D9J8_MACNE
OG0005125	sp|Q4VA44|ZN664_MOUSE	tr|A0A2K6DBE8|A0A2K6DBE8_MACNE
OG0005126	sp|P53564|CUX1_MOUSE	tr|A0A2K6DG23|A0A2K6DG23_MACNE
OG0005127	sp|Q8BFZ9|ERLN2_MOUSE	tr|A0A2K6DI51|A0A2K6DI51_MACNE
OG0005128	sp|O08749|DLDH_MOUSE	tr|A0A2K6DLK1|A0A2K6DLK1_MACNE
OG0005129	sp|Q99JB8|PACN3_MOUSE	tr|A0A2K6DLM6|A0A2K6DLM6_MACNE
OG0005130	sp|P62488|RPB7_MOUSE	tr|A0A2K6DLZ9|A0A2K6DLZ9_MACNE
OG0005131	sp|Q0ZCJ7|MASTR_MOUSE	tr|A0A2K6DPJ1|A0A2K6DPJ1_MACNE
OG0005132	tr|F8VPZ3|F8VPZ3_MOUSE	tr|A0A2K6DQG7|A0A2K6DQG7_MACNE
OG0005133	sp|Q7TPD0|INT3_MOUSE	tr|A0A2K6DSN7|A0A2K6DSN7_MACNE
OG0005134	sp|Q8BN21|VRK2_MOUSE	tr|A0A2K6DTE2|A0A2K6DTE2_MACNE
OG0005135	sp|Q99P68|SOST_MOUSE	tr|A0A2K6DUG4|A0A2K6DUG4_MACNE
OG0005136	sp|A0A140LIT1|CC194_MOUSE	tr|A0A2K6DVA6|A0A2K6DVA6_MACNE
OG0005137	sp|Q8C1A3|MTRR_MOUSE	tr|A0A2K6DWF2|A0A2K6DWF2_MACNE
OG0005138	sp|Q3TD16|PACER_MOUSE	tr|A0A2K6DYK8|A0A2K6DYK8_MACNE
OG0005139	sp|Q8BMJ2|SYLC_MOUSE	tr|A0A2K6E3D1|A0A2K6E3D1_MACNE
OG0005140	sp|Q9CQG1|CHAC2_MOUSE	tr|A0A2K6E5C4|A0A2K6E5C4_MACNE
OG0005142	tr|E9Q6K3|E9Q6K3_MOUSE	tr|A0A2K6E989|A0A2K6E989_MACNE
OG0005143	sp|Q8BHG1|NRDC_MOUSE	tr|A0A2K6AM28|A0A2K6AM28_MACNE
OG0005144	sp|Q3TCX3|KHDC4_MOUSE	tr|A0A2K6APK6|A0A2K6APK6_MACNE
OG0005145	sp|Q8BJ48|NAGPA_MOUSE	tr|A0A2K6ARS1|A0A2K6ARS1_MACNE
OG0005146	sp|Q3UHF7|ZEP2_MOUSE	tr|A0A2K6ASD4|A0A2K6ASD4_MACNE
OG0005147	sp|Q9R1Y5|HIC1_MOUSE	tr|A0A2K6AUJ1|A0A2K6AUJ1_MACNE
OG0005148	sp|Q8C9X6|EPC1_MOUSE	tr|A0A2K6B084|A0A2K6B084_MACNE
OG0005149	sp|Q9JKS4|LDB3_MOUSE	tr|A0A2K6B3F3|A0A2K6B3F3_MACNE
OG0005150	sp|Q8BGF3|DAA10_MOUSE	tr|A0A2K6B5I2|A0A2K6B5I2_MACNE
OG0005151	tr|A0A2R8VJU7|A0A2R8VJU7_MOUSE	tr|A0A2K6B7D7|A0A2K6B7D7_MACNE
OG0005152	sp|Q8R1P5|KCNKD_MOUSE	tr|A0A2K6B7E4|A0A2K6B7E4_MACNE
OG0005153	sp|Q7M758|NALDL_MOUSE	tr|A0A2K6B9U8|A0A2K6B9U8_MACNE
OG0005154	sp|Q8VCD5|MED17_MOUSE	tr|A0A2K6BBM0|A0A2K6BBM0_MACNE
OG0005155	sp|P10605|CATB_MOUSE	tr|A0A2K6BDS7|A0A2K6BDS7_MACNE
OG0005156	sp|Q8VC31|CCDC9_MOUSE	tr|A0A2K6BDX5|A0A2K6BDX5_MACNE
OG0005157	sp|Q8BMA5|NPAT_MOUSE	tr|A0A2K6BEG3|A0A2K6BEG3_MACNE
OG0005158	sp|Q1WG82|ZGLP1_MOUSE	tr|A0A2K6BF04|A0A2K6BF04_MACNE
OG0005159	tr|G5E8K1|G5E8K1_MOUSE	tr|A0A2K6BHL1|A0A2K6BHL1_MACNE
OG0005160	sp|Q69ZK6|JHD2C_MOUSE	tr|A0A2K6BIY6|A0A2K6BIY6_MACNE
OG0005161	sp|O54908|DKK1_MOUSE	tr|A0A2K6BK43|A0A2K6BK43_MACNE
OG0005162	sp|Q9D9G2|PEBP4_MOUSE	tr|A0A2K6BNL5|A0A2K6BNL5_MACNE
OG0005163	sp|Q3UC65|RSRP1_MOUSE	tr|A0A2K6BQS8|A0A2K6BQS8_MACNE
OG0005164	sp|Q8BYK8|ZC3H6_MOUSE	tr|A0A2K6BRM7|A0A2K6BRM7_MACNE
OG0005165	sp|O08899|RGS4_MOUSE	tr|A0A2K6BXM7|A0A2K6BXM7_MACNE
OG0005166	sp|Q9DBX6|CP2S1_MOUSE	tr|A0A2K6C486|A0A2K6C486_MACNE
OG0005167	sp|Q3UUQ7|PGAP1_MOUSE	tr|A0A2K6C4A3|A0A2K6C4A3_MACNE
OG0005168	sp|Q9D0U6|MAF1_MOUSE	tr|A0A2K6C4P4|A0A2K6C4P4_MACNE
OG0005169	sp|Q5KU39|VPS41_MOUSE	tr|A0A2K6C4T2|A0A2K6C4T2_MACNE
OG0005170	sp|Q8CF36|F229B_MOUSE	tr|A0A2K6C7Q2|A0A2K6C7Q2_MACNE
OG0005171	sp|P28359|HXD10_MOUSE	tr|A0A2K6C969|A0A2K6C969_MACNE
OG0005172	sp|Q8K019|BCLF1_MOUSE	tr|A0A2K6CP68|A0A2K6CP68_MACNE
OG0005173	sp|Q8BWP5|TTPA_MOUSE	tr|A0A2K6CQ30|A0A2K6CQ30_MACNE
OG0005174	sp|Q80Y98|DDHD2_MOUSE	tr|A0A2K6CST6|A0A2K6CST6_MACNE
OG0005175	sp|Q9QYE0|PLAG1_MOUSE	tr|A0A2K6CUH8|A0A2K6CUH8_MACNE
OG0005176	sp|Q62053|PE2R2_MOUSE	tr|A0A2K6CW68|A0A2K6CW68_MACNE
OG0005177	sp|Q8CI08|SLAI2_MOUSE	tr|A0A2K6CYJ1|A0A2K6CYJ1_MACNE
OG0005178	sp|O08696|FOXM1_MOUSE	tr|A0A2K6D6U6|A0A2K6D6U6_MACNE
OG0005179	sp|Q8BM86|LHPL6_MOUSE	tr|A0A2K6D6Z7|A0A2K6D6Z7_MACNE
OG0005180	sp|Q8K4D7|PLCZ1_MOUSE	tr|A0A2K6D9I4|A0A2K6D9I4_MACNE
OG0005181	sp|Q3TY92|MBD6_MOUSE	tr|A0A2K6DAQ6|A0A2K6DAQ6_MACNE
OG0005182	sp|O35448|PPT2_MOUSE	tr|A0A2K6DBF1|A0A2K6DBF1_MACNE
OG0005183	sp|P32233|DRG1_MOUSE	tr|A0A2K6DG24|A0A2K6DG24_MACNE
OG0005184	sp|Q8JZS0|LIN7A_MOUSE	tr|A0A2K6DH40|A0A2K6DH40_MACNE
OG0005185	sp|Q08652|RET2_MOUSE	tr|A0A2K6DHN1|A0A2K6DHN1_MACNE
OG0005186	sp|Q9ER39|TOR1A_MOUSE	tr|A0A2K6DID9|A0A2K6DID9_MACNE
OG0005187	sp|P28654|PGS2_MOUSE	tr|A0A2K6DLC9|A0A2K6DLC9_MACNE
OG0005188	sp|Q8BXJ9|TMM62_MOUSE	tr|A0A2K6DMI2|A0A2K6DMI2_MACNE
OG0005189	sp|Q80TL4|PHF24_MOUSE	tr|A0A2K6DN93|A0A2K6DN93_MACNE
OG0005190	sp|Q9CQI3|GMFB_MOUSE	tr|A0A2K6DPA1|A0A2K6DPA1_MACNE
OG0005191	sp|Q9Z1Q9|SYVC_MOUSE	tr|A0A2K6DQI2|A0A2K6DQI2_MACNE
OG0005192	sp|Q8R310|TMCC3_MOUSE	tr|A0A2K6DUG3|A0A2K6DUG3_MACNE
OG0005193	sp|Q3UJU9|RMD3_MOUSE	tr|A0A2K6DVV3|A0A2K6DVV3_MACNE
OG0005194	sp|Q9ERM2|ICAM4_MOUSE	tr|A0A2K6DZ31|A0A2K6DZ31_MACNE
OG0005195	sp|Q61114|BPIB1_MOUSE	tr|A0A2K6DZI3|A0A2K6DZI3_MACNE
OG0005196	sp|B1AY13|UBP24_MOUSE	tr|A0A2K6E181|A0A2K6E181_MACNE
OG0005197	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A2K6E251|A0A2K6E251_MACNE
OG0005198	tr|A0A0A6YY83|A0A0A6YY83_MOUSE	tr|A0A2K6E7K7|A0A2K6E7K7_MACNE
OG0005199	sp|A2AI05|NDOR1_MOUSE	tr|A0A2K6ALY5|A0A2K6ALY5_MACNE
OG0005200	sp|Q5QD14|TAAR5_MOUSE	tr|A0A2K6ANZ3|A0A2K6ANZ3_MACNE
OG0005201	sp|Q99ML9|RN111_MOUSE	tr|A0A2K6AP19|A0A2K6AP19_MACNE
OG0005202	sp|Q64442|DHSO_MOUSE	tr|A0A2K6ARI4|A0A2K6ARI4_MACNE
OG0005203	sp|P11725|OTC_MOUSE	tr|A0A2K6AUW2|A0A2K6AUW2_MACNE
OG0005204	sp|P35363|5HT2A_MOUSE	tr|A0A2K6AZ63|A0A2K6AZ63_MACNE
OG0005205	sp|Q91WB4|PKHF2_MOUSE	tr|A0A2K6B0W2|A0A2K6B0W2_MACNE
OG0005206	sp|Q8CDV6|CCD63_MOUSE	tr|A0A2K6B4W2|A0A2K6B4W2_MACNE
OG0005207	sp|Q80WQ9|ZBED4_MOUSE	tr|A0A2K6B538|A0A2K6B538_MACNE
OG0005208	sp|Q8R0F6|ILKAP_MOUSE	tr|A0A2K6B8B6|A0A2K6B8B6_MACNE
OG0005209	sp|P12968|IAPP_MOUSE	tr|A0A2K6BC03|A0A2K6BC03_MACNE
OG0005210	sp|Q8CBC4|CNST_MOUSE	tr|A0A2K6BCM7|A0A2K6BCM7_MACNE
OG0005211	sp|Q99KU6|CF089_MOUSE	tr|A0A2K6BD21|A0A2K6BD21_MACNE
OG0005212	sp|A2AEY4|MA7D3_MOUSE	tr|A0A2K6BFK4|A0A2K6BFK4_MACNE
OG0005213	sp|Q9Z0S3|CLD14_MOUSE	tr|A0A2K6BGD0|A0A2K6BGD0_MACNE
OG0005214	sp|Q9D2Q2|TRM44_MOUSE	tr|A0A2K6BJJ6|A0A2K6BJJ6_MACNE
OG0005215	sp|Q7TNK8|ADM2_MOUSE	tr|A0A2K6BL09|A0A2K6BL09_MACNE
OG0005216	sp|P28798|GRN_MOUSE	tr|A0A2K6BNP0|A0A2K6BNP0_MACNE
OG0005217	sp|Q9CZT6|CMS1_MOUSE	tr|A0A2K6BS87|A0A2K6BS87_MACNE
OG0005218	sp|Q3V0P1|CPXCR_MOUSE	tr|A0A2K6BUG5|A0A2K6BUG5_MACNE
OG0005219	sp|Q8BID6|ZBT46_MOUSE	tr|A0A2K6BUK1|A0A2K6BUK1_MACNE
OG0005220	sp|B9EKX1|PTHD4_MOUSE	tr|A0A2K6BXY0|A0A2K6BXY0_MACNE
OG0005221	sp|Q8R516|MIB2_MOUSE	tr|A0A2K6C1R9|A0A2K6C1R9_MACNE
OG0005222	sp|Q8C407|YIPF4_MOUSE	tr|A0A2K6C7H6|A0A2K6C7H6_MACNE
OG0005223	sp|Q9JIG4|PPR3F_MOUSE	tr|A0A2K6C943|A0A2K6C943_MACNE
OG0005224	sp|Q920S3|GATD1_MOUSE	tr|A0A2K6CA00|A0A2K6CA00_MACNE
OG0005225	sp|Q9CQC7|NDUB4_MOUSE	tr|A0A2K6CBS0|A0A2K6CBS0_MACNE
OG0005226	sp|Q61473|SOX17_MOUSE	tr|A0A2K6CCT3|A0A2K6CCT3_MACNE
OG0005227	tr|G3UW63|G3UW63_MOUSE	tr|A0A2K6CDG9|A0A2K6CDG9_MACNE
OG0005228	sp|Q8BGW9|DFB29_MOUSE	tr|A0A2K6CN64|A0A2K6CN64_MACNE
OG0005229	sp|Q80ZA7|FMR1N_MOUSE	tr|A0A2K6CS97|A0A2K6CS97_MACNE
OG0005230	tr|A2ADB2|A2ADB2_MOUSE	tr|A0A2K6CV91|A0A2K6CV91_MACNE
OG0005231	sp|A2AJ77|PRD12_MOUSE	tr|A0A2K6CVC9|A0A2K6CVC9_MACNE
OG0005232	sp|Q9CYC5|DSN1_MOUSE	tr|A0A2K6CYE8|A0A2K6CYE8_MACNE
OG0005233	sp|Q9QYN3|KLK11_MOUSE	tr|A0A2K6D1S4|A0A2K6D1S4_MACNE
OG0005234	sp|Q91WF0|TAZ_MOUSE	tr|A0A2K6D2G3|A0A2K6D2G3_MACNE
OG0005235	sp|Q8CHH5|BICRL_MOUSE	tr|A0A2K6D2T7|A0A2K6D2T7_MACNE
OG0005236	sp|P60330|ESPL1_MOUSE	tr|A0A2K6D5Y9|A0A2K6D5Y9_MACNE
OG0005237	sp|Q9EQK5|MVP_MOUSE	tr|A0A2K6D8H7|A0A2K6D8H7_MACNE
OG0005238	sp|Q9JK88|SPI2_MOUSE	tr|A0A2K6DAP9|A0A2K6DAP9_MACNE
OG0005239	sp|P47802|MTX1_MOUSE	tr|A0A2K6DD04|A0A2K6DD04_MACNE
OG0005240	sp|Q60991|CP7B1_MOUSE	tr|A0A2K6DED5|A0A2K6DED5_MACNE
OG0005241	sp|Q9QYK9|KCC1B_MOUSE	tr|A0A2K6DFZ6|A0A2K6DFZ6_MACNE
OG0005242	sp|Q8BT20|ISK6_MOUSE	tr|A0A2K6DGF0|A0A2K6DGF0_MACNE
OG0005243	sp|Q6NS46|RRP5_MOUSE	tr|A0A2K6DGV7|A0A2K6DGV7_MACNE
OG0005244	sp|Q3U319|BRE1B_MOUSE	tr|A0A2K6DH60|A0A2K6DH60_MACNE
OG0005245	sp|P45952|ACADM_MOUSE	tr|A0A2K6DJ38|A0A2K6DJ38_MACNE
OG0005246	sp|Q66JT5|TPGS2_MOUSE	tr|A0A2K6DJ69|A0A2K6DJ69_MACNE
OG0005247	sp|P20443|ARRS_MOUSE	tr|A0A2K6DK61|A0A2K6DK61_MACNE
OG0005248	sp|Q99ML0|ZMY10_MOUSE	tr|A0A2K6DKS8|A0A2K6DKS8_MACNE
OG0005249	sp|Q8K2B0|SC65_MOUSE	tr|A0A2K6DMV6|A0A2K6DMV6_MACNE
OG0005250	sp|Q9QYH9|TNF14_MOUSE	tr|A0A2K6DNW6|A0A2K6DNW6_MACNE
OG0005251	sp|P97449|AMPN_MOUSE	tr|A0A2K6DW75|A0A2K6DW75_MACNE
OG0005252	sp|Q9D1K2|VATF_MOUSE	tr|A0A2K6DYV5|A0A2K6DYV5_MACNE
OG0005253	sp|P61249|CNCG_MOUSE	tr|A0A2K6E1A3|A0A2K6E1A3_MACNE
OG0005254	sp|Q8CFL8|ZSWM3_MOUSE	tr|A0A2K6E4M3|A0A2K6E4M3_MACNE
OG0005255	tr|E9Q7L6|E9Q7L6_MOUSE	tr|A0A2K6E855|A0A2K6E855_MACNE
OG0005256	sp|B9EJ80|PDZD8_MOUSE	tr|A0A2K6E9V8|A0A2K6E9V8_MACNE
OG0005257	tr|E9Q2N0|E9Q2N0_MOUSE	tr|A0A2K6ECJ3|A0A2K6ECJ3_MACNE
OG0005258	sp|Q9WV35|ABEC2_MOUSE	tr|A0A2K6ED36|A0A2K6ED36_MACNE
OG0005259	sp|P46460|NSF_MOUSE	tr|A0A2K6ALK5|A0A2K6ALK5_MACNE
OG0005260	sp|P26645|MARCS_MOUSE	tr|A0A2K6AM02|A0A2K6AM02_MACNE
OG0005261	sp|Q8R1U2|CGRE1_MOUSE	tr|A0A2K6AQE6|A0A2K6AQE6_MACNE
OG0005262	sp|A2ARS0|ANR63_MOUSE	tr|A0A2K6ARM7|A0A2K6ARM7_MACNE
OG0005263	sp|Q9D711|PIR_MOUSE	tr|A0A2K6ASB6|A0A2K6ASB6_MACNE
OG0005264	sp|Q8JZV4|RBM41_MOUSE	tr|A0A2K6ASP9|A0A2K6ASP9_MACNE
OG0005265	sp|P07903|ERCC1_MOUSE	tr|A0A2K6AUB2|A0A2K6AUB2_MACNE
OG0005266	sp|Q91ZA6|SOCS4_MOUSE	tr|A0A2K6AXN6|A0A2K6AXN6_MACNE
OG0005267	sp|P15530|CD79B_MOUSE	tr|A0A2K6AYD5|A0A2K6AYD5_MACNE
OG0005268	sp|Q499X9|SYMM_MOUSE	tr|A0A2K6AYG6|A0A2K6AYG6_MACNE
OG0005269	sp|Q9CQD6|SARCO_MOUSE	tr|A0A2K6B3F5|A0A2K6B3F5_MACNE
OG0005270	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A2K6B837|A0A2K6B837_MACNE
OG0005271	sp|Q9WTP9|VAX2_MOUSE	tr|A0A2K6BAN5|A0A2K6BAN5_MACNE
OG0005272	sp|Q8R5M2|WNT9A_MOUSE	tr|A0A2K6BBY4|A0A2K6BBY4_MACNE
OG0005273	sp|O08543|EFNA5_MOUSE	tr|A0A2K6BCD8|A0A2K6BCD8_MACNE
OG0005274	sp|Q5SXI5|ZN496_MOUSE	tr|A0A2K6BCE9|A0A2K6BCE9_MACNE
OG0005275	sp|Q9CQ85|TIM22_MOUSE	tr|A0A2K6BCG4|A0A2K6BCG4_MACNE
OG0005276	sp|O09100|GATA2_MOUSE	tr|A0A2K6BE94|A0A2K6BE94_MACNE
OG0005277	sp|Q7TND5|RPF1_MOUSE	tr|A0A2K6BFB6|A0A2K6BFB6_MACNE
OG0005278	sp|Q7TPD1|FBX11_MOUSE	tr|A0A2K6BG70|A0A2K6BG70_MACNE
OG0005279	sp|Q8K296|MTMR3_MOUSE	tr|A0A2K6BGB2|A0A2K6BGB2_MACNE
OG0005280	sp|P0CG14|DERPC_MOUSE	tr|A0A2K6BGQ1|A0A2K6BGQ1_MACNE
OG0005281	sp|Q402B2|WDR93_MOUSE	tr|A0A2K6BK22|A0A2K6BK22_MACNE
OG0005282	sp|Q9QY73|TMM59_MOUSE	tr|A0A2K6BUU0|A0A2K6BUU0_MACNE
OG0005283	sp|Q91W90|TXND5_MOUSE	tr|A0A2K6BYI4|A0A2K6BYI4_MACNE
OG0005284	sp|Q8BWY2|CLC1A_MOUSE	tr|A0A2K6CBX6|A0A2K6CBX6_MACNE
OG0005285	sp|Q3U515|VWCE_MOUSE	tr|A0A2K6CHJ4|A0A2K6CHJ4_MACNE
OG0005286	sp|Q9EPA7|NMNA1_MOUSE	tr|A0A2K6CHS3|A0A2K6CHS3_MACNE
OG0005287	sp|Q91YN9|BAG2_MOUSE	tr|A0A2K6CIS9|A0A2K6CIS9_MACNE
OG0005288	sp|Q8C8N3|VWC2_MOUSE	tr|A0A2K6CKY0|A0A2K6CKY0_MACNE
OG0005289	sp|Q5RJI4|PKDCC_MOUSE	tr|A0A2K6CLJ8|A0A2K6CLJ8_MACNE
OG0005290	sp|Q8K045|PKN3_MOUSE	tr|A0A2K6CNJ1|A0A2K6CNJ1_MACNE
OG0005291	sp|Q9QUL3|PA2GE_MOUSE	tr|A0A2K6CRT9|A0A2K6CRT9_MACNE
OG0005292	sp|Q925I4|TS1R2_MOUSE	tr|A0A2K6CUQ0|A0A2K6CUQ0_MACNE
OG0005293	sp|Q80WQ4|TRM9B_MOUSE	tr|A0A2K6CWQ7|A0A2K6CWQ7_MACNE
OG0005294	sp|Q8BWQ5|DCLK3_MOUSE	tr|A0A2K6CWY0|A0A2K6CWY0_MACNE
OG0005295	sp|O54927|WSB1_MOUSE	tr|A0A2K6CZW0|A0A2K6CZW0_MACNE
OG0005296	sp|P06804|TNFA_MOUSE	tr|A0A2K6CZW2|A0A2K6CZW2_MACNE
OG0005297	sp|Q8C115|PKHH2_MOUSE	tr|A0A2K6D1P6|A0A2K6D1P6_MACNE
OG0005298	sp|Q9R0N9|SYT9_MOUSE	tr|A0A2K6D3W0|A0A2K6D3W0_MACNE
OG0005299	sp|P48299|EDN3_MOUSE	tr|A0A2K6D612|A0A2K6D612_MACNE
OG0005300	sp|Q3U4G0|CDIN1_MOUSE	tr|A0A2K6D7B7|A0A2K6D7B7_MACNE
OG0005301	sp|Q6A0D4|RFTN1_MOUSE	tr|A0A2K6D8S2|A0A2K6D8S2_MACNE
