Orthogroup	Mus_musculus	Tursiops_truncatus
OG0006478	tr|D3YVV3|D3YVV3_MOUSE	tr|A0A6J3PTS5|A0A6J3PTS5_TURTR
OG0006479	sp|E9Q1U1|CC171_MOUSE	tr|A0A6J3RIY1|A0A6J3RIY1_TURTR
OG0006480	tr|E9Q3H4|E9Q3H4_MOUSE	tr|A0A2U4C9D5|A0A2U4C9D5_TURTR
OG0006481	sp|E9Q9F6|CTSRD_MOUSE	tr|A0A6J3R7Q1|A0A6J3R7Q1_TURTR
OG0006482	sp|E9QMW4|CP096_MOUSE	tr|A0A6J3Q1A8|A0A6J3Q1A8_TURTR
OG0006483	tr|H3BJZ2|H3BJZ2_MOUSE	tr|A0A6J3S2Y7|A0A6J3S2Y7_TURTR
OG0006484	sp|O35218|CPSF2_MOUSE	tr|A0A2U4A030|A0A2U4A030_TURTR
OG0006485	sp|O54792|HES2_MOUSE	tr|A0A2U4AZX2|A0A2U4AZX2_TURTR
OG0006486	sp|P12813|NR4A1_MOUSE	tr|A0A6J3S7Q5|A0A6J3S7Q5_TURTR
OG0006487	sp|P20664|PRI1_MOUSE	tr|A0A2U3ZZI7|A0A2U3ZZI7_TURTR
OG0006488	sp|P27577|ETS1_MOUSE	tr|A0A6J3RT00|A0A6J3RT00_TURTR
OG0006489	sp|P53995|APC1_MOUSE	tr|A0A6J3PWJ2|A0A6J3PWJ2_TURTR
OG0006490	sp|P58660|CAR10_MOUSE	tr|A0A6J3S514|A0A6J3S514_TURTR
OG0006491	sp|Q3U0X8|TACT_MOUSE	tr|A0A2U4AD18|A0A2U4AD18_TURTR
OG0006492	sp|Q3UKU4|FA83F_MOUSE	tr|A0A2U4C1C9|A0A2U4C1C9_TURTR
OG0006493	sp|Q3UVL4|VPS51_MOUSE	tr|A0A6J3RQN9|A0A6J3RQN9_TURTR
OG0006494	sp|Q5DTT4|RTL5_MOUSE	tr|A0A6J3QRM4|A0A6J3QRM4_TURTR
OG0006495	sp|Q60949|TBCD1_MOUSE	tr|A0A2U4ASG4|A0A2U4ASG4_TURTR
OG0006496	sp|Q61039|HAND2_MOUSE	tr|A0A2U3V4G6|A0A2U3V4G6_TURTR
OG0006497	sp|Q61321|SIX4_MOUSE	tr|A0A6J3QWV2|A0A6J3QWV2_TURTR
OG0006498	sp|Q62005|ZP1_MOUSE	tr|A0A6J3RTB7|A0A6J3RTB7_TURTR
OG0006499	sp|Q62252|SP17_MOUSE	tr|A0A2U4BVP9|A0A2U4BVP9_TURTR
OG0006500	sp|Q6NSU3|GL8D1_MOUSE	tr|A0A2U4CC55|A0A2U4CC55_TURTR
OG0006501	sp|Q80SX8|PIF1_MOUSE	tr|A0A6J3R0P8|A0A6J3R0P8_TURTR
OG0006502	sp|Q80TI0|ASTRB_MOUSE	tr|A0A6J3RSZ6|A0A6J3RSZ6_TURTR
OG0006503	sp|Q80TM9|NISCH_MOUSE	tr|A0A6J3S2A9|A0A6J3S2A9_TURTR
OG0006504	sp|Q80ZU9|G137A_MOUSE	tr|A0A2U3V9N9|A0A2U3V9N9_TURTR
OG0006505	sp|Q8BGA2|LHPL2_MOUSE	tr|A0A2U4AWJ4|A0A2U4AWJ4_TURTR
OG0006506	sp|Q8BM92|CADH7_MOUSE	tr|A0A2U4BI45|A0A2U4BI45_TURTR
OG0006507	sp|Q8BVR0|BAFL_MOUSE	tr|A0A6J3Q1M1|A0A6J3Q1M1_TURTR
OG0006508	sp|Q8C170|MYO9A_MOUSE	tr|A0A6J3QZ72|A0A6J3QZ72_TURTR
OG0006509	sp|Q8JZM7|CDC73_MOUSE	tr|A0A2U4A548|A0A2U4A548_TURTR
OG0006510	sp|Q8K3F6|KCNQ3_MOUSE	tr|A0A6J3Q9H3|A0A6J3Q9H3_TURTR
OG0006511	sp|Q8K4Q7|CERK1_MOUSE	tr|A0A6J3S407|A0A6J3S407_TURTR
OG0006512	sp|Q8R149|BUD13_MOUSE	tr|A0A2U4BW31|A0A2U4BW31_TURTR
OG0006513	sp|Q8R1T4|S35A3_MOUSE	tr|A0A2U4A1D2|A0A2U4A1D2_TURTR
OG0006514	sp|Q8R2H9|PHOP1_MOUSE	tr|A0A6J3QMN2|A0A6J3QMN2_TURTR
OG0006515	sp|Q8R370|USBP1_MOUSE	tr|A0A2U3V6B3|A0A2U3V6B3_TURTR
OG0006516	sp|Q8R3N1|NOP14_MOUSE	tr|A0A6J3RCG3|A0A6J3RCG3_TURTR
OG0006517	sp|Q8VDV8|MITD1_MOUSE	tr|A0A2U3V9U8|A0A2U3V9U8_TURTR
OG0006518	sp|Q8VEM8|MPCP_MOUSE	tr|A0A6J3S6N5|A0A6J3S6N5_TURTR
OG0006519	tr|Q91Y10|Q91Y10_MOUSE	tr|A0A2U3VAI8|A0A2U3VAI8_TURTR
OG0006520	sp|Q925N1|SFXN4_MOUSE	tr|A0A2U4BR12|A0A2U4BR12_TURTR
OG0006521	sp|Q9CQE3|RT17_MOUSE	tr|A0A2U4A8L6|A0A2U4A8L6_TURTR
OG0006522	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A2U3V4T9|A0A2U3V4T9_TURTR
OG0006523	sp|Q9CZ13|QCR1_MOUSE	tr|A0A6J3S2Q0|A0A6J3S2Q0_TURTR
OG0006524	sp|Q9D0R9|WDR89_MOUSE	tr|A0A2U3V5T4|A0A2U3V5T4_TURTR
OG0006525	sp|Q9D0V8|CINP_MOUSE	tr|A0A2U4CQF5|A0A2U4CQF5_TURTR
OG0006526	sp|Q9D1Z3|ACKMT_MOUSE	tr|A0A2U4CMJ6|A0A2U4CMJ6_TURTR
OG0006527	sp|Q9D4P7|GSTT4_MOUSE	tr|A0A6J3PTC3|A0A6J3PTC3_TURTR
OG0006528	sp|Q9D5D8|CDYL2_MOUSE	tr|A0A6J3QE58|A0A6J3QE58_TURTR
OG0006529	sp|Q9D8M7|PHF10_MOUSE	tr|A0A2U4CNS9|A0A2U4CNS9_TURTR
OG0006530	sp|Q9ERE8|TLRN1_MOUSE	tr|A0A2U3V5E3|A0A2U3V5E3_TURTR
OG0006531	sp|Q9JKD9|ZBT32_MOUSE	tr|A0A2U4BU91|A0A2U4BU91_TURTR
OG0006532	sp|Q9QY15|DDX25_MOUSE	tr|A0A6J3RTA4|A0A6J3RTA4_TURTR
OG0006533	sp|Q9WU40|MAN1_MOUSE	tr|A0A2U4CQX6|A0A2U4CQX6_TURTR
OG0006534	sp|Q9Z1X4|ILF3_MOUSE	tr|A0A6J3R8P9|A0A6J3R8P9_TURTR
OG0006535	sp|Q9Z2C9|MTMR7_MOUSE	tr|A0A6J3QQZ0|A0A6J3QQZ0_TURTR
OG0006536	sp|A2ADZ8|IQCC_MOUSE	tr|A0A6J3PXK2|A0A6J3PXK2_TURTR
OG0006537	sp|A6PWD2|FHAD1_MOUSE	tr|A0A6J3Q999|A0A6J3Q999_TURTR
OG0006538	sp|D3YYM0|OVOL3_MOUSE	tr|A0A2U3V0B3|A0A2U3V0B3_TURTR
OG0006539	sp|D3Z423|R212B_MOUSE	tr|A0A2U4CF89|A0A2U4CF89_TURTR
OG0006540	tr|D4AFX7|D4AFX7_MOUSE	tr|A0A6J3RBR2|A0A6J3RBR2_TURTR
OG0006541	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|A0A2U4B1R5|A0A2U4B1R5_TURTR
OG0006542	sp|O35453|HEPS_MOUSE	tr|A0A6J3QF44|A0A6J3QF44_TURTR
OG0006543	sp|O35486|CRYGS_MOUSE	tr|A0A2U4C8H8|A0A2U4C8H8_TURTR
OG0006544	sp|O70161|PI51C_MOUSE	tr|A0A6J3R7Q5|A0A6J3R7Q5_TURTR
OG0006545	sp|O89100|GRAP2_MOUSE	tr|A0A6J3S4S0|A0A6J3S4S0_TURTR
OG0006546	sp|O89112|LANC1_MOUSE	tr|A0A2U4BMW7|A0A2U4BMW7_TURTR
OG0006547	sp|P10749|IL1B_MOUSE	tr|A0A2U4B011|A0A2U4B011_TURTR
OG0006548	sp|P12970|RL7A_MOUSE	tr|A0A2U4BIM2|A0A2U4BIM2_TURTR
OG0006549	sp|P15379|CD44_MOUSE	tr|A0A2U3V238|A0A2U3V238_TURTR
OG0006550	sp|P23249|MOV10_MOUSE	tr|A0A6J3RSL8|A0A6J3RSL8_TURTR
OG0006551	sp|P32043|HXC5_MOUSE	tr|A0A2U3UYP7|A0A2U3UYP7_TURTR
OG0006552	sp|P35413|GPR3_MOUSE	tr|A0A6J3Q0Q6|A0A6J3Q0Q6_TURTR
OG0006553	sp|P42208|SEPT2_MOUSE	tr|A0A2U4BAU0|A0A2U4BAU0_TURTR
OG0006554	sp|P56394|COX17_MOUSE	tr|A0A2U3V6X8|A0A2U3V6X8_TURTR
OG0006555	sp|P62774|MTPN_MOUSE	tr|A0A2U4CLF2|A0A2U4CLF2_TURTR
OG0006556	sp|P97764|WBP1_MOUSE	tr|A0A2U4BX23|A0A2U4BX23_TURTR
OG0006557	sp|Q05186|RCN1_MOUSE	tr|A0A2U4CEZ2|A0A2U4CEZ2_TURTR
OG0006558	sp|Q3TP92|CNEP1_MOUSE	tr|A0A6J3QN33|A0A6J3QN33_TURTR
OG0006559	sp|Q3TXX3|ZFY27_MOUSE	tr|A0A6J3Q640|A0A6J3Q640_TURTR
OG0006560	sp|Q3U2C5|RN149_MOUSE	tr|A0A6J3PWW2|A0A6J3PWW2_TURTR
OG0006561	sp|Q5SP85|CC85A_MOUSE	tr|A0A6J3PWP1|A0A6J3PWP1_TURTR
OG0006562	sp|Q60976|JERKY_MOUSE	tr|A0A6J3Q865|A0A6J3Q865_TURTR
OG0006563	sp|Q61037|TSC2_MOUSE	tr|A0A6J3PZV8|A0A6J3PZV8_TURTR
OG0006564	sp|Q61125|BKRB1_MOUSE	tr|A0A2U3VAH4|A0A2U3VAH4_TURTR
OG0006565	sp|Q61127|NAB2_MOUSE	tr|A0A6J3S5Y1|A0A6J3S5Y1_TURTR
OG0006566	sp|Q62073|M3K7_MOUSE	tr|A0A2U4AVN0|A0A2U4AVN0_TURTR
OG0006567	sp|Q62415|ASPP1_MOUSE	tr|A0A6J3QWA7|A0A6J3QWA7_TURTR
OG0006568	sp|Q64339|ISG15_MOUSE	tr|A0A6J3QIJ1|A0A6J3QIJ1_TURTR
OG0006569	sp|Q6DID3|SCAF8_MOUSE	tr|A0A6J3S9X2|A0A6J3S9X2_TURTR
OG0006570	sp|Q6ZWS4|CNIH3_MOUSE	tr|A0A6J3QXG5|A0A6J3QXG5_TURTR
OG0006571	sp|Q7TPV2|DZIP3_MOUSE	tr|A0A2U4ABX2|A0A2U4ABX2_TURTR
OG0006572	sp|Q7TQ95|LNP_MOUSE	tr|A0A2U4ACD5|A0A2U4ACD5_TURTR
OG0006573	sp|Q8BII1|PROX2_MOUSE	tr|A0A2U3V6W6|A0A2U3V6W6_TURTR
OG0006574	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A2U4ACR3|A0A2U4ACR3_TURTR
OG0006575	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A6J3R127|A0A6J3R127_TURTR
OG0006576	sp|Q8C2B3|HDAC7_MOUSE	tr|A0A6J3S8L9|A0A6J3S8L9_TURTR
OG0006577	sp|Q8CF25|CS067_MOUSE	tr|A0A6J3R6J6|A0A6J3R6J6_TURTR
OG0006578	sp|Q8CFD5|ERCC8_MOUSE	tr|A0A2U3UYW5|A0A2U3UYW5_TURTR
OG0006579	sp|Q8QZY4|RTBDN_MOUSE	tr|A0A6J3R8G1|A0A6J3R8G1_TURTR
OG0006580	tr|Q91UZ1|Q91UZ1_MOUSE	tr|A0A2U4BUV9|A0A2U4BUV9_TURTR
OG0006581	sp|Q99LC5|ETFA_MOUSE	tr|A0A2U4CK81|A0A2U4CK81_TURTR
OG0006582	sp|Q99M15|PPIP2_MOUSE	tr|A0A2U4BH50|A0A2U4BH50_TURTR
OG0006583	sp|Q99MQ1|BICC1_MOUSE	tr|A0A6J3Q6T4|A0A6J3Q6T4_TURTR
OG0006584	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A2U3V4V0|A0A2U3V4V0_TURTR
OG0006585	sp|Q9EP73|PD1L1_MOUSE	tr|A0A2U3V0G5|A0A2U3V0G5_TURTR
OG0006586	sp|Q9EPW0|INP4A_MOUSE	tr|A0A6J3PV83|A0A6J3PV83_TURTR
OG0006587	sp|Q9ET78|JPH2_MOUSE	tr|A0A6J3Q3W7|A0A6J3Q3W7_TURTR
OG0006588	sp|Q9QZU4|PLAT1_MOUSE	tr|A0A2U4AA66|A0A2U4AA66_TURTR
OG0006589	sp|Q9R088|KITM_MOUSE	tr|A0A6J3QGB1|A0A6J3QGB1_TURTR
OG0006590	sp|Q9Z1W4|GDF11_MOUSE	tr|A0A6J3S667|A0A6J3S667_TURTR
OG0006591	sp|Q9Z2X8|KEAP1_MOUSE	tr|A0A2U4B5X7|A0A2U4B5X7_TURTR
OG0006592	sp|A2AM05|CNTLN_MOUSE	tr|A0A2U4BB73|A0A2U4BB73_TURTR
OG0006593	sp|A2ANX9|ZN711_MOUSE	tr|A0A6J3QTF8|A0A6J3QTF8_TURTR
OG0006594	sp|B9EJ86|OSBL8_MOUSE	tr|A0A2U4CS44|A0A2U4CS44_TURTR
OG0006595	tr|E9Q4M0|E9Q4M0_MOUSE	tr|A0A6J3RA93|A0A6J3RA93_TURTR
OG0006596	sp|G5E8B9|ZBT11_MOUSE	tr|A0A2U4ACB7|A0A2U4ACB7_TURTR
OG0006597	sp|O35382|EXOC4_MOUSE	tr|A0A2U4A8M4|A0A2U4A8M4_TURTR
OG0006598	sp|O35904|PK3CD_MOUSE	tr|A0A6J3QBD9|A0A6J3QBD9_TURTR
OG0006599	sp|O54991|CNTP1_MOUSE	tr|A0A6J3QPI6|A0A6J3QPI6_TURTR
OG0006600	sp|P28662|BRI3_MOUSE	tr|A0A2U4AZJ0|A0A2U4AZJ0_TURTR
OG0006601	sp|P47876|IBP1_MOUSE	tr|A0A2U3V9L2|A0A2U3V9L2_TURTR
OG0006602	sp|P52801|EFNA2_MOUSE	tr|A0A6J3R8Q2|A0A6J3R8Q2_TURTR
OG0006603	sp|P52946|PDX1_MOUSE	tr|A0A2U4BGP7|A0A2U4BGP7_TURTR
OG0006604	sp|P80206|OTX2_MOUSE	tr|A0A6J3R384|A0A6J3R384_TURTR
OG0006605	sp|P82348|SGCG_MOUSE	tr|A0A2U4BFI8|A0A2U4BFI8_TURTR
OG0006606	sp|P97303|BACH2_MOUSE	tr|A0A2U4AVK0|A0A2U4AVK0_TURTR
OG0006607	sp|P97950|RB33A_MOUSE	tr|A0A2U3V7L2|A0A2U3V7L2_TURTR
OG0006608	sp|Q3TCN2|PLBL2_MOUSE	tr|A0A6J3PRV9|A0A6J3PRV9_TURTR
OG0006609	sp|Q3TTJ4|CH048_MOUSE	tr|A0A2U3V9P1|A0A2U3V9P1_TURTR
OG0006610	sp|Q3U2K0|F193B_MOUSE	tr|A0A6J3R4N4|A0A6J3R4N4_TURTR
OG0006611	sp|Q3UQI9|MINY4_MOUSE	tr|A0A6J3RXG4|A0A6J3RXG4_TURTR
OG0006612	sp|Q3UUA0|LHPL7_MOUSE	tr|A0A2U3VAG9|A0A2U3VAG9_TURTR
OG0006613	sp|Q5NCE8|MRS2_MOUSE	tr|A0A2U3V0N9|A0A2U3V0N9_TURTR
OG0006614	sp|Q5U462|CDCP1_MOUSE	tr|A0A2U4CAM2|A0A2U4CAM2_TURTR
OG0006615	sp|Q61420|S35A1_MOUSE	tr|A0A2U3V538|A0A2U3V538_TURTR
OG0006616	sp|Q641K1|CBPC1_MOUSE	tr|A0A2U4BRW3|A0A2U4BRW3_TURTR
OG0006617	sp|Q68EF0|RAB3I_MOUSE	tr|A0A6J3S5F6|A0A6J3S5F6_TURTR
OG0006618	sp|Q6A4J8|UBP7_MOUSE	tr|A0A2U4AU18|A0A2U4AU18_TURTR
OG0006619	sp|Q6PE65|GPT2L_MOUSE	tr|A0A2U4A5B0|A0A2U4A5B0_TURTR
OG0006620	sp|Q6PEB6|PHOCN_MOUSE	tr|A0A2U4BNN9|A0A2U4BNN9_TURTR
OG0006621	sp|Q6UJB9|TM270_MOUSE	tr|A0A2U3UYQ7|A0A2U3UYQ7_TURTR
OG0006622	sp|Q80SZ7|GBG5_MOUSE	tr|A0A2U3V9Q3|A0A2U3V9Q3_TURTR
OG0006623	sp|Q80TY4|ST18_MOUSE	tr|A0A6J3QAM2|A0A6J3QAM2_TURTR
OG0006624	tr|Q80ZQ7|Q80ZQ7_MOUSE	tr|A0A6J3RZC3|A0A6J3RZC3_TURTR
OG0006625	sp|Q80ZU0|ARL5A_MOUSE	tr|A0A2U3V294|A0A2U3V294_TURTR
OG0006626	sp|Q8BH00|AL8A1_MOUSE	tr|A0A2U3V2X1|A0A2U3V2X1_TURTR
OG0006627	sp|Q8BXR5|NALCN_MOUSE	tr|A0A6J3QBN5|A0A6J3QBN5_TURTR
OG0006628	sp|Q8BZT7|PA2G3_MOUSE	tr|A0A6J3PSG4|A0A6J3PSG4_TURTR
OG0006629	sp|Q8CDJ8|STON1_MOUSE	tr|A0A6J3PWL4|A0A6J3PWL4_TURTR
OG0006630	sp|Q8K4Z3|NNRE_MOUSE	tr|A0A2U3UZD2|A0A2U3UZD2_TURTR
OG0006631	sp|Q8VBT1|TXLNB_MOUSE	tr|A0A2U4CPU4|A0A2U4CPU4_TURTR
OG0006632	sp|Q8VC85|LSM1_MOUSE	tr|A0A2U3UZB0|A0A2U3UZB0_TURTR
OG0006633	sp|Q99PR8|HSPB2_MOUSE	tr|A0A6J3RSA2|A0A6J3RSA2_TURTR
OG0006634	sp|Q9CZ15|PSF1_MOUSE	tr|A0A2U4AQ97|A0A2U4AQ97_TURTR
OG0006635	sp|Q9D2X8|CH076_MOUSE	tr|A0A6J3Q8U4|A0A6J3Q8U4_TURTR
OG0006636	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A2U3V412|A0A2U3V412_TURTR
OG0006637	sp|Q9D7S1|TMM54_MOUSE	tr|A0A6J3PWQ3|A0A6J3PWQ3_TURTR
OG0006638	sp|Q9DC60|UBIA1_MOUSE	tr|A0A2U4AZR8|A0A2U4AZR8_TURTR
OG0006639	sp|Q9EPL0|XYLT2_MOUSE	tr|A0A6J3QMF4|A0A6J3QMF4_TURTR
OG0006640	sp|Q9EQR5|LIME1_MOUSE	tr|A0A6J3Q3Z7|A0A6J3Q3Z7_TURTR
OG0006641	sp|Q9ESS2|FGF22_MOUSE	tr|A0A6J3R844|A0A6J3R844_TURTR
OG0006642	sp|Q9JHE3|ASAH2_MOUSE	tr|A0A6J3Q653|A0A6J3Q653_TURTR
OG0006643	sp|Q9JHR7|IDE_MOUSE	tr|A0A2U4BPJ2|A0A2U4BPJ2_TURTR
OG0006644	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A6J3Q3T5|A0A6J3Q3T5_TURTR
OG0006645	sp|Q9Z1F6|CNMD_MOUSE	tr|A0A2U3V0X2|A0A2U3V0X2_TURTR
OG0006646	tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|A0A6J3Q8I9|A0A6J3Q8I9_TURTR
OG0006647	sp|B1ARI9|PRR29_MOUSE	tr|A0A6J3QQ77|A0A6J3QQ77_TURTR
OG0006648	tr|B1AUY3|B1AUY3_MOUSE	tr|A0A6J3QS09|A0A6J3QS09_TURTR
OG0006649	sp|D3YY23|LONF1_MOUSE	tr|A0A2U4A7B9|A0A2U4A7B9_TURTR
OG0006650	sp|D3Z1D3|CEFIP_MOUSE	tr|A0A2U3VAM9|A0A2U3VAM9_TURTR
OG0006651	tr|D3Z4R4|D3Z4R4_MOUSE	tr|A0A2U4BQT2|A0A2U4BQT2_TURTR
OG0006652	sp|O35668|HAP1_MOUSE	tr|A0A6J3QKQ7|A0A6J3QKQ7_TURTR
OG0006653	sp|O35927|CTND2_MOUSE	tr|A0A2U4CMI4|A0A2U4CMI4_TURTR
OG0006654	sp|O35942|NEK2_MOUSE	tr|A0A2U3V0E5|A0A2U3V0E5_TURTR
OG0006655	sp|O70255|MPZL2_MOUSE	tr|A0A2U3V9Z2|A0A2U3V9Z2_TURTR
OG0006656	sp|P0C7L0|WIPF3_MOUSE	tr|A0A2U4ALL6|A0A2U4ALL6_TURTR
OG0006657	sp|P20029|BIP_MOUSE	tr|A0A2U4CHC9|A0A2U4CHC9_TURTR
OG0006658	sp|P28028|BRAF_MOUSE	tr|A0A2U4C6J2|A0A2U4C6J2_TURTR
OG0006659	sp|P28235|CXA4_MOUSE	tr|A0A2U3V8T4|A0A2U3V8T4_TURTR
OG0006660	sp|P49769|PSN1_MOUSE	tr|A0A2U4A8E9|A0A2U4A8E9_TURTR
OG0006661	sp|P54729|NUB1_MOUSE	tr|A0A2U4AY42|A0A2U4AY42_TURTR
OG0006662	sp|P60060|SC61G_MOUSE	tr|A0A2U3V9E5|A0A2U3V9E5_TURTR
OG0006663	sp|P70186|EPYC_MOUSE	tr|A0A2U4CQJ5|A0A2U4CQJ5_TURTR
OG0006664	sp|P84091|AP2M1_MOUSE	tr|A0A6J3RAF2|A0A6J3RAF2_TURTR
OG0006665	sp|P97718|ADA1A_MOUSE	tr|A0A2U3V2C6|A0A2U3V2C6_TURTR
OG0006666	sp|Q3TBN1|TM248_MOUSE	tr|A0A2U4A919|A0A2U4A919_TURTR
OG0006667	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A6J3RUX1|A0A6J3RUX1_TURTR
OG0006668	sp|Q3TXT3|SOSSC_MOUSE	tr|A0A2U3V4Y2|A0A2U3V4Y2_TURTR
OG0006669	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A2U3V3K3|A0A2U3V3K3_TURTR
OG0006670	sp|Q3UHX8|NKX63_MOUSE	tr|A0A6J3QRH3|A0A6J3QRH3_TURTR
OG0006671	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A6J3QS08|A0A6J3QS08_TURTR
OG0006672	sp|Q4QRL3|CC88B_MOUSE	tr|A0A6J3RR56|A0A6J3RR56_TURTR
OG0006673	sp|Q60846|TNR8_MOUSE	tr|A0A6J3Q276|A0A6J3Q276_TURTR
OG0006674	sp|Q61521|EREG_MOUSE	tr|A0A2U4B531|A0A2U4B531_TURTR
OG0006675	sp|Q61712|DNJC1_MOUSE	tr|A0A6J3R103|A0A6J3R103_TURTR
OG0006676	sp|Q6P9Q4|FHOD1_MOUSE	tr|A0A6J3QGD0|A0A6J3QGD0_TURTR
OG0006677	sp|Q6PCX9|TRI37_MOUSE	tr|A0A2U4C686|A0A2U4C686_TURTR
OG0006678	sp|Q7TQG0|ZBTB5_MOUSE	tr|A0A2U4CGK6|A0A2U4CGK6_TURTR
OG0006679	sp|Q80UP8|S20A2_MOUSE	tr|A0A2U4A873|A0A2U4A873_TURTR
OG0006680	sp|Q80X50|UBP2L_MOUSE	tr|A0A2U4A224|A0A2U4A224_TURTR
OG0006681	sp|Q8BH95|ECHM_MOUSE	tr|A0A6J3Q7C2|A0A6J3Q7C2_TURTR
OG0006682	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A2U3V388|A0A2U3V388_TURTR
OG0006683	sp|Q8BL43|RASFA_MOUSE	tr|A0A2U3V931|A0A2U3V931_TURTR
OG0006684	sp|Q8BMC0|LPAR6_MOUSE	tr|A0A2U3V3N4|A0A2U3V3N4_TURTR
OG0006685	sp|Q8BTZ4|APC5_MOUSE	tr|A0A2U4CKM9|A0A2U4CKM9_TURTR
OG0006686	tr|Q8BZ82|Q8BZ82_MOUSE	tr|A0A6J3RXH5|A0A6J3RXH5_TURTR
OG0006687	sp|Q8C008|DZAN1_MOUSE	tr|A0A6J3PZE1|A0A6J3PZE1_TURTR
OG0006688	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A6J3QXA2|A0A6J3QXA2_TURTR
OG0006689	sp|Q8K087|CML2_MOUSE	tr|A0A2U3V429|A0A2U3V429_TURTR
OG0006690	sp|Q8K2C7|OS9_MOUSE	tr|A0A6J3S6W1|A0A6J3S6W1_TURTR
OG0006691	sp|Q8K342|RASF9_MOUSE	tr|A0A2U4A034|A0A2U4A034_TURTR
OG0006692	sp|Q8K4H1|KFA_MOUSE	tr|A0A2U4BMN7|A0A2U4BMN7_TURTR
OG0006693	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A2U4BPS6|A0A2U4BPS6_TURTR
OG0006694	sp|Q8R519|ACMSD_MOUSE	tr|A0A6J3RPC4|A0A6J3RPC4_TURTR
OG0006695	sp|Q8VCR2|DHB13_MOUSE	tr|A0A2U4ANC7|A0A2U4ANC7_TURTR
OG0006696	sp|Q91WU6|ZDHC7_MOUSE	tr|A0A2U4BQY1|A0A2U4BQY1_TURTR
OG0006697	sp|Q9CPV3|RM42_MOUSE	tr|A0A2U4CS93|A0A2U4CS93_TURTR
OG0006698	sp|Q9CR29|CCD43_MOUSE	tr|A0A2U3UYY3|A0A2U3UYY3_TURTR
OG0006699	sp|Q9CWU2|ZDH13_MOUSE	tr|A0A2U4CE27|A0A2U4CE27_TURTR
OG0006700	sp|Q9DBP5|KCY_MOUSE	tr|A0A2U4BJK5|A0A2U4BJK5_TURTR
OG0006701	sp|Q9JHJ5|5HT3B_MOUSE	tr|A0A2U4BWJ1|A0A2U4BWJ1_TURTR
OG0006702	sp|Q9JJB1|T191C_MOUSE	tr|A0A6J3PUZ3|A0A6J3PUZ3_TURTR
OG0006703	sp|Q9QXX3|PA2GX_MOUSE	tr|A0A6J3Q186|A0A6J3Q186_TURTR
OG0006704	sp|Q9QYP6|AZI2_MOUSE	tr|A0A2U4CAN4|A0A2U4CAN4_TURTR
OG0006705	sp|Q9R049|AMFR_MOUSE	tr|A0A2U4BE40|A0A2U4BE40_TURTR
OG0006706	sp|Q9R1Q6|T176B_MOUSE	tr|A0A6J3RXV3|A0A6J3RXV3_TURTR
OG0006707	sp|Q9Z1J1|TF7L1_MOUSE	tr|A0A6J3PVG8|A0A6J3PVG8_TURTR
OG0006708	sp|Q9Z266|SNAPN_MOUSE	tr|A0A2U3V2S8|A0A2U3V2S8_TURTR
OG0006709	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A6J3QH20|A0A6J3QH20_TURTR
OG0006710	sp|O08908|P85B_MOUSE	tr|A0A6J3R4X5|A0A6J3R4X5_TURTR
OG0006711	sp|O88522|NEMO_MOUSE	tr|A0A6J3QTE6|A0A6J3QTE6_TURTR
OG0006712	sp|P08226|APOE_MOUSE	sp|P0DMM1|APOE_TURTR
OG0006713	sp|P23881|TCEA3_MOUSE	tr|A0A6J3Q5K7|A0A6J3Q5K7_TURTR
OG0006714	sp|P34057|RECO_MOUSE	tr|A0A2U3V9I7|A0A2U3V9I7_TURTR
OG0006715	sp|P49615|CDK5_MOUSE	tr|A0A6J3RXR4|A0A6J3RXR4_TURTR
OG0006716	sp|P52793|EFNA1_MOUSE	tr|A0A2U4B878|A0A2U4B878_TURTR
OG0006717	sp|P61202|CSN2_MOUSE	tr|A0A2U3V4P5|A0A2U3V4P5_TURTR
OG0006718	sp|Q00560|IL6RB_MOUSE	tr|A0A2U4AX98|A0A2U4AX98_TURTR
OG0006719	sp|Q3U2S8|HVCN1_MOUSE	tr|A0A2U4CKV6|A0A2U4CKV6_TURTR
OG0006720	sp|Q3UYI5|RGL3_MOUSE	tr|A0A6J3R830|A0A6J3R830_TURTR
OG0006721	sp|Q3V3V9|CARL2_MOUSE	tr|A0A6J3QCR7|A0A6J3QCR7_TURTR
OG0006722	sp|Q60988|STIL_MOUSE	tr|A0A2U4BJM4|A0A2U4BJM4_TURTR
OG0006723	sp|Q6DFW0|CI072_MOUSE	tr|A0A2U3V3N6|A0A2U3V3N6_TURTR
