Orthogroup	Mus_musculus	Myotis_brandtii
OG0004689	sp|Q9DC11|PXDC2_MOUSE	tr|S7MT04|S7MT04_MYOBR
OG0004690	sp|Q9JIL6|GPC5D_MOUSE	tr|S7PCU2|S7PCU2_MYOBR
OG0004691	sp|Q9JKV9|IL20_MOUSE	tr|S7NPB6|S7NPB6_MYOBR
OG0004692	sp|Q9JL99|CLC1B_MOUSE	tr|S7N468|S7N468_MYOBR
OG0004693	sp|Q9QZ09|PHTF1_MOUSE	tr|S7MIK5|S7MIK5_MYOBR
OG0004694	sp|D3Z6Q9|BIN2_MOUSE	tr|S7N9Z4|S7N9Z4_MYOBR
OG0004695	sp|G5E8A8|TEKT5_MOUSE	tr|S7N2B6|S7N2B6_MYOBR
OG0004696	sp|O35182|SMAD6_MOUSE	tr|S7MLP2|S7MLP2_MYOBR
OG0004697	sp|O88811|STAM2_MOUSE	tr|S7MGH2|S7MGH2_MYOBR
OG0004698	sp|P04756|ACHA_MOUSE	tr|S7P3Y9|S7P3Y9_MYOBR
OG0004699	sp|P14685|PSMD3_MOUSE	tr|S7MLI2|S7MLI2_MYOBR
OG0004700	sp|P15327|PMGE_MOUSE	tr|S7MIN6|S7MIN6_MYOBR
OG0004701	sp|P30557|PE2R3_MOUSE	tr|S7PK76|S7PK76_MYOBR
OG0004702	sp|P41158|ELK4_MOUSE	tr|S7NQS9|S7NQS9_MYOBR
OG0004703	sp|P51945|CCNG1_MOUSE	tr|S7N334|S7N334_MYOBR
OG0004704	sp|P56280|TCL1A_MOUSE	tr|S7MD65|S7MD65_MYOBR
OG0004705	sp|P56942|MCH_MOUSE	tr|S7NJF6|S7NJF6_MYOBR
OG0004706	sp|Q3U2S4|OTUD5_MOUSE	tr|S7MQR6|S7MQR6_MYOBR
OG0004707	sp|Q5SVL6|RPGP2_MOUSE	tr|S7MFU4|S7MFU4_MYOBR
OG0004708	sp|Q62227|NR0B2_MOUSE	tr|S7PXG0|S7PXG0_MYOBR
OG0004709	sp|Q64151|SEM4C_MOUSE	tr|S7MLW9|S7MLW9_MYOBR
OG0004710	sp|Q6NZB1|ANM6_MOUSE	tr|S7P869|S7P869_MYOBR
OG0004711	sp|Q80UC8|GP139_MOUSE	tr|S7MKS8|S7MKS8_MYOBR
OG0004712	sp|Q80YT9|RBM11_MOUSE	tr|S7MP69|S7MP69_MYOBR
OG0004713	sp|Q8BGD5|CPT1C_MOUSE	tr|S7NFG0|S7NFG0_MYOBR
OG0004714	sp|Q8BWY2|CLC1A_MOUSE	tr|S7PJ33|S7PJ33_MYOBR
OG0004715	sp|Q8C0C0|ZHX2_MOUSE	tr|S7MD44|S7MD44_MYOBR
OG0004716	sp|Q8K0S9|SNPC1_MOUSE	tr|S7PP10|S7PP10_MYOBR
OG0004717	sp|Q8VCN9|TBCC_MOUSE	tr|S7QFB8|S7QFB8_MYOBR
OG0004718	sp|Q8VE62|PAIP1_MOUSE	tr|S7MNH0|S7MNH0_MYOBR
OG0004720	sp|Q99JI4|PSMD6_MOUSE	tr|S7PPD0|S7PPD0_MYOBR
OG0004721	sp|Q99JU7|BNIPL_MOUSE	tr|S7MVG9|S7MVG9_MYOBR
OG0004722	sp|Q9CWN7|CNO11_MOUSE	tr|S7P5X1|S7P5X1_MYOBR
OG0004723	sp|Q9CZX5|PINX1_MOUSE	tr|S7MJL7|S7MJL7_MYOBR
OG0004724	sp|Q9D0R4|DDX56_MOUSE	tr|S7Q415|S7Q415_MYOBR
OG0004725	sp|Q9D3W5|LRC71_MOUSE	tr|S7MVU3|S7MVU3_MYOBR
OG0004726	sp|Q9DBM0|ABCG8_MOUSE	tr|S7MR64|S7MR64_MYOBR
OG0004727	tr|Q9ER05|Q9ER05_MOUSE	tr|S7PZP9|S7PZP9_MYOBR
OG0004728	sp|Q9JJ59|ABCB9_MOUSE	tr|S7N8U3|S7N8U3_MYOBR
OG0004729	sp|Q9QYC3|BHA15_MOUSE	tr|S7Q538|S7Q538_MYOBR
OG0004730	sp|Q9QYS1|WNT16_MOUSE	tr|S7NSE6|S7NSE6_MYOBR
OG0004731	sp|Q9R059|FHL3_MOUSE	tr|S7N017|S7N017_MYOBR
OG0004732	sp|Q9R207|NBN_MOUSE	tr|S7NGT2|S7NGT2_MYOBR
OG0004733	sp|Q9Z204|HNRPC_MOUSE	tr|S7NJ10|S7NJ10_MYOBR
OG0004734	sp|Q9Z2A5|ATE1_MOUSE	tr|S7NIP8|S7NIP8_MYOBR
OG0004736	sp|A2AMM0|CAVN4_MOUSE	tr|S7N360|S7N360_MYOBR
OG0004737	sp|B9EKX1|PTHD4_MOUSE	tr|S7MWJ1|S7MWJ1_MYOBR
OG0004739	sp|O09112|DUS8_MOUSE	tr|S7NSM2|S7NSM2_MYOBR
OG0004740	sp|O35711|LIPB2_MOUSE	tr|S7N8I4|S7N8I4_MYOBR
OG0004741	sp|O88983|STX8_MOUSE	tr|S7NDU9|S7NDU9_MYOBR
OG0004742	sp|P14094|AT1B1_MOUSE	tr|S7PAB7|S7PAB7_MYOBR
OG0004743	sp|P15806|TFE2_MOUSE	tr|S7MUD0|S7MUD0_MYOBR
OG0004744	sp|P24668|MPRD_MOUSE	tr|S7N9P1|S7N9P1_MYOBR
OG0004745	sp|P33174|KIF4_MOUSE	tr|S7NZG4|S7NZG4_MYOBR
OG0004746	sp|Q06335|APLP2_MOUSE	tr|S7PCW4|S7PCW4_MYOBR
OG0004747	sp|Q3UCV8|OTUL_MOUSE	tr|S7PQC4|S7PQC4_MYOBR
OG0004748	sp|Q61210|ARHG1_MOUSE	tr|S7Q5N5|S7Q5N5_MYOBR
OG0004749	sp|Q61592|GAS6_MOUSE	tr|S7Q1T1|S7Q1T1_MYOBR
OG0004750	sp|Q64455|PTPRJ_MOUSE	tr|S7PQ25|S7PQ25_MYOBR
OG0004751	sp|Q6PAR5|GAPD1_MOUSE	tr|S7Q8I9|S7Q8I9_MYOBR
OG0004752	sp|Q7TN89|RASE_MOUSE	tr|S7NCI7|S7NCI7_MYOBR
OG0004753	sp|Q80TA1|EPT1_MOUSE	tr|S7PQG7|S7PQG7_MYOBR
OG0004754	sp|Q8BGB7|ENOPH_MOUSE	tr|S7MFP9|S7MFP9_MYOBR
OG0004755	sp|Q8BJ51|MFS11_MOUSE	tr|S7NMV9|S7NMV9_MYOBR
OG0004756	sp|Q8BKG3|PTK7_MOUSE	tr|S7P2U7|S7P2U7_MYOBR
OG0004757	sp|Q8C0W1|ANMY1_MOUSE	tr|S7NXS2|S7NXS2_MYOBR
OG0004758	sp|Q8C2S5|FBXL5_MOUSE	tr|S7NCQ5|S7NCQ5_MYOBR
OG0004759	sp|Q8CA71|SHSA4_MOUSE	tr|S7NTV3|S7NTV3_MYOBR
OG0004760	sp|Q8CBC6|LRRN3_MOUSE	tr|S7PYC1|S7PYC1_MYOBR
OG0004761	sp|Q8CCJ3|UFL1_MOUSE	tr|S7PJI3|S7PJI3_MYOBR
OG0004762	sp|Q8CG48|SMC2_MOUSE	tr|S7P156|S7P156_MYOBR
OG0004763	sp|Q8K339|KIN17_MOUSE	tr|S7NS65|S7NS65_MYOBR
OG0004764	sp|Q8R143|PTTG_MOUSE	tr|S7Q3X8|S7Q3X8_MYOBR
OG0004765	sp|Q8R2Y8|PTH2_MOUSE	tr|S7NZ53|S7NZ53_MYOBR
OG0004766	sp|Q925I1|ATAD3_MOUSE	tr|S7N430|S7N430_MYOBR
OG0004767	sp|Q9CPY3|CDCA5_MOUSE	tr|S7MT58|S7MT58_MYOBR
OG0004768	sp|Q9CQ54|NDUC2_MOUSE	tr|S7PJP5|S7PJP5_MYOBR
OG0004769	sp|Q9CQ60|6PGL_MOUSE	tr|S7N5R7|S7N5R7_MYOBR
OG0004770	sp|Q9CQN1|TRAP1_MOUSE	tr|S7PM42|S7PM42_MYOBR
OG0004771	sp|Q9EPL4|METL9_MOUSE	tr|S7N504|S7N504_MYOBR
OG0004772	sp|Q9JHG1|PIGP_MOUSE	tr|S7MKH8|S7MKH8_MYOBR
OG0004773	sp|Q9JIG8|PRAF2_MOUSE	tr|S7MQM8|S7MQM8_MYOBR
OG0004774	sp|Q9JJ28|FLII_MOUSE	tr|S7MZR8|S7MZR8_MYOBR
OG0004775	sp|Q9JLR5|TCF23_MOUSE	tr|S7N7K6|S7N7K6_MYOBR
OG0004776	sp|Q9R1T2|SAE1_MOUSE	tr|S7MDV8|S7MDV8_MYOBR
OG0004777	sp|Q9WTL8|BMAL1_MOUSE	tr|S7NH54|S7NH54_MYOBR
OG0004778	sp|Q9WVM8|AADAT_MOUSE	tr|S7P2G6|S7P2G6_MYOBR
OG0004779	tr|A2A8R0|A2A8R0_MOUSE	tr|S7N6C7|S7N6C7_MYOBR
OG0004780	tr|B2RVE2|B2RVE2_MOUSE	tr|S7MUE8|S7MUE8_MYOBR
OG0004781	sp|O35484|AZIN1_MOUSE	tr|S7NEM6|S7NEM6_MYOBR
OG0004782	sp|O88196|TTC3_MOUSE	tr|S7PAF6|S7PAF6_MYOBR
OG0004783	sp|O89103|C1QR1_MOUSE	tr|S7MF94|S7MF94_MYOBR
OG0004784	sp|P55144|TYRO3_MOUSE	tr|S7MIZ6|S7MIZ6_MYOBR
OG0004785	sp|Q0VEJ0|CEP76_MOUSE	tr|S7MUV7|S7MUV7_MYOBR
OG0004786	sp|Q3UHI4|TMED8_MOUSE	tr|S7P887|S7P887_MYOBR
OG0004787	sp|Q3UMF0|COBL1_MOUSE	tr|S7P727|S7P727_MYOBR
OG0004788	sp|Q58NB6|DHRS9_MOUSE	tr|S7MDH1|S7MDH1_MYOBR
OG0004789	sp|Q5EBI0|S2610_MOUSE	tr|S7Q457|S7Q457_MYOBR
OG0004791	sp|Q69ZF8|MSL2_MOUSE	tr|S7MPC6|S7MPC6_MYOBR
OG0004792	sp|Q6IE82|JADE3_MOUSE	tr|S7PQ77|S7PQ77_MYOBR
OG0004793	sp|Q6PHN9|RAB35_MOUSE	tr|S7MRY4|S7MRY4_MYOBR
OG0004794	sp|Q6PHS6|SNX13_MOUSE	tr|S7N3B1|S7N3B1_MYOBR
OG0004795	sp|Q7TS74|CKP2L_MOUSE	tr|S7Q8Z4|S7Q8Z4_MYOBR
OG0004796	sp|Q8BMT9|HHAT_MOUSE	tr|S7MWF4|S7MWF4_MYOBR
OG0004797	sp|Q8BVP6|LYPD4_MOUSE	tr|S7NPN0|S7NPN0_MYOBR
OG0004798	sp|Q8CI11|GNL3_MOUSE	tr|S7PC49|S7PC49_MYOBR
OG0004799	sp|Q8K411|PREP_MOUSE	tr|S7MYK0|S7MYK0_MYOBR
OG0004800	sp|Q8VCZ6|SGSM3_MOUSE	tr|S7PR45|S7PR45_MYOBR
OG0004801	sp|Q8VE85|PLD3A_MOUSE	tr|S7MXE8|S7MXE8_MYOBR
OG0004802	sp|Q8VEC3|AGRF1_MOUSE	tr|S7MJD8|S7MJD8_MYOBR
OG0004803	sp|Q924H9|DQX1_MOUSE	tr|S7MYG6|S7MYG6_MYOBR
OG0004804	sp|Q924W7|DEN2B_MOUSE	tr|S7PVH6|S7PVH6_MYOBR
OG0004805	sp|Q925S4|IL24_MOUSE	tr|S7Q887|S7Q887_MYOBR
OG0004806	sp|Q99K74|MED24_MOUSE	tr|S7MLF3|S7MLF3_MYOBR
OG0004807	sp|Q9CQ80|VPS25_MOUSE	tr|S7PYH1|S7PYH1_MYOBR
OG0004808	sp|Q9CQF8|RT63_MOUSE	tr|S7NFP6|S7NFP6_MYOBR
OG0004809	sp|Q9CWV1|MCM8_MOUSE	tr|S7N7M6|S7N7M6_MYOBR
OG0004810	sp|Q9D2G2|ODO2_MOUSE	tr|S7Q555|S7Q555_MYOBR
OG0004811	sp|Q9D773|RM02_MOUSE	tr|S7MLT1|S7MLT1_MYOBR
OG0004812	sp|Q9DBG7|SRPRA_MOUSE	tr|S7PQ35|S7PQ35_MYOBR
OG0004813	sp|Q9JLC6|TEF_MOUSE	tr|S7N1L7|S7N1L7_MYOBR
OG0004814	sp|Q9R0Q6|ARC1A_MOUSE	tr|S7N8V6|S7N8V6_MYOBR
OG0004815	sp|Q9R0Q8|CLC4E_MOUSE	tr|S7MNL3|S7MNL3_MYOBR
OG0004816	tr|A0A494B9K2|A0A494B9K2_MOUSE	tr|S7NHJ7|S7NHJ7_MYOBR
OG0004817	tr|A0A494BB10|A0A494BB10_MOUSE	tr|S7MTM0|S7MTM0_MYOBR
OG0004818	sp|D3Z4S3|PTRD1_MOUSE	tr|S7N9Z6|S7N9Z6_MYOBR
OG0004819	tr|G3X952|G3X952_MOUSE	tr|S7PBH5|S7PBH5_MYOBR
OG0004820	sp|O08859|TSG6_MOUSE	tr|S7P706|S7P706_MYOBR
OG0004821	sp|O35385|PPE2_MOUSE	tr|S7P277|S7P277_MYOBR
OG0004822	sp|O88186|GPIX_MOUSE	tr|S7MTI3|S7MTI3_MYOBR
OG0004823	sp|O88839|ADA15_MOUSE	tr|S7MVN9|S7MVN9_MYOBR
OG0004824	sp|P12658|CALB1_MOUSE	tr|S7NGA7|S7NGA7_MYOBR
OG0004825	sp|P25446|TNR6_MOUSE	tr|S7PYV4|S7PYV4_MYOBR
OG0004826	sp|P62488|RPB7_MOUSE	tr|S7MEW6|S7MEW6_MYOBR
OG0004827	sp|Q00288|PAX8_MOUSE	tr|S7P7Z9|S7P7Z9_MYOBR
OG0004828	sp|Q30KN8|DFB25_MOUSE	tr|S7NFI0|S7NFI0_MYOBR
OG0004829	sp|Q3SXC5|ARL14_MOUSE	tr|S7P8E6|S7P8E6_MYOBR
OG0004830	sp|Q3UL36|ARGL1_MOUSE	tr|S7Q6T3|S7Q6T3_MYOBR
OG0004831	sp|Q3URQ0|TEX10_MOUSE	tr|S7N0J5|S7N0J5_MYOBR
OG0004832	sp|Q5XKN4|JAGN1_MOUSE	tr|S7MZN4|S7MZN4_MYOBR
OG0004833	sp|Q61043|NIN_MOUSE	tr|S7PKY3|S7PKY3_MYOBR
OG0004834	sp|Q69ZK6|JHD2C_MOUSE	tr|S7PG95|S7PG95_MYOBR
OG0004835	sp|Q6NV72|WDCP_MOUSE	tr|S7PQJ1|S7PQJ1_MYOBR
OG0004836	sp|Q6P9S1|ATMIN_MOUSE	tr|S7PCE4|S7PCE4_MYOBR
OG0004837	sp|Q76K27|SIAT2_MOUSE	tr|S7MD19|S7MD19_MYOBR
OG0004838	sp|Q80TG1|KANL1_MOUSE	tr|S7MGG0|S7MGG0_MYOBR
OG0004839	sp|Q80W49|CRBG3_MOUSE	tr|S7NG19|S7NG19_MYOBR
OG0004840	sp|Q8BGD9|IF4B_MOUSE	tr|S7PMN3|S7PMN3_MYOBR
OG0004841	sp|Q8BKD6|R144B_MOUSE	tr|S7MJM4|S7MJM4_MYOBR
OG0004842	sp|Q8BY02|NKRF_MOUSE	tr|S7P740|S7P740_MYOBR
OG0004843	sp|Q8C3L1|SSUH2_MOUSE	tr|S7N658|S7N658_MYOBR
OG0004844	sp|Q8R0E5|ZRAS1_MOUSE	tr|S7MMM4|S7MMM4_MYOBR
OG0004845	sp|Q8R316|HBP1_MOUSE	tr|S7MN79|S7MN79_MYOBR
OG0004846	sp|Q99MV7|RNF17_MOUSE	tr|S7Q603|S7Q603_MYOBR
OG0004847	sp|Q9D0K1|PEX13_MOUSE	tr|S7NNA8|S7NNA8_MYOBR
OG0004848	sp|Q9D2C6|RPC8_MOUSE	tr|S7PJB0|S7PJB0_MYOBR
OG0004849	sp|Q9D358|PPAC_MOUSE	tr|S7PKA3|S7PKA3_MYOBR
OG0004850	sp|Q9D3B1|HACD2_MOUSE	tr|S7N7B3|S7N7B3_MYOBR
OG0004851	sp|Q9DBL1|ACDSB_MOUSE	tr|S7Q7I3|S7Q7I3_MYOBR
OG0004852	sp|Q9JKC7|AP4M1_MOUSE	tr|S7PFC6|S7PFC6_MYOBR
OG0004853	sp|Q9JMH9|MY18A_MOUSE	tr|S7ND09|S7ND09_MYOBR
OG0004854	sp|Q9QZF2|GPC1_MOUSE	tr|S7MDS1|S7MDS1_MYOBR
OG0004855	sp|Q9WVK0|ATRAP_MOUSE	tr|S7PMY9|S7PMY9_MYOBR
OG0004856	sp|Q9Z2L7|CRLF3_MOUSE	tr|S7NCI9|S7NCI9_MYOBR
OG0004857	sp|A2A3V1|AK17B_MOUSE	tr|S7P743|S7P743_MYOBR
OG0004859	sp|O35664|INAR2_MOUSE	tr|S7MJH0|S7MJH0_MYOBR
OG0004860	sp|O54788|DFFB_MOUSE	tr|S7N964|S7N964_MYOBR
OG0004861	sp|O70263|LNX1_MOUSE	tr|S7NDH6|S7NDH6_MYOBR
OG0004862	sp|P10300|CD8B_MOUSE	tr|S7MG11|S7MG11_MYOBR
OG0004863	sp|P35385|HSPB7_MOUSE	tr|S7NR98|S7NR98_MYOBR
OG0004864	sp|P57776|EF1D_MOUSE	tr|S7MRI6|S7MRI6_MYOBR
OG0004865	sp|P59328|WDHD1_MOUSE	tr|S7NKM3|S7NKM3_MYOBR
OG0004866	sp|Q3KNJ2|NHEJ1_MOUSE	tr|S7NLY6|S7NLY6_MYOBR
OG0004867	sp|Q3ULW6|CCD33_MOUSE	tr|S7Q3V2|S7Q3V2_MYOBR
OG0004868	sp|Q3UN02|LCLT1_MOUSE	tr|S7NTE4|S7NTE4_MYOBR
OG0004869	tr|Q3UN52|Q3UN52_MOUSE	tr|S7N0U9|S7N0U9_MYOBR
OG0004870	sp|Q3URK3|TET1_MOUSE	tr|S7PTL4|S7PTL4_MYOBR
OG0004871	sp|Q60596|XRCC1_MOUSE	tr|S7NU53|S7NU53_MYOBR
OG0004872	sp|Q61056|TRPC1_MOUSE	tr|S7PGB5|S7PGB5_MYOBR
OG0004874	sp|Q63829|COMD3_MOUSE	tr|S7MVU8|S7MVU8_MYOBR
OG0004875	sp|Q6PDF3|SVOPL_MOUSE	tr|S7NA30|S7NA30_MYOBR
OG0004876	sp|Q6PE54|DHX40_MOUSE	tr|S7MHP8|S7MHP8_MYOBR
OG0004877	sp|Q80YA9|CNKR2_MOUSE	tr|S7PIJ1|S7PIJ1_MYOBR
OG0004878	sp|Q8BGG7|UBS3B_MOUSE	tr|S7P3D8|S7P3D8_MYOBR
OG0004879	sp|Q8BSD4|CXD4_MOUSE	tr|S7Q2Z5|S7Q2Z5_MYOBR
OG0004880	sp|Q8C5R2|PRSR2_MOUSE	tr|S7PZX4|S7PZX4_MYOBR
OG0004881	sp|Q8K4N3|DFB12_MOUSE	tr|S7MNA1|S7MNA1_MYOBR
OG0004882	sp|Q8R310|TMCC3_MOUSE	tr|S7NAY1|S7NAY1_MYOBR
OG0004883	sp|Q8VD65|PI3R4_MOUSE	tr|S7MPE6|S7MPE6_MYOBR
OG0004885	sp|Q8VIJ6|SFPQ_MOUSE	tr|S7MZY5|S7MZY5_MYOBR
OG0004886	sp|Q91XD3|T4S4_MOUSE	tr|S7P7D5|S7P7D5_MYOBR
OG0004887	sp|Q99KJ0|UBX2A_MOUSE	tr|S7N7Z0|S7N7Z0_MYOBR
OG0004888	sp|Q99LV7|PIGX_MOUSE	tr|S7N4P1|S7N4P1_MYOBR
OG0004889	sp|Q99N03|M4A10_MOUSE	tr|S7MSR0|S7MSR0_MYOBR
OG0004890	sp|Q9CR67|TMM33_MOUSE	tr|S7NDY7|S7NDY7_MYOBR
OG0004891	sp|Q9D338|RM19_MOUSE	tr|S7MDZ2|S7MDZ2_MYOBR
OG0004892	sp|Q9DC16|ERGI1_MOUSE	tr|S7NH75|S7NH75_MYOBR
OG0004893	sp|Q9DC77|SMPX_MOUSE	tr|S7N3I3|S7N3I3_MYOBR
OG0004894	sp|Q9DD16|NUD22_MOUSE	tr|S7MQD2|S7MQD2_MYOBR
OG0004895	sp|Q9ESC8|AFF4_MOUSE	tr|S7MSN4|S7MSN4_MYOBR
OG0004896	sp|Q9WTR6|XCT_MOUSE	tr|S7NC74|S7NC74_MYOBR
OG0004897	sp|Q9Z2G9|HTAI2_MOUSE	tr|S7N0Z7|S7N0Z7_MYOBR
OG0004898	tr|A0A1W2P8B8|A0A1W2P8B8_MOUSE	tr|S7PPU2|S7PPU2_MYOBR
OG0004899	sp|A2AG50|MA7D2_MOUSE	tr|S7PQ62|S7PQ62_MYOBR
OG0004900	tr|B2RVA4|B2RVA4_MOUSE	tr|S7NIK0|S7NIK0_MYOBR
OG0004902	sp|G5E872|RNPL1_MOUSE	tr|S7P4E6|S7P4E6_MYOBR
OG0004903	sp|O35710|NOCT_MOUSE	tr|S7Q223|S7Q223_MYOBR
OG0004904	sp|O54879|HMGB3_MOUSE	tr|S7PYP9|S7PYP9_MYOBR
OG0004905	sp|O54940|BNIP2_MOUSE	tr|S7PA58|S7PA58_MYOBR
OG0004906	sp|O88685|PRS6A_MOUSE	tr|S7PQ12|S7PQ12_MYOBR
OG0004907	sp|P02716|ACHD_MOUSE	tr|S7QAN4|S7QAN4_MYOBR
OG0004908	sp|P21995|EMB_MOUSE	tr|S7N3M9|S7N3M9_MYOBR
OG0004909	sp|P35276|RAB3D_MOUSE	tr|S7PAJ5|S7PAJ5_MYOBR
OG0004910	sp|P40124|CAP1_MOUSE	tr|S7MX93|S7MX93_MYOBR
OG0004911	sp|P42209|SEPT1_MOUSE	tr|S7Q2M9|S7Q2M9_MYOBR
OG0004912	sp|P60003|ELOF1_MOUSE	tr|S7MMC3|S7MMC3_MYOBR
OG0004913	sp|P61793|LPAR1_MOUSE	tr|S7MJS2|S7MJS2_MYOBR
OG0004914	sp|P70180|ANPRC_MOUSE	tr|S7N6J0|S7N6J0_MYOBR
OG0004915	sp|P70385|DHB3_MOUSE	tr|S7N8A8|S7N8A8_MYOBR
OG0004916	sp|P97443|SMYD1_MOUSE	tr|S7NYR5|S7NYR5_MYOBR
OG0004917	sp|P97825|JUPI1_MOUSE	tr|S7NP31|S7NP31_MYOBR
OG0004918	sp|Q01727|MSHR_MOUSE	tr|S7PAD9|S7PAD9_MYOBR
OG0004919	sp|Q03146|DDR1_MOUSE	tr|S7MNP8|S7MNP8_MYOBR
OG0004920	sp|Q3U381|ZN692_MOUSE	tr|S7MRB7|S7MRB7_MYOBR
OG0004922	sp|Q5GIG6|TNI3K_MOUSE	tr|S7N2L4|S7N2L4_MYOBR
OG0004923	sp|Q61184|MTR1A_MOUSE	tr|S7NRH3|S7NRH3_MYOBR
OG0004924	sp|Q6A078|CE290_MOUSE	tr|S7N366|S7N366_MYOBR
OG0004925	sp|Q6P3Z3|THAP4_MOUSE	tr|S7MF72|S7MF72_MYOBR
OG0004926	tr|Q80VT5|Q80VT5_MOUSE	tr|S7PRH7|S7PRH7_MYOBR
OG0004927	sp|Q80W47|WIPI2_MOUSE	tr|S7NE15|S7NE15_MYOBR
OG0004928	sp|Q80Y98|DDHD2_MOUSE	tr|S7MEE5|S7MEE5_MYOBR
OG0004929	sp|Q8BMD7|MORC4_MOUSE	tr|S7MZE6|S7MZE6_MYOBR
OG0004930	sp|Q8BSF4|PISD_MOUSE	tr|S7PNL2|S7PNL2_MYOBR
OG0004931	sp|Q8BTV2|CPSF7_MOUSE	tr|S7PKQ2|S7PKQ2_MYOBR
OG0004932	sp|Q8K2T4|UQCC3_MOUSE	tr|S7MEW2|S7MEW2_MYOBR
OG0004933	sp|Q8K4Q0|RPTOR_MOUSE	tr|S7NG65|S7NG65_MYOBR
OG0004934	sp|Q8R189|PAQRA_MOUSE	tr|S7PXA3|S7PXA3_MYOBR
OG0004935	sp|Q921R4|DJC14_MOUSE	tr|S7PTG9|S7PTG9_MYOBR
OG0004936	sp|Q9CQG6|TM147_MOUSE	tr|S7MMB2|S7MMB2_MYOBR
OG0004937	sp|Q9CTG6|AT132_MOUSE	tr|S7NZ80|S7NZ80_MYOBR
OG0004938	sp|Q9CWX9|DDX47_MOUSE	tr|S7MX84|S7MX84_MYOBR
OG0004939	sp|Q9D0I8|MRT4_MOUSE	tr|S7NL36|S7NL36_MYOBR
OG0004940	sp|Q9DAP0|LRC46_MOUSE	tr|S7PBE9|S7PBE9_MYOBR
OG0004941	sp|Q9ERK4|XPO2_MOUSE	tr|S7PC16|S7PC16_MYOBR
OG0004942	sp|Q9JHI5|IVD_MOUSE	tr|S7P1M1|S7P1M1_MYOBR
OG0004943	sp|Q9JHQ5|LZTL1_MOUSE	tr|S7PU90|S7PU90_MYOBR
OG0004944	sp|Q9QY61|IRX4_MOUSE	tr|S7MDY9|S7MDY9_MYOBR
OG0004945	sp|Q9R1Q8|TAGL3_MOUSE	tr|S7N575|S7N575_MYOBR
OG0004946	sp|Q9WVL1|AP4S1_MOUSE	tr|S7Q127|S7Q127_MYOBR
OG0004947	sp|Q9Z2Y8|PLPHP_MOUSE	tr|S7MBP0|S7MBP0_MYOBR
OG0004948	sp|A0A5F8MPU3|CTSRT_MOUSE	tr|S7NYF4|S7NYF4_MYOBR
OG0004949	sp|A2ARK0|FA83C_MOUSE	tr|S7NHS5|S7NHS5_MYOBR
OG0004950	sp|E9Q9K5|TRDN_MOUSE	tr|S7NZH1|S7NZH1_MYOBR
OG0004951	sp|O88188|LY86_MOUSE	tr|S7MGM3|S7MGM3_MYOBR
OG0004952	sp|P20443|ARRS_MOUSE	tr|S7QAM8|S7QAM8_MYOBR
OG0004953	sp|P21658|FGF6_MOUSE	tr|S7NDC5|S7NDC5_MYOBR
OG0004955	sp|P56393|COX7B_MOUSE	tr|S7NB51|S7NB51_MYOBR
OG0004956	sp|Q05117|PPA5_MOUSE	tr|S7MJU9|S7MJU9_MYOBR
OG0004957	sp|Q3TZ65|OD3L2_MOUSE	tr|S7PJ38|S7PJ38_MYOBR
OG0004958	sp|Q3UU94|MANS4_MOUSE	tr|S7N2L3|S7N2L3_MYOBR
OG0004959	sp|Q3V1N1|MFHA1_MOUSE	tr|S7PEN3|S7PEN3_MYOBR
OG0004960	sp|Q61847|MEP1B_MOUSE	tr|S7NWH1|S7NWH1_MYOBR
OG0004961	sp|Q68ED3|PAPD5_MOUSE	tr|S7Q6I1|S7Q6I1_MYOBR
OG0004962	sp|Q6P1Y8|INP4B_MOUSE	tr|S7NMU5|S7NMU5_MYOBR
OG0004963	sp|Q6PAJ3|GARE2_MOUSE	tr|S7N7X7|S7N7X7_MYOBR
OG0004964	sp|Q6X786|ZPBP2_MOUSE	tr|S7PBC7|S7PBC7_MYOBR
OG0004965	sp|Q6ZQ82|RHG26_MOUSE	tr|S7NI46|S7NI46_MYOBR
OG0004966	sp|Q7TSD4|TBATA_MOUSE	tr|S7QAE6|S7QAE6_MYOBR
OG0004967	sp|Q80TB8|VAT1L_MOUSE	tr|S7MQ00|S7MQ00_MYOBR
OG0004968	sp|Q80ZV0|RNH2B_MOUSE	tr|S7ND92|S7ND92_MYOBR
OG0004969	sp|Q8BFY0|PIRT_MOUSE	tr|S7NGC2|S7NGC2_MYOBR
OG0004970	sp|Q8BP97|RHBD3_MOUSE	tr|S7MZA6|S7MZA6_MYOBR
OG0004972	sp|Q8C3K5|TMM72_MOUSE	tr|S7P258|S7P258_MYOBR
OG0004973	sp|Q8CDU6|HECD2_MOUSE	tr|S7QCD3|S7QCD3_MYOBR
OG0004974	sp|Q91XC8|DAP1_MOUSE	tr|S7MJQ4|S7MJQ4_MYOBR
OG0004975	sp|Q99J77|SIAS_MOUSE	tr|S7PPW3|S7PPW3_MYOBR
OG0004976	sp|Q9CQH7|BT3L4_MOUSE	tr|S7N3L0|S7N3L0_MYOBR
OG0004977	sp|Q9CQL2|CCER1_MOUSE	tr|S7PWQ6|S7PWQ6_MYOBR
OG0004978	sp|Q9D1B9|RM28_MOUSE	tr|S7PPF0|S7PPF0_MYOBR
OG0004979	sp|Q9D3S9|CPVL_MOUSE	tr|S7MQI9|S7MQI9_MYOBR
