Orthogroup	Mus_musculus	Muntiacus_reevesi
OG0010627	sp|P59113|FERM1_MOUSE	tr|A0A5J5MT80|A0A5J5MT80_MUNRE
OG0010628	tr|A2ABX0|A2ABX0_MOUSE	tr|A0A5J5MTC3|A0A5J5MTC3_MUNRE
OG0010629	sp|P40336|VP26A_MOUSE	tr|A0A5J5MU19|A0A5J5MU19_MUNRE
OG0010630	sp|Q99P30|NUDT7_MOUSE	tr|A0A5J5MUM5|A0A5J5MUM5_MUNRE
OG0010631	sp|O88430|CCL22_MOUSE	tr|A0A5J5MV20|A0A5J5MV20_MUNRE
OG0010632	sp|Q78XR0|TPC6A_MOUSE	tr|A0A5J5MWE3|A0A5J5MWE3_MUNRE
OG0010633	tr|Q8VGD8|Q8VGD8_MOUSE	tr|A0A5J5MYU7|A0A5J5MYU7_MUNRE
OG0010634	sp|Q569Z6|TR150_MOUSE	tr|A0A5J5MZ64|A0A5J5MZ64_MUNRE
OG0010635	sp|Q9D4Q1|RIBC2_MOUSE	tr|A0A5J5N265|A0A5J5N265_MUNRE
OG0010636	tr|Q9JLI2|Q9JLI2_MOUSE	tr|A0A5J5N2V1|A0A5J5N2V1_MUNRE
OG0010637	sp|Q8BTR5|DUS28_MOUSE	tr|A0A5J5N320|A0A5J5N320_MUNRE
OG0010638	sp|O88668|CREG1_MOUSE	tr|A0A5J5N445|A0A5J5N445_MUNRE
OG0010639	sp|P97783|AF1Q_MOUSE	tr|A0A5J5N6B4|A0A5J5N6B4_MUNRE
OG0010640	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A5J5N8D6|A0A5J5N8D6_MUNRE
OG0010642	sp|F6TQD1|RN212_MOUSE	tr|A0A5N3VYL3|A0A5N3VYL3_MUNRE
OG0010643	sp|Q80W49|CRBG3_MOUSE	tr|A0A5N3W133|A0A5N3W133_MUNRE
OG0010644	sp|Q99NG9|K199B_MOUSE	tr|A0A5N3W4A5|A0A5N3W4A5_MUNRE
OG0010645	sp|P02535|K1C10_MOUSE	tr|A0A5N3X1L3|A0A5N3X1L3_MUNRE
OG0010646	sp|Q8K0Z7|TACO1_MOUSE	tr|A0A5N3X331|A0A5N3X331_MUNRE
OG0010647	sp|Q5IRJ6|ZNT9_MOUSE	tr|A0A5N3X578|A0A5N3X578_MUNRE
OG0010648	sp|O35739|KLF9_MOUSE	tr|A0A5N3X6T3|A0A5N3X6T3_MUNRE
OG0010649	sp|Q8K3P1|P2RX2_MOUSE	tr|A0A5N3X7H5|A0A5N3X7H5_MUNRE
OG0010650	sp|Q7TMJ8|P3IP1_MOUSE	tr|A0A5N3X8I1|A0A5N3X8I1_MUNRE
OG0010651	sp|Q80U35|ARHGH_MOUSE	tr|A0A5N3XAR7|A0A5N3XAR7_MUNRE
OG0010652	sp|Q9D1C8|VPS28_MOUSE	tr|A0A5N3XD32|A0A5N3XD32_MUNRE
OG0010653	tr|A2BFE8|A2BFE8_MOUSE	tr|A0A5N3XD34|A0A5N3XD34_MUNRE
OG0010654	sp|P10711|TCEA1_MOUSE	tr|A0A5N3XD60|A0A5N3XD60_MUNRE
OG0010655	sp|O54834|RHG06_MOUSE	tr|A0A5N3XDR2|A0A5N3XDR2_MUNRE
OG0010656	sp|P56390|CKS2_MOUSE	tr|A0A5N3XHN2|A0A5N3XHN2_MUNRE
OG0010657	sp|Q80YE7|DAPK1_MOUSE	tr|A0A5N3XIS9|A0A5N3XIS9_MUNRE
OG0010658	sp|Q9DBU5|RNF6_MOUSE	tr|A0A5N3XJU8|A0A5N3XJU8_MUNRE
OG0010659	sp|Q3ULB5|PAK6_MOUSE	tr|A0A5N3XLN9|A0A5N3XLN9_MUNRE
OG0010660	sp|Q8BQC3|IGDC3_MOUSE	tr|A0A5N3XRG2|A0A5N3XRG2_MUNRE
OG0010661	sp|P41539|TKN1_MOUSE	tr|A0A5N3XTA9|A0A5N3XTA9_MUNRE
OG0010662	sp|Q8VD12|Z385A_MOUSE	tr|A0A5N3XVW9|A0A5N3XVW9_MUNRE
OG0010663	sp|Q8K093|TRHDE_MOUSE	tr|A0A5N3XWY5|A0A5N3XWY5_MUNRE
OG0010664	sp|Q07279|NFE2_MOUSE	tr|A0A5N3XXF4|A0A5N3XXF4_MUNRE
OG0010665	sp|Q3MI99|CCBE1_MOUSE	tr|A0A5N3XXY8|A0A5N3XXY8_MUNRE
OG0010666	sp|Q9WVG5|LIPE_MOUSE	tr|A0A5N3XXZ7|A0A5N3XXZ7_MUNRE
OG0010667	sp|O09100|GATA2_MOUSE	tr|A0A5N3XY37|A0A5N3XY37_MUNRE
OG0010668	sp|P97321|SEPR_MOUSE	tr|A0A5J5MGT9|A0A5J5MGT9_MUNRE
OG0010669	sp|P04756|ACHA_MOUSE	tr|A0A5J5MJD5|A0A5J5MJD5_MUNRE
OG0010670	sp|Q9JLL0|CRIM1_MOUSE	tr|A0A5J5MJF3|A0A5J5MJF3_MUNRE
OG0010671	sp|P16283|B3A3_MOUSE	tr|A0A5J5MKM8|A0A5J5MKM8_MUNRE
OG0010672	sp|P51879|ONCO_MOUSE	tr|A0A5J5MMT1|A0A5J5MMT1_MUNRE
OG0010673	sp|P56812|PDCD5_MOUSE	tr|A0A5J5MNN5|A0A5J5MNN5_MUNRE
OG0010674	sp|Q8BGD8|COA6_MOUSE	tr|A0A5J5MNW2|A0A5J5MNW2_MUNRE
OG0010675	sp|Q80VP0|TCPR1_MOUSE	tr|A0A5J5MPC5|A0A5J5MPC5_MUNRE
OG0010676	sp|P61458|PHS_MOUSE	tr|A0A5J5MQQ1|A0A5J5MQQ1_MUNRE
OG0010677	sp|Q9ER75|IRX6_MOUSE	tr|A0A5J5MRM6|A0A5J5MRM6_MUNRE
OG0010678	sp|P47945|MT4_MOUSE	tr|A0A5J5MTE8|A0A5J5MTE8_MUNRE
OG0010679	sp|Q9WTQ8|TIM23_MOUSE	tr|A0A5J5MVA2|A0A5J5MVA2_MUNRE
OG0010680	sp|Q8BK35|NOP53_MOUSE	tr|A0A5J5MVM5|A0A5J5MVM5_MUNRE
OG0010681	sp|Q3TJM4|CENPT_MOUSE	tr|A0A5J5MYZ8|A0A5J5MYZ8_MUNRE
OG0010682	sp|Q3TQF0|FBX31_MOUSE	tr|A0A5J5N090|A0A5J5N090_MUNRE
OG0010683	sp|P18762|ADRB2_MOUSE	tr|A0A5J5N2B8|A0A5J5N2B8_MUNRE
OG0010684	sp|Q499E6|CA109_MOUSE	tr|A0A5J5N2N3|A0A5J5N2N3_MUNRE
OG0010685	sp|Q3KQP7|SPO16_MOUSE	tr|A0A5J5N4T7|A0A5J5N4T7_MUNRE
OG0010686	sp|Q9WUR9|KAD4_MOUSE	tr|A0A5J5N518|A0A5J5N518_MUNRE
OG0010687	sp|O08543|EFNA5_MOUSE	tr|A0A5J5N6P7|A0A5J5N6P7_MUNRE
OG0010688	sp|Q9EPU0|RENT1_MOUSE	tr|A0A5J5N8K9|A0A5J5N8K9_MUNRE
OG0010689	tr|A0A504|A0A504_MOUSE	tr|A0A5N3UX04|A0A5N3UX04_MUNRE
OG0010690	sp|Q9R1Q8|TAGL3_MOUSE	tr|A0A5N3W448|A0A5N3W448_MUNRE
OG0010691	sp|P09690|ACHB_MOUSE	tr|A0A5N3X186|A0A5N3X186_MUNRE
OG0010692	sp|Q8QZS3|FLCN_MOUSE	tr|A0A5N3X3P0|A0A5N3X3P0_MUNRE
OG0010693	sp|Q6NS86|ZN366_MOUSE	tr|A0A5N3X5V3|A0A5N3X5V3_MUNRE
OG0010694	sp|P14142|GLUT4_MOUSE	tr|A0A5N3X6P6|A0A5N3X6P6_MUNRE
OG0010695	sp|Q61666|HIRA_MOUSE	tr|A0A5N3X7U0|A0A5N3X7U0_MUNRE
OG0010696	sp|Q9D0V8|CINP_MOUSE	tr|A0A5N3X850|A0A5N3X850_MUNRE
OG0010697	sp|Q8JZK9|HMCS1_MOUSE	tr|A0A5N3X8V1|A0A5N3X8V1_MUNRE
OG0010698	sp|P46938|YAP1_MOUSE	tr|A0A5N3XBC3|A0A5N3XBC3_MUNRE
OG0010699	sp|Q925H1|TRPS1_MOUSE	tr|A0A5N3XCW0|A0A5N3XCW0_MUNRE
OG0010700	sp|Q8BX35|TNR27_MOUSE	tr|A0A5N3XD85|A0A5N3XD85_MUNRE
OG0010701	tr|E9PXQ7|E9PXQ7_MOUSE	tr|A0A5N3XD97|A0A5N3XD97_MUNRE
OG0010702	sp|Q80V26|IMPA3_MOUSE	tr|A0A5N3XEC9|A0A5N3XEC9_MUNRE
OG0010703	sp|Q6E1M8|AWAT2_MOUSE	tr|A0A5N3XF11|A0A5N3XF11_MUNRE
OG0010704	sp|Q9ESJ0|XPO4_MOUSE	tr|A0A5N3XG73|A0A5N3XG73_MUNRE
OG0010705	sp|Q3TD16|PACER_MOUSE	tr|A0A5N3XHY7|A0A5N3XHY7_MUNRE
OG0010706	sp|Q9JHC0|GPX2_MOUSE	tr|A0A5N3XN72|A0A5N3XN72_MUNRE
OG0010707	sp|Q8CJ27|ASPM_MOUSE	tr|A0A5N3XSN2|A0A5N3XSN2_MUNRE
OG0010708	sp|P99029|PRDX5_MOUSE	tr|A0A5N3XTT2|A0A5N3XTT2_MUNRE
OG0010709	sp|Q9D3H0|TMM80_MOUSE	tr|A0A5N3XTX6|A0A5N3XTX6_MUNRE
OG0010710	sp|O35305|TNR11_MOUSE	tr|A0A5N3XVM8|A0A5N3XVM8_MUNRE
OG0010711	sp|P97473|TRBP2_MOUSE	tr|A0A5N3XXR7|A0A5N3XXR7_MUNRE
OG0010712	sp|Q9D706|RPAP3_MOUSE	tr|A0A5N3XYS4|A0A5N3XYS4_MUNRE
OG0010713	sp|Q9WU28|PFD5_MOUSE	tr|A0A5N3XZ92|A0A5N3XZ92_MUNRE
OG0010714	sp|Q9DAQ4|CB081_MOUSE	tr|A0A5J5MI40|A0A5J5MI40_MUNRE
OG0010715	sp|P35385|HSPB7_MOUSE	tr|A0A5J5MJJ3|A0A5J5MJJ3_MUNRE
OG0010716	sp|Q64318|ZEB1_MOUSE	tr|A0A5J5MML6|A0A5J5MML6_MUNRE
OG0010717	sp|P63078|GBG8_MOUSE	tr|A0A5J5MPU0|A0A5J5MPU0_MUNRE
OG0010718	sp|Q6SP97|ENKUR_MOUSE	tr|A0A5J5MRU9|A0A5J5MRU9_MUNRE
OG0010719	sp|Q99M87|DNJA3_MOUSE	tr|A0A5J5MRV7|A0A5J5MRV7_MUNRE
OG0010720	sp|Q99LB0|TDIF1_MOUSE	tr|A0A5J5MTD1|A0A5J5MTD1_MUNRE
OG0010721	sp|Q60778|IKBB_MOUSE	tr|A0A5J5MU52|A0A5J5MU52_MUNRE
OG0010722	sp|Q3TBN1|TM248_MOUSE	tr|A0A5J5MV41|A0A5J5MV41_MUNRE
OG0010723	sp|P55284|CADH5_MOUSE	tr|A0A5J5MWQ9|A0A5J5MWQ9_MUNRE
OG0010724	sp|P42580|NKX12_MOUSE	tr|A0A5J5MXJ1|A0A5J5MXJ1_MUNRE
OG0010725	sp|Q9Z0H7|BCL10_MOUSE	tr|A0A5J5MY76|A0A5J5MY76_MUNRE
OG0010726	sp|Q9D2X5|SCC4_MOUSE	tr|A0A5J5MYD2|A0A5J5MYD2_MUNRE
OG0010727	sp|Q04890|SOX12_MOUSE	tr|A0A5J5MZQ6|A0A5J5MZQ6_MUNRE
OG0010728	sp|Q60773|CDN2D_MOUSE	tr|A0A5J5N0P4|A0A5J5N0P4_MUNRE
OG0010729	sp|Q8BZM1|GLMN_MOUSE	tr|A0A5J5N2H9|A0A5J5N2H9_MUNRE
OG0010730	sp|Q9CQH0|PDZ1I_MOUSE	tr|A0A5J5N2Y1|A0A5J5N2Y1_MUNRE
OG0010731	sp|P35585|AP1M1_MOUSE	tr|A0A5J5N3E9|A0A5J5N3E9_MUNRE
OG0010732	sp|P04441|HG2A_MOUSE	tr|A0A5J5N3V4|A0A5J5N3V4_MUNRE
OG0010733	sp|Q8CJC7|KLRE1_MOUSE	tr|A0A5J5N4X6|A0A5J5N4X6_MUNRE
OG0010734	sp|Q8R1K4|AT2L2_MOUSE	tr|A0A5J5N509|A0A5J5N509_MUNRE
OG0010735	sp|Q9EPB5|SERHL_MOUSE	tr|A0A5J5N532|A0A5J5N532_MUNRE
OG0010736	sp|O08784|TCOF_MOUSE	tr|A0A5J5N6W2|A0A5J5N6W2_MUNRE
OG0010737	sp|P48356|LEPR_MOUSE	tr|A0A5J5N708|A0A5J5N708_MUNRE
OG0010738	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|A0A5J5N786|A0A5J5N786_MUNRE
OG0010739	sp|Q9DCM4|DNAL4_MOUSE	tr|A0A5J5N9G4|A0A5J5N9G4_MUNRE
OG0010740	sp|O70194|EIF3D_MOUSE	tr|A0A5J5N9Q3|A0A5J5N9Q3_MUNRE
OG0010741	sp|Q04735|CDK16_MOUSE	tr|A0A5N3UV75|A0A5N3UV75_MUNRE
OG0010742	tr|A0A1D5RM44|A0A1D5RM44_MOUSE	tr|A0A5N3VZ02|A0A5N3VZ02_MUNRE
OG0010743	sp|Q04859|MAK_MOUSE	tr|A0A5N3W0R2|A0A5N3W0R2_MUNRE
OG0010744	sp|Q9CQ85|TIM22_MOUSE	tr|A0A5N3WZT5|A0A5N3WZT5_MUNRE
OG0010745	tr|E9Q5N9|E9Q5N9_MOUSE	tr|A0A5N3X857|A0A5N3X857_MUNRE
OG0010746	sp|P98203|ARVC_MOUSE	tr|A0A5N3X8Y4|A0A5N3X8Y4_MUNRE
OG0010747	sp|Q9Z1X9|CDC45_MOUSE	tr|A0A5N3X9S5|A0A5N3X9S5_MUNRE
OG0010748	sp|Q8C7H1|MMAA_MOUSE	tr|A0A5N3XB19|A0A5N3XB19_MUNRE
OG0010749	sp|Q9CQI4|IFTAP_MOUSE	tr|A0A5N3XCE6|A0A5N3XCE6_MUNRE
OG0010750	sp|Q9EQT6|SYT13_MOUSE	tr|A0A5N3XCX1|A0A5N3XCX1_MUNRE
OG0010751	sp|Q91X43|SH319_MOUSE	tr|A0A5N3XDE7|A0A5N3XDE7_MUNRE
OG0010752	sp|P62073|TIM10_MOUSE	tr|A0A5N3XDZ4|A0A5N3XDZ4_MUNRE
OG0010753	sp|P47791|GSHR_MOUSE	tr|A0A5N3XHD0|A0A5N3XHD0_MUNRE
OG0010754	sp|O35646|CAN6_MOUSE	tr|A0A5N3XHI9|A0A5N3XHI9_MUNRE
OG0010755	tr|A0A1B0GT72|A0A1B0GT72_MOUSE	tr|A0A5N3XJL3|A0A5N3XJL3_MUNRE
OG0010756	sp|Q6NXL6|SENP5_MOUSE	tr|A0A5N3XJT2|A0A5N3XJT2_MUNRE
OG0010757	sp|Q69ZF8|MSL2_MOUSE	tr|A0A5N3XJX3|A0A5N3XJX3_MUNRE
OG0010758	sp|Q9JKK8|ATR_MOUSE	tr|A0A5N3XK48|A0A5N3XK48_MUNRE
OG0010759	sp|Q01237|HMDH_MOUSE	tr|A0A5N3XKB1|A0A5N3XKB1_MUNRE
OG0010760	sp|Q9EPX2|PPN_MOUSE	tr|A0A5N3XKE5|A0A5N3XKE5_MUNRE
OG0010761	sp|Q9Z2G0|FEM1B_MOUSE	tr|A0A5N3XKK9|A0A5N3XKK9_MUNRE
OG0010762	sp|Q78PY7|SND1_MOUSE	tr|A0A5N3XNU4|A0A5N3XNU4_MUNRE
OG0010763	sp|Q9Z1N6|SFRP4_MOUSE	tr|A0A5N3XQJ6|A0A5N3XQJ6_MUNRE
OG0010764	sp|Q9D1K2|VATF_MOUSE	tr|A0A5N3XQK2|A0A5N3XQK2_MUNRE
OG0010765	tr|F6YK91|F6YK91_MOUSE	tr|A0A5N3XVQ3|A0A5N3XVQ3_MUNRE
OG0010766	sp|Q9DBB5|IF4E3_MOUSE	tr|A0A5N3XWW3|A0A5N3XWW3_MUNRE
OG0010767	tr|Q3UN52|Q3UN52_MOUSE	tr|A0A5N3XWZ0|A0A5N3XWZ0_MUNRE
OG0010768	sp|Q62255|SALL3_MOUSE	tr|A0A5N3XX83|A0A5N3XX83_MUNRE
OG0010769	sp|Q8CIQ7|DOCK3_MOUSE	tr|A0A5N3XYC5|A0A5N3XYC5_MUNRE
OG0010770	sp|Q8K045|PKN3_MOUSE	tr|A0A5J5MGK5|A0A5J5MGK5_MUNRE
OG0010771	sp|Q9Z2B5|E2AK3_MOUSE	tr|A0A5J5MKB4|A0A5J5MKB4_MUNRE
OG0010772	sp|Q6ZQ18|EFR3B_MOUSE	tr|A0A5J5MKV1|A0A5J5MKV1_MUNRE
OG0010773	sp|Q0HA38|TT21B_MOUSE	tr|A0A5J5MLC3|A0A5J5MLC3_MUNRE
OG0010774	sp|P18828|SDC1_MOUSE	tr|A0A5J5MMM7|A0A5J5MMM7_MUNRE
OG0010775	sp|Q80ZN5|CST13_MOUSE	tr|A0A5J5MPT3|A0A5J5MPT3_MUNRE
OG0010776	sp|Q8C1M2|ZN428_MOUSE	tr|A0A5J5MVI8|A0A5J5MVI8_MUNRE
OG0010777	sp|Q923Z0|GPC5B_MOUSE	tr|A0A5J5MWF3|A0A5J5MWF3_MUNRE
OG0010778	sp|P21274|BMP2_MOUSE	tr|A0A5J5MZH1|A0A5J5MZH1_MUNRE
OG0010779	sp|Q64522|H2A2B_MOUSE	tr|A0A5J5N1D8|A0A5J5N1D8_MUNRE
OG0010780	sp|Q3U1Y4|DEN4B_MOUSE	tr|A0A5J5N1P8|A0A5J5N1P8_MUNRE
OG0010781	sp|P60487|PLPP_MOUSE	tr|A0A5J5N2A9|A0A5J5N2A9_MUNRE
OG0010782	sp|Q3U0V1|FUBP2_MOUSE	tr|A0A5J5N3H6|A0A5J5N3H6_MUNRE
OG0010783	sp|Q61458|CCNH_MOUSE	tr|A0A5J5N3Y8|A0A5J5N3Y8_MUNRE
OG0010784	sp|O88396|GRPE2_MOUSE	tr|A0A5J5N3Z7|A0A5J5N3Z7_MUNRE
OG0010785	sp|Q8CEE6|PASK_MOUSE	tr|A0A5J5N4U4|A0A5J5N4U4_MUNRE
OG0010786	sp|Q9D279|MISP_MOUSE	tr|A0A5J5N5K3|A0A5J5N5K3_MUNRE
OG0010787	sp|Q7TPQ9|ARRD3_MOUSE	tr|A0A5J5N5X3|A0A5J5N5X3_MUNRE
OG0010788	sp|P97503|NKX32_MOUSE	tr|A0A5N3VYG3|A0A5N3VYG3_MUNRE
OG0010789	sp|Q78Y63|PDCL2_MOUSE	tr|A0A5N3VYS5|A0A5N3VYS5_MUNRE
OG0010790	sp|Q8CCT7|NSUN3_MOUSE	tr|A0A5N3W132|A0A5N3W132_MUNRE
OG0010791	sp|Q9JJ80|RPF2_MOUSE	tr|A0A5N3W1L1|A0A5N3W1L1_MUNRE
OG0010792	sp|O70572|NSMA_MOUSE	tr|A0A5N3W288|A0A5N3W288_MUNRE
OG0010793	sp|Q7TN58|TMC8_MOUSE	tr|A0A5N3X0P1|A0A5N3X0P1_MUNRE
OG0010794	sp|Q8K2G4|BBS7_MOUSE	tr|A0A5N3X367|A0A5N3X367_MUNRE
OG0010795	sp|Q8C353|TM252_MOUSE	tr|A0A5N3X6A5|A0A5N3X6A5_MUNRE
OG0010796	sp|Q7TQ69|TMC3_MOUSE	tr|A0A5N3X843|A0A5N3X843_MUNRE
OG0010797	sp|Q99N43|KREM1_MOUSE	tr|A0A5N3X9R8|A0A5N3X9R8_MUNRE
OG0010798	sp|Q1RLK6|B3GN4_MOUSE	tr|A0A5N3XAV0|A0A5N3XAV0_MUNRE
OG0010799	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A5N3XBF3|A0A5N3XBF3_MUNRE
OG0010800	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A5N3XD68|A0A5N3XD68_MUNRE
OG0010801	sp|Q9JKF6|NECT1_MOUSE	tr|A0A5N3XDP0|A0A5N3XDP0_MUNRE
OG0010802	sp|Q9DAK4|FBP12_MOUSE	tr|A0A5N3XE33|A0A5N3XE33_MUNRE
OG0010803	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A5N3XEI3|A0A5N3XEI3_MUNRE
OG0010804	sp|Q8C4V4|FBXL3_MOUSE	tr|A0A5N3XGT8|A0A5N3XGT8_MUNRE
OG0010805	sp|Q9Z176|P2R3D_MOUSE	tr|A0A5N3XH41|A0A5N3XH41_MUNRE
OG0010806	sp|Q9JHB4|WDR31_MOUSE	tr|A0A5N3XHD7|A0A5N3XHD7_MUNRE
OG0010807	sp|Q8BZ21|KAT6A_MOUSE	tr|A0A5N3XHY9|A0A5N3XHY9_MUNRE
OG0010808	sp|Q8BGS0|MAK16_MOUSE	tr|A0A5N3XI71|A0A5N3XI71_MUNRE
OG0010809	sp|Q9WTZ1|RBX2_MOUSE	tr|A0A5N3XKJ8|A0A5N3XKJ8_MUNRE
OG0010810	sp|Q8CI85|CAH12_MOUSE	tr|A0A5N3XLJ9|A0A5N3XLJ9_MUNRE
OG0010811	sp|Q8BYN5|FSD1L_MOUSE	tr|A0A5N3XMF3|A0A5N3XMF3_MUNRE
OG0010812	sp|Q7TSN7|IGSF5_MOUSE	tr|A0A5N3XMX4|A0A5N3XMX4_MUNRE
OG0010813	sp|Q3TVA9|CC136_MOUSE	tr|A0A5N3XNL6|A0A5N3XNL6_MUNRE
OG0010814	sp|Q5DID3|UROL1_MOUSE	tr|A0A5N3XNN4|A0A5N3XNN4_MUNRE
OG0010815	sp|O35372|CNIH1_MOUSE	tr|A0A5N3XPB4|A0A5N3XPB4_MUNRE
OG0010816	sp|Q9D4M9|GLTL5_MOUSE	tr|A0A5N3XR66|A0A5N3XR66_MUNRE
OG0010818	sp|Q8C341|SUCO_MOUSE	tr|A0A5N3XRL6|A0A5N3XRL6_MUNRE
OG0010819	sp|Q5RJG7|ISPD_MOUSE	tr|A0A5N3XRP3|A0A5N3XRP3_MUNRE
OG0010820	sp|P41158|ELK4_MOUSE	tr|A0A5N3XT23|A0A5N3XT23_MUNRE
OG0010821	sp|Q75UR0|ANO5_MOUSE	tr|A0A5N3XU17|A0A5N3XU17_MUNRE
OG0010822	sp|P11344|TYRO_MOUSE	tr|A0A5N3XUF1|A0A5N3XUF1_MUNRE
OG0010823	sp|Q9Z2D7|MBD4_MOUSE	tr|A0A5N3XW75|A0A5N3XW75_MUNRE
OG0010824	sp|P22933|GBRD_MOUSE	tr|A0A5N3XXG4|A0A5N3XXG4_MUNRE
OG0010825	sp|Q9QZD9|EIF3I_MOUSE	tr|A0A5J5MGG0|A0A5J5MGG0_MUNRE
OG0010826	sp|Q99KR8|FUCO2_MOUSE	tr|A0A5J5MGY9|A0A5J5MGY9_MUNRE
OG0010827	sp|Q64105|SPRE_MOUSE	tr|A0A5J5MIK5|A0A5J5MIK5_MUNRE
OG0010828	sp|Q0VGT2|GLI2_MOUSE	tr|A0A5J5MJS6|A0A5J5MJS6_MUNRE
OG0010829	sp|Q8C0I4|EPC2_MOUSE	tr|A0A5J5ML04|A0A5J5ML04_MUNRE
OG0010830	sp|Q8K177|KCP3_MOUSE	tr|A0A5J5MM43|A0A5J5MM43_MUNRE
OG0010831	sp|P62700|YPEL5_MOUSE	tr|A0A5J5MPM4|A0A5J5MPM4_MUNRE
OG0010832	sp|Q61210|ARHG1_MOUSE	tr|A0A5J5MR64|A0A5J5MR64_MUNRE
OG0010833	sp|Q02105|C1QC_MOUSE	tr|A0A5J5MS24|A0A5J5MS24_MUNRE
OG0010834	sp|Q9JM13|RABX5_MOUSE	tr|A0A5J5MS42|A0A5J5MS42_MUNRE
OG0010835	sp|O08934|UNC4_MOUSE	tr|A0A5J5MSA7|A0A5J5MSA7_MUNRE
OG0010836	sp|Q9D1G0|DNSL2_MOUSE	tr|A0A5J5MSL3|A0A5J5MSL3_MUNRE
OG0010837	sp|Q9DA37|SAMD8_MOUSE	tr|A0A5J5MTS6|A0A5J5MTS6_MUNRE
OG0010838	sp|P41317|MBL2_MOUSE	tr|A0A5J5MWL1|A0A5J5MWL1_MUNRE
OG0010839	sp|B2RQL2|STOX1_MOUSE	tr|A0A5J5MWW0|A0A5J5MWW0_MUNRE
OG0010840	sp|Q68FD7|FNIP1_MOUSE	tr|A0A5J5MZ08|A0A5J5MZ08_MUNRE
OG0010841	sp|E9Q2Z1|CECR2_MOUSE	tr|A0A5J5N0L0|A0A5J5N0L0_MUNRE
OG0010842	sp|Q67BJ4|A4GAT_MOUSE	tr|A0A5J5N1L2|A0A5J5N1L2_MUNRE
OG0010843	sp|Q80YR7|CLSPN_MOUSE	tr|A0A5J5N3S6|A0A5J5N3S6_MUNRE
OG0010844	sp|Q9CPT0|B2L14_MOUSE	tr|A0A5J5N6F4|A0A5J5N6F4_MUNRE
OG0010845	sp|Q3V1T4|P3H1_MOUSE	tr|A0A5J5NAL2|A0A5J5NAL2_MUNRE
OG0010846	sp|Q497K5|ARRD5_MOUSE	tr|A0A5J5NB81|A0A5J5NB81_MUNRE
OG0010847	tr|Q9QZ18|Q9QZ18_MOUSE	tr|A0A5N3UVS4|A0A5N3UVS4_MUNRE
OG0010848	sp|Q6P3A1|STMD1_MOUSE	tr|A0A5N3VZI3|A0A5N3VZI3_MUNRE
OG0010849	sp|O55060|TPMT_MOUSE	tr|A0A5N3W0J3|A0A5N3W0J3_MUNRE
OG0010850	sp|Q99PP2|ZN318_MOUSE	tr|A0A5N3W2R8|A0A5N3W2R8_MUNRE
OG0010852	sp|E9Q557|DESP_MOUSE	tr|A0A5N3W3N9|A0A5N3W3N9_MUNRE
OG0010853	sp|Q80ST9|LCA5_MOUSE	tr|A0A5N3W4G1|A0A5N3W4G1_MUNRE
OG0010854	sp|Q922Q2|RIOK1_MOUSE	tr|A0A5N3W4L0|A0A5N3W4L0_MUNRE
OG0010855	sp|Q9D0Q7|RM45_MOUSE	tr|A0A5N3X2A7|A0A5N3X2A7_MUNRE
OG0010856	sp|Q9D9X8|SACA3_MOUSE	tr|A0A5N3X2C4|A0A5N3X2C4_MUNRE
OG0010857	tr|A0A5F8MPV9|A0A5F8MPV9_MOUSE	tr|A0A5N3X598|A0A5N3X598_MUNRE
OG0010858	sp|Q8C5U4|SPEM2_MOUSE	tr|A0A5N3X655|A0A5N3X655_MUNRE
OG0010859	sp|P52194|CLGN_MOUSE	tr|A0A5N3X8Y8|A0A5N3X8Y8_MUNRE
OG0010860	sp|Q6ZQ89|MARH6_MOUSE	tr|A0A5N3X9Q3|A0A5N3X9Q3_MUNRE
OG0010861	sp|Q8CAA7|PGM2L_MOUSE	tr|A0A5N3XB99|A0A5N3XB99_MUNRE
OG0010862	sp|Q8BTG3|T11L1_MOUSE	tr|A0A5N3XCP4|A0A5N3XCP4_MUNRE
OG0010863	sp|Q61409|PDE3B_MOUSE	tr|A0A5N3XDF5|A0A5N3XDF5_MUNRE
OG0010864	sp|Q9CX83|ARMX1_MOUSE	tr|A0A5N3XE45|A0A5N3XE45_MUNRE
OG0010865	sp|Q9JLF1|GBRT_MOUSE	tr|A0A5N3XGS9|A0A5N3XGS9_MUNRE
OG0010866	sp|Q924I3|ACKR4_MOUSE	tr|A0A5N3XIV6|A0A5N3XIV6_MUNRE
OG0010867	sp|Q9CWX2|CIA30_MOUSE	tr|A0A5N3XKC2|A0A5N3XKC2_MUNRE
OG0010868	sp|Q8CAS9|PARP9_MOUSE	tr|A0A5N3XKN5|A0A5N3XKN5_MUNRE
OG0010869	sp|Q6P2L7|GOLM2_MOUSE	tr|A0A5N3XLX0|A0A5N3XLX0_MUNRE
OG0010870	sp|D3Z3K2|CIP1_MOUSE	tr|A0A5N3XMA9|A0A5N3XMA9_MUNRE
OG0010871	sp|P19973|LSP1_MOUSE	tr|A0A5N3XRM8|A0A5N3XRM8_MUNRE
