Orthogroup	Mus_musculus	Phyllostomus_discolor
OG0005163	sp|Q9EQ14|IL23A_MOUSE	tr|A0A7E6D6Q3|A0A7E6D6Q3_9CHIR
OG0005164	sp|Q9JJC8|NIPA2_MOUSE	tr|A0A6J2KW72|A0A6J2KW72_9CHIR
OG0005165	tr|Q9JLQ4|Q9JLQ4_MOUSE	tr|A0A6J2LDY9|A0A6J2LDY9_9CHIR
OG0005166	sp|Q9R0A0|PEX14_MOUSE	tr|A0A7E6DQH1|A0A7E6DQH1_9CHIR
OG0005167	sp|Q9R0C8|VAV3_MOUSE	tr|A0A6J2KZ58|A0A6J2KZ58_9CHIR
OG0005168	sp|Q9WUH7|SEM4G_MOUSE	tr|A0A6J2LKC1|A0A6J2LKC1_9CHIR
OG0005169	sp|Q9WV08|APJ_MOUSE	tr|A0A6J2M108|A0A6J2M108_9CHIR
OG0005170	sp|Q9WVA3|BUB3_MOUSE	tr|A0A6J2LPC4|A0A6J2LPC4_9CHIR
OG0005171	sp|Q9WVH4|FOXO3_MOUSE	tr|A0A7E6DMQ8|A0A7E6DMQ8_9CHIR
OG0005172	sp|Q9Z0Z4|HEPH_MOUSE	tr|A0A6J2MKX5|A0A6J2MKX5_9CHIR
OG0005173	tr|A0A1D5RM98|A0A1D5RM98_MOUSE	tr|A0A7E6D3Z1|A0A7E6D3Z1_9CHIR
OG0005174	sp|A2A7S8|K1522_MOUSE	tr|A0A6J2LPQ9|A0A6J2LPQ9_9CHIR
OG0005175	sp|A2AAJ9|OBSCN_MOUSE	tr|A0A7E6EBK1|A0A7E6EBK1_9CHIR
OG0005176	sp|A6H630|ARMT1_MOUSE	tr|A0A6J2LI66|A0A6J2LI66_9CHIR
OG0005177	tr|E9PZ11|E9PZ11_MOUSE	tr|A0A6J2M3J5|A0A6J2M3J5_9CHIR
OG0005178	sp|O08675|PAR3_MOUSE	tr|A0A6J2NDS1|A0A6J2NDS1_9CHIR
OG0005179	sp|O35089|CNIH2_MOUSE	tr|A0A6J2LXR1|A0A6J2LXR1_9CHIR
OG0005180	sp|O35608|ANGP2_MOUSE	tr|A0A7E6CLC0|A0A7E6CLC0_9CHIR
OG0005181	sp|O35633|VIAAT_MOUSE	tr|A0A6J2MKZ1|A0A6J2MKZ1_9CHIR
OG0005182	sp|O54781|SRPK2_MOUSE	tr|A0A7E6CK77|A0A7E6CK77_9CHIR
OG0005183	sp|O70305|ATX2_MOUSE	tr|A0A7E6CT64|A0A7E6CT64_9CHIR
OG0005184	sp|P00920|CAH2_MOUSE	tr|A0A7E6E7D5|A0A7E6E7D5_9CHIR
OG0005185	sp|P20801|TNNC2_MOUSE	tr|A0A6J2MQI1|A0A6J2MQI1_9CHIR
OG0005186	sp|P20863|GDF1_MOUSE	tr|A0A7E6EB28|A0A7E6EB28_9CHIR
OG0005187	sp|P50136|ODBA_MOUSE	tr|A0A6J2N672|A0A6J2N672_9CHIR
OG0005188	sp|P54227|STMN1_MOUSE	tr|A0A6J2LSH6|A0A6J2LSH6_9CHIR
OG0005189	sp|P56212|ARP19_MOUSE	tr|A0A6J2L7E1|A0A6J2L7E1_9CHIR
OG0005190	sp|P56484|CCR8_MOUSE	tr|A0A6J2M951|A0A6J2M951_9CHIR
OG0005191	sp|P81270|ERG_MOUSE	tr|A0A6J2L1Z4|A0A6J2L1Z4_9CHIR
OG0005192	sp|Q07230|ZSCA2_MOUSE	tr|A0A6J2KTY2|A0A6J2KTY2_9CHIR
OG0005193	sp|Q3TV65|MPND_MOUSE	tr|A0A7E6EAJ6|A0A7E6EAJ6_9CHIR
OG0005194	sp|Q3UUD2|SPRY3_MOUSE	tr|A0A6J2MKF0|A0A6J2MKF0_9CHIR
OG0005195	sp|Q3UXZ6|FA81A_MOUSE	tr|A0A6J2L6H3|A0A6J2L6H3_9CHIR
OG0005196	sp|Q4KL25|LHPL5_MOUSE	tr|A0A7E6DLP0|A0A7E6DLP0_9CHIR
OG0005197	sp|Q5SSG5|RSLAB_MOUSE	tr|A0A6J2MF88|A0A6J2MF88_9CHIR
OG0005198	sp|Q5XJV6|LMTK3_MOUSE	tr|A0A6J2N396|A0A6J2N396_9CHIR
OG0005199	sp|Q6KAU7|PKHG2_MOUSE	tr|A0A7E6CLE6|A0A7E6CLE6_9CHIR
OG0005200	sp|Q6NZQ4|PAXI1_MOUSE	tr|A0A6J2MPM8|A0A6J2MPM8_9CHIR
OG0005201	sp|Q6P4S8|INT1_MOUSE	tr|A0A7E6CUI8|A0A7E6CUI8_9CHIR
OG0005202	sp|Q6SKR2|N6MT1_MOUSE	tr|A0A6J2L2B7|A0A6J2L2B7_9CHIR
OG0005203	sp|Q6VN19|RBP10_MOUSE	tr|A0A6J2KV51|A0A6J2KV51_9CHIR
OG0005204	sp|Q75UR0|ANO5_MOUSE	tr|A0A7E6E1U7|A0A7E6E1U7_9CHIR
OG0005205	sp|Q80Y84|KDM5B_MOUSE	tr|A0A6J2N370|A0A6J2N370_9CHIR
OG0005206	sp|Q810J8|ZFYV1_MOUSE	tr|A0A6J2L6N2|A0A6J2L6N2_9CHIR
OG0005207	sp|Q8BGI4|FA13A_MOUSE	tr|A0A6J2L493|A0A6J2L493_9CHIR
OG0005208	sp|Q8BH53|CFA69_MOUSE	tr|A0A6J2MU30|A0A6J2MU30_9CHIR
OG0005209	sp|Q8BIG2|LKAM1_MOUSE	tr|A0A6J2MN28|A0A6J2MN28_9CHIR
OG0005210	sp|Q8BJM5|ZNT6_MOUSE	tr|A0A6J2M449|A0A6J2M449_9CHIR
OG0005211	sp|Q8BLR7|RND1_MOUSE	tr|A0A6J2NAX0|A0A6J2NAX0_9CHIR
OG0005212	sp|Q8BY35|FGD2_MOUSE	tr|A0A7E6DLR9|A0A7E6DLR9_9CHIR
OG0005213	sp|Q8C0R9|LRRD1_MOUSE	tr|A0A6J2MSM5|A0A6J2MSM5_9CHIR
OG0005214	sp|Q8CCS6|PABP2_MOUSE	tr|A0A6J2L565|A0A6J2L565_9CHIR
OG0005215	sp|Q8CDM8|FHI2A_MOUSE	tr|A0A6J2LPQ3|A0A6J2LPQ3_9CHIR
OG0005216	sp|Q8CI61|BAG4_MOUSE	tr|A0A6J2MRP7|A0A6J2MRP7_9CHIR
OG0005217	sp|Q8K1T0|TMPS3_MOUSE	tr|A0A6J2L352|A0A6J2L352_9CHIR
OG0005218	sp|Q8R0G7|SPNS1_MOUSE	tr|A0A6J2MKS0|A0A6J2MKS0_9CHIR
OG0005219	sp|Q8R3I3|COG6_MOUSE	tr|A0A6J2MSG9|A0A6J2MSG9_9CHIR
OG0005220	sp|Q8R4Z4|ETV3_MOUSE	tr|A0A6J2KT37|A0A6J2KT37_9CHIR
OG0005221	sp|Q8VE33|GD1L1_MOUSE	tr|A0A6J2MIP2|A0A6J2MIP2_9CHIR
OG0005222	sp|Q91YQ3|CSDC2_MOUSE	tr|A0A6J2NF14|A0A6J2NF14_9CHIR
OG0005223	sp|Q9CQP2|TPPC2_MOUSE	tr|A0A6J2MGD5|A0A6J2MGD5_9CHIR
OG0005224	sp|Q9DA75|NLS1_MOUSE	tr|A0A6J2LV25|A0A6J2LV25_9CHIR
OG0005225	sp|Q9DBF1|AL7A1_MOUSE	tr|A0A6J2MKC6|A0A6J2MKC6_9CHIR
OG0005226	sp|Q9JI70|MKKS_MOUSE	tr|A0A7E6CFC7|A0A7E6CFC7_9CHIR
OG0005227	sp|Q9JJD0|THA11_MOUSE	tr|A0A6J2KST9|A0A6J2KST9_9CHIR
OG0005228	sp|Q9QXT6|IL17B_MOUSE	tr|A0A6J2MYE4|A0A6J2MYE4_9CHIR
OG0005229	sp|Q9QY80|HACD1_MOUSE	tr|A0A6J2L8P2|A0A6J2L8P2_9CHIR
OG0005230	sp|Q9R0H2|MUCEN_MOUSE	tr|A0A7E6CKF9|A0A7E6CKF9_9CHIR
OG0005231	sp|Q9R1R0|LHX6_MOUSE	tr|A0A7E6DGG5|A0A7E6DGG5_9CHIR
OG0005232	sp|Q9WVS0|ICOS_MOUSE	tr|A0A6J2LGX0|A0A6J2LGX0_9CHIR
OG0005233	sp|Q9Z125|CR3L1_MOUSE	tr|A0A7E6E2E1|A0A7E6E2E1_9CHIR
OG0005234	sp|Q9Z2I9|SUCB1_MOUSE	tr|A0A6J2MS98|A0A6J2MS98_9CHIR
OG0005235	sp|A0A1W2P884|CE85L_MOUSE	tr|A0A6J2LGC7|A0A6J2LGC7_9CHIR
OG0005236	sp|A2ACG1|TLDC2_MOUSE	tr|A0A7E6CHJ2|A0A7E6CHJ2_9CHIR
OG0005237	tr|B2RXC6|B2RXC6_MOUSE	tr|A0A6J2LRY3|A0A6J2LRY3_9CHIR
OG0005238	sp|D3Z3C6|ZFAN4_MOUSE	tr|A0A7E6DUY1|A0A7E6DUY1_9CHIR
OG0005239	sp|E9Q6D6|ZN277_MOUSE	tr|A0A6J2MQH6|A0A6J2MQH6_9CHIR
OG0005240	sp|P06728|APOA4_MOUSE	tr|A0A6J2LXT8|A0A6J2LXT8_9CHIR
OG0005241	sp|P15306|TRBM_MOUSE	tr|A0A6J2MLG5|A0A6J2MLG5_9CHIR
OG0005242	sp|P33146|CAD15_MOUSE	tr|A0A6J2KSR4|A0A6J2KSR4_9CHIR
OG0005243	sp|P41272|CD27_MOUSE	tr|A0A7E6D4M7|A0A7E6D4M7_9CHIR
OG0005244	sp|P47811|MK14_MOUSE	tr|A0A6J2LBJ9|A0A6J2LBJ9_9CHIR
OG0005245	sp|P48678|LMNA_MOUSE	tr|A0A6J2KWF3|A0A6J2KWF3_9CHIR
OG0005246	sp|P51125|ICAL_MOUSE	tr|A0A7E6DBA1|A0A7E6DBA1_9CHIR
OG0005247	sp|P56726|SMO_MOUSE	tr|A0A6J2MTP7|A0A6J2MTP7_9CHIR
OG0005248	sp|Q00690|LYAM2_MOUSE	tr|A0A6J2N4F2|A0A6J2N4F2_9CHIR
OG0005250	sp|Q07417|ACADS_MOUSE	tr|A0A7E6CUN1|A0A7E6CUN1_9CHIR
OG0005251	sp|Q0VE29|SAM12_MOUSE	tr|A0A7E6E866|A0A7E6E866_9CHIR
OG0005252	sp|Q3TZ89|SC31B_MOUSE	tr|A0A7E6DWC5|A0A7E6DWC5_9CHIR
OG0005253	sp|Q3UF25|STIMA_MOUSE	tr|A0A6J2M4Z7|A0A6J2M4Z7_9CHIR
OG0005254	sp|Q3UGM2|NEK10_MOUSE	tr|A0A6J2M7Q1|A0A6J2M7Q1_9CHIR
OG0005255	sp|Q3UJC8|CE034_MOUSE	tr|A0A6J2MP37|A0A6J2MP37_9CHIR
OG0005256	sp|Q3USL1|KLDC9_MOUSE	tr|A0A7E6CZF2|A0A7E6CZF2_9CHIR
OG0005257	sp|Q3UWW6|GA2L3_MOUSE	tr|A0A6J2NAV3|A0A6J2NAV3_9CHIR
OG0005258	tr|Q3V0S8|Q3V0S8_MOUSE	tr|A0A7E6EDD8|A0A7E6EDD8_9CHIR
OG0005259	sp|Q3V2J0|CBAR2_MOUSE	tr|A0A6J2KR33|A0A6J2KR33_9CHIR
OG0005260	sp|Q505F5|LRC47_MOUSE	tr|A0A6J2LNY7|A0A6J2LNY7_9CHIR
OG0005261	sp|Q505G4|RTL6_MOUSE	tr|A0A6J2N867|A0A6J2N867_9CHIR
OG0005262	sp|Q5DTI6|KAL1L_MOUSE	tr|A0A6J2LGV5|A0A6J2LGV5_9CHIR
OG0005263	sp|Q5FW85|ECM2_MOUSE	tr|A0A6J2N7M9|A0A6J2N7M9_9CHIR
OG0005264	sp|Q5RKS2|SMIM7_MOUSE	tr|A0A6J2MCR5|A0A6J2MCR5_9CHIR
OG0005265	sp|Q5U430|UBR3_MOUSE	tr|A0A7E6DJG6|A0A7E6DJG6_9CHIR
OG0005266	sp|Q61469|PLPP1_MOUSE	tr|A0A6J2M6N3|A0A6J2M6N3_9CHIR
OG0005267	sp|Q64337|SQSTM_MOUSE	tr|A0A6J2MVF1|A0A6J2MVF1_9CHIR
OG0005268	sp|Q6P4S6|SIK3_MOUSE	tr|A0A6J2M004|A0A6J2M004_9CHIR
OG0005269	sp|Q6PB70|ANO8_MOUSE	tr|A0A6J2MA13|A0A6J2MA13_9CHIR
OG0005270	sp|Q7TQG1|PKHA6_MOUSE	tr|A0A7E6CX11|A0A7E6CX11_9CHIR
OG0005271	sp|Q80TQ5|PKHM2_MOUSE	tr|A0A6J2LU68|A0A6J2LU68_9CHIR
OG0005272	sp|Q8BG07|PLD4_MOUSE	tr|A0A7E6CSX5|A0A7E6CSX5_9CHIR
OG0005273	sp|Q8BGY4|KLH26_MOUSE	tr|A0A6J2M9Z2|A0A6J2M9Z2_9CHIR
OG0005274	sp|Q8BM39|PRP18_MOUSE	tr|A0A6J2L6Y3|A0A6J2L6Y3_9CHIR
OG0005275	sp|Q8BQN5|FA78B_MOUSE	tr|A0A6J2N433|A0A6J2N433_9CHIR
OG0005276	sp|Q8BTN6|LENG9_MOUSE	tr|A0A7E6CR33|A0A7E6CR33_9CHIR
OG0005277	sp|Q8BVU5|NUDT9_MOUSE	tr|A0A6J2L9W4|A0A6J2L9W4_9CHIR
OG0005278	sp|Q8BX09|RBBP5_MOUSE	tr|A0A6J2N213|A0A6J2N213_9CHIR
OG0005279	sp|Q8C8T8|TSR2_MOUSE	tr|A0A6J2MFT0|A0A6J2MFT0_9CHIR
OG0005280	sp|Q8CEI1|BOLA3_MOUSE	tr|A0A6J2LYV2|A0A6J2LYV2_9CHIR
OG0005281	sp|Q8JZY2|COMDA_MOUSE	tr|A0A6J2MIV5|A0A6J2MIV5_9CHIR
OG0005282	sp|Q8K2P6|RFESD_MOUSE	tr|A0A7E6DAU2|A0A7E6DAU2_9CHIR
OG0005284	sp|Q8R344|CCD12_MOUSE	tr|A0A6J2M885|A0A6J2M885_9CHIR
OG0005286	sp|Q91VE0|S27A4_MOUSE	tr|A0A7E6DGW6|A0A7E6DGW6_9CHIR
OG0005287	sp|Q99ME7|TBX19_MOUSE	tr|A0A6J2N2I4|A0A6J2N2I4_9CHIR
OG0005288	sp|Q9CPT5|NOP16_MOUSE	tr|A0A6J2MUS0|A0A6J2MUS0_9CHIR
OG0005289	sp|Q9CQB7|LYRM1_MOUSE	tr|A0A7E6DE74|A0A7E6DE74_9CHIR
OG0005290	sp|Q9CXK4|SWET1_MOUSE	tr|A0A7E6CX47|A0A7E6CX47_9CHIR
OG0005291	sp|Q9CXL7|SNORC_MOUSE	tr|A0A6J2LAY2|A0A6J2LAY2_9CHIR
OG0005292	sp|Q9CY02|AHSP_MOUSE	tr|A0A6J2MHH9|A0A6J2MHH9_9CHIR
OG0005293	sp|Q9CYH5|GFOD2_MOUSE	tr|A0A6J2KQV8|A0A6J2KQV8_9CHIR
OG0005294	sp|Q9D1E6|TBCB_MOUSE	tr|A0A7E6CP38|A0A7E6CP38_9CHIR
OG0005295	sp|Q9D4V3|CCD83_MOUSE	tr|A0A6J2LZ22|A0A6J2LZ22_9CHIR
OG0005296	sp|Q9D783|KLH40_MOUSE	tr|A0A6J2M8P8|A0A6J2M8P8_9CHIR
OG0005297	sp|Q9JLJ4|ELOV2_MOUSE	tr|A0A6J2LPP5|A0A6J2LPP5_9CHIR
OG0005298	sp|Q9JMI0|ECEL1_MOUSE	tr|A0A6J2LK37|A0A6J2LK37_9CHIR
OG0005299	sp|E9PVX6|KI67_MOUSE	tr|A0A7E6DX05|A0A7E6DX05_9CHIR
OG0005300	tr|F8VQH7|F8VQH7_MOUSE	tr|A0A6J2NB40|A0A6J2NB40_9CHIR
OG0005301	tr|H3BJD6|H3BJD6_MOUSE	tr|A0A7E6CHZ6|A0A7E6CHZ6_9CHIR
OG0005302	sp|O35310|HS3S1_MOUSE	tr|A0A7E6D5Y5|A0A7E6D5Y5_9CHIR
OG0005303	sp|O54926|SIVA_MOUSE	tr|A0A6J2LD54|A0A6J2LD54_9CHIR
OG0005304	sp|O54984|GET3_MOUSE	tr|A0A7E6EB79|A0A7E6EB79_9CHIR
OG0005305	sp|O55142|RL35A_MOUSE	tr|A0A6J2L207|A0A6J2L207_9CHIR
OG0005306	sp|O70404|VAMP8_MOUSE	tr|A0A6J2LY07|A0A6J2LY07_9CHIR
OG0005307	sp|O88842|FGD3_MOUSE	tr|A0A7E6D526|A0A7E6D526_9CHIR
OG0005308	sp|O88951|LIN7B_MOUSE	tr|A0A7E6CQM7|A0A7E6CQM7_9CHIR
OG0005309	sp|P20615|HXB9_MOUSE	tr|A0A6J2MCT0|A0A6J2MCT0_9CHIR
OG0005310	sp|P36898|BMR1B_MOUSE	tr|A0A6J2L8Z0|A0A6J2L8Z0_9CHIR
OG0005311	sp|P53784|SOX3_MOUSE	tr|A0A6J2MMC9|A0A6J2MMC9_9CHIR
OG0005312	sp|P62315|SMD1_MOUSE	tr|A0A6J2MK42|A0A6J2MK42_9CHIR
OG0005313	sp|P63242|IF5A1_MOUSE	tr|A0A6J2NJ23|A0A6J2NJ23_9CHIR
OG0005314	sp|P97346|NXN_MOUSE	tr|A0A6J2MCA7|A0A6J2MCA7_9CHIR
OG0005315	sp|P97379|G3BP2_MOUSE	tr|A0A6J2L963|A0A6J2L963_9CHIR
OG0005316	sp|Q14AW5|NSUN7_MOUSE	tr|A0A6J2L4R5|A0A6J2L4R5_9CHIR
OG0005317	sp|Q2KHK3|AMPQ_MOUSE	tr|A0A7E6DB83|A0A7E6DB83_9CHIR
OG0005318	sp|Q38HM4|TRI63_MOUSE	tr|A0A6J2LSE2|A0A6J2LSE2_9CHIR
OG0005319	sp|Q3UHB1|NT5D3_MOUSE	tr|A0A6J2NDP9|A0A6J2NDP9_9CHIR
OG0005320	sp|Q3UY96|CFA74_MOUSE	tr|A0A7E6DQB5|A0A7E6DQB5_9CHIR
OG0005321	sp|Q3V0Q6|SPAG8_MOUSE	tr|A0A6J2L9F4|A0A6J2L9F4_9CHIR
OG0005322	sp|Q5DTT3|TASO2_MOUSE	tr|A0A6J2L3F6|A0A6J2L3F6_9CHIR
OG0005323	sp|Q5HZJ0|RNC_MOUSE	tr|A0A6J2MBH8|A0A6J2MBH8_9CHIR
OG0005324	sp|Q60664|IRAG2_MOUSE	tr|A0A7E6D780|A0A7E6D780_9CHIR
OG0005325	sp|Q61211|EIF2D_MOUSE	tr|A0A6J2N422|A0A6J2N422_9CHIR
OG0005326	sp|Q61288|ACVL1_MOUSE	tr|A0A7E6D9F5|A0A7E6D9F5_9CHIR
OG0005327	sp|Q61753|SERA_MOUSE	tr|A0A6J2KZF0|A0A6J2KZF0_9CHIR
OG0005328	sp|Q63943|MEF2D_MOUSE	tr|A0A6J2KSV4|A0A6J2KSV4_9CHIR
OG0005329	sp|Q6PFQ7|RASL2_MOUSE	tr|A0A6J2LWB8|A0A6J2LWB8_9CHIR
OG0005330	sp|Q6ZPZ3|ZC3H4_MOUSE	tr|A0A6J2N4U1|A0A6J2N4U1_9CHIR
OG0005331	sp|Q80UU9|PGRC2_MOUSE	tr|A0A6J2MBF7|A0A6J2MBF7_9CHIR
OG0005332	sp|Q80UV9|TAF1_MOUSE	tr|A0A7E6D022|A0A7E6D022_9CHIR
OG0005333	sp|Q80W93|HYDIN_MOUSE	tr|A0A7E6CMC6|A0A7E6CMC6_9CHIR
OG0005334	sp|Q8BFT2|HAUS4_MOUSE	tr|A0A6J2L9H4|A0A6J2L9H4_9CHIR
OG0005335	sp|Q8BIZ6|SNIP1_MOUSE	tr|A0A6J2LQ13|A0A6J2LQ13_9CHIR
OG0005336	sp|Q8BKF1|RPOM_MOUSE	tr|A0A6J2M9B3|A0A6J2M9B3_9CHIR
OG0005337	sp|Q8BLQ9|CADM2_MOUSE	tr|A0A7E6D3N9|A0A7E6D3N9_9CHIR
OG0005338	sp|Q8BYR1|TYW4_MOUSE	tr|A0A6J2LCH3|A0A6J2LCH3_9CHIR
OG0005339	sp|Q8C0E2|VP26B_MOUSE	tr|A0A6J2N190|A0A6J2N190_9CHIR
OG0005340	sp|Q8C7G5|APOA5_MOUSE	tr|A0A6J2M2Q9|A0A6J2M2Q9_9CHIR
OG0005341	sp|Q8CDM4|CCD73_MOUSE	tr|A0A6J2LVJ5|A0A6J2LVJ5_9CHIR
OG0005342	sp|Q8CFS6|KCNV2_MOUSE	tr|A0A6J2L719|A0A6J2L719_9CHIR
OG0005343	sp|Q8CI66|STML1_MOUSE	tr|A0A6J2L5A2|A0A6J2L5A2_9CHIR
OG0005344	sp|Q8K0C5|ZG16_MOUSE	tr|A0A6J2MNQ0|A0A6J2MNQ0_9CHIR
OG0005345	sp|Q8K0G8|ESRP2_MOUSE	tr|A0A6J2KUL0|A0A6J2KUL0_9CHIR
OG0005346	sp|Q8K0L9|ZBT20_MOUSE	tr|A0A6J2KZC5|A0A6J2KZC5_9CHIR
OG0005347	sp|Q8K1N2|PHLB2_MOUSE	tr|A0A7E6D433|A0A7E6D433_9CHIR
OG0005348	sp|Q8K2B3|SDHA_MOUSE	tr|A0A6J2LMF8|A0A6J2LMF8_9CHIR
OG0005349	sp|Q8K327|CHAP1_MOUSE	tr|A0A6J2MRV9|A0A6J2MRV9_9CHIR
OG0005350	sp|Q8R3A2|CDPF1_MOUSE	tr|A0A6J2NAW5|A0A6J2NAW5_9CHIR
OG0005351	sp|Q8R3Y8|I2BP1_MOUSE	tr|A0A6J2N1U5|A0A6J2N1U5_9CHIR
OG0005352	sp|Q8R4F1|NTNG2_MOUSE	tr|A0A6J2M302|A0A6J2M302_9CHIR
OG0005353	sp|Q91V01|MBOA5_MOUSE	tr|A0A6J2NCK0|A0A6J2NCK0_9CHIR
OG0005354	sp|Q922R0|PRKX_MOUSE	tr|A0A7E6D1I0|A0A7E6D1I0_9CHIR
OG0005355	sp|Q99N92|RM27_MOUSE	tr|A0A6J2MBX7|A0A6J2MBX7_9CHIR
OG0005356	sp|Q99PP7|TRI33_MOUSE	tr|A0A6J2KSW1|A0A6J2KSW1_9CHIR
OG0005357	sp|Q9CQ39|MED21_MOUSE	tr|A0A6J2NG64|A0A6J2NG64_9CHIR
OG0005358	sp|Q9CWQ2|ZSWM7_MOUSE	tr|A0A7E6EBU2|A0A7E6EBU2_9CHIR
OG0005359	sp|Q9D7X3|DUS3_MOUSE	tr|A0A6J2MDU6|A0A6J2MDU6_9CHIR
OG0005360	sp|Q9D9I1|TEX43_MOUSE	tr|A0A6J2L386|A0A6J2L386_9CHIR
OG0005361	sp|Q9D9P8|LCFC1_MOUSE	tr|A0A6J2MLK3|A0A6J2MLK3_9CHIR
OG0005362	sp|Q9ERG0|LIMA1_MOUSE	tr|A0A6J2NBE1|A0A6J2NBE1_9CHIR
OG0005363	sp|Q9ESN9|JIP3_MOUSE	tr|A0A6J2MU08|A0A6J2MU08_9CHIR
OG0005364	sp|Q9JHX6|ALLC_MOUSE	tr|A0A6J2M610|A0A6J2M610_9CHIR
OG0005365	sp|Q9JIN6|KCMB4_MOUSE	tr|A0A6J2NAL9|A0A6J2NAL9_9CHIR
OG0005366	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A6J2LYM0|A0A6J2LYM0_9CHIR
OG0005367	sp|Q9Z0H3|SNF5_MOUSE	tr|A0A6J2MV01|A0A6J2MV01_9CHIR
OG0005368	sp|A0A5K7RLP0|MEIOS_MOUSE	tr|A0A7E6CP80|A0A7E6CP80_9CHIR
OG0005369	sp|A2A5N8|LMBL1_MOUSE	tr|A0A6J2MKZ4|A0A6J2MKZ4_9CHIR
OG0005370	sp|A2A863|ITB4_MOUSE	tr|A0A7E6EGC7|A0A7E6EGC7_9CHIR
OG0005371	sp|A4Q9F3|TTL10_MOUSE	tr|A0A7E6DPD7|A0A7E6DPD7_9CHIR
OG0005372	sp|E9Q343|G137C_MOUSE	tr|A0A6J2L4N7|A0A6J2L4N7_9CHIR
OG0005373	tr|E9Q3G8|E9Q3G8_MOUSE	tr|A0A6J2LNQ0|A0A6J2LNQ0_9CHIR
OG0005374	sp|E9QA62|LMOD3_MOUSE	tr|A0A6J2M4I2|A0A6J2M4I2_9CHIR
OG0005375	sp|O08530|S1PR1_MOUSE	tr|A0A6J2L094|A0A6J2L094_9CHIR
OG0005376	sp|O08633|KRA81_MOUSE	tr|A0A6J2L285|A0A6J2L285_9CHIR
OG0005377	sp|O54910|IKBE_MOUSE	tr|A0A6J2LDH4|A0A6J2LDH4_9CHIR
OG0005378	sp|O89101|FGF18_MOUSE	tr|A0A6J2N1M7|A0A6J2N1M7_9CHIR
OG0005379	sp|O89114|DNJB5_MOUSE	tr|A0A6J2M290|A0A6J2M290_9CHIR
OG0005380	sp|P03940|CP21A_MOUSE	tr|A0A7E6DKW3|A0A7E6DKW3_9CHIR
OG0005381	sp|P0C673|IGS11_MOUSE	tr|A0A6J2L461|A0A6J2L461_9CHIR
OG0005382	sp|P23299|KCNE1_MOUSE	tr|A0A6J2KX32|A0A6J2KX32_9CHIR
OG0005383	sp|P35292|RAB17_MOUSE	tr|A0A6J2LI95|A0A6J2LI95_9CHIR
OG0005384	sp|P35561|KCNJ2_MOUSE	tr|A0A6J2M7M3|A0A6J2M7M3_9CHIR
OG0005385	sp|P46660|AINX_MOUSE	tr|A0A6J2LPF2|A0A6J2LPF2_9CHIR
OG0005386	sp|P52430|PON1_MOUSE	tr|A0A6J2MQA1|A0A6J2MQA1_9CHIR
OG0005387	sp|P58750|PIM3_MOUSE	tr|A0A6J2NH80|A0A6J2NH80_9CHIR
OG0005388	sp|P62852|RS25_MOUSE	tr|A0A7E6E2S6|A0A7E6E2S6_9CHIR
OG0005389	sp|P63216|GBG3_MOUSE	tr|A0A6J2LX84|A0A6J2LX84_9CHIR
OG0005390	sp|P70362|UFD1_MOUSE	tr|A0A6J2N225|A0A6J2N225_9CHIR
OG0005391	sp|P70399|TP53B_MOUSE	tr|A0A7E6E9B9|A0A7E6E9B9_9CHIR
OG0005392	sp|P84086|CPLX2_MOUSE	tr|A0A6J2N2P3|A0A6J2N2P3_9CHIR
OG0005393	sp|Q08639|TFDP1_MOUSE	tr|A0A7E6CKG3|A0A7E6CKG3_9CHIR
OG0005394	sp|Q11011|PSA_MOUSE	tr|A0A6J2M454|A0A6J2M454_9CHIR
OG0005395	sp|Q149C2|MIPT3_MOUSE	tr|A0A6J2LDE9|A0A6J2LDE9_9CHIR
OG0005396	sp|Q3TDN0|DISP1_MOUSE	tr|A0A7E6CYM8|A0A7E6CYM8_9CHIR
OG0005397	sp|Q3UHJ0|AAK1_MOUSE	tr|A0A7E6DYR1|A0A7E6DYR1_9CHIR
OG0005398	sp|Q3UW31|PATE2_MOUSE	tr|A0A6J2MX05|A0A6J2MX05_9CHIR
OG0005399	sp|Q61124|CLN3_MOUSE	tr|A0A7E6DD11|A0A7E6DD11_9CHIR
OG0005400	sp|Q6PHB0|I20RA_MOUSE	tr|A0A6J2LFB0|A0A6J2LFB0_9CHIR
OG0005401	sp|Q6PIX5|RHDF1_MOUSE	tr|A0A7E6DCN0|A0A7E6DCN0_9CHIR
OG0005402	sp|Q6ZWY9|H2B1C_MOUSE	tr|A0A6J2L0Q6|A0A6J2L0Q6_9CHIR
OG0005403	sp|Q8BHE0|PRR11_MOUSE	tr|A0A7E6EDT4|A0A7E6EDT4_9CHIR
OG0005404	sp|Q8BLJ3|PLCX3_MOUSE	tr|A0A6J2MPF1|A0A6J2MPF1_9CHIR
OG0005405	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A6J2M910|A0A6J2M910_9CHIR
OG0005406	sp|Q8C6S9|CFA54_MOUSE	tr|A0A6J2NE21|A0A6J2NE21_9CHIR
OG0005407	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A6J2MBZ0|A0A6J2MBZ0_9CHIR
OG0005408	sp|Q8K0L0|ASB2_MOUSE	tr|A0A6J2L5K7|A0A6J2L5K7_9CHIR
