Orthogroup	Mus_musculus	Cervus_elaphus_hippelaphus
OG0003931	sp|Q9D0F1|NDC80_MOUSE	tr|A0A212C770|A0A212C770_CEREH
OG0003932	sp|P53351|PLK2_MOUSE	tr|A0A212C885|A0A212C885_CEREH
OG0003933	sp|Q8K2B3|SDHA_MOUSE	tr|A0A212C8H6|A0A212C8H6_CEREH
OG0003934	sp|Q8R3K3|PTCD2_MOUSE	tr|A0A212C8M9|A0A212C8M9_CEREH
OG0003935	sp|A2AJX4|MALR1_MOUSE	tr|A0A212CAX8|A0A212CAX8_CEREH
OG0003936	sp|Q9CX11|UTP23_MOUSE	tr|A0A212CDK0|A0A212CDK0_CEREH
OG0003937	sp|Q5M8M9|LRC52_MOUSE	tr|A0A212CHJ2|A0A212CHJ2_CEREH
OG0003938	sp|P41183|BCL6_MOUSE	tr|A0A212CJ10|A0A212CJ10_CEREH
OG0003939	sp|P28078|DMA_MOUSE	tr|A0A212CLF3|A0A212CLF3_CEREH
OG0003940	sp|P63075|FGF17_MOUSE	tr|A0A212CMG2|A0A212CMG2_CEREH
OG0003941	sp|Q80ZQ9|ABITM_MOUSE	tr|A0A212CMI7|A0A212CMI7_CEREH
OG0003942	sp|Q5BLK4|TUT7_MOUSE	tr|A0A212CNE2|A0A212CNE2_CEREH
OG0003943	sp|Q03059|CLAT_MOUSE	tr|A0A212CNY3|A0A212CNY3_CEREH
OG0003944	sp|Q8BMG7|RBGPR_MOUSE	tr|A0A212CQP7|A0A212CQP7_CEREH
OG0003945	sp|Q6IS41|S2547_MOUSE	tr|A0A212CS26|A0A212CS26_CEREH
OG0003946	sp|P58749|TM6S1_MOUSE	tr|A0A212CS70|A0A212CS70_CEREH
OG0003947	sp|Q99LC5|ETFA_MOUSE	tr|A0A212CSJ5|A0A212CSJ5_CEREH
OG0003948	sp|P99025|GFRP_MOUSE	tr|A0A212CUM9|A0A212CUM9_CEREH
OG0003950	sp|P43247|MSH2_MOUSE	tr|A0A212CVH0|A0A212CVH0_CEREH
OG0003951	sp|Q9QY23|PKP3_MOUSE	tr|A0A212CVS6|A0A212CVS6_CEREH
OG0003952	sp|Q3UIW8|RN224_MOUSE	tr|A0A212CWF5|A0A212CWF5_CEREH
OG0003953	sp|Q9CQG1|CHAC2_MOUSE	tr|A0A212CXB4|A0A212CXB4_CEREH
OG0003954	sp|Q9WTK0|NUPR1_MOUSE	tr|A0A212CYY4|A0A212CYY4_CEREH
OG0003955	sp|P27545|CERS1_MOUSE	tr|A0A212D060|A0A212D060_CEREH
OG0003956	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|A0A212D155|A0A212D155_CEREH
OG0003957	sp|Q9JHU9|INO1_MOUSE	tr|A0A212D200|A0A212D200_CEREH
OG0003958	sp|Q925I4|TS1R2_MOUSE	tr|A0A212D3D8|A0A212D3D8_CEREH
OG0003959	sp|Q8CDD8|KCD20_MOUSE	tr|A0A212D4Q4|A0A212D4Q4_CEREH
OG0003960	sp|Q60963|PAFA_MOUSE	tr|A0A212D4T5|A0A212D4T5_CEREH
OG0003961	sp|O35261|E2F3_MOUSE	tr|A0A212D5I8|A0A212D5I8_CEREH
OG0003962	sp|Q6ZPK7|LST2_MOUSE	tr|A0A212D6F0|A0A212D6F0_CEREH
OG0003963	sp|Q99J25|MRM1_MOUSE	tr|A0A212D729|A0A212D729_CEREH
OG0003964	sp|Q6PHN1|CCD57_MOUSE	tr|A0A212D7C0|A0A212D7C0_CEREH
OG0003965	sp|P35576|G6PC1_MOUSE	tr|A0A212D8I5|A0A212D8I5_CEREH
OG0003966	sp|Q8BYZ1|ABI3_MOUSE	tr|A0A212D8L7|A0A212D8L7_CEREH
OG0003967	sp|Q9WTR6|XCT_MOUSE	tr|A0A212D956|A0A212D956_CEREH
OG0003968	sp|Q9D6E4|TTC9B_MOUSE	tr|A0A212DBV6|A0A212DBV6_CEREH
OG0003969	sp|P47945|MT4_MOUSE	tr|A0A212DD47|A0A212DD47_CEREH
OG0003970	sp|P60882|MEGF8_MOUSE	tr|A0A212DDJ4|A0A212DDJ4_CEREH
OG0003971	sp|Q8BTM9|GRP4_MOUSE	tr|A0A212DDL8|A0A212DDL8_CEREH
OG0003972	sp|Q9ERH7|HIPK3_MOUSE	tr|A0A212DI09|A0A212DI09_CEREH
OG0003973	sp|Q9D738|ASB12_MOUSE	tr|A0A212BZD4|A0A212BZD4_CEREH
OG0003974	sp|Q3TFQ1|SPRY7_MOUSE	tr|A0A212C3W1|A0A212C3W1_CEREH
OG0003975	sp|Q8CBX9|BIVM_MOUSE	tr|A0A212C4C7|A0A212C4C7_CEREH
OG0003976	sp|Q3ULM6|USPL1_MOUSE	tr|A0A212C4J0|A0A212C4J0_CEREH
OG0003977	sp|Q8VEB6|RNZ1_MOUSE	tr|A0A212C6M7|A0A212C6M7_CEREH
OG0003978	sp|P00848|ATP6_MOUSE	tr|A0A212C747|A0A212C747_CEREH
OG0003979	sp|Q8BGD6|S38A9_MOUSE	tr|A0A212C7Z6|A0A212C7Z6_CEREH
OG0003980	sp|Q8BR90|RIMC1_MOUSE	tr|A0A212C8K7|A0A212C8K7_CEREH
OG0003981	sp|Q3V129|ULK4_MOUSE	tr|A0A212C8Z5|A0A212C8Z5_CEREH
OG0003982	sp|Q9CYA0|CREL2_MOUSE	tr|A0A212CC63|A0A212CC63_CEREH
OG0003983	sp|Q8C2E7|WASC5_MOUSE	tr|A0A212CDS4|A0A212CDS4_CEREH
OG0003984	sp|Q8BKE5|FSBP_MOUSE	tr|A0A212CDW9|A0A212CDW9_CEREH
OG0003985	sp|Q99J56|DERL1_MOUSE	tr|A0A212CEB3|A0A212CEB3_CEREH
OG0003986	tr|E9Q8X5|E9Q8X5_MOUSE	tr|A0A212CEI7|A0A212CEI7_CEREH
OG0003987	sp|Q8R2M2|TDIF2_MOUSE	tr|A0A212CEW0|A0A212CEW0_CEREH
OG0003988	sp|Q569E4|MENT_MOUSE	tr|A0A212CG26|A0A212CG26_CEREH
OG0003989	sp|Q3V1L6|MTMRB_MOUSE	tr|A0A212CGJ3|A0A212CGJ3_CEREH
OG0003990	sp|Q9JLJ2|AL9A1_MOUSE	tr|A0A212CH24|A0A212CH24_CEREH
OG0003991	sp|P61953|GBG11_MOUSE	tr|A0A212CL84|A0A212CL84_CEREH
OG0003992	sp|Q62005|ZP1_MOUSE	tr|A0A212CPS7|A0A212CPS7_CEREH
OG0003993	sp|A2ADF7|S2534_MOUSE	tr|A0A212CQ23|A0A212CQ23_CEREH
OG0003994	sp|Q8VEA8|RAB7B_MOUSE	tr|A0A212CR69|A0A212CR69_CEREH
OG0003995	sp|P57784|RU2A_MOUSE	tr|A0A212CSM5|A0A212CSM5_CEREH
OG0003996	sp|Q3TEI4|CO039_MOUSE	tr|A0A212CSZ0|A0A212CSZ0_CEREH
OG0003997	sp|Q9D0Y8|RM52_MOUSE	tr|A0A212CUP4|A0A212CUP4_CEREH
OG0003998	sp|Q3V038|TTC9A_MOUSE	tr|A0A212CV37|A0A212CV37_CEREH
OG0003999	sp|B2RPU2|PLHD1_MOUSE	tr|A0A212CV46|A0A212CV46_CEREH
OG0004000	sp|Q9CQS2|NOP10_MOUSE	tr|A0A212CVB0|A0A212CVB0_CEREH
OG0004001	sp|Q3V0G7|GARL3_MOUSE	tr|A0A212CVK5|A0A212CVK5_CEREH
OG0004002	sp|Q9CQF9|PCYOX_MOUSE	tr|A0A212CW17|A0A212CW17_CEREH
OG0004003	sp|Q5SP85|CC85A_MOUSE	tr|A0A212CW21|A0A212CW21_CEREH
OG0004004	sp|Q8K1S5|KLF11_MOUSE	tr|A0A212CXM5|A0A212CXM5_CEREH
OG0004005	sp|Q8R331|ZNHI1_MOUSE	tr|A0A212CZE6|A0A212CZE6_CEREH
OG0004006	sp|Q2TA57|ASPH1_MOUSE	tr|A0A212CZZ9|A0A212CZZ9_CEREH
OG0004007	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A212D0M3|A0A212D0M3_CEREH
OG0004008	sp|P18111|CDX1_MOUSE	tr|A0A212D1F4|A0A212D1F4_CEREH
OG0004009	sp|Q922Q5|S35B3_MOUSE	tr|A0A212D5B4|A0A212D5B4_CEREH
OG0004010	sp|Q8BTG6|SPRNG_MOUSE	tr|A0A212D9L5|A0A212D9L5_CEREH
OG0004011	sp|O88200|CLC11_MOUSE	tr|A0A212DCK7|A0A212DCK7_CEREH
OG0004012	sp|Q9JL70|FANCA_MOUSE	tr|A0A212DCN8|A0A212DCN8_CEREH
OG0004013	sp|Q99JF5|MVD1_MOUSE	tr|A0A212DD91|A0A212DD91_CEREH
OG0004014	sp|P04202|TGFB1_MOUSE	tr|A0A212DDZ5|A0A212DDZ5_CEREH
OG0004015	sp|P51661|DHI2_MOUSE	tr|A0A212DE20|A0A212DE20_CEREH
OG0004016	sp|Q91V76|CK054_MOUSE	tr|A0A212DG06|A0A212DG06_CEREH
OG0004017	sp|Q60865|CAPR1_MOUSE	tr|A0A212DHZ7|A0A212DHZ7_CEREH
OG0004018	sp|P56393|COX7B_MOUSE	tr|A0A212BZ78|A0A212BZ78_CEREH
OG0004020	sp|Q3TUL7|DCA17_MOUSE	tr|A0A212C1C9|A0A212C1C9_CEREH
OG0004021	sp|P31041|CD28_MOUSE	tr|A0A212C240|A0A212C240_CEREH
OG0004022	sp|Q91UZ5|IMPA2_MOUSE	tr|A0A212C720|A0A212C720_CEREH
OG0004023	sp|Q9CPV1|SKA1_MOUSE	tr|A0A212C744|A0A212C744_CEREH
OG0004024	sp|P98078|DAB2_MOUSE	tr|A0A212C801|A0A212C801_CEREH
OG0004025	sp|P27512|TNR5_MOUSE	tr|A0A212CAJ0|A0A212CAJ0_CEREH
OG0004026	sp|Q4VBD9|GZF1_MOUSE	tr|A0A212CAP7|A0A212CAP7_CEREH
OG0004027	sp|Q8K3M5|CABL2_MOUSE	tr|A0A212CBF0|A0A212CBF0_CEREH
OG0004028	tr|A2A484|A2A484_MOUSE	tr|A0A212CBS4|A0A212CBS4_CEREH
OG0004029	sp|Q6DIB4|NOL4L_MOUSE	tr|A0A212CCE7|A0A212CCE7_CEREH
OG0004030	tr|S4R181|S4R181_MOUSE	tr|A0A212CEH5|A0A212CEH5_CEREH
OG0004031	sp|Q99LM9|TADA1_MOUSE	tr|A0A212CFI5|A0A212CFI5_CEREH
OG0004032	sp|Q8BSA9|TYW3_MOUSE	tr|A0A212CGL5|A0A212CGL5_CEREH
OG0004033	sp|O35226|PSMD4_MOUSE	tr|A0A212CGX3|A0A212CGX3_CEREH
OG0004034	sp|Q8K211|COPT1_MOUSE	tr|A0A212CM62|A0A212CM62_CEREH
OG0004035	sp|Q99P65|S29A3_MOUSE	tr|A0A212CNV3|A0A212CNV3_CEREH
OG0004036	sp|P0C8K7|SMIM1_MOUSE	tr|A0A212CQ92|A0A212CQ92_CEREH
OG0004037	sp|A2A8U2|TM201_MOUSE	tr|A0A212CQZ6|A0A212CQZ6_CEREH
OG0004038	sp|A2AQ14|MS18B_MOUSE	tr|A0A212CTC4|A0A212CTC4_CEREH
OG0004039	sp|Q8BHZ4|ZN592_MOUSE	tr|A0A212CTF6|A0A212CTF6_CEREH
OG0004040	sp|Q3V079|BBOF1_MOUSE	tr|A0A212CTP1|A0A212CTP1_CEREH
OG0004041	sp|Q8BFU1|S39A9_MOUSE	tr|A0A212CU80|A0A212CU80_CEREH
OG0004042	sp|P59328|WDHD1_MOUSE	tr|A0A212CUZ7|A0A212CUZ7_CEREH
OG0004043	sp|P59279|RAB2B_MOUSE	tr|A0A212CVB9|A0A212CVB9_CEREH
OG0004044	sp|P33242|STF1_MOUSE	tr|A0A212CVW6|A0A212CVW6_CEREH
OG0004045	sp|Q497V5|SRBD1_MOUSE	tr|A0A212CW85|A0A212CW85_CEREH
OG0004046	sp|Q9DB29|IAH1_MOUSE	tr|A0A212CWI5|A0A212CWI5_CEREH
OG0004047	sp|Q9QYC3|BHA15_MOUSE	tr|A0A212CYX1|A0A212CYX1_CEREH
OG0004048	sp|Q99J21|MCLN1_MOUSE	tr|A0A212D010|A0A212D010_CEREH
OG0004049	sp|A6H603|NWD1_MOUSE	tr|A0A212D246|A0A212D246_CEREH
OG0004050	sp|Q61458|CCNH_MOUSE	tr|A0A212D2M1|A0A212D2M1_CEREH
OG0004052	sp|Q8VIG1|REST_MOUSE	tr|A0A212D6A5|A0A212D6A5_CEREH
OG0004054	sp|Q60668|HNRPD_MOUSE	tr|A0A212D6Y9|A0A212D6Y9_CEREH
OG0004055	sp|Q3UHC0|TNR6C_MOUSE	tr|A0A212D7R0|A0A212D7R0_CEREH
OG0004056	sp|Q8BTE6|WFD21_MOUSE	tr|A0A212D8U3|A0A212D8U3_CEREH
OG0004057	sp|P10146|CCL1_MOUSE	tr|A0A212DA83|A0A212DA83_CEREH
OG0004058	sp|Q91ZP9|NECA2_MOUSE	tr|A0A212DCR2|A0A212DCR2_CEREH
OG0004059	sp|Q6ZQE4|NEMP1_MOUSE	tr|A0A212DFR9|A0A212DFR9_CEREH
OG0004060	sp|P32958|ROM1_MOUSE	tr|A0A212DGA6|A0A212DGA6_CEREH
OG0004061	sp|Q9DCK3|TSN4_MOUSE	tr|A0A212DH60|A0A212DH60_CEREH
OG0004062	sp|Q61189|ICLN_MOUSE	tr|A0A212DH86|A0A212DH86_CEREH
OG0004063	sp|O70273|EHF_MOUSE	tr|A0A212DIU3|A0A212DIU3_CEREH
OG0004064	tr|Q8BML3|Q8BML3_MOUSE	tr|A0A212C0J3|A0A212C0J3_CEREH
OG0004065	sp|Q91ZV3|DCBD2_MOUSE	tr|A0A212C3X3|A0A212C3X3_CEREH
OG0004066	sp|Q5Y5T1|ZDH20_MOUSE	tr|A0A212C462|A0A212C462_CEREH
OG0004067	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A212C583|A0A212C583_CEREH
OG0004068	sp|Q61941|NNTM_MOUSE	tr|A0A212C804|A0A212C804_CEREH
OG0004069	sp|Q9QYY7|ESM1_MOUSE	tr|A0A212C895|A0A212C895_CEREH
OG0004070	sp|A2APB8|TPX2_MOUSE	tr|A0A212CB09|A0A212CB09_CEREH
OG0004071	sp|Q5HZG4|TAF3_MOUSE	tr|A0A212CBB9|A0A212CBB9_CEREH
OG0004072	tr|Q0VGU8|Q0VGU8_MOUSE	tr|A0A212CBD6|A0A212CBD6_CEREH
OG0004073	sp|P63046|ST4A1_MOUSE	tr|A0A212CCT1|A0A212CCT1_CEREH
OG0004074	sp|Q9CPR5|RM15_MOUSE	tr|A0A212CEU9|A0A212CEU9_CEREH
OG0004075	sp|Q9CZJ1|UTP11_MOUSE	tr|A0A212CHD4|A0A212CHD4_CEREH
OG0004076	sp|P35428|HES1_MOUSE	tr|A0A212CIW7|A0A212CIW7_CEREH
OG0004077	sp|Q64368|DAZL_MOUSE	tr|A0A212CJ67|A0A212CJ67_CEREH
OG0004078	sp|P24622|CRYAA_MOUSE	tr|A0A212CJ82|A0A212CJ82_CEREH
OG0004079	sp|Q8BU03|PWP2_MOUSE	tr|A0A212CJC0|A0A212CJC0_CEREH
OG0004080	sp|Q8C754|VPS52_MOUSE	tr|A0A212CLW3|A0A212CLW3_CEREH
OG0004081	tr|A0A1D5RLR8|A0A1D5RLR8_MOUSE	tr|A0A212CLY4|A0A212CLY4_CEREH
OG0004082	sp|Q6GQX6|ANKS6_MOUSE	tr|A0A212CMB7|A0A212CMB7_CEREH
OG0004083	sp|Q8C0M8|DNAI1_MOUSE	tr|A0A212CMP1|A0A212CMP1_CEREH
OG0004084	tr|Q8K0M7|Q8K0M7_MOUSE	tr|A0A212CN40|A0A212CN40_CEREH
OG0004085	sp|O35149|ZNT4_MOUSE	tr|A0A212CPP7|A0A212CPP7_CEREH
OG0004086	sp|A2A935|PRD16_MOUSE	tr|A0A212CR95|A0A212CR95_CEREH
OG0004087	sp|Q60612|AA1R_MOUSE	tr|A0A212CRP9|A0A212CRP9_CEREH
OG0004088	sp|Q9QYR6|MAP1A_MOUSE	tr|A0A212CS56|A0A212CS56_CEREH
OG0004089	sp|Q924S8|SPRE1_MOUSE	tr|A0A212CTV0|A0A212CTV0_CEREH
OG0004090	sp|Q8BI22|CE128_MOUSE	tr|A0A212CV05|A0A212CV05_CEREH
OG0004091	sp|A2RSY1|KANL3_MOUSE	tr|A0A212CVY4|A0A212CVY4_CEREH
OG0004092	sp|Q5SSW2|PSME4_MOUSE	tr|A0A212CX56|A0A212CX56_CEREH
OG0004093	sp|P97328|KHK_MOUSE	tr|A0A212CXD2|A0A212CXD2_CEREH
OG0004094	sp|Q9DBJ3|BI2L1_MOUSE	tr|A0A212D034|A0A212D034_CEREH
OG0004095	sp|P20109|IL13_MOUSE	tr|A0A212D0D8|A0A212D0D8_CEREH
OG0004096	sp|B9EKE5|CATIP_MOUSE	tr|A0A212D323|A0A212D323_CEREH
OG0004097	sp|Q8VE37|RCC1_MOUSE	tr|A0A212D471|A0A212D471_CEREH
OG0004098	sp|O35143|ATIF1_MOUSE	tr|A0A212D4K4|A0A212D4K4_CEREH
OG0004099	sp|Q6P542|ABCF1_MOUSE	tr|A0A212D552|A0A212D552_CEREH
OG0004100	sp|Q5SSK3|TEFM_MOUSE	tr|A0A212D7G7|A0A212D7G7_CEREH
OG0004101	sp|P0C0A3|CHMP6_MOUSE	tr|A0A212D8Q3|A0A212D8Q3_CEREH
OG0004102	sp|Q9D6G5|TM138_MOUSE	tr|A0A212DGV0|A0A212DGV0_CEREH
OG0004103	sp|Q9CQF6|ADPPT_MOUSE	tr|A0A212DID0|A0A212DID0_CEREH
OG0004104	sp|P33587|PROC_MOUSE	tr|A0A212C1P3|A0A212C1P3_CEREH
OG0004105	sp|Q5U430|UBR3_MOUSE	tr|A0A212C1Y9|A0A212C1Y9_CEREH
OG0004106	sp|Q9D7G4|EURL_MOUSE	tr|A0A212C335|A0A212C335_CEREH
OG0004107	sp|Q8BXR5|NALCN_MOUSE	tr|A0A212C487|A0A212C487_CEREH
OG0004108	sp|Q9Z2U2|ZN292_MOUSE	tr|A0A212C5V6|A0A212C5V6_CEREH
OG0004109	sp|Q14CH1|MOCOS_MOUSE	tr|A0A212C6M4|A0A212C6M4_CEREH
OG0004110	sp|Q8CH25|SLTM_MOUSE	tr|A0A212C7C5|A0A212C7C5_CEREH
OG0004111	sp|Q03358|MSX2_MOUSE	tr|A0A212C861|A0A212C861_CEREH
OG0004112	sp|Q9JHQ5|LZTL1_MOUSE	tr|A0A212C980|A0A212C980_CEREH
OG0004113	sp|Q9D9C7|CC062_MOUSE	tr|A0A212C9N6|A0A212C9N6_CEREH
OG0004114	sp|Q9DBS1|TMM43_MOUSE	tr|A0A212C9U7|A0A212C9U7_CEREH
OG0004115	sp|P41245|MMP9_MOUSE	tr|A0A212CBG1|A0A212CBG1_CEREH
OG0004116	sp|Q7TNK8|ADM2_MOUSE	tr|A0A212CD18|A0A212CD18_CEREH
OG0004117	sp|Q9WV76|AP4B1_MOUSE	tr|A0A212CF29|A0A212CF29_CEREH
OG0004118	sp|Q569Z6|TR150_MOUSE	tr|A0A212CGU6|A0A212CGU6_CEREH
OG0004119	sp|Q9D708|S10AG_MOUSE	tr|A0A212CHC0|A0A212CHC0_CEREH
OG0004120	sp|A2AGA4|RHBL2_MOUSE	tr|A0A212CHY2|A0A212CHY2_CEREH
OG0004121	sp|P86045|TM207_MOUSE	tr|A0A212CJ44|A0A212CJ44_CEREH
OG0004122	sp|Q99KV1|DJB11_MOUSE	tr|A0A212CJX7|A0A212CJX7_CEREH
OG0004123	sp|Q9WTM4|NF2L3_MOUSE	tr|A0A212CKK2|A0A212CKK2_CEREH
OG0004124	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A212CKM7|A0A212CKM7_CEREH
OG0004125	sp|Q3UIK4|MET14_MOUSE	tr|A0A212CLS8|A0A212CLS8_CEREH
OG0004126	sp|Q9JHI7|EXOS9_MOUSE	tr|A0A212CM70|A0A212CM70_CEREH
OG0004127	sp|Q9JIC3|DCR1A_MOUSE	tr|A0A212CPA3|A0A212CPA3_CEREH
OG0004128	sp|Q80XU3|NUCKS_MOUSE	tr|A0A212CQE1|A0A212CQE1_CEREH
OG0004129	sp|Q9D114|MESH1_MOUSE	tr|A0A212CRU6|A0A212CRU6_CEREH
OG0004130	sp|P47867|SCG3_MOUSE	tr|A0A212CUJ5|A0A212CUJ5_CEREH
OG0004131	sp|Q64355|EFS_MOUSE	tr|A0A212CUS1|A0A212CUS1_CEREH
OG0004132	sp|Q9QZ23|NFU1_MOUSE	tr|A0A212CVQ7|A0A212CVQ7_CEREH
OG0004133	sp|P70295|AUP1_MOUSE	tr|A0A212CWH9|A0A212CWH9_CEREH
OG0004134	sp|P53995|APC1_MOUSE	tr|A0A212CX42|A0A212CX42_CEREH
OG0004135	sp|Q7TPB0|PLPR3_MOUSE	tr|A0A212D037|A0A212D037_CEREH
OG0004136	sp|Q8C7K6|PCYXL_MOUSE	tr|A0A212D079|A0A212D079_CEREH
OG0004137	sp|Q91V13|LEAP2_MOUSE	tr|A0A212D135|A0A212D135_CEREH
OG0004138	sp|O88286|WIZ_MOUSE	tr|A0A212D1A1|A0A212D1A1_CEREH
OG0004139	sp|P43432|IL12B_MOUSE	tr|A0A212D2E1|A0A212D2E1_CEREH
OG0004140	sp|Q8VC56|RNF8_MOUSE	tr|A0A212D4L4|A0A212D4L4_CEREH
OG0004141	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A212D5R1|A0A212D5R1_CEREH
OG0004142	sp|Q9D4P7|GSTT4_MOUSE	tr|A0A212D8H3|A0A212D8H3_CEREH
OG0004143	sp|Q3UY34|CSTOS_MOUSE	tr|A0A212D8J0|A0A212D8J0_CEREH
OG0004144	sp|Q3UB74|TBRG1_MOUSE	tr|A0A212DG99|A0A212DG99_CEREH
OG0004145	sp|P09535|IGF2_MOUSE	tr|A0A212DGA0|A0A212DGA0_CEREH
OG0004146	sp|Q9D8N3|TM86A_MOUSE	tr|A0A212DGF1|A0A212DGF1_CEREH
OG0004147	sp|P12979|MYOG_MOUSE	tr|A0A212DHA1|A0A212DHA1_CEREH
OG0004148	sp|Q7TQA1|IGSF1_MOUSE	tr|A0A212BZR3|A0A212BZR3_CEREH
OG0004149	sp|Q9EP64|TNMD_MOUSE	tr|A0A212C001|A0A212C001_CEREH
OG0004150	sp|Q9D0B6|PBDC1_MOUSE	tr|A0A212C0K6|A0A212C0K6_CEREH
OG0004151	sp|Q8BXJ8|Z385B_MOUSE	tr|A0A212C1B4|A0A212C1B4_CEREH
OG0004152	sp|O88441|MTX2_MOUSE	tr|A0A212C1S8|A0A212C1S8_CEREH
OG0004154	sp|Q8CHS8|VP37A_MOUSE	tr|A0A212C337|A0A212C337_CEREH
OG0004155	sp|Q9Z2M6|UBL3_MOUSE	tr|A0A212C3T6|A0A212C3T6_CEREH
OG0004156	sp|Q9EQR6|FANCG_MOUSE	tr|A0A212C555|A0A212C555_CEREH
OG0004157	sp|Q9D534|ZC21B_MOUSE	tr|A0A212C7N4|A0A212C7N4_CEREH
OG0004158	sp|Q8C3L1|SSUH2_MOUSE	tr|A0A212C8X0|A0A212C8X0_CEREH
OG0004159	sp|Q9D5U8|CNBD2_MOUSE	tr|A0A212CAY3|A0A212CAY3_CEREH
OG0004160	sp|Q91ZW2|OFUT1_MOUSE	tr|A0A212CB41|A0A212CB41_CEREH
OG0004161	sp|Q8VCL5|S17A9_MOUSE	tr|A0A212CB46|A0A212CB46_CEREH
OG0004162	sp|D3Z7Q2|SIM20_MOUSE	tr|A0A212CBF4|A0A212CBF4_CEREH
OG0004163	sp|Q9D7I8|FA83D_MOUSE	tr|A0A212CCB6|A0A212CCB6_CEREH
OG0004164	sp|Q8BYC4|GPR20_MOUSE	tr|A0A212CEE2|A0A212CEE2_CEREH
OG0004165	sp|O88736|DHB7_MOUSE	tr|A0A212CF16|A0A212CF16_CEREH
OG0004166	sp|Q3KQJ0|TMM69_MOUSE	tr|A0A212CI28|A0A212CI28_CEREH
OG0004167	tr|B1AYM9|B1AYM9_MOUSE	tr|A0A212CI56|A0A212CI56_CEREH
OG0004168	sp|Q6NV83|SR140_MOUSE	tr|A0A212CIP5|A0A212CIP5_CEREH
OG0004169	tr|E9PXX8|E9PXX8_MOUSE	tr|A0A212CLG0|A0A212CLG0_CEREH
OG0004170	sp|B2RPV6|MMRN1_MOUSE	tr|A0A212CLX1|A0A212CLX1_CEREH
OG0004171	sp|Q9D772|F219A_MOUSE	tr|A0A212CN29|A0A212CN29_CEREH
OG0004172	sp|Q61823|PDCD4_MOUSE	tr|A0A212CNX5|A0A212CNX5_CEREH
OG0004173	sp|Q925I1|ATAD3_MOUSE	tr|A0A212CQE5|A0A212CQE5_CEREH
OG0004174	sp|P41047|TNFL6_MOUSE	tr|A0A212CRD1|A0A212CRD1_CEREH
OG0004175	sp|Q0VG49|CO061_MOUSE	tr|A0A212CVC3|A0A212CVC3_CEREH
OG0004176	sp|Q5M6W3|CLHC1_MOUSE	tr|A0A212CW99|A0A212CW99_CEREH
OG0004177	sp|Q99LB7|SARDH_MOUSE	tr|A0A212CWJ9|A0A212CWJ9_CEREH
OG0004178	sp|Q8R3V5|SHLB2_MOUSE	tr|A0A212CWN1|A0A212CWN1_CEREH
OG0004179	sp|Q8CBB9|RSAD2_MOUSE	tr|A0A212CWZ0|A0A212CWZ0_CEREH
OG0004180	sp|Q9D7P7|CLIC3_MOUSE	tr|A0A212CXF3|A0A212CXF3_CEREH
OG0004181	sp|Q91WV7|SLC31_MOUSE	tr|A0A212CXF9|A0A212CXF9_CEREH
OG0004182	sp|O54957|LAT_MOUSE	tr|A0A212CY76|A0A212CY76_CEREH
OG0004183	sp|Q6NZQ0|CF119_MOUSE	tr|A0A212CY85|A0A212CY85_CEREH
OG0004184	sp|Q3U829|AP5Z1_MOUSE	tr|A0A212CYL1|A0A212CYL1_CEREH
OG0004185	sp|Q9JHL0|NTAL_MOUSE	tr|A0A212CZ95|A0A212CZ95_CEREH
OG0004186	sp|Q00547|HMMR_MOUSE	tr|A0A212D0Z4|A0A212D0Z4_CEREH
OG0004187	sp|Q56A10|ZN608_MOUSE	tr|A0A212D2G9|A0A212D2G9_CEREH
OG0004188	sp|Q9CWJ9|PUR9_MOUSE	tr|A0A212D367|A0A212D367_CEREH
OG0004189	sp|A2CI98|DYTN_MOUSE	tr|A0A212D3F2|A0A212D3F2_CEREH
OG0004190	sp|Q8CEG5|CC28B_MOUSE	tr|A0A212D3L3|A0A212D3L3_CEREH
OG0004191	sp|Q91ZE5|AGRE4_MOUSE	tr|A0A212D6N4|A0A212D6N4_CEREH
OG0004192	sp|Q8C3Y4|KNTC1_MOUSE	tr|A0A212D748|A0A212D748_CEREH
OG0004193	sp|Q8VBT9|ASPC1_MOUSE	tr|A0A212D9G0|A0A212D9G0_CEREH
OG0004194	sp|Q14BV6|YDJC_MOUSE	tr|A0A212DA37|A0A212DA37_CEREH
OG0004195	sp|Q9DB54|F216A_MOUSE	tr|A0A212DAI2|A0A212DAI2_CEREH
OG0004196	sp|Q64705|USF2_MOUSE	tr|A0A212DCT8|A0A212DCT8_CEREH
OG0004197	sp|O08919|NUMBL_MOUSE	tr|A0A212DCZ9|A0A212DCZ9_CEREH
OG0004199	sp|Q5FWC3|M4A13_MOUSE	tr|A0A212DIM5|A0A212DIM5_CEREH
OG0004200	sp|Q9CZT6|CMS1_MOUSE	tr|A0A212C3P0|A0A212C3P0_CEREH
OG0004201	sp|Q9WVL6|EXTL3_MOUSE	tr|A0A212C4U8|A0A212C4U8_CEREH
OG0004203	sp|Q8JZN5|ACAD9_MOUSE	tr|A0A212C8V1|A0A212C8V1_CEREH
