Orthogroup	Mus_musculus	Theropithecus_gelada
OG0005870	sp|Q99KW3|TARA_MOUSE	tr|A0A8D2K0U8|A0A8D2K0U8_THEGE
OG0005871	tr|Q9CQ14|Q9CQ14_MOUSE	tr|A0A8D2FSM7|A0A8D2FSM7_THEGE
OG0005872	sp|Q9CQD6|SARCO_MOUSE	tr|A0A8D2FFB7|A0A8D2FFB7_THEGE
OG0005873	sp|Q9CQE7|ERGI3_MOUSE	tr|A0A8D2EE53|A0A8D2EE53_THEGE
OG0005874	sp|Q9CRB8|MTFP1_MOUSE	tr|A0A8D2K772|A0A8D2K772_THEGE
OG0005875	sp|Q9D0A3|ARPIN_MOUSE	tr|A0A8D2ENA0|A0A8D2ENA0_THEGE
OG0005876	sp|Q9D3V1|DRC10_MOUSE	tr|A0A8D2FLC8|A0A8D2FLC8_THEGE
OG0005877	sp|Q9EQ16|CXCR6_MOUSE	tr|A0A8D2F607|A0A8D2F607_THEGE
OG0005878	sp|Q9JJ80|RPF2_MOUSE	tr|A0A8D2E8U6|A0A8D2E8U6_THEGE
OG0005879	sp|Q9QXT0|CNPY2_MOUSE	tr|A0A8D2F8D3|A0A8D2F8D3_THEGE
OG0005880	sp|Q9WTX6|CUL1_MOUSE	tr|A0A8D2E7E4|A0A8D2E7E4_THEGE
OG0005881	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A8D2GKJ3|A0A8D2GKJ3_THEGE
OG0005882	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A8D2EAZ2|A0A8D2EAZ2_THEGE
OG0005883	sp|A0A140LHV9|SIM27_MOUSE	tr|A0A8D2F356|A0A8D2F356_THEGE
OG0005884	sp|A2RSY6|TRM1L_MOUSE	tr|A0A8D2K894|A0A8D2K894_THEGE
OG0005885	sp|D3YXS5|KIF28_MOUSE	tr|A0A8D2FNL0|A0A8D2FNL0_THEGE
OG0005887	sp|E9Q309|CE350_MOUSE	tr|A0A8D2G9S4|A0A8D2G9S4_THEGE
OG0005888	tr|E9QAP7|E9QAP7_MOUSE	tr|A0A8D2JZK3|A0A8D2JZK3_THEGE
OG0005889	sp|O54692|ZW10_MOUSE	tr|A0A8D2FSN4|A0A8D2FSN4_THEGE
OG0005890	sp|P01582|IL1A_MOUSE	tr|A0A8D2GBZ2|A0A8D2GBZ2_THEGE
OG0005891	sp|P0C5K0|SBK3_MOUSE	tr|A0A8D2EZ57|A0A8D2EZ57_THEGE
OG0005892	sp|P23506|PIMT_MOUSE	tr|A0A8D2GG01|A0A8D2GG01_THEGE
OG0005893	sp|P23683|EVX1_MOUSE	tr|A0A8D2FUL6|A0A8D2FUL6_THEGE
OG0005894	sp|P40630|TFAM_MOUSE	tr|A0A8D2JU95|A0A8D2JU95_THEGE
OG0005895	sp|P51949|MAT1_MOUSE	tr|A0A8D2K225|A0A8D2K225_THEGE
OG0005896	sp|Q05A36|MEX3C_MOUSE	tr|A0A8D2G7Z2|A0A8D2G7Z2_THEGE
OG0005897	sp|Q3UTS8|ISK13_MOUSE	tr|A0A8D2E5J3|A0A8D2E5J3_THEGE
OG0005898	sp|Q3UV31|RN223_MOUSE	tr|A0A8D2F059|A0A8D2F059_THEGE
OG0005899	sp|Q3UW12|CNGA4_MOUSE	tr|A0A8D2FX93|A0A8D2FX93_THEGE
OG0005900	sp|Q61878|PRG2_MOUSE	tr|A0A8D2K6Q4|A0A8D2K6Q4_THEGE
OG0005901	sp|Q64213|SF01_MOUSE	tr|A0A8D2F251|A0A8D2F251_THEGE
OG0005902	sp|Q6IRU7|CEP78_MOUSE	tr|A0A8D2G9P3|A0A8D2G9P3_THEGE
OG0005903	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A8D2G2W3|A0A8D2G2W3_THEGE
OG0005904	sp|Q80U38|KHNYN_MOUSE	tr|A0A8D2G3M7|A0A8D2G3M7_THEGE
OG0005905	sp|Q8BW11|PRS58_MOUSE	tr|A0A8D2GIU9|A0A8D2GIU9_THEGE
OG0005906	sp|Q8C854|MYEF2_MOUSE	tr|A0A8D2F1F9|A0A8D2F1F9_THEGE
OG0005907	tr|Q8CFX3|Q8CFX3_MOUSE	tr|A0A8D2GHZ5|A0A8D2GHZ5_THEGE
OG0005908	sp|Q8CG65|SSPO_MOUSE	tr|A0A8D2ECW6|A0A8D2ECW6_THEGE
OG0005909	sp|Q8CI71|VPS50_MOUSE	tr|A0A8D2E924|A0A8D2E924_THEGE
OG0005910	sp|Q8K0B3|LRC66_MOUSE	tr|A0A8D2G0M5|A0A8D2G0M5_THEGE
OG0005911	sp|Q8K2X2|RBM48_MOUSE	tr|A0A8D2E906|A0A8D2E906_THEGE
OG0005912	sp|Q8K3W3|CASC3_MOUSE	tr|A0A8D2EJH0|A0A8D2EJH0_THEGE
OG0005913	sp|Q8R197|SAST_MOUSE	tr|A0A8D2EJZ3|A0A8D2EJZ3_THEGE
OG0005914	sp|Q8VC56|RNF8_MOUSE	tr|A0A8D2GP97|A0A8D2GP97_THEGE
OG0005915	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A8D2ETX1|A0A8D2ETX1_THEGE
OG0005916	sp|Q91VC7|PP14A_MOUSE	tr|A0A8D2JX09|A0A8D2JX09_THEGE
OG0005917	tr|Q91XW9|Q91XW9_MOUSE	tr|A0A8D2GEI1|A0A8D2GEI1_THEGE
OG0005918	sp|Q91ZF0|DJC24_MOUSE	tr|A0A8D2EN30|A0A8D2EN30_THEGE
OG0005919	sp|Q99JF8|PSIP1_MOUSE	tr|A0A8D2F4T9|A0A8D2F4T9_THEGE
OG0005920	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A8D2K329|A0A8D2K329_THEGE
OG0005921	sp|Q99L48|NMD3_MOUSE	tr|A0A8D2JU89|A0A8D2JU89_THEGE
OG0005922	sp|Q99LC3|NDUAA_MOUSE	tr|A0A8D2G847|A0A8D2G847_THEGE
OG0005923	sp|Q99MK9|RASF1_MOUSE	tr|A0A8D2EG08|A0A8D2EG08_THEGE
OG0005924	sp|Q99P21|MUTYH_MOUSE	tr|A0A8D2GBD7|A0A8D2GBD7_THEGE
OG0005925	sp|Q9CQR2|RS21_MOUSE	tr|A0A8D2EQQ6|A0A8D2EQQ6_THEGE
OG0005926	sp|Q9CR59|G45IP_MOUSE	tr|A0A8D2E4D9|A0A8D2E4D9_THEGE
OG0005927	sp|Q9CWB5|PGPIL_MOUSE	tr|A0A8D2JZU4|A0A8D2JZU4_THEGE
OG0005928	sp|Q9D270|ZDH21_MOUSE	tr|A0A8D2FE91|A0A8D2FE91_THEGE
OG0005929	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A8D2JZA0|A0A8D2JZA0_THEGE
OG0005930	sp|Q9DAM9|FANK1_MOUSE	tr|A0A8D2GFZ8|A0A8D2GFZ8_THEGE
OG0005931	sp|Q9ER75|IRX6_MOUSE	tr|A0A8D2FRG4|A0A8D2FRG4_THEGE
OG0005932	sp|Q9ESL4|M3K20_MOUSE	tr|A0A8D2FSP7|A0A8D2FSP7_THEGE
OG0005933	sp|Q9JHF7|HPGDS_MOUSE	tr|A0A8D2EFZ1|A0A8D2EFZ1_THEGE
OG0005934	sp|Q9JIF3|GTR8_MOUSE	tr|A0A8D2K6M6|A0A8D2K6M6_THEGE
OG0005935	sp|Q9JIX8|ACINU_MOUSE	tr|A0A8D2FTH1|A0A8D2FTH1_THEGE
OG0005936	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A8D2EAQ4|A0A8D2EAQ4_THEGE
OG0005937	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A8D2FVC6|A0A8D2FVC6_THEGE
OG0005938	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A8D2K4H3|A0A8D2K4H3_THEGE
OG0005939	sp|Q9Z2S7|T22D3_MOUSE	tr|A0A8D2FEH0|A0A8D2FEH0_THEGE
OG0005940	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A8D2JU09|A0A8D2JU09_THEGE
OG0005941	sp|A2AEV7|CC120_MOUSE	tr|A0A8D2EBW3|A0A8D2EBW3_THEGE
OG0005942	sp|A3KGA4|TCAL7_MOUSE	tr|A0A8D2F580|A0A8D2F580_THEGE
OG0005943	sp|B5TVM2|ILDR2_MOUSE	tr|A0A8D2JYK0|A0A8D2JYK0_THEGE
OG0005944	sp|D3YYU8|OBSL1_MOUSE	tr|A0A8D2K1J5|A0A8D2K1J5_THEGE
OG0005945	sp|O08543|EFNA5_MOUSE	tr|A0A8D2EVA1|A0A8D2EVA1_THEGE
OG0005946	sp|O89032|SPD2A_MOUSE	tr|A0A8D2FZD5|A0A8D2FZD5_THEGE
OG0005947	sp|P33587|PROC_MOUSE	tr|A0A8D2GCW7|A0A8D2GCW7_THEGE
OG0005948	sp|P36916|GNL1_MOUSE	tr|A0A8D2EWY7|A0A8D2EWY7_THEGE
OG0005949	sp|P47877|IBP2_MOUSE	tr|A0A8D2JYK8|A0A8D2JYK8_THEGE
OG0005950	sp|P59096|STAR6_MOUSE	tr|A0A8D2G005|A0A8D2G005_THEGE
OG0005951	sp|P63157|BARH1_MOUSE	tr|A0A8D2F875|A0A8D2F875_THEGE
OG0005952	sp|P70315|WASP_MOUSE	tr|A0A8D2EFP7|A0A8D2EFP7_THEGE
OG0005953	sp|P81269|ATF1_MOUSE	tr|A0A8D2EE00|A0A8D2EE00_THEGE
OG0005954	sp|P97386|DNLI3_MOUSE	tr|A0A8D2K293|A0A8D2K293_THEGE
OG0005955	sp|P97461|RS5_MOUSE	tr|A0A8D2K2U7|A0A8D2K2U7_THEGE
OG0005956	sp|Q0Q236|BSPH2_MOUSE	tr|A0A8D2G5B8|A0A8D2G5B8_THEGE
OG0005957	sp|Q0VDT2|ZN367_MOUSE	tr|A0A8D2EJ19|A0A8D2EJ19_THEGE
OG0005958	sp|Q1H9T6|TZAP_MOUSE	tr|A0A8D2K2Z3|A0A8D2K2Z3_THEGE
OG0005959	sp|Q3UYC0|PPM1H_MOUSE	tr|A0A8D2FTE8|A0A8D2FTE8_THEGE
OG0005960	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A8D2JVN6|A0A8D2JVN6_THEGE
OG0005961	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A8D2FKW2|A0A8D2FKW2_THEGE
OG0005962	sp|Q5ND52|MRM3_MOUSE	tr|A0A8D2F4Y7|A0A8D2F4Y7_THEGE
OG0005963	sp|Q64092|TFE3_MOUSE	tr|A0A8D2ECL9|A0A8D2ECL9_THEGE
OG0005964	sp|Q672J9|NOX3_MOUSE	tr|A0A8D2G7C2|A0A8D2G7C2_THEGE
OG0005965	sp|Q6EAL8|IL31_MOUSE	tr|A0A8D2G1Z9|A0A8D2G1Z9_THEGE
OG0005966	sp|Q6PE87|CF206_MOUSE	tr|A0A8D2K4E9|A0A8D2K4E9_THEGE
OG0005967	sp|Q762D5|S35D2_MOUSE	tr|A0A8D2EJ76|A0A8D2EJ76_THEGE
OG0005968	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A8D2G8X5|A0A8D2G8X5_THEGE
OG0005969	sp|Q80Y50|CMTA2_MOUSE	tr|A0A8D2FTZ1|A0A8D2FTZ1_THEGE
OG0005970	sp|Q8BS39|CCD32_MOUSE	tr|A0A8D2E5P8|A0A8D2E5P8_THEGE
OG0005971	sp|Q8BTV1|TUSC3_MOUSE	tr|A0A8D2FPW5|A0A8D2FPW5_THEGE
OG0005972	sp|Q8BVE3|VATH_MOUSE	tr|A0A8D2FBB4|A0A8D2FBB4_THEGE
OG0005973	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A8D2G762|A0A8D2G762_THEGE
OG0005974	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A8D2F7H4|A0A8D2F7H4_THEGE
OG0005975	sp|Q8K004|SPAT2_MOUSE	tr|A0A8D2FE11|A0A8D2FE11_THEGE
OG0005976	sp|Q8VCC1|PGDH_MOUSE	tr|A0A8D2G0F8|A0A8D2G0F8_THEGE
OG0005977	sp|Q8VIM6|STRC_MOUSE	tr|A0A8D2GC75|A0A8D2GC75_THEGE
OG0005978	sp|Q91V95|PTH2R_MOUSE	tr|A0A8D2EGQ5|A0A8D2EGQ5_THEGE
OG0005979	sp|Q91W61|FXL15_MOUSE	tr|A0A8D2FTM0|A0A8D2FTM0_THEGE
OG0005980	sp|Q922L6|NELFD_MOUSE	tr|A0A8D2F198|A0A8D2F198_THEGE
OG0005981	sp|Q99JY1|TIRAP_MOUSE	tr|A0A8D2GJE6|A0A8D2GJE6_THEGE
OG0005982	sp|Q99ME6|AT1B4_MOUSE	tr|A0A8D2FT70|A0A8D2FT70_THEGE
OG0005983	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A8D2JXF9|A0A8D2JXF9_THEGE
OG0005984	sp|Q9CQS6|GKN2_MOUSE	tr|A0A8D2F3L3|A0A8D2F3L3_THEGE
OG0005985	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A8D2G8D2|A0A8D2G8D2_THEGE
OG0005986	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A8D2EFR8|A0A8D2EFR8_THEGE
OG0005987	sp|Q9D1H7|GET4_MOUSE	tr|A0A8D2E975|A0A8D2E975_THEGE
OG0005988	sp|Q9D1P0|RM13_MOUSE	tr|A0A8D2ERC9|A0A8D2ERC9_THEGE
OG0005989	sp|Q9D305|THAP2_MOUSE	tr|A0A8D2G7A6|A0A8D2G7A6_THEGE
OG0005990	sp|Q9D7J4|COX20_MOUSE	tr|A0A8D2FJ25|A0A8D2FJ25_THEGE
OG0005991	sp|Q9D9S2|TM225_MOUSE	tr|A0A8D2GFT3|A0A8D2GFT3_THEGE
OG0005992	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A8D2FLG7|A0A8D2FLG7_THEGE
OG0005993	sp|Q9DCU6|RM04_MOUSE	tr|A0A8D2G6B6|A0A8D2G6B6_THEGE
OG0005994	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A8D2JVK5|A0A8D2JVK5_THEGE
OG0005995	sp|Q9ERR8|ZN319_MOUSE	tr|A0A8D2E5U4|A0A8D2E5U4_THEGE
OG0005996	sp|Q9ET30|TM9S3_MOUSE	tr|A0A8D2FD33|A0A8D2FD33_THEGE
OG0005997	sp|Q9QWI6|SRCN1_MOUSE	tr|A0A8D2E7U6|A0A8D2E7U6_THEGE
OG0005998	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A8D2EIE8|A0A8D2EIE8_THEGE
OG0005999	sp|Q9QYX7|PCLO_MOUSE	tr|A0A8D2ENC3|A0A8D2ENC3_THEGE
OG0006000	sp|Q9WUT7|CCR9_MOUSE	tr|A0A8D2K0C4|A0A8D2K0C4_THEGE
OG0006001	sp|Q9WV69|DEMA_MOUSE	tr|A0A8D2G4D9|A0A8D2G4D9_THEGE
OG0006002	sp|Q9Z0J1|RECK_MOUSE	tr|A0A8D2ELY4|A0A8D2ELY4_THEGE
OG0006003	tr|A0A0G2JFF0|A0A0G2JFF0_MOUSE	tr|A0A8D2G272|A0A8D2G272_THEGE
OG0006004	tr|B1AXP3|B1AXP3_MOUSE	tr|A0A8D2F938|A0A8D2F938_THEGE
OG0006005	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A8D2FY75|A0A8D2FY75_THEGE
OG0006006	tr|E9PY61|E9PY61_MOUSE	tr|A0A8D2K0S0|A0A8D2K0S0_THEGE
OG0006007	sp|E9Q816|CP2W1_MOUSE	tr|A0A8D2EBA0|A0A8D2EBA0_THEGE
OG0006008	sp|O08811|ERCC2_MOUSE	tr|A0A8D2FTK8|A0A8D2FTK8_THEGE
OG0006009	sp|O09108|LSHB_MOUSE	tr|A0A8D2K8H4|A0A8D2K8H4_THEGE
OG0006010	sp|P06796|CASK_MOUSE	tr|A0A8D2FAI4|A0A8D2FAI4_THEGE
OG0006011	sp|P29594|CASP2_MOUSE	tr|A0A8D2JTK9|A0A8D2JTK9_THEGE
OG0006012	sp|P30355|AL5AP_MOUSE	tr|A0A8D2FVF9|A0A8D2FVF9_THEGE
OG0006013	sp|P47867|SCG3_MOUSE	tr|A0A8D2F5I2|A0A8D2F5I2_THEGE
OG0006014	sp|P55194|3BP1_MOUSE	tr|A0A8D2EZ93|A0A8D2EZ93_THEGE
OG0006015	sp|P56873|ZNRD2_MOUSE	tr|A0A8D2ERY4|A0A8D2ERY4_THEGE
OG0006016	sp|P97372|PSME2_MOUSE	tr|A0A8D2K621|A0A8D2K621_THEGE
OG0006017	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A8D2FNP1|A0A8D2FNP1_THEGE
OG0006018	sp|Q3UHG7|DEN11_MOUSE	tr|A0A8D2GGM5|A0A8D2GGM5_THEGE
OG0006019	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A8D2F8Y0|A0A8D2F8Y0_THEGE
OG0006020	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A8D2EBX3|A0A8D2EBX3_THEGE
OG0006021	sp|Q3URE8|CTXN2_MOUSE	tr|A0A8D2ET44|A0A8D2ET44_THEGE
OG0006022	sp|Q3V125|CC110_MOUSE	tr|A0A8D2G597|A0A8D2G597_THEGE
OG0006023	sp|Q4JK59|TET2_MOUSE	tr|A0A8D2K9E9|A0A8D2K9E9_THEGE
OG0006024	sp|Q61670|HLX_MOUSE	tr|A0A8D2EMV1|A0A8D2EMV1_THEGE
OG0006025	sp|Q66JT1|LRC8E_MOUSE	tr|A0A8D2G0E4|A0A8D2G0E4_THEGE
OG0006026	sp|Q68ED7|CRTC1_MOUSE	tr|A0A8D2K208|A0A8D2K208_THEGE
OG0006027	sp|Q69AB2|TXND8_MOUSE	tr|A0A8D2GKW7|A0A8D2GKW7_THEGE
OG0006028	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A8D2F4G7|A0A8D2F4G7_THEGE
OG0006029	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A8D2G7U3|A0A8D2G7U3_THEGE
OG0006030	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A8D2FF30|A0A8D2FF30_THEGE
OG0006032	sp|Q80VN0|CP100_MOUSE	tr|A0A8D2JZ66|A0A8D2JZ66_THEGE
OG0006033	sp|Q80W65|PCSK9_MOUSE	tr|A0A8D2ESE8|A0A8D2ESE8_THEGE
OG0006034	sp|Q8BGV7|BACD1_MOUSE	tr|A0A8D2F569|A0A8D2F569_THEGE
OG0006035	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A8D2GFQ7|A0A8D2GFQ7_THEGE
OG0006036	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A8D2G092|A0A8D2G092_THEGE
OG0006037	sp|Q8BK72|RT27_MOUSE	tr|A0A8D2K528|A0A8D2K528_THEGE
OG0006038	sp|Q8BLI4|DSE_MOUSE	tr|A0A8D2EFS2|A0A8D2EFS2_THEGE
OG0006039	sp|Q8BUH1|TXN4B_MOUSE	tr|A0A8D2EXY3|A0A8D2EXY3_THEGE
OG0006040	sp|Q8BX94|OSBL2_MOUSE	tr|A0A8D2EZU5|A0A8D2EZU5_THEGE
OG0006041	sp|Q8CD60|INSY1_MOUSE	tr|A0A8D2GH88|A0A8D2GH88_THEGE
OG0006042	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A8D2G0S2|A0A8D2G0S2_THEGE
OG0006043	sp|Q99J95|CDK9_MOUSE	tr|A0A8D2FWZ5|A0A8D2FWZ5_THEGE
OG0006044	sp|Q9CWH4|RE114_MOUSE	tr|A0A8D2GC02|A0A8D2GC02_THEGE
OG0006045	sp|Q9CX62|INKA1_MOUSE	tr|A0A8D2EDA1|A0A8D2EDA1_THEGE
OG0006046	sp|Q9CZD3|GARS_MOUSE	tr|A0A8D2FI42|A0A8D2FI42_THEGE
OG0006047	sp|Q9CZW2|CENPN_MOUSE	tr|A0A8D2FIH2|A0A8D2FIH2_THEGE
OG0006048	sp|Q9D0F6|RFC5_MOUSE	tr|A0A8D2FS51|A0A8D2FS51_THEGE
OG0006049	sp|Q9D281|NXP20_MOUSE	tr|A0A8D2E4W3|A0A8D2E4W3_THEGE
OG0006050	sp|Q9JKS5|HABP4_MOUSE	tr|A0A8D2EG87|A0A8D2EG87_THEGE
OG0006051	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A8D2G754|A0A8D2G754_THEGE
OG0006052	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A8D2KAH3|A0A8D2KAH3_THEGE
OG0006053	sp|Q9R0G8|NRK_MOUSE	tr|A0A8D2K1W7|A0A8D2K1W7_THEGE
OG0006054	sp|Q9R0N0|GALK1_MOUSE	tr|A0A8D2E7P2|A0A8D2E7P2_THEGE
OG0006055	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A8D2EKM0|A0A8D2EKM0_THEGE
OG0006056	sp|A2AH22|AMRA1_MOUSE	tr|A0A8D2GA69|A0A8D2GA69_THEGE
OG0006057	sp|B2RY71|DNAI3_MOUSE	tr|A0A8D2FNT7|A0A8D2FNT7_THEGE
OG0006058	sp|O35298|AOAH_MOUSE	tr|A0A8D2FAJ2|A0A8D2FAJ2_THEGE
OG0006059	sp|P01326|INS2_MOUSE	tr|A0A8D2GB84|A0A8D2GB84_THEGE
OG0006060	sp|P32020|SCP2_MOUSE	tr|A0A8D2EJ64|A0A8D2EJ64_THEGE
OG0006061	sp|P42567|EPS15_MOUSE	tr|A0A8D2JVS3|A0A8D2JVS3_THEGE
OG0006062	sp|P49660|SSR4_MOUSE	tr|A0A8D2FSE9|A0A8D2FSE9_THEGE
OG0006063	sp|P51827|AFF3_MOUSE	tr|A0A8D2EMU8|A0A8D2EMU8_THEGE
OG0006064	sp|P63168|DYL1_MOUSE	tr|A0A8D2FVW2|A0A8D2FVW2_THEGE
OG0006065	sp|P97310|MCM2_MOUSE	tr|A0A8D2EXV0|A0A8D2EXV0_THEGE
OG0006066	sp|Q01098|NMDE3_MOUSE	tr|A0A8D2G872|A0A8D2G872_THEGE
OG0006067	sp|Q04888|SOX10_MOUSE	tr|A0A8D2EX75|A0A8D2EX75_THEGE
OG0006068	tr|Q32ME0|Q32ME0_MOUSE	tr|A0A8D2G0F4|A0A8D2G0F4_THEGE
OG0006069	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A8D2EI86|A0A8D2EI86_THEGE
OG0006070	sp|Q3U3I9|ZN865_MOUSE	tr|A0A8D2K110|A0A8D2K110_THEGE
OG0006071	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A8D2G545|A0A8D2G545_THEGE
OG0006072	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A8D2EKX7|A0A8D2EKX7_THEGE
OG0006073	sp|Q571C7|BDP1_MOUSE	tr|A0A8D2FR22|A0A8D2FR22_THEGE
OG0006074	sp|Q61088|FZD4_MOUSE	tr|A0A8D2EJC6|A0A8D2EJC6_THEGE
OG0006075	sp|Q62311|TAF6_MOUSE	tr|A0A8D2K001|A0A8D2K001_THEGE
OG0006076	sp|Q64336|TBR1_MOUSE	tr|A0A8D2K0C3|A0A8D2K0C3_THEGE
OG0006077	sp|Q64523|H2A2C_MOUSE	tr|A0A8D2F3D4|A0A8D2F3D4_THEGE
OG0006078	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A8D2EI72|A0A8D2EI72_THEGE
OG0006079	sp|Q6S7F2|E2F7_MOUSE	tr|A0A8D2K8Y3|A0A8D2K8Y3_THEGE
OG0006080	sp|Q6V595|KLHL6_MOUSE	tr|A0A8D2FZJ3|A0A8D2FZJ3_THEGE
OG0006081	sp|Q78KK3|S22AI_MOUSE	tr|A0A8D2K9C8|A0A8D2K9C8_THEGE
OG0006082	sp|Q80WC7|AGFG2_MOUSE	tr|A0A8D2JZJ6|A0A8D2JZJ6_THEGE
OG0006083	sp|Q80Y73|HOATZ_MOUSE	tr|A0A8D2FJP9|A0A8D2FJP9_THEGE
OG0006084	sp|Q80YQ8|RMD5A_MOUSE	tr|A0A8D2K9M7|A0A8D2K9M7_THEGE
OG0006085	sp|Q8BH47|SC22A_MOUSE	tr|A0A8D2EQ09|A0A8D2EQ09_THEGE
OG0006086	sp|Q8BI21|RNF38_MOUSE	tr|A0A8D2ED91|A0A8D2ED91_THEGE
OG0006087	sp|Q8BJ90|ZN771_MOUSE	tr|A0A8D2F778|A0A8D2F778_THEGE
OG0006088	sp|Q8BQP9|R7BP_MOUSE	tr|A0A8D2F7K1|A0A8D2F7K1_THEGE
OG0006089	sp|Q8BZN4|NUAK2_MOUSE	tr|A0A8D2F9E5|A0A8D2F9E5_THEGE
OG0006090	sp|Q8C3X8|LMF2_MOUSE	tr|A0A8D2E8S1|A0A8D2E8S1_THEGE
OG0006091	sp|Q8C8B0|ALX1_MOUSE	tr|A0A8D2G8G6|A0A8D2G8G6_THEGE
OG0006092	sp|Q8R5A6|TB22A_MOUSE	tr|A0A8D2JVI9|A0A8D2JVI9_THEGE
OG0006093	sp|Q8VD26|TM143_MOUSE	tr|A0A8D2G084|A0A8D2G084_THEGE
OG0006094	sp|Q8VD53|ACER2_MOUSE	tr|A0A8D2FAN4|A0A8D2FAN4_THEGE
OG0006095	sp|Q91XA2|GOLM1_MOUSE	tr|A0A8D2GJU8|A0A8D2GJU8_THEGE
OG0006096	sp|Q924A4|UCN3_MOUSE	tr|A0A8D2G500|A0A8D2G500_THEGE
OG0006097	sp|Q925N2|SFXN2_MOUSE	tr|A0A8D2FW12|A0A8D2FW12_THEGE
OG0006098	sp|Q99J55|IER5L_MOUSE	tr|A0A8D2K325|A0A8D2K325_THEGE
OG0006099	sp|Q9CZ83|RM55_MOUSE	tr|A0A8D2EAB8|A0A8D2EAB8_THEGE
OG0006100	sp|Q9D2F5|STPG1_MOUSE	tr|A0A8D2EKT8|A0A8D2EKT8_THEGE
OG0006101	sp|Q9D753|EXOS8_MOUSE	tr|A0A8D2K7E5|A0A8D2K7E5_THEGE
OG0006102	sp|Q9D967|MGDP1_MOUSE	tr|A0A8D2K687|A0A8D2K687_THEGE
OG0006103	sp|Q9DAG9|PHF7_MOUSE	tr|A0A8D2E9W3|A0A8D2E9W3_THEGE
OG0006104	sp|Q9DAI9|MORN5_MOUSE	tr|A0A8D2G2Q2|A0A8D2G2Q2_THEGE
OG0006105	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A8D2FVK4|A0A8D2FVK4_THEGE
OG0006106	sp|Q9JM55|TOB2_MOUSE	tr|A0A8D2EJH3|A0A8D2EJH3_THEGE
OG0006107	sp|Q9QXV1|CBX8_MOUSE	tr|A0A8D2JXP7|A0A8D2JXP7_THEGE
OG0006108	sp|Q9WVG5|LIPE_MOUSE	tr|A0A8D2GE49|A0A8D2GE49_THEGE
OG0006109	tr|A0A1L1SUI3|A0A1L1SUI3_MOUSE	tr|A0A8D2FYZ5|A0A8D2FYZ5_THEGE
OG0006110	tr|B2RVL1|B2RVL1_MOUSE	tr|A0A8D2FWW6|A0A8D2FWW6_THEGE
OG0006111	tr|D3YWC7|D3YWC7_MOUSE	tr|A0A8D2F5A2|A0A8D2F5A2_THEGE
OG0006112	sp|E9Q349|WDR25_MOUSE	tr|A0A8D2EKP6|A0A8D2EKP6_THEGE
OG0006113	sp|O35235|TNF11_MOUSE	tr|A0A8D2E4Z4|A0A8D2E4Z4_THEGE
OG0006114	sp|O35594|IFT81_MOUSE	tr|A0A8D2FER9|A0A8D2FER9_THEGE
OG0006115	sp|P07091|S10A4_MOUSE	tr|A0A8D2K4L0|A0A8D2K4L0_THEGE
OG0006116	sp|P29352|PTN22_MOUSE	tr|A0A8D2EGR4|A0A8D2EGR4_THEGE
OG0006117	sp|P49222|EPB42_MOUSE	tr|A0A8D2EIH5|A0A8D2EIH5_THEGE
