Orthogroup	Mus_musculus	Rhinopithecus_roxellana
OG0006230	sp|Q3USW5|FXRD2_MOUSE	tr|A0A2K6NK32|A0A2K6NK32_RHIRO
OG0006231	sp|Q3UUX7|CD046_MOUSE	tr|A0A2K6P5H0|A0A2K6P5H0_RHIRO
OG0006232	sp|Q497V5|SRBD1_MOUSE	tr|A0A2K6R5I8|A0A2K6R5I8_RHIRO
OG0006233	sp|Q5ND28|SREC_MOUSE	tr|A0A2K6RKC6|A0A2K6RKC6_RHIRO
OG0006234	sp|Q60825|NPT2A_MOUSE	tr|A0A2K6P609|A0A2K6P609_RHIRO
OG0006235	sp|Q69ZF7|CNNM4_MOUSE	tr|A0A2K6P0H6|A0A2K6P0H6_RHIRO
OG0006236	sp|Q6NXH8|MET25_MOUSE	tr|A0A2K6RDG7|A0A2K6RDG7_RHIRO
OG0006237	sp|Q6NZP2|GPBL1_MOUSE	tr|A0A2K6NCW0|A0A2K6NCW0_RHIRO
OG0006238	sp|Q6ZWX0|ASTER_MOUSE	tr|A0A2K6Q285|A0A2K6Q285_RHIRO
OG0006239	sp|Q70FJ1|AKAP9_MOUSE	tr|A0A2K6PSI7|A0A2K6PSI7_RHIRO
OG0006240	sp|Q7TSN7|IGSF5_MOUSE	tr|A0A2K6RN87|A0A2K6RN87_RHIRO
OG0006241	sp|Q8BGN6|TMG4_MOUSE	tr|A0A2K6NT93|A0A2K6NT93_RHIRO
OG0006242	sp|Q8BH57|WDR48_MOUSE	tr|A0A2K6P1X5|A0A2K6P1X5_RHIRO
OG0006243	sp|Q8BK35|NOP53_MOUSE	tr|A0A2K6R9S0|A0A2K6R9S0_RHIRO
OG0006244	sp|Q8BL03|MCATL_MOUSE	tr|A0A2K6QME7|A0A2K6QME7_RHIRO
OG0006245	sp|Q8CA95|PDE10_MOUSE	tr|A0A2K6PY97|A0A2K6PY97_RHIRO
OG0006246	sp|Q8JZN7|MIRO2_MOUSE	tr|A0A2K6ND64|A0A2K6ND64_RHIRO
OG0006247	sp|Q8K124|PKHO2_MOUSE	tr|A0A2K6QG71|A0A2K6QG71_RHIRO
OG0006248	sp|Q8K3D6|S35E4_MOUSE	tr|A0A2K6PZB4|A0A2K6PZB4_RHIRO
OG0006249	sp|Q8R087|B4GT7_MOUSE	tr|A0A2K6PN93|A0A2K6PN93_RHIRO
OG0006250	sp|Q8R1W8|IMPG1_MOUSE	tr|A0A2K6QDA7|A0A2K6QDA7_RHIRO
OG0006251	sp|Q8R3J4|MTEF3_MOUSE	tr|A0A2K6NVG7|A0A2K6NVG7_RHIRO
OG0006252	sp|Q8VCF5|TSN10_MOUSE	tr|A0A2K6PL27|A0A2K6PL27_RHIRO
OG0006253	sp|Q91VU1|YIPF1_MOUSE	tr|A0A2K6RU41|A0A2K6RU41_RHIRO
OG0006254	sp|Q91Z53|GRHPR_MOUSE	tr|A0A2K6PC67|A0A2K6PC67_RHIRO
OG0006255	sp|Q91ZS8|RED1_MOUSE	tr|A0A2K6RDJ4|A0A2K6RDJ4_RHIRO
OG0006256	sp|Q920M7|SYT17_MOUSE	tr|A0A2K6QG01|A0A2K6QG01_RHIRO
OG0006257	sp|Q924K1|AIPL1_MOUSE	tr|A0A2K6PLC0|A0A2K6PLC0_RHIRO
OG0006258	sp|Q9CPW9|MAP12_MOUSE	tr|A0A2K6QER0|A0A2K6QER0_RHIRO
OG0006259	sp|Q9D0E3|LYSM1_MOUSE	tr|A0A2K6RAW3|A0A2K6RAW3_RHIRO
OG0006260	tr|Q9D1B1|Q9D1B1_MOUSE	tr|A0A2K6RRF5|A0A2K6RRF5_RHIRO
OG0006261	sp|Q9D7I9|TGM5_MOUSE	tr|A0A2K6NRB8|A0A2K6NRB8_RHIRO
OG0006262	sp|Q9ERH8|S28A3_MOUSE	tr|A0A2K6NAS9|A0A2K6NAS9_RHIRO
OG0006263	sp|Q9ES90|GPR35_MOUSE	tr|A0A2K6QXS4|A0A2K6QXS4_RHIRO
OG0006264	sp|Q9JM95|SIA7F_MOUSE	tr|A0A2K6QBU7|A0A2K6QBU7_RHIRO
OG0006265	sp|Q9QYY8|SPAST_MOUSE	tr|A0A2K6RAG3|A0A2K6RAG3_RHIRO
OG0006266	sp|Q9QZX7|SRR_MOUSE	tr|A0A2K6NNS1|A0A2K6NNS1_RHIRO
OG0006267	sp|A2RSX4|STPG3_MOUSE	tr|A0A2K6RXY6|A0A2K6RXY6_RHIRO
OG0006268	sp|F2YMG0|PRS56_MOUSE	tr|A0A2K6RKR1|A0A2K6RKR1_RHIRO
OG0006269	sp|O35696|SIA8B_MOUSE	tr|A0A2K6NJA6|A0A2K6NJA6_RHIRO
OG0006270	sp|O54714|PIAS3_MOUSE	tr|A0A2K6Q705|A0A2K6Q705_RHIRO
OG0006271	sp|O55127|CP26A_MOUSE	tr|A0A2K6RA56|A0A2K6RA56_RHIRO
OG0006272	sp|O70401|TSN6_MOUSE	tr|A0A2K6PGF4|A0A2K6PGF4_RHIRO
OG0006273	sp|O88653|LTOR3_MOUSE	tr|A0A2K6PGS4|A0A2K6PGS4_RHIRO
OG0006274	sp|P11627|L1CAM_MOUSE	tr|A0A2K6R5H0|A0A2K6R5H0_RHIRO
OG0006275	sp|P23780|BGAL_MOUSE	tr|A0A2K6Q4P2|A0A2K6Q4P2_RHIRO
OG0006276	sp|P53349|M3K1_MOUSE	tr|A0A2K6Q624|A0A2K6Q624_RHIRO
OG0006277	sp|P58283|RN216_MOUSE	tr|A0A2K6PDC2|A0A2K6PDC2_RHIRO
OG0006278	sp|P62627|DLRB1_MOUSE	tr|A0A2K6P321|A0A2K6P321_RHIRO
OG0006279	sp|P80205|OTX1_MOUSE	tr|A0A2K6QK07|A0A2K6QK07_RHIRO
OG0006280	sp|Q19A41|KLF14_MOUSE	tr|A0A2K6QIY5|A0A2K6QIY5_RHIRO
OG0006281	sp|Q3UC65|RSRP1_MOUSE	tr|A0A2K6QGC3|A0A2K6QGC3_RHIRO
OG0006282	sp|Q3UNA4|NXT2_MOUSE	tr|A0A2K6Q7X6|A0A2K6Q7X6_RHIRO
OG0006283	sp|Q3UND0|SKAP2_MOUSE	tr|A0A2K6QQZ8|A0A2K6QQZ8_RHIRO
OG0006284	sp|Q3UUF8|AN34B_MOUSE	tr|A0A2K6NK84|A0A2K6NK84_RHIRO
OG0006285	sp|Q3V1F8|EPHX3_MOUSE	tr|A0A2K6RLL1|A0A2K6RLL1_RHIRO
OG0006286	sp|Q5ND29|RILP_MOUSE	tr|A0A2K6N6X5|A0A2K6N6X5_RHIRO
OG0006287	sp|Q5U4D9|THOC6_MOUSE	tr|A0A2K6QVA6|A0A2K6QVA6_RHIRO
OG0006288	sp|Q60710|SAMH1_MOUSE	tr|A0A2K6PXI9|A0A2K6PXI9_RHIRO
OG0006289	sp|Q61451|CD53_MOUSE	tr|A0A2K6PCT7|A0A2K6PCT7_RHIRO
OG0006290	sp|Q68FF9|S5A1_MOUSE	tr|A0A2K6Q715|A0A2K6Q715_RHIRO
OG0006291	tr|Q6DFZ1|Q6DFZ1_MOUSE	tr|A0A2K6PNT6|A0A2K6PNT6_RHIRO
OG0006292	sp|Q6VNS1|NTRK3_MOUSE	tr|A0A2K6RT48|A0A2K6RT48_RHIRO
OG0006293	sp|Q810B9|SLIK3_MOUSE	tr|A0A2K6QE87|A0A2K6QE87_RHIRO
OG0006294	sp|Q8BG87|TET3_MOUSE	tr|A0A2K6P1L3|A0A2K6P1L3_RHIRO
OG0006295	sp|Q8BGF6|ELMD2_MOUSE	tr|A0A2K6QLK5|A0A2K6QLK5_RHIRO
OG0006296	sp|Q8BJI4|PO6F2_MOUSE	tr|A0A2K6Q213|A0A2K6Q213_RHIRO
OG0006297	sp|Q8BLK3|LSAMP_MOUSE	tr|A0A2K6QRX8|A0A2K6QRX8_RHIRO
OG0006298	sp|Q8BTC1|BWNIN_MOUSE	tr|A0A2K6PD19|A0A2K6PD19_RHIRO
OG0006299	sp|Q8BVN4|MTEF4_MOUSE	tr|A0A2K6NQ28|A0A2K6NQ28_RHIRO
OG0006300	sp|Q8BVQ5|PPME1_MOUSE	tr|A0A2K6PDL4|A0A2K6PDL4_RHIRO
OG0006301	sp|Q8BWA5|KLH31_MOUSE	tr|A0A2K6PX61|A0A2K6PX61_RHIRO
OG0006302	sp|Q8BYN5|FSD1L_MOUSE	tr|A0A2K6Q4V6|A0A2K6Q4V6_RHIRO
OG0006303	sp|Q8CFI5|SYPM_MOUSE	tr|A0A2K6N7E3|A0A2K6N7E3_RHIRO
OG0006304	sp|Q8CHX7|RFTN2_MOUSE	tr|A0A2K6QV78|A0A2K6QV78_RHIRO
OG0006305	sp|Q8K0W3|RN208_MOUSE	tr|A0A2K6N812|A0A2K6N812_RHIRO
OG0006306	sp|Q8K1S4|UNC5A_MOUSE	tr|A0A2K6NYJ6|A0A2K6NYJ6_RHIRO
OG0006307	sp|Q8K209|AGRG1_MOUSE	tr|A0A2K6RWF3|A0A2K6RWF3_RHIRO
OG0006308	sp|Q8K558|TRML1_MOUSE	tr|A0A2K6QP88|A0A2K6QP88_RHIRO
OG0006309	sp|Q8K5B1|IL31R_MOUSE	tr|A0A2K6RIL3|A0A2K6RIL3_RHIRO
OG0006310	sp|Q8VC26|TLCD2_MOUSE	tr|A0A2K6NWM3|A0A2K6NWM3_RHIRO
OG0006311	sp|Q8VE95|CH082_MOUSE	tr|A0A2K6RX67|A0A2K6RX67_RHIRO
OG0006312	sp|Q8VI56|LRP4_MOUSE	tr|A0A2K6QTW4|A0A2K6QTW4_RHIRO
OG0006313	sp|Q8VIB3|SIA10_MOUSE	tr|A0A2K6QRM3|A0A2K6QRM3_RHIRO
OG0006314	sp|Q8VIG3|RSPH1_MOUSE	tr|A0A2K6NVY4|A0A2K6NVY4_RHIRO
OG0006315	sp|Q91YU6|LZTS2_MOUSE	tr|A0A2K6RP64|A0A2K6RP64_RHIRO
OG0006316	sp|Q99K46|UBP11_MOUSE	tr|A0A2K6Q6B1|A0A2K6Q6B1_RHIRO
OG0006317	sp|Q99NA2|ATOH8_MOUSE	tr|A0A2K6PE84|A0A2K6PE84_RHIRO
OG0006318	sp|Q9CRB2|NHP2_MOUSE	tr|A0A2K6RGM9|A0A2K6RGM9_RHIRO
OG0006319	sp|Q9CU65|ZMYM2_MOUSE	tr|A0A2K6QIX7|A0A2K6QIX7_RHIRO
OG0006320	sp|Q9D2D7|ZN687_MOUSE	tr|A0A2K6QDQ4|A0A2K6QDQ4_RHIRO
OG0006321	sp|Q9DA32|SUN5_MOUSE	tr|A0A2K6RII7|A0A2K6RII7_RHIRO
OG0006322	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A2K6QRI8|A0A2K6QRI8_RHIRO
OG0006323	tr|A0A087WSB9|A0A087WSB9_MOUSE	tr|A0A2K6R4G2|A0A2K6R4G2_RHIRO
OG0006324	tr|A0A286YDY8|A0A286YDY8_MOUSE	tr|A0A2K6NAH1|A0A2K6NAH1_RHIRO
OG0006325	sp|A6H5Y3|METH_MOUSE	tr|A0A2K6NMY8|A0A2K6NMY8_RHIRO
OG0006326	sp|B1AWI6|MSMP_MOUSE	tr|A0A2K6PHY7|A0A2K6PHY7_RHIRO
OG0006327	sp|B9EKE5|CATIP_MOUSE	tr|A0A2K6RIW8|A0A2K6RIW8_RHIRO
OG0006328	tr|D3YYY8|D3YYY8_MOUSE	tr|A0A2K6QYB0|A0A2K6QYB0_RHIRO
OG0006329	sp|O08540|MSMB_MOUSE	tr|A0A2K6QUF6|A0A2K6QUF6_RHIRO
OG0006330	sp|O08919|NUMBL_MOUSE	tr|A0A2K6R5Z4|A0A2K6R5Z4_RHIRO
OG0006331	sp|O70303|CIDEB_MOUSE	tr|A0A2K6PYB1|A0A2K6PYB1_RHIRO
OG0006332	sp|O88947|FA10_MOUSE	tr|A0A2K6NPG4|A0A2K6NPG4_RHIRO
OG0006333	sp|P04247|MYG_MOUSE	tr|A0A2K6NL17|A0A2K6NL17_RHIRO
OG0006334	sp|P04344|CRGB_MOUSE	tr|A0A2K6NUM5|A0A2K6NUM5_RHIRO
OG0006335	sp|P33434|MMP2_MOUSE	tr|A0A2K6QKH8|A0A2K6QKH8_RHIRO
OG0006336	sp|P48024|EIF1_MOUSE	tr|A0A2K6PMZ9|A0A2K6PMZ9_RHIRO
OG0006337	sp|P61025|CKS1_MOUSE	tr|A0A2K6NPU3|A0A2K6NPU3_RHIRO
OG0006338	sp|Q05A62|DNAL1_MOUSE	tr|A0A2K6NV96|A0A2K6NV96_RHIRO
OG0006339	sp|Q2TB02|IKBD_MOUSE	tr|A0A2K6RW47|A0A2K6RW47_RHIRO
OG0006340	sp|Q3USY0|S38AB_MOUSE	tr|A0A2K6PYY0|A0A2K6PYY0_RHIRO
OG0006341	sp|Q5QNQ9|CORA1_MOUSE	tr|A0A2K6QKT1|A0A2K6QKT1_RHIRO
OG0006342	sp|Q5RJY2|G2E3_MOUSE	tr|A0A2K6R1Q8|A0A2K6R1Q8_RHIRO
OG0006343	sp|Q5SXJ3|FANCJ_MOUSE	tr|A0A2K6PAG4|A0A2K6PAG4_RHIRO
OG0006344	sp|Q62521|ZIC3_MOUSE	tr|A0A2K6NUX3|A0A2K6NUX3_RHIRO
OG0006345	sp|Q6ZPS6|AKIB1_MOUSE	tr|A0A2K6P6W5|A0A2K6P6W5_RHIRO
OG0006346	sp|Q7TQI0|TM204_MOUSE	tr|A0A2K6RIM7|A0A2K6RIM7_RHIRO
OG0006347	sp|Q80UW0|H6ST2_MOUSE	tr|A0A2K6NEM2|A0A2K6NEM2_RHIRO
OG0006348	sp|Q80VP5|MTRFR_MOUSE	tr|A0A2K6PCW0|A0A2K6PCW0_RHIRO
OG0006349	sp|Q8BIQ3|ZNF2_MOUSE	tr|A0A2K6RTJ3|A0A2K6RTJ3_RHIRO
OG0006350	sp|Q8BKE6|CP20A_MOUSE	tr|A0A2K6QVP8|A0A2K6QVP8_RHIRO
OG0006351	sp|Q8CHR9|PIHD2_MOUSE	tr|A0A2K6PN05|A0A2K6PN05_RHIRO
OG0006352	sp|Q8CI32|BAG5_MOUSE	tr|A0A2K6R9H5|A0A2K6R9H5_RHIRO
OG0006353	sp|Q8K2A8|ALG3_MOUSE	tr|A0A2K6RWX0|A0A2K6RWX0_RHIRO
OG0006354	sp|Q8K4J6|MRTFA_MOUSE	tr|A0A2K6RAF2|A0A2K6RAF2_RHIRO
OG0006355	sp|Q8K4Z6|GPC6A_MOUSE	tr|A0A2K6P3Y1|A0A2K6P3Y1_RHIRO
OG0006356	sp|Q8R180|ERO1A_MOUSE	tr|A0A2K6RDG5|A0A2K6RDG5_RHIRO
OG0006357	sp|Q8R1Q0|STX19_MOUSE	tr|A0A2K6Q0I8|A0A2K6Q0I8_RHIRO
OG0006358	sp|Q8VEE4|RFA1_MOUSE	tr|A0A2K6RG04|A0A2K6RG04_RHIRO
OG0006359	sp|Q921K9|BCL7B_MOUSE	tr|A0A2K6PKN6|A0A2K6PKN6_RHIRO
OG0006360	sp|Q99JR6|NMNA3_MOUSE	tr|A0A2K6NG59|A0A2K6NG59_RHIRO
OG0006361	sp|Q99LB7|SARDH_MOUSE	tr|A0A2K6Q9E7|A0A2K6Q9E7_RHIRO
OG0006362	sp|Q9CQ82|CENPR_MOUSE	tr|A0A2K6R9A0|A0A2K6R9A0_RHIRO
OG0006363	sp|Q9CYP7|SESN3_MOUSE	tr|A0A2K6NQ31|A0A2K6NQ31_RHIRO
OG0006364	sp|Q9CZG9|PDZ11_MOUSE	tr|A0A2K6QRE7|A0A2K6QRE7_RHIRO
OG0006365	sp|Q9D219|BCL9_MOUSE	tr|A0A2K6Q5Y6|A0A2K6Q5Y6_RHIRO
OG0006366	sp|Q9D4H2|GCC1_MOUSE	tr|A0A2K6PG59|A0A2K6PG59_RHIRO
OG0006367	sp|Q9D4M9|GLTL5_MOUSE	tr|A0A2K6RKP8|A0A2K6RKP8_RHIRO
OG0006368	sp|Q9D700|DUS26_MOUSE	tr|A0A2K6NRP4|A0A2K6NRP4_RHIRO
OG0006369	sp|Q9D8V7|SC11C_MOUSE	tr|A0A2K6RJW1|A0A2K6RJW1_RHIRO
OG0006370	sp|Q9DC70|NDUS7_MOUSE	tr|A0A2K6NTI0|A0A2K6NTI0_RHIRO
OG0006371	sp|Q9DD02|HIKES_MOUSE	tr|A0A2K6RS74|A0A2K6RS74_RHIRO
OG0006372	sp|Q9EQJ0|TPC1_MOUSE	tr|A0A2K6N929|A0A2K6N929_RHIRO
OG0006373	sp|Q9JI71|DLL4_MOUSE	tr|A0A2K6N8M9|A0A2K6N8M9_RHIRO
OG0006374	sp|Q9QYI3|DNJC7_MOUSE	tr|A0A2K6NZF1|A0A2K6NZF1_RHIRO
OG0006375	sp|Q9QYN3|KLK11_MOUSE	tr|A0A2K6R4R0|A0A2K6R4R0_RHIRO
OG0006376	sp|Q9QZ23|NFU1_MOUSE	tr|A0A2K6RBJ0|A0A2K6RBJ0_RHIRO
OG0006377	sp|Q9QZZ6|DERM_MOUSE	tr|A0A2K6QR97|A0A2K6QR97_RHIRO
OG0006378	sp|A2AC93|DNAI2_MOUSE	tr|A0A2K6PRQ6|A0A2K6PRQ6_RHIRO
OG0006379	tr|B2RXA8|B2RXA8_MOUSE	tr|A0A2K6RCG0|A0A2K6RCG0_RHIRO
OG0006380	sp|D3YUB6|BTBD8_MOUSE	tr|A0A2K6QBQ8|A0A2K6QBQ8_RHIRO
OG0006381	tr|D3Z5W0|D3Z5W0_MOUSE	tr|A0A2K6QZ86|A0A2K6QZ86_RHIRO
OG0006382	tr|E9PYD1|E9PYD1_MOUSE	tr|A0A2K6NIU7|A0A2K6NIU7_RHIRO
OG0006383	sp|E9Q649|GCNT4_MOUSE	tr|A0A2K6Q8I2|A0A2K6Q8I2_RHIRO
OG0006384	tr|H7BX78|H7BX78_MOUSE	tr|A0A2K6PTK8|A0A2K6PTK8_RHIRO
OG0006385	sp|O35082|KLOT_MOUSE	tr|A0A2K6P5U4|A0A2K6P5U4_RHIRO
OG0006386	sp|O70209|PDLI3_MOUSE	tr|A0A2K6P1D4|A0A2K6P1D4_RHIRO
OG0006387	sp|O88513|GEMI_MOUSE	tr|A0A2K6QSH3|A0A2K6QSH3_RHIRO
OG0006388	sp|P05622|PGFRB_MOUSE	tr|A0A2K6R8D5|A0A2K6R8D5_RHIRO
OG0006389	sp|P0C5K1|SBK2_MOUSE	tr|A0A2K6QH14|A0A2K6QH14_RHIRO
OG0006390	sp|P18111|CDX1_MOUSE	tr|A0A2K6NST0|A0A2K6NST0_RHIRO
OG0006391	sp|P22682|CBL_MOUSE	tr|A0A2K6QR96|A0A2K6QR96_RHIRO
OG0006392	sp|P26323|FLI1_MOUSE	tr|A0A2K6QJI9|A0A2K6QJI9_RHIRO
OG0006393	sp|P31695|NOTC4_MOUSE	tr|A0A2K6PDX7|A0A2K6PDX7_RHIRO
OG0006394	sp|P47880|IBP6_MOUSE	tr|A0A2K6NW82|A0A2K6NW82_RHIRO
OG0006395	sp|P63040|CPLX1_MOUSE	tr|A0A2K6NPH4|A0A2K6NPH4_RHIRO
OG0006396	sp|P70271|PDLI4_MOUSE	tr|A0A2K6PYZ4|A0A2K6PYZ4_RHIRO
OG0006397	sp|P97875|JDP2_MOUSE	tr|A0A2K6N7I5|A0A2K6N7I5_RHIRO
OG0006398	sp|Q0VBD2|MCM10_MOUSE	tr|A0A2K6RXJ3|A0A2K6RXJ3_RHIRO
OG0006399	tr|Q14BQ3|Q14BQ3_MOUSE	tr|A0A2K6RI78|A0A2K6RI78_RHIRO
OG0006400	sp|Q2WG76|RIPP2_MOUSE	tr|A0A2K6N6X2|A0A2K6N6X2_RHIRO
OG0006401	sp|Q3U6K5|SPAT6_MOUSE	tr|A0A2K6QDR7|A0A2K6QDR7_RHIRO
OG0006402	sp|Q3UXZ9|KDM5A_MOUSE	tr|A0A2K6RHA8|A0A2K6RHA8_RHIRO
OG0006403	sp|Q3V1U8|ELMD1_MOUSE	tr|A0A2K6NR25|A0A2K6NR25_RHIRO
OG0006404	sp|Q5EBP3|ARMC5_MOUSE	tr|A0A2K6QMN0|A0A2K6QMN0_RHIRO
OG0006405	sp|Q60805|MERTK_MOUSE	tr|A0A2K6RNA4|A0A2K6RNA4_RHIRO
OG0006406	sp|Q61245|COBA1_MOUSE	tr|A0A2K6Q529|A0A2K6Q529_RHIRO
OG0006407	sp|Q61425|HCDH_MOUSE	tr|A0A2K6Q1J5|A0A2K6Q1J5_RHIRO
OG0006408	sp|Q69Z37|SAM9L_MOUSE	tr|A0A2K6NTQ1|A0A2K6NTQ1_RHIRO
OG0006409	sp|Q6P9P0|SLF2_MOUSE	tr|A0A2K6PIW9|A0A2K6PIW9_RHIRO
OG0006410	sp|Q794H2|NP1L3_MOUSE	tr|A0A2K6QCS4|A0A2K6QCS4_RHIRO
OG0006411	sp|Q7TMA4|FFAR4_MOUSE	tr|A0A2K6RS60|A0A2K6RS60_RHIRO
OG0006412	sp|Q7TMJ8|P3IP1_MOUSE	tr|A0A2K6QHK4|A0A2K6QHK4_RHIRO
OG0006413	sp|Q80VJ8|KASH5_MOUSE	tr|A0A2K6NVD7|A0A2K6NVD7_RHIRO
OG0006414	sp|Q8BGQ1|SPE39_MOUSE	tr|A0A2K6R602|A0A2K6R602_RHIRO
OG0006415	sp|Q8BGW5|SOSB2_MOUSE	tr|A0A2K6RHI2|A0A2K6RHI2_RHIRO
OG0006416	sp|Q8BVN9|MAEL_MOUSE	tr|A0A2K6QRB9|A0A2K6QRB9_RHIRO
OG0006417	sp|Q8C3B8|RFT1_MOUSE	tr|A0A2K6N9E0|A0A2K6N9E0_RHIRO
OG0006418	sp|Q8C4G9|AGRA1_MOUSE	tr|A0A2K6RC17|A0A2K6RC17_RHIRO
OG0006419	sp|Q8C5W3|TBCEL_MOUSE	tr|A0A2K6QZ50|A0A2K6QZ50_RHIRO
OG0006420	sp|Q8CE93|CAHM4_MOUSE	tr|A0A2K6P5D3|A0A2K6P5D3_RHIRO
OG0006421	sp|Q8CGM1|AGRB2_MOUSE	tr|A0A2K6QJW6|A0A2K6QJW6_RHIRO
OG0006422	sp|Q8JZL0|ZN467_MOUSE	tr|A0A2K6PHK3|A0A2K6PHK3_RHIRO
OG0006423	sp|Q8K4R4|PITC1_MOUSE	tr|A0A2K6QH21|A0A2K6QH21_RHIRO
OG0006424	sp|Q8VC97|BUP1_MOUSE	tr|A0A2K6PLZ7|A0A2K6PLZ7_RHIRO
OG0006425	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A2K6QH68|A0A2K6QH68_RHIRO
OG0006426	sp|Q91VF5|EMID1_MOUSE	tr|A0A2K6RIK5|A0A2K6RIK5_RHIRO
OG0006427	sp|Q91XD7|CREL1_MOUSE	tr|A0A2K6NU36|A0A2K6NU36_RHIRO
OG0006428	sp|Q99LJ6|GPX7_MOUSE	tr|A0A2K6RT75|A0A2K6RT75_RHIRO
OG0006429	sp|Q9CQ33|LZTR1_MOUSE	tr|A0A2K6QIP9|A0A2K6QIP9_RHIRO
OG0006430	sp|Q9CWD3|NUD17_MOUSE	tr|A0A2K6R558|A0A2K6R558_RHIRO
OG0006431	sp|Q9D1F5|MRNIP_MOUSE	tr|A0A2K6P9E2|A0A2K6P9E2_RHIRO
OG0006432	sp|Q9D1Q4|DPM3_MOUSE	tr|A0A2K6QUW4|A0A2K6QUW4_RHIRO
OG0006433	sp|Q9D485|EFHC2_MOUSE	tr|A0A2K6QCV0|A0A2K6QCV0_RHIRO
OG0006434	sp|Q9D9T6|SPTA3_MOUSE	tr|A0A2K6QPY3|A0A2K6QPY3_RHIRO
OG0006435	sp|Q9DAM7|TM263_MOUSE	tr|A0A2K6PJ44|A0A2K6PJ44_RHIRO
OG0006436	sp|Q9DBZ9|SYDE1_MOUSE	tr|A0A2K6PYA2|A0A2K6PYA2_RHIRO
OG0006437	sp|Q9JJR6|CK016_MOUSE	tr|A0A2K6RHP4|A0A2K6RHP4_RHIRO
OG0006438	sp|Q9QUG2|POLK_MOUSE	tr|A0A2K6QHV0|A0A2K6QHV0_RHIRO
OG0006439	sp|Q9WTP5|CAD22_MOUSE	tr|A0A2K6QLG4|A0A2K6QLG4_RHIRO
OG0006440	sp|A2A9C3|SZT2_MOUSE	tr|A0A2K6PA42|A0A2K6PA42_RHIRO
OG0006441	sp|A2AKE7|ACL10_MOUSE	tr|A0A2K6NDK2|A0A2K6NDK2_RHIRO
OG0006442	sp|A2AWA9|RBGP1_MOUSE	tr|A0A2K6PUZ2|A0A2K6PUZ2_RHIRO
OG0006443	sp|A3KFU9|DISP3_MOUSE	tr|A0A2K6R2C2|A0A2K6R2C2_RHIRO
OG0006444	sp|B7ZNG4|TROAP_MOUSE	tr|A0A2K6R2C9|A0A2K6R2C9_RHIRO
OG0006445	sp|H3BJG9|LY6L_MOUSE	tr|A0A2K6PYJ9|A0A2K6PYJ9_RHIRO
OG0006446	sp|O08601|MTP_MOUSE	tr|A0A2K6PE07|A0A2K6PE07_RHIRO
OG0006447	sp|O54834|RHG06_MOUSE	tr|A0A2K6NBS7|A0A2K6NBS7_RHIRO
OG0006448	sp|O55003|BNIP3_MOUSE	tr|A0A2K6PYI2|A0A2K6PYI2_RHIRO
OG0006449	sp|O55196|ENAM_MOUSE	tr|A0A2K6QSP1|A0A2K6QSP1_RHIRO
OG0006450	sp|P27546|MAP4_MOUSE	tr|A0A2K6QG00|A0A2K6QG00_RHIRO
OG0006451	sp|P33896|INAR1_MOUSE	tr|A0A2K6PT61|A0A2K6PT61_RHIRO
OG0006452	sp|P35329|CD22_MOUSE	tr|A0A2K6P1I0|A0A2K6P1I0_RHIRO
OG0006453	sp|P52624|UPP1_MOUSE	tr|A0A2K6RM06|A0A2K6RM06_RHIRO
OG0006454	sp|P63011|RAB3A_MOUSE	tr|A0A2K6NW29|A0A2K6NW29_RHIRO
OG0006455	sp|P97471|SMAD4_MOUSE	tr|A0A2K6RQM2|A0A2K6RQM2_RHIRO
OG0006456	sp|Q02067|ASCL1_MOUSE	tr|A0A2K6PYE4|A0A2K6PYE4_RHIRO
OG0006457	tr|Q0VF76|Q0VF76_MOUSE	tr|A0A2K6NL52|A0A2K6NL52_RHIRO
OG0006458	sp|Q3TZM9|ALG11_MOUSE	tr|A0A2K6QNW6|A0A2K6QNW6_RHIRO
OG0006459	sp|Q3U4N7|IGFR1_MOUSE	tr|A0A2K6NVE6|A0A2K6NVE6_RHIRO
OG0006460	sp|Q3U5F4|YRDC_MOUSE	tr|A0A2K6QRD4|A0A2K6QRD4_RHIRO
OG0006461	sp|Q5D525|SYC1L_MOUSE	tr|A0A2K6PGW5|A0A2K6PGW5_RHIRO
OG0006462	sp|Q61839|ANFC_MOUSE	tr|A0A2K6RSS1|A0A2K6RSS1_RHIRO
OG0006463	sp|Q6IMP4|PANX2_MOUSE	tr|A0A2K6QFK2|A0A2K6QFK2_RHIRO
OG0006464	sp|Q6NXZ1|KRBA1_MOUSE	tr|A0A2K6N7K1|A0A2K6N7K1_RHIRO
OG0006465	sp|Q6P8W9|HMGB4_MOUSE	tr|A0A2K6NSL5|A0A2K6NSL5_RHIRO
OG0006466	sp|Q7TMF2|ERI1_MOUSE	tr|A0A2K6QU55|A0A2K6QU55_RHIRO
OG0006467	sp|Q7TSG1|CE120_MOUSE	tr|A0A2K6P475|A0A2K6P475_RHIRO
OG0006468	sp|Q80WC1|UBN2_MOUSE	tr|A0A2K6NNN3|A0A2K6NNN3_RHIRO
OG0006469	sp|Q80WT2|DMRT3_MOUSE	tr|A0A2K6PQ89|A0A2K6PQ89_RHIRO
OG0006470	sp|Q80X19|COEA1_MOUSE	tr|A0A2K6NX69|A0A2K6NX69_RHIRO
