Orthogroup	Mus_musculus	Bison_bison_bison
OG0007055	sp|Q9D3G9|RHOH_MOUSE	tr|A0A6P3IS71|A0A6P3IS71_BISBI
OG0007056	sp|Q921L8|GLT11_MOUSE	tr|A0A6P3IVJ7|A0A6P3IVJ7_BISBI
OG0007057	sp|P97493|THIOM_MOUSE	tr|A0A6P3IWX8|A0A6P3IWX8_BISBI
OG0007058	sp|Q3UUE9|ANKUB_MOUSE	tr|A0A6P3IY36|A0A6P3IY36_BISBI
OG0007059	sp|Q8K595|MCLN2_MOUSE	tr|A0A6P3J1R9|A0A6P3J1R9_BISBI
OG0007060	sp|P15307|REL_MOUSE	tr|A0A6P3J3V3|A0A6P3J3V3_BISBI
OG0007061	sp|Q8CHH5|BICRL_MOUSE	tr|A0A6P3J4E5|A0A6P3J4E5_BISBI
OG0007062	sp|Q5QNV8|HEAT9_MOUSE	tr|A0A6P3J5H5|A0A6P3J5H5_BISBI
OG0007063	sp|P97760|RPB3_MOUSE	tr|A0A6P3J6I1|A0A6P3J6I1_BISBI
OG0007064	sp|Q8BUY9|PGTB1_MOUSE	tr|A0A6P3J8S3|A0A6P3J8S3_BISBI
OG0007065	sp|P15409|OPSD_MOUSE	tr|A0A6P3JBI7|A0A6P3JBI7_BISBI
OG0007066	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A6P3G6B6|A0A6P3G6B6_BISBI
OG0007067	sp|Q9DBS4|ACOXL_MOUSE	tr|A0A6P3G7Y2|A0A6P3G7Y2_BISBI
OG0007068	sp|Q8CFJ9|WDR24_MOUSE	tr|A0A6P3GIG7|A0A6P3GIG7_BISBI
OG0007069	sp|Q99J21|MCLN1_MOUSE	tr|A0A6P3GJ37|A0A6P3GJ37_BISBI
OG0007070	tr|Q8VG23|Q8VG23_MOUSE	tr|A0A6P3GRA2|A0A6P3GRA2_BISBI
OG0007071	sp|Q3UPW2|ELF3_MOUSE	tr|A0A6P3GRW6|A0A6P3GRW6_BISBI
OG0007072	sp|P47746|CNR1_MOUSE	tr|A0A6P3GTN9|A0A6P3GTN9_BISBI
OG0007073	sp|P15327|PMGE_MOUSE	tr|A0A6P3GU30|A0A6P3GU30_BISBI
OG0007074	sp|Q9D7I9|TGM5_MOUSE	tr|A0A6P3GXK3|A0A6P3GXK3_BISBI
OG0007075	sp|A2AIL4|NDUF6_MOUSE	tr|A0A6P3GY71|A0A6P3GY71_BISBI
OG0007076	sp|Q8VEK6|ING3_MOUSE	tr|A0A6P3GYD4|A0A6P3GYD4_BISBI
OG0007077	sp|Q8VDK1|NIT1_MOUSE	tr|A0A6P3GZ16|A0A6P3GZ16_BISBI
OG0007078	sp|Q8BJS7|MAP10_MOUSE	tr|A0A6P3GZZ1|A0A6P3GZZ1_BISBI
OG0007079	tr|E9PX92|E9PX92_MOUSE	tr|A0A6P3H146|A0A6P3H146_BISBI
OG0007080	sp|Q8K0D7|GET1_MOUSE	tr|A0A6P3H3U7|A0A6P3H3U7_BISBI
OG0007081	sp|Q3TZM9|ALG11_MOUSE	tr|A0A6P3H4H8|A0A6P3H4H8_BISBI
OG0007082	sp|Q8K124|PKHO2_MOUSE	tr|A0A6P3H4T3|A0A6P3H4T3_BISBI
OG0007083	sp|P97822|AN32E_MOUSE	tr|A0A6P3H4T7|A0A6P3H4T7_BISBI
OG0007084	sp|Q8BP86|SNPC4_MOUSE	tr|A0A6P3H4Z7|A0A6P3H4Z7_BISBI
OG0007085	sp|Q3UY90|GAK1A_MOUSE	tr|A0A6P3H515|A0A6P3H515_BISBI
OG0007086	sp|Q8VIJ6|SFPQ_MOUSE	tr|A0A6P3H8B1|A0A6P3H8B1_BISBI
OG0007087	sp|Q02526|ZFP41_MOUSE	tr|A0A6P3H9C4|A0A6P3H9C4_BISBI
OG0007088	sp|Q61043|NIN_MOUSE	tr|A0A6P3HBW5|A0A6P3HBW5_BISBI
OG0007089	sp|P34057|RECO_MOUSE	tr|A0A6P3HEA6|A0A6P3HEA6_BISBI
OG0007090	sp|Q9DD06|RARR2_MOUSE	tr|A0A6P3HIL4|A0A6P3HIL4_BISBI
OG0007091	sp|Q9CX48|ZCH10_MOUSE	tr|A0A6P3HJ27|A0A6P3HJ27_BISBI
OG0007092	sp|Q3U213|SRAC1_MOUSE	tr|A0A6P3HJ69|A0A6P3HJ69_BISBI
OG0007093	sp|O08908|P85B_MOUSE	tr|A0A6P3HNF9|A0A6P3HNF9_BISBI
OG0007094	sp|Q8R1B0|STAC2_MOUSE	tr|A0A6P3HNI2|A0A6P3HNI2_BISBI
OG0007095	sp|Q80ZU4|SMI19_MOUSE	tr|A0A6P3HQA3|A0A6P3HQA3_BISBI
OG0007096	sp|Q07133|H1T_MOUSE	tr|A0A6P3HRD2|A0A6P3HRD2_BISBI
OG0007097	sp|Q60769|TNAP3_MOUSE	tr|A0A6P3HTG8|A0A6P3HTG8_BISBI
OG0007098	sp|Q8CG80|SHF_MOUSE	tr|A0A6P3HU66|A0A6P3HU66_BISBI
OG0007099	sp|P12815|PDCD6_MOUSE	tr|A0A6P3HU82|A0A6P3HU82_BISBI
OG0007100	sp|P70660|NGN1_MOUSE	tr|A0A6P3HWJ1|A0A6P3HWJ1_BISBI
OG0007101	sp|P54923|ADPRH_MOUSE	tr|A0A6P3HWL9|A0A6P3HWL9_BISBI
OG0007102	sp|Q8BH98|MBOA1_MOUSE	tr|A0A6P3HWY9|A0A6P3HWY9_BISBI
OG0007103	sp|Q8BM54|MYLIP_MOUSE	tr|A0A6P3HX13|A0A6P3HX13_BISBI
OG0007104	sp|Q8VD33|SGTB_MOUSE	tr|A0A6P3HX30|A0A6P3HX30_BISBI
OG0007105	sp|P83882|RL36A_MOUSE	tr|A0A6P3HX72|A0A6P3HX72_BISBI
OG0007106	sp|Q8CII8|SYNE4_MOUSE	tr|A0A6P3HYN4|A0A6P3HYN4_BISBI
OG0007107	sp|Q6PFY1|FCSD1_MOUSE	tr|A0A6P3I1Y0|A0A6P3I1Y0_BISBI
OG0007108	sp|Q9EQ00|ROP1L_MOUSE	tr|A0A6P3I2E5|A0A6P3I2E5_BISBI
OG0007109	sp|P16110|LEG3_MOUSE	tr|A0A6P3I2X7|A0A6P3I2X7_BISBI
OG0007110	sp|Q8BWQ4|CMTR2_MOUSE	tr|A0A6P3I3H7|A0A6P3I3H7_BISBI
OG0007111	sp|Q8BH82|NAPEP_MOUSE	tr|A0A6P3I3K1|A0A6P3I3K1_BISBI
OG0007112	sp|Q8BNL5|KCTD6_MOUSE	tr|A0A6P3I602|A0A6P3I602_BISBI
OG0007113	sp|Q99MQ1|BICC1_MOUSE	tr|A0A6P3I7A3|A0A6P3I7A3_BISBI
OG0007114	sp|Q3UMR5|MCU_MOUSE	tr|A0A6P3I7K6|A0A6P3I7K6_BISBI
OG0007115	sp|Q9CY45|EFMT1_MOUSE	tr|A0A6P3ICB5|A0A6P3ICB5_BISBI
OG0007116	sp|Q80U30|CL16A_MOUSE	tr|A0A6P3IDL6|A0A6P3IDL6_BISBI
OG0007117	sp|F8VPZ5|ERCC6_MOUSE	tr|A0A6P3IE28|A0A6P3IE28_BISBI
OG0007118	sp|P35294|RAB19_MOUSE	tr|A0A6P3IFL4|A0A6P3IFL4_BISBI
OG0007119	sp|Q8VE04|MOB3B_MOUSE	tr|A0A6P3IKV7|A0A6P3IKV7_BISBI
OG0007120	sp|P47934|CACP_MOUSE	tr|A0A6P3ILT6|A0A6P3ILT6_BISBI
OG0007121	tr|Q9EQ08|Q9EQ08_MOUSE	tr|A0A6P3IRB2|A0A6P3IRB2_BISBI
OG0007122	sp|Q91WT8|RBM47_MOUSE	tr|A0A6P3J1F8|A0A6P3J1F8_BISBI
OG0007123	sp|Q9CQA3|SDHB_MOUSE	tr|A0A6P3J1J7|A0A6P3J1J7_BISBI
OG0007124	sp|Q8C3W1|CA198_MOUSE	tr|A0A6P3J2E2|A0A6P3J2E2_BISBI
OG0007125	sp|Q9ET38|CLD19_MOUSE	tr|A0A6P3J316|A0A6P3J316_BISBI
OG0007126	sp|Q9D868|PPIH_MOUSE	tr|A0A6P3J327|A0A6P3J327_BISBI
OG0007127	sp|P43025|TETN_MOUSE	tr|A0A6P3J801|A0A6P3J801_BISBI
OG0007128	sp|Q9D7W5|MED8_MOUSE	tr|A0A6P3JBZ2|A0A6P3JBZ2_BISBI
OG0007129	sp|P62267|RS23_MOUSE	tr|A0A6P3JE91|A0A6P3JE91_BISBI
OG0007130	sp|O09198|MAL_MOUSE	tr|A0A6P3G7Z1|A0A6P3G7Z1_BISBI
OG0007131	sp|Q91VV4|DEN2D_MOUSE	tr|A0A6P3GBV4|A0A6P3GBV4_BISBI
OG0007132	sp|Q8BUR9|MZT1_MOUSE	tr|A0A6P3GF41|A0A6P3GF41_BISBI
OG0007133	sp|Q9R0C8|VAV3_MOUSE	tr|A0A6P3GIA8|A0A6P3GIA8_BISBI
OG0007134	sp|Q9WV95|PHLA3_MOUSE	tr|A0A6P3GIS7|A0A6P3GIS7_BISBI
OG0007135	sp|P47708|RP3A_MOUSE	tr|A0A6P3GJE3|A0A6P3GJE3_BISBI
OG0007136	sp|Q9Z2I0|LETM1_MOUSE	tr|A0A6P3GJK5|A0A6P3GJK5_BISBI
OG0007137	sp|O08739|AMPD3_MOUSE	tr|A0A6P3GLI7|A0A6P3GLI7_BISBI
OG0007138	sp|Q8C7W7|DCR1B_MOUSE	tr|A0A6P3GRJ4|A0A6P3GRJ4_BISBI
OG0007139	sp|Q9JJL9|LT4R2_MOUSE	tr|A0A6P3GS86|A0A6P3GS86_BISBI
OG0007140	sp|Q8VI75|IPO4_MOUSE	tr|A0A6P3GT57|A0A6P3GT57_BISBI
OG0007141	sp|E9Q5G3|KIF23_MOUSE	tr|A0A6P3GT63|A0A6P3GT63_BISBI
OG0007142	sp|Q61085|RHPN1_MOUSE	tr|A0A6P3GT79|A0A6P3GT79_BISBI
OG0007143	sp|Q8K120|NFAC4_MOUSE	tr|A0A6P3GT87|A0A6P3GT87_BISBI
OG0007144	sp|Q9QXE5|TSSP_MOUSE	tr|A0A6P3GV83|A0A6P3GV83_BISBI
OG0007145	sp|Q8JZM4|DNER_MOUSE	tr|A0A6P3GVN0|A0A6P3GVN0_BISBI
OG0007146	sp|O54983|CRYM_MOUSE	tr|A0A6P3GVV6|A0A6P3GVV6_BISBI
OG0007147	sp|Q80ZC9|PS1C2_MOUSE	tr|A0A6P3GWF1|A0A6P3GWF1_BISBI
OG0007148	tr|B1ASA5|B1ASA5_MOUSE	tr|A0A6P3GZW2|A0A6P3GZW2_BISBI
OG0007149	sp|Q8K0H5|TAF10_MOUSE	tr|A0A6P3H1K9|A0A6P3H1K9_BISBI
OG0007150	sp|O88932|KCJ15_MOUSE	tr|A0A6P3H283|A0A6P3H283_BISBI
OG0007151	sp|Q3TYV2|HHLA1_MOUSE	tr|A0A6P3H4A5|A0A6P3H4A5_BISBI
OG0007152	sp|Q8BM55|TM214_MOUSE	tr|A0A6P3H644|A0A6P3H644_BISBI
OG0007153	sp|Q80UF4|SDCG8_MOUSE	tr|A0A6P3H6Y0|A0A6P3H6Y0_BISBI
OG0007154	sp|Q9D684|RIN2_MOUSE	tr|A0A6P3H8P4|A0A6P3H8P4_BISBI
OG0007155	sp|D3Z1U7|TM233_MOUSE	tr|A0A6P3H920|A0A6P3H920_BISBI
OG0007156	sp|Q9JI59|JAM2_MOUSE	tr|A0A6P3HBU2|A0A6P3HBU2_BISBI
OG0007157	sp|Q5F2L2|FUT10_MOUSE	tr|A0A6P3HD78|A0A6P3HD78_BISBI
OG0007158	sp|Q6ZPK0|PF21A_MOUSE	tr|A0A6P3HEI8|A0A6P3HEI8_BISBI
OG0007159	sp|Q8BZB2|COAC_MOUSE	tr|A0A6P3HFB5|A0A6P3HFB5_BISBI
OG0007160	sp|O09164|SODE_MOUSE	tr|A0A6P3HGE5|A0A6P3HGE5_BISBI
OG0007161	sp|Q99M87|DNJA3_MOUSE	tr|A0A6P3HH74|A0A6P3HH74_BISBI
OG0007162	sp|P43431|IL12A_MOUSE	tr|A0A6P3HHV0|A0A6P3HHV0_BISBI
OG0007163	sp|Q5QD16|TAAR3_MOUSE	tr|A0A6P3HID0|A0A6P3HID0_BISBI
OG0007164	sp|P58334|KLF16_MOUSE	tr|A0A6P3HJ47|A0A6P3HJ47_BISBI
OG0007165	tr|E9Q5N9|E9Q5N9_MOUSE	tr|A0A6P3HJ79|A0A6P3HJ79_BISBI
OG0007166	tr|A7E1W8|A7E1W8_MOUSE	tr|A0A6P3HMD4|A0A6P3HMD4_BISBI
OG0007167	sp|P59999|ARPC4_MOUSE	tr|A0A6P3HPD5|A0A6P3HPD5_BISBI
OG0007168	sp|Q9CQE8|RTRAF_MOUSE	tr|A0A6P3HPV8|A0A6P3HPV8_BISBI
OG0007169	sp|P63242|IF5A1_MOUSE	tr|A0A6P3HSR6|A0A6P3HSR6_BISBI
OG0007170	sp|O35492|CLK3_MOUSE	tr|A0A6P3HT19|A0A6P3HT19_BISBI
OG0007171	sp|Q9CZX9|EMC4_MOUSE	tr|A0A6P3HT20|A0A6P3HT20_BISBI
OG0007172	sp|Q9CZD0|MMAC_MOUSE	tr|A0A6P3HUB3|A0A6P3HUB3_BISBI
OG0007173	sp|A6X8Z9|TEX55_MOUSE	tr|A0A6P3HWT4|A0A6P3HWT4_BISBI
OG0007174	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A6P3I185|A0A6P3I185_BISBI
OG0007175	sp|Q9D061|ACBD6_MOUSE	tr|A0A6P3I1P5|A0A6P3I1P5_BISBI
OG0007176	sp|Q8R5M2|WNT9A_MOUSE	tr|A0A6P3I3W6|A0A6P3I3W6_BISBI
OG0007177	sp|Q91XC8|DAP1_MOUSE	tr|A0A6P3I4I5|A0A6P3I4I5_BISBI
OG0007178	sp|P33610|PRI2_MOUSE	tr|A0A6P3I4Q2|A0A6P3I4Q2_BISBI
OG0007179	sp|Q99JT9|MTND_MOUSE	tr|A0A6P3I525|A0A6P3I525_BISBI
OG0007180	sp|Q6ZWY3|RS27L_MOUSE	tr|A0A6P3I5C7|A0A6P3I5C7_BISBI
OG0007181	sp|P59672|ANS1A_MOUSE	tr|A0A6P3I5J3|A0A6P3I5J3_BISBI
OG0007182	sp|Q8CJ78|ZN628_MOUSE	tr|A0A6P3I5N1|A0A6P3I5N1_BISBI
OG0007183	sp|P97288|5HT4R_MOUSE	tr|A0A6P3IAG8|A0A6P3IAG8_BISBI
OG0007184	sp|Q3U7U3|FBX7_MOUSE	tr|A0A6P3IAT7|A0A6P3IAT7_BISBI
OG0007185	sp|Q61543|GSLG1_MOUSE	tr|A0A6P3IBF5|A0A6P3IBF5_BISBI
OG0007186	sp|P61750|ARF4_MOUSE	tr|A0A6P3IDK0|A0A6P3IDK0_BISBI
OG0007187	sp|Q9JK37|MYOZ1_MOUSE	tr|A0A6P3II65|A0A6P3II65_BISBI
OG0007188	sp|Q80UJ7|RB3GP_MOUSE	tr|A0A6P3IJ37|A0A6P3IJ37_BISBI
OG0007189	sp|Q7TT79|MCPH1_MOUSE	tr|A0A6P3IK72|A0A6P3IK72_BISBI
OG0007190	sp|Q60720|CY561_MOUSE	tr|A0A6P3IKL9|A0A6P3IKL9_BISBI
OG0007192	sp|O55233|CER1_MOUSE	tr|A0A6P3IM80|A0A6P3IM80_BISBI
OG0007193	sp|P83877|TXN4A_MOUSE	tr|A0A6P3IMU6|A0A6P3IMU6_BISBI
OG0007194	sp|P82976|GBX1_MOUSE	tr|A0A6P3IN20|A0A6P3IN20_BISBI
OG0007195	sp|Q99NC0|VGLL1_MOUSE	tr|A0A6P3INR7|A0A6P3INR7_BISBI
OG0007196	sp|Q9D3S9|CPVL_MOUSE	tr|A0A6P3IPM2|A0A6P3IPM2_BISBI
OG0007197	sp|Q921F4|HNRLL_MOUSE	tr|A0A6P3IQ47|A0A6P3IQ47_BISBI
OG0007198	sp|Q5BKP2|UBP13_MOUSE	tr|A0A6P3IQ88|A0A6P3IQ88_BISBI
OG0007199	sp|Q8K1R7|NEK9_MOUSE	tr|A0A6P3IS89|A0A6P3IS89_BISBI
OG0007200	sp|Q60680|IKKA_MOUSE	tr|A0A6P3IU52|A0A6P3IU52_BISBI
OG0007201	sp|Q9D081|ALG14_MOUSE	tr|A0A6P3IWP4|A0A6P3IWP4_BISBI
OG0007202	sp|Q8VC26|TLCD2_MOUSE	tr|A0A6P3IZE4|A0A6P3IZE4_BISBI
OG0007203	sp|Q99KE3|DOK4_MOUSE	tr|A0A6P3J0T9|A0A6P3J0T9_BISBI
OG0007204	sp|Q9D7J7|CPNS2_MOUSE	tr|A0A6P3J0X7|A0A6P3J0X7_BISBI
OG0007205	sp|Q8BVN8|IDLC_MOUSE	tr|A0A6P3J3D6|A0A6P3J3D6_BISBI
OG0007206	sp|Q80U44|ZFY16_MOUSE	tr|A0A6P3J4Z7|A0A6P3J4Z7_BISBI
OG0007207	sp|P62075|TIM13_MOUSE	tr|A0A6P3JCU9|A0A6P3JCU9_BISBI
OG0007208	sp|Q9R0N6|SYT8_MOUSE	tr|A0A6P3GAE3|A0A6P3GAE3_BISBI
OG0007209	sp|P21552|WNT2_MOUSE	tr|A0A6P3GD07|A0A6P3GD07_BISBI
OG0007210	sp|Q9R008|KIME_MOUSE	tr|A0A6P3GJK8|A0A6P3GJK8_BISBI
OG0007211	sp|Q0PD08|RAB42_MOUSE	tr|A0A6P3GP09|A0A6P3GP09_BISBI
OG0007212	sp|Q9WU66|SFRP5_MOUSE	tr|A0A6P3GPE5|A0A6P3GPE5_BISBI
OG0007213	sp|Q8VCA5|TMPS4_MOUSE	tr|A0A6P3GQJ8|A0A6P3GQJ8_BISBI
OG0007214	tr|F8VPN4|F8VPN4_MOUSE	tr|A0A6P3GS57|A0A6P3GS57_BISBI
OG0007215	sp|Q8R3S2|TSN33_MOUSE	tr|A0A6P3GTJ0|A0A6P3GTJ0_BISBI
OG0007216	sp|Q3TDX8|NB5R4_MOUSE	tr|A0A6P3GTK5|A0A6P3GTK5_BISBI
OG0007217	sp|Q8K443|RGS13_MOUSE	tr|A0A6P3GVE5|A0A6P3GVE5_BISBI
OG0007218	sp|Q9WU39|SCNNG_MOUSE	tr|A0A6P3GVX7|A0A6P3GVX7_BISBI
OG0007219	sp|D3YZG8|MTD2L_MOUSE	tr|A0A6P3GYP9|A0A6P3GYP9_BISBI
OG0007220	sp|Q7TN79|AKA7G_MOUSE	tr|A0A6P3H1N7|A0A6P3H1N7_BISBI
OG0007221	sp|Q9D992|MAJIN_MOUSE	tr|A0A6P3H2S3|A0A6P3H2S3_BISBI
OG0007222	tr|Q7TPG0|Q7TPG0_MOUSE	tr|A0A6P3H747|A0A6P3H747_BISBI
OG0007223	sp|Q5RI75|RASEF_MOUSE	tr|A0A6P3H8F6|A0A6P3H8F6_BISBI
OG0007224	sp|Q6S5C2|GNPTG_MOUSE	tr|A0A6P3H8H9|A0A6P3H8H9_BISBI
OG0007225	sp|Q6P8G8|ORAI3_MOUSE	tr|A0A6P3H971|A0A6P3H971_BISBI
OG0007226	sp|O35594|IFT81_MOUSE	tr|A0A6P3HBQ0|A0A6P3HBQ0_BISBI
OG0007227	sp|Q8K330|SSH3_MOUSE	tr|A0A6P3HBU0|A0A6P3HBU0_BISBI
OG0007228	sp|Q04519|ASM_MOUSE	tr|A0A6P3HDM9|A0A6P3HDM9_BISBI
OG0007229	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A6P3HE68|A0A6P3HE68_BISBI
OG0007230	sp|Q7TPD6|RAVR2_MOUSE	tr|A0A6P3HGQ1|A0A6P3HGQ1_BISBI
OG0007231	sp|P51830|ADCY9_MOUSE	tr|A0A6P3HH64|A0A6P3HH64_BISBI
OG0007232	sp|P59016|VP33B_MOUSE	tr|A0A6P3HJM4|A0A6P3HJM4_BISBI
OG0007233	sp|Q8R316|HBP1_MOUSE	tr|A0A6P3HKT1|A0A6P3HKT1_BISBI
OG0007234	tr|A0A1B0GSK3|A0A1B0GSK3_MOUSE	tr|A0A6P3HM60|A0A6P3HM60_BISBI
OG0007235	sp|Q7TMB3|PPR3C_MOUSE	tr|A0A6P3HMU6|A0A6P3HMU6_BISBI
OG0007236	sp|Q9DAM3|HSPB9_MOUSE	tr|A0A6P3HNQ1|A0A6P3HNQ1_BISBI
OG0007237	tr|A0A338P6S8|A0A338P6S8_MOUSE	tr|A0A6P3HP03|A0A6P3HP03_BISBI
OG0007238	sp|Q9QYJ0|DNJA2_MOUSE	tr|A0A6P3HS80|A0A6P3HS80_BISBI
OG0007239	sp|Q80U72|SCRIB_MOUSE	tr|A0A6P3HSK7|A0A6P3HSK7_BISBI
OG0007240	sp|Q8BJ63|AP5M1_MOUSE	tr|A0A6P3HTU9|A0A6P3HTU9_BISBI
OG0007241	sp|O35864|CSN5_MOUSE	tr|A0A6P3HW10|A0A6P3HW10_BISBI
OG0007242	sp|Q91WC9|DGLB_MOUSE	tr|A0A6P3HXN5|A0A6P3HXN5_BISBI
OG0007243	sp|Q3UU41|SCIMP_MOUSE	tr|A0A6P3I233|A0A6P3I233_BISBI
OG0007244	sp|A2AWL7|MGAP_MOUSE	tr|A0A6P3I3D2|A0A6P3I3D2_BISBI
OG0007245	sp|O35930|GP1BA_MOUSE	tr|A0A6P3I481|A0A6P3I481_BISBI
OG0007246	sp|Q3UNU4|ERIC4_MOUSE	tr|A0A6P3I7D7|A0A6P3I7D7_BISBI
OG0007247	sp|O35906|SPIB_MOUSE	tr|A0A6P3I861|A0A6P3I861_BISBI
OG0007248	sp|Q9DBV4|MXRA8_MOUSE	tr|A0A6P3ICG6|A0A6P3ICG6_BISBI
OG0007249	sp|Q9D7I0|SHSA5_MOUSE	tr|A0A6P3IEA6|A0A6P3IEA6_BISBI
OG0007250	sp|Q8BW10|NOB1_MOUSE	tr|A0A6P3IEE0|A0A6P3IEE0_BISBI
OG0007251	sp|Q3UWM4|KDM7A_MOUSE	tr|A0A6P3IFU6|A0A6P3IFU6_BISBI
OG0007252	sp|P35803|GPM6B_MOUSE	tr|A0A6P3IGK4|A0A6P3IGK4_BISBI
OG0007253	sp|Q8BL97|SRSF7_MOUSE	tr|A0A6P3IHN0|A0A6P3IHN0_BISBI
OG0007254	sp|Q8VCH8|UBXN4_MOUSE	tr|A0A6P3IJ49|A0A6P3IJ49_BISBI
OG0007255	sp|Q497N6|C295L_MOUSE	tr|A0A6P3IJN8|A0A6P3IJN8_BISBI
OG0007256	sp|P54320|ELN_MOUSE	tr|A0A6P3IKT2|A0A6P3IKT2_BISBI
OG0007257	sp|Q921K9|BCL7B_MOUSE	tr|A0A6P3ILB1|A0A6P3ILB1_BISBI
OG0007258	tr|B2RWG3|B2RWG3_MOUSE	tr|A0A6P3IM54|A0A6P3IM54_BISBI
OG0007259	sp|Q62481|VPS72_MOUSE	tr|A0A6P3INH2|A0A6P3INH2_BISBI
OG0007260	sp|Q9WVJ0|KCNH3_MOUSE	tr|A0A6P3IP68|A0A6P3IP68_BISBI
OG0007261	sp|Q91W61|FXL15_MOUSE	tr|A0A6P3IUD2|A0A6P3IUD2_BISBI
OG0007262	sp|P27786|CP17A_MOUSE	tr|A0A6P3IUD6|A0A6P3IUD6_BISBI
OG0007263	sp|Q8CHR6|DPYD_MOUSE	tr|A0A6P3IWR0|A0A6P3IWR0_BISBI
OG0007264	sp|Q9DBI0|TMPS6_MOUSE	tr|A0A6P3IWZ4|A0A6P3IWZ4_BISBI
OG0007265	sp|P97503|NKX32_MOUSE	tr|A0A6P3IX21|A0A6P3IX21_BISBI
OG0007266	sp|Q01114|IL9R_MOUSE	tr|A0A6P3IXB2|A0A6P3IXB2_BISBI
OG0007267	sp|Q8BHE8|MAIP1_MOUSE	tr|A0A6P3IY71|A0A6P3IY71_BISBI
OG0007269	sp|Q07563|COHA1_MOUSE	tr|A0A6P3J2Z1|A0A6P3J2Z1_BISBI
OG0007270	sp|Q3V1U8|ELMD1_MOUSE	tr|A0A6P3J3H5|A0A6P3J3H5_BISBI
OG0007271	sp|Q6ZPI0|JADE1_MOUSE	tr|A0A6P3J492|A0A6P3J492_BISBI
OG0007272	sp|Q0VGT2|GLI2_MOUSE	tr|A0A6P3J4U2|A0A6P3J4U2_BISBI
OG0007273	sp|P70368|SEBOX_MOUSE	tr|A0A6P3J744|A0A6P3J744_BISBI
OG0007274	sp|O08689|GDF8_MOUSE	tr|A0A6P3JCW1|A0A6P3JCW1_BISBI
OG0007275	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A6P3G545|A0A6P3G545_BISBI
OG0007276	sp|Q9D424|CABYR_MOUSE	tr|A0A6P3GC96|A0A6P3GC96_BISBI
OG0007277	sp|Q64701|RBL1_MOUSE	tr|A0A6P3GD05|A0A6P3GD05_BISBI
OG0007278	sp|Q9QXG9|TINF2_MOUSE	tr|A0A6P3GJH9|A0A6P3GJH9_BISBI
OG0007279	sp|Q9D5W8|TEX47_MOUSE	tr|A0A6P3GKS9|A0A6P3GKS9_BISBI
OG0007280	tr|A0A2I3BQG2|A0A2I3BQG2_MOUSE	tr|A0A6P3GNY4|A0A6P3GNY4_BISBI
OG0007281	sp|P23906|IRF2_MOUSE	tr|A0A6P3GWG0|A0A6P3GWG0_BISBI
OG0007282	sp|Q9JM13|RABX5_MOUSE	tr|A0A6P3GWJ6|A0A6P3GWJ6_BISBI
OG0007283	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A6P3GXA4|A0A6P3GXA4_BISBI
OG0007284	sp|Q9D7Y9|SLX4I_MOUSE	tr|A0A6P3H0J0|A0A6P3H0J0_BISBI
OG0007285	sp|Q6P5H2|NEST_MOUSE	tr|A0A6P3H3U6|A0A6P3H3U6_BISBI
OG0007286	sp|Q8R1C6|MET22_MOUSE	tr|A0A6P3H5L9|A0A6P3H5L9_BISBI
OG0007287	sp|P41971|ELK3_MOUSE	tr|A0A6P3H609|A0A6P3H609_BISBI
OG0007288	sp|Q01102|LYAM3_MOUSE	tr|A0A6P3H784|A0A6P3H784_BISBI
OG0007289	sp|Q8CGM2|RP1L1_MOUSE	tr|A0A6P3H926|A0A6P3H926_BISBI
OG0007290	sp|Q99KD5|UN45A_MOUSE	tr|A0A6P3HB09|A0A6P3HB09_BISBI
OG0007291	sp|P55097|CATK_MOUSE	tr|A0A6P3HCE3|A0A6P3HCE3_BISBI
OG0007292	sp|Q6P9L6|KIF15_MOUSE	tr|A0A6P3HDY7|A0A6P3HDY7_BISBI
OG0007293	sp|Q8BPI1|KTU_MOUSE	tr|A0A6P3HED2|A0A6P3HED2_BISBI
OG0007294	sp|Q9CQZ5|NDUA6_MOUSE	tr|A0A6P3HI30|A0A6P3HI30_BISBI
OG0007295	sp|Q68EF0|RAB3I_MOUSE	tr|A0A6P3HK66|A0A6P3HK66_BISBI
OG0007296	sp|Q9CQS6|GKN2_MOUSE	tr|A0A6P3HLQ2|A0A6P3HLQ2_BISBI
OG0007297	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A6P3HM11|A0A6P3HM11_BISBI
OG0007298	sp|Q6YGZ1|HPSE_MOUSE	tr|A0A6P3HNN9|A0A6P3HNN9_BISBI
OG0007299	sp|Q7TQK4|EXOS3_MOUSE	tr|A0A6P3HRZ0|A0A6P3HRZ0_BISBI
OG0007300	sp|Q9D2U5|LSMD1_MOUSE	tr|A0A6P3HS91|A0A6P3HS91_BISBI
OG0007301	sp|Q8BV42|ZN786_MOUSE	tr|A0A6P3HSM4|A0A6P3HSM4_BISBI
OG0007302	sp|Q8K1G2|LBN_MOUSE	tr|A0A6P3HU75|A0A6P3HU75_BISBI
OG0007303	sp|P70697|DCUP_MOUSE	tr|A0A6P3HUA7|A0A6P3HUA7_BISBI
