Orthogroup	Mus_musculus	Nomascus_leucogenys
OG0008362	tr|D3YYZ1|D3YYZ1_MOUSE	tr|G1RLA6|G1RLA6_NOMLE
OG0008363	sp|O08707|ACKR2_MOUSE	tr|G1SA86|G1SA86_NOMLE
OG0008364	sp|O09047|C3AR_MOUSE	tr|G1QMA7|G1QMA7_NOMLE
OG0008365	sp|O35448|PPT2_MOUSE	tr|G1R488|G1R488_NOMLE
OG0008366	sp|O70273|EHF_MOUSE	tr|A0A2I3GRJ0|A0A2I3GRJ0_NOMLE
OG0008367	sp|O70337|BIK_MOUSE	tr|G1S1X2|G1S1X2_NOMLE
OG0008368	sp|P01590|IL2RA_MOUSE	tr|G1RLR0|G1RLR0_NOMLE
OG0008369	sp|P09025|HXC8_MOUSE	tr|G1S7G2|G1S7G2_NOMLE
OG0008370	sp|P27106|MIS_MOUSE	tr|A0A2I3H5K3|A0A2I3H5K3_NOMLE
OG0008371	sp|P30282|CCND3_MOUSE	tr|A0A2I3HC42|A0A2I3HC42_NOMLE
OG0008372	sp|P60334|CDO1_MOUSE	tr|A0A2I3G8L2|A0A2I3G8L2_NOMLE
OG0008373	sp|Q04744|EMX2_MOUSE	tr|A0A2I3GCT1|A0A2I3GCT1_NOMLE
OG0008374	sp|Q3TCT4|ENTP7_MOUSE	tr|A0A2I3HI29|A0A2I3HI29_NOMLE
OG0008375	sp|Q3U1Y4|DEN4B_MOUSE	tr|G1RI68|G1RI68_NOMLE
OG0008376	sp|Q3V188|ENDOU_MOUSE	tr|G1S8B9|G1S8B9_NOMLE
OG0008377	sp|Q62187|TTF1_MOUSE	tr|G1RQU4|G1RQU4_NOMLE
OG0008378	sp|Q640P2|ANGL1_MOUSE	tr|G1S061|G1S061_NOMLE
OG0008379	sp|Q6P6M5|PX11C_MOUSE	tr|G1QJ67|G1QJ67_NOMLE
OG0008380	sp|Q7TNS7|ASIC4_MOUSE	tr|G1REC6|G1REC6_NOMLE
OG0008381	sp|Q810L3|CHFR_MOUSE	tr|G1RPG1|G1RPG1_NOMLE
OG0008382	sp|Q810U5|CCD50_MOUSE	tr|G1R4X3|G1R4X3_NOMLE
OG0008383	sp|Q8BGC0|HTSF1_MOUSE	tr|G1QQZ7|G1QQZ7_NOMLE
OG0008384	sp|Q8BHK9|ERC6L_MOUSE	tr|A0A2I3GSZ7|A0A2I3GSZ7_NOMLE
OG0008385	sp|Q8BHY3|ANO1_MOUSE	tr|A0A2I3HEY3|A0A2I3HEY3_NOMLE
OG0008386	sp|Q8BUH8|SENP7_MOUSE	tr|G1QSH2|G1QSH2_NOMLE
OG0008387	sp|Q8BXB6|SO2B1_MOUSE	tr|A0A2I3GGE3|A0A2I3GGE3_NOMLE
OG0008388	sp|Q8BZ64|TECT1_MOUSE	tr|G1QSB8|G1QSB8_NOMLE
OG0008389	sp|Q8CCF0|PRP31_MOUSE	tr|A0A2I3GSZ1|A0A2I3GSZ1_NOMLE
OG0008390	sp|Q8CGF6|WDR47_MOUSE	tr|G1QPE8|G1QPE8_NOMLE
OG0008391	sp|Q8CGK3|LONM_MOUSE	tr|A0A2I3HSR0|A0A2I3HSR0_NOMLE
OG0008392	sp|Q8K479|C1QT5_MOUSE	tr|A0A2I3GSR1|A0A2I3GSR1_NOMLE
OG0008393	sp|Q8R527|RHOQ_MOUSE	tr|A0A2I3FS46|A0A2I3FS46_NOMLE
OG0008394	sp|Q8VBW5|BBX_MOUSE	tr|G1QTW0|G1QTW0_NOMLE
OG0008395	sp|Q8VHK5|MLC1_MOUSE	tr|G1QHQ9|G1QHQ9_NOMLE
OG0008396	sp|Q8VIM5|MYCD_MOUSE	tr|A0A2I3HTN8|A0A2I3HTN8_NOMLE
OG0008397	sp|Q91WM6|EVA1A_MOUSE	tr|G1QK85|G1QK85_NOMLE
OG0008398	sp|Q99JR5|TINAL_MOUSE	tr|G1QN12|G1QN12_NOMLE
OG0008399	sp|Q9CX48|ZCH10_MOUSE	tr|A0A2I3HBF7|A0A2I3HBF7_NOMLE
OG0008400	sp|Q9CZL5|PHS2_MOUSE	tr|A0A2I3H4V4|A0A2I3H4V4_NOMLE
OG0008401	sp|Q9D5T7|HORM1_MOUSE	tr|G1RFX4|G1RFX4_NOMLE
OG0008402	sp|Q9D7P6|ISCU_MOUSE	tr|G1R501|G1R501_NOMLE
OG0008403	sp|Q9D7Z3|NOL7_MOUSE	tr|G1QJE8|G1QJE8_NOMLE
OG0008404	sp|Q9EQ61|PESC_MOUSE	tr|G1QUW5|G1QUW5_NOMLE
OG0008405	sp|Q9QUJ0|HCST_MOUSE	tr|G1RLI6|G1RLI6_NOMLE
OG0008406	sp|Q9QXN3|TRIP4_MOUSE	tr|G1RPI2|G1RPI2_NOMLE
OG0008407	sp|Q9R123|NAA80_MOUSE	tr|G1SA90|G1SA90_NOMLE
OG0008408	sp|Q9WVL0|MAAI_MOUSE	tr|A0A2I3GPI9|A0A2I3GPI9_NOMLE
OG0008409	sp|Q9Z1J3|NFS1_MOUSE	tr|G1RH96|G1RH96_NOMLE
OG0008410	sp|Q9Z2A0|PDPK1_MOUSE	tr|A0A2I3HAV4|A0A2I3HAV4_NOMLE
OG0008411	sp|A2TJV2|PALM3_MOUSE	tr|G1RSI9|G1RSI9_NOMLE
OG0008412	sp|B1AZA5|TM245_MOUSE	tr|G1S6K0|G1S6K0_NOMLE
OG0008413	tr|G5E8L9|G5E8L9_MOUSE	tr|G1RYR5|G1RYR5_NOMLE
OG0008414	sp|G5E8P0|GCP6_MOUSE	tr|A0A2I3HQU1|A0A2I3HQU1_NOMLE
OG0008415	sp|O08738|CASP6_MOUSE	tr|G1S3N0|G1S3N0_NOMLE
OG0008416	sp|O55242|SGMR1_MOUSE	tr|G1QY61|G1QY61_NOMLE
OG0008417	sp|O89053|COR1A_MOUSE	tr|A0A2I3GI37|A0A2I3GI37_NOMLE
OG0008418	sp|P11378|STP2_MOUSE	tr|G1SA05|G1SA05_NOMLE
OG0008419	sp|P30280|CCND2_MOUSE	tr|G1QRY1|G1QRY1_NOMLE
OG0008420	sp|P31955|AREG_MOUSE	tr|A0A2I3H905|A0A2I3H905_NOMLE
OG0008421	sp|P32883|RASK_MOUSE	tr|G1QZK0|G1QZK0_NOMLE
OG0008422	sp|P48320|DCE2_MOUSE	tr|G1S4I7|G1S4I7_NOMLE
OG0008423	sp|P54761|EPHB4_MOUSE	tr|G1RMR2|G1RMR2_NOMLE
OG0008424	sp|P55821|STMN2_MOUSE	tr|A0A2I3H5B1|A0A2I3H5B1_NOMLE
OG0008425	sp|P57716|NICA_MOUSE	tr|G1RTC9|G1RTC9_NOMLE
OG0008427	sp|P70166|CPEB1_MOUSE	tr|A0A2I3GZA9|A0A2I3GZA9_NOMLE
OG0008428	sp|P97807|FUMH_MOUSE	tr|A0A2I3G9T5|A0A2I3G9T5_NOMLE
OG0008429	sp|Q307W7|KNCN_MOUSE	tr|G1S370|G1S370_NOMLE
OG0008430	sp|Q3UMC0|SPAT5_MOUSE	tr|G1RE66|G1RE66_NOMLE
OG0008431	sp|Q3UW53|NIBA1_MOUSE	tr|G1S8R2|G1S8R2_NOMLE
OG0008432	sp|Q4KUS1|WFDC8_MOUSE	tr|G1R4U3|G1R4U3_NOMLE
OG0008433	sp|Q56A06|TMTC2_MOUSE	tr|A0A2I3GTR7|A0A2I3GTR7_NOMLE
OG0008434	sp|Q5NCQ5|DPH1_MOUSE	tr|A0A2I3HCA7|A0A2I3HCA7_NOMLE
OG0008435	sp|Q61026|NCOA2_MOUSE	tr|G1RKR6|G1RKR6_NOMLE
OG0008436	sp|Q6NS52|DGKB_MOUSE	tr|G1S2U8|G1S2U8_NOMLE
OG0008437	sp|Q7TME0|PLPR4_MOUSE	tr|G1RL21|G1RL21_NOMLE
OG0008438	sp|Q8BGF9|S2544_MOUSE	tr|A0A2I3H390|A0A2I3H390_NOMLE
OG0008439	sp|Q8BGZ3|DCA12_MOUSE	tr|G1QYN9|G1QYN9_NOMLE
OG0008440	sp|Q8BQJ6|TRM2B_MOUSE	tr|G1R7H6|G1R7H6_NOMLE
OG0008441	sp|Q8C0T9|ADCYA_MOUSE	tr|G1RXY1|G1RXY1_NOMLE
OG0008442	sp|Q8C5S3|CC022_MOUSE	tr|G1QK26|G1QK26_NOMLE
OG0008443	sp|Q8CH02|SUGP1_MOUSE	tr|G1R343|G1R343_NOMLE
OG0008444	tr|Q8K205|Q8K205_MOUSE	tr|G1QQD8|G1QQD8_NOMLE
OG0008445	sp|Q8R326|PSPC1_MOUSE	tr|G1QKW3|G1QKW3_NOMLE
OG0008446	sp|Q8VE99|CC115_MOUSE	tr|G1RHZ1|G1RHZ1_NOMLE
OG0008447	sp|Q91VY6|CYTIP_MOUSE	tr|G1QJ46|G1QJ46_NOMLE
OG0008448	sp|Q91X60|ACHA2_MOUSE	tr|A0A2I3HVM3|A0A2I3HVM3_NOMLE
OG0008449	sp|Q91ZR3|ZHANG_MOUSE	tr|A0A2I3H6Y9|A0A2I3H6Y9_NOMLE
OG0008450	sp|Q922H4|GMPPA_MOUSE	tr|A0A2I3HAC9|A0A2I3HAC9_NOMLE
OG0008451	sp|Q99K43|PRC1_MOUSE	tr|A0A2I3H8N1|A0A2I3H8N1_NOMLE
OG0008452	sp|Q9CWJ9|PUR9_MOUSE	tr|G1R6I6|G1R6I6_NOMLE
OG0008453	sp|Q9D035|NKAI1_MOUSE	tr|G1QKT8|G1QKT8_NOMLE
OG0008454	sp|Q9D309|FAM3B_MOUSE	tr|A0A2I3GLV4|A0A2I3GLV4_NOMLE
OG0008455	sp|Q9D6L8|PPIL3_MOUSE	tr|A0A2I3G2T7|A0A2I3G2T7_NOMLE
OG0008456	sp|Q9DCH2|POP7_MOUSE	tr|G1RMN6|G1RMN6_NOMLE
OG0008457	sp|Q9EPL2|CSTN1_MOUSE	tr|G1RDU6|G1RDU6_NOMLE
OG0008458	sp|Q9ESN5|CENPK_MOUSE	tr|A0A2I3GUC6|A0A2I3GUC6_NOMLE
OG0008459	sp|Q9JIF7|COPB_MOUSE	tr|G1S7J6|G1S7J6_NOMLE
OG0008460	sp|Q9JJH1|RNAS4_MOUSE	tr|W0UVD1|W0UVD1_NOMLE
OG0008461	sp|Q9QUG9|GRP2_MOUSE	tr|A0A2I3H057|A0A2I3H057_NOMLE
OG0008462	sp|Q9WTK2|CDYL_MOUSE	tr|G1RL11|G1RL11_NOMLE
OG0008463	tr|A0A0B4J1J9|A0A0B4J1J9_MOUSE	tr|A0A2I3HFZ3|A0A2I3HFZ3_NOMLE
OG0008464	sp|D3YTS9|PPAT_MOUSE	tr|G1R187|G1R187_NOMLE
OG0008465	tr|E9Q2E4|E9Q2E4_MOUSE	tr|G1QGQ6|G1QGQ6_NOMLE
OG0008466	sp|O35719|RA51B_MOUSE	tr|A0A2I3GHJ8|A0A2I3GHJ8_NOMLE
OG0008467	sp|O88282|BCL6B_MOUSE	tr|G1RDS2|G1RDS2_NOMLE
OG0008468	sp|O88824|JTB_MOUSE	tr|A0A2I3GX16|A0A2I3GX16_NOMLE
OG0008469	sp|O88843|CRADD_MOUSE	tr|A0A2I3H981|A0A2I3H981_NOMLE
OG0008470	sp|O88875|BY55_MOUSE	tr|G1R0T1|G1R0T1_NOMLE
OG0008471	sp|P11983|TCPA_MOUSE	tr|G1RKC3|G1RKC3_NOMLE
OG0008472	tr|Q149I8|Q149I8_MOUSE	tr|A0A2I3GBU8|A0A2I3GBU8_NOMLE
OG0008473	sp|Q14AK4|ZDH11_MOUSE	tr|A0A2I3GF37|A0A2I3GF37_NOMLE
OG0008474	sp|Q3ULZ2|FHDC1_MOUSE	tr|G1R1T9|G1R1T9_NOMLE
OG0008475	sp|Q5PT54|NTCP5_MOUSE	tr|G1S9F5|G1S9F5_NOMLE
OG0008476	sp|Q5SUF2|LC7L3_MOUSE	tr|G1R8S7|G1R8S7_NOMLE
OG0008477	sp|Q5SXA9|KIBRA_MOUSE	tr|M3ZBF5|M3ZBF5_NOMLE
OG0008478	sp|Q5VCS6|TDRD5_MOUSE	tr|G1S0W5|G1S0W5_NOMLE
OG0008479	sp|Q60773|CDN2D_MOUSE	tr|G1RNT0|G1RNT0_NOMLE
OG0008480	sp|Q61024|ASNS_MOUSE	tr|G1S1V8|G1S1V8_NOMLE
OG0008481	sp|Q61165|SL9A1_MOUSE	tr|G1RE89|G1RE89_NOMLE
OG0008482	sp|Q62264|THRSP_MOUSE	tr|A0A2I3HQS3|A0A2I3HQS3_NOMLE
OG0008483	sp|Q64355|EFS_MOUSE	tr|G1RYE2|G1RYE2_NOMLE
OG0008484	sp|Q69ZB3|TSYL5_MOUSE	tr|A0A2I3HFB1|A0A2I3HFB1_NOMLE
OG0008485	sp|Q6DIB4|NOL4L_MOUSE	tr|G1RFF4|G1RFF4_NOMLE
OG0008486	sp|Q6DR98|NRG1_MOUSE	tr|A0A2I3HQM2|A0A2I3HQM2_NOMLE
OG0008487	sp|Q6P1E1|ZMIZ1_MOUSE	tr|G1RHY6|G1RHY6_NOMLE
OG0008488	sp|Q6PDC8|MFD4A_MOUSE	tr|G1RWR1|G1RWR1_NOMLE
OG0008489	sp|Q80T85|DCAF5_MOUSE	tr|G1QKP1|G1QKP1_NOMLE
OG0008490	sp|Q80UE6|WNK4_MOUSE	tr|G1RM99|G1RM99_NOMLE
OG0008491	sp|Q80UY1|CARME_MOUSE	tr|A0A2I3GS09|A0A2I3GS09_NOMLE
OG0008492	sp|Q80XS6|SMAG2_MOUSE	tr|G1RWF5|G1RWF5_NOMLE
OG0008493	sp|Q80YC5|FA12_MOUSE	tr|A0A2I3FSP5|A0A2I3FSP5_NOMLE
OG0008494	sp|Q8BHH8|CLRN3_MOUSE	tr|G1QIC8|G1QIC8_NOMLE
OG0008495	sp|Q8BIE6|FRM4A_MOUSE	tr|G1RNH1|G1RNH1_NOMLE
OG0008496	sp|Q8BMJ2|SYLC_MOUSE	tr|G1RFN6|G1RFN6_NOMLE
OG0008497	sp|Q8BZL4|GPR22_MOUSE	tr|H9HA47|H9HA47_NOMLE
OG0008498	sp|Q8C5P5|NT5D1_MOUSE	tr|G1RRM2|G1RRM2_NOMLE
OG0008499	sp|Q8CAI1|CC142_MOUSE	tr|G1QIR7|G1QIR7_NOMLE
OG0008500	sp|Q8CEG8|UBP27_MOUSE	tr|A0A2I3GLY5|A0A2I3GLY5_NOMLE
OG0008501	sp|Q8CIT0|CRF_MOUSE	tr|A0A2I3GJV1|A0A2I3GJV1_NOMLE
OG0008502	sp|Q8K2V1|PP4R1_MOUSE	tr|G1R5K6|G1R5K6_NOMLE
OG0008503	sp|Q8R0T6|AGRG3_MOUSE	tr|G1QSB0|G1QSB0_NOMLE
OG0008504	sp|Q8VHB5|CAH9_MOUSE	tr|A0A2I3GE59|A0A2I3GE59_NOMLE
OG0008505	sp|Q91XT4|SC16B_MOUSE	tr|G1RZY7|G1RZY7_NOMLE
OG0008506	sp|Q91YX0|THMS2_MOUSE	tr|G1REZ4|G1REZ4_NOMLE
OG0008507	sp|Q99MA9|NKX61_MOUSE	tr|G1RD47|G1RD47_NOMLE
OG0008508	sp|Q9CQ06|RM24_MOUSE	tr|G1RQG3|G1RQG3_NOMLE
OG0008509	sp|Q9CQ18|RNH2C_MOUSE	tr|A0A2I3GNK3|A0A2I3GNK3_NOMLE
OG0008510	sp|Q9CQ46|DRC8_MOUSE	tr|A0A2I3HSB3|A0A2I3HSB3_NOMLE
OG0008511	sp|Q9CZD0|MMAC_MOUSE	tr|G1RWN1|G1RWN1_NOMLE
OG0008512	sp|Q9D1E8|PLCE_MOUSE	tr|G1RY32|G1RY32_NOMLE
OG0008513	sp|Q9D3N2|CLXN_MOUSE	tr|G1RSL4|G1RSL4_NOMLE
OG0008514	sp|Q9D6Y9|GLGB_MOUSE	tr|A0A2I3GDY3|A0A2I3GDY3_NOMLE
OG0008515	sp|Q9D7Y9|SLX4I_MOUSE	tr|G1RWI6|G1RWI6_NOMLE
OG0008516	tr|Q9DA81|Q9DA81_MOUSE	tr|A0A2I3GMY0|A0A2I3GMY0_NOMLE
OG0008517	sp|Q9DCC4|P5CR3_MOUSE	tr|G1QNA2|G1QNA2_NOMLE
OG0008518	sp|Q9ERS7|ILRL2_MOUSE	tr|G1RX28|G1RX28_NOMLE
OG0008519	sp|Q9ES17|IL21_MOUSE	tr|G1RE48|G1RE48_NOMLE
OG0008520	sp|Q9JHJ7|TEST_MOUSE	tr|G1RE53|G1RE53_NOMLE
OG0008521	sp|Q9JJN5|CBPN_MOUSE	tr|G1RXC2|G1RXC2_NOMLE
OG0008522	sp|Q9JK92|HSPB8_MOUSE	tr|G1QH72|G1QH72_NOMLE
OG0008523	sp|Q9QYH9|TNF14_MOUSE	tr|G1S1L6|G1S1L6_NOMLE
OG0008524	sp|Q9QZ04|MAGL2_MOUSE	tr|G1SAX1|G1SAX1_NOMLE
OG0008525	sp|Q9WV96|T10B_MOUSE	tr|A0A2I3HXR2|A0A2I3HXR2_NOMLE
OG0008526	tr|A0A087WRU1|A0A087WRU1_MOUSE	tr|G1S8I0|G1S8I0_NOMLE
OG0008527	tr|A0A1L1SR47|A0A1L1SR47_MOUSE	tr|G1QYV0|G1QYV0_NOMLE
OG0008528	sp|A1A535|MELT_MOUSE	tr|G1QVH6|G1QVH6_NOMLE
OG0008529	sp|A2A9T0|TBKB1_MOUSE	tr|A0A2I3GGZ0|A0A2I3GGZ0_NOMLE
OG0008530	sp|A2CG63|ARI4B_MOUSE	tr|G1QR27|G1QR27_NOMLE
OG0008531	tr|D3Z3I0|D3Z3I0_MOUSE	tr|G1QKH2|G1QKH2_NOMLE
OG0008532	sp|E9Q2Z6|SIM35_MOUSE	tr|A0A2I3GVN8|A0A2I3GVN8_NOMLE
OG0008533	sp|E9Q5L8|GLYL3_MOUSE	tr|A0A2I3HEA2|A0A2I3HEA2_NOMLE
OG0008534	tr|F8VPK0|F8VPK0_MOUSE	tr|G1RV56|G1RV56_NOMLE
OG0008535	sp|G3X912|SPRTN_MOUSE	tr|G1QNM1|G1QNM1_NOMLE
OG0008536	sp|O35639|ANXA3_MOUSE	tr|A0A2I3GCL9|A0A2I3GCL9_NOMLE
OG0008537	sp|P11103|PARP1_MOUSE	tr|G1RUF5|G1RUF5_NOMLE
OG0008538	sp|P39061|COIA1_MOUSE	tr|G1QQF3|G1QQF3_NOMLE
OG0008539	sp|P43406|ITAV_MOUSE	tr|A0A2I3GX11|A0A2I3GX11_NOMLE
OG0008540	sp|P50284|TNR3_MOUSE	tr|A0A2I3GA65|A0A2I3GA65_NOMLE
OG0008541	sp|P51855|GSHB_MOUSE	tr|G1RGM3|G1RGM3_NOMLE
OG0008542	sp|P52955|LBX1_MOUSE	tr|G1RXS0|G1RXS0_NOMLE
OG0008543	sp|P62309|RUXG_MOUSE	tr|A0A2I3G864|A0A2I3G864_NOMLE
OG0008544	sp|P62484|ABI2_MOUSE	tr|G1R5W4|G1R5W4_NOMLE
OG0008545	sp|P70310|NTR2_MOUSE	tr|G1RVF5|G1RVF5_NOMLE
OG0008546	sp|Q3TGW2|EEPD1_MOUSE	tr|G1QN22|G1QN22_NOMLE
OG0008547	sp|Q3U5C7|PRIC1_MOUSE	tr|G1S8F2|G1S8F2_NOMLE
OG0008548	sp|Q3UH93|PLXD1_MOUSE	tr|G1QZL1|G1QZL1_NOMLE
OG0008549	sp|Q3UM29|COG7_MOUSE	tr|G1RN32|G1RN32_NOMLE
OG0008550	sp|Q3UMB5|SMCR8_MOUSE	tr|G1RUV2|G1RUV2_NOMLE
OG0008551	sp|Q5HZJ5|EREP3_MOUSE	tr|G1RN03|G1RN03_NOMLE
OG0008552	tr|Q5SUE3|Q5SUE3_MOUSE	tr|A0A2I3GR16|A0A2I3GR16_NOMLE
OG0008553	sp|Q61083|M3K2_MOUSE	tr|M3ZA45|M3ZA45_NOMLE
OG0008554	sp|Q61087|LAMB3_MOUSE	tr|G1QM68|G1QM68_NOMLE
OG0008555	sp|Q62181|SEM3C_MOUSE	tr|G1RXH4|G1RXH4_NOMLE
OG0008556	sp|Q6AW46|EST5A_MOUSE	tr|A0A2I3HZR1|A0A2I3HZR1_NOMLE
OG0008557	sp|Q6AXF6|SIDT1_MOUSE	tr|A0A2I3GCD2|A0A2I3GCD2_NOMLE
OG0008558	sp|Q6DIA7|BRME1_MOUSE	tr|G1RRT5|G1RRT5_NOMLE
OG0008559	sp|Q6PIJ4|NFRKB_MOUSE	tr|G1R7D7|G1R7D7_NOMLE
OG0008560	sp|Q7TMV3|FAKD5_MOUSE	tr|A0A2I3FPH0|A0A2I3FPH0_NOMLE
OG0008561	sp|Q7TQE6|MACOI_MOUSE	tr|G1RCW1|G1RCW1_NOMLE
OG0008562	sp|Q80W00|PP1RA_MOUSE	tr|G1QZD7|G1QZD7_NOMLE
OG0008563	sp|Q810C0|SLIK2_MOUSE	tr|G1RS35|G1RS35_NOMLE
OG0008564	sp|Q8BH65|DEN6A_MOUSE	tr|G1R6P8|G1R6P8_NOMLE
OG0008565	sp|Q8BIA4|FBXW8_MOUSE	tr|G1QHE0|G1QHE0_NOMLE
OG0008566	sp|Q8BNJ3|NMNA2_MOUSE	tr|G1S8Q0|G1S8Q0_NOMLE
OG0008567	sp|Q8BQQ1|ZDH14_MOUSE	tr|A0A2I3H747|A0A2I3H747_NOMLE
OG0008568	sp|Q8BWQ5|DCLK3_MOUSE	tr|G1QY78|G1QY78_NOMLE
OG0008569	sp|Q8BXT9|SC22C_MOUSE	tr|G1R1K0|G1R1K0_NOMLE
OG0008570	sp|Q8BZR0|GPR82_MOUSE	tr|G1QP47|G1QP47_NOMLE
OG0008571	sp|Q8C6D4|BEND5_MOUSE	tr|A0A2I3HQM0|A0A2I3HQM0_NOMLE
OG0008572	sp|Q8C779|RADX_MOUSE	tr|G1RTX4|G1RTX4_NOMLE
OG0008573	sp|Q8CC88|VWA8_MOUSE	tr|G1QLH1|G1QLH1_NOMLE
OG0008574	sp|Q8CDI6|CD158_MOUSE	tr|G1R9L4|G1R9L4_NOMLE
OG0008575	sp|Q8R3H9|TTC4_MOUSE	tr|G1QS80|G1QS80_NOMLE
OG0008576	sp|Q8R409|HEXI1_MOUSE	tr|A0A2I3H875|A0A2I3H875_NOMLE
OG0008577	sp|Q8VHN7|AGRV1_MOUSE	tr|G1RUC6|G1RUC6_NOMLE
OG0008578	sp|Q91V51|TTLL1_MOUSE	tr|G1S1V5|G1S1V5_NOMLE
OG0008579	sp|Q91X88|PMGT1_MOUSE	tr|G1S3T4|G1S3T4_NOMLE
OG0008580	sp|Q9CR22|TMM42_MOUSE	tr|A0A2I3HA99|A0A2I3HA99_NOMLE
OG0008581	sp|Q9CRB6|TPPP3_MOUSE	tr|G1QXG4|G1QXG4_NOMLE
OG0008582	sp|Q9CXY9|GPI8_MOUSE	tr|G1REU3|G1REU3_NOMLE
OG0008583	sp|Q9CY97|SSU72_MOUSE	tr|A0A2I3G0T9|A0A2I3G0T9_NOMLE
OG0008584	sp|Q9CZ42|NNRD_MOUSE	tr|G1R906|G1R906_NOMLE
OG0008585	sp|Q9D9F8|MIPO1_MOUSE	tr|A0A2I3GQM1|A0A2I3GQM1_NOMLE
OG0008586	sp|Q9DBN9|DDX59_MOUSE	tr|G1S8W5|G1S8W5_NOMLE
OG0008587	sp|Q9EP52|TWSG1_MOUSE	tr|G1R5J6|G1R5J6_NOMLE
OG0008588	sp|Q9R0N3|SYT11_MOUSE	tr|G1RNN0|G1RNN0_NOMLE
OG0008589	sp|Q9WV68|DECR2_MOUSE	tr|G1R9G3|G1R9G3_NOMLE
OG0008590	sp|A2AJK6|CHD7_MOUSE	tr|A0A2I3GT41|A0A2I3GT41_NOMLE
OG0008591	tr|D3Z0M9|D3Z0M9_MOUSE	tr|G1S866|G1S866_NOMLE
OG0008592	tr|E9PY43|E9PY43_MOUSE	tr|G1RXU7|G1RXU7_NOMLE
OG0008593	sp|J3QMI4|CAHM3_MOUSE	tr|A0A2I3G1J6|A0A2I3G1J6_NOMLE
OG0008594	sp|O08807|PRDX4_MOUSE	tr|A0A2I3GDA6|A0A2I3GDA6_NOMLE
OG0008595	sp|O54943|PER2_MOUSE	tr|G1RKG3|G1RKG3_NOMLE
OG0008596	sp|O70152|DPM1_MOUSE	tr|G1R5R6|G1R5R6_NOMLE
OG0008597	sp|O70362|PHLD_MOUSE	tr|A0A2I3HP63|A0A2I3HP63_NOMLE
OG0008598	sp|O70445|BARD1_MOUSE	tr|G1R6G7|G1R6G7_NOMLE
OG0008599	sp|O88516|DLL3_MOUSE	tr|A0A2I3HAT5|A0A2I3HAT5_NOMLE
OG0008600	sp|P0C1Z5|U730_MOUSE	tr|A0A2I3HKP1|A0A2I3HKP1_NOMLE
OG0008601	sp|P35285|RB22A_MOUSE	tr|G1RDS6|G1RDS6_NOMLE
OG0008602	sp|P41251|NRAM1_MOUSE	tr|G1RBA4|G1RBA4_NOMLE
OG0008603	sp|P50207|HXC13_MOUSE	tr|G1S7G7|G1S7G7_NOMLE
OG0008604	sp|P51557|STAR_MOUSE	tr|G1RNP1|G1RNP1_NOMLE
OG0008605	sp|P56960|EXOSX_MOUSE	tr|G1REK0|G1REK0_NOMLE
OG0008606	sp|P57096|PSCA_MOUSE	tr|G1QKR3|G1QKR3_NOMLE
OG0008607	sp|Q3TBL6|TP8L3_MOUSE	tr|G1R3G0|G1R3G0_NOMLE
OG0008608	tr|Q3TJB1|Q3TJB1_MOUSE	tr|G1QTT5|G1QTT5_NOMLE
OG0008609	sp|Q3TV70|NR2CA_MOUSE	tr|G1R2X4|G1R2X4_NOMLE
OG0008610	sp|Q497J1|TM86B_MOUSE	tr|A0A2I3GSD2|A0A2I3GSD2_NOMLE
OG0008611	sp|Q571F5|SPSB3_MOUSE	tr|A0A2I3GAV7|A0A2I3GAV7_NOMLE
OG0008612	sp|Q5DTZ0|NYNRI_MOUSE	tr|G1RZY9|G1RZY9_NOMLE
OG0008613	sp|Q60714|S27A1_MOUSE	tr|A0A2I3GCG8|A0A2I3GCG8_NOMLE
OG0008614	sp|Q61362|CH3L1_MOUSE	tr|G1S914|G1S914_NOMLE
OG0008615	sp|Q62312|TGFR2_MOUSE	tr|G1QVR5|G1QVR5_NOMLE
OG0008616	tr|Q6PCP3|Q6PCP3_MOUSE	tr|G1QTQ3|G1QTQ3_NOMLE
OG0008617	sp|Q7TQF2|FBX10_MOUSE	tr|G1QTT8|G1QTT8_NOMLE
OG0008618	sp|Q80Y86|MK15_MOUSE	tr|G1QNP0|G1QNP0_NOMLE
OG0008619	sp|Q8BHM9|TM11F_MOUSE	tr|G1RD96|G1RD96_NOMLE
OG0008620	sp|Q8BJU0|SGTA_MOUSE	tr|G1QPR8|G1QPR8_NOMLE
OG0008621	tr|Q8BM11|Q8BM11_MOUSE	tr|G1RDG1|G1RDG1_NOMLE
OG0008622	sp|Q8BSV3|BEND7_MOUSE	tr|G1RNJ6|G1RNJ6_NOMLE
OG0008623	sp|Q8BVL3|SNX17_MOUSE	tr|G1QTR3|G1QTR3_NOMLE
OG0008624	sp|Q8BWP8|B4GA1_MOUSE	tr|A0A2I3GRL4|A0A2I3GRL4_NOMLE
OG0008625	sp|Q8CFK2|TF3B_MOUSE	tr|G1S392|G1S392_NOMLE
OG0008626	sp|Q8CFW1|ANO2_MOUSE	tr|G1QSW4|G1QSW4_NOMLE
OG0008627	sp|Q8CH18|CCAR1_MOUSE	tr|M3ZBT4|M3ZBT4_NOMLE
OG0008628	sp|Q8CIG3|KDM1B_MOUSE	tr|G1QLZ6|G1QLZ6_NOMLE
OG0008629	sp|Q8K003|TMA7_MOUSE	tr|G1SBF1|G1SBF1_NOMLE
OG0008630	sp|Q8K296|MTMR3_MOUSE	tr|G1QTD0|G1QTD0_NOMLE
