Orthogroup	Mus_musculus	Vombatus_ursinus
OG0005368	sp|Q61137|ASTN1_MOUSE	tr|A0A4X2KF75|A0A4X2KF75_VOMUR
OG0005369	sp|Q61584|FXR1_MOUSE	tr|A0A4X2L3E1|A0A4X2L3E1_VOMUR
OG0005370	sp|Q62219|TGFI1_MOUSE	tr|A0A4X2KSU5|A0A4X2KSU5_VOMUR
OG0005371	sp|Q6PDJ6|FBX42_MOUSE	tr|A0A4X2L5T2|A0A4X2L5T2_VOMUR
OG0005372	sp|Q7M756|PRS54_MOUSE	tr|A0A4X2M4U3|A0A4X2M4U3_VOMUR
OG0005373	sp|Q80UK8|INT2_MOUSE	tr|A0A4X2L1E7|A0A4X2L1E7_VOMUR
OG0005374	sp|Q80VG1|SCML4_MOUSE	tr|A0A4X2KVQ7|A0A4X2KVQ7_VOMUR
OG0005375	sp|Q80WR5|CA174_MOUSE	tr|A0A4X2MBF2|A0A4X2MBF2_VOMUR
OG0005377	sp|Q80ZJ7|SNX32_MOUSE	tr|A0A4X2JV26|A0A4X2JV26_VOMUR
OG0005378	sp|Q80ZM7|T2AG_MOUSE	tr|A0A4X2L6T8|A0A4X2L6T8_VOMUR
OG0005379	sp|Q811C2|ATG4C_MOUSE	tr|A0A4X2KJ07|A0A4X2KJ07_VOMUR
OG0005380	sp|Q812A5|PRR5_MOUSE	tr|A0A4X2M690|A0A4X2M690_VOMUR
OG0005381	sp|Q8BJA3|HMBX1_MOUSE	tr|A0A4X2L590|A0A4X2L590_VOMUR
OG0005382	sp|Q8BLA8|TRPA1_MOUSE	tr|A0A4X2LR40|A0A4X2LR40_VOMUR
OG0005383	sp|Q8BRC6|CFA91_MOUSE	tr|A0A4X2LES5|A0A4X2LES5_VOMUR
OG0005384	sp|Q8C708|CP054_MOUSE	tr|A0A4X2KS28|A0A4X2KS28_VOMUR
OG0005385	sp|Q8CDB0|MKNK2_MOUSE	tr|A0A4X2LHI8|A0A4X2LHI8_VOMUR
OG0005386	sp|Q8CDV6|CCD63_MOUSE	tr|A0A4X2M0V9|A0A4X2M0V9_VOMUR
OG0005387	sp|Q8CI17|MB213_MOUSE	tr|A0A4X2KGN3|A0A4X2KGN3_VOMUR
OG0005388	sp|Q8HW98|IGLO5_MOUSE	tr|A0A4X2KH98|A0A4X2KH98_VOMUR
OG0005389	sp|Q8R1L4|ERD23_MOUSE	tr|A0A4X2JWV7|A0A4X2JWV7_VOMUR
OG0005390	sp|Q91V36|NRBP2_MOUSE	tr|A0A4X2M435|A0A4X2M435_VOMUR
OG0005391	sp|Q91V41|RAB14_MOUSE	tr|A0A4X2KM02|A0A4X2KM02_VOMUR
OG0005392	sp|Q91WT8|RBM47_MOUSE	tr|A0A4X2KE01|A0A4X2KE01_VOMUR
OG0005393	sp|Q9CPR7|SIKE1_MOUSE	tr|A0A4X2KRF9|A0A4X2KRF9_VOMUR
OG0005394	sp|Q9CRT8|XPOT_MOUSE	tr|A0A4X2MDK3|A0A4X2MDK3_VOMUR
OG0005395	sp|Q9CYV5|TM135_MOUSE	tr|A0A4X2K6X6|A0A4X2K6X6_VOMUR
OG0005396	sp|Q9D2P4|URM1_MOUSE	tr|A0A4X2LHE5|A0A4X2LHE5_VOMUR
OG0005397	sp|Q9D659|VISTA_MOUSE	tr|A0A4X2L2H0|A0A4X2L2H0_VOMUR
OG0005398	sp|Q9ESG8|ZDH16_MOUSE	tr|A0A4X2LC15|A0A4X2LC15_VOMUR
OG0005399	sp|Q9JJ72|RPRM_MOUSE	tr|A0A4X2LBC5|A0A4X2LBC5_VOMUR
OG0005400	sp|Q9WU42|NCOR2_MOUSE	tr|A0A4X2JM66|A0A4X2JM66_VOMUR
OG0005401	sp|Q9Z0W3|NU160_MOUSE	tr|A0A4X2KTB8|A0A4X2KTB8_VOMUR
OG0005402	sp|Q9Z2C8|YBOX2_MOUSE	tr|A0A4X2K2Q7|A0A4X2K2Q7_VOMUR
OG0005403	tr|E9QA22|E9QA22_MOUSE	tr|A0A4X2JQU1|A0A4X2JQU1_VOMUR
OG0005404	tr|J3KML0|J3KML0_MOUSE	tr|A0A4X2JMT4|A0A4X2JMT4_VOMUR
OG0005405	sp|O08848|RO60_MOUSE	tr|A0A4X2KM81|A0A4X2KM81_VOMUR
OG0005406	sp|O88574|SAP30_MOUSE	tr|A0A4X2KNY9|A0A4X2KNY9_VOMUR
OG0005407	sp|O88609|LMX1B_MOUSE	tr|A0A4X2LGT3|A0A4X2LGT3_VOMUR
OG0005408	sp|P15975|UBP53_MOUSE	tr|A0A4X2L2Q8|A0A4X2L2Q8_VOMUR
OG0005409	sp|P48744|NDP_MOUSE	tr|A0A4X2K3J6|A0A4X2K3J6_VOMUR
OG0005410	sp|P51180|MIP_MOUSE	tr|A0A4X2LZD6|A0A4X2LZD6_VOMUR
OG0005411	sp|P97376|FRG1_MOUSE	tr|A0A4X2KEX8|A0A4X2KEX8_VOMUR
OG0005412	sp|Q149G0|CB068_MOUSE	tr|A0A4X2KS79|A0A4X2KS79_VOMUR
OG0005413	sp|Q3U186|SYRM_MOUSE	tr|A0A4X2K7W8|A0A4X2K7W8_VOMUR
OG0005414	sp|Q3UDF0|GTR6_MOUSE	tr|A0A4X2KVU5|A0A4X2KVU5_VOMUR
OG0005415	sp|Q3UTQ7|PRD10_MOUSE	tr|A0A4X2LWN2|A0A4X2LWN2_VOMUR
OG0005416	sp|Q45KJ6|LN28B_MOUSE	tr|A0A4X2KUX6|A0A4X2KUX6_VOMUR
OG0005417	tr|Q4QY32|Q4QY32_MOUSE	tr|A0A4X2KEZ9|A0A4X2KEZ9_VOMUR
OG0005418	sp|Q5NC57|F183B_MOUSE	tr|A0A4X2JU04|A0A4X2JU04_VOMUR
OG0005419	sp|Q5SXG7|VMO1_MOUSE	tr|A0A4X2JZ24|A0A4X2JZ24_VOMUR
OG0005420	sp|Q60898|SLAP1_MOUSE	tr|A0A4X2L8M1|A0A4X2L8M1_VOMUR
OG0005421	sp|Q62234|MYOM1_MOUSE	tr|A0A4X2L0F5|A0A4X2L0F5_VOMUR
OG0005422	sp|Q63870|CO7A1_MOUSE	tr|A0A4X2JVC2|A0A4X2JVC2_VOMUR
OG0005423	tr|Q6P6L6|Q6P6L6_MOUSE	tr|A0A4X2KNQ4|A0A4X2KNQ4_VOMUR
OG0005424	sp|Q6PFE7|TEFF1_MOUSE	tr|A0A4X2L193|A0A4X2L193_VOMUR
OG0005425	sp|Q7TNR6|IGS21_MOUSE	tr|A0A4X2L7M1|A0A4X2L7M1_VOMUR
OG0005426	sp|Q80TA9|EPG5_MOUSE	tr|A0A4X2LU44|A0A4X2LU44_VOMUR
OG0005427	sp|Q80TS3|AGRL3_MOUSE	tr|A0A4X2KXQ0|A0A4X2KXQ0_VOMUR
OG0005428	sp|Q8BGB5|LIMD2_MOUSE	tr|A0A4X2KUJ7|A0A4X2KUJ7_VOMUR
OG0005429	sp|Q8BTZ7|GMPPB_MOUSE	tr|A0A4X2LF82|A0A4X2LF82_VOMUR
OG0005430	sp|Q8BZ47|ZN609_MOUSE	tr|A0A4X2LKN8|A0A4X2LKN8_VOMUR
OG0005431	sp|Q8CEC5|KBRS1_MOUSE	tr|A0A4X2LUX9|A0A4X2LUX9_VOMUR
OG0005432	sp|Q8K097|LFG2_MOUSE	tr|A0A4X2KHS1|A0A4X2KHS1_VOMUR
OG0005433	sp|Q8K406|LGI3_MOUSE	tr|A0A4X2KDA1|A0A4X2KDA1_VOMUR
OG0005434	sp|Q8K4T1|SIA8F_MOUSE	tr|A0A4X2M9G5|A0A4X2M9G5_VOMUR
OG0005435	sp|Q8R0H9|GGA1_MOUSE	tr|A0A4X2K4M4|A0A4X2K4M4_VOMUR
OG0005436	sp|Q8VCH5|RABEK_MOUSE	tr|A0A4X2LLM3|A0A4X2LLM3_VOMUR
OG0005437	sp|Q8VCJ6|MRGRF_MOUSE	tr|A0A4X2MET4|A0A4X2MET4_VOMUR
OG0005438	sp|Q8VCX6|KPTN_MOUSE	tr|A0A4X2K2R7|A0A4X2K2R7_VOMUR
OG0005439	sp|Q8VDM6|HNRL1_MOUSE	tr|A0A4X2K3V7|A0A4X2K3V7_VOMUR
OG0005440	sp|Q8VED8|MTFR2_MOUSE	tr|A0A4X2JZ06|A0A4X2JZ06_VOMUR
OG0005441	sp|Q91WF3|ADCY4_MOUSE	tr|A0A4X2M8E1|A0A4X2M8E1_VOMUR
OG0005442	sp|Q91WG8|GLCNE_MOUSE	tr|A0A4X2KXX7|A0A4X2KXX7_VOMUR
OG0005443	sp|Q91ZD6|EAF2_MOUSE	tr|A0A4X2KCY5|A0A4X2KCY5_VOMUR
OG0005444	sp|Q924M5|BOLL_MOUSE	tr|A0A4X2LB13|A0A4X2LB13_VOMUR
OG0005445	sp|Q99JT1|GATB_MOUSE	tr|A0A4X2L082|A0A4X2L082_VOMUR
OG0005446	sp|Q99LW0|ANR10_MOUSE	tr|A0A4X2K4Y5|A0A4X2K4Y5_VOMUR
OG0005447	sp|Q9CR76|TM186_MOUSE	tr|A0A4X2KL23|A0A4X2KL23_VOMUR
OG0005448	sp|Q9D173|TOM7_MOUSE	tr|A0A4X2JSW5|A0A4X2JSW5_VOMUR
OG0005449	sp|Q9D720|NSE1_MOUSE	tr|A0A4X2KBL8|A0A4X2KBL8_VOMUR
OG0005450	sp|Q9D8U6|MCEM1_MOUSE	tr|A0A4X2JSE4|A0A4X2JSE4_VOMUR
OG0005451	sp|Q9DCM4|DNAL4_MOUSE	tr|A0A4X2K3S9|A0A4X2K3S9_VOMUR
OG0005452	sp|Q9Z265|CHK2_MOUSE	tr|A0A4X2KUQ5|A0A4X2KUQ5_VOMUR
OG0005453	sp|Q9Z2D7|MBD4_MOUSE	tr|A0A4X2L426|A0A4X2L426_VOMUR
OG0005454	sp|A2AG06|MEIOC_MOUSE	tr|A0A4X2KP88|A0A4X2KP88_VOMUR
OG0005455	sp|A2AGT5|CKAP5_MOUSE	tr|A0A4X2KWL1|A0A4X2KWL1_VOMUR
OG0005456	sp|B2RY50|ODAD2_MOUSE	tr|A0A4X2MBJ4|A0A4X2MBJ4_VOMUR
OG0005457	sp|D3YWE6|MN1_MOUSE	tr|A0A4X2KTY4|A0A4X2KTY4_VOMUR
OG0005458	sp|O08712|TR11B_MOUSE	tr|A0A4X2LJR0|A0A4X2LJR0_VOMUR
OG0005459	sp|O09039|SH2B3_MOUSE	tr|A0A4X2MCS5|A0A4X2MCS5_VOMUR
OG0005460	sp|O54804|CHKA_MOUSE	tr|A0A4X2ME19|A0A4X2ME19_VOMUR
OG0005461	sp|O70456|1433S_MOUSE	tr|A0A4X2KAU1|A0A4X2KAU1_VOMUR
OG0005462	sp|O88708|ORC4_MOUSE	tr|A0A4X2K4K0|A0A4X2K4K0_VOMUR
OG0005463	sp|P08046|EGR1_MOUSE	tr|A0A4X2KPS2|A0A4X2KPS2_VOMUR
OG0005464	sp|P15530|CD79B_MOUSE	tr|A0A4X2KMM7|A0A4X2KMM7_VOMUR
OG0005465	sp|P43352|RAD52_MOUSE	tr|A0A4X2KE82|A0A4X2KE82_VOMUR
OG0005466	sp|P61014|PPLA_MOUSE	tr|A0A4X2M7N5|A0A4X2M7N5_VOMUR
OG0005467	sp|P61089|UBE2N_MOUSE	tr|A0A4X2LGB9|A0A4X2LGB9_VOMUR
OG0005468	sp|P62307|RUXF_MOUSE	tr|A0A4X2MCL8|A0A4X2MCL8_VOMUR
OG0005469	sp|P99025|GFRP_MOUSE	tr|A0A4X2KMN5|A0A4X2KMN5_VOMUR
OG0005470	sp|Q08048|HGF_MOUSE	tr|A0A4X2L786|A0A4X2L786_VOMUR
OG0005471	sp|Q0VBM2|FA83B_MOUSE	tr|A0A4X2KP22|A0A4X2KP22_VOMUR
OG0005472	sp|Q3U0L2|AN33B_MOUSE	tr|A0A4X2M1I5|A0A4X2M1I5_VOMUR
OG0005473	sp|Q3UJD6|UBP19_MOUSE	tr|A0A4X2LKN9|A0A4X2LKN9_VOMUR
OG0005474	sp|Q3UNZ8|QORL2_MOUSE	tr|A0A4X2KKV2|A0A4X2KKV2_VOMUR
OG0005475	sp|Q3URF8|KCD21_MOUSE	tr|A0A4X2LHQ2|A0A4X2LHQ2_VOMUR
OG0005476	sp|Q3V300|KIF22_MOUSE	tr|A0A4X2KJ77|A0A4X2KJ77_VOMUR
OG0005477	tr|Q3V460|Q3V460_MOUSE	tr|A0A4X2K897|A0A4X2K897_VOMUR
OG0005478	sp|Q4KML4|ABRAL_MOUSE	tr|A0A4X2JVZ7|A0A4X2JVZ7_VOMUR
OG0005479	sp|Q62066|PHX2A_MOUSE	tr|A0A4X2M5G1|A0A4X2M5G1_VOMUR
OG0005480	sp|Q62414|NDF2_MOUSE	tr|A0A4X2KEJ8|A0A4X2KEJ8_VOMUR
OG0005481	sp|Q6P9P8|DEN2C_MOUSE	tr|A0A4X2KTV8|A0A4X2KTV8_VOMUR
OG0005483	sp|Q80TZ3|AUXI_MOUSE	tr|A0A4X2LDA5|A0A4X2LDA5_VOMUR
OG0005484	sp|Q8BGI1|RNF24_MOUSE	tr|A0A4X2L4B6|A0A4X2L4B6_VOMUR
OG0005485	sp|Q8BK64|AHSA1_MOUSE	tr|A0A4X2LDU6|A0A4X2LDU6_VOMUR
OG0005486	sp|Q8BRM2|GORAB_MOUSE	tr|A0A4X2K1Z7|A0A4X2K1Z7_VOMUR
OG0005487	sp|Q8BUV3|GEPH_MOUSE	tr|A0A4X2M8V4|A0A4X2M8V4_VOMUR
OG0005488	sp|Q8BYP3|RHOF_MOUSE	tr|A0A4X2K8A8|A0A4X2K8A8_VOMUR
OG0005489	sp|Q8CIG0|DEP1A_MOUSE	tr|A0A4X2KYI8|A0A4X2KYI8_VOMUR
OG0005490	sp|Q8K2I9|FBH1_MOUSE	tr|A0A4X2KIF1|A0A4X2KIF1_VOMUR
OG0005491	sp|Q8R4Y8|RTTN_MOUSE	tr|A0A4X2LVM3|A0A4X2LVM3_VOMUR
OG0005492	sp|Q8VCA8|SCRN2_MOUSE	tr|A0A4X2KC32|A0A4X2KC32_VOMUR
OG0005493	sp|Q8VCF1|CANT1_MOUSE	tr|A0A4X2KT67|A0A4X2KT67_VOMUR
OG0005494	sp|Q921V7|CTL3_MOUSE	tr|A0A4X2JQT7|A0A4X2JQT7_VOMUR
OG0005495	sp|Q99MR6|SRRT_MOUSE	tr|A0A4X2JU19|A0A4X2JU19_VOMUR
OG0005496	sp|Q9CPU2|NDUB2_MOUSE	tr|A0A4X2LAR2|A0A4X2LAR2_VOMUR
OG0005497	sp|Q9CQJ1|HIG2A_MOUSE	tr|A0A4X2JZ90|A0A4X2JZ90_VOMUR
OG0005498	sp|Q9CXF4|TBC15_MOUSE	tr|A0A4X2KIE3|A0A4X2KIE3_VOMUR
OG0005499	sp|Q9CYT6|CAP2_MOUSE	tr|A0A4X2JUC4|A0A4X2JUC4_VOMUR
OG0005500	sp|Q9D1A0|PXL2C_MOUSE	tr|A0A4X2KGF7|A0A4X2KGF7_VOMUR
OG0005501	sp|Q9JHS3|LTOR2_MOUSE	tr|A0A4X2LE35|A0A4X2LE35_VOMUR
OG0005502	sp|Q9JJA4|WDR12_MOUSE	tr|A0A4X2KBH8|A0A4X2KBH8_VOMUR
OG0005503	tr|Q9JK62|Q9JK62_MOUSE	tr|A0A4X2M3N8|A0A4X2M3N8_VOMUR
OG0005504	sp|Q9JL06|LPAR2_MOUSE	tr|A0A4X2MFN8|A0A4X2MFN8_VOMUR
OG0005505	sp|Q9QUN7|TLR2_MOUSE	tr|A0A4X2KUS6|A0A4X2KUS6_VOMUR
OG0005506	sp|Q9QZC7|PKHB2_MOUSE	tr|A0A4X2L386|A0A4X2L386_VOMUR
OG0005507	sp|Q9QZR0|RNF25_MOUSE	tr|A0A4X2JXS9|A0A4X2JXS9_VOMUR
OG0005508	sp|Q9Z1K7|APCL_MOUSE	tr|A0A4X2LLZ1|A0A4X2LLZ1_VOMUR
OG0005509	tr|A0A0N4SUJ3|A0A0N4SUJ3_MOUSE	tr|A0A4X2L4G2|A0A4X2L4G2_VOMUR
OG0005511	sp|A2A7Q9|RN19B_MOUSE	tr|A0A4X2LLE0|A0A4X2LLE0_VOMUR
OG0005512	sp|B2KGE5|F229A_MOUSE	tr|A0A4X2JTN7|A0A4X2JTN7_VOMUR
OG0005513	tr|B7ZNL9|B7ZNL9_MOUSE	tr|A0A4X2KYJ2|A0A4X2KYJ2_VOMUR
OG0005516	sp|O35516|NOTC2_MOUSE	tr|A0A4X2KEV3|A0A4X2KEV3_VOMUR
OG0005517	sp|O70133|DHX9_MOUSE	tr|A0A4X2KLT3|A0A4X2KLT3_VOMUR
OG0005518	sp|O88491|NSD1_MOUSE	tr|A0A4X2JPU9|A0A4X2JPU9_VOMUR
OG0005519	sp|O88910|MPP3_MOUSE	tr|A0A4X2LVD1|A0A4X2LVD1_VOMUR
OG0005520	sp|P01592|IGJ_MOUSE	tr|A0A4X2KQU7|A0A4X2KQU7_VOMUR
OG0005521	sp|P25425|PO2F1_MOUSE	tr|A0A4X2K3N6|A0A4X2K3N6_VOMUR
OG0005522	sp|P27600|GNA12_MOUSE	tr|A0A4X2LLW0|A0A4X2LLW0_VOMUR
OG0005523	sp|P32240|PE2R4_MOUSE	tr|A0A4X2JVU2|A0A4X2JVU2_VOMUR
OG0005524	sp|P33680|GUC2A_MOUSE	tr|A0A4X2LNU6|A0A4X2LNU6_VOMUR
OG0005525	sp|P38647|GRP75_MOUSE	tr|A0A4X2KJR4|A0A4X2KJR4_VOMUR
OG0005526	sp|P49710|HCLS1_MOUSE	tr|A0A4X2KDE0|A0A4X2KDE0_VOMUR
OG0005527	sp|P56473|AGRP_MOUSE	tr|A0A4X2LVL3|A0A4X2LVL3_VOMUR
OG0005528	sp|P58269|DPF3_MOUSE	tr|A0A4X2LVC0|A0A4X2LVC0_VOMUR
OG0005529	sp|P70428|EXT2_MOUSE	tr|A0A4X2KRP5|A0A4X2KRP5_VOMUR
OG0005530	sp|Q00342|FLT3_MOUSE	tr|A0A4X2LNH5|A0A4X2LNH5_VOMUR
OG0005531	sp|Q14AI6|RUSD3_MOUSE	tr|A0A4X2KRH8|A0A4X2KRH8_VOMUR
OG0005532	sp|Q2EY15|PRTG_MOUSE	tr|A0A4X2K9U4|A0A4X2K9U4_VOMUR
OG0005533	sp|Q3UF64|RNFT2_MOUSE	tr|A0A4X2K3H4|A0A4X2K3H4_VOMUR
OG0005534	sp|Q3UU41|SCIMP_MOUSE	tr|A0A4X2JYY8|A0A4X2JYY8_VOMUR
OG0005535	sp|Q4KMM3|OXR1_MOUSE	tr|A0A4X2KF55|A0A4X2KF55_VOMUR
OG0005536	sp|Q61699|HS105_MOUSE	tr|A0A4X2LMK3|A0A4X2LMK3_VOMUR
OG0005537	sp|Q6P4T1|SNX19_MOUSE	tr|A0A4X2M4W0|A0A4X2M4W0_VOMUR
OG0005538	tr|Q7TRU0|Q7TRU0_MOUSE	tr|A0A4X2LJY5|A0A4X2LJY5_VOMUR
OG0005539	sp|Q80XI4|PI42B_MOUSE	tr|A0A4X2KGV5|A0A4X2KGV5_VOMUR
OG0005540	sp|Q80XS7|FA83E_MOUSE	tr|A0A4X2KY80|A0A4X2KY80_VOMUR
OG0005541	sp|Q80Y55|BSDC1_MOUSE	tr|A0A4X2LLV1|A0A4X2LLV1_VOMUR
OG0005542	sp|Q80ZE4|PAQR7_MOUSE	tr|A0A4X2KEW3|A0A4X2KEW3_VOMUR
OG0005543	sp|Q8BH79|ANO10_MOUSE	tr|A0A4X2LWU7|A0A4X2LWU7_VOMUR
OG0005544	sp|Q8BJS8|MTBP_MOUSE	tr|A0A4X2LCS8|A0A4X2LCS8_VOMUR
OG0005545	sp|Q8BKV0|TICN3_MOUSE	tr|A0A4X2L6P7|A0A4X2L6P7_VOMUR
OG0005546	sp|Q8BYH0|DRGX_MOUSE	tr|A0A4X2L873|A0A4X2L873_VOMUR
OG0005547	sp|Q8CAE2|HENMT_MOUSE	tr|A0A4X2LES7|A0A4X2LES7_VOMUR
OG0005548	sp|Q8CB44|GRAM4_MOUSE	tr|A0A4X2M265|A0A4X2M265_VOMUR
OG0005549	sp|Q8CCN5|BCAS3_MOUSE	tr|A0A4X2KUJ5|A0A4X2KUJ5_VOMUR
OG0005550	sp|Q8CD10|MICU2_MOUSE	tr|A0A4X2M3H5|A0A4X2M3H5_VOMUR
OG0005551	sp|Q8K039|K1143_MOUSE	tr|A0A4X2M393|A0A4X2M393_VOMUR
OG0005552	sp|Q8VDR5|TM267_MOUSE	tr|A0A4X2JV68|A0A4X2JV68_VOMUR
OG0005554	sp|Q8VID5|RECQ5_MOUSE	tr|A0A4X2L1S5|A0A4X2L1S5_VOMUR
OG0005555	sp|Q91V37|VATO_MOUSE	tr|A0A4X2LT43|A0A4X2LT43_VOMUR
OG0005556	sp|Q921J2|RHEB_MOUSE	tr|A0A4X2KKE2|A0A4X2KKE2_VOMUR
OG0005557	sp|Q99LE2|GP146_MOUSE	tr|A0A4X2LCJ3|A0A4X2LCJ3_VOMUR
OG0005558	sp|Q99MB7|RN141_MOUSE	tr|A0A4X2K6A5|A0A4X2K6A5_VOMUR
OG0005559	sp|Q9CRW3|CB076_MOUSE	tr|A0A4X2KRK6|A0A4X2KRK6_VOMUR
OG0005560	sp|Q9CY58|PAIRB_MOUSE	tr|A0A4X2KZU2|A0A4X2KZU2_VOMUR
OG0005561	sp|Q9CZU3|MTREX_MOUSE	tr|A0A4X2LQU1|A0A4X2LQU1_VOMUR
OG0005562	sp|Q9D1D6|CTHR1_MOUSE	tr|A0A4X2KBY6|A0A4X2KBY6_VOMUR
OG0005563	sp|Q9D2H6|SP2_MOUSE	tr|A0A4X2KHP6|A0A4X2KHP6_VOMUR
OG0005564	sp|Q9D4H9|PHF14_MOUSE	tr|A0A4X2LS39|A0A4X2LS39_VOMUR
OG0005565	sp|Q9D994|WDR38_MOUSE	tr|A0A4X2KJV6|A0A4X2KJV6_VOMUR
OG0005566	sp|Q9D9S3|RWD2A_MOUSE	tr|A0A4X2K4C9|A0A4X2K4C9_VOMUR
OG0005567	sp|Q9JJ04|B4GT4_MOUSE	tr|A0A4X2L3D0|A0A4X2L3D0_VOMUR
OG0005568	sp|Q9JKF7|RM39_MOUSE	tr|A0A4X2KA12|A0A4X2KA12_VOMUR
OG0005569	sp|Q9QUM0|ITA2B_MOUSE	tr|A0A4X2KH28|A0A4X2KH28_VOMUR
OG0005570	sp|Q9QYC1|PCX1_MOUSE	tr|A0A4X2KQ07|A0A4X2KQ07_VOMUR
OG0005571	sp|Q9R1E6|ENPP2_MOUSE	tr|A0A4X2LJC2|A0A4X2LJC2_VOMUR
OG0005572	sp|Q9WTN3|SRBP1_MOUSE	tr|A0A4X2KV18|A0A4X2KV18_VOMUR
OG0005573	sp|Q9WU19|HAOX1_MOUSE	tr|A0A4X2KLD3|A0A4X2KLD3_VOMUR
OG0005574	tr|A0A0B4J1G4|A0A0B4J1G4_MOUSE	tr|A0A4X2M2Y7|A0A4X2M2Y7_VOMUR
OG0005577	sp|F8VPY8|OCAT2_MOUSE	tr|A0A4X2LY54|A0A4X2LY54_VOMUR
OG0005578	sp|G3X9C2|FBX50_MOUSE	tr|A0A4X2M2M9|A0A4X2M2M9_VOMUR
OG0005579	sp|O08989|RASM_MOUSE	tr|A0A4X2KH71|A0A4X2KH71_VOMUR
OG0005580	sp|O35386|PAHX_MOUSE	tr|A0A4X2L2L0|A0A4X2L2L0_VOMUR
OG0005581	sp|O70394|I27RA_MOUSE	tr|A0A4X2M602|A0A4X2M602_VOMUR
OG0005582	sp|O70494|SP3_MOUSE	tr|A0A4X2LN12|A0A4X2LN12_VOMUR
OG0005583	sp|P18828|SDC1_MOUSE	tr|A0A4X2MC04|A0A4X2MC04_VOMUR
OG0005584	sp|P62835|RAP1A_MOUSE	tr|A0A4X2KMU8|A0A4X2KMU8_VOMUR
OG0005585	sp|P97318|DAB1_MOUSE	tr|A0A4X2KDK0|A0A4X2KDK0_VOMUR
OG0005586	sp|Q05921|RN5A_MOUSE	tr|A0A4X2KMI7|A0A4X2KMI7_VOMUR
OG0005587	sp|Q3B807|TCRGL_MOUSE	tr|A0A4X2KX10|A0A4X2KX10_VOMUR
OG0005588	sp|Q3THW5|H2AV_MOUSE	tr|A0A4X2JYA7|A0A4X2JYA7_VOMUR
OG0005589	sp|Q3U1U7|AHRR_MOUSE	tr|A0A4X2M3G0|A0A4X2M3G0_VOMUR
OG0005590	tr|Q3URQ4|Q3URQ4_MOUSE	tr|A0A4X2JU16|A0A4X2JU16_VOMUR
OG0005591	sp|Q3V036|CCD27_MOUSE	tr|A0A4X2MBI1|A0A4X2MBI1_VOMUR
OG0005592	sp|Q3V1H3|HPHL1_MOUSE	tr|A0A4X2KMP1|A0A4X2KMP1_VOMUR
OG0005593	sp|Q569E4|MENT_MOUSE	tr|A0A4X2LC39|A0A4X2LC39_VOMUR
OG0005594	sp|Q571B6|WHAMM_MOUSE	tr|A0A4X2K829|A0A4X2K829_VOMUR
OG0005595	sp|Q60963|PAFA_MOUSE	tr|A0A4X2K5Y1|A0A4X2K5Y1_VOMUR
OG0005596	sp|Q61282|PGCA_MOUSE	tr|A0A4X2KJU3|A0A4X2KJU3_VOMUR
OG0005597	sp|Q61462|CY24A_MOUSE	tr|A0A4X2LT23|A0A4X2LT23_VOMUR
OG0005598	sp|Q64705|USF2_MOUSE	tr|A0A4X2LYI9|A0A4X2LYI9_VOMUR
OG0005599	sp|Q64HY3|SP9_MOUSE	tr|A0A4X2LJW0|A0A4X2LJW0_VOMUR
OG0005600	sp|Q66JY2|IN80D_MOUSE	tr|A0A4X2K8Y2|A0A4X2K8Y2_VOMUR
OG0005601	sp|Q6P542|ABCF1_MOUSE	tr|A0A4X2JWI2|A0A4X2JWI2_VOMUR
OG0005602	sp|Q6SP97|ENKUR_MOUSE	tr|A0A4X2MBU5|A0A4X2MBU5_VOMUR
OG0005603	sp|Q7TN83|SYT16_MOUSE	tr|A0A4X2LIN3|A0A4X2LIN3_VOMUR
OG0005604	sp|Q7TNV0|DEK_MOUSE	tr|A0A4X2JX54|A0A4X2JX54_VOMUR
OG0005605	sp|Q80SY4|MIB1_MOUSE	tr|A0A4X2KVG1|A0A4X2KVG1_VOMUR
OG0005606	sp|Q80TY0|FNBP1_MOUSE	tr|A0A4X2KYW0|A0A4X2KYW0_VOMUR
OG0005607	sp|Q80V62|FACD2_MOUSE	tr|A0A4X2KZR0|A0A4X2KZR0_VOMUR
OG0005608	sp|Q8BMG7|RBGPR_MOUSE	tr|A0A4X2KLK7|A0A4X2KLK7_VOMUR
OG0005609	sp|Q8BNW9|KBTBB_MOUSE	tr|A0A4X2KHF4|A0A4X2KHF4_VOMUR
OG0005610	sp|Q8C129|LCAP_MOUSE	tr|A0A4X2KH72|A0A4X2KH72_VOMUR
OG0005611	sp|Q8CD78|SRTM1_MOUSE	tr|A0A4X2LHQ7|A0A4X2LHQ7_VOMUR
OG0005612	sp|Q8CDT7|CBCO1_MOUSE	tr|A0A4X2JUD9|A0A4X2JUD9_VOMUR
OG0005613	sp|Q8K2K6|AGFG1_MOUSE	tr|A0A4X2KK62|A0A4X2KK62_VOMUR
OG0005614	sp|Q8R054|SRPX2_MOUSE	tr|A0A4X2K4M9|A0A4X2K4M9_VOMUR
OG0005615	sp|Q8R1S9|S38A4_MOUSE	tr|A0A4X2KNA7|A0A4X2KNA7_VOMUR
OG0005616	sp|Q91W98|S15A4_MOUSE	tr|A0A4X2M619|A0A4X2M619_VOMUR
OG0005617	sp|Q99JP0|M4K3_MOUSE	tr|A0A4X2JQQ1|A0A4X2JQQ1_VOMUR
