Orthogroup	Mus_musculus	Nyctereutes_procyonoides
OG0007938	sp|P40935|PNMT_MOUSE	tr|A0A811XX95|A0A811XX95_NYCPR
OG0007939	sp|P41139|ID4_MOUSE	tr|A0A811Y9P9|A0A811Y9P9_NYCPR
OG0007940	sp|P42582|NKX25_MOUSE	tr|A0A811YM68|A0A811YM68_NYCPR
OG0007941	sp|P51576|P2RX1_MOUSE	tr|A0A811XUJ8|A0A811XUJ8_NYCPR
OG0007942	sp|P60894|GPR85_MOUSE	tr|A0A811ZYR7|A0A811ZYR7_NYCPR
OG0007943	sp|P63075|FGF17_MOUSE	tr|A0A811ZDL9|A0A811ZDL9_NYCPR
OG0007944	sp|Q149B8|PERM1_MOUSE	tr|A0A811ZL60|A0A811ZL60_NYCPR
OG0007945	sp|Q3UKC1|TAXB1_MOUSE	tr|A0A811ZYA3|A0A811ZYA3_NYCPR
OG0007946	sp|Q5GH66|XKR5_MOUSE	tr|A0A811YT03|A0A811YT03_NYCPR
OG0007947	sp|Q61102|ABCB7_MOUSE	tr|A0A811YY41|A0A811YY41_NYCPR
OG0007948	sp|Q61647|HYAS1_MOUSE	tr|A0A811ZUH7|A0A811ZUH7_NYCPR
OG0007949	sp|Q6L8S8|B4GN3_MOUSE	tr|A0A811Y456|A0A811Y456_NYCPR
OG0007950	sp|Q6NVF0|OCRL_MOUSE	tr|A0A811Z1R6|A0A811Z1R6_NYCPR
OG0007951	sp|Q6P9S0|MTSS2_MOUSE	tr|A0A811ZJR7|A0A811ZJR7_NYCPR
OG0007952	sp|Q6RUU0|PTX4_MOUSE	tr|A0A811Z2X0|A0A811Z2X0_NYCPR
OG0007953	tr|Q7TPG0|Q7TPG0_MOUSE	tr|A0A811ZSX3|A0A811ZSX3_NYCPR
OG0007954	tr|Q7TRY0|Q7TRY0_MOUSE	tr|A0A811Z9M0|A0A811Z9M0_NYCPR
OG0007955	sp|Q80T91|MEG11_MOUSE	tr|A0A811Y592|A0A811Y592_NYCPR
OG0007956	sp|Q80XH2|IMPG2_MOUSE	tr|A0A811Y140|A0A811Y140_NYCPR
OG0007957	sp|Q80YS6|AFAP1_MOUSE	tr|A0A811YHJ9|A0A811YHJ9_NYCPR
OG0007958	sp|Q8BH18|TM117_MOUSE	tr|A0A811Y7N8|A0A811Y7N8_NYCPR
OG0007959	sp|Q8BK08|TMM11_MOUSE	tr|A0A811ZL13|A0A811ZL13_NYCPR
OG0007960	sp|Q8C5C9|TTMP_MOUSE	tr|A0A811Y249|A0A811Y249_NYCPR
OG0007961	sp|Q8CGK5|INLR1_MOUSE	tr|A0A811YNW0|A0A811YNW0_NYCPR
OG0007962	sp|Q8JZR0|ACSL5_MOUSE	tr|A0A811ZCK4|A0A811ZCK4_NYCPR
OG0007963	sp|Q8K410|ADA32_MOUSE	tr|A0A811YSD2|A0A811YSD2_NYCPR
OG0007964	sp|Q8R1F5|HYI_MOUSE	tr|A0A811Z6K1|A0A811Z6K1_NYCPR
OG0007965	sp|Q8R2U0|SEH1_MOUSE	tr|A0A811YFK3|A0A811YFK3_NYCPR
OG0007966	sp|Q8VC90|ZDH12_MOUSE	tr|A0A811XWY3|A0A811XWY3_NYCPR
OG0007967	sp|Q99J21|MCLN1_MOUSE	tr|A0A811ZAE2|A0A811ZAE2_NYCPR
OG0007968	sp|Q99LG0|UBP16_MOUSE	tr|A0A811ZX32|A0A811ZX32_NYCPR
OG0007969	sp|Q99LL5|PWP1_MOUSE	tr|A0A811YSF4|A0A811YSF4_NYCPR
OG0007970	sp|Q9CPQ5|CENPQ_MOUSE	tr|A0A811YMK6|A0A811YMK6_NYCPR
OG0007971	sp|Q9CQQ8|LSM7_MOUSE	tr|A0A811ZAV5|A0A811ZAV5_NYCPR
OG0007972	sp|Q9D529|WBP2L_MOUSE	tr|A0A811YJM0|A0A811YJM0_NYCPR
OG0007973	sp|Q9DAV9|TM38B_MOUSE	tr|A0A811ZFC9|A0A811ZFC9_NYCPR
OG0007974	sp|Q9ES07|S15A2_MOUSE	tr|A0A811Y1W6|A0A811Y1W6_NYCPR
OG0007975	sp|Q9ESS0|DUS10_MOUSE	tr|A0A811YR01|A0A811YR01_NYCPR
OG0007976	sp|Q9JMC3|DNJA4_MOUSE	tr|A0A811YHL7|A0A811YHL7_NYCPR
OG0007977	sp|Q9QZM2|DPOG2_MOUSE	tr|A0A811XXG5|A0A811XXG5_NYCPR
OG0007978	sp|Q9R0H0|ACOX1_MOUSE	tr|A0A811XW25|A0A811XW25_NYCPR
OG0007979	sp|Q9WVS4|MOK_MOUSE	tr|A0A811ZI48|A0A811ZI48_NYCPR
OG0007980	sp|Q9Z0Y1|DCTN3_MOUSE	tr|A0A811ZFR4|A0A811ZFR4_NYCPR
OG0007981	sp|Q9Z179|SHCBP_MOUSE	tr|A0A811Z5B2|A0A811Z5B2_NYCPR
OG0007982	sp|Q9Z2C5|MTM1_MOUSE	tr|A0A811Z2H3|A0A811Z2H3_NYCPR
OG0007983	tr|A0A2I3BPT7|A0A2I3BPT7_MOUSE	tr|A0A811Z7Y5|A0A811Z7Y5_NYCPR
OG0007984	tr|A0A2I3BRZ3|A0A2I3BRZ3_MOUSE	tr|A0A811Z6K6|A0A811Z6K6_NYCPR
OG0007985	tr|A0A494B9V8|A0A494B9V8_MOUSE	tr|A0A811ZTC0|A0A811ZTC0_NYCPR
OG0007986	sp|A2AA28|MET23_MOUSE	tr|A0A811XUP6|A0A811XUP6_NYCPR
OG0007987	tr|A2RTS7|A2RTS7_MOUSE	tr|A0A811ZL28|A0A811ZL28_NYCPR
OG0007988	sp|D3Z5S8|TET5A_MOUSE	tr|A0A811YMQ4|A0A811YMQ4_NYCPR
OG0007989	sp|O35449|PRRT1_MOUSE	tr|A0A811YJD3|A0A811YJD3_NYCPR
OG0007990	sp|O55201|SPT5H_MOUSE	tr|A0A811ZVP8|A0A811ZVP8_NYCPR
OG0007991	sp|O88998|NOE1_MOUSE	tr|A0A811XUY0|A0A811XUY0_NYCPR
OG0007992	sp|P12710|FABPL_MOUSE	tr|A0A811YJK8|A0A811YJK8_NYCPR
OG0007993	sp|P14152|MDHC_MOUSE	tr|A0A811YJ35|A0A811YJ35_NYCPR
OG0007994	sp|P22907|HEM3_MOUSE	tr|A0A811ZNB9|A0A811ZNB9_NYCPR
OG0007995	sp|P38585|TTL_MOUSE	tr|A0A811YMY0|A0A811YMY0_NYCPR
OG0007996	sp|P97343|UHMK1_MOUSE	tr|A0A811YQY4|A0A811YQY4_NYCPR
OG0007997	sp|Q09LZ8|CBPC6_MOUSE	tr|A0A811Z8F0|A0A811Z8F0_NYCPR
OG0007998	sp|Q3UQ44|IQGA2_MOUSE	tr|A0A811Z718|A0A811Z718_NYCPR
OG0007999	sp|Q3USZ8|DIK2A_MOUSE	tr|A0A811Y7N2|A0A811Y7N2_NYCPR
OG0008000	sp|Q3V079|BBOF1_MOUSE	tr|A0A811ZIN4|A0A811ZIN4_NYCPR
OG0008001	sp|Q501J7|PHAR4_MOUSE	tr|A0A811YPH7|A0A811YPH7_NYCPR
OG0008002	sp|Q5HZI2|C2C4C_MOUSE	tr|A0A811ZB30|A0A811ZB30_NYCPR
OG0008003	sp|Q61062|DVL3_MOUSE	tr|A0A811ZQF4|A0A811ZQF4_NYCPR
OG0008004	sp|Q61216|MRE11_MOUSE	tr|A0A811YBL9|A0A811YBL9_NYCPR
OG0008005	sp|Q66JT0|WEE2_MOUSE	tr|A0A811YWJ2|A0A811YWJ2_NYCPR
OG0008006	sp|Q6DFV3|RHG21_MOUSE	tr|A0A811YNM1|A0A811YNM1_NYCPR
OG0008007	sp|Q6DI92|ZSWM9_MOUSE	tr|A0A811ZTD7|A0A811ZTD7_NYCPR
OG0008008	sp|Q6P6J9|TXD15_MOUSE	tr|A0A811ZGU7|A0A811ZGU7_NYCPR
OG0008009	sp|Q6ZQH8|NU188_MOUSE	tr|A0A811XTN0|A0A811XTN0_NYCPR
OG0008010	sp|Q811P0|S36A3_MOUSE	tr|A0A811YCX9|A0A811YCX9_NYCPR
OG0008011	sp|Q8BGN3|ENPP6_MOUSE	tr|A0A811Y0D0|A0A811Y0D0_NYCPR
OG0008012	sp|Q8BHC1|RB39B_MOUSE	tr|A0A811Z1U6|A0A811Z1U6_NYCPR
OG0008013	sp|Q8BLF1|NCEH1_MOUSE	tr|A0A811ZPY5|A0A811ZPY5_NYCPR
OG0008014	sp|Q8BM55|TM214_MOUSE	tr|A0A811YHQ0|A0A811YHQ0_NYCPR
OG0008015	sp|Q8BMJ7|CGRF1_MOUSE	tr|A0A811ZJV2|A0A811ZJV2_NYCPR
OG0008016	sp|Q8BXF8|ACTT3_MOUSE	tr|A0A811ZQS7|A0A811ZQS7_NYCPR
OG0008017	sp|Q8C0G2|T3JAM_MOUSE	tr|A0A811Y742|A0A811Y742_NYCPR
OG0008018	sp|Q8C6U2|S66A3_MOUSE	tr|A0A811YM34|A0A811YM34_NYCPR
OG0008019	sp|Q8CBY0|GATC_MOUSE	tr|A0A811YA06|A0A811YA06_NYCPR
OG0008020	sp|Q8CHP8|PGP_MOUSE	tr|A0A811Z308|A0A811Z308_NYCPR
OG0008021	sp|Q8CIR4|TRPM6_MOUSE	tr|A0A811ZSF8|A0A811ZSF8_NYCPR
OG0008022	sp|Q8CIZ8|VWF_MOUSE	tr|A0A811Y0S0|A0A811Y0S0_NYCPR
OG0008023	sp|Q8K182|CO8A_MOUSE	tr|A0A811ZLD7|A0A811ZLD7_NYCPR
OG0008024	sp|Q8K1C7|MOT14_MOUSE	tr|A0A811ZDJ1|A0A811ZDJ1_NYCPR
OG0008025	sp|Q8K1S1|LGI4_MOUSE	tr|A0A811ZWE8|A0A811ZWE8_NYCPR
OG0008026	sp|Q8K4C2|I17RC_MOUSE	tr|A0A811Z8T5|A0A811Z8T5_NYCPR
OG0008027	sp|Q8R361|RFIP5_MOUSE	tr|A0A811ZWZ6|A0A811ZWZ6_NYCPR
OG0008028	sp|Q8R366|IGSF8_MOUSE	tr|A0A811YTF0|A0A811YTF0_NYCPR
OG0008029	sp|Q8VE73|CUL7_MOUSE	tr|A0A811YMX1|A0A811YMX1_NYCPR
OG0008030	sp|Q920A5|RISC_MOUSE	tr|A0A811XT45|A0A811XT45_NYCPR
OG0008031	sp|Q99KY4|GAK_MOUSE	tr|A0A811YEZ5|A0A811YEZ5_NYCPR
OG0008032	sp|Q99LD4|CSN1_MOUSE	tr|A0A811XZR9|A0A811XZR9_NYCPR
OG0008033	sp|Q9CQ62|DECR_MOUSE	tr|A0A811ZHP9|A0A811ZHP9_NYCPR
OG0008034	sp|Q9D658|TP4A3_MOUSE	tr|A0A811ZYJ7|A0A811ZYJ7_NYCPR
OG0008035	sp|Q9D6W8|BORC6_MOUSE	tr|A0A811ZM04|A0A811ZM04_NYCPR
OG0008036	sp|Q9DCP2|S38A3_MOUSE	tr|A0A811Z4U3|A0A811Z4U3_NYCPR
OG0008037	sp|Q9EPK6|SIL1_MOUSE	tr|A0A811ZGQ3|A0A811ZGQ3_NYCPR
OG0008038	sp|Q9ER65|CSTN2_MOUSE	tr|A0A811Y7G5|A0A811Y7G5_NYCPR
OG0008039	sp|Q9JI08|BIN3_MOUSE	tr|A0A811ZDX6|A0A811ZDX6_NYCPR
OG0008040	sp|Q9Z1R2|BAG6_MOUSE	tr|A0A811YTG8|A0A811YTG8_NYCPR
OG0008041	tr|A0A075B6C4|A0A075B6C4_MOUSE	tr|A0A811ZQV1|A0A811ZQV1_NYCPR
OG0008042	tr|A0A140LI11|A0A140LI11_MOUSE	tr|A0A811Z7I4|A0A811Z7I4_NYCPR
OG0008043	sp|B2RPU2|PLHD1_MOUSE	tr|A0A811ZJB3|A0A811ZJB3_NYCPR
OG0008044	tr|E9Q6Y8|E9Q6Y8_MOUSE	tr|A0A811Z4K2|A0A811Z4K2_NYCPR
OG0008045	tr|G3X9M9|G3X9M9_MOUSE	tr|A0A811YA19|A0A811YA19_NYCPR
OG0008046	sp|O35375|NRP2_MOUSE	tr|A0A811ZBG2|A0A811ZBG2_NYCPR
OG0008047	sp|O35716|SOCS1_MOUSE	tr|A0A811Z4H7|A0A811Z4H7_NYCPR
OG0008048	sp|O70585|DTNB_MOUSE	tr|A0A811YIU1|A0A811YIU1_NYCPR
OG0008050	sp|P0C605|KGP1_MOUSE	tr|A0A811YHV4|A0A811YHV4_NYCPR
OG0008051	sp|P23772|GATA3_MOUSE	tr|A0A811YR15|A0A811YR15_NYCPR
OG0008052	sp|P29595|NEDD8_MOUSE	tr|A0A811ZRZ5|A0A811ZRZ5_NYCPR
OG0008053	sp|P33267|CP2F2_MOUSE	tr|A0A811ZW00|A0A811ZW00_NYCPR
OG0008054	sp|P47212|GALA_MOUSE	tr|A0A811Y6S6|A0A811Y6S6_NYCPR
OG0008055	sp|P52482|UB2E1_MOUSE	tr|A0A811Y9T6|A0A811Y9T6_NYCPR
OG0008056	sp|P54822|PUR8_MOUSE	tr|A0A811YI06|A0A811YI06_NYCPR
OG0008057	sp|P58735|S26A1_MOUSE	tr|A0A811YDX4|A0A811YDX4_NYCPR
OG0008058	sp|P61982|1433G_MOUSE	tr|A0A811Z5M2|A0A811Z5M2_NYCPR
OG0008059	sp|P97309|MESP1_MOUSE	tr|A0A811YJE1|A0A811YJE1_NYCPR
OG0008060	sp|Q04592|PCSK5_MOUSE	tr|A0A811ZRT2|A0A811ZRT2_NYCPR
OG0008061	sp|Q07113|MPRI_MOUSE	tr|A0A811ZRZ0|A0A811ZRZ0_NYCPR
OG0008062	sp|Q0VBV7|CE126_MOUSE	tr|A0A811ZMT5|A0A811ZMT5_NYCPR
OG0008063	sp|Q3UIZ8|MYLK3_MOUSE	tr|A0A811Z676|A0A811Z676_NYCPR
OG0008064	sp|Q571G4|LIN54_MOUSE	tr|A0A811ZY09|A0A811ZY09_NYCPR
OG0008065	sp|Q61214|DYR1A_MOUSE	tr|A0A811ZXD4|A0A811ZXD4_NYCPR
OG0008066	sp|Q61858|GPAN1_MOUSE	tr|A0A811YNB6|A0A811YNB6_NYCPR
OG0008067	sp|Q63961|EGLN_MOUSE	tr|A0A811XX11|A0A811XX11_NYCPR
OG0008068	sp|Q6PDE8|MF13A_MOUSE	tr|A0A811ZCM5|A0A811ZCM5_NYCPR
OG0008069	sp|Q6PGG6|GNL3L_MOUSE	tr|A0A811Z025|A0A811Z025_NYCPR
OG0008070	sp|Q7TQ62|PODN_MOUSE	tr|A0A811ZL93|A0A811ZL93_NYCPR
OG0008071	sp|Q7TQJ8|WTIP_MOUSE	tr|A0A811ZW22|A0A811ZW22_NYCPR
OG0008072	sp|Q80SS6|GPBAR_MOUSE	tr|A0A811ZBM4|A0A811ZBM4_NYCPR
OG0008073	sp|Q80YT5|SPT20_MOUSE	tr|A0A811XXJ5|A0A811XXJ5_NYCPR
OG0008074	sp|Q8BH58|TIPRL_MOUSE	tr|A0A811YFG5|A0A811YFG5_NYCPR
OG0008075	sp|Q8BMK4|CKAP4_MOUSE	tr|A0A811YID9|A0A811YID9_NYCPR
OG0008076	sp|Q8BQ48|CE295_MOUSE	tr|A0A811YA63|A0A811YA63_NYCPR
OG0008077	sp|Q8BR86|KIRR3_MOUSE	tr|A0A811ZNE4|A0A811ZNE4_NYCPR
OG0008078	sp|Q8C2K1|DEFI6_MOUSE	tr|A0A811YNM2|A0A811YNM2_NYCPR
OG0008079	sp|Q8C2K5|RASL3_MOUSE	tr|A0A811Z9Q8|A0A811Z9Q8_NYCPR
OG0008080	sp|Q8CD15|RIOX2_MOUSE	tr|A0A811Y181|A0A811Y181_NYCPR
OG0008081	sp|Q8CEE0|CEP57_MOUSE	tr|A0A811Y957|A0A811Y957_NYCPR
OG0008082	sp|Q8CG47|SMC4_MOUSE	tr|A0A811ZRR8|A0A811ZRR8_NYCPR
OG0008083	sp|Q8K158|CNPD1_MOUSE	tr|A0A811ZBQ3|A0A811ZBQ3_NYCPR
OG0008084	sp|Q8K2Q7|BROX_MOUSE	tr|A0A811YTN8|A0A811YTN8_NYCPR
OG0008085	sp|Q8K3W2|LRC10_MOUSE	tr|A0A811YLE4|A0A811YLE4_NYCPR
OG0008086	sp|Q8K445|CLRN1_MOUSE	tr|A0A811YDX3|A0A811YDX3_NYCPR
OG0008087	sp|Q8R2Q0|TRI29_MOUSE	tr|A0A811ZN26|A0A811ZN26_NYCPR
OG0008088	tr|Q8VFD8|Q8VFD8_MOUSE	tr|A0A811YV26|A0A811YV26_NYCPR
OG0008089	sp|Q99JX3|GORS2_MOUSE	tr|A0A811ZPQ3|A0A811ZPQ3_NYCPR
OG0008090	sp|Q99LY2|GDPD3_MOUSE	tr|A0A811Z8A8|A0A811Z8A8_NYCPR
OG0008091	sp|Q99NH8|TREM2_MOUSE	tr|A0A811YMT1|A0A811YMT1_NYCPR
OG0008092	sp|Q9CWR2|SMYD3_MOUSE	tr|A0A811YH33|A0A811YH33_NYCPR
OG0008093	sp|Q9D4C9|CLVS1_MOUSE	tr|A0A811Y4Z0|A0A811Y4Z0_NYCPR
OG0008094	sp|Q9D742|AP5S1_MOUSE	tr|A0A811XVW6|A0A811XVW6_NYCPR
OG0008095	sp|Q9D9V4|RSPH9_MOUSE	tr|A0A811YKG3|A0A811YKG3_NYCPR
OG0008096	sp|Q9DBY0|FOXP4_MOUSE	tr|A0A811YRE4|A0A811YRE4_NYCPR
OG0008097	sp|Q9ERK0|RIPK4_MOUSE	tr|A0A811ZYV7|A0A811ZYV7_NYCPR
OG0008098	sp|Q9ES82|POPD2_MOUSE	tr|A0A811Y547|A0A811Y547_NYCPR
OG0008099	sp|Q9JMG4|NKAI4_MOUSE	tr|A0A811XUT7|A0A811XUT7_NYCPR
OG0008100	sp|Q9Z140|CPNE6_MOUSE	tr|A0A811ZRF6|A0A811ZRF6_NYCPR
OG0008101	sp|Q9Z1S8|GAB2_MOUSE	tr|A0A811Y9Y4|A0A811Y9Y4_NYCPR
OG0008102	tr|A2ABX0|A2ABX0_MOUSE	tr|A0A811Y0W1|A0A811Y0W1_NYCPR
OG0008103	sp|A2AUU0|METL8_MOUSE	tr|A0A811ZPW9|A0A811ZPW9_NYCPR
OG0008104	sp|B1ARW8|CA122_MOUSE	tr|A0A811Z689|A0A811Z689_NYCPR
OG0008105	sp|B2RUP2|UN13D_MOUSE	tr|A0A811Y3I8|A0A811Y3I8_NYCPR
OG0008106	tr|E9PYI4|E9PYI4_MOUSE	tr|A0A811XWM6|A0A811XWM6_NYCPR
OG0008107	tr|E9Q407|E9Q407_MOUSE	tr|A0A811Y6I0|A0A811Y6I0_NYCPR
OG0008108	sp|O08739|AMPD3_MOUSE	tr|A0A811Y377|A0A811Y377_NYCPR
OG0008109	sp|O35730|RING1_MOUSE	tr|A0A811YMH1|A0A811YMH1_NYCPR
OG0008110	sp|O55013|TPPC3_MOUSE	tr|A0A811Z8C2|A0A811Z8C2_NYCPR
OG0008111	sp|O55029|COPB2_MOUSE	tr|A0A811YCJ6|A0A811YCJ6_NYCPR
OG0008112	sp|O55038|CXL13_MOUSE	tr|A0A811ZXU6|A0A811ZXU6_NYCPR
OG0008113	sp|O70200|AIF1_MOUSE	tr|A0A811YJ95|A0A811YJ95_NYCPR
OG0008114	sp|P0C7A3|MBOA4_MOUSE	tr|A0A811YRQ5|A0A811YRQ5_NYCPR
OG0008115	sp|P18181|CD48_MOUSE	tr|A0A811YQS2|A0A811YQS2_NYCPR
OG0008116	sp|P20490|FCERB_MOUSE	tr|A0A811Y719|A0A811Y719_NYCPR
OG0008117	sp|P32958|ROM1_MOUSE	tr|A0A811Y076|A0A811Y076_NYCPR
OG0008118	sp|P51912|AAAT_MOUSE	tr|A0A811ZU75|A0A811ZU75_NYCPR
OG0008119	sp|P56390|CKS2_MOUSE	tr|A0A811ZS41|A0A811ZS41_NYCPR
OG0008120	sp|P62830|RL23_MOUSE	tr|A0A811XRR5|A0A811XRR5_NYCPR
OG0008121	sp|Q07243|MTF1_MOUSE	tr|A0A811Z8L2|A0A811Z8L2_NYCPR
OG0008122	sp|Q08EA8|TM213_MOUSE	tr|A0A811YVT6|A0A811YVT6_NYCPR
OG0008123	sp|Q3LAC4|PREX2_MOUSE	tr|A0A811Y6R9|A0A811Y6R9_NYCPR
OG0008124	sp|Q3UHD3|MTUS2_MOUSE	tr|A0A811Y3M3|A0A811Y3M3_NYCPR
OG0008125	sp|Q4LFA9|SEM3G_MOUSE	tr|A0A811Z8X6|A0A811Z8X6_NYCPR
OG0008126	sp|Q5M8N4|D39U1_MOUSE	tr|A0A811ZS53|A0A811ZS53_NYCPR
OG0008127	sp|Q5S003|SPG17_MOUSE	tr|A0A811ZUY1|A0A811ZUY1_NYCPR
OG0008128	sp|Q60611|SATB1_MOUSE	tr|A0A811Y8X6|A0A811Y8X6_NYCPR
OG0008129	sp|Q61271|ACV1B_MOUSE	tr|A0A811YVK3|A0A811YVK3_NYCPR
OG0008130	sp|Q6DYE8|ENPP3_MOUSE	tr|A0A811YJM2|A0A811YJM2_NYCPR
OG0008131	sp|Q6KAU8|A16L2_MOUSE	tr|A0A811Y7J9|A0A811Y7J9_NYCPR
OG0008132	sp|Q6NT99|DUS23_MOUSE	tr|A0A811YTW2|A0A811YTW2_NYCPR
OG0008133	tr|Q6NVH0|Q6NVH0_MOUSE	tr|A0A811Z3B4|A0A811Z3B4_NYCPR
OG0008134	sp|Q7TNE1|SUCHY_MOUSE	tr|A0A811ZEH5|A0A811ZEH5_NYCPR
OG0008135	sp|Q7TNI7|IL17F_MOUSE	tr|A0A811YMA6|A0A811YMA6_NYCPR
OG0008136	sp|Q811W0|SOX21_MOUSE	tr|A0A811YU97|A0A811YU97_NYCPR
OG0008137	sp|Q8BHD0|RB39A_MOUSE	tr|A0A811ZMG7|A0A811ZMG7_NYCPR
OG0008138	sp|Q8BL80|RHG22_MOUSE	tr|A0A811ZC26|A0A811ZC26_NYCPR
OG0008139	sp|Q8BMF8|GLDN_MOUSE	tr|A0A811Y891|A0A811Y891_NYCPR
OG0008140	tr|Q8BX39|Q8BX39_MOUSE	tr|A0A811YDS6|A0A811YDS6_NYCPR
OG0008141	sp|Q8C0L6|PAOX_MOUSE	tr|A0A811ZD15|A0A811ZD15_NYCPR
OG0008142	sp|Q8C436|MT21D_MOUSE	tr|A0A811ZK05|A0A811ZK05_NYCPR
OG0008143	sp|Q8C9V1|TB10C_MOUSE	tr|A0A811XYD4|A0A811XYD4_NYCPR
OG0008144	sp|Q8CB27|OTU1_MOUSE	tr|A0A811YAN1|A0A811YAN1_NYCPR
OG0008145	sp|Q8CDP0|CBPC3_MOUSE	tr|A0A811YSZ3|A0A811YSZ3_NYCPR
OG0008146	sp|Q8CG76|ARK72_MOUSE	tr|A0A811YPD4|A0A811YPD4_NYCPR
OG0008147	sp|Q8CHZ8|LEU7_MOUSE	tr|A0A811YW85|A0A811YW85_NYCPR
OG0008148	sp|Q8K2F3|DEPP1_MOUSE	tr|A0A811ZC65|A0A811ZC65_NYCPR
OG0008149	sp|Q8QZX2|HAUS3_MOUSE	tr|A0A811YGL7|A0A811YGL7_NYCPR
OG0008150	sp|Q8R1B8|RORB_MOUSE	tr|A0A811ZUI4|A0A811ZUI4_NYCPR
OG0008151	sp|Q8VHC5|CABP4_MOUSE	tr|A0A811XZL0|A0A811XZL0_NYCPR
OG0008152	sp|Q91YD6|VILL_MOUSE	tr|A0A811Y8J4|A0A811Y8J4_NYCPR
OG0008153	sp|Q99KP6|PRP19_MOUSE	tr|A0A811XZK4|A0A811XZK4_NYCPR
OG0008154	sp|Q9D083|SPC24_MOUSE	tr|A0A811ZA51|A0A811ZA51_NYCPR
OG0008155	sp|Q9D8T4|TV23B_MOUSE	tr|A0A811ZM60|A0A811ZM60_NYCPR
OG0008156	sp|Q9D8X1|CUTC_MOUSE	tr|A0A811ZC94|A0A811ZC94_NYCPR
OG0008157	sp|Q9EPL9|ACOX3_MOUSE	tr|A0A811YJ23|A0A811YJ23_NYCPR
OG0008158	sp|Q9ERI2|RB27A_MOUSE	tr|A0A811Y859|A0A811Y859_NYCPR
OG0008159	sp|Q9JHE6|HES6_MOUSE	tr|A0A811ZDC9|A0A811ZDC9_NYCPR
OG0008160	sp|Q9JHZ2|ANKH_MOUSE	tr|A0A811YL54|A0A811YL54_NYCPR
OG0008161	sp|Q9JJA7|CCNL2_MOUSE	tr|A0A811ZL77|A0A811ZL77_NYCPR
OG0008162	sp|Q9JLV5|CUL3_MOUSE	tr|A0A811ZDU9|A0A811ZDU9_NYCPR
OG0008163	sp|Q9Z0S6|CLD10_MOUSE	tr|A0A811YTP4|A0A811YTP4_NYCPR
OG0008164	tr|A0A140LIQ5|A0A140LIQ5_MOUSE	tr|A0A811YWA8|A0A811YWA8_NYCPR
OG0008165	sp|A3KFX0|5NT1A_MOUSE	tr|A0A811Z364|A0A811Z364_NYCPR
OG0008166	tr|B2RXE2|B2RXE2_MOUSE	tr|A0A811ZJI0|A0A811ZJI0_NYCPR
OG0008167	sp|P09838|TDT_MOUSE	tr|A0A811ZC69|A0A811ZC69_NYCPR
OG0008168	sp|P14873|MAP1B_MOUSE	tr|A0A811YPS1|A0A811YPS1_NYCPR
OG0008169	sp|P17257|F167B_MOUSE	tr|A0A811YQU1|A0A811YQU1_NYCPR
OG0008171	sp|P39098|MA1A2_MOUSE	tr|A0A811ZWM1|A0A811ZWM1_NYCPR
OG0008172	sp|P50220|NKX21_MOUSE	tr|A0A811ZRW5|A0A811ZRW5_NYCPR
OG0008173	sp|P54130|FGF9_MOUSE	tr|A0A811Y0S2|A0A811Y0S2_NYCPR
OG0008174	sp|Q08624|HXC4_MOUSE	tr|A0A811YY74|A0A811YY74_NYCPR
OG0008175	sp|Q08775|RUNX2_MOUSE	tr|A0A811YRM4|A0A811YRM4_NYCPR
OG0008176	sp|Q3TY60|F131B_MOUSE	tr|A0A811YSY9|A0A811YSY9_NYCPR
OG0008177	sp|Q3UH66|WNK2_MOUSE	tr|A0A811ZTL8|A0A811ZTL8_NYCPR
OG0008178	sp|Q504N0|CBPA2_MOUSE	tr|A0A811ZNM9|A0A811ZNM9_NYCPR
OG0008179	sp|Q505K2|FHI1A_MOUSE	tr|A0A811YXL9|A0A811YXL9_NYCPR
OG0008180	sp|Q60641|NR1H4_MOUSE	tr|A0A811YXU2|A0A811YXU2_NYCPR
OG0008181	sp|Q60676|PPP5_MOUSE	tr|A0A811ZU85|A0A811ZU85_NYCPR
OG0008182	sp|Q60739|BAG1_MOUSE	tr|A0A811ZG36|A0A811ZG36_NYCPR
OG0008183	sp|Q640P7|TBCC1_MOUSE	tr|A0A811ZQ43|A0A811ZQ43_NYCPR
OG0008184	sp|Q6A039|TBC12_MOUSE	tr|A0A811ZC34|A0A811ZC34_NYCPR
OG0008185	sp|Q6PEM6|GRM2B_MOUSE	tr|A0A811ZHF7|A0A811ZHF7_NYCPR
OG0008186	sp|Q6PFY8|TRI45_MOUSE	tr|A0A811ZWR1|A0A811ZWR1_NYCPR
OG0008187	sp|Q6PGH4|F222A_MOUSE	tr|A0A811YB96|A0A811YB96_NYCPR
OG0008188	tr|Q7TNL7|Q7TNL7_MOUSE	tr|A0A811Z2M5|A0A811Z2M5_NYCPR
OG0008189	sp|Q7TNT2|FACR2_MOUSE	tr|A0A811Y921|A0A811Y921_NYCPR
OG0008190	sp|Q7TPN9|PRR14_MOUSE	tr|A0A811Z7R5|A0A811Z7R5_NYCPR
OG0008191	sp|Q80VM4|ZN579_MOUSE	tr|A0A811ZSK7|A0A811ZSK7_NYCPR
OG0008192	sp|Q810U4|NRCAM_MOUSE	tr|A0A811ZEJ4|A0A811ZEJ4_NYCPR
OG0008193	sp|Q8BGF3|DAA10_MOUSE	tr|A0A811YJ63|A0A811YJ63_NYCPR
