Orthogroup	Mus_musculus	Mustela_putorius_furo
OG0004680	sp|A0A0M3U1B0|SYC2L_MOUSE	tr|A0A8U0NSE0|A0A8U0NSE0_MUSPF
OG0004681	tr|A0A5F8MPH8|A0A5F8MPH8_MOUSE	tr|A0A8U0RBQ9|A0A8U0RBQ9_MUSPF
OG0004682	sp|A2AIR5|NMD3A_MOUSE	tr|M3Y6F4|M3Y6F4_MUSPF
OG0004683	sp|A2ARJ3|TM236_MOUSE	tr|A0A8U0V7Q4|A0A8U0V7Q4_MUSPF
OG0004684	sp|O54775|CCN4_MOUSE	tr|M3XRX9|M3XRX9_MUSPF
OG0004685	sp|P19253|RL13A_MOUSE	tr|M3XU24|M3XU24_MUSPF
OG0004686	sp|P20181|NTF3_MOUSE	tr|A0A8U0T1V5|A0A8U0T1V5_MUSPF
OG0004687	sp|P23798|PCGF2_MOUSE	tr|G9KFH4|G9KFH4_MUSPF
OG0004688	sp|P27931|IL1R2_MOUSE	tr|M3YLD1|M3YLD1_MUSPF
OG0004689	sp|P31310|HXA10_MOUSE	tr|M3Y0C5|M3Y0C5_MUSPF
OG0004690	sp|P42581|HMX3_MOUSE	tr|A0A8U0SV54|A0A8U0SV54_MUSPF
OG0004691	sp|P49025|CTRO_MOUSE	tr|A0A8U0NTZ3|A0A8U0NTZ3_MUSPF
OG0004692	sp|P49817|CAV1_MOUSE	sp|Q07E25|CAV1_MUSPF
OG0004693	sp|P52432|RPAC1_MOUSE	tr|A0A8U0SPQ6|A0A8U0SPQ6_MUSPF
OG0004694	sp|P52760|RIDA_MOUSE	tr|M3YUY4|M3YUY4_MUSPF
OG0004695	sp|P62806|H4_MOUSE	tr|G9L0N9|G9L0N9_MUSPF
OG0004696	sp|P70313|NOS3_MOUSE	tr|A0A8U0N2Y1|A0A8U0N2Y1_MUSPF
OG0004697	sp|P97769|CITE1_MOUSE	tr|A0A8U0RVT1|A0A8U0RVT1_MUSPF
OG0004698	sp|P97805|FAM3D_MOUSE	tr|A0A8U0SNN2|A0A8U0SNN2_MUSPF
OG0004699	sp|Q02013|AQP1_MOUSE	tr|M3Y1C4|M3Y1C4_MUSPF
OG0004700	sp|Q02395|MTF2_MOUSE	tr|M3XY96|M3XY96_MUSPF
OG0004701	tr|Q08EE8|Q08EE8_MOUSE	tr|A0A8U0N7H3|A0A8U0N7H3_MUSPF
OG0004702	sp|Q0VF22|CC138_MOUSE	tr|M3YH55|M3YH55_MUSPF
OG0004703	sp|Q11136|PEPD_MOUSE	tr|M3Y865|M3Y865_MUSPF
OG0004704	tr|Q14BI5|Q14BI5_MOUSE	tr|A0A8U0N473|A0A8U0N473_MUSPF
OG0004705	sp|Q14BP6|LR74B_MOUSE	tr|A0A8U0NN20|A0A8U0NN20_MUSPF
OG0004706	sp|Q1HFZ0|NSUN2_MOUSE	tr|A0A8U0SLH7|A0A8U0SLH7_MUSPF
OG0004707	sp|Q2XU92|ACBG2_MOUSE	tr|A0A8U0T3B3|A0A8U0T3B3_MUSPF
OG0004708	sp|Q32KG4|RTL9_MOUSE	tr|M3XY25|M3XY25_MUSPF
OG0004709	sp|Q3TLH4|PRC2C_MOUSE	tr|A0A8U0SD94|A0A8U0SD94_MUSPF
OG0004710	sp|Q3U1J1|TFPT_MOUSE	tr|M3YG03|M3YG03_MUSPF
OG0004711	sp|Q3UBG2|PCLI1_MOUSE	tr|M3XYR6|M3XYR6_MUSPF
OG0004712	sp|Q5SWP3|NACAD_MOUSE	tr|A0A8U0SME6|A0A8U0SME6_MUSPF
OG0004713	sp|Q60806|PLK3_MOUSE	tr|M3YPU2|M3YPU2_MUSPF
OG0004714	sp|Q62130|PTN14_MOUSE	tr|A0A8U0UTA7|A0A8U0UTA7_MUSPF
OG0004715	sp|Q62277|SYPH_MOUSE	tr|M3YQW6|M3YQW6_MUSPF
OG0004716	sp|Q6P1H1|CYAC3_MOUSE	tr|A0A8U0T3F4|A0A8U0T3F4_MUSPF
OG0004717	sp|Q6PD31|TRAK1_MOUSE	tr|A0A8U0MSJ4|A0A8U0MSJ4_MUSPF
OG0004718	sp|Q6TYB5|FEZ2_MOUSE	tr|M3YF86|M3YF86_MUSPF
OG0004719	sp|Q6X1Y6|ASIC3_MOUSE	tr|M3YA05|M3YA05_MUSPF
OG0004720	tr|Q7TS01|Q7TS01_MOUSE	tr|A0A8U0NGM4|A0A8U0NGM4_MUSPF
OG0004721	sp|Q80YR7|CLSPN_MOUSE	tr|M3YTW0|M3YTW0_MUSPF
OG0004722	sp|Q811I0|ATPF1_MOUSE	tr|A0A8U0MGT4|A0A8U0MGT4_MUSPF
OG0004723	sp|Q8BHN7|CL029_MOUSE	tr|M3Y8E2|M3Y8E2_MUSPF
OG0004724	sp|Q8C428|TMC7_MOUSE	tr|A0A8U0UTH7|A0A8U0UTH7_MUSPF
OG0004725	sp|Q8C7K6|PCYXL_MOUSE	tr|M3YS45|M3YS45_MUSPF
OG0004726	sp|Q8CH40|NUDT6_MOUSE	tr|M3Z114|M3Z114_MUSPF
OG0004727	sp|Q8CIM8|INT4_MOUSE	tr|A0A8U0UUV3|A0A8U0UUV3_MUSPF
OG0004728	sp|Q8K0G5|EIPR1_MOUSE	tr|M3YNF4|M3YNF4_MUSPF
OG0004729	sp|Q8R2U4|NTM1A_MOUSE	tr|A0A8U0SAM8|A0A8U0SAM8_MUSPF
OG0004730	sp|Q8R4A3|DACT1_MOUSE	tr|A0A8U0URH1|A0A8U0URH1_MUSPF
OG0004731	sp|Q922Y1|UBXN1_MOUSE	tr|M3YQK3|M3YQK3_MUSPF
OG0004732	sp|Q99JP7|GGT7_MOUSE	tr|A0A8U0V772|A0A8U0V772_MUSPF
OG0004733	sp|Q9CPT3|NANP_MOUSE	tr|A0A8U0NFR1|A0A8U0NFR1_MUSPF
OG0004734	sp|Q9CPZ3|CA185_MOUSE	tr|A0A8U0T582|A0A8U0T582_MUSPF
OG0004735	sp|Q9CXT6|KDM8_MOUSE	tr|M3YNI5|M3YNI5_MUSPF
OG0004736	sp|Q9DBV4|MXRA8_MOUSE	tr|A0A8U0R662|A0A8U0R662_MUSPF
OG0004737	sp|Q9ERE7|MESD_MOUSE	tr|A0A8U0UQW0|A0A8U0UQW0_MUSPF
OG0004738	sp|Q9JHI8|NOX4_MOUSE	tr|A0A8U0RM26|A0A8U0RM26_MUSPF
OG0004739	tr|Q9JIZ5|Q9JIZ5_MOUSE	tr|A0A8U0RN64|A0A8U0RN64_MUSPF
OG0004740	sp|Q9JJR9|NRIP3_MOUSE	tr|M3YMI9|M3YMI9_MUSPF
OG0004741	sp|Q9WVM1|RGAP1_MOUSE	tr|A0A8U0RR09|A0A8U0RR09_MUSPF
OG0004742	sp|Q9Z0T9|ITB6_MOUSE	tr|M3XN79|M3XN79_MUSPF
OG0004744	tr|A0A140LIW3|A0A140LIW3_MOUSE	tr|A0A8U0NZR9|A0A8U0NZR9_MUSPF
OG0004745	tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE	tr|A0A8U0P0R4|A0A8U0P0R4_MUSPF
OG0004746	tr|A0A1L1SSC7|A0A1L1SSC7_MOUSE	tr|A0A8U0SHX6|A0A8U0SHX6_MUSPF
OG0004747	sp|A4Q9F6|TTL13_MOUSE	tr|A0A8U0RFK9|A0A8U0RFK9_MUSPF
OG0004748	tr|B1ART2|B1ART2_MOUSE	tr|A0A8U0R6N3|A0A8U0R6N3_MUSPF
OG0004749	tr|D3Z0W3|D3Z0W3_MOUSE	tr|M3Z8H7|M3Z8H7_MUSPF
OG0004750	tr|D3Z3N4|D3Z3N4_MOUSE	tr|A0A8U0NEI8|A0A8U0NEI8_MUSPF
OG0004751	tr|E9Q271|E9Q271_MOUSE	tr|A0A8U0RJW4|A0A8U0RJW4_MUSPF
OG0004752	sp|E9Q6B2|CC85C_MOUSE	tr|A0A8U0RSL4|A0A8U0RSL4_MUSPF
OG0004753	tr|I6XKQ3|I6XKQ3_MOUSE	tr|M3YDJ4|M3YDJ4_MUSPF
OG0004754	sp|O08542|EFNA4_MOUSE	tr|A0A8U0SJZ3|A0A8U0SJZ3_MUSPF
OG0004755	sp|O08849|RGS2_MOUSE	tr|M3XZI6|M3XZI6_MUSPF
OG0004756	sp|O35143|ATIF1_MOUSE	tr|M3YVR5|M3YVR5_MUSPF
OG0004757	sp|O35304|VACHT_MOUSE	tr|M3Z730|M3Z730_MUSPF
OG0004758	sp|O54916|REPS1_MOUSE	tr|A0A8U0SPZ9|A0A8U0SPZ9_MUSPF
OG0004759	sp|P07743|BPIA2_MOUSE	tr|M3Z2D3|M3Z2D3_MUSPF
OG0004760	sp|P20693|FCER2_MOUSE	tr|A0A8U0NJX8|A0A8U0NJX8_MUSPF
OG0004761	sp|P21784|RAG2_MOUSE	tr|M3Z8C0|M3Z8C0_MUSPF
OG0004762	sp|P22724|WNT4_MOUSE	tr|A0A8U0UKP1|A0A8U0UKP1_MUSPF
OG0004763	sp|P33610|PRI2_MOUSE	tr|A0A8U0RKT9|A0A8U0RKT9_MUSPF
OG0004764	sp|P35436|NMDE1_MOUSE	tr|A0A8U0NSQ0|A0A8U0NSQ0_MUSPF
OG0004765	sp|P70314|PITX1_MOUSE	tr|A0A8U0RUY3|A0A8U0RUY3_MUSPF
OG0004766	sp|P97411|ICA69_MOUSE	tr|M3XQP7|M3XQP7_MUSPF
OG0004767	sp|P97428|RGS16_MOUSE	tr|M3YJE0|M3YJE0_MUSPF
OG0004768	sp|Q04997|INHA_MOUSE	tr|A0A8U0N000|A0A8U0N000_MUSPF
OG0004769	sp|Q1XH17|TRI72_MOUSE	tr|A0A8U0RT37|A0A8U0RT37_MUSPF
OG0004770	sp|Q3TYX8|RUFY4_MOUSE	tr|A0A8U0N194|A0A8U0N194_MUSPF
OG0004771	sp|Q3U319|BRE1B_MOUSE	tr|M3YKR7|M3YKR7_MUSPF
OG0004772	sp|Q3UN70|MRFL_MOUSE	tr|M3Z1C3|M3Z1C3_MUSPF
OG0004773	sp|Q3URD3|SLMAP_MOUSE	tr|A0A8U0TCZ4|A0A8U0TCZ4_MUSPF
OG0004774	sp|Q5DW34|EHMT1_MOUSE	tr|A0A8U0V3K6|A0A8U0V3K6_MUSPF
OG0004775	sp|Q5TIS6|NOTO_MOUSE	tr|A0A8U0NNF6|A0A8U0NNF6_MUSPF
OG0004776	sp|Q62413|EPHA6_MOUSE	tr|A0A8U0T4V8|A0A8U0T4V8_MUSPF
OG0004777	sp|Q6P5H6|FRMD5_MOUSE	tr|A0A8U0SUS4|A0A8U0SUS4_MUSPF
OG0004778	sp|Q6P8X9|FLTOP_MOUSE	tr|M3YSM5|M3YSM5_MUSPF
OG0004779	sp|Q7TNF0|DOC2A_MOUSE	tr|M3YM92|M3YM92_MUSPF
OG0004780	sp|Q80TR8|DCAF1_MOUSE	tr|A0A8U0T7Q2|A0A8U0T7Q2_MUSPF
OG0004781	sp|Q80U22|RUSC2_MOUSE	tr|M3Y1D9|M3Y1D9_MUSPF
OG0004782	sp|Q812F8|MGT4B_MOUSE	tr|A0A8U0RIP3|A0A8U0RIP3_MUSPF
OG0004783	sp|Q8BFX1|RN187_MOUSE	tr|A0A8U0NLR8|A0A8U0NLR8_MUSPF
OG0004784	sp|Q8BJW5|NOL11_MOUSE	tr|M3YTB6|M3YTB6_MUSPF
OG0004785	sp|Q8BLY1|SMOC1_MOUSE	tr|A0A8U0TCQ4|A0A8U0TCQ4_MUSPF
OG0004786	sp|Q8BPM6|RIC3_MOUSE	tr|A0A8U0MQ16|A0A8U0MQ16_MUSPF
OG0004787	sp|Q8BZ32|ASXL2_MOUSE	tr|A0A8U0MLW0|A0A8U0MLW0_MUSPF
OG0004788	sp|Q8CHG5|AREL1_MOUSE	tr|M3YD75|M3YD75_MUSPF
OG0004789	sp|Q8CIV2|MBRL_MOUSE	tr|A0A8U0SJN0|A0A8U0SJN0_MUSPF
OG0004790	sp|Q8R007|NECT4_MOUSE	tr|M3YRZ7|M3YRZ7_MUSPF
OG0004791	sp|Q8VC19|HEM1_MOUSE	tr|A0A8U0T7Y9|A0A8U0T7Y9_MUSPF
OG0004792	sp|Q91Y63|S13A3_MOUSE	tr|A0A8U0SSW8|A0A8U0SSW8_MUSPF
OG0004793	sp|Q922I5|FOXI1_MOUSE	tr|M3YNH5|M3YNH5_MUSPF
OG0004794	sp|Q99M74|KRT82_MOUSE	tr|M3Y717|M3Y717_MUSPF
OG0004795	sp|Q9CXD9|LRC17_MOUSE	tr|G9K8N8|G9K8N8_MUSPF
OG0004796	sp|Q9CXU1|MED31_MOUSE	tr|A0A8U0SBS2|A0A8U0SBS2_MUSPF
OG0004797	sp|Q9CXV0|ISL2_MOUSE	tr|M3Z0X5|M3Z0X5_MUSPF
OG0004798	sp|Q9CYN9|RENR_MOUSE	tr|M3YMG0|M3YMG0_MUSPF
OG0004799	sp|Q9CZR8|EFTS_MOUSE	tr|M3XSI0|M3XSI0_MUSPF
OG0004800	sp|Q9D6Z6|IL36B_MOUSE	tr|A0A8U0MHP9|A0A8U0MHP9_MUSPF
OG0004801	sp|Q9EQK5|MVP_MOUSE	tr|A0A8U0T5A2|A0A8U0T5A2_MUSPF
OG0004802	sp|Q9ERB5|SO1C1_MOUSE	tr|A0A8U0SWQ8|A0A8U0SWQ8_MUSPF
OG0004803	sp|Q9EST3|4ET_MOUSE	tr|A0A8U0UPU5|A0A8U0UPU5_MUSPF
OG0004804	sp|Q9JKC6|CEND_MOUSE	tr|A0A8U0T8D7|A0A8U0T8D7_MUSPF
OG0004805	sp|Q9Z0D9|CX3C1_MOUSE	tr|M3Z5N6|M3Z5N6_MUSPF
OG0004806	tr|A0A087WNQ7|A0A087WNQ7_MOUSE	tr|A0A8U0RQ22|A0A8U0RQ22_MUSPF
OG0004807	tr|A0A1B0GRI5|A0A1B0GRI5_MOUSE	tr|A0A8U0N3F4|A0A8U0N3F4_MUSPF
OG0004808	tr|A0A286YD60|A0A286YD60_MOUSE	tr|A0A8U0SLB1|A0A8U0SLB1_MUSPF
OG0004809	tr|A0A571BEV2|A0A571BEV2_MOUSE	tr|A0A8U0V2F1|A0A8U0V2F1_MUSPF
OG0004810	sp|A2A6C4|SPP2C_MOUSE	tr|A0A8U0NAC1|A0A8U0NAC1_MUSPF
OG0004811	tr|J3QQ27|J3QQ27_MOUSE	tr|A0A8U0MYN1|A0A8U0MYN1_MUSPF
OG0004812	sp|O35684|NEUS_MOUSE	tr|M3Z058|M3Z058_MUSPF
OG0004813	sp|O35936|ALOX8_MOUSE	tr|A0A8U0MXJ4|A0A8U0MXJ4_MUSPF
OG0004814	sp|O88322|NID2_MOUSE	tr|A0A8U0USF9|A0A8U0USF9_MUSPF
OG0004815	sp|P02816|PIP_MOUSE	tr|M3YAF1|M3YAF1_MUSPF
OG0004816	sp|P09027|HXD3_MOUSE	tr|M3YRK5|M3YRK5_MUSPF
OG0004817	sp|P0CG09|C2C4D_MOUSE	tr|A0A8U0V667|A0A8U0V667_MUSPF
OG0004818	sp|P11942|CD3G_MOUSE	tr|M3XZF4|M3XZF4_MUSPF
OG0004819	sp|P19221|THRB_MOUSE	tr|A0A8U0UP33|A0A8U0UP33_MUSPF
OG0004820	sp|P20357|MTAP2_MOUSE	tr|A0A8U0S4P2|A0A8U0S4P2_MUSPF
OG0004821	sp|P20826|SCF_MOUSE	tr|G9K7E2|G9K7E2_MUSPF
OG0004822	sp|P61809|CD5R1_MOUSE	tr|M3Z723|M3Z723_MUSPF
OG0004823	sp|P97499|TEP1_MOUSE	tr|A0A8U0NGQ2|A0A8U0NGQ2_MUSPF
OG0004824	sp|P98078|DAB2_MOUSE	tr|A0A8U0V0G8|A0A8U0V0G8_MUSPF
OG0004825	sp|Q3TX08|TRM1_MOUSE	tr|A0A8U0SAI8|A0A8U0SAI8_MUSPF
OG0004826	sp|Q3U3T8|WDR62_MOUSE	tr|M3Y316|M3Y316_MUSPF
OG0004827	sp|Q3UV48|LRC30_MOUSE	tr|M3Z838|M3Z838_MUSPF
OG0004828	sp|Q505B8|SYCE2_MOUSE	tr|A0A8U0MLP1|A0A8U0MLP1_MUSPF
OG0004829	sp|Q5UBV8|TNF15_MOUSE	tr|M3XRG1|M3XRG1_MUSPF
OG0004830	sp|Q60772|CDN2C_MOUSE	tr|M3Y6X3|M3Y6X3_MUSPF
OG0004831	sp|Q61093|CY24B_MOUSE	tr|A0A8U0VB62|A0A8U0VB62_MUSPF
OG0004832	sp|Q61161|M4K2_MOUSE	tr|A0A8U0R8P4|A0A8U0R8P4_MUSPF
OG0004833	sp|Q62036|CP131_MOUSE	tr|A0A8U0SF14|A0A8U0SF14_MUSPF
OG0004834	sp|Q6NWW9|FND3B_MOUSE	tr|M3Z0D8|M3Z0D8_MUSPF
OG0004835	sp|Q6NZJ6|IF4G1_MOUSE	tr|A0A8U0SKR8|A0A8U0SKR8_MUSPF
OG0004836	sp|Q6QLQ4|CLC7A_MOUSE	tr|M3Y4U3|M3Y4U3_MUSPF
OG0004837	sp|Q6TDU8|DNAI7_MOUSE	tr|A0A8U0TAN9|A0A8U0TAN9_MUSPF
OG0004838	sp|Q6TEK5|VKORL_MOUSE	tr|A0A8U0RV67|A0A8U0RV67_MUSPF
OG0004839	sp|Q715T0|TXND3_MOUSE	tr|A0A8U0NWH6|A0A8U0NWH6_MUSPF
OG0004840	tr|Q7M708|Q7M708_MOUSE	tr|A0A8U0RS90|A0A8U0RS90_MUSPF
OG0004841	sp|Q80SU6|NPT2C_MOUSE	tr|M3YUJ3|M3YUJ3_MUSPF
OG0004842	sp|Q80XH4|WSCD1_MOUSE	tr|M3YIN4|M3YIN4_MUSPF
OG0004843	sp|Q8BG81|PDIP3_MOUSE	tr|M3YY01|M3YY01_MUSPF
OG0004844	sp|Q8BM72|HSP13_MOUSE	tr|M3YH10|M3YH10_MUSPF
OG0004845	sp|Q8BMS2|SPON2_MOUSE	tr|M3YID6|M3YID6_MUSPF
OG0004846	sp|Q8BMU0|ZNF76_MOUSE	tr|A0A8U0N6S3|A0A8U0N6S3_MUSPF
OG0004847	sp|Q8BQM4|HEAT3_MOUSE	tr|A0A8U0MJ71|A0A8U0MJ71_MUSPF
OG0004848	sp|Q8BUP8|FA43A_MOUSE	tr|M3Z5B1|M3Z5B1_MUSPF
OG0004849	sp|Q8C0I1|ADAS_MOUSE	tr|A0A8U0RE84|A0A8U0RE84_MUSPF
OG0004850	sp|Q8C7V3|UTP15_MOUSE	tr|M3Y3A0|M3Y3A0_MUSPF
OG0004851	sp|Q8CGA4|MTURN_MOUSE	tr|A0A8U0UKE6|A0A8U0UKE6_MUSPF
OG0004852	sp|Q8R2U6|NUDT4_MOUSE	tr|A0A8U0STV5|A0A8U0STV5_MUSPF
OG0004853	sp|Q8VD66|ABHD4_MOUSE	tr|A0A8U0SX57|A0A8U0SX57_MUSPF
OG0004854	sp|Q8VE94|F110C_MOUSE	tr|A0A8U0V8E0|A0A8U0V8E0_MUSPF
OG0004855	sp|Q91YT2|RN185_MOUSE	tr|A0A8U0N3A8|A0A8U0N3A8_MUSPF
OG0004856	sp|Q99LJ5|CKLF3_MOUSE	tr|A0A8U0MJH7|A0A8U0MJH7_MUSPF
OG0004857	sp|Q9CQM2|ERD22_MOUSE	tr|A0A8U0UWN6|A0A8U0UWN6_MUSPF
OG0004858	sp|Q9CRB9|MIC19_MOUSE	tr|A0A8U0MH46|A0A8U0MH46_MUSPF
OG0004859	sp|Q9CXF0|KYNU_MOUSE	tr|M3XX55|M3XX55_MUSPF
OG0004860	sp|Q9CZ09|MET18_MOUSE	tr|M3Z7S0|M3Z7S0_MUSPF
OG0004861	sp|Q9D1L9|LTOR5_MOUSE	tr|A0A8U0N639|A0A8U0N639_MUSPF
OG0004862	sp|Q9DA77|TEX29_MOUSE	tr|A0A8U0NIW3|A0A8U0NIW3_MUSPF
OG0004863	sp|Q9ER64|OSBL5_MOUSE	tr|A0A8U0RFM5|A0A8U0RFM5_MUSPF
OG0004864	sp|Q9JI33|NET4_MOUSE	tr|A0A8U0MN38|A0A8U0MN38_MUSPF
OG0004865	sp|Q9JJF6|EFCC1_MOUSE	tr|A0A8U0R7M6|A0A8U0R7M6_MUSPF
OG0004866	sp|Q9JJX7|TYDP2_MOUSE	tr|A0A8U0V7T4|A0A8U0V7T4_MUSPF
OG0004867	sp|Q9JME7|TPC2L_MOUSE	tr|A0A8U0UXJ6|A0A8U0UXJ6_MUSPF
OG0004868	sp|Q9R1Z7|PTPS_MOUSE	tr|A0A8U0UYW8|A0A8U0UYW8_MUSPF
OG0004869	sp|Q9WUE4|NPRL2_MOUSE	tr|A0A8U0S6C7|A0A8U0S6C7_MUSPF
OG0004870	sp|Q9Z0F7|SYUG_MOUSE	tr|A0A8U0T1F1|A0A8U0T1F1_MUSPF
OG0004871	sp|Q9Z1L4|XLRS1_MOUSE	tr|A0A8U0NWH3|A0A8U0NWH3_MUSPF
OG0004872	tr|A0A087WSD2|A0A087WSD2_MOUSE	tr|A0A8U0N6J8|A0A8U0N6J8_MUSPF
OG0004874	sp|A2RT62|FXL16_MOUSE	tr|A0A8U0SUK7|A0A8U0SUK7_MUSPF
OG0004875	sp|A6H8H2|DEN4C_MOUSE	tr|A0A8U0S5A0|A0A8U0S5A0_MUSPF
OG0004876	sp|E9Q4N7|ARI1B_MOUSE	tr|A0A8U0V2Y6|A0A8U0V2Y6_MUSPF
OG0004877	sp|O35188|X3CL1_MOUSE	tr|A0A8U0UX84|A0A8U0UX84_MUSPF
OG0004878	sp|O35239|PTN9_MOUSE	tr|A0A8U0RM17|A0A8U0RM17_MUSPF
OG0004879	sp|P10923|OSTP_MOUSE	tr|M3XT09|M3XT09_MUSPF
OG0004880	sp|P35831|PTN12_MOUSE	tr|M3Z3K4|M3Z3K4_MUSPF
OG0004881	sp|P47936|CNR2_MOUSE	tr|M3Z540|M3Z540_MUSPF
OG0004882	sp|P59823|IRPL1_MOUSE	tr|A0A8U0SM65|A0A8U0SM65_MUSPF
OG0004883	sp|P61028|RAB8B_MOUSE	tr|M3XNI7|M3XNI7_MUSPF
OG0004884	sp|P97464|EXT1_MOUSE	tr|M3XPI7|M3XPI7_MUSPF
OG0004885	sp|Q09PK2|APRV1_MOUSE	tr|A0A8U0NNI1|A0A8U0NNI1_MUSPF
OG0004886	sp|Q3TLR7|DTL_MOUSE	tr|M3YWP4|M3YWP4_MUSPF
OG0004887	tr|Q4PLS0|Q4PLS0_MOUSE	tr|A0A8U0RZF0|A0A8U0RZF0_MUSPF
OG0004888	sp|Q5SYL3|K0100_MOUSE	tr|A0A8U0RMU3|A0A8U0RMU3_MUSPF
OG0004889	sp|Q61527|ERBB4_MOUSE	tr|A0A8U0T274|A0A8U0T274_MUSPF
OG0004890	sp|Q61581|IBP7_MOUSE	tr|A0A8U0TA50|A0A8U0TA50_MUSPF
OG0004891	sp|Q64737|PUR2_MOUSE	tr|M3XQC3|M3XQC3_MUSPF
OG0004892	sp|Q6AZB0|BOC_MOUSE	tr|M3XMJ9|M3XMJ9_MUSPF
OG0004893	sp|Q6ZQK0|CNDD3_MOUSE	tr|M3YCH5|M3YCH5_MUSPF
OG0004894	sp|Q80TF3|PCD19_MOUSE	tr|A0A8U0T6S7|A0A8U0T6S7_MUSPF
OG0004895	sp|Q80V31|CE104_MOUSE	tr|A0A8U0R8F4|A0A8U0R8F4_MUSPF
OG0004896	sp|Q8BG92|CLVS2_MOUSE	tr|M3YSR0|M3YSR0_MUSPF
OG0004897	sp|Q8BH97|RCN3_MOUSE	tr|A0A8U0T246|A0A8U0T246_MUSPF
OG0004898	sp|Q8BN78|KAISO_MOUSE	tr|M3Z6L7|M3Z6L7_MUSPF
OG0004899	sp|Q8BPP0|ZN436_MOUSE	tr|M3YWT0|M3YWT0_MUSPF
OG0004900	sp|Q8BTM9|GRP4_MOUSE	tr|A0A8U0NBQ8|A0A8U0NBQ8_MUSPF
OG0004901	sp|Q8BZ60|STON2_MOUSE	tr|A0A8U0RNW8|A0A8U0RNW8_MUSPF
OG0004902	sp|Q8C1R3|CQ050_MOUSE	tr|A0A8U0SSX1|A0A8U0SSX1_MUSPF
OG0004903	sp|Q8C569|F118B_MOUSE	tr|A0A8U0NTQ8|A0A8U0NTQ8_MUSPF
OG0004904	sp|Q8C6B2|RTKN_MOUSE	tr|M3Y959|M3Y959_MUSPF
OG0004905	sp|Q8CIS0|CAR11_MOUSE	tr|A0A8U0NLG9|A0A8U0NLG9_MUSPF
OG0004906	sp|Q8CJF7|ELYS_MOUSE	tr|A0A8U0SFA1|A0A8U0SFA1_MUSPF
OG0004907	sp|Q8K1S5|KLF11_MOUSE	tr|M3YPD1|M3YPD1_MUSPF
OG0004908	sp|Q8K2P2|FA83A_MOUSE	tr|M3XPY1|M3XPY1_MUSPF
OG0004909	sp|Q8K4B0|MTA1_MOUSE	tr|A0A8U0TAM5|A0A8U0TAM5_MUSPF
OG0004910	sp|Q8R0S4|CACB4_MOUSE	tr|A0A8U0UPG2|A0A8U0UPG2_MUSPF
OG0004911	tr|Q8VFC3|Q8VFC3_MOUSE	tr|A0A8U0T304|A0A8U0T304_MUSPF
OG0004912	tr|Q8VGJ8|Q8VGJ8_MOUSE	tr|A0A8U0TBB9|A0A8U0TBB9_MUSPF
OG0004913	sp|Q91VH1|PAQR1_MOUSE	tr|M3YIG6|M3YIG6_MUSPF
OG0004914	tr|Q91XF2|Q91XF2_MOUSE	tr|M3YHD2|M3YHD2_MUSPF
OG0004915	sp|Q91YD3|DCP1A_MOUSE	tr|A0A8U0MDR3|A0A8U0MDR3_MUSPF
OG0004916	sp|Q922K7|NOP2_MOUSE	tr|A0A8U0N4N7|A0A8U0N4N7_MUSPF
OG0004917	sp|Q99L28|RLP24_MOUSE	tr|G9KM04|G9KM04_MUSPF
OG0004918	sp|Q9D1R9|RL34_MOUSE	tr|A0A8U0STN2|A0A8U0STN2_MUSPF
OG0004919	sp|Q9D6Z1|NOP56_MOUSE	tr|M3YCI5|M3YCI5_MUSPF
OG0004920	sp|Q9ET38|CLD19_MOUSE	tr|M3YR56|M3YR56_MUSPF
OG0004921	sp|Q9ET39|SLAF6_MOUSE	tr|A0A8U0T551|A0A8U0T551_MUSPF
OG0004922	sp|Q9JK91|MLH1_MOUSE	tr|A0A8U0VAH8|A0A8U0VAH8_MUSPF
OG0004923	sp|Q9JLY7|DUS14_MOUSE	tr|M3Z7D5|M3Z7D5_MUSPF
OG0004924	sp|Q9R0T8|IKKE_MOUSE	tr|A0A8U0S7Y7|A0A8U0S7Y7_MUSPF
OG0004925	sp|Q9Z351|KCNQ2_MOUSE	tr|A0A8U0RLB4|A0A8U0RLB4_MUSPF
OG0004926	sp|A2AP18|PLCH2_MOUSE	tr|A0A8U0P0C8|A0A8U0P0C8_MUSPF
OG0004927	sp|B1AZP2|DLGP4_MOUSE	tr|A0A8U0MLG8|A0A8U0MLG8_MUSPF
OG0004928	sp|B2B9E1|TRIQK_MOUSE	tr|A0A8U0UWY5|A0A8U0UWY5_MUSPF
OG0004929	sp|D3Z4R1|HFM1_MOUSE	tr|M3XZQ8|M3XZQ8_MUSPF
OG0004930	tr|F6ZIS7|F6ZIS7_MOUSE	tr|M3XUT8|M3XUT8_MUSPF
OG0004931	sp|O54951|SEM6B_MOUSE	tr|A0A8U0NJ31|A0A8U0NJ31_MUSPF
OG0004932	sp|P02772|FETA_MOUSE	tr|M3YCZ9|M3YCZ9_MUSPF
OG0004933	sp|P05125|ANF_MOUSE	tr|A0A8U0SQE1|A0A8U0SQE1_MUSPF
OG0004934	sp|P22361|HNF1A_MOUSE	tr|A0A8U0TDV0|A0A8U0TDV0_MUSPF
OG0004935	sp|P42082|CD86_MOUSE	tr|A0A8U0MKT0|A0A8U0MKT0_MUSPF
