Orthogroup	Mus_musculus	Bos_taurus
OG0008947	sp|Q9D892|ITPA_MOUSE	sp|Q2KIC5|ITPA_BOVIN
OG0008948	sp|Q9DB30|PHKG2_MOUSE	sp|Q2KJ16|PHKG2_BOVIN
OG0008949	sp|Q9D385|AR2BP_MOUSE	sp|Q32PC9|AR2BP_BOVIN
OG0008950	sp|Q61550|RAD21_MOUSE	sp|Q3SWX9|RAD21_BOVIN
OG0008951	sp|Q9CRB9|MIC19_MOUSE	sp|Q5E9D3|MIC19_BOVIN
OG0008952	sp|Q9DCD6|GBRAP_MOUSE	sp|Q9GJW7|GBRAP_BOVIN
OG0008953	sp|P56581|TDG_MOUSE	tr|A0A3Q1LSS4|A0A3Q1LSS4_BOVIN
OG0008954	sp|E9Q394|AKP13_MOUSE	tr|A0A3Q1LUW4|A0A3Q1LUW4_BOVIN
OG0008955	sp|Q8CCH2|NHLC3_MOUSE	tr|A0A3Q1LYV0|A0A3Q1LYV0_BOVIN
OG0008957	sp|P28028|BRAF_MOUSE	tr|A0A3Q1M353|A0A3Q1M353_BOVIN
OG0008958	sp|Q9CXC3|MGME1_MOUSE	tr|A0A3Q1M4B9|A0A3Q1M4B9_BOVIN
OG0008959	sp|Q91YD4|TRPM2_MOUSE	tr|A0A3Q1M893|A0A3Q1M893_BOVIN
OG0008960	sp|P48543|KCNJ9_MOUSE	tr|A0A3Q1MHN1|A0A3Q1MHN1_BOVIN
OG0008961	sp|O55013|TPPC3_MOUSE	tr|A0A3Q1MRB3|A0A3Q1MRB3_BOVIN
OG0008962	sp|Q8CJ53|CIP4_MOUSE	tr|A2VDU0|A2VDU0_BOVIN
OG0008963	sp|Q9QXP7|C1QT1_MOUSE	tr|A3KMW5|A3KMW5_BOVIN
OG0008964	sp|Q9QXG9|TINF2_MOUSE	tr|A3KN17|A3KN17_BOVIN
OG0008965	sp|Q9JKN1|ZNT7_MOUSE	sp|A4IFD7|ZNT7_BOVIN
OG0008966	sp|P35283|RAB12_MOUSE	tr|A6QPX8|A6QPX8_BOVIN
OG0008967	sp|Q62181|SEM3C_MOUSE	sp|A7MB70|SEM3C_BOVIN
OG0008968	sp|Q3T9M1|MFS2B_MOUSE	tr|E1B7T6|E1B7T6_BOVIN
OG0008969	sp|Q8C7E7|STBD1_MOUSE	tr|E1BAJ4|E1BAJ4_BOVIN
OG0008970	sp|Q8BTP0|PIGZ_MOUSE	tr|E1BCR7|E1BCR7_BOVIN
OG0008971	sp|A3KFX0|5NT1A_MOUSE	tr|E1BF39|E1BF39_BOVIN
OG0008972	sp|P51642|CNTF_MOUSE	tr|E1BFH9|E1BFH9_BOVIN
OG0008973	sp|P32883|RASK_MOUSE	tr|E1BMX0|E1BMX0_BOVIN
OG0008974	sp|Q9WTL4|INSRR_MOUSE	tr|F1MC23|F1MC23_BOVIN
OG0008975	sp|Q8BWW9|PKN2_MOUSE	tr|F1MFK1|F1MFK1_BOVIN
OG0008976	tr|Q8VEV1|Q8VEV1_MOUSE	tr|F1MGH4|F1MGH4_BOVIN
OG0008977	sp|Q62315|JARD2_MOUSE	tr|F1MH56|F1MH56_BOVIN
OG0008978	sp|O54991|CNTP1_MOUSE	tr|F1MJQ2|F1MJQ2_BOVIN
OG0008979	sp|P23475|XRCC6_MOUSE	tr|F1MMD5|F1MMD5_BOVIN
OG0008980	sp|Q9D7V9|NAAA_MOUSE	tr|F1MN16|F1MN16_BOVIN
OG0008981	sp|P55012|S12A2_MOUSE	tr|F1MS08|F1MS08_BOVIN
OG0008982	sp|Q5SWW4|MED13_MOUSE	tr|F1MYL8|F1MYL8_BOVIN
OG0008983	sp|P63078|GBG8_MOUSE	tr|F1MYW8|F1MYW8_BOVIN
OG0008984	sp|Q924C5|ALPK3_MOUSE	tr|F1N5U0|F1N5U0_BOVIN
OG0008985	sp|Q9D4A5|CP086_MOUSE	tr|G3MWK0|G3MWK0_BOVIN
OG0008986	sp|P51879|ONCO_MOUSE	tr|G3MZH8|G3MZH8_BOVIN
OG0008987	sp|Q9D9B7|PRR30_MOUSE	tr|G3MZX2|G3MZX2_BOVIN
OG0008988	sp|P41158|ELK4_MOUSE	tr|G3N2I0|G3N2I0_BOVIN
OG0008989	sp|Q9CQS4|S2546_MOUSE	tr|H7BWW1|H7BWW1_BOVIN
OG0008990	sp|P35951|LDLR_MOUSE	sp|P01131|LDLR_BOVIN
OG0008991	sp|Q99LW6|YAF2_MOUSE	tr|Q0VC56|Q0VC56_BOVIN
OG0008992	sp|P08920|CD2_MOUSE	tr|Q148M9|Q148M9_BOVIN
OG0008993	sp|Q8BY46|ZN574_MOUSE	sp|Q29RK0|ZN574_BOVIN
OG0008994	sp|Q9QX60|DGUOK_MOUSE	tr|Q2KIN2|Q2KIN2_BOVIN
OG0008995	sp|Q6ZWX0|ASTER_MOUSE	sp|Q2M2T6|ASTER_BOVIN
OG0008996	sp|Q9CYB0|TRI13_MOUSE	sp|Q32L60|TRI13_BOVIN
OG0008997	sp|Q6TAW2|SERP2_MOUSE	sp|Q3T073|SERP2_BOVIN
OG0008998	sp|O88890|SH21A_MOUSE	sp|Q3ZBB1|SH21A_BOVIN
OG0008999	sp|Q8BK06|FBX9_MOUSE	sp|Q3ZBT2|FBX9_BOVIN
OG0009000	sp|Q8BR27|F214B_MOUSE	sp|Q5BIM2|F214B_BOVIN
OG0009001	sp|Q8BVL3|SNX17_MOUSE	sp|Q5EA77|SNX17_BOVIN
OG0009002	sp|Q8BG40|KTNB1_MOUSE	tr|A0A3Q1LYK8|A0A3Q1LYK8_BOVIN
OG0009003	sp|Q4LDD4|ARAP1_MOUSE	tr|A0A3Q1M4A0|A0A3Q1M4A0_BOVIN
OG0009004	sp|Q7TN73|CASD1_MOUSE	tr|A0A3Q1MB17|A0A3Q1MB17_BOVIN
OG0009005	sp|Q6KAS7|ZN521_MOUSE	tr|A0A3Q1MH00|A0A3Q1MH00_BOVIN
OG0009006	sp|Q8BZ36|RINT1_MOUSE	tr|A0A3Q1MIL7|A0A3Q1MIL7_BOVIN
OG0009007	sp|Q8K2L8|TPC12_MOUSE	tr|A0A3Q1MK52|A0A3Q1MK52_BOVIN
OG0009008	tr|A0A338P6S8|A0A338P6S8_MOUSE	tr|A0A3Q1MMZ9|A0A3Q1MMZ9_BOVIN
OG0009009	sp|Q8BWC0|TPC2_MOUSE	tr|A0A3Q1N2G9|A0A3Q1N2G9_BOVIN
OG0009010	sp|Q9D842|APLF_MOUSE	sp|A0JNH9|APLF_BOVIN
OG0009011	sp|Q5QR91|CQ078_MOUSE	sp|A6H7F9|CQ078_BOVIN
OG0009012	sp|Q9JJ61|GLT16_MOUSE	tr|A6QLD9|A6QLD9_BOVIN
OG0009013	sp|O35228|IL27B_MOUSE	tr|A6QPV0|A6QPV0_BOVIN
OG0009014	sp|O70373|XIRP1_MOUSE	tr|E1AXU0|E1AXU0_BOVIN
OG0009015	sp|Q9WV92|E41L3_MOUSE	tr|E1B7S3|E1B7S3_BOVIN
OG0009016	sp|Q7TSJ2|MAP6_MOUSE	tr|E1B919|E1B919_BOVIN
OG0009017	sp|Q9CYI0|NJMU_MOUSE	tr|E1BCP5|E1BCP5_BOVIN
OG0009018	sp|Q8CEG0|PANX3_MOUSE	tr|E1BF03|E1BF03_BOVIN
OG0009019	sp|Q9WUL6|M3K14_MOUSE	tr|E1BL08|E1BL08_BOVIN
OG0009020	sp|Q9JKD8|TBX21_MOUSE	tr|E1BMW6|E1BMW6_BOVIN
OG0009021	sp|Q2QI47|USH2A_MOUSE	tr|E1BP05|E1BP05_BOVIN
OG0009022	sp|Q9D071|MMS19_MOUSE	sp|E1BP36|MMS19_BOVIN
OG0009023	sp|Q9ESL9|FGF20_MOUSE	tr|E1BP37|E1BP37_BOVIN
OG0009024	sp|Q3UQ41|TM11A_MOUSE	tr|E1BQ07|E1BQ07_BOVIN
OG0009025	sp|Q3UPH7|ARH40_MOUSE	tr|F1MB21|F1MB21_BOVIN
OG0009026	tr|Q3UJB0|Q3UJB0_MOUSE	tr|F1MC31|F1MC31_BOVIN
OG0009027	sp|Q9DBI0|TMPS6_MOUSE	tr|F1MWW8|F1MWW8_BOVIN
OG0009029	sp|Q673H1|TUSC1_MOUSE	tr|F1N0S8|F1N0S8_BOVIN
OG0009030	sp|Q8VE28|NKD2_MOUSE	tr|F1N3A6|F1N3A6_BOVIN
OG0009031	sp|Q8CG19|LTBP1_MOUSE	tr|F1N444|F1N444_BOVIN
OG0009032	sp|Q80T14|FRAS1_MOUSE	tr|F1N740|F1N740_BOVIN
OG0009033	sp|Q9Z0M9|I18BP_MOUSE	tr|G3MYN2|G3MYN2_BOVIN
OG0009034	sp|Q7TMA2|ZN503_MOUSE	tr|G3X749|G3X749_BOVIN
OG0009035	sp|P37238|PPARG_MOUSE	sp|O18971|PPARG_BOVIN
OG0009036	sp|P51807|DYLT1_MOUSE	sp|P63171|DYLT1_BOVIN
OG0009037	sp|Q9ET43|CLD12_MOUSE	sp|Q0IIL2|CLD12_BOVIN
OG0009038	sp|Q791N7|RPA12_MOUSE	sp|Q1RMP0|RPA12_BOVIN
OG0009039	sp|P20033|PDGFA_MOUSE	sp|Q2KJ15|PDGFA_BOVIN
OG0009040	sp|Q9Z2S7|T22D3_MOUSE	sp|Q3MHL6|T22D1_BOVIN
OG0009041	sp|O35153|BET1L_MOUSE	sp|Q3MHP8|BET1L_BOVIN
OG0009042	sp|Q8BVG8|NAT14_MOUSE	sp|Q3MHZ1|NAT14_BOVIN
OG0009043	sp|Q91WE9|TAFA5_MOUSE	sp|Q3ZBS2|TAFA5_BOVIN
OG0009044	sp|Q80WR1|TSN18_MOUSE	sp|Q58CY8|TSN18_BOVIN
OG0009045	sp|Q9WUE3|C56D2_MOUSE	sp|Q5E965|C56D2_BOVIN
OG0009046	sp|Q9Z0S6|CLD10_MOUSE	sp|Q5E9L0|CLD10_BOVIN
OG0009047	sp|Q9CZJ9|DJC18_MOUSE	sp|Q5EA26|DJC18_BOVIN
OG0009048	sp|P15375|MYF6_MOUSE	sp|Q7YS80|MYF6_BOVIN
OG0009049	sp|Q9ES00|UBE4B_MOUSE	tr|A0A3Q1LPU1|A0A3Q1LPU1_BOVIN
OG0009050	sp|Q9JJ57|KCIP1_MOUSE	tr|A0A3Q1LV43|A0A3Q1LV43_BOVIN
OG0009051	sp|Q6A051|ATRN1_MOUSE	tr|A0A3Q1MBM5|A0A3Q1MBM5_BOVIN
OG0009052	sp|O88907|PIAS1_MOUSE	tr|A0A3Q1ML58|A0A3Q1ML58_BOVIN
OG0009053	sp|Q9JM96|BORG4_MOUSE	tr|A0A3Q1MPX4|A0A3Q1MPX4_BOVIN
OG0009054	sp|Q80WJ7|LYRIC_MOUSE	tr|A0A3Q1MQI0|A0A3Q1MQI0_BOVIN
OG0009055	sp|Q9QZQ0|NPAS3_MOUSE	tr|A0A3Q1MR90|A0A3Q1MR90_BOVIN
OG0009056	sp|Q99LU8|CF062_MOUSE	tr|A0JNC5|A0JNC5_BOVIN
OG0009057	sp|Q8BXR1|S7A14_MOUSE	sp|A0JNI9|S7A14_BOVIN
OG0009058	sp|Q8R191|SNG3_MOUSE	sp|A2VE58|SNG3_BOVIN
OG0009059	sp|Q91VT4|CBR4_MOUSE	sp|A4IFA7|CBR4_BOVIN
OG0009060	sp|Q8BM96|AGRG7_MOUSE	tr|A4IFD4|A4IFD4_BOVIN
OG0009061	sp|Q8K4K4|TRIB1_MOUSE	tr|A6QLF4|A6QLF4_BOVIN
OG0009062	sp|Q99K67|AASS_MOUSE	sp|A8E657|AASS_BOVIN
OG0009063	sp|Q9Z2T1|KCNK7_MOUSE	tr|E1B9M4|E1B9M4_BOVIN
OG0009064	sp|Q5Y5T3|ZDH23_MOUSE	tr|E1BC01|E1BC01_BOVIN
OG0009065	sp|Q8BJM3|R3HCL_MOUSE	tr|E1BG78|E1BG78_BOVIN
OG0009066	sp|Q91WP0|MASP2_MOUSE	tr|E1BJ49|E1BJ49_BOVIN
OG0009067	sp|Q9QUP4|CHST5_MOUSE	tr|E1BK55|E1BK55_BOVIN
OG0009068	sp|Q8VID5|RECQ5_MOUSE	tr|E1BKM5|E1BKM5_BOVIN
OG0009069	sp|Q8K4H1|KFA_MOUSE	tr|E1BLL5|E1BLL5_BOVIN
OG0009070	sp|Q64505|CP7A1_MOUSE	tr|E1BM29|E1BM29_BOVIN
OG0009071	sp|Q8CCF0|PRP31_MOUSE	tr|E1BM48|E1BM48_BOVIN
OG0009072	sp|Q8CHH5|BICRL_MOUSE	tr|E1BMP4|E1BMP4_BOVIN
OG0009073	sp|Q3USZ8|DIK2A_MOUSE	tr|E1BNC4|E1BNC4_BOVIN
OG0009074	sp|Q9CZ42|NNRD_MOUSE	sp|E1BNQ4|NNRD_BOVIN
OG0009075	sp|Q9D309|FAM3B_MOUSE	tr|E1BQ21|E1BQ21_BOVIN
OG0009076	sp|Q920C1|CRDL1_MOUSE	tr|F1MAZ4|F1MAZ4_BOVIN
OG0009077	tr|Q8VG23|Q8VG23_MOUSE	tr|F1MJ91|F1MJ91_BOVIN
OG0009078	sp|Q99JB7|AMNLS_MOUSE	tr|F1MQD9|F1MQD9_BOVIN
OG0009079	tr|A0A571BG01|A0A571BG01_MOUSE	tr|F1MRG2|F1MRG2_BOVIN
OG0009080	sp|A4FUP9|GL1D1_MOUSE	tr|F1MSH8|F1MSH8_BOVIN
OG0009081	sp|P61014|PPLA_MOUSE	tr|F2Z4I4|F2Z4I4_BOVIN
OG0009082	sp|Q62463|V1AR_MOUSE	tr|F6PV87|F6PV87_BOVIN
OG0009083	sp|Q8C042|ENO4_MOUSE	tr|F6RG16|F6RG16_BOVIN
OG0009084	sp|Q9Z1B5|MD2L1_MOUSE	tr|G3MX31|G3MX31_BOVIN
OG0009085	tr|Q8VFI0|Q8VFI0_MOUSE	tr|G3MX62|G3MX62_BOVIN
OG0009086	sp|Q8C8V1|ZXDC_MOUSE	tr|G3MYH0|G3MYH0_BOVIN
OG0009087	sp|Q52KG5|KI26A_MOUSE	tr|G3N1E4|G3N1E4_BOVIN
OG0009088	sp|P61957|SUMO2_MOUSE	sp|P61955|SUMO2_BOVIN
OG0009089	sp|Q9WUK4|RFC2_MOUSE	sp|Q05B83|RFC2_BOVIN
OG0009090	sp|Q91XU3|PI42C_MOUSE	sp|Q0P5F7|PI42C_BOVIN
OG0009091	sp|Q61884|MNS1_MOUSE	sp|Q2KIQ2|MNS1_BOVIN
OG0009092	sp|Q8BWY7|S39AB_MOUSE	sp|Q2YDD4|S39AB_BOVIN
OG0009093	sp|Q9D8H7|OMA1_MOUSE	sp|Q3SZN3|OMA1_BOVIN
OG0009094	sp|Q8BG55|GP171_MOUSE	sp|Q3ZBK9|GP171_BOVIN
OG0009095	sp|O70435|PSA3_MOUSE	sp|Q58DU5|PSA3_BOVIN
OG0009096	sp|Q61335|BAP31_MOUSE	tr|Q5E9F1|Q5E9F1_BOVIN
OG0009097	sp|Q8VC04|T106A_MOUSE	sp|Q5EA90|T106A_BOVIN
OG0009098	sp|Q9ET38|CLD19_MOUSE	tr|A0A3Q1M8X0|A0A3Q1M8X0_BOVIN
OG0009099	sp|Q8C8J0|STPG2_MOUSE	tr|A0A3Q1M9X7|A0A3Q1M9X7_BOVIN
OG0009100	sp|Q8C0P7|ZN451_MOUSE	tr|A0A3Q1MBG5|A0A3Q1MBG5_BOVIN
OG0009101	sp|O35295|PURB_MOUSE	tr|A0A3Q1MCZ1|A0A3Q1MCZ1_BOVIN
OG0009102	sp|Q9QYJ7|DS13B_MOUSE	tr|A0A3Q1MG50|A0A3Q1MG50_BOVIN
OG0009103	sp|Q3TYL0|IQAK1_MOUSE	tr|A0A3Q1MHJ8|A0A3Q1MHJ8_BOVIN
OG0009104	sp|P70429|EVL_MOUSE	tr|A0A3Q1MSR1|A0A3Q1MSR1_BOVIN
OG0009105	sp|A2RRY8|SPAS1_MOUSE	tr|A0A3Q1MWQ6|A0A3Q1MWQ6_BOVIN
OG0009107	sp|Q8C5Q4|GRSF1_MOUSE	tr|A0JNI7|A0JNI7_BOVIN
OG0009108	sp|Q9D3H0|TMM80_MOUSE	sp|A1A4P6|TMM80_BOVIN
OG0009109	sp|Q9WTP3|SPDEF_MOUSE	tr|A2VDR4|A2VDR4_BOVIN
OG0009110	sp|Q9CZT5|VASN_MOUSE	tr|A4IFA5|A4IFA5_BOVIN
OG0009111	sp|P40749|SYT4_MOUSE	tr|A5D7F2|A5D7F2_BOVIN
OG0009112	sp|O54984|GET3_MOUSE	sp|A5PJI5|GET3_BOVIN
OG0009113	sp|Q5RL51|GSTCD_MOUSE	sp|A5PKL6|GSTCD_BOVIN
OG0009114	sp|Q04892|SOX14_MOUSE	tr|B7SZV2|B7SZV2_BOVIN
OG0009115	sp|Q8VC90|ZDH12_MOUSE	tr|E1B6X9|E1B6X9_BOVIN
OG0009116	sp|Q9EPW0|INP4A_MOUSE	tr|E1B820|E1B820_BOVIN
OG0009117	sp|Q70E20|SNED1_MOUSE	tr|E1B8G8|E1B8G8_BOVIN
OG0009118	tr|S4R1W5|S4R1W5_MOUSE	tr|E1BC65|E1BC65_BOVIN
OG0009119	sp|P15247|IL9_MOUSE	tr|E1BF10|E1BF10_BOVIN
OG0009120	sp|B9EJV3|GRB1L_MOUSE	tr|E1BHK3|E1BHK3_BOVIN
OG0009121	sp|B2RY56|RBM25_MOUSE	tr|E1BHM5|E1BHM5_BOVIN
OG0009122	sp|Q7TQ32|RGMC_MOUSE	tr|E1BI30|E1BI30_BOVIN
OG0009123	sp|Q9DB85|RRP8_MOUSE	tr|E1BJI1|E1BJI1_BOVIN
OG0009124	sp|Q8BPP0|ZN436_MOUSE	tr|E1BMZ4|E1BMZ4_BOVIN
OG0009125	sp|Q8BMU0|ZNF76_MOUSE	tr|E1BND9|E1BND9_BOVIN
OG0009126	sp|P63250|KCNJ3_MOUSE	sp|E1BNE9|KCNJ3_BOVIN
OG0009127	sp|Q91ZK0|AP2D_MOUSE	tr|E1BNP7|E1BNP7_BOVIN
OG0009128	sp|Q8BM88|CATO_MOUSE	tr|E1BPI9|E1BPI9_BOVIN
OG0009129	sp|Q5DU14|MYO16_MOUSE	tr|F1MCA3|F1MCA3_BOVIN
OG0009130	sp|Q923T7|TRIM7_MOUSE	tr|F1MCG0|F1MCG0_BOVIN
OG0009131	sp|Q6GQT9|NOMO1_MOUSE	tr|F1MF76|F1MF76_BOVIN
OG0009132	tr|Q7TRW1|Q7TRW1_MOUSE	tr|F1MFQ8|F1MFQ8_BOVIN
OG0009133	sp|Q62226|SHH_MOUSE	tr|F1MM97|F1MM97_BOVIN
OG0009134	sp|Q80Y98|DDHD2_MOUSE	tr|F1MSS2|F1MSS2_BOVIN
OG0009135	sp|E9Q7X6|HEG1_MOUSE	tr|F1MXE0|F1MXE0_BOVIN
OG0009136	sp|Q75N62|GIMA8_MOUSE	tr|F1N555|F1N555_BOVIN
OG0009137	sp|Q80UF9|OTOP3_MOUSE	tr|F1N6U7|F1N6U7_BOVIN
OG0009138	sp|Q8BLB8|AN34C_MOUSE	tr|G3N3W0|G3N3W0_BOVIN
OG0009139	sp|Q6NTA4|RRAGB_MOUSE	tr|G5E5G3|G5E5G3_BOVIN
OG0009140	sp|P26450|P85A_MOUSE	sp|P23727|P85A_BOVIN
OG0009141	sp|P51491|OPSB_MOUSE	sp|P51490|OPSB_BOVIN
OG0009142	sp|Q9QZ09|PHTF1_MOUSE	sp|Q08DA4|PHTF1_BOVIN
OG0009143	tr|F6ZIS7|F6ZIS7_MOUSE	tr|Q0P5D6|Q0P5D6_BOVIN
OG0009144	sp|Q8VE70|PDC10_MOUSE	tr|Q0VCQ6|Q0VCQ6_BOVIN
OG0009145	sp|Q8R3J4|MTEF3_MOUSE	tr|Q1LZE3|Q1LZE3_BOVIN
OG0009146	sp|Q3U0V2|TRADD_MOUSE	sp|Q2KI74|TRADD_BOVIN
OG0009147	sp|Q9R182|ANGL3_MOUSE	tr|Q2KJB3|Q2KJB3_BOVIN
OG0009148	sp|Q920A5|RISC_MOUSE	tr|Q2NKZ9|Q2NKZ9_BOVIN
OG0009149	sp|Q9D0M5|DYL2_MOUSE	sp|Q3MHR3|DYL2_BOVIN
OG0009150	sp|P00493|HPRT_MOUSE	sp|Q3SZ18|HPRT_BOVIN
OG0009151	sp|Q711T7|NADE_MOUSE	sp|Q3ZBF0|NADE_BOVIN
OG0009152	sp|Q9CQ61|UNC50_MOUSE	sp|Q3ZBG6|UNC50_BOVIN
OG0009153	sp|Q09200|B4GN1_MOUSE	tr|Q58DI2|Q58DI2_BOVIN
OG0009154	sp|Q8BP67|RL24_MOUSE	sp|Q862I1|RL24_BOVIN
OG0009155	sp|P08113|ENPL_MOUSE	sp|Q95M18|ENPL_BOVIN
OG0009157	sp|Q9CZH8|CCD77_MOUSE	tr|A0A3Q1LNM9|A0A3Q1LNM9_BOVIN
OG0009158	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A3Q1LRF6|A0A3Q1LRF6_BOVIN
OG0009159	sp|E9Q9R3|FIMP_MOUSE	tr|A0A3Q1LU02|A0A3Q1LU02_BOVIN
OG0009160	sp|Q6P2K3|CF20D_MOUSE	tr|A0A3Q1M8Z1|A0A3Q1M8Z1_BOVIN
OG0009161	sp|Q9CZJ2|HS12B_MOUSE	tr|A0A3Q1MFK9|A0A3Q1MFK9_BOVIN
OG0009162	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A3Q1MIE9|A0A3Q1MIE9_BOVIN
OG0009163	sp|Q8BP56|PGGHG_MOUSE	tr|A0A3Q1MPN1|A0A3Q1MPN1_BOVIN
OG0009164	sp|Q9QYB5|ADDG_MOUSE	tr|A0A3Q1NDE1|A0A3Q1NDE1_BOVIN
OG0009165	sp|Q8BIF0|C99L2_MOUSE	sp|A1A4K1|C99L2_BOVIN
OG0009166	sp|Q8K4P7|ST7L_MOUSE	sp|A3KN28|ST7L_BOVIN
OG0009167	sp|Q91ZR3|ZHANG_MOUSE	tr|A5PJU1|A5PJU1_BOVIN
OG0009168	sp|Q62361|TRH_MOUSE	tr|A6QM11|A6QM11_BOVIN
OG0009169	sp|Q14DH7|ACSS3_MOUSE	sp|A7MB45|ACSS3_BOVIN
OG0009170	sp|Q8BHA0|IN80C_MOUSE	tr|A7YWI5|A7YWI5_BOVIN
OG0009171	sp|Q9WVJ0|KCNH3_MOUSE	tr|E1B760|E1B760_BOVIN
OG0009172	sp|Q9CQ35|GRPL2_MOUSE	tr|E1B7A4|E1B7A4_BOVIN
OG0009173	sp|Q9D2Q2|TRM44_MOUSE	tr|E1BAA5|E1BAA5_BOVIN
OG0009174	sp|P42586|NKX22_MOUSE	tr|E1BBE1|E1BBE1_BOVIN
OG0009175	sp|Q9CQV4|RETR3_MOUSE	tr|E1BBW7|E1BBW7_BOVIN
OG0009176	sp|Q8VHL5|CRGN_MOUSE	tr|E1BDQ1|E1BDQ1_BOVIN
OG0009177	sp|Q9D4H1|EXOC2_MOUSE	tr|E1BDW9|E1BDW9_BOVIN
OG0009178	sp|Q920I9|WDR7_MOUSE	tr|E1BEC1|E1BEC1_BOVIN
OG0009179	tr|B2RWC4|B2RWC4_MOUSE	tr|E1BFN1|E1BFN1_BOVIN
OG0009180	sp|P62956|CCG7_MOUSE	tr|E1BIG3|E1BIG3_BOVIN
OG0009181	sp|Q8CDJ8|STON1_MOUSE	tr|E1BJ14|E1BJ14_BOVIN
OG0009182	sp|Q8BKE5|FSBP_MOUSE	tr|E1BJC3|E1BJC3_BOVIN
OG0009184	sp|Q3UUQ7|PGAP1_MOUSE	tr|E1BNQ0|E1BNQ0_BOVIN
OG0009185	sp|Q8BQ33|TICRR_MOUSE	tr|E1BPF2|E1BPF2_BOVIN
OG0009186	sp|P16872|IL7RA_MOUSE	tr|E1BPM3|E1BPM3_BOVIN
OG0009187	sp|Q6P9K8|CSKI1_MOUSE	tr|F1MB71|F1MB71_BOVIN
OG0009188	sp|Q400C8|AMZ2_MOUSE	tr|F1MH25|F1MH25_BOVIN
OG0009189	sp|Q80XI4|PI42B_MOUSE	tr|F1MHT2|F1MHT2_BOVIN
OG0009190	sp|Q9D2C6|RPC8_MOUSE	tr|F1ML03|F1ML03_BOVIN
OG0009191	sp|O08785|CLOCK_MOUSE	tr|F1MLT7|F1MLT7_BOVIN
OG0009192	sp|Q6IMB1|RSLBA_MOUSE	tr|F1MM29|F1MM29_BOVIN
OG0009193	tr|D3Z0K6|D3Z0K6_MOUSE	tr|F1MQD6|F1MQD6_BOVIN
OG0009194	sp|Q3UGP9|LRC58_MOUSE	tr|F1MTP8|F1MTP8_BOVIN
OG0009195	sp|Q9ET35|TR13B_MOUSE	tr|F1MU29|F1MU29_BOVIN
OG0009196	sp|Q69ZB0|LRCC1_MOUSE	tr|F1MZ78|F1MZ78_BOVIN
OG0009197	sp|Q8VHN7|AGRV1_MOUSE	tr|F1N0A6|F1N0A6_BOVIN
OG0009198	tr|Q8VGJ1|Q8VGJ1_MOUSE	tr|F1N1L3|F1N1L3_BOVIN
OG0009199	sp|Q9CQF9|PCYOX_MOUSE	sp|F1N2K1|PCYOX_BOVIN
OG0009200	sp|P55066|NCAN_MOUSE	tr|F1N2Y8|F1N2Y8_BOVIN
OG0009201	sp|Q9ERS7|ILRL2_MOUSE	tr|F1N3K3|F1N3K3_BOVIN
OG0009202	sp|Q8VD72|TTC8_MOUSE	tr|F1N4X0|F1N4X0_BOVIN
OG0009203	sp|Q9D4Y8|TM269_MOUSE	tr|F6QA12|F6QA12_BOVIN
OG0009204	sp|Q64387|PNOC_MOUSE	sp|O62647|PNOC_BOVIN
OG0009205	sp|P01216|GLHA_MOUSE	sp|P01217|GLHA_BOVIN
OG0009206	sp|Q9CZC8|SCRN1_MOUSE	sp|P83939|SCRN1_BOVIN
OG0009207	sp|Q9EQ28|DPOD3_MOUSE	sp|P84798|DPOD3_BOVIN
OG0009208	sp|P97441|ZNT3_MOUSE	sp|Q08E25|ZNT3_BOVIN
OG0009209	sp|Q8BS40|CPTP_MOUSE	sp|Q0VCQ0|CPTP_BOVIN
OG0009210	sp|Q9CR20|IR3IP_MOUSE	sp|Q1JQC2|IR3IP_BOVIN
OG0009211	sp|O35969|GAMT_MOUSE	sp|Q2TBQ3|GAMT_BOVIN
OG0009212	sp|Q9R1P4|PSA1_MOUSE	sp|Q3T0X5|PSA1_BOVIN
OG0009213	sp|Q68FE2|ATG9A_MOUSE	sp|Q3T904|ATG9A_BOVIN
OG0009214	sp|Q5SZ99|TRI38_MOUSE	sp|Q58DK8|TRI38_BOVIN
OG0009215	sp|Q8BHL7|C42S1_MOUSE	sp|Q5BIS3|C42S1_BOVIN
OG0009216	sp|Q80YF6|UPK3B_MOUSE	sp|Q864V4|UPK3B_BOVIN
OG0009217	sp|Q8VHS6|ASB15_MOUSE	sp|Q8HXA6|ASB15_BOVIN
OG0009218	sp|O09009|RFNG_MOUSE	tr|A0A3Q1LLC3|A0A3Q1LLC3_BOVIN
OG0009219	tr|Q5R1A3|Q5R1A3_MOUSE	tr|A0A3Q1LUX5|A0A3Q1LUX5_BOVIN
OG0009220	sp|Q9JHH9|COPZ2_MOUSE	tr|A0A3Q1LYE2|A0A3Q1LYE2_BOVIN
OG0009221	sp|Q9Z0M5|LICH_MOUSE	tr|A0A3Q1M1X5|A0A3Q1M1X5_BOVIN
OG0009222	sp|Q9EQF4|JUNO_MOUSE	tr|A0A3Q1M4M1|A0A3Q1M4M1_BOVIN
OG0009224	sp|P12660|PCP2_MOUSE	tr|A0A3Q1MHH8|A0A3Q1MHH8_BOVIN
OG0009225	sp|Q810K3|SGPP2_MOUSE	tr|A0A3Q1N0W7|A0A3Q1N0W7_BOVIN
