Orthogroup	Mus_musculus	Capra_hircus
OG0008146	sp|Q6WBX7|RAD9B_MOUSE	tr|A0A452ETE1|A0A452ETE1_CAPHI
OG0008147	sp|Q8BHT6|B3GLT_MOUSE	tr|A0A452EUN7|A0A452EUN7_CAPHI
OG0008148	sp|Q3U3N6|AP4AT_MOUSE	tr|A0A452EXV5|A0A452EXV5_CAPHI
OG0008149	sp|Q8C7V3|UTP15_MOUSE	tr|A0A452EXY2|A0A452EXY2_CAPHI
OG0008150	sp|Q91W89|MA2C1_MOUSE	tr|A0A452EZP1|A0A452EZP1_CAPHI
OG0008151	sp|P41251|NRAM1_MOUSE	tr|A0A452F070|A0A452F070_CAPHI
OG0008152	sp|Q9Z1J2|NEK4_MOUSE	tr|A0A452F0Q7|A0A452F0Q7_CAPHI
OG0008153	sp|Q9CWH6|PSMA8_MOUSE	tr|A0A452F7M5|A0A452F7M5_CAPHI
OG0008154	sp|Q811B3|ATS12_MOUSE	tr|A0A452FEI8|A0A452FEI8_CAPHI
OG0008155	sp|P42228|STAT4_MOUSE	tr|A0A452FFW5|A0A452FFW5_CAPHI
OG0008156	sp|Q02591|GSC_MOUSE	tr|A0A452FMK4|A0A452FMK4_CAPHI
OG0008157	sp|Q99LG4|TTC5_MOUSE	tr|A0A452FNI5|A0A452FNI5_CAPHI
OG0008158	tr|Q9D3V8|Q9D3V8_MOUSE	tr|A0A452FQW6|A0A452FQW6_CAPHI
OG0008159	sp|Q8C3X2|CC90B_MOUSE	tr|A0A452FRW3|A0A452FRW3_CAPHI
OG0008160	sp|Q8BFQ2|T229B_MOUSE	tr|A0A452FUE5|A0A452FUE5_CAPHI
OG0008161	sp|P97350|PKP1_MOUSE	tr|A0A452FUQ9|A0A452FUQ9_CAPHI
OG0008162	sp|Q99PM9|UCK2_MOUSE	tr|A0A452FUW7|A0A452FUW7_CAPHI
OG0008163	sp|Q6R2P8|NEIL2_MOUSE	tr|A0A452FZM0|A0A452FZM0_CAPHI
OG0008164	sp|Q8C850|SCAR3_MOUSE	tr|A0A452G1T9|A0A452G1T9_CAPHI
OG0008165	sp|Q925Q3|NCLX_MOUSE	tr|A0A452G396|A0A452G396_CAPHI
OG0008166	sp|P18581|CTR2_MOUSE	tr|A0A452G3V3|A0A452G3V3_CAPHI
OG0008167	sp|Q62005|ZP1_MOUSE	tr|A0A452G6T5|A0A452G6T5_CAPHI
OG0008168	sp|P27773|PDIA3_MOUSE	tr|D3K382|D3K382_CAPHI
OG0008169	sp|P11440|CDK1_MOUSE	tr|A0A452DKZ2|A0A452DKZ2_CAPHI
OG0008170	tr|A0A2I3BQG2|A0A2I3BQG2_MOUSE	tr|A0A452DLW4|A0A452DLW4_CAPHI
OG0008171	sp|P11985|DYLT2_MOUSE	tr|A0A452DQJ7|A0A452DQJ7_CAPHI
OG0008172	sp|Q8K1H1|TDRD7_MOUSE	tr|A0A452DR50|A0A452DR50_CAPHI
OG0008173	sp|Q65Z93|YPEL4_MOUSE	tr|A0A452DRJ5|A0A452DRJ5_CAPHI
OG0008174	sp|Q8VHV1|BAALC_MOUSE	tr|A0A452DTL9|A0A452DTL9_CAPHI
OG0008175	sp|Q3UX62|ODAD1_MOUSE	tr|A0A452DV55|A0A452DV55_CAPHI
OG0008176	sp|Q9CR41|HYPK_MOUSE	tr|A0A452DV61|A0A452DV61_CAPHI
OG0008177	sp|Q8K592|AMHR2_MOUSE	tr|A0A452DVH4|A0A452DVH4_CAPHI
OG0008178	sp|Q00560|IL6RB_MOUSE	tr|A0A452DVJ9|A0A452DVJ9_CAPHI
OG0008179	sp|Q8BVG4|DPP9_MOUSE	tr|A0A452DVS6|A0A452DVS6_CAPHI
OG0008180	sp|Q9D658|TP4A3_MOUSE	tr|A0A452DY96|A0A452DY96_CAPHI
OG0008181	sp|Q3THE2|ML12B_MOUSE	tr|A0A452E0H4|A0A452E0H4_CAPHI
OG0008182	sp|Q9Z222|B3GN2_MOUSE	tr|A0A452E0I4|A0A452E0I4_CAPHI
OG0008183	sp|Q8VHI7|DRC2_MOUSE	tr|A0A452E0R5|A0A452E0R5_CAPHI
OG0008184	sp|Q9CQL4|RM20_MOUSE	tr|A0A452E498|A0A452E498_CAPHI
OG0008185	sp|A2RT91|ANKAR_MOUSE	tr|A0A452E4M9|A0A452E4M9_CAPHI
OG0008186	sp|Q8R4L0|SLAP2_MOUSE	tr|A0A452E627|A0A452E627_CAPHI
OG0008187	sp|Q7TPS5|C2CD5_MOUSE	tr|A0A452E6D9|A0A452E6D9_CAPHI
OG0008188	sp|P49194|RET3_MOUSE	tr|A0A452E8T9|A0A452E8T9_CAPHI
OG0008189	tr|G5E8Z3|G5E8Z3_MOUSE	tr|A0A452E907|A0A452E907_CAPHI
OG0008190	sp|Q924S7|SPRE2_MOUSE	tr|A0A452EF56|A0A452EF56_CAPHI
OG0008191	sp|Q9DA42|CT085_MOUSE	tr|A0A452EJ77|A0A452EJ77_CAPHI
OG0008192	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A452EK80|A0A452EK80_CAPHI
OG0008193	sp|Q9CWQ8|CAST1_MOUSE	tr|A0A452EKE0|A0A452EKE0_CAPHI
OG0008194	sp|E9Q394|AKP13_MOUSE	tr|A0A452EL38|A0A452EL38_CAPHI
OG0008195	sp|Q6GQT0|CC14A_MOUSE	tr|A0A452EMB2|A0A452EMB2_CAPHI
OG0008196	sp|Q3UQV5|KBTB8_MOUSE	tr|A0A452EMW1|A0A452EMW1_CAPHI
OG0008197	sp|Q497L8|S22AG_MOUSE	tr|A0A452EMX0|A0A452EMX0_CAPHI
OG0008198	sp|Q9EPR4|S23A2_MOUSE	tr|A0A452ENZ0|A0A452ENZ0_CAPHI
OG0008199	sp|Q61194|P3C2A_MOUSE	tr|A0A452ENZ1|A0A452ENZ1_CAPHI
OG0008200	sp|Q9DAA6|EXOS1_MOUSE	tr|A0A452EPR5|A0A452EPR5_CAPHI
OG0008201	sp|Q9Z315|SNUT1_MOUSE	tr|A0A452EV95|A0A452EV95_CAPHI
OG0008202	sp|Q99J87|DHX58_MOUSE	tr|A0A452EY20|A0A452EY20_CAPHI
OG0008203	sp|Q91V37|VATO_MOUSE	tr|A0A452EZI8|A0A452EZI8_CAPHI
OG0008204	sp|P42866|OPRM_MOUSE	tr|A0A452F021|A0A452F021_CAPHI
OG0008205	sp|Q91WN4|KMO_MOUSE	tr|A0A452F4E9|A0A452F4E9_CAPHI
OG0008206	tr|E9PWQ3|E9PWQ3_MOUSE	tr|A0A452F573|A0A452F573_CAPHI
OG0008207	sp|Q9D9G2|PEBP4_MOUSE	tr|A0A452F720|A0A452F720_CAPHI
OG0008208	sp|Q7TQE7|MACA2_MOUSE	tr|A0A452F7E5|A0A452F7E5_CAPHI
OG0008209	sp|Q7TPY9|LDOC1_MOUSE	tr|A0A452F8V2|A0A452F8V2_CAPHI
OG0008210	sp|P15314|IRF1_MOUSE	tr|A0A452FBG6|A0A452FBG6_CAPHI
OG0008211	sp|Q9CY21|BUD23_MOUSE	tr|A0A452FD58|A0A452FD58_CAPHI
OG0008212	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A452FDJ7|A0A452FDJ7_CAPHI
OG0008213	sp|P70325|TBX4_MOUSE	tr|A0A452FF81|A0A452FF81_CAPHI
OG0008214	sp|Q8C0D0|TRUB1_MOUSE	tr|A0A452FGD3|A0A452FGD3_CAPHI
OG0008215	sp|D3YWE6|MN1_MOUSE	tr|A0A452FGG2|A0A452FGG2_CAPHI
OG0008216	sp|P97504|BMX_MOUSE	tr|A0A452FGM3|A0A452FGM3_CAPHI
OG0008217	sp|P30548|NK1R_MOUSE	tr|A0A452FIZ1|A0A452FIZ1_CAPHI
OG0008218	sp|Q91YT2|RN185_MOUSE	tr|A0A452FJF2|A0A452FJF2_CAPHI
OG0008219	sp|Q9JKD8|TBX21_MOUSE	tr|A0A452FKU5|A0A452FKU5_CAPHI
OG0008220	tr|D3Z6E3|D3Z6E3_MOUSE	tr|A0A452FNA5|A0A452FNA5_CAPHI
OG0008221	sp|Q9CQ92|FIS1_MOUSE	tr|A0A452FNI4|A0A452FNI4_CAPHI
OG0008222	sp|P61372|ISL1_MOUSE	tr|A0A452FNW4|A0A452FNW4_CAPHI
OG0008223	sp|Q8BGS7|CEPT1_MOUSE	tr|A0A452FQS7|A0A452FQS7_CAPHI
OG0008224	sp|P28357|HXD9_MOUSE	tr|A0A452FS96|A0A452FS96_CAPHI
OG0008225	sp|Q9D5V5|CUL5_MOUSE	tr|A0A452FUS4|A0A452FUS4_CAPHI
OG0008226	sp|Q61043|NIN_MOUSE	tr|A0A452FY51|A0A452FY51_CAPHI
OG0008227	sp|Q9Z1T2|TSP4_MOUSE	tr|A0A452FYF5|A0A452FYF5_CAPHI
OG0008228	sp|Q60696|PMEL_MOUSE	tr|A0A452G025|A0A452G025_CAPHI
OG0008229	sp|Q9ET54|PALLD_MOUSE	tr|A0A452G6Q2|A0A452G6Q2_CAPHI
OG0008230	sp|P46096|SYT1_MOUSE	tr|A0A452GAR9|A0A452GAR9_CAPHI
OG0008231	sp|O55022|PGRC1_MOUSE	tr|A0A452DL24|A0A452DL24_CAPHI
OG0008232	sp|P43021|NODAL_MOUSE	tr|A0A452DL50|A0A452DL50_CAPHI
OG0008233	sp|Q8BH01|TMCO3_MOUSE	tr|A0A452DLI0|A0A452DLI0_CAPHI
OG0008234	tr|E9PYF7|E9PYF7_MOUSE	tr|A0A452DN17|A0A452DN17_CAPHI
OG0008235	sp|Q8CGK3|LONM_MOUSE	tr|A0A452DPV7|A0A452DPV7_CAPHI
OG0008236	sp|Q9CQC5|BORG2_MOUSE	tr|A0A452DQJ6|A0A452DQJ6_CAPHI
OG0008237	sp|Q9D3V5|FSIP1_MOUSE	tr|A0A452DRI2|A0A452DRI2_CAPHI
OG0008238	tr|E9PWW6|E9PWW6_MOUSE	tr|A0A452DSR7|A0A452DSR7_CAPHI
OG0008239	sp|Q8R086|SUOX_MOUSE	tr|A0A452DT93|A0A452DT93_CAPHI
OG0008240	sp|Q9CPS8|SMAKA_MOUSE	tr|A0A452DXA3|A0A452DXA3_CAPHI
OG0008241	sp|Q99LC9|PEX6_MOUSE	tr|A0A452DZ77|A0A452DZ77_CAPHI
OG0008242	sp|Q9CR92|CCD96_MOUSE	tr|A0A452E206|A0A452E206_CAPHI
OG0008243	sp|P97805|FAM3D_MOUSE	tr|A0A452E271|A0A452E271_CAPHI
OG0008244	tr|Q3URQ4|Q3URQ4_MOUSE	tr|A0A452E2H0|A0A452E2H0_CAPHI
OG0008245	sp|Q9JHE4|G3ST1_MOUSE	tr|A0A452E4H9|A0A452E4H9_CAPHI
OG0008246	sp|Q8VE10|NAA40_MOUSE	tr|A0A452E5P7|A0A452E5P7_CAPHI
OG0008247	sp|P62911|RL32_MOUSE	tr|A0A452E6T1|A0A452E6T1_CAPHI
OG0008248	sp|Q9CWH1|ZBT8A_MOUSE	tr|A0A452E7Q7|A0A452E7Q7_CAPHI
OG0008249	sp|P50637|TSPO_MOUSE	tr|A0A452EC57|A0A452EC57_CAPHI
OG0008250	sp|Q24JP3|F178B_MOUSE	tr|A0A452EDP0|A0A452EDP0_CAPHI
OG0008251	sp|Q8BQX5|TMCO6_MOUSE	tr|A0A452EE61|A0A452EE61_CAPHI
OG0008252	sp|Q9DC61|MPPA_MOUSE	tr|A0A452EEL9|A0A452EEL9_CAPHI
OG0008253	sp|Q91Z22|PORIM_MOUSE	tr|A0A452EGF8|A0A452EGF8_CAPHI
OG0008254	sp|Q8BHG9|CGBP1_MOUSE	tr|A0A452EH80|A0A452EH80_CAPHI
OG0008255	sp|Q91X49|MALL_MOUSE	tr|A0A452EHR8|A0A452EHR8_CAPHI
OG0008256	sp|Q6ZPZ3|ZC3H4_MOUSE	tr|A0A452EJI5|A0A452EJI5_CAPHI
OG0008257	sp|Q9JI75|NQO2_MOUSE	tr|A0A452EM66|A0A452EM66_CAPHI
OG0008258	sp|O88544|CSN4_MOUSE	tr|A0A452EN27|A0A452EN27_CAPHI
OG0008259	sp|Q3UNZ8|QORL2_MOUSE	tr|A0A452ENB9|A0A452ENB9_CAPHI
OG0008260	tr|E9Q7M2|E9Q7M2_MOUSE	tr|A0A452EP85|A0A452EP85_CAPHI
OG0008261	sp|Q8K0D5|EFGM_MOUSE	tr|A0A452EPF2|A0A452EPF2_CAPHI
OG0008262	sp|Q3UZA1|CPZIP_MOUSE	tr|A0A452ESH6|A0A452ESH6_CAPHI
OG0008263	sp|E9PYK3|PARP4_MOUSE	tr|A0A452ETB8|A0A452ETB8_CAPHI
OG0008264	sp|O35215|DOPD_MOUSE	tr|A0A452EYI4|A0A452EYI4_CAPHI
OG0008265	sp|Q6JPI3|MD13L_MOUSE	tr|A0A452EZP7|A0A452EZP7_CAPHI
OG0008266	sp|Q9Z1B3|PLCB1_MOUSE	tr|A0A452F3A5|A0A452F3A5_CAPHI
OG0008267	sp|Q5M8M2|ODF3B_MOUSE	tr|A0A452F5H6|A0A452F5H6_CAPHI
OG0008268	sp|O35387|HAX1_MOUSE	tr|A0A452F9L7|A0A452F9L7_CAPHI
OG0008269	sp|Q8C2A2|SEN54_MOUSE	tr|A0A452FBL3|A0A452FBL3_CAPHI
OG0008270	sp|Q9JHL0|NTAL_MOUSE	tr|A0A452FC95|A0A452FC95_CAPHI
OG0008271	sp|Q3ZT31|SNX25_MOUSE	tr|A0A452FD42|A0A452FD42_CAPHI
OG0008272	sp|Q5SYH2|TM199_MOUSE	tr|A0A452FE49|A0A452FE49_CAPHI
OG0008273	sp|Q8QZV0|DEDD2_MOUSE	tr|A0A452FFA9|A0A452FFA9_CAPHI
OG0008274	sp|Q8BGI7|LRC39_MOUSE	tr|A0A452FI07|A0A452FI07_CAPHI
OG0008275	sp|O54991|CNTP1_MOUSE	tr|A0A452FKN7|A0A452FKN7_CAPHI
OG0008276	sp|Q9DCA2|RT11_MOUSE	tr|A0A452FKV0|A0A452FKV0_CAPHI
OG0008277	sp|P70120|HES5_MOUSE	tr|A0A452FLV5|A0A452FLV5_CAPHI
OG0008278	sp|Q9ESJ4|SPN90_MOUSE	tr|A0A452FMF5|A0A452FMF5_CAPHI
OG0008279	sp|Q3UEG6|AGT2_MOUSE	tr|A0A452FMQ3|A0A452FMQ3_CAPHI
OG0008280	sp|Q8C754|VPS52_MOUSE	tr|A0A452FTT3|A0A452FTT3_CAPHI
OG0008281	sp|Q4PZA2|ECE1_MOUSE	tr|A0A452FVX2|A0A452FVX2_CAPHI
OG0008282	sp|Q570Y9|DPTOR_MOUSE	tr|A0A452FVY1|A0A452FVY1_CAPHI
OG0008283	sp|Q9Z2B3|RGR_MOUSE	tr|A0A452FZB3|A0A452FZB3_CAPHI
OG0008284	sp|O54839|EOMES_MOUSE	tr|A0A452FZG8|A0A452FZG8_CAPHI
OG0008285	sp|Q8VHA6|ASB18_MOUSE	tr|A0A452FZN4|A0A452FZN4_CAPHI
OG0008286	sp|Q99LC2|CSTF1_MOUSE	tr|A0A452FZY9|A0A452FZY9_CAPHI
OG0008287	sp|Q3UI43|BABA1_MOUSE	tr|A0A452G0F2|A0A452G0F2_CAPHI
OG0008288	sp|Q9D0B0|SRSF9_MOUSE	tr|A0A452G231|A0A452G231_CAPHI
OG0008290	sp|Q8BNX7|NRAC_MOUSE	tr|A0A452G5I3|A0A452G5I3_CAPHI
OG0008291	sp|Q91X21|K2013_MOUSE	tr|A0A452G8F0|A0A452G8F0_CAPHI
OG0008292	sp|Q9WVB2|TLE2_MOUSE	tr|A0A452G9U5|A0A452G9U5_CAPHI
OG0008293	sp|Q9DBX3|SUSD2_MOUSE	tr|A0A452DKS0|A0A452DKS0_CAPHI
OG0008294	sp|Q8K0H7|S45A3_MOUSE	tr|A0A452DM57|A0A452DM57_CAPHI
OG0008295	sp|Q8BWA5|KLH31_MOUSE	tr|A0A452DPP4|A0A452DPP4_CAPHI
OG0008296	sp|Q640P7|TBCC1_MOUSE	tr|A0A452DQE0|A0A452DQE0_CAPHI
OG0008297	sp|P28235|CXA4_MOUSE	tr|A0A452DRQ4|A0A452DRQ4_CAPHI
OG0008298	sp|P70669|PHEX_MOUSE	tr|A0A452DU57|A0A452DU57_CAPHI
OG0008299	sp|Q5NC57|F183B_MOUSE	tr|A0A452E3A9|A0A452E3A9_CAPHI
OG0008300	sp|Q9Z2Z6|MCAT_MOUSE	tr|A0A452E3X4|A0A452E3X4_CAPHI
OG0008301	tr|F6R5P4|F6R5P4_MOUSE	tr|A0A452E6V1|A0A452E6V1_CAPHI
OG0008302	sp|Q08943|SSRP1_MOUSE	tr|A0A452E8Q1|A0A452E8Q1_CAPHI
OG0008303	sp|Q9EQ09|OLR1_MOUSE	tr|A0A452E8T2|A0A452E8T2_CAPHI
OG0008304	sp|P22387|EDN1_MOUSE	tr|A0A452E9X3|A0A452E9X3_CAPHI
OG0008305	sp|Q7TN31|AGGF1_MOUSE	tr|A0A452ECU8|A0A452ECU8_CAPHI
OG0008306	sp|Q7TS68|NSUN6_MOUSE	tr|A0A452ED23|A0A452ED23_CAPHI
OG0008307	sp|Q61739|ITA6_MOUSE	tr|A0A452EEG8|A0A452EEG8_CAPHI
OG0008308	sp|O08716|FABP9_MOUSE	tr|A0A452EIY5|A0A452EIY5_CAPHI
OG0008309	sp|Q80WV7|SRRM3_MOUSE	tr|A0A452EJA7|A0A452EJA7_CAPHI
OG0008310	sp|Q3UM18|LSG1_MOUSE	tr|A0A452ESB2|A0A452ESB2_CAPHI
OG0008311	sp|Q9D924|ISCA1_MOUSE	tr|A0A452ESP4|A0A452ESP4_CAPHI
OG0008312	sp|Q3UQ28|PXDN_MOUSE	tr|A0A452EU62|A0A452EU62_CAPHI
OG0008313	sp|Q91WT4|DJC17_MOUSE	tr|A0A452EVF4|A0A452EVF4_CAPHI
OG0008314	sp|Q8BPZ8|ABRX1_MOUSE	tr|A0A452EWB2|A0A452EWB2_CAPHI
OG0008315	sp|Q6DI86|FAKD1_MOUSE	tr|A0A452EWT5|A0A452EWT5_CAPHI
OG0008316	sp|Q8BS95|GPHR_MOUSE	tr|A0A452F2I3|A0A452F2I3_CAPHI
OG0008317	sp|Q80UJ1|S22AK_MOUSE	tr|A0A452F589|A0A452F589_CAPHI
OG0008318	sp|Q91ZP3|LPIN1_MOUSE	tr|A0A452F5C7|A0A452F5C7_CAPHI
OG0008319	sp|Q9QZ26|KCNE5_MOUSE	tr|A0A452F5L9|A0A452F5L9_CAPHI
OG0008320	sp|B2RXB0|GAR1A_MOUSE	tr|A0A452F689|A0A452F689_CAPHI
OG0008321	sp|Q8BHG1|NRDC_MOUSE	tr|A0A452F6B6|A0A452F6B6_CAPHI
OG0008322	sp|Q7TQJ1|MALD1_MOUSE	tr|A0A452F918|A0A452F918_CAPHI
OG0008323	sp|Q8BHD0|RB39A_MOUSE	tr|A0A452FBJ6|A0A452FBJ6_CAPHI
OG0008324	sp|Q18PI6|SLAF5_MOUSE	tr|A0A452FC81|A0A452FC81_CAPHI
OG0008325	sp|Q9JK38|GNA1_MOUSE	tr|A0A452FFF1|A0A452FFF1_CAPHI
OG0008326	sp|Q99K90|TAB2_MOUSE	tr|A0A452FH36|A0A452FH36_CAPHI
OG0008327	sp|Q3TPX4|EXOC5_MOUSE	tr|A0A452FIZ8|A0A452FIZ8_CAPHI
OG0008328	sp|Q497N7|CF201_MOUSE	tr|A0A452FJN5|A0A452FJN5_CAPHI
OG0008329	sp|Q8BSE0|RMD2_MOUSE	tr|A0A452FLF1|A0A452FLF1_CAPHI
OG0008330	sp|Q99KL7|RAB28_MOUSE	tr|A0A452FMY8|A0A452FMY8_CAPHI
OG0008331	sp|Q3U3V8|XRRA1_MOUSE	tr|A0A452FN31|A0A452FN31_CAPHI
OG0008332	sp|Q8CHY6|P66A_MOUSE	tr|A0A452FNJ5|A0A452FNJ5_CAPHI
OG0008333	sp|O35486|CRYGS_MOUSE	tr|A0A452FNS3|A0A452FNS3_CAPHI
OG0008334	sp|Q0II04|NEBL_MOUSE	tr|A0A452FUR2|A0A452FUR2_CAPHI
OG0008335	tr|Q8VGY8|Q8VGY8_MOUSE	tr|A0A452FV34|A0A452FV34_CAPHI
OG0008336	sp|P08249|MDHM_MOUSE	tr|A0A452FXX0|A0A452FXX0_CAPHI
OG0008337	sp|P05201|AATC_MOUSE	tr|A0A452FY52|A0A452FY52_CAPHI
OG0008338	sp|P53798|FDFT_MOUSE	tr|A0A452FYC7|A0A452FYC7_CAPHI
OG0008339	sp|P62322|LSM5_MOUSE	tr|A0A452FYD5|A0A452FYD5_CAPHI
OG0008340	sp|Q9D563|TM114_MOUSE	tr|A0A452FZY1|A0A452FZY1_CAPHI
OG0008341	sp|O55106|STRN_MOUSE	tr|A0A452G098|A0A452G098_CAPHI
OG0008342	sp|Q8K2C7|OS9_MOUSE	tr|A0A452G0B8|A0A452G0B8_CAPHI
OG0008343	sp|Q5SVD0|RFLB_MOUSE	tr|A0A452G8J6|A0A452G8J6_CAPHI
OG0008344	sp|Q9JIK9|RT34_MOUSE	tr|A0A452GA62|A0A452GA62_CAPHI
OG0008345	sp|Q5SSZ5|TENS3_MOUSE	tr|A0A452GB96|A0A452GB96_CAPHI
OG0008346	sp|Q3UK37|TEDC1_MOUSE	tr|A0A452DKN7|A0A452DKN7_CAPHI
OG0008347	sp|A2AEY4|MA7D3_MOUSE	tr|A0A452DL01|A0A452DL01_CAPHI
OG0008348	sp|Q61521|EREG_MOUSE	tr|A0A452DLR7|A0A452DLR7_CAPHI
OG0008349	sp|Q3TPE9|ANKY2_MOUSE	tr|A0A452DN82|A0A452DN82_CAPHI
OG0008350	sp|Q924W7|DEN2B_MOUSE	tr|A0A452DPX8|A0A452DPX8_CAPHI
OG0008351	sp|P52432|RPAC1_MOUSE	tr|A0A452DQQ3|A0A452DQQ3_CAPHI
OG0008352	tr|A2A5F7|A2A5F7_MOUSE	tr|A0A452DQZ2|A0A452DQZ2_CAPHI
OG0008354	sp|Q8K3C0|RNK_MOUSE	tr|A0A452E0G1|A0A452E0G1_CAPHI
OG0008355	sp|Q9D413|SH2D6_MOUSE	tr|A0A452E0N4|A0A452E0N4_CAPHI
OG0008356	sp|P70399|TP53B_MOUSE	tr|A0A452E2Y2|A0A452E2Y2_CAPHI
OG0008357	sp|Q9D8Z2|TRIA1_MOUSE	tr|A0A452E602|A0A452E602_CAPHI
OG0008358	sp|P70436|DLX4_MOUSE	tr|A0A452E643|A0A452E643_CAPHI
OG0008359	sp|A2ANX9|ZN711_MOUSE	tr|A0A452E826|A0A452E826_CAPHI
OG0008360	sp|Q8C633|CABS1_MOUSE	tr|A0A452EE04|A0A452EE04_CAPHI
OG0008361	sp|Q6TCG8|PAQR3_MOUSE	tr|A0A452EFD4|A0A452EFD4_CAPHI
OG0008362	tr|Q8CDT5|Q8CDT5_MOUSE	tr|A0A452EIN3|A0A452EIN3_CAPHI
OG0008363	sp|Q9D2I5|ARMC9_MOUSE	tr|A0A452EIU4|A0A452EIU4_CAPHI
OG0008364	sp|O70624|MYOC_MOUSE	tr|A0A452EJD6|A0A452EJD6_CAPHI
OG0008365	sp|Q9D0Y8|RM52_MOUSE	tr|A0A452EJH2|A0A452EJH2_CAPHI
OG0008366	sp|Q8CFK2|TF3B_MOUSE	tr|A0A452EKK5|A0A452EKK5_CAPHI
OG0008367	sp|Q8BXX2|ZBT49_MOUSE	tr|A0A452ENY0|A0A452ENY0_CAPHI
OG0008368	sp|E9Q7X6|HEG1_MOUSE	tr|A0A452ENY6|A0A452ENY6_CAPHI
OG0008369	sp|P97799|NRSN1_MOUSE	tr|A0A452EPJ4|A0A452EPJ4_CAPHI
OG0008370	sp|Q9D263|SPIT4_MOUSE	tr|A0A452ERE8|A0A452ERE8_CAPHI
OG0008371	sp|Q80TT2|BAIP3_MOUSE	tr|A0A452ET02|A0A452ET02_CAPHI
OG0008372	sp|Q91YN9|BAG2_MOUSE	tr|A0A452EWT9|A0A452EWT9_CAPHI
OG0008373	sp|Q9D1B9|RM28_MOUSE	tr|A0A452EXU6|A0A452EXU6_CAPHI
OG0008374	sp|Q99LB7|SARDH_MOUSE	tr|A0A452EYG7|A0A452EYG7_CAPHI
OG0008375	sp|P14106|C1QB_MOUSE	tr|A0A452F004|A0A452F004_CAPHI
OG0008376	sp|Q9QXD8|LIMD1_MOUSE	tr|A0A452F0Y1|A0A452F0Y1_CAPHI
OG0008377	sp|Q8BFU1|S39A9_MOUSE	tr|A0A452F2E2|A0A452F2E2_CAPHI
OG0008378	sp|P59328|WDHD1_MOUSE	tr|A0A452F384|A0A452F384_CAPHI
OG0008379	sp|Q3TVW5|TCHP_MOUSE	tr|A0A452F4F8|A0A452F4F8_CAPHI
OG0008380	sp|Q9DAN1|PDILT_MOUSE	tr|A0A452F5G4|A0A452F5G4_CAPHI
OG0008381	sp|Q8BGS3|ZKSC1_MOUSE	tr|A0A452F9W1|A0A452F9W1_CAPHI
OG0008382	sp|Q8CB65|NEMP2_MOUSE	tr|A0A452F9X5|A0A452F9X5_CAPHI
OG0008383	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A452FBK3|A0A452FBK3_CAPHI
OG0008384	sp|G5E897|PLGT3_MOUSE	tr|A0A452FHJ0|A0A452FHJ0_CAPHI
OG0008385	tr|B2RXA7|B2RXA7_MOUSE	tr|A0A452FHQ9|A0A452FHQ9_CAPHI
OG0008386	sp|Q9DA39|LFG4_MOUSE	tr|A0A452FHZ4|A0A452FHZ4_CAPHI
OG0008387	sp|Q91YL2|RN126_MOUSE	tr|A0A452FIK1|A0A452FIK1_CAPHI
OG0008388	sp|Q9DBT9|M2GD_MOUSE	tr|A0A452FLU6|A0A452FLU6_CAPHI
OG0008389	sp|O55040|NMUR1_MOUSE	tr|A0A452FND7|A0A452FND7_CAPHI
OG0008390	tr|D3YW29|D3YW29_MOUSE	tr|A0A452FNP0|A0A452FNP0_CAPHI
OG0008391	sp|Q8R242|DIAC_MOUSE	tr|A0A452FQR0|A0A452FQR0_CAPHI
OG0008392	sp|Q8VDI1|ESIP1_MOUSE	tr|A0A452FTU2|A0A452FTU2_CAPHI
OG0008393	sp|Q6TYB5|FEZ2_MOUSE	tr|A0A452FTU4|A0A452FTU4_CAPHI
OG0008394	sp|P32240|PE2R4_MOUSE	tr|A0A452FVK8|A0A452FVK8_CAPHI
OG0008395	sp|Q8VI56|LRP4_MOUSE	tr|A0A452FZK5|A0A452FZK5_CAPHI
OG0008396	sp|Q91VM4|SPNS2_MOUSE	tr|A0A452G0V3|A0A452G0V3_CAPHI
OG0008397	sp|Q6RFH4|GCSAM_MOUSE	tr|A0A452G196|A0A452G196_CAPHI
OG0008398	sp|P27782|LEF1_MOUSE	tr|A0A452G1W4|A0A452G1W4_CAPHI
OG0008399	sp|Q8BYZ1|ABI3_MOUSE	tr|A0A452G422|A0A452G422_CAPHI
OG0008400	sp|Q5RJY2|G2E3_MOUSE	tr|A0A452G4P2|A0A452G4P2_CAPHI
OG0008401	sp|Q9WUX5|IRAG1_MOUSE	tr|A0A452G4V4|A0A452G4V4_CAPHI
OG0008402	sp|Q80YA3|DDHD1_MOUSE	tr|A0A452G544|A0A452G544_CAPHI
OG0008403	sp|Q99MZ7|PECR_MOUSE	tr|A0A452G5B2|A0A452G5B2_CAPHI
OG0008404	sp|Q8CAQ8|MIC60_MOUSE	tr|A0A452G707|A0A452G707_CAPHI
OG0008405	sp|Q99L88|SNTB1_MOUSE	tr|A0A452G859|A0A452G859_CAPHI
OG0008406	sp|Q3UUV5|SKAP1_MOUSE	tr|A0A452G9X2|A0A452G9X2_CAPHI
OG0008407	tr|Q8VG23|Q8VG23_MOUSE	tr|A0A452DMG7|A0A452DMG7_CAPHI
