Orthogroup	Mus_musculus	Mesocricetus_auratus
OG0006323	sp|O08795|GLU2B_MOUSE	tr|A0A1U7QQ80|A0A1U7QQ80_MESAU
OG0006324	sp|Q99LQ4|SVBP_MOUSE	tr|A0A1U7QQG7|A0A1U7QQG7_MESAU
OG0006325	sp|Q9CQY9|NDUC1_MOUSE	tr|A0A1U7QR86|A0A1U7QR86_MESAU
OG0006326	sp|Q1RNF8|SAM11_MOUSE	tr|A0A1U7QRL3|A0A1U7QRL3_MESAU
OG0006327	tr|E9PWI5|E9PWI5_MOUSE	tr|A0A1U7QT05|A0A1U7QT05_MESAU
OG0006328	sp|P62984|RL40_MOUSE	tr|A0A1U7QT71|A0A1U7QT71_MESAU
OG0006329	sp|Q9QY24|ZBP1_MOUSE	tr|A0A1U7QTY6|A0A1U7QTY6_MESAU
OG0006330	sp|Q3URE9|LIGO2_MOUSE	tr|A0A1U7QTY7|A0A1U7QTY7_MESAU
OG0006331	sp|Q80TZ3|AUXI_MOUSE	tr|A0A1U7QV56|A0A1U7QV56_MESAU
OG0006332	sp|O70355|BTNL2_MOUSE	tr|A0A1U7QVI5|A0A1U7QVI5_MESAU
OG0006333	tr|E9PY03|E9PY03_MOUSE	tr|A0A1U7QX84|A0A1U7QX84_MESAU
OG0006334	sp|Q6IE21|OTU6A_MOUSE	tr|A0A1U7QXI0|A0A1U7QXI0_MESAU
OG0006335	sp|Q9QZM9|FBX16_MOUSE	tr|A0A1U7QXR6|A0A1U7QXR6_MESAU
OG0006336	tr|Q9D9G7|Q9D9G7_MOUSE	tr|A0A1U7R0I1|A0A1U7R0I1_MESAU
OG0006337	sp|Q9JK97|KCNQ4_MOUSE	tr|A0A1U7R1Q5|A0A1U7R1Q5_MESAU
OG0006338	sp|Q91V09|WDR13_MOUSE	tr|A0A1U7R3Q9|A0A1U7R3Q9_MESAU
OG0006339	sp|Q9QXA6|BAT1_MOUSE	tr|A0A1U7R687|A0A1U7R687_MESAU
OG0006340	sp|Q3UP38|EFC4B_MOUSE	tr|A0A1U7R9P8|A0A1U7R9P8_MESAU
OG0006341	sp|P51855|GSHB_MOUSE	tr|A0A1U7RD56|A0A1U7RD56_MESAU
OG0006342	sp|Q80TY0|FNBP1_MOUSE	tr|A0A1U7REI3|A0A1U7REI3_MESAU
OG0006343	sp|Q0VBF2|TM52B_MOUSE	tr|A0A1U7RH20|A0A1U7RH20_MESAU
OG0006344	sp|Q765H6|MGT5B_MOUSE	tr|A0A1U8BS43|A0A1U8BS43_MESAU
OG0006345	sp|Q80UC6|GPR62_MOUSE	tr|A0A1U8C242|A0A1U8C242_MESAU
OG0006346	sp|Q9D0M2|CDCA7_MOUSE	tr|A0A1U8C2Z4|A0A1U8C2Z4_MESAU
OG0006347	sp|A2A7S8|K1522_MOUSE	tr|A0A1U8C890|A0A1U8C890_MESAU
OG0006348	sp|Q9CQB2|MCRI2_MOUSE	tr|A0A1U8CC90|A0A1U8CC90_MESAU
OG0006349	sp|Q3TPJ7|MIDN_MOUSE	tr|A0A1U8CG61|A0A1U8CG61_MESAU
OG0006350	sp|Q8BP86|SNPC4_MOUSE	tr|A0A1U8CH44|A0A1U8CH44_MESAU
OG0006351	sp|Q6JPI3|MD13L_MOUSE	tr|A0A1U8CHU3|A0A1U8CHU3_MESAU
OG0006352	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A1U8CKP9|A0A1U8CKP9_MESAU
OG0006353	sp|Q810N9|CC172_MOUSE	tr|A0A1U8CL25|A0A1U8CL25_MESAU
OG0006354	sp|Q3TX08|TRM1_MOUSE	tr|A0A1U8D1Y3|A0A1U8D1Y3_MESAU
OG0006355	sp|Q8CIE4|PAR10_MOUSE	tr|A0A3Q0CDE4|A0A3Q0CDE4_MESAU
OG0006356	sp|Q8K1T1|LRC25_MOUSE	tr|A0A3Q0CDU0|A0A3Q0CDU0_MESAU
OG0006357	sp|Q9WTX7|FHL5_MOUSE	tr|A0A3Q0CHZ8|A0A3Q0CHZ8_MESAU
OG0006358	sp|Q8BJH1|ZC21A_MOUSE	tr|A0A3Q0CK41|A0A3Q0CK41_MESAU
OG0006359	sp|Q920B0|FRM4B_MOUSE	tr|A0A3Q0CTR7|A0A3Q0CTR7_MESAU
OG0006360	sp|Q08509|EPS8_MOUSE	tr|A0A3Q0CWD6|A0A3Q0CWD6_MESAU
OG0006361	sp|Q8CGF1|RHG29_MOUSE	tr|A0A3Q0CXC7|A0A3Q0CXC7_MESAU
OG0006362	sp|Q6XP49|GLIS3_MOUSE	tr|A0A3Q0CYI8|A0A3Q0CYI8_MESAU
OG0006363	sp|Q3UUV5|SKAP1_MOUSE	tr|A0A3Q0CZ83|A0A3Q0CZ83_MESAU
OG0006364	sp|Q9D1X0|NOL3_MOUSE	tr|A0A3Q0CZQ4|A0A3Q0CZQ4_MESAU
OG0006365	sp|Q14B48|ITPI1_MOUSE	tr|A0A3Q0D1D9|A0A3Q0D1D9_MESAU
OG0006366	tr|A0A0N4SUK7|A0A0N4SUK7_MOUSE	tr|A0A3Q0D1G5|A0A3Q0D1G5_MESAU
OG0006367	sp|Q9JLF7|TLR5_MOUSE	tr|A0A3Q0D3Z4|A0A3Q0D3Z4_MESAU
OG0006368	sp|Q8BZ00|SL9A9_MOUSE	tr|A0A3Q0D8D6|A0A3Q0D8D6_MESAU
OG0006369	sp|Q91V27|MELPH_MOUSE	tr|A0A3Q0DB48|A0A3Q0DB48_MESAU
OG0006370	sp|Q11127|FUT4_MOUSE	tr|A0A3Q0DCU7|A0A3Q0DCU7_MESAU
OG0006371	sp|Q8R0C0|RPC7L_MOUSE	tr|A0A3Q0DE84|A0A3Q0DE84_MESAU
OG0006372	sp|Q8CDD8|KCD20_MOUSE	tr|A0A3Q0DGI2|A0A3Q0DGI2_MESAU
OG0006373	sp|Q8BX32|SLX1_MOUSE	tr|A0A1U7Q4H1|A0A1U7Q4H1_MESAU
OG0006374	sp|F8VPY8|OCAT2_MOUSE	tr|A0A1U7Q5A2|A0A1U7Q5A2_MESAU
OG0006375	sp|Q8BKX1|BAIP2_MOUSE	tr|A0A1U7Q5H5|A0A1U7Q5H5_MESAU
OG0006376	sp|D3Z4I3|RBM24_MOUSE	tr|A0A1U7Q750|A0A1U7Q750_MESAU
OG0006377	sp|Q7TQI7|ABTB2_MOUSE	tr|A0A1U7Q784|A0A1U7Q784_MESAU
OG0006378	sp|Q9CQU0|TXD12_MOUSE	tr|A0A1U7Q7V1|A0A1U7Q7V1_MESAU
OG0006379	sp|Q6P549|SHIP2_MOUSE	tr|A0A1U7Q9S4|A0A1U7Q9S4_MESAU
OG0006380	tr|A0A1B0GSZ2|A0A1B0GSZ2_MOUSE	tr|A0A1U7Q9U7|A0A1U7Q9U7_MESAU
OG0006381	sp|Q9D2R6|COA3_MOUSE	tr|A0A1U7QBA9|A0A1U7QBA9_MESAU
OG0006382	sp|Q91WT4|DJC17_MOUSE	tr|A0A1U7QCH3|A0A1U7QCH3_MESAU
OG0006383	sp|P97315|CSRP1_MOUSE	tr|A0A1U7QJB5|A0A1U7QJB5_MESAU
OG0006384	sp|Q9CY45|EFMT1_MOUSE	tr|A0A1U7QJP1|A0A1U7QJP1_MESAU
OG0006385	sp|Q8C0I4|EPC2_MOUSE	tr|A0A1U7QM74|A0A1U7QM74_MESAU
OG0006386	sp|P70396|DLX5_MOUSE	tr|A0A1U7QNW3|A0A1U7QNW3_MESAU
OG0006387	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A1U7QQ83|A0A1U7QQ83_MESAU
OG0006388	sp|Q3UUA0|LHPL7_MOUSE	tr|A0A1U7QR27|A0A1U7QR27_MESAU
OG0006389	sp|Q8C9X6|EPC1_MOUSE	tr|A0A1U7QSM5|A0A1U7QSM5_MESAU
OG0006390	sp|Q3U0X8|TACT_MOUSE	tr|A0A1U7QX01|A0A1U7QX01_MESAU
OG0006391	tr|G3UWF2|G3UWF2_MOUSE	tr|A0A1U7QX36|A0A1U7QX36_MESAU
OG0006392	sp|Q3U3N0|MIER2_MOUSE	tr|A0A1U7R0X9|A0A1U7R0X9_MESAU
OG0006393	sp|P09926|SURF2_MOUSE	tr|A0A1U7R400|A0A1U7R400_MESAU
OG0006394	sp|Q3U186|SYRM_MOUSE	tr|A0A1U7R4G9|A0A1U7R4G9_MESAU
OG0006395	sp|P59328|WDHD1_MOUSE	tr|A0A1U7R4M9|A0A1U7R4M9_MESAU
OG0006396	tr|F6YK91|F6YK91_MOUSE	tr|A0A1U7R4R5|A0A1U7R4R5_MESAU
OG0006397	sp|Q3TWL2|PP4P1_MOUSE	tr|A0A1U7R4T8|A0A1U7R4T8_MESAU
OG0006398	sp|Q8BSM5|GAB3_MOUSE	tr|A0A1U7R4Y4|A0A1U7R4Y4_MESAU
OG0006399	sp|P59470|RPC2_MOUSE	tr|A0A1U7R950|A0A1U7R950_MESAU
OG0006400	sp|Q3V1T4|P3H1_MOUSE	tr|A0A1U7R989|A0A1U7R989_MESAU
OG0006401	sp|Q8C163|EXOG_MOUSE	tr|A0A1U7R9C7|A0A1U7R9C7_MESAU
OG0006402	sp|Q9CYP7|SESN3_MOUSE	tr|A0A1U7R9K4|A0A1U7R9K4_MESAU
OG0006403	sp|Q3TY60|F131B_MOUSE	tr|A0A1U7RAI3|A0A1U7RAI3_MESAU
OG0006404	sp|Q9CPX8|QCR10_MOUSE	tr|A0A1U7RAX7|A0A1U7RAX7_MESAU
OG0006405	tr|J3QN89|J3QN89_MOUSE	tr|A0A1U7RIM4|A0A1U7RIM4_MESAU
OG0006406	sp|Q60953|PML_MOUSE	tr|A0A1U8BML8|A0A1U8BML8_MESAU
OG0006407	sp|P41317|MBL2_MOUSE	tr|A0A1U8BR99|A0A1U8BR99_MESAU
OG0006408	sp|Q91V04|TRAM1_MOUSE	tr|A0A1U8BSX4|A0A1U8BSX4_MESAU
OG0006409	sp|Q922K9|FRK_MOUSE	tr|A0A1U8BYI3|A0A1U8BYI3_MESAU
OG0006410	sp|Q9JHK5|PLEK_MOUSE	tr|A0A1U8C0D5|A0A1U8C0D5_MESAU
OG0006411	sp|Q9CQ26|STABP_MOUSE	tr|A0A1U8C1A3|A0A1U8C1A3_MESAU
OG0006412	sp|Q9DCJ9|NPL_MOUSE	tr|A0A1U8C2B7|A0A1U8C2B7_MESAU
OG0006413	sp|Q9Z1W4|GDF11_MOUSE	tr|A0A1U8CBD4|A0A1U8CBD4_MESAU
OG0006414	sp|A1L0T3|SRB4D_MOUSE	tr|A0A1U8CCR2|A0A1U8CCR2_MESAU
OG0006415	sp|Q9CQE9|FWCH2_MOUSE	tr|A0A1U8CF20|A0A1U8CF20_MESAU
OG0006416	sp|Q6PG16|HJURP_MOUSE	tr|A0A1U8CGE7|A0A1U8CGE7_MESAU
OG0006417	sp|D3Z1U7|TM233_MOUSE	tr|A0A1U8CHR6|A0A1U8CHR6_MESAU
OG0006418	sp|O08811|ERCC2_MOUSE	tr|A0A1U8CYH9|A0A1U8CYH9_MESAU
OG0006419	tr|B2RVA4|B2RVA4_MOUSE	tr|A0A1U8D1X5|A0A1U8D1X5_MESAU
OG0006420	sp|Q04890|SOX12_MOUSE	tr|A0A3Q0C9F2|A0A3Q0C9F2_MESAU
OG0006421	sp|Q91XA8|KLD8A_MOUSE	tr|A0A3Q0CFL0|A0A3Q0CFL0_MESAU
OG0006422	sp|Q80V94|AP4E1_MOUSE	tr|A0A3Q0CHF5|A0A3Q0CHF5_MESAU
OG0006423	tr|Q6NSU2|Q6NSU2_MOUSE	tr|A0A3Q0CI75|A0A3Q0CI75_MESAU
OG0006424	sp|Q8CID3|FA20A_MOUSE	tr|A0A3Q0CJJ4|A0A3Q0CJJ4_MESAU
OG0006425	sp|B2RUJ5|APBA1_MOUSE	tr|A0A3Q0CJX4|A0A3Q0CJX4_MESAU
OG0006426	sp|Q3TAA7|S11IP_MOUSE	tr|A0A3Q0CQQ0|A0A3Q0CQQ0_MESAU
OG0006427	tr|E9PUQ3|E9PUQ3_MOUSE	tr|A0A3Q0CQR7|A0A3Q0CQR7_MESAU
OG0006428	sp|Q91WT9|CBS_MOUSE	tr|A0A3Q0CSX3|A0A3Q0CSX3_MESAU
OG0006429	tr|A0A140LJ24|A0A140LJ24_MOUSE	tr|A0A3Q0CTY7|A0A3Q0CTY7_MESAU
OG0006430	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A3Q0CUR9|A0A3Q0CUR9_MESAU
OG0006431	sp|P19258|MPV17_MOUSE	tr|A0A3Q0CXE5|A0A3Q0CXE5_MESAU
OG0006432	sp|Q8BJ34|MARF1_MOUSE	tr|A0A3Q0CXW9|A0A3Q0CXW9_MESAU
OG0006433	sp|O55033|NCK2_MOUSE	tr|A0A3Q0CYQ9|A0A3Q0CYQ9_MESAU
OG0006434	sp|Q91W50|CSDE1_MOUSE	tr|A0A3Q0D159|A0A3Q0D159_MESAU
OG0006435	sp|Q8BHA3|DTD2_MOUSE	tr|A0A3Q0D1M0|A0A3Q0D1M0_MESAU
OG0006436	sp|Q8R314|S35F5_MOUSE	tr|A0A3Q0D708|A0A3Q0D708_MESAU
OG0006437	sp|Q6P5F6|S39AA_MOUSE	tr|A0A3Q0D885|A0A3Q0D885_MESAU
OG0006438	sp|Q8BWA8|ARHGJ_MOUSE	tr|A0A3Q0D8F5|A0A3Q0D8F5_MESAU
OG0006439	sp|Q8BVW0|GANC_MOUSE	tr|A0A3Q0D9K2|A0A3Q0D9K2_MESAU
OG0006440	sp|Q9DBX2|PHLP_MOUSE	tr|A0A3Q0DA66|A0A3Q0DA66_MESAU
OG0006441	sp|O54774|AP3D1_MOUSE	tr|A0A3Q0DCG6|A0A3Q0DCG6_MESAU
OG0006442	sp|P40240|CD9_MOUSE	tr|A0A3Q0DCZ1|A0A3Q0DCZ1_MESAU
OG0006443	sp|Q6NVG1|LPCT4_MOUSE	tr|A0A1U7Q347|A0A1U7Q347_MESAU
OG0006444	sp|Q5SWT3|S2535_MOUSE	tr|A0A1U7Q463|A0A1U7Q463_MESAU
OG0006445	sp|Q9D0V7|RCAS1_MOUSE	tr|A0A1U7Q8B8|A0A1U7Q8B8_MESAU
OG0006446	sp|Q5HZI1|MTUS1_MOUSE	tr|A0A1U7Q953|A0A1U7Q953_MESAU
OG0006447	sp|Q5U5V2|HYKK_MOUSE	tr|A0A1U7QAI4|A0A1U7QAI4_MESAU
OG0006448	sp|Q6TL19|GUC2G_MOUSE	tr|A0A1U7QAK2|A0A1U7QAK2_MESAU
OG0006449	sp|O35972|RM23_MOUSE	tr|A0A1U7QBM4|A0A1U7QBM4_MESAU
OG0006450	sp|Q5SS80|DHR13_MOUSE	tr|A0A1U7QE58|A0A1U7QE58_MESAU
OG0006451	sp|Q6NZQ0|CF119_MOUSE	tr|A0A1U7QEF5|A0A1U7QEF5_MESAU
OG0006452	sp|O70279|ESS2_MOUSE	tr|A0A1U7QEX5|A0A1U7QEX5_MESAU
OG0006453	sp|O35308|MOT3_MOUSE	tr|A0A1U7QIW1|A0A1U7QIW1_MESAU
OG0006454	sp|Q99LX8|OST4_MOUSE	tr|A0A1U7QJH8|A0A1U7QJH8_MESAU
OG0006455	sp|Q6VH22|IF172_MOUSE	tr|A0A1U7QJJ8|A0A1U7QJJ8_MESAU
OG0006456	sp|P70168|IMB1_MOUSE	tr|A0A1U7QKP8|A0A1U7QKP8_MESAU
OG0006457	sp|Q810M1|CF299_MOUSE	tr|A0A1U7QKQ7|A0A1U7QKQ7_MESAU
OG0006458	sp|P61939|THBG_MOUSE	tr|A0A1U7QPW2|A0A1U7QPW2_MESAU
OG0006459	sp|Q9D075|TM10B_MOUSE	tr|A0A1U7QQT5|A0A1U7QQT5_MESAU
OG0006460	sp|P81122|IRS2_MOUSE	tr|A0A1U7QR09|A0A1U7QR09_MESAU
OG0006461	sp|Q8BMW7|NIPA3_MOUSE	tr|A0A1U7QTX7|A0A1U7QTX7_MESAU
OG0006462	sp|B8JKV0|AMN1_MOUSE	tr|A0A1U7QTZ3|A0A1U7QTZ3_MESAU
OG0006463	sp|Q8VDS7|CE57L_MOUSE	tr|A0A1U7QUF3|A0A1U7QUF3_MESAU
OG0006464	sp|Q5MJS3|FA20C_MOUSE	tr|A0A1U7QVN7|A0A1U7QVN7_MESAU
OG0006465	sp|O70174|ACHA4_MOUSE	tr|A0A1U7QWI0|A0A1U7QWI0_MESAU
OG0006466	sp|Q640N2|AR13B_MOUSE	tr|A0A1U7R083|A0A1U7R083_MESAU
OG0006467	sp|Q91WN1|DNJC9_MOUSE	tr|A0A1U7R189|A0A1U7R189_MESAU
OG0006468	sp|Q9CXW2|RT22_MOUSE	tr|A0A1U7R4B8|A0A1U7R4B8_MESAU
OG0006469	sp|Q5EBI0|S2610_MOUSE	tr|A0A1U7R5K1|A0A1U7R5K1_MESAU
OG0006470	sp|Q9ERK7|ACHB2_MOUSE	tr|A0A1U7R638|A0A1U7R638_MESAU
OG0006471	sp|Q8BHW6|SPT21_MOUSE	tr|A0A1U7R6R6|A0A1U7R6R6_MESAU
OG0006472	sp|B2RXV4|FLVC1_MOUSE	tr|A0A1U7RA81|A0A1U7RA81_MESAU
OG0006473	sp|Q9D9B7|PRR30_MOUSE	tr|A0A1U7RAU4|A0A1U7RAU4_MESAU
OG0006474	sp|Q9D4C5|EAF1_MOUSE	tr|A0A1U7RBG2|A0A1U7RBG2_MESAU
OG0006475	sp|Q6DID7|WLS_MOUSE	tr|A0A1U7RED8|A0A1U7RED8_MESAU
OG0006476	sp|Q61858|GPAN1_MOUSE	tr|A0A1U7RGN0|A0A1U7RGN0_MESAU
OG0006477	sp|Q8BVP6|LYPD4_MOUSE	tr|A0A1U7RGY3|A0A1U7RGY3_MESAU
OG0006478	sp|Q9CQ94|DNJ5B_MOUSE	tr|A0A1U8BFX5|A0A1U8BFX5_MESAU
OG0006479	sp|Q8BLF2|CDKL3_MOUSE	tr|A0A1U8BI81|A0A1U8BI81_MESAU
OG0006480	sp|Q80Y98|DDHD2_MOUSE	tr|A0A1U8BJ80|A0A1U8BJ80_MESAU
OG0006481	sp|Q8CI61|BAG4_MOUSE	tr|A0A1U8BJB6|A0A1U8BJB6_MESAU
OG0006482	sp|Q61212|NPY6R_MOUSE	tr|A0A1U8BL87|A0A1U8BL87_MESAU
OG0006483	sp|Q8BUG5|CAYP2_MOUSE	tr|A0A1U8BM90|A0A1U8BM90_MESAU
OG0006484	sp|Q8K448|ABCA5_MOUSE	tr|A0A1U8BNP5|A0A1U8BNP5_MESAU
OG0006485	sp|Q9JIM1|S29A1_MOUSE	tr|A0A1U8BTE4|A0A1U8BTE4_MESAU
OG0006486	sp|Q8BML2|OACYL_MOUSE	tr|A0A1U8BY91|A0A1U8BY91_MESAU
OG0006487	sp|Q8BHT7|RGP1_MOUSE	tr|A0A1U8C6F3|A0A1U8C6F3_MESAU
OG0006488	sp|Q9D0L8|MCES_MOUSE	tr|A0A1U8C8Z9|A0A1U8C8Z9_MESAU
OG0006489	sp|P35235|PTN11_MOUSE	tr|A0A1U8CAD3|A0A1U8CAD3_MESAU
OG0006490	sp|Q99PW8|KIF17_MOUSE	tr|A0A1U8CE61|A0A1U8CE61_MESAU
OG0006491	sp|Q8C031|LRC4C_MOUSE	tr|A0A1U8CES9|A0A1U8CES9_MESAU
OG0006492	sp|Q9D945|LLPH_MOUSE	tr|A0A1U8CEW3|A0A1U8CEW3_MESAU
OG0006493	tr|A2AJB9|A2AJB9_MOUSE	tr|A0A1U8CGZ0|A0A1U8CGZ0_MESAU
OG0006494	sp|Q60644|NR1H2_MOUSE	tr|A0A1U8CJU4|A0A1U8CJU4_MESAU
OG0006495	sp|Q7TPD3|ROBO2_MOUSE	tr|A0A1U8CNV5|A0A1U8CNV5_MESAU
OG0006496	sp|Q9D7D1|RN225_MOUSE	tr|A0A1U8CRM6|A0A1U8CRM6_MESAU
OG0006497	sp|Q9CZX8|RS19_MOUSE	tr|A0A1U8CSH8|A0A1U8CSH8_MESAU
OG0006498	sp|Q8BQP9|R7BP_MOUSE	tr|A0A1U8D2I3|A0A1U8D2I3_MESAU
OG0006499	sp|Q9QUP5|HPLN1_MOUSE	tr|A0A1U8D3H6|A0A1U8D3H6_MESAU
OG0006500	sp|Q8VED8|MTFR2_MOUSE	tr|A0A1U8D442|A0A1U8D442_MESAU
OG0006501	sp|Q99NF3|CEP41_MOUSE	tr|A0A3Q0C9Y0|A0A3Q0C9Y0_MESAU
OG0006502	sp|Q923K4|GTPB3_MOUSE	tr|A0A3Q0CHN9|A0A3Q0CHN9_MESAU
OG0006503	sp|P83714|CTF2_MOUSE	tr|A0A3Q0CI10|A0A3Q0CI10_MESAU
OG0006504	tr|E9Q3R6|E9Q3R6_MOUSE	tr|A0A3Q0CIK0|A0A3Q0CIK0_MESAU
OG0006505	sp|Q765I1|UTS2B_MOUSE	tr|A0A3Q0CMD2|A0A3Q0CMD2_MESAU
OG0006506	sp|Q811B3|ATS12_MOUSE	tr|A0A3Q0CZ73|A0A3Q0CZ73_MESAU
OG0006507	sp|Q3UHZ5|LMOD2_MOUSE	tr|A0A3Q0D2J2|A0A3Q0D2J2_MESAU
OG0006508	sp|D3YXS5|KIF28_MOUSE	tr|A0A3Q0D4A8|A0A3Q0D4A8_MESAU
OG0006509	sp|Q7TQJ8|WTIP_MOUSE	tr|A0A3Q0D5J9|A0A3Q0D5J9_MESAU
OG0006510	sp|Q9DAX2|PLPP2_MOUSE	tr|A0A3Q0DBL9|A0A3Q0DBL9_MESAU
OG0006511	sp|Q8JZL3|THTPA_MOUSE	tr|A0A3Q0DFW9|A0A3Q0DFW9_MESAU
OG0006512	sp|P03899|NU3M_MOUSE	tr|C9VZR4|C9VZR4_MESAU
OG0006513	sp|Q3U515|VWCE_MOUSE	tr|A0A1U7Q2S7|A0A1U7Q2S7_MESAU
OG0006514	sp|Q5SUR0|PUR4_MOUSE	tr|A0A1U7Q494|A0A1U7Q494_MESAU
OG0006515	sp|Q9QUN3|BLNK_MOUSE	tr|A0A1U7Q4M3|A0A1U7Q4M3_MESAU
OG0006516	sp|Q9D112|SHLD1_MOUSE	tr|A0A1U7Q4N2|A0A1U7Q4N2_MESAU
OG0006517	sp|Q8K0S5|R4RL1_MOUSE	tr|A0A1U7Q899|A0A1U7Q899_MESAU
OG0006518	sp|Q6NWV3|IF122_MOUSE	tr|A0A1U7Q8J5|A0A1U7Q8J5_MESAU
OG0006519	sp|Q9CQ35|GRPL2_MOUSE	tr|A0A1U7Q8T5|A0A1U7Q8T5_MESAU
OG0006520	sp|Q9D8M3|HRG1_MOUSE	tr|A0A1U7Q9P7|A0A1U7Q9P7_MESAU
OG0006521	sp|P49222|EPB42_MOUSE	tr|A0A1U7QB39|A0A1U7QB39_MESAU
OG0006522	sp|O70218|HMX1_MOUSE	tr|A0A1U7QBP1|A0A1U7QBP1_MESAU
OG0006523	sp|Q8R143|PTTG_MOUSE	tr|A0A1U7QCD3|A0A1U7QCD3_MESAU
OG0006524	sp|Q91W89|MA2C1_MOUSE	tr|A0A1U7QCS4|A0A1U7QCS4_MESAU
OG0006525	sp|P12672|RAPSN_MOUSE	tr|A0A1U7QFD7|A0A1U7QFD7_MESAU
OG0006526	sp|Q9EPW2|KLF15_MOUSE	tr|A0A1U7QFN5|A0A1U7QFN5_MESAU
OG0006527	sp|Q3URQ7|MTHSD_MOUSE	tr|A0A1U7QG68|A0A1U7QG68_MESAU
OG0006528	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A1U7QHU0|A0A1U7QHU0_MESAU
OG0006529	sp|Q99NB8|UBQL4_MOUSE	tr|A0A1U7QJF1|A0A1U7QJF1_MESAU
OG0006530	sp|Q8K5A4|RSLAA_MOUSE	tr|A0A1U7QJN7|A0A1U7QJN7_MESAU
OG0006531	sp|Q9DAL3|CCD54_MOUSE	tr|A0A1U7QLP5|A0A1U7QLP5_MESAU
OG0006532	tr|Q80ZM5|Q80ZM5_MOUSE	tr|A0A1U7QND3|A0A1U7QND3_MESAU
OG0006533	sp|P27601|GNA13_MOUSE	tr|A0A1U7QNV6|A0A1U7QNV6_MESAU
OG0006534	sp|A2A6C4|SPP2C_MOUSE	tr|A0A1U7QNZ5|A0A1U7QNZ5_MESAU
OG0006535	sp|Q9QXC1|FETUB_MOUSE	tr|A0A1U7QP51|A0A1U7QP51_MESAU
OG0006536	sp|Q9QWV4|MLF1_MOUSE	tr|A0A1U7QS09|A0A1U7QS09_MESAU
OG0006537	sp|Q501J7|PHAR4_MOUSE	tr|A0A1U7QS32|A0A1U7QS32_MESAU
OG0006538	sp|Q8K262|PLAC9_MOUSE	tr|A0A1U7QSS2|A0A1U7QSS2_MESAU
OG0006539	sp|E9Q5F9|SETD2_MOUSE	tr|A0A1U7QXG4|A0A1U7QXG4_MESAU
OG0006540	sp|Q99JT9|MTND_MOUSE	tr|A0A1U7QYX8|A0A1U7QYX8_MESAU
OG0006541	sp|Q9D114|MESH1_MOUSE	tr|A0A1U7QZD1|A0A1U7QZD1_MESAU
OG0006542	sp|Q793I8|TIFA_MOUSE	tr|A0A1U7R027|A0A1U7R027_MESAU
OG0006543	sp|Q8BPS4|GP180_MOUSE	tr|A0A1U7R228|A0A1U7R228_MESAU
OG0006544	sp|Q02739|CXB5_MOUSE	tr|A0A1U7R257|A0A1U7R257_MESAU
OG0006545	sp|Q9QUM7|MSH5_MOUSE	tr|A0A1U7R3P7|A0A1U7R3P7_MESAU
OG0006546	sp|Q9Z0S9|PRAF1_MOUSE	tr|A0A1U7R6J7|A0A1U7R6J7_MESAU
OG0006547	tr|Q9D4F3|Q9D4F3_MOUSE	tr|A0A1U7R6Z4|A0A1U7R6Z4_MESAU
OG0006548	sp|Q8K3W2|LRC10_MOUSE	tr|A0A1U7R789|A0A1U7R789_MESAU
OG0006549	sp|P98086|C1QA_MOUSE	tr|A0A1U7R7E8|A0A1U7R7E8_MESAU
OG0006550	sp|Q62192|CD180_MOUSE	tr|A0A1U7R990|A0A1U7R990_MESAU
OG0006551	tr|Q7TS01|Q7TS01_MOUSE	tr|A0A1U7RBS0|A0A1U7RBS0_MESAU
OG0006552	sp|Q8BUL5|KLHL7_MOUSE	tr|A0A1U7RH10|A0A1U7RH10_MESAU
OG0006553	sp|Q9ERD6|RGPS2_MOUSE	tr|A0A1U8BRE9|A0A1U8BRE9_MESAU
OG0006554	sp|Q9D0E5|EFC11_MOUSE	tr|A0A1U8BWC3|A0A1U8BWC3_MESAU
OG0006555	sp|Q3UGR5|HDHD2_MOUSE	tr|A0A1U8C210|A0A1U8C210_MESAU
OG0006556	sp|P55772|ENTP1_MOUSE	tr|A0A1U8C231|A0A1U8C231_MESAU
OG0006557	sp|Q3UR50|VW5B2_MOUSE	tr|A0A1U8C2Q1|A0A1U8C2Q1_MESAU
OG0006558	sp|Q9CQH0|PDZ1I_MOUSE	tr|A0A1U8C3F5|A0A1U8C3F5_MESAU
OG0006559	sp|Q04758|IPKB_MOUSE	tr|A0A1U8C627|A0A1U8C627_MESAU
OG0006560	sp|Q3UKJ7|SMU1_MOUSE	tr|A0A1U8C6A2|A0A1U8C6A2_MESAU
OG0006561	sp|Q8K4L4|POF1B_MOUSE	tr|A0A1U8CFI8|A0A1U8CFI8_MESAU
OG0006562	sp|Q8VDU5|SNRK_MOUSE	tr|A0A1U8CGT3|A0A1U8CGT3_MESAU
OG0006563	sp|Q6PAT0|ADAT3_MOUSE	tr|A0A1U8CJ38|A0A1U8CJ38_MESAU
OG0006564	sp|P10711|TCEA1_MOUSE	tr|A0A1U8CM42|A0A1U8CM42_MESAU
OG0006565	tr|A0A0J9YU71|A0A0J9YU71_MOUSE	tr|A0A1U8CRW4|A0A1U8CRW4_MESAU
