Orthogroup	Mus_musculus	Pan_troglodytes
OG0009161	sp|J3QMI4|CAHM3_MOUSE	tr|H2Q2J1|H2Q2J1_PANTR
OG0009162	sp|O08807|PRDX4_MOUSE	tr|A0A2J8JAX1|A0A2J8JAX1_PANTR
OG0009163	sp|O54943|PER2_MOUSE	tr|K7CE70|K7CE70_PANTR
OG0009164	sp|O70152|DPM1_MOUSE	tr|A0A2I3SM18|A0A2I3SM18_PANTR
OG0009165	sp|O70362|PHLD_MOUSE	tr|H2QSD6|H2QSD6_PANTR
OG0009166	sp|O70445|BARD1_MOUSE	tr|A0A2I3SEM0|A0A2I3SEM0_PANTR
OG0009167	sp|P0C1Z5|U730_MOUSE	tr|A0A2I3T629|A0A2I3T629_PANTR
OG0009168	sp|P35285|RB22A_MOUSE	tr|K7B671|K7B671_PANTR
OG0009169	sp|P41251|NRAM1_MOUSE	tr|H2QJE7|H2QJE7_PANTR
OG0009170	sp|P47746|CNR1_MOUSE	sp|Q5IS73|CNR1_PANTR
OG0009171	sp|P50207|HXC13_MOUSE	tr|H2Q629|H2Q629_PANTR
OG0009172	sp|P51557|STAR_MOUSE	tr|H2QW13|H2QW13_PANTR
OG0009173	sp|P56960|EXOSX_MOUSE	tr|A0A2I3RC78|A0A2I3RC78_PANTR
OG0009174	sp|P57096|PSCA_MOUSE	tr|H2QWS6|H2QWS6_PANTR
OG0009175	sp|P97714|ADA1D_MOUSE	tr|H2QJW8|H2QJW8_PANTR
OG0009176	sp|Q3TBL6|TP8L3_MOUSE	tr|H2Q9F4|H2Q9F4_PANTR
OG0009177	tr|Q3TJB1|Q3TJB1_MOUSE	tr|A0A2I3T959|A0A2I3T959_PANTR
OG0009178	sp|Q3TV70|NR2CA_MOUSE	tr|H2QFU9|H2QFU9_PANTR
OG0009179	sp|Q497J1|TM86B_MOUSE	tr|H2QH55|H2QH55_PANTR
OG0009180	sp|Q571F5|SPSB3_MOUSE	tr|H2QAA9|H2QAA9_PANTR
OG0009181	sp|Q5DTZ0|NYNRI_MOUSE	tr|A0A2I3S339|A0A2I3S339_PANTR
OG0009182	sp|Q60714|S27A1_MOUSE	tr|K7AG69|K7AG69_PANTR
OG0009183	sp|Q62312|TGFR2_MOUSE	tr|A0A2I3SE58|A0A2I3SE58_PANTR
OG0009184	tr|Q6PCP3|Q6PCP3_MOUSE	tr|H2Q5H0|H2Q5H0_PANTR
OG0009185	sp|Q70KY4|FOXO6_MOUSE	tr|A0A2I3TEI7|A0A2I3TEI7_PANTR
OG0009186	sp|Q7TQF2|FBX10_MOUSE	tr|H2QXA1|H2QXA1_PANTR
OG0009187	sp|Q80Y86|MK15_MOUSE	tr|H2R9M7|H2R9M7_PANTR
OG0009188	sp|Q8BHM9|TM11F_MOUSE	tr|H2QZK3|H2QZK3_PANTR
OG0009189	sp|Q8BJU0|SGTA_MOUSE	tr|A0A2I3SL62|A0A2I3SL62_PANTR
OG0009190	tr|Q8BM11|Q8BM11_MOUSE	tr|A0A2I3RYS4|A0A2I3RYS4_PANTR
OG0009191	sp|Q8BSV3|BEND7_MOUSE	tr|H2Q1M7|H2Q1M7_PANTR
OG0009192	sp|Q8BVL3|SNX17_MOUSE	tr|H2QHM8|H2QHM8_PANTR
OG0009193	sp|Q8BWP8|B4GA1_MOUSE	tr|H2Q465|H2Q465_PANTR
OG0009194	sp|Q8BZ89|ZN322_MOUSE	tr|H2QSH9|H2QSH9_PANTR
OG0009195	sp|Q8CFK2|TF3B_MOUSE	tr|H2Q908|H2Q908_PANTR
OG0009196	sp|Q8CFW1|ANO2_MOUSE	tr|A0A2I3SV02|A0A2I3SV02_PANTR
OG0009197	sp|Q8CH18|CCAR1_MOUSE	tr|A0A2I3T580|A0A2I3T580_PANTR
OG0009198	sp|Q8CIG3|KDM1B_MOUSE	tr|H2QSC6|H2QSC6_PANTR
OG0009199	sp|Q8K003|TMA7_MOUSE	tr|H2RHM5|H2RHM5_PANTR
OG0009200	sp|Q8K296|MTMR3_MOUSE	tr|A0A2I3RF32|A0A2I3RF32_PANTR
OG0009201	sp|Q8K358|PIGU_MOUSE	tr|H2QK82|H2QK82_PANTR
OG0009202	sp|Q8R043|SIM29_MOUSE	tr|A0A2J8NYS8|A0A2J8NYS8_PANTR
OG0009203	sp|Q8R0X2|CACL1_MOUSE	tr|H2Q2N3|H2Q2N3_PANTR
OG0009204	sp|Q8R1X6|SPART_MOUSE	tr|H2R0R5|H2R0R5_PANTR
OG0009205	sp|Q8VEG0|CCD71_MOUSE	tr|G2HIJ6|G2HIJ6_PANTR
OG0009206	sp|Q91X52|DCXR_MOUSE	tr|H2QE41|H2QE41_PANTR
OG0009207	sp|Q91YM2|RHG35_MOUSE	tr|A0A2I3SEY7|A0A2I3SEY7_PANTR
OG0009208	sp|Q922Z0|OXDD_MOUSE	tr|H2QTJ8|H2QTJ8_PANTR
OG0009209	sp|Q99K30|ES8L2_MOUSE	tr|A0A2I3S5T2|A0A2I3S5T2_PANTR
OG0009210	sp|Q9CQB5|CISD2_MOUSE	tr|H2RF39|H2RF39_PANTR
OG0009211	sp|Q9CXV9|DCNL5_MOUSE	tr|H2Q4N5|H2Q4N5_PANTR
OG0009212	sp|Q9D180|CFA57_MOUSE	tr|A0A2I3TF78|A0A2I3TF78_PANTR
OG0009213	sp|Q9D4C5|EAF1_MOUSE	tr|H2QM49|H2QM49_PANTR
OG0009214	sp|Q9DAK4|FBP12_MOUSE	tr|H2R476|H2R476_PANTR
OG0009215	sp|Q9EQQ0|SUV92_MOUSE	tr|K7AU49|K7AU49_PANTR
OG0009216	sp|Q9JJU8|SH3L1_MOUSE	tr|G2HEW4|G2HEW4_PANTR
OG0009217	sp|Q9JJV2|PROF2_MOUSE	tr|H2QNK5|H2QNK5_PANTR
OG0009218	sp|Q9JLM9|GRB14_MOUSE	tr|H2QIW7|H2QIW7_PANTR
OG0009219	sp|Q9R099|TBL2_MOUSE	tr|H2QUP7|H2QUP7_PANTR
OG0009220	sp|Q9R0Q9|MPU1_MOUSE	tr|H2QC48|H2QC48_PANTR
OG0009221	sp|Q9WTU0|PHF2_MOUSE	tr|H2QXH5|H2QXH5_PANTR
OG0009222	sp|Q9WTZ2|MBTP1_MOUSE	tr|H2QBL9|H2QBL9_PANTR
OG0009223	sp|Q9WV31|ARC_MOUSE	tr|K7CQS0|K7CQS0_PANTR
OG0009224	sp|Q9WV80|SNX1_MOUSE	tr|A0A2I3TVU4|A0A2I3TVU4_PANTR
OG0009225	sp|Q9Z0H8|CLIP2_MOUSE	tr|H2QUR3|H2QUR3_PANTR
OG0009226	sp|Q9Z108|STAU1_MOUSE	tr|A0A2I3TWB5|A0A2I3TWB5_PANTR
OG0009227	tr|V9GX04|V9GX04_MOUSE	tr|H2RB76|H2RB76_PANTR
OG0009228	sp|A0JNU3|LPP60_MOUSE	tr|H2Q8Z8|H2Q8Z8_PANTR
OG0009229	sp|A2BE28|LAS1L_MOUSE	tr|K7ALH6|K7ALH6_PANTR
OG0009230	tr|E9Q963|E9Q963_MOUSE	tr|A0A2J8LZT0|A0A2J8LZT0_PANTR
OG0009231	tr|G3UW63|G3UW63_MOUSE	tr|H2RC25|H2RC25_PANTR
OG0009232	sp|O88803|LECT2_MOUSE	tr|H2QRJ3|H2QRJ3_PANTR
OG0009233	sp|P14733|LMNB1_MOUSE	tr|H2QRE7|H2QRE7_PANTR
OG0009234	sp|P22561|WT1_MOUSE	tr|A0A2J8P3Z4|A0A2J8P3Z4_PANTR
OG0009235	sp|P35282|RAB21_MOUSE	tr|A0A2I3TNY4|A0A2I3TNY4_PANTR
OG0009236	sp|P36371|TAP2_MOUSE	tr|A0A2I3T6A5|A0A2I3T6A5_PANTR
OG0009237	sp|P42128|FOXK1_MOUSE	tr|H2R3X7|H2R3X7_PANTR
OG0009238	sp|P57757|CTNS_MOUSE	tr|H2QBW8|H2QBW8_PANTR
OG0009239	sp|P61750|ARF4_MOUSE	tr|H2QMU4|H2QMU4_PANTR
OG0009240	sp|P61957|SUMO2_MOUSE	tr|H2QL52|H2QL52_PANTR
OG0009241	sp|P70268|PKN1_MOUSE	tr|A0A2I3REJ5|A0A2I3REJ5_PANTR
OG0009242	sp|P83940|ELOC_MOUSE	tr|K7AZJ3|K7AZJ3_PANTR
OG0009243	sp|P97494|GSH1_MOUSE	tr|H2QT77|H2QT77_PANTR
OG0009244	sp|P97931|UNG_MOUSE	tr|G2HEG8|G2HEG8_PANTR
OG0009245	sp|Q3TIX9|SNUT2_MOUSE	tr|H2QI99|H2QI99_PANTR
OG0009246	sp|Q3UFJ6|T184A_MOUSE	tr|A0A2I3RUX1|A0A2I3RUX1_PANTR
OG0009247	sp|Q5I043|UBP28_MOUSE	tr|A0A2I3THG2|A0A2I3THG2_PANTR
OG0009248	sp|Q60753|CTF1_MOUSE	tr|H2QAY8|H2QAY8_PANTR
OG0009249	sp|Q64322|NPDC1_MOUSE	tr|H2R603|H2R603_PANTR
OG0009250	sp|Q6GQU6|LIGO3_MOUSE	tr|H2QEW5|H2QEW5_PANTR
OG0009251	sp|Q6NXI8|CXXC4_MOUSE	tr|H2RBC2|H2RBC2_PANTR
OG0009252	sp|Q6PFD7|NAIF1_MOUSE	tr|G2HJR8|G2HJR8_PANTR
OG0009253	sp|Q6TXD4|DNMBP_MOUSE	tr|A0A2I3SYZ2|A0A2I3SYZ2_PANTR
OG0009254	sp|Q6ZQ93|UBP34_MOUSE	tr|K7A966|K7A966_PANTR
OG0009255	sp|Q7M750|OPALI_MOUSE	tr|A0A2I3T364|A0A2I3T364_PANTR
OG0009256	sp|Q7TQI3|OTUB1_MOUSE	tr|A0A2I3SCN1|A0A2I3SCN1_PANTR
OG0009257	sp|Q80TS7|DEND_MOUSE	tr|H2Q5U5|H2Q5U5_PANTR
OG0009258	sp|Q80VU4|NTF4_MOUSE	tr|H2QGT8|H2QGT8_PANTR
OG0009259	sp|Q80Z25|OFD1_MOUSE	tr|K6ZTS4|K6ZTS4_PANTR
OG0009260	sp|Q8BGR5|FA53B_MOUSE	tr|A0A2I3S167|A0A2I3S167_PANTR
OG0009261	sp|Q8BGY5|TM140_MOUSE	tr|H2QVF0|H2QVF0_PANTR
OG0009262	sp|Q8BRM6|MEI4_MOUSE	tr|A0A2I3TQW9|A0A2I3TQW9_PANTR
OG0009263	sp|Q8BVE8|NSD2_MOUSE	tr|H2QP41|H2QP41_PANTR
OG0009264	sp|Q8C3P7|MTA70_MOUSE	tr|G2HF97|G2HF97_PANTR
OG0009265	sp|Q8C4Q6|AIDA_MOUSE	tr|H2Q166|H2Q166_PANTR
OG0009266	sp|Q8CFR0|C1QL2_MOUSE	tr|H2QIM0|H2QIM0_PANTR
OG0009267	sp|Q8CIM3|D2HDH_MOUSE	tr|K6Z916|K6Z916_PANTR
OG0009268	sp|Q8K4B2|IRAK3_MOUSE	tr|H2Q6E9|H2Q6E9_PANTR
OG0009269	sp|Q8R100|CAHM5_MOUSE	tr|H2QTL8|H2QTL8_PANTR
OG0009270	sp|Q8R3C0|MCMBP_MOUSE	tr|H2Q2P0|H2Q2P0_PANTR
OG0009271	sp|Q91ZR5|CTSR1_MOUSE	tr|H2Q455|H2Q455_PANTR
OG0009272	sp|Q921F4|HNRLL_MOUSE	tr|H2R339|H2R339_PANTR
OG0009273	sp|Q9D5I4|DYLT5_MOUSE	tr|A0A2I3RDF7|A0A2I3RDF7_PANTR
OG0009274	sp|Q9D6R2|IDH3A_MOUSE	tr|A0A2I3RVS8|A0A2I3RVS8_PANTR
OG0009275	sp|Q9D711|PIR_MOUSE	tr|K7BN44|K7BN44_PANTR
OG0009276	sp|Q9D735|TRIR_MOUSE	tr|H2QFG5|H2QFG5_PANTR
OG0009277	sp|Q9D7E4|CS025_MOUSE	tr|A0A2I3RXW3|A0A2I3RXW3_PANTR
OG0009278	sp|Q9DAN1|PDILT_MOUSE	tr|H2QAP2|H2QAP2_PANTR
OG0009279	sp|Q9DBE9|SPB1_MOUSE	tr|K7DSE9|K7DSE9_PANTR
OG0009280	sp|Q9DBQ9|SWT1_MOUSE	tr|H2Q0S4|H2Q0S4_PANTR
OG0009281	sp|Q9JIM3|ER6L2_MOUSE	tr|A0A2I3SXR0|A0A2I3SXR0_PANTR
OG0009282	sp|Q9JJX8|ST32B_MOUSE	tr|H2RAC1|H2RAC1_PANTR
OG0009283	sp|Q9QYF1|RDH11_MOUSE	tr|K7BJ49|K7BJ49_PANTR
OG0009284	sp|Q9QYY0|GAB1_MOUSE	tr|H2QQ79|H2QQ79_PANTR
OG0009285	sp|Q9QZE2|CLNK_MOUSE	tr|H2QP82|H2QP82_PANTR
OG0009286	sp|Q9Z1Q9|SYVC_MOUSE	tr|H2QSM5|H2QSM5_PANTR
OG0009287	tr|A0A1L1SR87|A0A1L1SR87_MOUSE	tr|A0A2I3SIR6|A0A2I3SIR6_PANTR
OG0009288	sp|A1Y9I9|TOMT_MOUSE	sp|P86243|TOMT_PANTR
OG0009289	sp|A2AWP8|ARGAL_MOUSE	tr|A0A2I3RAS3|A0A2I3RAS3_PANTR
OG0009290	sp|A8C756|THADA_MOUSE	tr|A0A2I3SMS0|A0A2I3SMS0_PANTR
OG0009291	sp|D3YVL2|CFA70_MOUSE	tr|H2Q234|H2Q234_PANTR
OG0009292	tr|D3Z7A5|D3Z7A5_MOUSE	tr|H2QJJ9|H2QJJ9_PANTR
OG0009293	tr|E9PYF4|E9PYF4_MOUSE	tr|A0A2I3TH23|A0A2I3TH23_PANTR
OG0009294	sp|G3X939|SL9A3_MOUSE	tr|H2QQK4|H2QQK4_PANTR
OG0009295	tr|M0QWN7|M0QWN7_MOUSE	tr|A0A2I3T9K4|A0A2I3T9K4_PANTR
OG0009296	sp|O35601|FYB1_MOUSE	tr|A0A2I3TMB8|A0A2I3TMB8_PANTR
OG0009297	sp|O70342|NPY5R_MOUSE	tr|G2HFT0|G2HFT0_PANTR
OG0009298	sp|P08228|SODC_MOUSE	sp|P60052|SODC_PANTR
OG0009299	sp|P27889|HNF1B_MOUSE	tr|A0A2I3T0L8|A0A2I3T0L8_PANTR
OG0009300	sp|P31428|DPEP1_MOUSE	tr|H2QBR5|H2QBR5_PANTR
OG0009301	sp|P35374|AGTR2_MOUSE	tr|A0A2I3S7W4|A0A2I3S7W4_PANTR
OG0009302	sp|P37889|FBLN2_MOUSE	tr|A0A2I3TFQ9|A0A2I3TFQ9_PANTR
OG0009303	sp|P49446|PTPRE_MOUSE	tr|H2R3E7|H2R3E7_PANTR
OG0009304	sp|P62331|ARF6_MOUSE	tr|H2Q894|H2Q894_PANTR
OG0009305	sp|P70662|LDB1_MOUSE	tr|K7D3H1|K7D3H1_PANTR
OG0009306	sp|P97793|ALK_MOUSE	tr|H2QHP7|H2QHP7_PANTR
OG0009307	sp|P97794|KCNJ8_MOUSE	tr|H2Q5L2|H2Q5L2_PANTR
OG0009308	sp|Q03142|FGFR4_MOUSE	tr|H2QS34|H2QS34_PANTR
OG0009309	sp|Q3TIT8|SPX3_MOUSE	tr|A0A2I3S6R8|A0A2I3S6R8_PANTR
OG0009310	sp|Q3U2U7|MET17_MOUSE	tr|H2Q7X3|H2Q7X3_PANTR
OG0009311	sp|Q3U829|AP5Z1_MOUSE	tr|A0A2I3SQ68|A0A2I3SQ68_PANTR
OG0009312	tr|Q3ULL6|Q3ULL6_MOUSE	tr|H2QZ21|H2QZ21_PANTR
OG0009313	sp|Q61144|PSN2_MOUSE	tr|H2R821|H2R821_PANTR
OG0009314	sp|Q62406|IRAK1_MOUSE	tr|H2QZA3|H2QZA3_PANTR
OG0009315	sp|Q62442|VAMP1_MOUSE	tr|A0A2I3S8Y3|A0A2I3S8Y3_PANTR
OG0009316	sp|Q69ZB0|LRCC1_MOUSE	tr|H2QWD0|H2QWD0_PANTR
OG0009317	sp|Q6KAQ7|ZZZ3_MOUSE	tr|A0A2I3SGM8|A0A2I3SGM8_PANTR
OG0009318	sp|Q6PCZ4|MAGE1_MOUSE	tr|H2R4N6|H2R4N6_PANTR
OG0009319	sp|Q6PFE3|RA54B_MOUSE	tr|H2QWF8|H2QWF8_PANTR
OG0009320	sp|Q6PJN8|DALD3_MOUSE	tr|A0A2I3S3G8|A0A2I3S3G8_PANTR
OG0009321	sp|Q6R653|UN5CL_MOUSE	tr|A0A2J8NZK1|A0A2J8NZK1_PANTR
OG0009322	sp|Q71M36|CSPG5_MOUSE	tr|A0A2I3T0L6|A0A2I3T0L6_PANTR
OG0009323	sp|Q765I1|UTS2B_MOUSE	tr|A0A2I3TQK0|A0A2I3TQK0_PANTR
OG0009324	sp|Q7M742|SG1C1_MOUSE	tr|H2R5Q0|H2R5Q0_PANTR
OG0009325	sp|Q80Y19|RHGBA_MOUSE	tr|H2Q931|H2Q931_PANTR
OG0009326	sp|Q8BGW8|VGLL2_MOUSE	tr|A0A2I3S2Q4|A0A2I3S2Q4_PANTR
OG0009327	sp|Q8BSU2|CXL16_MOUSE	tr|H2QBY3|H2QBY3_PANTR
OG0009328	sp|Q8BUE4|FSP1_MOUSE	tr|H2Q210|H2Q210_PANTR
OG0009329	sp|Q8BUL6|PKHA1_MOUSE	tr|H2Q2P8|H2Q2P8_PANTR
OG0009330	sp|Q8BVR6|RSPRY_MOUSE	tr|H2QB64|H2QB64_PANTR
OG0009331	sp|Q8BZ33|TENS4_MOUSE	tr|K7BYE2|K7BYE2_PANTR
OG0009332	sp|Q8C3F2|F120C_MOUSE	tr|K6ZGM8|K6ZGM8_PANTR
OG0009333	sp|Q8CB14|LAS2_MOUSE	tr|A0A2J8NDY8|A0A2J8NDY8_PANTR
OG0009334	sp|Q8CBR6|TSK_MOUSE	tr|K7CWG4|K7CWG4_PANTR
OG0009335	sp|Q8JZZ6|AMERL_MOUSE	tr|H2QIP5|H2QIP5_PANTR
OG0009336	sp|Q8K010|OPLA_MOUSE	tr|H2R0H4|H2R0H4_PANTR
OG0009337	sp|Q8K3A0|HSC20_MOUSE	tr|H2QLF2|H2QLF2_PANTR
OG0009338	sp|Q8K3V7|MNAR1_MOUSE	tr|H2Q9X4|H2Q9X4_PANTR
OG0009339	sp|Q8QZY2|GLCTK_MOUSE	tr|H2R0Y3|H2R0Y3_PANTR
OG0009340	sp|Q8R080|GTSE1_MOUSE	tr|A0A2I3T8F5|A0A2I3T8F5_PANTR
OG0009341	sp|Q8R3P9|SLF1_MOUSE	tr|K7AZ13|K7AZ13_PANTR
OG0009342	sp|Q8VCE9|PKHH3_MOUSE	tr|H2QD31|H2QD31_PANTR
OG0009343	sp|Q91UZ5|IMPA2_MOUSE	tr|H2QE97|H2QE97_PANTR
OG0009344	sp|Q91V79|FITM1_MOUSE	tr|H2Q817|H2Q817_PANTR
OG0009345	sp|Q91WA4|CXXC5_MOUSE	tr|H2QRL7|H2QRL7_PANTR
OG0009346	sp|Q99P65|S29A3_MOUSE	tr|H2R251|H2R251_PANTR
OG0009347	sp|Q9CQ20|M1IP1_MOUSE	tr|K7BGJ0|K7BGJ0_PANTR
OG0009348	sp|Q9CZB6|MED7_MOUSE	tr|H2QRW1|H2QRW1_PANTR
OG0009349	sp|Q9D4J3|DCBD1_MOUSE	tr|H2QTM8|H2QTM8_PANTR
OG0009350	sp|Q9D5V2|KLH10_MOUSE	tr|H2QD07|H2QD07_PANTR
OG0009351	sp|Q9EQ06|DHB11_MOUSE	tr|H2R338|H2R338_PANTR
OG0009352	sp|Q9JLN6|ADA28_MOUSE	tr|A0A2I3TV51|A0A2I3TV51_PANTR
OG0009353	sp|Q9Z205|RFXK_MOUSE	tr|H2QFU8|H2QFU8_PANTR
OG0009355	sp|A2A9F4|KDF1_MOUSE	tr|H2PYE8|H2PYE8_PANTR
OG0009356	sp|O08609|MLX_MOUSE	tr|H2QD25|H2QD25_PANTR
OG0009357	sp|O35972|RM23_MOUSE	tr|A0A2I3TDS1|A0A2I3TDS1_PANTR
OG0009358	sp|O70300|PSPN_MOUSE	tr|A0A2I3RU23|A0A2I3RU23_PANTR
OG0009359	sp|O70400|PDLI1_MOUSE	tr|K7CAW2|K7CAW2_PANTR
OG0009360	sp|O88346|TNNT1_MOUSE	tr|A0A2I3RFB6|A0A2I3RFB6_PANTR
OG0009361	sp|O88838|SPSB2_MOUSE	tr|K7CZ22|K7CZ22_PANTR
OG0009362	sp|P03899|NU3M_MOUSE	sp|Q9T9V8|NU3M_PANTR
OG0009363	sp|P13346|FOSB_MOUSE	tr|K7CED2|K7CED2_PANTR
OG0009364	sp|P62270|RS18_MOUSE	tr|H2RE42|H2RE42_PANTR
OG0009365	sp|P62838|UB2D2_MOUSE	tr|A0A2I3S6N5|A0A2I3S6N5_PANTR
OG0009366	sp|P70158|ASM3A_MOUSE	tr|H2QTP0|H2QTP0_PANTR
OG0009367	sp|P70388|RAD50_MOUSE	tr|H2QRG6|H2QRG6_PANTR
OG0009368	sp|P97378|I12R2_MOUSE	tr|H2PZ74|H2PZ74_PANTR
OG0009369	sp|P97717|ADA1B_MOUSE	tr|H2QRX4|H2QRX4_PANTR
OG0009370	sp|Q0VG85|CC162_MOUSE	tr|A0A2I3SGL1|A0A2I3SGL1_PANTR
OG0009371	sp|Q32MD9|CDON_MOUSE	tr|A0A2I3RWQ1|A0A2I3RWQ1_PANTR
OG0009372	sp|Q3TQ03|CIART_MOUSE	tr|H2PZW5|H2PZW5_PANTR
OG0009373	sp|Q3TRR0|MAP9_MOUSE	tr|H2QQB8|H2QQB8_PANTR
OG0009374	sp|Q3UJU9|RMD3_MOUSE	tr|G2HHB7|G2HHB7_PANTR
OG0009375	sp|Q3US41|ESRP1_MOUSE	tr|A0A2I3TJU9|A0A2I3TJU9_PANTR
OG0009376	sp|Q504M8|RAB26_MOUSE	tr|A0A2I3TR16|A0A2I3TR16_PANTR
OG0009377	sp|Q5M8S2|PRS46_MOUSE	tr|A0A2I3S568|A0A2I3S568_PANTR
OG0009378	sp|Q5SWT3|S2535_MOUSE	tr|A0A2I3TKL1|A0A2I3TKL1_PANTR
OG0009379	sp|Q60795|NF2L2_MOUSE	tr|A0A2I3RJN9|A0A2I3RJN9_PANTR
OG0009380	sp|Q60945|MTCP1_MOUSE	tr|A0A2J8J4R0|A0A2J8J4R0_PANTR
OG0009381	sp|Q60980|KLF3_MOUSE	tr|H2QPC1|H2QPC1_PANTR
OG0009382	sp|Q62318|TIF1B_MOUSE	tr|K7D4I8|K7D4I8_PANTR
OG0009383	sp|Q64327|MEA1_MOUSE	tr|H2QT15|H2QT15_PANTR
OG0009384	sp|Q80VR2|ELL3_MOUSE	tr|G2HJR5|G2HJR5_PANTR
OG0009385	sp|Q80YA3|DDHD1_MOUSE	tr|H2R097|H2R097_PANTR
OG0009386	sp|Q8BFT9|SVOP_MOUSE	tr|A0A2I3T7I5|A0A2I3T7I5_PANTR
OG0009387	sp|Q8BGA9|OXA1L_MOUSE	tr|H2R9F7|H2R9F7_PANTR
OG0009388	sp|Q8BH26|TM251_MOUSE	tr|H2R978|H2R978_PANTR
OG0009389	sp|Q8BN58|RHG28_MOUSE	tr|H2R6U1|H2R6U1_PANTR
OG0009390	sp|Q8BQU6|CXG2_MOUSE	tr|H2Q198|H2Q198_PANTR
OG0009391	sp|Q8BTJ4|ENPP4_MOUSE	tr|H2QT42|H2QT42_PANTR
OG0009392	sp|Q8BTU7|RCCD1_MOUSE	tr|H2QA39|H2QA39_PANTR
OG0009393	sp|Q8BV66|IFI44_MOUSE	sp|P27473|IFI44_PANTR
OG0009394	sp|Q8BXQ3|LRTM1_MOUSE	tr|H2QMT3|H2QMT3_PANTR
OG0009395	sp|Q8C6Z1|MUC15_MOUSE	tr|A0A2J8P4J9|A0A2J8P4J9_PANTR
OG0009396	sp|Q8K1S6|SPIR2_MOUSE	tr|A0A2I3T3X0|A0A2I3T3X0_PANTR
OG0009397	sp|Q8VD12|Z385A_MOUSE	tr|A0A2I3SZW4|A0A2I3SZW4_PANTR
OG0009398	sp|Q8VEK0|CC50A_MOUSE	tr|A0A2I3S8Z6|A0A2I3S8Z6_PANTR
OG0009399	sp|Q91V76|CK054_MOUSE	tr|A0A2J8L1N6|A0A2J8L1N6_PANTR
OG0009400	sp|Q91YP0|L2HDH_MOUSE	tr|A0A2I3SKZ1|A0A2I3SKZ1_PANTR
OG0009401	sp|Q91ZJ5|UGPA_MOUSE	tr|A0A2I3T2S4|A0A2I3T2S4_PANTR
OG0009402	sp|Q9CWL2|CASZ1_MOUSE	tr|H2PXZ9|H2PXZ9_PANTR
OG0009403	sp|Q9D4W2|MFI_MOUSE	tr|A0A2J8L0M7|A0A2J8L0M7_PANTR
OG0009404	sp|Q9D5U8|CNBD2_MOUSE	tr|G2HE08|G2HE08_PANTR
OG0009405	sp|Q9D6N5|NC2A_MOUSE	tr|K7BRS8|K7BRS8_PANTR
OG0009406	sp|Q9DAR7|DCPS_MOUSE	tr|K7ALT2|K7ALT2_PANTR
OG0009407	sp|Q9DBT9|M2GD_MOUSE	tr|H2QR51|H2QR51_PANTR
OG0009408	sp|Q9DC29|ABCB6_MOUSE	tr|A0A2I3RUB5|A0A2I3RUB5_PANTR
OG0009409	sp|Q9DCB4|ARP21_MOUSE	tr|H2QM97|H2QM97_PANTR
OG0009410	sp|Q9EP89|LACTB_MOUSE	tr|K7CYM3|K7CYM3_PANTR
OG0009411	sp|Q9EPZ6|TBX18_MOUSE	tr|H2QTC7|H2QTC7_PANTR
OG0009412	sp|Q9ERE9|JIP2_MOUSE	tr|H2R6X2|H2R6X2_PANTR
OG0009413	sp|Q9QXY1|ZO3_MOUSE	tr|H2QEZ5|H2QEZ5_PANTR
OG0009414	sp|Q9QYJ7|DS13B_MOUSE	tr|A0A2I3RN28|A0A2I3RN28_PANTR
OG0009415	sp|Q9R0B6|LAMC3_MOUSE	tr|A0A2I3TJK6|A0A2I3TJK6_PANTR
OG0009416	sp|Q9R0L6|PCM1_MOUSE	tr|K7B4I5|K7B4I5_PANTR
OG0009417	sp|Q9Z0E3|AIRE_MOUSE	tr|H2QL43|H2QL43_PANTR
OG0009418	sp|A2BDP1|NALF2_MOUSE	tr|A0A2I3TDV1|A0A2I3TDV1_PANTR
OG0009419	sp|B2RQL2|STOX1_MOUSE	tr|H2Q1Z9|H2Q1Z9_PANTR
OG0009420	sp|E9PZM4|CHD2_MOUSE	tr|A0A2I3RQ86|A0A2I3RQ86_PANTR
OG0009421	sp|E9Q612|PTPRO_MOUSE	tr|A0A2I3SMH2|A0A2I3SMH2_PANTR
OG0009422	sp|G3UW36|C97D2_MOUSE	tr|A0A2I3SIC5|A0A2I3SIC5_PANTR
OG0009423	sp|O08537|ESR2_MOUSE	tr|H2Q8G2|H2Q8G2_PANTR
OG0009424	sp|O35969|GAMT_MOUSE	tr|K7CHV1|K7CHV1_PANTR
OG0009425	sp|O89116|VTI1A_MOUSE	tr|H2RC26|H2RC26_PANTR
OG0009426	sp|P29477|NOS2_MOUSE	tr|H2QCG5|H2QCG5_PANTR
OG0009427	sp|P35576|G6PC1_MOUSE	tr|A0A2I3SGU1|A0A2I3SGU1_PANTR
OG0009428	sp|P41047|TNFL6_MOUSE	tr|H2Q0M2|H2Q0M2_PANTR
OG0009429	sp|P56480|ATPB_MOUSE	tr|H2Q695|H2Q695_PANTR
OG0009430	sp|P62748|HPCL1_MOUSE	tr|G2HG33|G2HG33_PANTR
OG0009431	sp|P97821|CATC_MOUSE	tr|H2Q4I9|H2Q4I9_PANTR
OG0009432	sp|Q00623|APOA1_MOUSE	sp|P0DJG0|APOA1_PANTR
OG0009433	sp|Q059Y8|DCST1_MOUSE	tr|H2Q064|H2Q064_PANTR
OG0009434	sp|Q148A4|PPR32_MOUSE	tr|H2R5D4|H2R5D4_PANTR
OG0009435	sp|Q3TKY6|CWC27_MOUSE	tr|H2QQZ4|H2QQZ4_PANTR
