Orthogroup	Mus_musculus	Eschrichtius_robustus
OG0003404	sp|Q3UIR3|DTX3L_MOUSE	tr|A0A2F0BG26|A0A2F0BG26_ESCRO
OG0003405	sp|Q9JMJ2|FBXW4_MOUSE	tr|A0A2F0BGA2|A0A2F0BGA2_ESCRO
OG0003406	sp|Q62447|CCNC_MOUSE	tr|A0A2F0BGM9|A0A2F0BGM9_ESCRO
OG0003407	sp|Q9WTM5|RUVB2_MOUSE	tr|A0A2F0BH29|A0A2F0BH29_ESCRO
OG0003408	sp|Q8BNN1|SPA2L_MOUSE	tr|A0A2F0BHA6|A0A2F0BHA6_ESCRO
OG0003409	sp|Q9Z282|GP132_MOUSE	tr|A0A2F0BHV0|A0A2F0BHV0_ESCRO
OG0003410	sp|P47801|EMP1_MOUSE	tr|A0A2F0BIP9|A0A2F0BIP9_ESCRO
OG0003411	sp|Q62059|CSPG2_MOUSE	tr|A0A2F0BIS0|A0A2F0BIS0_ESCRO
OG0003412	sp|Q9QZX7|SRR_MOUSE	tr|A0A2F0BJ20|A0A2F0BJ20_ESCRO
OG0003413	sp|Q9D1K7|CT027_MOUSE	tr|A0A2F0BJ36|A0A2F0BJ36_ESCRO
OG0003414	tr|B1AR10|B1AR10_MOUSE	tr|A0A2F0BJX7|A0A2F0BJX7_ESCRO
OG0003415	sp|Q61458|CCNH_MOUSE	tr|A0A2F0BK07|A0A2F0BK07_ESCRO
OG0003416	sp|Q9EQ09|OLR1_MOUSE	tr|A0A2F0BK69|A0A2F0BK69_ESCRO
OG0003417	sp|Q9QY42|GPR37_MOUSE	tr|A0A2F0BLI1|A0A2F0BLI1_ESCRO
OG0003418	sp|Q91ZJ5|UGPA_MOUSE	tr|A0A2F0BM03|A0A2F0BM03_ESCRO
OG0003419	sp|Q62395|TFF3_MOUSE	tr|A0A2F0BMK0|A0A2F0BMK0_ESCRO
OG0003420	sp|E9PV24|FIBA_MOUSE	tr|A0A2F0BMU1|A0A2F0BMU1_ESCRO
OG0003421	sp|Q8BVP1|TRIML_MOUSE	tr|A0A2F0BMX3|A0A2F0BMX3_ESCRO
OG0003422	sp|Q8VC12|HUTU_MOUSE	tr|A0A2F0BMX7|A0A2F0BMX7_ESCRO
OG0003423	sp|Q7TNB4|MSTRO_MOUSE	tr|A0A2F0BNL1|A0A2F0BNL1_ESCRO
OG0003424	sp|Q07243|MTF1_MOUSE	tr|A0A2F0BNR5|A0A2F0BNR5_ESCRO
OG0003425	sp|Q6DFV1|CNDG2_MOUSE	tr|A0A2F0BNX6|A0A2F0BNX6_ESCRO
OG0003426	sp|Q9CQJ6|DENR_MOUSE	tr|A0A2F0BPJ6|A0A2F0BPJ6_ESCRO
OG0003427	sp|Q9CX97|WDR55_MOUSE	tr|A0A2F0BPV6|A0A2F0BPV6_ESCRO
OG0003428	sp|Q8BLG2|LPAR4_MOUSE	tr|A0A2F0BQ64|A0A2F0BQ64_ESCRO
OG0003429	sp|Q9DBC0|SELO_MOUSE	tr|A0A2F0AVA5|A0A2F0AVA5_ESCRO
OG0003430	sp|P27889|HNF1B_MOUSE	tr|A0A2F0AVU7|A0A2F0AVU7_ESCRO
OG0003431	sp|P47939|RES18_MOUSE	tr|A0A2F0AW46|A0A2F0AW46_ESCRO
OG0003432	sp|Q9Z1Q5|CLIC1_MOUSE	tr|A0A2F0AW66|A0A2F0AW66_ESCRO
OG0003433	sp|P47963|RL13_MOUSE	tr|A0A2F0AX77|A0A2F0AX77_ESCRO
OG0003434	sp|Q14BV6|YDJC_MOUSE	tr|A0A2F0AXF3|A0A2F0AXF3_ESCRO
OG0003435	sp|Q8CIV8|TBCE_MOUSE	tr|A0A2F0AXH3|A0A2F0AXH3_ESCRO
OG0003436	sp|Q91WU2|S22A7_MOUSE	tr|A0A2F0AXJ2|A0A2F0AXJ2_ESCRO
OG0003437	sp|Q9CYF5|RCC1L_MOUSE	tr|A0A2F0AXR3|A0A2F0AXR3_ESCRO
OG0003438	sp|Q9D2H6|SP2_MOUSE	tr|A0A2F0AXV2|A0A2F0AXV2_ESCRO
OG0003439	sp|Q640N3|RHG30_MOUSE	tr|A0A2F0AXY3|A0A2F0AXY3_ESCRO
OG0003440	sp|Q9QXY1|ZO3_MOUSE	tr|A0A2F0AY49|A0A2F0AY49_ESCRO
OG0003441	sp|Q9QZL6|UBP21_MOUSE	tr|A0A2F0AZ21|A0A2F0AZ21_ESCRO
OG0003442	sp|Q9ER58|TICN2_MOUSE	tr|A0A2F0AZ72|A0A2F0AZ72_ESCRO
OG0003443	sp|Q9QWR8|NAGAB_MOUSE	tr|A0A2F0B044|A0A2F0B044_ESCRO
OG0003444	sp|Q8VE65|TAF12_MOUSE	tr|A0A2F0B151|A0A2F0B151_ESCRO
OG0003445	sp|Q8K3V7|MNAR1_MOUSE	tr|A0A2F0B2Z8|A0A2F0B2Z8_ESCRO
OG0003446	sp|Q6IEE6|T132E_MOUSE	tr|A0A2F0B344|A0A2F0B344_ESCRO
OG0003447	sp|P27005|S10A8_MOUSE	tr|A0A2F0B364|A0A2F0B364_ESCRO
OG0003448	sp|Q61468|MSLN_MOUSE	tr|A0A2F0B3J6|A0A2F0B3J6_ESCRO
OG0003449	sp|Q9D753|EXOS8_MOUSE	tr|A0A2F0B3S9|A0A2F0B3S9_ESCRO
OG0003450	sp|Q71FD7|FBLI1_MOUSE	tr|A0A2F0B3X2|A0A2F0B3X2_ESCRO
OG0003451	sp|Q8K3J1|NDUS8_MOUSE	tr|A0A2F0B474|A0A2F0B474_ESCRO
OG0003452	sp|Q91WP0|MASP2_MOUSE	tr|A0A2F0B4Q1|A0A2F0B4Q1_ESCRO
OG0003453	sp|Q8R349|CDC16_MOUSE	tr|A0A2F0B522|A0A2F0B522_ESCRO
OG0003454	sp|Q924H9|DQX1_MOUSE	tr|A0A2F0B558|A0A2F0B558_ESCRO
OG0003455	sp|O35130|NEP1_MOUSE	tr|A0A2F0B5U8|A0A2F0B5U8_ESCRO
OG0003456	sp|Q3UEG6|AGT2_MOUSE	tr|A0A2F0B6P6|A0A2F0B6P6_ESCRO
OG0003457	sp|Q9R233|TPSN_MOUSE	tr|A0A2F0B6S9|A0A2F0B6S9_ESCRO
OG0003458	sp|Q99KJ8|DCTN2_MOUSE	tr|A0A2F0B6Z4|A0A2F0B6Z4_ESCRO
OG0003459	sp|Q91W29|COX42_MOUSE	tr|A0A2F0B770|A0A2F0B770_ESCRO
OG0003460	sp|P35762|CD81_MOUSE	tr|A0A2F0B808|A0A2F0B808_ESCRO
OG0003461	sp|Q9Z0L8|GGH_MOUSE	tr|A0A2F0B835|A0A2F0B835_ESCRO
OG0003462	sp|Q8VC33|NXNL1_MOUSE	tr|A0A2F0B8A8|A0A2F0B8A8_ESCRO
OG0003463	sp|Q9DBW3|NATD1_MOUSE	tr|A0A2F0B8C0|A0A2F0B8C0_ESCRO
OG0003464	sp|Q99PT3|IN80B_MOUSE	tr|A0A2F0B8J7|A0A2F0B8J7_ESCRO
OG0003465	sp|Q811L6|MAST4_MOUSE	tr|A0A2F0B920|A0A2F0B920_ESCRO
OG0003466	sp|Q9D856|S39A5_MOUSE	tr|A0A2F0B947|A0A2F0B947_ESCRO
OG0003467	sp|Q3TIU4|PDE12_MOUSE	tr|A0A2F0B9A9|A0A2F0B9A9_ESCRO
OG0003468	sp|Q7TQC5|APTX_MOUSE	tr|A0A2F0BA75|A0A2F0BA75_ESCRO
OG0003469	sp|O70303|CIDEB_MOUSE	tr|A0A2F0BBJ1|A0A2F0BBJ1_ESCRO
OG0003470	tr|E9Q6R1|E9Q6R1_MOUSE	tr|A0A2F0BBW7|A0A2F0BBW7_ESCRO
OG0003471	sp|Q9Z2G9|HTAI2_MOUSE	tr|A0A2F0BCE5|A0A2F0BCE5_ESCRO
OG0003472	sp|Q8R115|TMM82_MOUSE	tr|A0A2F0BD41|A0A2F0BD41_ESCRO
OG0003473	sp|P47993|XCL1_MOUSE	tr|A0A2F0BD42|A0A2F0BD42_ESCRO
OG0003474	sp|Q9DAI9|MORN5_MOUSE	tr|A0A2F0BD66|A0A2F0BD66_ESCRO
OG0003475	sp|Q80U59|K0232_MOUSE	tr|A0A2F0BD93|A0A2F0BD93_ESCRO
OG0003476	sp|Q9ERR8|ZN319_MOUSE	tr|A0A2F0BDQ5|A0A2F0BDQ5_ESCRO
OG0003477	sp|Q8C8C1|RTP1_MOUSE	tr|A0A2F0BDR4|A0A2F0BDR4_ESCRO
OG0003478	sp|Q8BX02|KANK2_MOUSE	tr|A0A2F0BF59|A0A2F0BF59_ESCRO
OG0003479	sp|Q4VC33|MAEA_MOUSE	tr|A0A2F0BGS0|A0A2F0BGS0_ESCRO
OG0003480	sp|Q922Q6|ABHEA_MOUSE	tr|A0A2F0BHD9|A0A2F0BHD9_ESCRO
OG0003481	sp|Q9R097|SPIT1_MOUSE	tr|A0A2F0BHK2|A0A2F0BHK2_ESCRO
OG0003482	sp|Q6IMP4|PANX2_MOUSE	tr|A0A2F0BHN7|A0A2F0BHN7_ESCRO
OG0003483	tr|D3Z689|D3Z689_MOUSE	tr|A0A2F0BI62|A0A2F0BI62_ESCRO
OG0003484	tr|Q32M27|Q32M27_MOUSE	tr|A0A2F0BIV1|A0A2F0BIV1_ESCRO
OG0003485	sp|Q810N5|CL060_MOUSE	tr|A0A2F0BIX0|A0A2F0BIX0_ESCRO
OG0003486	sp|Q8BJW5|NOL11_MOUSE	tr|A0A2F0BJ71|A0A2F0BJ71_ESCRO
OG0003487	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A2F0BK16|A0A2F0BK16_ESCRO
OG0003488	sp|O54826|AF10_MOUSE	tr|A0A2F0BKT3|A0A2F0BKT3_ESCRO
OG0003489	sp|Q9DCL8|IPP2_MOUSE	tr|A0A2F0BM53|A0A2F0BM53_ESCRO
OG0003490	sp|Q91WE2|PIP30_MOUSE	tr|A0A2F0BN16|A0A2F0BN16_ESCRO
OG0003491	sp|Q9DA39|LFG4_MOUSE	tr|A0A2F0BNK5|A0A2F0BNK5_ESCRO
OG0003493	sp|Q8BHH2|RAB9B_MOUSE	tr|A0A2F0BNZ1|A0A2F0BNZ1_ESCRO
OG0003494	sp|Q8BHK9|ERC6L_MOUSE	tr|A0A2F0BP91|A0A2F0BP91_ESCRO
OG0003495	sp|Q8BW11|PRS58_MOUSE	tr|A0A2F0BPA6|A0A2F0BPA6_ESCRO
OG0003496	sp|Q3UD01|A7L3B_MOUSE	tr|A0A2F0BPN1|A0A2F0BPN1_ESCRO
OG0003497	sp|Q8K2P6|RFESD_MOUSE	tr|A0A2F0BQD8|A0A2F0BQD8_ESCRO
OG0003498	sp|Q8CAE9|PDXL2_MOUSE	tr|A0A2F0AUN5|A0A2F0AUN5_ESCRO
OG0003499	sp|Q9DCC3|CC107_MOUSE	tr|A0A2F0AUU8|A0A2F0AUU8_ESCRO
OG0003500	sp|Q8VDZ4|ZDHC5_MOUSE	tr|A0A2F0AVJ9|A0A2F0AVJ9_ESCRO
OG0003501	sp|P28574|MAX_MOUSE	tr|A0A2F0AVQ5|A0A2F0AVQ5_ESCRO
OG0003502	sp|Q8R1J1|TM6S2_MOUSE	tr|A0A2F0AWT0|A0A2F0AWT0_ESCRO
OG0003503	sp|Q91YN1|F118A_MOUSE	tr|A0A2F0AXY0|A0A2F0AXY0_ESCRO
OG0003504	sp|P47879|IBP4_MOUSE	tr|A0A2F0AYS6|A0A2F0AYS6_ESCRO
OG0003505	sp|Q80UZ2|SDA1_MOUSE	tr|A0A2F0AZI1|A0A2F0AZI1_ESCRO
OG0003506	sp|Q61171|PRDX2_MOUSE	tr|A0A2F0B025|A0A2F0B025_ESCRO
OG0003507	sp|Q63961|EGLN_MOUSE	tr|A0A2F0B070|A0A2F0B070_ESCRO
OG0003508	sp|Q68FE9|TSH2_MOUSE	tr|A0A2F0B081|A0A2F0B081_ESCRO
OG0003509	sp|Q8C4U2|TM145_MOUSE	tr|A0A2F0B0H3|A0A2F0B0H3_ESCRO
OG0003510	sp|Q8K592|AMHR2_MOUSE	tr|A0A2F0B0X5|A0A2F0B0X5_ESCRO
OG0003511	sp|Q8VIG3|RSPH1_MOUSE	tr|A0A2F0B1A7|A0A2F0B1A7_ESCRO
OG0003512	sp|P50580|PA2G4_MOUSE	tr|A0A2F0B1F4|A0A2F0B1F4_ESCRO
OG0003513	sp|Q80XJ2|RN168_MOUSE	tr|A0A2F0B1S3|A0A2F0B1S3_ESCRO
OG0003514	sp|Q5DU09|ZN652_MOUSE	tr|A0A2F0B257|A0A2F0B257_ESCRO
OG0003515	tr|G3UVV3|G3UVV3_MOUSE	tr|A0A2F0B2K1|A0A2F0B2K1_ESCRO
OG0003516	sp|Q505F5|LRC47_MOUSE	tr|A0A2F0B2Q1|A0A2F0B2Q1_ESCRO
OG0003517	sp|Q62312|TGFR2_MOUSE	tr|A0A2F0B3N3|A0A2F0B3N3_ESCRO
OG0003518	sp|P55194|3BP1_MOUSE	tr|A0A2F0B4V4|A0A2F0B4V4_ESCRO
OG0003519	sp|Q99MR6|SRRT_MOUSE	tr|A0A2F0B5Q4|A0A2F0B5Q4_ESCRO
OG0003520	sp|Q497L9|S22AE_MOUSE	tr|A0A2F0B6G4|A0A2F0B6G4_ESCRO
OG0003521	sp|P81069|GABP2_MOUSE	tr|A0A2F0B729|A0A2F0B729_ESCRO
OG0003522	sp|Q9DCV4|RMD1_MOUSE	tr|A0A2F0B778|A0A2F0B778_ESCRO
OG0003523	sp|Q8BMP4|GPER1_MOUSE	tr|A0A2F0B7A2|A0A2F0B7A2_ESCRO
OG0003524	sp|P00184|CP1A1_MOUSE	tr|A0A2F0B7G6|A0A2F0B7G6_ESCRO
OG0003525	sp|Q8CDJ3|BAKOR_MOUSE	tr|A0A2F0B7L8|A0A2F0B7L8_ESCRO
OG0003526	sp|Q3UZA1|CPZIP_MOUSE	tr|A0A2F0B831|A0A2F0B831_ESCRO
OG0003527	sp|Q91XC9|PEX16_MOUSE	tr|A0A2F0B8W1|A0A2F0B8W1_ESCRO
OG0003528	sp|P24721|ASGR2_MOUSE	tr|A0A2F0B9B7|A0A2F0B9B7_ESCRO
OG0003529	sp|Q8C0Q3|TTC34_MOUSE	tr|A0A2F0B9C0|A0A2F0B9C0_ESCRO
OG0003530	sp|Q9D2V5|AAR2_MOUSE	tr|A0A2F0B9C4|A0A2F0B9C4_ESCRO
OG0003531	sp|Q8K2X3|STN1_MOUSE	tr|A0A2F0BAB1|A0A2F0BAB1_ESCRO
OG0003532	sp|P10856|STP1_MOUSE	tr|A0A2F0BAG3|A0A2F0BAG3_ESCRO
OG0003533	sp|Q8R3P7|CLUA1_MOUSE	tr|A0A2F0BAP1|A0A2F0BAP1_ESCRO
OG0003534	sp|Q6P3A9|ARL11_MOUSE	tr|A0A2F0BBP8|A0A2F0BBP8_ESCRO
OG0003535	sp|A1KXC4|FAIM3_MOUSE	tr|A0A2F0BCL0|A0A2F0BCL0_ESCRO
OG0003536	sp|Q60760|GRB10_MOUSE	tr|A0A2F0BCN9|A0A2F0BCN9_ESCRO
OG0003537	sp|Q9Z0F5|CH25H_MOUSE	tr|A0A2F0BD77|A0A2F0BD77_ESCRO
OG0003538	sp|Q9Z123|SEM4F_MOUSE	tr|A0A2F0BE25|A0A2F0BE25_ESCRO
OG0003539	sp|Q9CQI9|MED30_MOUSE	tr|A0A2F0BFL6|A0A2F0BFL6_ESCRO
OG0003540	sp|P31257|HXC10_MOUSE	tr|A0A2F0BFZ6|A0A2F0BFZ6_ESCRO
OG0003541	sp|Q9QZS7|NPHN_MOUSE	tr|A0A2F0BGA8|A0A2F0BGA8_ESCRO
OG0003542	sp|O35551|RABE1_MOUSE	tr|A0A2F0BGF3|A0A2F0BGF3_ESCRO
OG0003543	sp|Q8BR92|PALM2_MOUSE	tr|A0A2F0BGR1|A0A2F0BGR1_ESCRO
OG0003544	sp|P53349|M3K1_MOUSE	tr|A0A2F0BGU2|A0A2F0BGU2_ESCRO
OG0003545	sp|P99026|PSB4_MOUSE	tr|A0A2F0BHP5|A0A2F0BHP5_ESCRO
OG0003546	sp|Q9D9C7|CC062_MOUSE	tr|A0A2F0BHQ7|A0A2F0BHQ7_ESCRO
OG0003547	sp|Q3U133|ZN746_MOUSE	tr|A0A2F0BI69|A0A2F0BI69_ESCRO
OG0003548	sp|Q9D4C1|LMTD1_MOUSE	tr|A0A2F0BI91|A0A2F0BI91_ESCRO
OG0003549	sp|Q64010|CRK_MOUSE	tr|A0A2F0BJ50|A0A2F0BJ50_ESCRO
OG0003550	sp|Q9D1L9|LTOR5_MOUSE	tr|A0A2F0BJH6|A0A2F0BJH6_ESCRO
OG0003551	sp|Q920Q4|VPS16_MOUSE	tr|A0A2F0BJJ0|A0A2F0BJJ0_ESCRO
OG0003552	sp|Q9CXD9|LRC17_MOUSE	tr|A0A2F0BJK4|A0A2F0BJK4_ESCRO
OG0003553	sp|Q8VD76|TF2H3_MOUSE	tr|A0A2F0BKK0|A0A2F0BKK0_ESCRO
OG0003554	sp|O35129|PHB2_MOUSE	tr|A0A2F0BNI1|A0A2F0BNI1_ESCRO
OG0003555	tr|Q99M20|Q99M20_MOUSE	tr|A0A2F0BP69|A0A2F0BP69_ESCRO
OG0003556	sp|Q61146|OCLN_MOUSE	tr|A0A2F0BPE8|A0A2F0BPE8_ESCRO
OG0003557	sp|P15656|FGF5_MOUSE	tr|A0A2F0BQC2|A0A2F0BQC2_ESCRO
OG0003558	sp|Q149S1|TEKT4_MOUSE	tr|A0A2F0AUC7|A0A2F0AUC7_ESCRO
OG0003559	sp|Q8R2R3|AAGAB_MOUSE	tr|A0A2F0AUF2|A0A2F0AUF2_ESCRO
OG0003560	sp|Q6GQV0|TEDC2_MOUSE	tr|A0A2F0AWV0|A0A2F0AWV0_ESCRO
OG0003561	sp|P17433|SPI1_MOUSE	tr|A0A2F0AXX4|A0A2F0AXX4_ESCRO
OG0003562	sp|Q1ERP8|CLM9_MOUSE	tr|A0A2F0AYL0|A0A2F0AYL0_ESCRO
OG0003563	sp|O55127|CP26A_MOUSE	tr|A0A2F0AYW9|A0A2F0AYW9_ESCRO
OG0003564	sp|Q99MV5|M10L1_MOUSE	tr|A0A2F0AZL7|A0A2F0AZL7_ESCRO
OG0003565	sp|P51944|CCNF_MOUSE	tr|A0A2F0B0C4|A0A2F0B0C4_ESCRO
OG0003566	sp|Q4FZH1|EREP1_MOUSE	tr|A0A2F0B1F0|A0A2F0B1F0_ESCRO
OG0003567	sp|Q6NZK8|PTPC1_MOUSE	tr|A0A2F0B1K5|A0A2F0B1K5_ESCRO
OG0003568	sp|Q9DBY8|NVL_MOUSE	tr|A0A2F0B1N3|A0A2F0B1N3_ESCRO
OG0003569	sp|P54923|ADPRH_MOUSE	tr|A0A2F0B2B5|A0A2F0B2B5_ESCRO
OG0003570	sp|Q0VAV2|EXPH5_MOUSE	tr|A0A2F0B2T2|A0A2F0B2T2_ESCRO
OG0003571	sp|O55128|SAP18_MOUSE	tr|A0A2F0B2Y9|A0A2F0B2Y9_ESCRO
OG0003572	sp|Q9WUP4|PORED_MOUSE	tr|A0A2F0B5S7|A0A2F0B5S7_ESCRO
OG0003573	sp|Q8C761|DC2I1_MOUSE	tr|A0A2F0B666|A0A2F0B666_ESCRO
OG0003574	sp|Q8BGD0|CC014_MOUSE	tr|A0A2F0B6X5|A0A2F0B6X5_ESCRO
OG0003575	sp|Q8BVN7|S2541_MOUSE	tr|A0A2F0B7B8|A0A2F0B7B8_ESCRO
OG0003576	sp|Q8BU25|PAMR1_MOUSE	tr|A0A2F0B7D8|A0A2F0B7D8_ESCRO
OG0003577	sp|O09113|OTP_MOUSE	tr|A0A2F0B8M4|A0A2F0B8M4_ESCRO
OG0003578	sp|Q9JKC7|AP4M1_MOUSE	tr|A0A2F0B938|A0A2F0B938_ESCRO
OG0003579	sp|Q6NSR3|ADCK2_MOUSE	tr|A0A2F0B9A5|A0A2F0B9A5_ESCRO
OG0003580	sp|P47774|CCR7_MOUSE	tr|A0A2F0BAA6|A0A2F0BAA6_ESCRO
OG0003581	sp|Q91W92|BORG5_MOUSE	tr|A0A2F0BAL5|A0A2F0BAL5_ESCRO
OG0003582	sp|O08707|ACKR2_MOUSE	tr|A0A2F0BBD5|A0A2F0BBD5_ESCRO
OG0003583	sp|Q99L27|GMPR2_MOUSE	tr|A0A2F0BCZ9|A0A2F0BCZ9_ESCRO
OG0003584	sp|Q5SX19|PIGL_MOUSE	tr|A0A2F0BD14|A0A2F0BD14_ESCRO
OG0003585	sp|Q8VDV3|R3GEF_MOUSE	tr|A0A2F0BD76|A0A2F0BD76_ESCRO
OG0003586	sp|P15379|CD44_MOUSE	tr|A0A2F0BDG2|A0A2F0BDG2_ESCRO
OG0003587	sp|P24452|CAPG_MOUSE	tr|A0A2F0BDJ9|A0A2F0BDJ9_ESCRO
OG0003588	sp|P22315|HEMH_MOUSE	tr|A0A2F0BDW0|A0A2F0BDW0_ESCRO
OG0003589	sp|Q9CX56|PSMD8_MOUSE	tr|A0A2F0BER8|A0A2F0BER8_ESCRO
OG0003590	sp|Q6IMB1|RSLBA_MOUSE	tr|A0A2F0BFS8|A0A2F0BFS8_ESCRO
OG0003591	sp|Q8K3C0|RNK_MOUSE	tr|A0A2F0BG71|A0A2F0BG71_ESCRO
OG0003592	sp|Q9D6X5|S52A3_MOUSE	tr|A0A2F0BHG0|A0A2F0BHG0_ESCRO
OG0003593	sp|Q924X7|STK33_MOUSE	tr|A0A2F0BHJ1|A0A2F0BHJ1_ESCRO
OG0003594	sp|O88824|JTB_MOUSE	tr|A0A2F0BJ03|A0A2F0BJ03_ESCRO
OG0003595	sp|Q8K262|PLAC9_MOUSE	tr|A0A2F0BJ33|A0A2F0BJ33_ESCRO
OG0003596	sp|O70333|CRIPT_MOUSE	tr|A0A2F0BJ76|A0A2F0BJ76_ESCRO
OG0003597	tr|E9Q9K8|E9Q9K8_MOUSE	tr|A0A2F0BJK8|A0A2F0BJK8_ESCRO
OG0003598	sp|Q8CCF0|PRP31_MOUSE	tr|A0A2F0BJM4|A0A2F0BJM4_ESCRO
OG0003599	sp|Q3TAS6|EMC10_MOUSE	tr|A0A2F0BJR6|A0A2F0BJR6_ESCRO
OG0003600	sp|O35393|EFNB3_MOUSE	tr|A0A2F0BK11|A0A2F0BK11_ESCRO
OG0003601	sp|P59114|CAPAM_MOUSE	tr|A0A2F0BKL7|A0A2F0BKL7_ESCRO
OG0003602	sp|Q9DCK3|TSN4_MOUSE	tr|A0A2F0BKW9|A0A2F0BKW9_ESCRO
OG0003603	sp|Q8BH06|I17RE_MOUSE	tr|A0A2F0BLG7|A0A2F0BLG7_ESCRO
OG0003604	sp|Q9D5P4|ADAD2_MOUSE	tr|A0A2F0BLY8|A0A2F0BLY8_ESCRO
OG0003605	tr|Q8VF55|Q8VF55_MOUSE	tr|A0A2F0BNM0|A0A2F0BNM0_ESCRO
OG0003606	sp|Q5SUE8|ANR40_MOUSE	tr|A0A2F0BNT2|A0A2F0BNT2_ESCRO
OG0003607	sp|P43488|TNFL4_MOUSE	tr|A0A2F0BP78|A0A2F0BP78_ESCRO
OG0003608	sp|Q9JHI0|MMP19_MOUSE	tr|A0A2F0AW16|A0A2F0AW16_ESCRO
OG0003609	sp|O54734|OST48_MOUSE	tr|A0A2F0AX35|A0A2F0AX35_ESCRO
OG0003610	sp|Q3TQ03|CIART_MOUSE	tr|A0A2F0AZK1|A0A2F0AZK1_ESCRO
OG0003611	sp|Q5SWP3|NACAD_MOUSE	tr|A0A2F0AZP1|A0A2F0AZP1_ESCRO
OG0003612	sp|Q80Y50|CMTA2_MOUSE	tr|A0A2F0B1J2|A0A2F0B1J2_ESCRO
OG0003613	sp|P51879|ONCO_MOUSE	tr|A0A2F0B1X8|A0A2F0B1X8_ESCRO
OG0003614	sp|P59708|SF3B6_MOUSE	tr|A0A2F0B250|A0A2F0B250_ESCRO
OG0003615	sp|Q8BK58|HBAP1_MOUSE	tr|A0A2F0B283|A0A2F0B283_ESCRO
OG0003616	sp|Q711T7|NADE_MOUSE	tr|A0A2F0B2T6|A0A2F0B2T6_ESCRO
OG0003617	sp|Q9WUU8|TNIP1_MOUSE	tr|A0A2F0B2V0|A0A2F0B2V0_ESCRO
OG0003619	sp|P48281|VDR_MOUSE	tr|A0A2F0B3B3|A0A2F0B3B3_ESCRO
OG0003620	sp|P62340|TBPL1_MOUSE	tr|A0A2F0B3J5|A0A2F0B3J5_ESCRO
OG0003621	sp|Q9WTM4|NF2L3_MOUSE	tr|A0A2F0B4W9|A0A2F0B4W9_ESCRO
OG0003622	sp|Q64287|IRF4_MOUSE	tr|A0A2F0B5E3|A0A2F0B5E3_ESCRO
OG0003623	sp|Q9JJV2|PROF2_MOUSE	tr|A0A2F0B5L8|A0A2F0B5L8_ESCRO
OG0003624	sp|Q8C2K5|RASL3_MOUSE	tr|A0A2F0B6X8|A0A2F0B6X8_ESCRO
OG0003625	sp|Q91X20|ASH2L_MOUSE	tr|A0A2F0B7I4|A0A2F0B7I4_ESCRO
OG0003626	tr|A0A338P6G2|A0A338P6G2_MOUSE	tr|A0A2F0B7Q5|A0A2F0B7Q5_ESCRO
OG0003627	sp|Q9D2N8|GLT15_MOUSE	tr|A0A2F0B7S1|A0A2F0B7S1_ESCRO
OG0003628	sp|P35290|RAB24_MOUSE	tr|A0A2F0B7U6|A0A2F0B7U6_ESCRO
OG0003629	sp|Q8QZR0|TR1L1_MOUSE	tr|A0A2F0B816|A0A2F0B816_ESCRO
OG0003630	sp|Q8CGK5|INLR1_MOUSE	tr|A0A2F0B983|A0A2F0B983_ESCRO
OG0003631	sp|Q8R0A7|K0513_MOUSE	tr|A0A2F0B9F8|A0A2F0B9F8_ESCRO
OG0003632	sp|Q91YP0|L2HDH_MOUSE	tr|A0A2F0BA27|A0A2F0BA27_ESCRO
OG0003633	sp|P37913|DNLI1_MOUSE	tr|A0A2F0BA89|A0A2F0BA89_ESCRO
OG0003634	sp|Q68FG0|ZC4H2_MOUSE	tr|A0A2F0BAM5|A0A2F0BAM5_ESCRO
OG0003635	sp|Q6P1H6|ANKL2_MOUSE	tr|A0A2F0BB77|A0A2F0BB77_ESCRO
OG0003636	sp|P23475|XRCC6_MOUSE	tr|A0A2F0BBC2|A0A2F0BBC2_ESCRO
OG0003637	sp|Q921I2|KLDC4_MOUSE	tr|A0A2F0BBL3|A0A2F0BBL3_ESCRO
OG0003638	sp|Q60596|XRCC1_MOUSE	tr|A0A2F0BBQ1|A0A2F0BBQ1_ESCRO
OG0003639	sp|Q5EBP3|ARMC5_MOUSE	tr|A0A2F0BCK0|A0A2F0BCK0_ESCRO
OG0003640	sp|Q9D2Z8|KIF12_MOUSE	tr|A0A2F0BD28|A0A2F0BD28_ESCRO
OG0003641	sp|Q8K015|CENPO_MOUSE	tr|A0A2F0BD81|A0A2F0BD81_ESCRO
OG0003642	sp|Q9QX47|SON_MOUSE	tr|A0A2F0BDC3|A0A2F0BDC3_ESCRO
OG0003643	sp|Q60662|AKAP4_MOUSE	tr|A0A2F0BDR1|A0A2F0BDR1_ESCRO
OG0003644	sp|Q8VCW8|ACSF2_MOUSE	tr|A0A2F0BE64|A0A2F0BE64_ESCRO
OG0003645	sp|Q99MT6|SUCR1_MOUSE	tr|A0A2F0BE68|A0A2F0BE68_ESCRO
OG0003646	sp|P09024|HXB7_MOUSE	tr|A0A2F0BE93|A0A2F0BE93_ESCRO
OG0003647	sp|P35454|NEU1_MOUSE	tr|A0A2F0BEW1|A0A2F0BEW1_ESCRO
OG0003648	sp|Q8BXQ3|LRTM1_MOUSE	tr|A0A2F0BF28|A0A2F0BF28_ESCRO
