Orthogroup	Mus_musculus	Rousettus_aegyptiacus
OG0005154	sp|Q9JLZ8|SIGIR_MOUSE	tr|A0A7J8H746|A0A7J8H746_ROUAE
OG0005155	sp|Q9Z0H3|SNF5_MOUSE	tr|A0A7J8H6A0|A0A7J8H6A0_ROUAE
OG0005156	sp|A0A5K7RLP0|MEIOS_MOUSE	tr|A0A7J8CE15|A0A7J8CE15_ROUAE
OG0005157	sp|A2A5N8|LMBL1_MOUSE	tr|A0A7J8DIF6|A0A7J8DIF6_ROUAE
OG0005158	sp|A2A863|ITB4_MOUSE	tr|A0A7J8GA52|A0A7J8GA52_ROUAE
OG0005159	sp|A4Q9F3|TTL10_MOUSE	tr|A0A7J8KJ41|A0A7J8KJ41_ROUAE
OG0005160	tr|E9Q0B6|E9Q0B6_MOUSE	tr|A0A7J8FFJ3|A0A7J8FFJ3_ROUAE
OG0005161	sp|E9Q343|G137C_MOUSE	tr|A0A7J8IKM9|A0A7J8IKM9_ROUAE
OG0005162	tr|E9Q3G8|E9Q3G8_MOUSE	tr|A0A7J8KDM7|A0A7J8KDM7_ROUAE
OG0005163	sp|E9QA62|LMOD3_MOUSE	tr|A0A7J8HQP4|A0A7J8HQP4_ROUAE
OG0005164	sp|O08530|S1PR1_MOUSE	tr|A0A7J8BHH2|A0A7J8BHH2_ROUAE
OG0005165	sp|O54910|IKBE_MOUSE	tr|A0A7J8KDD3|A0A7J8KDD3_ROUAE
OG0005166	sp|O89101|FGF18_MOUSE	tr|A0A7J8FG79|A0A7J8FG79_ROUAE
OG0005167	sp|O89114|DNJB5_MOUSE	tr|A0A7J8IIR7|A0A7J8IIR7_ROUAE
OG0005168	sp|P03940|CP21A_MOUSE	tr|A0A7J8K6T1|A0A7J8K6T1_ROUAE
OG0005170	sp|P35292|RAB17_MOUSE	tr|A0A7J8JKG2|A0A7J8JKG2_ROUAE
OG0005171	sp|P46660|AINX_MOUSE	tr|A0A7J8G952|A0A7J8G952_ROUAE
OG0005172	sp|P62852|RS25_MOUSE	tr|A0A7J8H5M1|A0A7J8H5M1_ROUAE
OG0005173	sp|P63216|GBG3_MOUSE	tr|A0A7J8H0J0|A0A7J8H0J0_ROUAE
OG0005174	sp|P70399|TP53B_MOUSE	tr|A0A7J8IUJ3|A0A7J8IUJ3_ROUAE
OG0005175	sp|Q08639|TFDP1_MOUSE	tr|A0A7J8DZI9|A0A7J8DZI9_ROUAE
OG0005176	sp|Q11011|PSA_MOUSE	tr|A0A7J8GD55|A0A7J8GD55_ROUAE
OG0005177	sp|Q149C2|MIPT3_MOUSE	tr|A0A7J8JN84|A0A7J8JN84_ROUAE
OG0005178	sp|Q3TDN0|DISP1_MOUSE	tr|A0A7J8B9P0|A0A7J8B9P0_ROUAE
OG0005179	sp|Q3UHJ0|AAK1_MOUSE	tr|A0A7J8FEZ4|A0A7J8FEZ4_ROUAE
OG0005180	sp|Q3UW31|PATE2_MOUSE	tr|A0A7J8H508|A0A7J8H508_ROUAE
OG0005181	sp|Q61124|CLN3_MOUSE	tr|A0A7J8EYN5|A0A7J8EYN5_ROUAE
OG0005182	sp|Q61166|MARE1_MOUSE	tr|A0A7J8DJ06|A0A7J8DJ06_ROUAE
OG0005183	sp|Q6PHB0|I20RA_MOUSE	tr|A0A7J8K9P2|A0A7J8K9P2_ROUAE
OG0005184	sp|Q6PIX5|RHDF1_MOUSE	tr|A0A7J8F349|A0A7J8F349_ROUAE
OG0005185	sp|Q8BNU0|ARMC6_MOUSE	tr|A0A7J8BPI2|A0A7J8BPI2_ROUAE
OG0005186	sp|Q8C6S9|CFA54_MOUSE	tr|A0A7J8JCE8|A0A7J8JCE8_ROUAE
OG0005187	sp|Q8CHV6|TAD2A_MOUSE	tr|A0A7J8GI80|A0A7J8GI80_ROUAE
OG0005188	sp|Q8K0L0|ASB2_MOUSE	tr|A0A7J8IG70|A0A7J8IG70_ROUAE
OG0005189	sp|Q8K3X6|ANS4B_MOUSE	tr|A0A7J8EW01|A0A7J8EW01_ROUAE
OG0005190	sp|Q8R4E6|PURG_MOUSE	tr|A0A7J8DYZ6|A0A7J8DYZ6_ROUAE
OG0005191	sp|Q8VBW8|TTC36_MOUSE	tr|A0A7J8H9W2|A0A7J8H9W2_ROUAE
OG0005192	sp|Q8VCQ3|NRBF2_MOUSE	tr|A0A7J8GCU1|A0A7J8GCU1_ROUAE
OG0005193	sp|Q8VCU0|ANGE1_MOUSE	tr|A0A7J8IEH8|A0A7J8IEH8_ROUAE
OG0005194	sp|Q8VIM9|IRGQ_MOUSE	tr|A0A7J8CH18|A0A7J8CH18_ROUAE
OG0005195	sp|Q91WJ8|FUBP1_MOUSE	tr|A0A7J8K8Q2|A0A7J8K8Q2_ROUAE
OG0005196	sp|Q91WU4|TMCO4_MOUSE	tr|A0A7J8KIG6|A0A7J8KIG6_ROUAE
OG0005197	sp|Q99KW3|TARA_MOUSE	tr|A0A7J8JP96|A0A7J8JP96_ROUAE
OG0005198	tr|Q9CQ14|Q9CQ14_MOUSE	tr|A0A7J8IVA8|A0A7J8IVA8_ROUAE
OG0005199	sp|Q9CQD6|SARCO_MOUSE	tr|A0A7J8H6N4|A0A7J8H6N4_ROUAE
OG0005200	sp|Q9CQE7|ERGI3_MOUSE	tr|A0A7J8DGI9|A0A7J8DGI9_ROUAE
OG0005201	sp|Q9CQQ4|GEMI2_MOUSE	tr|A0A7J8IKC4|A0A7J8IKC4_ROUAE
OG0005202	sp|Q9CRB8|MTFP1_MOUSE	tr|A0A7J8H0V0|A0A7J8H0V0_ROUAE
OG0005203	sp|Q9D0A3|ARPIN_MOUSE	tr|A0A7J8CDT7|A0A7J8CDT7_ROUAE
OG0005204	sp|Q9D3V1|DRC10_MOUSE	tr|A0A7J8H078|A0A7J8H078_ROUAE
OG0005205	sp|Q9EQ16|CXCR6_MOUSE	tr|A0A7J8HPL5|A0A7J8HPL5_ROUAE
OG0005206	sp|Q9JJ80|RPF2_MOUSE	tr|A0A7J8KFR8|A0A7J8KFR8_ROUAE
OG0005208	sp|Q9WTX6|CUL1_MOUSE	tr|A0A7J8D4X3|A0A7J8D4X3_ROUAE
OG0005209	sp|Q9WVF7|DPOE1_MOUSE	tr|A0A7J8H4W6|A0A7J8H4W6_ROUAE
OG0005210	sp|Q9Z2F7|BNI3L_MOUSE	tr|A0A7J8BPU7|A0A7J8BPU7_ROUAE
OG0005211	sp|A0A140LHV9|SIM27_MOUSE	tr|A0A7J8ITD4|A0A7J8ITD4_ROUAE
OG0005212	sp|A2RSY6|TRM1L_MOUSE	tr|A0A7J8BHX5|A0A7J8BHX5_ROUAE
OG0005214	sp|E9Q309|CE350_MOUSE	tr|A0A7J8BC53|A0A7J8BC53_ROUAE
OG0005215	tr|E9QAP7|E9QAP7_MOUSE	tr|A0A7J8DLH7|A0A7J8DLH7_ROUAE
OG0005217	sp|O54692|ZW10_MOUSE	tr|A0A7J8H9V7|A0A7J8H9V7_ROUAE
OG0005218	sp|P01582|IL1A_MOUSE	tr|A0A7J8FIT4|A0A7J8FIT4_ROUAE
OG0005219	sp|P0C5K0|SBK3_MOUSE	tr|A0A7J8CLE3|A0A7J8CLE3_ROUAE
OG0005220	sp|P23506|PIMT_MOUSE	tr|A0A7J8KE00|A0A7J8KE00_ROUAE
OG0005221	sp|P23683|EVX1_MOUSE	tr|A0A7J8D5S7|A0A7J8D5S7_ROUAE
OG0005223	sp|P35979|RL12_MOUSE	tr|A0A7J8IQX9|A0A7J8IQX9_ROUAE
OG0005224	sp|P40630|TFAM_MOUSE	tr|A0A7J8GGW4|A0A7J8GGW4_ROUAE
OG0005225	sp|P51949|MAT1_MOUSE	tr|A0A7J8IN04|A0A7J8IN04_ROUAE
OG0005226	sp|Q05A36|MEX3C_MOUSE	tr|A0A7J8DIM3|A0A7J8DIM3_ROUAE
OG0005227	sp|Q3UTS8|ISK13_MOUSE	tr|A0A7J8FN14|A0A7J8FN14_ROUAE
OG0005228	sp|Q3UV31|RN223_MOUSE	tr|A0A7J8KFR3|A0A7J8KFR3_ROUAE
OG0005229	sp|Q3UW12|CNGA4_MOUSE	tr|A0A7J8GXF4|A0A7J8GXF4_ROUAE
OG0005230	sp|Q64213|SF01_MOUSE	tr|A0A7J8H683|A0A7J8H683_ROUAE
OG0005231	sp|Q6IRU7|CEP78_MOUSE	tr|A0A7J8IH75|A0A7J8IH75_ROUAE
OG0005232	sp|Q6KAR6|EXOC3_MOUSE	tr|A0A7J8EYH9|A0A7J8EYH9_ROUAE
OG0005233	sp|Q6PFD6|KI18B_MOUSE	tr|A0A7J8G9Z3|A0A7J8G9Z3_ROUAE
OG0005234	sp|Q80U38|KHNYN_MOUSE	tr|A0A7J8IL85|A0A7J8IL85_ROUAE
OG0005235	sp|Q8BGB8|COQ4_MOUSE	tr|A0A7J8IIQ9|A0A7J8IIQ9_ROUAE
OG0005236	sp|Q8C854|MYEF2_MOUSE	tr|A0A7J8IPI8|A0A7J8IPI8_ROUAE
OG0005237	sp|Q8CG65|SSPO_MOUSE	tr|A0A7J8D6U9|A0A7J8D6U9_ROUAE
OG0005238	sp|Q8CI71|VPS50_MOUSE	tr|A0A7J8D963|A0A7J8D963_ROUAE
OG0005239	sp|Q8K0B3|LRC66_MOUSE	tr|A0A7J8E8X8|A0A7J8E8X8_ROUAE
OG0005240	sp|Q8K2X2|RBM48_MOUSE	tr|A0A7J8D8N6|A0A7J8D8N6_ROUAE
OG0005241	sp|Q8K3W3|CASC3_MOUSE	tr|A0A7J8G4Q8|A0A7J8G4Q8_ROUAE
OG0005242	sp|Q8VC56|RNF8_MOUSE	tr|A0A7J8KFP6|A0A7J8KFP6_ROUAE
OG0005243	sp|Q8VIJ8|NPRL3_MOUSE	tr|A0A7J8F221|A0A7J8F221_ROUAE
OG0005244	sp|Q91VC7|PP14A_MOUSE	tr|A0A7J8CKI6|A0A7J8CKI6_ROUAE
OG0005245	sp|Q91ZF0|DJC24_MOUSE	tr|A0A7J8GXP2|A0A7J8GXP2_ROUAE
OG0005246	sp|Q99JF8|PSIP1_MOUSE	tr|A0A7J8IQ05|A0A7J8IQ05_ROUAE
OG0005247	sp|Q99JX1|TAF11_MOUSE	tr|A0A7J8KHZ3|A0A7J8KHZ3_ROUAE
OG0005248	sp|Q99JZ7|ERRFI_MOUSE	tr|A0A7J8K7X1|A0A7J8K7X1_ROUAE
OG0005249	sp|Q99L48|NMD3_MOUSE	tr|A0A7J8HU49|A0A7J8HU49_ROUAE
OG0005250	sp|Q99LC3|NDUAA_MOUSE	tr|A0A7J8JIY1|A0A7J8JIY1_ROUAE
OG0005251	sp|Q99MK9|RASF1_MOUSE	tr|A0A7J8HVZ5|A0A7J8HVZ5_ROUAE
OG0005252	sp|Q99P21|MUTYH_MOUSE	tr|A0A7J8KD25|A0A7J8KD25_ROUAE
OG0005253	sp|Q9CQR2|RS21_MOUSE	tr|A0A7J8DKJ3|A0A7J8DKJ3_ROUAE
OG0005254	sp|Q9CR59|G45IP_MOUSE	tr|A0A7J8BRB8|A0A7J8BRB8_ROUAE
OG0005255	sp|Q9CZY2|TCAL8_MOUSE	tr|A0A7J8EN20|A0A7J8EN20_ROUAE
OG0005256	sp|Q9D270|ZDH21_MOUSE	tr|A0A7J8IV27|A0A7J8IV27_ROUAE
OG0005257	sp|Q9D4V4|TAF1D_MOUSE	tr|A0A7J8H8A8|A0A7J8H8A8_ROUAE
OG0005258	sp|Q9DAM9|FANK1_MOUSE	tr|A0A7J8G7Y9|A0A7J8G7Y9_ROUAE
OG0005259	sp|Q9ER75|IRX6_MOUSE	tr|A0A7J8CH79|A0A7J8CH79_ROUAE
OG0005260	sp|Q9ESL4|M3K20_MOUSE	tr|A0A7J8JHX0|A0A7J8JHX0_ROUAE
OG0005261	sp|Q9JHF7|HPGDS_MOUSE	tr|A0A7J8E7G8|A0A7J8E7G8_ROUAE
OG0005262	sp|Q9JIF3|GTR8_MOUSE	tr|A0A7J8IS06|A0A7J8IS06_ROUAE
OG0005263	sp|Q9JIX8|ACINU_MOUSE	tr|A0A7J8IFI4|A0A7J8IFI4_ROUAE
OG0005264	sp|Q9QXP4|DONS_MOUSE	tr|A0A7J8HPU6|A0A7J8HPU6_ROUAE
OG0005265	sp|Q9QYE6|GOGA5_MOUSE	tr|A0A7J8IJB1|A0A7J8IJB1_ROUAE
OG0005266	sp|Q9QZS8|SH2D3_MOUSE	tr|A0A7J8IT59|A0A7J8IT59_ROUAE
OG0005267	sp|Q9Z2A7|DGAT1_MOUSE	tr|A0A7J8C1F8|A0A7J8C1F8_ROUAE
OG0005268	sp|Q9Z2S7|T22D3_MOUSE	tr|A0A7J8EMC8|A0A7J8EMC8_ROUAE
OG0005269	sp|Q9Z2U1|PSA5_MOUSE	tr|A0A7J8BFQ1|A0A7J8BFQ1_ROUAE
OG0005270	sp|A2AEV7|CC120_MOUSE	tr|A0A7J8EI27|A0A7J8EI27_ROUAE
OG0005271	sp|A3KGA4|TCAL7_MOUSE	tr|A0A7J8EM19|A0A7J8EM19_ROUAE
OG0005272	sp|D3YUK8|PTIP2_MOUSE	tr|A0A7J8D6D2|A0A7J8D6D2_ROUAE
OG0005273	sp|D3YYU8|OBSL1_MOUSE	tr|A0A7J8JKH1|A0A7J8JKH1_ROUAE
OG0005274	tr|L7N480|L7N480_MOUSE	tr|A0A7J8CG17|A0A7J8CG17_ROUAE
OG0005275	sp|O08543|EFNA5_MOUSE	tr|A0A7J8EZ62|A0A7J8EZ62_ROUAE
OG0005276	sp|O70435|PSA3_MOUSE	tr|A0A7J8IR63|A0A7J8IR63_ROUAE
OG0005277	sp|O89032|SPD2A_MOUSE	tr|A0A7J8GGS9|A0A7J8GGS9_ROUAE
OG0005278	sp|P33587|PROC_MOUSE	tr|A0A7J8JL51|A0A7J8JL51_ROUAE
OG0005279	sp|P36916|GNL1_MOUSE	tr|A0A7J8K8Z0|A0A7J8K8Z0_ROUAE
OG0005280	sp|P47877|IBP2_MOUSE	tr|A0A7J8JEG8|A0A7J8JEG8_ROUAE
OG0005281	sp|P59096|STAR6_MOUSE	tr|A0A7J8DM17|A0A7J8DM17_ROUAE
OG0005282	sp|P63157|BARH1_MOUSE	tr|A0A7J8IEZ8|A0A7J8IEZ8_ROUAE
OG0005283	sp|P70315|WASP_MOUSE	tr|A0A7J8EMT3|A0A7J8EMT3_ROUAE
OG0005284	sp|P81269|ATF1_MOUSE	tr|A0A7J8JB21|A0A7J8JB21_ROUAE
OG0005285	sp|P97386|DNLI3_MOUSE	tr|A0A7J8G9N6|A0A7J8G9N6_ROUAE
OG0005286	sp|P97461|RS5_MOUSE	tr|A0A7J8CLF5|A0A7J8CLF5_ROUAE
OG0005287	sp|Q0VDT2|ZN367_MOUSE	tr|A0A7J8IVB2|A0A7J8IVB2_ROUAE
OG0005288	sp|Q1H9T6|TZAP_MOUSE	tr|A0A7J8KJZ7|A0A7J8KJZ7_ROUAE
OG0005289	sp|Q3UYC0|PPM1H_MOUSE	tr|A0A7J8JL08|A0A7J8JL08_ROUAE
OG0005290	sp|Q3V0Q7|TMPSC_MOUSE	tr|A0A7J8JQ80|A0A7J8JQ80_ROUAE
OG0005291	sp|Q4QQM5|MIGA1_MOUSE	tr|A0A7J8KCL6|A0A7J8KCL6_ROUAE
OG0005292	sp|Q5ND52|MRM3_MOUSE	tr|A0A7J8GD67|A0A7J8GD67_ROUAE
OG0005293	sp|Q64092|TFE3_MOUSE	tr|A0A7J8EM52|A0A7J8EM52_ROUAE
OG0005294	sp|Q762D5|S35D2_MOUSE	tr|A0A7J8ITM1|A0A7J8ITM1_ROUAE
OG0005295	sp|Q7TMX5|SHQ1_MOUSE	tr|A0A7J8HWA8|A0A7J8HWA8_ROUAE
OG0005297	sp|Q8BS39|CCD32_MOUSE	tr|A0A7J8IHT2|A0A7J8IHT2_ROUAE
OG0005298	sp|Q8BVE3|VATH_MOUSE	tr|A0A7J8C104|A0A7J8C104_ROUAE
OG0005299	sp|Q8C1Z8|TM10A_MOUSE	tr|A0A7J8EBF4|A0A7J8EBF4_ROUAE
OG0005300	sp|Q8CFG4|DMRTA_MOUSE	tr|A0A7J8IHI7|A0A7J8IHI7_ROUAE
OG0005301	sp|Q8K004|SPAT2_MOUSE	tr|A0A7J8DLA8|A0A7J8DLA8_ROUAE
OG0005302	sp|Q8K2I2|CCHCR_MOUSE	tr|A0A7J8K5Z5|A0A7J8K5Z5_ROUAE
OG0005303	sp|Q8VCC1|PGDH_MOUSE	tr|A0A7J8BR31|A0A7J8BR31_ROUAE
OG0005304	sp|Q8VIM6|STRC_MOUSE	tr|A0A7J8ITM8|A0A7J8ITM8_ROUAE
OG0005305	sp|Q91V95|PTH2R_MOUSE	tr|A0A7J8JLU2|A0A7J8JLU2_ROUAE
OG0005306	sp|Q91W61|FXL15_MOUSE	tr|A0A7J8G8N5|A0A7J8G8N5_ROUAE
OG0005307	sp|Q922L6|NELFD_MOUSE	tr|A0A7J8DJ97|A0A7J8DJ97_ROUAE
OG0005308	sp|Q99JY1|TIRAP_MOUSE	tr|A0A7J8H7I0|A0A7J8H7I0_ROUAE
OG0005309	sp|Q99ME6|AT1B4_MOUSE	tr|A0A7J8EHW5|A0A7J8EHW5_ROUAE
OG0005310	sp|Q9CQS5|RIOK2_MOUSE	tr|A0A7J8F372|A0A7J8F372_ROUAE
OG0005311	sp|Q9CQS6|GKN2_MOUSE	tr|A0A7J8FGV7|A0A7J8FGV7_ROUAE
OG0005312	sp|Q9CZJ6|MS18A_MOUSE	tr|A0A7J8HTA2|A0A7J8HTA2_ROUAE
OG0005313	sp|Q9D1E4|CRTP1_MOUSE	tr|A0A7J8IHT3|A0A7J8IHT3_ROUAE
OG0005314	sp|Q9D1H7|GET4_MOUSE	tr|A0A7J8FGT8|A0A7J8FGT8_ROUAE
OG0005315	sp|Q9D1P0|RM13_MOUSE	tr|A0A7J8C359|A0A7J8C359_ROUAE
OG0005316	sp|Q9D304|RN128_MOUSE	tr|A0A7J8ELU6|A0A7J8ELU6_ROUAE
OG0005317	sp|Q9D305|THAP2_MOUSE	tr|A0A7J8JHW3|A0A7J8JHW3_ROUAE
OG0005318	sp|Q9D7J4|COX20_MOUSE	tr|A0A7J8B921|A0A7J8B921_ROUAE
OG0005319	sp|Q9D9D5|TMC5A_MOUSE	tr|A0A7J8IVH6|A0A7J8IVH6_ROUAE
OG0005320	sp|Q9DCM0|ETHE1_MOUSE	tr|A0A7J8CFU7|A0A7J8CFU7_ROUAE
OG0005321	sp|Q9DCU6|RM04_MOUSE	tr|A0A7J8BU39|A0A7J8BU39_ROUAE
OG0005322	sp|Q9EQG5|BEAN1_MOUSE	tr|A0A7J8CE24|A0A7J8CE24_ROUAE
OG0005323	sp|Q9ERR8|ZN319_MOUSE	tr|A0A7J8CNK4|A0A7J8CNK4_ROUAE
OG0005324	sp|Q9ET30|TM9S3_MOUSE	tr|A0A7J8GIM8|A0A7J8GIM8_ROUAE
OG0005325	sp|Q9JHS4|CLPX_MOUSE	tr|A0A7J8IHV6|A0A7J8IHV6_ROUAE
OG0005326	sp|Q9JJ93|CN119_MOUSE	tr|A0A7J8IG65|A0A7J8IG65_ROUAE
OG0005327	sp|Q9QWI6|SRCN1_MOUSE	tr|A0A7J8GHU4|A0A7J8GHU4_ROUAE
OG0005328	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A7J8IJZ3|A0A7J8IJZ3_ROUAE
OG0005329	sp|Q9QYX7|PCLO_MOUSE	tr|A0A7J8D6P9|A0A7J8D6P9_ROUAE
OG0005330	sp|Q9WUT7|CCR9_MOUSE	tr|A0A7J8HNS1|A0A7J8HNS1_ROUAE
OG0005331	sp|Q9WV69|DEMA_MOUSE	tr|A0A7J8BPN1|A0A7J8BPN1_ROUAE
OG0005332	sp|Q9Z0J1|RECK_MOUSE	tr|A0A7J8IS18|A0A7J8IS18_ROUAE
OG0005333	tr|B1AXP3|B1AXP3_MOUSE	tr|A0A7J8ITD9|A0A7J8ITD9_ROUAE
OG0005334	tr|D3Z6W3|D3Z6W3_MOUSE	tr|A0A7J8BU52|A0A7J8BU52_ROUAE
OG0005335	tr|E9PY61|E9PY61_MOUSE	tr|A0A7J8G9B5|A0A7J8G9B5_ROUAE
OG0005336	sp|E9Q816|CP2W1_MOUSE	tr|A0A7J8FGT7|A0A7J8FGT7_ROUAE
OG0005337	sp|O08811|ERCC2_MOUSE	tr|A0A7J8CFV5|A0A7J8CFV5_ROUAE
OG0005338	sp|P06796|CASK_MOUSE	tr|A0A7J8E6T0|A0A7J8E6T0_ROUAE
OG0005339	sp|P29594|CASP2_MOUSE	tr|A0A7J8D497|A0A7J8D497_ROUAE
OG0005340	sp|P30355|AL5AP_MOUSE	tr|A0A7J8DVN9|A0A7J8DVN9_ROUAE
OG0005341	sp|P47867|SCG3_MOUSE	tr|A0A7J8IRH0|A0A7J8IRH0_ROUAE
OG0005342	sp|P55194|3BP1_MOUSE	tr|A0A7J8JBF8|A0A7J8JBF8_ROUAE
OG0005343	sp|P56873|ZNRD2_MOUSE	tr|A0A7J8H7U2|A0A7J8H7U2_ROUAE
OG0005344	sp|P97372|PSME2_MOUSE	tr|A0A7J8ISB6|A0A7J8ISB6_ROUAE
OG0005345	sp|Q3TXS7|PSMD1_MOUSE	tr|A0A7J8JLD0|A0A7J8JLD0_ROUAE
OG0005346	sp|Q3UHG7|DEN11_MOUSE	tr|A0A7J8D692|A0A7J8D692_ROUAE
OG0005347	sp|Q3UHJ8|RNF44_MOUSE	tr|A0A7J8FM41|A0A7J8FM41_ROUAE
OG0005348	sp|Q3UPR0|SHSA3_MOUSE	tr|A0A7J8EAP2|A0A7J8EAP2_ROUAE
OG0005349	sp|Q3URE8|CTXN2_MOUSE	tr|A0A7J8IIX9|A0A7J8IIX9_ROUAE
OG0005350	sp|Q3V125|CC110_MOUSE	tr|A0A7J8DVV7|A0A7J8DVV7_ROUAE
OG0005351	sp|Q4JK59|TET2_MOUSE	tr|A0A7J8EAS2|A0A7J8EAS2_ROUAE
OG0005352	sp|Q68ED7|CRTC1_MOUSE	tr|A0A7J8BPG6|A0A7J8BPG6_ROUAE
OG0005353	sp|Q69AB2|TXND8_MOUSE	tr|A0A7J8IVG4|A0A7J8IVG4_ROUAE
OG0005354	sp|Q6PDJ1|CAHD1_MOUSE	tr|A0A7J8K5Q2|A0A7J8K5Q2_ROUAE
OG0005355	sp|Q6RHR9|MAGI1_MOUSE	tr|A0A7J8HSR4|A0A7J8HSR4_ROUAE
OG0005356	sp|Q6ZPY5|ZN507_MOUSE	tr|A0A7J8CNH3|A0A7J8CNH3_ROUAE
OG0005357	sp|Q80VN0|CP100_MOUSE	tr|A0A7J8DFW4|A0A7J8DFW4_ROUAE
OG0005359	tr|Q8BHW4|Q8BHW4_MOUSE	tr|A0A7J8IFN9|A0A7J8IFN9_ROUAE
OG0005360	sp|Q8BJD1|ITIH5_MOUSE	tr|A0A7J8E7L5|A0A7J8E7L5_ROUAE
OG0005361	sp|Q8BK72|RT27_MOUSE	tr|A0A7J8F1N5|A0A7J8F1N5_ROUAE
OG0005362	sp|Q8BLI4|DSE_MOUSE	tr|A0A7J8KBF1|A0A7J8KBF1_ROUAE
OG0005363	sp|Q8BUH1|TXN4B_MOUSE	tr|A0A7J8CMR2|A0A7J8CMR2_ROUAE
OG0005364	sp|Q8BX94|OSBL2_MOUSE	tr|A0A7J8DJP6|A0A7J8DJP6_ROUAE
OG0005365	sp|Q8CD60|INSY1_MOUSE	tr|A0A7J8IK44|A0A7J8IK44_ROUAE
OG0005366	sp|Q8VCG9|RFXAP_MOUSE	tr|A0A7J8DZ93|A0A7J8DZ93_ROUAE
OG0005367	sp|Q99J95|CDK9_MOUSE	tr|A0A7J8IG69|A0A7J8IG69_ROUAE
OG0005368	sp|Q9CWH4|RE114_MOUSE	tr|A0A7J8IRM9|A0A7J8IRM9_ROUAE
OG0005369	sp|Q9CX62|INKA1_MOUSE	tr|A0A7J8HS05|A0A7J8HS05_ROUAE
OG0005370	sp|Q9CZD3|GARS_MOUSE	tr|A0A7J8D5U7|A0A7J8D5U7_ROUAE
OG0005371	sp|Q9CZW2|CENPN_MOUSE	tr|A0A7J8CET2|A0A7J8CET2_ROUAE
OG0005372	sp|Q9D020|5NT3A_MOUSE	tr|A0A7J8D7G6|A0A7J8D7G6_ROUAE
OG0005373	sp|Q9D0F6|RFC5_MOUSE	tr|A0A7J8H5V2|A0A7J8H5V2_ROUAE
OG0005374	sp|Q9D281|NXP20_MOUSE	tr|A0A7J8E6S4|A0A7J8E6S4_ROUAE
OG0005375	sp|Q9JKS5|HABP4_MOUSE	tr|A0A7J8IJN4|A0A7J8IJN4_ROUAE
OG0005376	sp|Q9JLJ5|ELOV1_MOUSE	tr|A0A7J8K7N4|A0A7J8K7N4_ROUAE
OG0005377	sp|Q9QYM9|TEFF2_MOUSE	tr|A0A7J8JMX4|A0A7J8JMX4_ROUAE
OG0005378	sp|Q9R0G8|NRK_MOUSE	tr|A0A7J8EL51|A0A7J8EL51_ROUAE
OG0005379	sp|Q9R0N0|GALK1_MOUSE	tr|A0A7J8G7W6|A0A7J8G7W6_ROUAE
OG0005380	tr|A0A5F8MQ20|A0A5F8MQ20_MOUSE	tr|A0A7J8KIM1|A0A7J8KIM1_ROUAE
OG0005381	sp|A2AH22|AMRA1_MOUSE	tr|A0A7J8GV31|A0A7J8GV31_ROUAE
OG0005382	sp|B2RY71|DNAI3_MOUSE	tr|A0A7J8KJZ9|A0A7J8KJZ9_ROUAE
OG0005383	sp|O35298|AOAH_MOUSE	tr|A0A7J8D477|A0A7J8D477_ROUAE
OG0005384	sp|O88662|EMP2_MOUSE	tr|A0A7J8EZE1|A0A7J8EZE1_ROUAE
OG0005385	sp|P10601|PAHO_MOUSE	tr|A0A7J8GEI8|A0A7J8GEI8_ROUAE
OG0005386	sp|P31725|S10A9_MOUSE	tr|A0A7J8BGT6|A0A7J8BGT6_ROUAE
OG0005387	sp|P32020|SCP2_MOUSE	tr|A0A7J8KG40|A0A7J8KG40_ROUAE
OG0005388	sp|P42567|EPS15_MOUSE	tr|A0A7J8K7Y1|A0A7J8K7Y1_ROUAE
OG0005389	sp|P51827|AFF3_MOUSE	tr|A0A7J8FDV8|A0A7J8FDV8_ROUAE
OG0005390	sp|Q01098|NMDE3_MOUSE	tr|A0A7J8G9D9|A0A7J8G9D9_ROUAE
OG0005391	sp|Q04888|SOX10_MOUSE	tr|A0A7J8JNJ7|A0A7J8JNJ7_ROUAE
OG0005392	sp|Q3TCJ8|CCD69_MOUSE	tr|A0A7J8FFK3|A0A7J8FFK3_ROUAE
OG0005393	sp|Q3U3I9|ZN865_MOUSE	tr|A0A7J8CNX5|A0A7J8CNX5_ROUAE
OG0005394	sp|Q3U4G3|XXLT1_MOUSE	tr|A0A7J8HWZ7|A0A7J8HWZ7_ROUAE
OG0005395	sp|Q4PNJ2|NKAI2_MOUSE	tr|A0A7J8KDB3|A0A7J8KDB3_ROUAE
OG0005396	sp|Q571C7|BDP1_MOUSE	tr|A0A7J8EWD8|A0A7J8EWD8_ROUAE
OG0005397	sp|Q61088|FZD4_MOUSE	tr|A0A7J8GYN0|A0A7J8GYN0_ROUAE
OG0005398	sp|Q62311|TAF6_MOUSE	tr|A0A7J8F4H3|A0A7J8F4H3_ROUAE
OG0005399	sp|Q64336|TBR1_MOUSE	tr|A0A7J8JMF2|A0A7J8JMF2_ROUAE
OG0005400	sp|Q6PIP5|NUDC1_MOUSE	tr|A0A7J8C3F2|A0A7J8C3F2_ROUAE
OG0005401	sp|Q6S7F2|E2F7_MOUSE	tr|A0A7J8JE76|A0A7J8JE76_ROUAE
OG0005402	sp|Q6V595|KLHL6_MOUSE	tr|A0A7J8HRW5|A0A7J8HRW5_ROUAE
