Orthogroup	Mus_musculus	Chlorocebus_sabaeus
OG0005230	sp|Q5SW46|PERL_MOUSE	tr|A0A0D9R021|A0A0D9R021_CHLSB
OG0005231	sp|Q62141|SIN3B_MOUSE	tr|A0A0D9R059|A0A0D9R059_CHLSB
OG0005232	sp|Q9R0L7|AKP8L_MOUSE	tr|A0A0D9R196|A0A0D9R196_CHLSB
OG0005233	sp|Q9CR59|G45IP_MOUSE	tr|A0A0D9R2G8|A0A0D9R2G8_CHLSB
OG0005234	sp|Q9D1C2|CBY1_MOUSE	tr|A0A0D9R2J8|A0A0D9R2J8_CHLSB
OG0005235	sp|Q4VA45|ZFTA_MOUSE	tr|A0A0D9R3G3|A0A0D9R3G3_CHLSB
OG0005236	sp|Q5IR70|CAGE1_MOUSE	tr|A0A0D9R4W5|A0A0D9R4W5_CHLSB
OG0005237	sp|Q8R0W0|EPIPL_MOUSE	tr|A0A0D9R933|A0A0D9R933_CHLSB
OG0005238	sp|P63089|PTN_MOUSE	tr|A0A0D9R969|A0A0D9R969_CHLSB
OG0005239	sp|P98064|MASP1_MOUSE	tr|A0A0D9R9Z9|A0A0D9R9Z9_CHLSB
OG0005241	sp|Q9D0W5|PPIL1_MOUSE	tr|A0A0D9RD99|A0A0D9RD99_CHLSB
OG0005242	sp|Q8QZT2|CCSAP_MOUSE	tr|A0A0D9RE19|A0A0D9RE19_CHLSB
OG0005243	sp|O70324|MOT8_MOUSE	tr|A0A0D9RF61|A0A0D9RF61_CHLSB
OG0005244	sp|Q8BFU0|RSPO2_MOUSE	tr|A0A0D9RH19|A0A0D9RH19_CHLSB
OG0005245	sp|P70275|SEM3E_MOUSE	tr|A0A0D9RIG5|A0A0D9RIG5_CHLSB
OG0005246	tr|A2AKE5|A2AKE5_MOUSE	tr|A0A0D9RIM3|A0A0D9RIM3_CHLSB
OG0005247	sp|Q91ZW2|OFUT1_MOUSE	tr|A0A0D9RJM7|A0A0D9RJM7_CHLSB
OG0005248	sp|O54803|P2RX6_MOUSE	tr|A0A0D9RK96|A0A0D9RK96_CHLSB
OG0005249	sp|Q9JIL5|TULP4_MOUSE	tr|A0A0D9RKN1|A0A0D9RKN1_CHLSB
OG0005250	sp|Q9DBD5|PELP1_MOUSE	tr|A0A0D9RKY8|A0A0D9RKY8_CHLSB
OG0005251	sp|Q9JJB1|T191C_MOUSE	tr|A0A0D9RLL1|A0A0D9RLL1_CHLSB
OG0005252	sp|Q8CIX8|LGSN_MOUSE	tr|A0A0D9RLY7|A0A0D9RLY7_CHLSB
OG0005253	sp|Q8BKH7|SIN1_MOUSE	tr|A0A0D9RMG8|A0A0D9RMG8_CHLSB
OG0005254	sp|Q9CTN4|RHBT3_MOUSE	tr|A0A0D9RPM9|A0A0D9RPM9_CHLSB
OG0005255	sp|Q3UDW8|HGNAT_MOUSE	tr|A0A0D9RQW1|A0A0D9RQW1_CHLSB
OG0005256	sp|Q99LZ3|SLD5_MOUSE	tr|A0A0D9RRF4|A0A0D9RRF4_CHLSB
OG0005257	tr|G3UYQ4|G3UYQ4_MOUSE	tr|A0A0D9RS63|A0A0D9RS63_CHLSB
OG0005258	sp|Q63870|CO7A1_MOUSE	tr|A0A0D9RSP0|A0A0D9RSP0_CHLSB
OG0005259	sp|Q8BGV4|TTI2_MOUSE	tr|A0A0D9RTC5|A0A0D9RTC5_CHLSB
OG0005260	sp|Q61670|HLX_MOUSE	tr|A0A0D9RTL8|A0A0D9RTL8_CHLSB
OG0005261	sp|Q8CEC6|PPWD1_MOUSE	tr|A0A0D9RTT6|A0A0D9RTT6_CHLSB
OG0005262	sp|Q9QXW2|FBXW5_MOUSE	tr|A0A0D9RU73|A0A0D9RU73_CHLSB
OG0005263	sp|Q8K5B1|IL31R_MOUSE	tr|A0A0D9RUL4|A0A0D9RUL4_CHLSB
OG0005264	sp|Q0KK56|F184B_MOUSE	tr|A0A0D9RVC5|A0A0D9RVC5_CHLSB
OG0005265	sp|O88554|PARP2_MOUSE	tr|A0A0D9RW61|A0A0D9RW61_CHLSB
OG0005266	sp|Q8BJ42|DLGP2_MOUSE	tr|A0A0D9RWT6|A0A0D9RWT6_CHLSB
OG0005267	sp|Q91WT8|RBM47_MOUSE	tr|A0A0D9RWW2|A0A0D9RWW2_CHLSB
OG0005268	sp|Q9CWR1|WDR73_MOUSE	tr|A0A0D9RXD6|A0A0D9RXD6_CHLSB
OG0005269	sp|Q8R332|NUP58_MOUSE	tr|A0A0D9RZI0|A0A0D9RZI0_CHLSB
OG0005270	sp|Q91YI0|ARLY_MOUSE	tr|A0A0D9S0B2|A0A0D9S0B2_CHLSB
OG0005271	sp|Q8CGW9|DMRTD_MOUSE	tr|A0A0D9S107|A0A0D9S107_CHLSB
OG0005272	sp|Q9D8Q6|OCAT1_MOUSE	tr|A0A0D9S2N1|A0A0D9S2N1_CHLSB
OG0005273	sp|Q8VHQ2|SOCS7_MOUSE	tr|A0A0D9S3I0|A0A0D9S3I0_CHLSB
OG0005274	sp|Q9CQJ2|PIHD1_MOUSE	tr|A0A0D9S3M6|A0A0D9S3M6_CHLSB
OG0005275	sp|Q8BGG7|UBS3B_MOUSE	tr|A0A0D9S425|A0A0D9S425_CHLSB
OG0005276	sp|Q3TYS2|CYBC1_MOUSE	tr|A0A0D9S4Y4|A0A0D9S4Y4_CHLSB
OG0005277	sp|Q2YDW2|MSTO1_MOUSE	tr|A0A0D9S558|A0A0D9S558_CHLSB
OG0005278	sp|Q9DCJ7|AKIP_MOUSE	tr|A0A0D9S8Y1|A0A0D9S8Y1_CHLSB
OG0005279	sp|Q9CR73|PNRC2_MOUSE	tr|A0A0D9S923|A0A0D9S923_CHLSB
OG0005280	sp|Q9JLF7|TLR5_MOUSE	tr|A0A0D9SA42|A0A0D9SA42_CHLSB
OG0005281	sp|P01139|NGF_MOUSE	tr|A0A0D9SAD2|A0A0D9SAD2_CHLSB
OG0005282	tr|G3UW87|G3UW87_MOUSE	tr|A0A0D9SAT1|A0A0D9SAT1_CHLSB
OG0005283	sp|Q64326|ACTHR_MOUSE	tr|A0A0D9SB74|A0A0D9SB74_CHLSB
OG0005284	sp|Q9D4K4|FACOS_MOUSE	tr|A0A0D9SBU0|A0A0D9SBU0_CHLSB
OG0005285	sp|P56484|CCR8_MOUSE	tr|A0A0D9SC03|A0A0D9SC03_CHLSB
OG0005286	sp|Q3SXC5|ARL14_MOUSE	tr|A0A0D9SC21|A0A0D9SC21_CHLSB
OG0005287	sp|Q924I3|ACKR4_MOUSE	tr|A0A0D9SC52|A0A0D9SC52_CHLSB
OG0005288	sp|Q91XV3|BASP1_MOUSE	tr|A0A0D9SCB4|A0A0D9SCB4_CHLSB
OG0005289	sp|Q9CYN2|SPCS2_MOUSE	tr|A0A0D9QVD7|A0A0D9QVD7_CHLSB
OG0005290	tr|A0A5F8MPV9|A0A5F8MPV9_MOUSE	tr|A0A0D9QVS0|A0A0D9QVS0_CHLSB
OG0005291	sp|Q9CQM9|GLRX3_MOUSE	tr|A0A0D9QWM0|A0A0D9QWM0_CHLSB
OG0005292	sp|Q9D7I5|LHPP_MOUSE	tr|A0A0D9QWX3|A0A0D9QWX3_CHLSB
OG0005293	sp|O88338|CAD16_MOUSE	tr|A0A0D9QX59|A0A0D9QX59_CHLSB
OG0005294	sp|Q8R1H0|HOP_MOUSE	tr|A0A0D9QYJ5|A0A0D9QYJ5_CHLSB
OG0005295	sp|Q8C208|IKZF4_MOUSE	tr|A0A0D9QYY9|A0A0D9QYY9_CHLSB
OG0005296	sp|P32114|PAX2_MOUSE	tr|A0A0D9QZT9|A0A0D9QZT9_CHLSB
OG0005297	sp|Q80U28|MADD_MOUSE	tr|A0A0D9R072|A0A0D9R072_CHLSB
OG0005298	sp|P49282|NRAM2_MOUSE	tr|A0A0D9R0T9|A0A0D9R0T9_CHLSB
OG0005299	sp|Q9D9X8|SACA3_MOUSE	tr|A0A0D9R214|A0A0D9R214_CHLSB
OG0005300	sp|Q9CXT6|KDM8_MOUSE	tr|A0A0D9R2A5|A0A0D9R2A5_CHLSB
OG0005301	sp|P04760|ACHG_MOUSE	tr|A0A0D9R2C7|A0A0D9R2C7_CHLSB
OG0005302	sp|Q9JMG3|TMUB1_MOUSE	tr|A0A0D9R2Y2|A0A0D9R2Y2_CHLSB
OG0005303	sp|Q80Y19|RHGBA_MOUSE	tr|A0A0D9R3G5|A0A0D9R3G5_CHLSB
OG0005304	sp|P22858|PTHR_MOUSE	tr|A0A0D9R5E4|A0A0D9R5E4_CHLSB
OG0005305	tr|Q8BSL0|Q8BSL0_MOUSE	tr|A0A0D9R6M4|A0A0D9R6M4_CHLSB
OG0005306	sp|Q9D6N5|NC2A_MOUSE	tr|A0A0D9R6T8|A0A0D9R6T8_CHLSB
OG0005307	sp|Q8JZV4|RBM41_MOUSE	tr|A0A0D9R9W2|A0A0D9R9W2_CHLSB
OG0005308	sp|Q8K3D6|S35E4_MOUSE	tr|A0A0D9R9Y9|A0A0D9R9Y9_CHLSB
OG0005309	sp|Q61545|EWS_MOUSE	tr|A0A0D9RBS5|A0A0D9RBS5_CHLSB
OG0005310	sp|Q9D2V5|AAR2_MOUSE	tr|A0A0D9RCD9|A0A0D9RCD9_CHLSB
OG0005311	sp|Q9JLS0|HLPDA_MOUSE	tr|A0A0D9RCH4|A0A0D9RCH4_CHLSB
OG0005312	sp|Q99KG7|HPS4_MOUSE	tr|A0A0D9RCJ5|A0A0D9RCJ5_CHLSB
OG0005313	sp|Q8BTI8|SRRM2_MOUSE	tr|A0A0D9RDA8|A0A0D9RDA8_CHLSB
OG0005314	sp|Q9EPT5|SO2A1_MOUSE	tr|A0A0D9REA6|A0A0D9REA6_CHLSB
OG0005315	sp|Q80ZU5|CC181_MOUSE	tr|A0A0D9RFA6|A0A0D9RFA6_CHLSB
OG0005316	sp|O70480|VAMP4_MOUSE	tr|A0A0D9RGV3|A0A0D9RGV3_CHLSB
OG0005317	sp|Q6RUT7|CSMT1_MOUSE	tr|A0A0D9RGV6|A0A0D9RGV6_CHLSB
OG0005318	sp|A2BDP1|NALF2_MOUSE	tr|A0A0D9RH94|A0A0D9RH94_CHLSB
OG0005319	sp|Q99ML9|RN111_MOUSE	tr|A0A0D9RHW6|A0A0D9RHW6_CHLSB
OG0005320	sp|Q9ERY9|ERG28_MOUSE	tr|A0A0D9RHZ6|A0A0D9RHZ6_CHLSB
OG0005321	sp|Q8BX70|VP13C_MOUSE	tr|A0A0D9RI63|A0A0D9RI63_CHLSB
OG0005322	sp|Q9D061|ACBD6_MOUSE	tr|A0A0D9RIZ2|A0A0D9RIZ2_CHLSB
OG0005323	tr|E9PZP8|E9PZP8_MOUSE	tr|A0A0D9RIZ5|A0A0D9RIZ5_CHLSB
OG0005324	sp|Q9QX98|PTF1A_MOUSE	tr|A0A0D9RJ18|A0A0D9RJ18_CHLSB
OG0005325	sp|P59053|KCNG3_MOUSE	tr|A0A0D9RJL1|A0A0D9RJL1_CHLSB
OG0005326	sp|P12658|CALB1_MOUSE	tr|A0A0D9RKB0|A0A0D9RKB0_CHLSB
OG0005327	sp|Q9JIG8|PRAF2_MOUSE	tr|A0A0D9RKL4|A0A0D9RKL4_CHLSB
OG0005328	sp|Q80WW9|DDRGK_MOUSE	tr|A0A0D9RLG7|A0A0D9RLG7_CHLSB
OG0005329	sp|Q9D958|SPCS1_MOUSE	tr|A0A0D9RLH9|A0A0D9RLH9_CHLSB
OG0005330	sp|Q9WUQ5|CXL14_MOUSE	tr|A0A0D9RLQ2|A0A0D9RLQ2_CHLSB
OG0005331	sp|Q9ESC8|AFF4_MOUSE	tr|A0A0D9RMK1|A0A0D9RMK1_CHLSB
OG0005332	sp|Q80US4|ARP5_MOUSE	tr|A0A0D9RN57|A0A0D9RN57_CHLSB
OG0005333	sp|Q5ND34|WDR81_MOUSE	tr|A0A0D9RN62|A0A0D9RN62_CHLSB
OG0005334	tr|Q3V3W4|Q3V3W4_MOUSE	tr|A0A0D9RP51|A0A0D9RP51_CHLSB
OG0005335	sp|P22366|MYD88_MOUSE	tr|A0A0D9RPI6|A0A0D9RPI6_CHLSB
OG0005336	sp|Q497L9|S22AE_MOUSE	tr|A0A0D9RPL7|A0A0D9RPL7_CHLSB
OG0005337	sp|Q91ZU1|ASB6_MOUSE	tr|A0A0D9RQ36|A0A0D9RQ36_CHLSB
OG0005338	sp|Q8CEF1|FEM1C_MOUSE	tr|A0A0D9RQR9|A0A0D9RQR9_CHLSB
OG0005339	sp|Q8BI29|SARG_MOUSE	tr|A0A0D9RRA9|A0A0D9RRA9_CHLSB
OG0005340	sp|Q8C7M3|TRIM9_MOUSE	tr|A0A0D9RRF7|A0A0D9RRF7_CHLSB
OG0005341	sp|Q8BGE5|FANCM_MOUSE	tr|A0A0D9RS14|A0A0D9RS14_CHLSB
OG0005342	sp|Q60571|CRHBP_MOUSE	tr|A0A0D9RS44|A0A0D9RS44_CHLSB
OG0005343	sp|Q6IUP1|SOLH1_MOUSE	tr|A0A0D9RT20|A0A0D9RT20_CHLSB
OG0005344	sp|Q9EP69|SAC1_MOUSE	tr|A0A0D9RUU7|A0A0D9RUU7_CHLSB
OG0005345	sp|Q8R2V3|ZN445_MOUSE	tr|A0A0D9RVQ7|A0A0D9RVQ7_CHLSB
OG0005346	sp|Q9D2Y6|FBX25_MOUSE	tr|A0A0D9RWX1|A0A0D9RWX1_CHLSB
OG0005347	sp|Q9D7N6|RM30_MOUSE	tr|A0A0D9RXB6|A0A0D9RXB6_CHLSB
OG0005348	sp|P70379|FGF14_MOUSE	tr|A0A0D9RY27|A0A0D9RY27_CHLSB
OG0005349	sp|Q9CQT5|POMP_MOUSE	tr|A0A0D9RZE7|A0A0D9RZE7_CHLSB
OG0005350	sp|Q8VHI6|WASF3_MOUSE	tr|A0A0D9RZG6|A0A0D9RZG6_CHLSB
OG0005351	sp|Q99P30|NUDT7_MOUSE	tr|A0A0D9S0R3|A0A0D9S0R3_CHLSB
OG0005352	sp|P33033|MC3R_MOUSE	tr|A0A0D9SBM4|A0A0D9SBM4_CHLSB
OG0005353	sp|Q9QYI7|DNJB8_MOUSE	tr|A0A0D9SBU4|A0A0D9SBU4_CHLSB
OG0005354	tr|F8VPJ9|F8VPJ9_MOUSE	tr|A0A0D9SDB4|A0A0D9SDB4_CHLSB
OG0005355	sp|Q9ERH6|MOAP1_MOUSE	tr|A0A0D9SDY9|A0A0D9SDY9_CHLSB
OG0005356	sp|Q9Z1B5|MD2L1_MOUSE	tr|A0A0D9QUR3|A0A0D9QUR3_CHLSB
OG0005357	tr|Q8CDT9|Q8CDT9_MOUSE	tr|A0A0D9QX34|A0A0D9QX34_CHLSB
OG0005358	sp|Q80WC9|ACSF4_MOUSE	tr|A0A0D9QYE4|A0A0D9QYE4_CHLSB
OG0005359	sp|Q9ERS2|NDUAD_MOUSE	tr|A0A0D9QYF9|A0A0D9QYF9_CHLSB
OG0005360	sp|Q8BJ66|KAZD1_MOUSE	tr|A0A0D9QZR1|A0A0D9QZR1_CHLSB
OG0005361	sp|Q99M74|KRT82_MOUSE	tr|A0A0D9R0B0|A0A0D9R0B0_CHLSB
OG0005362	sp|Q9CR80|FA32A_MOUSE	tr|A0A0D9R0E0|A0A0D9R0E0_CHLSB
OG0005363	sp|P30999|CTND1_MOUSE	tr|A0A0D9R121|A0A0D9R121_CHLSB
OG0005364	sp|Q6ZPI3|LCOR_MOUSE	tr|A0A0D9R151|A0A0D9R151_CHLSB
OG0005365	sp|Q91WG2|RABE2_MOUSE	tr|A0A0D9R1Z4|A0A0D9R1Z4_CHLSB
OG0005366	sp|Q149F1|RUSD2_MOUSE	tr|A0A0D9R5B7|A0A0D9R5B7_CHLSB
OG0005367	sp|Q8K183|PDXK_MOUSE	tr|A0A0D9R6H2|A0A0D9R6H2_CHLSB
OG0005368	sp|O35701|MATN3_MOUSE	tr|A0A0D9R6T0|A0A0D9R6T0_CHLSB
OG0005369	tr|A2RT81|A2RT81_MOUSE	tr|A0A0D9R6Y7|A0A0D9R6Y7_CHLSB
OG0005370	sp|Q9QZS2|RNF4_MOUSE	tr|A0A0D9R893|A0A0D9R893_CHLSB
OG0005371	sp|Q9CQS9|HAUS2_MOUSE	tr|A0A0D9R8Z6|A0A0D9R8Z6_CHLSB
OG0005372	tr|Q6NZR5|Q6NZR5_MOUSE	tr|A0A0D9R9E3|A0A0D9R9E3_CHLSB
OG0005373	sp|Q8BWL5|RBMS3_MOUSE	tr|A0A0D9RBB8|A0A0D9RBB8_CHLSB
OG0005374	sp|Q3UEN2|SHLD2_MOUSE	tr|A0A0D9RBY2|A0A0D9RBY2_CHLSB
OG0005375	sp|Q9D0J8|PTMS_MOUSE	tr|A0A0D9RD68|A0A0D9RD68_CHLSB
OG0005376	sp|Q9D115|ZN706_MOUSE	tr|A0A0D9RHU6|A0A0D9RHU6_CHLSB
OG0005377	tr|E9PW37|E9PW37_MOUSE	tr|A0A0D9RHY0|A0A0D9RHY0_CHLSB
OG0005378	sp|Q2TPA8|HSDL2_MOUSE	tr|A0A0D9RIT0|A0A0D9RIT0_CHLSB
OG0005379	sp|Q9QXE4|T53I1_MOUSE	tr|A0A0D9RJA6|A0A0D9RJA6_CHLSB
OG0005380	sp|Q07456|AMBP_MOUSE	tr|A0A0D9RJG8|A0A0D9RJG8_CHLSB
OG0005381	sp|B2RY56|RBM25_MOUSE	tr|A0A0D9RK24|A0A0D9RK24_CHLSB
OG0005382	sp|Q62288|TICN1_MOUSE	tr|A0A0D9RLL6|A0A0D9RLL6_CHLSB
OG0005383	sp|Q99PU7|BAP1_MOUSE	tr|A0A0D9RLZ5|A0A0D9RLZ5_CHLSB
OG0005384	sp|Q8C0L0|TMX4_MOUSE	tr|A0A0D9RM53|A0A0D9RM53_CHLSB
OG0005385	sp|P48760|FOLC_MOUSE	tr|A0A0D9RN01|A0A0D9RN01_CHLSB
OG0005386	sp|Q99KV1|DJB11_MOUSE	tr|A0A0D9RNR3|A0A0D9RNR3_CHLSB
OG0005387	sp|Q99ML0|ZMY10_MOUSE	tr|A0A0D9RNZ8|A0A0D9RNZ8_CHLSB
OG0005388	sp|Q3UW41|WFDC9_MOUSE	tr|A0A0D9RPP0|A0A0D9RPP0_CHLSB
OG0005389	sp|Q8N9S3|AHSA2_MOUSE	tr|A0A0D9RPT5|A0A0D9RPT5_CHLSB
OG0005390	sp|Q61324|ARNT2_MOUSE	tr|A0A0D9RRE5|A0A0D9RRE5_CHLSB
OG0005391	sp|Q9D2D9|KLD8B_MOUSE	tr|A0A0D9RRJ7|A0A0D9RRJ7_CHLSB
OG0005392	sp|Q8K1A0|METL5_MOUSE	tr|A0A0D9RRP9|A0A0D9RRP9_CHLSB
OG0005393	sp|P47242|PAX9_MOUSE	tr|A0A0D9RSG3|A0A0D9RSG3_CHLSB
OG0005394	sp|Q9D967|MGDP1_MOUSE	tr|A0A0D9RTV2|A0A0D9RTV2_CHLSB
OG0005395	tr|B1AVP0|B1AVP0_MOUSE	tr|A0A0D9RWZ2|A0A0D9RWZ2_CHLSB
OG0005396	sp|Q9EPW0|INP4A_MOUSE	tr|A0A0D9RXD8|A0A0D9RXD8_CHLSB
OG0005397	sp|Q6TAW2|SERP2_MOUSE	tr|A0A0D9RYW3|A0A0D9RYW3_CHLSB
OG0005398	sp|Q5XFZ0|CR021_MOUSE	tr|A0A0D9RZ92|A0A0D9RZ92_CHLSB
OG0005399	sp|Q91XL2|LNX2_MOUSE	tr|A0A0D9RZG1|A0A0D9RZG1_CHLSB
OG0005400	sp|Q6XBJ3|ONEC2_MOUSE	tr|A0A0D9RZX6|A0A0D9RZX6_CHLSB
OG0005401	sp|Q3TXZ1|ZN575_MOUSE	tr|A0A0D9S1A6|A0A0D9S1A6_CHLSB
OG0005402	sp|Q9DC58|DRAM1_MOUSE	tr|A0A0D9S1I6|A0A0D9S1I6_CHLSB
OG0005403	sp|Q69ZI1|SH3R1_MOUSE	tr|A0A0D9S229|A0A0D9S229_CHLSB
OG0005404	tr|E9PW10|E9PW10_MOUSE	tr|A0A0D9S2P2|A0A0D9S2P2_CHLSB
OG0005405	sp|Q80UP5|AN13A_MOUSE	tr|A0A0D9S3A2|A0A0D9S3A2_CHLSB
OG0005406	sp|Q9JHJ3|GLMP_MOUSE	tr|A0A0D9S4X4|A0A0D9S4X4_CHLSB
OG0005407	sp|Q8VHR5|P66B_MOUSE	tr|A0A0D9S5L0|A0A0D9S5L0_CHLSB
OG0005408	sp|Q307W7|KNCN_MOUSE	tr|A0A0D9S7D9|A0A0D9S7D9_CHLSB
OG0005409	sp|Q78RX3|SIM12_MOUSE	tr|A0A0D9S7U7|A0A0D9S7U7_CHLSB
OG0005410	sp|Q9JKV7|EXTL1_MOUSE	tr|A0A0D9S858|A0A0D9S858_CHLSB
OG0005411	sp|O35304|VACHT_MOUSE	tr|A0A0D9SAS3|A0A0D9SAS3_CHLSB
OG0005412	sp|Q921Y4|MFSD5_MOUSE	tr|A0A0D9SD28|A0A0D9SD28_CHLSB
OG0005413	sp|Q8BN78|KAISO_MOUSE	tr|A0A0D9SDN8|A0A0D9SDN8_CHLSB
OG0005414	sp|Q5SUE7|ADAD1_MOUSE	tr|A0A0D9QUK4|A0A0D9QUK4_CHLSB
OG0005415	sp|O88843|CRADD_MOUSE	tr|A0A0D9QUN0|A0A0D9QUN0_CHLSB
OG0005416	sp|Q923D2|BLVRB_MOUSE	tr|A0A0D9QUQ4|A0A0D9QUQ4_CHLSB
OG0005417	sp|Q8BP48|MAP11_MOUSE	tr|A0A0D9QVT8|A0A0D9QVT8_CHLSB
OG0005418	sp|Q9QUN9|DKK3_MOUSE	tr|A0A0D9QXA3|A0A0D9QXA3_CHLSB
OG0005419	sp|Q8K2Q2|GSTO2_MOUSE	tr|A0A0D9QYX3|A0A0D9QYX3_CHLSB
OG0005420	sp|P33434|MMP2_MOUSE	tr|A0A0D9QZ11|A0A0D9QZ11_CHLSB
OG0005421	sp|Q9JKQ4|IRX5_MOUSE	tr|A0A0D9QZ13|A0A0D9QZ13_CHLSB
OG0005422	sp|O08983|HPS1_MOUSE	tr|A0A0D9R0A3|A0A0D9R0A3_CHLSB
OG0005423	sp|E9PYH6|SET1A_MOUSE	tr|A0A0D9R0E6|A0A0D9R0E6_CHLSB
OG0005424	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A0D9R1D0|A0A0D9R1D0_CHLSB
OG0005425	sp|Q9D4K7|CC105_MOUSE	tr|A0A0D9R1I4|A0A0D9R1I4_CHLSB
OG0005426	sp|Q8BWR4|UBP40_MOUSE	tr|A0A0D9R1X5|A0A0D9R1X5_CHLSB
OG0005427	tr|A0A087WQ89|A0A087WQ89_MOUSE	tr|A0A0D9R228|A0A0D9R228_CHLSB
OG0005428	sp|Q7TPV2|DZIP3_MOUSE	tr|A0A0D9R239|A0A0D9R239_CHLSB
OG0005429	sp|Q8VC30|TKFC_MOUSE	tr|A0A0D9R252|A0A0D9R252_CHLSB
OG0005430	sp|Q64008|RAB34_MOUSE	tr|A0A0D9R479|A0A0D9R479_CHLSB
OG0005431	sp|Q8K1S5|KLF11_MOUSE	tr|A0A0D9R4A2|A0A0D9R4A2_CHLSB
OG0005432	sp|Q80YE7|DAPK1_MOUSE	tr|A0A0D9R4X3|A0A0D9R4X3_CHLSB
OG0005433	sp|Q8BG89|ZN365_MOUSE	tr|A0A0D9R501|A0A0D9R501_CHLSB
OG0005434	sp|Q3UHD2|GFOD1_MOUSE	tr|A0A0D9R5A3|A0A0D9R5A3_CHLSB
OG0005435	sp|Q9JMB0|GKAP1_MOUSE	tr|A0A0D9R5I0|A0A0D9R5I0_CHLSB
OG0005436	sp|Q5SXY1|CYTSB_MOUSE	tr|A0A0D9R612|A0A0D9R612_CHLSB
OG0005437	sp|Q9WVS8|MK07_MOUSE	tr|A0A0D9R6A9|A0A0D9R6A9_CHLSB
OG0005438	sp|Q3V3E1|UBS3A_MOUSE	tr|A0A0D9R6Y4|A0A0D9R6Y4_CHLSB
OG0005439	sp|Q62395|TFF3_MOUSE	tr|A0A0D9R709|A0A0D9R709_CHLSB
OG0005440	sp|Q91VS7|MGST1_MOUSE	tr|A0A0D9R7G0|A0A0D9R7G0_CHLSB
OG0005441	sp|P47809|MP2K4_MOUSE	tr|A0A0D9R9T4|A0A0D9R9T4_CHLSB
OG0005442	sp|Q6NVG5|MREG_MOUSE	tr|A0A0D9R9U6|A0A0D9R9U6_CHLSB
OG0005443	sp|Q99JF8|PSIP1_MOUSE	tr|A0A0D9RA63|A0A0D9RA63_CHLSB
OG0005444	sp|Q8BL95|CF298_MOUSE	tr|A0A0D9RB97|A0A0D9RB97_CHLSB
OG0005445	sp|P19973|LSP1_MOUSE	tr|A0A0D9RBW6|A0A0D9RBW6_CHLSB
OG0005446	sp|P62696|CRBB2_MOUSE	tr|A0A0D9RCT3|A0A0D9RCT3_CHLSB
OG0005447	sp|Q05A56|HYAL4_MOUSE	tr|A0A0D9RD04|A0A0D9RD04_CHLSB
OG0005448	sp|E9Q349|WDR25_MOUSE	tr|A0A0D9RD75|A0A0D9RD75_CHLSB
OG0005449	sp|Q9ET66|PI16_MOUSE	tr|A0A0D9RDA5|A0A0D9RDA5_CHLSB
OG0005450	sp|O35228|IL27B_MOUSE	tr|A0A0D9RE64|A0A0D9RE64_CHLSB
OG0005451	sp|Q6ZWM4|LSM8_MOUSE	tr|A0A0D9REI7|A0A0D9REI7_CHLSB
OG0005452	sp|P18337|LYAM1_MOUSE	tr|A0A0D9RFV2|A0A0D9RFV2_CHLSB
OG0005453	sp|Q9R000|ITBP2_MOUSE	tr|A0A0D9RG21|A0A0D9RG21_CHLSB
OG0005454	sp|Q3UFY0|RRP36_MOUSE	tr|A0A0D9RGL5|A0A0D9RGL5_CHLSB
OG0005455	sp|Q64318|ZEB1_MOUSE	tr|A0A0D9RGU0|A0A0D9RGU0_CHLSB
OG0005457	sp|Q3V038|TTC9A_MOUSE	tr|A0A0D9RKK5|A0A0D9RKK5_CHLSB
OG0005458	sp|P60897|SEM1_MOUSE	tr|A0A0D9RKP1|A0A0D9RKP1_CHLSB
OG0005459	sp|Q8BJY1|PSMD5_MOUSE	tr|A0A0D9RL72|A0A0D9RL72_CHLSB
OG0005460	sp|Q8C5R2|PRSR2_MOUSE	tr|A0A0D9RLQ1|A0A0D9RLQ1_CHLSB
OG0005461	sp|P33610|PRI2_MOUSE	tr|A0A0D9RLW9|A0A0D9RLW9_CHLSB
OG0005462	sp|O08789|MNT_MOUSE	tr|A0A0D9RMU0|A0A0D9RMU0_CHLSB
OG0005463	sp|Q9Z1N7|ARI3B_MOUSE	tr|A0A0D9RP25|A0A0D9RP25_CHLSB
OG0005464	sp|Q8BXQ2|PIGT_MOUSE	tr|A0A0D9RPJ0|A0A0D9RPJ0_CHLSB
OG0005465	sp|Q8BTY1|KAT1_MOUSE	tr|A0A0D9RPN4|A0A0D9RPN4_CHLSB
OG0005466	sp|Q6SJ95|TBPL2_MOUSE	tr|A0A0D9RQ33|A0A0D9RQ33_CHLSB
OG0005467	sp|P14152|MDHC_MOUSE	tr|A0A0D9RQC0|A0A0D9RQC0_CHLSB
OG0005468	sp|Q8R2Q4|RRF2M_MOUSE	tr|A0A0D9RSG1|A0A0D9RSG1_CHLSB
OG0005469	sp|P55095|GLUC_MOUSE	tr|A0A0D9RSY0|A0A0D9RSY0_CHLSB
OG0005470	sp|Q8CGC4|LS14B_MOUSE	tr|A0A0D9RT74|A0A0D9RT74_CHLSB
OG0005471	sp|Q8BGN9|CA115_MOUSE	tr|A0A0D9RTK3|A0A0D9RTK3_CHLSB
OG0005472	sp|Q8K4I7|PRS45_MOUSE	tr|A0A0D9RUG1|A0A0D9RUG1_CHLSB
