Orthogroup	Mus_musculus	Octodon_degus
OG0006799	sp|Q8BVR0|BAFL_MOUSE	tr|A0A6P3FAK4|A0A6P3FAK4_OCTDE
OG0006800	sp|Q8C170|MYO9A_MOUSE	tr|A0A6P6E7X5|A0A6P6E7X5_OCTDE
OG0006801	sp|Q8K2A6|LIPM_MOUSE	tr|A0A6P3F915|A0A6P3F915_OCTDE
OG0006802	sp|Q8K3F6|KCNQ3_MOUSE	tr|A0A6P3FQP1|A0A6P3FQP1_OCTDE
OG0006803	sp|Q8K4Q7|CERK1_MOUSE	tr|A0A6P6DDZ4|A0A6P6DDZ4_OCTDE
OG0006804	sp|Q8R149|BUD13_MOUSE	tr|A0A6P6EWY2|A0A6P6EWY2_OCTDE
OG0006805	sp|Q8R1T4|S35A3_MOUSE	tr|A0A6P6EZC7|A0A6P6EZC7_OCTDE
OG0006806	sp|Q8R2H9|PHOP1_MOUSE	tr|A0A6P6ENH6|A0A6P6ENH6_OCTDE
OG0006807	sp|Q8R370|USBP1_MOUSE	tr|A0A6P6DTK2|A0A6P6DTK2_OCTDE
OG0006808	sp|Q8R3N1|NOP14_MOUSE	tr|A0A6P3EVI0|A0A6P3EVI0_OCTDE
OG0006809	sp|Q8VDV8|MITD1_MOUSE	tr|A0A6P3FX01|A0A6P3FX01_OCTDE
OG0006810	sp|Q8VEC4|CAHM2_MOUSE	tr|A0A6P6EGF6|A0A6P6EGF6_OCTDE
OG0006811	sp|Q8VEM8|MPCP_MOUSE	tr|A0A6P3EUH1|A0A6P3EUH1_OCTDE
OG0006812	sp|Q99MZ7|PECR_MOUSE	tr|A0A6P3FK49|A0A6P3FK49_OCTDE
OG0006813	sp|Q9CQN4|SOSD1_MOUSE	tr|A0A6P3EM69|A0A6P3EM69_OCTDE
OG0006814	sp|Q9CZ13|QCR1_MOUSE	tr|A0A6P3EIT8|A0A6P3EIT8_OCTDE
OG0006815	sp|Q9D0R9|WDR89_MOUSE	tr|A0A6P6DHT5|A0A6P6DHT5_OCTDE
OG0006816	sp|Q9D0V8|CINP_MOUSE	tr|A0A6P6DP35|A0A6P6DP35_OCTDE
OG0006817	sp|Q9D1Z3|ACKMT_MOUSE	tr|A0A6P3VEK7|A0A6P3VEK7_OCTDE
OG0006818	sp|Q9D4P7|GSTT4_MOUSE	tr|A0A6P3F168|A0A6P3F168_OCTDE
OG0006819	sp|Q9D5D8|CDYL2_MOUSE	tr|A0A6P6DYJ3|A0A6P6DYJ3_OCTDE
OG0006820	sp|Q9D8M7|PHF10_MOUSE	tr|A0A6P3EPN5|A0A6P3EPN5_OCTDE
OG0006821	sp|Q9ERE8|TLRN1_MOUSE	tr|A0A6P3EPR7|A0A6P3EPR7_OCTDE
OG0006822	sp|Q9JKD9|ZBT32_MOUSE	tr|A0A6P6EYJ2|A0A6P6EYJ2_OCTDE
OG0006823	sp|Q9QY15|DDX25_MOUSE	tr|A0A6P3FN36|A0A6P3FN36_OCTDE
OG0006824	sp|Q9WU40|MAN1_MOUSE	tr|A0A6P3F935|A0A6P3F935_OCTDE
OG0006825	sp|Q9Z1X4|ILF3_MOUSE	tr|A0A6P6EK48|A0A6P6EK48_OCTDE
OG0006826	sp|Q9Z2C9|MTMR7_MOUSE	tr|A0A6P3FD69|A0A6P3FD69_OCTDE
OG0006827	sp|A2ADZ8|IQCC_MOUSE	tr|A0A6P3FB83|A0A6P3FB83_OCTDE
OG0006828	tr|A2AF28|A2AF28_MOUSE	tr|A0A6P6DGX0|A0A6P6DGX0_OCTDE
OG0006829	sp|A6PWD2|FHAD1_MOUSE	tr|A0A6P6F175|A0A6P6F175_OCTDE
OG0006830	tr|D3YVV6|D3YVV6_MOUSE	tr|A0A6P3V9G5|A0A6P3V9G5_OCTDE
OG0006831	sp|D3YYM0|OVOL3_MOUSE	tr|A0A6P3VBT5|A0A6P3VBT5_OCTDE
OG0006832	sp|D3Z423|R212B_MOUSE	tr|A0A6P3V8F5|A0A6P3V8F5_OCTDE
OG0006833	tr|D4AFX7|D4AFX7_MOUSE	tr|A0A6P3EWZ1|A0A6P3EWZ1_OCTDE
OG0006834	tr|E9Q8Q6|E9Q8Q6_MOUSE	tr|A0A6P6ES23|A0A6P6ES23_OCTDE
OG0006835	sp|O35453|HEPS_MOUSE	tr|A0A6P3F1R7|A0A6P3F1R7_OCTDE
OG0006836	sp|O35486|CRYGS_MOUSE	tr|A0A6P3FMY7|A0A6P3FMY7_OCTDE
OG0006837	sp|O35632|HYAL2_MOUSE	tr|A0A6P6DQI1|A0A6P6DQI1_OCTDE
OG0006838	sp|O54709|NKG2D_MOUSE	tr|A0A6P6E2P7|A0A6P6E2P7_OCTDE
OG0006839	sp|O70161|PI51C_MOUSE	tr|A0A6P6EK02|A0A6P6EK02_OCTDE
OG0006840	sp|O89112|LANC1_MOUSE	tr|A0A6P3EVQ6|A0A6P3EVQ6_OCTDE
OG0006841	sp|P10749|IL1B_MOUSE	tr|A0A6P3FAQ7|A0A6P3FAQ7_OCTDE
OG0006842	sp|P15379|CD44_MOUSE	tr|A0A6P6E207|A0A6P6E207_OCTDE
OG0006843	sp|P22437|PGH1_MOUSE	tr|A0A6P3FNY0|A0A6P3FNY0_OCTDE
OG0006844	sp|P23249|MOV10_MOUSE	tr|A0A6P3F9E4|A0A6P3F9E4_OCTDE
OG0006845	sp|P32043|HXC5_MOUSE	tr|A0A6P3F3I0|A0A6P3F3I0_OCTDE
OG0006846	sp|P35413|GPR3_MOUSE	tr|A0A6P3FQ60|A0A6P3FQ60_OCTDE
OG0006847	sp|P42208|SEPT2_MOUSE	tr|A0A6P6F0K5|A0A6P6F0K5_OCTDE
OG0006848	sp|P56394|COX17_MOUSE	tr|A0A6P3EWJ9|A0A6P3EWJ9_OCTDE
OG0006849	sp|P62774|MTPN_MOUSE	tr|A0A6P3F3Y7|A0A6P3F3Y7_OCTDE
OG0006850	sp|P97764|WBP1_MOUSE	tr|A0A6P3EXT6|A0A6P3EXT6_OCTDE
OG0006851	sp|Q05186|RCN1_MOUSE	tr|A0A6P3VC25|A0A6P3VC25_OCTDE
OG0006852	sp|Q3TP92|CNEP1_MOUSE	tr|A0A6P3F470|A0A6P3F470_OCTDE
OG0006853	sp|Q3TXX3|ZFY27_MOUSE	tr|A0A6P3V9A1|A0A6P3V9A1_OCTDE
OG0006854	sp|Q5NCM1|S17A4_MOUSE	tr|A0A6P6D6S6|A0A6P6D6S6_OCTDE
OG0006855	sp|Q5SP85|CC85A_MOUSE	tr|A0A6P6EJ02|A0A6P6EJ02_OCTDE
OG0006856	sp|Q61037|TSC2_MOUSE	tr|A0A6P6E6H3|A0A6P6E6H3_OCTDE
OG0006857	sp|Q61125|BKRB1_MOUSE	tr|A0A6P3FD59|A0A6P3FD59_OCTDE
OG0006858	sp|Q61127|NAB2_MOUSE	tr|A0A6P3FWP1|A0A6P3FWP1_OCTDE
OG0006859	sp|Q62415|ASPP1_MOUSE	tr|A0A6P6DNE2|A0A6P6DNE2_OCTDE
OG0006860	sp|Q64339|ISG15_MOUSE	tr|A0A6P6D5Y1|A0A6P6D5Y1_OCTDE
OG0006861	sp|Q6DID3|SCAF8_MOUSE	tr|A0A6P6E6M7|A0A6P6E6M7_OCTDE
OG0006862	sp|Q6ZWS4|CNIH3_MOUSE	tr|A0A6P3EMR8|A0A6P3EMR8_OCTDE
OG0006863	sp|Q7TPV2|DZIP3_MOUSE	tr|A0A6P3FDY0|A0A6P3FDY0_OCTDE
OG0006864	sp|Q7TQ95|LNP_MOUSE	tr|A0A6P6ES95|A0A6P6ES95_OCTDE
OG0006865	sp|Q8BII1|PROX2_MOUSE	tr|A0A6P6DGW9|A0A6P6DGW9_OCTDE
OG0006866	sp|Q8BJF9|CHM2B_MOUSE	tr|A0A6P6ESA3|A0A6P6ESA3_OCTDE
OG0006867	sp|Q8C0Y0|PP4R4_MOUSE	tr|A0A6P3EZE9|A0A6P3EZE9_OCTDE
OG0006868	sp|Q8C2B3|HDAC7_MOUSE	tr|A0A6P6F4Q1|A0A6P6F4Q1_OCTDE
OG0006869	tr|Q8CET0|Q8CET0_MOUSE	tr|A0A6P3VCG3|A0A6P3VCG3_OCTDE
OG0006870	sp|Q8CF25|CS067_MOUSE	tr|A0A6P3EZY0|A0A6P3EZY0_OCTDE
OG0006871	sp|Q8CFD5|ERCC8_MOUSE	tr|A0A6P3V887|A0A6P3V887_OCTDE
OG0006872	sp|Q8CIQ7|DOCK3_MOUSE	tr|A0A6P6DPY4|A0A6P6DPY4_OCTDE
OG0006873	sp|Q8QZY4|RTBDN_MOUSE	tr|A0A6P3EZZ0|A0A6P3EZZ0_OCTDE
OG0006874	tr|Q8VFT6|Q8VFT6_MOUSE	tr|A0A6P6DIP0|A0A6P6DIP0_OCTDE
OG0006875	tr|Q91UZ1|Q91UZ1_MOUSE	tr|A0A6P3EY61|A0A6P3EY61_OCTDE
OG0006876	sp|Q99LC5|ETFA_MOUSE	tr|A0A6P3F249|A0A6P3F249_OCTDE
OG0006877	sp|Q99M15|PPIP2_MOUSE	tr|A0A6P3VAF7|A0A6P3VAF7_OCTDE
OG0006878	sp|Q99MQ1|BICC1_MOUSE	tr|A0A6P6DP63|A0A6P6DP63_OCTDE
OG0006879	sp|Q9D2Y5|SNX20_MOUSE	tr|A0A6P6DGW8|A0A6P6DGW8_OCTDE
OG0006880	sp|Q9D7J7|CPNS2_MOUSE	tr|A0A6P3FG78|A0A6P3FG78_OCTDE
OG0006881	sp|Q9EPW0|INP4A_MOUSE	tr|A0A6P6ELM2|A0A6P6ELM2_OCTDE
OG0006882	sp|Q9EQD0|FZD5_MOUSE	tr|A0A6P6E0K5|A0A6P6E0K5_OCTDE
OG0006883	sp|Q9ET78|JPH2_MOUSE	tr|A0A6P6EEQ9|A0A6P6EEQ9_OCTDE
OG0006884	sp|Q9QZU4|PLAT1_MOUSE	tr|A0A6P6D9C4|A0A6P6D9C4_OCTDE
OG0006885	sp|Q9R088|KITM_MOUSE	tr|A0A6P3EUH7|A0A6P3EUH7_OCTDE
OG0006886	sp|Q9Z1W4|GDF11_MOUSE	tr|A0A6P3FUF1|A0A6P3FUF1_OCTDE
OG0006887	sp|Q9Z2X8|KEAP1_MOUSE	tr|A0A6P3EVT5|A0A6P3EVT5_OCTDE
OG0006888	sp|A2AM05|CNTLN_MOUSE	tr|A0A6P6EH07|A0A6P6EH07_OCTDE
OG0006889	sp|A2ANX9|ZN711_MOUSE	tr|A0A6P6F4P5|A0A6P6F4P5_OCTDE
OG0006890	sp|B9EJ86|OSBL8_MOUSE	tr|A0A6P3EUD8|A0A6P3EUD8_OCTDE
OG0006891	sp|G5E8B9|ZBT11_MOUSE	tr|A0A6P3F1C9|A0A6P3F1C9_OCTDE
OG0006892	sp|O09008|MFNG_MOUSE	tr|A0A6P6ERN8|A0A6P6ERN8_OCTDE
OG0006893	sp|O35382|EXOC4_MOUSE	tr|A0A6P3EVM0|A0A6P3EVM0_OCTDE
OG0006894	sp|O35904|PK3CD_MOUSE	tr|A0A6P6D5C5|A0A6P6D5C5_OCTDE
OG0006895	sp|O54991|CNTP1_MOUSE	tr|A0A6P3EXI2|A0A6P3EXI2_OCTDE
OG0006897	sp|P28662|BRI3_MOUSE	tr|A0A6P3ERD8|A0A6P3ERD8_OCTDE
OG0006898	sp|P47876|IBP1_MOUSE	tr|A0A6P3ERD9|A0A6P3ERD9_OCTDE
OG0006899	sp|P51163|HEM4_MOUSE	tr|A0A6P6DX43|A0A6P6DX43_OCTDE
OG0006900	sp|P52801|EFNA2_MOUSE	tr|A0A6P3FAD4|A0A6P3FAD4_OCTDE
OG0006901	sp|P52946|PDX1_MOUSE	tr|A0A6P3F5T8|A0A6P3F5T8_OCTDE
OG0006902	sp|P59279|RAB2B_MOUSE	tr|A0A6P3FVW9|A0A6P3FVW9_OCTDE
OG0006903	sp|P80206|OTX2_MOUSE	tr|A0A6P3ES59|A0A6P3ES59_OCTDE
OG0006904	sp|P97303|BACH2_MOUSE	tr|A0A6P6E603|A0A6P6E603_OCTDE
OG0006905	sp|P97950|RB33A_MOUSE	tr|A0A6P3EYE3|A0A6P3EYE3_OCTDE
OG0006906	sp|Q3TCN2|PLBL2_MOUSE	tr|A0A6P3F0J4|A0A6P3F0J4_OCTDE
OG0006907	sp|Q3TTJ4|CH048_MOUSE	tr|A0A6P3FN40|A0A6P3FN40_OCTDE
OG0006908	sp|Q3U2K0|F193B_MOUSE	tr|A0A6P6EIY0|A0A6P6EIY0_OCTDE
OG0006909	sp|Q3UQI9|MINY4_MOUSE	tr|A0A6P6E0G5|A0A6P6E0G5_OCTDE
OG0006910	sp|Q3UUA0|LHPL7_MOUSE	tr|A0A6P3EYI4|A0A6P3EYI4_OCTDE
OG0006911	sp|Q5NCE8|MRS2_MOUSE	tr|A0A6P3FLQ3|A0A6P3FLQ3_OCTDE
OG0006912	sp|Q5U462|CDCP1_MOUSE	tr|A0A6P3FMS1|A0A6P3FMS1_OCTDE
OG0006913	sp|Q61420|S35A1_MOUSE	tr|A0A6P6E646|A0A6P6E646_OCTDE
OG0006914	sp|Q641K1|CBPC1_MOUSE	tr|A0A6P6D4Q5|A0A6P6D4Q5_OCTDE
OG0006915	sp|Q68EF0|RAB3I_MOUSE	tr|A0A6P6EJ82|A0A6P6EJ82_OCTDE
OG0006916	sp|Q6A4J8|UBP7_MOUSE	tr|A0A6P3F0K0|A0A6P3F0K0_OCTDE
OG0006917	sp|Q6PE65|GPT2L_MOUSE	tr|A0A6P6DDC1|A0A6P6DDC1_OCTDE
OG0006918	sp|Q6PEB6|PHOCN_MOUSE	tr|A0A6P6E723|A0A6P6E723_OCTDE
OG0006919	sp|Q6UJB9|TM270_MOUSE	tr|A0A6P6ECP1|A0A6P6ECP1_OCTDE
OG0006920	sp|Q78JE5|FBX22_MOUSE	tr|A0A6P3F3N8|A0A6P3F3N8_OCTDE
OG0006921	tr|Q7TRM4|Q7TRM4_MOUSE	tr|A0A6P3FPF8|A0A6P3FPF8_OCTDE
OG0006922	sp|Q80SZ7|GBG5_MOUSE	tr|A0A6P3FGP9|A0A6P3FGP9_OCTDE
OG0006923	sp|Q80TY4|ST18_MOUSE	tr|A0A6P3VBS9|A0A6P3VBS9_OCTDE
OG0006924	tr|Q80ZQ7|Q80ZQ7_MOUSE	tr|A0A6P3VEC2|A0A6P3VEC2_OCTDE
OG0006925	sp|Q80ZU0|ARL5A_MOUSE	tr|A0A6P3FCD6|A0A6P3FCD6_OCTDE
OG0006926	sp|Q8BH00|AL8A1_MOUSE	tr|A0A6P3F3F4|A0A6P3F3F4_OCTDE
OG0006927	sp|Q8BXR5|NALCN_MOUSE	tr|A0A6P3VAK3|A0A6P3VAK3_OCTDE
OG0006928	sp|Q8BZT7|PA2G3_MOUSE	tr|A0A6P3FGS6|A0A6P3FGS6_OCTDE
OG0006929	sp|Q8C7M3|TRIM9_MOUSE	tr|A0A6P6F5E9|A0A6P6F5E9_OCTDE
OG0006930	sp|Q8CDJ8|STON1_MOUSE	tr|A0A6P3VA50|A0A6P3VA50_OCTDE
OG0006931	sp|Q8VBT1|TXLNB_MOUSE	tr|A0A6P3EZA8|A0A6P3EZA8_OCTDE
OG0006932	sp|Q8VC85|LSM1_MOUSE	tr|A0A6P6EZG0|A0A6P6EZG0_OCTDE
OG0006933	sp|Q99PR8|HSPB2_MOUSE	tr|A0A6P3FGB5|A0A6P3FGB5_OCTDE
OG0006934	sp|Q9CZ15|PSF1_MOUSE	tr|A0A6P3EZT9|A0A6P3EZT9_OCTDE
OG0006935	sp|Q9D2X8|CH076_MOUSE	tr|A0A6P3VC04|A0A6P3VC04_OCTDE
OG0006936	sp|Q9D6I7|DIK1A_MOUSE	tr|A0A6P3FAR3|A0A6P3FAR3_OCTDE
OG0006937	sp|Q9D7S1|TMM54_MOUSE	tr|A0A6P3F8C2|A0A6P3F8C2_OCTDE
OG0006938	sp|Q9DAF8|CD051_MOUSE	tr|A0A6P3FGP2|A0A6P3FGP2_OCTDE
OG0006939	sp|Q9DC60|UBIA1_MOUSE	tr|A0A6P3F6C5|A0A6P3F6C5_OCTDE
OG0006940	sp|Q9EQR5|LIME1_MOUSE	tr|A0A6P6DJF2|A0A6P6DJF2_OCTDE
OG0006941	sp|Q9ESS2|FGF22_MOUSE	tr|A0A6P6EKT4|A0A6P6EKT4_OCTDE
OG0006942	sp|Q9JHE3|ASAH2_MOUSE	tr|A0A6P3EV44|A0A6P3EV44_OCTDE
OG0006943	sp|Q9JHR7|IDE_MOUSE	tr|A0A6P3F920|A0A6P3F920_OCTDE
OG0006944	sp|Q9JIX0|ENY2_MOUSE	tr|A0A6P3FI17|A0A6P3FI17_OCTDE
OG0006945	sp|Q9QYF9|NDRG3_MOUSE	tr|A0A6P3ESC2|A0A6P3ESC2_OCTDE
OG0006946	sp|Q9R0E1|PLOD3_MOUSE	tr|A0A6P6ED68|A0A6P6ED68_OCTDE
OG0006947	sp|Q9Z1F6|CNMD_MOUSE	tr|A0A6P3FSW9|A0A6P3FSW9_OCTDE
OG0006948	tr|A0A2I3BRN2|A0A2I3BRN2_MOUSE	tr|A0A6P3F992|A0A6P3F992_OCTDE
OG0006949	sp|B1ARI9|PRR29_MOUSE	tr|A0A6P6ECJ7|A0A6P6ECJ7_OCTDE
OG0006950	tr|B1AUY3|B1AUY3_MOUSE	tr|A0A6P6DN97|A0A6P6DN97_OCTDE
OG0006951	sp|D3YY23|LONF1_MOUSE	tr|A0A6P3F719|A0A6P3F719_OCTDE
OG0006952	sp|D3Z1D3|CEFIP_MOUSE	tr|A0A6P3FH42|A0A6P3FH42_OCTDE
OG0006953	tr|D3Z4R4|D3Z4R4_MOUSE	tr|A0A6P3ETT1|A0A6P3ETT1_OCTDE
OG0006954	sp|O35927|CTND2_MOUSE	tr|A0A6P3EWF7|A0A6P3EWF7_OCTDE
OG0006955	sp|O35942|NEK2_MOUSE	tr|A0A6P3EL67|A0A6P3EL67_OCTDE
OG0006956	sp|O70255|MPZL2_MOUSE	tr|A0A6P6EXA3|A0A6P6EXA3_OCTDE
OG0006957	sp|P0C7L0|WIPF3_MOUSE	tr|A0A6P6E0U3|A0A6P6E0U3_OCTDE
OG0006958	sp|P13595|NCAM1_MOUSE	tr|A0A6P6DQQ4|A0A6P6DQQ4_OCTDE
OG0006959	sp|P20029|BIP_MOUSE	tr|A0A6P3FNB6|A0A6P3FNB6_OCTDE
OG0006960	sp|P28028|BRAF_MOUSE	tr|A0A6P6E972|A0A6P6E972_OCTDE
OG0006961	sp|P28235|CXA4_MOUSE	tr|A0A6P6DAI2|A0A6P6DAI2_OCTDE
OG0006962	sp|P49769|PSN1_MOUSE	tr|A0A6P6DHK5|A0A6P6DHK5_OCTDE
OG0006963	sp|P54729|NUB1_MOUSE	tr|A0A6P6E8F1|A0A6P6E8F1_OCTDE
OG0006964	sp|P60060|SC61G_MOUSE	tr|A0A6P3FGR3|A0A6P3FGR3_OCTDE
OG0006965	sp|P63037|DNJA1_MOUSE	tr|A0A6P3F8X6|A0A6P3F8X6_OCTDE
OG0006966	sp|P70186|EPYC_MOUSE	tr|A0A6P6EIS0|A0A6P6EIS0_OCTDE
OG0006967	sp|P70696|H2B1A_MOUSE	tr|A0A6P3FI53|A0A6P3FI53_OCTDE
OG0006968	sp|P84091|AP2M1_MOUSE	tr|A0A6P3FJ42|A0A6P3FJ42_OCTDE
OG0006969	sp|P97718|ADA1A_MOUSE	tr|A0A6P3F594|A0A6P3F594_OCTDE
OG0006970	sp|P98191|CDS1_MOUSE	tr|A0A6P3F4I0|A0A6P3F4I0_OCTDE
OG0006971	sp|Q14AM7|HAPR1_MOUSE	tr|A0A6P3EXS9|A0A6P3EXS9_OCTDE
OG0006972	sp|Q3TBN1|TM248_MOUSE	tr|A0A6P3F4U1|A0A6P3F4U1_OCTDE
OG0006973	sp|Q3TQR0|PGAP2_MOUSE	tr|A0A6P6DD69|A0A6P6DD69_OCTDE
OG0006974	sp|Q3TZI6|CCNJ_MOUSE	tr|A0A6P3ETP1|A0A6P3ETP1_OCTDE
OG0006975	sp|Q3UHX8|NKX63_MOUSE	tr|A0A6P3EW92|A0A6P3EW92_OCTDE
OG0006976	sp|Q3UTQ8|CDKL5_MOUSE	tr|A0A6P6ESU2|A0A6P6ESU2_OCTDE
OG0006977	sp|Q4QRL3|CC88B_MOUSE	tr|A0A6P6DI56|A0A6P6DI56_OCTDE
OG0006978	sp|Q5STT6|GAR3_MOUSE	tr|A0A6P3F375|A0A6P3F375_OCTDE
OG0006979	sp|Q60846|TNR8_MOUSE	tr|A0A6P6D6C1|A0A6P6D6C1_OCTDE
OG0006980	sp|Q61521|EREG_MOUSE	tr|A0A6P6E8S3|A0A6P6E8S3_OCTDE
OG0006981	sp|Q61712|DNJC1_MOUSE	tr|A0A6P3FT42|A0A6P3FT42_OCTDE
OG0006982	sp|Q6P9Q4|FHOD1_MOUSE	tr|A0A6P6DYM0|A0A6P6DYM0_OCTDE
OG0006983	sp|Q6PCX9|TRI37_MOUSE	tr|A0A6P6DFL1|A0A6P6DFL1_OCTDE
OG0006984	sp|Q7TQG0|ZBTB5_MOUSE	tr|A0A6P6EHE6|A0A6P6EHE6_OCTDE
OG0006985	sp|Q80TR4|SLIT1_MOUSE	tr|A0A6P3EXU5|A0A6P3EXU5_OCTDE
OG0006986	sp|Q80UP8|S20A2_MOUSE	tr|A0A6P6EKY2|A0A6P6EKY2_OCTDE
OG0006987	sp|Q80X50|UBP2L_MOUSE	tr|A0A6P3VAB3|A0A6P3VAB3_OCTDE
OG0006988	sp|Q8BGV3|TACD2_MOUSE	tr|A0A6P3FPR5|A0A6P3FPR5_OCTDE
OG0006989	sp|Q8BH95|ECHM_MOUSE	tr|A0A6P6DXU3|A0A6P6DXU3_OCTDE
OG0006990	sp|Q8BH98|MBOA1_MOUSE	tr|A0A6P3F776|A0A6P3F776_OCTDE
OG0006991	sp|Q8BHK1|NIPA1_MOUSE	tr|A0A6P3FDI9|A0A6P3FDI9_OCTDE
OG0006992	sp|Q8BL43|RASFA_MOUSE	tr|A0A6P6ERS1|A0A6P6ERS1_OCTDE
OG0006993	sp|Q8BTZ4|APC5_MOUSE	tr|A0A6P3FB75|A0A6P3FB75_OCTDE
OG0006994	tr|Q8BZ82|Q8BZ82_MOUSE	tr|A0A6P3F1K2|A0A6P3F1K2_OCTDE
OG0006995	sp|Q8C008|DZAN1_MOUSE	tr|A0A6P6EV81|A0A6P6EV81_OCTDE
OG0006996	sp|Q8CDN9|LRRC9_MOUSE	tr|A0A6P6DBE0|A0A6P6DBE0_OCTDE
OG0006997	sp|Q8K087|CML2_MOUSE	tr|A0A6P3F006|A0A6P3F006_OCTDE
OG0006998	sp|Q8K2C7|OS9_MOUSE	tr|A0A6P6DSS3|A0A6P6DSS3_OCTDE
OG0006999	sp|Q8K342|RASF9_MOUSE	tr|A0A6P6EJ05|A0A6P6EJ05_OCTDE
OG0007000	sp|Q8K4H1|KFA_MOUSE	tr|A0A6P3ER68|A0A6P3ER68_OCTDE
OG0007001	sp|Q8K4S1|PLCE1_MOUSE	tr|A0A6P6DXS5|A0A6P6DXS5_OCTDE
OG0007002	sp|Q8R519|ACMSD_MOUSE	tr|A0A6P3EVD9|A0A6P3EVD9_OCTDE
OG0007003	sp|Q91WU6|ZDHC7_MOUSE	tr|A0A6P3FE83|A0A6P3FE83_OCTDE
OG0007004	sp|Q9CWU2|ZDH13_MOUSE	tr|A0A6P3FBR1|A0A6P3FBR1_OCTDE
OG0007005	sp|Q9D8U2|TM41A_MOUSE	tr|A0A6P3FJF8|A0A6P3FJF8_OCTDE
OG0007006	sp|Q9DBP5|KCY_MOUSE	tr|A0A6P3F595|A0A6P3F595_OCTDE
OG0007007	sp|Q9JHJ5|5HT3B_MOUSE	tr|A0A6P3VBV8|A0A6P3VBV8_OCTDE
OG0007008	sp|Q9JJB1|T191C_MOUSE	tr|A0A6P3EY70|A0A6P3EY70_OCTDE
OG0007009	sp|Q9QXX3|PA2GX_MOUSE	tr|A0A6P6DJG4|A0A6P6DJG4_OCTDE
OG0007010	sp|Q9QYP6|AZI2_MOUSE	tr|A0A6P3EXY7|A0A6P3EXY7_OCTDE
OG0007011	sp|Q9R049|AMFR_MOUSE	tr|A0A6P6DYL2|A0A6P6DYL2_OCTDE
OG0007012	sp|Q9R1Q6|T176B_MOUSE	tr|A0A6P3F2R2|A0A6P3F2R2_OCTDE
OG0007013	sp|Q9Z1D9|ZN394_MOUSE	tr|A0A6P6EAD4|A0A6P6EAD4_OCTDE
OG0007014	sp|Q9Z1J1|TF7L1_MOUSE	tr|A0A6P3FBZ5|A0A6P3FBZ5_OCTDE
OG0007015	sp|Q9Z266|SNAPN_MOUSE	tr|A0A6P3EQJ8|A0A6P3EQJ8_OCTDE
OG0007016	tr|A2ASP7|A2ASP7_MOUSE	tr|A0A6P3FKH9|A0A6P3FKH9_OCTDE
OG0007017	sp|A6H8H5|KCNB2_MOUSE	tr|A0A6P3F2Y2|A0A6P3F2Y2_OCTDE
OG0007018	tr|B1AYL1|B1AYL1_MOUSE	tr|A0A6P6DRW1|A0A6P6DRW1_OCTDE
OG0007019	sp|E9Q4P1|WDFY1_MOUSE	tr|A0A6P3FIB9|A0A6P3FIB9_OCTDE
OG0007020	sp|O08908|P85B_MOUSE	tr|A0A6P3FJA3|A0A6P3FJA3_OCTDE
OG0007021	sp|O88522|NEMO_MOUSE	tr|A0A6P6DMC1|A0A6P6DMC1_OCTDE
OG0007022	sp|P08226|APOE_MOUSE	sp|A0A6P6DKR7|APOE_OCTDE
OG0007023	sp|P23881|TCEA3_MOUSE	tr|A0A6P3F3M6|A0A6P3F3M6_OCTDE
OG0007024	sp|P34057|RECO_MOUSE	tr|A0A6P3FEG0|A0A6P3FEG0_OCTDE
OG0007025	sp|P49615|CDK5_MOUSE	tr|A0A6P3EZX7|A0A6P3EZX7_OCTDE
OG0007026	sp|P52793|EFNA1_MOUSE	tr|A0A6P3F1E9|A0A6P3F1E9_OCTDE
OG0007027	sp|Q00560|IL6RB_MOUSE	tr|A0A6P3ETL6|A0A6P3ETL6_OCTDE
OG0007028	sp|Q08642|PADI2_MOUSE	tr|A0A6P3F307|A0A6P3F307_OCTDE
OG0007029	sp|Q3U2S8|HVCN1_MOUSE	tr|A0A6P3FEZ0|A0A6P3FEZ0_OCTDE
OG0007030	sp|Q3UYI5|RGL3_MOUSE	tr|A0A6P6EKJ4|A0A6P6EKJ4_OCTDE
OG0007031	sp|Q3V3V9|CARL2_MOUSE	tr|A0A6P3EXB8|A0A6P3EXB8_OCTDE
OG0007032	sp|Q60932|VDAC1_MOUSE	tr|A0A6P3ER08|A0A6P3ER08_OCTDE
OG0007033	sp|Q60988|STIL_MOUSE	tr|A0A6P6F5D9|A0A6P6F5D9_OCTDE
OG0007034	sp|Q64471|GSTT1_MOUSE	tr|A0A6P3F0Y4|A0A6P3F0Y4_OCTDE
OG0007035	sp|Q6DFW0|CI072_MOUSE	tr|A0A6P3FFL0|A0A6P3FFL0_OCTDE
OG0007036	sp|Q6P566|LIX1_MOUSE	tr|A0A6P3EJB8|A0A6P3EJB8_OCTDE
OG0007037	sp|Q6P9J9|ANO6_MOUSE	tr|A0A6P6F422|A0A6P6F422_OCTDE
OG0007038	sp|Q6PDS3|SARM1_MOUSE	tr|A0A6P3FDI7|A0A6P3FDI7_OCTDE
OG0007039	sp|Q6ZQ18|EFR3B_MOUSE	tr|A0A6P6E3Q8|A0A6P6E3Q8_OCTDE
OG0007040	sp|Q80ZK0|RT10_MOUSE	tr|A0A6P6EZZ2|A0A6P6EZZ2_OCTDE
OG0007041	tr|Q80ZX9|Q80ZX9_MOUSE	tr|A0A6P3F8W6|A0A6P3F8W6_OCTDE
